ENSORLP00000011382	ENSTNIP00000006282
ENSORLP00000021090	ENSTNIP00000023097
ENSORLP00000005200	ENSTNIP00000005786
ENSORLP00000025382	ENSTNIP00000001272
ENSORLP00000013273	ENSTNIP00000021258
ENSORLP00000025778	ENSTNIP00000018716
ENSORLP00000019118	ENSTNIP00000007349
ENSORLP00000007565	ENSTNIP00000008800
ENSORLP00000016480	ENSTNIP00000007586
ENSORLP00000018319	ENSTNIP00000017585
ENSORLP00000021518	ENSTNIP00000005255
ENSORLP00000019101	ENSTNIP00000013171
ENSORLP00000016960	ENSTNIP00000016401
ENSORLP00000013611	ENSTNIP00000006085
ENSORLP00000017089	ENSTNIP00000022967
ENSORLP00000013597	ENSTNIP00000006084
ENSORLP00000001810	ENSTNIP00000008550
ENSORLP00000014003	ENSTNIP00000022473
ENSORLP00000013547	ENSTNIP00000008002
ENSORLP00000015382	ENSTNIP00000007796
ENSORLP00000000955	ENSTNIP00000012491
ENSORLP00000024303	ENSTNIP00000019154
ENSORLP00000007370	ENSTNIP00000009836
ENSORLP00000011202	ENSTNIP00000006621
ENSORLP00000021670	ENSTNIP00000019998
ENSORLP00000021905	ENSTNIP00000013622
ENSORLP00000002460	ENSTNIP00000013169
ENSORLP00000016137	ENSTNIP00000010051
ENSORLP00000002453	ENSTNIP00000011285
ENSORLP00000021417	ENSTNIP00000019855
ENSORLP00000024006	ENSTNIP00000007224
ENSORLP00000014533	ENSTNIP00000009040
ENSORLP00000025283	ENSTNIP00000005096
ENSORLP00000023562	ENSTNIP00000021793
ENSORLP00000025361	ENSTNIP00000021927
ENSORLP00000011970	ENSTNIP00000012144
ENSORLP00000017810	ENSTNIP00000003108
ENSORLP00000002544	ENSTNIP00000011303
ENSORLP00000013157	ENSTNIP00000002396
ENSORLP00000014924	ENSTNIP00000011379
ENSORLP00000019751	ENSTNIP00000014388
ENSORLP00000013289	ENSTNIP00000008007
ENSORLP00000008039	ENSTNIP00000021459
ENSORLP00000020092	ENSTNIP00000010066
ENSORLP00000007978	ENSTNIP00000018178
ENSORLP00000019342	ENSTNIP00000001223
ENSORLP00000022468	ENSTNIP00000011712
ENSORLP00000007005	ENSTNIP00000018212
ENSORLP00000009287	ENSTNIP00000021471
ENSORLP00000024202	ENSTNIP00000006003
ENSORLP00000003686	ENSTNIP00000006744
ENSORLP00000015046	ENSTNIP00000010877
ENSORLP00000007689	ENSTNIP00000008480
ENSORLP00000018788	ENSTNIP00000020441
ENSORLP00000000587	ENSTNIP00000016515
ENSORLP00000015748	ENSTNIP00000014310
ENSORLP00000006268	ENSTNIP00000005774
ENSORLP00000008504	ENSTNIP00000008942
ENSORLP00000018750	ENSTNIP00000017111
ENSORLP00000002291	ENSTNIP00000008951
ENSORLP00000019066	ENSTNIP00000011694
ENSORLP00000021048	ENSTNIP00000018284
ENSORLP00000001881	ENSTNIP00000020779
ENSORLP00000019227	ENSTNIP00000005265
ENSORLP00000014563	ENSTNIP00000018050
ENSORLP00000014904	ENSTNIP00000007364
ENSORLP00000015634	ENSTNIP00000020319
ENSORLP00000016522	ENSTNIP00000005574
ENSORLP00000018166	ENSTNIP00000022651
ENSORLP00000006852	ENSTNIP00000013428
ENSORLP00000019932	ENSTNIP00000004379
ENSORLP00000018275	ENSTNIP00000006105
ENSORLP00000005287	ENSTNIP00000007744
ENSORLP00000015378	ENSTNIP00000006950
ENSORLP00000007697	ENSTNIP00000018912
ENSORLP00000001913	ENSTNIP00000000581
ENSORLP00000014432	ENSTNIP00000017196
ENSORLP00000009759	ENSTNIP00000011223
ENSORLP00000015370	ENSTNIP00000014298
ENSORLP00000016235	ENSTNIP00000002887
ENSORLP00000006622	ENSTNIP00000017549
ENSORLP00000021170	ENSTNIP00000019602
ENSORLP00000006700	ENSTNIP00000022315
ENSORLP00000017682	ENSTNIP00000014813
ENSORLP00000006016	ENSTNIP00000004486
ENSORLP00000008593	ENSTNIP00000011266
ENSORLP00000004579	ENSTNIP00000004852
ENSORLP00000005540	ENSTNIP00000017224
ENSORLP00000022648	ENSTNIP00000001031
ENSORLP00000000764	ENSTNIP00000017659
ENSORLP00000010020	ENSTNIP00000011008
ENSORLP00000021423	ENSTNIP00000015169
ENSORLP00000005433	ENSTNIP00000021305
ENSORLP00000016275	ENSTNIP00000015050
ENSORLP00000017243	ENSTNIP00000007650
ENSORLP00000001337	ENSTNIP00000018688
ENSORLP00000005361	ENSTNIP00000012343
ENSORLP00000024525	ENSTNIP00000009061
ENSORLP00000009575	ENSTNIP00000015798
ENSORLP00000008967	ENSTNIP00000010584
ENSORLP00000007415	ENSTNIP00000005042
ENSORLP00000009804	ENSTNIP00000011001
ENSORLP00000019121	ENSTNIP00000003743
ENSORLP00000024813	ENSTNIP00000020983
ENSORLP00000000315	ENSTNIP00000020818
ENSORLP00000000841	ENSTNIP00000020662
ENSORLP00000015688	ENSTNIP00000014553
ENSORLP00000013754	ENSTNIP00000010902
ENSORLP00000014648	ENSTNIP00000013389
ENSORLP00000008846	ENSTNIP00000018148
ENSORLP00000013260	ENSTNIP00000006122
ENSORLP00000019946	ENSTNIP00000011641
ENSORLP00000012742	ENSTNIP00000007612
ENSORLP00000020510	ENSTNIP00000011159
ENSORLP00000018412	ENSTNIP00000015021
ENSORLP00000021804	ENSTNIP00000018578
ENSORLP00000021576	ENSTNIP00000022041
ENSORLP00000021668	ENSTNIP00000020054
ENSORLP00000017871	ENSTNIP00000000442
ENSORLP00000005682	ENSTNIP00000020915
ENSORLP00000015424	ENSTNIP00000016879
ENSORLP00000002566	ENSTNIP00000009284
ENSORLP00000001273	ENSTNIP00000016734
ENSORLP00000012302	ENSTNIP00000010691
ENSORLP00000012334	ENSTNIP00000010690
ENSORLP00000003701	ENSTNIP00000016441
ENSORLP00000005246	ENSTNIP00000001130
ENSORLP00000018612	ENSTNIP00000004602
ENSORLP00000020527	ENSTNIP00000011189
ENSORLP00000000570	ENSTNIP00000005961
ENSORLP00000001147	ENSTNIP00000012480
ENSORLP00000011697	ENSTNIP00000008075
ENSORLP00000008639	ENSTNIP00000011492
ENSORLP00000004401	ENSTNIP00000016114
ENSORLP00000007482	ENSTNIP00000009833
ENSORLP00000006064	ENSTNIP00000008391
ENSORLP00000015107	ENSTNIP00000010751
ENSORLP00000011026	ENSTNIP00000006288
ENSORLP00000016775	ENSTNIP00000014690
ENSORLP00000020990	ENSTNIP00000007904
ENSORLP00000025359	ENSTNIP00000015698
ENSORLP00000008567	ENSTNIP00000012973
ENSORLP00000013665	ENSTNIP00000020838
ENSORLP00000008309	ENSTNIP00000004071
ENSORLP00000015790	ENSTNIP00000014797
ENSORLP00000020220	ENSTNIP00000004847
ENSORLP00000023486	ENSTNIP00000022051
ENSORLP00000021952	ENSTNIP00000011331
ENSORLP00000009935	ENSTNIP00000021309
ENSORLP00000000805	ENSTNIP00000017657
ENSORLP00000021561	ENSTNIP00000006568
ENSORLP00000010554	ENSTNIP00000010646
ENSORLP00000015653	ENSTNIP00000011422
ENSORLP00000009407	ENSTNIP00000010597
ENSORLP00000002376	ENSTNIP00000006474
ENSORLP00000023533	ENSTNIP00000001510
ENSORLP00000005021	ENSTNIP00000002866
ENSORLP00000020066	ENSTNIP00000019535
ENSORLP00000009566	ENSTNIP00000018118
ENSORLP00000001925	ENSTNIP00000003737
ENSORLP00000025471	ENSTNIP00000006780
ENSORLP00000003329	ENSTNIP00000017158
ENSORLP00000007006	ENSTNIP00000016342
ENSORLP00000017612	ENSTNIP00000007680
ENSORLP00000010833	ENSTNIP00000004308
ENSORLP00000002721	ENSTNIP00000017975
ENSORLP00000010780	ENSTNIP00000018739
ENSORLP00000008011	ENSTNIP00000011826
ENSORLP00000013167	ENSTNIP00000021262
ENSORLP00000023378	ENSTNIP00000020866
ENSORLP00000011073	ENSTNIP00000015688
ENSORLP00000000556	ENSTNIP00000020812
ENSORLP00000019339	ENSTNIP00000019885
ENSORLP00000012858	ENSTNIP00000016795
ENSORLP00000000086	ENSTNIP00000005855
ENSORLP00000013070	ENSTNIP00000016794
ENSORLP00000024341	ENSTNIP00000010428
ENSORLP00000002505	ENSTNIP00000019018
ENSORLP00000012132	ENSTNIP00000019657
ENSORLP00000016642	ENSTNIP00000011550
ENSORLP00000014817	ENSTNIP00000009447
ENSORLP00000007491	ENSTNIP00000010515
ENSORLP00000015429	ENSTNIP00000001115
ENSORLP00000024129	ENSTNIP00000008838
ENSORLP00000009776	ENSTNIP00000004723
ENSORLP00000022567	ENSTNIP00000018544
ENSORLP00000016394	ENSTNIP00000004202
ENSORLP00000021308	ENSTNIP00000022685
ENSORLP00000010552	ENSTNIP00000017046
ENSORLP00000024673	ENSTNIP00000012546
ENSORLP00000012495	ENSTNIP00000006405
ENSORLP00000019452	ENSTNIP00000022845
ENSORLP00000023753	ENSTNIP00000021960
ENSORLP00000011177	ENSTNIP00000018476
ENSORLP00000010429	ENSTNIP00000022437
ENSORLP00000015853	ENSTNIP00000013136
ENSORLP00000006407	ENSTNIP00000006987
ENSORLP00000017396	ENSTNIP00000020340
ENSORLP00000010842	ENSTNIP00000013580
ENSORLP00000000800	ENSTNIP00000016528
ENSORLP00000021619	ENSTNIP00000007195
ENSORLP00000009594	ENSTNIP00000010989
ENSORLP00000016019	ENSTNIP00000009099
ENSORLP00000009756	ENSTNIP00000021837
ENSORLP00000009376	ENSTNIP00000011522
ENSORLP00000019164	ENSTNIP00000016166
ENSORLP00000017493	ENSTNIP00000014017
ENSORLP00000013283	ENSTNIP00000015086
ENSORLP00000020197	ENSTNIP00000014339
ENSORLP00000016870	ENSTNIP00000009156
ENSORLP00000017836	ENSTNIP00000005917
ENSORLP00000010308	ENSTNIP00000012692
ENSORLP00000003871	ENSTNIP00000022223
ENSORLP00000009664	ENSTNIP00000014710
ENSORLP00000012153	ENSTNIP00000003824
ENSORLP00000022395	ENSTNIP00000021828
ENSORLP00000011757	ENSTNIP00000021179
ENSORLP00000004040	ENSTNIP00000015874
ENSORLP00000018310	ENSTNIP00000015014
ENSORLP00000019175	ENSTNIP00000002105
ENSORLP00000006121	ENSTNIP00000019290
ENSORLP00000004141	ENSTNIP00000019257
ENSORLP00000004548	ENSTNIP00000016106
ENSORLP00000013610	ENSTNIP00000015319
ENSORLP00000017101	ENSTNIP00000014520
ENSORLP00000021272	ENSTNIP00000017012
ENSORLP00000017858	ENSTNIP00000010470
ENSORLP00000007854	ENSTNIP00000010528
ENSORLP00000020087	ENSTNIP00000018325
ENSORLP00000008712	ENSTNIP00000013983
ENSORLP00000016209	ENSTNIP00000018752
ENSORLP00000022210	ENSTNIP00000011773
ENSORLP00000013373	ENSTNIP00000021073
ENSORLP00000003415	ENSTNIP00000017705
ENSORLP00000004297	ENSTNIP00000014668
ENSORLP00000000238	ENSTNIP00000013822
ENSORLP00000019096	ENSTNIP00000011693
ENSORLP00000019098	ENSTNIP00000006587
ENSORLP00000011080	ENSTNIP00000007298
ENSORLP00000015725	ENSTNIP00000014555
ENSORLP00000001729	ENSTNIP00000014198
ENSORLP00000012449	ENSTNIP00000015727
ENSORLP00000009345	ENSTNIP00000011236
ENSORLP00000018898	ENSTNIP00000014850
ENSORLP00000011605	ENSTNIP00000022407
ENSORLP00000020004	ENSTNIP00000001680
ENSORLP00000003021	ENSTNIP00000011155
ENSORLP00000009353	ENSTNIP00000022666
ENSORLP00000008451	ENSTNIP00000021917
ENSORLP00000022044	ENSTNIP00000011313
ENSORLP00000024871	ENSTNIP00000017756
ENSORLP00000020037	ENSTNIP00000011633
ENSORLP00000018634	ENSTNIP00000002027
ENSORLP00000006399	ENSTNIP00000008752
ENSORLP00000010372	ENSTNIP00000022439
ENSORLP00000000515	ENSTNIP00000006729
ENSORLP00000018782	ENSTNIP00000013233
ENSORLP00000010963	ENSTNIP00000012183
ENSORLP00000010043	ENSTNIP00000006252
ENSORLP00000003043	ENSTNIP00000012719
ENSORLP00000012068	ENSTNIP00000011984
ENSORLP00000017568	ENSTNIP00000015509
ENSORLP00000005390	ENSTNIP00000019113
ENSORLP00000022513	ENSTNIP00000007834
ENSORLP00000015200	ENSTNIP00000013674
ENSORLP00000006988	ENSTNIP00000016835
ENSORLP00000022595	ENSTNIP00000015346
ENSORLP00000018274	ENSTNIP00000020422
ENSORLP00000021961	ENSTNIP00000013904
ENSORLP00000003948	ENSTNIP00000016368
ENSORLP00000021534	ENSTNIP00000002824
ENSORLP00000002389	ENSTNIP00000011151
ENSORLP00000015265	ENSTNIP00000008845
ENSORLP00000019504	ENSTNIP00000013376
ENSORLP00000009948	ENSTNIP00000000423
ENSORLP00000021650	ENSTNIP00000008611
ENSORLP00000012393	ENSTNIP00000016807
ENSORLP00000011675	ENSTNIP00000022404
ENSORLP00000010119	ENSTNIP00000002777
ENSORLP00000019214	ENSTNIP00000021687
ENSORLP00000008497	ENSTNIP00000018163
ENSORLP00000024224	ENSTNIP00000009476
ENSORLP00000001322	ENSTNIP00000018844
ENSORLP00000010128	ENSTNIP00000014728
ENSORLP00000005919	ENSTNIP00000010661
ENSORLP00000019655	ENSTNIP00000016779
ENSORLP00000019708	ENSTNIP00000018352
ENSORLP00000009527	ENSTNIP00000012220
ENSORLP00000012965	ENSTNIP00000015072
ENSORLP00000010102	ENSTNIP00000005497
ENSORLP00000014987	ENSTNIP00000014296
ENSORLP00000022063	ENSTNIP00000016990
ENSORLP00000003559	ENSTNIP00000016268
ENSORLP00000004136	ENSTNIP00000014178
ENSORLP00000006042	ENSTNIP00000010668
ENSORLP00000024937	ENSTNIP00000007894
ENSORLP00000023002	ENSTNIP00000012004
ENSORLP00000005534	ENSTNIP00000012537
ENSORLP00000010296	ENSTNIP00000009503
ENSORLP00000008681	ENSTNIP00000010572
ENSORLP00000013360	ENSTNIP00000005158
ENSORLP00000004338	ENSTNIP00000012369
ENSORLP00000020515	ENSTNIP00000009139
ENSORLP00000011572	ENSTNIP00000017321
ENSORLP00000018183	ENSTNIP00000020416
ENSORLP00000021977	ENSTNIP00000013901
ENSORLP00000014379	ENSTNIP00000015935
ENSORLP00000021970	ENSTNIP00000013902
ENSORLP00000023141	ENSTNIP00000017695
ENSORLP00000011273	ENSTNIP00000018480
ENSORLP00000016465	ENSTNIP00000005346
ENSORLP00000002129	ENSTNIP00000019039
ENSORLP00000005631	ENSTNIP00000011559
ENSORLP00000005442	ENSTNIP00000015827
ENSORLP00000013229	ENSTNIP00000016789
ENSORLP00000024752	ENSTNIP00000018413
ENSORLP00000008749	ENSTNIP00000011852
ENSORLP00000011679	ENSTNIP00000021523
ENSORLP00000003095	ENSTNIP00000017986
ENSORLP00000007089	ENSTNIP00000022115
ENSORLP00000008790	ENSTNIP00000011261
ENSORLP00000022973	ENSTNIP00000007421
ENSORLP00000010115	ENSTNIP00000022823
ENSORLP00000001033	ENSTNIP00000018674
ENSORLP00000009350	ENSTNIP00000014694
ENSORLP00000020926	ENSTNIP00000014081
ENSORLP00000005128	ENSTNIP00000015833
ENSORLP00000010755	ENSTNIP00000006152
ENSORLP00000019177	ENSTNIP00000019882
ENSORLP00000001403	ENSTNIP00000014236
ENSORLP00000013308	ENSTNIP00000010891
ENSORLP00000003191	ENSTNIP00000020719
ENSORLP00000019340	ENSTNIP00000010407
ENSORLP00000006631	ENSTNIP00000013417
ENSORLP00000015686	ENSTNIP00000016667
ENSORLP00000002367	ENSTNIP00000005205
ENSORLP00000012914	ENSTNIP00000013704
ENSORLP00000015396	ENSTNIP00000008481
ENSORLP00000003431	ENSTNIP00000022713
ENSORLP00000008375	ENSTNIP00000012925
ENSORLP00000000381	ENSTNIP00000014582
ENSORLP00000006515	ENSTNIP00000019277
ENSORLP00000005122	ENSTNIP00000020923
ENSORLP00000019056	ENSTNIP00000002125
ENSORLP00000024000	ENSTNIP00000005755
ENSORLP00000018768	ENSTNIP00000021416
ENSORLP00000000581	ENSTNIP00000008813
ENSORLP00000000926	ENSTNIP00000017292
ENSORLP00000011835	ENSTNIP00000007972
ENSORLP00000004679	ENSTNIP00000012704
ENSORLP00000006919	ENSTNIP00000016840
ENSORLP00000013362	ENSTNIP00000012705
ENSORLP00000000855	ENSTNIP00000018815
ENSORLP00000007024	ENSTNIP00000011784
ENSORLP00000009202	ENSTNIP00000011511
ENSORLP00000013725	ENSTNIP00000006978
ENSORLP00000017009	ENSTNIP00000016400
ENSORLP00000020666	ENSTNIP00000011179
ENSORLP00000003654	ENSTNIP00000004831
ENSORLP00000022073	ENSTNIP00000016989
ENSORLP00000012544	ENSTNIP00000018778
ENSORLP00000003476	ENSTNIP00000003653
ENSORLP00000005239	ENSTNIP00000019336
ENSORLP00000011455	ENSTNIP00000014761
ENSORLP00000016462	ENSTNIP00000010830
ENSORLP00000003137	ENSTNIP00000019391
ENSORLP00000007160	ENSTNIP00000012876
ENSORLP00000001406	ENSTNIP00000006894
ENSORLP00000009050	ENSTNIP00000011884
ENSORLP00000012144	ENSTNIP00000007289
ENSORLP00000003645	ENSTNIP00000016351
ENSORLP00000016043	ENSTNIP00000014803
ENSORLP00000015843	ENSTNIP00000016895
ENSORLP00000005913	ENSTNIP00000012325
ENSORLP00000011059	ENSTNIP00000010643
ENSORLP00000010245	ENSTNIP00000015818
ENSORLP00000000220	ENSTNIP00000020815
ENSORLP00000016099	ENSTNIP00000010045
ENSORLP00000010178	ENSTNIP00000022447
ENSORLP00000015387	ENSTNIP00000014542
ENSORLP00000021599	ENSTNIP00000015623
ENSORLP00000022133	ENSTNIP00000017880
ENSORLP00000016102	ENSTNIP00000006374
ENSORLP00000005453	ENSTNIP00000007694
ENSORLP00000020198	ENSTNIP00000001875
ENSORLP00000025848	ENSTNIP00000011447
ENSORLP00000008179	ENSTNIP00000002393
ENSORLP00000018854	ENSTNIP00000015062
ENSORLP00000025846	ENSTNIP00000011446
ENSORLP00000009678	ENSTNIP00000010992
ENSORLP00000001295	ENSTNIP00000002713
ENSORLP00000014273	ENSTNIP00000006669
ENSORLP00000007981	ENSTNIP00000011825
ENSORLP00000025832	ENSTNIP00000016041
ENSORLP00000013872	ENSTNIP00000020843
ENSORLP00000009459	ENSTNIP00000010986
ENSORLP00000021782	ENSTNIP00000020062
ENSORLP00000015232	ENSTNIP00000020088
ENSORLP00000018272	ENSTNIP00000013186
ENSORLP00000014788	ENSTNIP00000007222
ENSORLP00000013956	ENSTNIP00000022474
ENSORLP00000012906	ENSTNIP00000008016
ENSORLP00000007033	ENSTNIP00000018210
ENSORLP00000002362	ENSTNIP00000017740
ENSORLP00000016851	ENSTNIP00000014513
ENSORLP00000023310	ENSTNIP00000005424
ENSORLP00000005254	ENSTNIP00000009418
ENSORLP00000005679	ENSTNIP00000010651
ENSORLP00000014269	ENSTNIP00000019503
ENSORLP00000001915	ENSTNIP00000020777
ENSORLP00000015230	ENSTNIP00000010867
ENSORLP00000022617	ENSTNIP00000016923
ENSORLP00000008328	ENSTNIP00000008450
ENSORLP00000007748	ENSTNIP00000006442
ENSORLP00000022151	ENSTNIP00000006604
ENSORLP00000006247	ENSTNIP00000012315
ENSORLP00000006236	ENSTNIP00000012317
ENSORLP00000002888	ENSTNIP00000011170
ENSORLP00000020194	ENSTNIP00000020513
ENSORLP00000025390	ENSTNIP00000001464
ENSORLP00000020763	ENSTNIP00000014602
ENSORLP00000012940	ENSTNIP00000008968
ENSORLP00000006795	ENSTNIP00000013425
ENSORLP00000000336	ENSTNIP00000010201
ENSORLP00000007094	ENSTNIP00000018612
ENSORLP00000014849	ENSTNIP00000020093
ENSORLP00000004426	ENSTNIP00000005166
ENSORLP00000015732	ENSTNIP00000010191
ENSORLP00000015914	ENSTNIP00000010847
ENSORLP00000020378	ENSTNIP00000018315
ENSORLP00000014098	ENSTNIP00000009576
ENSORLP00000008644	ENSTNIP00000003156
ENSORLP00000012199	ENSTNIP00000006583
ENSORLP00000006992	ENSTNIP00000012883
ENSORLP00000010149	ENSTNIP00000018867
ENSORLP00000016208	ENSTNIP00000014315
ENSORLP00000019128	ENSTNIP00000018383
ENSORLP00000019992	ENSTNIP00000014400
ENSORLP00000009150	ENSTNIP00000001072
ENSORLP00000014592	ENSTNIP00000017438
ENSORLP00000013015	ENSTNIP00000008244
ENSORLP00000011841	ENSTNIP00000012153
ENSORLP00000009003	ENSTNIP00000015983
ENSORLP00000014122	ENSTNIP00000005904
ENSORLP00000014146	ENSTNIP00000005903
ENSORLP00000011048	ENSTNIP00000002780
ENSORLP00000005243	ENSTNIP00000012827
ENSORLP00000004364	ENSTNIP00000019366
ENSORLP00000010567	ENSTNIP00000009911
ENSORLP00000007029	ENSTNIP00000012114
ENSORLP00000010482	ENSTNIP00000018732
ENSORLP00000014131	ENSTNIP00000002110
ENSORLP00000011628	ENSTNIP00000006469
ENSORLP00000018252	ENSTNIP00000014426
ENSORLP00000010855	ENSTNIP00000011941
ENSORLP00000010906	ENSTNIP00000011940
ENSORLP00000004294	ENSTNIP00000002504
ENSORLP00000021371	ENSTNIP00000008430
ENSORLP00000025567	ENSTNIP00000016000
ENSORLP00000022068	ENSTNIP00000008347
ENSORLP00000024150	ENSTNIP00000011518
ENSORLP00000016792	ENSTNIP00000015535
ENSORLP00000013757	ENSTNIP00000010163
ENSORLP00000013777	ENSTNIP00000013742
ENSORLP00000002595	ENSTNIP00000021859
ENSORLP00000006860	ENSTNIP00000002484
ENSORLP00000000939	ENSTNIP00000010411
ENSORLP00000015554	ENSTNIP00000010614
ENSORLP00000012370	ENSTNIP00000016808
ENSORLP00000006797	ENSTNIP00000022310
ENSORLP00000002878	ENSTNIP00000020728
ENSORLP00000015259	ENSTNIP00000013001
ENSORLP00000021053	ENSTNIP00000019596
ENSORLP00000012627	ENSTNIP00000005194
ENSORLP00000006822	ENSTNIP00000022308
ENSORLP00000014099	ENSTNIP00000010723
ENSORLP00000025401	ENSTNIP00000013921
ENSORLP00000009802	ENSTNIP00000018105
ENSORLP00000019285	ENSTNIP00000017590
ENSORLP00000015837	ENSTNIP00000002204
ENSORLP00000009906	ENSTNIP00000021587
ENSORLP00000007068	ENSTNIP00000008056
ENSORLP00000002352	ENSTNIP00000017741
ENSORLP00000023700	ENSTNIP00000005277
ENSORLP00000015753	ENSTNIP00000005910
ENSORLP00000000553	ENSTNIP00000009544
ENSORLP00000001972	ENSTNIP00000022170
ENSORLP00000025241	ENSTNIP00000007458
ENSORLP00000001793	ENSTNIP00000003642
ENSORLP00000000945	ENSTNIP00000016532
ENSORLP00000004000	ENSTNIP00000018445
ENSORLP00000004064	ENSTNIP00000022218
ENSORLP00000006133	ENSTNIP00000012858
ENSORLP00000017659	ENSTNIP00000007519
ENSORLP00000006502	ENSTNIP00000019278
ENSORLP00000002962	ENSTNIP00000016470
ENSORLP00000004062	ENSTNIP00000018449
ENSORLP00000002027	ENSTNIP00000012451
ENSORLP00000000772	ENSTNIP00000020693
ENSORLP00000006273	ENSTNIP00000016710
ENSORLP00000016293	ENSTNIP00000021717
ENSORLP00000019064	ENSTNIP00000016161
ENSORLP00000020289	ENSTNIP00000022394
ENSORLP00000019006	ENSTNIP00000000254
ENSORLP00000004589	ENSTNIP00000017801
ENSORLP00000002699	ENSTNIP00000017731
ENSORLP00000017521	ENSTNIP00000010388
ENSORLP00000000888	ENSTNIP00000000465
ENSORLP00000011034	ENSTNIP00000018063
ENSORLP00000003347	ENSTNIP00000018061
ENSORLP00000018890	ENSTNIP00000020448
ENSORLP00000014092	ENSTNIP00000003113
ENSORLP00000015815	ENSTNIP00000010852
ENSORLP00000006535	ENSTNIP00000016001
ENSORLP00000022083	ENSTNIP00000003265
ENSORLP00000006085	ENSTNIP00000022085
ENSORLP00000016050	ENSTNIP00000018756
ENSORLP00000008370	ENSTNIP00000011144
ENSORLP00000020847	ENSTNIP00000017022
ENSORLP00000015650	ENSTNIP00000014550
ENSORLP00000005273	ENSTNIP00000021295
ENSORLP00000018809	ENSTNIP00000008975
ENSORLP00000022449	ENSTNIP00000001988
ENSORLP00000023899	ENSTNIP00000000011
ENSORLP00000012129	ENSTNIP00000014788
ENSORLP00000024802	ENSTNIP00000014416
ENSORLP00000011264	ENSTNIP00000004906
ENSORLP00000010391	ENSTNIP00000013100
ENSORLP00000004478	ENSTNIP00000017795
ENSORLP00000006537	ENSTNIP00000018229
ENSORLP00000012049	ENSTNIP00000010702
ENSORLP00000005812	ENSTNIP00000011568
ENSORLP00000023195	ENSTNIP00000014404
ENSORLP00000001357	ENSTNIP00000014239
ENSORLP00000014466	ENSTNIP00000018049
ENSORLP00000011341	ENSTNIP00000013020
ENSORLP00000013347	ENSTNIP00000013023
ENSORLP00000002582	ENSTNIP00000015311
ENSORLP00000010111	ENSTNIP00000018093
ENSORLP00000008221	ENSTNIP00000021446
ENSORLP00000000499	ENSTNIP00000013817
ENSORLP00000010016	ENSTNIP00000014063
ENSORLP00000010026	ENSTNIP00000014064
ENSORLP00000017034	ENSTNIP00000015527
ENSORLP00000018317	ENSTNIP00000009500
ENSORLP00000005883	ENSTNIP00000017854
ENSORLP00000000669	ENSTNIP00000013126
ENSORLP00000020214	ENSTNIP00000002187
ENSORLP00000008445	ENSTNIP00000018941
ENSORLP00000014144	ENSTNIP00000020254
ENSORLP00000022359	ENSTNIP00000021823
ENSORLP00000011977	ENSTNIP00000021030
ENSORLP00000018336	ENSTNIP00000015463
ENSORLP00000016200	ENSTNIP00000005520
ENSORLP00000020827	ENSTNIP00000017023
ENSORLP00000010979	ENSTNIP00000007293
ENSORLP00000019404	ENSTNIP00000014371
ENSORLP00000016443	ENSTNIP00000004821
ENSORLP00000009210	ENSTNIP00000021472
ENSORLP00000005967	ENSTNIP00000020739
ENSORLP00000020295	ENSTNIP00000018308
ENSORLP00000012039	ENSTNIP00000011090
ENSORLP00000019987	ENSTNIP00000020499
ENSORLP00000025658	ENSTNIP00000002946
ENSORLP00000017336	ENSTNIP00000006886
ENSORLP00000020188	ENSTNIP00000015430
ENSORLP00000001960	ENSTNIP00000022169
ENSORLP00000022402	ENSTNIP00000015356
ENSORLP00000016250	ENSTNIP00000016417
ENSORLP00000010212	ENSTNIP00000009640
ENSORLP00000012927	ENSTNIP00000015742
ENSORLP00000017503	ENSTNIP00000017143
ENSORLP00000015767	ENSTNIP00000003072
ENSORLP00000009030	ENSTNIP00000013340
ENSORLP00000014618	ENSTNIP00000010939
ENSORLP00000009346	ENSTNIP00000001663
ENSORLP00000003053	ENSTNIP00000019238
ENSORLP00000005422	ENSTNIP00000017838
ENSORLP00000008717	ENSTNIP00000012938
