ENSGACP00000024945	ENSLOCP00000011371
ENSGACP00000025677	ENSLOCP00000008628
ENSGACP00000015799	ENSLOCP00000009922
ENSGACP00000000812	ENSLOCP00000004498
ENSGACP00000011290	ENSLOCP00000008910
ENSGACP00000016109	ENSLOCP00000007723
ENSGACP00000016160	ENSLOCP00000007620
ENSGACP00000023253	ENSLOCP00000007620
ENSGACP00000018103	ENSLOCP00000002225
ENSGACP00000021467	ENSLOCP00000009982
ENSGACP00000006721	ENSLOCP00000011965
ENSGACP00000012822	ENSLOCP00000011965
ENSGACP00000025732	ENSLOCP00000020080
ENSGACP00000022562	ENSLOCP00000005783
ENSGACP00000011924	ENSLOCP00000019185
ENSGACP00000008097	ENSLOCP00000012674
ENSGACP00000013458	ENSLOCP00000012674
ENSGACP00000018946	ENSLOCP00000011473
ENSGACP00000012763	ENSLOCP00000005296
ENSGACP00000022499	ENSLOCP00000018474
ENSGACP00000002436	ENSLOCP00000010604
ENSGACP00000023501	ENSLOCP00000003378
ENSGACP00000001210	ENSLOCP00000010054
ENSGACP00000014750	ENSLOCP00000019819
ENSGACP00000014637	ENSLOCP00000007257
ENSGACP00000017766	ENSLOCP00000021652
ENSGACP00000016155	ENSLOCP00000017754
ENSGACP00000014967	ENSLOCP00000022091
ENSGACP00000026775	ENSLOCP00000004204
ENSGACP00000017720	ENSLOCP00000008543
ENSGACP00000023168	ENSLOCP00000008543
ENSGACP00000006850	ENSLOCP00000011839
ENSGACP00000000388	ENSLOCP00000013145
ENSGACP00000010687	ENSLOCP00000013145
ENSGACP00000027546	ENSLOCP00000021590
ENSGACP00000022436	ENSLOCP00000008685
ENSGACP00000009783	ENSLOCP00000008726
ENSGACP00000006438	ENSLOCP00000004373
ENSGACP00000017556	ENSLOCP00000004373
ENSGACP00000022395	ENSLOCP00000008789
ENSGACP00000016553	ENSLOCP00000008789
ENSGACP00000013794	ENSLOCP00000010061
ENSGACP00000002583	ENSLOCP00000010061
ENSGACP00000008851	ENSLOCP00000011092
ENSGACP00000011962	ENSLOCP00000021278
ENSGACP00000020560	ENSLOCP00000006993
ENSGACP00000021742	ENSLOCP00000017639
ENSGACP00000009929	ENSLOCP00000010884
ENSGACP00000013617	ENSLOCP00000010840
ENSGACP00000024845	ENSLOCP00000010840
ENSGACP00000007476	ENSLOCP00000012831
ENSGACP00000002768	ENSLOCP00000003355
ENSGACP00000008862	ENSLOCP00000021018
ENSGACP00000002243	ENSLOCP00000000167
ENSGACP00000023563	ENSLOCP00000015252
ENSGACP00000004347	ENSLOCP00000000654
ENSGACP00000024642	ENSLOCP00000011013
ENSGACP00000023961	ENSLOCP00000011651
ENSGACP00000010920	ENSLOCP00000013287
ENSGACP00000020256	ENSLOCP00000008358
ENSGACP00000018674	ENSLOCP00000020447
ENSGACP00000001541	ENSLOCP00000014891
ENSGACP00000025293	ENSLOCP00000002608
ENSGACP00000021244	ENSLOCP00000006896
ENSGACP00000015197	ENSLOCP00000018708
ENSGACP00000010883	ENSLOCP00000006698
ENSGACP00000010157	ENSLOCP00000001338
ENSGACP00000016455	ENSLOCP00000015784
ENSGACP00000011325	ENSLOCP00000012690
ENSGACP00000019984	ENSLOCP00000012690
ENSGACP00000007247	ENSLOCP00000010217
ENSGACP00000005764	ENSLOCP00000015129
ENSGACP00000025833	ENSLOCP00000015216
ENSGACP00000006690	ENSLOCP00000017122
ENSGACP00000027174	ENSLOCP00000010059
ENSGACP00000023717	ENSLOCP00000016032
ENSGACP00000003615	ENSLOCP00000004451
ENSGACP00000005917	ENSLOCP00000003772
ENSGACP00000024117	ENSLOCP00000014513
ENSGACP00000018050	ENSLOCP00000005710
ENSGACP00000018757	ENSLOCP00000004014
ENSGACP00000020047	ENSLOCP00000007253
ENSGACP00000007585	ENSLOCP00000007253
ENSGACP00000026129	ENSLOCP00000019030
ENSGACP00000011922	ENSLOCP00000022199
ENSGACP00000009688	ENSLOCP00000021966
ENSGACP00000026257	ENSLOCP00000001627
ENSGACP00000003547	ENSLOCP00000004225
ENSGACP00000019183	ENSLOCP00000007157
ENSGACP00000002744	ENSLOCP00000021695
ENSGACP00000002016	ENSLOCP00000010525
ENSGACP00000018705	ENSLOCP00000017345
ENSGACP00000010376	ENSLOCP00000015305
ENSGACP00000007930	ENSLOCP00000015305
ENSGACP00000025486	ENSLOCP00000016622
ENSGACP00000016795	ENSLOCP00000016622
ENSGACP00000025138	ENSLOCP00000019775
ENSGACP00000011755	ENSLOCP00000019775
ENSGACP00000011384	ENSLOCP00000017587
ENSGACP00000002674	ENSLOCP00000007894
ENSGACP00000018076	ENSLOCP00000020501
ENSGACP00000000720	ENSLOCP00000008324
ENSGACP00000022972	ENSLOCP00000003311
ENSGACP00000008295	ENSLOCP00000010259
ENSGACP00000014107	ENSLOCP00000004705
ENSGACP00000006667	ENSLOCP00000008128
ENSGACP00000011466	ENSLOCP00000005652
ENSGACP00000008934	ENSLOCP00000013473
ENSGACP00000003847	ENSLOCP00000001805
ENSGACP00000022310	ENSLOCP00000014068
ENSGACP00000021571	ENSLOCP00000010723
ENSGACP00000021553	ENSLOCP00000010751
ENSGACP00000020928	ENSLOCP00000013990
ENSGACP00000023675	ENSLOCP00000009672
ENSGACP00000009161	ENSLOCP00000009672
ENSGACP00000023666	ENSLOCP00000009644
ENSGACP00000017826	ENSLOCP00000018788
ENSGACP00000022606	ENSLOCP00000021427
ENSGACP00000003183	ENSLOCP00000006662
ENSGACP00000011082	ENSLOCP00000006662
ENSGACP00000002789	ENSLOCP00000003566
ENSGACP00000018264	ENSLOCP00000021899
ENSGACP00000004899	ENSLOCP00000021512
ENSGACP00000023531	ENSLOCP00000010135
ENSGACP00000008056	ENSLOCP00000000800
ENSGACP00000009168	ENSLOCP00000000800
ENSGACP00000022048	ENSLOCP00000008781
ENSGACP00000016335	ENSLOCP00000005977
ENSGACP00000019459	ENSLOCP00000010444
ENSGACP00000020854	ENSLOCP00000010444
ENSGACP00000011656	ENSLOCP00000000240
ENSGACP00000006884	ENSLOCP00000006716
ENSGACP00000023755	ENSLOCP00000011321
ENSGACP00000002114	ENSLOCP00000005913
ENSGACP00000001216	ENSLOCP00000003782
ENSGACP00000001729	ENSLOCP00000003782
ENSGACP00000017178	ENSLOCP00000016038
ENSGACP00000021150	ENSLOCP00000012784
ENSGACP00000026689	ENSLOCP00000005472
ENSGACP00000012092	ENSLOCP00000005232
ENSGACP00000023826	ENSLOCP00000014168
ENSGACP00000021508	ENSLOCP00000014168
ENSGACP00000003882	ENSLOCP00000000168
ENSGACP00000008443	ENSLOCP00000010130
ENSGACP00000025295	ENSLOCP00000010130
ENSGACP00000015893	ENSLOCP00000004123
ENSGACP00000019478	ENSLOCP00000004123
ENSGACP00000008584	ENSLOCP00000005379
ENSGACP00000012018	ENSLOCP00000009388
ENSGACP00000000954	ENSLOCP00000009388
ENSGACP00000003981	ENSLOCP00000005993
ENSGACP00000023947	ENSLOCP00000016715
ENSGACP00000012833	ENSLOCP00000009985
ENSGACP00000003261	ENSLOCP00000009985
ENSGACP00000019749	ENSLOCP00000002485
ENSGACP00000015247	ENSLOCP00000010022
ENSGACP00000018081	ENSLOCP00000004068
ENSGACP00000001845	ENSLOCP00000013462
ENSGACP00000024168	ENSLOCP00000018255
ENSGACP00000009082	ENSLOCP00000007915
ENSGACP00000022777	ENSLOCP00000010992
ENSGACP00000024746	ENSLOCP00000017760
ENSGACP00000004099	ENSLOCP00000004967
ENSGACP00000018775	ENSLOCP00000017392
ENSGACP00000017417	ENSLOCP00000018843
ENSGACP00000021216	ENSLOCP00000011195
ENSGACP00000027504	ENSLOCP00000015154
ENSGACP00000005858	ENSLOCP00000018674
ENSGACP00000005859	ENSLOCP00000003759
ENSGACP00000002229	ENSLOCP00000009105
ENSGACP00000014456	ENSLOCP00000009105
ENSGACP00000013539	ENSLOCP00000002324
ENSGACP00000014073	ENSLOCP00000018143
ENSGACP00000024603	ENSLOCP00000013495
ENSGACP00000022298	ENSLOCP00000004176
ENSGACP00000010265	ENSLOCP00000004282
ENSGACP00000009778	ENSLOCP00000004282
ENSGACP00000015141	ENSLOCP00000002233
ENSGACP00000005329	ENSLOCP00000021344
ENSGACP00000023030	ENSLOCP00000017437
ENSGACP00000013038	ENSLOCP00000007332
ENSGACP00000014266	ENSLOCP00000017678
ENSGACP00000021767	ENSLOCP00000017678
ENSGACP00000016658	ENSLOCP00000006726
ENSGACP00000011771	ENSLOCP00000001637
ENSGACP00000020549	ENSLOCP00000003351
ENSGACP00000000463	ENSLOCP00000005108
ENSGACP00000004984	ENSLOCP00000005108
ENSGACP00000010282	ENSLOCP00000011477
ENSGACP00000018956	ENSLOCP00000015873
ENSGACP00000015912	ENSLOCP00000019684
ENSGACP00000026330	ENSLOCP00000020448
ENSGACP00000018424	ENSLOCP00000003567
ENSGACP00000010363	ENSLOCP00000003567
ENSGACP00000015764	ENSLOCP00000010718
ENSGACP00000027003	ENSLOCP00000010718
ENSGACP00000022490	ENSLOCP00000018366
ENSGACP00000001596	ENSLOCP00000002991
ENSGACP00000022529	ENSLOCP00000013425
ENSGACP00000015957	ENSLOCP00000010710
ENSGACP00000025239	ENSLOCP00000014830
ENSGACP00000009059	ENSLOCP00000014830
ENSGACP00000014363	ENSLOCP00000007760
ENSGACP00000027136	ENSLOCP00000007760
ENSGACP00000018567	ENSLOCP00000004463
ENSGACP00000023567	ENSLOCP00000009722
ENSGACP00000024371	ENSLOCP00000009722
ENSGACP00000010873	ENSLOCP00000002448
ENSGACP00000006935	ENSLOCP00000016103
ENSGACP00000005024	ENSLOCP00000002374
ENSGACP00000027593	ENSLOCP00000001500
ENSGACP00000013327	ENSLOCP00000004242
ENSGACP00000018279	ENSLOCP00000004242
ENSGACP00000006461	ENSLOCP00000011089
ENSGACP00000022880	ENSLOCP00000016565
ENSGACP00000024592	ENSLOCP00000016565
ENSGACP00000001770	ENSLOCP00000013304
ENSGACP00000003771	ENSLOCP00000017846
ENSGACP00000002157	ENSLOCP00000017846
ENSGACP00000024480	ENSLOCP00000006398
ENSGACP00000006853	ENSLOCP00000007534
ENSGACP00000002749	ENSLOCP00000003529
ENSGACP00000009150	ENSLOCP00000016401
ENSGACP00000022120	ENSLOCP00000007057
ENSGACP00000016791	ENSLOCP00000007057
ENSGACP00000019164	ENSLOCP00000013945
ENSGACP00000004728	ENSLOCP00000009233
ENSGACP00000023632	ENSLOCP00000014210
ENSGACP00000013757	ENSLOCP00000018245
ENSGACP00000019663	ENSLOCP00000006490
ENSGACP00000017001	ENSLOCP00000006490
ENSGACP00000011965	ENSLOCP00000004841
ENSGACP00000008707	ENSLOCP00000005570
ENSGACP00000021926	ENSLOCP00000021446
ENSGACP00000022992	ENSLOCP00000011600
ENSGACP00000009985	ENSLOCP00000002447
ENSGACP00000014298	ENSLOCP00000017668
ENSGACP00000023614	ENSLOCP00000004148
ENSGACP00000020929	ENSLOCP00000016582
ENSGACP00000022776	ENSLOCP00000018694
ENSGACP00000016320	ENSLOCP00000017826
ENSGACP00000013315	ENSLOCP00000018478
ENSGACP00000008151	ENSLOCP00000020976
ENSGACP00000013188	ENSLOCP00000020203
ENSGACP00000014372	ENSLOCP00000012519
ENSGACP00000016187	ENSLOCP00000020679
ENSGACP00000014581	ENSLOCP00000012005
ENSGACP00000019677	ENSLOCP00000003330
ENSGACP00000004083	ENSLOCP00000002611
ENSGACP00000005781	ENSLOCP00000002611
ENSGACP00000014663	ENSLOCP00000001895
ENSGACP00000013881	ENSLOCP00000018089
ENSGACP00000006303	ENSLOCP00000021223
ENSGACP00000021151	ENSLOCP00000005462
ENSGACP00000014852	ENSLOCP00000002743
ENSGACP00000024470	ENSLOCP00000017875
ENSGACP00000023022	ENSLOCP00000018765
ENSGACP00000020220	ENSLOCP00000012122
ENSGACP00000026953	ENSLOCP00000016689
ENSGACP00000001525	ENSLOCP00000016689
ENSGACP00000020796	ENSLOCP00000009744
ENSGACP00000018045	ENSLOCP00000010411
ENSGACP00000020202	ENSLOCP00000010411
ENSGACP00000019892	ENSLOCP00000007095
ENSGACP00000003226	ENSLOCP00000005092
ENSGACP00000020784	ENSLOCP00000004760
ENSGACP00000016165	ENSLOCP00000004760
ENSGACP00000007257	ENSLOCP00000009579
ENSGACP00000003332	ENSLOCP00000009579
ENSGACP00000014657	ENSLOCP00000002781
ENSGACP00000021601	ENSLOCP00000009822
ENSGACP00000005673	ENSLOCP00000004134
ENSGACP00000018309	ENSLOCP00000004134
ENSGACP00000020761	ENSLOCP00000007716
ENSGACP00000000023	ENSLOCP00000009183
ENSGACP00000004790	ENSLOCP00000011977
ENSGACP00000010121	ENSLOCP00000004543
ENSGACP00000009597	ENSLOCP00000004543
ENSGACP00000011075	ENSLOCP00000002797
ENSGACP00000012573	ENSLOCP00000018336
ENSGACP00000017025	ENSLOCP00000011743
ENSGACP00000000936	ENSLOCP00000017324
ENSGACP00000018533	ENSLOCP00000004852
ENSGACP00000000313	ENSLOCP00000004852
ENSGACP00000022262	ENSLOCP00000014296
ENSGACP00000017069	ENSLOCP00000014267
ENSGACP00000001537	ENSLOCP00000017734
ENSGACP00000013067	ENSLOCP00000007190
ENSGACP00000007024	ENSLOCP00000007552
ENSGACP00000006249	ENSLOCP00000002901
ENSGACP00000002168	ENSLOCP00000008912
ENSGACP00000013160	ENSLOCP00000016143
ENSGACP00000021273	ENSLOCP00000011268
ENSGACP00000019076	ENSLOCP00000014255
ENSGACP00000024268	ENSLOCP00000015416
ENSGACP00000012327	ENSLOCP00000012702
ENSGACP00000012836	ENSLOCP00000014402
ENSGACP00000009393	ENSLOCP00000014402
ENSGACP00000017596	ENSLOCP00000010755
ENSGACP00000006467	ENSLOCP00000017072
ENSGACP00000022863	ENSLOCP00000017072
ENSGACP00000024684	ENSLOCP00000010301
ENSGACP00000018570	ENSLOCP00000004403
ENSGACP00000007863	ENSLOCP00000016384
ENSGACP00000002833	ENSLOCP00000005426
ENSGACP00000017301	ENSLOCP00000019211
ENSGACP00000004232	ENSLOCP00000007969
ENSGACP00000027547	ENSLOCP00000012283
ENSGACP00000023905	ENSLOCP00000012283
ENSGACP00000006403	ENSLOCP00000014935
ENSGACP00000026819	ENSLOCP00000016441
ENSGACP00000000415	ENSLOCP00000003103
ENSGACP00000023413	ENSLOCP00000001191
ENSGACP00000027353	ENSLOCP00000003263
ENSGACP00000026655	ENSLOCP00000005785
ENSGACP00000021996	ENSLOCP00000002966
ENSGACP00000008387	ENSLOCP00000013149
ENSGACP00000000767	ENSLOCP00000004702
ENSGACP00000012508	ENSLOCP00000017049
ENSGACP00000003296	ENSLOCP00000008084
ENSGACP00000000699	ENSLOCP00000004920
ENSGACP00000026640	ENSLOCP00000017629
ENSGACP00000016034	ENSLOCP00000017316
ENSGACP00000017691	ENSLOCP00000019381
ENSGACP00000026125	ENSLOCP00000002321
ENSGACP00000026802	ENSLOCP00000002321
ENSGACP00000023154	ENSLOCP00000011384
ENSGACP00000004151	ENSLOCP00000011921
ENSGACP00000023997	ENSLOCP00000013274
ENSGACP00000010622	ENSLOCP00000015509
ENSGACP00000004019	ENSLOCP00000000745
ENSGACP00000016125	ENSLOCP00000007657
ENSGACP00000014496	ENSLOCP00000019895
ENSGACP00000018285	ENSLOCP00000004097
ENSGACP00000005651	ENSLOCP00000004097
ENSGACP00000019208	ENSLOCP00000002772
ENSGACP00000026444	ENSLOCP00000001134
ENSGACP00000023425	ENSLOCP00000001134
ENSGACP00000014984	ENSLOCP00000011424
ENSGACP00000026896	ENSLOCP00000011424
ENSGACP00000012610	ENSLOCP00000000611
ENSGACP00000016192	ENSLOCP00000007064
ENSGACP00000027292	ENSLOCP00000007064
ENSGACP00000019290	ENSLOCP00000011679
ENSGACP00000022105	ENSLOCP00000018784
ENSGACP00000024689	ENSLOCP00000015542
ENSGACP00000001742	ENSLOCP00000015277
ENSGACP00000005540	ENSLOCP00000015277
ENSGACP00000021178	ENSLOCP00000000813
ENSGACP00000011308	ENSLOCP00000009666
ENSGACP00000017588	ENSLOCP00000008113
ENSGACP00000018744	ENSLOCP00000017376
ENSGACP00000001313	ENSLOCP00000018940
ENSGACP00000014383	ENSLOCP00000017609
ENSGACP00000019810	ENSLOCP00000009084
ENSGACP00000017560	ENSLOCP00000014125
ENSGACP00000010429	ENSLOCP00000015325
ENSGACP00000022840	ENSLOCP00000001838
ENSGACP00000015640	ENSLOCP00000018682
ENSGACP00000009307	ENSLOCP00000011298
ENSGACP00000018236	ENSLOCP00000002962
ENSGACP00000026586	ENSLOCP00000006493
ENSGACP00000008141	ENSLOCP00000003146
ENSGACP00000012510	ENSLOCP00000010450
ENSGACP00000016479	ENSLOCP00000006384
ENSGACP00000026585	ENSLOCP00000006572
ENSGACP00000003484	ENSLOCP00000016723
ENSGACP00000018708	ENSLOCP00000004098
ENSGACP00000010198	ENSLOCP00000001908
ENSGACP00000020504	ENSLOCP00000002105
ENSGACP00000022073	ENSLOCP00000003347
ENSGACP00000019135	ENSLOCP00000020568
ENSGACP00000003430	ENSLOCP00000002087
ENSGACP00000006442	ENSLOCP00000009151
ENSGACP00000005009	ENSLOCP00000016453
ENSGACP00000007584	ENSLOCP00000016453
ENSGACP00000008923	ENSLOCP00000013460
ENSGACP00000027457	ENSLOCP00000002117
ENSGACP00000014890	ENSLOCP00000017197
ENSGACP00000003650	ENSLOCP00000020329
ENSGACP00000009800	ENSLOCP00000008708
ENSGACP00000012239	ENSLOCP00000002012
ENSGACP00000023801	ENSLOCP00000022407
ENSGACP00000000363	ENSLOCP00000017946
ENSGACP00000010872	ENSLOCP00000020924
ENSGACP00000000841	ENSLOCP00000019441
ENSGACP00000014629	ENSLOCP00000008031
ENSGACP00000004599	ENSLOCP00000011043
ENSGACP00000003493	ENSLOCP00000000807
ENSGACP00000003037	ENSLOCP00000016251
ENSGACP00000007881	ENSLOCP00000008421
ENSGACP00000009707	ENSLOCP00000020167
ENSGACP00000000594	ENSLOCP00000004616
ENSGACP00000020169	ENSLOCP00000012295
ENSGACP00000004030	ENSLOCP00000012285
ENSGACP00000019422	ENSLOCP00000005140
ENSGACP00000010552	ENSLOCP00000013816
ENSGACP00000021100	ENSLOCP00000005188
ENSGACP00000004389	ENSLOCP00000005188
ENSGACP00000009667	ENSLOCP00000001079
ENSGACP00000023956	ENSLOCP00000011684
ENSGACP00000021696	ENSLOCP00000013449
ENSGACP00000013298	ENSLOCP00000006181
ENSGACP00000006321	ENSLOCP00000003148
ENSGACP00000011711	ENSLOCP00000015612
ENSGACP00000014620	ENSLOCP00000001086
ENSGACP00000013026	ENSLOCP00000009464
ENSGACP00000006576	ENSLOCP00000012853
ENSGACP00000025078	ENSLOCP00000021032
ENSGACP00000004795	ENSLOCP00000021032
ENSGACP00000020648	ENSLOCP00000003947
ENSGACP00000003419	ENSLOCP00000006065
ENSGACP00000027283	ENSLOCP00000006858
ENSGACP00000024474	ENSLOCP00000017921
ENSGACP00000021822	ENSLOCP00000016541
ENSGACP00000017846	ENSLOCP00000009616
ENSGACP00000017880	ENSLOCP00000009019
ENSGACP00000013112	ENSLOCP00000001778
ENSGACP00000010760	ENSLOCP00000012860
ENSGACP00000012036	ENSLOCP00000010343
ENSGACP00000004640	ENSLOCP00000016194
ENSGACP00000002740	ENSLOCP00000005080
ENSGACP00000021051	ENSLOCP00000001316
ENSGACP00000025449	ENSLOCP00000017420
ENSGACP00000008346	ENSLOCP00000001959
ENSGACP00000008433	ENSLOCP00000001998
ENSGACP00000004068	ENSLOCP00000004985
ENSGACP00000027200	ENSLOCP00000010504
ENSGACP00000015452	ENSLOCP00000010504
ENSGACP00000022209	ENSLOCP00000010342
ENSGACP00000024664	ENSLOCP00000010342
ENSGACP00000010991	ENSLOCP00000001425
ENSGACP00000010960	ENSLOCP00000013636
ENSGACP00000008391	ENSLOCP00000001975
ENSGACP00000002102	ENSLOCP00000005391
ENSGACP00000016604	ENSLOCP00000006030
ENSGACP00000022512	ENSLOCP00000006030
ENSGACP00000012286	ENSLOCP00000012734
ENSGACP00000018402	ENSLOCP00000009948
ENSGACP00000021746	ENSLOCP00000015009
ENSGACP00000010374	ENSLOCP00000011391
ENSGACP00000019917	ENSLOCP00000007003
ENSGACP00000004443	ENSLOCP00000012228
ENSGACP00000015655	ENSLOCP00000012228
ENSGACP00000014318	ENSLOCP00000018388
ENSGACP00000020234	ENSLOCP00000008280
ENSGACP00000023964	ENSLOCP00000011630
ENSGACP00000004315	ENSLOCP00000005427
ENSGACP00000021144	ENSLOCP00000005427
ENSGACP00000008399	ENSLOCP00000002815
ENSGACP00000004154	ENSLOCP00000002815
ENSGACP00000005023	ENSLOCP00000016440
ENSGACP00000007470	ENSLOCP00000010439
ENSGACP00000016620	ENSLOCP00000014368
ENSGACP00000005136	ENSLOCP00000014368
ENSGACP00000016346	ENSLOCP00000000944
ENSGACP00000009456	ENSLOCP00000000944
ENSGACP00000012323	ENSLOCP00000007490
ENSGACP00000000795	ENSLOCP00000007490
ENSGACP00000006963	ENSLOCP00000010438
ENSGACP00000025485	ENSLOCP00000019916
ENSGACP00000009896	ENSLOCP00000008670
ENSGACP00000001450	ENSLOCP00000016820
ENSGACP00000012418	ENSLOCP00000008952
ENSGACP00000013256	ENSLOCP00000008952
ENSGACP00000019319	ENSLOCP00000011725
ENSGACP00000026643	ENSLOCP00000018155
ENSGACP00000016500	ENSLOCP00000018155
ENSGACP00000025887	ENSLOCP00000019169
ENSGACP00000006287	ENSLOCP00000012115
ENSGACP00000018155	ENSLOCP00000012115
ENSGACP00000009299	ENSLOCP00000018551
ENSGACP00000015626	ENSLOCP00000010951
ENSGACP00000027248	ENSLOCP00000010951
ENSGACP00000022474	ENSLOCP00000018399
ENSGACP00000008376	ENSLOCP00000017561
ENSGACP00000021839	ENSLOCP00000017561
ENSGACP00000019024	ENSLOCP00000007882
ENSGACP00000016755	ENSLOCP00000019112
ENSGACP00000026150	ENSLOCP00000019112
ENSGACP00000001688	ENSLOCP00000017559
ENSGACP00000002013	ENSLOCP00000017559
ENSGACP00000026021	ENSLOCP00000020552
ENSGACP00000011216	ENSLOCP00000020552
ENSGACP00000013394	ENSLOCP00000017476
ENSGACP00000002138	ENSLOCP00000017476
ENSGACP00000018252	ENSLOCP00000020782
ENSGACP00000015136	ENSLOCP00000009708
ENSGACP00000013136	ENSLOCP00000009331
ENSGACP00000021758	ENSLOCP00000014537
ENSGACP00000008717	ENSLOCP00000014798
ENSGACP00000001739	ENSLOCP00000013196
ENSGACP00000019231	ENSLOCP00000012184
ENSGACP00000007714	ENSLOCP00000006991
ENSGACP00000017767	ENSLOCP00000016583
ENSGACP00000025597	ENSLOCP00000016583
ENSGACP00000019584	ENSLOCP00000016348
ENSGACP00000002920	ENSLOCP00000004572
ENSGACP00000005818	ENSLOCP00000018138
ENSGACP00000026645	ENSLOCP00000018138
ENSGACP00000010967	ENSLOCP00000002644
ENSGACP00000016108	ENSLOCP00000007978
ENSGACP00000009475	ENSLOCP00000007978
ENSGACP00000002213	ENSLOCP00000009094
ENSGACP00000017919	ENSLOCP00000001889
ENSGACP00000002250	ENSLOCP00000007126
ENSGACP00000024788	ENSLOCP00000018900
ENSGACP00000025827	ENSLOCP00000012906
ENSGACP00000007096	ENSLOCP00000012567
ENSGACP00000025282	ENSLOCP00000020306
ENSGACP00000025134	ENSLOCP00000019769
ENSGACP00000006481	ENSLOCP00000013563
ENSGACP00000012391	ENSLOCP00000012433
ENSGACP00000026079	ENSLOCP00000020230
ENSGACP00000011854	ENSLOCP00000020230
ENSGACP00000009521	ENSLOCP00000017133
ENSGACP00000005384	ENSLOCP00000014803
ENSGACP00000005951	ENSLOCP00000019635
ENSGACP00000011391	ENSLOCP00000009904
ENSGACP00000015947	ENSLOCP00000005735
ENSGACP00000007695	ENSLOCP00000006928
ENSGACP00000022143	ENSLOCP00000006928
ENSGACP00000026218	ENSLOCP00000018644
ENSGACP00000018222	ENSLOCP00000002893
ENSGACP00000021825	ENSLOCP00000006824
ENSGACP00000010854	ENSLOCP00000013146
ENSGACP00000007366	ENSLOCP00000004693
ENSGACP00000007268	ENSLOCP00000009506
ENSGACP00000003320	ENSLOCP00000009506
ENSGACP00000022052	ENSLOCP00000008821
ENSGACP00000014709	ENSLOCP00000002852
ENSGACP00000016423	ENSLOCP00000018162
ENSGACP00000006341	ENSLOCP00000012156
ENSGACP00000005027	ENSLOCP00000014281
ENSGACP00000016788	ENSLOCP00000007117
ENSGACP00000024977	ENSLOCP00000017202
ENSGACP00000014061	ENSLOCP00000017202
ENSGACP00000013965	ENSLOCP00000009813
ENSGACP00000024390	ENSLOCP00000011310
ENSGACP00000002211	ENSLOCP00000004547
ENSGACP00000009357	ENSLOCP00000003854
ENSGACP00000019831	ENSLOCP00000003854
ENSGACP00000027367	ENSLOCP00000016880
ENSGACP00000001479	ENSLOCP00000016880
ENSGACP00000002190	ENSLOCP00000005322
ENSGACP00000022669	ENSLOCP00000018691
ENSGACP00000026906	ENSLOCP00000007496
ENSGACP00000019397	ENSLOCP00000003327
ENSGACP00000014833	ENSLOCP00000007009
ENSGACP00000023725	ENSLOCP00000011521
ENSGACP00000017486	ENSLOCP00000005451
ENSGACP00000020545	ENSLOCP00000016910
ENSGACP00000008214	ENSLOCP00000016910
ENSGACP00000011645	ENSLOCP00000005760
ENSGACP00000015883	ENSLOCP00000000999
ENSGACP00000010088	ENSLOCP00000012922
ENSGACP00000014002	ENSLOCP00000012922
ENSGACP00000022168	ENSLOCP00000011733
ENSGACP00000019194	ENSLOCP00000002819
ENSGACP00000003217	ENSLOCP00000005105
ENSGACP00000018711	ENSLOCP00000020462
ENSGACP00000011271	ENSLOCP00000013229
ENSGACP00000014934	ENSLOCP00000002422
ENSGACP00000019889	ENSLOCP00000007137
ENSGACP00000016285	ENSLOCP00000008100
ENSGACP00000025964	ENSLOCP00000014292
ENSGACP00000008882	ENSLOCP00000019391
ENSGACP00000007732	ENSLOCP00000016048
ENSGACP00000004387	ENSLOCP00000016048
ENSGACP00000006387	ENSLOCP00000009135
ENSGACP00000008823	ENSLOCP00000013389
ENSGACP00000022290	ENSLOCP00000014870
ENSGACP00000001732	ENSLOCP00000015294
ENSGACP00000012747	ENSLOCP00000018282
ENSGACP00000009573	ENSLOCP00000001620
ENSGACP00000016398	ENSLOCP00000016983
ENSGACP00000025666	ENSLOCP00000016983
ENSGACP00000014879	ENSLOCP00000001993
ENSGACP00000007436	ENSLOCP00000001993
