ENSP00000262384	ENSACAP00000005936
ENSP00000261407	ENSACAP00000007089
ENSP00000406052	ENSACAP00000018784
ENSP00000346065	ENSACAP00000012917
ENSP00000384376	ENSACAP00000019304
ENSP00000255324	ENSACAP00000001567
ENSP00000414624	ENSACAP00000008087
ENSP00000325674	ENSACAP00000001783
ENSP00000452634	ENSACAP00000000378
ENSP00000369409	ENSACAP00000023006
ENSP00000284073	ENSACAP00000005311
ENSP00000257552	ENSACAP00000002743
ENSP00000233078	ENSACAP00000005250
ENSP00000229340	ENSACAP00000003561
ENSP00000257017	ENSACAP00000008653
ENSP00000306496	ENSACAP00000002126
ENSP00000393987	ENSACAP00000001336
ENSP00000383933	ENSACAP00000022923
ENSP00000295569	ENSACAP00000021854
ENSP00000263519	ENSACAP00000009397
ENSP00000369677	ENSACAP00000014644
ENSP00000318234	ENSACAP00000015050
ENSP00000332806	ENSACAP00000011322
ENSP00000325355	ENSACAP00000006549
ENSP00000345436	ENSACAP00000010660
ENSP00000396421	ENSACAP00000011827
ENSP00000274289	ENSACAP00000009266
ENSP00000361275	ENSACAP00000015367
ENSP00000253159	ENSACAP00000005331
ENSP00000441823	ENSACAP00000022818
ENSP00000251020	ENSACAP00000014114
ENSP00000333537	ENSACAP00000000028
ENSP00000375810	ENSACAP00000014528
ENSP00000259708	ENSACAP00000004997
ENSP00000399403	ENSACAP00000003750
ENSP00000320543	ENSACAP00000008334
ENSP00000317431	ENSACAP00000007287
ENSP00000419952	ENSACAP00000001338
ENSP00000302719	ENSACAP00000004133
ENSP00000344208	ENSACAP00000002042
ENSP00000465419	ENSACAP00000017381
ENSP00000281537	ENSACAP00000000252
ENSP00000355938	ENSACAP00000022119
ENSP00000320234	ENSACAP00000000233
ENSP00000437041	ENSACAP00000004134
ENSP00000371419	ENSACAP00000001773
ENSP00000398688	ENSACAP00000008764
ENSP00000221957	ENSACAP00000016324
ENSP00000431905	ENSACAP00000006064
ENSP00000471272	ENSACAP00000012080
ENSP00000475417	ENSACAP00000021766
ENSP00000405514	ENSACAP00000018954
ENSP00000424474	ENSACAP00000021162
ENSP00000358983	ENSACAP00000006109
ENSP00000221452	ENSACAP00000004015
ENSP00000384273	ENSACAP00000004332
ENSP00000295025	ENSACAP00000002953
ENSP00000353078	ENSACAP00000010139
ENSP00000380505	ENSACAP00000003825
ENSP00000366326	ENSACAP00000009107
ENSP00000338348	ENSACAP00000008145
ENSP00000341346	ENSACAP00000001777
ENSP00000207457	ENSACAP00000003493
ENSP00000379263	ENSACAP00000017329
ENSP00000283025	ENSACAP00000014441
ENSP00000356599	ENSACAP00000012050
ENSP00000350102	ENSACAP00000003927
ENSP00000378292	ENSACAP00000008226
ENSP00000306261	ENSACAP00000018141
ENSP00000342136	ENSACAP00000011223
ENSP00000329140	ENSACAP00000011512
ENSP00000434939	ENSACAP00000004429
ENSP00000273062	ENSACAP00000001970
ENSP00000273179	ENSACAP00000005446
ENSP00000411145	ENSACAP00000006540
ENSP00000283268	ENSACAP00000002247
ENSP00000359357	ENSACAP00000004389
ENSP00000342137	ENSACAP00000011680
ENSP00000346240	ENSACAP00000016210
ENSP00000337701	ENSACAP00000015129
ENSP00000370430	ENSACAP00000000362
ENSP00000265838	ENSACAP00000005955
ENSP00000356015	ENSACAP00000004337
ENSP00000295709	ENSACAP00000002909
ENSP00000361769	ENSACAP00000014177
ENSP00000439287	ENSACAP00000016651
ENSP00000384892	ENSACAP00000009428
ENSP00000428417	ENSACAP00000004113
ENSP00000323313	ENSACAP00000010910
ENSP00000264065	ENSACAP00000003084
ENSP00000381104	ENSACAP00000008618
ENSP00000365567	ENSACAP00000008857
ENSP00000360184	ENSACAP00000014522
ENSP00000216605	ENSACAP00000015529
ENSP00000379108	ENSACAP00000011168
ENSP00000265686	ENSACAP00000008502
ENSP00000332247	ENSACAP00000014931
ENSP00000264649	ENSACAP00000023320
ENSP00000336740	ENSACAP00000007341
ENSP00000338127	ENSACAP00000013647
ENSP00000361158	ENSACAP00000014904
ENSP00000349616	ENSACAP00000000020
ENSP00000421981	ENSACAP00000006325
ENSP00000326031	ENSACAP00000007971
ENSP00000290649	ENSACAP00000007149
ENSP00000430955	ENSACAP00000002931
ENSP00000304051	ENSACAP00000009775
ENSP00000366395	ENSACAP00000009887
ENSP00000247461	ENSACAP00000016009
ENSP00000326699	ENSACAP00000002274
ENSP00000320866	ENSACAP00000016882
ENSP00000269881	ENSACAP00000009098
ENSP00000370571	ENSACAP00000009705
ENSP00000261854	ENSACAP00000003731
ENSP00000288680	ENSACAP00000003204
ENSP00000229335	ENSACAP00000017171
ENSP00000244669	ENSACAP00000021486
ENSP00000278060	ENSACAP00000011570
ENSP00000297792	ENSACAP00000003196
ENSP00000383042	ENSACAP00000016707
ENSP00000269397	ENSACAP00000015752
ENSP00000216133	ENSACAP00000007637
ENSP00000269385	ENSACAP00000015766
ENSP00000308750	ENSACAP00000020251
ENSP00000297565	ENSACAP00000016008
ENSP00000441801	ENSACAP00000006898
ENSP00000227524	ENSACAP00000017527
ENSP00000363313	ENSACAP00000014914
ENSP00000430432	ENSACAP00000012046
ENSP00000359128	ENSACAP00000011673
ENSP00000381032	ENSACAP00000000157
ENSP00000368835	ENSACAP00000007269
ENSP00000342832	ENSACAP00000001285
ENSP00000432648	ENSACAP00000006985
ENSP00000381823	ENSACAP00000001729
ENSP00000265175	ENSACAP00000012569
ENSP00000343405	ENSACAP00000009683
ENSP00000280551	ENSACAP00000013365
ENSP00000259605	ENSACAP00000002152
ENSP00000274811	ENSACAP00000006089
ENSP00000368824	ENSACAP00000020817
ENSP00000354609	ENSACAP00000017509
ENSP00000268122	ENSACAP00000008163
ENSP00000360217	ENSACAP00000012219
ENSP00000251170	ENSACAP00000006464
ENSP00000343877	ENSACAP00000004902
ENSP00000363414	ENSACAP00000017543
ENSP00000215368	ENSACAP00000009178
ENSP00000328777	ENSACAP00000006641
ENSP00000359489	ENSACAP00000010497
ENSP00000348793	ENSACAP00000008035
ENSP00000265343	ENSACAP00000018355
ENSP00000321537	ENSACAP00000009426
ENSP00000376333	ENSACAP00000006651
ENSP00000273666	ENSACAP00000011490
ENSP00000359070	ENSACAP00000011465
ENSP00000317743	ENSACAP00000003949
ENSP00000385616	ENSACAP00000007890
ENSP00000341280	ENSACAP00000003652
ENSP00000278853	ENSACAP00000017535
ENSP00000386289	ENSACAP00000015260
ENSP00000363458	ENSACAP00000013573
ENSP00000252891	ENSACAP00000013187
ENSP00000347169	ENSACAP00000015862
ENSP00000261483	ENSACAP00000006915
ENSP00000353655	ENSACAP00000004297
ENSP00000339179	ENSACAP00000003888
ENSP00000362634	ENSACAP00000004654
ENSP00000419199	ENSACAP00000005507
ENSP00000397655	ENSACAP00000000830
ENSP00000377840	ENSACAP00000017176
ENSP00000438949	ENSACAP00000012265
ENSP00000320025	ENSACAP00000005482
ENSP00000265997	ENSACAP00000006260
ENSP00000265085	ENSACAP00000014820
ENSP00000263791	ENSACAP00000014325
ENSP00000199389	ENSACAP00000012984
ENSP00000307235	ENSACAP00000002180
ENSP00000233057	ENSACAP00000008243
ENSP00000359575	ENSACAP00000023365
ENSP00000442786	ENSACAP00000014261
ENSP00000257818	ENSACAP00000013528
ENSP00000361043	ENSACAP00000002300
ENSP00000336606	ENSACAP00000003616
ENSP00000386520	ENSACAP00000015601
ENSP00000216268	ENSACAP00000008924
ENSP00000370621	ENSACAP00000018911
ENSP00000357637	ENSACAP00000008592
ENSP00000430241	ENSACAP00000007845
ENSP00000352138	ENSACAP00000010918
ENSP00000368190	ENSACAP00000016190
ENSP00000417038	ENSACAP00000007881
ENSP00000360054	ENSACAP00000003602
ENSP00000311713	ENSACAP00000009761
ENSP00000348278	ENSACAP00000001473
ENSP00000336655	ENSACAP00000012220
ENSP00000194530	ENSACAP00000001296
ENSP00000370808	ENSACAP00000012600
ENSP00000281456	ENSACAP00000002268
ENSP00000281154	ENSACAP00000011672
ENSP00000358888	ENSACAP00000010685
ENSP00000263233	ENSACAP00000012707
ENSP00000358297	ENSACAP00000014782
ENSP00000417653	ENSACAP00000011334
ENSP00000320176	ENSACAP00000006803
ENSP00000415579	ENSACAP00000016003
ENSP00000264010	ENSACAP00000001047
ENSP00000318085	ENSACAP00000002413
ENSP00000404854	ENSACAP00000011611
ENSP00000451712	ENSACAP00000011323
ENSP00000343635	ENSACAP00000007570
ENSP00000357341	ENSACAP00000001952
ENSP00000405424	ENSACAP00000009773
ENSP00000217320	ENSACAP00000006955
ENSP00000337838	ENSACAP00000011533
ENSP00000274721	ENSACAP00000006790
ENSP00000347591	ENSACAP00000009645
ENSP00000313423	ENSACAP00000004455
ENSP00000366243	ENSACAP00000012718
ENSP00000350071	ENSACAP00000014807
ENSP00000263918	ENSACAP00000023411
ENSP00000327197	ENSACAP00000007762
ENSP00000403712	ENSACAP00000005513
ENSP00000004980	ENSACAP00000005907
ENSP00000258080	ENSACAP00000008508
ENSP00000357980	ENSACAP00000017127
ENSP00000305919	ENSACAP00000008914
ENSP00000303766	ENSACAP00000011769
ENSP00000420267	ENSACAP00000006738
ENSP00000356331	ENSACAP00000006208
ENSP00000318986	ENSACAP00000000408
ENSP00000419740	ENSACAP00000002072
ENSP00000364145	ENSACAP00000011391
ENSP00000369100	ENSACAP00000005268
ENSP00000024061	ENSACAP00000000634
ENSP00000323847	ENSACAP00000007162
ENSP00000322628	ENSACAP00000013050
ENSP00000314036	ENSACAP00000002973
ENSP00000310551	ENSACAP00000007261
ENSP00000370395	ENSACAP00000015626
ENSP00000433757	ENSACAP00000008566
ENSP00000005340	ENSACAP00000011097
ENSP00000368169	ENSACAP00000013594
ENSP00000394352	ENSACAP00000015185
ENSP00000378328	ENSACAP00000012182
ENSP00000427130	ENSACAP00000007799
ENSP00000359982	ENSACAP00000013383
ENSP00000262613	ENSACAP00000005319
ENSP00000342143	ENSACAP00000013786
ENSP00000347742	ENSACAP00000002177
ENSP00000294725	ENSACAP00000007998
ENSP00000382770	ENSACAP00000015288
ENSP00000415106	ENSACAP00000001967
ENSP00000280098	ENSACAP00000000374
ENSP00000262746	ENSACAP00000014849
ENSP00000368646	ENSACAP00000007342
ENSP00000296464	ENSACAP00000011642
ENSP00000384144	ENSACAP00000013983
ENSP00000299633	ENSACAP00000013443
ENSP00000301284	ENSACAP00000001023
ENSP00000317396	ENSACAP00000014867
ENSP00000258229	ENSACAP00000000855
ENSP00000370299	ENSACAP00000000709
ENSP00000365188	ENSACAP00000005911
ENSP00000367950	ENSACAP00000020582
ENSP00000368637	ENSACAP00000005939
ENSP00000406546	ENSACAP00000003065
ENSP00000298472	ENSACAP00000010114
ENSP00000387549	ENSACAP00000001146
ENSP00000363229	ENSACAP00000015100
ENSP00000343899	ENSACAP00000017617
ENSP00000283309	ENSACAP00000008317
ENSP00000394794	ENSACAP00000011925
ENSP00000340874	ENSACAP00000000468
ENSP00000265165	ENSACAP00000007988
ENSP00000340347	ENSACAP00000002667
ENSP00000441640	ENSACAP00000016124
ENSP00000347716	ENSACAP00000013154
ENSP00000438547	ENSACAP00000000364
ENSP00000390111	ENSACAP00000006775
ENSP00000377424	ENSACAP00000022276
ENSP00000362285	ENSACAP00000015744
ENSP00000380081	ENSACAP00000014337
ENSP00000345295	ENSACAP00000001666
ENSP00000265807	ENSACAP00000018974
ENSP00000350078	ENSACAP00000006488
ENSP00000279873	ENSACAP00000010738
ENSP00000347602	ENSACAP00000014391
ENSP00000264183	ENSACAP00000001348
ENSP00000325074	ENSACAP00000005953
ENSP00000336591	ENSACAP00000014128
ENSP00000335083	ENSACAP00000005057
ENSP00000399970	ENSACAP00000007952
ENSP00000329967	ENSACAP00000003243
ENSP00000430684	ENSACAP00000012680
ENSP00000359424	ENSACAP00000011973
ENSP00000224356	ENSACAP00000006776
ENSP00000285949	ENSACAP00000006744
ENSP00000299163	ENSACAP00000010798
ENSP00000398410	ENSACAP00000003528
ENSP00000262811	ENSACAP00000019354
ENSP00000385727	ENSACAP00000015983
ENSP00000298532	ENSACAP00000011379
ENSP00000339992	ENSACAP00000009909
ENSP00000429633	ENSACAP00000016343
ENSP00000217026	ENSACAP00000002415
ENSP00000398861	ENSACAP00000015869
ENSP00000323780	ENSACAP00000007139
ENSP00000295759	ENSACAP00000013094
ENSP00000297991	ENSACAP00000012483
ENSP00000318355	ENSACAP00000011333
ENSP00000253754	ENSACAP00000020702
ENSP00000312634	ENSACAP00000010825
ENSP00000337180	ENSACAP00000009060
ENSP00000260970	ENSACAP00000016819
ENSP00000232978	ENSACAP00000006542
ENSP00000368005	ENSACAP00000023353
ENSP00000359233	ENSACAP00000004977
ENSP00000349396	ENSACAP00000016174
ENSP00000258428	ENSACAP00000008123
ENSP00000462664	ENSACAP00000000212
ENSP00000361310	ENSACAP00000009824
ENSP00000241436	ENSACAP00000008348
ENSP00000230323	ENSACAP00000002614
ENSP00000314129	ENSACAP00000020002
ENSP00000295600	ENSACAP00000013404
ENSP00000265440	ENSACAP00000006550
ENSP00000354543	ENSACAP00000007510
ENSP00000454919	ENSACAP00000006948
ENSP00000368237	ENSACAP00000014358
ENSP00000351155	ENSACAP00000010741
ENSP00000381844	ENSACAP00000002766
ENSP00000358060	ENSACAP00000003011
ENSP00000338093	ENSACAP00000000203
ENSP00000355308	ENSACAP00000022355
ENSP00000419503	ENSACAP00000022186
ENSP00000261875	ENSACAP00000004615
ENSP00000360195	ENSACAP00000007650
ENSP00000309087	ENSACAP00000013635
ENSP00000222032	ENSACAP00000014722
ENSP00000247930	ENSACAP00000017416
ENSP00000262085	ENSACAP00000006471
ENSP00000338572	ENSACAP00000021349
ENSP00000399709	ENSACAP00000017321
ENSP00000448310	ENSACAP00000003436
ENSP00000361281	ENSACAP00000015411
ENSP00000332413	ENSACAP00000004560
ENSP00000361473	ENSACAP00000013998
ENSP00000360431	ENSACAP00000007377
ENSP00000268129	ENSACAP00000000679
ENSP00000326491	ENSACAP00000012763
ENSP00000358131	ENSACAP00000003147
ENSP00000305926	ENSACAP00000003039
ENSP00000237289	ENSACAP00000016617
ENSP00000352676	ENSACAP00000014249
ENSP00000228740	ENSACAP00000013601
ENSP00000358894	ENSACAP00000004468
ENSP00000305449	ENSACAP00000018089
ENSP00000289013	ENSACAP00000001565
ENSP00000357453	ENSACAP00000017451
ENSP00000348959	ENSACAP00000007677
ENSP00000380034	ENSACAP00000012079
ENSP00000327968	ENSACAP00000006545
ENSP00000246104	ENSACAP00000015823
ENSP00000260526	ENSACAP00000005067
ENSP00000203556	ENSACAP00000004771
ENSP00000439601	ENSACAP00000003053
ENSP00000230085	ENSACAP00000005859
ENSP00000377059	ENSACAP00000006432
ENSP00000342626	ENSACAP00000014511
ENSP00000333640	ENSACAP00000016399
ENSP00000356870	ENSACAP00000010268
ENSP00000411514	ENSACAP00000016655
ENSP00000386845	ENSACAP00000017158
ENSP00000338927	ENSACAP00000007461
ENSP00000281523	ENSACAP00000000012
ENSP00000396843	ENSACAP00000018703
ENSP00000370340	ENSACAP00000017529
ENSP00000332513	ENSACAP00000005297
ENSP00000358853	ENSACAP00000017150
ENSP00000265689	ENSACAP00000014526
ENSP00000356170	ENSACAP00000009816
ENSP00000362151	ENSACAP00000002542
ENSP00000420736	ENSACAP00000013615
ENSP00000365380	ENSACAP00000013243
ENSP00000347883	ENSACAP00000000042
ENSP00000263265	ENSACAP00000022456
ENSP00000404296	ENSACAP00000017313
ENSP00000360069	ENSACAP00000000966
ENSP00000368698	ENSACAP00000008328
ENSP00000361664	ENSACAP00000000243
ENSP00000432869	ENSACAP00000014687
ENSP00000309640	ENSACAP00000004196
ENSP00000309096	ENSACAP00000002548
ENSP00000333900	ENSACAP00000000747
ENSP00000289166	ENSACAP00000016483
ENSP00000318298	ENSACAP00000017064
ENSP00000443410	ENSACAP00000010990
ENSP00000359181	ENSACAP00000011615
ENSP00000360216	ENSACAP00000005968
ENSP00000265421	ENSACAP00000002030
ENSP00000427120	ENSACAP00000023186
ENSP00000271915	ENSACAP00000015453
ENSP00000262888	ENSACAP00000004496
ENSP00000365063	ENSACAP00000014269
ENSP00000366240	ENSACAP00000012596
ENSP00000250974	ENSACAP00000014070
ENSP00000355870	ENSACAP00000001984
ENSP00000227256	ENSACAP00000015347
ENSP00000331470	ENSACAP00000002465
ENSP00000282728	ENSACAP00000006510
ENSP00000366997	ENSACAP00000000706
ENSP00000321711	ENSACAP00000004125
ENSP00000201647	ENSACAP00000016627
ENSP00000435585	ENSACAP00000014952
ENSP00000281172	ENSACAP00000014085
ENSP00000358820	ENSACAP00000011755
ENSP00000310170	ENSACAP00000009925
ENSP00000264716	ENSACAP00000009333
ENSP00000245919	ENSACAP00000007275
ENSP00000306245	ENSACAP00000016663
ENSP00000289473	ENSACAP00000018714
ENSP00000348215	ENSACAP00000004823
ENSP00000309714	ENSACAP00000015009
ENSP00000295645	ENSACAP00000009116
ENSP00000375855	ENSACAP00000001281
ENSP00000356382	ENSACAP00000009109
ENSP00000405890	ENSACAP00000005764
ENSP00000251203	ENSACAP00000022074
ENSP00000318086	ENSACAP00000009014
ENSP00000368964	ENSACAP00000012396
ENSP00000414712	ENSACAP00000016729
ENSP00000362244	ENSACAP00000012942
ENSP00000369213	ENSACAP00000001425
ENSP00000251642	ENSACAP00000012358
ENSP00000263642	ENSACAP00000013841
ENSP00000437256	ENSACAP00000012962
ENSP00000192314	ENSACAP00000000417
ENSP00000308591	ENSACAP00000012712
ENSP00000270824	ENSACAP00000002038
ENSP00000320084	ENSACAP00000007066
ENSP00000426103	ENSACAP00000014440
ENSP00000261537	ENSACAP00000007708
ENSP00000369579	ENSACAP00000018411
ENSP00000471417	ENSACAP00000008266
ENSP00000368976	ENSACAP00000007473
ENSP00000301332	ENSACAP00000007349
ENSP00000388878	ENSACAP00000021037
ENSP00000368678	ENSACAP00000001759
ENSP00000424243	ENSACAP00000009096
ENSP00000346964	ENSACAP00000017772
ENSP00000358824	ENSACAP00000008007
ENSP00000316193	ENSACAP00000001914
ENSP00000454562	ENSACAP00000000576
ENSP00000356694	ENSACAP00000020374
ENSP00000469049	ENSACAP00000014913
ENSP00000363157	ENSACAP00000003654
ENSP00000376822	ENSACAP00000015856
ENSP00000287908	ENSACAP00000015628
ENSP00000369419	ENSACAP00000015663
ENSP00000270593	ENSACAP00000005162
ENSP00000256997	ENSACAP00000003013
ENSP00000358241	ENSACAP00000013653
ENSP00000256951	ENSACAP00000010369
ENSP00000379269	ENSACAP00000017314
ENSP00000270221	ENSACAP00000016063
ENSP00000439672	ENSACAP00000012070
ENSP00000254466	ENSACAP00000002638
ENSP00000344012	ENSACAP00000009081
ENSP00000301738	ENSACAP00000003373
ENSP00000312814	ENSACAP00000005989
ENSP00000384391	ENSACAP00000015894
ENSP00000386458	ENSACAP00000012727
ENSP00000239231	ENSACAP00000011354
ENSP00000302108	ENSACAP00000007913
ENSP00000370981	ENSACAP00000001386
ENSP00000359240	ENSACAP00000010855
ENSP00000352601	ENSACAP00000001406
ENSP00000253193	ENSACAP00000005882
ENSP00000276654	ENSACAP00000009648
ENSP00000318607	ENSACAP00000005053
ENSP00000371846	ENSACAP00000014865
ENSP00000262653	ENSACAP00000008494
ENSP00000402257	ENSACAP00000003317
ENSP00000434516	ENSACAP00000015738
ENSP00000430031	ENSACAP00000013835
ENSP00000350718	ENSACAP00000014194
ENSP00000261226	ENSACAP00000012502
ENSP00000384999	ENSACAP00000020359
ENSP00000411688	ENSACAP00000000681
ENSP00000332170	ENSACAP00000019267
ENSP00000366280	ENSACAP00000006350
ENSP00000251047	ENSACAP00000007549
ENSP00000258168	ENSACAP00000008906
ENSP00000262340	ENSACAP00000011324
ENSP00000261693	ENSACAP00000014578
ENSP00000264896	ENSACAP00000012360
ENSP00000399421	ENSACAP00000015615
ENSP00000311318	ENSACAP00000015773
ENSP00000322159	ENSACAP00000007948
ENSP00000361306	ENSACAP00000011916
ENSP00000384259	ENSACAP00000000759
ENSP00000372059	ENSACAP00000017197
ENSP00000254323	ENSACAP00000009085
ENSP00000252744	ENSACAP00000008621
ENSP00000417138	ENSACAP00000014052
ENSP00000264669	ENSACAP00000010001
ENSP00000258770	ENSACAP00000002308
ENSP00000228641	ENSACAP00000021624
ENSP00000241651	ENSACAP00000004696
ENSP00000228644	ENSACAP00000014158
ENSP00000250003	ENSACAP00000000053
ENSP00000345772	ENSACAP00000009057
ENSP00000472109	ENSACAP00000017187
ENSP00000354588	ENSACAP00000004688
ENSP00000268919	ENSACAP00000017112
ENSP00000385000	ENSACAP00000008568
ENSP00000368464	ENSACAP00000019791
ENSP00000428426	ENSACAP00000017696
ENSP00000313886	ENSACAP00000001595
ENSP00000355261	ENSACAP00000008952
ENSP00000425133	ENSACAP00000014777
ENSP00000339484	ENSACAP00000018290
ENSP00000464265	ENSACAP00000013468
ENSP00000415243	ENSACAP00000015737
ENSP00000367797	ENSACAP00000020291
ENSP00000414750	ENSACAP00000018228
ENSP00000473510	ENSACAP00000017486
ENSP00000364635	ENSACAP00000004608
ENSP00000364609	ENSACAP00000021465
ENSP00000219439	ENSACAP00000012806
ENSP00000315931	ENSACAP00000014111
ENSP00000358814	ENSACAP00000011987
ENSP00000216733	ENSACAP00000006132
ENSP00000368759	ENSACAP00000008411
ENSP00000360387	ENSACAP00000015742
ENSP00000265598	ENSACAP00000007338
ENSP00000357065	ENSACAP00000015845
ENSP00000376899	ENSACAP00000009570
ENSP00000256652	ENSACAP00000009579
ENSP00000350869	ENSACAP00000005266
ENSP00000297737	ENSACAP00000005257
ENSP00000422496	ENSACAP00000017501
ENSP00000323645	ENSACAP00000001182
ENSP00000265729	ENSACAP00000015702
ENSP00000394842	ENSACAP00000013733
ENSP00000362807	ENSACAP00000012152
ENSP00000264933	ENSACAP00000022765
ENSP00000218089	ENSACAP00000011309
ENSP00000348775	ENSACAP00000011886
ENSP00000307697	ENSACAP00000011389
ENSP00000420443	ENSACAP00000005370
ENSP00000272133	ENSACAP00000022223
ENSP00000310003	ENSACAP00000018095
ENSP00000348944	ENSACAP00000016945
ENSP00000349131	ENSACAP00000022122
ENSP00000217260	ENSACAP00000010663
ENSP00000276659	ENSACAP00000009991
ENSP00000344937	ENSACAP00000000458
ENSP00000467107	ENSACAP00000009532
ENSP00000216487	ENSACAP00000008970
ENSP00000310406	ENSACAP00000021487
ENSP00000232603	ENSACAP00000007826
ENSP00000383333	ENSACAP00000012415
ENSP00000287814	ENSACAP00000013247
ENSP00000262768	ENSACAP00000015956
ENSP00000266085	ENSACAP00000014470
ENSP00000378516	ENSACAP00000006729
ENSP00000314556	ENSACAP00000014174
ENSP00000360613	ENSACAP00000020635
ENSP00000360116	ENSACAP00000022842
ENSP00000264552	ENSACAP00000015726
ENSP00000301037	ENSACAP00000013745
ENSP00000298630	ENSACAP00000007530
ENSP00000307292	ENSACAP00000006584
ENSP00000290921	ENSACAP00000010097
ENSP00000416146	ENSACAP00000004903
ENSP00000353025	ENSACAP00000006814
ENSP00000351632	ENSACAP00000011143
ENSP00000350673	ENSACAP00000001447
ENSP00000241051	ENSACAP00000002631
ENSP00000265036	ENSACAP00000008867
ENSP00000278193	ENSACAP00000015515
ENSP00000447488	ENSACAP00000014179
ENSP00000221459	ENSACAP00000013021
ENSP00000361554	ENSACAP00000013085
ENSP00000363634	ENSACAP00000023334
ENSP00000217515	ENSACAP00000008957
