ENSTGUP00000008915	ENSMGAP00000004951
ENSTGUP00000009080	ENSMGAP00000005084
ENSTGUP00000006993	ENSMGAP00000002285
ENSTGUP00000001979	ENSMGAP00000001471
ENSTGUP00000000210	ENSMGAP00000002363
ENSTGUP00000017749	ENSMGAP00000002136
ENSTGUP00000010084	ENSMGAP00000009274
ENSTGUP00000006703	ENSMGAP00000005995
ENSTGUP00000002413	ENSMGAP00000004414
ENSTGUP00000007893	ENSMGAP00000019673
ENSTGUP00000010588	ENSMGAP00000010866
ENSTGUP00000003515	ENSMGAP00000018341
ENSTGUP00000006076	ENSMGAP00000000315
ENSTGUP00000011559	ENSMGAP00000013737
ENSTGUP00000012311	ENSMGAP00000014138
ENSTGUP00000003554	ENSMGAP00000017065
ENSTGUP00000004415	ENSMGAP00000016444
ENSTGUP00000003197	ENSMGAP00000010085
ENSTGUP00000013348	ENSMGAP00000014303
ENSTGUP00000013170	ENSMGAP00000014086
ENSTGUP00000005123	ENSMGAP00000003393
ENSTGUP00000004095	ENSMGAP00000012814
ENSTGUP00000003775	ENSMGAP00000011679
ENSTGUP00000003758	ENSMGAP00000003057
ENSTGUP00000004184	ENSMGAP00000002904
ENSTGUP00000004199	ENSMGAP00000006908
ENSTGUP00000010834	ENSMGAP00000013141
ENSTGUP00000003641	ENSMGAP00000007394
ENSTGUP00000013333	ENSMGAP00000016162
ENSTGUP00000005663	ENSMGAP00000011402
ENSTGUP00000009111	ENSMGAP00000009656
ENSTGUP00000006132	ENSMGAP00000017204
ENSTGUP00000008695	ENSMGAP00000006170
ENSTGUP00000013829	ENSMGAP00000015182
ENSTGUP00000010235	ENSMGAP00000008545
ENSTGUP00000003491	ENSMGAP00000011073
ENSTGUP00000008367	ENSMGAP00000008887
ENSTGUP00000006827	ENSMGAP00000001786
ENSTGUP00000007212	ENSMGAP00000003766
ENSTGUP00000011398	ENSMGAP00000015790
ENSTGUP00000006292	ENSMGAP00000003647
ENSTGUP00000005243	ENSMGAP00000003351
ENSTGUP00000012385	ENSMGAP00000018911
ENSTGUP00000011463	ENSMGAP00000013495
ENSTGUP00000004138	ENSMGAP00000002440
ENSTGUP00000001800	ENSMGAP00000003196
ENSTGUP00000012221	ENSMGAP00000013062
ENSTGUP00000008199	ENSMGAP00000019578
ENSTGUP00000013134	ENSMGAP00000014064
ENSTGUP00000001280	ENSMGAP00000008325
ENSTGUP00000009392	ENSMGAP00000008904
ENSTGUP00000003813	ENSMGAP00000019426
ENSTGUP00000009322	ENSMGAP00000011684
ENSTGUP00000000638	ENSMGAP00000006557
ENSTGUP00000001078	ENSMGAP00000006542
ENSTGUP00000001706	ENSMGAP00000010260
ENSTGUP00000001431	ENSMGAP00000008483
ENSTGUP00000009595	ENSMGAP00000010127
ENSTGUP00000006709	ENSMGAP00000008086
ENSTGUP00000005796	ENSMGAP00000005024
ENSTGUP00000010923	ENSMGAP00000009827
ENSTGUP00000001933	ENSMGAP00000001561
ENSTGUP00000006836	ENSMGAP00000006085
ENSTGUP00000005580	ENSMGAP00000002954
ENSTGUP00000004127	ENSMGAP00000002419
ENSTGUP00000016909	ENSMGAP00000000108
ENSTGUP00000001189	ENSMGAP00000007779
ENSTGUP00000002295	ENSMGAP00000003907
ENSTGUP00000017565	ENSMGAP00000003944
ENSTGUP00000013733	ENSMGAP00000014907
ENSTGUP00000005502	ENSMGAP00000004065
ENSTGUP00000013795	ENSMGAP00000015144
ENSTGUP00000000592	ENSMGAP00000000401
ENSTGUP00000001543	ENSMGAP00000009074
ENSTGUP00000005490	ENSMGAP00000002614
ENSTGUP00000008403	ENSMGAP00000004288
ENSTGUP00000011756	ENSMGAP00000012381
ENSTGUP00000002227	ENSMGAP00000012395
ENSTGUP00000015811	ENSMGAP00000014049
ENSTGUP00000011455	ENSMGAP00000011841
ENSTGUP00000000350	ENSMGAP00000003649
ENSTGUP00000010374	ENSMGAP00000010597
ENSTGUP00000004992	ENSMGAP00000002082
ENSTGUP00000012752	ENSMGAP00000019772
ENSTGUP00000011386	ENSMGAP00000015789
ENSTGUP00000000411	ENSMGAP00000001937
ENSTGUP00000007694	ENSMGAP00000007252
ENSTGUP00000007820	ENSMGAP00000007106
ENSTGUP00000009536	ENSMGAP00000015737
ENSTGUP00000010849	ENSMGAP00000009840
ENSTGUP00000009494	ENSMGAP00000010777
ENSTGUP00000013097	ENSMGAP00000016088
ENSTGUP00000008190	ENSMGAP00000012525
ENSTGUP00000012093	ENSMGAP00000014409
ENSTGUP00000010286	ENSMGAP00000010882
ENSTGUP00000001824	ENSMGAP00000004913
ENSTGUP00000008731	ENSMGAP00000004813
ENSTGUP00000011302	ENSMGAP00000011846
ENSTGUP00000017957	ENSMGAP00000002967
ENSTGUP00000010802	ENSMGAP00000010503
ENSTGUP00000015194	ENSMGAP00000001131
ENSTGUP00000000560	ENSMGAP00000006608
ENSTGUP00000007994	ENSMGAP00000010628
ENSTGUP00000000712	ENSMGAP00000000869
ENSTGUP00000000702	ENSMGAP00000000926
ENSTGUP00000010703	ENSMGAP00000018261
ENSTGUP00000007952	ENSMGAP00000006235
ENSTGUP00000008940	ENSMGAP00000018966
ENSTGUP00000004821	ENSMGAP00000003569
ENSTGUP00000000696	ENSMGAP00000018863
ENSTGUP00000005644	ENSMGAP00000005345
ENSTGUP00000002072	ENSMGAP00000010973
ENSTGUP00000008622	ENSMGAP00000011946
ENSTGUP00000007416	ENSMGAP00000015516
ENSTGUP00000008792	ENSMGAP00000017832
ENSTGUP00000001637	ENSMGAP00000009966
ENSTGUP00000017492	ENSMGAP00000004713
ENSTGUP00000003593	ENSMGAP00000010420
ENSTGUP00000004054	ENSMGAP00000003360
ENSTGUP00000013684	ENSMGAP00000014952
ENSTGUP00000013822	ENSMGAP00000015175
ENSTGUP00000001646	ENSMGAP00000016373
ENSTGUP00000005481	ENSMGAP00000007186
ENSTGUP00000012821	ENSMGAP00000014453
ENSTGUP00000004796	ENSMGAP00000008949
ENSTGUP00000006097	ENSMGAP00000003065
ENSTGUP00000013715	ENSMGAP00000014916
ENSTGUP00000009109	ENSMGAP00000016461
ENSTGUP00000006752	ENSMGAP00000006505
ENSTGUP00000013659	ENSMGAP00000015068
ENSTGUP00000001729	ENSMGAP00000003778
ENSTGUP00000005876	ENSMGAP00000018520
ENSTGUP00000008641	ENSMGAP00000009483
ENSTGUP00000013657	ENSMGAP00000015069
ENSTGUP00000010367	ENSMGAP00000008552
ENSTGUP00000013586	ENSMGAP00000014508
ENSTGUP00000005289	ENSMGAP00000000586
ENSTGUP00000002478	ENSMGAP00000018368
ENSTGUP00000009658	ENSMGAP00000007654
ENSTGUP00000001820	ENSMGAP00000012365
ENSTGUP00000002495	ENSMGAP00000004747
ENSTGUP00000017533	ENSMGAP00000006906
ENSTGUP00000017724	ENSMGAP00000001401
ENSTGUP00000012648	ENSMGAP00000013880
ENSTGUP00000007779	ENSMGAP00000006157
ENSTGUP00000013125	ENSMGAP00000016097
ENSTGUP00000003825	ENSMGAP00000007451
ENSTGUP00000006820	ENSMGAP00000006120
ENSTGUP00000006661	ENSMGAP00000005148
ENSTGUP00000004557	ENSMGAP00000003159
ENSTGUP00000012645	ENSMGAP00000018346
ENSTGUP00000009938	ENSMGAP00000008084
ENSTGUP00000010389	ENSMGAP00000008515
ENSTGUP00000013222	ENSMGAP00000016129
ENSTGUP00000006055	ENSMGAP00000002996
ENSTGUP00000011776	ENSMGAP00000011472
ENSTGUP00000011780	ENSMGAP00000011478
ENSTGUP00000011771	ENSMGAP00000011465
ENSTGUP00000011932	ENSMGAP00000016018
ENSTGUP00000005259	ENSMGAP00000000582
ENSTGUP00000003891	ENSMGAP00000011756
ENSTGUP00000013758	ENSMGAP00000015074
ENSTGUP00000010418	ENSMGAP00000008049
ENSTGUP00000010432	ENSMGAP00000007996
ENSTGUP00000001429	ENSMGAP00000008352
ENSTGUP00000002753	ENSMGAP00000010751
ENSTGUP00000007872	ENSMGAP00000011031
ENSTGUP00000003412	ENSMGAP00000011668
ENSTGUP00000000519	ENSMGAP00000004429
ENSTGUP00000010281	ENSMGAP00000008708
ENSTGUP00000010238	ENSMGAP00000009942
ENSTGUP00000000002	ENSMGAP00000009834
ENSTGUP00000005046	ENSMGAP00000000956
ENSTGUP00000003655	ENSMGAP00000011602
ENSTGUP00000011260	ENSMGAP00000011798
ENSTGUP00000005433	ENSMGAP00000012088
ENSTGUP00000004276	ENSMGAP00000011647
ENSTGUP00000006809	ENSMGAP00000010719
ENSTGUP00000013686	ENSMGAP00000014948
ENSTGUP00000011384	ENSMGAP00000011735
ENSTGUP00000013245	ENSMGAP00000018950
ENSTGUP00000010596	ENSMGAP00000010964
ENSTGUP00000013935	ENSMGAP00000015306
ENSTGUP00000000491	ENSMGAP00000001477
ENSTGUP00000003997	ENSMGAP00000004568
ENSTGUP00000004067	ENSMGAP00000001925
ENSTGUP00000002652	ENSMGAP00000005509
ENSTGUP00000013391	ENSMGAP00000014796
ENSTGUP00000006497	ENSMGAP00000002186
ENSTGUP00000013662	ENSMGAP00000014966
ENSTGUP00000003496	ENSMGAP00000011695
ENSTGUP00000011255	ENSMGAP00000017895
ENSTGUP00000013625	ENSMGAP00000015104
ENSTGUP00000013565	ENSMGAP00000018791
ENSTGUP00000008508	ENSMGAP00000015581
ENSTGUP00000007279	ENSMGAP00000004897
ENSTGUP00000008232	ENSMGAP00000004144
ENSTGUP00000008971	ENSMGAP00000007691
ENSTGUP00000005563	ENSMGAP00000002187
ENSTGUP00000013214	ENSMGAP00000014149
ENSTGUP00000008709	ENSMGAP00000008484
ENSTGUP00000003359	ENSMGAP00000004460
ENSTGUP00000009649	ENSMGAP00000009177
ENSTGUP00000005378	ENSMGAP00000001320
ENSTGUP00000002506	ENSMGAP00000002522
ENSTGUP00000017809	ENSMGAP00000004870
ENSTGUP00000006422	ENSMGAP00000010407
ENSTGUP00000009978	ENSMGAP00000009628
ENSTGUP00000009975	ENSMGAP00000009625
ENSTGUP00000008400	ENSMGAP00000011771
ENSTGUP00000017745	ENSMGAP00000009644
ENSTGUP00000004486	ENSMGAP00000002983
ENSTGUP00000010406	ENSMGAP00000009938
ENSTGUP00000005017	ENSMGAP00000003132
ENSTGUP00000008834	ENSMGAP00000009858
ENSTGUP00000006485	ENSMGAP00000006133
ENSTGUP00000001819	ENSMGAP00000005945
ENSTGUP00000014021	ENSMGAP00000015213
ENSTGUP00000002695	ENSMGAP00000003838
ENSTGUP00000007964	ENSMGAP00000010556
ENSTGUP00000006290	ENSMGAP00000006531
ENSTGUP00000002148	ENSMGAP00000004562
ENSTGUP00000009377	ENSMGAP00000008270
ENSTGUP00000006722	ENSMGAP00000001856
ENSTGUP00000007732	ENSMGAP00000004539
ENSTGUP00000018293	ENSMGAP00000009638
ENSTGUP00000013259	ENSMGAP00000014174
ENSTGUP00000004961	ENSMGAP00000003615
ENSTGUP00000004585	ENSMGAP00000012062
ENSTGUP00000007240	ENSMGAP00000005078
ENSTGUP00000009287	ENSMGAP00000009287
ENSTGUP00000000622	ENSMGAP00000004814
ENSTGUP00000014367	ENSMGAP00000000944
ENSTGUP00000017247	ENSMGAP00000005290
ENSTGUP00000000111	ENSMGAP00000007148
ENSTGUP00000002702	ENSMGAP00000000918
ENSTGUP00000017402	ENSMGAP00000016237
ENSTGUP00000006328	ENSMGAP00000005812
ENSTGUP00000000155	ENSMGAP00000000399
ENSTGUP00000005853	ENSMGAP00000004799
ENSTGUP00000003117	ENSMGAP00000010016
ENSTGUP00000012588	ENSMGAP00000013452
ENSTGUP00000000134	ENSMGAP00000007230
ENSTGUP00000004525	ENSMGAP00000012616
ENSTGUP00000012512	ENSMGAP00000014539
ENSTGUP00000009688	ENSMGAP00000011874
ENSTGUP00000012883	ENSMGAP00000014503
ENSTGUP00000003841	ENSMGAP00000002064
ENSTGUP00000000810	ENSMGAP00000006166
ENSTGUP00000004536	ENSMGAP00000017822
ENSTGUP00000008352	ENSMGAP00000008575
ENSTGUP00000009929	ENSMGAP00000012924
ENSTGUP00000008808	ENSMGAP00000010258
ENSTGUP00000001624	ENSMGAP00000009864
ENSTGUP00000003727	ENSMGAP00000018296
ENSTGUP00000006943	ENSMGAP00000019614
ENSTGUP00000017609	ENSMGAP00000003653
ENSTGUP00000010867	ENSMGAP00000013211
ENSTGUP00000005080	ENSMGAP00000008207
ENSTGUP00000013090	ENSMGAP00000014644
ENSTGUP00000001257	ENSMGAP00000005090
ENSTGUP00000011199	ENSMGAP00000011481
ENSTGUP00000006208	ENSMGAP00000003679
ENSTGUP00000004093	ENSMGAP00000002356
ENSTGUP00000001738	ENSMGAP00000001392
ENSTGUP00000000620	ENSMGAP00000002769
ENSTGUP00000007070	ENSMGAP00000005216
ENSTGUP00000009294	ENSMGAP00000009062
ENSTGUP00000001676	ENSMGAP00000003497
ENSTGUP00000005206	ENSMGAP00000002920
ENSTGUP00000004580	ENSMGAP00000004966
ENSTGUP00000004604	ENSMGAP00000004995
ENSTGUP00000017673	ENSMGAP00000002159
ENSTGUP00000003747	ENSMGAP00000003507
ENSTGUP00000002844	ENSMGAP00000016715
ENSTGUP00000001015	ENSMGAP00000002388
ENSTGUP00000001908	ENSMGAP00000001509
ENSTGUP00000011945	ENSMGAP00000014004
ENSTGUP00000011005	ENSMGAP00000011517
ENSTGUP00000010221	ENSMGAP00000010687
ENSTGUP00000004619	ENSMGAP00000008745
ENSTGUP00000009631	ENSMGAP00000009152
ENSTGUP00000016269	ENSMGAP00000006117
ENSTGUP00000006235	ENSMGAP00000008371
ENSTGUP00000002399	ENSMGAP00000006372
ENSTGUP00000002392	ENSMGAP00000006391
ENSTGUP00000012359	ENSMGAP00000014576
ENSTGUP00000010105	ENSMGAP00000009327
ENSTGUP00000000933	ENSMGAP00000001987
ENSTGUP00000000928	ENSMGAP00000001977
ENSTGUP00000008813	ENSMGAP00000015599
ENSTGUP00000011754	ENSMGAP00000013156
ENSTGUP00000004739	ENSMGAP00000012337
ENSTGUP00000008714	ENSMGAP00000009500
ENSTGUP00000005331	ENSMGAP00000003784
ENSTGUP00000004485	ENSMGAP00000012641
ENSTGUP00000009895	ENSMGAP00000009289
ENSTGUP00000002434	ENSMGAP00000003484
ENSTGUP00000013451	ENSMGAP00000014824
ENSTGUP00000006731	ENSMGAP00000007522
ENSTGUP00000011293	ENSMGAP00000015786
ENSTGUP00000002217	ENSMGAP00000003471
ENSTGUP00000011660	ENSMGAP00000013349
ENSTGUP00000013322	ENSMGAP00000019671
ENSTGUP00000017599	ENSMGAP00000010815
ENSTGUP00000007648	ENSMGAP00000004135
ENSTGUP00000005390	ENSMGAP00000002743
ENSTGUP00000011774	ENSMGAP00000013868
ENSTGUP00000002751	ENSMGAP00000003460
ENSTGUP00000003521	ENSMGAP00000001555
ENSTGUP00000010050	ENSMGAP00000017807
ENSTGUP00000001871	ENSMGAP00000017743
ENSTGUP00000008182	ENSMGAP00000010797
ENSTGUP00000001566	ENSMGAP00000007405
ENSTGUP00000015543	ENSMGAP00000008561
ENSTGUP00000002650	ENSMGAP00000019582
ENSTGUP00000006838	ENSMGAP00000000355
ENSTGUP00000000600	ENSMGAP00000004735
ENSTGUP00000012839	ENSMGAP00000016810
ENSTGUP00000001099	ENSMGAP00000007428
ENSTGUP00000015340	ENSMGAP00000002079
ENSTGUP00000007547	ENSMGAP00000019680
ENSTGUP00000011613	ENSMGAP00000018102
ENSTGUP00000009606	ENSMGAP00000013781
ENSTGUP00000000064	ENSMGAP00000000135
ENSTGUP00000007654	ENSMGAP00000019218
ENSTGUP00000009962	ENSMGAP00000019572
ENSTGUP00000006896	ENSMGAP00000007202
ENSTGUP00000013507	ENSMGAP00000014749
ENSTGUP00000017867	ENSMGAP00000010538
ENSTGUP00000011272	ENSMGAP00000013957
ENSTGUP00000004994	ENSMGAP00000001317
ENSTGUP00000006430	ENSMGAP00000002262
ENSTGUP00000001487	ENSMGAP00000000665
ENSTGUP00000003246	ENSMGAP00000005800
ENSTGUP00000003250	ENSMGAP00000005570
ENSTGUP00000008702	ENSMGAP00000009473
ENSTGUP00000006509	ENSMGAP00000002894
ENSTGUP00000002707	ENSMGAP00000001308
ENSTGUP00000001473	ENSMGAP00000004521
ENSTGUP00000012328	ENSMGAP00000014157
ENSTGUP00000004957	ENSMGAP00000010017
ENSTGUP00000015405	ENSMGAP00000001598
ENSTGUP00000015352	ENSMGAP00000001161
ENSTGUP00000005586	ENSMGAP00000006329
ENSTGUP00000005562	ENSMGAP00000005262
ENSTGUP00000007728	ENSMGAP00000007327
ENSTGUP00000008854	ENSMGAP00000000476
ENSTGUP00000004246	ENSMGAP00000006032
ENSTGUP00000007216	ENSMGAP00000006565
ENSTGUP00000001936	ENSMGAP00000011234
ENSTGUP00000000103	ENSMGAP00000007218
ENSTGUP00000000535	ENSMGAP00000004125
ENSTGUP00000005964	ENSMGAP00000005938
ENSTGUP00000011884	ENSMGAP00000016022
ENSTGUP00000007681	ENSMGAP00000015534
ENSTGUP00000001147	ENSMGAP00000001473
ENSTGUP00000003575	ENSMGAP00000008989
ENSTGUP00000008398	ENSMGAP00000008715
ENSTGUP00000013654	ENSMGAP00000015071
ENSTGUP00000007993	ENSMGAP00000003747
ENSTGUP00000013669	ENSMGAP00000016601
ENSTGUP00000000897	ENSMGAP00000004487
ENSTGUP00000000980	ENSMGAP00000006888
ENSTGUP00000002818	ENSMGAP00000007784
ENSTGUP00000000192	ENSMGAP00000009457
ENSTGUP00000008798	ENSMGAP00000009139
ENSTGUP00000011068	ENSMGAP00000013241
ENSTGUP00000003190	ENSMGAP00000006928
ENSTGUP00000008775	ENSMGAP00000001301
ENSTGUP00000014766	ENSMGAP00000014955
ENSTGUP00000017606	ENSMGAP00000002422
ENSTGUP00000010956	ENSMGAP00000011461
ENSTGUP00000010662	ENSMGAP00000014248
ENSTGUP00000008713	ENSMGAP00000001695
ENSTGUP00000013014	ENSMGAP00000014160
ENSTGUP00000001314	ENSMGAP00000000890
ENSTGUP00000006247	ENSMGAP00000002547
ENSTGUP00000013522	ENSMGAP00000014851
ENSTGUP00000013516	ENSMGAP00000014843
ENSTGUP00000009426	ENSMGAP00000010849
ENSTGUP00000007401	ENSMGAP00000006975
ENSTGUP00000006483	ENSMGAP00000002948
ENSTGUP00000011411	ENSMGAP00000004484
ENSTGUP00000001132	ENSMGAP00000001331
ENSTGUP00000015045	ENSMGAP00000014880
ENSTGUP00000010412	ENSMGAP00000013499
ENSTGUP00000001006	ENSMGAP00000017706
ENSTGUP00000010427	ENSMGAP00000011138
ENSTGUP00000012048	ENSMGAP00000012253
ENSTGUP00000003830	ENSMGAP00000001767
ENSTGUP00000001973	ENSMGAP00000011147
ENSTGUP00000013003	ENSMGAP00000013902
ENSTGUP00000007529	ENSMGAP00000002309
ENSTGUP00000012446	ENSMGAP00000013505
ENSTGUP00000001294	ENSMGAP00000007599
ENSTGUP00000009273	ENSMGAP00000009440
ENSTGUP00000000338	ENSMGAP00000003403
ENSTGUP00000010138	ENSMGAP00000005091
ENSTGUP00000004706	ENSMGAP00000000867
ENSTGUP00000011969	ENSMGAP00000012643
ENSTGUP00000009087	ENSMGAP00000000835
ENSTGUP00000011229	ENSMGAP00000013927
ENSTGUP00000009050	ENSMGAP00000011667
ENSTGUP00000008646	ENSMGAP00000006529
ENSTGUP00000012750	ENSMGAP00000014350
ENSTGUP00000005789	ENSMGAP00000010572
ENSTGUP00000008504	ENSMGAP00000011062
ENSTGUP00000012245	ENSMGAP00000012625
ENSTGUP00000005042	ENSMGAP00000002554
ENSTGUP00000006112	ENSMGAP00000006090
ENSTGUP00000011970	ENSMGAP00000017792
ENSTGUP00000000618	ENSMGAP00000004755
ENSTGUP00000004466	ENSMGAP00000000197
ENSTGUP00000011359	ENSMGAP00000013610
ENSTGUP00000008240	ENSMGAP00000005033
ENSTGUP00000006025	ENSMGAP00000003074
ENSTGUP00000000436	ENSMGAP00000003392
ENSTGUP00000007799	ENSMGAP00000011071
ENSTGUP00000002002	ENSMGAP00000001289
ENSTGUP00000011040	ENSMGAP00000015622
ENSTGUP00000006957	ENSMGAP00000006195
ENSTGUP00000018194	ENSMGAP00000017468
ENSTGUP00000000646	ENSMGAP00000003060
ENSTGUP00000015549	ENSMGAP00000003452
ENSTGUP00000016332	ENSMGAP00000017929
ENSTGUP00000005724	ENSMGAP00000010451
ENSTGUP00000008818	ENSMGAP00000009595
ENSTGUP00000008541	ENSMGAP00000009338
ENSTGUP00000005778	ENSMGAP00000001773
ENSTGUP00000000366	ENSMGAP00000002310
ENSTGUP00000003241	ENSMGAP00000000888
ENSTGUP00000012961	ENSMGAP00000013572
ENSTGUP00000004837	ENSMGAP00000003488
ENSTGUP00000004384	ENSMGAP00000007183
ENSTGUP00000012142	ENSMGAP00000014029
ENSTGUP00000003405	ENSMGAP00000000392
ENSTGUP00000013392	ENSMGAP00000014364
ENSTGUP00000007318	ENSMGAP00000001912
ENSTGUP00000000035	ENSMGAP00000010037
ENSTGUP00000011357	ENSMGAP00000017473
ENSTGUP00000017571	ENSMGAP00000001260
ENSTGUP00000015692	ENSMGAP00000014015
ENSTGUP00000000870	ENSMGAP00000019145
ENSTGUP00000008242	ENSMGAP00000008304
ENSTGUP00000008988	ENSMGAP00000011727
ENSTGUP00000010760	ENSMGAP00000009619
ENSTGUP00000003399	ENSMGAP00000007264
ENSTGUP00000015044	ENSMGAP00000010862
ENSTGUP00000010582	ENSMGAP00000013585
ENSTGUP00000007394	ENSMGAP00000008529
ENSTGUP00000004556	ENSMGAP00000005874
ENSTGUP00000013728	ENSMGAP00000014899
ENSTGUP00000013895	ENSMGAP00000015255
ENSTGUP00000001283	ENSMGAP00000007567
ENSTGUP00000004771	ENSMGAP00000000861
ENSTGUP00000002094	ENSMGAP00000003810
ENSTGUP00000001095	ENSMGAP00000003626
ENSTGUP00000017799	ENSMGAP00000002680
ENSTGUP00000002004	ENSMGAP00000019519
ENSTGUP00000013068	ENSMGAP00000013676
ENSTGUP00000015254	ENSMGAP00000000674
ENSTGUP00000002967	ENSMGAP00000011085
ENSTGUP00000011497	ENSMGAP00000017003
ENSTGUP00000012507	ENSMGAP00000016516
ENSTGUP00000003188	ENSMGAP00000017069
ENSTGUP00000006143	ENSMGAP00000015459
ENSTGUP00000009648	ENSMGAP00000013010
ENSTGUP00000013270	ENSMGAP00000014751
ENSTGUP00000005550	ENSMGAP00000005293
ENSTGUP00000000853	ENSMGAP00000004116
ENSTGUP00000002952	ENSMGAP00000004317
ENSTGUP00000000279	ENSMGAP00000004090
ENSTGUP00000006377	ENSMGAP00000010355
ENSTGUP00000010315	ENSMGAP00000015685
ENSTGUP00000010437	ENSMGAP00000009202
ENSTGUP00000006582	ENSMGAP00000005969
ENSTGUP00000006272	ENSMGAP00000010632
ENSTGUP00000010604	ENSMGAP00000012707
ENSTGUP00000006744	ENSMGAP00000005785
ENSTGUP00000009170	ENSMGAP00000009300
ENSTGUP00000013930	ENSMGAP00000015299
ENSTGUP00000000380	ENSMGAP00000002176
ENSTGUP00000006676	ENSMGAP00000003021
ENSTGUP00000004338	ENSMGAP00000005441
ENSTGUP00000006732	ENSMGAP00000018918
ENSTGUP00000010691	ENSMGAP00000011035
ENSTGUP00000001920	ENSMGAP00000001662
ENSTGUP00000012199	ENSMGAP00000013212
ENSTGUP00000012410	ENSMGAP00000015044
ENSTGUP00000017543	ENSMGAP00000017429
ENSTGUP00000009283	ENSMGAP00000008753
ENSTGUP00000006186	ENSMGAP00000002665
ENSTGUP00000011465	ENSMGAP00000011845
ENSTGUP00000008229	ENSMGAP00000010828
ENSTGUP00000007560	ENSMGAP00000015525
ENSTGUP00000002147	ENSMGAP00000004508
ENSTGUP00000000187	ENSMGAP00000009525
ENSTGUP00000012080	ENSMGAP00000015997
ENSTGUP00000000047	ENSMGAP00000019160
ENSTGUP00000007973	ENSMGAP00000007985
ENSTGUP00000004673	ENSMGAP00000005511
ENSTGUP00000013389	ENSMGAP00000014358
ENSTGUP00000010510	ENSMGAP00000012543
ENSTGUP00000008735	ENSMGAP00000015594
ENSTGUP00000001747	ENSMGAP00000009855
ENSTGUP00000005010	ENSMGAP00000019458
ENSTGUP00000001450	ENSMGAP00000009218
ENSTGUP00000014998	ENSMGAP00000000729
ENSTGUP00000009457	ENSMGAP00000012341
ENSTGUP00000005878	ENSMGAP00000012890
ENSTGUP00000011934	ENSMGAP00000013856
ENSTGUP00000011409	ENSMGAP00000011772
ENSTGUP00000006152	ENSMGAP00000001700
ENSTGUP00000009949	ENSMGAP00000012904
ENSTGUP00000009014	ENSMGAP00000009610
ENSTGUP00000003598	ENSMGAP00000000040
ENSTGUP00000000691	ENSMGAP00000017498
ENSTGUP00000011144	ENSMGAP00000011410
ENSTGUP00000004169	ENSMGAP00000005727
ENSTGUP00000001336	ENSMGAP00000008671
ENSTGUP00000001587	ENSMGAP00000010592
ENSTGUP00000011639	ENSMGAP00000012304
ENSTGUP00000016369	ENSMGAP00000010283
ENSTGUP00000010053	ENSMGAP00000012838
ENSTGUP00000009396	ENSMGAP00000007216
ENSTGUP00000017007	ENSMGAP00000004990
ENSTGUP00000009092	ENSMGAP00000006692
ENSTGUP00000008241	ENSMGAP00000011253
ENSTGUP00000004380	ENSMGAP00000004893
ENSTGUP00000007922	ENSMGAP00000003628
ENSTGUP00000006268	ENSMGAP00000000303
ENSTGUP00000005432	ENSMGAP00000003341
ENSTGUP00000010581	ENSMGAP00000012500
ENSTGUP00000004382	ENSMGAP00000000163
ENSTGUP00000000076	ENSMGAP00000009822
ENSTGUP00000010391	ENSMGAP00000013486
ENSTGUP00000011993	ENSMGAP00000012423
ENSTGUP00000006693	ENSMGAP00000010619
ENSTGUP00000005662	ENSMGAP00000002622
ENSTGUP00000001502	ENSMGAP00000008837
ENSTGUP00000009117	ENSMGAP00000009264
ENSTGUP00000010804	ENSMGAP00000007297
ENSTGUP00000007866	ENSMGAP00000007414
ENSTGUP00000004527	ENSMGAP00000012606
ENSTGUP00000008365	ENSMGAP00000010978
ENSTGUP00000000417	ENSMGAP00000010960
ENSTGUP00000003068	ENSMGAP00000010965
ENSTGUP00000006478	ENSMGAP00000007771
ENSTGUP00000011856	ENSMGAP00000013779
ENSTGUP00000001850	ENSMGAP00000010226
ENSTGUP00000005391	ENSMGAP00000002848
ENSTGUP00000007705	ENSMGAP00000006774
ENSTGUP00000005286	ENSMGAP00000000873
ENSTGUP00000000656	ENSMGAP00000001181
ENSTGUP00000006079	ENSMGAP00000012375
ENSTGUP00000004699	ENSMGAP00000012358
ENSTGUP00000001721	ENSMGAP00000001305
ENSTGUP00000001711	ENSMGAP00000001223
ENSTGUP00000006336	ENSMGAP00000005421
ENSTGUP00000007059	ENSMGAP00000011934
ENSTGUP00000007359	ENSMGAP00000006861
ENSTGUP00000001410	ENSMGAP00000009110
ENSTGUP00000005856	ENSMGAP00000018044
ENSTGUP00000001370	ENSMGAP00000004865
ENSTGUP00000013433	ENSMGAP00000014821
ENSTGUP00000012498	ENSMGAP00000012982
ENSTGUP00000005837	ENSMGAP00000019009
ENSTGUP00000008153	ENSMGAP00000010774
ENSTGUP00000000285	ENSMGAP00000001904
ENSTGUP00000001788	ENSMGAP00000005077
ENSTGUP00000001516	ENSMGAP00000002231
ENSTGUP00000001776	ENSMGAP00000009641
ENSTGUP00000015944	ENSMGAP00000009352
ENSTGUP00000005872	ENSMGAP00000007675
ENSTGUP00000012485	ENSMGAP00000013343
ENSTGUP00000010413	ENSMGAP00000015676
ENSTGUP00000009473	ENSMGAP00000011392
ENSTGUP00000006376	ENSMGAP00000001551
ENSTGUP00000017714	ENSMGAP00000006177
ENSTGUP00000010166	ENSMGAP00000009833
ENSTGUP00000005454	ENSMGAP00000009242
ENSTGUP00000005082	ENSMGAP00000017205
