ENSACAP00000005936	ENSCAFP00000014731
ENSACAP00000017508	ENSCAFP00000024124
ENSACAP00000014223	ENSCAFP00000018594
ENSACAP00000016319	ENSCAFP00000041042
ENSACAP00000004859	ENSCAFP00000017213
ENSACAP00000007835	ENSCAFP00000015207
ENSACAP00000003381	ENSCAFP00000017680
ENSACAP00000014235	ENSCAFP00000014886
ENSACAP00000002316	ENSCAFP00000008566
ENSACAP00000013882	ENSCAFP00000014939
ENSACAP00000000312	ENSCAFP00000041584
ENSACAP00000007273	ENSCAFP00000017275
ENSACAP00000009601	ENSCAFP00000026384
ENSACAP00000005938	ENSCAFP00000037413
ENSACAP00000003095	ENSCAFP00000009638
ENSACAP00000006802	ENSCAFP00000007269
ENSACAP00000000255	ENSCAFP00000026870
ENSACAP00000000582	ENSCAFP00000019461
ENSACAP00000012890	ENSCAFP00000001826
ENSACAP00000015220	ENSCAFP00000007005
ENSACAP00000017475	ENSCAFP00000014637
ENSACAP00000019058	ENSCAFP00000014469
ENSACAP00000004143	ENSCAFP00000030275
ENSACAP00000010300	ENSCAFP00000004219
ENSACAP00000010100	ENSCAFP00000014869
ENSACAP00000016309	ENSCAFP00000014452
ENSACAP00000008039	ENSCAFP00000006985
ENSACAP00000011014	ENSCAFP00000019835
ENSACAP00000000116	ENSCAFP00000038493
ENSACAP00000015561	ENSCAFP00000039324
ENSACAP00000011700	ENSCAFP00000039860
ENSACAP00000020950	ENSCAFP00000036390
ENSACAP00000007054	ENSCAFP00000019855
ENSACAP00000013895	ENSCAFP00000003118
ENSACAP00000006857	ENSCAFP00000024747
ENSACAP00000013368	ENSCAFP00000027224
ENSACAP00000005359	ENSCAFP00000034848
ENSACAP00000010049	ENSCAFP00000015466
ENSACAP00000007555	ENSCAFP00000023037
ENSACAP00000006929	ENSCAFP00000005192
ENSACAP00000000627	ENSCAFP00000019298
ENSACAP00000006812	ENSCAFP00000011661
ENSACAP00000005200	ENSCAFP00000003144
ENSACAP00000015839	ENSCAFP00000017664
ENSACAP00000020539	ENSCAFP00000003141
ENSACAP00000012833	ENSCAFP00000000408
ENSACAP00000002652	ENSCAFP00000037362
ENSACAP00000002871	ENSCAFP00000035063
ENSACAP00000003190	ENSCAFP00000012337
ENSACAP00000010105	ENSCAFP00000024551
ENSACAP00000000539	ENSCAFP00000020603
ENSACAP00000013484	ENSCAFP00000006920
ENSACAP00000017612	ENSCAFP00000023397
ENSACAP00000005762	ENSCAFP00000021617
ENSACAP00000010492	ENSCAFP00000003412
ENSACAP00000002604	ENSCAFP00000013912
ENSACAP00000009851	ENSCAFP00000010288
ENSACAP00000009206	ENSCAFP00000000189
ENSACAP00000002273	ENSCAFP00000012593
ENSACAP00000009365	ENSCAFP00000029327
ENSACAP00000000371	ENSCAFP00000019114
ENSACAP00000022120	ENSCAFP00000023342
ENSACAP00000007351	ENSCAFP00000033932
ENSACAP00000015084	ENSCAFP00000009658
ENSACAP00000014625	ENSCAFP00000035463
ENSACAP00000009415	ENSCAFP00000011267
ENSACAP00000003305	ENSCAFP00000020481
ENSACAP00000006904	ENSCAFP00000024482
ENSACAP00000013644	ENSCAFP00000009645
ENSACAP00000010152	ENSCAFP00000037099
ENSACAP00000002453	ENSCAFP00000011048
ENSACAP00000006911	ENSCAFP00000024565
ENSACAP00000011639	ENSCAFP00000014694
ENSACAP00000001501	ENSCAFP00000021584
ENSACAP00000008250	ENSCAFP00000035067
ENSACAP00000005246	ENSCAFP00000002091
ENSACAP00000003435	ENSCAFP00000000527
ENSACAP00000005451	ENSCAFP00000021430
ENSACAP00000009946	ENSCAFP00000017503
ENSACAP00000005341	ENSCAFP00000006727
ENSACAP00000014643	ENSCAFP00000017281
ENSACAP00000004818	ENSCAFP00000017201
ENSACAP00000001155	ENSCAFP00000019863
ENSACAP00000012306	ENSCAFP00000037565
ENSACAP00000016795	ENSCAFP00000026535
ENSACAP00000002704	ENSCAFP00000041877
ENSACAP00000016876	ENSCAFP00000026565
ENSACAP00000002265	ENSCAFP00000004976
ENSACAP00000003075	ENSCAFP00000014992
ENSACAP00000002860	ENSCAFP00000042914
ENSACAP00000015895	ENSCAFP00000003932
ENSACAP00000007089	ENSCAFP00000021277
ENSACAP00000018784	ENSCAFP00000020370
ENSACAP00000012917	ENSCAFP00000002995
ENSACAP00000019304	ENSCAFP00000038986
ENSACAP00000001567	ENSCAFP00000011031
ENSACAP00000008861	ENSCAFP00000026958
ENSACAP00000008087	ENSCAFP00000037092
ENSACAP00000001783	ENSCAFP00000030225
ENSACAP00000000378	ENSCAFP00000026876
ENSACAP00000002743	ENSCAFP00000015120
ENSACAP00000005250	ENSCAFP00000028871
ENSACAP00000003561	ENSCAFP00000014902
ENSACAP00000008653	ENSCAFP00000027665
ENSACAP00000002126	ENSCAFP00000005521
ENSACAP00000001336	ENSCAFP00000042142
ENSACAP00000022923	ENSCAFP00000001041
ENSACAP00000021854	ENSCAFP00000009830
ENSACAP00000009397	ENSCAFP00000028368
ENSACAP00000014644	ENSCAFP00000006943
ENSACAP00000015050	ENSCAFP00000020319
ENSACAP00000011322	ENSCAFP00000013499
ENSACAP00000006549	ENSCAFP00000007147
ENSACAP00000010660	ENSCAFP00000028698
ENSACAP00000011827	ENSCAFP00000014147
ENSACAP00000009266	ENSCAFP00000010386
ENSACAP00000015367	ENSCAFP00000007056
ENSACAP00000022818	ENSCAFP00000000016
ENSACAP00000014114	ENSCAFP00000014336
ENSACAP00000000028	ENSCAFP00000008481
ENSACAP00000014528	ENSCAFP00000006722
ENSACAP00000004997	ENSCAFP00000002599
ENSACAP00000003750	ENSCAFP00000019038
ENSACAP00000008334	ENSCAFP00000026912
ENSACAP00000007287	ENSCAFP00000001864
ENSACAP00000001338	ENSCAFP00000013013
ENSACAP00000004133	ENSCAFP00000024848
ENSACAP00000017381	ENSCAFP00000028316
ENSACAP00000000252	ENSCAFP00000015301
ENSACAP00000022119	ENSCAFP00000018207
ENSACAP00000000233	ENSCAFP00000024645
ENSACAP00000004134	ENSCAFP00000010109
ENSACAP00000001773	ENSCAFP00000010963
ENSACAP00000008764	ENSCAFP00000018300
ENSACAP00000016324	ENSCAFP00000027961
ENSACAP00000017420	ENSCAFP00000002335
ENSACAP00000006064	ENSCAFP00000024057
ENSACAP00000012080	ENSCAFP00000004408
ENSACAP00000021766	ENSCAFP00000025042
ENSACAP00000018954	ENSCAFP00000003095
ENSACAP00000021162	ENSCAFP00000037380
ENSACAP00000006109	ENSCAFP00000014918
ENSACAP00000004015	ENSCAFP00000036658
ENSACAP00000004332	ENSCAFP00000019655
ENSACAP00000002953	ENSCAFP00000004425
ENSACAP00000010139	ENSCAFP00000016401
ENSACAP00000009107	ENSCAFP00000006133
ENSACAP00000008145	ENSCAFP00000038238
ENSACAP00000005940	ENSCAFP00000028983
ENSACAP00000001777	ENSCAFP00000022556
ENSACAP00000017329	ENSCAFP00000026455
ENSACAP00000014441	ENSCAFP00000027979
ENSACAP00000012050	ENSCAFP00000020513
ENSACAP00000003927	ENSCAFP00000028758
ENSACAP00000008226	ENSCAFP00000010870
ENSACAP00000018141	ENSCAFP00000035295
ENSACAP00000011223	ENSCAFP00000003214
ENSACAP00000011512	ENSCAFP00000019853
ENSACAP00000004429	ENSCAFP00000013655
ENSACAP00000001970	ENSCAFP00000021628
ENSACAP00000002247	ENSCAFP00000010567
ENSACAP00000004389	ENSCAFP00000043191
ENSACAP00000011680	ENSCAFP00000008356
ENSACAP00000016210	ENSCAFP00000006864
ENSACAP00000015129	ENSCAFP00000014031
ENSACAP00000000362	ENSCAFP00000038892
ENSACAP00000005955	ENSCAFP00000021489
ENSACAP00000004337	ENSCAFP00000001037
ENSACAP00000014177	ENSCAFP00000004178
ENSACAP00000016651	ENSCAFP00000014005
ENSACAP00000009428	ENSCAFP00000000950
ENSACAP00000004113	ENSCAFP00000003850
ENSACAP00000010910	ENSCAFP00000017744
ENSACAP00000003084	ENSCAFP00000021105
ENSACAP00000008618	ENSCAFP00000010648
ENSACAP00000008857	ENSCAFP00000008702
ENSACAP00000009610	ENSCAFP00000008708
ENSACAP00000014522	ENSCAFP00000012933
ENSACAP00000015529	ENSCAFP00000023570
ENSACAP00000011168	ENSCAFP00000037367
ENSACAP00000008502	ENSCAFP00000016218
ENSACAP00000014931	ENSCAFP00000010863
ENSACAP00000023320	ENSCAFP00000022163
ENSACAP00000007341	ENSCAFP00000018366
ENSACAP00000013647	ENSCAFP00000003034
ENSACAP00000014904	ENSCAFP00000006870
ENSACAP00000000020	ENSCAFP00000023440
ENSACAP00000006325	ENSCAFP00000013014
ENSACAP00000007149	ENSCAFP00000013489
ENSACAP00000002931	ENSCAFP00000025484
ENSACAP00000009775	ENSCAFP00000039273
ENSACAP00000009887	ENSCAFP00000020508
ENSACAP00000016009	ENSCAFP00000042695
ENSACAP00000002274	ENSCAFP00000033194
ENSACAP00000016882	ENSCAFP00000025174
ENSACAP00000009098	ENSCAFP00000023064
ENSACAP00000009705	ENSCAFP00000014845
ENSACAP00000003731	ENSCAFP00000022558
ENSACAP00000003204	ENSCAFP00000015422
ENSACAP00000017171	ENSCAFP00000020480
ENSACAP00000021486	ENSCAFP00000002291
ENSACAP00000011570	ENSCAFP00000021793
ENSACAP00000003196	ENSCAFP00000014950
ENSACAP00000016707	ENSCAFP00000019705
ENSACAP00000015752	ENSCAFP00000008329
ENSACAP00000007637	ENSCAFP00000001948
ENSACAP00000015766	ENSCAFP00000041401
ENSACAP00000020251	ENSCAFP00000037305
ENSACAP00000016008	ENSCAFP00000000717
ENSACAP00000006898	ENSCAFP00000005619
ENSACAP00000017527	ENSCAFP00000024195
ENSACAP00000014914	ENSCAFP00000004803
ENSACAP00000012046	ENSCAFP00000006011
ENSACAP00000000157	ENSCAFP00000014332
ENSACAP00000007269	ENSCAFP00000039565
ENSACAP00000001285	ENSCAFP00000022665
ENSACAP00000006985	ENSCAFP00000011571
ENSACAP00000001729	ENSCAFP00000001464
ENSACAP00000012569	ENSCAFP00000016780
ENSACAP00000009683	ENSCAFP00000021916
ENSACAP00000002152	ENSCAFP00000003365
ENSACAP00000006089	ENSCAFP00000024521
ENSACAP00000020817	ENSCAFP00000019525
ENSACAP00000017509	ENSCAFP00000018607
ENSACAP00000013457	ENSCAFP00000018970
ENSACAP00000008163	ENSCAFP00000017570
ENSACAP00000012219	ENSCAFP00000003128
ENSACAP00000006464	ENSCAFP00000028228
ENSACAP00000004902	ENSCAFP00000025812
ENSACAP00000006641	ENSCAFP00000011070
ENSACAP00000010497	ENSCAFP00000028170
ENSACAP00000018355	ENSCAFP00000001330
ENSACAP00000009426	ENSCAFP00000027044
ENSACAP00000006651	ENSCAFP00000007214
ENSACAP00000011490	ENSCAFP00000016816
ENSACAP00000011465	ENSCAFP00000019186
ENSACAP00000003949	ENSCAFP00000013509
ENSACAP00000007890	ENSCAFP00000001961
ENSACAP00000000033	ENSCAFP00000023208
ENSACAP00000003652	ENSCAFP00000014548
ENSACAP00000015260	ENSCAFP00000031540
ENSACAP00000013573	ENSCAFP00000037592
ENSACAP00000013187	ENSCAFP00000007638
ENSACAP00000006915	ENSCAFP00000011020
ENSACAP00000004297	ENSCAFP00000018084
ENSACAP00000020091	ENSCAFP00000002227
ENSACAP00000003888	ENSCAFP00000017774
ENSACAP00000004654	ENSCAFP00000015566
ENSACAP00000012264	ENSCAFP00000003986
ENSACAP00000005507	ENSCAFP00000011747
ENSACAP00000000830	ENSCAFP00000002595
ENSACAP00000017176	ENSCAFP00000024293
ENSACAP00000012265	ENSCAFP00000008647
ENSACAP00000005482	ENSCAFP00000006688
ENSACAP00000006260	ENSCAFP00000011027
ENSACAP00000014820	ENSCAFP00000024648
ENSACAP00000020487	ENSCAFP00000040552
ENSACAP00000014325	ENSCAFP00000012980
ENSACAP00000012984	ENSCAFP00000037595
ENSACAP00000002180	ENSCAFP00000010977
ENSACAP00000008243	ENSCAFP00000009092
ENSACAP00000023365	ENSCAFP00000031798
ENSACAP00000014261	ENSCAFP00000038758
ENSACAP00000013528	ENSCAFP00000010588
ENSACAP00000002300	ENSCAFP00000006360
ENSACAP00000003616	ENSCAFP00000013503
ENSACAP00000015601	ENSCAFP00000014871
ENSACAP00000008924	ENSCAFP00000001020
ENSACAP00000008592	ENSCAFP00000019548
ENSACAP00000007845	ENSCAFP00000013146
ENSACAP00000010918	ENSCAFP00000016774
ENSACAP00000007881	ENSCAFP00000000433
ENSACAP00000003602	ENSCAFP00000032113
ENSACAP00000004259	ENSCAFP00000014411
ENSACAP00000009761	ENSCAFP00000007406
ENSACAP00000001473	ENSCAFP00000017370
ENSACAP00000012220	ENSCAFP00000019021
ENSACAP00000001296	ENSCAFP00000018105
ENSACAP00000012600	ENSCAFP00000016251
ENSACAP00000002268	ENSCAFP00000039971
ENSACAP00000011672	ENSCAFP00000005851
ENSACAP00000010685	ENSCAFP00000030494
ENSACAP00000012707	ENSCAFP00000023239
ENSACAP00000014782	ENSCAFP00000016496
ENSACAP00000006803	ENSCAFP00000017015
ENSACAP00000016003	ENSCAFP00000033221
ENSACAP00000001047	ENSCAFP00000030188
ENSACAP00000002413	ENSCAFP00000018035
ENSACAP00000011611	ENSCAFP00000001608
ENSACAP00000011323	ENSCAFP00000008168
ENSACAP00000007570	ENSCAFP00000029552
ENSACAP00000001952	ENSCAFP00000001478
ENSACAP00000009773	ENSCAFP00000000973
ENSACAP00000006955	ENSCAFP00000012693
ENSACAP00000011533	ENSCAFP00000039140
ENSACAP00000006790	ENSCAFP00000001731
ENSACAP00000009645	ENSCAFP00000017345
ENSACAP00000004455	ENSCAFP00000009362
ENSACAP00000012718	ENSCAFP00000002671
ENSACAP00000014807	ENSCAFP00000018910
ENSACAP00000023411	ENSCAFP00000008904
ENSACAP00000007762	ENSCAFP00000019300
ENSACAP00000005513	ENSCAFP00000024463
ENSACAP00000005907	ENSCAFP00000013302
ENSACAP00000008508	ENSCAFP00000012325
ENSACAP00000017127	ENSCAFP00000018471
ENSACAP00000008914	ENSCAFP00000008772
ENSACAP00000011769	ENSCAFP00000021445
ENSACAP00000006738	ENSCAFP00000029989
ENSACAP00000006208	ENSCAFP00000016464
ENSACAP00000000408	ENSCAFP00000013268
ENSACAP00000002072	ENSCAFP00000040383
ENSACAP00000020570	ENSCAFP00000006600
ENSACAP00000011391	ENSCAFP00000024249
ENSACAP00000005268	ENSCAFP00000007772
ENSACAP00000000634	ENSCAFP00000001767
ENSACAP00000007162	ENSCAFP00000021126
ENSACAP00000013351	ENSCAFP00000003364
ENSACAP00000013050	ENSCAFP00000021486
ENSACAP00000002973	ENSCAFP00000001094
ENSACAP00000008901	ENSCAFP00000012576
ENSACAP00000007261	ENSCAFP00000037339
ENSACAP00000015626	ENSCAFP00000011130
ENSACAP00000008566	ENSCAFP00000020487
ENSACAP00000011097	ENSCAFP00000023701
ENSACAP00000013594	ENSCAFP00000028442
ENSACAP00000015185	ENSCAFP00000020741
ENSACAP00000012182	ENSCAFP00000027973
ENSACAP00000007799	ENSCAFP00000017214
ENSACAP00000013383	ENSCAFP00000030290
ENSACAP00000005319	ENSCAFP00000006867
ENSACAP00000002177	ENSCAFP00000039949
ENSACAP00000007998	ENSCAFP00000040183
ENSACAP00000015288	ENSCAFP00000040856
ENSACAP00000001967	ENSCAFP00000012369
ENSACAP00000000374	ENSCAFP00000007768
ENSACAP00000000414	ENSCAFP00000002420
ENSACAP00000003800	ENSCAFP00000014617
ENSACAP00000007342	ENSCAFP00000019709
ENSACAP00000011642	ENSCAFP00000005822
ENSACAP00000013983	ENSCAFP00000017928
ENSACAP00000013443	ENSCAFP00000019457
ENSACAP00000001023	ENSCAFP00000028099
ENSACAP00000014867	ENSCAFP00000022925
ENSACAP00000000855	ENSCAFP00000017040
ENSACAP00000000709	ENSCAFP00000016758
ENSACAP00000005911	ENSCAFP00000023610
ENSACAP00000020582	ENSCAFP00000001305
ENSACAP00000003065	ENSCAFP00000022144
ENSACAP00000010309	ENSCAFP00000042619
ENSACAP00000010114	ENSCAFP00000017607
ENSACAP00000001146	ENSCAFP00000014908
ENSACAP00000015100	ENSCAFP00000009900
ENSACAP00000017617	ENSCAFP00000021577
ENSACAP00000011925	ENSCAFP00000013880
ENSACAP00000000468	ENSCAFP00000012216
ENSACAP00000007988	ENSCAFP00000016565
ENSACAP00000002667	ENSCAFP00000001404
ENSACAP00000016124	ENSCAFP00000024678
ENSACAP00000013154	ENSCAFP00000008945
ENSACAP00000000364	ENSCAFP00000023981
ENSACAP00000006775	ENSCAFP00000038735
ENSACAP00000015744	ENSCAFP00000021152
ENSACAP00000014337	ENSCAFP00000023648
ENSACAP00000001666	ENSCAFP00000023347
ENSACAP00000018974	ENSCAFP00000007949
ENSACAP00000006488	ENSCAFP00000009788
ENSACAP00000010738	ENSCAFP00000019146
ENSACAP00000014391	ENSCAFP00000022671
ENSACAP00000001348	ENSCAFP00000036018
ENSACAP00000005953	ENSCAFP00000013030
ENSACAP00000014128	ENSCAFP00000009823
ENSACAP00000005057	ENSCAFP00000021055
ENSACAP00000007952	ENSCAFP00000016052
ENSACAP00000003243	ENSCAFP00000000505
ENSACAP00000012680	ENSCAFP00000008270
ENSACAP00000011973	ENSCAFP00000014093
ENSACAP00000006776	ENSCAFP00000011244
ENSACAP00000010798	ENSCAFP00000014261
ENSACAP00000003528	ENSCAFP00000025742
ENSACAP00000019354	ENSCAFP00000022112
ENSACAP00000015983	ENSCAFP00000011253
ENSACAP00000011379	ENSCAFP00000029125
ENSACAP00000009909	ENSCAFP00000000330
ENSACAP00000016343	ENSCAFP00000010889
ENSACAP00000002415	ENSCAFP00000013756
ENSACAP00000015869	ENSCAFP00000001697
ENSACAP00000007139	ENSCAFP00000016515
ENSACAP00000013094	ENSCAFP00000031950
ENSACAP00000012483	ENSCAFP00000002716
ENSACAP00000020702	ENSCAFP00000001186
ENSACAP00000010825	ENSCAFP00000013738
ENSACAP00000009060	ENSCAFP00000000907
ENSACAP00000016819	ENSCAFP00000018229
ENSACAP00000006542	ENSCAFP00000007958
ENSACAP00000023353	ENSCAFP00000032366
ENSACAP00000008425	ENSCAFP00000028386
ENSACAP00000016174	ENSCAFP00000024883
ENSACAP00000008123	ENSCAFP00000003300
ENSACAP00000000212	ENSCAFP00000000218
ENSACAP00000009824	ENSCAFP00000002810
ENSACAP00000008348	ENSCAFP00000013822
ENSACAP00000002614	ENSCAFP00000002327
ENSACAP00000020002	ENSCAFP00000023193
ENSACAP00000013404	ENSCAFP00000036381
ENSACAP00000006550	ENSCAFP00000005050
ENSACAP00000007510	ENSCAFP00000012330
ENSACAP00000006948	ENSCAFP00000026888
ENSACAP00000014358	ENSCAFP00000022210
ENSACAP00000010741	ENSCAFP00000035204
ENSACAP00000003011	ENSCAFP00000017625
ENSACAP00000000203	ENSCAFP00000015421
ENSACAP00000022186	ENSCAFP00000002408
ENSACAP00000004615	ENSCAFP00000025394
ENSACAP00000007650	ENSCAFP00000027748
ENSACAP00000002234	ENSCAFP00000002907
ENSACAP00000013635	ENSCAFP00000009609
ENSACAP00000014722	ENSCAFP00000007191
ENSACAP00000021895	ENSCAFP00000033962
ENSACAP00000017416	ENSCAFP00000006591
ENSACAP00000006471	ENSCAFP00000006617
ENSACAP00000017321	ENSCAFP00000023408
ENSACAP00000003436	ENSCAFP00000025331
ENSACAP00000015411	ENSCAFP00000007061
ENSACAP00000004560	ENSCAFP00000000632
ENSACAP00000013998	ENSCAFP00000007322
ENSACAP00000007377	ENSCAFP00000011841
ENSACAP00000000679	ENSCAFP00000017021
ENSACAP00000012763	ENSCAFP00000031468
ENSACAP00000003147	ENSCAFP00000017168
ENSACAP00000003039	ENSCAFP00000015093
ENSACAP00000016617	ENSCAFP00000000383
ENSACAP00000014249	ENSCAFP00000018785
ENSACAP00000013601	ENSCAFP00000009652
ENSACAP00000004468	ENSCAFP00000015194
ENSACAP00000018089	ENSCAFP00000003492
ENSACAP00000001565	ENSCAFP00000001851
ENSACAP00000007100	ENSCAFP00000011084
ENSACAP00000013238	ENSCAFP00000007042
ENSACAP00000017451	ENSCAFP00000001353
ENSACAP00000007677	ENSCAFP00000014522
ENSACAP00000012079	ENSCAFP00000009921
ENSACAP00000006545	ENSCAFP00000042263
ENSACAP00000005067	ENSCAFP00000029813
ENSACAP00000004771	ENSCAFP00000020882
ENSACAP00000003053	ENSCAFP00000031556
ENSACAP00000002261	ENSCAFP00000013258
ENSACAP00000005859	ENSCAFP00000005620
ENSACAP00000006432	ENSCAFP00000024751
ENSACAP00000014511	ENSCAFP00000011706
ENSACAP00000016399	ENSCAFP00000015723
ENSACAP00000010268	ENSCAFP00000000283
ENSACAP00000016655	ENSCAFP00000023115
ENSACAP00000017158	ENSCAFP00000020859
ENSACAP00000007461	ENSCAFP00000038093
ENSACAP00000000012	ENSCAFP00000008672
ENSACAP00000018703	ENSCAFP00000028388
ENSACAP00000017529	ENSCAFP00000042477
ENSACAP00000017150	ENSCAFP00000004172
ENSACAP00000014078	ENSCAFP00000000816
ENSACAP00000014526	ENSCAFP00000033052
ENSACAP00000009816	ENSCAFP00000014144
ENSACAP00000002542	ENSCAFP00000002320
ENSACAP00000013615	ENSCAFP00000009713
ENSACAP00000013243	ENSCAFP00000023435
ENSACAP00000000042	ENSCAFP00000012717
ENSACAP00000022456	ENSCAFP00000005794
ENSACAP00000017313	ENSCAFP00000018391
ENSACAP00000000966	ENSCAFP00000041431
ENSACAP00000008328	ENSCAFP00000014382
ENSACAP00000000243	ENSCAFP00000003747
ENSACAP00000014687	ENSCAFP00000013767
ENSACAP00000004196	ENSCAFP00000019786
ENSACAP00000002548	ENSCAFP00000018798
ENSACAP00000016483	ENSCAFP00000037718
ENSACAP00000017064	ENSCAFP00000037639
ENSACAP00000010990	ENSCAFP00000025481
ENSACAP00000011615	ENSCAFP00000014568
ENSACAP00000005968	ENSCAFP00000012522
ENSACAP00000002030	ENSCAFP00000008250
ENSACAP00000023186	ENSCAFP00000000318
ENSACAP00000015453	ENSCAFP00000025287
ENSACAP00000004496	ENSCAFP00000007038
ENSACAP00000014269	ENSCAFP00000036910
ENSACAP00000012596	ENSCAFP00000002657
ENSACAP00000014070	ENSCAFP00000028760
ENSACAP00000001984	ENSCAFP00000016690
ENSACAP00000015347	ENSCAFP00000014415
ENSACAP00000002465	ENSCAFP00000013803
ENSACAP00000006510	ENSCAFP00000011144
ENSACAP00000000706	ENSCAFP00000007481
ENSACAP00000004125	ENSCAFP00000025455
ENSACAP00000016627	ENSCAFP00000003821
ENSACAP00000014952	ENSCAFP00000034839
ENSACAP00000014085	ENSCAFP00000018743
ENSACAP00000011755	ENSCAFP00000029326
ENSACAP00000009925	ENSCAFP00000019360
ENSACAP00000009333	ENSCAFP00000007787
ENSACAP00000007275	ENSCAFP00000006628
ENSACAP00000016663	ENSCAFP00000025086
ENSACAP00000018714	ENSCAFP00000016769
ENSACAP00000004823	ENSCAFP00000015395
ENSACAP00000015009	ENSCAFP00000024743
ENSACAP00000007927	ENSCAFP00000003245
ENSACAP00000009116	ENSCAFP00000003160
ENSACAP00000001281	ENSCAFP00000035560
ENSACAP00000009109	ENSCAFP00000016788
ENSACAP00000005764	ENSCAFP00000019606
ENSACAP00000022074	ENSCAFP00000020904
ENSACAP00000009014	ENSCAFP00000027953
ENSACAP00000012396	ENSCAFP00000019314
ENSACAP00000016729	ENSCAFP00000000354
ENSACAP00000012942	ENSCAFP00000005159
ENSACAP00000001425	ENSCAFP00000002634
ENSACAP00000012358	ENSCAFP00000023103
ENSACAP00000013841	ENSCAFP00000015359
ENSACAP00000012962	ENSCAFP00000026123
ENSACAP00000000417	ENSCAFP00000019419
ENSACAP00000012712	ENSCAFP00000019229
ENSACAP00000002038	ENSCAFP00000036558
ENSACAP00000007066	ENSCAFP00000026292
ENSACAP00000014440	ENSCAFP00000028397
ENSACAP00000007708	ENSCAFP00000026944
ENSACAP00000018411	ENSCAFP00000025195
ENSACAP00000008266	ENSCAFP00000039715
ENSACAP00000007473	ENSCAFP00000012666
ENSACAP00000007349	ENSCAFP00000002382
ENSACAP00000021037	ENSCAFP00000001232
ENSACAP00000001759	ENSCAFP00000028575
ENSACAP00000009096	ENSCAFP00000003634
ENSACAP00000017772	ENSCAFP00000031617
ENSACAP00000008007	ENSCAFP00000028921
ENSACAP00000001914	ENSCAFP00000011026
ENSACAP00000000576	ENSCAFP00000037527
ENSACAP00000020374	ENSCAFP00000021643
ENSACAP00000014913	ENSCAFP00000027487
ENSACAP00000003654	ENSCAFP00000004996
ENSACAP00000015856	ENSCAFP00000007311
ENSACAP00000015628	ENSCAFP00000002744
ENSACAP00000015663	ENSCAFP00000002718
ENSACAP00000005162	ENSCAFP00000004322
ENSACAP00000003013	ENSCAFP00000012985
ENSACAP00000013653	ENSCAFP00000016299
ENSACAP00000010369	ENSCAFP00000036038
ENSACAP00000014383	ENSCAFP00000027988
ENSACAP00000017314	ENSCAFP00000026442
ENSACAP00000016063	ENSCAFP00000005987
ENSACAP00000012070	ENSCAFP00000038424
ENSACAP00000002638	ENSCAFP00000026874
ENSACAP00000009081	ENSCAFP00000018018
ENSACAP00000005989	ENSCAFP00000007024
ENSACAP00000015894	ENSCAFP00000002182
ENSACAP00000008916	ENSCAFP00000012513
ENSACAP00000012727	ENSCAFP00000008737
ENSACAP00000011354	ENSCAFP00000030562
ENSACAP00000001386	ENSCAFP00000014785
ENSACAP00000010855	ENSCAFP00000014341
ENSACAP00000001406	ENSCAFP00000016482
ENSACAP00000005882	ENSCAFP00000011049
ENSACAP00000009648	ENSCAFP00000000960
ENSACAP00000005053	ENSCAFP00000010199
ENSACAP00000014865	ENSCAFP00000009831
ENSACAP00000008494	ENSCAFP00000011030
ENSACAP00000003317	ENSCAFP00000013371
ENSACAP00000015738	ENSCAFP00000002860
ENSACAP00000013835	ENSCAFP00000005807
ENSACAP00000014194	ENSCAFP00000014755
ENSACAP00000012502	ENSCAFP00000009333
ENSACAP00000012423	ENSCAFP00000028752
ENSACAP00000020359	ENSCAFP00000001181
ENSACAP00000000681	ENSCAFP00000021512
ENSACAP00000019267	ENSCAFP00000008269
ENSACAP00000006397	ENSCAFP00000040025
ENSACAP00000006350	ENSCAFP00000040397
ENSACAP00000007549	ENSCAFP00000000133
ENSACAP00000008906	ENSCAFP00000029650
ENSACAP00000015112	ENSCAFP00000020579
ENSACAP00000011324	ENSCAFP00000030301
ENSACAP00000014578	ENSCAFP00000010357
