ENSORLP00000011382	ENSDARP00000122973
ENSORLP00000015688	ENSDARP00000101191
ENSORLP00000013754	ENSDARP00000113801
ENSORLP00000008846	ENSDARP00000036893
ENSORLP00000013260	ENSDARP00000098560
ENSORLP00000019946	ENSDARP00000011155
ENSORLP00000013739	ENSDARP00000022486
ENSORLP00000012742	ENSDARP00000106616
ENSORLP00000020510	ENSDARP00000019087
ENSORLP00000018412	ENSDARP00000076002
ENSORLP00000021804	ENSDARP00000107390
ENSORLP00000021576	ENSDARP00000069275
ENSORLP00000015998	ENSDARP00000074797
ENSORLP00000021668	ENSDARP00000123958
ENSORLP00000017871	ENSDARP00000087003
ENSORLP00000005682	ENSDARP00000037121
ENSORLP00000015424	ENSDARP00000123093
ENSORLP00000023222	ENSDARP00000000748
ENSORLP00000013432	ENSDARP00000006873
ENSORLP00000002566	ENSDARP00000101204
ENSORLP00000012302	ENSDARP00000119169
ENSORLP00000012334	ENSDARP00000057735
ENSORLP00000003701	ENSDARP00000121323
ENSORLP00000018569	ENSDARP00000114284
ENSORLP00000005246	ENSDARP00000118698
ENSORLP00000020527	ENSDARP00000120347
ENSORLP00000000570	ENSDARP00000108405
ENSORLP00000011697	ENSDARP00000101408
ENSORLP00000008639	ENSDARP00000127739
ENSORLP00000020054	ENSDARP00000065118
ENSORLP00000012704	ENSDARP00000126440
ENSORLP00000016781	ENSDARP00000044370
ENSORLP00000015107	ENSDARP00000056543
ENSORLP00000011026	ENSDARP00000087133
ENSORLP00000016775	ENSDARP00000101877
ENSORLP00000020990	ENSDARP00000100378
ENSORLP00000008567	ENSDARP00000105606
ENSORLP00000013665	ENSDARP00000082438
ENSORLP00000008309	ENSDARP00000028924
ENSORLP00000015790	ENSDARP00000127120
ENSORLP00000020220	ENSDARP00000124923
ENSORLP00000023486	ENSDARP00000073110
ENSORLP00000021952	ENSDARP00000073658
ENSORLP00000009060	ENSDARP00000020000
ENSORLP00000009935	ENSDARP00000113850
ENSORLP00000021561	ENSDARP00000101760
ENSORLP00000011349	ENSDARP00000110955
ENSORLP00000010554	ENSDARP00000043125
ENSORLP00000015653	ENSDARP00000106580
ENSORLP00000009407	ENSDARP00000073959
ENSORLP00000007507	ENSDARP00000007186
ENSORLP00000002376	ENSDARP00000030718
ENSORLP00000020582	ENSDARP00000023293
ENSORLP00000023533	ENSDARP00000109007
ENSORLP00000005021	ENSDARP00000074529
ENSORLP00000020066	ENSDARP00000091084
ENSORLP00000009566	ENSDARP00000116091
ENSORLP00000025471	ENSDARP00000013960
ENSORLP00000007006	ENSDARP00000073468
ENSORLP00000017612	ENSDARP00000005772
ENSORLP00000010833	ENSDARP00000078285
ENSORLP00000002721	ENSDARP00000053683
ENSORLP00000008011	ENSDARP00000074907
ENSORLP00000013167	ENSDARP00000073367
ENSORLP00000023378	ENSDARP00000101307
ENSORLP00000011975	ENSDARP00000099592
ENSORLP00000011073	ENSDARP00000103890
ENSORLP00000000556	ENSDARP00000066677
ENSORLP00000019339	ENSDARP00000111926
ENSORLP00000012858	ENSDARP00000056522
ENSORLP00000002505	ENSDARP00000112428
ENSORLP00000014817	ENSDARP00000122149
ENSORLP00000007491	ENSDARP00000087565
ENSORLP00000009776	ENSDARP00000002483
ENSORLP00000022567	ENSDARP00000088646
ENSORLP00000016394	ENSDARP00000089645
ENSORLP00000010552	ENSDARP00000026726
ENSORLP00000024673	ENSDARP00000069945
ENSORLP00000012495	ENSDARP00000110892
ENSORLP00000019452	ENSDARP00000027703
ENSORLP00000023753	ENSDARP00000089585
ENSORLP00000011177	ENSDARP00000087966
ENSORLP00000010429	ENSDARP00000090285
ENSORLP00000006407	ENSDARP00000091415
ENSORLP00000010842	ENSDARP00000093185
ENSORLP00000010998	ENSDARP00000083017
ENSORLP00000000800	ENSDARP00000123346
ENSORLP00000021619	ENSDARP00000122328
ENSORLP00000009756	ENSDARP00000054580
ENSORLP00000009376	ENSDARP00000115648
ENSORLP00000013283	ENSDARP00000086016
ENSORLP00000020197	ENSDARP00000009248
ENSORLP00000016870	ENSDARP00000111967
ENSORLP00000017836	ENSDARP00000103866
ENSORLP00000010308	ENSDARP00000107114
ENSORLP00000003871	ENSDARP00000087386
ENSORLP00000006269	ENSDARP00000119225
ENSORLP00000012153	ENSDARP00000091347
ENSORLP00000022395	ENSDARP00000120829
ENSORLP00000011757	ENSDARP00000088115
ENSORLP00000004040	ENSDARP00000126856
ENSORLP00000019175	ENSDARP00000064077
ENSORLP00000006121	ENSDARP00000072426
ENSORLP00000004141	ENSDARP00000024471
ENSORLP00000004548	ENSDARP00000054597
ENSORLP00000013610	ENSDARP00000068226
ENSORLP00000017101	ENSDARP00000083002
ENSORLP00000021272	ENSDARP00000108364
ENSORLP00000016759	ENSDARP00000127790
ENSORLP00000021644	ENSDARP00000051665
ENSORLP00000017858	ENSDARP00000063550
ENSORLP00000007854	ENSDARP00000109769
ENSORLP00000020087	ENSDARP00000086614
ENSORLP00000023047	ENSDARP00000104731
ENSORLP00000008712	ENSDARP00000008977
ENSORLP00000003369	ENSDARP00000103131
ENSORLP00000016209	ENSDARP00000114731
ENSORLP00000022210	ENSDARP00000074851
ENSORLP00000003415	ENSDARP00000040170
ENSORLP00000004297	ENSDARP00000087834
ENSORLP00000022884	ENSDARP00000065858
ENSORLP00000000238	ENSDARP00000078136
ENSORLP00000019096	ENSDARP00000045176
ENSORLP00000019098	ENSDARP00000055472
ENSORLP00000011080	ENSDARP00000122058
ENSORLP00000015725	ENSDARP00000055170
ENSORLP00000001729	ENSDARP00000012720
ENSORLP00000012449	ENSDARP00000121375
ENSORLP00000007866	ENSDARP00000011428
ENSORLP00000009345	ENSDARP00000067931
ENSORLP00000018898	ENSDARP00000028641
ENSORLP00000011605	ENSDARP00000010419
ENSORLP00000020004	ENSDARP00000004932
ENSORLP00000003021	ENSDARP00000018197
ENSORLP00000009353	ENSDARP00000120093
ENSORLP00000021991	ENSDARP00000048394
ENSORLP00000022044	ENSDARP00000061954
ENSORLP00000024871	ENSDARP00000125663
ENSORLP00000006399	ENSDARP00000102663
ENSORLP00000010372	ENSDARP00000093820
ENSORLP00000018782	ENSDARP00000125623
ENSORLP00000010963	ENSDARP00000059319
ENSORLP00000010043	ENSDARP00000024096
ENSORLP00000016254	ENSDARP00000112026
ENSORLP00000012068	ENSDARP00000020283
ENSORLP00000005390	ENSDARP00000085982
ENSORLP00000022513	ENSDARP00000011866
ENSORLP00000015200	ENSDARP00000019419
ENSORLP00000006988	ENSDARP00000071683
ENSORLP00000018274	ENSDARP00000076538
ENSORLP00000003948	ENSDARP00000093469
ENSORLP00000021534	ENSDARP00000091500
ENSORLP00000002389	ENSDARP00000098790
ENSORLP00000002820	ENSDARP00000058551
ENSORLP00000015265	ENSDARP00000058058
ENSORLP00000019504	ENSDARP00000099232
ENSORLP00000009948	ENSDARP00000115356
ENSORLP00000021650	ENSDARP00000055323
ENSORLP00000012393	ENSDARP00000093139
ENSORLP00000011675	ENSDARP00000106302
ENSORLP00000020094	ENSDARP00000094806
ENSORLP00000010119	ENSDARP00000010745
ENSORLP00000019214	ENSDARP00000072599
ENSORLP00000008497	ENSDARP00000110212
ENSORLP00000024224	ENSDARP00000106315
ENSORLP00000001322	ENSDARP00000069762
ENSORLP00000010128	ENSDARP00000088594
ENSORLP00000005919	ENSDARP00000013993
ENSORLP00000019655	ENSDARP00000003281
ENSORLP00000019708	ENSDARP00000069637
ENSORLP00000008667	ENSDARP00000118661
ENSORLP00000009527	ENSDARP00000019575
ENSORLP00000012965	ENSDARP00000006495
ENSORLP00000010102	ENSDARP00000052520
ENSORLP00000020236	ENSDARP00000101834
ENSORLP00000014987	ENSDARP00000067888
ENSORLP00000022063	ENSDARP00000093770
ENSORLP00000003559	ENSDARP00000084749
ENSORLP00000004136	ENSDARP00000079474
ENSORLP00000006042	ENSDARP00000056962
ENSORLP00000023002	ENSDARP00000015367
ENSORLP00000005534	ENSDARP00000118182
ENSORLP00000021704	ENSDARP00000088317
ENSORLP00000010296	ENSDARP00000095133
ENSORLP00000008681	ENSDARP00000031559
ENSORLP00000013360	ENSDARP00000061852
ENSORLP00000013025	ENSDARP00000091884
ENSORLP00000019892	ENSDARP00000038591
ENSORLP00000011572	ENSDARP00000101636
ENSORLP00000014379	ENSDARP00000040954
ENSORLP00000021970	ENSDARP00000078311
ENSORLP00000023141	ENSDARP00000059139
ENSORLP00000016465	ENSDARP00000093754
ENSORLP00000002129	ENSDARP00000098505
ENSORLP00000005631	ENSDARP00000100165
ENSORLP00000005442	ENSDARP00000074395
ENSORLP00000013229	ENSDARP00000083566
ENSORLP00000024752	ENSDARP00000107838
ENSORLP00000008749	ENSDARP00000101331
ENSORLP00000011679	ENSDARP00000004018
ENSORLP00000003095	ENSDARP00000024532
ENSORLP00000007089	ENSDARP00000106658
ENSORLP00000008790	ENSDARP00000085288
ENSORLP00000018447	ENSDARP00000129223
ENSORLP00000010115	ENSDARP00000113737
ENSORLP00000001033	ENSDARP00000098193
ENSORLP00000020926	ENSDARP00000093977
ENSORLP00000010755	ENSDARP00000072241
ENSORLP00000019177	ENSDARP00000014581
ENSORLP00000001403	ENSDARP00000122112
ENSORLP00000003191	ENSDARP00000085966
ENSORLP00000019340	ENSDARP00000117099
ENSORLP00000006631	ENSDARP00000108440
ENSORLP00000015686	ENSDARP00000121254
ENSORLP00000002367	ENSDARP00000111163
ENSORLP00000012914	ENSDARP00000073910
ENSORLP00000007789	ENSDARP00000045564
ENSORLP00000015396	ENSDARP00000129602
ENSORLP00000008375	ENSDARP00000115419
ENSORLP00000000381	ENSDARP00000058369
ENSORLP00000005056	ENSDARP00000109736
ENSORLP00000005122	ENSDARP00000093662
ENSORLP00000019056	ENSDARP00000087219
ENSORLP00000024000	ENSDARP00000109027
ENSORLP00000018768	ENSDARP00000032448
ENSORLP00000000581	ENSDARP00000117843
ENSORLP00000000926	ENSDARP00000063720
ENSORLP00000011835	ENSDARP00000090977
ENSORLP00000004679	ENSDARP00000001051
ENSORLP00000006919	ENSDARP00000054006
ENSORLP00000013362	ENSDARP00000115491
ENSORLP00000000855	ENSDARP00000037339
ENSORLP00000007024	ENSDARP00000121626
ENSORLP00000009202	ENSDARP00000057866
ENSORLP00000013725	ENSDARP00000036949
ENSORLP00000017009	ENSDARP00000070580
ENSORLP00000020666	ENSDARP00000129510
ENSORLP00000003654	ENSDARP00000047895
ENSORLP00000022073	ENSDARP00000120021
ENSORLP00000012544	ENSDARP00000091395
ENSORLP00000005239	ENSDARP00000074512
ENSORLP00000011455	ENSDARP00000121706
ENSORLP00000016462	ENSDARP00000085674
ENSORLP00000008765	ENSDARP00000087041
ENSORLP00000003137	ENSDARP00000078889
ENSORLP00000007160	ENSDARP00000102277
ENSORLP00000012144	ENSDARP00000086172
ENSORLP00000003645	ENSDARP00000098718
ENSORLP00000015843	ENSDARP00000121845
ENSORLP00000005913	ENSDARP00000060970
ENSORLP00000011059	ENSDARP00000106714
ENSORLP00000010245	ENSDARP00000114663
ENSORLP00000002565	ENSDARP00000125954
ENSORLP00000000220	ENSDARP00000114939
ENSORLP00000016099	ENSDARP00000091972
ENSORLP00000010178	ENSDARP00000098087
ENSORLP00000015387	ENSDARP00000077321
ENSORLP00000022133	ENSDARP00000094372
ENSORLP00000016102	ENSDARP00000064026
ENSORLP00000020198	ENSDARP00000071771
ENSORLP00000015138	ENSDARP00000128771
ENSORLP00000025848	ENSDARP00000013509
ENSORLP00000008179	ENSDARP00000105125
ENSORLP00000018854	ENSDARP00000092401
ENSORLP00000025846	ENSDARP00000090736
ENSORLP00000009678	ENSDARP00000066758
ENSORLP00000001295	ENSDARP00000090595
ENSORLP00000014273	ENSDARP00000123832
ENSORLP00000001266	ENSDARP00000014968
ENSORLP00000007981	ENSDARP00000098955
ENSORLP00000025832	ENSDARP00000060416
ENSORLP00000013872	ENSDARP00000127594
ENSORLP00000009459	ENSDARP00000015430
ENSORLP00000021782	ENSDARP00000022009
ENSORLP00000015232	ENSDARP00000012861
ENSORLP00000005600	ENSDARP00000071589
ENSORLP00000018272	ENSDARP00000021993
ENSORLP00000014788	ENSDARP00000071581
ENSORLP00000013956	ENSDARP00000045582
ENSORLP00000012906	ENSDARP00000109572
ENSORLP00000007033	ENSDARP00000102789
ENSORLP00000002362	ENSDARP00000101018
ENSORLP00000016851	ENSDARP00000000004
ENSORLP00000023310	ENSDARP00000076420
ENSORLP00000005254	ENSDARP00000119995
ENSORLP00000005679	ENSDARP00000018371
ENSORLP00000014269	ENSDARP00000058776
ENSORLP00000001915	ENSDARP00000040700
ENSORLP00000015230	ENSDARP00000045244
ENSORLP00000022617	ENSDARP00000118972
ENSORLP00000015380	ENSDARP00000009928
ENSORLP00000008328	ENSDARP00000076787
ENSORLP00000007748	ENSDARP00000123798
ENSORLP00000022151	ENSDARP00000028710
ENSORLP00000006247	ENSDARP00000126878
ENSORLP00000002888	ENSDARP00000026757
ENSORLP00000020194	ENSDARP00000128498
ENSORLP00000015359	ENSDARP00000034007
ENSORLP00000025390	ENSDARP00000122574
ENSORLP00000020763	ENSDARP00000100773
ENSORLP00000012940	ENSDARP00000082128
ENSORLP00000006795	ENSDARP00000037261
ENSORLP00000000336	ENSDARP00000023050
ENSORLP00000007094	ENSDARP00000084260
ENSORLP00000014849	ENSDARP00000021474
ENSORLP00000004426	ENSDARP00000095224
ENSORLP00000015732	ENSDARP00000093602
ENSORLP00000015914	ENSDARP00000075077
ENSORLP00000020378	ENSDARP00000073773
ENSORLP00000000400	ENSDARP00000025140
ENSORLP00000014098	ENSDARP00000043482
ENSORLP00000008644	ENSDARP00000070982
ENSORLP00000012199	ENSDARP00000111684
ENSORLP00000006992	ENSDARP00000103254
ENSORLP00000010149	ENSDARP00000127668
ENSORLP00000016208	ENSDARP00000026697
ENSORLP00000019128	ENSDARP00000110548
ENSORLP00000006282	ENSDARP00000120476
ENSORLP00000019709	ENSDARP00000106114
ENSORLP00000019992	ENSDARP00000118737
ENSORLP00000008044	ENSDARP00000063328
ENSORLP00000017455	ENSDARP00000113588
ENSORLP00000009150	ENSDARP00000101878
ENSORLP00000014592	ENSDARP00000104442
ENSORLP00000013015	ENSDARP00000046879
ENSORLP00000011841	ENSDARP00000089275
ENSORLP00000023014	ENSDARP00000073770
ENSORLP00000014122	ENSDARP00000095300
ENSORLP00000014146	ENSDARP00000095301
ENSORLP00000011048	ENSDARP00000016158
ENSORLP00000005243	ENSDARP00000101294
ENSORLP00000004364	ENSDARP00000127688
ENSORLP00000010567	ENSDARP00000050444
ENSORLP00000003207	ENSDARP00000101218
ENSORLP00000007029	ENSDARP00000101787
ENSORLP00000010482	ENSDARP00000115995
ENSORLP00000011628	ENSDARP00000112273
ENSORLP00000010855	ENSDARP00000125027
ENSORLP00000010906	ENSDARP00000100117
ENSORLP00000018286	ENSDARP00000068272
ENSORLP00000011622	ENSDARP00000034778
ENSORLP00000004294	ENSDARP00000093333
ENSORLP00000025567	ENSDARP00000103599
ENSORLP00000022068	ENSDARP00000007117
ENSORLP00000024150	ENSDARP00000119224
ENSORLP00000019702	ENSDARP00000107220
ENSORLP00000016792	ENSDARP00000015325
ENSORLP00000013777	ENSDARP00000109921
ENSORLP00000002595	ENSDARP00000072456
ENSORLP00000018302	ENSDARP00000062854
ENSORLP00000006860	ENSDARP00000054459
ENSORLP00000008003	ENSDARP00000103913
ENSORLP00000015554	ENSDARP00000029174
ENSORLP00000012370	ENSDARP00000121364
ENSORLP00000006797	ENSDARP00000021118
ENSORLP00000002878	ENSDARP00000111994
ENSORLP00000015259	ENSDARP00000006762
ENSORLP00000021053	ENSDARP00000019930
ENSORLP00000011946	ENSDARP00000107477
ENSORLP00000012627	ENSDARP00000122330
ENSORLP00000006822	ENSDARP00000106187
ENSORLP00000014099	ENSDARP00000129430
ENSORLP00000025401	ENSDARP00000106814
ENSORLP00000019285	ENSDARP00000057621
ENSORLP00000015837	ENSDARP00000028496
ENSORLP00000009906	ENSDARP00000069140
ENSORLP00000007068	ENSDARP00000003738
ENSORLP00000002352	ENSDARP00000113905
ENSORLP00000023700	ENSDARP00000120742
ENSORLP00000008004	ENSDARP00000032456
ENSORLP00000000553	ENSDARP00000037871
ENSORLP00000001972	ENSDARP00000059365
ENSORLP00000022417	ENSDARP00000015917
ENSORLP00000025241	ENSDARP00000024900
ENSORLP00000001793	ENSDARP00000011271
ENSORLP00000000945	ENSDARP00000092223
ENSORLP00000004064	ENSDARP00000085223
ENSORLP00000006133	ENSDARP00000113546
ENSORLP00000017659	ENSDARP00000099657
ENSORLP00000006502	ENSDARP00000062602
ENSORLP00000002027	ENSDARP00000010772
ENSORLP00000000772	ENSDARP00000011289
ENSORLP00000006273	ENSDARP00000031172
ENSORLP00000016293	ENSDARP00000058935
ENSORLP00000019064	ENSDARP00000105358
ENSORLP00000019006	ENSDARP00000096745
ENSORLP00000002699	ENSDARP00000099574
ENSORLP00000017521	ENSDARP00000048022
ENSORLP00000000888	ENSDARP00000006267
ENSORLP00000011034	ENSDARP00000066453
ENSORLP00000003347	ENSDARP00000001281
ENSORLP00000014092	ENSDARP00000106817
ENSORLP00000015815	ENSDARP00000103186
ENSORLP00000006085	ENSDARP00000127267
ENSORLP00000016050	ENSDARP00000116232
ENSORLP00000007816	ENSDARP00000054618
ENSORLP00000020847	ENSDARP00000011444
ENSORLP00000015650	ENSDARP00000053075
ENSORLP00000005273	ENSDARP00000011292
ENSORLP00000018809	ENSDARP00000094733
ENSORLP00000023899	ENSDARP00000048182
ENSORLP00000000502	ENSDARP00000012201
ENSORLP00000012129	ENSDARP00000123512
ENSORLP00000024802	ENSDARP00000041633
ENSORLP00000018439	ENSDARP00000060531
ENSORLP00000010391	ENSDARP00000109996
ENSORLP00000004478	ENSDARP00000058554
ENSORLP00000006537	ENSDARP00000128116
ENSORLP00000023195	ENSDARP00000039450
ENSORLP00000001357	ENSDARP00000055338
ENSORLP00000014466	ENSDARP00000005530
ENSORLP00000011341	ENSDARP00000074492
ENSORLP00000013347	ENSDARP00000068605
ENSORLP00000008221	ENSDARP00000103047
ENSORLP00000011469	ENSDARP00000107565
ENSORLP00000000499	ENSDARP00000089063
ENSORLP00000010016	ENSDARP00000084834
ENSORLP00000010026	ENSDARP00000084550
ENSORLP00000017034	ENSDARP00000104039
ENSORLP00000018317	ENSDARP00000072130
ENSORLP00000005883	ENSDARP00000087158
ENSORLP00000000669	ENSDARP00000124236
ENSORLP00000020214	ENSDARP00000106093
ENSORLP00000008445	ENSDARP00000122495
ENSORLP00000022359	ENSDARP00000081460
ENSORLP00000011977	ENSDARP00000103682
ENSORLP00000018336	ENSDARP00000098415
ENSORLP00000016200	ENSDARP00000106012
ENSORLP00000020827	ENSDARP00000126312
ENSORLP00000010979	ENSDARP00000102007
ENSORLP00000019404	ENSDARP00000025800
ENSORLP00000016443	ENSDARP00000087318
ENSORLP00000009210	ENSDARP00000127541
ENSORLP00000005967	ENSDARP00000025106
ENSORLP00000020295	ENSDARP00000121537
ENSORLP00000012039	ENSDARP00000075786
ENSORLP00000019987	ENSDARP00000043865
ENSORLP00000025674	ENSDARP00000124331
ENSORLP00000025658	ENSDARP00000104082
ENSORLP00000011141	ENSDARP00000074744
ENSORLP00000017336	ENSDARP00000102655
ENSORLP00000020188	ENSDARP00000065330
ENSORLP00000001960	ENSDARP00000072797
ENSORLP00000022402	ENSDARP00000119304
ENSORLP00000010212	ENSDARP00000110658
ENSORLP00000012927	ENSDARP00000101271
ENSORLP00000015767	ENSDARP00000128983
ENSORLP00000009030	ENSDARP00000127571
ENSORLP00000014618	ENSDARP00000105117
ENSORLP00000009346	ENSDARP00000114046
ENSORLP00000003053	ENSDARP00000111775
ENSORLP00000005422	ENSDARP00000110643
ENSORLP00000019843	ENSDARP00000103111
ENSORLP00000008717	ENSDARP00000098230
ENSORLP00000005497	ENSDARP00000003850
ENSORLP00000002306	ENSDARP00000069541
ENSORLP00000001140	ENSDARP00000049176
ENSORLP00000020394	ENSDARP00000042254
ENSORLP00000005508	ENSDARP00000012152
ENSORLP00000003885	ENSDARP00000023635
ENSORLP00000016902	ENSDARP00000119264
ENSORLP00000019329	ENSDARP00000106650
ENSORLP00000008010	ENSDARP00000099537
ENSORLP00000006581	ENSDARP00000129752
ENSORLP00000008369	ENSDARP00000111982
ENSORLP00000025402	ENSDARP00000041396
ENSORLP00000020686	ENSDARP00000056868
ENSORLP00000011402	ENSDARP00000038667
ENSORLP00000012460	ENSDARP00000019390
ENSORLP00000024053	ENSDARP00000084821
ENSORLP00000005236	ENSDARP00000003991
ENSORLP00000022745	ENSDARP00000114915
ENSORLP00000019984	ENSDARP00000077724
ENSORLP00000019733	ENSDARP00000100728
ENSORLP00000020569	ENSDARP00000109390
ENSORLP00000006341	ENSDARP00000110556
ENSORLP00000020862	ENSDARP00000129867
ENSORLP00000014050	ENSDARP00000101607
ENSORLP00000021802	ENSDARP00000087453
ENSORLP00000018023	ENSDARP00000123505
ENSORLP00000005546	ENSDARP00000123328
ENSORLP00000003676	ENSDARP00000121285
ENSORLP00000008526	ENSDARP00000128656
ENSORLP00000013930	ENSDARP00000104876
ENSORLP00000001967	ENSDARP00000072078
ENSORLP00000006583	ENSDARP00000082073
ENSORLP00000012779	ENSDARP00000094504
ENSORLP00000003673	ENSDARP00000051806
ENSORLP00000005986	ENSDARP00000107517
ENSORLP00000012093	ENSDARP00000117320
ENSORLP00000022686	ENSDARP00000029427
ENSORLP00000014493	ENSDARP00000016596
ENSORLP00000010909	ENSDARP00000126174
ENSORLP00000018776	ENSDARP00000115088
ENSORLP00000014296	ENSDARP00000049009
ENSORLP00000012051	ENSDARP00000041589
ENSORLP00000011339	ENSDARP00000046526
ENSORLP00000013949	ENSDARP00000127387
ENSORLP00000021489	ENSDARP00000093332
ENSORLP00000025588	ENSDARP00000050849
ENSORLP00000012769	ENSDARP00000045668
ENSORLP00000005793	ENSDARP00000113661
ENSORLP00000025795	ENSDARP00000111960
ENSORLP00000020983	ENSDARP00000087416
ENSORLP00000007563	ENSDARP00000012411
ENSORLP00000017991	ENSDARP00000090999
ENSORLP00000020728	ENSDARP00000094810
ENSORLP00000014895	ENSDARP00000083866
ENSORLP00000011900	ENSDARP00000083861
ENSORLP00000007902	ENSDARP00000108772
ENSORLP00000006345	ENSDARP00000082411
ENSORLP00000010305	ENSDARP00000105921
ENSORLP00000024811	ENSDARP00000007655
ENSORLP00000012733	ENSDARP00000094772
ENSORLP00000018038	ENSDARP00000103094
ENSORLP00000006377	ENSDARP00000017502
ENSORLP00000000565	ENSDARP00000051185
ENSORLP00000015007	ENSDARP00000093927
ENSORLP00000016193	ENSDARP00000064725
ENSORLP00000007881	ENSDARP00000101129
ENSORLP00000010638	ENSDARP00000109285
ENSORLP00000024345	ENSDARP00000067447
ENSORLP00000016574	ENSDARP00000018064
ENSORLP00000023513	ENSDARP00000074190
ENSORLP00000020346	ENSDARP00000123183
ENSORLP00000007073	ENSDARP00000021253
ENSORLP00000000711	ENSDARP00000054822
ENSORLP00000006562	ENSDARP00000094802
ENSORLP00000011935	ENSDARP00000077256
ENSORLP00000003005	ENSDARP00000073752
ENSORLP00000002035	ENSDARP00000113323
ENSORLP00000002178	ENSDARP00000100116
ENSORLP00000012347	ENSDARP00000091365
ENSORLP00000017025	ENSDARP00000103524
ENSORLP00000008237	ENSDARP00000116609
ENSORLP00000002917	ENSDARP00000013759
ENSORLP00000002081	ENSDARP00000039879
ENSORLP00000017941	ENSDARP00000041608
ENSORLP00000008019	ENSDARP00000037712
ENSORLP00000018106	ENSDARP00000061913
ENSORLP00000021416	ENSDARP00000020770
ENSORLP00000007827	ENSDARP00000104466
ENSORLP00000002160	ENSDARP00000070824
ENSORLP00000008502	ENSDARP00000032264
ENSORLP00000011510	ENSDARP00000115900
ENSORLP00000018108	ENSDARP00000041713
ENSORLP00000005181	ENSDARP00000020867
ENSORLP00000009831	ENSDARP00000087620
ENSORLP00000003480	ENSDARP00000021697
ENSORLP00000008588	ENSDARP00000087617
ENSORLP00000009603	ENSDARP00000117820
