ENSLOCP00000009128	ENSMGAP00000004951
ENSLOCP00000003103	ENSMGAP00000000402
ENSLOCP00000003263	ENSMGAP00000015144
ENSLOCP00000002966	ENSMGAP00000009393
ENSLOCP00000013149	ENSMGAP00000009074
ENSLOCP00000008084	ENSMGAP00000002614
ENSLOCP00000004920	ENSMGAP00000017667
ENSLOCP00000017316	ENSMGAP00000012381
ENSLOCP00000011921	ENSMGAP00000011841
ENSLOCP00000013274	ENSMGAP00000003649
ENSLOCP00000015509	ENSMGAP00000010597
ENSLOCP00000007657	ENSMGAP00000002082
ENSLOCP00000019895	ENSMGAP00000019772
ENSLOCP00000004097	ENSMGAP00000015789
ENSLOCP00000002772	ENSMGAP00000012602
ENSLOCP00000011424	ENSMGAP00000015233
ENSLOCP00000007064	ENSMGAP00000001937
ENSLOCP00000011679	ENSMGAP00000007252
ENSLOCP00000015542	ENSMGAP00000000396
ENSLOCP00000015277	ENSMGAP00000007106
ENSLOCP00000012075	ENSMGAP00000015737
ENSLOCP00000000813	ENSMGAP00000009840
ENSLOCP00000009666	ENSMGAP00000010777
ENSLOCP00000008113	ENSMGAP00000016088
ENSLOCP00000017376	ENSMGAP00000012525
ENSLOCP00000018940	ENSMGAP00000014409
ENSLOCP00000017609	ENSMGAP00000010882
ENSLOCP00000013227	ENSMGAP00000004913
ENSLOCP00000014125	ENSMGAP00000004813
ENSLOCP00000001838	ENSMGAP00000010503
ENSLOCP00000002962	ENSMGAP00000010628
ENSLOCP00000010450	ENSMGAP00000018261
ENSLOCP00000016723	ENSMGAP00000006235
ENSLOCP00000005348	ENSMGAP00000005646
ENSLOCP00000001908	ENSMGAP00000003569
ENSLOCP00000002105	ENSMGAP00000018863
ENSLOCP00000003347	ENSMGAP00000010973
ENSLOCP00000020568	ENSMGAP00000011946
ENSLOCP00000009151	ENSMGAP00000017832
ENSLOCP00000013460	ENSMGAP00000009966
ENSLOCP00000017197	ENSMGAP00000004713
ENSLOCP00000002012	ENSMGAP00000015175
ENSLOCP00000022407	ENSMGAP00000016373
ENSLOCP00000020924	ENSMGAP00000014453
ENSLOCP00000019441	ENSMGAP00000008949
ENSLOCP00000008031	ENSMGAP00000003065
ENSLOCP00000008516	ENSMGAP00000014916
ENSLOCP00000011043	ENSMGAP00000016461
ENSLOCP00000020169	ENSMGAP00000015068
ENSLOCP00000000807	ENSMGAP00000003778
ENSLOCP00000008421	ENSMGAP00000009483
ENSLOCP00000020167	ENSMGAP00000015069
ENSLOCP00000012295	ENSMGAP00000015767
ENSLOCP00000012285	ENSMGAP00000015772
ENSLOCP00000005140	ENSMGAP00000008552
ENSLOCP00000013816	ENSMGAP00000014508
ENSLOCP00000013735	ENSMGAP00000018368
ENSLOCP00000013449	ENSMGAP00000013822
ENSLOCP00000006181	ENSMGAP00000007654
ENSLOCP00000003148	ENSMGAP00000012365
ENSLOCP00000001086	ENSMGAP00000006906
ENSLOCP00000009464	ENSMGAP00000014934
ENSLOCP00000006489	ENSMGAP00000001401
ENSLOCP00000003947	ENSMGAP00000006513
ENSLOCP00000006065	ENSMGAP00000006157
ENSLOCP00000006858	ENSMGAP00000016097
ENSLOCP00000017921	ENSMGAP00000007451
ENSLOCP00000016541	ENSMGAP00000006120
ENSLOCP00000009019	ENSMGAP00000005148
ENSLOCP00000001778	ENSMGAP00000003159
ENSLOCP00000010343	ENSMGAP00000008084
ENSLOCP00000005080	ENSMGAP00000008515
ENSLOCP00000011956	ENSMGAP00000002996
ENSLOCP00000001998	ENSMGAP00000011465
ENSLOCP00000004985	ENSMGAP00000016018
ENSLOCP00000010342	ENSMGAP00000000582
ENSLOCP00000001425	ENSMGAP00000011756
ENSLOCP00000013636	ENSMGAP00000015074
ENSLOCP00000019032	ENSMGAP00000012668
ENSLOCP00000014091	ENSMGAP00000010751
ENSLOCP00000009948	ENSMGAP00000011031
ENSLOCP00000014553	ENSMGAP00000004429
ENSLOCP00000007003	ENSMGAP00000008708
ENSLOCP00000012228	ENSMGAP00000009942
ENSLOCP00000011630	ENSMGAP00000009834
ENSLOCP00000002815	ENSMGAP00000011602
ENSLOCP00000016440	ENSMGAP00000006562
ENSLOCP00000007490	ENSMGAP00000011647
ENSLOCP00000019916	ENSMGAP00000010719
ENSLOCP00000008670	ENSMGAP00000003451
ENSLOCP00000008952	ENSMGAP00000014948
ENSLOCP00000011725	ENSMGAP00000011735
ENSLOCP00000018551	ENSMGAP00000010964
ENSLOCP00000006404	ENSMGAP00000007958
ENSLOCP00000001788	ENSMGAP00000001231
ENSLOCP00000007013	ENSMGAP00000004568
ENSLOCP00000019112	ENSMGAP00000005509
ENSLOCP00000020782	ENSMGAP00000014796
ENSLOCP00000010907	ENSMGAP00000002186
ENSLOCP00000009331	ENSMGAP00000014966
ENSLOCP00000014798	ENSMGAP00000017895
ENSLOCP00000020362	ENSMGAP00000015104
ENSLOCP00000021272	ENSMGAP00000018791
ENSLOCP00000013196	ENSMGAP00000016052
ENSLOCP00000012184	ENSMGAP00000015581
ENSLOCP00000016583	ENSMGAP00000004144
ENSLOCP00000016348	ENSMGAP00000007691
ENSLOCP00000004572	ENSMGAP00000002187
ENSLOCP00000012068	ENSMGAP00000014152
ENSLOCP00000005599	ENSMGAP00000008484
ENSLOCP00000007978	ENSMGAP00000004460
ENSLOCP00000018900	ENSMGAP00000001320
ENSLOCP00000020306	ENSMGAP00000010407
ENSLOCP00000013563	ENSMGAP00000007914
ENSLOCP00000012411	ENSMGAP00000009628
ENSLOCP00000020230	ENSMGAP00000011771
ENSLOCP00000019139	ENSMGAP00000019682
ENSLOCP00000001806	ENSMGAP00000002983
ENSLOCP00000013616	ENSMGAP00000009938
ENSLOCP00000013981	ENSMGAP00000009858
ENSLOCP00000006928	ENSMGAP00000006133
ENSLOCP00000011695	ENSMGAP00000015213
ENSLOCP00000009231	ENSMGAP00000003838
ENSLOCP00000002893	ENSMGAP00000010556
ENSLOCP00000006824	ENSMGAP00000006531
ENSLOCP00000013146	ENSMGAP00000004562
ENSLOCP00000004693	ENSMGAP00000008270
ENSLOCP00000009506	ENSMGAP00000001856
ENSLOCP00000008821	ENSMGAP00000004539
ENSLOCP00000002852	ENSMGAP00000009638
ENSLOCP00000001715	ENSMGAP00000003615
ENSLOCP00000014281	ENSMGAP00000012062
ENSLOCP00000007117	ENSMGAP00000005078
ENSLOCP00000017202	ENSMGAP00000009287
ENSLOCP00000003854	ENSMGAP00000011154
ENSLOCP00000005322	ENSMGAP00000005290
ENSLOCP00000013736	ENSMGAP00000007148
ENSLOCP00000018691	ENSMGAP00000000918
ENSLOCP00000003327	ENSMGAP00000008229
ENSLOCP00000007009	ENSMGAP00000005812
ENSLOCP00000005451	ENSMGAP00000000399
ENSLOCP00000016910	ENSMGAP00000004799
ENSLOCP00000000999	ENSMGAP00000010016
ENSLOCP00000012922	ENSMGAP00000013452
ENSLOCP00000011733	ENSMGAP00000007230
ENSLOCP00000002819	ENSMGAP00000012616
ENSLOCP00000018761	ENSMGAP00000014539
ENSLOCP00000003846	ENSMGAP00000011874
ENSLOCP00000020462	ENSMGAP00000014503
ENSLOCP00000013229	ENSMGAP00000005998
ENSLOCP00000007137	ENSMGAP00000009269
ENSLOCP00000017693	ENSMGAP00000008575
ENSLOCP00000019391	ENSMGAP00000012924
ENSLOCP00000009135	ENSMGAP00000010258
ENSLOCP00000013389	ENSMGAP00000009864
ENSLOCP00000014870	ENSMGAP00000018296
ENSLOCP00000019874	ENSMGAP00000019614
ENSLOCP00000001620	ENSMGAP00000003653
ENSLOCP00000013917	ENSMGAP00000013211
ENSLOCP00000016983	ENSMGAP00000008207
ENSLOCP00000001993	ENSMGAP00000001765
ENSLOCP00000021139	ENSMGAP00000014644
ENSLOCP00000014911	ENSMGAP00000011481
ENSLOCP00000011469	ENSMGAP00000003679
ENSLOCP00000003030	ENSMGAP00000002356
ENSLOCP00000003512	ENSMGAP00000005216
ENSLOCP00000008157	ENSMGAP00000009062
ENSLOCP00000000511	ENSMGAP00000003497
ENSLOCP00000016179	ENSMGAP00000002920
ENSLOCP00000007458	ENSMGAP00000008618
ENSLOCP00000011968	ENSMGAP00000002159
ENSLOCP00000003269	ENSMGAP00000003507
ENSLOCP00000021444	ENSMGAP00000016715
ENSLOCP00000007512	ENSMGAP00000002388
ENSLOCP00000009883	ENSMGAP00000001509
ENSLOCP00000006762	ENSMGAP00000011517
ENSLOCP00000011852	ENSMGAP00000017536
ENSLOCP00000019564	ENSMGAP00000008745
ENSLOCP00000012768	ENSMGAP00000009152
ENSLOCP00000006944	ENSMGAP00000006117
ENSLOCP00000005645	ENSMGAP00000008371
ENSLOCP00000018564	ENSMGAP00000014576
ENSLOCP00000000253	ENSMGAP00000009327
ENSLOCP00000012436	ENSMGAP00000015599
ENSLOCP00000019962	ENSMGAP00000013156
ENSLOCP00000013872	ENSMGAP00000000691
ENSLOCP00000020166	ENSMGAP00000014914
ENSLOCP00000014800	ENSMGAP00000012337
ENSLOCP00000007654	ENSMGAP00000009500
ENSLOCP00000004184	ENSMGAP00000011878
ENSLOCP00000009092	ENSMGAP00000003784
ENSLOCP00000002909	ENSMGAP00000012641
ENSLOCP00000008090	ENSMGAP00000009289
ENSLOCP00000016301	ENSMGAP00000003484
ENSLOCP00000007075	ENSMGAP00000007522
ENSLOCP00000003717	ENSMGAP00000015786
ENSLOCP00000018648	ENSMGAP00000003471
ENSLOCP00000013828	ENSMGAP00000017309
ENSLOCP00000020117	ENSMGAP00000013349
ENSLOCP00000015882	ENSMGAP00000019671
ENSLOCP00000018924	ENSMGAP00000010815
ENSLOCP00000014823	ENSMGAP00000007206
ENSLOCP00000007802	ENSMGAP00000004135
ENSLOCP00000007183	ENSMGAP00000002743
ENSLOCP00000020928	ENSMGAP00000013868
ENSLOCP00000015386	ENSMGAP00000003460
ENSLOCP00000005237	ENSMGAP00000001555
ENSLOCP00000005794	ENSMGAP00000017807
ENSLOCP00000011607	ENSMGAP00000017743
ENSLOCP00000003340	ENSMGAP00000010797
ENSLOCP00000001670	ENSMGAP00000000209
ENSLOCP00000020561	ENSMGAP00000014185
ENSLOCP00000008873	ENSMGAP00000007405
ENSLOCP00000002981	ENSMGAP00000019582
ENSLOCP00000001934	ENSMGAP00000002145
ENSLOCP00000011338	ENSMGAP00000004735
ENSLOCP00000010972	ENSMGAP00000016810
ENSLOCP00000014059	ENSMGAP00000007428
ENSLOCP00000012855	ENSMGAP00000002603
ENSLOCP00000008166	ENSMGAP00000019035
ENSLOCP00000018669	ENSMGAP00000018102
ENSLOCP00000002134	ENSMGAP00000013781
ENSLOCP00000010909	ENSMGAP00000007374
ENSLOCP00000005187	ENSMGAP00000000135
ENSLOCP00000016110	ENSMGAP00000019218
ENSLOCP00000003362	ENSMGAP00000019572
ENSLOCP00000004900	ENSMGAP00000007202
ENSLOCP00000009902	ENSMGAP00000014749
ENSLOCP00000015286	ENSMGAP00000010538
ENSLOCP00000005069	ENSMGAP00000001317
ENSLOCP00000007127	ENSMGAP00000002262
ENSLOCP00000004043	ENSMGAP00000009473
ENSLOCP00000009868	ENSMGAP00000002894
ENSLOCP00000000646	ENSMGAP00000001308
ENSLOCP00000002993	ENSMGAP00000004521
ENSLOCP00000020985	ENSMGAP00000014157
ENSLOCP00000017801	ENSMGAP00000010017
ENSLOCP00000014828	ENSMGAP00000001598
ENSLOCP00000002331	ENSMGAP00000000476
ENSLOCP00000012475	ENSMGAP00000008527
ENSLOCP00000011687	ENSMGAP00000006032
ENSLOCP00000015455	ENSMGAP00000006565
ENSLOCP00000015429	ENSMGAP00000011234
ENSLOCP00000015768	ENSMGAP00000007218
ENSLOCP00000014609	ENSMGAP00000004125
ENSLOCP00000016818	ENSMGAP00000005938
ENSLOCP00000018531	ENSMGAP00000004548
ENSLOCP00000004411	ENSMGAP00000015534
ENSLOCP00000006636	ENSMGAP00000018675
ENSLOCP00000003339	ENSMGAP00000016485
ENSLOCP00000003153	ENSMGAP00000001473
ENSLOCP00000009886	ENSMGAP00000008989
ENSLOCP00000020190	ENSMGAP00000015071
ENSLOCP00000009110	ENSMGAP00000015268
ENSLOCP00000016532	ENSMGAP00000003747
ENSLOCP00000017243	ENSMGAP00000010508
ENSLOCP00000022094	ENSMGAP00000016601
ENSLOCP00000022379	ENSMGAP00000002431
ENSLOCP00000011160	ENSMGAP00000006888
ENSLOCP00000004814	ENSMGAP00000007784
ENSLOCP00000012999	ENSMGAP00000009457
ENSLOCP00000005990	ENSMGAP00000004615
ENSLOCP00000014079	ENSMGAP00000009139
ENSLOCP00000017739	ENSMGAP00000008942
ENSLOCP00000019482	ENSMGAP00000006928
ENSLOCP00000001810	ENSMGAP00000001301
ENSLOCP00000001994	ENSMGAP00000006978
ENSLOCP00000001537	ENSMGAP00000000915
ENSLOCP00000006832	ENSMGAP00000011461
ENSLOCP00000001883	ENSMGAP00000001695
ENSLOCP00000018022	ENSMGAP00000014160
ENSLOCP00000012401	ENSMGAP00000000890
ENSLOCP00000010126	ENSMGAP00000002547
ENSLOCP00000003100	ENSMGAP00000001331
ENSLOCP00000020695	ENSMGAP00000014880
ENSLOCP00000012412	ENSMGAP00000013499
ENSLOCP00000018584	ENSMGAP00000011138
ENSLOCP00000015733	ENSMGAP00000012253
ENSLOCP00000008736	ENSMGAP00000001767
ENSLOCP00000004474	ENSMGAP00000012043
ENSLOCP00000019571	ENSMGAP00000011147
ENSLOCP00000016041	ENSMGAP00000013902
ENSLOCP00000020073	ENSMGAP00000002309
ENSLOCP00000016392	ENSMGAP00000006330
ENSLOCP00000019535	ENSMGAP00000008607
ENSLOCP00000003025	ENSMGAP00000013505
ENSLOCP00000013336	ENSMGAP00000007599
ENSLOCP00000008635	ENSMGAP00000009440
ENSLOCP00000012073	ENSMGAP00000005091
ENSLOCP00000018477	ENSMGAP00000000867
ENSLOCP00000010296	ENSMGAP00000000835
ENSLOCP00000011431	ENSMGAP00000013927
ENSLOCP00000006145	ENSMGAP00000008832
ENSLOCP00000019890	ENSMGAP00000014350
ENSLOCP00000003343	ENSMGAP00000010572
ENSLOCP00000004961	ENSMGAP00000011062
ENSLOCP00000012361	ENSMGAP00000012625
ENSLOCP00000017515	ENSMGAP00000002554
ENSLOCP00000021520	ENSMGAP00000016425
ENSLOCP00000018736	ENSMGAP00000000197
ENSLOCP00000019008	ENSMGAP00000013610
ENSLOCP00000016162	ENSMGAP00000003074
ENSLOCP00000012000	ENSMGAP00000003392
ENSLOCP00000014482	ENSMGAP00000001289
ENSLOCP00000013133	ENSMGAP00000008121
ENSLOCP00000003077	ENSMGAP00000015622
ENSLOCP00000018741	ENSMGAP00000007955
ENSLOCP00000016984	ENSMGAP00000006195
ENSLOCP00000012703	ENSMGAP00000017468
ENSLOCP00000006211	ENSMGAP00000003060
ENSLOCP00000015163	ENSMGAP00000003452
ENSLOCP00000019036	ENSMGAP00000017929
ENSLOCP00000002866	ENSMGAP00000009595
ENSLOCP00000008338	ENSMGAP00000001773
ENSLOCP00000004541	ENSMGAP00000002310
ENSLOCP00000005061	ENSMGAP00000000888
ENSLOCP00000008900	ENSMGAP00000013572
ENSLOCP00000003975	ENSMGAP00000003488
ENSLOCP00000003197	ENSMGAP00000007183
ENSLOCP00000020412	ENSMGAP00000014029
ENSLOCP00000005146	ENSMGAP00000000392
ENSLOCP00000019136	ENSMGAP00000001912
ENSLOCP00000011723	ENSMGAP00000010037
ENSLOCP00000018356	ENSMGAP00000001260
ENSLOCP00000001102	ENSMGAP00000014015
ENSLOCP00000011666	ENSMGAP00000019145
ENSLOCP00000015765	ENSMGAP00000008344
ENSLOCP00000002215	ENSMGAP00000006188
ENSLOCP00000019614	ENSMGAP00000011727
ENSLOCP00000001764	ENSMGAP00000009619
ENSLOCP00000002449	ENSMGAP00000010862
ENSLOCP00000010074	ENSMGAP00000012095
ENSLOCP00000012820	ENSMGAP00000015255
ENSLOCP00000004869	ENSMGAP00000011094
ENSLOCP00000013311	ENSMGAP00000007567
ENSLOCP00000017806	ENSMGAP00000000861
ENSLOCP00000019282	ENSMGAP00000003810
ENSLOCP00000014512	ENSMGAP00000002680
ENSLOCP00000015167	ENSMGAP00000019519
ENSLOCP00000009287	ENSMGAP00000013676
ENSLOCP00000004908	ENSMGAP00000000283
ENSLOCP00000016544	ENSMGAP00000000674
ENSLOCP00000021904	ENSMGAP00000016516
ENSLOCP00000004488	ENSMGAP00000015459
ENSLOCP00000020024	ENSMGAP00000013010
ENSLOCP00000020859	ENSMGAP00000014751
ENSLOCP00000007832	ENSMGAP00000005293
ENSLOCP00000000434	ENSMGAP00000004116
ENSLOCP00000012948	ENSMGAP00000004317
ENSLOCP00000005193	ENSMGAP00000004090
ENSLOCP00000010194	ENSMGAP00000009202
ENSLOCP00000001695	ENSMGAP00000004514
ENSLOCP00000007926	ENSMGAP00000005969
ENSLOCP00000010024	ENSMGAP00000010632
ENSLOCP00000012287	ENSMGAP00000012707
ENSLOCP00000010787	ENSMGAP00000015299
ENSLOCP00000009015	ENSMGAP00000005441
ENSLOCP00000005707	ENSMGAP00000018918
ENSLOCP00000007270	ENSMGAP00000011035
ENSLOCP00000001138	ENSMGAP00000013212
ENSLOCP00000002985	ENSMGAP00000017429
ENSLOCP00000017723	ENSMGAP00000008753
ENSLOCP00000003444	ENSMGAP00000002665
ENSLOCP00000011930	ENSMGAP00000011845
ENSLOCP00000007261	ENSMGAP00000010828
ENSLOCP00000004135	ENSMGAP00000015525
ENSLOCP00000013207	ENSMGAP00000004508
ENSLOCP00000012976	ENSMGAP00000009525
ENSLOCP00000000415	ENSMGAP00000015997
ENSLOCP00000006812	ENSMGAP00000019160
ENSLOCP00000015890	ENSMGAP00000007985
ENSLOCP00000017296	ENSMGAP00000012338
ENSLOCP00000012293	ENSMGAP00000014358
ENSLOCP00000008921	ENSMGAP00000015594
ENSLOCP00000004566	ENSMGAP00000009855
ENSLOCP00000017647	ENSMGAP00000019458
ENSLOCP00000013027	ENSMGAP00000009218
ENSLOCP00000019246	ENSMGAP00000000083
ENSLOCP00000020958	ENSMGAP00000012341
ENSLOCP00000013329	ENSMGAP00000012890
ENSLOCP00000020020	ENSMGAP00000013856
ENSLOCP00000011815	ENSMGAP00000011772
ENSLOCP00000018621	ENSMGAP00000001185
ENSLOCP00000014743	ENSMGAP00000014563
ENSLOCP00000019986	ENSMGAP00000012904
ENSLOCP00000004722	ENSMGAP00000008183
ENSLOCP00000005776	ENSMGAP00000004140
ENSLOCP00000017744	ENSMGAP00000009610
ENSLOCP00000002141	ENSMGAP00000017498
ENSLOCP00000015029	ENSMGAP00000011410
ENSLOCP00000015111	ENSMGAP00000005727
ENSLOCP00000012558	ENSMGAP00000008671
ENSLOCP00000015214	ENSMGAP00000012304
ENSLOCP00000019071	ENSMGAP00000012838
ENSLOCP00000009450	ENSMGAP00000004990
ENSLOCP00000019228	ENSMGAP00000011253
ENSLOCP00000010744	ENSMGAP00000004893
ENSLOCP00000005744	ENSMGAP00000003628
ENSLOCP00000015918	ENSMGAP00000000303
ENSLOCP00000008853	ENSMGAP00000014982
ENSLOCP00000008221	ENSMGAP00000003341
ENSLOCP00000011415	ENSMGAP00000019073
ENSLOCP00000019579	ENSMGAP00000012500
ENSLOCP00000011235	ENSMGAP00000009822
ENSLOCP00000012400	ENSMGAP00000013486
ENSLOCP00000020366	ENSMGAP00000010619
ENSLOCP00000019222	ENSMGAP00000002622
ENSLOCP00000005304	ENSMGAP00000012469
ENSLOCP00000012990	ENSMGAP00000008837
ENSLOCP00000008430	ENSMGAP00000009264
ENSLOCP00000001418	ENSMGAP00000014077
ENSLOCP00000006386	ENSMGAP00000007297
ENSLOCP00000006552	ENSMGAP00000007414
ENSLOCP00000002795	ENSMGAP00000012606
ENSLOCP00000006989	ENSMGAP00000010978
ENSLOCP00000001720	ENSMGAP00000010960
ENSLOCP00000012908	ENSMGAP00000010965
ENSLOCP00000005284	ENSMGAP00000007771
ENSLOCP00000019998	ENSMGAP00000013779
ENSLOCP00000001526	ENSMGAP00000002655
ENSLOCP00000015545	ENSMGAP00000010226
ENSLOCP00000016467	ENSMGAP00000002848
ENSLOCP00000007719	ENSMGAP00000000873
ENSLOCP00000011559	ENSMGAP00000012375
ENSLOCP00000000905	ENSMGAP00000012358
ENSLOCP00000016752	ENSMGAP00000005421
ENSLOCP00000017033	ENSMGAP00000011934
ENSLOCP00000014189	ENSMGAP00000006861
ENSLOCP00000012706	ENSMGAP00000009110
ENSLOCP00000001293	ENSMGAP00000004865
ENSLOCP00000020578	ENSMGAP00000014821
ENSLOCP00000012140	ENSMGAP00000012982
ENSLOCP00000009819	ENSMGAP00000019009
ENSLOCP00000009711	ENSMGAP00000010774
ENSLOCP00000011771	ENSMGAP00000001904
ENSLOCP00000004489	ENSMGAP00000005077
ENSLOCP00000013077	ENSMGAP00000002231
ENSLOCP00000004508	ENSMGAP00000009641
ENSLOCP00000013069	ENSMGAP00000009352
ENSLOCP00000019832	ENSMGAP00000007365
ENSLOCP00000009838	ENSMGAP00000007675
ENSLOCP00000013341	ENSMGAP00000013343
ENSLOCP00000001575	ENSMGAP00000015676
ENSLOCP00000019355	ENSMGAP00000011392
ENSLOCP00000006607	ENSMGAP00000001551
ENSLOCP00000014941	ENSMGAP00000006177
ENSLOCP00000012302	ENSMGAP00000009833
ENSLOCP00000019627	ENSMGAP00000009242
ENSLOCP00000002090	ENSMGAP00000011415
ENSLOCP00000019443	ENSMGAP00000007446
ENSLOCP00000014617	ENSMGAP00000014532
ENSLOCP00000014027	ENSMGAP00000002658
ENSLOCP00000013123	ENSMGAP00000015341
ENSLOCP00000002971	ENSMGAP00000012682
ENSLOCP00000013438	ENSMGAP00000007837
ENSLOCP00000017026	ENSMGAP00000010013
ENSLOCP00000007886	ENSMGAP00000012243
ENSLOCP00000003110	ENSMGAP00000007750
ENSLOCP00000008462	ENSMGAP00000009802
ENSLOCP00000003587	ENSMGAP00000010530
ENSLOCP00000019971	ENSMGAP00000015588
ENSLOCP00000005132	ENSMGAP00000010238
ENSLOCP00000000129	ENSMGAP00000006048
ENSLOCP00000007165	ENSMGAP00000009006
ENSLOCP00000010403	ENSMGAP00000013736
ENSLOCP00000005492	ENSMGAP00000003099
ENSLOCP00000003143	ENSMGAP00000006995
ENSLOCP00000017530	ENSMGAP00000008871
ENSLOCP00000011058	ENSMGAP00000000037
ENSLOCP00000018227	ENSMGAP00000004509
ENSLOCP00000018983	ENSMGAP00000013714
ENSLOCP00000009701	ENSMGAP00000012259
ENSLOCP00000019366	ENSMGAP00000017938
ENSLOCP00000012323	ENSMGAP00000000997
ENSLOCP00000010206	ENSMGAP00000009055
ENSLOCP00000011350	ENSMGAP00000006472
ENSLOCP00000005165	ENSMGAP00000001186
ENSLOCP00000010451	ENSMGAP00000013723
ENSLOCP00000002062	ENSMGAP00000005705
ENSLOCP00000005657	ENSMGAP00000012478
ENSLOCP00000021334	ENSMGAP00000014088
ENSLOCP00000006771	ENSMGAP00000001315
ENSLOCP00000013623	ENSMGAP00000014799
ENSLOCP00000005307	ENSMGAP00000009757
ENSLOCP00000007240	ENSMGAP00000011250
ENSLOCP00000002617	ENSMGAP00000017821
ENSLOCP00000010367	ENSMGAP00000003457
ENSLOCP00000005491	ENSMGAP00000003493
ENSLOCP00000015756	ENSMGAP00000010197
ENSLOCP00000018367	ENSMGAP00000001738
ENSLOCP00000020507	ENSMGAP00000014258
ENSLOCP00000014486	ENSMGAP00000011093
ENSLOCP00000016551	ENSMGAP00000005471
ENSLOCP00000018689	ENSMGAP00000000903
ENSLOCP00000005062	ENSMGAP00000000633
ENSLOCP00000007478	ENSMGAP00000004085
ENSLOCP00000020015	ENSMGAP00000013853
ENSLOCP00000007755	ENSMGAP00000009568
ENSLOCP00000008105	ENSMGAP00000011456
ENSLOCP00000001794	ENSMGAP00000015420
ENSLOCP00000018487	ENSMGAP00000017659
ENSLOCP00000020023	ENSMGAP00000014543
ENSLOCP00000003149	ENSMGAP00000009481
ENSLOCP00000018889	ENSMGAP00000019061
ENSLOCP00000014646	ENSMGAP00000002409
ENSLOCP00000014965	ENSMGAP00000000838
ENSLOCP00000019623	ENSMGAP00000009320
ENSLOCP00000012262	ENSMGAP00000009865
ENSLOCP00000018979	ENSMGAP00000014365
ENSLOCP00000022461	ENSMGAP00000016491
ENSLOCP00000009670	ENSMGAP00000003093
ENSLOCP00000004300	ENSMGAP00000000259
ENSLOCP00000006023	ENSMGAP00000018802
ENSLOCP00000019855	ENSMGAP00000013462
ENSLOCP00000005897	ENSMGAP00000007128
ENSLOCP00000010432	ENSMGAP00000005454
ENSLOCP00000004476	ENSMGAP00000017115
ENSLOCP00000021088	ENSMGAP00000014533
ENSLOCP00000018466	ENSMGAP00000016753
ENSLOCP00000021910	ENSMGAP00000017006
ENSLOCP00000008791	ENSMGAP00000017533
ENSLOCP00000019231	ENSMGAP00000002473
ENSLOCP00000010954	ENSMGAP00000016965
ENSLOCP00000000345	ENSMGAP00000002661
ENSLOCP00000021901	ENSMGAP00000016470
ENSLOCP00000011678	ENSMGAP00000005797
ENSLOCP00000015751	ENSMGAP00000008356
ENSLOCP00000005875	ENSMGAP00000001844
ENSLOCP00000020295	ENSMGAP00000009921
ENSLOCP00000008533	ENSMGAP00000009324
ENSLOCP00000017077	ENSMGAP00000010154
ENSLOCP00000005770	ENSMGAP00000008398
ENSLOCP00000020358	ENSMGAP00000014330
ENSLOCP00000021222	ENSMGAP00000010879
ENSLOCP00000002206	ENSMGAP00000001926
ENSLOCP00000013191	ENSMGAP00000003247
ENSLOCP00000013002	ENSMGAP00000015683
ENSLOCP00000017305	ENSMGAP00000012305
ENSLOCP00000003599	ENSMGAP00000008138
ENSLOCP00000001818	ENSMGAP00000000579
ENSLOCP00000005278	ENSMGAP00000003431
ENSLOCP00000008274	ENSMGAP00000011965
ENSLOCP00000018599	ENSMGAP00000003244
ENSLOCP00000004275	ENSMGAP00000015537
ENSLOCP00000019974	ENSMGAP00000013741
ENSLOCP00000003448	ENSMGAP00000003101
ENSLOCP00000015492	ENSMGAP00000006824
ENSLOCP00000010298	ENSMGAP00000011342
ENSLOCP00000007403	ENSMGAP00000002814
ENSLOCP00000004680	ENSMGAP00000015265
ENSLOCP00000018783	ENSMGAP00000001699
ENSLOCP00000017568	ENSMGAP00000001659
ENSLOCP00000013656	ENSMGAP00000015075
ENSLOCP00000007625	ENSMGAP00000002293
ENSLOCP00000017375	ENSMGAP00000009785
ENSLOCP00000006634	ENSMGAP00000004748
ENSLOCP00000000426	ENSMGAP00000000011
ENSLOCP00000007411	ENSMGAP00000003002
ENSLOCP00000019428	ENSMGAP00000012912
ENSLOCP00000008883	ENSMGAP00000017932
ENSLOCP00000021061	ENSMGAP00000014669
ENSLOCP00000012579	ENSMGAP00000008719
ENSLOCP00000019225	ENSMGAP00000002544
ENSLOCP00000016280	ENSMGAP00000006750
ENSLOCP00000012850	ENSMGAP00000004159
ENSLOCP00000005747	ENSMGAP00000002682
ENSLOCP00000003827	ENSMGAP00000012971
ENSLOCP00000012806	ENSMGAP00000008701
ENSLOCP00000012881	ENSMGAP00000008673
ENSLOCP00000008393	ENSMGAP00000015296
ENSLOCP00000007479	ENSMGAP00000008629
ENSLOCP00000016181	ENSMGAP00000002957
ENSLOCP00000018710	ENSMGAP00000018615
ENSLOCP00000009846	ENSMGAP00000016993
ENSLOCP00000004493	ENSMGAP00000006922
ENSLOCP00000013177	ENSMGAP00000009640
ENSLOCP00000006816	ENSMGAP00000013549
ENSLOCP00000009182	ENSMGAP00000012417
ENSLOCP00000002538	ENSMGAP00000006353
ENSLOCP00000001174	ENSMGAP00000001245
ENSLOCP00000010487	ENSMGAP00000000020
ENSLOCP00000005764	ENSMGAP00000001641
ENSLOCP00000002505	ENSMGAP00000013964
