ENSTNIP00000006282	ENSDARP00000122973
ENSTNIP00000020319	ENSDARP00000024085
ENSTNIP00000013428	ENSDARP00000043161
ENSTNIP00000004379	ENSDARP00000123784
ENSTNIP00000006105	ENSDARP00000023124
ENSTNIP00000008380	ENSDARP00000104305
ENSTNIP00000016861	ENSDARP00000099211
ENSTNIP00000006950	ENSDARP00000098660
ENSTNIP00000018912	ENSDARP00000105864
ENSTNIP00000000581	ENSDARP00000079991
ENSTNIP00000017196	ENSDARP00000013812
ENSTNIP00000009478	ENSDARP00000102404
ENSTNIP00000011223	ENSDARP00000014065
ENSTNIP00000004703	ENSDARP00000072597
ENSTNIP00000014487	ENSDARP00000061155
ENSTNIP00000017549	ENSDARP00000082723
ENSTNIP00000019602	ENSDARP00000089458
ENSTNIP00000022315	ENSDARP00000051165
ENSTNIP00000012118	ENSDARP00000042171
ENSTNIP00000014813	ENSDARP00000062698
ENSTNIP00000004486	ENSDARP00000065233
ENSTNIP00000011266	ENSDARP00000110875
ENSTNIP00000004367	ENSDARP00000052476
ENSTNIP00000004852	ENSDARP00000124944
ENSTNIP00000017224	ENSDARP00000100285
ENSTNIP00000017769	ENSDARP00000041176
ENSTNIP00000011008	ENSDARP00000066702
ENSTNIP00000015169	ENSDARP00000065852
ENSTNIP00000021305	ENSDARP00000105717
ENSTNIP00000015050	ENSDARP00000015825
ENSTNIP00000007650	ENSDARP00000005989
ENSTNIP00000018688	ENSDARP00000119398
ENSTNIP00000012343	ENSDARP00000105402
ENSTNIP00000009061	ENSDARP00000111705
ENSTNIP00000015798	ENSDARP00000056285
ENSTNIP00000010584	ENSDARP00000128984
ENSTNIP00000008788	ENSDARP00000120631
ENSTNIP00000005042	ENSDARP00000068140
ENSTNIP00000004476	ENSDARP00000113679
ENSTNIP00000003743	ENSDARP00000050618
ENSTNIP00000020983	ENSDARP00000024256
ENSTNIP00000020818	ENSDARP00000019940
ENSTNIP00000014553	ENSDARP00000101191
ENSTNIP00000010902	ENSDARP00000113801
ENSTNIP00000018148	ENSDARP00000036893
ENSTNIP00000006122	ENSDARP00000098560
ENSTNIP00000011641	ENSDARP00000011155
ENSTNIP00000007612	ENSDARP00000106616
ENSTNIP00000011159	ENSDARP00000019087
ENSTNIP00000015021	ENSDARP00000076002
ENSTNIP00000018578	ENSDARP00000107390
ENSTNIP00000022041	ENSDARP00000069275
ENSTNIP00000020054	ENSDARP00000123958
ENSTNIP00000000442	ENSDARP00000087003
ENSTNIP00000020915	ENSDARP00000037121
ENSTNIP00000016879	ENSDARP00000123093
ENSTNIP00000009284	ENSDARP00000101204
ENSTNIP00000010691	ENSDARP00000119169
ENSTNIP00000010690	ENSDARP00000057735
ENSTNIP00000016441	ENSDARP00000121323
ENSTNIP00000001130	ENSDARP00000118698
ENSTNIP00000011189	ENSDARP00000120347
ENSTNIP00000005961	ENSDARP00000108405
ENSTNIP00000008075	ENSDARP00000101408
ENSTNIP00000011492	ENSDARP00000127739
ENSTNIP00000011697	ENSDARP00000124000
ENSTNIP00000007696	ENSDARP00000101166
ENSTNIP00000010751	ENSDARP00000056543
ENSTNIP00000006288	ENSDARP00000087133
ENSTNIP00000014690	ENSDARP00000101877
ENSTNIP00000007904	ENSDARP00000100378
ENSTNIP00000019853	ENSDARP00000107840
ENSTNIP00000012973	ENSDARP00000105606
ENSTNIP00000005231	ENSDARP00000068009
ENSTNIP00000020838	ENSDARP00000082438
ENSTNIP00000004071	ENSDARP00000028924
ENSTNIP00000014797	ENSDARP00000127120
ENSTNIP00000004847	ENSDARP00000124923
ENSTNIP00000022051	ENSDARP00000073110
ENSTNIP00000011331	ENSDARP00000073658
ENSTNIP00000021309	ENSDARP00000113850
ENSTNIP00000006568	ENSDARP00000101760
ENSTNIP00000010646	ENSDARP00000043125
ENSTNIP00000011422	ENSDARP00000106580
ENSTNIP00000010597	ENSDARP00000073959
ENSTNIP00000006474	ENSDARP00000030718
ENSTNIP00000001510	ENSDARP00000109007
ENSTNIP00000002866	ENSDARP00000074529
ENSTNIP00000000411	ENSDARP00000121140
ENSTNIP00000019535	ENSDARP00000091084
ENSTNIP00000018118	ENSDARP00000116091
ENSTNIP00000006780	ENSDARP00000013960
ENSTNIP00000016342	ENSDARP00000073468
ENSTNIP00000007680	ENSDARP00000005772
ENSTNIP00000004308	ENSDARP00000078285
ENSTNIP00000017975	ENSDARP00000053683
ENSTNIP00000011826	ENSDARP00000074907
ENSTNIP00000021262	ENSDARP00000073367
ENSTNIP00000020866	ENSDARP00000101307
ENSTNIP00000015688	ENSDARP00000103890
ENSTNIP00000020812	ENSDARP00000066677
ENSTNIP00000019885	ENSDARP00000111926
ENSTNIP00000016795	ENSDARP00000056522
ENSTNIP00000019018	ENSDARP00000112428
ENSTNIP00000009447	ENSDARP00000122149
ENSTNIP00000010515	ENSDARP00000087565
ENSTNIP00000004723	ENSDARP00000002483
ENSTNIP00000018544	ENSDARP00000088646
ENSTNIP00000004202	ENSDARP00000089645
ENSTNIP00000017046	ENSDARP00000026726
ENSTNIP00000012546	ENSDARP00000069945
ENSTNIP00000006405	ENSDARP00000110892
ENSTNIP00000022845	ENSDARP00000027703
ENSTNIP00000021960	ENSDARP00000089585
ENSTNIP00000018476	ENSDARP00000087966
ENSTNIP00000022437	ENSDARP00000090285
ENSTNIP00000006987	ENSDARP00000091415
ENSTNIP00000013580	ENSDARP00000093185
ENSTNIP00000016528	ENSDARP00000123346
ENSTNIP00000007195	ENSDARP00000122328
ENSTNIP00000021837	ENSDARP00000054580
ENSTNIP00000011522	ENSDARP00000115648
ENSTNIP00000015086	ENSDARP00000086016
ENSTNIP00000014339	ENSDARP00000009248
ENSTNIP00000022516	ENSDARP00000036177
ENSTNIP00000009156	ENSDARP00000111967
ENSTNIP00000005917	ENSDARP00000103866
ENSTNIP00000012692	ENSDARP00000107114
ENSTNIP00000022223	ENSDARP00000087386
ENSTNIP00000001157	ENSDARP00000072649
ENSTNIP00000003824	ENSDARP00000091347
ENSTNIP00000021828	ENSDARP00000120829
ENSTNIP00000021179	ENSDARP00000088115
ENSTNIP00000015874	ENSDARP00000126856
ENSTNIP00000002105	ENSDARP00000064077
ENSTNIP00000019290	ENSDARP00000072426
ENSTNIP00000019257	ENSDARP00000024471
ENSTNIP00000016106	ENSDARP00000054597
ENSTNIP00000015319	ENSDARP00000068226
ENSTNIP00000014520	ENSDARP00000083002
ENSTNIP00000017012	ENSDARP00000108364
ENSTNIP00000010470	ENSDARP00000063550
ENSTNIP00000010528	ENSDARP00000109769
ENSTNIP00000018325	ENSDARP00000086614
ENSTNIP00000013983	ENSDARP00000008977
ENSTNIP00000018752	ENSDARP00000114731
ENSTNIP00000011773	ENSDARP00000074851
ENSTNIP00000017705	ENSDARP00000040170
ENSTNIP00000014668	ENSDARP00000087834
ENSTNIP00000016654	ENSDARP00000098003
ENSTNIP00000013822	ENSDARP00000078136
ENSTNIP00000011693	ENSDARP00000045176
ENSTNIP00000006587	ENSDARP00000055472
ENSTNIP00000007298	ENSDARP00000122058
ENSTNIP00000014555	ENSDARP00000055170
ENSTNIP00000014198	ENSDARP00000012720
ENSTNIP00000015727	ENSDARP00000121375
ENSTNIP00000011236	ENSDARP00000067931
ENSTNIP00000014850	ENSDARP00000028641
ENSTNIP00000022407	ENSDARP00000010419
ENSTNIP00000009498	ENSDARP00000107433
ENSTNIP00000001680	ENSDARP00000004932
ENSTNIP00000011155	ENSDARP00000018197
ENSTNIP00000022666	ENSDARP00000120093
ENSTNIP00000017604	ENSDARP00000108226
ENSTNIP00000011313	ENSDARP00000061954
ENSTNIP00000017756	ENSDARP00000125663
ENSTNIP00000000616	ENSDARP00000098359
ENSTNIP00000008752	ENSDARP00000102663
ENSTNIP00000022439	ENSDARP00000093820
ENSTNIP00000013233	ENSDARP00000125623
ENSTNIP00000012183	ENSDARP00000059319
ENSTNIP00000006252	ENSDARP00000024096
ENSTNIP00000011984	ENSDARP00000020283
ENSTNIP00000019113	ENSDARP00000085982
ENSTNIP00000007834	ENSDARP00000011866
ENSTNIP00000013674	ENSDARP00000019419
ENSTNIP00000016835	ENSDARP00000071683
ENSTNIP00000020422	ENSDARP00000076538
ENSTNIP00000016368	ENSDARP00000093469
ENSTNIP00000002824	ENSDARP00000091500
ENSTNIP00000011151	ENSDARP00000098790
ENSTNIP00000008845	ENSDARP00000058058
ENSTNIP00000013376	ENSDARP00000099232
ENSTNIP00000000423	ENSDARP00000115356
ENSTNIP00000008611	ENSDARP00000055323
ENSTNIP00000016807	ENSDARP00000093139
ENSTNIP00000022404	ENSDARP00000106302
ENSTNIP00000002777	ENSDARP00000010745
ENSTNIP00000021687	ENSDARP00000072599
ENSTNIP00000018163	ENSDARP00000110212
ENSTNIP00000009476	ENSDARP00000106315
ENSTNIP00000018844	ENSDARP00000069762
ENSTNIP00000014728	ENSDARP00000088594
ENSTNIP00000007486	ENSDARP00000083835
ENSTNIP00000010661	ENSDARP00000013993
ENSTNIP00000000098	ENSDARP00000062873
ENSTNIP00000016779	ENSDARP00000003281
ENSTNIP00000017498	ENSDARP00000115804
ENSTNIP00000018352	ENSDARP00000069637
ENSTNIP00000000618	ENSDARP00000114446
ENSTNIP00000012220	ENSDARP00000019575
ENSTNIP00000015072	ENSDARP00000006495
ENSTNIP00000005497	ENSDARP00000052520
ENSTNIP00000021437	ENSDARP00000098057
ENSTNIP00000014296	ENSDARP00000067888
ENSTNIP00000006205	ENSDARP00000104333
ENSTNIP00000016990	ENSDARP00000093770
ENSTNIP00000016268	ENSDARP00000084749
ENSTNIP00000014178	ENSDARP00000079474
ENSTNIP00000010668	ENSDARP00000056962
ENSTNIP00000012004	ENSDARP00000015367
ENSTNIP00000008339	ENSDARP00000118392
ENSTNIP00000012537	ENSDARP00000118182
ENSTNIP00000009503	ENSDARP00000095133
ENSTNIP00000010572	ENSDARP00000031559
ENSTNIP00000005158	ENSDARP00000061852
ENSTNIP00000017321	ENSDARP00000101636
ENSTNIP00000015935	ENSDARP00000040954
ENSTNIP00000013902	ENSDARP00000078311
ENSTNIP00000017695	ENSDARP00000059139
ENSTNIP00000009622	ENSDARP00000112717
ENSTNIP00000005346	ENSDARP00000093754
ENSTNIP00000019039	ENSDARP00000098505
ENSTNIP00000011559	ENSDARP00000100165
ENSTNIP00000015827	ENSDARP00000074395
ENSTNIP00000016789	ENSDARP00000083566
ENSTNIP00000018413	ENSDARP00000107838
ENSTNIP00000011852	ENSDARP00000101331
ENSTNIP00000021523	ENSDARP00000004018
ENSTNIP00000017986	ENSDARP00000024532
ENSTNIP00000022115	ENSDARP00000106658
ENSTNIP00000007120	ENSDARP00000118126
ENSTNIP00000011261	ENSDARP00000085288
ENSTNIP00000022823	ENSDARP00000113737
ENSTNIP00000018674	ENSDARP00000098193
ENSTNIP00000014081	ENSDARP00000093977
ENSTNIP00000006152	ENSDARP00000072241
ENSTNIP00000019882	ENSDARP00000014581
ENSTNIP00000014236	ENSDARP00000122112
ENSTNIP00000020719	ENSDARP00000085966
ENSTNIP00000010407	ENSDARP00000117099
ENSTNIP00000013417	ENSDARP00000108440
ENSTNIP00000016667	ENSDARP00000121254
ENSTNIP00000005205	ENSDARP00000111163
ENSTNIP00000013704	ENSDARP00000073910
ENSTNIP00000008481	ENSDARP00000129602
ENSTNIP00000012925	ENSDARP00000115419
ENSTNIP00000014582	ENSDARP00000058369
ENSTNIP00000020923	ENSDARP00000093662
ENSTNIP00000002125	ENSDARP00000087219
ENSTNIP00000017997	ENSDARP00000049719
ENSTNIP00000005755	ENSDARP00000109027
ENSTNIP00000021416	ENSDARP00000032448
ENSTNIP00000008813	ENSDARP00000117843
ENSTNIP00000017292	ENSDARP00000063720
ENSTNIP00000007972	ENSDARP00000090977
ENSTNIP00000012704	ENSDARP00000001051
ENSTNIP00000007727	ENSDARP00000046799
ENSTNIP00000016840	ENSDARP00000054006
ENSTNIP00000012705	ENSDARP00000115491
ENSTNIP00000018815	ENSDARP00000037339
ENSTNIP00000013461	ENSDARP00000116721
ENSTNIP00000011784	ENSDARP00000121626
ENSTNIP00000011511	ENSDARP00000057866
ENSTNIP00000006978	ENSDARP00000036949
ENSTNIP00000016400	ENSDARP00000070580
ENSTNIP00000011179	ENSDARP00000129510
ENSTNIP00000004831	ENSDARP00000047895
ENSTNIP00000016989	ENSDARP00000120021
ENSTNIP00000018778	ENSDARP00000091395
ENSTNIP00000006446	ENSDARP00000098890
ENSTNIP00000019336	ENSDARP00000074512
ENSTNIP00000014761	ENSDARP00000121706
ENSTNIP00000010830	ENSDARP00000085674
ENSTNIP00000019391	ENSDARP00000078889
ENSTNIP00000012876	ENSDARP00000102277
ENSTNIP00000007289	ENSDARP00000086172
ENSTNIP00000016351	ENSDARP00000098718
ENSTNIP00000016895	ENSDARP00000121845
ENSTNIP00000012325	ENSDARP00000060970
ENSTNIP00000010643	ENSDARP00000106714
ENSTNIP00000015818	ENSDARP00000114663
ENSTNIP00000020815	ENSDARP00000114939
ENSTNIP00000010045	ENSDARP00000091972
ENSTNIP00000022447	ENSDARP00000098087
ENSTNIP00000020683	ENSDARP00000103321
ENSTNIP00000014542	ENSDARP00000077321
ENSTNIP00000017880	ENSDARP00000094372
ENSTNIP00000006374	ENSDARP00000064026
ENSTNIP00000006749	ENSDARP00000005085
ENSTNIP00000001875	ENSDARP00000071771
ENSTNIP00000011447	ENSDARP00000013509
ENSTNIP00000002393	ENSDARP00000105125
ENSTNIP00000013408	ENSDARP00000038588
ENSTNIP00000015062	ENSDARP00000092401
ENSTNIP00000011446	ENSDARP00000090736
ENSTNIP00000010992	ENSDARP00000066758
ENSTNIP00000002713	ENSDARP00000090595
ENSTNIP00000006669	ENSDARP00000123832
ENSTNIP00000011825	ENSDARP00000098955
ENSTNIP00000016041	ENSDARP00000060416
ENSTNIP00000020843	ENSDARP00000127594
ENSTNIP00000010986	ENSDARP00000015430
ENSTNIP00000020062	ENSDARP00000022009
ENSTNIP00000020088	ENSDARP00000012861
ENSTNIP00000013186	ENSDARP00000021993
ENSTNIP00000007222	ENSDARP00000071581
ENSTNIP00000022474	ENSDARP00000045582
ENSTNIP00000008016	ENSDARP00000109572
ENSTNIP00000018210	ENSDARP00000102789
ENSTNIP00000017740	ENSDARP00000101018
ENSTNIP00000006067	ENSDARP00000116176
ENSTNIP00000014513	ENSDARP00000000004
ENSTNIP00000017242	ENSDARP00000084629
ENSTNIP00000005424	ENSDARP00000076420
ENSTNIP00000009418	ENSDARP00000119995
ENSTNIP00000010651	ENSDARP00000018371
ENSTNIP00000019503	ENSDARP00000058776
ENSTNIP00000020777	ENSDARP00000040700
ENSTNIP00000010867	ENSDARP00000045244
ENSTNIP00000016923	ENSDARP00000118972
ENSTNIP00000007240	ENSDARP00000007990
ENSTNIP00000008450	ENSDARP00000076787
ENSTNIP00000006442	ENSDARP00000123798
ENSTNIP00000006604	ENSDARP00000028710
ENSTNIP00000012315	ENSDARP00000126878
ENSTNIP00000016892	ENSDARP00000072256
ENSTNIP00000011170	ENSDARP00000026757
ENSTNIP00000020513	ENSDARP00000128498
ENSTNIP00000016816	ENSDARP00000026964
ENSTNIP00000001464	ENSDARP00000122574
ENSTNIP00000014602	ENSDARP00000100773
ENSTNIP00000008968	ENSDARP00000082128
ENSTNIP00000013425	ENSDARP00000037261
ENSTNIP00000010201	ENSDARP00000023050
ENSTNIP00000018612	ENSDARP00000084260
ENSTNIP00000020093	ENSDARP00000021474
ENSTNIP00000005166	ENSDARP00000095224
ENSTNIP00000010191	ENSDARP00000093602
ENSTNIP00000010847	ENSDARP00000075077
ENSTNIP00000018315	ENSDARP00000073773
ENSTNIP00000009576	ENSDARP00000043482
ENSTNIP00000003156	ENSDARP00000070982
ENSTNIP00000006583	ENSDARP00000111684
ENSTNIP00000012883	ENSDARP00000103254
ENSTNIP00000018867	ENSDARP00000127668
ENSTNIP00000014315	ENSDARP00000026697
ENSTNIP00000018383	ENSDARP00000110548
ENSTNIP00000014400	ENSDARP00000118737
ENSTNIP00000001072	ENSDARP00000101878
ENSTNIP00000017438	ENSDARP00000104442
ENSTNIP00000008244	ENSDARP00000046879
ENSTNIP00000012153	ENSDARP00000089275
ENSTNIP00000005904	ENSDARP00000095300
ENSTNIP00000005903	ENSDARP00000095301
ENSTNIP00000002780	ENSDARP00000016158
ENSTNIP00000012827	ENSDARP00000101294
ENSTNIP00000019366	ENSDARP00000127688
ENSTNIP00000009911	ENSDARP00000050444
ENSTNIP00000012114	ENSDARP00000101787
ENSTNIP00000018732	ENSDARP00000115995
ENSTNIP00000006469	ENSDARP00000112273
ENSTNIP00000011941	ENSDARP00000125027
ENSTNIP00000011940	ENSDARP00000100117
ENSTNIP00000002504	ENSDARP00000093333
ENSTNIP00000016000	ENSDARP00000103599
ENSTNIP00000008347	ENSDARP00000007117
ENSTNIP00000011518	ENSDARP00000119224
ENSTNIP00000015535	ENSDARP00000015325
ENSTNIP00000013742	ENSDARP00000109921
ENSTNIP00000021859	ENSDARP00000072456
ENSTNIP00000002484	ENSDARP00000054459
ENSTNIP00000010614	ENSDARP00000029174
ENSTNIP00000016808	ENSDARP00000121364
ENSTNIP00000022310	ENSDARP00000021118
ENSTNIP00000020728	ENSDARP00000111994
ENSTNIP00000013001	ENSDARP00000006762
ENSTNIP00000019596	ENSDARP00000019930
ENSTNIP00000005194	ENSDARP00000122330
ENSTNIP00000022308	ENSDARP00000106187
ENSTNIP00000010723	ENSDARP00000129430
ENSTNIP00000013921	ENSDARP00000106814
ENSTNIP00000017590	ENSDARP00000057621
ENSTNIP00000002204	ENSDARP00000028496
ENSTNIP00000021587	ENSDARP00000069140
ENSTNIP00000008056	ENSDARP00000003738
ENSTNIP00000017741	ENSDARP00000113905
ENSTNIP00000005277	ENSDARP00000120742
ENSTNIP00000009544	ENSDARP00000037871
ENSTNIP00000022170	ENSDARP00000059365
ENSTNIP00000007458	ENSDARP00000024900
ENSTNIP00000003642	ENSDARP00000011271
ENSTNIP00000016532	ENSDARP00000092223
ENSTNIP00000005626	ENSDARP00000108842
ENSTNIP00000022218	ENSDARP00000085223
ENSTNIP00000012858	ENSDARP00000113546
ENSTNIP00000007519	ENSDARP00000099657
ENSTNIP00000019278	ENSDARP00000062602
ENSTNIP00000012451	ENSDARP00000010772
ENSTNIP00000020693	ENSDARP00000011289
ENSTNIP00000016710	ENSDARP00000031172
ENSTNIP00000021717	ENSDARP00000058935
ENSTNIP00000016161	ENSDARP00000105358
ENSTNIP00000000254	ENSDARP00000096745
ENSTNIP00000017731	ENSDARP00000099574
ENSTNIP00000010388	ENSDARP00000048022
ENSTNIP00000000465	ENSDARP00000006267
ENSTNIP00000018063	ENSDARP00000066453
ENSTNIP00000018061	ENSDARP00000001281
ENSTNIP00000012497	ENSDARP00000121393
ENSTNIP00000003113	ENSDARP00000106817
ENSTNIP00000010852	ENSDARP00000103186
ENSTNIP00000013070	ENSDARP00000122775
ENSTNIP00000022085	ENSDARP00000127267
ENSTNIP00000022519	ENSDARP00000127821
ENSTNIP00000002325	ENSDARP00000119878
ENSTNIP00000018756	ENSDARP00000116232
ENSTNIP00000017022	ENSDARP00000011444
ENSTNIP00000014550	ENSDARP00000053075
ENSTNIP00000021295	ENSDARP00000011292
ENSTNIP00000008975	ENSDARP00000094733
ENSTNIP00000000011	ENSDARP00000048182
ENSTNIP00000014788	ENSDARP00000090967
ENSTNIP00000014788	ENSDARP00000123512
ENSTNIP00000014416	ENSDARP00000041633
ENSTNIP00000013100	ENSDARP00000109996
ENSTNIP00000017795	ENSDARP00000058554
ENSTNIP00000018229	ENSDARP00000128116
ENSTNIP00000014404	ENSDARP00000039450
ENSTNIP00000014239	ENSDARP00000055338
ENSTNIP00000018049	ENSDARP00000005530
ENSTNIP00000013020	ENSDARP00000074492
ENSTNIP00000013023	ENSDARP00000068605
ENSTNIP00000021446	ENSDARP00000103047
ENSTNIP00000013307	ENSDARP00000067058
ENSTNIP00000001791	ENSDARP00000091217
ENSTNIP00000013817	ENSDARP00000089063
ENSTNIP00000015528	ENSDARP00000100300
ENSTNIP00000014063	ENSDARP00000084834
ENSTNIP00000014064	ENSDARP00000084550
ENSTNIP00000015527	ENSDARP00000104039
ENSTNIP00000009500	ENSDARP00000072130
ENSTNIP00000004455	ENSDARP00000095128
ENSTNIP00000017854	ENSDARP00000087158
ENSTNIP00000004110	ENSDARP00000109303
ENSTNIP00000013126	ENSDARP00000124236
ENSTNIP00000002187	ENSDARP00000106093
ENSTNIP00000018941	ENSDARP00000122495
ENSTNIP00000010541	ENSDARP00000073490
ENSTNIP00000021823	ENSDARP00000081460
ENSTNIP00000021030	ENSDARP00000103682
ENSTNIP00000015463	ENSDARP00000098415
ENSTNIP00000005520	ENSDARP00000106012
ENSTNIP00000009271	ENSDARP00000089799
ENSTNIP00000017023	ENSDARP00000126312
ENSTNIP00000007293	ENSDARP00000102007
ENSTNIP00000014371	ENSDARP00000025800
ENSTNIP00000004821	ENSDARP00000087318
ENSTNIP00000021472	ENSDARP00000127541
ENSTNIP00000020739	ENSDARP00000025106
ENSTNIP00000018308	ENSDARP00000121537
ENSTNIP00000011090	ENSDARP00000075786
ENSTNIP00000020499	ENSDARP00000043865
ENSTNIP00000002946	ENSDARP00000104082
ENSTNIP00000006886	ENSDARP00000102655
ENSTNIP00000015430	ENSDARP00000065330
ENSTNIP00000010754	ENSDARP00000113388
ENSTNIP00000022169	ENSDARP00000072797
ENSTNIP00000015356	ENSDARP00000119304
ENSTNIP00000009640	ENSDARP00000110658
ENSTNIP00000015742	ENSDARP00000101271
ENSTNIP00000003072	ENSDARP00000128983
ENSTNIP00000007067	ENSDARP00000106409
ENSTNIP00000017097	ENSDARP00000062840
ENSTNIP00000013340	ENSDARP00000127571
ENSTNIP00000010939	ENSDARP00000105117
ENSTNIP00000001663	ENSDARP00000114046
ENSTNIP00000019238	ENSDARP00000111775
ENSTNIP00000005036	ENSDARP00000110542
ENSTNIP00000017838	ENSDARP00000110643
ENSTNIP00000012938	ENSDARP00000098230
ENSTNIP00000017840	ENSDARP00000003850
ENSTNIP00000019945	ENSDARP00000069541
ENSTNIP00000018316	ENSDARP00000042254
ENSTNIP00000019324	ENSDARP00000012152
ENSTNIP00000019249	ENSDARP00000023635
ENSTNIP00000006919	ENSDARP00000103927
ENSTNIP00000016172	ENSDARP00000106650
ENSTNIP00000012264	ENSDARP00000099537
ENSTNIP00000003655	ENSDARP00000129752
ENSTNIP00000011475	ENSDARP00000111982
ENSTNIP00000005073	ENSDARP00000041396
ENSTNIP00000020547	ENSDARP00000056868
ENSTNIP00000019446	ENSDARP00000038667
ENSTNIP00000018776	ENSDARP00000019390
ENSTNIP00000004824	ENSDARP00000114915
ENSTNIP00000015388	ENSDARP00000077724
ENSTNIP00000018351	ENSDARP00000100728
ENSTNIP00000008933	ENSDARP00000103647
ENSTNIP00000000821	ENSDARP00000109390
ENSTNIP00000009986	ENSDARP00000110556
ENSTNIP00000022526	ENSDARP00000105145
ENSTNIP00000017021	ENSDARP00000129867
ENSTNIP00000017461	ENSDARP00000101607
ENSTNIP00000020063	ENSDARP00000087453
ENSTNIP00000016350	ENSDARP00000121285
ENSTNIP00000010563	ENSDARP00000128656
ENSTNIP00000020242	ENSDARP00000072078
ENSTNIP00000012060	ENSDARP00000082073
ENSTNIP00000022000	ENSDARP00000125714
ENSTNIP00000010215	ENSDARP00000109037
ENSTNIP00000012774	ENSDARP00000074257
ENSTNIP00000023079	ENSDARP00000032521
ENSTNIP00000005587	ENSDARP00000051806
ENSTNIP00000022077	ENSDARP00000107517
ENSTNIP00000005578	ENSDARP00000029427
ENSTNIP00000006086	ENSDARP00000092037
ENSTNIP00000013585	ENSDARP00000126174
ENSTNIP00000018534	ENSDARP00000115088
ENSTNIP00000018533	ENSDARP00000110675
ENSTNIP00000017093	ENSDARP00000049009
ENSTNIP00000002676	ENSDARP00000041589
ENSTNIP00000022777	ENSDARP00000046526
ENSTNIP00000017468	ENSDARP00000127387
ENSTNIP00000018563	ENSDARP00000093332
ENSTNIP00000019844	ENSDARP00000050849
ENSTNIP00000001367	ENSDARP00000045668
ENSTNIP00000013546	ENSDARP00000113661
ENSTNIP00000018391	ENSDARP00000112226
ENSTNIP00000019774	ENSDARP00000024846
ENSTNIP00000015622	ENSDARP00000087416
ENSTNIP00000006873	ENSDARP00000012411
ENSTNIP00000011728	ENSDARP00000090999
ENSTNIP00000007914	ENSDARP00000094810
ENSTNIP00000010744	ENSDARP00000083866
ENSTNIP00000015714	ENSDARP00000083861
ENSTNIP00000012268	ENSDARP00000108772
ENSTNIP00000016692	ENSDARP00000082411
ENSTNIP00000013321	ENSDARP00000007655
ENSTNIP00000017267	ENSDARP00000094772
ENSTNIP00000006436	ENSDARP00000103094
ENSTNIP00000009764	ENSDARP00000017502
ENSTNIP00000008774	ENSDARP00000051185
ENSTNIP00000007022	ENSDARP00000093927
ENSTNIP00000010052	ENSDARP00000064725
ENSTNIP00000019170	ENSDARP00000101129
ENSTNIP00000018077	ENSDARP00000109285
ENSTNIP00000017509	ENSDARP00000100462
ENSTNIP00000005871	ENSDARP00000067447
ENSTNIP00000015257	ENSDARP00000018064
ENSTNIP00000016281	ENSDARP00000074190
ENSTNIP00000009848	ENSDARP00000021253
ENSTNIP00000018805	ENSDARP00000054822
ENSTNIP00000014704	ENSDARP00000081199
ENSTNIP00000012061	ENSDARP00000094802
ENSTNIP00000006738	ENSDARP00000077256
ENSTNIP00000011044	ENSDARP00000073752
ENSTNIP00000007277	ENSDARP00000113323
ENSTNIP00000002864	ENSDARP00000100116
ENSTNIP00000001734	ENSDARP00000091365
ENSTNIP00000008404	ENSDARP00000116609
ENSTNIP00000000097	ENSDARP00000013759
ENSTNIP00000006183	ENSDARP00000016201
ENSTNIP00000019956	ENSDARP00000039879
ENSTNIP00000006137	ENSDARP00000041608
ENSTNIP00000001639	ENSDARP00000061913
ENSTNIP00000007451	ENSDARP00000017895
ENSTNIP00000020608	ENSDARP00000020770
ENSTNIP00000018919	ENSDARP00000104466
ENSTNIP00000019035	ENSDARP00000070824
ENSTNIP00000018943	ENSDARP00000032264
ENSTNIP00000011965	ENSDARP00000115900
ENSTNIP00000006212	ENSDARP00000041713
ENSTNIP00000022697	ENSDARP00000020867
ENSTNIP00000005896	ENSDARP00000021697
ENSTNIP00000018947	ENSDARP00000087617
ENSTNIP00000022244	ENSDARP00000117820
ENSTNIP00000017121	ENSDARP00000100590
