ENSMGAP00000004951	ENSP00000262384
ENSMGAP00000006391	ENSP00000346240
ENSMGAP00000009327	ENSP00000337701
ENSMGAP00000015599	ENSP00000370430
ENSMGAP00000016067	ENSP00000265838
ENSMGAP00000013156	ENSP00000356015
ENSMGAP00000011878	ENSP00000295709
ENSMGAP00000003784	ENSP00000439287
ENSMGAP00000012641	ENSP00000323313
ENSMGAP00000009289	ENSP00000264065
ENSMGAP00000007522	ENSP00000381104
ENSMGAP00000015786	ENSP00000365567
ENSMGAP00000017309	ENSP00000360184
ENSMGAP00000019671	ENSP00000216605
ENSMGAP00000007206	ENSP00000379108
ENSMGAP00000004135	ENSP00000265686
ENSMGAP00000002743	ENSP00000332247
ENSMGAP00000003460	ENSP00000264649
ENSMGAP00000001555	ENSP00000336740
ENSMGAP00000017743	ENSP00000338127
ENSMGAP00000010797	ENSP00000361158
ENSMGAP00000014185	ENSP00000349616
ENSMGAP00000007405	ENSP00000421981
ENSMGAP00000000355	ENSP00000290649
ENSMGAP00000004735	ENSP00000430955
ENSMGAP00000016810	ENSP00000304051
ENSMGAP00000007428	ENSP00000247461
ENSMGAP00000002603	ENSP00000326699
ENSMGAP00000002079	ENSP00000320866
ENSMGAP00000005578	ENSP00000269881
ENSMGAP00000013781	ENSP00000370571
ENSMGAP00000007374	ENSP00000264735
ENSMGAP00000019218	ENSP00000261854
ENSMGAP00000019572	ENSP00000288680
ENSMGAP00000014749	ENSP00000229335
ENSMGAP00000010538	ENSP00000244669
ENSMGAP00000001317	ENSP00000278060
ENSMGAP00000002262	ENSP00000297792
ENSMGAP00000000665	ENSP00000383042
ENSMGAP00000005800	ENSP00000269397
ENSMGAP00000018832	ENSP00000216133
ENSMGAP00000005570	ENSP00000269385
ENSMGAP00000014846	ENSP00000441801
ENSMGAP00000002894	ENSP00000227524
ENSMGAP00000001308	ENSP00000363313
ENSMGAP00000014157	ENSP00000430432
ENSMGAP00000006329	ENSP00000361110
ENSMGAP00000005262	ENSP00000368835
ENSMGAP00000007327	ENSP00000312272
ENSMGAP00000000476	ENSP00000342832
ENSMGAP00000009951	ENSP00000432648
ENSMGAP00000008527	ENSP00000381823
ENSMGAP00000006032	ENSP00000265175
ENSMGAP00000006565	ENSP00000343405
ENSMGAP00000011234	ENSP00000280551
ENSMGAP00000007218	ENSP00000259605
ENSMGAP00000004125	ENSP00000274811
ENSMGAP00000015534	ENSP00000368824
ENSMGAP00000018675	ENSP00000354609
ENSMGAP00000008989	ENSP00000357232
ENSMGAP00000008715	ENSP00000268122
ENSMGAP00000015071	ENSP00000360217
ENSMGAP00000010508	ENSP00000343877
ENSMGAP00000016601	ENSP00000406197
ENSMGAP00000002431	ENSP00000363414
ENSMGAP00000004487	ENSP00000215368
ENSMGAP00000006888	ENSP00000328777
ENSMGAP00000009457	ENSP00000265343
ENSMGAP00000004615	ENSP00000321537
ENSMGAP00000009139	ENSP00000376333
ENSMGAP00000014955	ENSP00000342538
ENSMGAP00000006978	ENSP00000359070
ENSMGAP00000011461	ENSP00000317743
ENSMGAP00000014248	ENSP00000385616
ENSMGAP00000001695	ENSP00000384015
ENSMGAP00000002547	ENSP00000341280
ENSMGAP00000010849	ENSP00000460971
ENSMGAP00000006975	ENSP00000355529
ENSMGAP00000002948	ENSP00000278853
ENSMGAP00000004484	ENSP00000386289
ENSMGAP00000001331	ENSP00000363458
ENSMGAP00000012237	ENSP00000347169
ENSMGAP00000013499	ENSP00000285599
ENSMGAP00000017706	ENSP00000261483
ENSMGAP00000011138	ENSP00000353655
ENSMGAP00000004754	ENSP00000362634
ENSMGAP00000013902	ENSP00000451575
ENSMGAP00000006330	ENSP00000419199
ENSMGAP00000008607	ENSP00000397655
ENSMGAP00000013505	ENSP00000438949
ENSMGAP00000007599	ENSP00000320025
ENSMGAP00000009440	ENSP00000265997
ENSMGAP00000005091	ENSP00000443985
ENSMGAP00000012643	ENSP00000263791
ENSMGAP00000000835	ENSP00000199389
ENSMGAP00000013927	ENSP00000307235
ENSMGAP00000011667	ENSP00000233057
ENSMGAP00000008832	ENSP00000359575
ENSMGAP00000006529	ENSP00000338207
ENSMGAP00000014350	ENSP00000442786
ENSMGAP00000010572	ENSP00000257818
ENSMGAP00000011062	ENSP00000361043
ENSMGAP00000012625	ENSP00000336606
ENSMGAP00000002554	ENSP00000386520
ENSMGAP00000016425	ENSP00000370621
ENSMGAP00000017792	ENSP00000357637
ENSMGAP00000000197	ENSP00000430241
ENSMGAP00000005992	ENSP00000352138
ENSMGAP00000013610	ENSP00000417038
ENSMGAP00000005033	ENSP00000360054
ENSMGAP00000003392	ENSP00000311713
ENSMGAP00000011071	ENSP00000348278
ENSMGAP00000001289	ENSP00000336655
ENSMGAP00000008121	ENSP00000194530
ENSMGAP00000007955	ENSP00000370808
ENSMGAP00000006195	ENSP00000281456
ENSMGAP00000017929	ENSP00000320176
ENSMGAP00000009338	ENSP00000415579
ENSMGAP00000001773	ENSP00000264010
ENSMGAP00000002310	ENSP00000318085
ENSMGAP00000013572	ENSP00000404854
ENSMGAP00000007183	ENSP00000343635
ENSMGAP00000014029	ENSP00000357341
ENSMGAP00000000392	ENSP00000217320
ENSMGAP00000001912	ENSP00000337838
ENSMGAP00000010037	ENSP00000274721
ENSMGAP00000017473	ENSP00000347591
ENSMGAP00000014015	ENSP00000313423
ENSMGAP00000015063	ENSP00000360158
ENSMGAP00000019145	ENSP00000366243
ENSMGAP00000006188	ENSP00000357048
ENSMGAP00000011727	ENSP00000263918
ENSMGAP00000009619	ENSP00000327197
ENSMGAP00000007264	ENSP00000004980
ENSMGAP00000010862	ENSP00000258080
ENSMGAP00000012095	ENSP00000357980
ENSMGAP00000005874	ENSP00000356331
ENSMGAP00000015255	ENSP00000318986
ENSMGAP00000011094	ENSP00000419740
ENSMGAP00000003810	ENSP00000369100
ENSMGAP00000002680	ENSP00000356113
ENSMGAP00000013676	ENSP00000024061
ENSMGAP00000017003	ENSP00000323847
ENSMGAP00000016516	ENSP00000282026
ENSMGAP00000013010	ENSP00000314036
ENSMGAP00000005293	ENSP00000310551
ENSMGAP00000004317	ENSP00000370395
ENSMGAP00000004090	ENSP00000433757
ENSMGAP00000002619	ENSP00000368169
ENSMGAP00000004514	ENSP00000394352
ENSMGAP00000005969	ENSP00000378328
ENSMGAP00000010632	ENSP00000427130
ENSMGAP00000006547	ENSP00000261739
ENSMGAP00000012707	ENSP00000359982
ENSMGAP00000005785	ENSP00000408005
ENSMGAP00000009300	ENSP00000262613
ENSMGAP00000015299	ENSP00000342143
ENSMGAP00000002176	ENSP00000347742
ENSMGAP00000005441	ENSP00000294725
ENSMGAP00000001314	ENSP00000382770
ENSMGAP00000011035	ENSP00000415106
ENSMGAP00000013212	ENSP00000280098
ENSMGAP00000015044	ENSP00000228251
ENSMGAP00000010828	ENSP00000262746
ENSMGAP00000015525	ENSP00000368646
ENSMGAP00000004508	ENSP00000296464
ENSMGAP00000019160	ENSP00000384144
ENSMGAP00000007985	ENSP00000299633
ENSMGAP00000014358	ENSP00000317396
ENSMGAP00000012543	ENSP00000258229
ENSMGAP00000015594	ENSP00000370299
ENSMGAP00000019458	ENSP00000365188
ENSMGAP00000009218	ENSP00000367950
ENSMGAP00000000083	ENSP00000368637
ENSMGAP00000012890	ENSP00000406546
ENSMGAP00000011772	ENSP00000298472
ENSMGAP00000001185	ENSP00000387549
ENSMGAP00000001700	ENSP00000363229
ENSMGAP00000014563	ENSP00000343899
ENSMGAP00000012904	ENSP00000283309
ENSMGAP00000000040	ENSP00000271555
ENSMGAP00000017498	ENSP00000340874
ENSMGAP00000011410	ENSP00000444972
ENSMGAP00000005727	ENSP00000265165
ENSMGAP00000008671	ENSP00000340347
ENSMGAP00000012304	ENSP00000441640
ENSMGAP00000007216	ENSP00000416508
ENSMGAP00000004990	ENSP00000327214
ENSMGAP00000006693	ENSP00000390111
ENSMGAP00000011253	ENSP00000377424
ENSMGAP00000004893	ENSP00000362285
ENSMGAP00000003628	ENSP00000380081
ENSMGAP00000000303	ENSP00000345295
ENSMGAP00000004206	ENSP00000265807
ENSMGAP00000014982	ENSP00000376123
ENSMGAP00000003341	ENSP00000279873
ENSMGAP00000019073	ENSP00000347602
ENSMGAP00000012500	ENSP00000264183
ENSMGAP00000000163	ENSP00000325074
ENSMGAP00000009822	ENSP00000336591
ENSMGAP00000013486	ENSP00000335083
ENSMGAP00000012423	ENSP00000399970
ENSMGAP00000010619	ENSP00000329967
ENSMGAP00000002622	ENSP00000430684
ENSMGAP00000012469	ENSP00000359424
ENSMGAP00000009264	ENSP00000224356
ENSMGAP00000014077	ENSP00000001146
ENSMGAP00000007414	ENSP00000299163
ENSMGAP00000010960	ENSP00000262811
ENSMGAP00000010965	ENSP00000385727
ENSMGAP00000007771	ENSP00000298532
ENSMGAP00000013779	ENSP00000339992
ENSMGAP00000002655	ENSP00000217026
ENSMGAP00000010226	ENSP00000398861
ENSMGAP00000002848	ENSP00000323780
ENSMGAP00000012375	ENSP00000295759
ENSMGAP00000001305	ENSP00000297991
ENSMGAP00000013807	ENSP00000318355
ENSMGAP00000001223	ENSP00000297988
ENSMGAP00000009110	ENSP00000253754
ENSMGAP00000012982	ENSP00000337180
ENSMGAP00000014228	ENSP00000392257
ENSMGAP00000010774	ENSP00000260970
ENSMGAP00000001904	ENSP00000232978
ENSMGAP00000009352	ENSP00000368005
ENSMGAP00000007675	ENSP00000359233
ENSMGAP00000013343	ENSP00000349396
ENSMGAP00000015676	ENSP00000258428
ENSMGAP00000011392	ENSP00000361310
ENSMGAP00000001551	ENSP00000241436
ENSMGAP00000006177	ENSP00000230323
ENSMGAP00000009833	ENSP00000295600
ENSMGAP00000009242	ENSP00000265440
ENSMGAP00000011415	ENSP00000354543
ENSMGAP00000007446	ENSP00000368237
ENSMGAP00000014532	ENSP00000351155
ENSMGAP00000000102	ENSP00000358060
ENSMGAP00000004905	ENSP00000338093
ENSMGAP00000007837	ENSP00000355308
ENSMGAP00000010013	ENSP00000261875
ENSMGAP00000012243	ENSP00000360195
ENSMGAP00000007750	ENSP00000328923
ENSMGAP00000000566	ENSP00000247930
ENSMGAP00000000615	ENSP00000262085
ENSMGAP00000009802	ENSP00000399709
ENSMGAP00000010530	ENSP00000361281
ENSMGAP00000015588	ENSP00000332413
ENSMGAP00000010238	ENSP00000361473
ENSMGAP00000009006	ENSP00000360431
ENSMGAP00000008871	ENSP00000268129
ENSMGAP00000006521	ENSP00000326491
ENSMGAP00000000037	ENSP00000358131
ENSMGAP00000004509	ENSP00000305926
ENSMGAP00000013714	ENSP00000237289
ENSMGAP00000012259	ENSP00000352676
ENSMGAP00000017938	ENSP00000228740
ENSMGAP00000013723	ENSP00000289013
ENSMGAP00000014088	ENSP00000357453
ENSMGAP00000014799	ENSP00000348959
ENSMGAP00000011250	ENSP00000380034
ENSMGAP00000017821	ENSP00000246104
ENSMGAP00000007732	ENSP00000260526
ENSMGAP00000003457	ENSP00000203556
ENSMGAP00000003493	ENSP00000439601
ENSMGAP00000014258	ENSP00000230085
ENSMGAP00000005471	ENSP00000377059
ENSMGAP00000011999	ENSP00000342626
ENSMGAP00000004085	ENSP00000333640
ENSMGAP00000013853	ENSP00000356870
ENSMGAP00000009568	ENSP00000386845
ENSMGAP00000011456	ENSP00000281523
ENSMGAP00000015420	ENSP00000332513
ENSMGAP00000014543	ENSP00000358853
ENSMGAP00000009481	ENSP00000265689
ENSMGAP00000002409	ENSP00000356170
ENSMGAP00000000838	ENSP00000362151
ENSMGAP00000009865	ENSP00000420736
ENSMGAP00000014365	ENSP00000404296
ENSMGAP00000016491	ENSP00000360069
ENSMGAP00000003093	ENSP00000368698
ENSMGAP00000000259	ENSP00000361664
ENSMGAP00000013660	ENSP00000356575
ENSMGAP00000018802	ENSP00000432869
ENSMGAP00000007128	ENSP00000309640
ENSMGAP00000005454	ENSP00000333900
ENSMGAP00000017115	ENSP00000289166
ENSMGAP00000014533	ENSP00000318298
ENSMGAP00000016753	ENSP00000443410
ENSMGAP00000017006	ENSP00000358458
ENSMGAP00000010506	ENSP00000359181
ENSMGAP00000017533	ENSP00000360216
ENSMGAP00000002473	ENSP00000265421
ENSMGAP00000016965	ENSP00000427120
ENSMGAP00000002661	ENSP00000271915
ENSMGAP00000016470	ENSP00000365063
ENSMGAP00000005797	ENSP00000366240
ENSMGAP00000001805	ENSP00000250974
ENSMGAP00000001844	ENSP00000227256
ENSMGAP00000009921	ENSP00000331470
ENSMGAP00000009324	ENSP00000282728
ENSMGAP00000010154	ENSP00000321711
ENSMGAP00000003571	ENSP00000435585
ENSMGAP00000014330	ENSP00000281172
ENSMGAP00000010879	ENSP00000264716
ENSMGAP00000001926	ENSP00000289473
ENSMGAP00000005718	ENSP00000380450
ENSMGAP00000003247	ENSP00000309714
ENSMGAP00000012305	ENSP00000295645
ENSMGAP00000000579	ENSP00000375855
ENSMGAP00000005569	ENSP00000356382
ENSMGAP00000003431	ENSP00000405890
ENSMGAP00000011965	ENSP00000251203
ENSMGAP00000003244	ENSP00000318086
ENSMGAP00000015537	ENSP00000368964
ENSMGAP00000013741	ENSP00000414712
ENSMGAP00000003101	ENSP00000362244
ENSMGAP00000006824	ENSP00000251642
ENSMGAP00000011342	ENSP00000263642
ENSMGAP00000013947	ENSP00000437256
ENSMGAP00000003022	ENSP00000192314
ENSMGAP00000015265	ENSP00000385735
ENSMGAP00000003342	ENSP00000270824
ENSMGAP00000015223	ENSP00000350402
ENSMGAP00000001659	ENSP00000320084
ENSMGAP00000015075	ENSP00000358470
ENSMGAP00000002293	ENSP00000426103
ENSMGAP00000010348	ENSP00000261537
ENSMGAP00000009785	ENSP00000369579
ENSMGAP00000004748	ENSP00000471417
ENSMGAP00000003002	ENSP00000368976
ENSMGAP00000012912	ENSP00000388878
ENSMGAP00000017932	ENSP00000368678
ENSMGAP00000014669	ENSP00000424243
ENSMGAP00000006750	ENSP00000316193
ENSMGAP00000004159	ENSP00000356694
ENSMGAP00000002682	ENSP00000363157
ENSMGAP00000012971	ENSP00000376822
ENSMGAP00000008701	ENSP00000287908
ENSMGAP00000008673	ENSP00000369419
ENSMGAP00000011216	ENSP00000256997
ENSMGAP00000015296	ENSP00000358241
ENSMGAP00000012471	ENSP00000256951
ENSMGAP00000002957	ENSP00000379269
ENSMGAP00000018615	ENSP00000439672
ENSMGAP00000016993	ENSP00000344012
ENSMGAP00000006922	ENSP00000301738
ENSMGAP00000009640	ENSP00000312814
ENSMGAP00000013307	ENSP00000384391
ENSMGAP00000013549	ENSP00000386458
ENSMGAP00000009815	ENSP00000296702
ENSMGAP00000001953	ENSP00000239231
ENSMGAP00000008643	ENSP00000302108
ENSMGAP00000013976	ENSP00000332123
ENSMGAP00000003882	ENSP00000274605
ENSMGAP00000001229	ENSP00000370981
ENSMGAP00000010606	ENSP00000359240
ENSMGAP00000005804	ENSP00000253193
ENSMGAP00000013027	ENSP00000276654
ENSMGAP00000010762	ENSP00000318607
ENSMGAP00000003521	ENSP00000371846
ENSMGAP00000001915	ENSP00000262653
ENSMGAP00000019670	ENSP00000268679
ENSMGAP00000012557	ENSP00000402257
ENSMGAP00000000870	ENSP00000383365
ENSMGAP00000013669	ENSP00000434516
ENSMGAP00000007688	ENSP00000430031
ENSMGAP00000002556	ENSP00000350718
ENSMGAP00000011888	ENSP00000261226
ENSMGAP00000009091	ENSP00000384999
ENSMGAP00000005525	ENSP00000411688
ENSMGAP00000016251	ENSP00000332170
ENSMGAP00000002734	ENSP00000366280
ENSMGAP00000000653	ENSP00000251047
ENSMGAP00000006873	ENSP00000258168
ENSMGAP00000012622	ENSP00000262340
ENSMGAP00000002326	ENSP00000261693
ENSMGAP00000010155	ENSP00000264896
ENSMGAP00000005770	ENSP00000399421
ENSMGAP00000012316	ENSP00000322159
ENSMGAP00000006903	ENSP00000361306
ENSMGAP00000003134	ENSP00000384259
ENSMGAP00000002122	ENSP00000372059
ENSMGAP00000008584	ENSP00000417138
ENSMGAP00000006259	ENSP00000264669
ENSMGAP00000002645	ENSP00000258770
ENSMGAP00000011572	ENSP00000228641
ENSMGAP00000001756	ENSP00000241651
ENSMGAP00000007306	ENSP00000250003
ENSMGAP00000014722	ENSP00000352926
ENSMGAP00000005457	ENSP00000354588
ENSMGAP00000016366	ENSP00000268919
ENSMGAP00000017846	ENSP00000368464
ENSMGAP00000006709	ENSP00000343515
ENSMGAP00000011374	ENSP00000428426
ENSMGAP00000015578	ENSP00000313886
ENSMGAP00000004634	ENSP00000355261
ENSMGAP00000001112	ENSP00000425133
ENSMGAP00000010582	ENSP00000415243
ENSMGAP00000008894	ENSP00000359596
ENSMGAP00000007328	ENSP00000473510
ENSMGAP00000000256	ENSP00000364635
ENSMGAP00000000251	ENSP00000219439
ENSMGAP00000019190	ENSP00000358814
ENSMGAP00000003138	ENSP00000368759
ENSMGAP00000009459	ENSP00000360387
ENSMGAP00000009794	ENSP00000265598
ENSMGAP00000007757	ENSP00000408411
ENSMGAP00000014053	ENSP00000376899
ENSMGAP00000014062	ENSP00000256652
ENSMGAP00000004237	ENSP00000350869
ENSMGAP00000001837	ENSP00000297737
ENSMGAP00000011457	ENSP00000406144
ENSMGAP00000010631	ENSP00000323645
ENSMGAP00000008667	ENSP00000265729
ENSMGAP00000018907	ENSP00000362807
ENSMGAP00000007710	ENSP00000264933
ENSMGAP00000007408	ENSP00000218089
ENSMGAP00000013579	ENSP00000348775
ENSMGAP00000009023	ENSP00000307697
ENSMGAP00000008440	ENSP00000420443
ENSMGAP00000017662	ENSP00000272133
ENSMGAP00000002939	ENSP00000348944
ENSMGAP00000014005	ENSP00000349131
ENSMGAP00000008156	ENSP00000217260
ENSMGAP00000013042	ENSP00000276659
ENSMGAP00000005429	ENSP00000344937
ENSMGAP00000013858	ENSP00000216487
ENSMGAP00000015395	ENSP00000383333
ENSMGAP00000004837	ENSP00000287814
ENSMGAP00000019038	ENSP00000262768
ENSMGAP00000013465	ENSP00000266085
ENSMGAP00000010825	ENSP00000314556
ENSMGAP00000008612	ENSP00000360613
ENSMGAP00000012442	ENSP00000298630
ENSMGAP00000007662	ENSP00000418668
ENSMGAP00000013818	ENSP00000290921
ENSMGAP00000008901	ENSP00000353025
ENSMGAP00000009067	ENSP00000351632
ENSMGAP00000015434	ENSP00000350673
ENSMGAP00000000786	ENSP00000241051
ENSMGAP00000017507	ENSP00000265036
ENSMGAP00000013502	ENSP00000278193
ENSMGAP00000011574	ENSP00000447488
ENSMGAP00000010063	ENSP00000361554
ENSMGAP00000015045	ENSP00000075503
ENSMGAP00000005737	ENSP00000226253
ENSMGAP00000007251	ENSP00000329668
ENSMGAP00000002729	ENSP00000264554
ENSMGAP00000014498	ENSP00000364995
ENSMGAP00000009937	ENSP00000346577
ENSMGAP00000003699	ENSP00000378356
ENSMGAP00000003102	ENSP00000264444
ENSMGAP00000017717	ENSP00000337889
ENSMGAP00000007198	ENSP00000370826
ENSMGAP00000012206	ENSP00000382204
ENSMGAP00000009040	ENSP00000360472
ENSMGAP00000008375	ENSP00000477310
ENSMGAP00000010241	ENSP00000300571
ENSMGAP00000006431	ENSP00000376403
ENSMGAP00000014030	ENSP00000357348
ENSMGAP00000012167	ENSP00000338272
ENSMGAP00000007922	ENSP00000369915
ENSMGAP00000005338	ENSP00000347730
ENSMGAP00000008281	ENSP00000394757
ENSMGAP00000016919	ENSP00000441832
ENSMGAP00000007234	ENSP00000335544
ENSMGAP00000013073	ENSP00000295589
ENSMGAP00000000245	ENSP00000290894
ENSMGAP00000006625	ENSP00000307369
ENSMGAP00000007118	ENSP00000366936
ENSMGAP00000011471	ENSP00000446132
ENSMGAP00000001058	ENSP00000356265
ENSMGAP00000008538	ENSP00000371331
ENSMGAP00000001333	ENSP00000354488
ENSMGAP00000014853	ENSP00000370542
ENSMGAP00000017217	ENSP00000344468
ENSMGAP00000012730	ENSP00000307046
ENSMGAP00000017223	ENSP00000361818
ENSMGAP00000005368	ENSP00000280886
ENSMGAP00000011054	ENSP00000301180
ENSMGAP00000014034	ENSP00000434142
ENSMGAP00000018057	ENSP00000391200
ENSMGAP00000008394	ENSP00000415836
ENSMGAP00000004358	ENSP00000361748
ENSMGAP00000011382	ENSP00000403397
ENSMGAP00000009941	ENSP00000355924
ENSMGAP00000013901	ENSP00000393453
ENSMGAP00000001205	ENSP00000322323
ENSMGAP00000007019	ENSP00000468308
ENSMGAP00000002353	ENSP00000263733
ENSMGAP00000011927	ENSP00000260128
ENSMGAP00000010690	ENSP00000258145
ENSMGAP00000016128	ENSP00000313699
ENSMGAP00000009467	ENSP00000433999
ENSMGAP00000011230	ENSP00000360560
ENSMGAP00000013520	ENSP00000377369
ENSMGAP00000009799	ENSP00000341179
ENSMGAP00000010671	ENSP00000414635
ENSMGAP00000015200	ENSP00000319009
ENSMGAP00000005237	ENSP00000264344
ENSMGAP00000019223	ENSP00000380150
ENSMGAP00000013242	ENSP00000384570
ENSMGAP00000004393	ENSP00000311609
ENSMGAP00000003639	ENSP00000330221
ENSMGAP00000002919	ENSP00000310332
ENSMGAP00000010334	ENSP00000361990
ENSMGAP00000012185	ENSP00000290650
ENSMGAP00000014640	ENSP00000400057
ENSMGAP00000006766	ENSP00000264595
ENSMGAP00000005055	ENSP00000301765
ENSMGAP00000012137	ENSP00000318629
ENSMGAP00000010180	ENSP00000384551
ENSMGAP00000013213	ENSP00000272641
ENSMGAP00000016584	ENSP00000329295
ENSMGAP00000010111	ENSP00000378555
ENSMGAP00000005619	ENSP00000320604
ENSMGAP00000001760	ENSP00000261507
ENSMGAP00000009529	ENSP00000400500
ENSMGAP00000018704	ENSP00000300249
ENSMGAP00000014540	ENSP00000358813
ENSMGAP00000006742	ENSP00000346155
ENSMGAP00000003205	ENSP00000356853
ENSMGAP00000005779	ENSP00000361285
ENSMGAP00000014295	ENSP00000376840
ENSMGAP00000000140	ENSP00000362841
ENSMGAP00000006172	ENSP00000359340
ENSMGAP00000011644	ENSP00000429073
ENSMGAP00000016548	ENSP00000284000
ENSMGAP00000011824	ENSP00000368356
ENSMGAP00000005450	ENSP00000380514
ENSMGAP00000012070	ENSP00000273077
ENSMGAP00000013253	ENSP00000378938
ENSMGAP00000016807	ENSP00000314709
ENSMGAP00000009066	ENSP00000261017
ENSMGAP00000002071	ENSP00000225941
ENSMGAP00000002737	ENSP00000371432
ENSMGAP00000015526	ENSP00000368666
ENSMGAP00000015565	ENSP00000389326
ENSMGAP00000015564	ENSP00000369699
ENSMGAP00000000643	ENSP00000271715
ENSMGAP00000005734	ENSP00000248121
ENSMGAP00000015351	ENSP00000317382
ENSMGAP00000007008	ENSP00000359151
ENSMGAP00000003081	ENSP00000369538
ENSMGAP00000007508	ENSP00000306185
ENSMGAP00000006897	ENSP00000296350
ENSMGAP00000010581	ENSP00000256458
ENSMGAP00000009823	ENSP00000390651
ENSMGAP00000019178	ENSP00000236137
ENSMGAP00000001470	ENSP00000308895
ENSMGAP00000003698	ENSP00000336783
ENSMGAP00000006487	ENSP00000379144
ENSMGAP00000010945	ENSP00000304355
ENSMGAP00000013083	ENSP00000386377
ENSMGAP00000007812	ENSP00000392828
ENSMGAP00000002014	ENSP00000368265
ENSMGAP00000009796	ENSP00000234453
ENSMGAP00000015802	ENSP00000369862
ENSMGAP00000003889	ENSP00000362071
ENSMGAP00000012100	ENSP00000344488
ENSMGAP00000007532	ENSP00000284262
ENSMGAP00000005822	ENSP00000378176
ENSMGAP00000006040	ENSP00000438042
ENSMGAP00000000866	ENSP00000355317
ENSMGAP00000005467	ENSP00000373570
ENSMGAP00000002017	ENSP00000354481
ENSMGAP00000018956	ENSP00000226951
ENSMGAP00000010065	ENSP00000362643
ENSMGAP00000017700	ENSP00000440945
ENSMGAP00000002364	ENSP00000439639
ENSMGAP00000010602	ENSP00000398789
ENSMGAP00000014488	ENSP00000313121
ENSMGAP00000000387	ENSP00000339086
ENSMGAP00000013186	ENSP00000371085
ENSMGAP00000016301	ENSP00000414303
ENSMGAP00000016980	ENSP00000397297
ENSMGAP00000016615	ENSP00000358525
ENSMGAP00000013589	ENSP00000299045
ENSMGAP00000000755	ENSP00000335595
ENSMGAP00000006819	ENSP00000380878
ENSMGAP00000011638	ENSP00000347152
ENSMGAP00000002169	ENSP00000363616
ENSMGAP00000000891	ENSP00000318147
ENSMGAP00000011022	ENSP00000262741
ENSMGAP00000018590	ENSP00000428056
ENSMGAP00000001218	ENSP00000433847
ENSMGAP00000012832	ENSP00000355736
ENSMGAP00000011121	ENSP00000260585
ENSMGAP00000013825	ENSP00000229266
ENSMGAP00000005129	ENSP00000441980
ENSMGAP00000016158	ENSP00000377055
ENSMGAP00000000288	ENSP00000360635
ENSMGAP00000012226	ENSP00000471714
ENSMGAP00000015574	ENSP00000316861
ENSMGAP00000009870	ENSP00000405750
ENSMGAP00000002992	ENSP00000386022
ENSMGAP00000015557	ENSP00000369424
ENSMGAP00000001898	ENSP00000356641
ENSMGAP00000019694	ENSP00000274629
ENSMGAP00000011052	ENSP00000258111
ENSMGAP00000004976	ENSP00000379412
ENSMGAP00000012968	ENSP00000156471
ENSMGAP00000018182	ENSP00000380019
ENSMGAP00000006999	ENSP00000446335
ENSMGAP00000009699	ENSP00000315659
ENSMGAP00000007221	ENSP00000353270
ENSMGAP00000003291	ENSP00000377374
ENSMGAP00000011162	ENSP00000350359
ENSMGAP00000019437	ENSP00000264110
ENSMGAP00000004312	ENSP00000361066
ENSMGAP00000014971	ENSP00000385216
ENSMGAP00000011468	ENSP00000325546
ENSMGAP00000005842	ENSP00000256578
ENSMGAP00000014504	ENSP00000430075
ENSMGAP00000006021	ENSP00000379802
ENSMGAP00000002799	ENSP00000356105
ENSMGAP00000013655	ENSP00000258538
ENSMGAP00000016007	ENSP00000370192
ENSMGAP00000008567	ENSP00000363345
ENSMGAP00000005610	ENSP00000395653
ENSMGAP00000005614	ENSP00000370517
ENSMGAP00000002450	ENSP00000269848
