ENSP00000262384	ENSLOCP00000009128
ENSP00000410403	ENSLOCP00000007009
ENSP00000465419	ENSLOCP00000005451
ENSP00000281537	ENSLOCP00000016910
ENSP00000355938	ENSLOCP00000000999
ENSP00000320234	ENSLOCP00000011733
ENSP00000437041	ENSLOCP00000005105
ENSP00000356218	ENSLOCP00000012453
ENSP00000371419	ENSLOCP00000013229
ENSP00000398688	ENSLOCP00000007137
ENSP00000300055	ENSLOCP00000017693
ENSP00000405514	ENSLOCP00000013389
ENSP00000226574	ENSLOCP00000014870
ENSP00000358983	ENSLOCP00000015294
ENSP00000221452	ENSLOCP00000018282
ENSP00000295025	ENSLOCP00000019874
ENSP00000329468	ENSLOCP00000016983
ENSP00000353078	ENSLOCP00000014911
ENSP00000338348	ENSLOCP00000011469
ENSP00000341346	ENSLOCP00000008157
ENSP00000207457	ENSLOCP00000000511
ENSP00000379263	ENSLOCP00000016179
ENSP00000283025	ENSLOCP00000007458
ENSP00000356599	ENSLOCP00000011968
ENSP00000350102	ENSLOCP00000021444
ENSP00000078445	ENSLOCP00000007512
ENSP00000357596	ENSLOCP00000010531
ENSP00000342136	ENSLOCP00000009883
ENSP00000434939	ENSLOCP00000006762
ENSP00000273179	ENSLOCP00000011852
ENSP00000411145	ENSLOCP00000019564
ENSP00000283268	ENSLOCP00000012768
ENSP00000359357	ENSLOCP00000005645
ENSP00000342137	ENSLOCP00000017680
ENSP00000337701	ENSLOCP00000000253
ENSP00000378072	ENSLOCP00000012957
ENSP00000370430	ENSLOCP00000012436
ENSP00000356015	ENSLOCP00000019962
ENSP00000295709	ENSLOCP00000004184
ENSP00000361769	ENSLOCP00000001591
ENSP00000439287	ENSLOCP00000009092
ENSP00000384892	ENSLOCP00000011580
ENSP00000428417	ENSLOCP00000019949
ENSP00000323313	ENSLOCP00000002909
ENSP00000264065	ENSLOCP00000008090
ENSP00000381104	ENSLOCP00000007075
ENSP00000365567	ENSLOCP00000003717
ENSP00000360184	ENSLOCP00000013828
ENSP00000216605	ENSLOCP00000015882
ENSP00000379108	ENSLOCP00000014823
ENSP00000265686	ENSLOCP00000007802
ENSP00000332247	ENSLOCP00000007183
ENSP00000264649	ENSLOCP00000015386
ENSP00000336740	ENSLOCP00000005237
ENSP00000338127	ENSLOCP00000011607
ENSP00000361158	ENSLOCP00000003340
ENSP00000349616	ENSLOCP00000020561
ENSP00000421981	ENSLOCP00000008873
ENSP00000430955	ENSLOCP00000011338
ENSP00000304051	ENSLOCP00000010972
ENSP00000366395	ENSLOCP00000001672
ENSP00000247461	ENSLOCP00000014059
ENSP00000326699	ENSLOCP00000012855
ENSP00000370571	ENSLOCP00000002134
ENSP00000264735	ENSLOCP00000010909
ENSP00000261854	ENSLOCP00000016110
ENSP00000288680	ENSLOCP00000003362
ENSP00000229335	ENSLOCP00000009902
ENSP00000244669	ENSLOCP00000015286
ENSP00000278060	ENSLOCP00000005069
ENSP00000297792	ENSLOCP00000007127
ENSP00000308750	ENSLOCP00000015077
ENSP00000297565	ENSLOCP00000011966
ENSP00000227524	ENSLOCP00000009868
ENSP00000363313	ENSLOCP00000000646
ENSP00000430432	ENSLOCP00000020985
ENSP00000359128	ENSLOCP00000000783
ENSP00000381032	ENSLOCP00000018321
ENSP00000475261	ENSLOCP00000001464
ENSP00000342832	ENSLOCP00000002331
ENSP00000381823	ENSLOCP00000012475
ENSP00000265175	ENSLOCP00000011687
ENSP00000343405	ENSLOCP00000015455
ENSP00000280551	ENSLOCP00000015429
ENSP00000259605	ENSLOCP00000015768
ENSP00000274811	ENSLOCP00000014609
ENSP00000368824	ENSLOCP00000004411
ENSP00000354609	ENSLOCP00000006636
ENSP00000357232	ENSLOCP00000009886
ENSP00000360217	ENSLOCP00000020190
ENSP00000341564	ENSLOCP00000016472
ENSP00000343877	ENSLOCP00000017243
ENSP00000406197	ENSLOCP00000022094
ENSP00000363414	ENSLOCP00000022379
ENSP00000328777	ENSLOCP00000011160
ENSP00000359489	ENSLOCP00000018952
ENSP00000348793	ENSLOCP00000001516
ENSP00000265343	ENSLOCP00000012999
ENSP00000321537	ENSLOCP00000005990
ENSP00000376333	ENSLOCP00000014079
ENSP00000273666	ENSLOCP00000007639
ENSP00000359070	ENSLOCP00000001994
ENSP00000317743	ENSLOCP00000006832
ENSP00000384015	ENSLOCP00000001883
ENSP00000341280	ENSLOCP00000010126
ENSP00000363458	ENSLOCP00000003100
ENSP00000252891	ENSLOCP00000017851
ENSP00000285599	ENSLOCP00000012412
ENSP00000353655	ENSLOCP00000018584
ENSP00000354168	ENSLOCP00000021738
ENSP00000451575	ENSLOCP00000016041
ENSP00000419199	ENSLOCP00000016392
ENSP00000397655	ENSLOCP00000019535
ENSP00000377840	ENSLOCP00000015763
ENSP00000438949	ENSLOCP00000003025
ENSP00000320025	ENSLOCP00000013336
ENSP00000265997	ENSLOCP00000008635
ENSP00000265085	ENSLOCP00000011134
ENSP00000443985	ENSLOCP00000012073
ENSP00000199389	ENSLOCP00000010296
ENSP00000307235	ENSLOCP00000011431
ENSP00000359575	ENSLOCP00000006145
ENSP00000442786	ENSLOCP00000019890
ENSP00000257818	ENSLOCP00000003343
ENSP00000361043	ENSLOCP00000004961
ENSP00000336606	ENSLOCP00000012361
ENSP00000386520	ENSLOCP00000017515
ENSP00000362441	ENSLOCP00000016868
ENSP00000216268	ENSLOCP00000022011
ENSP00000370621	ENSLOCP00000021520
ENSP00000370022	ENSLOCP00000001963
ENSP00000430241	ENSLOCP00000018736
ENSP00000368190	ENSLOCP00000004668
ENSP00000417038	ENSLOCP00000019008
ENSP00000311713	ENSLOCP00000012000
ENSP00000336655	ENSLOCP00000014482
ENSP00000194530	ENSLOCP00000013133
ENSP00000370808	ENSLOCP00000018741
ENSP00000281456	ENSLOCP00000016984
ENSP00000358888	ENSLOCP00000015166
ENSP00000011473	ENSLOCP00000019498
ENSP00000263233	ENSLOCP00000018183
ENSP00000320176	ENSLOCP00000019036
ENSP00000264010	ENSLOCP00000008338
ENSP00000318085	ENSLOCP00000004541
ENSP00000404854	ENSLOCP00000008900
ENSP00000343635	ENSLOCP00000003197
ENSP00000357341	ENSLOCP00000020412
ENSP00000405424	ENSLOCP00000011468
ENSP00000217320	ENSLOCP00000005146
ENSP00000337838	ENSLOCP00000019136
ENSP00000274721	ENSLOCP00000011723
ENSP00000313423	ENSLOCP00000001102
ENSP00000366243	ENSLOCP00000011666
ENSP00000357048	ENSLOCP00000002215
ENSP00000263918	ENSLOCP00000019614
ENSP00000327197	ENSLOCP00000001764
ENSP00000403712	ENSLOCP00000017810
ENSP00000258080	ENSLOCP00000002449
ENSP00000357980	ENSLOCP00000010074
ENSP00000305919	ENSLOCP00000018588
ENSP00000318986	ENSLOCP00000012820
ENSP00000419740	ENSLOCP00000004869
ENSP00000364145	ENSLOCP00000019031
ENSP00000369100	ENSLOCP00000019282
ENSP00000356113	ENSLOCP00000014512
ENSP00000024061	ENSLOCP00000009287
ENSP00000282026	ENSLOCP00000021904
ENSP00000314036	ENSLOCP00000020024
ENSP00000310551	ENSLOCP00000007832
ENSP00000370395	ENSLOCP00000012948
ENSP00000433757	ENSLOCP00000005193
ENSP00000005340	ENSLOCP00000017728
ENSP00000394352	ENSLOCP00000001695
ENSP00000378328	ENSLOCP00000007926
ENSP00000427130	ENSLOCP00000010024
ENSP00000359982	ENSLOCP00000012287
ENSP00000342143	ENSLOCP00000010787
ENSP00000294725	ENSLOCP00000009015
ENSP00000415106	ENSLOCP00000007270
ENSP00000280098	ENSLOCP00000001138
ENSP00000007699	ENSLOCP00000017039
ENSP00000262746	ENSLOCP00000007261
ENSP00000368646	ENSLOCP00000004135
ENSP00000296464	ENSLOCP00000013207
ENSP00000384144	ENSLOCP00000006812
ENSP00000299633	ENSLOCP00000015890
ENSP00000317396	ENSLOCP00000012293
ENSP00000370299	ENSLOCP00000008921
ENSP00000365188	ENSLOCP00000017647
ENSP00000367950	ENSLOCP00000013027
ENSP00000368637	ENSLOCP00000019246
ENSP00000406546	ENSLOCP00000013329
ENSP00000298472	ENSLOCP00000011815
ENSP00000387549	ENSLOCP00000018621
ENSP00000343899	ENSLOCP00000014743
ENSP00000283309	ENSLOCP00000019986
ENSP00000394794	ENSLOCP00000014809
ENSP00000340874	ENSLOCP00000002141
ENSP00000444972	ENSLOCP00000015029
ENSP00000265165	ENSLOCP00000015111
ENSP00000340347	ENSLOCP00000012558
ENSP00000441640	ENSLOCP00000015214
ENSP00000347716	ENSLOCP00000017714
ENSP00000327214	ENSLOCP00000009450
ENSP00000438547	ENSLOCP00000017819
ENSP00000377424	ENSLOCP00000019228
ENSP00000362285	ENSLOCP00000010744
ENSP00000380081	ENSLOCP00000005744
ENSP00000345295	ENSLOCP00000015918
ENSP00000376123	ENSLOCP00000008853
ENSP00000350078	ENSLOCP00000018527
ENSP00000279873	ENSLOCP00000008221
ENSP00000347602	ENSLOCP00000011415
ENSP00000264183	ENSLOCP00000019579
ENSP00000336591	ENSLOCP00000011235
ENSP00000335083	ENSLOCP00000012400
ENSP00000329967	ENSLOCP00000020366
ENSP00000430684	ENSLOCP00000019222
ENSP00000359424	ENSLOCP00000005304
ENSP00000224356	ENSLOCP00000008430
ENSP00000001146	ENSLOCP00000001418
ENSP00000285949	ENSLOCP00000008449
ENSP00000299163	ENSLOCP00000006552
ENSP00000398410	ENSLOCP00000004758
ENSP00000262811	ENSLOCP00000001720
ENSP00000385727	ENSLOCP00000012908
ENSP00000298532	ENSLOCP00000005284
ENSP00000339992	ENSLOCP00000019998
ENSP00000429633	ENSLOCP00000005669
ENSP00000217026	ENSLOCP00000001526
ENSP00000398861	ENSLOCP00000015545
ENSP00000323780	ENSLOCP00000016467
ENSP00000295759	ENSLOCP00000011559
ENSP00000253754	ENSLOCP00000012706
ENSP00000312634	ENSLOCP00000018401
ENSP00000337180	ENSLOCP00000012140
ENSP00000260970	ENSLOCP00000009711
ENSP00000232978	ENSLOCP00000011771
ENSP00000368005	ENSLOCP00000013069
ENSP00000359233	ENSLOCP00000009838
ENSP00000349396	ENSLOCP00000013341
ENSP00000258428	ENSLOCP00000001575
ENSP00000361310	ENSLOCP00000019355
ENSP00000241436	ENSLOCP00000006607
ENSP00000230323	ENSLOCP00000014941
ENSP00000314129	ENSLOCP00000018086
ENSP00000295600	ENSLOCP00000012302
ENSP00000265440	ENSLOCP00000019627
ENSP00000354543	ENSLOCP00000002090
ENSP00000368237	ENSLOCP00000019443
ENSP00000351155	ENSLOCP00000014617
ENSP00000381844	ENSLOCP00000000952
ENSP00000355308	ENSLOCP00000013438
ENSP00000419503	ENSLOCP00000013808
ENSP00000261875	ENSLOCP00000017026
ENSP00000360195	ENSLOCP00000007886
ENSP00000328923	ENSLOCP00000003110
ENSP00000309087	ENSLOCP00000012819
ENSP00000222032	ENSLOCP00000005420
ENSP00000399709	ENSLOCP00000008462
ENSP00000448310	ENSLOCP00000009646
ENSP00000361281	ENSLOCP00000003587
ENSP00000332413	ENSLOCP00000019971
ENSP00000361473	ENSLOCP00000005132
ENSP00000360431	ENSLOCP00000007165
ENSP00000268129	ENSLOCP00000017530
ENSP00000302657	ENSLOCP00000007887
ENSP00000358131	ENSLOCP00000011058
ENSP00000305926	ENSLOCP00000018227
ENSP00000237289	ENSLOCP00000018983
ENSP00000352676	ENSLOCP00000009701
ENSP00000228740	ENSLOCP00000019366
ENSP00000358894	ENSLOCP00000014458
ENSP00000305449	ENSLOCP00000018762
ENSP00000289013	ENSLOCP00000010451
ENSP00000357453	ENSLOCP00000021334
ENSP00000348959	ENSLOCP00000013623
ENSP00000380034	ENSLOCP00000007240
ENSP00000327968	ENSLOCP00000005873
ENSP00000246104	ENSLOCP00000002617
ENSP00000203556	ENSLOCP00000010367
ENSP00000439601	ENSLOCP00000005491
ENSP00000230085	ENSLOCP00000020507
ENSP00000377059	ENSLOCP00000016551
ENSP00000333640	ENSLOCP00000007478
ENSP00000356870	ENSLOCP00000020015
ENSP00000386845	ENSLOCP00000007755
ENSP00000281523	ENSLOCP00000008105
ENSP00000396843	ENSLOCP00000001481
ENSP00000370340	ENSLOCP00000013922
ENSP00000332513	ENSLOCP00000001794
ENSP00000358853	ENSLOCP00000020023
ENSP00000265689	ENSLOCP00000003149
ENSP00000356170	ENSLOCP00000014646
ENSP00000362151	ENSLOCP00000014965
ENSP00000420736	ENSLOCP00000012262
ENSP00000365380	ENSLOCP00000017761
ENSP00000347883	ENSLOCP00000003577
ENSP00000263265	ENSLOCP00000000965
ENSP00000404296	ENSLOCP00000018979
ENSP00000360069	ENSLOCP00000022461
ENSP00000368698	ENSLOCP00000009670
ENSP00000361664	ENSLOCP00000004300
ENSP00000432869	ENSLOCP00000006023
ENSP00000309640	ENSLOCP00000005897
ENSP00000309096	ENSLOCP00000001909
ENSP00000333900	ENSLOCP00000010432
ENSP00000289166	ENSLOCP00000004476
ENSP00000318298	ENSLOCP00000021088
ENSP00000443410	ENSLOCP00000018466
ENSP00000358458	ENSLOCP00000021910
ENSP00000242248	ENSLOCP00000018798
ENSP00000360216	ENSLOCP00000008791
ENSP00000265421	ENSLOCP00000019231
ENSP00000427120	ENSLOCP00000010954
ENSP00000271915	ENSLOCP00000000345
ENSP00000262888	ENSLOCP00000004982
ENSP00000365063	ENSLOCP00000021901
ENSP00000366240	ENSLOCP00000011678
ENSP00000355870	ENSLOCP00000020245
ENSP00000227256	ENSLOCP00000005875
ENSP00000331470	ENSLOCP00000020295
ENSP00000282728	ENSLOCP00000008533
ENSP00000321711	ENSLOCP00000017077
ENSP00000281172	ENSLOCP00000020358
ENSP00000358820	ENSLOCP00000013837
ENSP00000310170	ENSLOCP00000000854
ENSP00000264716	ENSLOCP00000021222
ENSP00000245919	ENSLOCP00000018007
ENSP00000306245	ENSLOCP00000012878
ENSP00000306245	ENSLOCP00000012890
ENSP00000289473	ENSLOCP00000002206
ENSP00000348215	ENSLOCP00000014709
ENSP00000309714	ENSLOCP00000013191
ENSP00000295645	ENSLOCP00000017305
ENSP00000375855	ENSLOCP00000001818
ENSP00000405890	ENSLOCP00000005278
ENSP00000251203	ENSLOCP00000008274
ENSP00000318086	ENSLOCP00000018599
ENSP00000368964	ENSLOCP00000004275
ENSP00000414712	ENSLOCP00000019974
ENSP00000362244	ENSLOCP00000003448
ENSP00000369213	ENSLOCP00000016550
ENSP00000251642	ENSLOCP00000015492
ENSP00000263642	ENSLOCP00000010298
ENSP00000385735	ENSLOCP00000004680
ENSP00000320084	ENSLOCP00000017568
ENSP00000358470	ENSLOCP00000013656
ENSP00000426103	ENSLOCP00000007625
ENSP00000369579	ENSLOCP00000017375
ENSP00000471417	ENSLOCP00000006634
ENSP00000368976	ENSLOCP00000007411
ENSP00000301332	ENSLOCP00000005117
ENSP00000388878	ENSLOCP00000019428
ENSP00000368678	ENSLOCP00000008883
ENSP00000424243	ENSLOCP00000021061
ENSP00000346964	ENSLOCP00000015567
ENSP00000358824	ENSLOCP00000019070
ENSP00000316193	ENSLOCP00000016280
ENSP00000356694	ENSLOCP00000012850
ENSP00000363157	ENSLOCP00000005747
ENSP00000376822	ENSLOCP00000003827
ENSP00000287908	ENSLOCP00000012806
ENSP00000369419	ENSLOCP00000012881
ENSP00000358241	ENSLOCP00000008393
ENSP00000379269	ENSLOCP00000016181
ENSP00000270221	ENSLOCP00000001513
ENSP00000439672	ENSLOCP00000018710
ENSP00000344012	ENSLOCP00000009846
ENSP00000301738	ENSLOCP00000004493
ENSP00000312814	ENSLOCP00000013177
ENSP00000386458	ENSLOCP00000006816
ENSP00000239231	ENSLOCP00000014587
ENSP00000302108	ENSLOCP00000000026
ENSP00000332123	ENSLOCP00000001439
ENSP00000274605	ENSLOCP00000014944
ENSP00000370981	ENSLOCP00000018359
ENSP00000359240	ENSLOCP00000015529
ENSP00000276654	ENSLOCP00000011522
ENSP00000318607	ENSLOCP00000001685
ENSP00000371846	ENSLOCP00000002767
ENSP00000402257	ENSLOCP00000012439
ENSP00000383365	ENSLOCP00000002824
ENSP00000430031	ENSLOCP00000016948
ENSP00000350718	ENSLOCP00000015618
ENSP00000261226	ENSLOCP00000019400
ENSP00000384999	ENSLOCP00000012722
ENSP00000332170	ENSLOCP00000007311
ENSP00000366280	ENSLOCP00000018768
ENSP00000258168	ENSLOCP00000004652
ENSP00000262340	ENSLOCP00000011664
ENSP00000261693	ENSLOCP00000002033
ENSP00000264896	ENSLOCP00000004675
ENSP00000322159	ENSLOCP00000008004
ENSP00000361306	ENSLOCP00000017807
ENSP00000384259	ENSLOCP00000007843
ENSP00000372059	ENSLOCP00000001085
ENSP00000254323	ENSLOCP00000007624
ENSP00000417138	ENSLOCP00000008187
ENSP00000264669	ENSLOCP00000013704
ENSP00000258770	ENSLOCP00000006906
ENSP00000228641	ENSLOCP00000020119
ENSP00000241651	ENSLOCP00000013138
ENSP00000250003	ENSLOCP00000002524
ENSP00000352926	ENSLOCP00000020619
ENSP00000385000	ENSLOCP00000009498
ENSP00000368464	ENSLOCP00000005953
ENSP00000343515	ENSLOCP00000006462
ENSP00000428426	ENSLOCP00000006910
ENSP00000313886	ENSLOCP00000012258
ENSP00000425133	ENSLOCP00000002343
ENSP00000415243	ENSLOCP00000008742
ENSP00000414750	ENSLOCP00000015271
ENSP00000473510	ENSLOCP00000004223
ENSP00000364412	ENSLOCP00000011257
ENSP00000219439	ENSLOCP00000021340
ENSP00000358814	ENSLOCP00000015114
ENSP00000368759	ENSLOCP00000009610
ENSP00000360387	ENSLOCP00000004062
ENSP00000265598	ENSLOCP00000000897
ENSP00000250092	ENSLOCP00000016254
ENSP00000408411	ENSLOCP00000018767
ENSP00000357065	ENSLOCP00000006961
ENSP00000376899	ENSLOCP00000013748
ENSP00000350869	ENSLOCP00000015139
ENSP00000297737	ENSLOCP00000018993
ENSP00000406144	ENSLOCP00000011531
ENSP00000422496	ENSLOCP00000014563
ENSP00000323645	ENSLOCP00000007891
ENSP00000265729	ENSLOCP00000012893
ENSP00000394842	ENSLOCP00000010267
ENSP00000362807	ENSLOCP00000001991
ENSP00000264933	ENSLOCP00000016326
ENSP00000218089	ENSLOCP00000017936
ENSP00000407761	ENSLOCP00000019095
ENSP00000348775	ENSLOCP00000012621
ENSP00000420443	ENSLOCP00000019459
ENSP00000272133	ENSLOCP00000019600
ENSP00000310003	ENSLOCP00000002606
ENSP00000348944	ENSLOCP00000007197
ENSP00000349131	ENSLOCP00000020398
ENSP00000217260	ENSLOCP00000009033
ENSP00000276659	ENSLOCP00000003686
ENSP00000344937	ENSLOCP00000007012
ENSP00000216487	ENSLOCP00000017397
ENSP00000383333	ENSLOCP00000008264
ENSP00000347821	ENSLOCP00000018420
ENSP00000287814	ENSLOCP00000017196
ENSP00000266085	ENSLOCP00000020336
ENSP00000218388	ENSLOCP00000017740
ENSP00000314556	ENSLOCP00000017289
ENSP00000360613	ENSLOCP00000018742
ENSP00000360116	ENSLOCP00000008147
ENSP00000301037	ENSLOCP00000007303
ENSP00000298630	ENSLOCP00000009050
ENSP00000418668	ENSLOCP00000015678
ENSP00000290921	ENSLOCP00000013457
ENSP00000353025	ENSLOCP00000019450
ENSP00000350673	ENSLOCP00000001638
ENSP00000396234	ENSLOCP00000018664
ENSP00000241051	ENSLOCP00000005312
ENSP00000265036	ENSLOCP00000009365
ENSP00000278193	ENSLOCP00000000350
ENSP00000447488	ENSLOCP00000020122
ENSP00000361554	ENSLOCP00000007667
ENSP00000217515	ENSLOCP00000004246
ENSP00000226253	ENSLOCP00000007288
ENSP00000329668	ENSLOCP00000016250
ENSP00000264554	ENSLOCP00000006977
ENSP00000364995	ENSLOCP00000014410
ENSP00000346577	ENSLOCP00000004321
ENSP00000378356	ENSLOCP00000011739
ENSP00000264444	ENSLOCP00000018852
ENSP00000337889	ENSLOCP00000002689
ENSP00000401867	ENSLOCP00000014733
ENSP00000386660	ENSLOCP00000013269
ENSP00000382204	ENSLOCP00000008323
ENSP00000360472	ENSLOCP00000007102
ENSP00000302297	ENSLOCP00000018472
ENSP00000477310	ENSLOCP00000007229
ENSP00000300571	ENSLOCP00000003412
ENSP00000376403	ENSLOCP00000016068
ENSP00000343464	ENSLOCP00000016976
ENSP00000357348	ENSLOCP00000021360
ENSP00000338272	ENSLOCP00000005619
ENSP00000369915	ENSLOCP00000001957
ENSP00000347730	ENSLOCP00000006901
ENSP00000354206	ENSLOCP00000002910
ENSP00000394757	ENSLOCP00000004743
ENSP00000441832	ENSLOCP00000022019
ENSP00000295589	ENSLOCP00000011873
ENSP00000446058	ENSLOCP00000007574
ENSP00000290894	ENSLOCP00000017581
ENSP00000307369	ENSLOCP00000008284
ENSP00000379396	ENSLOCP00000005835
ENSP00000446132	ENSLOCP00000020086
ENSP00000356265	ENSLOCP00000011944
ENSP00000371331	ENSLOCP00000002602
ENSP00000354488	ENSLOCP00000011974
ENSP00000370542	ENSLOCP00000021254
ENSP00000344468	ENSLOCP00000006233
ENSP00000307046	ENSLOCP00000004049
ENSP00000361818	ENSLOCP00000009317
ENSP00000280886	ENSLOCP00000015168
ENSP00000434142	ENSLOCP00000021356
ENSP00000391200	ENSLOCP00000012428
ENSP00000415836	ENSLOCP00000003447
ENSP00000361748	ENSLOCP00000007330
ENSP00000400113	ENSLOCP00000005766
ENSP00000355924	ENSLOCP00000020636
ENSP00000393453	ENSLOCP00000001383
ENSP00000468308	ENSLOCP00000015270
ENSP00000263733	ENSLOCP00000012876
ENSP00000260128	ENSLOCP00000005023
ENSP00000258145	ENSLOCP00000021097
ENSP00000313699	ENSLOCP00000009061
ENSP00000360560	ENSLOCP00000020253
ENSP00000377369	ENSLOCP00000013056
ENSP00000341179	ENSLOCP00000004116
ENSP00000414635	ENSLOCP00000008639
ENSP00000281441	ENSLOCP00000001341
ENSP00000319009	ENSLOCP00000012993
ENSP00000359119	ENSLOCP00000018040
ENSP00000264344	ENSLOCP00000011173
ENSP00000380150	ENSLOCP00000005149
ENSP00000311609	ENSLOCP00000005091
ENSP00000330221	ENSLOCP00000008469
ENSP00000428338	ENSLOCP00000016665
ENSP00000310332	ENSLOCP00000011861
ENSP00000424838	ENSLOCP00000013350
ENSP00000361990	ENSLOCP00000020375
ENSP00000400057	ENSLOCP00000019960
ENSP00000264595	ENSLOCP00000016824
ENSP00000301765	ENSLOCP00000009952
ENSP00000320416	ENSLOCP00000002754
ENSP00000318629	ENSLOCP00000017178
ENSP00000384551	ENSLOCP00000013694
ENSP00000272641	ENSLOCP00000001161
ENSP00000333593	ENSLOCP00000007342
ENSP00000378555	ENSLOCP00000009703
ENSP00000278426	ENSLOCP00000009741
ENSP00000320604	ENSLOCP00000015354
ENSP00000261507	ENSLOCP00000009571
ENSP00000400500	ENSLOCP00000001195
ENSP00000254250	ENSLOCP00000003820
ENSP00000300249	ENSLOCP00000007415
ENSP00000358813	ENSLOCP00000021085
ENSP00000361285	ENSLOCP00000007504
ENSP00000376840	ENSLOCP00000000961
ENSP00000297283	ENSLOCP00000019290
ENSP00000362841	ENSLOCP00000006318
ENSP00000359340	ENSLOCP00000006082
ENSP00000429073	ENSLOCP00000006002
ENSP00000284000	ENSLOCP00000021692
ENSP00000305422	ENSLOCP00000022459
ENSP00000427514	ENSLOCP00000021691
ENSP00000386165	ENSLOCP00000021920
ENSP00000358866	ENSLOCP00000019085
ENSP00000368356	ENSLOCP00000020846
ENSP00000374353	ENSLOCP00000006197
ENSP00000380514	ENSLOCP00000006151
ENSP00000273077	ENSLOCP00000000919
ENSP00000378938	ENSLOCP00000011317
ENSP00000314709	ENSLOCP00000022440
ENSP00000261017	ENSLOCP00000012660
ENSP00000225941	ENSLOCP00000016180
ENSP00000371432	ENSLOCP00000014539
ENSP00000368666	ENSLOCP00000004563
ENSP00000369699	ENSLOCP00000009326
ENSP00000271715	ENSLOCP00000010362
ENSP00000248121	ENSLOCP00000007291
ENSP00000317382	ENSLOCP00000008872
ENSP00000359151	ENSLOCP00000000326
ENSP00000394071	ENSLOCP00000019051
ENSP00000369538	ENSLOCP00000019265
ENSP00000306185	ENSLOCP00000008782
ENSP00000296350	ENSLOCP00000001716
ENSP00000358997	ENSLOCP00000018135
ENSP00000261233	ENSLOCP00000019917
ENSP00000390651	ENSLOCP00000001866
ENSP00000236137	ENSLOCP00000001913
ENSP00000308895	ENSLOCP00000011416
ENSP00000336783	ENSLOCP00000016491
ENSP00000379144	ENSLOCP00000006665
ENSP00000304355	ENSLOCP00000014284
ENSP00000221847	ENSLOCP00000007554
ENSP00000368265	ENSLOCP00000015218
ENSP00000234453	ENSLOCP00000007597
ENSP00000369862	ENSLOCP00000006576
ENSP00000362071	ENSLOCP00000002353
ENSP00000344488	ENSLOCP00000004327
ENSP00000284262	ENSLOCP00000004189
ENSP00000378176	ENSLOCP00000015581
ENSP00000355317	ENSLOCP00000004732
ENSP00000373570	ENSLOCP00000016350
ENSP00000265922	ENSLOCP00000004492
ENSP00000226951	ENSLOCP00000012112
ENSP00000341867	ENSLOCP00000000295
ENSP00000369274	ENSLOCP00000009064
ENSP00000440945	ENSLOCP00000006580
ENSP00000439639	ENSLOCP00000012190
ENSP00000398789	ENSLOCP00000013987
ENSP00000339086	ENSLOCP00000009137
ENSP00000371085	ENSLOCP00000014081
ENSP00000414303	ENSLOCP00000021429
ENSP00000397297	ENSLOCP00000021090
ENSP00000358525	ENSLOCP00000022026
ENSP00000299045	ENSLOCP00000018659
ENSP00000335595	ENSLOCP00000005298
ENSP00000380878	ENSLOCP00000018978
ENSP00000347152	ENSLOCP00000015980
ENSP00000363616	ENSLOCP00000005097
ENSP00000318147	ENSLOCP00000012580
ENSP00000262741	ENSLOCP00000006953
ENSP00000433847	ENSLOCP00000003565
ENSP00000361274	ENSLOCP00000021837
ENSP00000282670	ENSLOCP00000008438
ENSP00000355736	ENSLOCP00000022197
ENSP00000229266	ENSLOCP00000018686
ENSP00000230582	ENSLOCP00000017619
ENSP00000377055	ENSLOCP00000007069
