ENSP00000262384	ENSGACP00000003450
ENSP00000353078	ENSGACP00000008646
ENSP00000338348	ENSGACP00000000374
ENSP00000341346	ENSGACP00000002945
ENSP00000207457	ENSGACP00000003232
ENSP00000379263	ENSGACP00000004357
ENSP00000356599	ENSGACP00000014598
ENSP00000350102	ENSGACP00000000429
ENSP00000378292	ENSGACP00000003603
ENSP00000078445	ENSGACP00000016997
ENSP00000342136	ENSGACP00000009028
ENSP00000273179	ENSGACP00000016895
ENSP00000273179	ENSGACP00000004524
ENSP00000411145	ENSGACP00000011420
ENSP00000283268	ENSGACP00000015381
ENSP00000342137	ENSGACP00000026642
ENSP00000337701	ENSGACP00000007315
ENSP00000370430	ENSGACP00000020044
ENSP00000265838	ENSGACP00000026664
ENSP00000356015	ENSGACP00000011955
ENSP00000295709	ENSGACP00000026991
ENSP00000361769	ENSGACP00000009569
ENSP00000439287	ENSGACP00000004606
ENSP00000384892	ENSGACP00000006381
ENSP00000384892	ENSGACP00000013712
ENSP00000428417	ENSGACP00000005279
ENSP00000428417	ENSGACP00000023917
ENSP00000323313	ENSGACP00000001625
ENSP00000264065	ENSGACP00000010844
ENSP00000381104	ENSGACP00000004840
ENSP00000365567	ENSGACP00000003120
ENSP00000360184	ENSGACP00000004093
ENSP00000216605	ENSGACP00000018197
ENSP00000216605	ENSGACP00000008589
ENSP00000379108	ENSGACP00000006210
ENSP00000265686	ENSGACP00000023740
ENSP00000332247	ENSGACP00000011462
ENSP00000332247	ENSGACP00000022643
ENSP00000264649	ENSGACP00000020308
ENSP00000264649	ENSGACP00000011353
ENSP00000336740	ENSGACP00000011634
ENSP00000336740	ENSGACP00000027095
ENSP00000338127	ENSGACP00000025278
ENSP00000338127	ENSGACP00000021615
ENSP00000361158	ENSGACP00000023419
ENSP00000349616	ENSGACP00000025981
ENSP00000421981	ENSGACP00000023459
ENSP00000430955	ENSGACP00000027051
ENSP00000304051	ENSGACP00000012605
ENSP00000366395	ENSGACP00000024753
ENSP00000326699	ENSGACP00000024433
ENSP00000264735	ENSGACP00000013009
ENSP00000261854	ENSGACP00000021782
ENSP00000288680	ENSGACP00000022778
ENSP00000229335	ENSGACP00000013915
ENSP00000244669	ENSGACP00000015432
ENSP00000244669	ENSGACP00000012755
ENSP00000297792	ENSGACP00000002942
ENSP00000216133	ENSGACP00000006413
ENSP00000216133	ENSGACP00000010251
ENSP00000308750	ENSGACP00000019004
ENSP00000308750	ENSGACP00000013377
ENSP00000297565	ENSGACP00000004612
ENSP00000441801	ENSGACP00000026616
ENSP00000227524	ENSGACP00000023748
ENSP00000363313	ENSGACP00000020419
ENSP00000359128	ENSGACP00000009662
ENSP00000361110	ENSGACP00000019565
ENSP00000381823	ENSGACP00000001904
ENSP00000265175	ENSGACP00000022127
ENSP00000343405	ENSGACP00000003772
ENSP00000280551	ENSGACP00000025824
ENSP00000259605	ENSGACP00000024300
ENSP00000259605	ENSGACP00000023427
ENSP00000274811	ENSGACP00000024339
ENSP00000368824	ENSGACP00000007216
ENSP00000368824	ENSGACP00000026945
ENSP00000354609	ENSGACP00000012547
ENSP00000357232	ENSGACP00000023502
ENSP00000360217	ENSGACP00000013074
ENSP00000341564	ENSGACP00000002199
ENSP00000343877	ENSGACP00000022362
ENSP00000363414	ENSGACP00000009795
ENSP00000414378	ENSGACP00000015936
ENSP00000328777	ENSGACP00000008992
ENSP00000328777	ENSGACP00000023708
ENSP00000357392	ENSGACP00000015910
ENSP00000357392	ENSGACP00000005980
ENSP00000359489	ENSGACP00000024782
ENSP00000348793	ENSGACP00000003796
ENSP00000265343	ENSGACP00000027413
ENSP00000321537	ENSGACP00000018796
ENSP00000376333	ENSGACP00000020153
ENSP00000273666	ENSGACP00000009853
ENSP00000317743	ENSGACP00000019566
ENSP00000341280	ENSGACP00000004645
ENSP00000363458	ENSGACP00000009814
ENSP00000363458	ENSGACP00000011993
ENSP00000252891	ENSGACP00000007758
ENSP00000285599	ENSGACP00000025502
ENSP00000353655	ENSGACP00000015208
ENSP00000451575	ENSGACP00000018017
ENSP00000419199	ENSGACP00000005104
ENSP00000419199	ENSGACP00000003471
ENSP00000377840	ENSGACP00000012280
ENSP00000438949	ENSGACP00000001586
ENSP00000438949	ENSGACP00000019536
ENSP00000320025	ENSGACP00000005344
ENSP00000265997	ENSGACP00000003851
ENSP00000443985	ENSGACP00000018443
ENSP00000263791	ENSGACP00000008154
ENSP00000199389	ENSGACP00000012546
ENSP00000307235	ENSGACP00000005836
ENSP00000359575	ENSGACP00000005799
ENSP00000338207	ENSGACP00000008689
ENSP00000442786	ENSGACP00000025467
ENSP00000257818	ENSGACP00000013047
ENSP00000336606	ENSGACP00000012044
ENSP00000386520	ENSGACP00000007457
ENSP00000386520	ENSGACP00000002040
ENSP00000362441	ENSGACP00000024087
ENSP00000216268	ENSGACP00000025126
ENSP00000370022	ENSGACP00000022272
ENSP00000430241	ENSGACP00000011182
ENSP00000368190	ENSGACP00000010237
ENSP00000417038	ENSGACP00000013685
ENSP00000311713	ENSGACP00000016787
ENSP00000336655	ENSGACP00000012903
ENSP00000194530	ENSGACP00000018709
ENSP00000281456	ENSGACP00000023430
ENSP00000358888	ENSGACP00000015267
ENSP00000358888	ENSGACP00000010388
ENSP00000011473	ENSGACP00000024908
ENSP00000263233	ENSGACP00000015998
ENSP00000263233	ENSGACP00000001485
ENSP00000358297	ENSGACP00000015663
ENSP00000320176	ENSGACP00000026410
ENSP00000318085	ENSGACP00000026983
ENSP00000404854	ENSGACP00000007903
ENSP00000404854	ENSGACP00000009270
ENSP00000451712	ENSGACP00000025026
ENSP00000343635	ENSGACP00000000613
ENSP00000357341	ENSGACP00000008010
ENSP00000357341	ENSGACP00000013580
ENSP00000405424	ENSGACP00000006292
ENSP00000217320	ENSGACP00000012210
ENSP00000337838	ENSGACP00000015315
ENSP00000274721	ENSGACP00000027359
ENSP00000313423	ENSGACP00000023147
ENSP00000366243	ENSGACP00000014149
ENSP00000367655	ENSGACP00000003403
ENSP00000357048	ENSGACP00000023466
ENSP00000263918	ENSGACP00000005819
ENSP00000263918	ENSGACP00000026045
ENSP00000403712	ENSGACP00000026515
ENSP00000258080	ENSGACP00000011279
ENSP00000357980	ENSGACP00000018915
ENSP00000357980	ENSGACP00000013658
ENSP00000318986	ENSGACP00000020289
ENSP00000419740	ENSGACP00000020594
ENSP00000364145	ENSGACP00000015126
ENSP00000369100	ENSGACP00000025361
ENSP00000024061	ENSGACP00000005289
ENSP00000024061	ENSGACP00000011803
ENSP00000323847	ENSGACP00000013332
ENSP00000323847	ENSGACP00000018278
ENSP00000282026	ENSGACP00000020304
ENSP00000322628	ENSGACP00000000642
ENSP00000314036	ENSGACP00000007669
ENSP00000310551	ENSGACP00000013678
ENSP00000370395	ENSGACP00000020956
ENSP00000433757	ENSGACP00000012102
ENSP00000005340	ENSGACP00000025556
ENSP00000394352	ENSGACP00000014239
ENSP00000378328	ENSGACP00000008184
ENSP00000427130	ENSGACP00000023437
ENSP00000359982	ENSGACP00000012363
ENSP00000408005	ENSGACP00000016562
ENSP00000408005	ENSGACP00000025075
ENSP00000342143	ENSGACP00000004707
ENSP00000415106	ENSGACP00000006961
ENSP00000280098	ENSGACP00000009716
ENSP00000007699	ENSGACP00000025630
ENSP00000262746	ENSGACP00000021342
ENSP00000368646	ENSGACP00000027345
ENSP00000296464	ENSGACP00000010866
ENSP00000384144	ENSGACP00000026575
ENSP00000299633	ENSGACP00000019225
ENSP00000317396	ENSGACP00000011106
ENSP00000370299	ENSGACP00000018513
ENSP00000370299	ENSGACP00000020555
ENSP00000367950	ENSGACP00000027415
ENSP00000368637	ENSGACP00000007508
ENSP00000298472	ENSGACP00000002813
ENSP00000343899	ENSGACP00000015886
ENSP00000283309	ENSGACP00000007781
ENSP00000283309	ENSGACP00000008111
ENSP00000394794	ENSGACP00000021636
ENSP00000340874	ENSGACP00000013569
ENSP00000340874	ENSGACP00000020509
ENSP00000265165	ENSGACP00000023070
ENSP00000441640	ENSGACP00000017218
ENSP00000441640	ENSGACP00000007854
ENSP00000347716	ENSGACP00000007778
ENSP00000327214	ENSGACP00000006796
ENSP00000438547	ENSGACP00000025651
ENSP00000362285	ENSGACP00000006741
ENSP00000380081	ENSGACP00000010343
ENSP00000279873	ENSGACP00000014020
ENSP00000347602	ENSGACP00000005290
ENSP00000264183	ENSGACP00000005684
ENSP00000336591	ENSGACP00000024380
ENSP00000329967	ENSGACP00000000783
ENSP00000430684	ENSGACP00000005440
ENSP00000359424	ENSGACP00000005520
ENSP00000359424	ENSGACP00000008884
ENSP00000224356	ENSGACP00000020277
ENSP00000001146	ENSGACP00000024870
ENSP00000285949	ENSGACP00000014662
ENSP00000299163	ENSGACP00000011201
ENSP00000398410	ENSGACP00000018511
ENSP00000262811	ENSGACP00000011389
ENSP00000262811	ENSGACP00000020478
ENSP00000385727	ENSGACP00000020888
ENSP00000339992	ENSGACP00000014622
ENSP00000217026	ENSGACP00000014242
ENSP00000323780	ENSGACP00000005097
ENSP00000295759	ENSGACP00000007882
ENSP00000297988	ENSGACP00000011600
ENSP00000253754	ENSGACP00000027587
ENSP00000312634	ENSGACP00000014631
ENSP00000337180	ENSGACP00000006108
ENSP00000337180	ENSGACP00000006862
ENSP00000260970	ENSGACP00000006821
ENSP00000232978	ENSGACP00000004406
ENSP00000368005	ENSGACP00000027418
ENSP00000359233	ENSGACP00000000106
ENSP00000349396	ENSGACP00000013692
ENSP00000258428	ENSGACP00000003807
ENSP00000361310	ENSGACP00000011883
ENSP00000241436	ENSGACP00000013233
ENSP00000230323	ENSGACP00000000468
ENSP00000314129	ENSGACP00000013704
ENSP00000295600	ENSGACP00000004476
ENSP00000295600	ENSGACP00000015723
ENSP00000265440	ENSGACP00000025000
ENSP00000368237	ENSGACP00000013789
ENSP00000368237	ENSGACP00000025896
ENSP00000351155	ENSGACP00000015687
ENSP00000381844	ENSGACP00000022513
ENSP00000358060	ENSGACP00000015580
ENSP00000355308	ENSGACP00000005375
ENSP00000419503	ENSGACP00000001152
ENSP00000261875	ENSGACP00000006366
ENSP00000261875	ENSGACP00000022518
ENSP00000360195	ENSGACP00000009074
ENSP00000360195	ENSGACP00000021387
ENSP00000328923	ENSGACP00000010863
ENSP00000309087	ENSGACP00000027396
ENSP00000222032	ENSGACP00000012339
ENSP00000448310	ENSGACP00000025248
ENSP00000332413	ENSGACP00000019354
ENSP00000361473	ENSGACP00000020574
ENSP00000361473	ENSGACP00000003950
ENSP00000360431	ENSGACP00000009014
ENSP00000268129	ENSGACP00000022282
ENSP00000268129	ENSGACP00000009385
ENSP00000305926	ENSGACP00000014205
ENSP00000237289	ENSGACP00000013966
ENSP00000228740	ENSGACP00000000877
ENSP00000358894	ENSGACP00000024135
ENSP00000289013	ENSGACP00000007039
ENSP00000357453	ENSGACP00000008982
ENSP00000348959	ENSGACP00000010947
ENSP00000380034	ENSGACP00000023693
ENSP00000260526	ENSGACP00000022054
ENSP00000260526	ENSGACP00000002594
ENSP00000203556	ENSGACP00000013415
ENSP00000439601	ENSGACP00000017500
ENSP00000230085	ENSGACP00000011786
ENSP00000377059	ENSGACP00000005151
ENSP00000333640	ENSGACP00000007825
ENSP00000356870	ENSGACP00000014481
ENSP00000386845	ENSGACP00000002697
ENSP00000281523	ENSGACP00000017167
ENSP00000281523	ENSGACP00000006575
ENSP00000396843	ENSGACP00000002639
ENSP00000370340	ENSGACP00000026012
ENSP00000332513	ENSGACP00000009143
ENSP00000358853	ENSGACP00000014423
ENSP00000265689	ENSGACP00000003094
ENSP00000356170	ENSGACP00000014464
ENSP00000362151	ENSGACP00000000471
ENSP00000420736	ENSGACP00000015660
ENSP00000365380	ENSGACP00000016881
ENSP00000347883	ENSGACP00000020615
ENSP00000347883	ENSGACP00000008863
ENSP00000360069	ENSGACP00000014873
ENSP00000368698	ENSGACP00000003060
ENSP00000361664	ENSGACP00000009739
ENSP00000432869	ENSGACP00000023304
ENSP00000309640	ENSGACP00000012314
ENSP00000309096	ENSGACP00000025167
ENSP00000333900	ENSGACP00000006886
ENSP00000318298	ENSGACP00000006855
ENSP00000318298	ENSGACP00000017577
ENSP00000358458	ENSGACP00000010936
ENSP00000242248	ENSGACP00000002447
ENSP00000360216	ENSGACP00000003793
ENSP00000265421	ENSGACP00000005399
ENSP00000271915	ENSGACP00000015807
ENSP00000262888	ENSGACP00000009981
ENSP00000365063	ENSGACP00000004692
ENSP00000366240	ENSGACP00000014168
ENSP00000355870	ENSGACP00000013281
ENSP00000331470	ENSGACP00000005249
ENSP00000282728	ENSGACP00000020286
ENSP00000321711	ENSGACP00000022867
ENSP00000201647	ENSGACP00000011430
ENSP00000201647	ENSGACP00000017008
ENSP00000281172	ENSGACP00000000803
ENSP00000358820	ENSGACP00000010141
ENSP00000358820	ENSGACP00000001303
ENSP00000310170	ENSGACP00000022534
ENSP00000264716	ENSGACP00000017126
ENSP00000245919	ENSGACP00000012932
ENSP00000306245	ENSGACP00000013845
ENSP00000306245	ENSGACP00000013876
ENSP00000306245	ENSGACP00000010100
ENSP00000289473	ENSGACP00000027536
ENSP00000348215	ENSGACP00000021530
ENSP00000309714	ENSGACP00000027426
ENSP00000405890	ENSGACP00000017727
ENSP00000405890	ENSGACP00000005203
ENSP00000251203	ENSGACP00000013382
ENSP00000251203	ENSGACP00000024818
ENSP00000318086	ENSGACP00000022797
ENSP00000368964	ENSGACP00000027343
ENSP00000414712	ENSGACP00000014685
ENSP00000414712	ENSGACP00000015178
ENSP00000362244	ENSGACP00000018151
ENSP00000362244	ENSGACP00000003415
ENSP00000251642	ENSGACP00000011552
ENSP00000263642	ENSGACP00000007327
ENSP00000353142	ENSGACP00000000902
ENSP00000385735	ENSGACP00000012298
ENSP00000385735	ENSGACP00000022376
ENSP00000308591	ENSGACP00000025154
ENSP00000270824	ENSGACP00000003027
ENSP00000320084	ENSGACP00000021850
ENSP00000358470	ENSGACP00000010964
ENSP00000369579	ENSGACP00000019111
ENSP00000471417	ENSGACP00000013243
ENSP00000368976	ENSGACP00000023232
ENSP00000301332	ENSGACP00000011378
ENSP00000388878	ENSGACP00000015242
ENSP00000368678	ENSGACP00000006409
ENSP00000424243	ENSGACP00000008014
ENSP00000346964	ENSGACP00000010278
ENSP00000376822	ENSGACP00000019737
ENSP00000287908	ENSGACP00000000127
ENSP00000270593	ENSGACP00000010847
ENSP00000256997	ENSGACP00000018650
ENSP00000358241	ENSGACP00000004819
ENSP00000379269	ENSGACP00000014316
ENSP00000270221	ENSGACP00000009863
ENSP00000270221	ENSGACP00000008995
ENSP00000344012	ENSGACP00000011352
ENSP00000301738	ENSGACP00000011788
ENSP00000312814	ENSGACP00000005480
ENSP00000384391	ENSGACP00000006126
ENSP00000386458	ENSGACP00000007811
ENSP00000332123	ENSGACP00000008814
ENSP00000274605	ENSGACP00000024276
ENSP00000370981	ENSGACP00000014013
ENSP00000359240	ENSGACP00000010628
ENSP00000359240	ENSGACP00000004594
ENSP00000352601	ENSGACP00000025384
ENSP00000253193	ENSGACP00000019651
ENSP00000276654	ENSGACP00000013754
ENSP00000318607	ENSGACP00000015038
ENSP00000371846	ENSGACP00000011811
ENSP00000402257	ENSGACP00000006703
ENSP00000383365	ENSGACP00000017237
ENSP00000430031	ENSGACP00000014371
ENSP00000350718	ENSGACP00000001362
ENSP00000261226	ENSGACP00000026511
ENSP00000261226	ENSGACP00000013426
ENSP00000384999	ENSGACP00000027588
ENSP00000332170	ENSGACP00000014943
ENSP00000366280	ENSGACP00000007115
ENSP00000366280	ENSGACP00000022138
ENSP00000258168	ENSGACP00000003099
ENSP00000262340	ENSGACP00000007844
ENSP00000262340	ENSGACP00000023634
ENSP00000264896	ENSGACP00000022821
ENSP00000322159	ENSGACP00000009183
ENSP00000384259	ENSGACP00000006045
ENSP00000372059	ENSGACP00000004590
ENSP00000417138	ENSGACP00000004142
ENSP00000264669	ENSGACP00000005621
ENSP00000258770	ENSGACP00000011760
ENSP00000228641	ENSGACP00000026432
ENSP00000241651	ENSGACP00000000443
ENSP00000250003	ENSGACP00000011166
ENSP00000250003	ENSGACP00000022921
ENSP00000352926	ENSGACP00000004972
ENSP00000385000	ENSGACP00000013171
ENSP00000368464	ENSGACP00000010688
ENSP00000343515	ENSGACP00000013878
ENSP00000428426	ENSGACP00000022649
ENSP00000425133	ENSGACP00000002147
ENSP00000415243	ENSGACP00000022417
ENSP00000414750	ENSGACP00000023549
ENSP00000473510	ENSGACP00000006090
ENSP00000364412	ENSGACP00000009250
ENSP00000219439	ENSGACP00000009038
ENSP00000216733	ENSGACP00000025375
ENSP00000360387	ENSGACP00000014864
ENSP00000250092	ENSGACP00000001096
ENSP00000408411	ENSGACP00000023013
ENSP00000357065	ENSGACP00000008786
ENSP00000376899	ENSGACP00000019016
ENSP00000350869	ENSGACP00000027501
ENSP00000297737	ENSGACP00000007297
ENSP00000406144	ENSGACP00000014693
ENSP00000323645	ENSGACP00000017566
ENSP00000323645	ENSGACP00000005870
ENSP00000394842	ENSGACP00000018363
ENSP00000362807	ENSGACP00000009849
ENSP00000264933	ENSGACP00000002988
ENSP00000218089	ENSGACP00000024484
ENSP00000218089	ENSGACP00000026918
ENSP00000348775	ENSGACP00000000988
ENSP00000420443	ENSGACP00000018525
ENSP00000272133	ENSGACP00000005586
ENSP00000310003	ENSGACP00000026800
ENSP00000348944	ENSGACP00000018089
ENSP00000349131	ENSGACP00000008044
ENSP00000276659	ENSGACP00000007152
ENSP00000344937	ENSGACP00000018808
ENSP00000216487	ENSGACP00000017476
ENSP00000383333	ENSGACP00000004852
ENSP00000347821	ENSGACP00000023358
ENSP00000287814	ENSGACP00000009784
ENSP00000266085	ENSGACP00000025297
ENSP00000314556	ENSGACP00000022337
ENSP00000360613	ENSGACP00000023071
ENSP00000264552	ENSGACP00000014141
ENSP00000301037	ENSGACP00000027272
ENSP00000298630	ENSGACP00000003674
ENSP00000418668	ENSGACP00000020843
ENSP00000290921	ENSGACP00000021706
ENSP00000416146	ENSGACP00000011551
ENSP00000353025	ENSGACP00000026168
ENSP00000396234	ENSGACP00000026198
ENSP00000241051	ENSGACP00000004328
ENSP00000241051	ENSGACP00000021115
ENSP00000265036	ENSGACP00000007310
ENSP00000428976	ENSGACP00000009244
ENSP00000278193	ENSGACP00000020449
ENSP00000447488	ENSGACP00000026431
ENSP00000221459	ENSGACP00000000586
ENSP00000361554	ENSGACP00000008929
ENSP00000075503	ENSGACP00000002580
ENSP00000075503	ENSGACP00000013787
ENSP00000217515	ENSGACP00000000829
ENSP00000226253	ENSGACP00000014660
ENSP00000329668	ENSGACP00000022158
ENSP00000264554	ENSGACP00000015271
ENSP00000364995	ENSGACP00000021815
ENSP00000346577	ENSGACP00000021841
ENSP00000378356	ENSGACP00000027357
ENSP00000264444	ENSGACP00000017485
ENSP00000337889	ENSGACP00000023250
ENSP00000401867	ENSGACP00000024235
ENSP00000382204	ENSGACP00000020266
ENSP00000360472	ENSGACP00000008993
ENSP00000360472	ENSGACP00000010738
ENSP00000302297	ENSGACP00000016400
ENSP00000300571	ENSGACP00000015129
ENSP00000300571	ENSGACP00000025040
ENSP00000376403	ENSGACP00000019048
ENSP00000376403	ENSGACP00000014443
ENSP00000343464	ENSGACP00000023401
ENSP00000357348	ENSGACP00000017956
ENSP00000369915	ENSGACP00000014675
ENSP00000347730	ENSGACP00000018792
ENSP00000354206	ENSGACP00000025006
ENSP00000394757	ENSGACP00000007382
ENSP00000441832	ENSGACP00000000788
ENSP00000295589	ENSGACP00000025503
ENSP00000446058	ENSGACP00000015256
ENSP00000446058	ENSGACP00000012944
ENSP00000290894	ENSGACP00000021857
ENSP00000307369	ENSGACP00000005924
ENSP00000307369	ENSGACP00000016031
ENSP00000379396	ENSGACP00000022569
ENSP00000446132	ENSGACP00000025746
ENSP00000356265	ENSGACP00000012795
ENSP00000356265	ENSGACP00000006663
ENSP00000354488	ENSGACP00000006730
ENSP00000354488	ENSGACP00000012841
ENSP00000344468	ENSGACP00000007568
ENSP00000307046	ENSGACP00000003998
ENSP00000434142	ENSGACP00000017521
ENSP00000361748	ENSGACP00000019531
ENSP00000361748	ENSGACP00000024377
ENSP00000400113	ENSGACP00000022555
ENSP00000355924	ENSGACP00000021360
ENSP00000393453	ENSGACP00000008773
ENSP00000468308	ENSGACP00000012870
ENSP00000263733	ENSGACP00000019276
ENSP00000260128	ENSGACP00000003716
ENSP00000258145	ENSGACP00000026543
ENSP00000313699	ENSGACP00000027254
ENSP00000360560	ENSGACP00000017842
ENSP00000377369	ENSGACP00000009943
ENSP00000341179	ENSGACP00000018696
ENSP00000414635	ENSGACP00000016745
ENSP00000281441	ENSGACP00000027325
ENSP00000319009	ENSGACP00000018419
ENSP00000359119	ENSGACP00000016008
ENSP00000264344	ENSGACP00000022865
ENSP00000380150	ENSGACP00000010574
ENSP00000384570	ENSGACP00000009861
ENSP00000311609	ENSGACP00000020412
ENSP00000330221	ENSGACP00000009980
ENSP00000310332	ENSGACP00000002724
ENSP00000424838	ENSGACP00000020209
ENSP00000361990	ENSGACP00000016332
ENSP00000400057	ENSGACP00000005262
ENSP00000264595	ENSGACP00000021845
ENSP00000301765	ENSGACP00000021463
ENSP00000320416	ENSGACP00000027576
ENSP00000267202	ENSGACP00000006876
ENSP00000318629	ENSGACP00000024671
ENSP00000384551	ENSGACP00000000089
ENSP00000384551	ENSGACP00000017018
ENSP00000272641	ENSGACP00000009719
ENSP00000333593	ENSGACP00000008279
ENSP00000378555	ENSGACP00000024408
ENSP00000378555	ENSGACP00000023575
ENSP00000278426	ENSGACP00000023542
ENSP00000278426	ENSGACP00000021565
ENSP00000360918	ENSGACP00000017547
ENSP00000261507	ENSGACP00000022432
ENSP00000292894	ENSGACP00000016847
ENSP00000400500	ENSGACP00000024970
ENSP00000254250	ENSGACP00000024289
ENSP00000300249	ENSGACP00000023670
ENSP00000361285	ENSGACP00000021158
ENSP00000376840	ENSGACP00000005556
ENSP00000297283	ENSGACP00000023372
ENSP00000362841	ENSGACP00000007534
ENSP00000359340	ENSGACP00000003416
ENSP00000284000	ENSGACP00000023175
ENSP00000305422	ENSGACP00000015638
ENSP00000386165	ENSGACP00000023682
ENSP00000368356	ENSGACP00000009247
ENSP00000380514	ENSGACP00000015711
ENSP00000273077	ENSGACP00000009444
ENSP00000378938	ENSGACP00000007497
ENSP00000378938	ENSGACP00000002653
ENSP00000314709	ENSGACP00000007409
ENSP00000314709	ENSGACP00000026584
ENSP00000350049	ENSGACP00000018727
ENSP00000371432	ENSGACP00000021749
ENSP00000371432	ENSGACP00000018184
ENSP00000368666	ENSGACP00000007264
ENSP00000248121	ENSGACP00000022170
ENSP00000248121	ENSGACP00000018835
ENSP00000359151	ENSGACP00000017827
ENSP00000394071	ENSGACP00000015070
ENSP00000369538	ENSGACP00000025588
ENSP00000306185	ENSGACP00000000277
ENSP00000306185	ENSGACP00000023485
ENSP00000296350	ENSGACP00000008232
ENSP00000358997	ENSGACP00000001480
ENSP00000261233	ENSGACP00000025500
ENSP00000390651	ENSGACP00000005326
ENSP00000236137	ENSGACP00000020155
ENSP00000308895	ENSGACP00000019127
ENSP00000379144	ENSGACP00000018912
ENSP00000221847	ENSGACP00000013158
ENSP00000368265	ENSGACP00000023601
ENSP00000234453	ENSGACP00000015363
ENSP00000369862	ENSGACP00000013224
