ENSMODP00000016222	ENSACAP00000005936
ENSMODP00000020450	ENSACAP00000012873
ENSMODP00000006508	ENSACAP00000009688
ENSMODP00000003636	ENSACAP00000009101
ENSMODP00000010412	ENSACAP00000016226
ENSMODP00000019135	ENSACAP00000009314
ENSMODP00000020242	ENSACAP00000011982
ENSMODP00000008035	ENSACAP00000015922
ENSMODP00000010042	ENSACAP00000005063
ENSMODP00000017981	ENSACAP00000016351
ENSMODP00000011835	ENSACAP00000014875
ENSMODP00000040608	ENSACAP00000021025
ENSMODP00000011322	ENSACAP00000011452
ENSMODP00000021927	ENSACAP00000014831
ENSMODP00000021453	ENSACAP00000016769
ENSMODP00000026493	ENSACAP00000004483
ENSMODP00000016433	ENSACAP00000022711
ENSMODP00000018082	ENSACAP00000001127
ENSMODP00000012224	ENSACAP00000012621
ENSMODP00000016445	ENSACAP00000013194
ENSMODP00000037709	ENSACAP00000016452
ENSMODP00000000740	ENSACAP00000008110
ENSMODP00000004328	ENSACAP00000000313
ENSMODP00000009858	ENSACAP00000007345
ENSMODP00000009575	ENSACAP00000004248
ENSMODP00000021575	ENSACAP00000010090
ENSMODP00000038702	ENSACAP00000012660
ENSMODP00000011718	ENSACAP00000016181
ENSMODP00000014505	ENSACAP00000017024
ENSMODP00000020838	ENSACAP00000014873
ENSMODP00000019625	ENSACAP00000002634
ENSMODP00000020159	ENSACAP00000015331
ENSMODP00000011971	ENSACAP00000008731
ENSMODP00000015208	ENSACAP00000004991
ENSMODP00000000887	ENSACAP00000008638
ENSMODP00000017666	ENSACAP00000012299
ENSMODP00000002268	ENSACAP00000006585
ENSMODP00000037455	ENSACAP00000014857
ENSMODP00000033852	ENSACAP00000002580
ENSMODP00000005073	ENSACAP00000016562
ENSMODP00000018787	ENSACAP00000016745
ENSMODP00000012204	ENSACAP00000017382
ENSMODP00000019477	ENSACAP00000021502
ENSMODP00000009679	ENSACAP00000019166
ENSMODP00000037070	ENSACAP00000004525
ENSMODP00000005983	ENSACAP00000023387
ENSMODP00000017552	ENSACAP00000019231
ENSMODP00000026793	ENSACAP00000003480
ENSMODP00000013501	ENSACAP00000015035
ENSMODP00000009741	ENSACAP00000007683
ENSMODP00000031304	ENSACAP00000013634
ENSMODP00000025280	ENSACAP00000013363
ENSMODP00000023927	ENSACAP00000007878
ENSMODP00000007285	ENSACAP00000014723
ENSMODP00000014942	ENSACAP00000022465
ENSMODP00000019529	ENSACAP00000014143
ENSMODP00000008082	ENSACAP00000017508
ENSMODP00000022314	ENSACAP00000014223
ENSMODP00000010391	ENSACAP00000016319
ENSMODP00000022783	ENSACAP00000004859
ENSMODP00000022543	ENSACAP00000007835
ENSMODP00000016502	ENSACAP00000003381
ENSMODP00000014221	ENSACAP00000014235
ENSMODP00000014738	ENSACAP00000002316
ENSMODP00000035593	ENSACAP00000013882
ENSMODP00000004665	ENSACAP00000000312
ENSMODP00000008768	ENSACAP00000009601
ENSMODP00000000980	ENSACAP00000012181
ENSMODP00000025824	ENSACAP00000005938
ENSMODP00000022198	ENSACAP00000017152
ENSMODP00000024262	ENSACAP00000014045
ENSMODP00000037910	ENSACAP00000003095
ENSMODP00000009347	ENSACAP00000006802
ENSMODP00000026857	ENSACAP00000000255
ENSMODP00000017698	ENSACAP00000000582
ENSMODP00000003369	ENSACAP00000012890
ENSMODP00000003066	ENSACAP00000015220
ENSMODP00000006561	ENSACAP00000017475
ENSMODP00000006571	ENSACAP00000019058
ENSMODP00000022677	ENSACAP00000014749
ENSMODP00000000573	ENSACAP00000004143
ENSMODP00000026042	ENSACAP00000010300
ENSMODP00000002568	ENSACAP00000010100
ENSMODP00000030466	ENSACAP00000016309
ENSMODP00000033576	ENSACAP00000008039
ENSMODP00000028496	ENSACAP00000011014
ENSMODP00000025295	ENSACAP00000000116
ENSMODP00000040249	ENSACAP00000020950
ENSMODP00000009219	ENSACAP00000007054
ENSMODP00000020618	ENSACAP00000013895
ENSMODP00000002245	ENSACAP00000006857
ENSMODP00000018323	ENSACAP00000013368
ENSMODP00000000450	ENSACAP00000014395
ENSMODP00000011583	ENSACAP00000005359
ENSMODP00000022584	ENSACAP00000010049
ENSMODP00000031583	ENSACAP00000012756
ENSMODP00000012587	ENSACAP00000007555
ENSMODP00000004546	ENSACAP00000003607
ENSMODP00000022830	ENSACAP00000014838
ENSMODP00000019328	ENSACAP00000006929
ENSMODP00000010747	ENSACAP00000000627
ENSMODP00000022570	ENSACAP00000006051
ENSMODP00000005573	ENSACAP00000006030
ENSMODP00000005181	ENSACAP00000006812
ENSMODP00000023492	ENSACAP00000005200
ENSMODP00000022320	ENSACAP00000017085
ENSMODP00000020538	ENSACAP00000015839
ENSMODP00000023494	ENSACAP00000020539
ENSMODP00000026682	ENSACAP00000012833
ENSMODP00000007206	ENSACAP00000002652
ENSMODP00000007658	ENSACAP00000002871
ENSMODP00000019917	ENSACAP00000009535
ENSMODP00000014818	ENSACAP00000001235
ENSMODP00000007590	ENSACAP00000003190
ENSMODP00000001348	ENSACAP00000000677
ENSMODP00000017716	ENSACAP00000013157
ENSMODP00000005415	ENSACAP00000010105
ENSMODP00000018843	ENSACAP00000000539
ENSMODP00000013520	ENSACAP00000013484
ENSMODP00000018377	ENSACAP00000017612
ENSMODP00000022621	ENSACAP00000005762
ENSMODP00000014282	ENSACAP00000021260
ENSMODP00000017283	ENSACAP00000013329
ENSMODP00000000527	ENSACAP00000002604
ENSMODP00000009234	ENSACAP00000009851
ENSMODP00000018720	ENSACAP00000011315
ENSMODP00000025583	ENSACAP00000009206
ENSMODP00000015346	ENSACAP00000002273
ENSMODP00000039908	ENSACAP00000009605
ENSMODP00000004099	ENSACAP00000009365
ENSMODP00000022988	ENSACAP00000000371
ENSMODP00000006931	ENSACAP00000022120
ENSMODP00000026579	ENSACAP00000007343
ENSMODP00000023180	ENSACAP00000015084
ENSMODP00000001342	ENSACAP00000015690
ENSMODP00000032390	ENSACAP00000014625
ENSMODP00000003193	ENSACAP00000009415
ENSMODP00000024760	ENSACAP00000003305
ENSMODP00000000396	ENSACAP00000003382
ENSMODP00000025914	ENSACAP00000013950
ENSMODP00000004776	ENSACAP00000013644
ENSMODP00000021349	ENSACAP00000010152
ENSMODP00000012055	ENSACAP00000002453
ENSMODP00000006606	ENSACAP00000011639
ENSMODP00000019347	ENSACAP00000001501
ENSMODP00000005294	ENSACAP00000008250
ENSMODP00000013045	ENSACAP00000005246
ENSMODP00000011352	ENSACAP00000003435
ENSMODP00000006501	ENSACAP00000002199
ENSMODP00000022634	ENSACAP00000005451
ENSMODP00000011852	ENSACAP00000009946
ENSMODP00000039132	ENSACAP00000005341
ENSMODP00000022162	ENSACAP00000004888
ENSMODP00000025343	ENSACAP00000010729
ENSMODP00000034639	ENSACAP00000014643
ENSMODP00000016249	ENSACAP00000004818
ENSMODP00000017351	ENSACAP00000001155
ENSMODP00000024628	ENSACAP00000012306
ENSMODP00000011585	ENSACAP00000016795
ENSMODP00000021299	ENSACAP00000002704
ENSMODP00000011450	ENSACAP00000016876
ENSMODP00000018335	ENSACAP00000002265
ENSMODP00000014162	ENSACAP00000003075
ENSMODP00000038772	ENSACAP00000002860
ENSMODP00000004930	ENSACAP00000015895
ENSMODP00000022648	ENSACAP00000007089
ENSMODP00000025906	ENSACAP00000014133
ENSMODP00000007656	ENSACAP00000018784
ENSMODP00000012236	ENSACAP00000009716
ENSMODP00000023567	ENSACAP00000012917
ENSMODP00000011739	ENSACAP00000019304
ENSMODP00000009725	ENSACAP00000001567
ENSMODP00000011444	ENSACAP00000008087
ENSMODP00000000791	ENSACAP00000008472
ENSMODP00000007665	ENSACAP00000001783
ENSMODP00000016797	ENSACAP00000000378
ENSMODP00000013686	ENSACAP00000018835
ENSMODP00000016776	ENSACAP00000023006
ENSMODP00000018496	ENSACAP00000005311
ENSMODP00000031317	ENSACAP00000002743
ENSMODP00000006345	ENSACAP00000005250
ENSMODP00000036304	ENSACAP00000005343
ENSMODP00000019019	ENSACAP00000003561
ENSMODP00000016596	ENSACAP00000008653
ENSMODP00000000124	ENSACAP00000002126
ENSMODP00000017830	ENSACAP00000001336
ENSMODP00000039008	ENSACAP00000021854
ENSMODP00000004168	ENSACAP00000014925
ENSMODP00000012396	ENSACAP00000010410
ENSMODP00000012361	ENSACAP00000012025
ENSMODP00000010132	ENSACAP00000009397
ENSMODP00000001355	ENSACAP00000010176
ENSMODP00000019624	ENSACAP00000014644
ENSMODP00000028518	ENSACAP00000015050
ENSMODP00000000816	ENSACAP00000011322
ENSMODP00000009216	ENSACAP00000006549
ENSMODP00000019885	ENSACAP00000010660
ENSMODP00000009492	ENSACAP00000001718
ENSMODP00000024401	ENSACAP00000009266
ENSMODP00000037713	ENSACAP00000015367
ENSMODP00000041050	ENSACAP00000011365
ENSMODP00000015411	ENSACAP00000005331
ENSMODP00000015319	ENSACAP00000022818
ENSMODP00000016412	ENSACAP00000014114
ENSMODP00000020476	ENSACAP00000012498
ENSMODP00000007520	ENSACAP00000000028
ENSMODP00000023696	ENSACAP00000004997
ENSMODP00000010465	ENSACAP00000003750
ENSMODP00000037611	ENSACAP00000008334
ENSMODP00000027434	ENSACAP00000005034
ENSMODP00000011227	ENSACAP00000007287
ENSMODP00000031311	ENSACAP00000003183
ENSMODP00000019658	ENSACAP00000001338
ENSMODP00000009371	ENSACAP00000004133
ENSMODP00000015699	ENSACAP00000002042
ENSMODP00000000697	ENSACAP00000017381
ENSMODP00000003756	ENSACAP00000022119
ENSMODP00000007149	ENSACAP00000016694
ENSMODP00000007180	ENSACAP00000000233
ENSMODP00000022846	ENSACAP00000004917
ENSMODP00000007465	ENSACAP00000004134
ENSMODP00000023845	ENSACAP00000012400
ENSMODP00000022903	ENSACAP00000003882
ENSMODP00000032620	ENSACAP00000016324
ENSMODP00000018319	ENSACAP00000017420
ENSMODP00000029205	ENSACAP00000008247
ENSMODP00000032817	ENSACAP00000021766
ENSMODP00000038829	ENSACAP00000018954
ENSMODP00000032819	ENSACAP00000021162
ENSMODP00000026080	ENSACAP00000004015
ENSMODP00000011996	ENSACAP00000004332
ENSMODP00000002644	ENSACAP00000002953
ENSMODP00000023159	ENSACAP00000008301
ENSMODP00000012617	ENSACAP00000010139
ENSMODP00000004827	ENSACAP00000003825
ENSMODP00000011494	ENSACAP00000009107
ENSMODP00000004167	ENSACAP00000008145
ENSMODP00000004515	ENSACAP00000012613
ENSMODP00000008127	ENSACAP00000001031
ENSMODP00000021102	ENSACAP00000005940
ENSMODP00000022295	ENSACAP00000003493
ENSMODP00000009523	ENSACAP00000017329
ENSMODP00000006484	ENSACAP00000014441
ENSMODP00000007529	ENSACAP00000012050
ENSMODP00000021481	ENSACAP00000003927
ENSMODP00000009022	ENSACAP00000011223
ENSMODP00000017359	ENSACAP00000011512
ENSMODP00000024816	ENSACAP00000004429
ENSMODP00000026667	ENSACAP00000003843
ENSMODP00000035989	ENSACAP00000001970
ENSMODP00000026685	ENSACAP00000012522
ENSMODP00000024160	ENSACAP00000005446
ENSMODP00000019294	ENSACAP00000006540
ENSMODP00000003329	ENSACAP00000002247
ENSMODP00000014783	ENSACAP00000004389
ENSMODP00000016827	ENSACAP00000011680
ENSMODP00000032116	ENSACAP00000016210
ENSMODP00000018754	ENSACAP00000015129
ENSMODP00000018312	ENSACAP00000005955
ENSMODP00000008873	ENSACAP00000004337
ENSMODP00000004395	ENSACAP00000017717
ENSMODP00000019727	ENSACAP00000008595
ENSMODP00000020529	ENSACAP00000015710
ENSMODP00000009731	ENSACAP00000004766
ENSMODP00000019213	ENSACAP00000002909
ENSMODP00000021938	ENSACAP00000014177
ENSMODP00000020250	ENSACAP00000016651
ENSMODP00000006799	ENSACAP00000009428
ENSMODP00000023145	ENSACAP00000004113
ENSMODP00000022854	ENSACAP00000010910
ENSMODP00000013163	ENSACAP00000003084
ENSMODP00000012554	ENSACAP00000002963
ENSMODP00000018525	ENSACAP00000012828
ENSMODP00000024290	ENSACAP00000008618
ENSMODP00000009668	ENSACAP00000008857
ENSMODP00000037418	ENSACAP00000009610
ENSMODP00000005706	ENSACAP00000014522
ENSMODP00000004028	ENSACAP00000010174
ENSMODP00000020931	ENSACAP00000006441
ENSMODP00000032325	ENSACAP00000015529
ENSMODP00000013118	ENSACAP00000006043
ENSMODP00000023956	ENSACAP00000011168
ENSMODP00000026659	ENSACAP00000008502
ENSMODP00000015702	ENSACAP00000014931
ENSMODP00000017261	ENSACAP00000013533
ENSMODP00000018616	ENSACAP00000023320
ENSMODP00000017313	ENSACAP00000007341
ENSMODP00000009360	ENSACAP00000013647
ENSMODP00000002937	ENSACAP00000014904
ENSMODP00000021497	ENSACAP00000013059
ENSMODP00000022964	ENSACAP00000000020
ENSMODP00000026023	ENSACAP00000006325
ENSMODP00000009512	ENSACAP00000007971
ENSMODP00000019422	ENSACAP00000009234
ENSMODP00000041213	ENSACAP00000002931
ENSMODP00000002256	ENSACAP00000009775
ENSMODP00000032861	ENSACAP00000009887
ENSMODP00000000186	ENSACAP00000002274
ENSMODP00000014423	ENSACAP00000016882
ENSMODP00000001131	ENSACAP00000019047
ENSMODP00000018657	ENSACAP00000009098
ENSMODP00000008312	ENSACAP00000000056
ENSMODP00000002898	ENSACAP00000016170
ENSMODP00000002609	ENSACAP00000003731
ENSMODP00000003624	ENSACAP00000003204
ENSMODP00000022451	ENSACAP00000017171
ENSMODP00000016383	ENSACAP00000021486
ENSMODP00000013113	ENSACAP00000011570
ENSMODP00000014104	ENSACAP00000003196
ENSMODP00000020160	ENSACAP00000016707
ENSMODP00000002602	ENSACAP00000015752
ENSMODP00000036781	ENSACAP00000007637
ENSMODP00000002597	ENSACAP00000020251
ENSMODP00000013261	ENSACAP00000006898
ENSMODP00000038268	ENSACAP00000009462
ENSMODP00000020530	ENSACAP00000015735
ENSMODP00000025440	ENSACAP00000017527
ENSMODP00000022264	ENSACAP00000012046
ENSMODP00000036209	ENSACAP00000014398
ENSMODP00000013319	ENSACAP00000011701
ENSMODP00000014638	ENSACAP00000011673
ENSMODP00000019374	ENSACAP00000007269
ENSMODP00000017946	ENSACAP00000001285
ENSMODP00000025123	ENSACAP00000006985
ENSMODP00000017800	ENSACAP00000001729
ENSMODP00000025750	ENSACAP00000012569
ENSMODP00000000418	ENSACAP00000009683
ENSMODP00000023657	ENSACAP00000013365
ENSMODP00000003236	ENSACAP00000002152
ENSMODP00000006339	ENSACAP00000006089
ENSMODP00000010824	ENSACAP00000002911
ENSMODP00000017894	ENSACAP00000013805
ENSMODP00000009961	ENSACAP00000020817
ENSMODP00000017678	ENSACAP00000017509
ENSMODP00000017481	ENSACAP00000013457
ENSMODP00000024395	ENSACAP00000008163
ENSMODP00000030235	ENSACAP00000012219
ENSMODP00000002004	ENSACAP00000015902
ENSMODP00000035502	ENSACAP00000006464
ENSMODP00000011557	ENSACAP00000004902
ENSMODP00000032196	ENSACAP00000017543
ENSMODP00000006487	ENSACAP00000009178
ENSMODP00000024127	ENSACAP00000006641
ENSMODP00000006894	ENSACAP00000010497
ENSMODP00000037078	ENSACAP00000011988
ENSMODP00000017312	ENSACAP00000018355
ENSMODP00000037951	ENSACAP00000009426
ENSMODP00000009275	ENSACAP00000006651
ENSMODP00000022752	ENSACAP00000011490
ENSMODP00000021045	ENSACAP00000007076
ENSMODP00000021177	ENSACAP00000013160
ENSMODP00000021178	ENSACAP00000011465
ENSMODP00000024819	ENSACAP00000003949
ENSMODP00000036771	ENSACAP00000007890
ENSMODP00000012203	ENSACAP00000004863
ENSMODP00000022937	ENSACAP00000000033
ENSMODP00000000907	ENSACAP00000005126
ENSMODP00000013468	ENSACAP00000003652
ENSMODP00000033461	ENSACAP00000017535
ENSMODP00000035233	ENSACAP00000015260
ENSMODP00000017492	ENSACAP00000013573
ENSMODP00000009700	ENSACAP00000013187
ENSMODP00000008355	ENSACAP00000015862
ENSMODP00000001582	ENSACAP00000006915
ENSMODP00000024280	ENSACAP00000004297
ENSMODP00000023745	ENSACAP00000021805
ENSMODP00000013199	ENSACAP00000020091
ENSMODP00000004003	ENSACAP00000003888
ENSMODP00000021758	ENSACAP00000004654
ENSMODP00000028428	ENSACAP00000012264
ENSMODP00000000114	ENSACAP00000005507
ENSMODP00000019205	ENSACAP00000000830
ENSMODP00000015872	ENSACAP00000017176
ENSMODP00000012462	ENSACAP00000021539
ENSMODP00000036012	ENSACAP00000012265
ENSMODP00000012021	ENSACAP00000005482
ENSMODP00000036078	ENSACAP00000006260
ENSMODP00000007480	ENSACAP00000014820
ENSMODP00000002441	ENSACAP00000020487
ENSMODP00000000741	ENSACAP00000014325
ENSMODP00000010072	ENSACAP00000012984
ENSMODP00000012052	ENSACAP00000002180
ENSMODP00000028915	ENSACAP00000008243
ENSMODP00000010141	ENSACAP00000023365
ENSMODP00000022310	ENSACAP00000014261
ENSMODP00000034350	ENSACAP00000013528
ENSMODP00000002477	ENSACAP00000002300
ENSMODP00000009106	ENSACAP00000003616
ENSMODP00000014850	ENSACAP00000015601
ENSMODP00000038176	ENSACAP00000008924
ENSMODP00000027297	ENSACAP00000008592
ENSMODP00000020839	ENSACAP00000008592
ENSMODP00000010203	ENSACAP00000007845
ENSMODP00000005761	ENSACAP00000016095
ENSMODP00000017470	ENSACAP00000016190
ENSMODP00000021535	ENSACAP00000007881
ENSMODP00000020738	ENSACAP00000003602
ENSMODP00000013260	ENSACAP00000004259
ENSMODP00000033015	ENSACAP00000009761
ENSMODP00000009387	ENSACAP00000001473
ENSMODP00000012275	ENSACAP00000012220
ENSMODP00000019009	ENSACAP00000001296
ENSMODP00000005715	ENSACAP00000002268
ENSMODP00000015188	ENSACAP00000011672
ENSMODP00000002463	ENSACAP00000010685
ENSMODP00000012392	ENSACAP00000012707
ENSMODP00000001604	ENSACAP00000006800
ENSMODP00000023367	ENSACAP00000014782
ENSMODP00000008002	ENSACAP00000003548
ENSMODP00000031085	ENSACAP00000005966
ENSMODP00000028116	ENSACAP00000011334
ENSMODP00000036939	ENSACAP00000006803
ENSMODP00000020479	ENSACAP00000012481
ENSMODP00000020611	ENSACAP00000016003
ENSMODP00000007129	ENSACAP00000001047
ENSMODP00000016595	ENSACAP00000002413
ENSMODP00000001638	ENSACAP00000006575
ENSMODP00000017712	ENSACAP00000001853
ENSMODP00000008436	ENSACAP00000011323
ENSMODP00000005879	ENSACAP00000007570
ENSMODP00000022055	ENSACAP00000001952
ENSMODP00000006593	ENSACAP00000009773
ENSMODP00000001554	ENSACAP00000006955
ENSMODP00000031019	ENSACAP00000007310
ENSMODP00000002202	ENSACAP00000011533
ENSMODP00000015259	ENSACAP00000006790
ENSMODP00000012001	ENSACAP00000009645
ENSMODP00000005650	ENSACAP00000004455
ENSMODP00000003290	ENSACAP00000012718
ENSMODP00000021920	ENSACAP00000014807
ENSMODP00000019199	ENSACAP00000023411
ENSMODP00000019847	ENSACAP00000007762
ENSMODP00000008766	ENSACAP00000005513
ENSMODP00000002167	ENSACAP00000005907
ENSMODP00000005932	ENSACAP00000008508
ENSMODP00000010233	ENSACAP00000017127
ENSMODP00000013256	ENSACAP00000008914
ENSMODP00000010236	ENSACAP00000011769
ENSMODP00000024648	ENSACAP00000022961
ENSMODP00000024651	ENSACAP00000006738
ENSMODP00000016057	ENSACAP00000006208
ENSMODP00000002434	ENSACAP00000002072
ENSMODP00000011834	ENSACAP00000020570
ENSMODP00000014223	ENSACAP00000011391
ENSMODP00000020783	ENSACAP00000005268
ENSMODP00000000793	ENSACAP00000000634
ENSMODP00000000687	ENSACAP00000012734
ENSMODP00000034936	ENSACAP00000007162
ENSMODP00000017775	ENSACAP00000013351
ENSMODP00000028443	ENSACAP00000009882
ENSMODP00000033558	ENSACAP00000013050
ENSMODP00000008112	ENSACAP00000002973
ENSMODP00000015125	ENSACAP00000008901
ENSMODP00000019371	ENSACAP00000007261
ENSMODP00000024524	ENSACAP00000015626
ENSMODP00000017789	ENSACAP00000008566
ENSMODP00000008135	ENSACAP00000011097
ENSMODP00000003932	ENSACAP00000010499
ENSMODP00000007920	ENSACAP00000013594
ENSMODP00000018051	ENSACAP00000015185
ENSMODP00000012026	ENSACAP00000012182
ENSMODP00000009589	ENSACAP00000007799
ENSMODP00000000639	ENSACAP00000013383
ENSMODP00000008498	ENSACAP00000005319
ENSMODP00000023369	ENSACAP00000013786
ENSMODP00000034386	ENSACAP00000002177
ENSMODP00000015347	ENSACAP00000007998
ENSMODP00000001142	ENSACAP00000008314
ENSMODP00000024847	ENSACAP00000001967
ENSMODP00000036121	ENSACAP00000000374
ENSMODP00000034400	ENSACAP00000000414
ENSMODP00000003951	ENSACAP00000003962
ENSMODP00000013556	ENSACAP00000003800
ENSMODP00000008649	ENSACAP00000003309
ENSMODP00000002901	ENSACAP00000014849
ENSMODP00000040987	ENSACAP00000007342
ENSMODP00000015350	ENSACAP00000011642
ENSMODP00000017278	ENSACAP00000023153
ENSMODP00000016660	ENSACAP00000013983
ENSMODP00000024179	ENSACAP00000013443
ENSMODP00000012033	ENSACAP00000016111
ENSMODP00000010668	ENSACAP00000014867
ENSMODP00000010685	ENSACAP00000000855
ENSMODP00000037792	ENSACAP00000000709
ENSMODP00000014851	ENSACAP00000012234
ENSMODP00000013914	ENSACAP00000005911
ENSMODP00000014899	ENSACAP00000016106
ENSMODP00000014568	ENSACAP00000005939
ENSMODP00000019148	ENSACAP00000003065
ENSMODP00000021861	ENSACAP00000010309
ENSMODP00000011775	ENSACAP00000010114
ENSMODP00000012321	ENSACAP00000001146
ENSMODP00000003060	ENSACAP00000015100
ENSMODP00000016525	ENSACAP00000017617
ENSMODP00000007256	ENSACAP00000008317
ENSMODP00000025968	ENSACAP00000011925
ENSMODP00000015918	ENSACAP00000009776
ENSMODP00000025296	ENSACAP00000000468
ENSMODP00000019435	ENSACAP00000011233
ENSMODP00000025770	ENSACAP00000007988
ENSMODP00000032051	ENSACAP00000002667
ENSMODP00000038746	ENSACAP00000016124
ENSMODP00000007051	ENSACAP00000005500
ENSMODP00000008522	ENSACAP00000000364
ENSMODP00000026561	ENSACAP00000006775
ENSMODP00000010853	ENSACAP00000015744
ENSMODP00000001168	ENSACAP00000014337
ENSMODP00000001969	ENSACAP00000001666
ENSMODP00000012416	ENSACAP00000018974
ENSMODP00000010709	ENSACAP00000006488
ENSMODP00000021339	ENSACAP00000010738
ENSMODP00000009804	ENSACAP00000014391
ENSMODP00000010471	ENSACAP00000001348
ENSMODP00000020833	ENSACAP00000005953
ENSMODP00000012645	ENSACAP00000014128
ENSMODP00000003481	ENSACAP00000005057
ENSMODP00000024554	ENSACAP00000007952
ENSMODP00000002458	ENSACAP00000012863
ENSMODP00000012792	ENSACAP00000012680
ENSMODP00000013213	ENSACAP00000011973
ENSMODP00000013290	ENSACAP00000015429
ENSMODP00000007874	ENSACAP00000006776
ENSMODP00000015503	ENSACAP00000015745
ENSMODP00000024151	ENSACAP00000010798
ENSMODP00000019296	ENSACAP00000003528
ENSMODP00000022843	ENSACAP00000004880
ENSMODP00000014339	ENSACAP00000008928
ENSMODP00000024545	ENSACAP00000015983
ENSMODP00000029367	ENSACAP00000011379
ENSMODP00000021821	ENSACAP00000009909
ENSMODP00000009912	ENSACAP00000016343
ENSMODP00000001476	ENSACAP00000002415
ENSMODP00000017495	ENSACAP00000015869
ENSMODP00000016142	ENSACAP00000007139
ENSMODP00000027860	ENSACAP00000001758
ENSMODP00000020148	ENSACAP00000004256
ENSMODP00000019081	ENSACAP00000013094
ENSMODP00000013546	ENSACAP00000013758
ENSMODP00000004690	ENSACAP00000012483
ENSMODP00000021447	ENSACAP00000011333
ENSMODP00000006532	ENSACAP00000012302
ENSMODP00000017485	ENSACAP00000020702
ENSMODP00000011686	ENSACAP00000010825
ENSMODP00000021660	ENSACAP00000003333
ENSMODP00000007263	ENSACAP00000009060
ENSMODP00000010084	ENSACAP00000016819
ENSMODP00000016985	ENSACAP00000006542
ENSMODP00000014754	ENSACAP00000011949
ENSMODP00000009505	ENSACAP00000014367
ENSMODP00000014777	ENSACAP00000011992
ENSMODP00000010355	ENSACAP00000008425
