ENSTGUP00000008915	ENSCAFP00000014731
ENSTGUP00000006328	ENSCAFP00000031366
ENSTGUP00000000155	ENSCAFP00000028316
ENSTGUP00000005853	ENSCAFP00000015301
ENSTGUP00000003117	ENSCAFP00000018207
ENSTGUP00000000134	ENSCAFP00000024645
ENSTGUP00000004536	ENSCAFP00000002335
ENSTGUP00000008352	ENSCAFP00000017642
ENSTGUP00000001624	ENSCAFP00000003095
ENSTGUP00000003727	ENSCAFP00000015815
ENSTGUP00000007782	ENSCAFP00000014918
ENSTGUP00000017025	ENSCAFP00000036658
ENSTGUP00000006943	ENSCAFP00000004425
ENSTGUP00000005080	ENSCAFP00000030645
ENSTGUP00000011199	ENSCAFP00000016401
ENSTGUP00000006208	ENSCAFP00000038238
ENSTGUP00000007070	ENSCAFP00000028983
ENSTGUP00000009294	ENSCAFP00000022556
ENSTGUP00000005206	ENSCAFP00000026455
ENSTGUP00000004580	ENSCAFP00000029605
ENSTGUP00000004604	ENSCAFP00000029604
ENSTGUP00000017673	ENSCAFP00000020513
ENSTGUP00000002844	ENSCAFP00000028758
ENSTGUP00000001015	ENSCAFP00000028224
ENSTGUP00000001908	ENSCAFP00000003214
ENSTGUP00000011945	ENSCAFP00000019853
ENSTGUP00000011005	ENSCAFP00000013655
ENSTGUP00000009631	ENSCAFP00000010567
ENSTGUP00000006235	ENSCAFP00000043191
ENSTGUP00000002392	ENSCAFP00000006864
ENSTGUP00000010105	ENSCAFP00000014031
ENSTGUP00000008813	ENSCAFP00000038892
ENSTGUP00000011754	ENSCAFP00000001037
ENSTGUP00000017612	ENSCAFP00000004178
ENSTGUP00000005331	ENSCAFP00000014005
ENSTGUP00000012537	ENSCAFP00000000950
ENSTGUP00000013080	ENSCAFP00000003850
ENSTGUP00000004485	ENSCAFP00000017744
ENSTGUP00000009895	ENSCAFP00000021105
ENSTGUP00000006731	ENSCAFP00000010648
ENSTGUP00000011293	ENSCAFP00000008702
ENSTGUP00000002217	ENSCAFP00000008708
ENSTGUP00000013322	ENSCAFP00000023570
ENSTGUP00000007648	ENSCAFP00000016218
ENSTGUP00000005390	ENSCAFP00000010863
ENSTGUP00000002751	ENSCAFP00000022163
ENSTGUP00000003521	ENSCAFP00000018366
ENSTGUP00000001871	ENSCAFP00000003034
ENSTGUP00000008182	ENSCAFP00000006870
ENSTGUP00000001566	ENSCAFP00000013014
ENSTGUP00000015814	ENSCAFP00000007848
ENSTGUP00000006838	ENSCAFP00000013489
ENSTGUP00000000600	ENSCAFP00000025484
ENSTGUP00000012839	ENSCAFP00000039273
ENSTGUP00000016167	ENSCAFP00000020508
ENSTGUP00000001099	ENSCAFP00000042695
ENSTGUP00000015340	ENSCAFP00000025174
ENSTGUP00000009606	ENSCAFP00000014845
ENSTGUP00000000064	ENSCAFP00000028685
ENSTGUP00000007654	ENSCAFP00000022558
ENSTGUP00000009962	ENSCAFP00000015422
ENSTGUP00000013507	ENSCAFP00000020480
ENSTGUP00000017867	ENSCAFP00000002291
ENSTGUP00000004994	ENSCAFP00000021793
ENSTGUP00000006430	ENSCAFP00000014950
ENSTGUP00000001487	ENSCAFP00000019705
ENSTGUP00000003246	ENSCAFP00000008329
ENSTGUP00000003250	ENSCAFP00000041401
ENSTGUP00000003255	ENSCAFP00000037305
ENSTGUP00000012389	ENSCAFP00000000717
ENSTGUP00000006509	ENSCAFP00000024195
ENSTGUP00000002707	ENSCAFP00000004803
ENSTGUP00000012328	ENSCAFP00000006011
ENSTGUP00000005586	ENSCAFP00000029424
ENSTGUP00000005562	ENSCAFP00000039565
ENSTGUP00000007728	ENSCAFP00000040522
ENSTGUP00000008854	ENSCAFP00000022665
ENSTGUP00000004246	ENSCAFP00000016780
ENSTGUP00000007216	ENSCAFP00000021916
ENSTGUP00000000103	ENSCAFP00000003365
ENSTGUP00000000535	ENSCAFP00000024521
ENSTGUP00000007681	ENSCAFP00000019525
ENSTGUP00000001147	ENSCAFP00000018970
ENSTGUP00000003575	ENSCAFP00000033031
ENSTGUP00000008398	ENSCAFP00000017570
ENSTGUP00000013654	ENSCAFP00000003128
ENSTGUP00000003597	ENSCAFP00000028228
ENSTGUP00000008941	ENSCAFP00000011759
ENSTGUP00000013669	ENSCAFP00000042260
ENSTGUP00000000980	ENSCAFP00000011070
ENSTGUP00000015639	ENSCAFP00000025134
ENSTGUP00000016531	ENSCAFP00000025132
ENSTGUP00000004862	ENSCAFP00000028170
ENSTGUP00000000192	ENSCAFP00000001330
ENSTGUP00000008798	ENSCAFP00000007214
ENSTGUP00000013766	ENSCAFP00000016816
ENSTGUP00000014766	ENSCAFP00000035741
ENSTGUP00000010956	ENSCAFP00000013509
ENSTGUP00000010662	ENSCAFP00000001961
ENSTGUP00000008713	ENSCAFP00000016600
ENSTGUP00000013014	ENSCAFP00000023208
ENSTGUP00000006247	ENSCAFP00000014548
ENSTGUP00000009426	ENSCAFP00000026286
ENSTGUP00000007401	ENSCAFP00000014741
ENSTGUP00000011411	ENSCAFP00000031540
ENSTGUP00000001132	ENSCAFP00000037592
ENSTGUP00000001006	ENSCAFP00000011020
ENSTGUP00000010427	ENSCAFP00000018084
ENSTGUP00000013003	ENSCAFP00000025970
ENSTGUP00000007529	ENSCAFP00000003986
ENSTGUP00000012446	ENSCAFP00000008647
ENSTGUP00000001294	ENSCAFP00000006688
ENSTGUP00000009273	ENSCAFP00000011027
ENSTGUP00000010138	ENSCAFP00000022636
ENSTGUP00000004706	ENSCAFP00000040552
ENSTGUP00000011969	ENSCAFP00000012980
ENSTGUP00000009087	ENSCAFP00000037595
ENSTGUP00000011229	ENSCAFP00000010977
ENSTGUP00000009050	ENSCAFP00000009092
ENSTGUP00000008646	ENSCAFP00000010280
ENSTGUP00000012750	ENSCAFP00000038758
ENSTGUP00000005789	ENSCAFP00000010588
ENSTGUP00000008504	ENSCAFP00000006360
ENSTGUP00000012245	ENSCAFP00000013503
ENSTGUP00000005042	ENSCAFP00000014871
ENSTGUP00000003967	ENSCAFP00000001020
ENSTGUP00000011970	ENSCAFP00000019548
ENSTGUP00000004466	ENSCAFP00000013146
ENSTGUP00000000965	ENSCAFP00000017375
ENSTGUP00000011359	ENSCAFP00000000433
ENSTGUP00000008240	ENSCAFP00000032113
ENSTGUP00000006025	ENSCAFP00000014411
ENSTGUP00000000436	ENSCAFP00000007406
ENSTGUP00000007799	ENSCAFP00000017370
ENSTGUP00000002002	ENSCAFP00000019021
ENSTGUP00000006957	ENSCAFP00000039971
ENSTGUP00000014338	ENSCAFP00000030494
ENSTGUP00000004551	ENSCAFP00000016496
ENSTGUP00000016332	ENSCAFP00000017015
ENSTGUP00000008541	ENSCAFP00000033221
ENSTGUP00000005778	ENSCAFP00000030188
ENSTGUP00000000366	ENSCAFP00000018035
ENSTGUP00000012961	ENSCAFP00000001608
ENSTGUP00000004384	ENSCAFP00000029552
ENSTGUP00000012142	ENSCAFP00000001478
ENSTGUP00000003405	ENSCAFP00000012693
ENSTGUP00000007318	ENSCAFP00000039140
ENSTGUP00000000035	ENSCAFP00000001731
ENSTGUP00000011357	ENSCAFP00000017345
ENSTGUP00000015692	ENSCAFP00000009362
ENSTGUP00000000870	ENSCAFP00000002671
ENSTGUP00000012216	ENSCAFP00000018910
ENSTGUP00000008988	ENSCAFP00000008904
ENSTGUP00000010760	ENSCAFP00000019300
ENSTGUP00000003399	ENSCAFP00000013302
ENSTGUP00000015044	ENSCAFP00000012325
ENSTGUP00000015538	ENSCAFP00000021445
ENSTGUP00000004556	ENSCAFP00000016464
ENSTGUP00000013895	ENSCAFP00000013268
ENSTGUP00000001283	ENSCAFP00000006600
ENSTGUP00000015798	ENSCAFP00000024249
ENSTGUP00000002094	ENSCAFP00000007772
ENSTGUP00000017799	ENSCAFP00000014905
ENSTGUP00000013068	ENSCAFP00000001767
ENSTGUP00000011497	ENSCAFP00000021126
ENSTGUP00000002557	ENSCAFP00000003364
ENSTGUP00000009648	ENSCAFP00000001094
ENSTGUP00000013270	ENSCAFP00000012576
ENSTGUP00000005550	ENSCAFP00000037339
ENSTGUP00000002952	ENSCAFP00000011130
ENSTGUP00000000279	ENSCAFP00000020487
ENSTGUP00000006582	ENSCAFP00000027973
ENSTGUP00000006272	ENSCAFP00000017214
ENSTGUP00000010604	ENSCAFP00000030290
ENSTGUP00000006744	ENSCAFP00000041636
ENSTGUP00000009170	ENSCAFP00000006867
ENSTGUP00000000380	ENSCAFP00000039949
ENSTGUP00000004338	ENSCAFP00000040183
ENSTGUP00000010691	ENSCAFP00000012369
ENSTGUP00000012199	ENSCAFP00000007768
ENSTGUP00000012410	ENSCAFP00000019747
ENSTGUP00000006186	ENSCAFP00000014617
ENSTGUP00000007560	ENSCAFP00000019709
ENSTGUP00000002147	ENSCAFP00000005822
ENSTGUP00000000047	ENSCAFP00000017928
ENSTGUP00000007973	ENSCAFP00000019457
ENSTGUP00000013389	ENSCAFP00000022925
ENSTGUP00000010510	ENSCAFP00000017040
ENSTGUP00000008735	ENSCAFP00000016758
ENSTGUP00000005010	ENSCAFP00000023610
ENSTGUP00000001450	ENSCAFP00000001305
ENSTGUP00000005878	ENSCAFP00000022144
ENSTGUP00000011934	ENSCAFP00000042619
ENSTGUP00000011409	ENSCAFP00000017607
ENSTGUP00000006152	ENSCAFP00000009900
ENSTGUP00000003598	ENSCAFP00000024714
ENSTGUP00000000691	ENSCAFP00000012216
ENSTGUP00000011144	ENSCAFP00000016212
ENSTGUP00000004169	ENSCAFP00000016565
ENSTGUP00000001336	ENSCAFP00000001404
ENSTGUP00000011639	ENSCAFP00000024678
ENSTGUP00000009396	ENSCAFP00000019820
ENSTGUP00000017007	ENSCAFP00000023307
ENSTGUP00000004380	ENSCAFP00000021152
ENSTGUP00000007922	ENSCAFP00000023648
ENSTGUP00000006268	ENSCAFP00000023347
ENSTGUP00000015939	ENSCAFP00000009788
ENSTGUP00000005432	ENSCAFP00000019146
ENSTGUP00000010581	ENSCAFP00000036018
ENSTGUP00000004382	ENSCAFP00000013030
ENSTGUP00000000076	ENSCAFP00000009823
ENSTGUP00000010391	ENSCAFP00000021055
ENSTGUP00000011993	ENSCAFP00000016052
ENSTGUP00000006693	ENSCAFP00000000505
ENSTGUP00000005662	ENSCAFP00000008270
ENSTGUP00000009117	ENSCAFP00000011244
ENSTGUP00000007866	ENSCAFP00000014261
ENSTGUP00000009777	ENSCAFP00000025742
ENSTGUP00000000417	ENSCAFP00000022112
ENSTGUP00000003068	ENSCAFP00000011253
ENSTGUP00000006478	ENSCAFP00000029125
ENSTGUP00000011856	ENSCAFP00000000330
ENSTGUP00000011646	ENSCAFP00000010889
ENSTGUP00000001850	ENSCAFP00000001697
ENSTGUP00000005391	ENSCAFP00000016515
ENSTGUP00000006079	ENSCAFP00000031950
ENSTGUP00000001721	ENSCAFP00000002716
ENSTGUP00000001711	ENSCAFP00000002708
ENSTGUP00000001410	ENSCAFP00000001186
ENSTGUP00000012498	ENSCAFP00000000907
ENSTGUP00000008153	ENSCAFP00000018229
ENSTGUP00000000285	ENSCAFP00000007958
ENSTGUP00000015944	ENSCAFP00000032366
ENSTGUP00000012485	ENSCAFP00000024883
ENSTGUP00000010413	ENSCAFP00000003300
ENSTGUP00000009473	ENSCAFP00000002810
ENSTGUP00000006376	ENSCAFP00000013822
ENSTGUP00000017714	ENSCAFP00000002327
ENSTGUP00000010166	ENSCAFP00000036381
ENSTGUP00000005454	ENSCAFP00000005050
ENSTGUP00000011748	ENSCAFP00000012330
ENSTGUP00000014249	ENSCAFP00000026888
ENSTGUP00000002196	ENSCAFP00000022210
ENSTGUP00000013559	ENSCAFP00000035204
ENSTGUP00000004773	ENSCAFP00000017625
ENSTGUP00000005949	ENSCAFP00000015421
ENSTGUP00000004377	ENSCAFP00000002408
ENSTGUP00000009455	ENSCAFP00000025394
ENSTGUP00000010101	ENSCAFP00000027748
ENSTGUP00000007658	ENSCAFP00000007322
ENSTGUP00000008919	ENSCAFP00000011841
ENSTGUP00000006510	ENSCAFP00000027910
ENSTGUP00000004616	ENSCAFP00000017168
ENSTGUP00000005616	ENSCAFP00000015093
ENSTGUP00000011231	ENSCAFP00000000383
ENSTGUP00000011812	ENSCAFP00000018785
ENSTGUP00000008839	ENSCAFP00000009652
ENSTGUP00000013115	ENSCAFP00000001851
ENSTGUP00000001781	ENSCAFP00000007042
ENSTGUP00000012224	ENSCAFP00000001353
ENSTGUP00000013742	ENSCAFP00000014522
ENSTGUP00000011253	ENSCAFP00000009921
ENSTGUP00000005885	ENSCAFP00000029813
ENSTGUP00000000948	ENSCAFP00000031556
ENSTGUP00000010034	ENSCAFP00000013258
ENSTGUP00000012508	ENSCAFP00000005620
ENSTGUP00000015243	ENSCAFP00000024751
ENSTGUP00000011851	ENSCAFP00000011706
ENSTGUP00000005594	ENSCAFP00000015723
ENSTGUP00000011924	ENSCAFP00000000283
ENSTGUP00000002580	ENSCAFP00000023115
ENSTGUP00000009619	ENSCAFP00000020859
ENSTGUP00000003393	ENSCAFP00000008672
ENSTGUP00000000189	ENSCAFP00000028388
ENSTGUP00000004806	ENSCAFP00000042477
ENSTGUP00000012953	ENSCAFP00000004172
ENSTGUP00000010237	ENSCAFP00000033052
ENSTGUP00000017750	ENSCAFP00000014144
ENSTGUP00000001902	ENSCAFP00000002320
ENSTGUP00000010234	ENSCAFP00000009713
ENSTGUP00000012720	ENSCAFP00000018391
ENSTGUP00000008250	ENSCAFP00000041431
ENSTGUP00000017608	ENSCAFP00000003747
ENSTGUP00000011317	ENSCAFP00000000417
ENSTGUP00000009336	ENSCAFP00000019786
ENSTGUP00000000008	ENSCAFP00000018798
ENSTGUP00000000999	ENSCAFP00000037718
ENSTGUP00000015448	ENSCAFP00000025481
ENSTGUP00000010294	ENSCAFP00000014568
ENSTGUP00000009360	ENSCAFP00000012522
ENSTGUP00000005704	ENSCAFP00000008250
ENSTGUP00000001387	ENSCAFP00000000318
ENSTGUP00000004265	ENSCAFP00000025287
ENSTGUP00000011123	ENSCAFP00000036910
ENSTGUP00000000857	ENSCAFP00000002657
ENSTGUP00000000265	ENSCAFP00000028760
ENSTGUP00000002787	ENSCAFP00000016690
ENSTGUP00000016120	ENSCAFP00000014415
ENSTGUP00000006184	ENSCAFP00000013803
ENSTGUP00000009635	ENSCAFP00000025455
ENSTGUP00000007433	ENSCAFP00000034839
ENSTGUP00000012770	ENSCAFP00000018743
ENSTGUP00000002626	ENSCAFP00000007787
ENSTGUP00000012581	ENSCAFP00000025086
ENSTGUP00000003890	ENSCAFP00000016769
ENSTGUP00000006764	ENSCAFP00000028783
ENSTGUP00000010355	ENSCAFP00000003245
ENSTGUP00000004362	ENSCAFP00000016788
ENSTGUP00000017594	ENSCAFP00000019606
ENSTGUP00000011185	ENSCAFP00000000354
ENSTGUP00000017627	ENSCAFP00000005159
ENSTGUP00000001567	ENSCAFP00000002634
ENSTGUP00000002596	ENSCAFP00000023103
ENSTGUP00000007146	ENSCAFP00000015359
ENSTGUP00000013036	ENSCAFP00000026123
ENSTGUP00000006064	ENSCAFP00000019419
ENSTGUP00000001653	ENSCAFP00000036558
ENSTGUP00000015212	ENSCAFP00000026292
ENSTGUP00000013760	ENSCAFP00000031096
ENSTGUP00000003166	ENSCAFP00000028397
ENSTGUP00000010673	ENSCAFP00000026944
ENSTGUP00000009296	ENSCAFP00000025195
ENSTGUP00000006383	ENSCAFP00000039715
ENSTGUP00000005008	ENSCAFP00000012666
ENSTGUP00000009939	ENSCAFP00000001232
ENSTGUP00000013145	ENSCAFP00000003634
ENSTGUP00000002179	ENSCAFP00000031617
ENSTGUP00000007677	ENSCAFP00000011026
ENSTGUP00000017541	ENSCAFP00000021643
ENSTGUP00000003285	ENSCAFP00000004996
ENSTGUP00000001471	ENSCAFP00000002744
ENSTGUP00000010819	ENSCAFP00000012985
ENSTGUP00000013926	ENSCAFP00000016299
ENSTGUP00000009736	ENSCAFP00000036038
ENSTGUP00000004938	ENSCAFP00000027988
ENSTGUP00000009012	ENSCAFP00000007024
ENSTGUP00000011011	ENSCAFP00000002182
ENSTGUP00000012496	ENSCAFP00000008737
ENSTGUP00000000082	ENSCAFP00000035829
ENSTGUP00000001555	ENSCAFP00000030562
ENSTGUP00000011324	ENSCAFP00000009607
ENSTGUP00000015528	ENSCAFP00000000336
ENSTGUP00000017572	ENSCAFP00000014785
ENSTGUP00000009711	ENSCAFP00000011049
ENSTGUP00000012551	ENSCAFP00000000960
ENSTGUP00000010431	ENSCAFP00000010199
ENSTGUP00000007411	ENSCAFP00000009831
ENSTGUP00000003908	ENSCAFP00000011030
ENSTGUP00000012209	ENSCAFP00000013371
ENSTGUP00000008632	ENSCAFP00000021267
ENSTGUP00000011489	ENSCAFP00000002860
ENSTGUP00000017779	ENSCAFP00000014755
ENSTGUP00000008589	ENSCAFP00000009333
ENSTGUP00000001406	ENSCAFP00000001181
ENSTGUP00000013848	ENSCAFP00000008269
ENSTGUP00000000385	ENSCAFP00000040025
ENSTGUP00000014987	ENSCAFP00000000133
ENSTGUP00000004654	ENSCAFP00000029650
ENSTGUP00000005161	ENSCAFP00000010357
ENSTGUP00000001744	ENSCAFP00000012634
ENSTGUP00000010194	ENSCAFP00000027626
ENSTGUP00000004211	ENSCAFP00000026612
ENSTGUP00000006115	ENSCAFP00000019248
ENSTGUP00000009735	ENSCAFP00000014753
ENSTGUP00000006266	ENSCAFP00000014457
ENSTGUP00000007957	ENSCAFP00000014876
ENSTGUP00000008107	ENSCAFP00000018196
ENSTGUP00000007976	ENSCAFP00000008676
ENSTGUP00000001422	ENSCAFP00000015142
ENSTGUP00000007977	ENSCAFP00000008695
ENSTGUP00000009077	ENSCAFP00000013332
ENSTGUP00000011910	ENSCAFP00000010208
ENSTGUP00000000989	ENSCAFP00000017851
ENSTGUP00000013558	ENSCAFP00000022877
ENSTGUP00000016344	ENSCAFP00000011893
ENSTGUP00000001762	ENSCAFP00000002807
ENSTGUP00000007513	ENSCAFP00000022394
ENSTGUP00000011358	ENSCAFP00000035182
ENSTGUP00000008473	ENSCAFP00000035135
ENSTGUP00000004060	ENSCAFP00000019592
ENSTGUP00000011290	ENSCAFP00000021877
ENSTGUP00000014645	ENSCAFP00000033743
ENSTGUP00000002212	ENSCAFP00000022071
ENSTGUP00000016912	ENSCAFP00000023229
ENSTGUP00000006919	ENSCAFP00000029582
ENSTGUP00000000862	ENSCAFP00000029308
ENSTGUP00000005957	ENSCAFP00000014358
ENSTGUP00000008693	ENSCAFP00000017546
ENSTGUP00000013915	ENSCAFP00000032301
ENSTGUP00000013916	ENSCAFP00000014458
ENSTGUP00000005316	ENSCAFP00000008580
ENSTGUP00000008937	ENSCAFP00000005796
ENSTGUP00000004708	ENSCAFP00000002233
ENSTGUP00000010851	ENSCAFP00000026836
ENSTGUP00000001464	ENSCAFP00000002712
ENSTGUP00000015597	ENSCAFP00000039187
ENSTGUP00000008984	ENSCAFP00000016267
ENSTGUP00000009531	ENSCAFP00000010818
ENSTGUP00000004168	ENSCAFP00000024076
ENSTGUP00000004194	ENSCAFP00000024050
ENSTGUP00000001588	ENSCAFP00000004870
ENSTGUP00000012128	ENSCAFP00000001500
ENSTGUP00000007065	ENSCAFP00000010193
ENSTGUP00000012279	ENSCAFP00000013744
ENSTGUP00000012955	ENSCAFP00000040454
ENSTGUP00000004962	ENSCAFP00000014196
ENSTGUP00000016131	ENSCAFP00000035219
ENSTGUP00000011236	ENSCAFP00000040576
ENSTGUP00000010040	ENSCAFP00000034132
ENSTGUP00000003451	ENSCAFP00000027185
ENSTGUP00000006217	ENSCAFP00000027628
ENSTGUP00000012029	ENSCAFP00000016366
ENSTGUP00000008903	ENSCAFP00000003752
ENSTGUP00000011044	ENSCAFP00000009586
ENSTGUP00000010999	ENSCAFP00000024542
ENSTGUP00000005402	ENSCAFP00000014928
ENSTGUP00000005120	ENSCAFP00000010842
ENSTGUP00000010586	ENSCAFP00000030300
ENSTGUP00000002755	ENSCAFP00000010601
ENSTGUP00000016045	ENSCAFP00000001779
ENSTGUP00000007984	ENSCAFP00000008700
ENSTGUP00000007349	ENSCAFP00000007922
ENSTGUP00000012415	ENSCAFP00000019768
ENSTGUP00000007460	ENSCAFP00000021819
ENSTGUP00000000470	ENSCAFP00000003204
ENSTGUP00000003665	ENSCAFP00000029795
ENSTGUP00000010862	ENSCAFP00000021931
ENSTGUP00000000437	ENSCAFP00000024190
ENSTGUP00000008952	ENSCAFP00000011773
ENSTGUP00000008661	ENSCAFP00000025701
ENSTGUP00000009593	ENSCAFP00000026635
ENSTGUP00000003033	ENSCAFP00000006790
ENSTGUP00000006938	ENSCAFP00000011266
ENSTGUP00000012153	ENSCAFP00000042346
ENSTGUP00000011989	ENSCAFP00000012336
ENSTGUP00000009438	ENSCAFP00000015053
ENSTGUP00000009280	ENSCAFP00000011272
ENSTGUP00000009382	ENSCAFP00000036000
ENSTGUP00000016699	ENSCAFP00000009585
ENSTGUP00000009523	ENSCAFP00000036103
ENSTGUP00000005116	ENSCAFP00000020218
ENSTGUP00000004179	ENSCAFP00000025299
ENSTGUP00000000095	ENSCAFP00000003477
ENSTGUP00000016172	ENSCAFP00000014399
ENSTGUP00000007785	ENSCAFP00000008612
ENSTGUP00000001340	ENSCAFP00000015847
ENSTGUP00000009687	ENSCAFP00000014808
ENSTGUP00000001365	ENSCAFP00000015880
ENSTGUP00000013540	ENSCAFP00000005712
ENSTGUP00000000822	ENSCAFP00000016522
ENSTGUP00000012334	ENSCAFP00000042364
ENSTGUP00000005167	ENSCAFP00000038599
ENSTGUP00000003576	ENSCAFP00000011978
ENSTGUP00000012165	ENSCAFP00000012357
ENSTGUP00000007342	ENSCAFP00000011403
ENSTGUP00000008207	ENSCAFP00000029345
ENSTGUP00000004267	ENSCAFP00000029694
ENSTGUP00000016228	ENSCAFP00000013856
ENSTGUP00000007708	ENSCAFP00000008548
ENSTGUP00000011191	ENSCAFP00000011059
ENSTGUP00000008795	ENSCAFP00000016449
ENSTGUP00000004198	ENSCAFP00000016186
ENSTGUP00000017674	ENSCAFP00000020520
ENSTGUP00000009257	ENSCAFP00000016055
ENSTGUP00000011796	ENSCAFP00000038130
ENSTGUP00000006736	ENSCAFP00000000512
ENSTGUP00000010224	ENSCAFP00000034020
ENSTGUP00000008194	ENSCAFP00000002920
ENSTGUP00000011332	ENSCAFP00000021708
ENSTGUP00000014036	ENSCAFP00000013717
ENSTGUP00000008285	ENSCAFP00000023996
ENSTGUP00000010927	ENSCAFP00000002162
ENSTGUP00000007869	ENSCAFP00000011346
ENSTGUP00000003849	ENSCAFP00000029203
ENSTGUP00000006031	ENSCAFP00000019182
ENSTGUP00000002631	ENSCAFP00000010252
ENSTGUP00000003454	ENSCAFP00000002487
ENSTGUP00000011530	ENSCAFP00000017269
ENSTGUP00000008274	ENSCAFP00000018374
ENSTGUP00000013083	ENSCAFP00000023340
ENSTGUP00000006650	ENSCAFP00000012324
ENSTGUP00000006550	ENSCAFP00000024041
ENSTGUP00000007462	ENSCAFP00000034722
ENSTGUP00000001742	ENSCAFP00000035064
ENSTGUP00000012200	ENSCAFP00000007775
ENSTGUP00000003713	ENSCAFP00000024510
ENSTGUP00000016570	ENSCAFP00000011653
ENSTGUP00000000693	ENSCAFP00000025994
ENSTGUP00000005767	ENSCAFP00000032124
ENSTGUP00000000238	ENSCAFP00000008080
ENSTGUP00000011154	ENSCAFP00000026490
ENSTGUP00000003201	ENSCAFP00000019369
ENSTGUP00000007383	ENSCAFP00000019316
ENSTGUP00000017605	ENSCAFP00000019858
ENSTGUP00000005144	ENSCAFP00000029480
ENSTGUP00000012816	ENSCAFP00000004723
ENSTGUP00000007777	ENSCAFP00000018827
ENSTGUP00000009762	ENSCAFP00000011000
ENSTGUP00000008964	ENSCAFP00000036854
ENSTGUP00000009757	ENSCAFP00000011002
ENSTGUP00000016441	ENSCAFP00000002323
ENSTGUP00000008825	ENSCAFP00000009205
ENSTGUP00000006976	ENSCAFP00000028822
ENSTGUP00000005436	ENSCAFP00000021571
ENSTGUP00000012795	ENSCAFP00000039837
ENSTGUP00000012776	ENSCAFP00000001373
ENSTGUP00000004955	ENSCAFP00000013385
ENSTGUP00000010048	ENSCAFP00000018916
ENSTGUP00000002337	ENSCAFP00000037936
ENSTGUP00000002037	ENSCAFP00000027709
ENSTGUP00000007565	ENSCAFP00000019682
ENSTGUP00000008226	ENSCAFP00000017872
ENSTGUP00000017672	ENSCAFP00000043151
ENSTGUP00000003481	ENSCAFP00000007900
ENSTGUP00000001996	ENSCAFP00000007805
ENSTGUP00000009148	ENSCAFP00000019330
ENSTGUP00000013825	ENSCAFP00000022443
ENSTGUP00000007965	ENSCAFP00000036839
ENSTGUP00000006343	ENSCAFP00000025858
ENSTGUP00000002883	ENSCAFP00000043003
ENSTGUP00000012058	ENSCAFP00000007457
ENSTGUP00000001807	ENSCAFP00000002871
ENSTGUP00000001806	ENSCAFP00000002838
ENSTGUP00000009483	ENSCAFP00000038335
ENSTGUP00000006335	ENSCAFP00000013953
ENSTGUP00000005504	ENSCAFP00000034708
ENSTGUP00000011922	ENSCAFP00000012024
ENSTGUP00000007857	ENSCAFP00000029486
ENSTGUP00000004090	ENSCAFP00000016477
ENSTGUP00000006784	ENSCAFP00000022651
ENSTGUP00000000995	ENSCAFP00000017974
ENSTGUP00000013283	ENSCAFP00000006504
ENSTGUP00000004860	ENSCAFP00000002121
ENSTGUP00000017687	ENSCAFP00000020857
ENSTGUP00000005000	ENSCAFP00000025306
ENSTGUP00000014120	ENSCAFP00000001753
ENSTGUP00000002682	ENSCAFP00000003601
ENSTGUP00000012859	ENSCAFP00000004486
ENSTGUP00000005190	ENSCAFP00000027765
ENSTGUP00000005984	ENSCAFP00000026362
ENSTGUP00000004879	ENSCAFP00000014984
ENSTGUP00000012313	ENSCAFP00000022527
ENSTGUP00000000979	ENSCAFP00000014297
ENSTGUP00000005147	ENSCAFP00000010831
ENSTGUP00000015427	ENSCAFP00000013825
ENSTGUP00000015674	ENSCAFP00000009513
ENSTGUP00000003924	ENSCAFP00000011750
ENSTGUP00000003919	ENSCAFP00000019848
ENSTGUP00000008408	ENSCAFP00000006438
ENSTGUP00000003114	ENSCAFP00000011322
ENSTGUP00000000409	ENSCAFP00000022072
ENSTGUP00000010476	ENSCAFP00000027388
ENSTGUP00000010056	ENSCAFP00000006048
ENSTGUP00000014796	ENSCAFP00000006436
ENSTGUP00000011695	ENSCAFP00000030795
ENSTGUP00000013321	ENSCAFP00000006911
ENSTGUP00000002376	ENSCAFP00000028851
ENSTGUP00000007647	ENSCAFP00000003242
ENSTGUP00000013771	ENSCAFP00000016447
ENSTGUP00000008437	ENSCAFP00000017369
ENSTGUP00000006727	ENSCAFP00000026279
ENSTGUP00000006442	ENSCAFP00000024219
ENSTGUP00000008073	ENSCAFP00000018764
ENSTGUP00000017697	ENSCAFP00000021058
ENSTGUP00000015248	ENSCAFP00000024942
ENSTGUP00000007250	ENSCAFP00000041213
ENSTGUP00000005801	ENSCAFP00000016777
ENSTGUP00000012144	ENSCAFP00000012323
ENSTGUP00000014450	ENSCAFP00000041567
ENSTGUP00000000312	ENSCAFP00000024728
ENSTGUP00000003052	ENSCAFP00000004477
ENSTGUP00000009163	ENSCAFP00000019690
ENSTGUP00000009300	ENSCAFP00000015958
ENSTGUP00000014761	ENSCAFP00000006049
ENSTGUP00000011441	ENSCAFP00000010477
ENSTGUP00000011365	ENSCAFP00000000443
ENSTGUP00000001151	ENSCAFP00000029346
ENSTGUP00000001026	ENSCAFP00000014011
ENSTGUP00000008256	ENSCAFP00000011233
ENSTGUP00000017794	ENSCAFP00000014952
ENSTGUP00000011471	ENSCAFP00000002835
ENSTGUP00000012016	ENSCAFP00000009982
ENSTGUP00000001279	ENSCAFP00000004557
