ENSMGAP00000004951	ENSCAFP00000014731
ENSMGAP00000004429	ENSCAFP00000024482
ENSMGAP00000009942	ENSCAFP00000009645
ENSMGAP00000009834	ENSCAFP00000001811
ENSMGAP00000014061	ENSCAFP00000037202
ENSMGAP00000000956	ENSCAFP00000011048
ENSMGAP00000006562	ENSCAFP00000024565
ENSMGAP00000012088	ENSCAFP00000021584
ENSMGAP00000011647	ENSCAFP00000035067
ENSMGAP00000010719	ENSCAFP00000000527
ENSMGAP00000014948	ENSCAFP00000021430
ENSMGAP00000011735	ENSCAFP00000017503
ENSMGAP00000001231	ENSCAFP00000017281
ENSMGAP00000001477	ENSCAFP00000017201
ENSMGAP00000002712	ENSCAFP00000019863
ENSMGAP00000004568	ENSCAFP00000037565
ENSMGAP00000001925	ENSCAFP00000026535
ENSMGAP00000014796	ENSCAFP00000004976
ENSMGAP00000002186	ENSCAFP00000014992
ENSMGAP00000016662	ENSCAFP00000042914
ENSMGAP00000014966	ENSCAFP00000021277
ENSMGAP00000015104	ENSCAFP00000002995
ENSMGAP00000018791	ENSCAFP00000038986
ENSMGAP00000016052	ENSCAFP00000011031
ENSMGAP00000004144	ENSCAFP00000037092
ENSMGAP00000002187	ENSCAFP00000030225
ENSMGAP00000014152	ENSCAFP00000026876
ENSMGAP00000006714	ENSCAFP00000036267
ENSMGAP00000009177	ENSCAFP00000014902
ENSMGAP00000001320	ENSCAFP00000027665
ENSMGAP00000002522	ENSCAFP00000005521
ENSMGAP00000004870	ENSCAFP00000019697
ENSMGAP00000010407	ENSCAFP00000042142
ENSMGAP00000009628	ENSCAFP00000009830
ENSMGAP00000019682	ENSCAFP00000028368
ENSMGAP00000002983	ENSCAFP00000020319
ENSMGAP00000009938	ENSCAFP00000027206
ENSMGAP00000003132	ENSCAFP00000013499
ENSMGAP00000009858	ENSCAFP00000007147
ENSMGAP00000006133	ENSCAFP00000028698
ENSMGAP00000015213	ENSCAFP00000014147
ENSMGAP00000003838	ENSCAFP00000010386
ENSMGAP00000010556	ENSCAFP00000007056
ENSMGAP00000001856	ENSCAFP00000000016
ENSMGAP00000004539	ENSCAFP00000014336
ENSMGAP00000003615	ENSCAFP00000002599
ENSMGAP00000012408	ENSCAFP00000019100
ENSMGAP00000005078	ENSCAFP00000026912
ENSMGAP00000011154	ENSCAFP00000013013
ENSMGAP00000005812	ENSCAFP00000031366
ENSMGAP00000000399	ENSCAFP00000028316
ENSMGAP00000004799	ENSCAFP00000015301
ENSMGAP00000010016	ENSCAFP00000018207
ENSMGAP00000007230	ENSCAFP00000024645
ENSMGAP00000005998	ENSCAFP00000010963
ENSMGAP00000009269	ENSCAFP00000018300
ENSMGAP00000002504	ENSCAFP00000027961
ENSMGAP00000017822	ENSCAFP00000002335
ENSMGAP00000008575	ENSCAFP00000017642
ENSMGAP00000009864	ENSCAFP00000003095
ENSMGAP00000008447	ENSCAFP00000037380
ENSMGAP00000018296	ENSCAFP00000015815
ENSMGAP00000019614	ENSCAFP00000004425
ENSMGAP00000008207	ENSCAFP00000030645
ENSMGAP00000011481	ENSCAFP00000016401
ENSMGAP00000007476	ENSCAFP00000006133
ENSMGAP00000003679	ENSCAFP00000038238
ENSMGAP00000005216	ENSCAFP00000028983
ENSMGAP00000009062	ENSCAFP00000022556
ENSMGAP00000002920	ENSCAFP00000026455
ENSMGAP00000008618	ENSCAFP00000027979
ENSMGAP00000004966	ENSCAFP00000029605
ENSMGAP00000004995	ENSCAFP00000029604
ENSMGAP00000002159	ENSCAFP00000020513
ENSMGAP00000016715	ENSCAFP00000028758
ENSMGAP00000011542	ENSCAFP00000010870
ENSMGAP00000002388	ENSCAFP00000028224
ENSMGAP00000001509	ENSCAFP00000003214
ENSMGAP00000014004	ENSCAFP00000019853
ENSMGAP00000011517	ENSCAFP00000013655
ENSMGAP00000012027	ENSCAFP00000021628
ENSMGAP00000009152	ENSCAFP00000010567
ENSMGAP00000008371	ENSCAFP00000043191
ENSMGAP00000006391	ENSCAFP00000006864
ENSMGAP00000009327	ENSCAFP00000014031
ENSMGAP00000015599	ENSCAFP00000038892
ENSMGAP00000016067	ENSCAFP00000021489
ENSMGAP00000013156	ENSCAFP00000001037
ENSMGAP00000003784	ENSCAFP00000014005
ENSMGAP00000012641	ENSCAFP00000017744
ENSMGAP00000009289	ENSCAFP00000021105
ENSMGAP00000007522	ENSCAFP00000010648
ENSMGAP00000015786	ENSCAFP00000008702
ENSMGAP00000003471	ENSCAFP00000008708
ENSMGAP00000017309	ENSCAFP00000012933
ENSMGAP00000019671	ENSCAFP00000023570
ENSMGAP00000007206	ENSCAFP00000037367
ENSMGAP00000004135	ENSCAFP00000016218
ENSMGAP00000002743	ENSCAFP00000010863
ENSMGAP00000003460	ENSCAFP00000022163
ENSMGAP00000001555	ENSCAFP00000018366
ENSMGAP00000017743	ENSCAFP00000003034
ENSMGAP00000010797	ENSCAFP00000006870
ENSMGAP00000014185	ENSCAFP00000023440
ENSMGAP00000007405	ENSCAFP00000013014
ENSMGAP00000000355	ENSCAFP00000013489
ENSMGAP00000004735	ENSCAFP00000025484
ENSMGAP00000016810	ENSCAFP00000039273
ENSMGAP00000007428	ENSCAFP00000042695
ENSMGAP00000002603	ENSCAFP00000033194
ENSMGAP00000002079	ENSCAFP00000025174
ENSMGAP00000005578	ENSCAFP00000023064
ENSMGAP00000013781	ENSCAFP00000014845
ENSMGAP00000007374	ENSCAFP00000038688
ENSMGAP00000000135	ENSCAFP00000028685
ENSMGAP00000019218	ENSCAFP00000022558
ENSMGAP00000019572	ENSCAFP00000015422
ENSMGAP00000014749	ENSCAFP00000020480
ENSMGAP00000010538	ENSCAFP00000002291
ENSMGAP00000001317	ENSCAFP00000021793
ENSMGAP00000002262	ENSCAFP00000014950
ENSMGAP00000000665	ENSCAFP00000019705
ENSMGAP00000005800	ENSCAFP00000008329
ENSMGAP00000018832	ENSCAFP00000001948
ENSMGAP00000005570	ENSCAFP00000041401
ENSMGAP00000014846	ENSCAFP00000005619
ENSMGAP00000002894	ENSCAFP00000024195
ENSMGAP00000001308	ENSCAFP00000004803
ENSMGAP00000014157	ENSCAFP00000006011
ENSMGAP00000006329	ENSCAFP00000029424
ENSMGAP00000005262	ENSCAFP00000039565
ENSMGAP00000007327	ENSCAFP00000040522
ENSMGAP00000000476	ENSCAFP00000022665
ENSMGAP00000009951	ENSCAFP00000011571
ENSMGAP00000008527	ENSCAFP00000001464
ENSMGAP00000006032	ENSCAFP00000016780
ENSMGAP00000006565	ENSCAFP00000021916
ENSMGAP00000007218	ENSCAFP00000003365
ENSMGAP00000004125	ENSCAFP00000024521
ENSMGAP00000015534	ENSCAFP00000019525
ENSMGAP00000018675	ENSCAFP00000018607
ENSMGAP00000001473	ENSCAFP00000018970
ENSMGAP00000008989	ENSCAFP00000033031
ENSMGAP00000008715	ENSCAFP00000017570
ENSMGAP00000015071	ENSCAFP00000003128
ENSMGAP00000010508	ENSCAFP00000025812
ENSMGAP00000016601	ENSCAFP00000042260
ENSMGAP00000006888	ENSCAFP00000011070
ENSMGAP00000009457	ENSCAFP00000001330
ENSMGAP00000004615	ENSCAFP00000027044
ENSMGAP00000009139	ENSCAFP00000007214
ENSMGAP00000014955	ENSCAFP00000035741
ENSMGAP00000006978	ENSCAFP00000019186
ENSMGAP00000011461	ENSCAFP00000013509
ENSMGAP00000014248	ENSCAFP00000001961
ENSMGAP00000001695	ENSCAFP00000016600
ENSMGAP00000014160	ENSCAFP00000023208
ENSMGAP00000002547	ENSCAFP00000014548
ENSMGAP00000010849	ENSCAFP00000026286
ENSMGAP00000006975	ENSCAFP00000014741
ENSMGAP00000004484	ENSCAFP00000031540
ENSMGAP00000001331	ENSCAFP00000037592
ENSMGAP00000017706	ENSCAFP00000011020
ENSMGAP00000011138	ENSCAFP00000018084
ENSMGAP00000004754	ENSCAFP00000015566
ENSMGAP00000013902	ENSCAFP00000025970
ENSMGAP00000002309	ENSCAFP00000003986
ENSMGAP00000006330	ENSCAFP00000011747
ENSMGAP00000008607	ENSCAFP00000002595
ENSMGAP00000013505	ENSCAFP00000008647
ENSMGAP00000007599	ENSCAFP00000006688
ENSMGAP00000009440	ENSCAFP00000011027
ENSMGAP00000005091	ENSCAFP00000022636
ENSMGAP00000000867	ENSCAFP00000040552
ENSMGAP00000012643	ENSCAFP00000012980
ENSMGAP00000000835	ENSCAFP00000037595
ENSMGAP00000013927	ENSCAFP00000010977
ENSMGAP00000011667	ENSCAFP00000009092
ENSMGAP00000008832	ENSCAFP00000031798
ENSMGAP00000006529	ENSCAFP00000010280
ENSMGAP00000014350	ENSCAFP00000038758
ENSMGAP00000010572	ENSCAFP00000010588
ENSMGAP00000011062	ENSCAFP00000006360
ENSMGAP00000012625	ENSCAFP00000013503
ENSMGAP00000002554	ENSCAFP00000014871
ENSMGAP00000017792	ENSCAFP00000019548
ENSMGAP00000000197	ENSCAFP00000013146
ENSMGAP00000005992	ENSCAFP00000016774
ENSMGAP00000013610	ENSCAFP00000000433
ENSMGAP00000005033	ENSCAFP00000032113
ENSMGAP00000003074	ENSCAFP00000014411
ENSMGAP00000003392	ENSCAFP00000007406
ENSMGAP00000011071	ENSCAFP00000017370
ENSMGAP00000001289	ENSCAFP00000019021
ENSMGAP00000008121	ENSCAFP00000018105
ENSMGAP00000007955	ENSCAFP00000016251
ENSMGAP00000006195	ENSCAFP00000039971
ENSMGAP00000017929	ENSCAFP00000017015
ENSMGAP00000009338	ENSCAFP00000033221
ENSMGAP00000001773	ENSCAFP00000030188
ENSMGAP00000002310	ENSCAFP00000018035
ENSMGAP00000013572	ENSCAFP00000001608
ENSMGAP00000007183	ENSCAFP00000029552
ENSMGAP00000014029	ENSCAFP00000001478
ENSMGAP00000000392	ENSCAFP00000012693
ENSMGAP00000001912	ENSCAFP00000039140
ENSMGAP00000010037	ENSCAFP00000001731
ENSMGAP00000017473	ENSCAFP00000017345
ENSMGAP00000014015	ENSCAFP00000009362
ENSMGAP00000015063	ENSCAFP00000003171
ENSMGAP00000019145	ENSCAFP00000002671
ENSMGAP00000006188	ENSCAFP00000018474
ENSMGAP00000011727	ENSCAFP00000008904
ENSMGAP00000009619	ENSCAFP00000019300
ENSMGAP00000007264	ENSCAFP00000013302
ENSMGAP00000010862	ENSCAFP00000012325
ENSMGAP00000012095	ENSCAFP00000018471
ENSMGAP00000005874	ENSCAFP00000016464
ENSMGAP00000015255	ENSCAFP00000013268
ENSMGAP00000011094	ENSCAFP00000040383
ENSMGAP00000007567	ENSCAFP00000006600
ENSMGAP00000003810	ENSCAFP00000007772
ENSMGAP00000002680	ENSCAFP00000014905
ENSMGAP00000013676	ENSCAFP00000001767
ENSMGAP00000017003	ENSCAFP00000021126
ENSMGAP00000013010	ENSCAFP00000001094
ENSMGAP00000014751	ENSCAFP00000012576
ENSMGAP00000005293	ENSCAFP00000037339
ENSMGAP00000004317	ENSCAFP00000011130
ENSMGAP00000004090	ENSCAFP00000020487
ENSMGAP00000002619	ENSCAFP00000028442
ENSMGAP00000004514	ENSCAFP00000020741
ENSMGAP00000005969	ENSCAFP00000027973
ENSMGAP00000010632	ENSCAFP00000017214
ENSMGAP00000012707	ENSCAFP00000030290
ENSMGAP00000005785	ENSCAFP00000041636
ENSMGAP00000009300	ENSCAFP00000006867
ENSMGAP00000002176	ENSCAFP00000039949
ENSMGAP00000005441	ENSCAFP00000040183
ENSMGAP00000001314	ENSCAFP00000040856
ENSMGAP00000011035	ENSCAFP00000012369
ENSMGAP00000013212	ENSCAFP00000007768
ENSMGAP00000015044	ENSCAFP00000019747
ENSMGAP00000002665	ENSCAFP00000014617
ENSMGAP00000015525	ENSCAFP00000019709
ENSMGAP00000004508	ENSCAFP00000005822
ENSMGAP00000019160	ENSCAFP00000017928
ENSMGAP00000007985	ENSCAFP00000019457
ENSMGAP00000014358	ENSCAFP00000022925
ENSMGAP00000012543	ENSCAFP00000017040
ENSMGAP00000015594	ENSCAFP00000016758
ENSMGAP00000019458	ENSCAFP00000023610
ENSMGAP00000009218	ENSCAFP00000001305
ENSMGAP00000012890	ENSCAFP00000022144
ENSMGAP00000013856	ENSCAFP00000042619
ENSMGAP00000011772	ENSCAFP00000017607
ENSMGAP00000001185	ENSCAFP00000014908
ENSMGAP00000001700	ENSCAFP00000009900
ENSMGAP00000014563	ENSCAFP00000021577
ENSMGAP00000000040	ENSCAFP00000024714
ENSMGAP00000017498	ENSCAFP00000012216
ENSMGAP00000011410	ENSCAFP00000016212
ENSMGAP00000005727	ENSCAFP00000016565
ENSMGAP00000008671	ENSCAFP00000001404
ENSMGAP00000012304	ENSCAFP00000024678
ENSMGAP00000007216	ENSCAFP00000019820
ENSMGAP00000004990	ENSCAFP00000023307
ENSMGAP00000006693	ENSCAFP00000038735
ENSMGAP00000004893	ENSCAFP00000021152
ENSMGAP00000003628	ENSCAFP00000023648
ENSMGAP00000000303	ENSCAFP00000023347
ENSMGAP00000004206	ENSCAFP00000007949
ENSMGAP00000014982	ENSCAFP00000031657
ENSMGAP00000003341	ENSCAFP00000019146
ENSMGAP00000019073	ENSCAFP00000022671
ENSMGAP00000012500	ENSCAFP00000036018
ENSMGAP00000000163	ENSCAFP00000013030
ENSMGAP00000009822	ENSCAFP00000009823
ENSMGAP00000013486	ENSCAFP00000021055
ENSMGAP00000012423	ENSCAFP00000016052
ENSMGAP00000010619	ENSCAFP00000000505
ENSMGAP00000002622	ENSCAFP00000008270
ENSMGAP00000012469	ENSCAFP00000014093
ENSMGAP00000009264	ENSCAFP00000011244
ENSMGAP00000014077	ENSCAFP00000013234
ENSMGAP00000007414	ENSCAFP00000014261
ENSMGAP00000010960	ENSCAFP00000022112
ENSMGAP00000010965	ENSCAFP00000011253
ENSMGAP00000007771	ENSCAFP00000029125
ENSMGAP00000013779	ENSCAFP00000000330
ENSMGAP00000002655	ENSCAFP00000013756
ENSMGAP00000010226	ENSCAFP00000001697
ENSMGAP00000002848	ENSCAFP00000016515
ENSMGAP00000012375	ENSCAFP00000031950
ENSMGAP00000001305	ENSCAFP00000002716
ENSMGAP00000001223	ENSCAFP00000002708
ENSMGAP00000009110	ENSCAFP00000001186
ENSMGAP00000012982	ENSCAFP00000000907
ENSMGAP00000014228	ENSCAFP00000005673
ENSMGAP00000010774	ENSCAFP00000018229
ENSMGAP00000001904	ENSCAFP00000007958
ENSMGAP00000009352	ENSCAFP00000032366
ENSMGAP00000013343	ENSCAFP00000024883
ENSMGAP00000015676	ENSCAFP00000003300
ENSMGAP00000011392	ENSCAFP00000002810
ENSMGAP00000001551	ENSCAFP00000013822
ENSMGAP00000006177	ENSCAFP00000002327
ENSMGAP00000009833	ENSCAFP00000036381
ENSMGAP00000009242	ENSCAFP00000005050
ENSMGAP00000011415	ENSCAFP00000012330
ENSMGAP00000007446	ENSCAFP00000022210
ENSMGAP00000014532	ENSCAFP00000035204
ENSMGAP00000000102	ENSCAFP00000017625
ENSMGAP00000004905	ENSCAFP00000015421
ENSMGAP00000010013	ENSCAFP00000025394
ENSMGAP00000012243	ENSCAFP00000027748
ENSMGAP00000007750	ENSCAFP00000027318
ENSMGAP00000000566	ENSCAFP00000006591
ENSMGAP00000000615	ENSCAFP00000006617
ENSMGAP00000009802	ENSCAFP00000023408
ENSMGAP00000010530	ENSCAFP00000007061
ENSMGAP00000015588	ENSCAFP00000000632
ENSMGAP00000010238	ENSCAFP00000007322
ENSMGAP00000009006	ENSCAFP00000011841
ENSMGAP00000008871	ENSCAFP00000017021
ENSMGAP00000006521	ENSCAFP00000031468
ENSMGAP00000000037	ENSCAFP00000017168
ENSMGAP00000004509	ENSCAFP00000015093
ENSMGAP00000013714	ENSCAFP00000000383
ENSMGAP00000012259	ENSCAFP00000018785
ENSMGAP00000017938	ENSCAFP00000009652
ENSMGAP00000013723	ENSCAFP00000001851
ENSMGAP00000005705	ENSCAFP00000011084
ENSMGAP00000012478	ENSCAFP00000007042
ENSMGAP00000014088	ENSCAFP00000001353
ENSMGAP00000014799	ENSCAFP00000014522
ENSMGAP00000011250	ENSCAFP00000009921
ENSMGAP00000007732	ENSCAFP00000029813
ENSMGAP00000003457	ENSCAFP00000020882
ENSMGAP00000003493	ENSCAFP00000031556
ENSMGAP00000010197	ENSCAFP00000013258
ENSMGAP00000014258	ENSCAFP00000005620
ENSMGAP00000005471	ENSCAFP00000024751
ENSMGAP00000011999	ENSCAFP00000011706
ENSMGAP00000004085	ENSCAFP00000015723
ENSMGAP00000013853	ENSCAFP00000000283
ENSMGAP00000009568	ENSCAFP00000020859
ENSMGAP00000011456	ENSCAFP00000008672
ENSMGAP00000014543	ENSCAFP00000004172
ENSMGAP00000009481	ENSCAFP00000033052
ENSMGAP00000002409	ENSCAFP00000014144
ENSMGAP00000000838	ENSCAFP00000002320
ENSMGAP00000009865	ENSCAFP00000009713
ENSMGAP00000014365	ENSCAFP00000018391
ENSMGAP00000016491	ENSCAFP00000041431
ENSMGAP00000003093	ENSCAFP00000014382
ENSMGAP00000000259	ENSCAFP00000003747
ENSMGAP00000013660	ENSCAFP00000000417
ENSMGAP00000018802	ENSCAFP00000013767
ENSMGAP00000007128	ENSCAFP00000019786
ENSMGAP00000017115	ENSCAFP00000037718
ENSMGAP00000014533	ENSCAFP00000037639
ENSMGAP00000016753	ENSCAFP00000025481
ENSMGAP00000017006	ENSCAFP00000014524
ENSMGAP00000010506	ENSCAFP00000014568
ENSMGAP00000017533	ENSCAFP00000012522
ENSMGAP00000002473	ENSCAFP00000008250
ENSMGAP00000016965	ENSCAFP00000000318
ENSMGAP00000002661	ENSCAFP00000025287
ENSMGAP00000016470	ENSCAFP00000036910
ENSMGAP00000005797	ENSCAFP00000002657
ENSMGAP00000001805	ENSCAFP00000028760
ENSMGAP00000001844	ENSCAFP00000014415
ENSMGAP00000009921	ENSCAFP00000013803
ENSMGAP00000009324	ENSCAFP00000011144
ENSMGAP00000010154	ENSCAFP00000025455
ENSMGAP00000003571	ENSCAFP00000034839
ENSMGAP00000014330	ENSCAFP00000018743
ENSMGAP00000010879	ENSCAFP00000007787
ENSMGAP00000001926	ENSCAFP00000016769
ENSMGAP00000005718	ENSCAFP00000028783
ENSMGAP00000003247	ENSCAFP00000024743
ENSMGAP00000015683	ENSCAFP00000003245
ENSMGAP00000012305	ENSCAFP00000003160
ENSMGAP00000000579	ENSCAFP00000035560
ENSMGAP00000005569	ENSCAFP00000016788
ENSMGAP00000003431	ENSCAFP00000019606
ENSMGAP00000011965	ENSCAFP00000020904
ENSMGAP00000003244	ENSCAFP00000027953
ENSMGAP00000015537	ENSCAFP00000019314
ENSMGAP00000013741	ENSCAFP00000000354
ENSMGAP00000003101	ENSCAFP00000005159
ENSMGAP00000006824	ENSCAFP00000023103
ENSMGAP00000011342	ENSCAFP00000015359
ENSMGAP00000013947	ENSCAFP00000026123
ENSMGAP00000003022	ENSCAFP00000019419
ENSMGAP00000003342	ENSCAFP00000036558
ENSMGAP00000001659	ENSCAFP00000026292
ENSMGAP00000015075	ENSCAFP00000031096
ENSMGAP00000002293	ENSCAFP00000028397
ENSMGAP00000010348	ENSCAFP00000026944
ENSMGAP00000009785	ENSCAFP00000025195
ENSMGAP00000004748	ENSCAFP00000039715
ENSMGAP00000003002	ENSCAFP00000012666
ENSMGAP00000012912	ENSCAFP00000001232
ENSMGAP00000017932	ENSCAFP00000028575
ENSMGAP00000014669	ENSCAFP00000003634
ENSMGAP00000006750	ENSCAFP00000011026
ENSMGAP00000004159	ENSCAFP00000021643
ENSMGAP00000002682	ENSCAFP00000004996
ENSMGAP00000012971	ENSCAFP00000007311
ENSMGAP00000008701	ENSCAFP00000002744
ENSMGAP00000008673	ENSCAFP00000002718
ENSMGAP00000011216	ENSCAFP00000012985
ENSMGAP00000015296	ENSCAFP00000016299
ENSMGAP00000012471	ENSCAFP00000036038
ENSMGAP00000008629	ENSCAFP00000027988
ENSMGAP00000002957	ENSCAFP00000026442
ENSMGAP00000018615	ENSCAFP00000038424
ENSMGAP00000016993	ENSCAFP00000018018
ENSMGAP00000009640	ENSCAFP00000007024
ENSMGAP00000013307	ENSCAFP00000002182
ENSMGAP00000013549	ENSCAFP00000008737
ENSMGAP00000009815	ENSCAFP00000035829
ENSMGAP00000001953	ENSCAFP00000030562
ENSMGAP00000013976	ENSCAFP00000009607
ENSMGAP00000003882	ENSCAFP00000000336
ENSMGAP00000001229	ENSCAFP00000014785
ENSMGAP00000010606	ENSCAFP00000014341
ENSMGAP00000005804	ENSCAFP00000011049
ENSMGAP00000013027	ENSCAFP00000000960
ENSMGAP00000010762	ENSCAFP00000010199
ENSMGAP00000003521	ENSCAFP00000009831
ENSMGAP00000001915	ENSCAFP00000011030
ENSMGAP00000019670	ENSCAFP00000029410
ENSMGAP00000012557	ENSCAFP00000013371
ENSMGAP00000000870	ENSCAFP00000021267
ENSMGAP00000013669	ENSCAFP00000002860
ENSMGAP00000007688	ENSCAFP00000005807
ENSMGAP00000002556	ENSCAFP00000014755
ENSMGAP00000011888	ENSCAFP00000009333
ENSMGAP00000009091	ENSCAFP00000001181
ENSMGAP00000005525	ENSCAFP00000021512
ENSMGAP00000016251	ENSCAFP00000008269
ENSMGAP00000003916	ENSCAFP00000040025
ENSMGAP00000002734	ENSCAFP00000040397
ENSMGAP00000000653	ENSCAFP00000000133
ENSMGAP00000006873	ENSCAFP00000029650
ENSMGAP00000004381	ENSCAFP00000020579
ENSMGAP00000012622	ENSCAFP00000030301
ENSMGAP00000002326	ENSCAFP00000010357
ENSMGAP00000010155	ENSCAFP00000012634
ENSMGAP00000005770	ENSCAFP00000009599
ENSMGAP00000012316	ENSCAFP00000027626
ENSMGAP00000006903	ENSCAFP00000026612
ENSMGAP00000003134	ENSCAFP00000019248
ENSMGAP00000008709	ENSCAFP00000014753
ENSMGAP00000008584	ENSCAFP00000014457
ENSMGAP00000006259	ENSCAFP00000014876
ENSMGAP00000002645	ENSCAFP00000004684
ENSMGAP00000010799	ENSCAFP00000018196
ENSMGAP00000011572	ENSCAFP00000008676
ENSMGAP00000001756	ENSCAFP00000015142
ENSMGAP00000007306	ENSCAFP00000013332
ENSMGAP00000016020	ENSCAFP00000010208
ENSMGAP00000000828	ENSCAFP00000017851
ENSMGAP00000014722	ENSCAFP00000022877
ENSMGAP00000005457	ENSCAFP00000011893
ENSMGAP00000016366	ENSCAFP00000025537
ENSMGAP00000017846	ENSCAFP00000002807
ENSMGAP00000006709	ENSCAFP00000022394
ENSMGAP00000011374	ENSCAFP00000035182
ENSMGAP00000015578	ENSCAFP00000035135
ENSMGAP00000004634	ENSCAFP00000024771
ENSMGAP00000001112	ENSCAFP00000019592
ENSMGAP00000010582	ENSCAFP00000021877
ENSMGAP00000008894	ENSCAFP00000030040
ENSMGAP00000007328	ENSCAFP00000022071
ENSMGAP00000000256	ENSCAFP00000023268
ENSMGAP00000000251	ENSCAFP00000029582
ENSMGAP00000019190	ENSCAFP00000029308
ENSMGAP00000003138	ENSCAFP00000014358
ENSMGAP00000009459	ENSCAFP00000017546
ENSMGAP00000007757	ENSCAFP00000027327
ENSMGAP00000014053	ENSCAFP00000032301
ENSMGAP00000014062	ENSCAFP00000014458
ENSMGAP00000004237	ENSCAFP00000024324
ENSMGAP00000001837	ENSCAFP00000008580
ENSMGAP00000011457	ENSCAFP00000005796
ENSMGAP00000010631	ENSCAFP00000026836
ENSMGAP00000008667	ENSCAFP00000002712
ENSMGAP00000018907	ENSCAFP00000039187
ENSMGAP00000007710	ENSCAFP00000016267
ENSMGAP00000007408	ENSCAFP00000027450
ENSMGAP00000013579	ENSCAFP00000021458
ENSMGAP00000009023	ENSCAFP00000010818
ENSMGAP00000008440	ENSCAFP00000024076
ENSMGAP00000017662	ENSCAFP00000024050
ENSMGAP00000002939	ENSCAFP00000004870
ENSMGAP00000014005	ENSCAFP00000001500
ENSMGAP00000008156	ENSCAFP00000010193
ENSMGAP00000013042	ENSCAFP00000000995
ENSMGAP00000005429	ENSCAFP00000011248
ENSMGAP00000012662	ENSCAFP00000013744
ENSMGAP00000013858	ENSCAFP00000040454
ENSMGAP00000015395	ENSCAFP00000014196
ENSMGAP00000004837	ENSCAFP00000007442
ENSMGAP00000019038	ENSCAFP00000035219
ENSMGAP00000013465	ENSCAFP00000040576
ENSMGAP00000010825	ENSCAFP00000034132
ENSMGAP00000008612	ENSCAFP00000027185
ENSMGAP00000012442	ENSCAFP00000016366
ENSMGAP00000007662	ENSCAFP00000003752
ENSMGAP00000013818	ENSCAFP00000024542
ENSMGAP00000008901	ENSCAFP00000005211
ENSMGAP00000009067	ENSCAFP00000010723
ENSMGAP00000015434	ENSCAFP00000014928
ENSMGAP00000000786	ENSCAFP00000010842
ENSMGAP00000012634	ENSCAFP00000030300
ENSMGAP00000017507	ENSCAFP00000010601
ENSMGAP00000011574	ENSCAFP00000008700
ENSMGAP00000010063	ENSCAFP00000007922
ENSMGAP00000015045	ENSCAFP00000019768
ENSMGAP00000005737	ENSCAFP00000027611
ENSMGAP00000007251	ENSCAFP00000021819
ENSMGAP00000014498	ENSCAFP00000003204
ENSMGAP00000009937	ENSCAFP00000030231
ENSMGAP00000003699	ENSCAFP00000001720
ENSMGAP00000003102	ENSCAFP00000040350
ENSMGAP00000017717	ENSCAFP00000021931
ENSMGAP00000007198	ENSCAFP00000014199
ENSMGAP00000012206	ENSCAFP00000019288
ENSMGAP00000009040	ENSCAFP00000011773
ENSMGAP00000008375	ENSCAFP00000025701
ENSMGAP00000010241	ENSCAFP00000026635
ENSMGAP00000006431	ENSCAFP00000006790
ENSMGAP00000014030	ENSCAFP00000042346
ENSMGAP00000012167	ENSCAFP00000012336
ENSMGAP00000007922	ENSCAFP00000015053
ENSMGAP00000005338	ENSCAFP00000011272
ENSMGAP00000008281	ENSCAFP00000036000
ENSMGAP00000016919	ENSCAFP00000039647
ENSMGAP00000007234	ENSCAFP00000009585
ENSMGAP00000013073	ENSCAFP00000036103
ENSMGAP00000000245	ENSCAFP00000020218
ENSMGAP00000006625	ENSCAFP00000025299
ENSMGAP00000007118	ENSCAFP00000003477
ENSMGAP00000011471	ENSCAFP00000008612
ENSMGAP00000001058	ENSCAFP00000015847
ENSMGAP00000008538	ENSCAFP00000014808
ENSMGAP00000001333	ENSCAFP00000015880
ENSMGAP00000014853	ENSCAFP00000005712
ENSMGAP00000017217	ENSCAFP00000016522
ENSMGAP00000012730	ENSCAFP00000042364
ENSMGAP00000017223	ENSCAFP00000038599
ENSMGAP00000005368	ENSCAFP00000008435
ENSMGAP00000011054	ENSCAFP00000011978
ENSMGAP00000014034	ENSCAFP00000012357
ENSMGAP00000018057	ENSCAFP00000036239
ENSMGAP00000010074	ENSCAFP00000011403
ENSMGAP00000008394	ENSCAFP00000029345
ENSMGAP00000004358	ENSCAFP00000029694
ENSMGAP00000011382	ENSCAFP00000008548
ENSMGAP00000013901	ENSCAFP00000011059
ENSMGAP00000001205	ENSCAFP00000016449
ENSMGAP00000007019	ENSCAFP00000016186
ENSMGAP00000002353	ENSCAFP00000020520
ENSMGAP00000011927	ENSCAFP00000038130
ENSMGAP00000010690	ENSCAFP00000000512
ENSMGAP00000016128	ENSCAFP00000006229
ENSMGAP00000009467	ENSCAFP00000034020
ENSMGAP00000011230	ENSCAFP00000002920
ENSMGAP00000013520	ENSCAFP00000025266
ENSMGAP00000009799	ENSCAFP00000030449
ENSMGAP00000010671	ENSCAFP00000021708
ENSMGAP00000015200	ENSCAFP00000013717
ENSMGAP00000005237	ENSCAFP00000014462
ENSMGAP00000019223	ENSCAFP00000023996
ENSMGAP00000013242	ENSCAFP00000002162
ENSMGAP00000004393	ENSCAFP00000011346
ENSMGAP00000003639	ENSCAFP00000029203
ENSMGAP00000002919	ENSCAFP00000019182
ENSMGAP00000010334	ENSCAFP00000002487
