ENSLOCP00000009128	ENSGALP00000006197
ENSLOCP00000018336	ENSGALP00000000595
ENSLOCP00000011743	ENSGALP00000016137
ENSLOCP00000014275	ENSGALP00000018274
ENSLOCP00000014296	ENSGALP00000010236
ENSLOCP00000014267	ENSGALP00000031875
ENSLOCP00000017734	ENSGALP00000043043
ENSLOCP00000007190	ENSGALP00000023865
ENSLOCP00000007552	ENSGALP00000017275
ENSLOCP00000008912	ENSGALP00000011874
ENSLOCP00000014255	ENSGALP00000018837
ENSLOCP00000015416	ENSGALP00000009617
ENSLOCP00000014402	ENSGALP00000041518
ENSLOCP00000010755	ENSGALP00000041263
ENSLOCP00000010301	ENSGALP00000023648
ENSLOCP00000004403	ENSGALP00000033003
ENSLOCP00000016384	ENSGALP00000016147
ENSLOCP00000019211	ENSGALP00000005756
ENSLOCP00000007969	ENSGALP00000023538
ENSLOCP00000014935	ENSGALP00000020874
ENSLOCP00000003103	ENSGALP00000034600
ENSLOCP00000003263	ENSGALP00000024275
ENSLOCP00000002966	ENSGALP00000036114
ENSLOCP00000013149	ENSGALP00000015412
ENSLOCP00000008084	ENSGALP00000042598
ENSLOCP00000004920	ENSGALP00000041027
ENSLOCP00000017316	ENSGALP00000015296
ENSLOCP00000011921	ENSGALP00000015211
ENSLOCP00000013274	ENSGALP00000005157
ENSLOCP00000015509	ENSGALP00000038512
ENSLOCP00000007657	ENSGALP00000004240
ENSLOCP00000019895	ENSGALP00000021351
ENSLOCP00000004097	ENSGALP00000027228
ENSLOCP00000002772	ENSGALP00000019052
ENSLOCP00000011424	ENSGALP00000024751
ENSLOCP00000007064	ENSGALP00000010887
ENSLOCP00000011679	ENSGALP00000009030
ENSLOCP00000015542	ENSGALP00000001319
ENSLOCP00000015277	ENSGALP00000009095
ENSLOCP00000012075	ENSGALP00000041662
ENSLOCP00000000813	ENSGALP00000014300
ENSLOCP00000009666	ENSGALP00000003552
ENSLOCP00000008113	ENSGALP00000027704
ENSLOCP00000017376	ENSGALP00000022752
ENSLOCP00000018940	ENSGALP00000021484
ENSLOCP00000017609	ENSGALP00000013422
ENSLOCP00000013227	ENSGALP00000016701
ENSLOCP00000014125	ENSGALP00000003806
ENSLOCP00000001838	ENSGALP00000024194
ENSLOCP00000002962	ENSGALP00000016460
ENSLOCP00000010450	ENSGALP00000018497
ENSLOCP00000016723	ENSGALP00000021275
ENSLOCP00000004098	ENSGALP00000013280
ENSLOCP00000001908	ENSGALP00000003187
ENSLOCP00000002105	ENSGALP00000023563
ENSLOCP00000003347	ENSGALP00000042990
ENSLOCP00000020568	ENSGALP00000041233
ENSLOCP00000009151	ENSGALP00000021580
ENSLOCP00000013460	ENSGALP00000015774
ENSLOCP00000017197	ENSGALP00000004425
ENSLOCP00000002012	ENSGALP00000024472
ENSLOCP00000020924	ENSGALP00000025442
ENSLOCP00000019441	ENSGALP00000014665
ENSLOCP00000008031	ENSGALP00000032950
ENSLOCP00000008516	ENSGALP00000023298
ENSLOCP00000011043	ENSGALP00000027168
ENSLOCP00000020169	ENSGALP00000026865
ENSLOCP00000000807	ENSGALP00000003759
ENSLOCP00000008421	ENSGALP00000012451
ENSLOCP00000020167	ENSGALP00000030899
ENSLOCP00000012295	ENSGALP00000027185
ENSLOCP00000012285	ENSGALP00000027192
ENSLOCP00000005140	ENSGALP00000032767
ENSLOCP00000013816	ENSGALP00000020014
ENSLOCP00000001079	ENSGALP00000020164
ENSLOCP00000013735	ENSGALP00000017421
ENSLOCP00000013449	ENSGALP00000043075
ENSLOCP00000006181	ENSGALP00000011808
ENSLOCP00000003148	ENSGALP00000036750
ENSLOCP00000001086	ENSGALP00000007707
ENSLOCP00000009464	ENSGALP00000023347
ENSLOCP00000006489	ENSGALP00000040523
ENSLOCP00000012853	ENSGALP00000003066
ENSLOCP00000003947	ENSGALP00000009567
ENSLOCP00000006065	ENSGALP00000009239
ENSLOCP00000006858	ENSGALP00000035646
ENSLOCP00000017921	ENSGALP00000038337
ENSLOCP00000004308	ENSGALP00000040858
ENSLOCP00000007164	ENSGALP00000041186
ENSLOCP00000009019	ENSGALP00000007307
ENSLOCP00000001778	ENSGALP00000002789
ENSLOCP00000010343	ENSGALP00000012206
ENSLOCP00000005080	ENSGALP00000013802
ENSLOCP00000011956	ENSGALP00000010287
ENSLOCP00000001998	ENSGALP00000016960
ENSLOCP00000004985	ENSGALP00000041993
ENSLOCP00000010504	ENSGALP00000029287
ENSLOCP00000010342	ENSGALP00000014974
ENSLOCP00000001425	ENSGALP00000030515
ENSLOCP00000013636	ENSGALP00000023879
ENSLOCP00000014091	ENSGALP00000017711
ENSLOCP00000009948	ENSGALP00000017690
ENSLOCP00000014553	ENSGALP00000042248
ENSLOCP00000007003	ENSGALP00000012845
ENSLOCP00000012228	ENSGALP00000012607
ENSLOCP00000011630	ENSGALP00000012417
ENSLOCP00000002815	ENSGALP00000041400
ENSLOCP00000010439	ENSGALP00000018106
ENSLOCP00000019916	ENSGALP00000016042
ENSLOCP00000008670	ENSGALP00000003737
ENSLOCP00000008952	ENSGALP00000023398
ENSLOCP00000011725	ENSGALP00000015047
ENSLOCP00000018551	ENSGALP00000013585
ENSLOCP00000006404	ENSGALP00000032149
ENSLOCP00000001788	ENSGALP00000042206
ENSLOCP00000007013	ENSGALP00000007035
ENSLOCP00000017561	ENSGALP00000022809
ENSLOCP00000007882	ENSGALP00000001525
ENSLOCP00000019112	ENSGALP00000013815
ENSLOCP00000020552	ENSGALP00000036709
ENSLOCP00000020782	ENSGALP00000026423
ENSLOCP00000010907	ENSGALP00000020661
ENSLOCP00000009331	ENSGALP00000023450
ENSLOCP00000011051	ENSGALP00000006571
ENSLOCP00000014798	ENSGALP00000014576
ENSLOCP00000020362	ENSGALP00000043110
ENSLOCP00000021272	ENSGALP00000026552
ENSLOCP00000013196	ENSGALP00000027645
ENSLOCP00000012184	ENSGALP00000026729
ENSLOCP00000016583	ENSGALP00000002881
ENSLOCP00000016348	ENSGALP00000021811
ENSLOCP00000004572	ENSGALP00000002611
ENSLOCP00000012068	ENSGALP00000018643
ENSLOCP00000005599	ENSGALP00000008916
ENSLOCP00000002644	ENSGALP00000024479
ENSLOCP00000007978	ENSGALP00000042272
ENSLOCP00000018900	ENSGALP00000039779
ENSLOCP00000020306	ENSGALP00000030045
ENSLOCP00000019769	ENSGALP00000038439
ENSLOCP00000012411	ENSGALP00000041219
ENSLOCP00000020230	ENSGALP00000018350
ENSLOCP00000009904	ENSGALP00000040736
ENSLOCP00000013616	ENSGALP00000023875
ENSLOCP00000013981	ENSGALP00000013016
ENSLOCP00000006928	ENSGALP00000009374
ENSLOCP00000011695	ENSGALP00000024716
ENSLOCP00000009231	ENSGALP00000023702
ENSLOCP00000002893	ENSGALP00000016453
ENSLOCP00000006824	ENSGALP00000009850
ENSLOCP00000013146	ENSGALP00000016553
ENSLOCP00000004693	ENSGALP00000022167
ENSLOCP00000009506	ENSGALP00000030451
ENSLOCP00000008821	ENSGALP00000005923
ENSLOCP00000002852	ENSGALP00000012696
ENSLOCP00000001715	ENSGALP00000031347
ENSLOCP00000014281	ENSGALP00000019105
ENSLOCP00000017202	ENSGALP00000037486
ENSLOCP00000003854	ENSGALP00000032335
ENSLOCP00000005322	ENSGALP00000006372
ENSLOCP00000013736	ENSGALP00000024674
ENSLOCP00000018691	ENSGALP00000042154
ENSLOCP00000003327	ENSGALP00000010839
ENSLOCP00000007009	ENSGALP00000042693
ENSLOCP00000005451	ENSGALP00000001085
ENSLOCP00000016910	ENSGALP00000033875
ENSLOCP00000005760	ENSGALP00000007961
ENSLOCP00000000999	ENSGALP00000015935
ENSLOCP00000012922	ENSGALP00000016790
ENSLOCP00000011733	ENSGALP00000037040
ENSLOCP00000002819	ENSGALP00000019067
ENSLOCP00000005105	ENSGALP00000008475
ENSLOCP00000018761	ENSGALP00000022816
ENSLOCP00000003846	ENSGALP00000017475
ENSLOCP00000020462	ENSGALP00000025497
ENSLOCP00000007137	ENSGALP00000041217
ENSLOCP00000017693	ENSGALP00000037830
ENSLOCP00000019391	ENSGALP00000018461
ENSLOCP00000009135	ENSGALP00000021578
ENSLOCP00000013389	ENSGALP00000015748
ENSLOCP00000014870	ENSGALP00000036814
ENSLOCP00000015294	ENSGALP00000042025
ENSLOCP00000019874	ENSGALP00000039504
ENSLOCP00000001620	ENSGALP00000039979
ENSLOCP00000013917	ENSGALP00000020270
ENSLOCP00000016983	ENSGALP00000005249
ENSLOCP00000001993	ENSGALP00000033602
ENSLOCP00000021139	ENSGALP00000025669
ENSLOCP00000014911	ENSGALP00000014482
ENSLOCP00000011469	ENSGALP00000009075
ENSLOCP00000003030	ENSGALP00000039649
ENSLOCP00000003512	ENSGALP00000008415
ENSLOCP00000008157	ENSGALP00000009768
ENSLOCP00000000511	ENSGALP00000003644
ENSLOCP00000016179	ENSGALP00000002056
ENSLOCP00000007458	ENSGALP00000011735
ENSLOCP00000011968	ENSGALP00000006692
ENSLOCP00000003269	ENSGALP00000042082
ENSLOCP00000021444	ENSGALP00000014035
ENSLOCP00000007512	ENSGALP00000001898
ENSLOCP00000009883	ENSGALP00000003967
ENSLOCP00000006762	ENSGALP00000013658
ENSLOCP00000011852	ENSGALP00000041927
ENSLOCP00000019564	ENSGALP00000014521
ENSLOCP00000012768	ENSGALP00000011620
ENSLOCP00000006944	ENSGALP00000005496
ENSLOCP00000005645	ENSGALP00000009544
ENSLOCP00000018564	ENSGALP00000022904
ENSLOCP00000000253	ENSGALP00000023449
ENSLOCP00000012436	ENSGALP00000026775
ENSLOCP00000019962	ENSGALP00000019037
ENSLOCP00000013872	ENSGALP00000004375
ENSLOCP00000020166	ENSGALP00000026663
ENSLOCP00000014800	ENSGALP00000019469
ENSLOCP00000007654	ENSGALP00000032883
ENSLOCP00000004184	ENSGALP00000018527
ENSLOCP00000001591	ENSGALP00000005026
ENSLOCP00000009092	ENSGALP00000006585
ENSLOCP00000011580	ENSGALP00000025853
ENSLOCP00000019949	ENSGALP00000025647
ENSLOCP00000002909	ENSGALP00000019087
ENSLOCP00000008090	ENSGALP00000014379
ENSLOCP00000016301	ENSGALP00000020830
ENSLOCP00000007075	ENSGALP00000010593
ENSLOCP00000003717	ENSGALP00000027216
ENSLOCP00000018648	ENSGALP00000010473
ENSLOCP00000013828	ENSGALP00000008863
ENSLOCP00000020117	ENSGALP00000020258
ENSLOCP00000015882	ENSGALP00000019224
ENSLOCP00000018924	ENSGALP00000022034
ENSLOCP00000014823	ENSGALP00000017621
ENSLOCP00000007802	ENSGALP00000005548
ENSLOCP00000007183	ENSGALP00000005054
ENSLOCP00000015386	ENSGALP00000005145
ENSLOCP00000005237	ENSGALP00000039786
ENSLOCP00000005794	ENSGALP00000011249
ENSLOCP00000011607	ENSGALP00000042230
ENSLOCP00000003340	ENSGALP00000016611
ENSLOCP00000001670	ENSGALP00000014836
ENSLOCP00000020561	ENSGALP00000036715
ENSLOCP00000008873	ENSGALP00000017674
ENSLOCP00000001934	ENSGALP00000043416
ENSLOCP00000011338	ENSGALP00000005837
ENSLOCP00000010972	ENSGALP00000026304
ENSLOCP00000014059	ENSGALP00000009549
ENSLOCP00000012855	ENSGALP00000015961
ENSLOCP00000008166	ENSGALP00000010070
ENSLOCP00000018669	ENSGALP00000020786
ENSLOCP00000002134	ENSGALP00000010566
ENSLOCP00000010909	ENSGALP00000011632
ENSLOCP00000005187	ENSGALP00000000586
ENSLOCP00000016110	ENSGALP00000009230
ENSLOCP00000003362	ENSGALP00000011293
ENSLOCP00000004900	ENSGALP00000010006
ENSLOCP00000009902	ENSGALP00000023051
ENSLOCP00000015286	ENSGALP00000005099
ENSLOCP00000005069	ENSGALP00000005619
ENSLOCP00000007127	ENSGALP00000020669
ENSLOCP00000015077	ENSGALP00000037639
ENSLOCP00000011966	ENSGALP00000025755
ENSLOCP00000021548	ENSGALP00000004970
ENSLOCP00000004043	ENSGALP00000012563
ENSLOCP00000009868	ENSGALP00000022525
ENSLOCP00000000646	ENSGALP00000014372
ENSLOCP00000002993	ENSGALP00000005212
ENSLOCP00000020985	ENSGALP00000024133
ENSLOCP00000017801	ENSGALP00000007696
ENSLOCP00000014828	ENSGALP00000004141
ENSLOCP00000000783	ENSGALP00000012471
ENSLOCP00000012475	ENSGALP00000010342
ENSLOCP00000011687	ENSGALP00000016935
ENSLOCP00000015455	ENSGALP00000008311
ENSLOCP00000015429	ENSGALP00000019555
ENSLOCP00000015768	ENSGALP00000024668
ENSLOCP00000014609	ENSGALP00000042045
ENSLOCP00000016818	ENSGALP00000012555
ENSLOCP00000018531	ENSGALP00000011357
ENSLOCP00000004411	ENSGALP00000026391
ENSLOCP00000006636	ENSGALP00000000759
ENSLOCP00000003339	ENSGALP00000042958
ENSLOCP00000003153	ENSGALP00000001868
ENSLOCP00000009886	ENSGALP00000021577
ENSLOCP00000020190	ENSGALP00000026871
ENSLOCP00000009110	ENSGALP00000012712
ENSLOCP00000016532	ENSGALP00000002573
ENSLOCP00000017243	ENSGALP00000013096
ENSLOCP00000022094	ENSGALP00000026856
ENSLOCP00000022379	ENSGALP00000015740
ENSLOCP00000011160	ENSGALP00000000368
ENSLOCP00000018952	ENSGALP00000014918
ENSLOCP00000001516	ENSGALP00000027020
ENSLOCP00000004814	ENSGALP00000017970
ENSLOCP00000012999	ENSGALP00000011529
ENSLOCP00000005990	ENSGALP00000023237
ENSLOCP00000014079	ENSGALP00000013059
ENSLOCP00000017739	ENSGALP00000011344
ENSLOCP00000019482	ENSGALP00000013072
ENSLOCP00000001810	ENSGALP00000005814
ENSLOCP00000001994	ENSGALP00000009879
ENSLOCP00000006832	ENSGALP00000013590
ENSLOCP00000001883	ENSGALP00000005991
ENSLOCP00000018022	ENSGALP00000021168
ENSLOCP00000012401	ENSGALP00000000581
ENSLOCP00000010126	ENSGALP00000020711
ENSLOCP00000003100	ENSGALP00000001572
ENSLOCP00000020695	ENSGALP00000026582
ENSLOCP00000012412	ENSGALP00000024999
ENSLOCP00000018584	ENSGALP00000013553
ENSLOCP00000008736	ENSGALP00000039622
ENSLOCP00000004474	ENSGALP00000025165
ENSLOCP00000019571	ENSGALP00000019507
ENSLOCP00000016041	ENSGALP00000017666
ENSLOCP00000020073	ENSGALP00000040770
ENSLOCP00000016392	ENSGALP00000008868
ENSLOCP00000019535	ENSGALP00000014312
ENSLOCP00000015763	ENSGALP00000042042
ENSLOCP00000003025	ENSGALP00000020410
ENSLOCP00000013336	ENSGALP00000013972
ENSLOCP00000008635	ENSGALP00000011187
ENSLOCP00000012073	ENSGALP00000023384
ENSLOCP00000018477	ENSGALP00000003366
ENSLOCP00000010296	ENSGALP00000005347
ENSLOCP00000011431	ENSGALP00000025668
ENSLOCP00000006145	ENSGALP00000042146
ENSLOCP00000019890	ENSGALP00000009582
ENSLOCP00000003343	ENSGALP00000042980
ENSLOCP00000004961	ENSGALP00000037559
ENSLOCP00000012361	ENSGALP00000025665
ENSLOCP00000017515	ENSGALP00000005120
ENSLOCP00000022011	ENSGALP00000013908
ENSLOCP00000021520	ENSGALP00000041479
ENSLOCP00000018736	ENSGALP00000000320
ENSLOCP00000019008	ENSGALP00000022322
ENSLOCP00000016162	ENSGALP00000036468
ENSLOCP00000012000	ENSGALP00000009602
ENSLOCP00000014482	ENSGALP00000000765
ENSLOCP00000013133	ENSGALP00000013627
ENSLOCP00000003077	ENSGALP00000035815
ENSLOCP00000016984	ENSGALP00000017250
ENSLOCP00000015166	ENSGALP00000040789
ENSLOCP00000012703	ENSGALP00000011785
ENSLOCP00000012800	ENSGALP00000000343
ENSLOCP00000006211	ENSGALP00000002124
ENSLOCP00000015163	ENSGALP00000042083
ENSLOCP00000019036	ENSGALP00000015886
ENSLOCP00000002866	ENSGALP00000012699
ENSLOCP00000008338	ENSGALP00000002808
ENSLOCP00000004541	ENSGALP00000010995
ENSLOCP00000005061	ENSGALP00000002263
ENSLOCP00000008900	ENSGALP00000026092
ENSLOCP00000003975	ENSGALP00000001286
ENSLOCP00000003197	ENSGALP00000028898
ENSLOCP00000020412	ENSGALP00000031109
ENSLOCP00000005146	ENSGALP00000042408
ENSLOCP00000019136	ENSGALP00000039434
ENSLOCP00000011723	ENSGALP00000012311
ENSLOCP00000018356	ENSGALP00000002763
ENSLOCP00000001102	ENSGALP00000025786
ENSLOCP00000011666	ENSGALP00000024381
ENSLOCP00000015765	ENSGALP00000033447
ENSLOCP00000002215	ENSGALP00000039965
ENSLOCP00000019614	ENSGALP00000017198
ENSLOCP00000001764	ENSGALP00000013905
ENSLOCP00000011665	ENSGALP00000010482
ENSLOCP00000002449	ENSGALP00000042257
ENSLOCP00000010074	ENSGALP00000025070
ENSLOCP00000012820	ENSGALP00000024818
ENSLOCP00000004869	ENSGALP00000016849
ENSLOCP00000013311	ENSGALP00000013934
ENSLOCP00000019031	ENSGALP00000034535
ENSLOCP00000017806	ENSGALP00000003271
ENSLOCP00000019282	ENSGALP00000010211
ENSLOCP00000014512	ENSGALP00000000995
ENSLOCP00000015167	ENSGALP00000005236
ENSLOCP00000009287	ENSGALP00000026006
ENSLOCP00000016544	ENSGALP00000040955
ENSLOCP00000021904	ENSGALP00000035695
ENSLOCP00000022450	ENSGALP00000041236
ENSLOCP00000004488	ENSGALP00000026077
ENSLOCP00000020024	ENSGALP00000018851
ENSLOCP00000020859	ENSGALP00000026290
ENSLOCP00000007832	ENSGALP00000014726
ENSLOCP00000000434	ENSGALP00000022734
ENSLOCP00000012948	ENSGALP00000023773
ENSLOCP00000005193	ENSGALP00000012695
ENSLOCP00000010194	ENSGALP00000013689
ENSLOCP00000001695	ENSGALP00000012864
ENSLOCP00000007926	ENSGALP00000041317
ENSLOCP00000010024	ENSGALP00000043171
ENSLOCP00000012287	ENSGALP00000018433
ENSLOCP00000010787	ENSGALP00000024939
ENSLOCP00000009015	ENSGALP00000003855
ENSLOCP00000005707	ENSGALP00000039705
ENSLOCP00000007270	ENSGALP00000013113
ENSLOCP00000001138	ENSGALP00000020186
ENSLOCP00000002985	ENSGALP00000038408
ENSLOCP00000003444	ENSGALP00000020714
ENSLOCP00000011930	ENSGALP00000015246
ENSLOCP00000007261	ENSGALP00000016629
ENSLOCP00000004135	ENSGALP00000026337
ENSLOCP00000013207	ENSGALP00000016536
ENSLOCP00000012976	ENSGALP00000011770
ENSLOCP00000000415	ENSGALP00000027534
ENSLOCP00000006812	ENSGALP00000039757
ENSLOCP00000009757	ENSGALP00000035370
ENSLOCP00000015890	ENSGALP00000009708
ENSLOCP00000017296	ENSGALP00000000387
ENSLOCP00000012293	ENSGALP00000019425
ENSLOCP00000008921	ENSGALP00000026764
ENSLOCP00000004566	ENSGALP00000018701
ENSLOCP00000017647	ENSGALP00000041663
ENSLOCP00000019246	ENSGALP00000000260
ENSLOCP00000020958	ENSGALP00000019122
ENSLOCP00000013329	ENSGALP00000018487
ENSLOCP00000020020	ENSGALP00000031127
ENSLOCP00000011815	ENSGALP00000015096
ENSLOCP00000018621	ENSGALP00000002591
ENSLOCP00000014743	ENSGALP00000020178
ENSLOCP00000019986	ENSGALP00000018405
ENSLOCP00000004722	ENSGALP00000009820
ENSLOCP00000014809	ENSGALP00000018028
ENSLOCP00000005776	ENSGALP00000040245
ENSLOCP00000017744	ENSGALP00000011486
ENSLOCP00000002141	ENSGALP00000023559
ENSLOCP00000015029	ENSGALP00000014420
ENSLOCP00000015111	ENSGALP00000017123
ENSLOCP00000012558	ENSGALP00000010462
ENSLOCP00000015214	ENSGALP00000015213
ENSLOCP00000019071	ENSGALP00000018228
ENSLOCP00000009450	ENSGALP00000005977
ENSLOCP00000019228	ENSGALP00000016532
ENSLOCP00000010744	ENSGALP00000007283
ENSLOCP00000005744	ENSGALP00000017075
ENSLOCP00000015918	ENSGALP00000003727
ENSLOCP00000008853	ENSGALP00000029357
ENSLOCP00000018527	ENSGALP00000042849
ENSLOCP00000008221	ENSGALP00000004725
ENSLOCP00000011415	ENSGALP00000000021
ENSLOCP00000019579	ENSGALP00000000384
ENSLOCP00000011235	ENSGALP00000012219
ENSLOCP00000012400	ENSGALP00000024993
ENSLOCP00000020366	ENSGALP00000015982
ENSLOCP00000015030	ENSGALP00000021757
ENSLOCP00000019222	ENSGALP00000039780
ENSLOCP00000005304	ENSGALP00000005196
ENSLOCP00000008430	ENSGALP00000010871
ENSLOCP00000001418	ENSGALP00000025896
ENSLOCP00000008449	ENSGALP00000010878
ENSLOCP00000006386	ENSGALP00000013215
ENSLOCP00000006552	ENSGALP00000009127
ENSLOCP00000004758	ENSGALP00000010168
ENSLOCP00000002795	ENSGALP00000019062
ENSLOCP00000006989	ENSGALP00000016769
ENSLOCP00000001720	ENSGALP00000005525
ENSLOCP00000012908	ENSGALP00000023805
ENSLOCP00000005284	ENSGALP00000002947
ENSLOCP00000019998	ENSGALP00000022584
ENSLOCP00000005669	ENSGALP00000024981
ENSLOCP00000001526	ENSGALP00000005531
ENSLOCP00000015545	ENSGALP00000043211
ENSLOCP00000016467	ENSGALP00000003950
ENSLOCP00000007719	ENSGALP00000004267
ENSLOCP00000011559	ENSGALP00000018459
ENSLOCP00000000905	ENSGALP00000019498
ENSLOCP00000016752	ENSGALP00000006765
ENSLOCP00000017033	ENSGALP00000021842
ENSLOCP00000014189	ENSGALP00000008695
ENSLOCP00000012706	ENSGALP00000042746
ENSLOCP00000001293	ENSGALP00000005708
ENSLOCP00000020578	ENSGALP00000026476
ENSLOCP00000012140	ENSGALP00000035817
ENSLOCP00000009819	ENSGALP00000015366
ENSLOCP00000009711	ENSGALP00000015979
ENSLOCP00000011771	ENSGALP00000015981
ENSLOCP00000004489	ENSGALP00000016827
ENSLOCP00000013077	ENSGALP00000002633
ENSLOCP00000004508	ENSGALP00000018658
ENSLOCP00000013069	ENSGALP00000039111
ENSLOCP00000019832	ENSGALP00000019513
ENSLOCP00000009838	ENSGALP00000009045
ENSLOCP00000013341	ENSGALP00000016610
ENSLOCP00000001575	ENSGALP00000027018
ENSLOCP00000019355	ENSGALP00000037252
ENSLOCP00000006607	ENSGALP00000032210
ENSLOCP00000014941	ENSGALP00000005375
ENSLOCP00000012302	ENSGALP00000042425
ENSLOCP00000019627	ENSGALP00000042575
ENSLOCP00000002090	ENSGALP00000042043
ENSLOCP00000019443	ENSGALP00000013852
ENSLOCP00000014617	ENSGALP00000020135
ENSLOCP00000014027	ENSGALP00000005194
ENSLOCP00000013123	ENSGALP00000025340
ENSLOCP00000002971	ENSGALP00000019107
ENSLOCP00000013438	ENSGALP00000014088
ENSLOCP00000017026	ENSGALP00000012079
ENSLOCP00000007886	ENSGALP00000017807
ENSLOCP00000014078	ENSGALP00000016496
ENSLOCP00000003110	ENSGALP00000040485
ENSLOCP00000008462	ENSGALP00000011669
ENSLOCP00000003587	ENSGALP00000016449
ENSLOCP00000019971	ENSGALP00000016269
ENSLOCP00000005132	ENSGALP00000016357
ENSLOCP00000000129	ENSGALP00000006501
ENSLOCP00000007165	ENSGALP00000043291
ENSLOCP00000010403	ENSGALP00000025951
ENSLOCP00000005492	ENSGALP00000005944
ENSLOCP00000003143	ENSGALP00000008738
ENSLOCP00000017530	ENSGALP00000010798
ENSLOCP00000002180	ENSGALP00000024049
ENSLOCP00000011058	ENSGALP00000021745
ENSLOCP00000018227	ENSGALP00000006022
ENSLOCP00000018983	ENSGALP00000022443
ENSLOCP00000009701	ENSGALP00000037851
ENSLOCP00000019366	ENSGALP00000018616
ENSLOCP00000012323	ENSGALP00000000506
ENSLOCP00000010206	ENSGALP00000013530
ENSLOCP00000011350	ENSGALP00000020566
ENSLOCP00000005165	ENSGALP00000041223
ENSLOCP00000010451	ENSGALP00000025954
ENSLOCP00000002062	ENSGALP00000007674
ENSLOCP00000005657	ENSGALP00000019634
ENSLOCP00000021334	ENSGALP00000023961
ENSLOCP00000006771	ENSGALP00000001537
ENSLOCP00000013623	ENSGALP00000023152
ENSLOCP00000005307	ENSGALP00000012995
ENSLOCP00000007240	ENSGALP00000024548
ENSLOCP00000002617	ENSGALP00000042878
ENSLOCP00000010367	ENSGALP00000041554
ENSLOCP00000005491	ENSGALP00000023099
ENSLOCP00000015756	ENSGALP00000032595
ENSLOCP00000018367	ENSGALP00000009066
ENSLOCP00000020507	ENSGALP00000024654
ENSLOCP00000014486	ENSGALP00000017972
ENSLOCP00000018689	ENSGALP00000006752
ENSLOCP00000005062	ENSGALP00000001125
ENSLOCP00000007478	ENSGALP00000007168
ENSLOCP00000020015	ENSGALP00000022622
ENSLOCP00000007755	ENSGALP00000038010
ENSLOCP00000008105	ENSGALP00000018385
ENSLOCP00000013922	ENSGALP00000008721
ENSLOCP00000004786	ENSGALP00000000726
ENSLOCP00000001794	ENSGALP00000003007
ENSLOCP00000018487	ENSGALP00000031725
ENSLOCP00000020023	ENSGALP00000031029
ENSLOCP00000003149	ENSGALP00000011197
ENSLOCP00000018889	ENSGALP00000021538
ENSLOCP00000014646	ENSGALP00000000772
ENSLOCP00000014965	ENSGALP00000005325
ENSLOCP00000019623	ENSGALP00000015329
ENSLOCP00000012262	ENSGALP00000012592
ENSLOCP00000003577	ENSGALP00000009811
ENSLOCP00000018979	ENSGALP00000021407
ENSLOCP00000009670	ENSGALP00000020761
ENSLOCP00000004300	ENSGALP00000041421
ENSLOCP00000006023	ENSGALP00000037568
ENSLOCP00000019855	ENSGALP00000020480
ENSLOCP00000010432	ENSGALP00000006921
ENSLOCP00000004476	ENSGALP00000040360
ENSLOCP00000021088	ENSGALP00000025530
ENSLOCP00000018466	ENSGALP00000011580
ENSLOCP00000021910	ENSGALP00000023291
ENSLOCP00000008791	ENSGALP00000032645
ENSLOCP00000019231	ENSGALP00000005963
ENSLOCP00000010954	ENSGALP00000003995
ENSLOCP00000000345	ENSGALP00000041436
ENSLOCP00000021901	ENSGALP00000027178
ENSLOCP00000011678	ENSGALP00000042466
ENSLOCP00000015751	ENSGALP00000010347
ENSLOCP00000020245	ENSGALP00000041483
ENSLOCP00000005875	ENSGALP00000006307
ENSLOCP00000020295	ENSGALP00000037987
ENSLOCP00000008533	ENSGALP00000041279
ENSLOCP00000017077	ENSGALP00000012350
ENSLOCP00000005770	ENSGALP00000012585
ENSLOCP00000020358	ENSGALP00000021338
ENSLOCP00000021222	ENSGALP00000016284
ENSLOCP00000012878	ENSGALP00000041340
ENSLOCP00000012890	ENSGALP00000041340
ENSLOCP00000002206	ENSGALP00000034504
ENSLOCP00000013191	ENSGALP00000004460
