ENSP00000262384	ENSGALP00000006197
ENSP00000259339	ENSGALP00000034040
ENSP00000345719	ENSGALP00000006612
ENSP00000356599	ENSGALP00000006692
ENSP00000350102	ENSGALP00000014035
ENSP00000378292	ENSGALP00000040464
ENSP00000078445	ENSGALP00000001898
ENSP00000342136	ENSGALP00000003967
ENSP00000329140	ENSGALP00000020974
ENSP00000434939	ENSGALP00000013658
ENSP00000273062	ENSGALP00000040660
ENSP00000273179	ENSGALP00000041927
ENSP00000411145	ENSGALP00000014521
ENSP00000283268	ENSGALP00000011620
ENSP00000359357	ENSGALP00000009544
ENSP00000346240	ENSGALP00000007409
ENSP00000337701	ENSGALP00000023449
ENSP00000370430	ENSGALP00000026775
ENSP00000265838	ENSGALP00000027665
ENSP00000356015	ENSGALP00000019037
ENSP00000295709	ENSGALP00000018527
ENSP00000361769	ENSGALP00000005026
ENSP00000439287	ENSGALP00000006585
ENSP00000384892	ENSGALP00000025853
ENSP00000428417	ENSGALP00000025647
ENSP00000323313	ENSGALP00000019087
ENSP00000264065	ENSGALP00000014379
ENSP00000381104	ENSGALP00000010593
ENSP00000365567	ENSGALP00000027216
ENSP00000360184	ENSGALP00000008863
ENSP00000216605	ENSGALP00000019224
ENSP00000379108	ENSGALP00000017621
ENSP00000265686	ENSGALP00000005548
ENSP00000332247	ENSGALP00000005054
ENSP00000264649	ENSGALP00000005145
ENSP00000336740	ENSGALP00000039786
ENSP00000338127	ENSGALP00000042230
ENSP00000361158	ENSGALP00000016611
ENSP00000349616	ENSGALP00000036715
ENSP00000421981	ENSGALP00000017674
ENSP00000290649	ENSGALP00000004897
ENSP00000430955	ENSGALP00000005837
ENSP00000304051	ENSGALP00000026304
ENSP00000247461	ENSGALP00000009549
ENSP00000326699	ENSGALP00000015961
ENSP00000320866	ENSGALP00000041510
ENSP00000269881	ENSGALP00000006222
ENSP00000370571	ENSGALP00000010566
ENSP00000264735	ENSGALP00000011632
ENSP00000261854	ENSGALP00000009230
ENSP00000288680	ENSGALP00000011293
ENSP00000229335	ENSGALP00000023051
ENSP00000244669	ENSGALP00000005099
ENSP00000278060	ENSGALP00000005619
ENSP00000297792	ENSGALP00000020669
ENSP00000383042	ENSGALP00000001231
ENSP00000269397	ENSGALP00000011426
ENSP00000216133	ENSGALP00000037077
ENSP00000269385	ENSGALP00000042276
ENSP00000308750	ENSGALP00000037639
ENSP00000297565	ENSGALP00000025755
ENSP00000441801	ENSGALP00000026526
ENSP00000227524	ENSGALP00000022525
ENSP00000363313	ENSGALP00000014372
ENSP00000430432	ENSGALP00000024133
ENSP00000359128	ENSGALP00000012471
ENSP00000361110	ENSGALP00000005275
ENSP00000368835	ENSGALP00000014710
ENSP00000312272	ENSGALP00000043272
ENSP00000432648	ENSGALP00000011912
ENSP00000381823	ENSGALP00000010342
ENSP00000265175	ENSGALP00000016935
ENSP00000343405	ENSGALP00000008311
ENSP00000280551	ENSGALP00000019555
ENSP00000259605	ENSGALP00000024668
ENSP00000274811	ENSGALP00000042045
ENSP00000368824	ENSGALP00000026391
ENSP00000354609	ENSGALP00000000759
ENSP00000357232	ENSGALP00000021577
ENSP00000268122	ENSGALP00000010706
ENSP00000360217	ENSGALP00000026871
ENSP00000251170	ENSGALP00000003293
ENSP00000343877	ENSGALP00000013096
ENSP00000406197	ENSGALP00000026856
ENSP00000363414	ENSGALP00000015740
ENSP00000328777	ENSGALP00000000368
ENSP00000359489	ENSGALP00000014918
ENSP00000348793	ENSGALP00000027020
ENSP00000265343	ENSGALP00000011529
ENSP00000321537	ENSGALP00000023237
ENSP00000376333	ENSGALP00000013059
ENSP00000342538	ENSGALP00000026738
ENSP00000359070	ENSGALP00000009879
ENSP00000317743	ENSGALP00000013590
ENSP00000385616	ENSGALP00000040890
ENSP00000384015	ENSGALP00000005991
ENSP00000341280	ENSGALP00000020711
ENSP00000460971	ENSGALP00000038302
ENSP00000355529	ENSGALP00000032884
ENSP00000278853	ENSGALP00000022528
ENSP00000386289	ENSGALP00000004064
ENSP00000363458	ENSGALP00000001572
ENSP00000347169	ENSGALP00000015121
ENSP00000285599	ENSGALP00000024999
ENSP00000261483	ENSGALP00000000333
ENSP00000353655	ENSGALP00000013553
ENSP00000362634	ENSGALP00000005346
ENSP00000451575	ENSGALP00000017666
ENSP00000419199	ENSGALP00000008868
ENSP00000397655	ENSGALP00000014312
ENSP00000377840	ENSGALP00000042042
ENSP00000438949	ENSGALP00000020410
ENSP00000320025	ENSGALP00000013972
ENSP00000265997	ENSGALP00000011187
ENSP00000443985	ENSGALP00000023384
ENSP00000263791	ENSGALP00000015647
ENSP00000199389	ENSGALP00000005347
ENSP00000307235	ENSGALP00000025668
ENSP00000233057	ENSGALP00000017163
ENSP00000359575	ENSGALP00000042146
ENSP00000338207	ENSGALP00000009581
ENSP00000442786	ENSGALP00000009582
ENSP00000257818	ENSGALP00000042980
ENSP00000361043	ENSGALP00000037559
ENSP00000336606	ENSGALP00000025665
ENSP00000386520	ENSGALP00000005120
ENSP00000216268	ENSGALP00000013908
ENSP00000370621	ENSGALP00000041479
ENSP00000357637	ENSGALP00000017011
ENSP00000430241	ENSGALP00000000320
ENSP00000352138	ENSGALP00000010103
ENSP00000362942	ENSGALP00000004518
ENSP00000417038	ENSGALP00000022322
ENSP00000360054	ENSGALP00000007767
ENSP00000311713	ENSGALP00000009602
ENSP00000348278	ENSGALP00000017758
ENSP00000336655	ENSGALP00000000765
ENSP00000194530	ENSGALP00000013627
ENSP00000281456	ENSGALP00000017250
ENSP00000358888	ENSGALP00000040789
ENSP00000417653	ENSGALP00000035143
ENSP00000320176	ENSGALP00000015886
ENSP00000264010	ENSGALP00000002808
ENSP00000318085	ENSGALP00000010995
ENSP00000404854	ENSGALP00000026092
ENSP00000343635	ENSGALP00000028898
ENSP00000357341	ENSGALP00000031109
ENSP00000217320	ENSGALP00000042408
ENSP00000337838	ENSGALP00000039434
ENSP00000274721	ENSGALP00000012311
ENSP00000347591	ENSGALP00000014927
ENSP00000313423	ENSGALP00000025786
ENSP00000360158	ENSGALP00000026863
ENSP00000366243	ENSGALP00000024381
ENSP00000357048	ENSGALP00000039965
ENSP00000350071	ENSGALP00000016124
ENSP00000263918	ENSGALP00000017198
ENSP00000327197	ENSGALP00000013905
ENSP00000004980	ENSGALP00000022054
ENSP00000258080	ENSGALP00000042257
ENSP00000357980	ENSGALP00000025070
ENSP00000420267	ENSGALP00000001605
ENSP00000356331	ENSGALP00000003413
ENSP00000318986	ENSGALP00000024818
ENSP00000419740	ENSGALP00000016849
ENSP00000364145	ENSGALP00000034535
ENSP00000369100	ENSGALP00000010211
ENSP00000356113	ENSGALP00000000995
ENSP00000024061	ENSGALP00000026006
ENSP00000323847	ENSGALP00000015514
ENSP00000282026	ENSGALP00000035695
ENSP00000314036	ENSGALP00000018851
ENSP00000310551	ENSGALP00000014726
ENSP00000370395	ENSGALP00000023773
ENSP00000433757	ENSGALP00000012695
ENSP00000368169	ENSGALP00000002423
ENSP00000394352	ENSGALP00000012864
ENSP00000378328	ENSGALP00000041317
ENSP00000427130	ENSGALP00000043171
ENSP00000261739	ENSGALP00000008323
ENSP00000359982	ENSGALP00000018433
ENSP00000408005	ENSGALP00000008988
ENSP00000262613	ENSGALP00000012367
ENSP00000342143	ENSGALP00000024939
ENSP00000347742	ENSGALP00000040004
ENSP00000294725	ENSGALP00000003855
ENSP00000382770	ENSGALP00000002369
ENSP00000415106	ENSGALP00000013113
ENSP00000280098	ENSGALP00000020186
ENSP00000228251	ENSGALP00000028616
ENSP00000262746	ENSGALP00000016629
ENSP00000368646	ENSGALP00000026337
ENSP00000296464	ENSGALP00000016536
ENSP00000384144	ENSGALP00000039757
ENSP00000299633	ENSGALP00000009708
ENSP00000317396	ENSGALP00000019425
ENSP00000258229	ENSGALP00000017921
ENSP00000370299	ENSGALP00000026764
ENSP00000365188	ENSGALP00000041663
ENSP00000368637	ENSGALP00000000260
ENSP00000406546	ENSGALP00000018487
ENSP00000298472	ENSGALP00000015096
ENSP00000387549	ENSGALP00000002591
ENSP00000343899	ENSGALP00000020178
ENSP00000283309	ENSGALP00000018405
ENSP00000394794	ENSGALP00000018028
ENSP00000271555	ENSGALP00000042867
ENSP00000340874	ENSGALP00000023559
ENSP00000444972	ENSGALP00000014420
ENSP00000265165	ENSGALP00000017123
ENSP00000340347	ENSGALP00000010462
ENSP00000441640	ENSGALP00000015213
ENSP00000416508	ENSGALP00000011446
ENSP00000327214	ENSGALP00000005977
ENSP00000390111	ENSGALP00000010996
ENSP00000377424	ENSGALP00000016532
ENSP00000362285	ENSGALP00000007283
ENSP00000380081	ENSGALP00000017075
ENSP00000345295	ENSGALP00000003727
ENSP00000265807	ENSGALP00000016445
ENSP00000376123	ENSGALP00000029357
ENSP00000350078	ENSGALP00000042849
ENSP00000279873	ENSGALP00000004725
ENSP00000347602	ENSGALP00000000021
ENSP00000264183	ENSGALP00000000384
ENSP00000325074	ENSGALP00000030863
ENSP00000336591	ENSGALP00000012219
ENSP00000335083	ENSGALP00000024993
ENSP00000399970	ENSGALP00000017035
ENSP00000329967	ENSGALP00000015982
ENSP00000430684	ENSGALP00000039780
ENSP00000359424	ENSGALP00000005196
ENSP00000224356	ENSGALP00000010871
ENSP00000001146	ENSGALP00000025896
ENSP00000285949	ENSGALP00000010878
ENSP00000299163	ENSGALP00000009127
ENSP00000398410	ENSGALP00000010168
ENSP00000262811	ENSGALP00000005525
ENSP00000385727	ENSGALP00000023805
ENSP00000298532	ENSGALP00000002947
ENSP00000339992	ENSGALP00000022584
ENSP00000429633	ENSGALP00000024981
ENSP00000217026	ENSGALP00000005531
ENSP00000398861	ENSGALP00000043211
ENSP00000323780	ENSGALP00000003950
ENSP00000295759	ENSGALP00000018459
ENSP00000297991	ENSGALP00000003859
ENSP00000318355	ENSGALP00000043445
ENSP00000297988	ENSGALP00000003857
ENSP00000253754	ENSGALP00000042746
ENSP00000337180	ENSGALP00000035817
ENSP00000392257	ENSGALP00000024541
ENSP00000260970	ENSGALP00000015979
ENSP00000232978	ENSGALP00000015981
ENSP00000368005	ENSGALP00000039111
ENSP00000359233	ENSGALP00000009045
ENSP00000349396	ENSGALP00000016610
ENSP00000258428	ENSGALP00000027018
ENSP00000361310	ENSGALP00000037252
ENSP00000241436	ENSGALP00000032210
ENSP00000230323	ENSGALP00000005375
ENSP00000295600	ENSGALP00000042425
ENSP00000265440	ENSGALP00000042575
ENSP00000354543	ENSGALP00000042043
ENSP00000368237	ENSGALP00000013852
ENSP00000351155	ENSGALP00000020135
ENSP00000358060	ENSGALP00000041061
ENSP00000338093	ENSGALP00000006337
ENSP00000355308	ENSGALP00000014088
ENSP00000261875	ENSGALP00000012079
ENSP00000360195	ENSGALP00000017807
ENSP00000328923	ENSGALP00000040485
ENSP00000247930	ENSGALP00000043431
ENSP00000399709	ENSGALP00000011669
ENSP00000361281	ENSGALP00000016449
ENSP00000332413	ENSGALP00000016269
ENSP00000361473	ENSGALP00000016357
ENSP00000360431	ENSGALP00000043291
ENSP00000268129	ENSGALP00000010798
ENSP00000358131	ENSGALP00000021745
ENSP00000305926	ENSGALP00000006022
ENSP00000237289	ENSGALP00000022443
ENSP00000352676	ENSGALP00000037851
ENSP00000228740	ENSGALP00000018616
ENSP00000289013	ENSGALP00000025954
ENSP00000357453	ENSGALP00000023961
ENSP00000348959	ENSGALP00000023152
ENSP00000380034	ENSGALP00000024548
ENSP00000246104	ENSGALP00000042878
ENSP00000260526	ENSGALP00000042256
ENSP00000203556	ENSGALP00000041554
ENSP00000439601	ENSGALP00000023099
ENSP00000230085	ENSGALP00000024654
ENSP00000342626	ENSGALP00000025135
ENSP00000333640	ENSGALP00000007168
ENSP00000356870	ENSGALP00000022622
ENSP00000386845	ENSGALP00000038010
ENSP00000281523	ENSGALP00000018385
ENSP00000370340	ENSGALP00000008721
ENSP00000332513	ENSGALP00000003007
ENSP00000358853	ENSGALP00000031029
ENSP00000265689	ENSGALP00000011197
ENSP00000356170	ENSGALP00000000772
ENSP00000362151	ENSGALP00000005325
ENSP00000420736	ENSGALP00000012592
ENSP00000347883	ENSGALP00000009811
ENSP00000404296	ENSGALP00000021407
ENSP00000368698	ENSGALP00000020761
ENSP00000361664	ENSGALP00000041421
ENSP00000356575	ENSGALP00000022359
ENSP00000432869	ENSGALP00000037568
ENSP00000333900	ENSGALP00000006921
ENSP00000289166	ENSGALP00000040360
ENSP00000318298	ENSGALP00000025530
ENSP00000443410	ENSGALP00000011580
ENSP00000358458	ENSGALP00000023291
ENSP00000360216	ENSGALP00000032645
ENSP00000265421	ENSGALP00000005963
ENSP00000427120	ENSGALP00000003995
ENSP00000271915	ENSGALP00000041436
ENSP00000365063	ENSGALP00000027178
ENSP00000366240	ENSGALP00000042466
ENSP00000250974	ENSGALP00000029046
ENSP00000355870	ENSGALP00000041483
ENSP00000227256	ENSGALP00000006307
ENSP00000331470	ENSGALP00000037987
ENSP00000282728	ENSGALP00000041279
ENSP00000321711	ENSGALP00000012350
ENSP00000281172	ENSGALP00000021338
ENSP00000264716	ENSGALP00000016284
ENSP00000306245	ENSGALP00000041340
ENSP00000289473	ENSGALP00000034504
ENSP00000380450	ENSGALP00000008924
ENSP00000309714	ENSGALP00000004460
ENSP00000295645	ENSGALP00000022343
ENSP00000375855	ENSGALP00000008117
ENSP00000356382	ENSGALP00000003726
ENSP00000405890	ENSGALP00000005415
ENSP00000251203	ENSGALP00000021848
ENSP00000318086	ENSGALP00000010097
ENSP00000368964	ENSGALP00000026428
ENSP00000414712	ENSGALP00000022497
ENSP00000362244	ENSGALP00000034427
ENSP00000251642	ENSGALP00000005315
ENSP00000263642	ENSGALP00000018045
ENSP00000437256	ENSGALP00000036777
ENSP00000192314	ENSGALP00000010257
ENSP00000385735	ENSGALP00000012608
ENSP00000300255	ENSGALP00000042173
ENSP00000270824	ENSGALP00000035245
ENSP00000350402	ENSGALP00000036110
ENSP00000320084	ENSGALP00000002650
ENSP00000358470	ENSGALP00000023881
ENSP00000426103	ENSGALP00000002233
ENSP00000261537	ENSGALP00000024106
ENSP00000369579	ENSGALP00000011722
ENSP00000471417	ENSGALP00000024079
ENSP00000368976	ENSGALP00000001501
ENSP00000388878	ENSGALP00000018409
ENSP00000368678	ENSGALP00000039379
ENSP00000424243	ENSGALP00000026174
ENSP00000346964	ENSGALP00000005904
ENSP00000316193	ENSGALP00000035475
ENSP00000356694	ENSGALP00000004854
ENSP00000363157	ENSGALP00000039261
ENSP00000376822	ENSGALP00000019763
ENSP00000287908	ENSGALP00000014653
ENSP00000369419	ENSGALP00000014618
ENSP00000256997	ENSGALP00000013353
ENSP00000358241	ENSGALP00000024926
ENSP00000256951	ENSGALP00000029983
ENSP00000379269	ENSGALP00000040670
ENSP00000439672	ENSGALP00000041085
ENSP00000344012	ENSGALP00000041942
ENSP00000301738	ENSGALP00000010352
ENSP00000312814	ENSGALP00000012875
ENSP00000384391	ENSGALP00000020372
ENSP00000386458	ENSGALP00000036952
ENSP00000296702	ENSGALP00000012163
ENSP00000239231	ENSGALP00000002927
ENSP00000302108	ENSGALP00000010368
ENSP00000332123	ENSGALP00000025734
ENSP00000274605	ENSGALP00000022701
ENSP00000370981	ENSGALP00000002647
ENSP00000359240	ENSGALP00000038507
ENSP00000253193	ENSGALP00000007738
ENSP00000276654	ENSGALP00000025859
ENSP00000318607	ENSGALP00000012805
ENSP00000371846	ENSGALP00000008146
ENSP00000262653	ENSGALP00000004884
ENSP00000268679	ENSGALP00000038113
ENSP00000402257	ENSGALP00000035841
ENSP00000383365	ENSGALP00000003091
ENSP00000434516	ENSGALP00000020730
ENSP00000430031	ENSGALP00000009979
ENSP00000350718	ENSGALP00000000948
ENSP00000261226	ENSGALP00000018449
ENSP00000384999	ENSGALP00000010783
ENSP00000411688	ENSGALP00000006885
ENSP00000332170	ENSGALP00000027922
ENSP00000366280	ENSGALP00000042373
ENSP00000251047	ENSGALP00000038925
ENSP00000258168	ENSGALP00000008671
ENSP00000262340	ENSGALP00000018351
ENSP00000261693	ENSGALP00000004761
ENSP00000264896	ENSGALP00000018715
ENSP00000399421	ENSGALP00000038958
ENSP00000322159	ENSGALP00000017873
ENSP00000361306	ENSGALP00000013462
ENSP00000384259	ENSGALP00000010165
ENSP00000372059	ENSGALP00000006733
ENSP00000417138	ENSGALP00000011153
ENSP00000264669	ENSGALP00000021276
ENSP00000258770	ENSGALP00000008969
ENSP00000228641	ENSGALP00000030023
ENSP00000241651	ENSGALP00000039912
ENSP00000228644	ENSGALP00000043455
ENSP00000250003	ENSGALP00000038684
ENSP00000352926	ENSGALP00000029867
ENSP00000354588	ENSGALP00000008684
ENSP00000268919	ENSGALP00000004742
ENSP00000368464	ENSGALP00000009309
ENSP00000343515	ENSGALP00000009594
ENSP00000428426	ENSGALP00000024609
ENSP00000313886	ENSGALP00000026714
ENSP00000355261	ENSGALP00000014645
ENSP00000425133	ENSGALP00000007425
ENSP00000415243	ENSGALP00000015220
ENSP00000414750	ENSGALP00000038852
ENSP00000359596	ENSGALP00000010207
ENSP00000473510	ENSGALP00000016375
ENSP00000364635	ENSGALP00000000686
ENSP00000219439	ENSGALP00000040737
ENSP00000358814	ENSGALP00000000438
ENSP00000368759	ENSGALP00000020772
ENSP00000360387	ENSGALP00000012540
ENSP00000265598	ENSGALP00000014232
ENSP00000408411	ENSGALP00000013946
ENSP00000376899	ENSGALP00000024885
ENSP00000256652	ENSGALP00000024894
ENSP00000350869	ENSGALP00000001718
ENSP00000297737	ENSGALP00000005486
ENSP00000406144	ENSGALP00000017136
ENSP00000422496	ENSGALP00000008685
ENSP00000323645	ENSGALP00000024258
ENSP00000265729	ENSGALP00000014599
ENSP00000362807	ENSGALP00000005084
ENSP00000264933	ENSGALP00000021816
ENSP00000218089	ENSGALP00000013808
ENSP00000348775	ENSGALP00000025093
ENSP00000307697	ENSGALP00000011541
ENSP00000272133	ENSGALP00000015132
ENSP00000348944	ENSGALP00000003008
ENSP00000349131	ENSGALP00000036605
ENSP00000217260	ENSGALP00000038599
ENSP00000276659	ENSGALP00000042187
ENSP00000344937	ENSGALP00000007244
ENSP00000216487	ENSGALP00000036803
ENSP00000383333	ENSGALP00000025794
ENSP00000287814	ENSGALP00000007955
ENSP00000262768	ENSGALP00000041954
ENSP00000314556	ENSGALP00000013212
ENSP00000360613	ENSGALP00000014072
ENSP00000301037	ENSGALP00000042178
ENSP00000298630	ENSGALP00000032327
ENSP00000418668	ENSGALP00000042730
ENSP00000307292	ENSGALP00000040762
ENSP00000290921	ENSGALP00000025299
ENSP00000353025	ENSGALP00000040907
ENSP00000351632	ENSGALP00000011573
ENSP00000350673	ENSGALP00000025949
ENSP00000241051	ENSGALP00000019072
ENSP00000265036	ENSGALP00000023706
ENSP00000278193	ENSGALP00000039371
ENSP00000447488	ENSGALP00000017782
ENSP00000361554	ENSGALP00000016165
ENSP00000075503	ENSGALP00000023762
ENSP00000226253	ENSGALP00000043256
ENSP00000329668	ENSGALP00000008011
ENSP00000264554	ENSGALP00000001966
ENSP00000364995	ENSGALP00000017365
ENSP00000346577	ENSGALP00000014638
ENSP00000362271	ENSGALP00000042094
ENSP00000378356	ENSGALP00000005105
ENSP00000264444	ENSGALP00000022471
ENSP00000337889	ENSGALP00000025256
ENSP00000401867	ENSGALP00000041667
ENSP00000382204	ENSGALP00000004639
ENSP00000360472	ENSGALP00000041795
ENSP00000477310	ENSGALP00000008845
ENSP00000300571	ENSGALP00000003147
ENSP00000376403	ENSGALP00000033823
ENSP00000338272	ENSGALP00000041743
ENSP00000369915	ENSGALP00000010387
ENSP00000347730	ENSGALP00000033461
ENSP00000394757	ENSGALP00000022179
ENSP00000441832	ENSGALP00000041946
ENSP00000335544	ENSGALP00000043083
ENSP00000295589	ENSGALP00000023158
ENSP00000290894	ENSGALP00000003993
ENSP00000307369	ENSGALP00000041998
ENSP00000366936	ENSGALP00000041190
ENSP00000379396	ENSGALP00000039475
ENSP00000446132	ENSGALP00000016759
ENSP00000356265	ENSGALP00000000490
ENSP00000371331	ENSGALP00000010627
ENSP00000354488	ENSGALP00000000418
ENSP00000370542	ENSGALP00000026538
ENSP00000344468	ENSGALP00000000792
ENSP00000361818	ENSGALP00000006255
ENSP00000280886	ENSGALP00000010746
ENSP00000301180	ENSGALP00000009895
ENSP00000434142	ENSGALP00000023914
ENSP00000391200	ENSGALP00000030879
ENSP00000415836	ENSGALP00000000701
ENSP00000361748	ENSGALP00000007419
ENSP00000400113	ENSGALP00000006488
ENSP00000403397	ENSGALP00000016655
ENSP00000355924	ENSGALP00000015907
ENSP00000393453	ENSGALP00000025637
ENSP00000322323	ENSGALP00000005755
ENSP00000468308	ENSGALP00000006638
ENSP00000263733	ENSGALP00000006719
ENSP00000353007	ENSGALP00000007297
ENSP00000260128	ENSGALP00000018361
ENSP00000258145	ENSGALP00000016008
ENSP00000313699	ENSGALP00000027770
ENSP00000433999	ENSGALP00000011167
ENSP00000360560	ENSGALP00000016511
ENSP00000377369	ENSGALP00000036900
ENSP00000341179	ENSGALP00000043460
ENSP00000414635	ENSGALP00000015298
ENSP00000319009	ENSGALP00000024636
ENSP00000264344	ENSGALP00000016878
ENSP00000380150	ENSGALP00000007002
ENSP00000384570	ENSGALP00000020304
ENSP00000311609	ENSGALP00000028002
ENSP00000330221	ENSGALP00000003942
ENSP00000310332	ENSGALP00000010315
ENSP00000424838	ENSGALP00000038038
ENSP00000361990	ENSGALP00000016092
ENSP00000290650	ENSGALP00000015034
ENSP00000396068	ENSGALP00000015644
ENSP00000400057	ENSGALP00000025658
ENSP00000264595	ENSGALP00000017419
ENSP00000301765	ENSGALP00000008333
ENSP00000320416	ENSGALP00000042753
ENSP00000267202	ENSGALP00000005929
ENSP00000318629	ENSGALP00000022155
ENSP00000384551	ENSGALP00000017404
ENSP00000272641	ENSGALP00000040980
ENSP00000378555	ENSGALP00000032036
ENSP00000320604	ENSGALP00000006317
ENSP00000261507	ENSGALP00000015550
ENSP00000400500	ENSGALP00000015440
ENSP00000254250	ENSGALP00000024775
ENSP00000300249	ENSGALP00000035995
ENSP00000358813	ENSGALP00000025542
ENSP00000346155	ENSGALP00000009715
ENSP00000356853	ENSGALP00000005542
ENSP00000361285	ENSGALP00000005911
ENSP00000376840	ENSGALP00000021309
ENSP00000362841	ENSGALP00000000843
ENSP00000359340	ENSGALP00000033347
ENSP00000429073	ENSGALP00000042863
ENSP00000284000	ENSGALP00000007758
ENSP00000305422	ENSGALP00000012991
ENSP00000427514	ENSGALP00000043098
ENSP00000368356	ENSGALP00000017248
ENSP00000374353	ENSGALP00000008654
ENSP00000380514	ENSGALP00000008657
ENSP00000273077	ENSGALP00000034943
ENSP00000378938	ENSGALP00000026367
ENSP00000314709	ENSGALP00000026389
ENSP00000312222	ENSGALP00000041334
ENSP00000261017	ENSGALP00000014166
ENSP00000225941	ENSGALP00000001964
ENSP00000230882	ENSGALP00000023927
ENSP00000371432	ENSGALP00000038374
ENSP00000368666	ENSGALP00000026339
ENSP00000389326	ENSGALP00000026662
ENSP00000369699	ENSGALP00000042770
ENSP00000271715	ENSGALP00000040597
ENSP00000248121	ENSGALP00000008955
ENSP00000317382	ENSGALP00000027789
ENSP00000359151	ENSGALP00000008453
ENSP00000369538	ENSGALP00000013267
ENSP00000306185	ENSGALP00000017682
