ENSACAP00000008923	ENSLOCP00000011371
ENSACAP00000007568	ENSLOCP00000012005
ENSACAP00000009697	ENSLOCP00000003330
ENSACAP00000014333	ENSLOCP00000002611
ENSACAP00000000069	ENSLOCP00000001895
ENSACAP00000011496	ENSLOCP00000018089
ENSACAP00000013638	ENSLOCP00000021223
ENSACAP00000002360	ENSLOCP00000005462
ENSACAP00000008788	ENSLOCP00000019143
ENSACAP00000011764	ENSLOCP00000017875
ENSACAP00000001354	ENSLOCP00000007152
ENSACAP00000003677	ENSLOCP00000018765
ENSACAP00000014160	ENSLOCP00000016689
ENSACAP00000004990	ENSLOCP00000009744
ENSACAP00000010477	ENSLOCP00000010411
ENSACAP00000010901	ENSLOCP00000007095
ENSACAP00000003541	ENSLOCP00000004760
ENSACAP00000001030	ENSLOCP00000009579
ENSACAP00000012873	ENSLOCP00000002781
ENSACAP00000009688	ENSLOCP00000009822
ENSACAP00000016226	ENSLOCP00000004134
ENSACAP00000009314	ENSLOCP00000017556
ENSACAP00000001074	ENSLOCP00000007716
ENSACAP00000011982	ENSLOCP00000009183
ENSACAP00000015922	ENSLOCP00000011977
ENSACAP00000016351	ENSLOCP00000004543
ENSACAP00000021025	ENSLOCP00000008045
ENSACAP00000011452	ENSLOCP00000018336
ENSACAP00000014831	ENSLOCP00000011743
ENSACAP00000004483	ENSLOCP00000004852
ENSACAP00000022711	ENSLOCP00000014275
ENSACAP00000001127	ENSLOCP00000014296
ENSACAP00000013194	ENSLOCP00000014267
ENSACAP00000011919	ENSLOCP00000017734
ENSACAP00000016452	ENSLOCP00000007190
ENSACAP00000008110	ENSLOCP00000007552
ENSACAP00000007345	ENSLOCP00000008912
ENSACAP00000004248	ENSLOCP00000016143
ENSACAP00000010090	ENSLOCP00000011268
ENSACAP00000012660	ENSLOCP00000014255
ENSACAP00000016181	ENSLOCP00000015416
ENSACAP00000017024	ENSLOCP00000014402
ENSACAP00000014873	ENSLOCP00000010755
ENSACAP00000002634	ENSLOCP00000010301
ENSACAP00000010493	ENSLOCP00000004403
ENSACAP00000004991	ENSLOCP00000016384
ENSACAP00000012299	ENSLOCP00000019211
ENSACAP00000002580	ENSLOCP00000007969
ENSACAP00000017382	ENSLOCP00000014935
ENSACAP00000019166	ENSLOCP00000016441
ENSACAP00000004912	ENSLOCP00000003103
ENSACAP00000004525	ENSLOCP00000003263
ENSACAP00000003480	ENSLOCP00000002966
ENSACAP00000015035	ENSLOCP00000013149
ENSACAP00000013027	ENSLOCP00000004702
ENSACAP00000010949	ENSLOCP00000008084
ENSACAP00000005327	ENSLOCP00000004920
ENSACAP00000019022	ENSLOCP00000017316
ENSACAP00000001577	ENSLOCP00000002321
ENSACAP00000016618	ENSLOCP00000011921
ENSACAP00000014723	ENSLOCP00000013274
ENSACAP00000022465	ENSLOCP00000015509
ENSACAP00000004166	ENSLOCP00000000745
ENSACAP00000014143	ENSLOCP00000007657
ENSACAP00000014223	ENSLOCP00000019895
ENSACAP00000016319	ENSLOCP00000004097
ENSACAP00000004859	ENSLOCP00000002772
ENSACAP00000007835	ENSLOCP00000011424
ENSACAP00000016259	ENSLOCP00000000611
ENSACAP00000003381	ENSLOCP00000007064
ENSACAP00000014235	ENSLOCP00000011679
ENSACAP00000002316	ENSLOCP00000015542
ENSACAP00000013882	ENSLOCP00000015277
ENSACAP00000000312	ENSLOCP00000012075
ENSACAP00000007273	ENSLOCP00000000813
ENSACAP00000009601	ENSLOCP00000009666
ENSACAP00000012181	ENSLOCP00000008113
ENSACAP00000005938	ENSLOCP00000017376
ENSACAP00000017152	ENSLOCP00000018940
ENSACAP00000014045	ENSLOCP00000017609
ENSACAP00000003095	ENSLOCP00000013227
ENSACAP00000010438	ENSLOCP00000009084
ENSACAP00000006802	ENSLOCP00000014125
ENSACAP00000000255	ENSLOCP00000001838
ENSACAP00000015220	ENSLOCP00000002962
ENSACAP00000014749	ENSLOCP00000003146
ENSACAP00000004143	ENSLOCP00000010450
ENSACAP00000010300	ENSLOCP00000006384
ENSACAP00000010100	ENSLOCP00000016723
ENSACAP00000016309	ENSLOCP00000004098
ENSACAP00000008039	ENSLOCP00000005348
ENSACAP00000011014	ENSLOCP00000001908
ENSACAP00000000116	ENSLOCP00000002105
ENSACAP00000011700	ENSLOCP00000003347
ENSACAP00000020950	ENSLOCP00000020568
ENSACAP00000015656	ENSLOCP00000009151
ENSACAP00000005364	ENSLOCP00000016453
ENSACAP00000013895	ENSLOCP00000013460
ENSACAP00000006857	ENSLOCP00000003278
ENSACAP00000013368	ENSLOCP00000017197
ENSACAP00000010049	ENSLOCP00000002012
ENSACAP00000012756	ENSLOCP00000022407
ENSACAP00000007555	ENSLOCP00000017946
ENSACAP00000014838	ENSLOCP00000020924
ENSACAP00000006929	ENSLOCP00000019441
ENSACAP00000000627	ENSLOCP00000008031
ENSACAP00000006051	ENSLOCP00000008516
ENSACAP00000006030	ENSLOCP00000011043
ENSACAP00000005200	ENSLOCP00000020169
ENSACAP00000017085	ENSLOCP00000000807
ENSACAP00000015839	ENSLOCP00000008421
ENSACAP00000020539	ENSLOCP00000020167
ENSACAP00000012833	ENSLOCP00000004616
ENSACAP00000002652	ENSLOCP00000012295
ENSACAP00000002871	ENSLOCP00000012285
ENSACAP00000009535	ENSLOCP00000005140
ENSACAP00000001235	ENSLOCP00000013816
ENSACAP00000000677	ENSLOCP00000001079
ENSACAP00000013157	ENSLOCP00000013735
ENSACAP00000010105	ENSLOCP00000013449
ENSACAP00000000539	ENSLOCP00000006181
ENSACAP00000013484	ENSLOCP00000003148
ENSACAP00000005762	ENSLOCP00000009464
ENSACAP00000021260	ENSLOCP00000006489
ENSACAP00000010492	ENSLOCP00000021150
ENSACAP00000002604	ENSLOCP00000012853
ENSACAP00000009851	ENSLOCP00000003947
ENSACAP00000005440	ENSLOCP00000006065
ENSACAP00000012475	ENSLOCP00000006858
ENSACAP00000011315	ENSLOCP00000017921
ENSACAP00000008365	ENSLOCP00000020471
ENSACAP00000009206	ENSLOCP00000004308
ENSACAP00000020660	ENSLOCP00000009616
ENSACAP00000002273	ENSLOCP00000009019
ENSACAP00000014984	ENSLOCP00000001778
ENSACAP00000002857	ENSLOCP00000010343
ENSACAP00000009605	ENSLOCP00000005080
ENSACAP00000000371	ENSLOCP00000011956
ENSACAP00000022120	ENSLOCP00000017420
ENSACAP00000007351	ENSLOCP00000001998
ENSACAP00000003073	ENSLOCP00000004985
ENSACAP00000015084	ENSLOCP00000010504
ENSACAP00000015690	ENSLOCP00000010342
ENSACAP00000014625	ENSLOCP00000001425
ENSACAP00000022720	ENSLOCP00000001975
ENSACAP00000016033	ENSLOCP00000012734
ENSACAP00000011236	ENSLOCP00000014091
ENSACAP00000006904	ENSLOCP00000014553
ENSACAP00000010678	ENSLOCP00000007003
ENSACAP00000013644	ENSLOCP00000012228
ENSACAP00000013962	ENSLOCP00000002815
ENSACAP00000006911	ENSLOCP00000016440
ENSACAP00000011639	ENSLOCP00000010439
ENSACAP00000008250	ENSLOCP00000007490
ENSACAP00000005246	ENSLOCP00000010438
ENSACAP00000003435	ENSLOCP00000019916
ENSACAP00000013953	ENSLOCP00000008670
ENSACAP00000002199	ENSLOCP00000016820
ENSACAP00000005451	ENSLOCP00000008952
ENSACAP00000009946	ENSLOCP00000011725
ENSACAP00000005341	ENSLOCP00000018155
ENSACAP00000004888	ENSLOCP00000018551
ENSACAP00000010729	ENSLOCP00000006404
ENSACAP00000014643	ENSLOCP00000001788
ENSACAP00000012306	ENSLOCP00000007013
ENSACAP00000016876	ENSLOCP00000017561
ENSACAP00000012919	ENSLOCP00000019112
ENSACAP00000002265	ENSLOCP00000020782
ENSACAP00000003075	ENSLOCP00000010907
ENSACAP00000015895	ENSLOCP00000009708
ENSACAP00000007089	ENSLOCP00000009331
ENSACAP00000018784	ENSLOCP00000011051
ENSACAP00000009716	ENSLOCP00000014798
ENSACAP00000012917	ENSLOCP00000020362
ENSACAP00000019304	ENSLOCP00000021272
ENSACAP00000001567	ENSLOCP00000013196
ENSACAP00000001539	ENSLOCP00000012184
ENSACAP00000008087	ENSLOCP00000016583
ENSACAP00000008472	ENSLOCP00000016348
ENSACAP00000001783	ENSLOCP00000004572
ENSACAP00000000378	ENSLOCP00000012068
ENSACAP00000018835	ENSLOCP00000018138
ENSACAP00000005311	ENSLOCP00000005599
ENSACAP00000005250	ENSLOCP00000002644
ENSACAP00000008653	ENSLOCP00000018900
ENSACAP00000022847	ENSLOCP00000012567
ENSACAP00000001336	ENSLOCP00000020306
ENSACAP00000022923	ENSLOCP00000019769
ENSACAP00000021854	ENSLOCP00000012411
ENSACAP00000012025	ENSLOCP00000020230
ENSACAP00000009397	ENSLOCP00000019139
ENSACAP00000014644	ENSLOCP00000019635
ENSACAP00000015050	ENSLOCP00000001806
ENSACAP00000006549	ENSLOCP00000013981
ENSACAP00000010660	ENSLOCP00000006928
ENSACAP00000011827	ENSLOCP00000011695
ENSACAP00000009266	ENSLOCP00000009231
ENSACAP00000015367	ENSLOCP00000002893
ENSACAP00000011365	ENSLOCP00000013146
ENSACAP00000005331	ENSLOCP00000004693
ENSACAP00000022818	ENSLOCP00000009506
ENSACAP00000014114	ENSLOCP00000008821
ENSACAP00000012498	ENSLOCP00000002852
ENSACAP00000014528	ENSLOCP00000018162
ENSACAP00000004997	ENSLOCP00000001715
ENSACAP00000000388	ENSLOCP00000014281
ENSACAP00000008334	ENSLOCP00000007117
ENSACAP00000005034	ENSLOCP00000017202
ENSACAP00000001338	ENSLOCP00000003854
ENSACAP00000004133	ENSLOCP00000016880
ENSACAP00000010596	ENSLOCP00000005322
ENSACAP00000002042	ENSLOCP00000013736
ENSACAP00000015020	ENSLOCP00000018691
ENSACAP00000017381	ENSLOCP00000005451
ENSACAP00000000252	ENSLOCP00000016910
ENSACAP00000008027	ENSLOCP00000005760
ENSACAP00000022119	ENSLOCP00000000999
ENSACAP00000016694	ENSLOCP00000012922
ENSACAP00000000233	ENSLOCP00000011733
ENSACAP00000004917	ENSLOCP00000002819
ENSACAP00000004134	ENSLOCP00000005105
ENSACAP00000012400	ENSLOCP00000018761
ENSACAP00000018100	ENSLOCP00000003846
ENSACAP00000003882	ENSLOCP00000020462
ENSACAP00000001773	ENSLOCP00000013229
ENSACAP00000008764	ENSLOCP00000007137
ENSACAP00000008247	ENSLOCP00000019391
ENSACAP00000015591	ENSLOCP00000009135
ENSACAP00000018954	ENSLOCP00000013389
ENSACAP00000006109	ENSLOCP00000015294
ENSACAP00000004015	ENSLOCP00000018282
ENSACAP00000002953	ENSLOCP00000019874
ENSACAP00000014226	ENSLOCP00000001620
ENSACAP00000015357	ENSLOCP00000013917
ENSACAP00000001190	ENSLOCP00000001993
ENSACAP00000008301	ENSLOCP00000021139
ENSACAP00000010139	ENSLOCP00000014911
ENSACAP00000008145	ENSLOCP00000011469
ENSACAP00000014810	ENSLOCP00000003030
ENSACAP00000005940	ENSLOCP00000003512
ENSACAP00000001777	ENSLOCP00000008157
ENSACAP00000003493	ENSLOCP00000000511
ENSACAP00000017329	ENSLOCP00000016179
ENSACAP00000014441	ENSLOCP00000007458
ENSACAP00000012050	ENSLOCP00000011968
ENSACAP00000003927	ENSLOCP00000021444
ENSACAP00000001229	ENSLOCP00000011151
ENSACAP00000011223	ENSLOCP00000009883
ENSACAP00000004429	ENSLOCP00000006762
ENSACAP00000012522	ENSLOCP00000000702
ENSACAP00000005446	ENSLOCP00000011852
ENSACAP00000006540	ENSLOCP00000019564
ENSACAP00000002247	ENSLOCP00000012768
ENSACAP00000004389	ENSLOCP00000005645
ENSACAP00000011548	ENSLOCP00000017956
ENSACAP00000011680	ENSLOCP00000017680
ENSACAP00000015686	ENSLOCP00000018564
ENSACAP00000015129	ENSLOCP00000000253
ENSACAP00000000362	ENSLOCP00000012436
ENSACAP00000004337	ENSLOCP00000019962
ENSACAP00000017717	ENSLOCP00000013872
ENSACAP00000008595	ENSLOCP00000020166
ENSACAP00000015710	ENSLOCP00000007654
ENSACAP00000004766	ENSLOCP00000016433
ENSACAP00000002909	ENSLOCP00000004184
ENSACAP00000014177	ENSLOCP00000001591
ENSACAP00000016651	ENSLOCP00000009092
ENSACAP00000009428	ENSLOCP00000011580
ENSACAP00000004113	ENSLOCP00000019949
ENSACAP00000010910	ENSLOCP00000002909
ENSACAP00000003084	ENSLOCP00000008090
ENSACAP00000002963	ENSLOCP00000016301
ENSACAP00000008618	ENSLOCP00000007075
ENSACAP00000008857	ENSLOCP00000003717
ENSACAP00000009610	ENSLOCP00000018648
ENSACAP00000014522	ENSLOCP00000013828
ENSACAP00000010174	ENSLOCP00000001155
ENSACAP00000006441	ENSLOCP00000020117
ENSACAP00000015529	ENSLOCP00000015882
ENSACAP00000006043	ENSLOCP00000018924
ENSACAP00000011168	ENSLOCP00000014823
ENSACAP00000008502	ENSLOCP00000007802
ENSACAP00000014931	ENSLOCP00000007183
ENSACAP00000013533	ENSLOCP00000020928
ENSACAP00000023320	ENSLOCP00000015386
ENSACAP00000007341	ENSLOCP00000005237
ENSACAP00000013647	ENSLOCP00000011607
ENSACAP00000014904	ENSLOCP00000003340
ENSACAP00000013059	ENSLOCP00000001670
ENSACAP00000005721	ENSLOCP00000017706
ENSACAP00000000020	ENSLOCP00000020561
ENSACAP00000006325	ENSLOCP00000008873
ENSACAP00000005835	ENSLOCP00000001934
ENSACAP00000002931	ENSLOCP00000011338
ENSACAP00000009775	ENSLOCP00000010972
ENSACAP00000009887	ENSLOCP00000001672
ENSACAP00000016009	ENSLOCP00000014059
ENSACAP00000002274	ENSLOCP00000012855
ENSACAP00000019047	ENSLOCP00000011571
ENSACAP00000000056	ENSLOCP00000008166
ENSACAP00000016170	ENSLOCP00000018669
ENSACAP00000009705	ENSLOCP00000002134
ENSACAP00000003731	ENSLOCP00000016110
ENSACAP00000003204	ENSLOCP00000003362
ENSACAP00000017171	ENSLOCP00000009902
ENSACAP00000021486	ENSLOCP00000015286
ENSACAP00000011570	ENSLOCP00000005069
ENSACAP00000003196	ENSLOCP00000007127
ENSACAP00000020251	ENSLOCP00000015077
ENSACAP00000016008	ENSLOCP00000011966
ENSACAP00000009462	ENSLOCP00000021548
ENSACAP00000015735	ENSLOCP00000004043
ENSACAP00000017527	ENSLOCP00000009868
ENSACAP00000014914	ENSLOCP00000000646
ENSACAP00000004062	ENSLOCP00000002993
ENSACAP00000012046	ENSLOCP00000020985
ENSACAP00000014398	ENSLOCP00000017801
ENSACAP00000011701	ENSLOCP00000014828
ENSACAP00000011673	ENSLOCP00000000783
ENSACAP00000000157	ENSLOCP00000018321
ENSACAP00000001285	ENSLOCP00000002331
ENSACAP00000001729	ENSLOCP00000012475
ENSACAP00000012569	ENSLOCP00000011687
ENSACAP00000009683	ENSLOCP00000015455
ENSACAP00000013365	ENSLOCP00000015429
ENSACAP00000002152	ENSLOCP00000015768
ENSACAP00000006089	ENSLOCP00000014609
ENSACAP00000002615	ENSLOCP00000016818
ENSACAP00000013805	ENSLOCP00000018531
ENSACAP00000020817	ENSLOCP00000004411
ENSACAP00000017509	ENSLOCP00000006636
ENSACAP00000006304	ENSLOCP00000003339
ENSACAP00000013457	ENSLOCP00000003153
ENSACAP00000012219	ENSLOCP00000020190
ENSACAP00000009475	ENSLOCP00000009110
ENSACAP00000015902	ENSLOCP00000016532
ENSACAP00000004902	ENSLOCP00000017243
ENSACAP00000017543	ENSLOCP00000022379
ENSACAP00000006641	ENSLOCP00000011160
ENSACAP00000010497	ENSLOCP00000018952
ENSACAP00000008035	ENSLOCP00000001516
ENSACAP00000011988	ENSLOCP00000004814
ENSACAP00000018355	ENSLOCP00000012999
ENSACAP00000009426	ENSLOCP00000005990
ENSACAP00000006651	ENSLOCP00000014079
ENSACAP00000011490	ENSLOCP00000007639
ENSACAP00000011863	ENSLOCP00000017739
ENSACAP00000014732	ENSLOCP00000019482
ENSACAP00000000612	ENSLOCP00000001810
ENSACAP00000011465	ENSLOCP00000001994
ENSACAP00000003949	ENSLOCP00000006832
ENSACAP00000000033	ENSLOCP00000018022
ENSACAP00000005126	ENSLOCP00000012401
ENSACAP00000003652	ENSLOCP00000010126
ENSACAP00000013573	ENSLOCP00000003100
ENSACAP00000003358	ENSLOCP00000020695
ENSACAP00000013187	ENSLOCP00000017851
ENSACAP00000004033	ENSLOCP00000007858
ENSACAP00000004297	ENSLOCP00000018584
ENSACAP00000022849	ENSLOCP00000003007
ENSACAP00000023344	ENSLOCP00000001825
ENSACAP00000021793	ENSLOCP00000015733
ENSACAP00000008827	ENSLOCP00000008736
ENSACAP00000014151	ENSLOCP00000004474
ENSACAP00000021805	ENSLOCP00000019571
ENSACAP00000020091	ENSLOCP00000009042
ENSACAP00000020770	ENSLOCP00000022250
ENSACAP00000012264	ENSLOCP00000020073
ENSACAP00000005507	ENSLOCP00000016392
ENSACAP00000000830	ENSLOCP00000019535
ENSACAP00000017176	ENSLOCP00000015763
ENSACAP00000012265	ENSLOCP00000003025
ENSACAP00000005482	ENSLOCP00000013336
ENSACAP00000006260	ENSLOCP00000008635
ENSACAP00000014820	ENSLOCP00000011134
ENSACAP00000020487	ENSLOCP00000018477
ENSACAP00000012984	ENSLOCP00000010296
ENSACAP00000002180	ENSLOCP00000011431
ENSACAP00000023365	ENSLOCP00000006145
ENSACAP00000012420	ENSLOCP00000003881
ENSACAP00000014261	ENSLOCP00000019890
ENSACAP00000013528	ENSLOCP00000003343
ENSACAP00000002300	ENSLOCP00000004961
ENSACAP00000003616	ENSLOCP00000012361
ENSACAP00000015601	ENSLOCP00000017515
ENSACAP00000008924	ENSLOCP00000022011
ENSACAP00000018911	ENSLOCP00000021520
ENSACAP00000022180	ENSLOCP00000017503
ENSACAP00000007845	ENSLOCP00000018736
ENSACAP00000016236	ENSLOCP00000004711
ENSACAP00000016190	ENSLOCP00000004668
ENSACAP00000007881	ENSLOCP00000019008
ENSACAP00000004259	ENSLOCP00000016162
ENSACAP00000009761	ENSLOCP00000012000
ENSACAP00000012220	ENSLOCP00000014482
ENSACAP00000001296	ENSLOCP00000013133
ENSACAP00000012600	ENSLOCP00000018741
ENSACAP00000002268	ENSLOCP00000016984
ENSACAP00000010685	ENSLOCP00000015166
ENSACAP00000012707	ENSLOCP00000018183
ENSACAP00000001188	ENSLOCP00000012703
ENSACAP00000006800	ENSLOCP00000012800
ENSACAP00000003548	ENSLOCP00000006211
ENSACAP00000005966	ENSLOCP00000015163
ENSACAP00000006803	ENSLOCP00000019036
ENSACAP00000012481	ENSLOCP00000002866
ENSACAP00000020434	ENSLOCP00000015801
ENSACAP00000001047	ENSLOCP00000008338
ENSACAP00000002413	ENSLOCP00000004541
ENSACAP00000006575	ENSLOCP00000005061
ENSACAP00000011611	ENSLOCP00000008900
ENSACAP00000001853	ENSLOCP00000003975
ENSACAP00000007570	ENSLOCP00000003197
ENSACAP00000001952	ENSLOCP00000020412
ENSACAP00000009773	ENSLOCP00000011468
ENSACAP00000006955	ENSLOCP00000005146
ENSACAP00000007310	ENSLOCP00000018326
ENSACAP00000011533	ENSLOCP00000019136
ENSACAP00000006790	ENSLOCP00000011723
ENSACAP00000004455	ENSLOCP00000001102
ENSACAP00000012718	ENSLOCP00000011666
ENSACAP00000011715	ENSLOCP00000018375
ENSACAP00000023411	ENSLOCP00000019614
ENSACAP00000007762	ENSLOCP00000001764
ENSACAP00000005513	ENSLOCP00000017810
ENSACAP00000007810	ENSLOCP00000011665
ENSACAP00000008508	ENSLOCP00000002449
ENSACAP00000017127	ENSLOCP00000010074
ENSACAP00000008914	ENSLOCP00000018588
ENSACAP00000000408	ENSLOCP00000012820
ENSACAP00000002072	ENSLOCP00000004869
ENSACAP00000020570	ENSLOCP00000013311
ENSACAP00000011391	ENSLOCP00000019031
ENSACAP00000008709	ENSLOCP00000017806
ENSACAP00000005268	ENSLOCP00000019282
ENSACAP00000000634	ENSLOCP00000009287
ENSACAP00000015311	ENSLOCP00000004908
ENSACAP00000013153	ENSLOCP00000007803
ENSACAP00000006455	ENSLOCP00000016544
ENSACAP00000013351	ENSLOCP00000022450
ENSACAP00000017582	ENSLOCP00000004488
ENSACAP00000002973	ENSLOCP00000020024
ENSACAP00000008901	ENSLOCP00000020859
ENSACAP00000007261	ENSLOCP00000007832
ENSACAP00000002043	ENSLOCP00000000434
ENSACAP00000015626	ENSLOCP00000012948
ENSACAP00000008566	ENSLOCP00000005193
ENSACAP00000011097	ENSLOCP00000017728
ENSACAP00000010499	ENSLOCP00000010194
ENSACAP00000015185	ENSLOCP00000001695
ENSACAP00000012182	ENSLOCP00000007926
ENSACAP00000007799	ENSLOCP00000010024
ENSACAP00000013383	ENSLOCP00000012287
ENSACAP00000013786	ENSLOCP00000010787
ENSACAP00000007998	ENSLOCP00000009015
ENSACAP00000008314	ENSLOCP00000005707
ENSACAP00000001967	ENSLOCP00000007270
ENSACAP00000000374	ENSLOCP00000001138
ENSACAP00000012309	ENSLOCP00000017723
ENSACAP00000003800	ENSLOCP00000003444
ENSACAP00000003309	ENSLOCP00000009598
ENSACAP00000014849	ENSLOCP00000007261
ENSACAP00000007342	ENSLOCP00000004135
ENSACAP00000011642	ENSLOCP00000013207
ENSACAP00000023153	ENSLOCP00000012976
ENSACAP00000004913	ENSLOCP00000000415
ENSACAP00000013983	ENSLOCP00000006812
ENSACAP00000009189	ENSLOCP00000009757
ENSACAP00000013443	ENSLOCP00000015890
ENSACAP00000004765	ENSLOCP00000017296
ENSACAP00000016111	ENSLOCP00000002959
ENSACAP00000014867	ENSLOCP00000012293
ENSACAP00000000709	ENSLOCP00000008921
ENSACAP00000012234	ENSLOCP00000004566
ENSACAP00000005911	ENSLOCP00000017647
ENSACAP00000020582	ENSLOCP00000013027
ENSACAP00000005939	ENSLOCP00000019246
ENSACAP00000010914	ENSLOCP00000020958
ENSACAP00000003065	ENSLOCP00000013329
ENSACAP00000010309	ENSLOCP00000020020
ENSACAP00000010114	ENSLOCP00000011815
ENSACAP00000001146	ENSLOCP00000018621
ENSACAP00000017617	ENSLOCP00000014743
ENSACAP00000008317	ENSLOCP00000019986
ENSACAP00000011925	ENSLOCP00000014809
ENSACAP00000009776	ENSLOCP00000017744
ENSACAP00000000468	ENSLOCP00000002141
ENSACAP00000007988	ENSLOCP00000015111
ENSACAP00000002667	ENSLOCP00000012558
ENSACAP00000016124	ENSLOCP00000015214
ENSACAP00000013154	ENSLOCP00000017714
ENSACAP00000005500	ENSLOCP00000019071
ENSACAP00000000364	ENSLOCP00000017819
ENSACAP00000022276	ENSLOCP00000019228
ENSACAP00000015744	ENSLOCP00000010744
ENSACAP00000014337	ENSLOCP00000005744
ENSACAP00000001666	ENSLOCP00000015918
ENSACAP00000006488	ENSLOCP00000018527
ENSACAP00000010738	ENSLOCP00000008221
ENSACAP00000014391	ENSLOCP00000011415
ENSACAP00000001348	ENSLOCP00000019579
ENSACAP00000014128	ENSLOCP00000011235
ENSACAP00000005057	ENSLOCP00000012400
ENSACAP00000003243	ENSLOCP00000020366
ENSACAP00000012863	ENSLOCP00000015030
ENSACAP00000012680	ENSLOCP00000019222
ENSACAP00000011973	ENSLOCP00000005304
ENSACAP00000015429	ENSLOCP00000012990
ENSACAP00000006776	ENSLOCP00000008430
ENSACAP00000006744	ENSLOCP00000008449
ENSACAP00000015745	ENSLOCP00000006386
ENSACAP00000010798	ENSLOCP00000006552
ENSACAP00000003528	ENSLOCP00000004758
ENSACAP00000004880	ENSLOCP00000002795
ENSACAP00000015570	ENSLOCP00000006989
ENSACAP00000008928	ENSLOCP00000009541
ENSACAP00000019354	ENSLOCP00000001720
ENSACAP00000015983	ENSLOCP00000012908
ENSACAP00000011379	ENSLOCP00000005284
ENSACAP00000009909	ENSLOCP00000019998
ENSACAP00000016343	ENSLOCP00000005669
ENSACAP00000002415	ENSLOCP00000001526
ENSACAP00000015869	ENSLOCP00000015545
ENSACAP00000007139	ENSLOCP00000016467
ENSACAP00000004256	ENSLOCP00000007719
ENSACAP00000013094	ENSLOCP00000011559
ENSACAP00000013758	ENSLOCP00000000905
ENSACAP00000001980	ENSLOCP00000017033
ENSACAP00000012302	ENSLOCP00000014189
ENSACAP00000020702	ENSLOCP00000012706
ENSACAP00000010825	ENSLOCP00000018401
ENSACAP00000003333	ENSLOCP00000001293
ENSACAP00000012470	ENSLOCP00000020578
ENSACAP00000009060	ENSLOCP00000012140
ENSACAP00000016209	ENSLOCP00000009819
ENSACAP00000016819	ENSLOCP00000009711
ENSACAP00000006542	ENSLOCP00000011771
ENSACAP00000011949	ENSLOCP00000004489
ENSACAP00000014367	ENSLOCP00000013077
ENSACAP00000011992	ENSLOCP00000004508
ENSACAP00000023353	ENSLOCP00000013069
ENSACAP00000008425	ENSLOCP00000018070
ENSACAP00000007987	ENSLOCP00000019832
ENSACAP00000004977	ENSLOCP00000009838
ENSACAP00000016174	ENSLOCP00000013341
ENSACAP00000008123	ENSLOCP00000001575
ENSACAP00000009824	ENSLOCP00000019355
ENSACAP00000008348	ENSLOCP00000006607
ENSACAP00000002614	ENSLOCP00000014941
ENSACAP00000020002	ENSLOCP00000018086
ENSACAP00000013404	ENSLOCP00000012302
ENSACAP00000006550	ENSLOCP00000019627
ENSACAP00000007510	ENSLOCP00000002090
ENSACAP00000014358	ENSLOCP00000019443
ENSACAP00000010741	ENSLOCP00000014617
ENSACAP00000002766	ENSLOCP00000000952
ENSACAP00000014681	ENSLOCP00000013123
ENSACAP00000010564	ENSLOCP00000002971
ENSACAP00000022355	ENSLOCP00000013438
ENSACAP00000022186	ENSLOCP00000013808
ENSACAP00000004615	ENSLOCP00000017026
ENSACAP00000007650	ENSLOCP00000007886
ENSACAP00000002234	ENSLOCP00000014078
ENSACAP00000013635	ENSLOCP00000012819
ENSACAP00000014722	ENSLOCP00000005420
ENSACAP00000007814	ENSLOCP00000004277
ENSACAP00000017321	ENSLOCP00000008462
ENSACAP00000003436	ENSLOCP00000009646
ENSACAP00000015411	ENSLOCP00000003587
ENSACAP00000004560	ENSLOCP00000019971
ENSACAP00000013998	ENSLOCP00000005132
ENSACAP00000008291	ENSLOCP00000000129
ENSACAP00000007377	ENSLOCP00000007165
ENSACAP00000011188	ENSLOCP00000005492
ENSACAP00000009223	ENSLOCP00000003143
ENSACAP00000000679	ENSLOCP00000017530
ENSACAP00000007730	ENSLOCP00000002180
ENSACAP00000003147	ENSLOCP00000011058
ENSACAP00000003039	ENSLOCP00000018227
