ENSGALP00000006197	ENSMGAP00000004951
ENSGALP00000001743	ENSMGAP00000002974
ENSGALP00000022799	ENSMGAP00000012582
ENSGALP00000038332	ENSMGAP00000009859
ENSGALP00000030103	ENSMGAP00000018681
ENSGALP00000014475	ENSMGAP00000009417
ENSGALP00000020966	ENSMGAP00000013979
ENSGALP00000001800	ENSMGAP00000008333
ENSGALP00000005112	ENSMGAP00000002529
ENSGALP00000007477	ENSMGAP00000004205
ENSGALP00000018083	ENSMGAP00000012517
ENSGALP00000009349	ENSMGAP00000001548
ENSGALP00000015531	ENSMGAP00000010456
ENSGALP00000027001	ENSMGAP00000015665
ENSGALP00000009513	ENSMGAP00000007322
ENSGALP00000015965	ENSMGAP00000002696
ENSGALP00000000302	ENSMGAP00000001583
ENSGALP00000042648	ENSMGAP00000011636
ENSGALP00000017612	ENSMGAP00000012013
ENSGALP00000017617	ENSMGAP00000012026
ENSGALP00000023901	ENSMGAP00000005302
ENSGALP00000023910	ENSMGAP00000010401
ENSGALP00000013735	ENSMGAP00000016750
ENSGALP00000039792	ENSMGAP00000004470
ENSGALP00000001340	ENSMGAP00000016579
ENSGALP00000001321	ENSMGAP00000016575
ENSGALP00000042131	ENSMGAP00000017241
ENSGALP00000012145	ENSMGAP00000010142
ENSGALP00000024866	ENSMGAP00000011560
ENSGALP00000033981	ENSMGAP00000002069
ENSGALP00000005919	ENSMGAP00000004515
ENSGALP00000024366	ENSMGAP00000015154
ENSGALP00000003108	ENSMGAP00000001088
ENSGALP00000018057	ENSMGAP00000017435
ENSGALP00000000236	ENSMGAP00000018236
ENSGALP00000041758	ENSMGAP00000010087
ENSGALP00000005918	ENSMGAP00000003283
ENSGALP00000026916	ENSMGAP00000015103
ENSGALP00000024965	ENSMGAP00000011665
ENSGALP00000024844	ENSMGAP00000011513
ENSGALP00000036419	ENSMGAP00000018477
ENSGALP00000040927	ENSMGAP00000012426
ENSGALP00000025962	ENSMGAP00000015431
ENSGALP00000012668	ENSMGAP00000004052
ENSGALP00000024856	ENSMGAP00000007852
ENSGALP00000008990	ENSMGAP00000007586
ENSGALP00000018540	ENSMGAP00000012793
ENSGALP00000021333	ENSMGAP00000006493
ENSGALP00000021927	ENSMGAP00000002459
ENSGALP00000042828	ENSMGAP00000012144
ENSGALP00000008742	ENSMGAP00000007000
ENSGALP00000011268	ENSMGAP00000018506
ENSGALP00000002749	ENSMGAP00000003019
ENSGALP00000031700	ENSMGAP00000005320
ENSGALP00000017812	ENSMGAP00000012292
ENSGALP00000016052	ENSMGAP00000003179
ENSGALP00000012513	ENSMGAP00000005890
ENSGALP00000027572	ENSMGAP00000016019
ENSGALP00000031452	ENSMGAP00000012498
ENSGALP00000015855	ENSMGAP00000011284
ENSGALP00000006708	ENSMGAP00000004241
ENSGALP00000041197	ENSMGAP00000004359
ENSGALP00000026285	ENSMGAP00000017211
ENSGALP00000026289	ENSMGAP00000014745
ENSGALP00000026283	ENSMGAP00000014741
ENSGALP00000016919	ENSMGAP00000005564
ENSGALP00000006545	ENSMGAP00000005869
ENSGALP00000014921	ENSMGAP00000010368
ENSGALP00000016865	ENSMGAP00000011345
ENSGALP00000022004	ENSMGAP00000019777
ENSGALP00000038490	ENSMGAP00000005791
ENSGALP00000034548	ENSMGAP00000000187
ENSGALP00000006699	ENSMGAP00000003686
ENSGALP00000023943	ENSMGAP00000014073
ENSGALP00000022517	ENSMGAP00000010967
ENSGALP00000023842	ENSMGAP00000003799
ENSGALP00000005320	ENSMGAP00000004977
ENSGALP00000023605	ENSMGAP00000003925
ENSGALP00000021227	ENSMGAP00000006067
ENSGALP00000031642	ENSMGAP00000001692
ENSGALP00000000835	ENSMGAP00000000222
ENSGALP00000013472	ENSMGAP00000006182
ENSGALP00000021851	ENSMGAP00000019133
ENSGALP00000024641	ENSMGAP00000014252
ENSGALP00000027470	ENSMGAP00000016530
ENSGALP00000009065	ENSMGAP00000001734
ENSGALP00000036962	ENSMGAP00000013517
ENSGALP00000014081	ENSMGAP00000007819
ENSGALP00000034070	ENSMGAP00000008651
ENSGALP00000007825	ENSMGAP00000004409
ENSGALP00000020470	ENSMGAP00000013445
ENSGALP00000034313	ENSMGAP00000019781
ENSGALP00000012522	ENSMGAP00000016437
ENSGALP00000037969	ENSMGAP00000017228
ENSGALP00000029689	ENSMGAP00000016406
ENSGALP00000002266	ENSMGAP00000000443
ENSGALP00000008101	ENSMGAP00000007199
ENSGALP00000015507	ENSMGAP00000010914
ENSGALP00000010092	ENSMGAP00000005390
ENSGALP00000018364	ENSMGAP00000008577
ENSGALP00000008859	ENSMGAP00000009032
ENSGALP00000003933	ENSMGAP00000003987
ENSGALP00000011107	ENSMGAP00000008400
ENSGALP00000020098	ENSMGAP00000012893
ENSGALP00000002654	ENSMGAP00000005258
ENSGALP00000008078	ENSMGAP00000018005
ENSGALP00000002102	ENSMGAP00000002200
ENSGALP00000009912	ENSMGAP00000008339
ENSGALP00000012993	ENSMGAP00000009787
ENSGALP00000019667	ENSMGAP00000012996
ENSGALP00000027070	ENSMGAP00000015712
ENSGALP00000036774	ENSMGAP00000005690
ENSGALP00000028232	ENSMGAP00000004158
ENSGALP00000005132	ENSMGAP00000003532
ENSGALP00000006532	ENSMGAP00000005084
ENSGALP00000010583	ENSMGAP00000002285
ENSGALP00000004578	ENSMGAP00000003792
ENSGALP00000000815	ENSMGAP00000001471
ENSGALP00000043277	ENSMGAP00000002363
ENSGALP00000034605	ENSMGAP00000002136
ENSGALP00000011094	ENSMGAP00000009274
ENSGALP00000007047	ENSMGAP00000005995
ENSGALP00000014260	ENSMGAP00000004414
ENSGALP00000002190	ENSMGAP00000001423
ENSGALP00000013294	ENSMGAP00000010866
ENSGALP00000002380	ENSMGAP00000000315
ENSGALP00000020754	ENSMGAP00000013737
ENSGALP00000024086	ENSMGAP00000014138
ENSGALP00000030763	ENSMGAP00000016817
ENSGALP00000043149	ENSMGAP00000016514
ENSGALP00000028867	ENSMGAP00000017329
ENSGALP00000005058	ENSMGAP00000017098
ENSGALP00000009882	ENSMGAP00000017065
ENSGALP00000014947	ENSMGAP00000000043
ENSGALP00000015963	ENSMGAP00000010085
ENSGALP00000019298	ENSMGAP00000014303
ENSGALP00000018352	ENSMGAP00000014086
ENSGALP00000013883	ENSMGAP00000003393
ENSGALP00000017157	ENSMGAP00000011526
ENSGALP00000019672	ENSMGAP00000012814
ENSGALP00000018684	ENSMGAP00000011679
ENSGALP00000010319	ENSMGAP00000007789
ENSGALP00000004476	ENSMGAP00000003057
ENSGALP00000039313	ENSMGAP00000000986
ENSGALP00000002903	ENSMGAP00000002904
ENSGALP00000013470	ENSMGAP00000006908
ENSGALP00000020073	ENSMGAP00000013141
ENSGALP00000021645	ENSMGAP00000007394
ENSGALP00000027832	ENSMGAP00000016162
ENSGALP00000011511	ENSMGAP00000009656
ENSGALP00000038293	ENSMGAP00000007799
ENSGALP00000027108	ENSMGAP00000015733
ENSGALP00000004355	ENSMGAP00000006170
ENSGALP00000024537	ENSMGAP00000015182
ENSGALP00000007090	ENSMGAP00000008545
ENSGALP00000009799	ENSMGAP00000011073
ENSGALP00000039638	ENSMGAP00000010702
ENSGALP00000008508	ENSMGAP00000005179
ENSGALP00000000945	ENSMGAP00000008887
ENSGALP00000020619	ENSMGAP00000001786
ENSGALP00000012917	ENSMGAP00000009648
ENSGALP00000005357	ENSMGAP00000003766
ENSGALP00000027233	ENSMGAP00000015790
ENSGALP00000009728	ENSMGAP00000002674
ENSGALP00000009265	ENSMGAP00000003647
ENSGALP00000006511	ENSMGAP00000003351
ENSGALP00000025754	ENSMGAP00000018911
ENSGALP00000022208	ENSMGAP00000013495
ENSGALP00000000485	ENSMGAP00000009871
ENSGALP00000041935	ENSMGAP00000007928
ENSGALP00000002095	ENSMGAP00000002440
ENSGALP00000009365	ENSMGAP00000003196
ENSGALP00000041111	ENSMGAP00000003198
ENSGALP00000016137	ENSMGAP00000013062
ENSGALP00000026659	ENSMGAP00000019578
ENSGALP00000008288	ENSMGAP00000004723
ENSGALP00000018274	ENSMGAP00000014064
ENSGALP00000010236	ENSMGAP00000008325
ENSGALP00000031875	ENSMGAP00000014066
ENSGALP00000043043	ENSMGAP00000008904
ENSGALP00000023865	ENSMGAP00000019426
ENSGALP00000017275	ENSMGAP00000011684
ENSGALP00000033266	ENSMGAP00000006557
ENSGALP00000011874	ENSMGAP00000006542
ENSGALP00000006348	ENSMGAP00000003855
ENSGALP00000018837	ENSMGAP00000010260
ENSGALP00000014547	ENSMGAP00000008483
ENSGALP00000041263	ENSMGAP00000014993
ENSGALP00000012335	ENSMGAP00000010127
ENSGALP00000023648	ENSMGAP00000008086
ENSGALP00000004458	ENSMGAP00000005024
ENSGALP00000033003	ENSMGAP00000009827
ENSGALP00000016147	ENSMGAP00000001561
ENSGALP00000008060	ENSMGAP00000006085
ENSGALP00000005756	ENSMGAP00000002954
ENSGALP00000002077	ENSMGAP00000002419
ENSGALP00000023538	ENSMGAP00000000108
ENSGALP00000009752	ENSMGAP00000007779
ENSGALP00000041260	ENSMGAP00000007773
ENSGALP00000020874	ENSMGAP00000003907
ENSGALP00000005156	ENSMGAP00000003944
ENSGALP00000023265	ENSMGAP00000014907
ENSGALP00000008830	ENSMGAP00000004065
ENSGALP00000034600	ENSMGAP00000000402
ENSGALP00000024275	ENSMGAP00000015144
ENSGALP00000001806	ENSMGAP00000000401
ENSGALP00000036114	ENSMGAP00000009393
ENSGALP00000015412	ENSMGAP00000009074
ENSGALP00000042598	ENSMGAP00000002614
ENSGALP00000028780	ENSMGAP00000004288
ENSGALP00000041027	ENSMGAP00000017667
ENSGALP00000015296	ENSMGAP00000012381
ENSGALP00000013904	ENSMGAP00000012395
ENSGALP00000025887	ENSMGAP00000014049
ENSGALP00000015211	ENSMGAP00000011841
ENSGALP00000005157	ENSMGAP00000003649
ENSGALP00000038512	ENSMGAP00000010597
ENSGALP00000013156	ENSMGAP00000010745
ENSGALP00000004240	ENSMGAP00000002082
ENSGALP00000021351	ENSMGAP00000019772
ENSGALP00000027228	ENSMGAP00000015789
ENSGALP00000019052	ENSMGAP00000012602
ENSGALP00000024751	ENSMGAP00000015233
ENSGALP00000010887	ENSMGAP00000001937
ENSGALP00000009030	ENSMGAP00000007252
ENSGALP00000001319	ENSMGAP00000000396
ENSGALP00000009095	ENSMGAP00000007106
ENSGALP00000041662	ENSMGAP00000015737
ENSGALP00000014300	ENSMGAP00000009840
ENSGALP00000003552	ENSMGAP00000010777
ENSGALP00000027704	ENSMGAP00000016088
ENSGALP00000022752	ENSMGAP00000012525
ENSGALP00000021484	ENSMGAP00000014409
ENSGALP00000013422	ENSMGAP00000010882
ENSGALP00000016701	ENSMGAP00000004913
ENSGALP00000003806	ENSMGAP00000004813
ENSGALP00000014225	ENSMGAP00000011846
ENSGALP00000015101	ENSMGAP00000012223
ENSGALP00000032098	ENSMGAP00000002967
ENSGALP00000024194	ENSMGAP00000010503
ENSGALP00000008116	ENSMGAP00000001131
ENSGALP00000020572	ENSMGAP00000006608
ENSGALP00000016460	ENSMGAP00000010628
ENSGALP00000002185	ENSMGAP00000000869
ENSGALP00000033890	ENSMGAP00000000926
ENSGALP00000024292	ENSMGAP00000015148
ENSGALP00000018497	ENSMGAP00000018261
ENSGALP00000021275	ENSMGAP00000006235
ENSGALP00000034026	ENSMGAP00000018966
ENSGALP00000003187	ENSMGAP00000003569
ENSGALP00000023563	ENSMGAP00000018863
ENSGALP00000012127	ENSMGAP00000005345
ENSGALP00000042990	ENSMGAP00000010973
ENSGALP00000041233	ENSMGAP00000011946
ENSGALP00000026284	ENSMGAP00000015516
ENSGALP00000021580	ENSMGAP00000017832
ENSGALP00000015774	ENSMGAP00000009966
ENSGALP00000004425	ENSMGAP00000004713
ENSGALP00000016118	ENSMGAP00000010420
ENSGALP00000003489	ENSMGAP00000003360
ENSGALP00000023430	ENSMGAP00000014952
ENSGALP00000024472	ENSMGAP00000015175
ENSGALP00000008551	ENSMGAP00000007186
ENSGALP00000025442	ENSMGAP00000014453
ENSGALP00000014665	ENSMGAP00000008949
ENSGALP00000032950	ENSMGAP00000003065
ENSGALP00000023298	ENSMGAP00000014916
ENSGALP00000027168	ENSMGAP00000016461
ENSGALP00000017323	ENSMGAP00000006505
ENSGALP00000026865	ENSMGAP00000015068
ENSGALP00000003759	ENSMGAP00000003778
ENSGALP00000043082	ENSMGAP00000003261
ENSGALP00000012451	ENSMGAP00000009483
ENSGALP00000030899	ENSMGAP00000015069
ENSGALP00000027185	ENSMGAP00000015767
ENSGALP00000027192	ENSMGAP00000015772
ENSGALP00000032767	ENSMGAP00000008552
ENSGALP00000020014	ENSMGAP00000014508
ENSGALP00000039229	ENSMGAP00000000586
ENSGALP00000017421	ENSMGAP00000018368
ENSGALP00000043075	ENSMGAP00000013822
ENSGALP00000011808	ENSMGAP00000007654
ENSGALP00000036750	ENSMGAP00000012365
ENSGALP00000041385	ENSMGAP00000004747
ENSGALP00000007707	ENSMGAP00000006906
ENSGALP00000023347	ENSMGAP00000014934
ENSGALP00000012495	ENSMGAP00000009454
ENSGALP00000040523	ENSMGAP00000001401
ENSGALP00000040633	ENSMGAP00000007678
ENSGALP00000042013	ENSMGAP00000007107
ENSGALP00000020886	ENSMGAP00000013880
ENSGALP00000009567	ENSMGAP00000006513
ENSGALP00000009239	ENSMGAP00000006157
ENSGALP00000035646	ENSMGAP00000016097
ENSGALP00000038337	ENSMGAP00000007451
ENSGALP00000007307	ENSMGAP00000005148
ENSGALP00000002789	ENSMGAP00000003159
ENSGALP00000027394	ENSMGAP00000018346
ENSGALP00000012206	ENSMGAP00000008084
ENSGALP00000013802	ENSMGAP00000008515
ENSGALP00000042085	ENSMGAP00000008609
ENSGALP00000043074	ENSMGAP00000016129
ENSGALP00000010287	ENSMGAP00000002996
ENSGALP00000032293	ENSMGAP00000011472
ENSGALP00000016966	ENSMGAP00000011478
ENSGALP00000016960	ENSMGAP00000011465
ENSGALP00000041993	ENSMGAP00000016018
ENSGALP00000014974	ENSMGAP00000000582
ENSGALP00000030515	ENSMGAP00000011756
ENSGALP00000023879	ENSMGAP00000015074
ENSGALP00000001587	ENSMGAP00000000291
ENSGALP00000010584	ENSMGAP00000008049
ENSGALP00000010490	ENSMGAP00000007996
ENSGALP00000037427	ENSMGAP00000008352
ENSGALP00000014451	ENSMGAP00000008280
ENSGALP00000017711	ENSMGAP00000010751
ENSGALP00000017690	ENSMGAP00000011031
ENSGALP00000041184	ENSMGAP00000011668
ENSGALP00000042248	ENSMGAP00000004429
ENSGALP00000012845	ENSMGAP00000008708
ENSGALP00000012607	ENSMGAP00000009942
ENSGALP00000012417	ENSMGAP00000009834
ENSGALP00000025873	ENSMGAP00000014061
ENSGALP00000019761	ENSMGAP00000000956
ENSGALP00000041400	ENSMGAP00000011602
ENSGALP00000014078	ENSMGAP00000011798
ENSGALP00000018627	ENSMGAP00000012088
ENSGALP00000016042	ENSMGAP00000010719
ENSGALP00000003737	ENSMGAP00000003451
ENSGALP00000023398	ENSMGAP00000014948
ENSGALP00000015047	ENSMGAP00000011735
ENSGALP00000018742	ENSMGAP00000018950
ENSGALP00000013585	ENSMGAP00000010964
ENSGALP00000032149	ENSMGAP00000007958
ENSGALP00000042206	ENSMGAP00000001231
ENSGALP00000024947	ENSMGAP00000015306
ENSGALP00000010537	ENSMGAP00000001477
ENSGALP00000023468	ENSMGAP00000002712
ENSGALP00000007035	ENSMGAP00000004568
ENSGALP00000002580	ENSMGAP00000001925
ENSGALP00000013815	ENSMGAP00000005509
ENSGALP00000041968	ENSMGAP00000001093
ENSGALP00000026423	ENSMGAP00000014796
ENSGALP00000020661	ENSMGAP00000002186
ENSGALP00000018654	ENSMGAP00000016662
ENSGALP00000023450	ENSMGAP00000014966
ENSGALP00000019967	ENSMGAP00000011695
ENSGALP00000019979	ENSMGAP00000011698
ENSGALP00000014576	ENSMGAP00000017895
ENSGALP00000043110	ENSMGAP00000015104
ENSGALP00000026552	ENSMGAP00000018791
ENSGALP00000027645	ENSMGAP00000016052
ENSGALP00000007837	ENSMGAP00000009912
ENSGALP00000026729	ENSMGAP00000015581
ENSGALP00000008105	ENSMGAP00000004897
ENSGALP00000002881	ENSMGAP00000004144
ENSGALP00000021811	ENSMGAP00000007691
ENSGALP00000002611	ENSMGAP00000002187
ENSGALP00000018643	ENSMGAP00000014152
ENSGALP00000018636	ENSMGAP00000014149
ENSGALP00000008916	ENSMGAP00000008484
ENSGALP00000042272	ENSMGAP00000004460
ENSGALP00000007510	ENSMGAP00000001855
ENSGALP00000012019	ENSMGAP00000006714
ENSGALP00000011814	ENSMGAP00000009177
ENSGALP00000039779	ENSMGAP00000001320
ENSGALP00000015909	ENSMGAP00000002522
ENSGALP00000040646	ENSMGAP00000004870
ENSGALP00000030045	ENSMGAP00000010407
ENSGALP00000041219	ENSMGAP00000009628
ENSGALP00000042380	ENSMGAP00000009625
ENSGALP00000018350	ENSMGAP00000011771
ENSGALP00000005686	ENSMGAP00000009644
ENSGALP00000023875	ENSMGAP00000009938
ENSGALP00000041478	ENSMGAP00000003132
ENSGALP00000013016	ENSMGAP00000009858
ENSGALP00000009374	ENSMGAP00000006133
ENSGALP00000018791	ENSMGAP00000012152
ENSGALP00000004286	ENSMGAP00000005945
ENSGALP00000024716	ENSMGAP00000015213
ENSGALP00000023702	ENSMGAP00000003838
ENSGALP00000016453	ENSMGAP00000010556
ENSGALP00000009850	ENSMGAP00000006531
ENSGALP00000016553	ENSMGAP00000004562
ENSGALP00000022167	ENSMGAP00000008270
ENSGALP00000030451	ENSMGAP00000001856
ENSGALP00000005923	ENSMGAP00000004539
ENSGALP00000012696	ENSMGAP00000009638
ENSGALP00000031347	ENSMGAP00000003615
ENSGALP00000019105	ENSMGAP00000012062
ENSGALP00000041306	ENSMGAP00000019535
ENSGALP00000030718	ENSMGAP00000016206
ENSGALP00000028993	ENSMGAP00000018174
ENSGALP00000019151	ENSMGAP00000012408
ENSGALP00000037486	ENSMGAP00000009287
ENSGALP00000042930	ENSMGAP00000004814
ENSGALP00000032335	ENSMGAP00000011154
ENSGALP00000006372	ENSMGAP00000005290
ENSGALP00000024674	ENSMGAP00000007148
ENSGALP00000042154	ENSMGAP00000000918
ENSGALP00000030639	ENSMGAP00000016237
ENSGALP00000010839	ENSMGAP00000008229
ENSGALP00000042693	ENSMGAP00000005812
ENSGALP00000001085	ENSMGAP00000000399
ENSGALP00000033875	ENSMGAP00000004799
ENSGALP00000015935	ENSMGAP00000010016
ENSGALP00000016790	ENSMGAP00000013452
ENSGALP00000037040	ENSMGAP00000007230
ENSGALP00000019067	ENSMGAP00000012616
ENSGALP00000022816	ENSMGAP00000014539
ENSGALP00000017475	ENSMGAP00000011874
ENSGALP00000025497	ENSMGAP00000014503
ENSGALP00000000252	ENSMGAP00000000028
ENSGALP00000041466	ENSMGAP00000004632
ENSGALP00000016627	ENSMGAP00000005761
ENSGALP00000041217	ENSMGAP00000009269
ENSGALP00000034742	ENSMGAP00000002504
ENSGALP00000003243	ENSMGAP00000002064
ENSGALP00000034306	ENSMGAP00000006166
ENSGALP00000024295	ENSMGAP00000017822
ENSGALP00000037830	ENSMGAP00000008575
ENSGALP00000031533	ENSMGAP00000009674
ENSGALP00000018461	ENSMGAP00000012924
ENSGALP00000021578	ENSMGAP00000010258
ENSGALP00000015748	ENSMGAP00000009864
ENSGALP00000042533	ENSMGAP00000008447
ENSGALP00000036814	ENSMGAP00000018296
ENSGALP00000039504	ENSMGAP00000019614
ENSGALP00000039979	ENSMGAP00000003653
ENSGALP00000020270	ENSMGAP00000013211
ENSGALP00000005249	ENSMGAP00000008207
ENSGALP00000033602	ENSMGAP00000001765
ENSGALP00000025669	ENSMGAP00000014644
ENSGALP00000002513	ENSMGAP00000005090
ENSGALP00000014482	ENSMGAP00000011481
ENSGALP00000012888	ENSMGAP00000012919
ENSGALP00000009075	ENSMGAP00000003679
ENSGALP00000039649	ENSMGAP00000002356
ENSGALP00000040341	ENSMGAP00000002769
ENSGALP00000008415	ENSMGAP00000005216
ENSGALP00000009768	ENSMGAP00000009062
ENSGALP00000003644	ENSMGAP00000003497
ENSGALP00000002056	ENSMGAP00000002920
ENSGALP00000011735	ENSMGAP00000008618
ENSGALP00000034040	ENSMGAP00000004966
ENSGALP00000006612	ENSMGAP00000004995
ENSGALP00000006692	ENSMGAP00000002159
ENSGALP00000042082	ENSMGAP00000003507
ENSGALP00000014035	ENSMGAP00000016715
ENSGALP00000040464	ENSMGAP00000011542
ENSGALP00000001898	ENSMGAP00000002388
ENSGALP00000003967	ENSMGAP00000001509
ENSGALP00000020974	ENSMGAP00000014004
ENSGALP00000013658	ENSMGAP00000011517
ENSGALP00000040660	ENSMGAP00000012027
ENSGALP00000041927	ENSMGAP00000017536
ENSGALP00000013337	ENSMGAP00000010687
ENSGALP00000014521	ENSMGAP00000008745
ENSGALP00000011620	ENSMGAP00000009152
ENSGALP00000005496	ENSMGAP00000006117
ENSGALP00000009544	ENSMGAP00000008371
ENSGALP00000007389	ENSMGAP00000006372
ENSGALP00000007409	ENSMGAP00000006391
ENSGALP00000022904	ENSMGAP00000014576
ENSGALP00000023449	ENSMGAP00000009327
ENSGALP00000000662	ENSMGAP00000001987
ENSGALP00000000646	ENSMGAP00000001977
ENSGALP00000026775	ENSMGAP00000015599
ENSGALP00000027665	ENSMGAP00000016067
ENSGALP00000019037	ENSMGAP00000013156
ENSGALP00000004375	ENSMGAP00000000691
ENSGALP00000026663	ENSMGAP00000014914
ENSGALP00000019469	ENSMGAP00000012337
ENSGALP00000032883	ENSMGAP00000009500
ENSGALP00000018527	ENSMGAP00000011878
ENSGALP00000006585	ENSMGAP00000003784
ENSGALP00000019087	ENSMGAP00000012641
ENSGALP00000014379	ENSMGAP00000009289
ENSGALP00000020830	ENSMGAP00000003484
ENSGALP00000026487	ENSMGAP00000014824
ENSGALP00000010593	ENSMGAP00000007522
ENSGALP00000027216	ENSMGAP00000015786
ENSGALP00000010473	ENSMGAP00000003471
ENSGALP00000008863	ENSMGAP00000017309
ENSGALP00000020258	ENSMGAP00000013349
ENSGALP00000019224	ENSMGAP00000019671
ENSGALP00000022034	ENSMGAP00000010815
ENSGALP00000017621	ENSMGAP00000007206
ENSGALP00000005548	ENSMGAP00000004135
ENSGALP00000005054	ENSMGAP00000002743
ENSGALP00000005145	ENSMGAP00000003460
ENSGALP00000039786	ENSMGAP00000001555
ENSGALP00000011249	ENSMGAP00000017807
ENSGALP00000042230	ENSMGAP00000017743
ENSGALP00000016611	ENSMGAP00000010797
ENSGALP00000014836	ENSMGAP00000000209
ENSGALP00000000131	ENSMGAP00000005277
ENSGALP00000036715	ENSMGAP00000014185
ENSGALP00000017674	ENSMGAP00000007405
ENSGALP00000004897	ENSMGAP00000000355
ENSGALP00000043416	ENSMGAP00000002145
ENSGALP00000005837	ENSMGAP00000004735
ENSGALP00000026304	ENSMGAP00000016810
ENSGALP00000043178	ENSMGAP00000006468
ENSGALP00000009549	ENSMGAP00000007428
ENSGALP00000015961	ENSMGAP00000002603
ENSGALP00000041510	ENSMGAP00000002079
ENSGALP00000006222	ENSMGAP00000005578
ENSGALP00000010070	ENSMGAP00000019035
ENSGALP00000037703	ENSMGAP00000019680
ENSGALP00000020786	ENSMGAP00000018102
ENSGALP00000010566	ENSMGAP00000013781
ENSGALP00000011632	ENSMGAP00000007374
ENSGALP00000000586	ENSMGAP00000000135
ENSGALP00000009230	ENSMGAP00000019218
ENSGALP00000011293	ENSMGAP00000019572
ENSGALP00000010006	ENSMGAP00000007202
ENSGALP00000023051	ENSMGAP00000014749
ENSGALP00000005099	ENSMGAP00000010538
ENSGALP00000025700	ENSMGAP00000013957
ENSGALP00000005619	ENSMGAP00000001317
ENSGALP00000020669	ENSMGAP00000002262
ENSGALP00000001231	ENSMGAP00000000665
ENSGALP00000011426	ENSMGAP00000005800
ENSGALP00000037077	ENSMGAP00000018832
ENSGALP00000042276	ENSMGAP00000005570
ENSGALP00000026526	ENSMGAP00000014846
ENSGALP00000012563	ENSMGAP00000009473
ENSGALP00000022525	ENSMGAP00000002894
ENSGALP00000014372	ENSMGAP00000001308
ENSGALP00000005212	ENSMGAP00000004521
ENSGALP00000024133	ENSMGAP00000014157
ENSGALP00000007696	ENSMGAP00000010017
ENSGALP00000004141	ENSMGAP00000001598
ENSGALP00000003431	ENSMGAP00000001161
ENSGALP00000005275	ENSMGAP00000006329
ENSGALP00000014710	ENSMGAP00000005262
ENSGALP00000043272	ENSMGAP00000007327
ENSGALP00000011912	ENSMGAP00000009951
ENSGALP00000010342	ENSMGAP00000008527
ENSGALP00000016935	ENSMGAP00000006032
ENSGALP00000008311	ENSMGAP00000006565
ENSGALP00000019555	ENSMGAP00000011234
ENSGALP00000024668	ENSMGAP00000007218
ENSGALP00000042045	ENSMGAP00000004125
ENSGALP00000012555	ENSMGAP00000005938
ENSGALP00000027579	ENSMGAP00000016022
ENSGALP00000011357	ENSMGAP00000004548
ENSGALP00000026391	ENSMGAP00000015534
ENSGALP00000000759	ENSMGAP00000018675
ENSGALP00000042958	ENSMGAP00000016485
ENSGALP00000001868	ENSMGAP00000001473
ENSGALP00000021577	ENSMGAP00000008989
ENSGALP00000010706	ENSMGAP00000008715
ENSGALP00000026871	ENSMGAP00000015071
ENSGALP00000012712	ENSMGAP00000015268
ENSGALP00000002573	ENSMGAP00000003747
ENSGALP00000013096	ENSMGAP00000010508
ENSGALP00000026856	ENSMGAP00000016601
ENSGALP00000015740	ENSMGAP00000002431
ENSGALP00000000368	ENSMGAP00000006888
ENSGALP00000017970	ENSMGAP00000007784
ENSGALP00000011529	ENSMGAP00000009457
ENSGALP00000023237	ENSMGAP00000004615
ENSGALP00000013059	ENSMGAP00000009139
ENSGALP00000024055	ENSMGAP00000018264
ENSGALP00000020132	ENSMGAP00000013241
ENSGALP00000011344	ENSMGAP00000008942
ENSGALP00000013072	ENSMGAP00000006928
ENSGALP00000005814	ENSMGAP00000001301
ENSGALP00000028603	ENSMGAP00000018632
ENSGALP00000042318	ENSMGAP00000018230
ENSGALP00000026738	ENSMGAP00000014955
ENSGALP00000025330	ENSMGAP00000012164
ENSGALP00000009879	ENSMGAP00000006978
ENSGALP00000002235	ENSMGAP00000002422
ENSGALP00000013590	ENSMGAP00000011461
ENSGALP00000040890	ENSMGAP00000014248
ENSGALP00000005991	ENSMGAP00000001695
