ENSTNIP00000004863	ENSGALP00000006197
ENSTNIP00000016351	ENSGALP00000009095
ENSTNIP00000014803	ENSGALP00000009095
ENSTNIP00000010643	ENSGALP00000014300
ENSTNIP00000015818	ENSGALP00000003552
ENSTNIP00000020815	ENSGALP00000022752
ENSTNIP00000010045	ENSGALP00000021484
ENSTNIP00000022447	ENSGALP00000013422
ENSTNIP00000014542	ENSGALP00000003806
ENSTNIP00000017880	ENSGALP00000024194
ENSTNIP00000006749	ENSGALP00000008116
ENSTNIP00000001875	ENSGALP00000016460
ENSTNIP00000013408	ENSGALP00000018497
ENSTNIP00000010992	ENSGALP00000021275
ENSTNIP00000002713	ENSGALP00000013280
ENSTNIP00000006669	ENSGALP00000003187
ENSTNIP00000016041	ENSGALP00000042990
ENSTNIP00000020843	ENSGALP00000041233
ENSTNIP00000020062	ENSGALP00000021580
ENSTNIP00000022474	ENSGALP00000004425
ENSTNIP00000006067	ENSGALP00000023430
ENSTNIP00000014513	ENSGALP00000024472
ENSTNIP00000019503	ENSGALP00000025442
ENSTNIP00000020777	ENSGALP00000032950
ENSTNIP00000010867	ENSGALP00000023298
ENSTNIP00000016923	ENSGALP00000027168
ENSTNIP00000007240	ENSGALP00000003759
ENSTNIP00000006442	ENSGALP00000012451
ENSTNIP00000006604	ENSGALP00000030899
ENSTNIP00000012315	ENSGALP00000027185
ENSTNIP00000016892	ENSGALP00000027192
ENSTNIP00000011170	ENSGALP00000032767
ENSTNIP00000020513	ENSGALP00000020014
ENSTNIP00000001464	ENSGALP00000020164
ENSTNIP00000014602	ENSGALP00000017421
ENSTNIP00000008968	ENSGALP00000017421
ENSTNIP00000010201	ENSGALP00000043075
ENSTNIP00000018612	ENSGALP00000011808
ENSTNIP00000020093	ENSGALP00000036750
ENSTNIP00000010191	ENSGALP00000007707
ENSTNIP00000010847	ENSGALP00000023347
ENSTNIP00000018315	ENSGALP00000040523
ENSTNIP00000003156	ENSGALP00000009567
ENSTNIP00000016743	ENSGALP00000009567
ENSTNIP00000006583	ENSGALP00000009239
ENSTNIP00000012883	ENSGALP00000035646
ENSTNIP00000018867	ENSGALP00000038337
ENSTNIP00000014400	ENSGALP00000007307
ENSTNIP00000010539	ENSGALP00000002789
ENSTNIP00000001072	ENSGALP00000012206
ENSTNIP00000008244	ENSGALP00000013802
ENSTNIP00000005903	ENSGALP00000016960
ENSTNIP00000002780	ENSGALP00000041993
ENSTNIP00000012827	ENSGALP00000029287
ENSTNIP00000019366	ENSGALP00000029287
ENSTNIP00000009911	ENSGALP00000014974
ENSTNIP00000012114	ENSGALP00000030515
ENSTNIP00000018732	ENSGALP00000023879
ENSTNIP00000011940	ENSGALP00000010490
ENSTNIP00000002504	ENSGALP00000017690
ENSTNIP00000015535	ENSGALP00000012607
ENSTNIP00000010163	ENSGALP00000012607
ENSTNIP00000002484	ENSGALP00000012417
ENSTNIP00000022310	ENSGALP00000041400
ENSTNIP00000020728	ENSGALP00000041400
ENSTNIP00000019596	ENSGALP00000018106
ENSTNIP00000008056	ENSGALP00000003737
ENSTNIP00000005910	ENSGALP00000023398
ENSTNIP00000003642	ENSGALP00000013585
ENSTNIP00000005626	ENSGALP00000042206
ENSTNIP00000020693	ENSGALP00000041725
ENSTNIP00000016710	ENSGALP00000022809
ENSTNIP00000021717	ENSGALP00000022809
ENSTNIP00000016161	ENSGALP00000001525
ENSTNIP00000022394	ENSGALP00000013815
ENSTNIP00000000254	ENSGALP00000013815
ENSTNIP00000010388	ENSGALP00000036709
ENSTNIP00000000465	ENSGALP00000036709
ENSTNIP00000012497	ENSGALP00000020661
ENSTNIP00000010852	ENSGALP00000023450
ENSTNIP00000013070	ENSGALP00000006571
ENSTNIP00000022085	ENSGALP00000014576
ENSTNIP00000022519	ENSGALP00000043110
ENSTNIP00000002325	ENSGALP00000026552
ENSTNIP00000018756	ENSGALP00000027645
ENSTNIP00000011144	ENSGALP00000026729
ENSTNIP00000014550	ENSGALP00000002881
ENSTNIP00000021295	ENSGALP00000021811
ENSTNIP00000008975	ENSGALP00000002611
ENSTNIP00000001988	ENSGALP00000018643
ENSTNIP00000003546	ENSGALP00000018636
ENSTNIP00000014788	ENSGALP00000008916
ENSTNIP00000013100	ENSGALP00000024479
ENSTNIP00000017795	ENSGALP00000042272
ENSTNIP00000018229	ENSGALP00000042272
ENSTNIP00000010702	ENSGALP00000007510
ENSTNIP00000013020	ENSGALP00000039779
ENSTNIP00000018093	ENSGALP00000040646
ENSTNIP00000001791	ENSGALP00000038439
ENSTNIP00000014063	ENSGALP00000041219
ENSTNIP00000015527	ENSGALP00000042380
ENSTNIP00000009500	ENSGALP00000018350
ENSTNIP00000004455	ENSGALP00000018350
ENSTNIP00000018941	ENSGALP00000040736
ENSTNIP00000017023	ENSGALP00000009374
ENSTNIP00000007293	ENSGALP00000009374
ENSTNIP00000004821	ENSGALP00000004286
ENSTNIP00000021472	ENSGALP00000004286
ENSTNIP00000018308	ENSGALP00000016453
ENSTNIP00000011090	ENSGALP00000009850
ENSTNIP00000020499	ENSGALP00000016553
ENSTNIP00000002946	ENSGALP00000030451
ENSTNIP00000006886	ENSGALP00000005923
ENSTNIP00000015430	ENSGALP00000012696
ENSTNIP00000015742	ENSGALP00000019105
ENSTNIP00000017097	ENSGALP00000037486
ENSTNIP00000013340	ENSGALP00000037486
ENSTNIP00000017840	ENSGALP00000006372
ENSTNIP00000019945	ENSGALP00000042154
ENSTNIP00000019324	ENSGALP00000042693
ENSTNIP00000016172	ENSGALP00000001085
ENSTNIP00000012264	ENSGALP00000033875
ENSTNIP00000003655	ENSGALP00000033875
ENSTNIP00000011475	ENSGALP00000007961
ENSTNIP00000005073	ENSGALP00000015935
ENSTNIP00000020547	ENSGALP00000016790
ENSTNIP00000019446	ENSGALP00000016790
ENSTNIP00000018776	ENSGALP00000019067
ENSTNIP00000018351	ENSGALP00000041217
ENSTNIP00000022337	ENSGALP00000018461
ENSTNIP00000020063	ENSGALP00000021578
ENSTNIP00000003927	ENSGALP00000042533
ENSTNIP00000005249	ENSGALP00000036814
ENSTNIP00000016350	ENSGALP00000042025
ENSTNIP00000020242	ENSGALP00000039504
ENSTNIP00000012060	ENSGALP00000039979
ENSTNIP00000022000	ENSGALP00000020270
ENSTNIP00000005814	ENSGALP00000005249
ENSTNIP00000012641	ENSGALP00000033602
ENSTNIP00000010215	ENSGALP00000033602
ENSTNIP00000012774	ENSGALP00000025669
ENSTNIP00000022570	ENSGALP00000025669
ENSTNIP00000022077	ENSGALP00000014482
ENSTNIP00000005578	ENSGALP00000009075
ENSTNIP00000018533	ENSGALP00000040341
ENSTNIP00000017093	ENSGALP00000008415
ENSTNIP00000002676	ENSGALP00000009768
ENSTNIP00000022777	ENSGALP00000003644
ENSTNIP00000017468	ENSGALP00000002056
ENSTNIP00000018563	ENSGALP00000006692
ENSTNIP00000019844	ENSGALP00000042082
ENSTNIP00000016523	ENSGALP00000014035
ENSTNIP00000001367	ENSGALP00000040464
ENSTNIP00000013546	ENSGALP00000001898
ENSTNIP00000018391	ENSGALP00000001898
ENSTNIP00000019774	ENSGALP00000003967
ENSTNIP00000006873	ENSGALP00000013658
ENSTNIP00000010744	ENSGALP00000041927
ENSTNIP00000015714	ENSGALP00000041927
ENSTNIP00000013321	ENSGALP00000014521
ENSTNIP00000017267	ENSGALP00000011620
ENSTNIP00000006436	ENSGALP00000005496
ENSTNIP00000010052	ENSGALP00000022904
ENSTNIP00000019170	ENSGALP00000023449
ENSTNIP00000017509	ENSGALP00000026775
ENSTNIP00000005871	ENSGALP00000027665
ENSTNIP00000015257	ENSGALP00000019037
ENSTNIP00000019008	ENSGALP00000004375
ENSTNIP00000016281	ENSGALP00000026663
ENSTNIP00000009848	ENSGALP00000032883
ENSTNIP00000014704	ENSGALP00000018527
ENSTNIP00000012061	ENSGALP00000005026
ENSTNIP00000006738	ENSGALP00000006585
ENSTNIP00000011044	ENSGALP00000025853
ENSTNIP00000007277	ENSGALP00000025853
ENSTNIP00000002864	ENSGALP00000025647
ENSTNIP00000022973	ENSGALP00000025647
ENSTNIP00000001734	ENSGALP00000019087
ENSTNIP00000008404	ENSGALP00000020830
ENSTNIP00000000097	ENSGALP00000010593
ENSTNIP00000006183	ENSGALP00000027216
ENSTNIP00000019956	ENSGALP00000010473
ENSTNIP00000006137	ENSGALP00000008863
ENSTNIP00000001639	ENSGALP00000020258
ENSTNIP00000007451	ENSGALP00000019224
ENSTNIP00000020608	ENSGALP00000019224
ENSTNIP00000018919	ENSGALP00000022034
ENSTNIP00000019035	ENSGALP00000017621
ENSTNIP00000017231	ENSGALP00000005548
ENSTNIP00000018943	ENSGALP00000005054
ENSTNIP00000011965	ENSGALP00000005054
ENSTNIP00000006212	ENSGALP00000005145
ENSTNIP00000022697	ENSGALP00000005145
ENSTNIP00000005896	ENSGALP00000039786
ENSTNIP00000018947	ENSGALP00000011249
ENSTNIP00000022244	ENSGALP00000042230
ENSTNIP00000017121	ENSGALP00000042230
ENSTNIP00000007245	ENSGALP00000016611
ENSTNIP00000021783	ENSGALP00000036715
ENSTNIP00000016209	ENSGALP00000017674
ENSTNIP00000013450	ENSGALP00000043416
ENSTNIP00000019240	ENSGALP00000005837
ENSTNIP00000001191	ENSGALP00000026304
ENSTNIP00000002293	ENSGALP00000015961
ENSTNIP00000002879	ENSGALP00000010070
ENSTNIP00000015641	ENSGALP00000020786
ENSTNIP00000013128	ENSGALP00000009230
ENSTNIP00000011985	ENSGALP00000011293
ENSTNIP00000008563	ENSGALP00000010006
ENSTNIP00000010943	ENSGALP00000023051
ENSTNIP00000018089	ENSGALP00000005099
ENSTNIP00000023115	ENSGALP00000020669
ENSTNIP00000009023	ENSGALP00000037077
ENSTNIP00000014215	ENSGALP00000037639
ENSTNIP00000006162	ENSGALP00000037639
ENSTNIP00000016291	ENSGALP00000025755
ENSTNIP00000017232	ENSGALP00000022525
ENSTNIP00000016234	ENSGALP00000014372
ENSTNIP00000007837	ENSGALP00000024133
ENSTNIP00000008499	ENSGALP00000007696
ENSTNIP00000013021	ENSGALP00000004141
ENSTNIP00000019618	ENSGALP00000012471
ENSTNIP00000003078	ENSGALP00000010342
ENSTNIP00000003192	ENSGALP00000016935
ENSTNIP00000009158	ENSGALP00000008311
ENSTNIP00000014266	ENSGALP00000019555
ENSTNIP00000015002	ENSGALP00000024668
ENSTNIP00000008315	ENSGALP00000042045
ENSTNIP00000011810	ENSGALP00000012555
ENSTNIP00000015692	ENSGALP00000027579
ENSTNIP00000018853	ENSGALP00000011357
ENSTNIP00000000406	ENSGALP00000026391
ENSTNIP00000014734	ENSGALP00000026391
ENSTNIP00000020405	ENSGALP00000000759
ENSTNIP00000020034	ENSGALP00000001868
ENSTNIP00000015962	ENSGALP00000021577
ENSTNIP00000006804	ENSGALP00000026871
ENSTNIP00000018422	ENSGALP00000012712
ENSTNIP00000016546	ENSGALP00000012712
ENSTNIP00000009331	ENSGALP00000002573
ENSTNIP00000014547	ENSGALP00000002573
ENSTNIP00000012429	ENSGALP00000013096
ENSTNIP00000001312	ENSGALP00000026856
ENSTNIP00000012548	ENSGALP00000015740
ENSTNIP00000019776	ENSGALP00000000368
ENSTNIP00000006415	ENSGALP00000000368
ENSTNIP00000016874	ENSGALP00000027020
ENSTNIP00000010346	ENSGALP00000017970
ENSTNIP00000021367	ENSGALP00000011529
ENSTNIP00000014454	ENSGALP00000023237
ENSTNIP00000000985	ENSGALP00000013059
ENSTNIP00000019115	ENSGALP00000013072
ENSTNIP00000021133	ENSGALP00000005814
ENSTNIP00000006874	ENSGALP00000013590
ENSTNIP00000009875	ENSGALP00000000581
ENSTNIP00000006259	ENSGALP00000026515
ENSTNIP00000006260	ENSGALP00000026515
ENSTNIP00000020036	ENSGALP00000001572
ENSTNIP00000012134	ENSGALP00000001572
ENSTNIP00000019433	ENSGALP00000026582
ENSTNIP00000015974	ENSGALP00000024999
ENSTNIP00000015129	ENSGALP00000013553
ENSTNIP00000011009	ENSGALP00000025165
ENSTNIP00000007468	ENSGALP00000017666
ENSTNIP00000020643	ENSGALP00000008868
ENSTNIP00000002256	ENSGALP00000008868
ENSTNIP00000017480	ENSGALP00000042042
ENSTNIP00000018770	ENSGALP00000020410
ENSTNIP00000017481	ENSGALP00000020410
ENSTNIP00000020246	ENSGALP00000013972
ENSTNIP00000020828	ENSGALP00000023384
ENSTNIP00000020593	ENSGALP00000015647
ENSTNIP00000015855	ENSGALP00000005347
ENSTNIP00000013468	ENSGALP00000025668
ENSTNIP00000016745	ENSGALP00000009581
ENSTNIP00000019131	ENSGALP00000042980
ENSTNIP00000008792	ENSGALP00000005120
ENSTNIP00000017724	ENSGALP00000005120
ENSTNIP00000009562	ENSGALP00000013908
ENSTNIP00000018930	ENSGALP00000000320
ENSTNIP00000002103	ENSGALP00000022322
ENSTNIP00000009468	ENSGALP00000036468
ENSTNIP00000009311	ENSGALP00000036468
ENSTNIP00000010742	ENSGALP00000009602
ENSTNIP00000015722	ENSGALP00000009602
ENSTNIP00000017984	ENSGALP00000000765
ENSTNIP00000013260	ENSGALP00000013627
ENSTNIP00000021223	ENSGALP00000017250
ENSTNIP00000006946	ENSGALP00000040789
ENSTNIP00000018192	ENSGALP00000040789
ENSTNIP00000014044	ENSGALP00000011785
ENSTNIP00000017761	ENSGALP00000011785
ENSTNIP00000010429	ENSGALP00000042083
ENSTNIP00000015663	ENSGALP00000015886
ENSTNIP00000015429	ENSGALP00000012699
ENSTNIP00000014697	ENSGALP00000010995
ENSTNIP00000018005	ENSGALP00000002263
ENSTNIP00000010111	ENSGALP00000002263
ENSTNIP00000009198	ENSGALP00000026092
ENSTNIP00000012511	ENSGALP00000026092
ENSTNIP00000007687	ENSGALP00000001286
ENSTNIP00000011681	ENSGALP00000028898
ENSTNIP00000022290	ENSGALP00000031109
ENSTNIP00000019465	ENSGALP00000031109
ENSTNIP00000020428	ENSGALP00000042408
ENSTNIP00000012932	ENSGALP00000012311
ENSTNIP00000006597	ENSGALP00000002763
ENSTNIP00000016608	ENSGALP00000002763
ENSTNIP00000013466	ENSGALP00000025786
ENSTNIP00000018817	ENSGALP00000025786
ENSTNIP00000013733	ENSGALP00000024381
ENSTNIP00000007241	ENSGALP00000039965
ENSTNIP00000019757	ENSGALP00000017198
ENSTNIP00000007393	ENSGALP00000017198
ENSTNIP00000020475	ENSGALP00000042257
ENSTNIP00000014844	ENSGALP00000025070
ENSTNIP00000020138	ENSGALP00000025070
ENSTNIP00000012298	ENSGALP00000024818
ENSTNIP00000009773	ENSGALP00000016849
ENSTNIP00000020245	ENSGALP00000013934
ENSTNIP00000009624	ENSGALP00000034535
ENSTNIP00000015413	ENSGALP00000034535
ENSTNIP00000017634	ENSGALP00000003271
ENSTNIP00000009897	ENSGALP00000003271
ENSTNIP00000002113	ENSGALP00000010211
ENSTNIP00000010351	ENSGALP00000005236
ENSTNIP00000004960	ENSGALP00000026006
ENSTNIP00000021556	ENSGALP00000026006
ENSTNIP00000012994	ENSGALP00000040955
ENSTNIP00000005724	ENSGALP00000040955
ENSTNIP00000010527	ENSGALP00000015514
ENSTNIP00000018300	ENSGALP00000015514
ENSTNIP00000013518	ENSGALP00000035695
ENSTNIP00000008321	ENSGALP00000026077
ENSTNIP00000019694	ENSGALP00000018851
ENSTNIP00000019656	ENSGALP00000026290
ENSTNIP00000020367	ENSGALP00000014726
ENSTNIP00000005570	ENSGALP00000022734
ENSTNIP00000016455	ENSGALP00000023773
ENSTNIP00000002882	ENSGALP00000012695
ENSTNIP00000017545	ENSGALP00000027030
ENSTNIP00000014140	ENSGALP00000013689
ENSTNIP00000014023	ENSGALP00000013689
ENSTNIP00000012893	ENSGALP00000012864
ENSTNIP00000002810	ENSGALP00000012864
ENSTNIP00000007442	ENSGALP00000041317
ENSTNIP00000004513	ENSGALP00000043171
ENSTNIP00000013404	ENSGALP00000018433
ENSTNIP00000004977	ENSGALP00000008988
ENSTNIP00000017079	ENSGALP00000008988
ENSTNIP00000005519	ENSGALP00000012367
ENSTNIP00000016935	ENSGALP00000024939
ENSTNIP00000003253	ENSGALP00000039705
ENSTNIP00000016143	ENSGALP00000039705
ENSTNIP00000009323	ENSGALP00000013113
ENSTNIP00000013916	ENSGALP00000020186
ENSTNIP00000014949	ENSGALP00000038408
ENSTNIP00000007753	ENSGALP00000020714
ENSTNIP00000022867	ENSGALP00000015246
ENSTNIP00000009747	ENSGALP00000016629
ENSTNIP00000012918	ENSGALP00000026337
ENSTNIP00000020498	ENSGALP00000016536
ENSTNIP00000011796	ENSGALP00000011770
ENSTNIP00000020674	ENSGALP00000035370
ENSTNIP00000005991	ENSGALP00000009708
ENSTNIP00000022554	ENSGALP00000000387
ENSTNIP00000020488	ENSGALP00000019425
ENSTNIP00000009141	ENSGALP00000026764
ENSTNIP00000005704	ENSGALP00000018701
ENSTNIP00000008503	ENSGALP00000041663
ENSTNIP00000019816	ENSGALP00000000260
ENSTNIP00000022498	ENSGALP00000031127
ENSTNIP00000005085	ENSGALP00000015096
ENSTNIP00000008585	ENSGALP00000002591
ENSTNIP00000022529	ENSGALP00000020178
ENSTNIP00000019687	ENSGALP00000018405
ENSTNIP00000019626	ENSGALP00000009820
ENSTNIP00000005892	ENSGALP00000009820
ENSTNIP00000010342	ENSGALP00000018028
ENSTNIP00000016179	ENSGALP00000040245
ENSTNIP00000022431	ENSGALP00000011486
ENSTNIP00000000244	ENSGALP00000011486
ENSTNIP00000018510	ENSGALP00000023559
ENSTNIP00000016573	ENSGALP00000023559
ENSTNIP00000021188	ENSGALP00000017123
ENSTNIP00000019182	ENSGALP00000010462
ENSTNIP00000013891	ENSGALP00000015213
ENSTNIP00000020577	ENSGALP00000015213
ENSTNIP00000020834	ENSGALP00000018228
ENSTNIP00000013820	ENSGALP00000005977
ENSTNIP00000019726	ENSGALP00000007283
ENSTNIP00000006293	ENSGALP00000017075
ENSTNIP00000009038	ENSGALP00000042849
ENSTNIP00000010287	ENSGALP00000004725
ENSTNIP00000005145	ENSGALP00000000021
ENSTNIP00000019762	ENSGALP00000000384
ENSTNIP00000020202	ENSGALP00000012219
ENSTNIP00000005945	ENSGALP00000015982
ENSTNIP00000010090	ENSGALP00000021757
ENSTNIP00000019003	ENSGALP00000039780
ENSTNIP00000014802	ENSGALP00000005196
ENSTNIP00000019642	ENSGALP00000005196
ENSTNIP00000007321	ENSGALP00000010871
ENSTNIP00000014173	ENSGALP00000025896
ENSTNIP00000021864	ENSGALP00000010878
ENSTNIP00000021005	ENSGALP00000013215
ENSTNIP00000011489	ENSGALP00000009127
ENSTNIP00000021769	ENSGALP00000010168
ENSTNIP00000018777	ENSGALP00000019062
ENSTNIP00000006603	ENSGALP00000016769
ENSTNIP00000012958	ENSGALP00000005525
ENSTNIP00000002326	ENSGALP00000005525
ENSTNIP00000023114	ENSGALP00000023805
ENSTNIP00000005022	ENSGALP00000002947
ENSTNIP00000019413	ENSGALP00000022584
ENSTNIP00000010146	ENSGALP00000005531
ENSTNIP00000006387	ENSGALP00000004267
ENSTNIP00000019575	ENSGALP00000018459
ENSTNIP00000021216	ENSGALP00000019498
ENSTNIP00000013592	ENSGALP00000003857
ENSTNIP00000012198	ENSGALP00000006765
ENSTNIP00000016703	ENSGALP00000006765
ENSTNIP00000009923	ENSGALP00000021842
ENSTNIP00000016064	ENSGALP00000008695
ENSTNIP00000017273	ENSGALP00000042746
ENSTNIP00000004466	ENSGALP00000026476
ENSTNIP00000007987	ENSGALP00000035817
ENSTNIP00000012033	ENSGALP00000035817
ENSTNIP00000016019	ENSGALP00000015366
ENSTNIP00000015710	ENSGALP00000015981
ENSTNIP00000011792	ENSGALP00000002633
ENSTNIP00000021363	ENSGALP00000039111
ENSTNIP00000013399	ENSGALP00000019513
ENSTNIP00000007961	ENSGALP00000009045
ENSTNIP00000019459	ENSGALP00000016610
ENSTNIP00000016875	ENSGALP00000027018
ENSTNIP00000011468	ENSGALP00000037252
ENSTNIP00000018490	ENSGALP00000032210
ENSTNIP00000010085	ENSGALP00000005375
ENSTNIP00000015533	ENSGALP00000042425
ENSTNIP00000010165	ENSGALP00000042425
ENSTNIP00000021692	ENSGALP00000042575
ENSTNIP00000004417	ENSGALP00000013852
ENSTNIP00000022536	ENSGALP00000020135
ENSTNIP00000019047	ENSGALP00000005194
ENSTNIP00000010884	ENSGALP00000041061
ENSTNIP00000017559	ENSGALP00000025340
ENSTNIP00000003538	ENSGALP00000019107
ENSTNIP00000011257	ENSGALP00000012079
ENSTNIP00000001474	ENSGALP00000012079
ENSTNIP00000021261	ENSGALP00000017807
ENSTNIP00000010671	ENSGALP00000017807
ENSTNIP00000018712	ENSGALP00000016496
ENSTNIP00000013098	ENSGALP00000040485
ENSTNIP00000019175	ENSGALP00000011669
ENSTNIP00000005434	ENSGALP00000016269
ENSTNIP00000013987	ENSGALP00000016357
ENSTNIP00000007370	ENSGALP00000016357
ENSTNIP00000012969	ENSGALP00000006501
ENSTNIP00000022098	ENSGALP00000043291
ENSTNIP00000006472	ENSGALP00000005944
ENSTNIP00000001176	ENSGALP00000008738
ENSTNIP00000012415	ENSGALP00000010798
ENSTNIP00000013298	ENSGALP00000010798
ENSTNIP00000007006	ENSGALP00000024049
ENSTNIP00000009668	ENSGALP00000006022
ENSTNIP00000010290	ENSGALP00000022443
ENSTNIP00000014141	ENSGALP00000013530
ENSTNIP00000008911	ENSGALP00000041223
ENSTNIP00000014852	ENSGALP00000007674
ENSTNIP00000020098	ENSGALP00000019634
ENSTNIP00000007891	ENSGALP00000001537
ENSTNIP00000018733	ENSGALP00000023152
ENSTNIP00000006468	ENSGALP00000012995
ENSTNIP00000001657	ENSGALP00000012995
ENSTNIP00000011344	ENSGALP00000024548
ENSTNIP00000003669	ENSGALP00000042256
ENSTNIP00000000324	ENSGALP00000042256
ENSTNIP00000021726	ENSGALP00000041554
ENSTNIP00000016171	ENSGALP00000023099
ENSTNIP00000000502	ENSGALP00000032595
ENSTNIP00000019611	ENSGALP00000032595
ENSTNIP00000021392	ENSGALP00000009066
ENSTNIP00000015248	ENSGALP00000024654
ENSTNIP00000012070	ENSGALP00000017972
ENSTNIP00000021595	ENSGALP00000017972
ENSTNIP00000019946	ENSGALP00000006752
ENSTNIP00000009083	ENSGALP00000006752
ENSTNIP00000009871	ENSGALP00000007168
ENSTNIP00000019421	ENSGALP00000022622
ENSTNIP00000008246	ENSGALP00000038010
ENSTNIP00000014611	ENSGALP00000018385
ENSTNIP00000012059	ENSGALP00000018385
ENSTNIP00000009991	ENSGALP00000008721
ENSTNIP00000016050	ENSGALP00000000726
ENSTNIP00000000477	ENSGALP00000003007
ENSTNIP00000000008	ENSGALP00000031029
ENSTNIP00000005539	ENSGALP00000011197
ENSTNIP00000005300	ENSGALP00000021538
ENSTNIP00000010180	ENSGALP00000000772
ENSTNIP00000010087	ENSGALP00000005325
ENSTNIP00000021693	ENSGALP00000015329
ENSTNIP00000010164	ENSGALP00000012592
ENSTNIP00000012253	ENSGALP00000009811
ENSTNIP00000007569	ENSGALP00000009811
ENSTNIP00000007138	ENSGALP00000020761
ENSTNIP00000012545	ENSGALP00000041421
ENSTNIP00000005125	ENSGALP00000037568
ENSTNIP00000010037	ENSGALP00000020480
ENSTNIP00000011671	ENSGALP00000039641
ENSTNIP00000009672	ENSGALP00000025530
ENSTNIP00000013865	ENSGALP00000025530
ENSTNIP00000020210	ENSGALP00000032645
ENSTNIP00000019005	ENSGALP00000005963
ENSTNIP00000004796	ENSGALP00000041436
ENSTNIP00000016932	ENSGALP00000027178
ENSTNIP00000013734	ENSGALP00000042466
ENSTNIP00000019497	ENSGALP00000041483
ENSTNIP00000019067	ENSGALP00000037987
ENSTNIP00000003771	ENSGALP00000041279
ENSTNIP00000007420	ENSGALP00000012350
ENSTNIP00000010711	ENSGALP00000012585
ENSTNIP00000005941	ENSGALP00000021338
ENSTNIP00000000578	ENSGALP00000016284
ENSTNIP00000019454	ENSGALP00000041340
ENSTNIP00000019453	ENSGALP00000041340
ENSTNIP00000020545	ENSGALP00000041340
ENSTNIP00000010480	ENSGALP00000034504
ENSTNIP00000017269	ENSGALP00000004460
ENSTNIP00000018766	ENSGALP00000027027
ENSTNIP00000002090	ENSGALP00000001944
ENSTNIP00000021729	ENSGALP00000021848
ENSTNIP00000019962	ENSGALP00000010097
ENSTNIP00000012916	ENSGALP00000026428
ENSTNIP00000008041	ENSGALP00000026428
ENSTNIP00000019409	ENSGALP00000022497
ENSTNIP00000022496	ENSGALP00000022497
ENSTNIP00000007232	ENSGALP00000034427
ENSTNIP00000014664	ENSGALP00000005315
ENSTNIP00000019599	ENSGALP00000018045
ENSTNIP00000008612	ENSGALP00000010379
ENSTNIP00000018984	ENSGALP00000012608
ENSTNIP00000011924	ENSGALP00000012608
ENSTNIP00000000634	ENSGALP00000007527
ENSTNIP00000007230	ENSGALP00000035245
ENSTNIP00000014928	ENSGALP00000002650
ENSTNIP00000018491	ENSGALP00000024079
ENSTNIP00000001415	ENSGALP00000018409
ENSTNIP00000003040	ENSGALP00000026174
ENSTNIP00000004479	ENSGALP00000005904
ENSTNIP00000019181	ENSGALP00000010494
ENSTNIP00000016524	ENSGALP00000028961
ENSTNIP00000019004	ENSGALP00000028961
ENSTNIP00000004100	ENSGALP00000004854
ENSTNIP00000022254	ENSGALP00000019763
ENSTNIP00000013252	ENSGALP00000013353
ENSTNIP00000016943	ENSGALP00000024926
ENSTNIP00000007603	ENSGALP00000042221
ENSTNIP00000017467	ENSGALP00000040670
ENSTNIP00000013331	ENSGALP00000040670
ENSTNIP00000016683	ENSGALP00000005781
ENSTNIP00000018938	ENSGALP00000041942
ENSTNIP00000015806	ENSGALP00000010352
ENSTNIP00000014799	ENSGALP00000012875
ENSTNIP00000015915	ENSGALP00000020372
ENSTNIP00000001931	ENSGALP00000036952
ENSTNIP00000008993	ENSGALP00000001762
ENSTNIP00000010252	ENSGALP00000010368
ENSTNIP00000001518	ENSGALP00000025734
ENSTNIP00000002692	ENSGALP00000022701
ENSTNIP00000012781	ENSGALP00000002647
ENSTNIP00000011509	ENSGALP00000038507
ENSTNIP00000017443	ENSGALP00000038507
ENSTNIP00000002690	ENSGALP00000007738
ENSTNIP00000007278	ENSGALP00000025859
ENSTNIP00000014324	ENSGALP00000012805
ENSTNIP00000019158	ENSGALP00000008146
ENSTNIP00000012054	ENSGALP00000035841
ENSTNIP00000018809	ENSGALP00000042929
