ENSMODP00000016222	ENSCAFP00000014731
ENSMODP00000019866	ENSCAFP00000042686
ENSMODP00000024020	ENSCAFP00000014131
ENSMODP00000010064	ENSCAFP00000041776
ENSMODP00000005441	ENSCAFP00000025104
ENSMODP00000027864	ENSCAFP00000017529
ENSMODP00000035953	ENSCAFP00000028361
ENSMODP00000004283	ENSCAFP00000029349
ENSMODP00000009105	ENSCAFP00000042579
ENSMODP00000036832	ENSCAFP00000001854
ENSMODP00000014640	ENSCAFP00000020955
ENSMODP00000016641	ENSCAFP00000019966
ENSMODP00000019725	ENSCAFP00000020445
ENSMODP00000013632	ENSCAFP00000020220
ENSMODP00000017432	ENSCAFP00000020040
ENSMODP00000016921	ENSCAFP00000002028
ENSMODP00000025604	ENSCAFP00000000213
ENSMODP00000009936	ENSCAFP00000023411
ENSMODP00000004115	ENSCAFP00000004772
ENSMODP00000034982	ENSCAFP00000004132
ENSMODP00000034984	ENSCAFP00000004139
ENSMODP00000032087	ENSCAFP00000027393
ENSMODP00000003631	ENSCAFP00000011043
ENSMODP00000014185	ENSCAFP00000013536
ENSMODP00000002789	ENSCAFP00000010967
ENSMODP00000003583	ENSCAFP00000018144
ENSMODP00000023723	ENSCAFP00000002550
ENSMODP00000022920	ENSCAFP00000018686
ENSMODP00000033234	ENSCAFP00000015204
ENSMODP00000015131	ENSCAFP00000026719
ENSMODP00000018855	ENSCAFP00000002396
ENSMODP00000020543	ENSCAFP00000033564
ENSMODP00000014545	ENSCAFP00000033192
ENSMODP00000015214	ENSCAFP00000015703
ENSMODP00000012900	ENSCAFP00000027307
ENSMODP00000037115	ENSCAFP00000009569
ENSMODP00000009001	ENSCAFP00000024567
ENSMODP00000003619	ENSCAFP00000022476
ENSMODP00000038324	ENSCAFP00000010131
ENSMODP00000003336	ENSCAFP00000030051
ENSMODP00000020450	ENSCAFP00000017095
ENSMODP00000003636	ENSCAFP00000018240
ENSMODP00000010948	ENSCAFP00000015812
ENSMODP00000031236	ENSCAFP00000000719
ENSMODP00000024947	ENSCAFP00000011985
ENSMODP00000020242	ENSCAFP00000014145
ENSMODP00000008035	ENSCAFP00000000711
ENSMODP00000010042	ENSCAFP00000000859
ENSMODP00000017981	ENSCAFP00000018208
ENSMODP00000011835	ENSCAFP00000026472
ENSMODP00000040608	ENSCAFP00000026469
ENSMODP00000007047	ENSCAFP00000029071
ENSMODP00000011322	ENSCAFP00000006235
ENSMODP00000006088	ENSCAFP00000020484
ENSMODP00000026493	ENSCAFP00000023862
ENSMODP00000016433	ENSCAFP00000040579
ENSMODP00000018082	ENSCAFP00000036692
ENSMODP00000012224	ENSCAFP00000037502
ENSMODP00000016445	ENSCAFP00000026420
ENSMODP00000037709	ENSCAFP00000013295
ENSMODP00000000740	ENSCAFP00000005569
ENSMODP00000004328	ENSCAFP00000001916
ENSMODP00000009858	ENSCAFP00000005913
ENSMODP00000021575	ENSCAFP00000020169
ENSMODP00000038702	ENSCAFP00000004319
ENSMODP00000011718	ENSCAFP00000000488
ENSMODP00000012877	ENSCAFP00000031973
ENSMODP00000014505	ENSCAFP00000020929
ENSMODP00000020838	ENSCAFP00000024294
ENSMODP00000012242	ENSCAFP00000025434
ENSMODP00000019625	ENSCAFP00000000867
ENSMODP00000011971	ENSCAFP00000019618
ENSMODP00000015208	ENSCAFP00000024952
ENSMODP00000000887	ENSCAFP00000022633
ENSMODP00000017666	ENSCAFP00000008454
ENSMODP00000002268	ENSCAFP00000024765
ENSMODP00000033852	ENSCAFP00000024968
ENSMODP00000005073	ENSCAFP00000000360
ENSMODP00000018787	ENSCAFP00000017572
ENSMODP00000012204	ENSCAFP00000013819
ENSMODP00000019477	ENSCAFP00000011416
ENSMODP00000006685	ENSCAFP00000018695
ENSMODP00000037070	ENSCAFP00000039921
ENSMODP00000005983	ENSCAFP00000015042
ENSMODP00000009741	ENSCAFP00000007463
ENSMODP00000031304	ENSCAFP00000006156
ENSMODP00000025280	ENSCAFP00000012130
ENSMODP00000023927	ENSCAFP00000013151
ENSMODP00000007285	ENSCAFP00000024586
ENSMODP00000014942	ENSCAFP00000014427
ENSMODP00000019529	ENSCAFP00000010182
ENSMODP00000008082	ENSCAFP00000024124
ENSMODP00000022314	ENSCAFP00000018594
ENSMODP00000010391	ENSCAFP00000041042
ENSMODP00000022783	ENSCAFP00000017213
ENSMODP00000006646	ENSCAFP00000018712
ENSMODP00000022543	ENSCAFP00000015207
ENSMODP00000026092	ENSCAFP00000006945
ENSMODP00000016502	ENSCAFP00000017680
ENSMODP00000014221	ENSCAFP00000014886
ENSMODP00000017230	ENSCAFP00000010829
ENSMODP00000014738	ENSCAFP00000008566
ENSMODP00000035593	ENSCAFP00000014939
ENSMODP00000004665	ENSCAFP00000041584
ENSMODP00000008768	ENSCAFP00000026384
ENSMODP00000025824	ENSCAFP00000037413
ENSMODP00000037910	ENSCAFP00000009638
ENSMODP00000032954	ENSCAFP00000002283
ENSMODP00000009347	ENSCAFP00000007269
ENSMODP00000008274	ENSCAFP00000024790
ENSMODP00000018012	ENSCAFP00000003769
ENSMODP00000017999	ENSCAFP00000003764
ENSMODP00000026857	ENSCAFP00000026870
ENSMODP00000017698	ENSCAFP00000019461
ENSMODP00000003369	ENSCAFP00000001826
ENSMODP00000003066	ENSCAFP00000007005
ENSMODP00000006561	ENSCAFP00000014637
ENSMODP00000006571	ENSCAFP00000014469
ENSMODP00000000573	ENSCAFP00000030275
ENSMODP00000026042	ENSCAFP00000004219
ENSMODP00000002568	ENSCAFP00000014869
ENSMODP00000030466	ENSCAFP00000014452
ENSMODP00000033576	ENSCAFP00000006985
ENSMODP00000028496	ENSCAFP00000019835
ENSMODP00000025295	ENSCAFP00000038493
ENSMODP00000040249	ENSCAFP00000036390
ENSMODP00000009219	ENSCAFP00000019855
ENSMODP00000015067	ENSCAFP00000024969
ENSMODP00000020618	ENSCAFP00000003118
ENSMODP00000002245	ENSCAFP00000024747
ENSMODP00000018323	ENSCAFP00000027224
ENSMODP00000011949	ENSCAFP00000029133
ENSMODP00000011583	ENSCAFP00000034848
ENSMODP00000022584	ENSCAFP00000015466
ENSMODP00000012587	ENSCAFP00000023037
ENSMODP00000019328	ENSCAFP00000005192
ENSMODP00000010747	ENSCAFP00000019298
ENSMODP00000005181	ENSCAFP00000011661
ENSMODP00000023492	ENSCAFP00000003144
ENSMODP00000012905	ENSCAFP00000014194
ENSMODP00000020538	ENSCAFP00000017664
ENSMODP00000023494	ENSCAFP00000003141
ENSMODP00000026682	ENSCAFP00000000408
ENSMODP00000007206	ENSCAFP00000037362
ENSMODP00000007658	ENSCAFP00000035063
ENSMODP00000007590	ENSCAFP00000012337
ENSMODP00000005415	ENSCAFP00000024551
ENSMODP00000018843	ENSCAFP00000020603
ENSMODP00000013520	ENSCAFP00000006920
ENSMODP00000018377	ENSCAFP00000023397
ENSMODP00000021426	ENSCAFP00000003692
ENSMODP00000022621	ENSCAFP00000021617
ENSMODP00000038226	ENSCAFP00000021297
ENSMODP00000000527	ENSCAFP00000013912
ENSMODP00000009234	ENSCAFP00000010288
ENSMODP00000021022	ENSCAFP00000018803
ENSMODP00000025583	ENSCAFP00000000189
ENSMODP00000033769	ENSCAFP00000023336
ENSMODP00000032275	ENSCAFP00000028793
ENSMODP00000015346	ENSCAFP00000012593
ENSMODP00000016992	ENSCAFP00000020266
ENSMODP00000014205	ENSCAFP00000006678
ENSMODP00000004099	ENSCAFP00000029327
ENSMODP00000022988	ENSCAFP00000019114
ENSMODP00000006931	ENSCAFP00000023342
ENSMODP00000026580	ENSCAFP00000012257
ENSMODP00000023180	ENSCAFP00000009658
ENSMODP00000032390	ENSCAFP00000035463
ENSMODP00000006350	ENSCAFP00000014481
ENSMODP00000003193	ENSCAFP00000011267
ENSMODP00000024760	ENSCAFP00000020481
ENSMODP00000004776	ENSCAFP00000009645
ENSMODP00000028686	ENSCAFP00000013621
ENSMODP00000021349	ENSCAFP00000037099
ENSMODP00000021165	ENSCAFP00000037202
ENSMODP00000012055	ENSCAFP00000011048
ENSMODP00000006606	ENSCAFP00000014694
ENSMODP00000000056	ENSCAFP00000014202
ENSMODP00000019347	ENSCAFP00000021584
ENSMODP00000005294	ENSCAFP00000035067
ENSMODP00000013045	ENSCAFP00000002091
ENSMODP00000011352	ENSCAFP00000000527
ENSMODP00000022634	ENSCAFP00000021430
ENSMODP00000011852	ENSCAFP00000017503
ENSMODP00000039132	ENSCAFP00000006727
ENSMODP00000034639	ENSCAFP00000017281
ENSMODP00000021111	ENSCAFP00000011557
ENSMODP00000026057	ENSCAFP00000037714
ENSMODP00000016249	ENSCAFP00000017201
ENSMODP00000017351	ENSCAFP00000019863
ENSMODP00000024628	ENSCAFP00000037565
ENSMODP00000011585	ENSCAFP00000026535
ENSMODP00000021299	ENSCAFP00000041877
ENSMODP00000011450	ENSCAFP00000026565
ENSMODP00000005514	ENSCAFP00000038444
ENSMODP00000021238	ENSCAFP00000009528
ENSMODP00000015112	ENSCAFP00000040755
ENSMODP00000015549	ENSCAFP00000012085
ENSMODP00000018335	ENSCAFP00000004976
ENSMODP00000014162	ENSCAFP00000014992
ENSMODP00000038772	ENSCAFP00000042914
ENSMODP00000004930	ENSCAFP00000003932
ENSMODP00000022648	ENSCAFP00000021277
ENSMODP00000025910	ENSCAFP00000015473
ENSMODP00000007656	ENSCAFP00000020370
ENSMODP00000023567	ENSCAFP00000002995
ENSMODP00000011739	ENSCAFP00000038986
ENSMODP00000009725	ENSCAFP00000011031
ENSMODP00000021634	ENSCAFP00000017154
ENSMODP00000011444	ENSCAFP00000037092
ENSMODP00000007665	ENSCAFP00000030225
ENSMODP00000016797	ENSCAFP00000026876
ENSMODP00000031317	ENSCAFP00000015120
ENSMODP00000006345	ENSCAFP00000028871
ENSMODP00000010252	ENSCAFP00000036267
ENSMODP00000019019	ENSCAFP00000014902
ENSMODP00000016596	ENSCAFP00000027665
ENSMODP00000000124	ENSCAFP00000005521
ENSMODP00000041145	ENSCAFP00000019697
ENSMODP00000017830	ENSCAFP00000042142
ENSMODP00000039008	ENSCAFP00000009830
ENSMODP00000010132	ENSCAFP00000028368
ENSMODP00000006851	ENSCAFP00000007604
ENSMODP00000019624	ENSCAFP00000006943
ENSMODP00000029521	ENSCAFP00000017831
ENSMODP00000028518	ENSCAFP00000020319
ENSMODP00000026821	ENSCAFP00000027206
ENSMODP00000000816	ENSCAFP00000013499
ENSMODP00000009216	ENSCAFP00000007147
ENSMODP00000019885	ENSCAFP00000028698
ENSMODP00000017362	ENSCAFP00000019885
ENSMODP00000024401	ENSCAFP00000010386
ENSMODP00000037713	ENSCAFP00000007056
ENSMODP00000032211	ENSCAFP00000032033
ENSMODP00000015319	ENSCAFP00000000016
ENSMODP00000016412	ENSCAFP00000014336
ENSMODP00000007520	ENSCAFP00000008481
ENSMODP00000016920	ENSCAFP00000027011
ENSMODP00000023696	ENSCAFP00000002599
ENSMODP00000010465	ENSCAFP00000019038
ENSMODP00000010232	ENSCAFP00000008776
ENSMODP00000024079	ENSCAFP00000012604
ENSMODP00000037611	ENSCAFP00000026912
ENSMODP00000017546	ENSCAFP00000003688
ENSMODP00000011227	ENSCAFP00000001864
ENSMODP00000031175	ENSCAFP00000028869
ENSMODP00000019658	ENSCAFP00000013013
ENSMODP00000009371	ENSCAFP00000024848
ENSMODP00000023057	ENSCAFP00000040398
ENSMODP00000024083	ENSCAFP00000031366
ENSMODP00000000697	ENSCAFP00000028316
ENSMODP00000003756	ENSCAFP00000018207
ENSMODP00000007180	ENSCAFP00000024645
ENSMODP00000007465	ENSCAFP00000010109
ENSMODP00000001066	ENSCAFP00000015233
ENSMODP00000015952	ENSCAFP00000030843
ENSMODP00000032620	ENSCAFP00000027961
ENSMODP00000001209	ENSCAFP00000028071
ENSMODP00000018319	ENSCAFP00000002335
ENSMODP00000035218	ENSCAFP00000017642
ENSMODP00000032817	ENSCAFP00000025042
ENSMODP00000038829	ENSCAFP00000003095
ENSMODP00000032819	ENSCAFP00000037380
ENSMODP00000025861	ENSCAFP00000015815
ENSMODP00000026080	ENSCAFP00000036658
ENSMODP00000011996	ENSCAFP00000019655
ENSMODP00000002644	ENSCAFP00000004425
ENSMODP00000023968	ENSCAFP00000030645
ENSMODP00000010783	ENSCAFP00000016695
ENSMODP00000012617	ENSCAFP00000016401
ENSMODP00000011494	ENSCAFP00000006133
ENSMODP00000004167	ENSCAFP00000038238
ENSMODP00000035121	ENSCAFP00000042777
ENSMODP00000021102	ENSCAFP00000028983
ENSMODP00000009523	ENSCAFP00000026455
ENSMODP00000006484	ENSCAFP00000027979
ENSMODP00000008405	ENSCAFP00000029605
ENSMODP00000008430	ENSCAFP00000029604
ENSMODP00000007529	ENSCAFP00000020513
ENSMODP00000021481	ENSCAFP00000028758
ENSMODP00000000973	ENSCAFP00000028224
ENSMODP00000021586	ENSCAFP00000025626
ENSMODP00000009022	ENSCAFP00000003214
ENSMODP00000017359	ENSCAFP00000019853
ENSMODP00000024816	ENSCAFP00000013655
ENSMODP00000035989	ENSCAFP00000021628
ENSMODP00000003329	ENSCAFP00000010567
ENSMODP00000014783	ENSCAFP00000043191
ENSMODP00000016827	ENSCAFP00000008356
ENSMODP00000032116	ENSCAFP00000006864
ENSMODP00000007708	ENSCAFP00000001273
ENSMODP00000018754	ENSCAFP00000014031
ENSMODP00000016996	ENSCAFP00000001995
ENSMODP00000018312	ENSCAFP00000021489
ENSMODP00000008873	ENSCAFP00000001037
ENSMODP00000021938	ENSCAFP00000004178
ENSMODP00000020250	ENSCAFP00000014005
ENSMODP00000006799	ENSCAFP00000000950
ENSMODP00000023145	ENSCAFP00000003850
ENSMODP00000022854	ENSCAFP00000017744
ENSMODP00000013163	ENSCAFP00000021105
ENSMODP00000024290	ENSCAFP00000010648
ENSMODP00000009668	ENSCAFP00000008702
ENSMODP00000037418	ENSCAFP00000008708
ENSMODP00000005706	ENSCAFP00000012933
ENSMODP00000032325	ENSCAFP00000023570
ENSMODP00000023956	ENSCAFP00000037367
ENSMODP00000026659	ENSCAFP00000016218
ENSMODP00000015702	ENSCAFP00000010863
ENSMODP00000018616	ENSCAFP00000022163
ENSMODP00000017313	ENSCAFP00000018366
ENSMODP00000012063	ENSCAFP00000019243
ENSMODP00000009360	ENSCAFP00000003034
ENSMODP00000002937	ENSCAFP00000006870
ENSMODP00000001042	ENSCAFP00000015251
ENSMODP00000022964	ENSCAFP00000023440
ENSMODP00000026023	ENSCAFP00000013014
ENSMODP00000020635	ENSCAFP00000028563
ENSMODP00000041213	ENSCAFP00000025484
ENSMODP00000002256	ENSCAFP00000039273
ENSMODP00000032861	ENSCAFP00000020508
ENSMODP00000000186	ENSCAFP00000033194
ENSMODP00000014423	ENSCAFP00000025174
ENSMODP00000018657	ENSCAFP00000023064
ENSMODP00000018904	ENSCAFP00000038688
ENSMODP00000005860	ENSCAFP00000028685
ENSMODP00000013720	ENSCAFP00000020020
ENSMODP00000002609	ENSCAFP00000022558
ENSMODP00000003624	ENSCAFP00000015422
ENSMODP00000022453	ENSCAFP00000020485
ENSMODP00000022451	ENSCAFP00000020480
ENSMODP00000016383	ENSCAFP00000002291
ENSMODP00000019284	ENSCAFP00000009167
ENSMODP00000013113	ENSCAFP00000021793
ENSMODP00000014104	ENSCAFP00000014950
ENSMODP00000020160	ENSCAFP00000019705
ENSMODP00000002602	ENSCAFP00000008329
ENSMODP00000036781	ENSCAFP00000001948
ENSMODP00000002597	ENSCAFP00000037305
ENSMODP00000013261	ENSCAFP00000005619
ENSMODP00000025440	ENSCAFP00000024195
ENSMODP00000022264	ENSCAFP00000006011
ENSMODP00000024529	ENSCAFP00000036953
ENSMODP00000038643	ENSCAFP00000005509
ENSMODP00000015845	ENSCAFP00000029424
ENSMODP00000019374	ENSCAFP00000039565
ENSMODP00000018219	ENSCAFP00000040522
ENSMODP00000017946	ENSCAFP00000022665
ENSMODP00000019568	ENSCAFP00000030496
ENSMODP00000025123	ENSCAFP00000011571
ENSMODP00000017800	ENSCAFP00000001464
ENSMODP00000025750	ENSCAFP00000016780
ENSMODP00000000418	ENSCAFP00000021916
ENSMODP00000003236	ENSCAFP00000003365
ENSMODP00000006339	ENSCAFP00000024521
ENSMODP00000009961	ENSCAFP00000019525
ENSMODP00000017678	ENSCAFP00000018607
ENSMODP00000017481	ENSCAFP00000018970
ENSMODP00000021054	ENSCAFP00000033031
ENSMODP00000024395	ENSCAFP00000017570
ENSMODP00000030235	ENSCAFP00000003128
ENSMODP00000011810	ENSCAFP00000018793
ENSMODP00000035502	ENSCAFP00000028228
ENSMODP00000035395	ENSCAFP00000011759
ENSMODP00000011557	ENSCAFP00000025812
ENSMODP00000030221	ENSCAFP00000042260
ENSMODP00000021356	ENSCAFP00000025138
ENSMODP00000024127	ENSCAFP00000011070
ENSMODP00000033908	ENSCAFP00000025134
ENSMODP00000021350	ENSCAFP00000025132
ENSMODP00000006894	ENSCAFP00000028170
ENSMODP00000017312	ENSCAFP00000001330
ENSMODP00000037951	ENSCAFP00000027044
ENSMODP00000009275	ENSCAFP00000007214
ENSMODP00000022752	ENSCAFP00000016816
ENSMODP00000016745	ENSCAFP00000017836
ENSMODP00000019852	ENSCAFP00000035741
ENSMODP00000021178	ENSCAFP00000019186
ENSMODP00000024819	ENSCAFP00000013509
ENSMODP00000036771	ENSCAFP00000001961
ENSMODP00000011782	ENSCAFP00000020836
ENSMODP00000000018	ENSCAFP00000010865
ENSMODP00000002040	ENSCAFP00000012051
ENSMODP00000036552	ENSCAFP00000016600
ENSMODP00000022937	ENSCAFP00000023208
ENSMODP00000013468	ENSCAFP00000014548
ENSMODP00000008971	ENSCAFP00000026286
ENSMODP00000035233	ENSCAFP00000031540
ENSMODP00000017492	ENSCAFP00000037592
ENSMODP00000009700	ENSCAFP00000007638
ENSMODP00000001582	ENSCAFP00000011020
ENSMODP00000024280	ENSCAFP00000018084
ENSMODP00000013199	ENSCAFP00000002227
ENSMODP00000012601	ENSCAFP00000021824
ENSMODP00000004003	ENSCAFP00000017774
ENSMODP00000021758	ENSCAFP00000015566
ENSMODP00000031624	ENSCAFP00000038133
ENSMODP00000002800	ENSCAFP00000025970
ENSMODP00000028428	ENSCAFP00000003986
ENSMODP00000000114	ENSCAFP00000011747
ENSMODP00000019205	ENSCAFP00000002595
ENSMODP00000015872	ENSCAFP00000024293
ENSMODP00000036012	ENSCAFP00000008647
ENSMODP00000012021	ENSCAFP00000006688
ENSMODP00000036078	ENSCAFP00000011027
ENSMODP00000007480	ENSCAFP00000024648
ENSMODP00000001370	ENSCAFP00000022636
ENSMODP00000002441	ENSCAFP00000040552
ENSMODP00000000741	ENSCAFP00000012980
ENSMODP00000010072	ENSCAFP00000037595
ENSMODP00000012052	ENSCAFP00000010977
ENSMODP00000028915	ENSCAFP00000009092
ENSMODP00000010141	ENSCAFP00000031798
ENSMODP00000009159	ENSCAFP00000010280
ENSMODP00000022310	ENSCAFP00000038758
ENSMODP00000034350	ENSCAFP00000010588
ENSMODP00000002477	ENSCAFP00000006360
ENSMODP00000009106	ENSCAFP00000013503
ENSMODP00000014850	ENSCAFP00000014871
ENSMODP00000027603	ENSCAFP00000025411
ENSMODP00000038176	ENSCAFP00000001020
ENSMODP00000027297	ENSCAFP00000019548
ENSMODP00000006483	ENSCAFP00000009901
ENSMODP00000010203	ENSCAFP00000013146
ENSMODP00000017571	ENSCAFP00000010030
ENSMODP00000025249	ENSCAFP00000011319
ENSMODP00000033619	ENSCAFP00000011329
ENSMODP00000013629	ENSCAFP00000017375
ENSMODP00000021535	ENSCAFP00000000433
ENSMODP00000020738	ENSCAFP00000032113
ENSMODP00000013260	ENSCAFP00000014411
ENSMODP00000033015	ENSCAFP00000007406
ENSMODP00000009387	ENSCAFP00000017370
ENSMODP00000012275	ENSCAFP00000019021
ENSMODP00000019009	ENSCAFP00000018105
ENSMODP00000005715	ENSCAFP00000039971
ENSMODP00000015188	ENSCAFP00000005851
ENSMODP00000002463	ENSCAFP00000030494
ENSMODP00000021710	ENSCAFP00000005932
ENSMODP00000012392	ENSCAFP00000023239
ENSMODP00000003594	ENSCAFP00000037697
ENSMODP00000023367	ENSCAFP00000016496
ENSMODP00000036939	ENSCAFP00000017015
ENSMODP00000020611	ENSCAFP00000033221
ENSMODP00000007129	ENSCAFP00000030188
ENSMODP00000016595	ENSCAFP00000018035
ENSMODP00000008436	ENSCAFP00000008168
ENSMODP00000005879	ENSCAFP00000029552
ENSMODP00000022055	ENSCAFP00000001478
ENSMODP00000006593	ENSCAFP00000000973
ENSMODP00000001554	ENSCAFP00000012693
ENSMODP00000002202	ENSCAFP00000039140
ENSMODP00000015259	ENSCAFP00000001731
ENSMODP00000012001	ENSCAFP00000017345
ENSMODP00000012228	ENSCAFP00000014779
ENSMODP00000005650	ENSCAFP00000009362
ENSMODP00000023481	ENSCAFP00000003171
ENSMODP00000003290	ENSCAFP00000002671
ENSMODP00000006023	ENSCAFP00000041128
ENSMODP00000011933	ENSCAFP00000018474
ENSMODP00000021920	ENSCAFP00000018910
ENSMODP00000019199	ENSCAFP00000008904
ENSMODP00000019847	ENSCAFP00000019300
ENSMODP00000008766	ENSCAFP00000024463
ENSMODP00000002167	ENSCAFP00000013302
ENSMODP00000005932	ENSCAFP00000012325
ENSMODP00000010233	ENSCAFP00000018471
ENSMODP00000013256	ENSCAFP00000008772
ENSMODP00000010236	ENSCAFP00000021445
ENSMODP00000024651	ENSCAFP00000029989
ENSMODP00000016057	ENSCAFP00000016464
ENSMODP00000035835	ENSCAFP00000022151
ENSMODP00000002434	ENSCAFP00000040383
ENSMODP00000011834	ENSCAFP00000006600
ENSMODP00000014223	ENSCAFP00000024249
ENSMODP00000020783	ENSCAFP00000007772
ENSMODP00000002663	ENSCAFP00000017025
ENSMODP00000002228	ENSCAFP00000014905
ENSMODP00000035742	ENSCAFP00000030422
ENSMODP00000000793	ENSCAFP00000001767
ENSMODP00000034936	ENSCAFP00000021126
ENSMODP00000017775	ENSCAFP00000003364
ENSMODP00000033558	ENSCAFP00000021486
ENSMODP00000026306	ENSCAFP00000015674
ENSMODP00000008112	ENSCAFP00000001094
ENSMODP00000015125	ENSCAFP00000012576
ENSMODP00000019371	ENSCAFP00000037339
ENSMODP00000024524	ENSCAFP00000011130
ENSMODP00000017789	ENSCAFP00000020487
ENSMODP00000008135	ENSCAFP00000023701
ENSMODP00000007920	ENSCAFP00000028442
ENSMODP00000018051	ENSCAFP00000020741
ENSMODP00000012026	ENSCAFP00000027973
ENSMODP00000009589	ENSCAFP00000017214
ENSMODP00000000639	ENSCAFP00000030290
ENSMODP00000020038	ENSCAFP00000041636
ENSMODP00000008498	ENSCAFP00000006867
ENSMODP00000034386	ENSCAFP00000039949
ENSMODP00000015347	ENSCAFP00000040183
ENSMODP00000024847	ENSCAFP00000012369
ENSMODP00000036121	ENSCAFP00000007768
ENSMODP00000022758	ENSCAFP00000019747
ENSMODP00000034400	ENSCAFP00000002420
ENSMODP00000013556	ENSCAFP00000014617
ENSMODP00000040987	ENSCAFP00000019709
ENSMODP00000015350	ENSCAFP00000005822
ENSMODP00000016660	ENSCAFP00000017928
ENSMODP00000039226	ENSCAFP00000024612
ENSMODP00000024179	ENSCAFP00000019457
ENSMODP00000010668	ENSCAFP00000022925
ENSMODP00000010685	ENSCAFP00000017040
ENSMODP00000037792	ENSCAFP00000016758
ENSMODP00000013914	ENSCAFP00000023610
ENSMODP00000019148	ENSCAFP00000022144
ENSMODP00000021861	ENSCAFP00000042619
ENSMODP00000011775	ENSCAFP00000017607
ENSMODP00000012321	ENSCAFP00000014908
ENSMODP00000003060	ENSCAFP00000009900
ENSMODP00000016525	ENSCAFP00000021577
ENSMODP00000025968	ENSCAFP00000013880
ENSMODP00000033707	ENSCAFP00000024714
ENSMODP00000025296	ENSCAFP00000012216
ENSMODP00000012686	ENSCAFP00000016212
ENSMODP00000025770	ENSCAFP00000016565
ENSMODP00000032051	ENSCAFP00000001404
ENSMODP00000023940	ENSCAFP00000004516
ENSMODP00000038746	ENSCAFP00000024678
ENSMODP00000012241	ENSCAFP00000020118
ENSMODP00000027463	ENSCAFP00000019820
ENSMODP00000003396	ENSCAFP00000023307
ENSMODP00000008522	ENSCAFP00000023981
ENSMODP00000026559	ENSCAFP00000041477
ENSMODP00000026561	ENSCAFP00000038735
ENSMODP00000010369	ENSCAFP00000018762
ENSMODP00000010853	ENSCAFP00000021152
ENSMODP00000001168	ENSCAFP00000023648
ENSMODP00000001969	ENSCAFP00000023347
ENSMODP00000012416	ENSCAFP00000007949
ENSMODP00000020938	ENSCAFP00000031657
ENSMODP00000018625	ENSCAFP00000023203
ENSMODP00000010709	ENSCAFP00000009788
ENSMODP00000021339	ENSCAFP00000019146
ENSMODP00000009804	ENSCAFP00000022671
ENSMODP00000010471	ENSCAFP00000036018
ENSMODP00000020833	ENSCAFP00000013030
ENSMODP00000012645	ENSCAFP00000009823
ENSMODP00000003481	ENSCAFP00000021055
ENSMODP00000024554	ENSCAFP00000016052
ENSMODP00000012792	ENSCAFP00000008270
ENSMODP00000013213	ENSCAFP00000014093
ENSMODP00000007874	ENSCAFP00000011244
ENSMODP00000001968	ENSCAFP00000031125
ENSMODP00000024151	ENSCAFP00000014261
ENSMODP00000019296	ENSCAFP00000025742
ENSMODP00000024545	ENSCAFP00000011253
ENSMODP00000029367	ENSCAFP00000029125
ENSMODP00000021821	ENSCAFP00000000330
ENSMODP00000009912	ENSCAFP00000010889
ENSMODP00000001476	ENSCAFP00000013756
ENSMODP00000017495	ENSCAFP00000001697
ENSMODP00000016142	ENSCAFP00000016515
ENSMODP00000019081	ENSCAFP00000031950
ENSMODP00000004690	ENSCAFP00000002716
ENSMODP00000001460	ENSCAFP00000002708
ENSMODP00000005905	ENSCAFP00000042298
ENSMODP00000017485	ENSCAFP00000001186
ENSMODP00000011686	ENSCAFP00000013738
ENSMODP00000007263	ENSCAFP00000000907
ENSMODP00000022411	ENSCAFP00000005673
ENSMODP00000010084	ENSCAFP00000018229
ENSMODP00000016985	ENSCAFP00000007958
ENSMODP00000010355	ENSCAFP00000028386
ENSMODP00000007903	ENSCAFP00000024883
ENSMODP00000001707	ENSCAFP00000003300
ENSMODP00000013833	ENSCAFP00000000218
ENSMODP00000023656	ENSCAFP00000002810
ENSMODP00000037403	ENSCAFP00000013822
ENSMODP00000016164	ENSCAFP00000002327
ENSMODP00000012428	ENSCAFP00000023193
