ENSMODP00000016222	ENSP00000262384
ENSMODP00000014942	ENSP00000224807
ENSMODP00000019529	ENSP00000266771
ENSMODP00000008082	ENSP00000227880
ENSMODP00000022314	ENSP00000340402
ENSMODP00000010391	ENSP00000365686
ENSMODP00000022783	ENSP00000417085
ENSMODP00000006646	ENSP00000356991
ENSMODP00000022543	ENSP00000418070
ENSMODP00000026092	ENSP00000402060
ENSMODP00000016502	ENSP00000264025
ENSMODP00000014221	ENSP00000359000
ENSMODP00000017230	ENSP00000245796
ENSMODP00000014738	ENSP00000274710
ENSMODP00000035593	ENSP00000020673
ENSMODP00000004665	ENSP00000417706
ENSMODP00000008768	ENSP00000319482
ENSMODP00000025824	ENSP00000334625
ENSMODP00000037910	ENSP00000298139
ENSMODP00000032954	ENSP00000475456
ENSMODP00000009347	ENSP00000317636
ENSMODP00000008274	ENSP00000370531
ENSMODP00000018012	ENSP00000259407
ENSMODP00000026857	ENSP00000269228
ENSMODP00000017698	ENSP00000265565
ENSMODP00000003369	ENSP00000332353
ENSMODP00000003066	ENSP00000361266
ENSMODP00000006561	ENSP00000396722
ENSMODP00000006571	ENSP00000330862
ENSMODP00000000573	ENSP00000350364
ENSMODP00000026042	ENSP00000270642
ENSMODP00000002568	ENSP00000264668
ENSMODP00000030466	ENSP00000337459
ENSMODP00000033576	ENSP00000297494
ENSMODP00000028496	ENSP00000419970
ENSMODP00000025295	ENSP00000283122
ENSMODP00000040249	ENSP00000355480
ENSMODP00000009219	ENSP00000387536
ENSMODP00000015067	ENSP00000420927
ENSMODP00000020618	ENSP00000005178
ENSMODP00000002245	ENSP00000378405
ENSMODP00000018323	ENSP00000333633
ENSMODP00000011949	ENSP00000338629
ENSMODP00000011583	ENSP00000349076
ENSMODP00000022584	ENSP00000417654
ENSMODP00000012587	ENSP00000247138
ENSMODP00000019328	ENSP00000320566
ENSMODP00000010747	ENSP00000322142
ENSMODP00000022570	ENSP00000380024
ENSMODP00000005573	ENSP00000364929
ENSMODP00000005181	ENSP00000307183
ENSMODP00000023492	ENSP00000377265
ENSMODP00000022320	ENSP00000362332
ENSMODP00000012905	ENSP00000368924
ENSMODP00000020538	ENSP00000201031
ENSMODP00000023494	ENSP00000008391
ENSMODP00000026682	ENSP00000300209
ENSMODP00000007658	ENSP00000267273
ENSMODP00000017716	ENSP00000406482
ENSMODP00000005415	ENSP00000290902
ENSMODP00000018843	ENSP00000316881
ENSMODP00000013520	ENSP00000323696
ENSMODP00000018377	ENSP00000347649
ENSMODP00000021426	ENSP00000236040
ENSMODP00000022621	ENSP00000379951
ENSMODP00000038226	ENSP00000321005
ENSMODP00000017283	ENSP00000340507
ENSMODP00000000527	ENSP00000351250
ENSMODP00000009234	ENSP00000384876
ENSMODP00000021022	ENSP00000217169
ENSMODP00000025583	ENSP00000419185
ENSMODP00000033769	ENSP00000302630
ENSMODP00000032275	ENSP00000371786
ENSMODP00000015346	ENSP00000261726
ENSMODP00000016992	ENSP00000353401
ENSMODP00000014205	ENSP00000396935
ENSMODP00000039908	ENSP00000417003
ENSMODP00000004099	ENSP00000268676
ENSMODP00000006931	ENSP00000270560
ENSMODP00000026580	ENSP00000304277
ENSMODP00000023180	ENSP00000433102
ENSMODP00000032390	ENSP00000373272
ENSMODP00000006350	ENSP00000256649
ENSMODP00000003193	ENSP00000338964
ENSMODP00000000396	ENSP00000381340
ENSMODP00000012716	ENSP00000265723
ENSMODP00000004776	ENSP00000393324
ENSMODP00000028686	ENSP00000318057
ENSMODP00000021349	ENSP00000242480
ENSMODP00000021165	ENSP00000445626
ENSMODP00000012055	ENSP00000331327
ENSMODP00000006606	ENSP00000374205
ENSMODP00000000056	ENSP00000219905
ENSMODP00000019347	ENSP00000409738
ENSMODP00000005294	ENSP00000321951
ENSMODP00000013045	ENSP00000314380
ENSMODP00000022634	ENSP00000437402
ENSMODP00000011852	ENSP00000387194
ENSMODP00000039132	ENSP00000221476
ENSMODP00000012938	ENSP00000299198
ENSMODP00000034639	ENSP00000357106
ENSMODP00000021111	ENSP00000384193
ENSMODP00000026057	ENSP00000222374
ENSMODP00000016249	ENSP00000227348
ENSMODP00000017351	ENSP00000395359
ENSMODP00000024628	ENSP00000475496
ENSMODP00000011585	ENSP00000268099
ENSMODP00000021299	ENSP00000307275
ENSMODP00000011450	ENSP00000355387
ENSMODP00000005514	ENSP00000316007
ENSMODP00000021238	ENSP00000349320
ENSMODP00000015112	ENSP00000418081
ENSMODP00000015549	ENSP00000419101
ENSMODP00000018335	ENSP00000302177
ENSMODP00000014162	ENSP00000324944
ENSMODP00000038772	ENSP00000314196
ENSMODP00000004930	ENSP00000245615
ENSMODP00000022648	ENSP00000261407
ENSMODP00000007656	ENSP00000406052
ENSMODP00000023567	ENSP00000346065
ENSMODP00000011739	ENSP00000384376
ENSMODP00000009725	ENSP00000255324
ENSMODP00000021634	ENSP00000381504
ENSMODP00000011444	ENSP00000414624
ENSMODP00000007665	ENSP00000325674
ENSMODP00000016797	ENSP00000452634
ENSMODP00000016776	ENSP00000369409
ENSMODP00000018496	ENSP00000284073
ENSMODP00000031317	ENSP00000257552
ENSMODP00000006345	ENSP00000233078
ENSMODP00000010252	ENSP00000349415
ENSMODP00000019019	ENSP00000229340
ENSMODP00000016596	ENSP00000257017
ENSMODP00000000124	ENSP00000306496
ENSMODP00000041145	ENSP00000358644
ENSMODP00000017830	ENSP00000393987
ENSMODP00000039008	ENSP00000295569
ENSMODP00000010132	ENSP00000263519
ENSMODP00000006851	ENSP00000353414
ENSMODP00000019624	ENSP00000369677
ENSMODP00000029521	ENSP00000335481
ENSMODP00000028518	ENSP00000318234
ENSMODP00000026821	ENSP00000254528
ENSMODP00000000816	ENSP00000332806
ENSMODP00000009216	ENSP00000325355
ENSMODP00000019885	ENSP00000345436
ENSMODP00000017362	ENSP00000364627
ENSMODP00000024401	ENSP00000274289
ENSMODP00000037713	ENSP00000361275
ENSMODP00000032211	ENSP00000466248
ENSMODP00000015411	ENSP00000253159
ENSMODP00000015319	ENSP00000441823
ENSMODP00000016412	ENSP00000251020
ENSMODP00000007520	ENSP00000333537
ENSMODP00000023696	ENSP00000259708
ENSMODP00000010465	ENSP00000399403
ENSMODP00000010232	ENSP00000250693
ENSMODP00000024079	ENSP00000348064
ENSMODP00000037611	ENSP00000320543
ENSMODP00000017546	ENSP00000406209
ENSMODP00000011227	ENSP00000317431
ENSMODP00000031175	ENSP00000367323
ENSMODP00000019658	ENSP00000419952
ENSMODP00000009371	ENSP00000302719
ENSMODP00000015699	ENSP00000344208
ENSMODP00000023057	ENSP00000285208
ENSMODP00000024083	ENSP00000410403
ENSMODP00000000697	ENSP00000465419
ENSMODP00000003756	ENSP00000355938
ENSMODP00000007180	ENSP00000320234
ENSMODP00000007465	ENSP00000437041
ENSMODP00000001066	ENSP00000356218
ENSMODP00000015952	ENSP00000407726
ENSMODP00000019901	ENSP00000364220
ENSMODP00000032643	ENSP00000301286
ENSMODP00000032620	ENSP00000221957
ENSMODP00000001209	ENSP00000371272
ENSMODP00000035218	ENSP00000300055
ENSMODP00000008643	ENSP00000336762
ENSMODP00000032817	ENSP00000475417
ENSMODP00000038829	ENSP00000405514
ENSMODP00000032819	ENSP00000424474
ENSMODP00000025861	ENSP00000226574
ENSMODP00000026080	ENSP00000221452
ENSMODP00000011996	ENSP00000384273
ENSMODP00000002644	ENSP00000295025
ENSMODP00000023968	ENSP00000329468
ENSMODP00000010783	ENSP00000265846
ENSMODP00000012617	ENSP00000353078
ENSMODP00000004827	ENSP00000380505
ENSMODP00000011494	ENSP00000366326
ENSMODP00000004167	ENSP00000338348
ENSMODP00000035121	ENSP00000380178
ENSMODP00000022295	ENSP00000207457
ENSMODP00000009523	ENSP00000379263
ENSMODP00000006484	ENSP00000283025
ENSMODP00000008405	ENSP00000259339
ENSMODP00000008430	ENSP00000345719
ENSMODP00000007529	ENSP00000356599
ENSMODP00000021481	ENSP00000350102
ENSMODP00000000973	ENSP00000078445
ENSMODP00000021586	ENSP00000357596
ENSMODP00000009022	ENSP00000342136
ENSMODP00000017359	ENSP00000329140
ENSMODP00000024816	ENSP00000434939
ENSMODP00000035989	ENSP00000273062
ENSMODP00000024160	ENSP00000273179
ENSMODP00000019294	ENSP00000411145
ENSMODP00000003329	ENSP00000283268
ENSMODP00000014783	ENSP00000359357
ENSMODP00000016827	ENSP00000342137
ENSMODP00000032116	ENSP00000346240
ENSMODP00000007708	ENSP00000216180
ENSMODP00000018754	ENSP00000337701
ENSMODP00000016996	ENSP00000378072
ENSMODP00000018312	ENSP00000265838
ENSMODP00000008873	ENSP00000356015
ENSMODP00000019213	ENSP00000295709
ENSMODP00000021938	ENSP00000361769
ENSMODP00000020250	ENSP00000439287
ENSMODP00000006799	ENSP00000384892
ENSMODP00000023145	ENSP00000428417
ENSMODP00000022854	ENSP00000323313
ENSMODP00000013163	ENSP00000264065
ENSMODP00000024290	ENSP00000381104
ENSMODP00000009668	ENSP00000365567
ENSMODP00000005706	ENSP00000360184
ENSMODP00000032325	ENSP00000216605
ENSMODP00000023956	ENSP00000379108
ENSMODP00000026659	ENSP00000265686
ENSMODP00000015702	ENSP00000332247
ENSMODP00000018616	ENSP00000264649
ENSMODP00000017313	ENSP00000336740
ENSMODP00000012063	ENSP00000339916
ENSMODP00000009360	ENSP00000338127
ENSMODP00000002937	ENSP00000361158
ENSMODP00000022964	ENSP00000349616
ENSMODP00000026023	ENSP00000421981
ENSMODP00000020635	ENSP00000321804
ENSMODP00000009512	ENSP00000326031
ENSMODP00000041213	ENSP00000430955
ENSMODP00000002256	ENSP00000304051
ENSMODP00000032861	ENSP00000366395
ENSMODP00000000186	ENSP00000326699
ENSMODP00000014423	ENSP00000320866
ENSMODP00000018657	ENSP00000269881
ENSMODP00000018904	ENSP00000264735
ENSMODP00000013720	ENSP00000332488
ENSMODP00000002609	ENSP00000261854
ENSMODP00000003624	ENSP00000288680
ENSMODP00000022453	ENSP00000229304
ENSMODP00000022451	ENSP00000229335
ENSMODP00000016383	ENSP00000244669
ENSMODP00000019284	ENSP00000307252
ENSMODP00000013113	ENSP00000278060
ENSMODP00000014104	ENSP00000297792
ENSMODP00000020160	ENSP00000383042
ENSMODP00000002602	ENSP00000269397
ENSMODP00000036781	ENSP00000216133
ENSMODP00000011965	ENSP00000384490
ENSMODP00000002597	ENSP00000308750
ENSMODP00000013261	ENSP00000441801
ENSMODP00000025440	ENSP00000227524
ENSMODP00000022264	ENSP00000430432
ENSMODP00000014638	ENSP00000359128
ENSMODP00000015845	ENSP00000361110
ENSMODP00000019374	ENSP00000368835
ENSMODP00000018219	ENSP00000312272
ENSMODP00000017946	ENSP00000342832
ENSMODP00000019568	ENSP00000381821
ENSMODP00000025123	ENSP00000432648
ENSMODP00000017800	ENSP00000381823
ENSMODP00000025750	ENSP00000265175
ENSMODP00000000418	ENSP00000343405
ENSMODP00000023657	ENSP00000280551
ENSMODP00000003236	ENSP00000259605
ENSMODP00000006339	ENSP00000274811
ENSMODP00000009961	ENSP00000368824
ENSMODP00000017678	ENSP00000354609
ENSMODP00000021054	ENSP00000357232
ENSMODP00000024395	ENSP00000268122
ENSMODP00000030235	ENSP00000360217
ENSMODP00000011810	ENSP00000215812
ENSMODP00000035502	ENSP00000251170
ENSMODP00000035395	ENSP00000341564
ENSMODP00000011557	ENSP00000343877
ENSMODP00000030221	ENSP00000406197
ENSMODP00000032196	ENSP00000363414
ENSMODP00000021356	ENSP00000414378
ENSMODP00000006487	ENSP00000215368
ENSMODP00000024127	ENSP00000328777
ENSMODP00000021350	ENSP00000357392
ENSMODP00000006894	ENSP00000359489
ENSMODP00000017312	ENSP00000265343
ENSMODP00000037951	ENSP00000321537
ENSMODP00000009275	ENSP00000376333
ENSMODP00000022752	ENSP00000273666
ENSMODP00000016745	ENSP00000265563
ENSMODP00000019852	ENSP00000342538
ENSMODP00000021178	ENSP00000359070
ENSMODP00000024819	ENSP00000317743
ENSMODP00000036771	ENSP00000385616
ENSMODP00000011782	ENSP00000297325
ENSMODP00000000018	ENSP00000348496
ENSMODP00000002040	ENSP00000363391
ENSMODP00000036552	ENSP00000384015
ENSMODP00000013468	ENSP00000341280
ENSMODP00000008971	ENSP00000460971
ENSMODP00000033461	ENSP00000278853
ENSMODP00000035233	ENSP00000386289
ENSMODP00000017492	ENSP00000363458
ENSMODP00000009700	ENSP00000252891
ENSMODP00000008355	ENSP00000347169
ENSMODP00000003515	ENSP00000285599
ENSMODP00000001582	ENSP00000261483
ENSMODP00000024280	ENSP00000353655
ENSMODP00000030142	ENSP00000375081
ENSMODP00000012601	ENSP00000382544
ENSMODP00000004003	ENSP00000339179
ENSMODP00000021758	ENSP00000362634
ENSMODP00000031624	ENSP00000354168
ENSMODP00000002800	ENSP00000451575
ENSMODP00000000114	ENSP00000419199
ENSMODP00000019205	ENSP00000397655
ENSMODP00000015872	ENSP00000377840
ENSMODP00000036012	ENSP00000438949
ENSMODP00000012021	ENSP00000320025
ENSMODP00000036078	ENSP00000265997
ENSMODP00000007480	ENSP00000265085
ENSMODP00000001370	ENSP00000443985
ENSMODP00000000741	ENSP00000263791
ENSMODP00000010072	ENSP00000199389
ENSMODP00000012052	ENSP00000307235
ENSMODP00000028915	ENSP00000233057
ENSMODP00000010141	ENSP00000359575
ENSMODP00000009159	ENSP00000338207
ENSMODP00000022310	ENSP00000442786
ENSMODP00000034350	ENSP00000257818
ENSMODP00000002477	ENSP00000361043
ENSMODP00000009106	ENSP00000336606
ENSMODP00000014850	ENSP00000386520
ENSMODP00000027603	ENSP00000362441
ENSMODP00000038176	ENSP00000216268
ENSMODP00000027297	ENSP00000357637
ENSMODP00000006483	ENSP00000370022
ENSMODP00000010203	ENSP00000430241
ENSMODP00000017571	ENSP00000353331
ENSMODP00000017470	ENSP00000368190
ENSMODP00000025243	ENSP00000303834
ENSMODP00000025249	ENSP00000303096
ENSMODP00000013629	ENSP00000362942
ENSMODP00000021535	ENSP00000417038
ENSMODP00000020738	ENSP00000360054
ENSMODP00000033015	ENSP00000311713
ENSMODP00000009387	ENSP00000348278
ENSMODP00000012275	ENSP00000336655
ENSMODP00000019009	ENSP00000194530
ENSMODP00000005715	ENSP00000281456
ENSMODP00000015188	ENSP00000281154
ENSMODP00000002463	ENSP00000358888
ENSMODP00000021710	ENSP00000011473
ENSMODP00000012392	ENSP00000263233
ENSMODP00000003594	ENSP00000418994
ENSMODP00000023367	ENSP00000358297
ENSMODP00000028116	ENSP00000417653
ENSMODP00000036939	ENSP00000320176
ENSMODP00000020611	ENSP00000415579
ENSMODP00000007129	ENSP00000264010
ENSMODP00000016595	ENSP00000318085
ENSMODP00000008436	ENSP00000451712
ENSMODP00000005879	ENSP00000343635
ENSMODP00000022055	ENSP00000357341
ENSMODP00000006593	ENSP00000405424
ENSMODP00000001554	ENSP00000217320
ENSMODP00000002202	ENSP00000337838
ENSMODP00000015259	ENSP00000274721
ENSMODP00000012001	ENSP00000347591
ENSMODP00000012228	ENSP00000428518
ENSMODP00000005650	ENSP00000313423
ENSMODP00000023481	ENSP00000360158
ENSMODP00000003290	ENSP00000366243
ENSMODP00000006023	ENSP00000367655
ENSMODP00000011933	ENSP00000357048
ENSMODP00000021920	ENSP00000350071
ENSMODP00000019199	ENSP00000263918
ENSMODP00000019847	ENSP00000327197
ENSMODP00000008766	ENSP00000403712
ENSMODP00000002167	ENSP00000004980
ENSMODP00000005932	ENSP00000258080
ENSMODP00000010233	ENSP00000357980
ENSMODP00000013256	ENSP00000305919
ENSMODP00000010236	ENSP00000303766
ENSMODP00000024651	ENSP00000420267
ENSMODP00000016057	ENSP00000356331
ENSMODP00000035835	ENSP00000371858
ENSMODP00000002434	ENSP00000419740
ENSMODP00000014223	ENSP00000364145
ENSMODP00000020783	ENSP00000369100
ENSMODP00000002663	ENSP00000356047
ENSMODP00000002228	ENSP00000356113
ENSMODP00000035742	ENSP00000296589
ENSMODP00000000793	ENSP00000024061
ENSMODP00000034936	ENSP00000323847
ENSMODP00000033076	ENSP00000282026
ENSMODP00000033558	ENSP00000322628
ENSMODP00000026306	ENSP00000381140
ENSMODP00000008112	ENSP00000314036
ENSMODP00000019371	ENSP00000310551
ENSMODP00000024524	ENSP00000370395
ENSMODP00000017789	ENSP00000433757
ENSMODP00000008135	ENSP00000005340
ENSMODP00000007920	ENSP00000368169
ENSMODP00000018051	ENSP00000394352
ENSMODP00000012026	ENSP00000378328
ENSMODP00000009589	ENSP00000427130
ENSMODP00000005299	ENSP00000261739
ENSMODP00000000639	ENSP00000359982
ENSMODP00000020038	ENSP00000408005
ENSMODP00000008498	ENSP00000262613
ENSMODP00000023369	ENSP00000342143
ENSMODP00000034386	ENSP00000347742
ENSMODP00000015347	ENSP00000294725
ENSMODP00000024847	ENSP00000415106
ENSMODP00000036121	ENSP00000280098
ENSMODP00000022758	ENSP00000228251
ENSMODP00000021948	ENSP00000007699
ENSMODP00000002901	ENSP00000262746
ENSMODP00000040987	ENSP00000368646
ENSMODP00000015350	ENSP00000296464
ENSMODP00000016660	ENSP00000384144
ENSMODP00000039226	ENSP00000357189
ENSMODP00000024179	ENSP00000299633
ENSMODP00000010668	ENSP00000317396
ENSMODP00000010685	ENSP00000258229
ENSMODP00000037792	ENSP00000370299
ENSMODP00000013914	ENSP00000365188
ENSMODP00000014568	ENSP00000368637
ENSMODP00000019148	ENSP00000406546
ENSMODP00000011775	ENSP00000298472
ENSMODP00000012321	ENSP00000387549
ENSMODP00000003060	ENSP00000363229
ENSMODP00000016525	ENSP00000343899
ENSMODP00000007256	ENSP00000283309
ENSMODP00000025968	ENSP00000394794
ENSMODP00000033707	ENSP00000271555
ENSMODP00000025296	ENSP00000340874
ENSMODP00000012686	ENSP00000444972
ENSMODP00000025770	ENSP00000265165
ENSMODP00000032051	ENSP00000340347
ENSMODP00000023940	ENSP00000306512
ENSMODP00000038746	ENSP00000441640
ENSMODP00000027463	ENSP00000416508
ENSMODP00000018906	ENSP00000341942
ENSMODP00000003396	ENSP00000327214
ENSMODP00000008522	ENSP00000438547
ENSMODP00000026561	ENSP00000390111
ENSMODP00000010369	ENSP00000350024
ENSMODP00000010853	ENSP00000362285
ENSMODP00000001168	ENSP00000380081
ENSMODP00000001969	ENSP00000345295
ENSMODP00000012416	ENSP00000265807
ENSMODP00000020938	ENSP00000376123
ENSMODP00000010709	ENSP00000350078
ENSMODP00000021339	ENSP00000279873
ENSMODP00000009804	ENSP00000347602
ENSMODP00000010471	ENSP00000264183
ENSMODP00000020833	ENSP00000325074
ENSMODP00000012645	ENSP00000336591
ENSMODP00000003481	ENSP00000335083
ENSMODP00000024554	ENSP00000399970
ENSMODP00000012792	ENSP00000430684
ENSMODP00000013213	ENSP00000359424
ENSMODP00000007874	ENSP00000224356
ENSMODP00000020063	ENSP00000366354
ENSMODP00000024151	ENSP00000299163
ENSMODP00000019296	ENSP00000398410
ENSMODP00000024545	ENSP00000385727
ENSMODP00000029367	ENSP00000298532
ENSMODP00000021821	ENSP00000339992
ENSMODP00000009912	ENSP00000429633
ENSMODP00000001476	ENSP00000217026
ENSMODP00000017495	ENSP00000398861
ENSMODP00000016142	ENSP00000323780
ENSMODP00000019081	ENSP00000295759
ENSMODP00000004690	ENSP00000297991
ENSMODP00000021447	ENSP00000318355
ENSMODP00000001460	ENSP00000297988
ENSMODP00000005905	ENSP00000284770
ENSMODP00000017485	ENSP00000253754
ENSMODP00000011686	ENSP00000312634
ENSMODP00000007263	ENSP00000337180
ENSMODP00000022411	ENSP00000392257
ENSMODP00000010084	ENSP00000260970
ENSMODP00000016985	ENSP00000232978
ENSMODP00000005548	ENSP00000359233
ENSMODP00000007903	ENSP00000349396
ENSMODP00000001707	ENSP00000258428
ENSMODP00000013833	ENSP00000462664
ENSMODP00000023656	ENSP00000361310
ENSMODP00000037403	ENSP00000241436
ENSMODP00000016164	ENSP00000230323
ENSMODP00000012428	ENSP00000314129
ENSMODP00000004592	ENSP00000295600
ENSMODP00000014283	ENSP00000361458
ENSMODP00000026588	ENSP00000354543
ENSMODP00000010683	ENSP00000368237
ENSMODP00000016395	ENSP00000351155
ENSMODP00000010551	ENSP00000381844
ENSMODP00000023437	ENSP00000358060
ENSMODP00000014968	ENSP00000338093
ENSMODP00000012153	ENSP00000355308
ENSMODP00000004472	ENSP00000419503
ENSMODP00000034776	ENSP00000261875
ENSMODP00000001874	ENSP00000360195
ENSMODP00000032142	ENSP00000328923
ENSMODP00000012820	ENSP00000309087
ENSMODP00000002407	ENSP00000420418
ENSMODP00000002840	ENSP00000247930
ENSMODP00000002422	ENSP00000262085
ENSMODP00000002852	ENSP00000395007
ENSMODP00000002429	ENSP00000338572
ENSMODP00000009399	ENSP00000399709
ENSMODP00000008447	ENSP00000448310
ENSMODP00000003128	ENSP00000361281
ENSMODP00000025491	ENSP00000332413
ENSMODP00000007131	ENSP00000360431
ENSMODP00000000751	ENSP00000362369
ENSMODP00000024419	ENSP00000268129
ENSMODP00000024125	ENSP00000302657
ENSMODP00000019615	ENSP00000326491
ENSMODP00000023402	ENSP00000358131
ENSMODP00000014693	ENSP00000305926
ENSMODP00000021739	ENSP00000237289
ENSMODP00000012802	ENSP00000352676
ENSMODP00000009957	ENSP00000228740
ENSMODP00000013972	ENSP00000358894
ENSMODP00000020017	ENSP00000305449
ENSMODP00000020001	ENSP00000366275
ENSMODP00000014280	ENSP00000289013
ENSMODP00000022164	ENSP00000357453
ENSMODP00000006393	ENSP00000348959
ENSMODP00000012734	ENSP00000380034
ENSMODP00000005128	ENSP00000327968
ENSMODP00000024360	ENSP00000246104
ENSMODP00000005767	ENSP00000203556
ENSMODP00000006840	ENSP00000439601
ENSMODP00000022447	ENSP00000230085
ENSMODP00000015486	ENSP00000377059
ENSMODP00000005897	ENSP00000311538
ENSMODP00000009035	ENSP00000342626
ENSMODP00000020293	ENSP00000333640
ENSMODP00000029415	ENSP00000356870
ENSMODP00000018479	ENSP00000411514
ENSMODP00000012767	ENSP00000386845
ENSMODP00000018547	ENSP00000281523
ENSMODP00000031639	ENSP00000396843
ENSMODP00000027788	ENSP00000370340
ENSMODP00000026226	ENSP00000332513
ENSMODP00000040033	ENSP00000358853
ENSMODP00000026658	ENSP00000265689
ENSMODP00000001449	ENSP00000356170
ENSMODP00000022775	ENSP00000228434
ENSMODP00000038235	ENSP00000390661
ENSMODP00000016184	ENSP00000362151
ENSMODP00000034105	ENSP00000420736
ENSMODP00000012328	ENSP00000365380
ENSMODP00000008853	ENSP00000347883
ENSMODP00000036033	ENSP00000404296
ENSMODP00000001842	ENSP00000272203
ENSMODP00000020732	ENSP00000360069
ENSMODP00000013217	ENSP00000368698
ENSMODP00000021631	ENSP00000361664
ENSMODP00000021551	ENSP00000356575
ENSMODP00000024814	ENSP00000432869
ENSMODP00000010380	ENSP00000309096
ENSMODP00000008306	ENSP00000370767
ENSMODP00000008341	ENSP00000460548
ENSMODP00000000102	ENSP00000333900
ENSMODP00000018034	ENSP00000289166
ENSMODP00000022951	ENSP00000318298
ENSMODP00000018218	ENSP00000443410
ENSMODP00000028988	ENSP00000358458
ENSMODP00000014723	ENSP00000359181
ENSMODP00000017408	ENSP00000242248
ENSMODP00000005738	ENSP00000360216
ENSMODP00000012762	ENSP00000265421
ENSMODP00000023922	ENSP00000476519
ENSMODP00000019593	ENSP00000427120
