ENSORLP00000011382	ENSGACP00000024945
ENSORLP00000017466	ENSGACP00000013450
ENSORLP00000016407	ENSGACP00000007062
ENSORLP00000015225	ENSGACP00000025168
ENSORLP00000005899	ENSGACP00000018621
ENSORLP00000018925	ENSGACP00000015595
ENSORLP00000003200	ENSGACP00000027075
ENSORLP00000016932	ENSGACP00000002482
ENSORLP00000013330	ENSGACP00000015200
ENSORLP00000006703	ENSGACP00000010138
ENSORLP00000020649	ENSGACP00000014484
ENSORLP00000013120	ENSGACP00000007335
ENSORLP00000021408	ENSGACP00000014770
ENSORLP00000017806	ENSGACP00000016172
ENSORLP00000015964	ENSGACP00000024357
ENSORLP00000022239	ENSGACP00000019523
ENSORLP00000024786	ENSGACP00000016778
ENSORLP00000000640	ENSGACP00000023333
ENSORLP00000012533	ENSGACP00000001426
ENSORLP00000004693	ENSGACP00000005705
ENSORLP00000022311	ENSGACP00000010458
ENSORLP00000021091	ENSGACP00000007957
ENSORLP00000013449	ENSGACP00000007626
ENSORLP00000012571	ENSGACP00000003516
ENSORLP00000009845	ENSGACP00000011322
ENSORLP00000006238	ENSGACP00000021331
ENSORLP00000011233	ENSGACP00000013049
ENSORLP00000021090	ENSGACP00000004140
ENSORLP00000005200	ENSGACP00000025750
ENSORLP00000025382	ENSGACP00000019148
ENSORLP00000013273	ENSGACP00000009024
ENSORLP00000025778	ENSGACP00000019139
ENSORLP00000002793	ENSGACP00000021558
ENSORLP00000007565	ENSGACP00000025677
ENSORLP00000003926	ENSGACP00000012007
ENSORLP00000016480	ENSGACP00000015799
ENSORLP00000018319	ENSGACP00000000812
ENSORLP00000016960	ENSGACP00000016109
ENSORLP00000013611	ENSGACP00000023256
ENSORLP00000017089	ENSGACP00000016160
ENSORLP00000013597	ENSGACP00000023253
ENSORLP00000001810	ENSGACP00000018103
ENSORLP00000014003	ENSGACP00000014880
ENSORLP00000013547	ENSGACP00000015967
ENSORLP00000008804	ENSGACP00000006721
ENSORLP00000010408	ENSGACP00000012822
ENSORLP00000015382	ENSGACP00000025732
ENSORLP00000000955	ENSGACP00000022562
ENSORLP00000024303	ENSGACP00000011924
ENSORLP00000007370	ENSGACP00000008097
ENSORLP00000011202	ENSGACP00000013458
ENSORLP00000021670	ENSGACP00000009115
ENSORLP00000021905	ENSGACP00000015569
ENSORLP00000002460	ENSGACP00000018946
ENSORLP00000016137	ENSGACP00000025616
ENSORLP00000020239	ENSGACP00000008389
ENSORLP00000002453	ENSGACP00000009720
ENSORLP00000001945	ENSGACP00000022499
ENSORLP00000021417	ENSGACP00000002436
ENSORLP00000014546	ENSGACP00000023501
ENSORLP00000024006	ENSGACP00000001210
ENSORLP00000014533	ENSGACP00000014750
ENSORLP00000023562	ENSGACP00000014637
ENSORLP00000025361	ENSGACP00000017766
ENSORLP00000017810	ENSGACP00000016155
ENSORLP00000017189	ENSGACP00000014967
ENSORLP00000014924	ENSGACP00000026775
ENSORLP00000019751	ENSGACP00000017720
ENSORLP00000013289	ENSGACP00000023168
ENSORLP00000008039	ENSGACP00000006850
ENSORLP00000020092	ENSGACP00000000388
ENSORLP00000007978	ENSGACP00000010687
ENSORLP00000019342	ENSGACP00000027546
ENSORLP00000022468	ENSGACP00000022436
ENSORLP00000007005	ENSGACP00000009783
ENSORLP00000009287	ENSGACP00000006438
ENSORLP00000024202	ENSGACP00000017556
ENSORLP00000003686	ENSGACP00000016553
ENSORLP00000015046	ENSGACP00000013794
ENSORLP00000007689	ENSGACP00000002583
ENSORLP00000006193	ENSGACP00000008851
ENSORLP00000018788	ENSGACP00000011962
ENSORLP00000000587	ENSGACP00000020560
ENSORLP00000015748	ENSGACP00000021742
ENSORLP00000006268	ENSGACP00000009929
ENSORLP00000008504	ENSGACP00000013617
ENSORLP00000018750	ENSGACP00000024845
ENSORLP00000002291	ENSGACP00000007476
ENSORLP00000019066	ENSGACP00000002768
ENSORLP00000021048	ENSGACP00000017633
ENSORLP00000001881	ENSGACP00000014563
ENSORLP00000019227	ENSGACP00000008862
ENSORLP00000014563	ENSGACP00000002243
ENSORLP00000014904	ENSGACP00000023563
ENSORLP00000015634	ENSGACP00000014146
ENSORLP00000016522	ENSGACP00000004347
ENSORLP00000018166	ENSGACP00000024642
ENSORLP00000006852	ENSGACP00000023961
ENSORLP00000019932	ENSGACP00000010920
ENSORLP00000018275	ENSGACP00000020256
ENSORLP00000005287	ENSGACP00000018674
ENSORLP00000006617	ENSGACP00000021244
ENSORLP00000015378	ENSGACP00000015197
ENSORLP00000007697	ENSGACP00000010883
ENSORLP00000014432	ENSGACP00000010157
ENSORLP00000016349	ENSGACP00000024582
ENSORLP00000009759	ENSGACP00000014105
ENSORLP00000015370	ENSGACP00000021643
ENSORLP00000016235	ENSGACP00000006789
ENSORLP00000006622	ENSGACP00000019984
ENSORLP00000021170	ENSGACP00000007247
ENSORLP00000006700	ENSGACP00000008515
ENSORLP00000017682	ENSGACP00000005764
ENSORLP00000006016	ENSGACP00000025833
ENSORLP00000008593	ENSGACP00000006690
ENSORLP00000004579	ENSGACP00000027174
ENSORLP00000005540	ENSGACP00000023717
ENSORLP00000000764	ENSGACP00000001234
ENSORLP00000010020	ENSGACP00000003615
ENSORLP00000021423	ENSGACP00000005917
ENSORLP00000005433	ENSGACP00000019465
ENSORLP00000016275	ENSGACP00000024117
ENSORLP00000017243	ENSGACP00000018050
ENSORLP00000001337	ENSGACP00000018757
ENSORLP00000005361	ENSGACP00000020047
ENSORLP00000020996	ENSGACP00000007585
ENSORLP00000024525	ENSGACP00000026129
ENSORLP00000009575	ENSGACP00000011922
ENSORLP00000008967	ENSGACP00000012417
ENSORLP00000007415	ENSGACP00000026257
ENSORLP00000009804	ENSGACP00000003547
ENSORLP00000019121	ENSGACP00000002744
ENSORLP00000024813	ENSGACP00000002016
ENSORLP00000000315	ENSGACP00000018705
ENSORLP00000021052	ENSGACP00000007930
ENSORLP00000000841	ENSGACP00000025486
ENSORLP00000015688	ENSGACP00000016795
ENSORLP00000013754	ENSGACP00000015259
ENSORLP00000014648	ENSGACP00000025138
ENSORLP00000008846	ENSGACP00000011384
ENSORLP00000013260	ENSGACP00000002674
ENSORLP00000019946	ENSGACP00000018076
ENSORLP00000013739	ENSGACP00000000720
ENSORLP00000012742	ENSGACP00000022972
ENSORLP00000020510	ENSGACP00000008295
ENSORLP00000018412	ENSGACP00000025264
ENSORLP00000021804	ENSGACP00000014107
ENSORLP00000021576	ENSGACP00000006667
ENSORLP00000015998	ENSGACP00000024356
ENSORLP00000021668	ENSGACP00000006599
ENSORLP00000017871	ENSGACP00000020359
ENSORLP00000005682	ENSGACP00000008934
ENSORLP00000015424	ENSGACP00000003847
ENSORLP00000023222	ENSGACP00000022310
ENSORLP00000002566	ENSGACP00000017391
ENSORLP00000001273	ENSGACP00000012811
ENSORLP00000012302	ENSGACP00000021571
ENSORLP00000012334	ENSGACP00000021553
ENSORLP00000003701	ENSGACP00000020928
ENSORLP00000018569	ENSGACP00000023675
ENSORLP00000005246	ENSGACP00000009161
ENSORLP00000018612	ENSGACP00000023666
ENSORLP00000020527	ENSGACP00000017826
ENSORLP00000001147	ENSGACP00000022606
ENSORLP00000011697	ENSGACP00000003183
ENSORLP00000008639	ENSGACP00000011082
ENSORLP00000020054	ENSGACP00000018264
ENSORLP00000012704	ENSGACP00000004899
ENSORLP00000004401	ENSGACP00000023531
ENSORLP00000007482	ENSGACP00000008056
ENSORLP00000006064	ENSGACP00000009168
ENSORLP00000015107	ENSGACP00000018629
ENSORLP00000011026	ENSGACP00000024982
ENSORLP00000016775	ENSGACP00000008806
ENSORLP00000020990	ENSGACP00000016335
ENSORLP00000025359	ENSGACP00000004251
ENSORLP00000008567	ENSGACP00000011656
ENSORLP00000002100	ENSGACP00000010615
ENSORLP00000013665	ENSGACP00000021346
ENSORLP00000015790	ENSGACP00000005446
ENSORLP00000020220	ENSGACP00000017279
ENSORLP00000023486	ENSGACP00000006884
ENSORLP00000021952	ENSGACP00000023755
ENSORLP00000009060	ENSGACP00000002114
ENSORLP00000009935	ENSGACP00000019214
ENSORLP00000022033	ENSGACP00000023011
ENSORLP00000000805	ENSGACP00000001216
ENSORLP00000021561	ENSGACP00000017178
ENSORLP00000010554	ENSGACP00000021150
ENSORLP00000015653	ENSGACP00000026689
ENSORLP00000009407	ENSGACP00000012092
ENSORLP00000007507	ENSGACP00000023826
ENSORLP00000025418	ENSGACP00000021508
ENSORLP00000002376	ENSGACP00000003882
ENSORLP00000020582	ENSGACP00000008443
ENSORLP00000023533	ENSGACP00000025295
ENSORLP00000005021	ENSGACP00000015893
ENSORLP00000020066	ENSGACP00000008584
ENSORLP00000009566	ENSGACP00000012018
ENSORLP00000001925	ENSGACP00000000954
ENSORLP00000025471	ENSGACP00000003981
ENSORLP00000003329	ENSGACP00000023947
ENSORLP00000007006	ENSGACP00000012833
ENSORLP00000011937	ENSGACP00000003261
ENSORLP00000017612	ENSGACP00000019749
ENSORLP00000010833	ENSGACP00000015247
ENSORLP00000002721	ENSGACP00000018081
ENSORLP00000010780	ENSGACP00000001845
ENSORLP00000008011	ENSGACP00000024168
ENSORLP00000013167	ENSGACP00000009082
ENSORLP00000023378	ENSGACP00000022777
ENSORLP00000011975	ENSGACP00000024746
ENSORLP00000011073	ENSGACP00000004099
ENSORLP00000000556	ENSGACP00000018775
ENSORLP00000019339	ENSGACP00000017417
ENSORLP00000012858	ENSGACP00000021216
ENSORLP00000000086	ENSGACP00000026144
ENSORLP00000013070	ENSGACP00000021240
ENSORLP00000024341	ENSGACP00000027504
ENSORLP00000002505	ENSGACP00000005858
ENSORLP00000016642	ENSGACP00000002229
ENSORLP00000014817	ENSGACP00000014456
ENSORLP00000007491	ENSGACP00000013539
ENSORLP00000015429	ENSGACP00000021648
ENSORLP00000024129	ENSGACP00000004035
ENSORLP00000013756	ENSGACP00000001689
ENSORLP00000009776	ENSGACP00000014073
ENSORLP00000016394	ENSGACP00000024603
ENSORLP00000010552	ENSGACP00000010265
ENSORLP00000024673	ENSGACP00000009778
ENSORLP00000012495	ENSGACP00000015141
ENSORLP00000019452	ENSGACP00000005329
ENSORLP00000023753	ENSGACP00000023030
ENSORLP00000011177	ENSGACP00000013038
ENSORLP00000010429	ENSGACP00000014266
ENSORLP00000015853	ENSGACP00000021767
ENSORLP00000006407	ENSGACP00000016658
ENSORLP00000017396	ENSGACP00000013205
ENSORLP00000010842	ENSGACP00000011771
ENSORLP00000010998	ENSGACP00000020549
ENSORLP00000000800	ENSGACP00000000463
ENSORLP00000021619	ENSGACP00000004984
ENSORLP00000009594	ENSGACP00000003448
ENSORLP00000016019	ENSGACP00000019168
ENSORLP00000009756	ENSGACP00000022629
ENSORLP00000009376	ENSGACP00000010282
ENSORLP00000019164	ENSGACP00000017609
ENSORLP00000017493	ENSGACP00000020421
ENSORLP00000013283	ENSGACP00000015912
ENSORLP00000020197	ENSGACP00000026330
ENSORLP00000016870	ENSGACP00000011766
ENSORLP00000017836	ENSGACP00000018424
ENSORLP00000010308	ENSGACP00000010363
ENSORLP00000003871	ENSGACP00000015764
ENSORLP00000009664	ENSGACP00000027003
ENSORLP00000012153	ENSGACP00000001596
ENSORLP00000022395	ENSGACP00000022529
ENSORLP00000011757	ENSGACP00000015957
ENSORLP00000004040	ENSGACP00000012270
ENSORLP00000018310	ENSGACP00000025239
ENSORLP00000019175	ENSGACP00000009059
ENSORLP00000006121	ENSGACP00000014363
ENSORLP00000004141	ENSGACP00000027136
ENSORLP00000004548	ENSGACP00000023567
ENSORLP00000013610	ENSGACP00000024371
ENSORLP00000017101	ENSGACP00000010873
ENSORLP00000021272	ENSGACP00000006935
ENSORLP00000021644	ENSGACP00000005024
ENSORLP00000017858	ENSGACP00000027593
ENSORLP00000007854	ENSGACP00000013327
ENSORLP00000020087	ENSGACP00000018279
ENSORLP00000023047	ENSGACP00000006461
ENSORLP00000008712	ENSGACP00000022880
ENSORLP00000003369	ENSGACP00000024592
ENSORLP00000016209	ENSGACP00000001770
ENSORLP00000022210	ENSGACP00000016786
ENSORLP00000013373	ENSGACP00000003771
ENSORLP00000003415	ENSGACP00000002157
ENSORLP00000022884	ENSGACP00000024480
ENSORLP00000000238	ENSGACP00000006853
ENSORLP00000019096	ENSGACP00000002749
ENSORLP00000019098	ENSGACP00000009150
ENSORLP00000011080	ENSGACP00000022120
ENSORLP00000015725	ENSGACP00000016791
ENSORLP00000001729	ENSGACP00000019164
ENSORLP00000012449	ENSGACP00000004728
ENSORLP00000015651	ENSGACP00000003968
ENSORLP00000007866	ENSGACP00000023632
ENSORLP00000009345	ENSGACP00000013757
ENSORLP00000018898	ENSGACP00000019663
ENSORLP00000011605	ENSGACP00000017001
ENSORLP00000020004	ENSGACP00000008707
ENSORLP00000008451	ENSGACP00000021926
ENSORLP00000021991	ENSGACP00000014043
ENSORLP00000022044	ENSGACP00000022992
ENSORLP00000024871	ENSGACP00000001910
ENSORLP00000020037	ENSGACP00000017994
ENSORLP00000018634	ENSGACP00000026128
ENSORLP00000006399	ENSGACP00000009985
ENSORLP00000010372	ENSGACP00000014298
ENSORLP00000000515	ENSGACP00000018307
ENSORLP00000018782	ENSGACP00000023614
ENSORLP00000010963	ENSGACP00000020929
ENSORLP00000010043	ENSGACP00000025163
ENSORLP00000003043	ENSGACP00000000215
ENSORLP00000016254	ENSGACP00000024133
ENSORLP00000012068	ENSGACP00000022776
ENSORLP00000017568	ENSGACP00000016320
ENSORLP00000005390	ENSGACP00000013315
ENSORLP00000022513	ENSGACP00000008151
ENSORLP00000015200	ENSGACP00000013188
ENSORLP00000006988	ENSGACP00000026173
ENSORLP00000022595	ENSGACP00000014372
ENSORLP00000018274	ENSGACP00000012377
ENSORLP00000021961	ENSGACP00000017063
ENSORLP00000003948	ENSGACP00000016187
ENSORLP00000021534	ENSGACP00000014581
ENSORLP00000002389	ENSGACP00000019677
ENSORLP00000002820	ENSGACP00000004083
ENSORLP00000015265	ENSGACP00000025725
ENSORLP00000019504	ENSGACP00000014663
ENSORLP00000009948	ENSGACP00000013881
ENSORLP00000021650	ENSGACP00000006303
ENSORLP00000012393	ENSGACP00000021151
ENSORLP00000011675	ENSGACP00000016939
ENSORLP00000020094	ENSGACP00000014852
ENSORLP00000010119	ENSGACP00000024470
ENSORLP00000019214	ENSGACP00000008949
ENSORLP00000008497	ENSGACP00000011118
ENSORLP00000024224	ENSGACP00000018462
ENSORLP00000001322	ENSGACP00000023022
ENSORLP00000010128	ENSGACP00000026953
ENSORLP00000005919	ENSGACP00000020796
ENSORLP00000019655	ENSGACP00000018045
ENSORLP00000019708	ENSGACP00000019892
ENSORLP00000008667	ENSGACP00000011155
ENSORLP00000009527	ENSGACP00000020784
ENSORLP00000012965	ENSGACP00000016165
ENSORLP00000025656	ENSGACP00000007257
ENSORLP00000010102	ENSGACP00000003332
ENSORLP00000020236	ENSGACP00000014657
ENSORLP00000014987	ENSGACP00000021601
ENSORLP00000022063	ENSGACP00000005673
ENSORLP00000003559	ENSGACP00000018309
ENSORLP00000006042	ENSGACP00000020761
ENSORLP00000024937	ENSGACP00000000023
ENSORLP00000023002	ENSGACP00000004790
ENSORLP00000005534	ENSGACP00000009597
ENSORLP00000010296	ENSGACP00000011075
ENSORLP00000008681	ENSGACP00000012573
ENSORLP00000013360	ENSGACP00000017025
ENSORLP00000004338	ENSGACP00000019884
ENSORLP00000020515	ENSGACP00000018491
ENSORLP00000013025	ENSGACP00000000936
ENSORLP00000019892	ENSGACP00000018533
ENSORLP00000011572	ENSGACP00000000313
ENSORLP00000018183	ENSGACP00000012453
ENSORLP00000021977	ENSGACP00000017077
ENSORLP00000014379	ENSGACP00000022262
ENSORLP00000021970	ENSGACP00000017069
ENSORLP00000023141	ENSGACP00000001537
ENSORLP00000011273	ENSGACP00000013067
ENSORLP00000016465	ENSGACP00000007024
ENSORLP00000002129	ENSGACP00000006249
ENSORLP00000005631	ENSGACP00000002168
ENSORLP00000005442	ENSGACP00000013160
ENSORLP00000013229	ENSGACP00000021273
ENSORLP00000024752	ENSGACP00000019076
ENSORLP00000008749	ENSGACP00000024268
ENSORLP00000011679	ENSGACP00000012327
ENSORLP00000003095	ENSGACP00000012836
ENSORLP00000007089	ENSGACP00000009393
ENSORLP00000008790	ENSGACP00000006467
ENSORLP00000022973	ENSGACP00000022863
ENSORLP00000018447	ENSGACP00000024684
ENSORLP00000010115	ENSGACP00000011332
ENSORLP00000001033	ENSGACP00000018570
ENSORLP00000009350	ENSGACP00000026977
ENSORLP00000020926	ENSGACP00000007863
ENSORLP00000010755	ENSGACP00000002833
ENSORLP00000019177	ENSGACP00000017301
ENSORLP00000001403	ENSGACP00000019702
ENSORLP00000013308	ENSGACP00000015427
ENSORLP00000003191	ENSGACP00000004232
ENSORLP00000019340	ENSGACP00000027547
ENSORLP00000006631	ENSGACP00000023905
ENSORLP00000015686	ENSGACP00000006403
ENSORLP00000012914	ENSGACP00000026819
ENSORLP00000015396	ENSGACP00000013456
ENSORLP00000003431	ENSGACP00000023413
ENSORLP00000008375	ENSGACP00000027353
ENSORLP00000000381	ENSGACP00000026655
ENSORLP00000006515	ENSGACP00000014135
ENSORLP00000005056	ENSGACP00000021996
ENSORLP00000005122	ENSGACP00000008387
ENSORLP00000019056	ENSGACP00000000767
ENSORLP00000024000	ENSGACP00000003296
ENSORLP00000018768	ENSGACP00000000699
ENSORLP00000000581	ENSGACP00000026640
ENSORLP00000000926	ENSGACP00000016268
ENSORLP00000011835	ENSGACP00000016034
ENSORLP00000004679	ENSGACP00000017691
ENSORLP00000006919	ENSGACP00000026125
ENSORLP00000013362	ENSGACP00000026802
ENSORLP00000000855	ENSGACP00000023154
ENSORLP00000007024	ENSGACP00000023997
ENSORLP00000009202	ENSGACP00000010622
ENSORLP00000013725	ENSGACP00000004019
ENSORLP00000017009	ENSGACP00000016125
ENSORLP00000020666	ENSGACP00000014496
ENSORLP00000003654	ENSGACP00000018285
ENSORLP00000022073	ENSGACP00000005651
ENSORLP00000012544	ENSGACP00000019208
ENSORLP00000003476	ENSGACP00000023425
ENSORLP00000005239	ENSGACP00000014984
ENSORLP00000011455	ENSGACP00000026896
ENSORLP00000016462	ENSGACP00000012610
ENSORLP00000003137	ENSGACP00000016192
ENSORLP00000007160	ENSGACP00000027292
ENSORLP00000001406	ENSGACP00000019290
ENSORLP00000009050	ENSGACP00000022105
ENSORLP00000012144	ENSGACP00000024689
ENSORLP00000003645	ENSGACP00000001742
ENSORLP00000016043	ENSGACP00000005540
ENSORLP00000015843	ENSGACP00000004087
ENSORLP00000005913	ENSGACP00000020228
ENSORLP00000011059	ENSGACP00000021178
ENSORLP00000010245	ENSGACP00000011308
ENSORLP00000002565	ENSGACP00000017588
ENSORLP00000000220	ENSGACP00000018744
ENSORLP00000016099	ENSGACP00000001313
ENSORLP00000010178	ENSGACP00000014383
ENSORLP00000015387	ENSGACP00000017560
ENSORLP00000019541	ENSGACP00000000562
ENSORLP00000021599	ENSGACP00000026529
ENSORLP00000022133	ENSGACP00000022840
ENSORLP00000016102	ENSGACP00000015640
ENSORLP00000005453	ENSGACP00000009307
ENSORLP00000020198	ENSGACP00000018236
ENSORLP00000025848	ENSGACP00000026586
ENSORLP00000008179	ENSGACP00000008141
ENSORLP00000018854	ENSGACP00000016479
ENSORLP00000025846	ENSGACP00000026585
ENSORLP00000009678	ENSGACP00000003484
ENSORLP00000001295	ENSGACP00000018708
ENSORLP00000014273	ENSGACP00000010198
ENSORLP00000001266	ENSGACP00000020504
ENSORLP00000007981	ENSGACP00000024167
ENSORLP00000025832	ENSGACP00000022073
ENSORLP00000013872	ENSGACP00000019135
ENSORLP00000009459	ENSGACP00000003430
ENSORLP00000021782	ENSGACP00000006442
ENSORLP00000015232	ENSGACP00000005009
ENSORLP00000005600	ENSGACP00000008923
ENSORLP00000018272	ENSGACP00000027457
ENSORLP00000014788	ENSGACP00000001028
ENSORLP00000013956	ENSGACP00000014890
ENSORLP00000012906	ENSGACP00000003650
ENSORLP00000007033	ENSGACP00000009800
ENSORLP00000002362	ENSGACP00000001963
ENSORLP00000016851	ENSGACP00000012239
ENSORLP00000023310	ENSGACP00000000363
ENSORLP00000005254	ENSGACP00000016505
ENSORLP00000005679	ENSGACP00000021107
ENSORLP00000014269	ENSGACP00000010872
ENSORLP00000001915	ENSGACP00000014629
ENSORLP00000022617	ENSGACP00000004599
ENSORLP00000015380	ENSGACP00000001097
ENSORLP00000008328	ENSGACP00000003037
ENSORLP00000007748	ENSGACP00000007881
ENSORLP00000022151	ENSGACP00000009707
ENSORLP00000019445	ENSGACP00000000594
ENSORLP00000006247	ENSGACP00000020169
ENSORLP00000006236	ENSGACP00000020170
ENSORLP00000002888	ENSGACP00000019422
ENSORLP00000020194	ENSGACP00000010552
ENSORLP00000015359	ENSGACP00000004389
ENSORLP00000025390	ENSGACP00000009667
ENSORLP00000020763	ENSGACP00000017015
ENSORLP00000012940	ENSGACP00000000088
ENSORLP00000006795	ENSGACP00000023956
ENSORLP00000000336	ENSGACP00000021696
ENSORLP00000007094	ENSGACP00000013298
ENSORLP00000014849	ENSGACP00000006321
ENSORLP00000004426	ENSGACP00000011711
ENSORLP00000017173	ENSGACP00000008385
ENSORLP00000015732	ENSGACP00000014620
ENSORLP00000015914	ENSGACP00000013026
ENSORLP00000000400	ENSGACP00000006576
ENSORLP00000014098	ENSGACP00000025078
ENSORLP00000008644	ENSGACP00000020648
ENSORLP00000012199	ENSGACP00000003419
ENSORLP00000006992	ENSGACP00000027283
ENSORLP00000010149	ENSGACP00000024474
ENSORLP00000016208	ENSGACP00000021822
ENSORLP00000019128	ENSGACP00000020137
ENSORLP00000006282	ENSGACP00000016751
ENSORLP00000019709	ENSGACP00000017846
ENSORLP00000019992	ENSGACP00000017880
ENSORLP00000017455	ENSGACP00000010760
ENSORLP00000009150	ENSGACP00000012036
ENSORLP00000014592	ENSGACP00000004640
ENSORLP00000013015	ENSGACP00000002740
ENSORLP00000011841	ENSGACP00000021051
ENSORLP00000009003	ENSGACP00000025449
ENSORLP00000014122	ENSGACP00000008346
ENSORLP00000014146	ENSGACP00000008433
ENSORLP00000011048	ENSGACP00000004068
ENSORLP00000005243	ENSGACP00000027200
ENSORLP00000004364	ENSGACP00000015452
ENSORLP00000010567	ENSGACP00000022209
ENSORLP00000003207	ENSGACP00000024664
ENSORLP00000007029	ENSGACP00000010991
ENSORLP00000010482	ENSGACP00000010960
ENSORLP00000014131	ENSGACP00000008391
ENSORLP00000011628	ENSGACP00000002102
ENSORLP00000017390	ENSGACP00000013419
ENSORLP00000018252	ENSGACP00000016604
ENSORLP00000010855	ENSGACP00000022512
ENSORLP00000010906	ENSGACP00000022519
ENSORLP00000018286	ENSGACP00000016643
ENSORLP00000011622	ENSGACP00000012286
ENSORLP00000004294	ENSGACP00000018402
ENSORLP00000021371	ENSGACP00000006999
ENSORLP00000025567	ENSGACP00000021746
ENSORLP00000022068	ENSGACP00000007340
ENSORLP00000024150	ENSGACP00000010374
ENSORLP00000019702	ENSGACP00000019917
ENSORLP00000016792	ENSGACP00000004443
ENSORLP00000013757	ENSGACP00000015655
ENSORLP00000013777	ENSGACP00000014318
ENSORLP00000002595	ENSGACP00000014733
ENSORLP00000018302	ENSGACP00000020234
ENSORLP00000006860	ENSGACP00000023964
ENSORLP00000015554	ENSGACP00000004315
ENSORLP00000012370	ENSGACP00000021144
ENSORLP00000006797	ENSGACP00000008399
ENSORLP00000002878	ENSGACP00000004154
ENSORLP00000015259	ENSGACP00000005023
ENSORLP00000021053	ENSGACP00000007470
ENSORLP00000011946	ENSGACP00000016620
ENSORLP00000012627	ENSGACP00000005136
ENSORLP00000006822	ENSGACP00000008374
ENSORLP00000014099	ENSGACP00000016346
ENSORLP00000025401	ENSGACP00000009456
ENSORLP00000009802	ENSGACP00000012323
ENSORLP00000019285	ENSGACP00000000795
ENSORLP00000015837	ENSGACP00000006963
ENSORLP00000009906	ENSGACP00000011187
ENSORLP00000007068	ENSGACP00000009896
ENSORLP00000002352	ENSGACP00000001961
