ENSCAFP00000014731	ENSLOCP00000009128
ENSCAFP00000019298	ENSLOCP00000008031
ENSCAFP00000003144	ENSLOCP00000020169
ENSCAFP00000014194	ENSLOCP00000016251
ENSCAFP00000017664	ENSLOCP00000008421
ENSCAFP00000003141	ENSLOCP00000020167
ENSCAFP00000000408	ENSLOCP00000004616
ENSCAFP00000037362	ENSLOCP00000012295
ENSCAFP00000035063	ENSLOCP00000012285
ENSCAFP00000024551	ENSLOCP00000013449
ENSCAFP00000020603	ENSLOCP00000006181
ENSCAFP00000006920	ENSLOCP00000003148
ENSCAFP00000003692	ENSLOCP00000001086
ENSCAFP00000021617	ENSLOCP00000009464
ENSCAFP00000003412	ENSLOCP00000021150
ENSCAFP00000013912	ENSLOCP00000012853
ENSCAFP00000010288	ENSLOCP00000003947
ENSCAFP00000000189	ENSLOCP00000004308
ENSCAFP00000023336	ENSLOCP00000016541
ENSCAFP00000028793	ENSLOCP00000007164
ENSCAFP00000012593	ENSLOCP00000009019
ENSCAFP00000019114	ENSLOCP00000011956
ENSCAFP00000023342	ENSLOCP00000017420
ENSCAFP00000033932	ENSLOCP00000001998
ENSCAFP00000009658	ENSLOCP00000010504
ENSCAFP00000035463	ENSLOCP00000001425
ENSCAFP00000014481	ENSLOCP00000013636
ENSCAFP00000024482	ENSLOCP00000014553
ENSCAFP00000009645	ENSLOCP00000012228
ENSCAFP00000013621	ENSLOCP00000018388
ENSCAFP00000001811	ENSLOCP00000011630
ENSCAFP00000024565	ENSLOCP00000016440
ENSCAFP00000014694	ENSLOCP00000010439
ENSCAFP00000035067	ENSLOCP00000007490
ENSCAFP00000002091	ENSLOCP00000010438
ENSCAFP00000000527	ENSLOCP00000019916
ENSCAFP00000017503	ENSLOCP00000011725
ENSCAFP00000006727	ENSLOCP00000018155
ENSCAFP00000017281	ENSLOCP00000001788
ENSCAFP00000011557	ENSLOCP00000010951
ENSCAFP00000037714	ENSLOCP00000005139
ENSCAFP00000037565	ENSLOCP00000007013
ENSCAFP00000026565	ENSLOCP00000017561
ENSCAFP00000038444	ENSLOCP00000007882
ENSCAFP00000004976	ENSLOCP00000020782
ENSCAFP00000014992	ENSLOCP00000010907
ENSCAFP00000003932	ENSLOCP00000009708
ENSCAFP00000021277	ENSLOCP00000009331
ENSCAFP00000020370	ENSLOCP00000011051
ENSCAFP00000002995	ENSLOCP00000020362
ENSCAFP00000038986	ENSLOCP00000021272
ENSCAFP00000011031	ENSLOCP00000013196
ENSCAFP00000037092	ENSLOCP00000016583
ENSCAFP00000030225	ENSLOCP00000004572
ENSCAFP00000026876	ENSLOCP00000012068
ENSCAFP00000028871	ENSLOCP00000002644
ENSCAFP00000027665	ENSLOCP00000018900
ENSCAFP00000042142	ENSLOCP00000020306
ENSCAFP00000001041	ENSLOCP00000019769
ENSCAFP00000009830	ENSLOCP00000012411
ENSCAFP00000028368	ENSLOCP00000019139
ENSCAFP00000006943	ENSLOCP00000019635
ENSCAFP00000017831	ENSLOCP00000009904
ENSCAFP00000020319	ENSLOCP00000001806
ENSCAFP00000027206	ENSLOCP00000013616
ENSCAFP00000007147	ENSLOCP00000013981
ENSCAFP00000028698	ENSLOCP00000006928
ENSCAFP00000021466	ENSLOCP00000016425
ENSCAFP00000014147	ENSLOCP00000011695
ENSCAFP00000010386	ENSLOCP00000009231
ENSCAFP00000007056	ENSLOCP00000002893
ENSCAFP00000000016	ENSLOCP00000009506
ENSCAFP00000014336	ENSLOCP00000008821
ENSCAFP00000006722	ENSLOCP00000018162
ENSCAFP00000027011	ENSLOCP00000012156
ENSCAFP00000002599	ENSLOCP00000001715
ENSCAFP00000026912	ENSLOCP00000007117
ENSCAFP00000013013	ENSLOCP00000003854
ENSCAFP00000024848	ENSLOCP00000016880
ENSCAFP00000031366	ENSLOCP00000007009
ENSCAFP00000028316	ENSLOCP00000005451
ENSCAFP00000015301	ENSLOCP00000016910
ENSCAFP00000018207	ENSLOCP00000000999
ENSCAFP00000024645	ENSLOCP00000011733
ENSCAFP00000010109	ENSLOCP00000005105
ENSCAFP00000015233	ENSLOCP00000012453
ENSCAFP00000010963	ENSLOCP00000013229
ENSCAFP00000018300	ENSLOCP00000007137
ENSCAFP00000017642	ENSLOCP00000017693
ENSCAFP00000003095	ENSLOCP00000013389
ENSCAFP00000015815	ENSLOCP00000014870
ENSCAFP00000014918	ENSLOCP00000015294
ENSCAFP00000036658	ENSLOCP00000018282
ENSCAFP00000004425	ENSLOCP00000019874
ENSCAFP00000030645	ENSLOCP00000016983
ENSCAFP00000016401	ENSLOCP00000014911
ENSCAFP00000038238	ENSLOCP00000011469
ENSCAFP00000028983	ENSLOCP00000003512
ENSCAFP00000022556	ENSLOCP00000008157
ENSCAFP00000026455	ENSLOCP00000016179
ENSCAFP00000027979	ENSLOCP00000007458
ENSCAFP00000020513	ENSLOCP00000011968
ENSCAFP00000028758	ENSLOCP00000021444
ENSCAFP00000028224	ENSLOCP00000007512
ENSCAFP00000025626	ENSLOCP00000010531
ENSCAFP00000003214	ENSLOCP00000009883
ENSCAFP00000013655	ENSLOCP00000006762
ENSCAFP00000010567	ENSLOCP00000012768
ENSCAFP00000043191	ENSLOCP00000005645
ENSCAFP00000008356	ENSLOCP00000017680
ENSCAFP00000014031	ENSLOCP00000000253
ENSCAFP00000001995	ENSLOCP00000012957
ENSCAFP00000038892	ENSLOCP00000012436
ENSCAFP00000001037	ENSLOCP00000019962
ENSCAFP00000004178	ENSLOCP00000001591
ENSCAFP00000014005	ENSLOCP00000009092
ENSCAFP00000000950	ENSLOCP00000011580
ENSCAFP00000003850	ENSLOCP00000019949
ENSCAFP00000017744	ENSLOCP00000002909
ENSCAFP00000021105	ENSLOCP00000008090
ENSCAFP00000010648	ENSLOCP00000007075
ENSCAFP00000008702	ENSLOCP00000003717
ENSCAFP00000008708	ENSLOCP00000018648
ENSCAFP00000012933	ENSLOCP00000013828
ENSCAFP00000023570	ENSLOCP00000015882
ENSCAFP00000037367	ENSLOCP00000014823
ENSCAFP00000016218	ENSLOCP00000007802
ENSCAFP00000010863	ENSLOCP00000007183
ENSCAFP00000022163	ENSLOCP00000015386
ENSCAFP00000018366	ENSLOCP00000005237
ENSCAFP00000003034	ENSLOCP00000011607
ENSCAFP00000006870	ENSLOCP00000003340
ENSCAFP00000023440	ENSLOCP00000020561
ENSCAFP00000013014	ENSLOCP00000008873
ENSCAFP00000025484	ENSLOCP00000011338
ENSCAFP00000039273	ENSLOCP00000010972
ENSCAFP00000020508	ENSLOCP00000001672
ENSCAFP00000042695	ENSLOCP00000014059
ENSCAFP00000033194	ENSLOCP00000012855
ENSCAFP00000014845	ENSLOCP00000002134
ENSCAFP00000038688	ENSLOCP00000010909
ENSCAFP00000028685	ENSLOCP00000005187
ENSCAFP00000022558	ENSLOCP00000016110
ENSCAFP00000015422	ENSLOCP00000003362
ENSCAFP00000020480	ENSLOCP00000009902
ENSCAFP00000002291	ENSLOCP00000015286
ENSCAFP00000021793	ENSLOCP00000005069
ENSCAFP00000014950	ENSLOCP00000007127
ENSCAFP00000037305	ENSLOCP00000015077
ENSCAFP00000000717	ENSLOCP00000011966
ENSCAFP00000024195	ENSLOCP00000009868
ENSCAFP00000004803	ENSLOCP00000000646
ENSCAFP00000006011	ENSLOCP00000020985
ENSCAFP00000014332	ENSLOCP00000018321
ENSCAFP00000015255	ENSLOCP00000001464
ENSCAFP00000022665	ENSLOCP00000002331
ENSCAFP00000001464	ENSLOCP00000012475
ENSCAFP00000016780	ENSLOCP00000011687
ENSCAFP00000021916	ENSLOCP00000015455
ENSCAFP00000003365	ENSLOCP00000015768
ENSCAFP00000024521	ENSLOCP00000014609
ENSCAFP00000019525	ENSLOCP00000004411
ENSCAFP00000018607	ENSLOCP00000006636
ENSCAFP00000018970	ENSLOCP00000003153
ENSCAFP00000033031	ENSLOCP00000009886
ENSCAFP00000003128	ENSLOCP00000020190
ENSCAFP00000011759	ENSLOCP00000016472
ENSCAFP00000025812	ENSLOCP00000017243
ENSCAFP00000042260	ENSLOCP00000022094
ENSCAFP00000011070	ENSLOCP00000011160
ENSCAFP00000025134	ENSLOCP00000008265
ENSCAFP00000028170	ENSLOCP00000018952
ENSCAFP00000001330	ENSLOCP00000012999
ENSCAFP00000027044	ENSLOCP00000005990
ENSCAFP00000007214	ENSLOCP00000014079
ENSCAFP00000016816	ENSLOCP00000007639
ENSCAFP00000019186	ENSLOCP00000001994
ENSCAFP00000013509	ENSLOCP00000006832
ENSCAFP00000016600	ENSLOCP00000001883
ENSCAFP00000014548	ENSLOCP00000010126
ENSCAFP00000037592	ENSLOCP00000003100
ENSCAFP00000007638	ENSLOCP00000017851
ENSCAFP00000018084	ENSLOCP00000018584
ENSCAFP00000002227	ENSLOCP00000009042
ENSCAFP00000038133	ENSLOCP00000021738
ENSCAFP00000025970	ENSLOCP00000016041
ENSCAFP00000003986	ENSLOCP00000020073
ENSCAFP00000011747	ENSLOCP00000016392
ENSCAFP00000002595	ENSLOCP00000019535
ENSCAFP00000024293	ENSLOCP00000015763
ENSCAFP00000008647	ENSLOCP00000003025
ENSCAFP00000006688	ENSLOCP00000013336
ENSCAFP00000011027	ENSLOCP00000008635
ENSCAFP00000024648	ENSLOCP00000011134
ENSCAFP00000022636	ENSLOCP00000012073
ENSCAFP00000040552	ENSLOCP00000018477
ENSCAFP00000037595	ENSLOCP00000010296
ENSCAFP00000010977	ENSLOCP00000011431
ENSCAFP00000031798	ENSLOCP00000006145
ENSCAFP00000038758	ENSLOCP00000019890
ENSCAFP00000010588	ENSLOCP00000003343
ENSCAFP00000006360	ENSLOCP00000004961
ENSCAFP00000013503	ENSLOCP00000012361
ENSCAFP00000014871	ENSLOCP00000017515
ENSCAFP00000025411	ENSLOCP00000016868
ENSCAFP00000001020	ENSLOCP00000022011
ENSCAFP00000009901	ENSLOCP00000001963
ENSCAFP00000013146	ENSLOCP00000018736
ENSCAFP00000000433	ENSLOCP00000019008
ENSCAFP00000014411	ENSLOCP00000016162
ENSCAFP00000007406	ENSLOCP00000012000
ENSCAFP00000019021	ENSLOCP00000014482
ENSCAFP00000018105	ENSLOCP00000013133
ENSCAFP00000016251	ENSLOCP00000018741
ENSCAFP00000039971	ENSLOCP00000016984
ENSCAFP00000030494	ENSLOCP00000015166
ENSCAFP00000005932	ENSLOCP00000019498
ENSCAFP00000023239	ENSLOCP00000018183
ENSCAFP00000017015	ENSLOCP00000019036
ENSCAFP00000030188	ENSLOCP00000008338
ENSCAFP00000018035	ENSLOCP00000004541
ENSCAFP00000001608	ENSLOCP00000008900
ENSCAFP00000029552	ENSLOCP00000003197
ENSCAFP00000001478	ENSLOCP00000020412
ENSCAFP00000000973	ENSLOCP00000011468
ENSCAFP00000012693	ENSLOCP00000005146
ENSCAFP00000039140	ENSLOCP00000019136
ENSCAFP00000001731	ENSLOCP00000011723
ENSCAFP00000009362	ENSLOCP00000001102
ENSCAFP00000002671	ENSLOCP00000011666
ENSCAFP00000018474	ENSLOCP00000002215
ENSCAFP00000008904	ENSLOCP00000019614
ENSCAFP00000019300	ENSLOCP00000001764
ENSCAFP00000024463	ENSLOCP00000017810
ENSCAFP00000012325	ENSLOCP00000002449
ENSCAFP00000018471	ENSLOCP00000010074
ENSCAFP00000008772	ENSLOCP00000018588
ENSCAFP00000013268	ENSLOCP00000012820
ENSCAFP00000040383	ENSLOCP00000004869
ENSCAFP00000006600	ENSLOCP00000013311
ENSCAFP00000024249	ENSLOCP00000019031
ENSCAFP00000007772	ENSLOCP00000019282
ENSCAFP00000014905	ENSLOCP00000014512
ENSCAFP00000001767	ENSLOCP00000009287
ENSCAFP00000003364	ENSLOCP00000022450
ENSCAFP00000001094	ENSLOCP00000020024
ENSCAFP00000012576	ENSLOCP00000020859
ENSCAFP00000037339	ENSLOCP00000007832
ENSCAFP00000011130	ENSLOCP00000012948
ENSCAFP00000020487	ENSLOCP00000005193
ENSCAFP00000023701	ENSLOCP00000017728
ENSCAFP00000020741	ENSLOCP00000001695
ENSCAFP00000027973	ENSLOCP00000007926
ENSCAFP00000017214	ENSLOCP00000010024
ENSCAFP00000030290	ENSLOCP00000012287
ENSCAFP00000040183	ENSLOCP00000009015
ENSCAFP00000012369	ENSLOCP00000007270
ENSCAFP00000007768	ENSLOCP00000001138
ENSCAFP00000014617	ENSLOCP00000003444
ENSCAFP00000019709	ENSLOCP00000004135
ENSCAFP00000005822	ENSLOCP00000013207
ENSCAFP00000017928	ENSLOCP00000006812
ENSCAFP00000019457	ENSLOCP00000015890
ENSCAFP00000022925	ENSLOCP00000012293
ENSCAFP00000016758	ENSLOCP00000008921
ENSCAFP00000023610	ENSLOCP00000017647
ENSCAFP00000001305	ENSLOCP00000013027
ENSCAFP00000022144	ENSLOCP00000013329
ENSCAFP00000042619	ENSLOCP00000020020
ENSCAFP00000017607	ENSLOCP00000011815
ENSCAFP00000014908	ENSLOCP00000018621
ENSCAFP00000021577	ENSLOCP00000014743
ENSCAFP00000013880	ENSLOCP00000014809
ENSCAFP00000012216	ENSLOCP00000002141
ENSCAFP00000016212	ENSLOCP00000015029
ENSCAFP00000016565	ENSLOCP00000015111
ENSCAFP00000001404	ENSLOCP00000012558
ENSCAFP00000024678	ENSLOCP00000015214
ENSCAFP00000008945	ENSLOCP00000017714
ENSCAFP00000020118	ENSLOCP00000003111
ENSCAFP00000023307	ENSLOCP00000009450
ENSCAFP00000023981	ENSLOCP00000017819
ENSCAFP00000021152	ENSLOCP00000010744
ENSCAFP00000023648	ENSLOCP00000005744
ENSCAFP00000023347	ENSLOCP00000015918
ENSCAFP00000031657	ENSLOCP00000008853
ENSCAFP00000023203	ENSLOCP00000004114
ENSCAFP00000009788	ENSLOCP00000018527
ENSCAFP00000019146	ENSLOCP00000008221
ENSCAFP00000022671	ENSLOCP00000011415
ENSCAFP00000036018	ENSLOCP00000019579
ENSCAFP00000009823	ENSLOCP00000011235
ENSCAFP00000021055	ENSLOCP00000012400
ENSCAFP00000000505	ENSLOCP00000020366
ENSCAFP00000008270	ENSLOCP00000019222
ENSCAFP00000014093	ENSLOCP00000005304
ENSCAFP00000011244	ENSLOCP00000008430
ENSCAFP00000013234	ENSLOCP00000001418
ENSCAFP00000014261	ENSLOCP00000006552
ENSCAFP00000025742	ENSLOCP00000004758
ENSCAFP00000022112	ENSLOCP00000001720
ENSCAFP00000011253	ENSLOCP00000012908
ENSCAFP00000029125	ENSLOCP00000005284
ENSCAFP00000000330	ENSLOCP00000019998
ENSCAFP00000010889	ENSLOCP00000005669
ENSCAFP00000013756	ENSLOCP00000001526
ENSCAFP00000001697	ENSLOCP00000015545
ENSCAFP00000016515	ENSLOCP00000016467
ENSCAFP00000031950	ENSLOCP00000011559
ENSCAFP00000001186	ENSLOCP00000012706
ENSCAFP00000013738	ENSLOCP00000018401
ENSCAFP00000000907	ENSLOCP00000012140
ENSCAFP00000018229	ENSLOCP00000009711
ENSCAFP00000007958	ENSLOCP00000011771
ENSCAFP00000032366	ENSLOCP00000013069
ENSCAFP00000028386	ENSLOCP00000018070
ENSCAFP00000024883	ENSLOCP00000013341
ENSCAFP00000003300	ENSLOCP00000001575
ENSCAFP00000002810	ENSLOCP00000019355
ENSCAFP00000013822	ENSLOCP00000006607
ENSCAFP00000002327	ENSLOCP00000014941
ENSCAFP00000023193	ENSLOCP00000018086
ENSCAFP00000036381	ENSLOCP00000012302
ENSCAFP00000005050	ENSLOCP00000019627
ENSCAFP00000012330	ENSLOCP00000002090
ENSCAFP00000022210	ENSLOCP00000019443
ENSCAFP00000035204	ENSLOCP00000014617
ENSCAFP00000002408	ENSLOCP00000013808
ENSCAFP00000025394	ENSLOCP00000017026
ENSCAFP00000027748	ENSLOCP00000007886
ENSCAFP00000002907	ENSLOCP00000014078
ENSCAFP00000027318	ENSLOCP00000003110
ENSCAFP00000009609	ENSLOCP00000012819
ENSCAFP00000007191	ENSLOCP00000005420
ENSCAFP00000023408	ENSLOCP00000008462
ENSCAFP00000025331	ENSLOCP00000009646
ENSCAFP00000007061	ENSLOCP00000003587
ENSCAFP00000000632	ENSLOCP00000019971
ENSCAFP00000007322	ENSLOCP00000005132
ENSCAFP00000011841	ENSLOCP00000007165
ENSCAFP00000017021	ENSLOCP00000017530
ENSCAFP00000027910	ENSLOCP00000007887
ENSCAFP00000017168	ENSLOCP00000011058
ENSCAFP00000015093	ENSLOCP00000018227
ENSCAFP00000000383	ENSLOCP00000018983
ENSCAFP00000018785	ENSLOCP00000009701
ENSCAFP00000009652	ENSLOCP00000019366
ENSCAFP00000015194	ENSLOCP00000014458
ENSCAFP00000003492	ENSLOCP00000018762
ENSCAFP00000001851	ENSLOCP00000010451
ENSCAFP00000011084	ENSLOCP00000002062
ENSCAFP00000007042	ENSLOCP00000005657
ENSCAFP00000001353	ENSLOCP00000021334
ENSCAFP00000014522	ENSLOCP00000013623
ENSCAFP00000009921	ENSLOCP00000007240
ENSCAFP00000042263	ENSLOCP00000005873
ENSCAFP00000020882	ENSLOCP00000010367
ENSCAFP00000031556	ENSLOCP00000005491
ENSCAFP00000013258	ENSLOCP00000015756
ENSCAFP00000005620	ENSLOCP00000020507
ENSCAFP00000024751	ENSLOCP00000016551
ENSCAFP00000015723	ENSLOCP00000007478
ENSCAFP00000000283	ENSLOCP00000020015
ENSCAFP00000020859	ENSLOCP00000007755
ENSCAFP00000008672	ENSLOCP00000008105
ENSCAFP00000028388	ENSLOCP00000001481
ENSCAFP00000042477	ENSLOCP00000013922
ENSCAFP00000037686	ENSLOCP00000020021
ENSCAFP00000004172	ENSLOCP00000020023
ENSCAFP00000039903	ENSLOCP00000016466
ENSCAFP00000000816	ENSLOCP00000020704
ENSCAFP00000033052	ENSLOCP00000003149
ENSCAFP00000014144	ENSLOCP00000014646
ENSCAFP00000002320	ENSLOCP00000014965
ENSCAFP00000009713	ENSLOCP00000012262
ENSCAFP00000023435	ENSLOCP00000017761
ENSCAFP00000012717	ENSLOCP00000003577
ENSCAFP00000005794	ENSLOCP00000000965
ENSCAFP00000018391	ENSLOCP00000018979
ENSCAFP00000041431	ENSLOCP00000022461
ENSCAFP00000014382	ENSLOCP00000009670
ENSCAFP00000003747	ENSLOCP00000004300
ENSCAFP00000013767	ENSLOCP00000006023
ENSCAFP00000019786	ENSLOCP00000005897
ENSCAFP00000018798	ENSLOCP00000001909
ENSCAFP00000037718	ENSLOCP00000004476
ENSCAFP00000037639	ENSLOCP00000021088
ENSCAFP00000025481	ENSLOCP00000018466
ENSCAFP00000014524	ENSLOCP00000021910
ENSCAFP00000004275	ENSLOCP00000018798
ENSCAFP00000012522	ENSLOCP00000008791
ENSCAFP00000008250	ENSLOCP00000019231
ENSCAFP00000000318	ENSLOCP00000010954
ENSCAFP00000025287	ENSLOCP00000000345
ENSCAFP00000007038	ENSLOCP00000004982
ENSCAFP00000036910	ENSLOCP00000021901
ENSCAFP00000002657	ENSLOCP00000011678
ENSCAFP00000016690	ENSLOCP00000020245
ENSCAFP00000014415	ENSLOCP00000005875
ENSCAFP00000013803	ENSLOCP00000020295
ENSCAFP00000011144	ENSLOCP00000008533
ENSCAFP00000025455	ENSLOCP00000017077
ENSCAFP00000018743	ENSLOCP00000020358
ENSCAFP00000029326	ENSLOCP00000013837
ENSCAFP00000019360	ENSLOCP00000000854
ENSCAFP00000007787	ENSLOCP00000021222
ENSCAFP00000006628	ENSLOCP00000018007
ENSCAFP00000025086	ENSLOCP00000012878
ENSCAFP00000025086	ENSLOCP00000012890
ENSCAFP00000016769	ENSLOCP00000002206
ENSCAFP00000015395	ENSLOCP00000014709
ENSCAFP00000024743	ENSLOCP00000013191
ENSCAFP00000003245	ENSLOCP00000013002
ENSCAFP00000003160	ENSLOCP00000017305
ENSCAFP00000035560	ENSLOCP00000001818
ENSCAFP00000019606	ENSLOCP00000005278
ENSCAFP00000020904	ENSLOCP00000008274
ENSCAFP00000027953	ENSLOCP00000018599
ENSCAFP00000019314	ENSLOCP00000004275
ENSCAFP00000000354	ENSLOCP00000019974
ENSCAFP00000005159	ENSLOCP00000003448
ENSCAFP00000002634	ENSLOCP00000016550
ENSCAFP00000023103	ENSLOCP00000015492
ENSCAFP00000015359	ENSLOCP00000010298
ENSCAFP00000026292	ENSLOCP00000017568
ENSCAFP00000031096	ENSLOCP00000013656
ENSCAFP00000028397	ENSLOCP00000007625
ENSCAFP00000025195	ENSLOCP00000017375
ENSCAFP00000039715	ENSLOCP00000006634
ENSCAFP00000012666	ENSLOCP00000007411
ENSCAFP00000002382	ENSLOCP00000005117
ENSCAFP00000001232	ENSLOCP00000019428
ENSCAFP00000028575	ENSLOCP00000008883
ENSCAFP00000003634	ENSLOCP00000021061
ENSCAFP00000031617	ENSLOCP00000015567
ENSCAFP00000028921	ENSLOCP00000019070
ENSCAFP00000011026	ENSLOCP00000016280
ENSCAFP00000021643	ENSLOCP00000012850
ENSCAFP00000004996	ENSLOCP00000005747
ENSCAFP00000007311	ENSLOCP00000003827
ENSCAFP00000002744	ENSLOCP00000012806
ENSCAFP00000002718	ENSLOCP00000012881
ENSCAFP00000016299	ENSLOCP00000008393
ENSCAFP00000027988	ENSLOCP00000007479
ENSCAFP00000026442	ENSLOCP00000016181
ENSCAFP00000005987	ENSLOCP00000001513
ENSCAFP00000038424	ENSLOCP00000018710
ENSCAFP00000018018	ENSLOCP00000009846
ENSCAFP00000007024	ENSLOCP00000013177
ENSCAFP00000008737	ENSLOCP00000006816
ENSCAFP00000030562	ENSLOCP00000014587
ENSCAFP00000009607	ENSLOCP00000001439
ENSCAFP00000000336	ENSLOCP00000014944
ENSCAFP00000014785	ENSLOCP00000018359
ENSCAFP00000014341	ENSLOCP00000015529
ENSCAFP00000000960	ENSLOCP00000011522
ENSCAFP00000010199	ENSLOCP00000001685
ENSCAFP00000009831	ENSLOCP00000002767
ENSCAFP00000013371	ENSLOCP00000012439
ENSCAFP00000021267	ENSLOCP00000002824
ENSCAFP00000005807	ENSLOCP00000016948
ENSCAFP00000014755	ENSLOCP00000015618
ENSCAFP00000009333	ENSLOCP00000019400
ENSCAFP00000001181	ENSLOCP00000012722
ENSCAFP00000008269	ENSLOCP00000007311
ENSCAFP00000040025	ENSLOCP00000014968
ENSCAFP00000040397	ENSLOCP00000018768
ENSCAFP00000029650	ENSLOCP00000004652
ENSCAFP00000020579	ENSLOCP00000007368
ENSCAFP00000030301	ENSLOCP00000011664
ENSCAFP00000010357	ENSLOCP00000002033
ENSCAFP00000012634	ENSLOCP00000004675
ENSCAFP00000027626	ENSLOCP00000008004
ENSCAFP00000026612	ENSLOCP00000017807
ENSCAFP00000019248	ENSLOCP00000007843
ENSCAFP00000024420	ENSLOCP00000007624
ENSCAFP00000014457	ENSLOCP00000008187
ENSCAFP00000014876	ENSLOCP00000013704
ENSCAFP00000004684	ENSLOCP00000006906
ENSCAFP00000018196	ENSLOCP00000009732
ENSCAFP00000008676	ENSLOCP00000020119
ENSCAFP00000015142	ENSLOCP00000013138
ENSCAFP00000013332	ENSLOCP00000002524
ENSCAFP00000010208	ENSLOCP00000004941
ENSCAFP00000017851	ENSLOCP00000005592
ENSCAFP00000022877	ENSLOCP00000020619
ENSCAFP00000002807	ENSLOCP00000005953
ENSCAFP00000022394	ENSLOCP00000006462
ENSCAFP00000035182	ENSLOCP00000006910
ENSCAFP00000035135	ENSLOCP00000012258
ENSCAFP00000019592	ENSLOCP00000002343
ENSCAFP00000021877	ENSLOCP00000008742
ENSCAFP00000039994	ENSLOCP00000015271
ENSCAFP00000022071	ENSLOCP00000004223
ENSCAFP00000001737	ENSLOCP00000011257
ENSCAFP00000029582	ENSLOCP00000021340
ENSCAFP00000029308	ENSLOCP00000015114
ENSCAFP00000014358	ENSLOCP00000009610
ENSCAFP00000017546	ENSLOCP00000004062
ENSCAFP00000027327	ENSLOCP00000018767
ENSCAFP00000040914	ENSLOCP00000006961
ENSCAFP00000032301	ENSLOCP00000013748
ENSCAFP00000024324	ENSLOCP00000015139
ENSCAFP00000008580	ENSLOCP00000018993
ENSCAFP00000005796	ENSLOCP00000011531
ENSCAFP00000002233	ENSLOCP00000014563
ENSCAFP00000026836	ENSLOCP00000007891
ENSCAFP00000002712	ENSLOCP00000012893
ENSCAFP00000015417	ENSLOCP00000010267
ENSCAFP00000039187	ENSLOCP00000001991
ENSCAFP00000016267	ENSLOCP00000016326
ENSCAFP00000027450	ENSLOCP00000017936
ENSCAFP00000010509	ENSLOCP00000019095
ENSCAFP00000021458	ENSLOCP00000012621
ENSCAFP00000024076	ENSLOCP00000019459
ENSCAFP00000024050	ENSLOCP00000019600
ENSCAFP00000018889	ENSLOCP00000002606
ENSCAFP00000004870	ENSLOCP00000007197
ENSCAFP00000001500	ENSLOCP00000020398
ENSCAFP00000010193	ENSLOCP00000009033
ENSCAFP00000000995	ENSLOCP00000003686
ENSCAFP00000011248	ENSLOCP00000007012
ENSCAFP00000013744	ENSLOCP00000007195
ENSCAFP00000040454	ENSLOCP00000017397
ENSCAFP00000014196	ENSLOCP00000008264
ENSCAFP00000026515	ENSLOCP00000018420
ENSCAFP00000007442	ENSLOCP00000017196
ENSCAFP00000040576	ENSLOCP00000020336
ENSCAFP00000022333	ENSLOCP00000017740
ENSCAFP00000034132	ENSLOCP00000017289
ENSCAFP00000027185	ENSLOCP00000018742
ENSCAFP00000040255	ENSLOCP00000008147
ENSCAFP00000027628	ENSLOCP00000007303
ENSCAFP00000016366	ENSLOCP00000009050
ENSCAFP00000003752	ENSLOCP00000015678
ENSCAFP00000024542	ENSLOCP00000013457
ENSCAFP00000022968	ENSLOCP00000001429
ENSCAFP00000005211	ENSLOCP00000019450
ENSCAFP00000014928	ENSLOCP00000001638
ENSCAFP00000010842	ENSLOCP00000005312
ENSCAFP00000030300	ENSLOCP00000011689
ENSCAFP00000010601	ENSLOCP00000009365
ENSCAFP00000008700	ENSLOCP00000020122
ENSCAFP00000007922	ENSLOCP00000007667
ENSCAFP00000000205	ENSLOCP00000004246
ENSCAFP00000027611	ENSLOCP00000007288
ENSCAFP00000021819	ENSLOCP00000016250
ENSCAFP00000003204	ENSLOCP00000014410
ENSCAFP00000030231	ENSLOCP00000004321
ENSCAFP00000001720	ENSLOCP00000011739
ENSCAFP00000040350	ENSLOCP00000018852
ENSCAFP00000021931	ENSLOCP00000002689
ENSCAFP00000024190	ENSLOCP00000014733
ENSCAFP00000011182	ENSLOCP00000013269
ENSCAFP00000019288	ENSLOCP00000008323
ENSCAFP00000011773	ENSLOCP00000007102
ENSCAFP00000014169	ENSLOCP00000018472
ENSCAFP00000025701	ENSLOCP00000007229
ENSCAFP00000026635	ENSLOCP00000003412
ENSCAFP00000006790	ENSLOCP00000016068
ENSCAFP00000011266	ENSLOCP00000016976
ENSCAFP00000042346	ENSLOCP00000021360
ENSCAFP00000012336	ENSLOCP00000005619
ENSCAFP00000015053	ENSLOCP00000001957
ENSCAFP00000011272	ENSLOCP00000006901
ENSCAFP00000008218	ENSLOCP00000002910
ENSCAFP00000036000	ENSLOCP00000004743
ENSCAFP00000039647	ENSLOCP00000022019
ENSCAFP00000036103	ENSLOCP00000011873
ENSCAFP00000040130	ENSLOCP00000007574
ENSCAFP00000020218	ENSLOCP00000017581
ENSCAFP00000025299	ENSLOCP00000008284
ENSCAFP00000014399	ENSLOCP00000005835
ENSCAFP00000008612	ENSLOCP00000020086
ENSCAFP00000015847	ENSLOCP00000011944
ENSCAFP00000014808	ENSLOCP00000002602
ENSCAFP00000015880	ENSLOCP00000011974
ENSCAFP00000005712	ENSLOCP00000021254
ENSCAFP00000016522	ENSLOCP00000006233
ENSCAFP00000042364	ENSLOCP00000004049
ENSCAFP00000038599	ENSLOCP00000009317
ENSCAFP00000008435	ENSLOCP00000015168
ENSCAFP00000012357	ENSLOCP00000021356
