ENSACAP00000005936	ENSMUSP00000034074
ENSACAP00000021502	ENSMUSP00000059501
ENSACAP00000019166	ENSMUSP00000021273
ENSACAP00000006541	ENSMUSP00000032487
ENSACAP00000004525	ENSMUSP00000023487
ENSACAP00000023387	ENSMUSP00000133898
ENSACAP00000019231	ENSMUSP00000038412
ENSACAP00000007683	ENSMUSP00000134251
ENSACAP00000005327	ENSMUSP00000026416
ENSACAP00000013634	ENSMUSP00000128926
ENSACAP00000013363	ENSMUSP00000093245
ENSACAP00000007878	ENSMUSP00000041872
ENSACAP00000016618	ENSMUSP00000118743
ENSACAP00000014723	ENSMUSP00000021930
ENSACAP00000022465	ENSMUSP00000059419
ENSACAP00000004166	ENSMUSP00000026011
ENSACAP00000014143	ENSMUSP00000031367
ENSACAP00000017508	ENSMUSP00000025646
ENSACAP00000014223	ENSMUSP00000129239
ENSACAP00000016319	ENSMUSP00000085728
ENSACAP00000004859	ENSMUSP00000023616
ENSACAP00000007835	ENSMUSP00000023334
ENSACAP00000003381	ENSMUSP00000034510
ENSACAP00000014235	ENSMUSP00000026254
ENSACAP00000002316	ENSMUSP00000111381
ENSACAP00000013882	ENSMUSP00000039728
ENSACAP00000000312	ENSMUSP00000047208
ENSACAP00000007273	ENSMUSP00000103817
ENSACAP00000009601	ENSMUSP00000058968
ENSACAP00000005938	ENSMUSP00000084427
ENSACAP00000003095	ENSMUSP00000033990
ENSACAP00000006802	ENSMUSP00000021097
ENSACAP00000000255	ENSMUSP00000025279
ENSACAP00000000582	ENSMUSP00000095953
ENSACAP00000012890	ENSMUSP00000021921
ENSACAP00000015220	ENSMUSP00000030443
ENSACAP00000017475	ENSMUSP00000074578
ENSACAP00000019058	ENSMUSP00000110898
ENSACAP00000004143	ENSMUSP00000073664
ENSACAP00000010300	ENSMUSP00000103608
ENSACAP00000010100	ENSMUSP00000039810
ENSACAP00000016309	ENSMUSP00000120421
ENSACAP00000008039	ENSMUSP00000030834
ENSACAP00000011014	ENSMUSP00000005651
ENSACAP00000000116	ENSMUSP00000022009
ENSACAP00000015561	ENSMUSP00000057392
ENSACAP00000020950	ENSMUSP00000027775
ENSACAP00000007054	ENSMUSP00000036604
ENSACAP00000015656	ENSMUSP00000006669
ENSACAP00000013895	ENSMUSP00000019721
ENSACAP00000006857	ENSMUSP00000070345
ENSACAP00000013368	ENSMUSP00000105348
ENSACAP00000005359	ENSMUSP00000085695
ENSACAP00000010049	ENSMUSP00000023344
ENSACAP00000007555	ENSMUSP00000111327
ENSACAP00000006929	ENSMUSP00000031680
ENSACAP00000000627	ENSMUSP00000027505
ENSACAP00000006051	ENSMUSP00000032480
ENSACAP00000006030	ENSMUSP00000062593
ENSACAP00000006812	ENSMUSP00000079226
ENSACAP00000005200	ENSMUSP00000027059
ENSACAP00000017085	ENSMUSP00000035902
ENSACAP00000015839	ENSMUSP00000129922
ENSACAP00000020539	ENSMUSP00000037699
ENSACAP00000012833	ENSMUSP00000111939
ENSACAP00000002652	ENSMUSP00000056481
ENSACAP00000002871	ENSMUSP00000061229
ENSACAP00000003190	ENSMUSP00000041157
ENSACAP00000013157	ENSMUSP00000040176
ENSACAP00000010105	ENSMUSP00000042701
ENSACAP00000000539	ENSMUSP00000038056
ENSACAP00000013484	ENSMUSP00000081941
ENSACAP00000017612	ENSMUSP00000065278
ENSACAP00000005762	ENSMUSP00000023958
ENSACAP00000010492	ENSMUSP00000005705
ENSACAP00000013329	ENSMUSP00000031859
ENSACAP00000002604	ENSMUSP00000029444
ENSACAP00000009851	ENSMUSP00000102352
ENSACAP00000009206	ENSMUSP00000110798
ENSACAP00000002273	ENSMUSP00000107381
ENSACAP00000009605	ENSMUSP00000095320
ENSACAP00000009365	ENSMUSP00000104460
ENSACAP00000000371	ENSMUSP00000110802
ENSACAP00000022120	ENSMUSP00000019063
ENSACAP00000007351	ENSMUSP00000029377
ENSACAP00000015084	ENSMUSP00000053384
ENSACAP00000014625	ENSMUSP00000107447
ENSACAP00000007687	ENSMUSP00000058109
ENSACAP00000009415	ENSMUSP00000029131
ENSACAP00000003305	ENSMUSP00000006508
ENSACAP00000003382	ENSMUSP00000072074
ENSACAP00000006904	ENSMUSP00000105630
ENSACAP00000013644	ENSMUSP00000032151
ENSACAP00000010152	ENSMUSP00000041053
ENSACAP00000002453	ENSMUSP00000117891
ENSACAP00000006911	ENSMUSP00000001484
ENSACAP00000011639	ENSMUSP00000046787
ENSACAP00000001501	ENSMUSP00000109427
ENSACAP00000008250	ENSMUSP00000023750
ENSACAP00000005246	ENSMUSP00000023225
ENSACAP00000003435	ENSMUSP00000020446
ENSACAP00000005451	ENSMUSP00000004378
ENSACAP00000009946	ENSMUSP00000062584
ENSACAP00000005341	ENSMUSP00000003643
ENSACAP00000014643	ENSMUSP00000106851
ENSACAP00000004818	ENSMUSP00000137837
ENSACAP00000001155	ENSMUSP00000083073
ENSACAP00000012306	ENSMUSP00000022197
ENSACAP00000016795	ENSMUSP00000038350
ENSACAP00000002704	ENSMUSP00000029684
ENSACAP00000016876	ENSMUSP00000035898
ENSACAP00000002265	ENSMUSP00000106567
ENSACAP00000003075	ENSMUSP00000045441
ENSACAP00000002860	ENSMUSP00000092988
ENSACAP00000015895	ENSMUSP00000037107
ENSACAP00000007089	ENSMUSP00000004381
ENSACAP00000014133	ENSMUSP00000005964
ENSACAP00000018784	ENSMUSP00000137298
ENSACAP00000012917	ENSMUSP00000131277
ENSACAP00000001567	ENSMUSP00000093469
ENSACAP00000008087	ENSMUSP00000101999
ENSACAP00000008472	ENSMUSP00000039416
ENSACAP00000001783	ENSMUSP00000053766
ENSACAP00000000378	ENSMUSP00000099806
ENSACAP00000023006	ENSMUSP00000072438
ENSACAP00000005311	ENSMUSP00000090470
ENSACAP00000002743	ENSMUSP00000120516
ENSACAP00000005250	ENSMUSP00000089958
ENSACAP00000003561	ENSMUSP00000031492
ENSACAP00000008653	ENSMUSP00000033430
ENSACAP00000002126	ENSMUSP00000063054
ENSACAP00000001336	ENSMUSP00000050199
ENSACAP00000022923	ENSMUSP00000064808
ENSACAP00000021854	ENSMUSP00000086710
ENSACAP00000009397	ENSMUSP00000085775
ENSACAP00000014644	ENSMUSP00000031055
ENSACAP00000015050	ENSMUSP00000052095
ENSACAP00000011322	ENSMUSP00000059732
ENSACAP00000006549	ENSMUSP00000041328
ENSACAP00000010660	ENSMUSP00000024958
ENSACAP00000011827	ENSMUSP00000097296
ENSACAP00000009266	ENSMUSP00000022212
ENSACAP00000015367	ENSMUSP00000076130
ENSACAP00000005331	ENSMUSP00000130004
ENSACAP00000022818	ENSMUSP00000056967
ENSACAP00000014114	ENSMUSP00000034090
ENSACAP00000000028	ENSMUSP00000056401
ENSACAP00000014528	ENSMUSP00000038091
ENSACAP00000004997	ENSMUSP00000003642
ENSACAP00000003750	ENSMUSP00000112262
ENSACAP00000008334	ENSMUSP00000136950
ENSACAP00000007287	ENSMUSP00000094072
ENSACAP00000001338	ENSMUSP00000047480
ENSACAP00000004133	ENSMUSP00000018614
ENSACAP00000002042	ENSMUSP00000038719
ENSACAP00000017381	ENSMUSP00000036438
ENSACAP00000000252	ENSMUSP00000099652
ENSACAP00000022119	ENSMUSP00000082777
ENSACAP00000000233	ENSMUSP00000031455
ENSACAP00000004134	ENSMUSP00000050061
ENSACAP00000001773	ENSMUSP00000124258
ENSACAP00000008764	ENSMUSP00000093911
ENSACAP00000016324	ENSMUSP00000019726
ENSACAP00000017420	ENSMUSP00000000466
ENSACAP00000006064	ENSMUSP00000077119
ENSACAP00000012080	ENSMUSP00000103560
ENSACAP00000021766	ENSMUSP00000041732
ENSACAP00000018954	ENSMUSP00000046906
ENSACAP00000021162	ENSMUSP00000062231
ENSACAP00000006109	ENSMUSP00000107512
ENSACAP00000004015	ENSMUSP00000092355
ENSACAP00000004332	ENSMUSP00000025867
ENSACAP00000002953	ENSMUSP00000099928
ENSACAP00000010139	ENSMUSP00000073228
ENSACAP00000003825	ENSMUSP00000047763
ENSACAP00000008145	ENSMUSP00000133515
ENSACAP00000005940	ENSMUSP00000025002
ENSACAP00000001777	ENSMUSP00000021155
ENSACAP00000003493	ENSMUSP00000099676
ENSACAP00000017329	ENSMUSP00000042063
ENSACAP00000014441	ENSMUSP00000111497
ENSACAP00000012050	ENSMUSP00000078572
ENSACAP00000003927	ENSMUSP00000080548
ENSACAP00000008226	ENSMUSP00000076437
ENSACAP00000018141	ENSMUSP00000126197
ENSACAP00000011223	ENSMUSP00000100008
ENSACAP00000011512	ENSMUSP00000040208
ENSACAP00000004429	ENSMUSP00000028663
ENSACAP00000001970	ENSMUSP00000027367
ENSACAP00000005446	ENSMUSP00000072852
ENSACAP00000006540	ENSMUSP00000031709
ENSACAP00000002247	ENSMUSP00000022262
ENSACAP00000004389	ENSMUSP00000135039
ENSACAP00000011680	ENSMUSP00000055562
ENSACAP00000016210	ENSMUSP00000037377
ENSACAP00000015129	ENSMUSP00000127149
ENSACAP00000005955	ENSMUSP00000034547
ENSACAP00000008595	ENSMUSP00000110434
ENSACAP00000002909	ENSMUSP00000084430
ENSACAP00000014177	ENSMUSP00000068178
ENSACAP00000016651	ENSMUSP00000045637
ENSACAP00000009428	ENSMUSP00000048719
ENSACAP00000004113	ENSMUSP00000095420
ENSACAP00000010910	ENSMUSP00000023550
ENSACAP00000003084	ENSMUSP00000028392
ENSACAP00000008618	ENSMUSP00000086422
ENSACAP00000008857	ENSMUSP00000026624
ENSACAP00000009610	ENSMUSP00000110373
ENSACAP00000014522	ENSMUSP00000025989
ENSACAP00000010174	ENSMUSP00000113782
ENSACAP00000015529	ENSMUSP00000021443
ENSACAP00000011168	ENSMUSP00000071578
ENSACAP00000008502	ENSMUSP00000120531
ENSACAP00000014931	ENSMUSP00000039737
ENSACAP00000023320	ENSMUSP00000099399
ENSACAP00000007341	ENSMUSP00000015137
ENSACAP00000013647	ENSMUSP00000050087
ENSACAP00000000020	ENSMUSP00000032272
ENSACAP00000006325	ENSMUSP00000108593
ENSACAP00000007971	ENSMUSP00000039109
ENSACAP00000009234	ENSMUSP00000015100
ENSACAP00000007149	ENSMUSP00000052258
ENSACAP00000002931	ENSMUSP00000019333
ENSACAP00000009775	ENSMUSP00000046467
ENSACAP00000009887	ENSMUSP00000114843
ENSACAP00000016009	ENSMUSP00000137440
ENSACAP00000002274	ENSMUSP00000002259
ENSACAP00000016882	ENSMUSP00000003912
ENSACAP00000019047	ENSMUSP00000030285
ENSACAP00000009098	ENSMUSP00000019876
ENSACAP00000009705	ENSMUSP00000000219
ENSACAP00000003731	ENSMUSP00000028844
ENSACAP00000003204	ENSMUSP00000031530
ENSACAP00000017171	ENSMUSP00000040524
ENSACAP00000021486	ENSMUSP00000047402
ENSACAP00000011570	ENSMUSP00000026537
ENSACAP00000003196	ENSMUSP00000038373
ENSACAP00000016707	ENSMUSP00000111977
ENSACAP00000015752	ENSMUSP00000026665
ENSACAP00000007637	ENSMUSP00000105245
ENSACAP00000015766	ENSMUSP00000026663
ENSACAP00000020251	ENSMUSP00000026662
ENSACAP00000016008	ENSMUSP00000022952
ENSACAP00000006898	ENSMUSP00000055486
ENSACAP00000017527	ENSMUSP00000025642
ENSACAP00000014914	ENSMUSP00000081572
ENSACAP00000012046	ENSMUSP00000019911
ENSACAP00000011673	ENSMUSP00000069578
ENSACAP00000000157	ENSMUSP00000057365
ENSACAP00000007269	ENSMUSP00000037764
ENSACAP00000001285	ENSMUSP00000039760
ENSACAP00000006985	ENSMUSP00000088231
ENSACAP00000001729	ENSMUSP00000104725
ENSACAP00000012569	ENSMUSP00000001079
ENSACAP00000009683	ENSMUSP00000045955
ENSACAP00000013365	ENSMUSP00000035823
ENSACAP00000002152	ENSMUSP00000095702
ENSACAP00000006089	ENSMUSP00000118474
ENSACAP00000020817	ENSMUSP00000026750
ENSACAP00000017509	ENSMUSP00000030645
ENSACAP00000013457	ENSMUSP00000030627
ENSACAP00000008163	ENSMUSP00000032766
ENSACAP00000012219	ENSMUSP00000024721
ENSACAP00000006464	ENSMUSP00000128063
ENSACAP00000004902	ENSMUSP00000034817
ENSACAP00000017543	ENSMUSP00000125932
ENSACAP00000009178	ENSMUSP00000003154
ENSACAP00000006641	ENSMUSP00000076115
ENSACAP00000010497	ENSMUSP00000033532
ENSACAP00000008035	ENSMUSP00000044128
ENSACAP00000018355	ENSMUSP00000051479
ENSACAP00000009426	ENSMUSP00000060749
ENSACAP00000006651	ENSMUSP00000136054
ENSACAP00000011490	ENSMUSP00000110435
ENSACAP00000011465	ENSMUSP00000099334
ENSACAP00000003949	ENSMUSP00000088098
ENSACAP00000007890	ENSMUSP00000047864
ENSACAP00000000033	ENSMUSP00000098558
ENSACAP00000003652	ENSMUSP00000134205
ENSACAP00000017535	ENSMUSP00000025641
ENSACAP00000015260	ENSMUSP00000074115
ENSACAP00000013573	ENSMUSP00000036749
ENSACAP00000013187	ENSMUSP00000078245
ENSACAP00000015862	ENSMUSP00000119303
ENSACAP00000006915	ENSMUSP00000083928
ENSACAP00000004297	ENSMUSP00000095949
ENSACAP00000020091	ENSMUSP00000071120
ENSACAP00000003888	ENSMUSP00000007735
ENSACAP00000004654	ENSMUSP00000000421
ENSACAP00000012264	ENSMUSP00000020551
ENSACAP00000005507	ENSMUSP00000087810
ENSACAP00000000830	ENSMUSP00000112965
ENSACAP00000017176	ENSMUSP00000017552
ENSACAP00000012265	ENSMUSP00000077438
ENSACAP00000005482	ENSMUSP00000110371
ENSACAP00000006260	ENSMUSP00000078690
ENSACAP00000014820	ENSMUSP00000020543
ENSACAP00000020487	ENSMUSP00000137079
ENSACAP00000014325	ENSMUSP00000005233
ENSACAP00000012984	ENSMUSP00000098056
ENSACAP00000002180	ENSMUSP00000034093
ENSACAP00000008243	ENSMUSP00000024884
ENSACAP00000023365	ENSMUSP00000113840
ENSACAP00000014261	ENSMUSP00000125335
ENSACAP00000013528	ENSMUSP00000106770
ENSACAP00000002300	ENSMUSP00000099765
ENSACAP00000003616	ENSMUSP00000066977
ENSACAP00000015601	ENSMUSP00000045454
ENSACAP00000008924	ENSMUSP00000035437
ENSACAP00000008592	ENSMUSP00000101724
ENSACAP00000007845	ENSMUSP00000135500
ENSACAP00000010918	ENSMUSP00000103243
ENSACAP00000016190	ENSMUSP00000006825
ENSACAP00000007881	ENSMUSP00000101184
ENSACAP00000003602	ENSMUSP00000104543
ENSACAP00000004259	ENSMUSP00000105790
ENSACAP00000009761	ENSMUSP00000042155
ENSACAP00000001473	ENSMUSP00000099776
ENSACAP00000012220	ENSMUSP00000007444
ENSACAP00000001296	ENSMUSP00000027185
ENSACAP00000002268	ENSMUSP00000034049
ENSACAP00000011672	ENSMUSP00000088723
ENSACAP00000010685	ENSMUSP00000029486
ENSACAP00000012707	ENSMUSP00000069429
ENSACAP00000014782	ENSMUSP00000029740
ENSACAP00000011334	ENSMUSP00000020769
ENSACAP00000006803	ENSMUSP00000023531
ENSACAP00000016003	ENSMUSP00000091845
ENSACAP00000001047	ENSMUSP00000005841
ENSACAP00000002413	ENSMUSP00000034629
ENSACAP00000011611	ENSMUSP00000005256
ENSACAP00000011323	ENSMUSP00000004673
ENSACAP00000007570	ENSMUSP00000044430
ENSACAP00000001952	ENSMUSP00000066741
ENSACAP00000009773	ENSMUSP00000105926
ENSACAP00000006955	ENSMUSP00000129278
ENSACAP00000011533	ENSMUSP00000099907
ENSACAP00000006790	ENSMUSP00000025224
ENSACAP00000009645	ENSMUSP00000026076
ENSACAP00000004455	ENSMUSP00000028787
ENSACAP00000012718	ENSMUSP00000093908
ENSACAP00000014807	ENSMUSP00000013130
ENSACAP00000023411	ENSMUSP00000120830
ENSACAP00000007762	ENSMUSP00000023457
ENSACAP00000005513	ENSMUSP00000005336
ENSACAP00000005907	ENSMUSP00000046598
ENSACAP00000008508	ENSMUSP00000087073
ENSACAP00000017127	ENSMUSP00000006367
ENSACAP00000008914	ENSMUSP00000081044
ENSACAP00000011769	ENSMUSP00000084910
ENSACAP00000006738	ENSMUSP00000108498
ENSACAP00000006208	ENSMUSP00000027649
ENSACAP00000000408	ENSMUSP00000059720
ENSACAP00000002072	ENSMUSP00000030475
ENSACAP00000020570	ENSMUSP00000028034
ENSACAP00000011391	ENSMUSP00000079692
ENSACAP00000005268	ENSMUSP00000129122
ENSACAP00000000634	ENSMUSP00000121775
ENSACAP00000007162	ENSMUSP00000138370
ENSACAP00000013351	ENSMUSP00000114458
ENSACAP00000013050	ENSMUSP00000035918
ENSACAP00000002973	ENSMUSP00000024594
ENSACAP00000007261	ENSMUSP00000068690
ENSACAP00000015626	ENSMUSP00000041307
ENSACAP00000008566	ENSMUSP00000056378
ENSACAP00000011097	ENSMUSP00000019362
ENSACAP00000013594	ENSMUSP00000030948
ENSACAP00000015185	ENSMUSP00000034566
ENSACAP00000012182	ENSMUSP00000090568
ENSACAP00000007799	ENSMUSP00000053783
ENSACAP00000013383	ENSMUSP00000038662
ENSACAP00000005319	ENSMUSP00000021077
ENSACAP00000013786	ENSMUSP00000102685
ENSACAP00000002177	ENSMUSP00000034618
ENSACAP00000007998	ENSMUSP00000113333
ENSACAP00000015288	ENSMUSP00000096457
ENSACAP00000001967	ENSMUSP00000088179
ENSACAP00000000374	ENSMUSP00000114974
ENSACAP00000000414	ENSMUSP00000124931
ENSACAP00000014849	ENSMUSP00000114159
ENSACAP00000007342	ENSMUSP00000026328
ENSACAP00000011642	ENSMUSP00000076336
ENSACAP00000013983	ENSMUSP00000123700
ENSACAP00000013443	ENSMUSP00000102926
ENSACAP00000001023	ENSMUSP00000002911
ENSACAP00000014867	ENSMUSP00000038916
ENSACAP00000000855	ENSMUSP00000042294
ENSACAP00000000709	ENSMUSP00000098701
ENSACAP00000005911	ENSMUSP00000100070
ENSACAP00000020582	ENSMUSP00000104641
ENSACAP00000005939	ENSMUSP00000028815
ENSACAP00000003065	ENSMUSP00000027405
ENSACAP00000010114	ENSMUSP00000026084
ENSACAP00000001146	ENSMUSP00000046924
ENSACAP00000017617	ENSMUSP00000052202
ENSACAP00000011925	ENSMUSP00000048119
ENSACAP00000000468	ENSMUSP00000132547
ENSACAP00000007988	ENSMUSP00000029611
ENSACAP00000002667	ENSMUSP00000084055
ENSACAP00000016124	ENSMUSP00000136280
ENSACAP00000013154	ENSMUSP00000054385
ENSACAP00000000364	ENSMUSP00000104273
ENSACAP00000006775	ENSMUSP00000136181
ENSACAP00000022276	ENSMUSP00000131976
ENSACAP00000015744	ENSMUSP00000112685
ENSACAP00000014337	ENSMUSP00000059896
ENSACAP00000001666	ENSMUSP00000093699
ENSACAP00000018974	ENSMUSP00000070825
ENSACAP00000006488	ENSMUSP00000110684
ENSACAP00000010738	ENSMUSP00000020106
ENSACAP00000014391	ENSMUSP00000035512
ENSACAP00000001348	ENSMUSP00000106163
ENSACAP00000005953	ENSMUSP00000086640
ENSACAP00000014128	ENSMUSP00000025377
ENSACAP00000005057	ENSMUSP00000031003
ENSACAP00000007952	ENSMUSP00000040321
ENSACAP00000003243	ENSMUSP00000020316
ENSACAP00000012680	ENSMUSP00000033939
ENSACAP00000011973	ENSMUSP00000026217
ENSACAP00000006776	ENSMUSP00000025946
ENSACAP00000006744	ENSMUSP00000073105
ENSACAP00000010798	ENSMUSP00000035326
ENSACAP00000003528	ENSMUSP00000033010
ENSACAP00000019354	ENSMUSP00000128703
ENSACAP00000015983	ENSMUSP00000128464
ENSACAP00000011379	ENSMUSP00000041767
ENSACAP00000009909	ENSMUSP00000020158
ENSACAP00000016343	ENSMUSP00000086034
ENSACAP00000002415	ENSMUSP00000018005
ENSACAP00000015869	ENSMUSP00000025046
ENSACAP00000007139	ENSMUSP00000035214
ENSACAP00000013094	ENSMUSP00000109253
ENSACAP00000012483	ENSMUSP00000055110
ENSACAP00000020702	ENSMUSP00000018755
ENSACAP00000010825	ENSMUSP00000116200
ENSACAP00000009060	ENSMUSP00000065544
ENSACAP00000016819	ENSMUSP00000045945
ENSACAP00000006542	ENSMUSP00000035112
ENSACAP00000004977	ENSMUSP00000029770
ENSACAP00000016174	ENSMUSP00000021666
ENSACAP00000008123	ENSMUSP00000027251
ENSACAP00000000212	ENSMUSP00000112563
ENSACAP00000009824	ENSMUSP00000024749
ENSACAP00000008348	ENSMUSP00000022172
ENSACAP00000002614	ENSMUSP00000024786
ENSACAP00000020002	ENSMUSP00000076864
ENSACAP00000013404	ENSMUSP00000044938
ENSACAP00000006550	ENSMUSP00000031533
ENSACAP00000007510	ENSMUSP00000096688
ENSACAP00000006948	ENSMUSP00000056464
ENSACAP00000014358	ENSMUSP00000064758
ENSACAP00000010741	ENSMUSP00000021466
ENSACAP00000002766	ENSMUSP00000025668
ENSACAP00000003011	ENSMUSP00000029752
ENSACAP00000000203	ENSMUSP00000032728
ENSACAP00000022355	ENSMUSP00000110401
ENSACAP00000022186	ENSMUSP00000030221
ENSACAP00000004615	ENSMUSP00000044955
ENSACAP00000007650	ENSMUSP00000099851
ENSACAP00000002234	ENSMUSP00000042177
ENSACAP00000013635	ENSMUSP00000080111
ENSACAP00000014722	ENSMUSP00000130957
ENSACAP00000017416	ENSMUSP00000110230
ENSACAP00000006471	ENSMUSP00000053643
ENSACAP00000021349	ENSMUSP00000009411
ENSACAP00000017321	ENSMUSP00000113053
ENSACAP00000003436	ENSMUSP00000053408
ENSACAP00000004560	ENSMUSP00000020378
ENSACAP00000013998	ENSMUSP00000102014
ENSACAP00000007377	ENSMUSP00000130604
ENSACAP00000000679	ENSMUSP00000038361
ENSACAP00000003147	ENSMUSP00000088291
ENSACAP00000003039	ENSMUSP00000057282
ENSACAP00000016617	ENSMUSP00000019997
ENSACAP00000014249	ENSMUSP00000101763
ENSACAP00000013601	ENSMUSP00000016033
ENSACAP00000004468	ENSMUSP00000096972
ENSACAP00000018089	ENSMUSP00000001166
ENSACAP00000001565	ENSMUSP00000113042
ENSACAP00000007100	ENSMUSP00000032705
ENSACAP00000013238	ENSMUSP00000107492
ENSACAP00000017451	ENSMUSP00000003843
ENSACAP00000007677	ENSMUSP00000008907
ENSACAP00000012079	ENSMUSP00000023356
ENSACAP00000006545	ENSMUSP00000006762
ENSACAP00000015823	ENSMUSP00000066280
ENSACAP00000005067	ENSMUSP00000044624
ENSACAP00000004771	ENSMUSP00000045676
ENSACAP00000003053	ENSMUSP00000097100
ENSACAP00000002261	ENSMUSP00000026150
ENSACAP00000005859	ENSMUSP00000019939
ENSACAP00000006432	ENSMUSP00000021246
ENSACAP00000014511	ENSMUSP00000126383
ENSACAP00000016399	ENSMUSP00000066244
ENSACAP00000010268	ENSMUSP00000090335
ENSACAP00000016655	ENSMUSP00000099408
ENSACAP00000017158	ENSMUSP00000088271
ENSACAP00000007461	ENSMUSP00000130176
ENSACAP00000018703	ENSMUSP00000020461
ENSACAP00000017529	ENSMUSP00000052863
ENSACAP00000005297	ENSMUSP00000038110
ENSACAP00000017150	ENSMUSP00000108841
ENSACAP00000014078	ENSMUSP00000023289
ENSACAP00000014526	ENSMUSP00000071933
ENSACAP00000017040	ENSMUSP00000032413
ENSACAP00000009816	ENSMUSP00000114272
ENSACAP00000002542	ENSMUSP00000094916
ENSACAP00000013615	ENSMUSP00000108948
ENSACAP00000013243	ENSMUSP00000111405
ENSACAP00000000042	ENSMUSP00000081714
ENSACAP00000022456	ENSMUSP00000051468
ENSACAP00000017313	ENSMUSP00000084904
ENSACAP00000000966	ENSMUSP00000060255
ENSACAP00000008328	ENSMUSP00000056147
ENSACAP00000000243	ENSMUSP00000101914
ENSACAP00000014687	ENSMUSP00000064128
ENSACAP00000004196	ENSMUSP00000050246
ENSACAP00000002548	ENSMUSP00000062016
ENSACAP00000000747	ENSMUSP00000009798
ENSACAP00000016483	ENSMUSP00000056015
ENSACAP00000017064	ENSMUSP00000034802
ENSACAP00000010990	ENSMUSP00000129483
ENSACAP00000011615	ENSMUSP00000026239
ENSACAP00000005968	ENSMUSP00000062078
ENSACAP00000002030	ENSMUSP00000033938
ENSACAP00000023186	ENSMUSP00000067884
ENSACAP00000015453	ENSMUSP00000000811
ENSACAP00000004496	ENSMUSP00000133065
ENSACAP00000014269	ENSMUSP00000116130
ENSACAP00000012596	ENSMUSP00000056099
ENSACAP00000014070	ENSMUSP00000003436
ENSACAP00000001984	ENSMUSP00000040505
ENSACAP00000015347	ENSMUSP00000032717
ENSACAP00000002465	ENSMUSP00000060424
ENSACAP00000006510	ENSMUSP00000025944
ENSACAP00000000706	ENSMUSP00000041906
ENSACAP00000004125	ENSMUSP00000129772
ENSACAP00000016627	ENSMUSP00000125840
ENSACAP00000014952	ENSMUSP00000026577
ENSACAP00000014085	ENSMUSP00000052776
ENSACAP00000011755	ENSMUSP00000042004
ENSACAP00000009925	ENSMUSP00000025850
ENSACAP00000009333	ENSMUSP00000031017
ENSACAP00000007275	ENSMUSP00000003640
ENSACAP00000016663	ENSMUSP00000021674
ENSACAP00000018714	ENSMUSP00000106906
ENSACAP00000004823	ENSMUSP00000080325
ENSACAP00000015009	ENSMUSP00000044276
ENSACAP00000007927	ENSMUSP00000027247
ENSACAP00000009116	ENSMUSP00000031145
ENSACAP00000001281	ENSMUSP00000131631
ENSACAP00000009109	ENSMUSP00000027615
ENSACAP00000005764	ENSMUSP00000135516
ENSACAP00000022074	ENSMUSP00000080219
ENSACAP00000009014	ENSMUSP00000110414
ENSACAP00000012396	ENSMUSP00000108090
ENSACAP00000016729	ENSMUSP00000111963
ENSACAP00000012942	ENSMUSP00000054338
ENSACAP00000001425	ENSMUSP00000042433
ENSACAP00000012358	ENSMUSP00000017974
ENSACAP00000013841	ENSMUSP00000028259
ENSACAP00000012962	ENSMUSP00000043676
ENSACAP00000012712	ENSMUSP00000061517
ENSACAP00000002038	ENSMUSP00000054141
ENSACAP00000007066	ENSMUSP00000129418
ENSACAP00000014440	ENSMUSP00000099465
ENSACAP00000007708	ENSMUSP00000054428
ENSACAP00000018411	ENSMUSP00000057040
ENSACAP00000008266	ENSMUSP00000061643
ENSACAP00000007473	ENSMUSP00000034240
ENSACAP00000007349	ENSMUSP00000004294
ENSACAP00000001759	ENSMUSP00000137931
ENSACAP00000017772	ENSMUSP00000055599
ENSACAP00000008007	ENSMUSP00000019232
ENSACAP00000001914	ENSMUSP00000026315
ENSACAP00000000576	ENSMUSP00000085862
ENSACAP00000020374	ENSMUSP00000000834
ENSACAP00000014913	ENSMUSP00000005976
ENSACAP00000003654	ENSMUSP00000050144
