ENSACAP00000008923	ENSORLP00000011382
ENSACAP00000013027	ENSORLP00000019056
ENSACAP00000010949	ENSORLP00000024000
ENSACAP00000005327	ENSORLP00000018768
ENSACAP00000019022	ENSORLP00000011835
ENSACAP00000001577	ENSORLP00000006919
ENSACAP00000001577	ENSORLP00000013362
ENSACAP00000014723	ENSORLP00000007024
ENSACAP00000022465	ENSORLP00000009202
ENSACAP00000004166	ENSORLP00000013725
ENSACAP00000014143	ENSORLP00000017009
ENSACAP00000014223	ENSORLP00000020666
ENSACAP00000016319	ENSORLP00000003654
ENSACAP00000016319	ENSORLP00000022073
ENSACAP00000004859	ENSORLP00000012544
ENSACAP00000007835	ENSORLP00000005239
ENSACAP00000007835	ENSORLP00000011455
ENSACAP00000016259	ENSORLP00000016462
ENSACAP00000016259	ENSORLP00000008765
ENSACAP00000003381	ENSORLP00000003137
ENSACAP00000003381	ENSORLP00000007160
ENSACAP00000014235	ENSORLP00000001406
ENSACAP00000002316	ENSORLP00000012144
ENSACAP00000013882	ENSORLP00000003645
ENSACAP00000013882	ENSORLP00000016043
ENSACAP00000007273	ENSORLP00000011059
ENSACAP00000009601	ENSORLP00000010245
ENSACAP00000012181	ENSORLP00000002565
ENSACAP00000005938	ENSORLP00000000220
ENSACAP00000017152	ENSORLP00000016099
ENSACAP00000014045	ENSORLP00000010178
ENSACAP00000006802	ENSORLP00000015387
ENSACAP00000000255	ENSORLP00000022133
ENSACAP00000015220	ENSORLP00000020198
ENSACAP00000014749	ENSORLP00000008179
ENSACAP00000010300	ENSORLP00000018854
ENSACAP00000010100	ENSORLP00000009678
ENSACAP00000016309	ENSORLP00000001295
ENSACAP00000011014	ENSORLP00000014273
ENSACAP00000000116	ENSORLP00000001266
ENSACAP00000011700	ENSORLP00000025832
ENSACAP00000020950	ENSORLP00000013872
ENSACAP00000015656	ENSORLP00000021782
ENSACAP00000005364	ENSORLP00000015232
ENSACAP00000013895	ENSORLP00000005600
ENSACAP00000000710	ENSORLP00000014788
ENSACAP00000013368	ENSORLP00000013956
ENSACAP00000010049	ENSORLP00000016851
ENSACAP00000007555	ENSORLP00000023310
ENSACAP00000014838	ENSORLP00000014269
ENSACAP00000000627	ENSORLP00000001915
ENSACAP00000006051	ENSORLP00000015230
ENSACAP00000006030	ENSORLP00000022617
ENSACAP00000006812	ENSORLP00000015380
ENSACAP00000015839	ENSORLP00000007748
ENSACAP00000020539	ENSORLP00000022151
ENSACAP00000012833	ENSORLP00000019445
ENSACAP00000002652	ENSORLP00000006247
ENSACAP00000009535	ENSORLP00000002888
ENSACAP00000001235	ENSORLP00000020194
ENSACAP00000000677	ENSORLP00000025390
ENSACAP00000013157	ENSORLP00000020763
ENSACAP00000013157	ENSORLP00000012940
ENSACAP00000010105	ENSORLP00000000336
ENSACAP00000000539	ENSORLP00000007094
ENSACAP00000013484	ENSORLP00000014849
ENSACAP00000005762	ENSORLP00000015914
ENSACAP00000021260	ENSORLP00000020378
ENSACAP00000002604	ENSORLP00000000400
ENSACAP00000009851	ENSORLP00000008644
ENSACAP00000005440	ENSORLP00000012199
ENSACAP00000012475	ENSORLP00000006992
ENSACAP00000011315	ENSORLP00000010149
ENSACAP00000020660	ENSORLP00000019709
ENSACAP00000002273	ENSORLP00000019992
ENSACAP00000002857	ENSORLP00000009150
ENSACAP00000009605	ENSORLP00000013015
ENSACAP00000022120	ENSORLP00000009003
ENSACAP00000007351	ENSORLP00000014146
ENSACAP00000003073	ENSORLP00000011048
ENSACAP00000015084	ENSORLP00000005243
ENSACAP00000015084	ENSORLP00000004364
ENSACAP00000015690	ENSORLP00000010567
ENSACAP00000015690	ENSORLP00000003207
ENSACAP00000014625	ENSORLP00000007029
ENSACAP00000022720	ENSORLP00000014131
ENSACAP00000003382	ENSORLP00000010906
ENSACAP00000003382	ENSORLP00000018286
ENSACAP00000016033	ENSORLP00000011622
ENSACAP00000010678	ENSORLP00000019702
ENSACAP00000013644	ENSORLP00000016792
ENSACAP00000013644	ENSORLP00000013757
ENSACAP00000013962	ENSORLP00000006797
ENSACAP00000013962	ENSORLP00000002878
ENSACAP00000006911	ENSORLP00000015259
ENSACAP00000011639	ENSORLP00000021053
ENSACAP00000008250	ENSORLP00000009802
ENSACAP00000008250	ENSORLP00000019285
ENSACAP00000005246	ENSORLP00000015837
ENSACAP00000013953	ENSORLP00000007068
ENSACAP00000020090	ENSORLP00000002352
ENSACAP00000002199	ENSORLP00000023700
ENSACAP00000005451	ENSORLP00000008004
ENSACAP00000005451	ENSORLP00000015753
ENSACAP00000005341	ENSORLP00000000553
ENSACAP00000005341	ENSORLP00000001972
ENSACAP00000004888	ENSORLP00000001793
ENSACAP00000002704	ENSORLP00000000772
ENSACAP00000016876	ENSORLP00000006273
ENSACAP00000016876	ENSORLP00000016293
ENSACAP00000012919	ENSORLP00000020289
ENSACAP00000012919	ENSORLP00000019006
ENSACAP00000015895	ENSORLP00000014092
ENSACAP00000007089	ENSORLP00000015815
ENSACAP00000009716	ENSORLP00000006085
ENSACAP00000001567	ENSORLP00000016050
ENSACAP00000014033	ENSORLP00000007816
ENSACAP00000001539	ENSORLP00000008370
ENSACAP00000008087	ENSORLP00000015650
ENSACAP00000008087	ENSORLP00000000265
ENSACAP00000008472	ENSORLP00000005273
ENSACAP00000001783	ENSORLP00000018809
ENSACAP00000000378	ENSORLP00000022449
ENSACAP00000018835	ENSORLP00000023899
ENSACAP00000018835	ENSORLP00000000502
ENSACAP00000005311	ENSORLP00000012129
ENSACAP00000005250	ENSORLP00000010391
ENSACAP00000022891	ENSORLP00000012049
ENSACAP00000010224	ENSORLP00000001357
ENSACAP00000008653	ENSORLP00000011341
ENSACAP00000022847	ENSORLP00000008221
ENSACAP00000001336	ENSORLP00000011469
ENSACAP00000021854	ENSORLP00000010016
ENSACAP00000012025	ENSORLP00000018317
ENSACAP00000014644	ENSORLP00000000669
ENSACAP00000014644	ENSORLP00000020214
ENSACAP00000010660	ENSORLP00000020827
ENSACAP00000010660	ENSORLP00000010979
ENSACAP00000001718	ENSORLP00000016443
ENSACAP00000001718	ENSORLP00000009210
ENSACAP00000015367	ENSORLP00000020295
ENSACAP00000011365	ENSORLP00000019987
ENSACAP00000005331	ENSORLP00000025674
ENSACAP00000022818	ENSORLP00000025658
ENSACAP00000022818	ENSORLP00000011141
ENSACAP00000014114	ENSORLP00000017336
ENSACAP00000012498	ENSORLP00000020188
ENSACAP00000014528	ENSORLP00000001960
ENSACAP00000003750	ENSORLP00000010212
ENSACAP00000000388	ENSORLP00000012927
ENSACAP00000008334	ENSORLP00000015767
ENSACAP00000005034	ENSORLP00000009030
ENSACAP00000001338	ENSORLP00000015693
ENSACAP00000001338	ENSORLP00000019843
ENSACAP00000004133	ENSORLP00000008717
ENSACAP00000010596	ENSORLP00000005497
ENSACAP00000015020	ENSORLP00000002306
ENSACAP00000017381	ENSORLP00000019329
ENSACAP00000000252	ENSORLP00000008010
ENSACAP00000000252	ENSORLP00000006581
ENSACAP00000008027	ENSORLP00000008369
ENSACAP00000022119	ENSORLP00000025402
ENSACAP00000016694	ENSORLP00000020686
ENSACAP00000016694	ENSORLP00000011402
ENSACAP00000000233	ENSORLP00000013821
ENSACAP00000004917	ENSORLP00000012460
ENSACAP00000004134	ENSORLP00000024053
ENSACAP00000003882	ENSORLP00000005236
ENSACAP00000001773	ENSORLP00000022745
ENSACAP00000008764	ENSORLP00000019733
ENSACAP00000011543	ENSORLP00000007901
ENSACAP00000015591	ENSORLP00000021802
ENSACAP00000018954	ENSORLP00000005546
ENSACAP00000006109	ENSORLP00000003676
ENSACAP00000004015	ENSORLP00000008526
ENSACAP00000004332	ENSORLP00000013930
ENSACAP00000002953	ENSORLP00000001967
ENSACAP00000014226	ENSORLP00000006583
ENSACAP00000001190	ENSORLP00000010071
ENSACAP00000008301	ENSORLP00000015907
ENSACAP00000010139	ENSORLP00000005986
ENSACAP00000008145	ENSORLP00000022686
ENSACAP00000014810	ENSORLP00000014493
ENSACAP00000005940	ENSORLP00000014296
ENSACAP00000001777	ENSORLP00000012051
ENSACAP00000003493	ENSORLP00000011339
ENSACAP00000017329	ENSORLP00000013949
ENSACAP00000012050	ENSORLP00000021489
ENSACAP00000003927	ENSORLP00000000650
ENSACAP00000008226	ENSORLP00000012769
ENSACAP00000004429	ENSORLP00000007563
ENSACAP00000012522	ENSORLP00000020728
ENSACAP00000005446	ENSORLP00000014895
ENSACAP00000005446	ENSORLP00000011900
ENSACAP00000006540	ENSORLP00000024811
ENSACAP00000002247	ENSORLP00000012733
ENSACAP00000011680	ENSORLP00000000565
ENSACAP00000015686	ENSORLP00000016193
ENSACAP00000015129	ENSORLP00000007881
ENSACAP00000005955	ENSORLP00000024345
ENSACAP00000004337	ENSORLP00000016574
ENSACAP00000017717	ENSORLP00000003192
ENSACAP00000008595	ENSORLP00000023513
ENSACAP00000015710	ENSORLP00000007073
ENSACAP00000004766	ENSORLP00000000711
ENSACAP00000014177	ENSORLP00000006562
ENSACAP00000016651	ENSORLP00000011935
ENSACAP00000009428	ENSORLP00000003005
ENSACAP00000009428	ENSORLP00000002035
ENSACAP00000004113	ENSORLP00000002178
ENSACAP00000004113	ENSORLP00000003215
ENSACAP00000010910	ENSORLP00000012347
ENSACAP00000003084	ENSORLP00000017025
ENSACAP00000002963	ENSORLP00000008237
ENSACAP00000008618	ENSORLP00000002917
ENSACAP00000009610	ENSORLP00000002081
ENSACAP00000014522	ENSORLP00000017941
ENSACAP00000010174	ENSORLP00000008019
ENSACAP00000006441	ENSORLP00000018106
ENSACAP00000015529	ENSORLP00000021416
ENSACAP00000006043	ENSORLP00000007827
ENSACAP00000011168	ENSORLP00000002160
ENSACAP00000008502	ENSORLP00000005823
ENSACAP00000014931	ENSORLP00000008502
ENSACAP00000014931	ENSORLP00000011510
ENSACAP00000023320	ENSORLP00000018108
ENSACAP00000023320	ENSORLP00000005181
ENSACAP00000007341	ENSORLP00000009831
ENSACAP00000007341	ENSORLP00000003480
ENSACAP00000013647	ENSORLP00000009603
ENSACAP00000013647	ENSORLP00000000006
ENSACAP00000014904	ENSORLP00000003456
ENSACAP00000000020	ENSORLP00000017157
ENSACAP00000006325	ENSORLP00000022274
ENSACAP00000006325	ENSORLP00000014310
ENSACAP00000006731	ENSORLP00000007290
ENSACAP00000005835	ENSORLP00000022740
ENSACAP00000002931	ENSORLP00000002831
ENSACAP00000009887	ENSORLP00000011764
ENSACAP00000002274	ENSORLP00000002509
ENSACAP00000019047	ENSORLP00000021484
ENSACAP00000000056	ENSORLP00000019461
ENSACAP00000000056	ENSORLP00000007502
ENSACAP00000016170	ENSORLP00000020655
ENSACAP00000003731	ENSORLP00000015899
ENSACAP00000003204	ENSORLP00000012111
ENSACAP00000017171	ENSORLP00000014673
ENSACAP00000021486	ENSORLP00000013484
ENSACAP00000021486	ENSORLP00000010247
ENSACAP00000003196	ENSORLP00000009698
ENSACAP00000007637	ENSORLP00000017392
ENSACAP00000020251	ENSORLP00000001129
ENSACAP00000020251	ENSORLP00000018708
ENSACAP00000016008	ENSORLP00000003488
ENSACAP00000006898	ENSORLP00000013456
ENSACAP00000015735	ENSORLP00000011809
ENSACAP00000017527	ENSORLP00000005873
ENSACAP00000014914	ENSORLP00000024425
ENSACAP00000012046	ENSORLP00000022529
ENSACAP00000014398	ENSORLP00000012043
ENSACAP00000011701	ENSORLP00000011294
ENSACAP00000011673	ENSORLP00000010662
ENSACAP00000001729	ENSORLP00000001122
ENSACAP00000012569	ENSORLP00000013723
ENSACAP00000009683	ENSORLP00000013239
ENSACAP00000013365	ENSORLP00000005955
ENSACAP00000002152	ENSORLP00000017998
ENSACAP00000002152	ENSORLP00000004097
ENSACAP00000006089	ENSORLP00000009102
ENSACAP00000002615	ENSORLP00000007705
ENSACAP00000002911	ENSORLP00000011167
ENSACAP00000020817	ENSORLP00000010280
ENSACAP00000017509	ENSORLP00000018087
ENSACAP00000013457	ENSORLP00000021945
ENSACAP00000012219	ENSORLP00000015377
ENSACAP00000009475	ENSORLP00000024666
ENSACAP00000009475	ENSORLP00000000977
ENSACAP00000015902	ENSORLP00000002253
ENSACAP00000015902	ENSORLP00000015530
ENSACAP00000004902	ENSORLP00000002384
ENSACAP00000017543	ENSORLP00000024662
ENSACAP00000006641	ENSORLP00000004953
ENSACAP00000006641	ENSORLP00000016614
ENSACAP00000010497	ENSORLP00000011444
ENSACAP00000008035	ENSORLP00000015221
ENSACAP00000011988	ENSORLP00000008076
ENSACAP00000011988	ENSORLP00000008072
ENSACAP00000018355	ENSORLP00000001684
ENSACAP00000009426	ENSORLP00000016576
ENSACAP00000006651	ENSORLP00000023064
ENSACAP00000011490	ENSORLP00000025337
ENSACAP00000011863	ENSORLP00000003826
ENSACAP00000011863	ENSORLP00000023083
ENSACAP00000014732	ENSORLP00000005487
ENSACAP00000000612	ENSORLP00000010584
ENSACAP00000003949	ENSORLP00000007576
ENSACAP00000007890	ENSORLP00000013335
ENSACAP00000004863	ENSORLP00000018006
ENSACAP00000005126	ENSORLP00000018794
ENSACAP00000005126	ENSORLP00000018507
ENSACAP00000003652	ENSORLP00000016413
ENSACAP00000005113	ENSORLP00000015615
ENSACAP00000005113	ENSORLP00000015685
ENSACAP00000013573	ENSORLP00000021954
ENSACAP00000013573	ENSORLP00000017818
ENSACAP00000003358	ENSORLP00000020436
ENSACAP00000013187	ENSORLP00000011072
ENSACAP00000004033	ENSORLP00000024903
ENSACAP00000004297	ENSORLP00000014907
ENSACAP00000022849	ENSORLP00000003914
ENSACAP00000022849	ENSORLP00000012547
ENSACAP00000021793	ENSORLP00000015935
ENSACAP00000014151	ENSORLP00000009992
ENSACAP00000021805	ENSORLP00000023230
ENSACAP00000005507	ENSORLP00000021784
ENSACAP00000017176	ENSORLP00000003734
ENSACAP00000012265	ENSORLP00000008195
ENSACAP00000005482	ENSORLP00000013669
ENSACAP00000006260	ENSORLP00000000895
ENSACAP00000014325	ENSORLP00000021185
ENSACAP00000012984	ENSORLP00000004354
ENSACAP00000002180	ENSORLP00000022532
ENSACAP00000023365	ENSORLP00000002805
ENSACAP00000012420	ENSORLP00000008616
ENSACAP00000013528	ENSORLP00000005957
ENSACAP00000003616	ENSORLP00000011190
ENSACAP00000015601	ENSORLP00000003384
ENSACAP00000015601	ENSORLP00000002822
ENSACAP00000008924	ENSORLP00000014542
ENSACAP00000007845	ENSORLP00000008052
ENSACAP00000016236	ENSORLP00000008347
ENSACAP00000016190	ENSORLP00000008374
ENSACAP00000007881	ENSORLP00000006220
ENSACAP00000004259	ENSORLP00000021513
ENSACAP00000004259	ENSORLP00000016090
ENSACAP00000009761	ENSORLP00000014801
ENSACAP00000009761	ENSORLP00000012367
ENSACAP00000012220	ENSORLP00000003014
ENSACAP00000001296	ENSORLP00000005155
ENSACAP00000002268	ENSORLP00000024315
ENSACAP00000010685	ENSORLP00000013031
ENSACAP00000010685	ENSORLP00000007593
ENSACAP00000012707	ENSORLP00000018242
ENSACAP00000012707	ENSORLP00000024213
ENSACAP00000001188	ENSORLP00000010349
ENSACAP00000001188	ENSORLP00000025006
ENSACAP00000014782	ENSORLP00000012675
ENSACAP00000005966	ENSORLP00000022971
ENSACAP00000006803	ENSORLP00000019877
ENSACAP00000012481	ENSORLP00000020165
ENSACAP00000002413	ENSORLP00000009389
ENSACAP00000006575	ENSORLP00000023613
ENSACAP00000006575	ENSORLP00000017330
ENSACAP00000011611	ENSORLP00000004435
ENSACAP00000011611	ENSORLP00000006024
ENSACAP00000011323	ENSORLP00000012592
ENSACAP00000007570	ENSORLP00000019373
ENSACAP00000001952	ENSORLP00000007317
ENSACAP00000001952	ENSORLP00000021742
ENSACAP00000009773	ENSORLP00000004010
ENSACAP00000006955	ENSORLP00000018368
ENSACAP00000007310	ENSORLP00000008640
ENSACAP00000007310	ENSORLP00000011466
ENSACAP00000011533	ENSORLP00000002348
ENSACAP00000002793	ENSORLP00000014645
ENSACAP00000006790	ENSORLP00000025528
ENSACAP00000006790	ENSORLP00000008521
ENSACAP00000004455	ENSORLP00000022540
ENSACAP00000012718	ENSORLP00000013537
ENSACAP00000011715	ENSORLP00000008858
ENSACAP00000023411	ENSORLP00000015422
ENSACAP00000007810	ENSORLP00000017170
ENSACAP00000008508	ENSORLP00000019645
ENSACAP00000017127	ENSORLP00000018767
ENSACAP00000000408	ENSORLP00000006779
ENSACAP00000002072	ENSORLP00000010730
ENSACAP00000020570	ENSORLP00000013632
ENSACAP00000011391	ENSORLP00000024563
ENSACAP00000011391	ENSORLP00000020397
ENSACAP00000008709	ENSORLP00000001640
ENSACAP00000008709	ENSORLP00000016745
ENSACAP00000005268	ENSORLP00000011776
ENSACAP00000000634	ENSORLP00000024514
ENSACAP00000000634	ENSORLP00000010808
ENSACAP00000015311	ENSORLP00000005259
ENSACAP00000013153	ENSORLP00000009999
ENSACAP00000006455	ENSORLP00000015475
ENSACAP00000006455	ENSORLP00000021341
ENSACAP00000007162	ENSORLP00000007843
ENSACAP00000009882	ENSORLP00000017354
ENSACAP00000017582	ENSORLP00000025443
ENSACAP00000002973	ENSORLP00000013341
ENSACAP00000008901	ENSORLP00000012100
ENSACAP00000007261	ENSORLP00000016714
ENSACAP00000002043	ENSORLP00000002885
ENSACAP00000015626	ENSORLP00000003525
ENSACAP00000007763	ENSORLP00000006524
ENSACAP00000011097	ENSORLP00000008509
ENSACAP00000010499	ENSORLP00000023191
ENSACAP00000010499	ENSORLP00000017708
ENSACAP00000015185	ENSORLP00000025005
ENSACAP00000015185	ENSORLP00000006416
ENSACAP00000012182	ENSORLP00000017419
ENSACAP00000007799	ENSORLP00000004194
ENSACAP00000013383	ENSORLP00000009726
ENSACAP00000013786	ENSORLP00000022486
ENSACAP00000008314	ENSORLP00000008316
ENSACAP00000008314	ENSORLP00000011054
ENSACAP00000001967	ENSORLP00000008345
ENSACAP00000000374	ENSORLP00000025379
ENSACAP00000012309	ENSORLP00000003644
ENSACAP00000003962	ENSORLP00000009347
ENSACAP00000003800	ENSORLP00000016345
ENSACAP00000003309	ENSORLP00000018207
ENSACAP00000014849	ENSORLP00000013204
ENSACAP00000007342	ENSORLP00000008267
ENSACAP00000011642	ENSORLP00000019978
ENSACAP00000023153	ENSORLP00000007499
ENSACAP00000013983	ENSORLP00000024083
ENSACAP00000009189	ENSORLP00000025071
ENSACAP00000004765	ENSORLP00000011897
ENSACAP00000016111	ENSORLP00000007437
ENSACAP00000014867	ENSORLP00000019777
ENSACAP00000000709	ENSORLP00000020531
ENSACAP00000000709	ENSORLP00000000751
ENSACAP00000012234	ENSORLP00000019043
ENSACAP00000020582	ENSORLP00000001630
ENSACAP00000005939	ENSORLP00000003610
ENSACAP00000010309	ENSORLP00000023096
ENSACAP00000010114	ENSORLP00000002288
ENSACAP00000001146	ENSORLP00000021942
ENSACAP00000017617	ENSORLP00000011138
ENSACAP00000008317	ENSORLP00000013175
ENSACAP00000008317	ENSORLP00000005580
ENSACAP00000011925	ENSORLP00000007908
ENSACAP00000009776	ENSORLP00000010661
ENSACAP00000009776	ENSORLP00000018765
ENSACAP00000000468	ENSORLP00000012616
ENSACAP00000007988	ENSORLP00000008700
ENSACAP00000002667	ENSORLP00000001191
ENSACAP00000016124	ENSORLP00000020965
ENSACAP00000013154	ENSORLP00000011113
ENSACAP00000005500	ENSORLP00000013573
ENSACAP00000000364	ENSORLP00000007695
ENSACAP00000015744	ENSORLP00000014371
ENSACAP00000014337	ENSORLP00000017185
ENSACAP00000006488	ENSORLP00000014562
ENSACAP00000010738	ENSORLP00000005984
ENSACAP00000014391	ENSORLP00000012849
ENSACAP00000001348	ENSORLP00000015667
ENSACAP00000014128	ENSORLP00000009272
ENSACAP00000012863	ENSORLP00000019746
ENSACAP00000012680	ENSORLP00000003067
ENSACAP00000011973	ENSORLP00000016017
ENSACAP00000011973	ENSORLP00000011761
ENSACAP00000015429	ENSORLP00000024830
ENSACAP00000006776	ENSORLP00000018198
ENSACAP00000006744	ENSORLP00000002541
ENSACAP00000015745	ENSORLP00000024707
ENSACAP00000010798	ENSORLP00000008626
ENSACAP00000003528	ENSORLP00000006206
ENSACAP00000004880	ENSORLP00000012478
ENSACAP00000015570	ENSORLP00000016788
ENSACAP00000019354	ENSORLP00000009945
ENSACAP00000019354	ENSORLP00000006947
ENSACAP00000015983	ENSORLP00000003364
ENSACAP00000009909	ENSORLP00000020749
ENSACAP00000002415	ENSORLP00000014540
ENSACAP00000004256	ENSORLP00000017913
ENSACAP00000013094	ENSORLP00000020779
ENSACAP00000013758	ENSORLP00000025168
ENSACAP00000001980	ENSORLP00000010329
ENSACAP00000012302	ENSORLP00000017698
ENSACAP00000020702	ENSORLP00000023787
ENSACAP00000010825	ENSORLP00000014313
ENSACAP00000012470	ENSORLP00000022229
ENSACAP00000009060	ENSORLP00000003831
ENSACAP00000009060	ENSORLP00000015618
ENSACAP00000016209	ENSORLP00000025064
ENSACAP00000016819	ENSORLP00000021486
ENSACAP00000006542	ENSORLP00000011770
ENSACAP00000014367	ENSORLP00000007318
ENSACAP00000011992	ENSORLP00000019018
ENSACAP00000023353	ENSORLP00000001567
ENSACAP00000008425	ENSORLP00000024959
ENSACAP00000007987	ENSORLP00000010831
ENSACAP00000004977	ENSORLP00000004996
ENSACAP00000016174	ENSORLP00000021831
ENSACAP00000008123	ENSORLP00000015289
ENSACAP00000009824	ENSORLP00000008189
ENSACAP00000008348	ENSORLP00000011743
ENSACAP00000002614	ENSORLP00000019871
ENSACAP00000020002	ENSORLP00000017722
ENSACAP00000013404	ENSORLP00000016884
ENSACAP00000013404	ENSORLP00000003890
ENSACAP00000006550	ENSORLP00000013110
ENSACAP00000014358	ENSORLP00000001292
ENSACAP00000010741	ENSORLP00000011353
ENSACAP00000002766	ENSORLP00000002606
ENSACAP00000003011	ENSORLP00000013022
ENSACAP00000014681	ENSORLP00000006858
ENSACAP00000010564	ENSORLP00000012194
ENSACAP00000022355	ENSORLP00000013809
ENSACAP00000022186	ENSORLP00000015113
ENSACAP00000004615	ENSORLP00000008885
ENSACAP00000004615	ENSORLP00000000008
ENSACAP00000007650	ENSORLP00000013199
ENSACAP00000007650	ENSORLP00000013004
ENSACAP00000002234	ENSORLP00000025772
ENSACAP00000013635	ENSORLP00000001971
ENSACAP00000014722	ENSORLP00000016868
ENSACAP00000017321	ENSORLP00000007714
ENSACAP00000015411	ENSORLP00000003967
ENSACAP00000004560	ENSORLP00000021777
ENSACAP00000013998	ENSORLP00000010913
ENSACAP00000013998	ENSORLP00000004065
ENSACAP00000008291	ENSORLP00000008475
ENSACAP00000007377	ENSORLP00000006557
ENSACAP00000011188	ENSORLP00000011762
ENSACAP00000009223	ENSORLP00000019496
ENSACAP00000000679	ENSORLP00000002835
ENSACAP00000000679	ENSORLP00000001851
ENSACAP00000007730	ENSORLP00000022096
ENSACAP00000003039	ENSORLP00000009467
ENSACAP00000016617	ENSORLP00000006021
ENSACAP00000013601	ENSORLP00000025490
ENSACAP00000010986	ENSORLP00000022856
ENSACAP00000004468	ENSORLP00000016187
ENSACAP00000018089	ENSORLP00000001010
ENSACAP00000001565	ENSORLP00000016432
ENSACAP00000007100	ENSORLP00000018830
ENSACAP00000013238	ENSORLP00000014611
ENSACAP00000017451	ENSORLP00000022131
ENSACAP00000017551	ENSORLP00000018644
ENSACAP00000007677	ENSORLP00000010470
ENSACAP00000015326	ENSORLP00000011590
ENSACAP00000015326	ENSORLP00000017376
ENSACAP00000012079	ENSORLP00000021850
ENSACAP00000005067	ENSORLP00000024476
ENSACAP00000005067	ENSORLP00000006896
ENSACAP00000003053	ENSORLP00000019268
ENSACAP00000002261	ENSORLP00000000074
ENSACAP00000002261	ENSORLP00000009952
ENSACAP00000014969	ENSORLP00000002261
ENSACAP00000005859	ENSORLP00000016846
ENSACAP00000012715	ENSORLP00000009622
ENSACAP00000006432	ENSORLP00000015478
ENSACAP00000009128	ENSORLP00000002280
ENSACAP00000009128	ENSORLP00000002470
ENSACAP00000017366	ENSORLP00000011778
ENSACAP00000016399	ENSORLP00000007802
