ENSGACP00000003450	ENSGALP00000006197
ENSGACP00000027353	ENSGALP00000024275
ENSGACP00000021996	ENSGALP00000036114
ENSGACP00000008387	ENSGALP00000015412
ENSGACP00000003296	ENSGALP00000042598
ENSGACP00000000699	ENSGALP00000041027
ENSGACP00000016034	ENSGALP00000015296
ENSGACP00000004151	ENSGALP00000015211
ENSGACP00000023997	ENSGALP00000005157
ENSGACP00000010622	ENSGALP00000038512
ENSGACP00000016125	ENSGALP00000004240
ENSGACP00000014496	ENSGALP00000021351
ENSGACP00000018285	ENSGALP00000027228
ENSGACP00000005651	ENSGALP00000027228
ENSGACP00000019208	ENSGALP00000019052
ENSGACP00000014984	ENSGALP00000024751
ENSGACP00000026896	ENSGALP00000024751
ENSGACP00000016192	ENSGALP00000010887
ENSGACP00000027292	ENSGALP00000010887
ENSGACP00000019290	ENSGALP00000009030
ENSGACP00000024689	ENSGALP00000001319
ENSGACP00000001742	ENSGALP00000009095
ENSGACP00000005540	ENSGALP00000009095
ENSGACP00000021178	ENSGALP00000014300
ENSGACP00000011308	ENSGALP00000003552
ENSGACP00000017588	ENSGALP00000027704
ENSGACP00000018744	ENSGALP00000022752
ENSGACP00000001313	ENSGALP00000021484
ENSGACP00000014383	ENSGALP00000013422
ENSGACP00000017560	ENSGALP00000003806
ENSGACP00000022840	ENSGALP00000024194
ENSGACP00000016689	ENSGALP00000008116
ENSGACP00000018236	ENSGALP00000016460
ENSGACP00000012510	ENSGALP00000018497
ENSGACP00000003484	ENSGALP00000021275
ENSGACP00000018708	ENSGALP00000013280
ENSGACP00000010198	ENSGALP00000003187
ENSGACP00000020504	ENSGALP00000023563
ENSGACP00000022073	ENSGALP00000042990
ENSGACP00000019135	ENSGALP00000041233
ENSGACP00000006442	ENSGALP00000021580
ENSGACP00000008923	ENSGALP00000015774
ENSGACP00000014890	ENSGALP00000004425
ENSGACP00000013221	ENSGALP00000023430
ENSGACP00000012239	ENSGALP00000024472
ENSGACP00000010872	ENSGALP00000025442
ENSGACP00000000841	ENSGALP00000014665
ENSGACP00000014629	ENSGALP00000032950
ENSGACP00000004599	ENSGALP00000027168
ENSGACP00000001097	ENSGALP00000017323
ENSGACP00000003493	ENSGALP00000003759
ENSGACP00000007881	ENSGALP00000012451
ENSGACP00000009707	ENSGALP00000030899
ENSGACP00000020169	ENSGALP00000027185
ENSGACP00000004030	ENSGALP00000027192
ENSGACP00000019422	ENSGALP00000032767
ENSGACP00000010552	ENSGALP00000020014
ENSGACP00000009667	ENSGALP00000020164
ENSGACP00000017015	ENSGALP00000017421
ENSGACP00000000088	ENSGALP00000017421
ENSGACP00000021696	ENSGALP00000043075
ENSGACP00000013298	ENSGALP00000011808
ENSGACP00000006321	ENSGALP00000036750
ENSGACP00000014620	ENSGALP00000007707
ENSGACP00000013026	ENSGALP00000023347
ENSGACP00000006576	ENSGALP00000003066
ENSGACP00000020648	ENSGALP00000009567
ENSGACP00000003419	ENSGALP00000009239
ENSGACP00000027283	ENSGALP00000035646
ENSGACP00000024474	ENSGALP00000038337
ENSGACP00000017880	ENSGALP00000007307
ENSGACP00000013112	ENSGALP00000002789
ENSGACP00000012036	ENSGALP00000012206
ENSGACP00000002740	ENSGALP00000013802
ENSGACP00000008433	ENSGALP00000016960
ENSGACP00000004068	ENSGALP00000041993
ENSGACP00000027200	ENSGALP00000029287
ENSGACP00000015452	ENSGALP00000029287
ENSGACP00000022209	ENSGALP00000014974
ENSGACP00000024664	ENSGALP00000014974
ENSGACP00000010991	ENSGALP00000030515
ENSGACP00000010960	ENSGALP00000023879
ENSGACP00000022519	ENSGALP00000010490
ENSGACP00000016643	ENSGALP00000010490
ENSGACP00000018402	ENSGALP00000017690
ENSGACP00000019917	ENSGALP00000012845
ENSGACP00000004443	ENSGALP00000012607
ENSGACP00000015655	ENSGALP00000012607
ENSGACP00000023964	ENSGALP00000012417
ENSGACP00000008399	ENSGALP00000041400
ENSGACP00000004154	ENSGALP00000041400
ENSGACP00000007470	ENSGALP00000018106
ENSGACP00000025485	ENSGALP00000016042
ENSGACP00000009896	ENSGALP00000003737
ENSGACP00000012418	ENSGALP00000023398
ENSGACP00000013256	ENSGALP00000023398
ENSGACP00000019319	ENSGALP00000015047
ENSGACP00000009299	ENSGALP00000013585
ENSGACP00000026577	ENSGALP00000010537
ENSGACP00000004344	ENSGALP00000041725
ENSGACP00000008376	ENSGALP00000022809
ENSGACP00000021839	ENSGALP00000022809
ENSGACP00000019024	ENSGALP00000001525
ENSGACP00000016755	ENSGALP00000013815
ENSGACP00000026150	ENSGALP00000013815
ENSGACP00000026021	ENSGALP00000036709
ENSGACP00000011216	ENSGALP00000036709
ENSGACP00000018252	ENSGALP00000026423
ENSGACP00000018145	ENSGALP00000018654
ENSGACP00000013136	ENSGALP00000023450
ENSGACP00000008717	ENSGALP00000014576
ENSGACP00000001739	ENSGALP00000027645
ENSGACP00000024137	ENSGALP00000007837
ENSGACP00000019231	ENSGALP00000026729
ENSGACP00000017767	ENSGALP00000002881
ENSGACP00000025597	ENSGALP00000002881
ENSGACP00000019584	ENSGALP00000021811
ENSGACP00000002920	ENSGALP00000002611
ENSGACP00000006170	ENSGALP00000018636
ENSGACP00000010967	ENSGALP00000024479
ENSGACP00000016108	ENSGALP00000042272
ENSGACP00000009475	ENSGALP00000042272
ENSGACP00000021646	ENSGALP00000007510
ENSGACP00000024788	ENSGALP00000039779
ENSGACP00000012622	ENSGALP00000040646
ENSGACP00000025282	ENSGALP00000030045
ENSGACP00000025134	ENSGALP00000038439
ENSGACP00000026079	ENSGALP00000018350
ENSGACP00000011854	ENSGALP00000018350
ENSGACP00000011391	ENSGALP00000040736
ENSGACP00000007695	ENSGALP00000009374
ENSGACP00000022143	ENSGALP00000009374
ENSGACP00000004282	ENSGALP00000004286
ENSGACP00000006460	ENSGALP00000004286
ENSGACP00000018222	ENSGALP00000016453
ENSGACP00000021825	ENSGALP00000009850
ENSGACP00000010854	ENSGALP00000016553
ENSGACP00000007366	ENSGALP00000022167
ENSGACP00000007268	ENSGALP00000030451
ENSGACP00000003320	ENSGALP00000030451
ENSGACP00000022052	ENSGALP00000005923
ENSGACP00000014709	ENSGALP00000012696
ENSGACP00000005027	ENSGALP00000019105
ENSGACP00000024977	ENSGALP00000037486
ENSGACP00000014061	ENSGALP00000037486
ENSGACP00000009357	ENSGALP00000032335
ENSGACP00000019831	ENSGALP00000032335
ENSGACP00000002190	ENSGALP00000006372
ENSGACP00000022669	ENSGALP00000042154
ENSGACP00000019397	ENSGALP00000010839
ENSGACP00000014833	ENSGALP00000042693
ENSGACP00000017486	ENSGALP00000001085
ENSGACP00000020545	ENSGALP00000033875
ENSGACP00000008214	ENSGALP00000033875
ENSGACP00000011645	ENSGALP00000007961
ENSGACP00000015883	ENSGALP00000015935
ENSGACP00000010088	ENSGALP00000016790
ENSGACP00000014002	ENSGALP00000016790
ENSGACP00000022168	ENSGALP00000037040
ENSGACP00000019194	ENSGALP00000019067
ENSGACP00000003217	ENSGALP00000008475
ENSGACP00000018711	ENSGALP00000025497
ENSGACP00000019889	ENSGALP00000041217
ENSGACP00000008882	ENSGALP00000018461
ENSGACP00000006387	ENSGALP00000021578
ENSGACP00000008823	ENSGALP00000015748
ENSGACP00000019530	ENSGALP00000042533
ENSGACP00000022290	ENSGALP00000036814
ENSGACP00000001732	ENSGALP00000042025
ENSGACP00000009573	ENSGALP00000039979
ENSGACP00000016398	ENSGALP00000005249
ENSGACP00000025666	ENSGALP00000005249
ENSGACP00000014879	ENSGALP00000033602
ENSGACP00000007436	ENSGALP00000033602
ENSGACP00000005210	ENSGALP00000025669
ENSGACP00000024184	ENSGALP00000025669
ENSGACP00000008646	ENSGALP00000014482
ENSGACP00000000374	ENSGALP00000009075
ENSGACP00000026719	ENSGALP00000039649
ENSGACP00000015159	ENSGALP00000040341
ENSGACP00000024992	ENSGALP00000008415
ENSGACP00000002945	ENSGALP00000009768
ENSGACP00000003232	ENSGALP00000003644
ENSGACP00000004357	ENSGALP00000002056
ENSGACP00000014598	ENSGALP00000006692
ENSGACP00000019384	ENSGALP00000042082
ENSGACP00000000429	ENSGALP00000014035
ENSGACP00000003603	ENSGALP00000040464
ENSGACP00000016997	ENSGALP00000001898
ENSGACP00000009028	ENSGALP00000003967
ENSGACP00000016895	ENSGALP00000041927
ENSGACP00000004524	ENSGALP00000041927
ENSGACP00000011420	ENSGALP00000014521
ENSGACP00000015381	ENSGALP00000011620
ENSGACP00000023962	ENSGALP00000005496
ENSGACP00000025533	ENSGALP00000022904
ENSGACP00000007315	ENSGALP00000023449
ENSGACP00000020044	ENSGALP00000026775
ENSGACP00000026664	ENSGALP00000027665
ENSGACP00000011955	ENSGALP00000019037
ENSGACP00000005308	ENSGALP00000004375
ENSGACP00000009877	ENSGALP00000026663
ENSGACP00000007967	ENSGALP00000019469
ENSGACP00000008424	ENSGALP00000032883
ENSGACP00000026991	ENSGALP00000018527
ENSGACP00000009569	ENSGALP00000005026
ENSGACP00000004606	ENSGALP00000006585
ENSGACP00000006381	ENSGALP00000025853
ENSGACP00000013712	ENSGALP00000025853
ENSGACP00000005279	ENSGALP00000025647
ENSGACP00000023917	ENSGALP00000025647
ENSGACP00000001625	ENSGALP00000019087
ENSGACP00000010844	ENSGALP00000014379
ENSGACP00000003016	ENSGALP00000020830
ENSGACP00000004840	ENSGALP00000010593
ENSGACP00000003120	ENSGALP00000027216
ENSGACP00000022763	ENSGALP00000010473
ENSGACP00000004093	ENSGALP00000008863
ENSGACP00000011452	ENSGALP00000020258
ENSGACP00000018197	ENSGALP00000019224
ENSGACP00000008589	ENSGALP00000019224
ENSGACP00000010978	ENSGALP00000022034
ENSGACP00000006210	ENSGALP00000017621
ENSGACP00000023740	ENSGALP00000005548
ENSGACP00000011462	ENSGALP00000005054
ENSGACP00000022643	ENSGALP00000005054
ENSGACP00000020308	ENSGALP00000005145
ENSGACP00000011353	ENSGALP00000005145
ENSGACP00000011634	ENSGALP00000039786
ENSGACP00000027095	ENSGALP00000039786
ENSGACP00000011550	ENSGALP00000011249
ENSGACP00000025278	ENSGALP00000042230
ENSGACP00000021615	ENSGALP00000042230
ENSGACP00000023419	ENSGALP00000016611
ENSGACP00000007018	ENSGALP00000014836
ENSGACP00000025981	ENSGALP00000036715
ENSGACP00000023459	ENSGALP00000017674
ENSGACP00000006705	ENSGALP00000043416
ENSGACP00000027051	ENSGALP00000005837
ENSGACP00000012605	ENSGALP00000026304
ENSGACP00000024433	ENSGALP00000015961
ENSGACP00000016683	ENSGALP00000010070
ENSGACP00000007603	ENSGALP00000010070
ENSGACP00000013009	ENSGALP00000011632
ENSGACP00000022379	ENSGALP00000000586
ENSGACP00000021782	ENSGALP00000009230
ENSGACP00000022778	ENSGALP00000011293
ENSGACP00000000668	ENSGALP00000010006
ENSGACP00000013915	ENSGALP00000023051
ENSGACP00000015432	ENSGALP00000005099
ENSGACP00000012755	ENSGALP00000005099
ENSGACP00000002942	ENSGALP00000020669
ENSGACP00000006413	ENSGALP00000037077
ENSGACP00000010251	ENSGALP00000037077
ENSGACP00000019004	ENSGALP00000037639
ENSGACP00000013377	ENSGALP00000037639
ENSGACP00000004612	ENSGALP00000025755
ENSGACP00000026616	ENSGALP00000026526
ENSGACP00000014867	ENSGALP00000012563
ENSGACP00000023748	ENSGALP00000022525
ENSGACP00000020419	ENSGALP00000014372
ENSGACP00000024783	ENSGALP00000007696
ENSGACP00000024795	ENSGALP00000004141
ENSGACP00000009662	ENSGALP00000012471
ENSGACP00000019565	ENSGALP00000005275
ENSGACP00000001904	ENSGALP00000010342
ENSGACP00000022127	ENSGALP00000016935
ENSGACP00000003772	ENSGALP00000008311
ENSGACP00000025824	ENSGALP00000019555
ENSGACP00000024300	ENSGALP00000024668
ENSGACP00000023427	ENSGALP00000024668
ENSGACP00000024339	ENSGALP00000042045
ENSGACP00000024118	ENSGALP00000012555
ENSGACP00000004150	ENSGALP00000027579
ENSGACP00000024509	ENSGALP00000011357
ENSGACP00000007216	ENSGALP00000026391
ENSGACP00000026945	ENSGALP00000026391
ENSGACP00000012547	ENSGALP00000000759
ENSGACP00000003673	ENSGALP00000042958
ENSGACP00000000544	ENSGALP00000042958
ENSGACP00000009785	ENSGALP00000001868
ENSGACP00000023502	ENSGALP00000021577
ENSGACP00000013074	ENSGALP00000026871
ENSGACP00000018990	ENSGALP00000012712
ENSGACP00000024066	ENSGALP00000002573
ENSGACP00000017728	ENSGALP00000002573
ENSGACP00000022362	ENSGALP00000013096
ENSGACP00000009795	ENSGALP00000015740
ENSGACP00000008992	ENSGALP00000000368
ENSGACP00000023708	ENSGALP00000000368
ENSGACP00000024782	ENSGALP00000014918
ENSGACP00000003796	ENSGALP00000027020
ENSGACP00000021566	ENSGALP00000017970
ENSGACP00000027413	ENSGALP00000011529
ENSGACP00000018796	ENSGALP00000023237
ENSGACP00000020153	ENSGALP00000013059
ENSGACP00000007645	ENSGALP00000011344
ENSGACP00000001531	ENSGALP00000011344
ENSGACP00000013289	ENSGALP00000013072
ENSGACP00000015074	ENSGALP00000005814
ENSGACP00000019566	ENSGALP00000013590
ENSGACP00000015717	ENSGALP00000000581
ENSGACP00000000654	ENSGALP00000000581
ENSGACP00000004645	ENSGALP00000020711
ENSGACP00000012920	ENSGALP00000026515
ENSGACP00000009814	ENSGALP00000001572
ENSGACP00000011993	ENSGALP00000001572
ENSGACP00000014277	ENSGALP00000026582
ENSGACP00000025502	ENSGALP00000024999
ENSGACP00000015208	ENSGALP00000013553
ENSGACP00000004769	ENSGALP00000039622
ENSGACP00000003634	ENSGALP00000025165
ENSGACP00000005570	ENSGALP00000019507
ENSGACP00000018017	ENSGALP00000017666
ENSGACP00000018922	ENSGALP00000040770
ENSGACP00000005104	ENSGALP00000008868
ENSGACP00000003471	ENSGALP00000008868
ENSGACP00000012280	ENSGALP00000042042
ENSGACP00000001586	ENSGALP00000020410
ENSGACP00000019536	ENSGALP00000020410
ENSGACP00000005344	ENSGALP00000013972
ENSGACP00000003851	ENSGALP00000011187
ENSGACP00000018443	ENSGALP00000023384
ENSGACP00000008154	ENSGALP00000015647
ENSGACP00000012546	ENSGALP00000005347
ENSGACP00000005836	ENSGALP00000025668
ENSGACP00000005799	ENSGALP00000042146
ENSGACP00000008689	ENSGALP00000009581
ENSGACP00000025467	ENSGALP00000009582
ENSGACP00000013047	ENSGALP00000042980
ENSGACP00000012044	ENSGALP00000025665
ENSGACP00000007457	ENSGALP00000005120
ENSGACP00000002040	ENSGALP00000005120
ENSGACP00000025126	ENSGALP00000013908
ENSGACP00000011182	ENSGALP00000000320
ENSGACP00000013685	ENSGALP00000022322
ENSGACP00000017217	ENSGALP00000036468
ENSGACP00000006457	ENSGALP00000036468
ENSGACP00000016787	ENSGALP00000009602
ENSGACP00000012903	ENSGALP00000000765
ENSGACP00000018709	ENSGALP00000013627
ENSGACP00000023430	ENSGALP00000017250
ENSGACP00000015267	ENSGALP00000040789
ENSGACP00000010388	ENSGALP00000040789
ENSGACP00000012123	ENSGALP00000011785
ENSGACP00000001808	ENSGALP00000011785
ENSGACP00000027506	ENSGALP00000042083
ENSGACP00000026410	ENSGALP00000015886
ENSGACP00000014718	ENSGALP00000012699
ENSGACP00000026983	ENSGALP00000010995
ENSGACP00000000637	ENSGALP00000002263
ENSGACP00000013355	ENSGALP00000002263
ENSGACP00000007903	ENSGALP00000026092
ENSGACP00000009270	ENSGALP00000026092
ENSGACP00000002982	ENSGALP00000001286
ENSGACP00000000613	ENSGALP00000028898
ENSGACP00000008010	ENSGALP00000031109
ENSGACP00000013580	ENSGALP00000031109
ENSGACP00000012210	ENSGALP00000042408
ENSGACP00000015315	ENSGALP00000039434
ENSGACP00000027359	ENSGALP00000012311
ENSGACP00000014022	ENSGALP00000002763
ENSGACP00000002464	ENSGALP00000002763
ENSGACP00000023147	ENSGALP00000025786
ENSGACP00000014149	ENSGALP00000024381
ENSGACP00000023466	ENSGALP00000039965
ENSGACP00000005819	ENSGALP00000017198
ENSGACP00000026045	ENSGALP00000017198
ENSGACP00000013359	ENSGALP00000010482
ENSGACP00000011279	ENSGALP00000042257
ENSGACP00000018915	ENSGALP00000025070
ENSGACP00000013658	ENSGALP00000025070
ENSGACP00000020289	ENSGALP00000024818
ENSGACP00000020594	ENSGALP00000016849
ENSGACP00000005330	ENSGALP00000013934
ENSGACP00000015126	ENSGALP00000034535
ENSGACP00000001060	ENSGALP00000003271
ENSGACP00000012992	ENSGALP00000003271
ENSGACP00000025361	ENSGALP00000010211
ENSGACP00000021506	ENSGALP00000005236
ENSGACP00000005289	ENSGALP00000026006
ENSGACP00000011803	ENSGALP00000026006
ENSGACP00000005142	ENSGALP00000040955
ENSGACP00000007447	ENSGALP00000040955
ENSGACP00000013332	ENSGALP00000015514
ENSGACP00000018278	ENSGALP00000015514
ENSGACP00000020304	ENSGALP00000035695
ENSGACP00000000638	ENSGALP00000041236
ENSGACP00000010768	ENSGALP00000039006
ENSGACP00000009282	ENSGALP00000026077
ENSGACP00000007669	ENSGALP00000018851
ENSGACP00000008638	ENSGALP00000026290
ENSGACP00000013678	ENSGALP00000014726
ENSGACP00000004276	ENSGALP00000022734
ENSGACP00000020956	ENSGALP00000023773
ENSGACP00000012102	ENSGALP00000012695
ENSGACP00000020009	ENSGALP00000027030
ENSGACP00000006226	ENSGALP00000013689
ENSGACP00000020381	ENSGALP00000013689
ENSGACP00000014239	ENSGALP00000012864
ENSGACP00000008184	ENSGALP00000041317
ENSGACP00000023437	ENSGALP00000043171
ENSGACP00000012363	ENSGALP00000018433
ENSGACP00000016562	ENSGALP00000008988
ENSGACP00000025075	ENSGALP00000008988
ENSGACP00000004707	ENSGALP00000024939
ENSGACP00000011723	ENSGALP00000039705
ENSGACP00000002924	ENSGALP00000039705
ENSGACP00000006961	ENSGALP00000013113
ENSGACP00000009716	ENSGALP00000020186
ENSGACP00000008523	ENSGALP00000038408
ENSGACP00000004602	ENSGALP00000020714
ENSGACP00000004136	ENSGALP00000015246
ENSGACP00000021342	ENSGALP00000016629
ENSGACP00000027345	ENSGALP00000026337
ENSGACP00000010866	ENSGALP00000016536
ENSGACP00000024055	ENSGALP00000011770
ENSGACP00000026575	ENSGALP00000039757
ENSGACP00000005530	ENSGALP00000035370
ENSGACP00000019225	ENSGALP00000009708
ENSGACP00000016089	ENSGALP00000000387
ENSGACP00000011106	ENSGALP00000019425
ENSGACP00000018513	ENSGALP00000026764
ENSGACP00000020555	ENSGALP00000026764
ENSGACP00000024156	ENSGALP00000018701
ENSGACP00000007508	ENSGALP00000000260
ENSGACP00000015201	ENSGALP00000031127
ENSGACP00000002813	ENSGALP00000015096
ENSGACP00000015886	ENSGALP00000020178
ENSGACP00000007781	ENSGALP00000018405
ENSGACP00000008111	ENSGALP00000018405
ENSGACP00000009428	ENSGALP00000009820
ENSGACP00000021636	ENSGALP00000018028
ENSGACP00000017313	ENSGALP00000040245
ENSGACP00000017465	ENSGALP00000011486
ENSGACP00000019617	ENSGALP00000011486
ENSGACP00000013569	ENSGALP00000023559
ENSGACP00000020509	ENSGALP00000023559
ENSGACP00000023070	ENSGALP00000017123
ENSGACP00000017218	ENSGALP00000015213
ENSGACP00000007854	ENSGALP00000015213
ENSGACP00000021322	ENSGALP00000018228
ENSGACP00000006796	ENSGALP00000005977
ENSGACP00000006741	ENSGALP00000007283
ENSGACP00000010343	ENSGALP00000017075
ENSGACP00000014020	ENSGALP00000004725
ENSGACP00000005290	ENSGALP00000000021
ENSGACP00000005684	ENSGALP00000000384
ENSGACP00000024380	ENSGALP00000012219
ENSGACP00000000783	ENSGALP00000015982
ENSGACP00000000485	ENSGALP00000021757
ENSGACP00000005440	ENSGALP00000039780
ENSGACP00000005520	ENSGALP00000005196
ENSGACP00000008884	ENSGALP00000005196
ENSGACP00000020277	ENSGALP00000010871
ENSGACP00000024870	ENSGALP00000025896
ENSGACP00000014662	ENSGALP00000010878
ENSGACP00000002167	ENSGALP00000013215
ENSGACP00000011201	ENSGALP00000009127
ENSGACP00000018511	ENSGALP00000010168
ENSGACP00000019200	ENSGALP00000019062
ENSGACP00000006831	ENSGALP00000016769
ENSGACP00000011389	ENSGALP00000005525
ENSGACP00000020478	ENSGALP00000005525
ENSGACP00000020888	ENSGALP00000023805
ENSGACP00000014622	ENSGALP00000022584
ENSGACP00000014242	ENSGALP00000005531
ENSGACP00000005097	ENSGALP00000003950
ENSGACP00000020324	ENSGALP00000004267
ENSGACP00000007882	ENSGALP00000018459
ENSGACP00000023299	ENSGALP00000019498
ENSGACP00000011600	ENSGALP00000003857
ENSGACP00000020884	ENSGALP00000006765
ENSGACP00000008112	ENSGALP00000006765
ENSGACP00000022280	ENSGALP00000021842
ENSGACP00000004250	ENSGALP00000008695
ENSGACP00000027587	ENSGALP00000042746
ENSGACP00000017183	ENSGALP00000026476
ENSGACP00000006108	ENSGALP00000035817
ENSGACP00000006862	ENSGALP00000035817
ENSGACP00000021943	ENSGALP00000015366
ENSGACP00000006821	ENSGALP00000015979
ENSGACP00000004406	ENSGALP00000015981
ENSGACP00000024020	ENSGALP00000002633
ENSGACP00000024147	ENSGALP00000018658
ENSGACP00000027418	ENSGALP00000039111
ENSGACP00000025161	ENSGALP00000019513
ENSGACP00000000106	ENSGALP00000009045
ENSGACP00000013692	ENSGALP00000016610
ENSGACP00000003807	ENSGALP00000027018
ENSGACP00000011883	ENSGALP00000037252
ENSGACP00000013233	ENSGALP00000032210
ENSGACP00000000468	ENSGALP00000005375
ENSGACP00000004476	ENSGALP00000042425
ENSGACP00000015723	ENSGALP00000042425
ENSGACP00000025000	ENSGALP00000042575
ENSGACP00000013789	ENSGALP00000013852
ENSGACP00000025896	ENSGALP00000013852
ENSGACP00000015687	ENSGALP00000020135
ENSGACP00000006622	ENSGALP00000005194
ENSGACP00000015580	ENSGALP00000041061
ENSGACP00000019919	ENSGALP00000025340
ENSGACP00000001598	ENSGALP00000019107
ENSGACP00000005375	ENSGALP00000014088
ENSGACP00000006366	ENSGALP00000012079
ENSGACP00000022518	ENSGALP00000012079
ENSGACP00000009074	ENSGALP00000017807
ENSGACP00000021387	ENSGALP00000017807
ENSGACP00000019159	ENSGALP00000016496
ENSGACP00000010863	ENSGALP00000040485
ENSGACP00000019354	ENSGALP00000016269
ENSGACP00000020574	ENSGALP00000016357
ENSGACP00000003950	ENSGALP00000016357
ENSGACP00000011572	ENSGALP00000006501
ENSGACP00000009014	ENSGALP00000043291
ENSGACP00000006201	ENSGALP00000025951
ENSGACP00000000627	ENSGALP00000008738
ENSGACP00000022282	ENSGALP00000010798
ENSGACP00000009385	ENSGALP00000010798
ENSGACP00000022872	ENSGALP00000024049
ENSGACP00000014205	ENSGALP00000006022
ENSGACP00000013966	ENSGALP00000022443
ENSGACP00000000877	ENSGALP00000018616
ENSGACP00000006212	ENSGALP00000013530
ENSGACP00000017946	ENSGALP00000041223
ENSGACP00000007039	ENSGALP00000025954
ENSGACP00000019633	ENSGALP00000007674
ENSGACP00000007368	ENSGALP00000019634
ENSGACP00000008982	ENSGALP00000023961
ENSGACP00000017993	ENSGALP00000001537
ENSGACP00000010947	ENSGALP00000023152
ENSGACP00000002115	ENSGALP00000012995
ENSGACP00000013400	ENSGALP00000012995
ENSGACP00000023693	ENSGALP00000024548
ENSGACP00000022054	ENSGALP00000042256
ENSGACP00000002594	ENSGALP00000042256
ENSGACP00000013415	ENSGALP00000041554
ENSGACP00000017500	ENSGALP00000023099
ENSGACP00000000325	ENSGALP00000032595
ENSGACP00000009862	ENSGALP00000032595
ENSGACP00000027023	ENSGALP00000009066
ENSGACP00000011786	ENSGALP00000024654
ENSGACP00000009377	ENSGALP00000017972
ENSGACP00000011012	ENSGALP00000017972
ENSGACP00000022676	ENSGALP00000006752
ENSGACP00000027037	ENSGALP00000006752
ENSGACP00000003095	ENSGALP00000001125
ENSGACP00000007825	ENSGALP00000007168
ENSGACP00000014481	ENSGALP00000022622
ENSGACP00000008207	ENSGALP00000041226
ENSGACP00000002697	ENSGALP00000038010
