ENSTNIP00000006282	ENSLOCP00000011371
ENSTNIP00000021927	ENSLOCP00000021652
ENSTNIP00000000313	ENSLOCP00000022460
ENSTNIP00000012144	ENSLOCP00000021688
ENSTNIP00000003108	ENSLOCP00000017754
ENSTNIP00000011303	ENSLOCP00000019618
ENSTNIP00000002396	ENSLOCP00000019618
ENSTNIP00000011379	ENSLOCP00000004204
ENSTNIP00000014388	ENSLOCP00000008543
ENSTNIP00000008007	ENSLOCP00000008543
ENSTNIP00000021459	ENSLOCP00000011839
ENSTNIP00000010066	ENSLOCP00000013145
ENSTNIP00000018178	ENSLOCP00000013145
ENSTNIP00000001223	ENSLOCP00000021590
ENSTNIP00000011712	ENSLOCP00000008685
ENSTNIP00000018212	ENSLOCP00000008726
ENSTNIP00000021471	ENSLOCP00000004373
ENSTNIP00000006003	ENSLOCP00000004373
ENSTNIP00000017954	ENSLOCP00000008789
ENSTNIP00000006744	ENSLOCP00000008789
ENSTNIP00000010877	ENSLOCP00000010061
ENSTNIP00000008480	ENSLOCP00000010061
ENSTNIP00000020441	ENSLOCP00000021278
ENSTNIP00000016515	ENSLOCP00000006993
ENSTNIP00000014310	ENSLOCP00000017639
ENSTNIP00000005774	ENSLOCP00000010884
ENSTNIP00000008942	ENSLOCP00000010840
ENSTNIP00000017111	ENSLOCP00000010840
ENSTNIP00000008951	ENSLOCP00000012831
ENSTNIP00000011694	ENSLOCP00000003355
ENSTNIP00000005265	ENSLOCP00000021018
ENSTNIP00000018050	ENSLOCP00000000167
ENSTNIP00000007364	ENSLOCP00000015252
ENSTNIP00000005574	ENSLOCP00000000654
ENSTNIP00000022651	ENSLOCP00000011013
ENSTNIP00000013428	ENSLOCP00000011651
ENSTNIP00000004379	ENSLOCP00000013287
ENSTNIP00000006105	ENSLOCP00000008358
ENSTNIP00000007744	ENSLOCP00000020447
ENSTNIP00000008380	ENSLOCP00000014891
ENSTNIP00000016861	ENSLOCP00000002608
ENSTNIP00000006950	ENSLOCP00000018708
ENSTNIP00000018912	ENSLOCP00000006698
ENSTNIP00000000581	ENSLOCP00000006698
ENSTNIP00000017196	ENSLOCP00000001338
ENSTNIP00000009478	ENSLOCP00000015784
ENSTNIP00000014487	ENSLOCP00000012690
ENSTNIP00000017549	ENSLOCP00000012690
ENSTNIP00000019602	ENSLOCP00000010217
ENSTNIP00000014813	ENSLOCP00000015129
ENSTNIP00000004486	ENSLOCP00000015216
ENSTNIP00000011266	ENSLOCP00000017122
ENSTNIP00000004367	ENSLOCP00000017122
ENSTNIP00000004852	ENSLOCP00000010059
ENSTNIP00000017224	ENSLOCP00000016032
ENSTNIP00000001031	ENSLOCP00000011120
ENSTNIP00000011008	ENSLOCP00000004451
ENSTNIP00000015169	ENSLOCP00000003772
ENSTNIP00000015050	ENSLOCP00000014513
ENSTNIP00000007650	ENSLOCP00000005710
ENSTNIP00000018688	ENSLOCP00000004014
ENSTNIP00000012343	ENSLOCP00000007253
ENSTNIP00000009061	ENSLOCP00000019030
ENSTNIP00000015798	ENSLOCP00000022199
ENSTNIP00000008788	ENSLOCP00000018347
ENSTNIP00000005042	ENSLOCP00000001627
ENSTNIP00000011001	ENSLOCP00000004225
ENSTNIP00000003743	ENSLOCP00000021695
ENSTNIP00000020983	ENSLOCP00000010525
ENSTNIP00000020818	ENSLOCP00000017345
ENSTNIP00000020662	ENSLOCP00000016622
ENSTNIP00000014553	ENSLOCP00000016622
ENSTNIP00000013389	ENSLOCP00000019775
ENSTNIP00000011277	ENSLOCP00000019775
ENSTNIP00000018148	ENSLOCP00000017587
ENSTNIP00000006122	ENSLOCP00000007894
ENSTNIP00000011641	ENSLOCP00000020501
ENSTNIP00000007612	ENSLOCP00000003311
ENSTNIP00000019840	ENSLOCP00000003311
ENSTNIP00000011159	ENSLOCP00000010259
ENSTNIP00000018578	ENSLOCP00000004705
ENSTNIP00000022041	ENSLOCP00000008128
ENSTNIP00000020915	ENSLOCP00000013473
ENSTNIP00000016879	ENSLOCP00000001805
ENSTNIP00000010691	ENSLOCP00000010723
ENSTNIP00000010690	ENSLOCP00000010751
ENSTNIP00000016441	ENSLOCP00000013990
ENSTNIP00000001130	ENSLOCP00000009672
ENSTNIP00000004602	ENSLOCP00000009644
ENSTNIP00000011189	ENSLOCP00000018788
ENSTNIP00000005961	ENSLOCP00000021427
ENSTNIP00000012480	ENSLOCP00000021427
ENSTNIP00000008075	ENSLOCP00000006662
ENSTNIP00000011492	ENSLOCP00000006662
ENSTNIP00000011697	ENSLOCP00000003566
ENSTNIP00000016114	ENSLOCP00000010135
ENSTNIP00000009833	ENSLOCP00000000800
ENSTNIP00000008391	ENSLOCP00000000800
ENSTNIP00000007696	ENSLOCP00000008781
ENSTNIP00000007904	ENSLOCP00000005977
ENSTNIP00000019853	ENSLOCP00000010444
ENSTNIP00000016462	ENSLOCP00000010444
ENSTNIP00000012973	ENSLOCP00000000240
ENSTNIP00000018403	ENSLOCP00000000240
ENSTNIP00000005231	ENSLOCP00000018454
ENSTNIP00000022051	ENSLOCP00000006716
ENSTNIP00000011331	ENSLOCP00000011321
ENSTNIP00000017657	ENSLOCP00000003782
ENSTNIP00000006568	ENSLOCP00000016038
ENSTNIP00000010646	ENSLOCP00000012784
ENSTNIP00000011422	ENSLOCP00000005472
ENSTNIP00000010597	ENSLOCP00000005232
ENSTNIP00000006474	ENSLOCP00000000168
ENSTNIP00000001510	ENSLOCP00000010130
ENSTNIP00000002866	ENSLOCP00000004123
ENSTNIP00000000411	ENSLOCP00000004123
ENSTNIP00000019535	ENSLOCP00000005379
ENSTNIP00000018118	ENSLOCP00000009388
ENSTNIP00000003737	ENSLOCP00000009388
ENSTNIP00000006780	ENSLOCP00000005993
ENSTNIP00000017158	ENSLOCP00000016715
ENSTNIP00000016342	ENSLOCP00000009985
ENSTNIP00000007680	ENSLOCP00000002485
ENSTNIP00000004308	ENSLOCP00000010022
ENSTNIP00000017975	ENSLOCP00000004068
ENSTNIP00000018739	ENSLOCP00000013462
ENSTNIP00000011826	ENSLOCP00000018255
ENSTNIP00000021262	ENSLOCP00000007915
ENSTNIP00000020866	ENSLOCP00000010992
ENSTNIP00000015688	ENSLOCP00000004967
ENSTNIP00000020812	ENSLOCP00000017392
ENSTNIP00000019885	ENSLOCP00000018843
ENSTNIP00000016795	ENSLOCP00000011195
ENSTNIP00000010428	ENSLOCP00000015154
ENSTNIP00000019018	ENSLOCP00000018674
ENSTNIP00000011550	ENSLOCP00000009105
ENSTNIP00000009447	ENSLOCP00000009105
ENSTNIP00000010515	ENSLOCP00000002324
ENSTNIP00000022698	ENSLOCP00000009041
ENSTNIP00000004723	ENSLOCP00000018143
ENSTNIP00000004202	ENSLOCP00000013495
ENSTNIP00000017940	ENSLOCP00000004176
ENSTNIP00000017046	ENSLOCP00000004282
ENSTNIP00000012546	ENSLOCP00000004282
ENSTNIP00000006405	ENSLOCP00000002233
ENSTNIP00000022845	ENSLOCP00000021344
ENSTNIP00000021960	ENSLOCP00000017437
ENSTNIP00000018476	ENSLOCP00000007332
ENSTNIP00000022437	ENSLOCP00000017678
ENSTNIP00000013136	ENSLOCP00000017678
ENSTNIP00000006987	ENSLOCP00000006726
ENSTNIP00000013580	ENSLOCP00000001637
ENSTNIP00000016528	ENSLOCP00000005108
ENSTNIP00000007195	ENSLOCP00000005108
ENSTNIP00000011522	ENSLOCP00000011477
ENSTNIP00000015086	ENSLOCP00000019684
ENSTNIP00000014339	ENSLOCP00000020448
ENSTNIP00000005917	ENSLOCP00000003567
ENSTNIP00000012692	ENSLOCP00000003567
ENSTNIP00000022223	ENSLOCP00000010718
ENSTNIP00000014710	ENSLOCP00000010718
ENSTNIP00000001157	ENSLOCP00000018366
ENSTNIP00000003824	ENSLOCP00000002991
ENSTNIP00000021828	ENSLOCP00000013425
ENSTNIP00000021179	ENSLOCP00000010710
ENSTNIP00000015014	ENSLOCP00000014830
ENSTNIP00000002105	ENSLOCP00000014830
ENSTNIP00000019290	ENSLOCP00000007760
ENSTNIP00000019257	ENSLOCP00000007760
ENSTNIP00000016106	ENSLOCP00000009722
ENSTNIP00000015319	ENSLOCP00000009722
ENSTNIP00000014520	ENSLOCP00000002448
ENSTNIP00000017012	ENSLOCP00000016103
ENSTNIP00000010470	ENSLOCP00000001500
ENSTNIP00000010528	ENSLOCP00000004242
ENSTNIP00000018325	ENSLOCP00000004242
ENSTNIP00000013983	ENSLOCP00000016565
ENSTNIP00000018752	ENSLOCP00000013304
ENSTNIP00000021073	ENSLOCP00000017846
ENSTNIP00000017705	ENSLOCP00000017846
ENSTNIP00000014668	ENSLOCP00000015703
ENSTNIP00000013822	ENSLOCP00000007534
ENSTNIP00000011693	ENSLOCP00000003529
ENSTNIP00000006587	ENSLOCP00000016401
ENSTNIP00000007298	ENSLOCP00000007057
ENSTNIP00000014555	ENSLOCP00000007057
ENSTNIP00000014198	ENSLOCP00000013945
ENSTNIP00000015727	ENSLOCP00000009233
ENSTNIP00000011236	ENSLOCP00000018245
ENSTNIP00000014850	ENSLOCP00000006490
ENSTNIP00000022407	ENSLOCP00000006490
ENSTNIP00000009498	ENSLOCP00000004841
ENSTNIP00000001680	ENSLOCP00000005570
ENSTNIP00000011155	ENSLOCP00000005570
ENSTNIP00000021917	ENSLOCP00000021446
ENSTNIP00000011313	ENSLOCP00000011600
ENSTNIP00000008752	ENSLOCP00000002447
ENSTNIP00000022439	ENSLOCP00000017668
ENSTNIP00000013233	ENSLOCP00000004148
ENSTNIP00000012183	ENSLOCP00000016582
ENSTNIP00000011984	ENSLOCP00000018694
ENSTNIP00000015509	ENSLOCP00000017826
ENSTNIP00000019113	ENSLOCP00000018478
ENSTNIP00000007834	ENSLOCP00000020976
ENSTNIP00000013674	ENSLOCP00000020203
ENSTNIP00000015346	ENSLOCP00000012519
ENSTNIP00000016368	ENSLOCP00000020679
ENSTNIP00000002824	ENSLOCP00000012005
ENSTNIP00000011151	ENSLOCP00000003330
ENSTNIP00000013376	ENSLOCP00000001895
ENSTNIP00000000423	ENSLOCP00000018089
ENSTNIP00000008611	ENSLOCP00000021223
ENSTNIP00000016807	ENSLOCP00000005462
ENSTNIP00000002777	ENSLOCP00000017875
ENSTNIP00000018844	ENSLOCP00000018765
ENSTNIP00000014728	ENSLOCP00000016689
ENSTNIP00000007486	ENSLOCP00000016689
ENSTNIP00000010661	ENSLOCP00000009744
ENSTNIP00000000098	ENSLOCP00000009744
ENSTNIP00000016779	ENSLOCP00000010411
ENSTNIP00000017498	ENSLOCP00000010411
ENSTNIP00000018352	ENSLOCP00000007095
ENSTNIP00000000618	ENSLOCP00000005092
ENSTNIP00000012220	ENSLOCP00000004760
ENSTNIP00000015072	ENSLOCP00000004760
ENSTNIP00000005497	ENSLOCP00000009579
ENSTNIP00000021437	ENSLOCP00000002781
ENSTNIP00000014296	ENSLOCP00000009822
ENSTNIP00000016990	ENSLOCP00000004134
ENSTNIP00000016268	ENSLOCP00000004134
ENSTNIP00000014178	ENSLOCP00000017556
ENSTNIP00000010668	ENSLOCP00000007716
ENSTNIP00000007894	ENSLOCP00000009183
ENSTNIP00000012004	ENSLOCP00000011977
ENSTNIP00000008339	ENSLOCP00000004543
ENSTNIP00000012537	ENSLOCP00000004543
ENSTNIP00000009503	ENSLOCP00000002797
ENSTNIP00000010572	ENSLOCP00000018336
ENSTNIP00000005158	ENSLOCP00000011743
ENSTNIP00000017321	ENSLOCP00000004852
ENSTNIP00000015935	ENSLOCP00000014296
ENSTNIP00000013902	ENSLOCP00000014267
ENSTNIP00000017695	ENSLOCP00000017734
ENSTNIP00000009622	ENSLOCP00000019056
ENSTNIP00000018480	ENSLOCP00000007190
ENSTNIP00000005346	ENSLOCP00000007552
ENSTNIP00000019039	ENSLOCP00000002901
ENSTNIP00000011559	ENSLOCP00000008912
ENSTNIP00000015827	ENSLOCP00000016143
ENSTNIP00000016789	ENSLOCP00000011268
ENSTNIP00000018413	ENSLOCP00000014255
ENSTNIP00000011852	ENSLOCP00000015416
ENSTNIP00000021523	ENSLOCP00000012702
ENSTNIP00000017986	ENSLOCP00000014402
ENSTNIP00000022115	ENSLOCP00000014402
ENSTNIP00000007120	ENSLOCP00000010755
ENSTNIP00000011261	ENSLOCP00000017072
ENSTNIP00000007421	ENSLOCP00000017072
ENSTNIP00000018674	ENSLOCP00000004403
ENSTNIP00000014081	ENSLOCP00000016384
ENSTNIP00000006152	ENSLOCP00000005426
ENSTNIP00000019882	ENSLOCP00000019211
ENSTNIP00000020719	ENSLOCP00000007969
ENSTNIP00000010407	ENSLOCP00000012283
ENSTNIP00000013417	ENSLOCP00000012283
ENSTNIP00000016667	ENSLOCP00000014935
ENSTNIP00000016495	ENSLOCP00000013175
ENSTNIP00000013704	ENSLOCP00000016441
ENSTNIP00000022713	ENSLOCP00000001191
ENSTNIP00000012925	ENSLOCP00000003263
ENSTNIP00000014582	ENSLOCP00000005785
ENSTNIP00000020923	ENSLOCP00000013149
ENSTNIP00000002125	ENSLOCP00000004702
ENSTNIP00000017997	ENSLOCP00000017049
ENSTNIP00000005755	ENSLOCP00000008084
ENSTNIP00000021416	ENSLOCP00000004920
ENSTNIP00000008813	ENSLOCP00000017629
ENSTNIP00000007972	ENSLOCP00000017316
ENSTNIP00000012704	ENSLOCP00000019381
ENSTNIP00000016840	ENSLOCP00000002321
ENSTNIP00000012705	ENSLOCP00000002321
ENSTNIP00000018815	ENSLOCP00000011384
ENSTNIP00000011784	ENSLOCP00000013274
ENSTNIP00000011511	ENSLOCP00000015509
ENSTNIP00000006978	ENSLOCP00000000745
ENSTNIP00000016400	ENSLOCP00000007657
ENSTNIP00000011179	ENSLOCP00000019895
ENSTNIP00000004831	ENSLOCP00000004097
ENSTNIP00000016989	ENSLOCP00000004097
ENSTNIP00000018778	ENSLOCP00000002772
ENSTNIP00000006446	ENSLOCP00000001134
ENSTNIP00000003653	ENSLOCP00000001134
ENSTNIP00000019336	ENSLOCP00000011424
ENSTNIP00000014761	ENSLOCP00000011424
ENSTNIP00000010830	ENSLOCP00000000611
ENSTNIP00000019391	ENSLOCP00000007064
ENSTNIP00000012876	ENSLOCP00000007064
ENSTNIP00000006894	ENSLOCP00000011679
ENSTNIP00000011884	ENSLOCP00000018784
ENSTNIP00000007289	ENSLOCP00000015542
ENSTNIP00000016351	ENSLOCP00000015277
ENSTNIP00000014803	ENSLOCP00000015277
ENSTNIP00000010643	ENSLOCP00000000813
ENSTNIP00000015818	ENSLOCP00000009666
ENSTNIP00000020815	ENSLOCP00000017376
ENSTNIP00000010045	ENSLOCP00000018940
ENSTNIP00000022447	ENSLOCP00000017609
ENSTNIP00000020683	ENSLOCP00000009084
ENSTNIP00000014542	ENSLOCP00000014125
ENSTNIP00000019487	ENSLOCP00000015325
ENSTNIP00000017880	ENSLOCP00000001838
ENSTNIP00000006374	ENSLOCP00000018682
ENSTNIP00000007694	ENSLOCP00000011298
ENSTNIP00000001875	ENSLOCP00000002962
ENSTNIP00000011447	ENSLOCP00000006493
ENSTNIP00000002393	ENSLOCP00000003146
ENSTNIP00000013408	ENSLOCP00000010450
ENSTNIP00000015062	ENSLOCP00000006384
ENSTNIP00000011446	ENSLOCP00000006572
ENSTNIP00000010992	ENSLOCP00000016723
ENSTNIP00000002713	ENSLOCP00000004098
ENSTNIP00000006669	ENSLOCP00000001908
ENSTNIP00000016041	ENSLOCP00000003347
ENSTNIP00000020843	ENSLOCP00000020568
ENSTNIP00000010986	ENSLOCP00000002087
ENSTNIP00000020062	ENSLOCP00000009151
ENSTNIP00000020088	ENSLOCP00000016453
ENSTNIP00000013186	ENSLOCP00000002117
ENSTNIP00000022474	ENSLOCP00000017197
ENSTNIP00000008016	ENSLOCP00000020329
ENSTNIP00000018210	ENSLOCP00000008708
ENSTNIP00000014513	ENSLOCP00000002012
ENSTNIP00000017242	ENSLOCP00000022407
ENSTNIP00000005424	ENSLOCP00000017946
ENSTNIP00000019503	ENSLOCP00000020924
ENSTNIP00000020777	ENSLOCP00000008031
ENSTNIP00000010867	ENSLOCP00000008516
ENSTNIP00000016923	ENSLOCP00000011043
ENSTNIP00000007240	ENSLOCP00000000807
ENSTNIP00000008450	ENSLOCP00000016251
ENSTNIP00000006442	ENSLOCP00000008421
ENSTNIP00000006604	ENSLOCP00000020167
ENSTNIP00000012315	ENSLOCP00000012295
ENSTNIP00000016892	ENSLOCP00000012285
ENSTNIP00000011170	ENSLOCP00000005140
ENSTNIP00000020513	ENSLOCP00000013816
ENSTNIP00000016816	ENSLOCP00000005188
ENSTNIP00000001464	ENSLOCP00000001079
ENSTNIP00000013425	ENSLOCP00000011684
ENSTNIP00000010201	ENSLOCP00000013449
ENSTNIP00000018612	ENSLOCP00000006181
ENSTNIP00000020093	ENSLOCP00000003148
ENSTNIP00000005166	ENSLOCP00000015612
ENSTNIP00000010191	ENSLOCP00000001086
ENSTNIP00000010847	ENSLOCP00000009464
ENSTNIP00000018315	ENSLOCP00000006489
ENSTNIP00000009576	ENSLOCP00000021032
ENSTNIP00000000435	ENSLOCP00000021032
ENSTNIP00000003156	ENSLOCP00000003947
ENSTNIP00000016743	ENSLOCP00000003947
ENSTNIP00000006583	ENSLOCP00000006065
ENSTNIP00000012883	ENSLOCP00000006858
ENSTNIP00000018867	ENSLOCP00000017921
ENSTNIP00000014315	ENSLOCP00000016541
ENSTNIP00000014400	ENSLOCP00000009019
ENSTNIP00000010539	ENSLOCP00000001778
ENSTNIP00000001072	ENSLOCP00000010343
ENSTNIP00000017438	ENSLOCP00000016194
ENSTNIP00000008244	ENSLOCP00000005080
ENSTNIP00000012153	ENSLOCP00000001316
ENSTNIP00000015983	ENSLOCP00000017420
ENSTNIP00000005904	ENSLOCP00000001959
ENSTNIP00000005903	ENSLOCP00000001998
ENSTNIP00000002780	ENSLOCP00000004985
ENSTNIP00000012827	ENSLOCP00000010504
ENSTNIP00000019366	ENSLOCP00000010504
ENSTNIP00000009911	ENSLOCP00000010342
ENSTNIP00000012114	ENSLOCP00000001425
ENSTNIP00000018732	ENSLOCP00000013636
ENSTNIP00000002110	ENSLOCP00000001975
ENSTNIP00000006469	ENSLOCP00000005391
ENSTNIP00000014426	ENSLOCP00000006030
ENSTNIP00000011941	ENSLOCP00000006030
ENSTNIP00000002504	ENSLOCP00000009948
ENSTNIP00000016000	ENSLOCP00000015009
ENSTNIP00000011518	ENSLOCP00000011391
ENSTNIP00000015535	ENSLOCP00000012228
ENSTNIP00000010163	ENSLOCP00000012228
ENSTNIP00000013742	ENSLOCP00000018388
ENSTNIP00000002484	ENSLOCP00000011630
ENSTNIP00000010614	ENSLOCP00000005427
ENSTNIP00000016808	ENSLOCP00000005427
ENSTNIP00000022310	ENSLOCP00000002815
ENSTNIP00000020728	ENSLOCP00000002815
ENSTNIP00000013001	ENSLOCP00000016440
ENSTNIP00000019596	ENSLOCP00000010439
ENSTNIP00000005194	ENSLOCP00000014368
ENSTNIP00000010723	ENSLOCP00000000944
ENSTNIP00000013921	ENSLOCP00000000944
ENSTNIP00000018105	ENSLOCP00000007490
ENSTNIP00000017590	ENSLOCP00000007490
ENSTNIP00000002204	ENSLOCP00000010438
ENSTNIP00000008056	ENSLOCP00000008670
ENSTNIP00000005277	ENSLOCP00000016820
ENSTNIP00000005910	ENSLOCP00000008952
ENSTNIP00000009544	ENSLOCP00000018155
ENSTNIP00000022170	ENSLOCP00000018155
ENSTNIP00000007458	ENSLOCP00000012115
ENSTNIP00000003642	ENSLOCP00000018551
ENSTNIP00000005626	ENSLOCP00000001788
ENSTNIP00000022218	ENSLOCP00000010951
ENSTNIP00000012858	ENSLOCP00000010951
ENSTNIP00000007519	ENSLOCP00000005139
ENSTNIP00000012451	ENSLOCP00000018399
ENSTNIP00000016710	ENSLOCP00000017561
ENSTNIP00000021717	ENSLOCP00000017561
ENSTNIP00000016161	ENSLOCP00000007882
ENSTNIP00000022394	ENSLOCP00000019112
ENSTNIP00000000254	ENSLOCP00000019112
ENSTNIP00000017801	ENSLOCP00000017559
ENSTNIP00000017731	ENSLOCP00000017559
ENSTNIP00000010388	ENSLOCP00000020552
ENSTNIP00000000465	ENSLOCP00000020552
ENSTNIP00000018063	ENSLOCP00000017476
ENSTNIP00000018061	ENSLOCP00000017476
ENSTNIP00000012497	ENSLOCP00000010907
ENSTNIP00000003113	ENSLOCP00000009708
ENSTNIP00000010852	ENSLOCP00000009331
ENSTNIP00000013070	ENSLOCP00000011051
ENSTNIP00000022085	ENSLOCP00000014798
ENSTNIP00000022519	ENSLOCP00000020362
ENSTNIP00000002325	ENSLOCP00000021272
ENSTNIP00000018756	ENSLOCP00000013196
ENSTNIP00000011144	ENSLOCP00000012184
ENSTNIP00000017022	ENSLOCP00000006991
ENSTNIP00000014550	ENSLOCP00000016583
ENSTNIP00000021295	ENSLOCP00000016348
ENSTNIP00000008975	ENSLOCP00000004572
ENSTNIP00000001988	ENSLOCP00000012068
ENSTNIP00000000011	ENSLOCP00000018138
ENSTNIP00000014788	ENSLOCP00000005599
ENSTNIP00000013100	ENSLOCP00000002644
ENSTNIP00000017795	ENSLOCP00000007978
ENSTNIP00000018229	ENSLOCP00000007978
ENSTNIP00000011568	ENSLOCP00000009094
ENSTNIP00000014404	ENSLOCP00000001889
ENSTNIP00000018049	ENSLOCP00000007126
ENSTNIP00000013020	ENSLOCP00000018900
ENSTNIP00000013023	ENSLOCP00000012906
ENSTNIP00000015311	ENSLOCP00000012906
ENSTNIP00000021446	ENSLOCP00000012567
ENSTNIP00000001791	ENSLOCP00000019769
ENSTNIP00000013817	ENSLOCP00000013563
ENSTNIP00000014063	ENSLOCP00000012411
ENSTNIP00000014064	ENSLOCP00000012433
ENSTNIP00000009500	ENSLOCP00000020230
ENSTNIP00000004455	ENSLOCP00000020230
ENSTNIP00000017854	ENSLOCP00000017133
ENSTNIP00000004110	ENSLOCP00000014803
ENSTNIP00000013126	ENSLOCP00000019635
ENSTNIP00000002187	ENSLOCP00000019635
ENSTNIP00000018941	ENSLOCP00000009904
ENSTNIP00000010541	ENSLOCP00000001806
ENSTNIP00000021030	ENSLOCP00000005735
ENSTNIP00000015463	ENSLOCP00000005735
ENSTNIP00000017023	ENSLOCP00000006928
ENSTNIP00000007293	ENSLOCP00000006928
ENSTNIP00000014371	ENSLOCP00000018644
ENSTNIP00000018308	ENSLOCP00000002893
ENSTNIP00000011090	ENSLOCP00000006824
ENSTNIP00000020499	ENSLOCP00000013146
ENSTNIP00000002946	ENSLOCP00000009506
ENSTNIP00000006886	ENSLOCP00000008821
ENSTNIP00000015430	ENSLOCP00000002852
ENSTNIP00000022169	ENSLOCP00000018162
ENSTNIP00000015356	ENSLOCP00000012156
ENSTNIP00000015742	ENSLOCP00000014281
ENSTNIP00000003072	ENSLOCP00000007117
ENSTNIP00000017097	ENSLOCP00000017202
ENSTNIP00000013340	ENSLOCP00000017202
ENSTNIP00000010939	ENSLOCP00000009813
ENSTNIP00000001663	ENSLOCP00000011310
ENSTNIP00000017838	ENSLOCP00000004547
ENSTNIP00000012938	ENSLOCP00000016880
ENSTNIP00000005628	ENSLOCP00000016880
ENSTNIP00000017840	ENSLOCP00000005322
ENSTNIP00000019945	ENSLOCP00000018691
ENSTNIP00000019324	ENSLOCP00000007009
ENSTNIP00000006919	ENSLOCP00000011521
ENSTNIP00000016172	ENSLOCP00000005451
ENSTNIP00000012264	ENSLOCP00000016910
ENSTNIP00000003655	ENSLOCP00000016910
ENSTNIP00000011475	ENSLOCP00000005760
ENSTNIP00000005073	ENSLOCP00000000999
ENSTNIP00000020547	ENSLOCP00000012922
ENSTNIP00000019446	ENSLOCP00000012922
ENSTNIP00000018776	ENSLOCP00000002819
ENSTNIP00000004824	ENSLOCP00000013229
ENSTNIP00000015388	ENSLOCP00000002422
ENSTNIP00000018351	ENSLOCP00000007137
ENSTNIP00000008933	ENSLOCP00000008446
ENSTNIP00000000821	ENSLOCP00000008100
ENSTNIP00000009986	ENSLOCP00000014292
ENSTNIP00000022337	ENSLOCP00000019391
ENSTNIP00000017021	ENSLOCP00000016048
ENSTNIP00000017461	ENSLOCP00000016048
ENSTNIP00000020063	ENSLOCP00000009135
ENSTNIP00000005249	ENSLOCP00000014870
ENSTNIP00000016350	ENSLOCP00000015294
ENSTNIP00000010563	ENSLOCP00000018282
ENSTNIP00000020242	ENSLOCP00000019874
ENSTNIP00000012060	ENSLOCP00000001620
ENSTNIP00000022000	ENSLOCP00000013917
ENSTNIP00000005814	ENSLOCP00000016983
ENSTNIP00000012641	ENSLOCP00000001993
ENSTNIP00000010215	ENSLOCP00000001993
ENSTNIP00000012774	ENSLOCP00000021139
ENSTNIP00000022570	ENSLOCP00000021139
ENSTNIP00000005587	ENSLOCP00000015793
ENSTNIP00000022077	ENSLOCP00000014911
ENSTNIP00000005753	ENSLOCP00000014429
ENSTNIP00000005578	ENSLOCP00000011469
ENSTNIP00000014395	ENSLOCP00000008747
ENSTNIP00000013585	ENSLOCP00000005987
ENSTNIP00000018534	ENSLOCP00000007766
ENSTNIP00000017093	ENSLOCP00000003512
ENSTNIP00000002676	ENSLOCP00000008157
ENSTNIP00000022777	ENSLOCP00000000511
ENSTNIP00000017468	ENSLOCP00000016179
ENSTNIP00000018563	ENSLOCP00000011968
ENSTNIP00000019844	ENSLOCP00000003269
ENSTNIP00000016523	ENSLOCP00000021444
ENSTNIP00000011147	ENSLOCP00000011151
ENSTNIP00000013546	ENSLOCP00000007512
ENSTNIP00000018391	ENSLOCP00000007512
ENSTNIP00000019774	ENSLOCP00000009883
ENSTNIP00000015622	ENSLOCP00000021141
ENSTNIP00000006873	ENSLOCP00000006762
ENSTNIP00000011728	ENSLOCP00000011364
ENSTNIP00000007914	ENSLOCP00000000702
ENSTNIP00000010744	ENSLOCP00000011852
ENSTNIP00000015714	ENSLOCP00000011852
ENSTNIP00000012268	ENSLOCP00000016971
ENSTNIP00000016692	ENSLOCP00000016971
ENSTNIP00000013321	ENSLOCP00000019564
ENSTNIP00000017267	ENSLOCP00000012768
ENSTNIP00000006436	ENSLOCP00000006944
ENSTNIP00000008774	ENSLOCP00000017680
ENSTNIP00000015517	ENSLOCP00000009121
ENSTNIP00000007022	ENSLOCP00000009102
ENSTNIP00000010052	ENSLOCP00000018564
ENSTNIP00000019170	ENSLOCP00000000253
ENSTNIP00000018077	ENSLOCP00000012957
ENSTNIP00000017509	ENSLOCP00000012436
ENSTNIP00000015257	ENSLOCP00000019962
ENSTNIP00000019008	ENSLOCP00000013872
ENSTNIP00000016281	ENSLOCP00000020166
ENSTNIP00000009848	ENSLOCP00000007654
ENSTNIP00000018805	ENSLOCP00000016433
ENSTNIP00000014704	ENSLOCP00000004184
ENSTNIP00000012061	ENSLOCP00000001591
ENSTNIP00000006738	ENSLOCP00000009092
ENSTNIP00000011044	ENSLOCP00000011580
ENSTNIP00000007277	ENSLOCP00000011580
ENSTNIP00000002864	ENSLOCP00000019949
ENSTNIP00000022973	ENSLOCP00000019949
ENSTNIP00000001734	ENSLOCP00000002909
ENSTNIP00000008404	ENSLOCP00000016301
ENSTNIP00000000097	ENSLOCP00000007075
ENSTNIP00000006183	ENSLOCP00000003717
ENSTNIP00000019956	ENSLOCP00000018648
ENSTNIP00000006137	ENSLOCP00000013828
ENSTNIP00000001639	ENSLOCP00000020117
ENSTNIP00000007451	ENSLOCP00000015882
ENSTNIP00000020608	ENSLOCP00000015882
ENSTNIP00000018919	ENSLOCP00000018924
ENSTNIP00000019035	ENSLOCP00000014823
ENSTNIP00000017231	ENSLOCP00000007802
ENSTNIP00000018943	ENSLOCP00000007183
ENSTNIP00000011965	ENSLOCP00000007183
ENSTNIP00000006212	ENSLOCP00000015386
ENSTNIP00000022697	ENSLOCP00000015386
ENSTNIP00000005896	ENSLOCP00000005237
