ENSTGUP00000008915	ENSACAP00000005936
ENSTGUP00000006709	ENSACAP00000002634
ENSTGUP00000017361	ENSACAP00000015331
ENSTGUP00000005796	ENSACAP00000014510
ENSTGUP00000010923	ENSACAP00000010493
ENSTGUP00000001933	ENSACAP00000004991
ENSTGUP00000006836	ENSACAP00000008638
ENSTGUP00000005580	ENSACAP00000012299
ENSTGUP00000004127	ENSACAP00000014857
ENSTGUP00000016909	ENSACAP00000002580
ENSTGUP00000001189	ENSACAP00000016562
ENSTGUP00000002295	ENSACAP00000017382
ENSTGUP00000017565	ENSACAP00000012459
ENSTGUP00000013733	ENSACAP00000006541
ENSTGUP00000005502	ENSACAP00000002765
ENSTGUP00000013795	ENSACAP00000004525
ENSTGUP00000000592	ENSACAP00000023387
ENSTGUP00000001543	ENSACAP00000015035
ENSTGUP00000005490	ENSACAP00000010949
ENSTGUP00000008403	ENSACAP00000007683
ENSTGUP00000011756	ENSACAP00000019022
ENSTGUP00000015811	ENSACAP00000007878
ENSTGUP00000011455	ENSACAP00000016618
ENSTGUP00000000350	ENSACAP00000014723
ENSTGUP00000010374	ENSACAP00000022465
ENSTGUP00000004992	ENSACAP00000014143
ENSTGUP00000012752	ENSACAP00000014223
ENSTGUP00000011386	ENSACAP00000016319
ENSTGUP00000000411	ENSACAP00000003381
ENSTGUP00000007694	ENSACAP00000014235
ENSTGUP00000000306	ENSACAP00000013969
ENSTGUP00000007820	ENSACAP00000013882
ENSTGUP00000009536	ENSACAP00000000312
ENSTGUP00000010849	ENSACAP00000007273
ENSTGUP00000009494	ENSACAP00000009601
ENSTGUP00000013097	ENSACAP00000012181
ENSTGUP00000008190	ENSACAP00000005938
ENSTGUP00000012093	ENSACAP00000017152
ENSTGUP00000010286	ENSACAP00000014045
ENSTGUP00000001824	ENSACAP00000003095
ENSTGUP00000008731	ENSACAP00000006802
ENSTGUP00000017957	ENSACAP00000017537
ENSTGUP00000010802	ENSACAP00000000255
ENSTGUP00000015194	ENSACAP00000000582
ENSTGUP00000000560	ENSACAP00000012890
ENSTGUP00000007994	ENSACAP00000015220
ENSTGUP00000000712	ENSACAP00000017475
ENSTGUP00000000702	ENSACAP00000019058
ENSTGUP00000010703	ENSACAP00000004143
ENSTGUP00000007952	ENSACAP00000010100
ENSTGUP00000008940	ENSACAP00000015552
ENSTGUP00000010731	ENSACAP00000016309
ENSTGUP00000004821	ENSACAP00000011014
ENSTGUP00000000696	ENSACAP00000000116
ENSTGUP00000005644	ENSACAP00000015561
ENSTGUP00000002072	ENSACAP00000011700
ENSTGUP00000008622	ENSACAP00000020950
ENSTGUP00000007416	ENSACAP00000007054
ENSTGUP00000008792	ENSACAP00000015656
ENSTGUP00000015019	ENSACAP00000005364
ENSTGUP00000001637	ENSACAP00000013895
ENSTGUP00000015594	ENSACAP00000000710
ENSTGUP00000017492	ENSACAP00000013368
ENSTGUP00000003593	ENSACAP00000014395
ENSTGUP00000004054	ENSACAP00000008480
ENSTGUP00000013684	ENSACAP00000005359
ENSTGUP00000013822	ENSACAP00000010049
ENSTGUP00000001646	ENSACAP00000012756
ENSTGUP00000005481	ENSACAP00000003607
ENSTGUP00000012821	ENSACAP00000014838
ENSTGUP00000004796	ENSACAP00000006929
ENSTGUP00000006097	ENSACAP00000000627
ENSTGUP00000013715	ENSACAP00000006051
ENSTGUP00000009109	ENSACAP00000006030
ENSTGUP00000006752	ENSACAP00000006812
ENSTGUP00000013659	ENSACAP00000005200
ENSTGUP00000001729	ENSACAP00000017085
ENSTGUP00000005876	ENSACAP00000008661
ENSTGUP00000008641	ENSACAP00000015839
ENSTGUP00000013657	ENSACAP00000020539
ENSTGUP00000010367	ENSACAP00000009535
ENSTGUP00000013586	ENSACAP00000001235
ENSTGUP00000005289	ENSACAP00000003190
ENSTGUP00000012185	ENSACAP00000000677
ENSTGUP00000002478	ENSACAP00000013157
ENSTGUP00000009658	ENSACAP00000000539
ENSTGUP00000001820	ENSACAP00000013484
ENSTGUP00000002495	ENSACAP00000017612
ENSTGUP00000009173	ENSACAP00000005230
ENSTGUP00000017724	ENSACAP00000021260
ENSTGUP00000012648	ENSACAP00000013329
ENSTGUP00000001056	ENSACAP00000002604
ENSTGUP00000007779	ENSACAP00000005440
ENSTGUP00000013125	ENSACAP00000012475
ENSTGUP00000003825	ENSACAP00000011315
ENSTGUP00000017782	ENSACAP00000009206
ENSTGUP00000006661	ENSACAP00000002273
ENSTGUP00000004557	ENSACAP00000014984
ENSTGUP00000009938	ENSACAP00000002857
ENSTGUP00000003415	ENSACAP00000012792
ENSTGUP00000010389	ENSACAP00000009605
ENSTGUP00000013222	ENSACAP00000014125
ENSTGUP00000006055	ENSACAP00000000371
ENSTGUP00000011780	ENSACAP00000007343
ENSTGUP00000011771	ENSACAP00000007351
ENSTGUP00000011932	ENSACAP00000003073
ENSTGUP00000005259	ENSACAP00000015690
ENSTGUP00000003891	ENSACAP00000014625
ENSTGUP00000010418	ENSACAP00000003305
ENSTGUP00000010432	ENSACAP00000003382
ENSTGUP00000002753	ENSACAP00000011236
ENSTGUP00000003412	ENSACAP00000013950
ENSTGUP00000000519	ENSACAP00000006904
ENSTGUP00000010281	ENSACAP00000010678
ENSTGUP00000010238	ENSACAP00000013644
ENSTGUP00000005046	ENSACAP00000002453
ENSTGUP00000003655	ENSACAP00000013962
ENSTGUP00000006891	ENSACAP00000011639
ENSTGUP00000011260	ENSACAP00000014150
ENSTGUP00000005433	ENSACAP00000001501
ENSTGUP00000004276	ENSACAP00000008250
ENSTGUP00000016586	ENSACAP00000005246
ENSTGUP00000006809	ENSACAP00000003435
ENSTGUP00000013686	ENSACAP00000005451
ENSTGUP00000011384	ENSACAP00000009946
ENSTGUP00000010596	ENSACAP00000004888
ENSTGUP00000013935	ENSACAP00000013385
ENSTGUP00000000491	ENSACAP00000004818
ENSTGUP00000003997	ENSACAP00000012306
ENSTGUP00000004067	ENSACAP00000016795
ENSTGUP00000016945	ENSACAP00000002704
ENSTGUP00000004000	ENSACAP00000016876
ENSTGUP00000002652	ENSACAP00000012919
ENSTGUP00000013391	ENSACAP00000002265
ENSTGUP00000006497	ENSACAP00000003075
ENSTGUP00000014977	ENSACAP00000015895
ENSTGUP00000013662	ENSACAP00000007089
ENSTGUP00000003496	ENSACAP00000014133
ENSTGUP00000017665	ENSACAP00000018784
ENSTGUP00000011255	ENSACAP00000009716
ENSTGUP00000013625	ENSACAP00000012917
ENSTGUP00000013565	ENSACAP00000019304
ENSTGUP00000008508	ENSACAP00000001539
ENSTGUP00000008232	ENSACAP00000008087
ENSTGUP00000008971	ENSACAP00000008472
ENSTGUP00000005563	ENSACAP00000001783
ENSTGUP00000013214	ENSACAP00000023006
ENSTGUP00000008709	ENSACAP00000005311
ENSTGUP00000009824	ENSACAP00000002743
ENSTGUP00000009649	ENSACAP00000003561
ENSTGUP00000005378	ENSACAP00000008653
ENSTGUP00000002506	ENSACAP00000002126
ENSTGUP00000006422	ENSACAP00000001336
ENSTGUP00000003932	ENSACAP00000022923
ENSTGUP00000009978	ENSACAP00000021854
ENSTGUP00000008400	ENSACAP00000012025
ENSTGUP00000017745	ENSACAP00000010176
ENSTGUP00000015343	ENSACAP00000014644
ENSTGUP00000004486	ENSACAP00000015050
ENSTGUP00000005017	ENSACAP00000011322
ENSTGUP00000008834	ENSACAP00000006549
ENSTGUP00000006485	ENSACAP00000010660
ENSTGUP00000001819	ENSACAP00000001718
ENSTGUP00000014021	ENSACAP00000011827
ENSTGUP00000002695	ENSACAP00000009266
ENSTGUP00000007964	ENSACAP00000015367
ENSTGUP00000002148	ENSACAP00000011365
ENSTGUP00000009377	ENSACAP00000005331
ENSTGUP00000006722	ENSACAP00000022818
ENSTGUP00000007732	ENSACAP00000014114
ENSTGUP00000018293	ENSACAP00000012498
ENSTGUP00000013259	ENSACAP00000010529
ENSTGUP00000004961	ENSACAP00000004997
ENSTGUP00000004585	ENSACAP00000000388
ENSTGUP00000007240	ENSACAP00000008334
ENSTGUP00000009287	ENSACAP00000005034
ENSTGUP00000000622	ENSACAP00000003183
ENSTGUP00000014367	ENSACAP00000002830
ENSTGUP00000017247	ENSACAP00000010596
ENSTGUP00000000111	ENSACAP00000002042
ENSTGUP00000002702	ENSACAP00000015020
ENSTGUP00000004360	ENSACAP00000001136
ENSTGUP00000000155	ENSACAP00000017381
ENSTGUP00000005853	ENSACAP00000000252
ENSTGUP00000006686	ENSACAP00000008027
ENSTGUP00000003117	ENSACAP00000022119
ENSTGUP00000012588	ENSACAP00000016694
ENSTGUP00000000134	ENSACAP00000000233
ENSTGUP00000004525	ENSACAP00000004917
ENSTGUP00000012512	ENSACAP00000012400
ENSTGUP00000009688	ENSACAP00000018100
ENSTGUP00000012883	ENSACAP00000003882
ENSTGUP00000004536	ENSACAP00000017420
ENSTGUP00000009929	ENSACAP00000008247
ENSTGUP00000008808	ENSACAP00000015591
ENSTGUP00000001624	ENSACAP00000018954
ENSTGUP00000007782	ENSACAP00000006109
ENSTGUP00000017025	ENSACAP00000004015
ENSTGUP00000006943	ENSACAP00000002953
ENSTGUP00000017609	ENSACAP00000014226
ENSTGUP00000010867	ENSACAP00000015357
ENSTGUP00000013090	ENSACAP00000008301
ENSTGUP00000001257	ENSACAP00000013809
ENSTGUP00000011199	ENSACAP00000010139
ENSTGUP00000012432	ENSACAP00000003825
ENSTGUP00000006208	ENSACAP00000008145
ENSTGUP00000004093	ENSACAP00000014810
ENSTGUP00000001738	ENSACAP00000012613
ENSTGUP00000000620	ENSACAP00000001031
ENSTGUP00000007070	ENSACAP00000005940
ENSTGUP00000009294	ENSACAP00000001777
ENSTGUP00000001676	ENSACAP00000003493
ENSTGUP00000005206	ENSACAP00000017329
ENSTGUP00000017673	ENSACAP00000012050
ENSTGUP00000002844	ENSACAP00000003927
ENSTGUP00000001908	ENSACAP00000011223
ENSTGUP00000011945	ENSACAP00000011512
ENSTGUP00000011005	ENSACAP00000004429
ENSTGUP00000010221	ENSACAP00000013477
ENSTGUP00000004619	ENSACAP00000006540
ENSTGUP00000009631	ENSACAP00000002247
ENSTGUP00000006235	ENSACAP00000004389
ENSTGUP00000002392	ENSACAP00000016210
ENSTGUP00000012359	ENSACAP00000015686
ENSTGUP00000010105	ENSACAP00000015129
ENSTGUP00000000933	ENSACAP00000009274
ENSTGUP00000000928	ENSACAP00000009301
ENSTGUP00000008813	ENSACAP00000000362
ENSTGUP00000011754	ENSACAP00000004337
ENSTGUP00000008714	ENSACAP00000015710
ENSTGUP00000017612	ENSACAP00000014177
ENSTGUP00000005331	ENSACAP00000016651
ENSTGUP00000012537	ENSACAP00000009428
ENSTGUP00000013080	ENSACAP00000004113
ENSTGUP00000004485	ENSACAP00000010910
ENSTGUP00000009895	ENSACAP00000003084
ENSTGUP00000002434	ENSACAP00000002963
ENSTGUP00000013451	ENSACAP00000012828
ENSTGUP00000006731	ENSACAP00000008618
ENSTGUP00000011293	ENSACAP00000008857
ENSTGUP00000002217	ENSACAP00000009610
ENSTGUP00000011660	ENSACAP00000006441
ENSTGUP00000013322	ENSACAP00000015529
ENSTGUP00000017599	ENSACAP00000006043
ENSTGUP00000007648	ENSACAP00000008502
ENSTGUP00000005390	ENSACAP00000014931
ENSTGUP00000011774	ENSACAP00000013533
ENSTGUP00000002751	ENSACAP00000023320
ENSTGUP00000003521	ENSACAP00000007341
ENSTGUP00000001871	ENSACAP00000013647
ENSTGUP00000008182	ENSACAP00000014904
ENSTGUP00000001566	ENSACAP00000006325
ENSTGUP00000006615	ENSACAP00000002077
ENSTGUP00000006838	ENSACAP00000007149
ENSTGUP00000000600	ENSACAP00000002931
ENSTGUP00000012839	ENSACAP00000009775
ENSTGUP00000016167	ENSACAP00000009887
ENSTGUP00000001099	ENSACAP00000016009
ENSTGUP00000015340	ENSACAP00000016882
ENSTGUP00000007547	ENSACAP00000007445
ENSTGUP00000011613	ENSACAP00000016170
ENSTGUP00000009606	ENSACAP00000009705
ENSTGUP00000011623	ENSACAP00000016224
ENSTGUP00000007654	ENSACAP00000003731
ENSTGUP00000009962	ENSACAP00000003204
ENSTGUP00000013509	ENSACAP00000023351
ENSTGUP00000013507	ENSACAP00000017171
ENSTGUP00000017867	ENSACAP00000021486
ENSTGUP00000011272	ENSACAP00000000096
ENSTGUP00000004994	ENSACAP00000011570
ENSTGUP00000006430	ENSACAP00000003196
ENSTGUP00000001487	ENSACAP00000016707
ENSTGUP00000003246	ENSACAP00000015752
ENSTGUP00000003250	ENSACAP00000015766
ENSTGUP00000003255	ENSACAP00000020251
ENSTGUP00000012389	ENSACAP00000016008
ENSTGUP00000008702	ENSACAP00000015735
ENSTGUP00000006509	ENSACAP00000017527
ENSTGUP00000002707	ENSACAP00000014914
ENSTGUP00000001473	ENSACAP00000004062
ENSTGUP00000012328	ENSACAP00000012046
ENSTGUP00000004957	ENSACAP00000014398
ENSTGUP00000015405	ENSACAP00000011701
ENSTGUP00000015352	ENSACAP00000015403
ENSTGUP00000010267	ENSACAP00000011673
ENSTGUP00000005562	ENSACAP00000007269
ENSTGUP00000008854	ENSACAP00000001285
ENSTGUP00000004246	ENSACAP00000012569
ENSTGUP00000007216	ENSACAP00000009683
ENSTGUP00000001936	ENSACAP00000013365
ENSTGUP00000000103	ENSACAP00000002152
ENSTGUP00000000535	ENSACAP00000006089
ENSTGUP00000005964	ENSACAP00000002615
ENSTGUP00000011884	ENSACAP00000002911
ENSTGUP00000007681	ENSACAP00000020817
ENSTGUP00000011519	ENSACAP00000005352
ENSTGUP00000001147	ENSACAP00000013457
ENSTGUP00000008398	ENSACAP00000008163
ENSTGUP00000013654	ENSACAP00000012219
ENSTGUP00000007993	ENSACAP00000015902
ENSTGUP00000003597	ENSACAP00000006464
ENSTGUP00000000897	ENSACAP00000009178
ENSTGUP00000000980	ENSACAP00000006641
ENSTGUP00000004862	ENSACAP00000010497
ENSTGUP00000002818	ENSACAP00000011988
ENSTGUP00000000192	ENSACAP00000018355
ENSTGUP00000008798	ENSACAP00000006651
ENSTGUP00000013766	ENSACAP00000011490
ENSTGUP00000011068	ENSACAP00000007076
ENSTGUP00000003190	ENSACAP00000014732
ENSTGUP00000004221	ENSACAP00000013014
ENSTGUP00000008775	ENSACAP00000000612
ENSTGUP00000017606	ENSACAP00000017541
ENSTGUP00000010956	ENSACAP00000003949
ENSTGUP00000010662	ENSACAP00000007890
ENSTGUP00000013014	ENSACAP00000000033
ENSTGUP00000001314	ENSACAP00000005126
ENSTGUP00000006247	ENSACAP00000003652
ENSTGUP00000013522	ENSACAP00000014268
ENSTGUP00000013516	ENSACAP00000005113
ENSTGUP00000006483	ENSACAP00000017535
ENSTGUP00000011411	ENSACAP00000015260
ENSTGUP00000001132	ENSACAP00000013573
ENSTGUP00000015045	ENSACAP00000003358
ENSTGUP00000001006	ENSACAP00000006915
ENSTGUP00000010427	ENSACAP00000004297
ENSTGUP00000012048	ENSACAP00000021793
ENSTGUP00000003830	ENSACAP00000008827
ENSTGUP00000001973	ENSACAP00000021805
ENSTGUP00000004892	ENSACAP00000020770
ENSTGUP00000007529	ENSACAP00000012264
ENSTGUP00000015913	ENSACAP00000021539
ENSTGUP00000012446	ENSACAP00000012265
ENSTGUP00000001294	ENSACAP00000005482
ENSTGUP00000009273	ENSACAP00000006260
ENSTGUP00000004706	ENSACAP00000020487
ENSTGUP00000011969	ENSACAP00000014325
ENSTGUP00000009087	ENSACAP00000012984
ENSTGUP00000011229	ENSACAP00000002180
ENSTGUP00000009050	ENSACAP00000008243
ENSTGUP00000012750	ENSACAP00000014261
ENSTGUP00000005789	ENSACAP00000013528
ENSTGUP00000008504	ENSACAP00000002300
ENSTGUP00000012245	ENSACAP00000003616
ENSTGUP00000005042	ENSACAP00000015601
ENSTGUP00000006112	ENSACAP00000008640
ENSTGUP00000003967	ENSACAP00000008924
ENSTGUP00000011970	ENSACAP00000008592
ENSTGUP00000004466	ENSACAP00000007845
ENSTGUP00000011359	ENSACAP00000007881
ENSTGUP00000008240	ENSACAP00000003602
ENSTGUP00000006025	ENSACAP00000004259
ENSTGUP00000000436	ENSACAP00000009761
ENSTGUP00000007799	ENSACAP00000001473
ENSTGUP00000002002	ENSACAP00000012220
ENSTGUP00000006957	ENSACAP00000002268
ENSTGUP00000014338	ENSACAP00000010685
ENSTGUP00000018194	ENSACAP00000001188
ENSTGUP00000000994	ENSACAP00000006800
ENSTGUP00000004551	ENSACAP00000014782
ENSTGUP00000000646	ENSACAP00000003548
ENSTGUP00000015549	ENSACAP00000005966
ENSTGUP00000003728	ENSACAP00000011334
ENSTGUP00000016332	ENSACAP00000006803
ENSTGUP00000005724	ENSACAP00000003922
ENSTGUP00000008818	ENSACAP00000012481
ENSTGUP00000008541	ENSACAP00000016003
ENSTGUP00000005778	ENSACAP00000001047
ENSTGUP00000000366	ENSACAP00000002413
ENSTGUP00000003241	ENSACAP00000006575
ENSTGUP00000012961	ENSACAP00000011611
ENSTGUP00000004837	ENSACAP00000001853
ENSTGUP00000004384	ENSACAP00000007570
ENSTGUP00000012142	ENSACAP00000001952
ENSTGUP00000003405	ENSACAP00000006955
ENSTGUP00000013392	ENSACAP00000014827
ENSTGUP00000007318	ENSACAP00000011533
ENSTGUP00000000035	ENSACAP00000006790
ENSTGUP00000011357	ENSACAP00000009645
ENSTGUP00000015692	ENSACAP00000004455
ENSTGUP00000000870	ENSACAP00000012718
ENSTGUP00000008242	ENSACAP00000011433
ENSTGUP00000017682	ENSACAP00000016156
ENSTGUP00000012216	ENSACAP00000014807
ENSTGUP00000008988	ENSACAP00000023411
ENSTGUP00000010760	ENSACAP00000007762
ENSTGUP00000003399	ENSACAP00000005907
ENSTGUP00000006899	ENSACAP00000007810
ENSTGUP00000015044	ENSACAP00000008508
ENSTGUP00000015538	ENSACAP00000011769
ENSTGUP00000007394	ENSACAP00000022961
ENSTGUP00000004556	ENSACAP00000006208
ENSTGUP00000013728	ENSACAP00000006291
ENSTGUP00000013895	ENSACAP00000000408
ENSTGUP00000001283	ENSACAP00000020570
ENSTGUP00000015798	ENSACAP00000011391
ENSTGUP00000004771	ENSACAP00000008709
ENSTGUP00000002094	ENSACAP00000005268
ENSTGUP00000001095	ENSACAP00000013574
ENSTGUP00000013068	ENSACAP00000000634
ENSTGUP00000014386	ENSACAP00000013153
ENSTGUP00000015254	ENSACAP00000006455
ENSTGUP00000002967	ENSACAP00000012734
ENSTGUP00000011497	ENSACAP00000007162
ENSTGUP00000002557	ENSACAP00000013351
ENSTGUP00000003188	ENSACAP00000009882
ENSTGUP00000006143	ENSACAP00000017582
ENSTGUP00000009648	ENSACAP00000002973
ENSTGUP00000013270	ENSACAP00000008901
ENSTGUP00000005550	ENSACAP00000007261
ENSTGUP00000000853	ENSACAP00000002043
ENSTGUP00000002952	ENSACAP00000015626
ENSTGUP00000000279	ENSACAP00000008566
ENSTGUP00000006377	ENSACAP00000001618
ENSTGUP00000010315	ENSACAP00000007763
ENSTGUP00000010437	ENSACAP00000010499
ENSTGUP00000006582	ENSACAP00000012182
ENSTGUP00000006272	ENSACAP00000007799
ENSTGUP00000010604	ENSACAP00000013383
ENSTGUP00000009170	ENSACAP00000005319
ENSTGUP00000013930	ENSACAP00000013786
ENSTGUP00000000380	ENSACAP00000002177
ENSTGUP00000004338	ENSACAP00000007998
ENSTGUP00000006732	ENSACAP00000008314
ENSTGUP00000010691	ENSACAP00000001967
ENSTGUP00000001920	ENSACAP00000004831
ENSTGUP00000012199	ENSACAP00000000374
ENSTGUP00000009283	ENSACAP00000012309
ENSTGUP00000006186	ENSACAP00000003800
ENSTGUP00000008229	ENSACAP00000014849
ENSTGUP00000007560	ENSACAP00000007342
ENSTGUP00000002147	ENSACAP00000011642
ENSTGUP00000000187	ENSACAP00000023153
ENSTGUP00000012080	ENSACAP00000004913
ENSTGUP00000000047	ENSACAP00000013983
ENSTGUP00000017655	ENSACAP00000009189
ENSTGUP00000007973	ENSACAP00000013443
ENSTGUP00000013389	ENSACAP00000014867
ENSTGUP00000010510	ENSACAP00000000855
ENSTGUP00000008735	ENSACAP00000000709
ENSTGUP00000001747	ENSACAP00000012234
ENSTGUP00000005010	ENSACAP00000005911
ENSTGUP00000001450	ENSACAP00000020582
ENSTGUP00000014998	ENSACAP00000016106
ENSTGUP00000009457	ENSACAP00000010914
ENSTGUP00000005878	ENSACAP00000003065
ENSTGUP00000011934	ENSACAP00000010309
ENSTGUP00000011409	ENSACAP00000010114
ENSTGUP00000006152	ENSACAP00000015100
ENSTGUP00000009949	ENSACAP00000008317
ENSTGUP00000009014	ENSACAP00000009776
ENSTGUP00000000691	ENSACAP00000000468
ENSTGUP00000004169	ENSACAP00000007988
ENSTGUP00000001336	ENSACAP00000002667
ENSTGUP00000011639	ENSACAP00000016124
ENSTGUP00000016369	ENSACAP00000021243
ENSTGUP00000010053	ENSACAP00000005500
ENSTGUP00000009487	ENSACAP00000020311
ENSTGUP00000008241	ENSACAP00000022276
ENSTGUP00000004380	ENSACAP00000015744
ENSTGUP00000007922	ENSACAP00000014337
ENSTGUP00000006268	ENSACAP00000001666
ENSTGUP00000015939	ENSACAP00000006488
ENSTGUP00000005432	ENSACAP00000010738
ENSTGUP00000010581	ENSACAP00000001348
ENSTGUP00000004382	ENSACAP00000005953
ENSTGUP00000000076	ENSACAP00000014128
ENSTGUP00000010391	ENSACAP00000005057
ENSTGUP00000011993	ENSACAP00000007952
ENSTGUP00000006693	ENSACAP00000003243
ENSTGUP00000001142	ENSACAP00000012863
ENSTGUP00000005662	ENSACAP00000012680
ENSTGUP00000001502	ENSACAP00000015429
ENSTGUP00000009117	ENSACAP00000006776
ENSTGUP00000009124	ENSACAP00000006744
ENSTGUP00000010804	ENSACAP00000015745
ENSTGUP00000007866	ENSACAP00000010798
ENSTGUP00000009777	ENSACAP00000003528
ENSTGUP00000004527	ENSACAP00000004880
ENSTGUP00000008365	ENSACAP00000015570
ENSTGUP00000000417	ENSACAP00000019354
ENSTGUP00000003068	ENSACAP00000015983
ENSTGUP00000006478	ENSACAP00000011379
ENSTGUP00000011856	ENSACAP00000009909
ENSTGUP00000011646	ENSACAP00000016343
ENSTGUP00000001850	ENSACAP00000015869
ENSTGUP00000005391	ENSACAP00000007139
ENSTGUP00000007705	ENSACAP00000001758
ENSTGUP00000005286	ENSACAP00000004256
ENSTGUP00000000656	ENSACAP00000000746
ENSTGUP00000006079	ENSACAP00000013094
ENSTGUP00000004699	ENSACAP00000013758
ENSTGUP00000001721	ENSACAP00000012483
ENSTGUP00000007059	ENSACAP00000001980
ENSTGUP00000007359	ENSACAP00000012302
ENSTGUP00000001410	ENSACAP00000020702
ENSTGUP00000001370	ENSACAP00000003333
ENSTGUP00000013433	ENSACAP00000012470
ENSTGUP00000012498	ENSACAP00000009060
ENSTGUP00000005837	ENSACAP00000016209
ENSTGUP00000008153	ENSACAP00000016819
ENSTGUP00000000285	ENSACAP00000006542
ENSTGUP00000001788	ENSACAP00000011949
ENSTGUP00000001516	ENSACAP00000014367
ENSTGUP00000001776	ENSACAP00000011992
ENSTGUP00000015944	ENSACAP00000023353
ENSTGUP00000005872	ENSACAP00000004977
ENSTGUP00000012485	ENSACAP00000016174
ENSTGUP00000010413	ENSACAP00000008123
ENSTGUP00000009473	ENSACAP00000009824
ENSTGUP00000006376	ENSACAP00000008348
ENSTGUP00000017714	ENSACAP00000002614
ENSTGUP00000010166	ENSACAP00000013404
ENSTGUP00000005454	ENSACAP00000006550
ENSTGUP00000005082	ENSACAP00000021257
ENSTGUP00000011748	ENSACAP00000007510
ENSTGUP00000014249	ENSACAP00000006948
ENSTGUP00000002196	ENSACAP00000014358
ENSTGUP00000013559	ENSACAP00000010741
ENSTGUP00000004773	ENSACAP00000003011
ENSTGUP00000005949	ENSACAP00000000203
ENSTGUP00000004410	ENSACAP00000010564
ENSTGUP00000004377	ENSACAP00000022186
ENSTGUP00000009455	ENSACAP00000004615
ENSTGUP00000010101	ENSACAP00000007650
ENSTGUP00000000092	ENSACAP00000023368
ENSTGUP00000005016	ENSACAP00000004504
ENSTGUP00000007658	ENSACAP00000013998
ENSTGUP00000000796	ENSACAP00000008291
ENSTGUP00000008919	ENSACAP00000007377
ENSTGUP00000004946	ENSACAP00000011188
ENSTGUP00000004589	ENSACAP00000009223
ENSTGUP00000010645	ENSACAP00000007730
ENSTGUP00000004616	ENSACAP00000003147
ENSTGUP00000005616	ENSACAP00000003039
ENSTGUP00000011231	ENSACAP00000016617
ENSTGUP00000011812	ENSACAP00000014249
ENSTGUP00000008839	ENSACAP00000013601
ENSTGUP00000001334	ENSACAP00000004012
ENSTGUP00000010360	ENSACAP00000010986
ENSTGUP00000000585	ENSACAP00000012986
ENSTGUP00000009723	ENSACAP00000003463
ENSTGUP00000013115	ENSACAP00000001565
ENSTGUP00000001781	ENSACAP00000013238
ENSTGUP00000012224	ENSACAP00000017451
ENSTGUP00000001126	ENSACAP00000017551
ENSTGUP00000013742	ENSACAP00000007677
ENSTGUP00000008983	ENSACAP00000015326
ENSTGUP00000011253	ENSACAP00000012079
ENSTGUP00000006989	ENSACAP00000015823
ENSTGUP00000005885	ENSACAP00000005067
ENSTGUP00000000948	ENSACAP00000003053
ENSTGUP00000010034	ENSACAP00000002261
ENSTGUP00000007505	ENSACAP00000014969
ENSTGUP00000012508	ENSACAP00000005859
ENSTGUP00000002971	ENSACAP00000012715
ENSTGUP00000015243	ENSACAP00000006432
ENSTGUP00000002719	ENSACAP00000009128
ENSTGUP00000007678	ENSACAP00000005821
ENSTGUP00000000898	ENSACAP00000017366
ENSTGUP00000011851	ENSACAP00000014511
ENSTGUP00000005594	ENSACAP00000016399
ENSTGUP00000011924	ENSACAP00000010268
ENSTGUP00000002580	ENSACAP00000016655
ENSTGUP00000009619	ENSACAP00000017158
ENSTGUP00000003393	ENSACAP00000000012
ENSTGUP00000000189	ENSACAP00000018703
ENSTGUP00000004806	ENSACAP00000017529
ENSTGUP00000001063	ENSACAP00000017496
ENSTGUP00000005285	ENSACAP00000005297
ENSTGUP00000002621	ENSACAP00000014436
ENSTGUP00000012953	ENSACAP00000017150
ENSTGUP00000010464	ENSACAP00000005060
ENSTGUP00000010237	ENSACAP00000014526
ENSTGUP00000012108	ENSACAP00000017040
ENSTGUP00000017750	ENSACAP00000009816
ENSTGUP00000001902	ENSACAP00000002542
ENSTGUP00000005547	ENSACAP00000006835
ENSTGUP00000010234	ENSACAP00000013615
