ENSCAFP00000014731	ENSORLP00000017023
ENSCAFP00000009830	ENSORLP00000010016
ENSCAFP00000006943	ENSORLP00000000669
ENSCAFP00000006943	ENSORLP00000020214
ENSCAFP00000017831	ENSORLP00000008445
ENSCAFP00000028698	ENSORLP00000020827
ENSCAFP00000028698	ENSORLP00000010979
ENSCAFP00000007056	ENSORLP00000020295
ENSCAFP00000000016	ENSORLP00000025658
ENSCAFP00000000016	ENSORLP00000011141
ENSCAFP00000014336	ENSORLP00000017336
ENSCAFP00000006722	ENSORLP00000001960
ENSCAFP00000027011	ENSORLP00000022402
ENSCAFP00000019038	ENSORLP00000010212
ENSCAFP00000026912	ENSORLP00000015767
ENSCAFP00000013013	ENSORLP00000015693
ENSCAFP00000013013	ENSORLP00000019843
ENSCAFP00000024848	ENSORLP00000008717
ENSCAFP00000040398	ENSORLP00000001140
ENSCAFP00000040398	ENSORLP00000020394
ENSCAFP00000031366	ENSORLP00000005508
ENSCAFP00000028316	ENSORLP00000019329
ENSCAFP00000015301	ENSORLP00000008010
ENSCAFP00000015301	ENSORLP00000006581
ENSCAFP00000018207	ENSORLP00000025402
ENSCAFP00000024645	ENSORLP00000013821
ENSCAFP00000010109	ENSORLP00000024053
ENSCAFP00000010963	ENSORLP00000022745
ENSCAFP00000018300	ENSORLP00000019733
ENSCAFP00000003095	ENSORLP00000005546
ENSCAFP00000014918	ENSORLP00000003676
ENSCAFP00000036658	ENSORLP00000008526
ENSCAFP00000019655	ENSORLP00000013930
ENSCAFP00000004425	ENSORLP00000001967
ENSCAFP00000030645	ENSORLP00000012779
ENSCAFP00000030645	ENSORLP00000004346
ENSCAFP00000016401	ENSORLP00000005986
ENSCAFP00000038238	ENSORLP00000022686
ENSCAFP00000028983	ENSORLP00000014296
ENSCAFP00000022556	ENSORLP00000012051
ENSCAFP00000026455	ENSORLP00000013949
ENSCAFP00000020513	ENSORLP00000021489
ENSCAFP00000028758	ENSORLP00000000650
ENSCAFP00000010870	ENSORLP00000012769
ENSCAFP00000028224	ENSORLP00000005793
ENSCAFP00000025626	ENSORLP00000025795
ENSCAFP00000013655	ENSORLP00000007563
ENSCAFP00000010567	ENSORLP00000012733
ENSCAFP00000008356	ENSORLP00000000565
ENSCAFP00000014031	ENSORLP00000007881
ENSCAFP00000001995	ENSORLP00000010638
ENSCAFP00000021489	ENSORLP00000024345
ENSCAFP00000001037	ENSORLP00000016574
ENSCAFP00000004178	ENSORLP00000006562
ENSCAFP00000014005	ENSORLP00000011935
ENSCAFP00000000950	ENSORLP00000003005
ENSCAFP00000000950	ENSORLP00000002035
ENSCAFP00000003850	ENSORLP00000002178
ENSCAFP00000003850	ENSORLP00000003215
ENSCAFP00000017744	ENSORLP00000012347
ENSCAFP00000021105	ENSORLP00000017025
ENSCAFP00000010648	ENSORLP00000002917
ENSCAFP00000008708	ENSORLP00000002081
ENSCAFP00000012933	ENSORLP00000017941
ENSCAFP00000023570	ENSORLP00000021416
ENSCAFP00000037367	ENSORLP00000002160
ENSCAFP00000016218	ENSORLP00000005823
ENSCAFP00000010863	ENSORLP00000008502
ENSCAFP00000010863	ENSORLP00000011510
ENSCAFP00000022163	ENSORLP00000018108
ENSCAFP00000022163	ENSORLP00000005181
ENSCAFP00000018366	ENSORLP00000009831
ENSCAFP00000018366	ENSORLP00000003480
ENSCAFP00000003034	ENSORLP00000009603
ENSCAFP00000003034	ENSORLP00000000006
ENSCAFP00000006870	ENSORLP00000003456
ENSCAFP00000023440	ENSORLP00000017157
ENSCAFP00000013014	ENSORLP00000022274
ENSCAFP00000013014	ENSORLP00000014310
ENSCAFP00000025484	ENSORLP00000002831
ENSCAFP00000020508	ENSORLP00000011764
ENSCAFP00000033194	ENSORLP00000002509
ENSCAFP00000038688	ENSORLP00000007395
ENSCAFP00000028685	ENSORLP00000022501
ENSCAFP00000022558	ENSORLP00000015899
ENSCAFP00000015422	ENSORLP00000012111
ENSCAFP00000020480	ENSORLP00000014673
ENSCAFP00000002291	ENSORLP00000013484
ENSCAFP00000002291	ENSORLP00000010247
ENSCAFP00000014950	ENSORLP00000009698
ENSCAFP00000001948	ENSORLP00000017392
ENSCAFP00000037305	ENSORLP00000001129
ENSCAFP00000037305	ENSORLP00000018708
ENSCAFP00000000717	ENSORLP00000003488
ENSCAFP00000005619	ENSORLP00000013456
ENSCAFP00000024195	ENSORLP00000005873
ENSCAFP00000004803	ENSORLP00000024425
ENSCAFP00000006011	ENSORLP00000022529
ENSCAFP00000029424	ENSORLP00000012717
ENSCAFP00000001464	ENSORLP00000001122
ENSCAFP00000016780	ENSORLP00000013723
ENSCAFP00000021916	ENSORLP00000013239
ENSCAFP00000003365	ENSORLP00000017998
ENSCAFP00000003365	ENSORLP00000004097
ENSCAFP00000024521	ENSORLP00000009102
ENSCAFP00000019525	ENSORLP00000010280
ENSCAFP00000018607	ENSORLP00000018087
ENSCAFP00000018970	ENSORLP00000021945
ENSCAFP00000033031	ENSORLP00000019528
ENSCAFP00000003128	ENSORLP00000015377
ENSCAFP00000011759	ENSORLP00000025594
ENSCAFP00000025812	ENSORLP00000002384
ENSCAFP00000042260	ENSORLP00000020262
ENSCAFP00000025138	ENSORLP00000012261
ENSCAFP00000011070	ENSORLP00000004953
ENSCAFP00000011070	ENSORLP00000016614
ENSCAFP00000025134	ENSORLP00000012287
ENSCAFP00000025134	ENSORLP00000000592
ENSCAFP00000028170	ENSORLP00000011444
ENSCAFP00000001330	ENSORLP00000001684
ENSCAFP00000027044	ENSORLP00000016576
ENSCAFP00000007214	ENSORLP00000023064
ENSCAFP00000016816	ENSORLP00000025337
ENSCAFP00000013509	ENSORLP00000007576
ENSCAFP00000001961	ENSORLP00000013335
ENSCAFP00000014548	ENSORLP00000016413
ENSCAFP00000037592	ENSORLP00000021954
ENSCAFP00000037592	ENSORLP00000017818
ENSCAFP00000007638	ENSORLP00000011072
ENSCAFP00000018084	ENSORLP00000014907
ENSCAFP00000025970	ENSORLP00000022777
ENSCAFP00000011747	ENSORLP00000021784
ENSCAFP00000024293	ENSORLP00000003734
ENSCAFP00000008647	ENSORLP00000008195
ENSCAFP00000006688	ENSORLP00000013669
ENSCAFP00000011027	ENSORLP00000000895
ENSCAFP00000022636	ENSORLP00000020307
ENSCAFP00000012980	ENSORLP00000021185
ENSCAFP00000037595	ENSORLP00000004354
ENSCAFP00000010977	ENSORLP00000022532
ENSCAFP00000031798	ENSORLP00000002805
ENSCAFP00000010280	ENSORLP00000001429
ENSCAFP00000010588	ENSORLP00000005957
ENSCAFP00000013503	ENSORLP00000011190
ENSCAFP00000014871	ENSORLP00000003384
ENSCAFP00000014871	ENSORLP00000002822
ENSCAFP00000025411	ENSORLP00000007639
ENSCAFP00000001020	ENSORLP00000014542
ENSCAFP00000013146	ENSORLP00000008052
ENSCAFP00000000433	ENSORLP00000006220
ENSCAFP00000014411	ENSORLP00000021513
ENSCAFP00000014411	ENSORLP00000016090
ENSCAFP00000007406	ENSORLP00000014801
ENSCAFP00000007406	ENSORLP00000012367
ENSCAFP00000019021	ENSORLP00000003014
ENSCAFP00000018105	ENSORLP00000005155
ENSCAFP00000039971	ENSORLP00000024315
ENSCAFP00000030494	ENSORLP00000013031
ENSCAFP00000030494	ENSORLP00000007593
ENSCAFP00000005932	ENSORLP00000016550
ENSCAFP00000023239	ENSORLP00000018242
ENSCAFP00000023239	ENSORLP00000024213
ENSCAFP00000016496	ENSORLP00000012675
ENSCAFP00000017015	ENSORLP00000019877
ENSCAFP00000018035	ENSORLP00000009389
ENSCAFP00000001608	ENSORLP00000004435
ENSCAFP00000001608	ENSORLP00000006024
ENSCAFP00000008168	ENSORLP00000012592
ENSCAFP00000029552	ENSORLP00000019373
ENSCAFP00000001478	ENSORLP00000007317
ENSCAFP00000001478	ENSORLP00000021742
ENSCAFP00000000973	ENSORLP00000004010
ENSCAFP00000012693	ENSORLP00000018368
ENSCAFP00000039140	ENSORLP00000002348
ENSCAFP00000001731	ENSORLP00000025528
ENSCAFP00000001731	ENSORLP00000008521
ENSCAFP00000009362	ENSORLP00000022540
ENSCAFP00000002671	ENSORLP00000013537
ENSCAFP00000041128	ENSORLP00000009943
ENSCAFP00000018474	ENSORLP00000003574
ENSCAFP00000008904	ENSORLP00000015422
ENSCAFP00000012325	ENSORLP00000019645
ENSCAFP00000018471	ENSORLP00000018767
ENSCAFP00000013268	ENSORLP00000006779
ENSCAFP00000040383	ENSORLP00000010730
ENSCAFP00000006600	ENSORLP00000013632
ENSCAFP00000024249	ENSORLP00000024563
ENSCAFP00000024249	ENSORLP00000020397
ENSCAFP00000007772	ENSORLP00000011776
ENSCAFP00000001767	ENSORLP00000024514
ENSCAFP00000001767	ENSORLP00000010808
ENSCAFP00000021126	ENSORLP00000007843
ENSCAFP00000001094	ENSORLP00000013341
ENSCAFP00000012576	ENSORLP00000012100
ENSCAFP00000037339	ENSORLP00000016714
ENSCAFP00000011130	ENSORLP00000003525
ENSCAFP00000023701	ENSORLP00000008509
ENSCAFP00000020741	ENSORLP00000025005
ENSCAFP00000020741	ENSORLP00000006416
ENSCAFP00000027973	ENSORLP00000017419
ENSCAFP00000017214	ENSORLP00000004194
ENSCAFP00000030290	ENSORLP00000009726
ENSCAFP00000041636	ENSORLP00000013078
ENSCAFP00000041636	ENSORLP00000014675
ENSCAFP00000012369	ENSORLP00000008345
ENSCAFP00000007768	ENSORLP00000025379
ENSCAFP00000014617	ENSORLP00000016345
ENSCAFP00000019709	ENSORLP00000008267
ENSCAFP00000005822	ENSORLP00000019978
ENSCAFP00000017928	ENSORLP00000024083
ENSCAFP00000022925	ENSORLP00000019777
ENSCAFP00000016758	ENSORLP00000020531
ENSCAFP00000016758	ENSORLP00000000751
ENSCAFP00000001305	ENSORLP00000001630
ENSCAFP00000042619	ENSORLP00000023096
ENSCAFP00000017607	ENSORLP00000002288
ENSCAFP00000014908	ENSORLP00000021942
ENSCAFP00000021577	ENSORLP00000011138
ENSCAFP00000013880	ENSORLP00000007908
ENSCAFP00000012216	ENSORLP00000012616
ENSCAFP00000016565	ENSORLP00000008700
ENSCAFP00000001404	ENSORLP00000001191
ENSCAFP00000024678	ENSORLP00000020965
ENSCAFP00000008945	ENSORLP00000011113
ENSCAFP00000020118	ENSORLP00000003540
ENSCAFP00000020118	ENSORLP00000009262
ENSCAFP00000023307	ENSORLP00000000313
ENSCAFP00000023981	ENSORLP00000007695
ENSCAFP00000021152	ENSORLP00000014371
ENSCAFP00000023648	ENSORLP00000017185
ENSCAFP00000009788	ENSORLP00000014562
ENSCAFP00000019146	ENSORLP00000005984
ENSCAFP00000022671	ENSORLP00000012849
ENSCAFP00000036018	ENSORLP00000015667
ENSCAFP00000009823	ENSORLP00000009272
ENSCAFP00000008270	ENSORLP00000003067
ENSCAFP00000014093	ENSORLP00000016017
ENSCAFP00000014093	ENSORLP00000011761
ENSCAFP00000011244	ENSORLP00000018198
ENSCAFP00000013234	ENSORLP00000004308
ENSCAFP00000014261	ENSORLP00000008626
ENSCAFP00000025742	ENSORLP00000006206
ENSCAFP00000022112	ENSORLP00000009945
ENSCAFP00000022112	ENSORLP00000006947
ENSCAFP00000011253	ENSORLP00000003364
ENSCAFP00000000330	ENSORLP00000020749
ENSCAFP00000013756	ENSORLP00000014540
ENSCAFP00000031950	ENSORLP00000020779
ENSCAFP00000002708	ENSORLP00000011130
ENSCAFP00000001186	ENSORLP00000023787
ENSCAFP00000013738	ENSORLP00000014313
ENSCAFP00000000907	ENSORLP00000003831
ENSCAFP00000000907	ENSORLP00000015618
ENSCAFP00000018229	ENSORLP00000021486
ENSCAFP00000007958	ENSORLP00000011770
ENSCAFP00000032366	ENSORLP00000001567
ENSCAFP00000028386	ENSORLP00000024959
ENSCAFP00000024883	ENSORLP00000021831
ENSCAFP00000003300	ENSORLP00000015289
ENSCAFP00000002810	ENSORLP00000008189
ENSCAFP00000013822	ENSORLP00000011743
ENSCAFP00000002327	ENSORLP00000019871
ENSCAFP00000023193	ENSORLP00000017722
ENSCAFP00000036381	ENSORLP00000016884
ENSCAFP00000036381	ENSORLP00000003890
ENSCAFP00000005050	ENSORLP00000013110
ENSCAFP00000022210	ENSORLP00000001292
ENSCAFP00000035204	ENSORLP00000011353
ENSCAFP00000017625	ENSORLP00000013022
ENSCAFP00000002408	ENSORLP00000015113
ENSCAFP00000025394	ENSORLP00000008885
ENSCAFP00000025394	ENSORLP00000000008
ENSCAFP00000027748	ENSORLP00000013199
ENSCAFP00000027748	ENSORLP00000013004
ENSCAFP00000002907	ENSORLP00000025772
ENSCAFP00000027318	ENSORLP00000010449
ENSCAFP00000009609	ENSORLP00000001971
ENSCAFP00000007191	ENSORLP00000016868
ENSCAFP00000023408	ENSORLP00000007714
ENSCAFP00000007061	ENSORLP00000003967
ENSCAFP00000000632	ENSORLP00000021777
ENSCAFP00000007322	ENSORLP00000010913
ENSCAFP00000007322	ENSORLP00000004065
ENSCAFP00000011841	ENSORLP00000006557
ENSCAFP00000017021	ENSORLP00000002835
ENSCAFP00000017021	ENSORLP00000001851
ENSCAFP00000027910	ENSORLP00000003990
ENSCAFP00000015093	ENSORLP00000009467
ENSCAFP00000000383	ENSORLP00000006021
ENSCAFP00000009652	ENSORLP00000025490
ENSCAFP00000015194	ENSORLP00000016187
ENSCAFP00000003492	ENSORLP00000001010
ENSCAFP00000001851	ENSORLP00000016432
ENSCAFP00000011084	ENSORLP00000018830
ENSCAFP00000007042	ENSORLP00000014611
ENSCAFP00000001353	ENSORLP00000022131
ENSCAFP00000014522	ENSORLP00000010470
ENSCAFP00000009921	ENSORLP00000021850
ENSCAFP00000029813	ENSORLP00000024476
ENSCAFP00000029813	ENSORLP00000006896
ENSCAFP00000031556	ENSORLP00000019268
ENSCAFP00000013258	ENSORLP00000000074
ENSCAFP00000013258	ENSORLP00000009952
ENSCAFP00000005620	ENSORLP00000016846
ENSCAFP00000024751	ENSORLP00000015478
ENSCAFP00000015723	ENSORLP00000007802
ENSCAFP00000000283	ENSORLP00000020639
ENSCAFP00000020859	ENSORLP00000013194
ENSCAFP00000008672	ENSORLP00000020591
ENSCAFP00000008672	ENSORLP00000015223
ENSCAFP00000028388	ENSORLP00000003125
ENSCAFP00000042477	ENSORLP00000006538
ENSCAFP00000004172	ENSORLP00000020579
ENSCAFP00000000816	ENSORLP00000012738
ENSCAFP00000014144	ENSORLP00000015123
ENSCAFP00000002320	ENSORLP00000019853
ENSCAFP00000009713	ENSORLP00000003843
ENSCAFP00000012717	ENSORLP00000008406
ENSCAFP00000012717	ENSORLP00000001572
ENSCAFP00000014382	ENSORLP00000011624
ENSCAFP00000003747	ENSORLP00000024677
ENSCAFP00000013767	ENSORLP00000000083
ENSCAFP00000019786	ENSORLP00000009667
ENSCAFP00000018798	ENSORLP00000009993
ENSCAFP00000037639	ENSORLP00000002332
ENSCAFP00000037639	ENSORLP00000021276
ENSCAFP00000014524	ENSORLP00000010464
ENSCAFP00000004275	ENSORLP00000001028
ENSCAFP00000012522	ENSORLP00000000790
ENSCAFP00000008250	ENSORLP00000003117
ENSCAFP00000025287	ENSORLP00000012518
ENSCAFP00000007038	ENSORLP00000007975
ENSCAFP00000036910	ENSORLP00000022496
ENSCAFP00000002657	ENSORLP00000013545
ENSCAFP00000016690	ENSORLP00000015094
ENSCAFP00000013803	ENSORLP00000003712
ENSCAFP00000025455	ENSORLP00000022992
ENSCAFP00000003821	ENSORLP00000010161
ENSCAFP00000003821	ENSORLP00000014096
ENSCAFP00000034839	ENSORLP00000008078
ENSCAFP00000029326	ENSORLP00000007396
ENSCAFP00000029326	ENSORLP00000000598
ENSCAFP00000019360	ENSORLP00000002551
ENSCAFP00000007787	ENSORLP00000022798
ENSCAFP00000006628	ENSORLP00000008366
ENSCAFP00000025086	ENSORLP00000021883
ENSCAFP00000025086	ENSORLP00000021887
ENSCAFP00000025086	ENSORLP00000020667
ENSCAFP00000016769	ENSORLP00000024397
ENSCAFP00000015395	ENSORLP00000002898
ENSCAFP00000003245	ENSORLP00000011693
ENSCAFP00000019606	ENSORLP00000020891
ENSCAFP00000019606	ENSORLP00000017844
ENSCAFP00000020904	ENSORLP00000008183
ENSCAFP00000019314	ENSORLP00000008219
ENSCAFP00000000354	ENSORLP00000020792
ENSCAFP00000005159	ENSORLP00000018249
ENSCAFP00000005159	ENSORLP00000011987
ENSCAFP00000023103	ENSORLP00000004757
ENSCAFP00000015359	ENSORLP00000021147
ENSCAFP00000021451	ENSORLP00000013300
ENSCAFP00000019229	ENSORLP00000010053
ENSCAFP00000036558	ENSORLP00000011923
ENSCAFP00000026292	ENSORLP00000016328
ENSCAFP00000039715	ENSORLP00000011763
ENSCAFP00000012666	ENSORLP00000023015
ENSCAFP00000002382	ENSORLP00000010186
ENSCAFP00000028575	ENSORLP00000000649
ENSCAFP00000031617	ENSORLP00000006924
ENSCAFP00000007311	ENSORLP00000005567
ENSCAFP00000002744	ENSORLP00000024368
ENSCAFP00000004322	ENSORLP00000008841
ENSCAFP00000012985	ENSORLP00000005038
ENSCAFP00000016299	ENSORLP00000022433
ENSCAFP00000027988	ENSORLP00000023461
ENSCAFP00000026442	ENSORLP00000013964
ENSCAFP00000026442	ENSORLP00000009231
ENSCAFP00000005987	ENSORLP00000005043
ENSCAFP00000005987	ENSORLP00000005867
ENSCAFP00000038424	ENSORLP00000012065
ENSCAFP00000018018	ENSORLP00000008404
ENSCAFP00000002182	ENSORLP00000003395
ENSCAFP00000008737	ENSORLP00000020854
ENSCAFP00000009607	ENSORLP00000004857
ENSCAFP00000000336	ENSORLP00000008802
ENSCAFP00000014785	ENSORLP00000013234
ENSCAFP00000014341	ENSORLP00000009167
ENSCAFP00000014341	ENSORLP00000014470
ENSCAFP00000016482	ENSORLP00000009154
ENSCAFP00000000960	ENSORLP00000002045
ENSCAFP00000010199	ENSORLP00000015147
ENSCAFP00000009831	ENSORLP00000024165
ENSCAFP00000013371	ENSORLP00000015412
ENSCAFP00000021267	ENSORLP00000019071
ENSCAFP00000005807	ENSORLP00000014829
ENSCAFP00000014755	ENSORLP00000000340
ENSCAFP00000009333	ENSORLP00000020873
ENSCAFP00000009333	ENSORLP00000005160
ENSCAFP00000001181	ENSORLP00000023777
ENSCAFP00000008269	ENSORLP00000005352
ENSCAFP00000040025	ENSORLP00000014117
ENSCAFP00000040397	ENSORLP00000020395
ENSCAFP00000040397	ENSORLP00000009101
ENSCAFP00000029650	ENSORLP00000008514
ENSCAFP00000030301	ENSORLP00000015177
ENSCAFP00000030301	ENSORLP00000021726
ENSCAFP00000010357	ENSORLP00000001610
ENSCAFP00000012634	ENSORLP00000012225
ENSCAFP00000027626	ENSORLP00000013038
ENSCAFP00000019248	ENSORLP00000002613
ENSCAFP00000014457	ENSORLP00000016447
ENSCAFP00000014876	ENSORLP00000014289
ENSCAFP00000004684	ENSORLP00000010745
ENSCAFP00000018196	ENSORLP00000021470
ENSCAFP00000008676	ENSORLP00000020357
ENSCAFP00000015142	ENSORLP00000019914
ENSCAFP00000008695	ENSORLP00000020352
ENSCAFP00000013332	ENSORLP00000000856
ENSCAFP00000010208	ENSORLP00000011104
ENSCAFP00000017851	ENSORLP00000013868
ENSCAFP00000022877	ENSORLP00000003174
ENSCAFP00000002807	ENSORLP00000007378
ENSCAFP00000022394	ENSORLP00000020999
ENSCAFP00000035182	ENSORLP00000022301
ENSCAFP00000019592	ENSORLP00000009173
ENSCAFP00000039994	ENSORLP00000014847
ENSCAFP00000022071	ENSORLP00000021279
ENSCAFP00000001737	ENSORLP00000005353
ENSCAFP00000029582	ENSORLP00000022038
ENSCAFP00000017055	ENSORLP00000009246
ENSCAFP00000017546	ENSORLP00000011772
ENSCAFP00000027327	ENSORLP00000001324
ENSCAFP00000040914	ENSORLP00000006584
ENSCAFP00000024324	ENSORLP00000017378
ENSCAFP00000008580	ENSORLP00000020232
ENSCAFP00000005796	ENSORLP00000021461
ENSCAFP00000026836	ENSORLP00000021155
ENSCAFP00000026836	ENSORLP00000001583
ENSCAFP00000015417	ENSORLP00000004124
ENSCAFP00000039187	ENSORLP00000006939
ENSCAFP00000016267	ENSORLP00000008136
ENSCAFP00000027450	ENSORLP00000010284
ENSCAFP00000027450	ENSORLP00000011055
ENSCAFP00000024076	ENSORLP00000005195
ENSCAFP00000024050	ENSORLP00000019605
ENSCAFP00000018889	ENSORLP00000013402
ENSCAFP00000004870	ENSORLP00000018367
ENSCAFP00000001500	ENSORLP00000007233
ENSCAFP00000000995	ENSORLP00000025645
ENSCAFP00000011248	ENSORLP00000019356
ENSCAFP00000013744	ENSORLP00000009734
ENSCAFP00000040454	ENSORLP00000022355
ENSCAFP00000026515	ENSORLP00000003715
ENSCAFP00000007442	ENSORLP00000005597
ENSCAFP00000040576	ENSORLP00000011559
ENSCAFP00000034132	ENSORLP00000002483
ENSCAFP00000027185	ENSORLP00000001134
ENSCAFP00000042803	ENSORLP00000014278
ENSCAFP00000016366	ENSORLP00000000586
ENSCAFP00000003752	ENSORLP00000008274
ENSCAFP00000003752	ENSORLP00000004362
ENSCAFP00000024542	ENSORLP00000000321
ENSCAFP00000022968	ENSORLP00000003058
ENSCAFP00000028973	ENSORLP00000008918
ENSCAFP00000005211	ENSORLP00000019108
ENSCAFP00000010842	ENSORLP00000015471
ENSCAFP00000010842	ENSORLP00000012283
ENSCAFP00000030300	ENSORLP00000015248
ENSCAFP00000010601	ENSORLP00000025663
ENSCAFP00000001779	ENSORLP00000006034
ENSCAFP00000008700	ENSORLP00000020350
ENSCAFP00000005713	ENSORLP00000021471
ENSCAFP00000007922	ENSORLP00000013414
ENSCAFP00000019768	ENSORLP00000015064
ENSCAFP00000000205	ENSORLP00000018808
ENSCAFP00000027611	ENSORLP00000005807
ENSCAFP00000003204	ENSORLP00000007238
ENSCAFP00000001720	ENSORLP00000008470
ENSCAFP00000040350	ENSORLP00000019355
ENSCAFP00000021931	ENSORLP00000008083
ENSCAFP00000024190	ENSORLP00000008344
ENSCAFP00000014199	ENSORLP00000018244
ENSCAFP00000011773	ENSORLP00000006505
ENSCAFP00000011773	ENSORLP00000008924
ENSCAFP00000014169	ENSORLP00000017688
ENSCAFP00000025701	ENSORLP00000005746
ENSCAFP00000026635	ENSORLP00000010721
ENSCAFP00000026635	ENSORLP00000014578
ENSCAFP00000006790	ENSORLP00000017304
ENSCAFP00000006790	ENSORLP00000009425
ENSCAFP00000011266	ENSORLP00000024319
ENSCAFP00000015053	ENSORLP00000023671
ENSCAFP00000011272	ENSORLP00000019398
ENSCAFP00000036000	ENSORLP00000025676
ENSCAFP00000039647	ENSORLP00000025725
ENSCAFP00000036103	ENSORLP00000008779
ENSCAFP00000040130	ENSORLP00000021065
ENSCAFP00000040130	ENSORLP00000017874
ENSCAFP00000020218	ENSORLP00000016372
ENSCAFP00000025299	ENSORLP00000012147
ENSCAFP00000014399	ENSORLP00000000982
ENSCAFP00000008612	ENSORLP00000015440
ENSCAFP00000015847	ENSORLP00000010365
ENSCAFP00000015847	ENSORLP00000008926
ENSCAFP00000015880	ENSORLP00000008781
ENSCAFP00000015880	ENSORLP00000010456
ENSCAFP00000042364	ENSORLP00000012791
ENSCAFP00000038599	ENSORLP00000003723
ENSCAFP00000008435	ENSORLP00000002991
ENSCAFP00000012357	ENSORLP00000021336
ENSCAFP00000011403	ENSORLP00000007366
ENSCAFP00000029345	ENSORLP00000019150
ENSCAFP00000029694	ENSORLP00000022231
ENSCAFP00000029694	ENSORLP00000015903
ENSCAFP00000013856	ENSORLP00000000940
ENSCAFP00000011059	ENSORLP00000014049
ENSCAFP00000011059	ENSORLP00000004843
ENSCAFP00000016186	ENSORLP00000004830
ENSCAFP00000020520	ENSORLP00000018247
ENSCAFP00000038130	ENSORLP00000010258
ENSCAFP00000000512	ENSORLP00000021062
ENSCAFP00000006229	ENSORLP00000006263
ENSCAFP00000002920	ENSORLP00000014951
ENSCAFP00000025266	ENSORLP00000020815
ENSCAFP00000021708	ENSORLP00000003416
ENSCAFP00000015003	ENSORLP00000007857
ENSCAFP00000013717	ENSORLP00000020203
ENSCAFP00000042832	ENSORLP00000017828
ENSCAFP00000014462	ENSORLP00000009165
ENSCAFP00000002162	ENSORLP00000018059
ENSCAFP00000011346	ENSORLP00000019553
ENSCAFP00000011346	ENSORLP00000017528
ENSCAFP00000029203	ENSORLP00000007206
ENSCAFP00000021440	ENSORLP00000011479
ENSCAFP00000019182	ENSORLP00000007341
ENSCAFP00000010252	ENSORLP00000025607
ENSCAFP00000002487	ENSORLP00000004167
ENSCAFP00000023340	ENSORLP00000025091
ENSCAFP00000012324	ENSORLP00000025244
ENSCAFP00000024041	ENSORLP00000013954
ENSCAFP00000034722	ENSORLP00000024533
ENSCAFP00000035064	ENSORLP00000012904
ENSCAFP00000035064	ENSORLP00000020740
ENSCAFP00000039566	ENSORLP00000006934
ENSCAFP00000011653	ENSORLP00000002633
ENSCAFP00000011653	ENSORLP00000004575
ENSCAFP00000011629	ENSORLP00000004437
ENSCAFP00000011629	ENSORLP00000000013
ENSCAFP00000025994	ENSORLP00000001027
ENSCAFP00000023098	ENSORLP00000019451
ENSCAFP00000009936	ENSORLP00000001605
ENSCAFP00000032124	ENSORLP00000012762
ENSCAFP00000008080	ENSORLP00000023452
ENSCAFP00000026490	ENSORLP00000021810
ENSCAFP00000029480	ENSORLP00000005282
ENSCAFP00000004723	ENSORLP00000004570
ENSCAFP00000004259	ENSORLP00000013984
ENSCAFP00000018827	ENSORLP00000012188
ENSCAFP00000011000	ENSORLP00000023313
ENSCAFP00000036854	ENSORLP00000018839
ENSCAFP00000011002	ENSORLP00000023322
ENSCAFP00000002323	ENSORLP00000024724
ENSCAFP00000002323	ENSORLP00000005322
ENSCAFP00000028904	ENSORLP00000002469
ENSCAFP00000009205	ENSORLP00000021765
ENSCAFP00000028822	ENSORLP00000011556
ENSCAFP00000021571	ENSORLP00000025404
ENSCAFP00000039837	ENSORLP00000001270
ENSCAFP00000001373	ENSORLP00000025686
ENSCAFP00000001373	ENSORLP00000001251
ENSCAFP00000038527	ENSORLP00000015294
ENSCAFP00000027709	ENSORLP00000007443
ENSCAFP00000027709	ENSORLP00000000408
ENSCAFP00000019682	ENSORLP00000017499
ENSCAFP00000017872	ENSORLP00000020452
ENSCAFP00000007900	ENSORLP00000009772
ENSCAFP00000007900	ENSORLP00000015383
ENSCAFP00000029657	ENSORLP00000004165
ENSCAFP00000007805	ENSORLP00000015081
