ENSDARP00000122973	ENSACAP00000008923
ENSDARP00000043822	ENSACAP00000014333
ENSDARP00000099232	ENSACAP00000000069
ENSDARP00000115356	ENSACAP00000011496
ENSDARP00000055323	ENSACAP00000013638
ENSDARP00000093139	ENSACAP00000002360
ENSDARP00000112921	ENSACAP00000008788
ENSDARP00000010745	ENSACAP00000011764
ENSDARP00000072599	ENSACAP00000015166
ENSDARP00000069762	ENSACAP00000003677
ENSDARP00000088594	ENSACAP00000014160
ENSDARP00000083835	ENSACAP00000014160
ENSDARP00000013993	ENSACAP00000004990
ENSDARP00000062873	ENSACAP00000004990
ENSDARP00000003281	ENSACAP00000010477
ENSDARP00000115804	ENSACAP00000010477
ENSDARP00000069637	ENSACAP00000010901
ENSDARP00000019575	ENSACAP00000003541
ENSDARP00000006495	ENSACAP00000003541
ENSDARP00000052520	ENSACAP00000001030
ENSDARP00000101834	ENSACAP00000012873
ENSDARP00000098057	ENSACAP00000012873
ENSDARP00000067888	ENSACAP00000009688
ENSDARP00000104333	ENSACAP00000009101
ENSDARP00000093770	ENSACAP00000016226
ENSDARP00000084749	ENSACAP00000016226
ENSDARP00000079474	ENSACAP00000009314
ENSDARP00000056962	ENSACAP00000001074
ENSDARP00000110937	ENSACAP00000001074
ENSDARP00000015367	ENSACAP00000015922
ENSDARP00000118392	ENSACAP00000016351
ENSDARP00000118182	ENSACAP00000016351
ENSDARP00000088317	ENSACAP00000021025
ENSDARP00000031559	ENSACAP00000011452
ENSDARP00000061852	ENSACAP00000014831
ENSDARP00000122727	ENSACAP00000016769
ENSDARP00000038591	ENSACAP00000004483
ENSDARP00000101636	ENSACAP00000004483
ENSDARP00000040954	ENSACAP00000001127
ENSDARP00000105896	ENSACAP00000013194
ENSDARP00000078311	ENSACAP00000013194
ENSDARP00000059139	ENSACAP00000011919
ENSDARP00000093754	ENSACAP00000008110
ENSDARP00000100165	ENSACAP00000007345
ENSDARP00000074395	ENSACAP00000004248
ENSDARP00000083566	ENSACAP00000010090
ENSDARP00000107838	ENSACAP00000012660
ENSDARP00000101331	ENSACAP00000016181
ENSDARP00000024532	ENSACAP00000017024
ENSDARP00000106658	ENSACAP00000017024
ENSDARP00000118126	ENSACAP00000014873
ENSDARP00000129223	ENSACAP00000002634
ENSDARP00000101342	ENSACAP00000015331
ENSDARP00000113737	ENSACAP00000014510
ENSDARP00000098193	ENSACAP00000010493
ENSDARP00000093977	ENSACAP00000004991
ENSDARP00000021648	ENSACAP00000004991
ENSDARP00000014581	ENSACAP00000012299
ENSDARP00000122112	ENSACAP00000006585
ENSDARP00000085966	ENSACAP00000002580
ENSDARP00000078148	ENSACAP00000002580
ENSDARP00000089604	ENSACAP00000017382
ENSDARP00000121254	ENSACAP00000017382
ENSDARP00000111163	ENSACAP00000012459
ENSDARP00000032940	ENSACAP00000021502
ENSDARP00000073910	ENSACAP00000019166
ENSDARP00000114025	ENSACAP00000004912
ENSDARP00000115419	ENSACAP00000004525
ENSDARP00000109736	ENSACAP00000003480
ENSDARP00000093662	ENSACAP00000015035
ENSDARP00000087219	ENSACAP00000013027
ENSDARP00000109027	ENSACAP00000010949
ENSDARP00000032448	ENSACAP00000005327
ENSDARP00000090977	ENSACAP00000019022
ENSDARP00000054006	ENSACAP00000001577
ENSDARP00000115491	ENSACAP00000001577
ENSDARP00000092724	ENSACAP00000016618
ENSDARP00000121626	ENSACAP00000014723
ENSDARP00000057866	ENSACAP00000022465
ENSDARP00000036949	ENSACAP00000004166
ENSDARP00000070580	ENSACAP00000014143
ENSDARP00000129510	ENSACAP00000014223
ENSDARP00000047895	ENSACAP00000016319
ENSDARP00000120021	ENSACAP00000016319
ENSDARP00000091395	ENSACAP00000004859
ENSDARP00000074512	ENSACAP00000007835
ENSDARP00000121706	ENSACAP00000007835
ENSDARP00000085674	ENSACAP00000016259
ENSDARP00000087041	ENSACAP00000016259
ENSDARP00000078889	ENSACAP00000003381
ENSDARP00000102277	ENSACAP00000003381
ENSDARP00000086172	ENSACAP00000002316
ENSDARP00000098718	ENSACAP00000013882
ENSDARP00000106714	ENSACAP00000007273
ENSDARP00000114663	ENSACAP00000009601
ENSDARP00000125954	ENSACAP00000012181
ENSDARP00000114939	ENSACAP00000005938
ENSDARP00000091972	ENSACAP00000017152
ENSDARP00000098087	ENSACAP00000014045
ENSDARP00000115423	ENSACAP00000003095
ENSDARP00000103321	ENSACAP00000010438
ENSDARP00000077321	ENSACAP00000006802
ENSDARP00000094372	ENSACAP00000000255
ENSDARP00000005085	ENSACAP00000000582
ENSDARP00000071771	ENSACAP00000015220
ENSDARP00000105125	ENSACAP00000014749
ENSDARP00000038588	ENSACAP00000004143
ENSDARP00000092401	ENSACAP00000010300
ENSDARP00000066758	ENSACAP00000010100
ENSDARP00000090595	ENSACAP00000016309
ENSDARP00000123832	ENSACAP00000011014
ENSDARP00000071871	ENSACAP00000011014
ENSDARP00000014968	ENSACAP00000000116
ENSDARP00000060416	ENSACAP00000011700
ENSDARP00000127594	ENSACAP00000020950
ENSDARP00000022009	ENSACAP00000015656
ENSDARP00000012861	ENSACAP00000005364
ENSDARP00000042188	ENSACAP00000005364
ENSDARP00000071589	ENSACAP00000013895
ENSDARP00000071581	ENSACAP00000000710
ENSDARP00000045582	ENSACAP00000013368
ENSDARP00000116176	ENSACAP00000005359
ENSDARP00000000004	ENSACAP00000010049
ENSDARP00000084629	ENSACAP00000012756
ENSDARP00000076420	ENSACAP00000007555
ENSDARP00000058776	ENSACAP00000014838
ENSDARP00000031200	ENSACAP00000006929
ENSDARP00000040700	ENSACAP00000000627
ENSDARP00000089186	ENSACAP00000000627
ENSDARP00000045244	ENSACAP00000006051
ENSDARP00000118972	ENSACAP00000006030
ENSDARP00000009928	ENSACAP00000006812
ENSDARP00000117791	ENSACAP00000005200
ENSDARP00000007990	ENSACAP00000017085
ENSDARP00000123798	ENSACAP00000015839
ENSDARP00000028710	ENSACAP00000020539
ENSDARP00000126878	ENSACAP00000002652
ENSDARP00000102873	ENSACAP00000002871
ENSDARP00000072256	ENSACAP00000002871
ENSDARP00000026757	ENSACAP00000009535
ENSDARP00000128498	ENSACAP00000001235
ENSDARP00000122574	ENSACAP00000000677
ENSDARP00000100773	ENSACAP00000013157
ENSDARP00000082128	ENSACAP00000013157
ENSDARP00000023050	ENSACAP00000010105
ENSDARP00000084260	ENSACAP00000000539
ENSDARP00000021474	ENSACAP00000013484
ENSDARP00000075077	ENSACAP00000005762
ENSDARP00000073773	ENSACAP00000021260
ENSDARP00000106248	ENSACAP00000010492
ENSDARP00000025140	ENSACAP00000002604
ENSDARP00000070982	ENSACAP00000009851
ENSDARP00000111684	ENSACAP00000005440
ENSDARP00000103254	ENSACAP00000012475
ENSDARP00000127668	ENSACAP00000011315
ENSDARP00000126061	ENSACAP00000009206
ENSDARP00000106114	ENSACAP00000020660
ENSDARP00000118737	ENSACAP00000002273
ENSDARP00000101878	ENSACAP00000002857
ENSDARP00000046879	ENSACAP00000009605
ENSDARP00000111622	ENSACAP00000009365
ENSDARP00000108488	ENSACAP00000014125
ENSDARP00000071970	ENSACAP00000022120
ENSDARP00000095301	ENSACAP00000007351
ENSDARP00000016158	ENSACAP00000003073
ENSDARP00000101294	ENSACAP00000015084
ENSDARP00000127688	ENSACAP00000015084
ENSDARP00000050444	ENSACAP00000015690
ENSDARP00000101218	ENSACAP00000015690
ENSDARP00000101787	ENSACAP00000014625
ENSDARP00000100117	ENSACAP00000003382
ENSDARP00000068272	ENSACAP00000003382
ENSDARP00000034778	ENSACAP00000016033
ENSDARP00000121883	ENSACAP00000011236
ENSDARP00000022906	ENSACAP00000006904
ENSDARP00000107220	ENSACAP00000010678
ENSDARP00000015325	ENSACAP00000013644
ENSDARP00000021118	ENSACAP00000013962
ENSDARP00000111994	ENSACAP00000013962
ENSDARP00000006762	ENSACAP00000006911
ENSDARP00000019930	ENSACAP00000011639
ENSDARP00000057621	ENSACAP00000008250
ENSDARP00000028496	ENSACAP00000005246
ENSDARP00000019194	ENSACAP00000003435
ENSDARP00000003738	ENSACAP00000013953
ENSDARP00000113905	ENSACAP00000020090
ENSDARP00000120742	ENSACAP00000002199
ENSDARP00000032456	ENSACAP00000005451
ENSDARP00000094621	ENSACAP00000009946
ENSDARP00000037871	ENSACAP00000005341
ENSDARP00000059365	ENSACAP00000005341
ENSDARP00000011271	ENSACAP00000004888
ENSDARP00000108842	ENSACAP00000014643
ENSDARP00000109589	ENSACAP00000004818
ENSDARP00000053595	ENSACAP00000012306
ENSDARP00000011289	ENSACAP00000002704
ENSDARP00000031172	ENSACAP00000016876
ENSDARP00000058935	ENSACAP00000016876
ENSDARP00000096745	ENSACAP00000012919
ENSDARP00000115425	ENSACAP00000002265
ENSDARP00000113191	ENSACAP00000002265
ENSDARP00000121393	ENSACAP00000003075
ENSDARP00000068385	ENSACAP00000002860
ENSDARP00000106817	ENSACAP00000015895
ENSDARP00000103186	ENSACAP00000007089
ENSDARP00000122775	ENSACAP00000018784
ENSDARP00000127267	ENSACAP00000009716
ENSDARP00000093281	ENSACAP00000012917
ENSDARP00000127821	ENSACAP00000012917
ENSDARP00000119878	ENSACAP00000019304
ENSDARP00000116232	ENSACAP00000001567
ENSDARP00000054618	ENSACAP00000014033
ENSDARP00000008663	ENSACAP00000014033
ENSDARP00000053075	ENSACAP00000008087
ENSDARP00000011292	ENSACAP00000008472
ENSDARP00000094733	ENSACAP00000001783
ENSDARP00000108265	ENSACAP00000000378
ENSDARP00000048182	ENSACAP00000018835
ENSDARP00000012201	ENSACAP00000018835
ENSDARP00000090967	ENSACAP00000005311
ENSDARP00000123512	ENSACAP00000005311
ENSDARP00000109996	ENSACAP00000005250
ENSDARP00000055338	ENSACAP00000010224
ENSDARP00000074492	ENSACAP00000008653
ENSDARP00000103047	ENSACAP00000022847
ENSDARP00000115087	ENSACAP00000022847
ENSDARP00000107565	ENSACAP00000001336
ENSDARP00000091217	ENSACAP00000022923
ENSDARP00000084834	ENSACAP00000021854
ENSDARP00000072130	ENSACAP00000012025
ENSDARP00000095128	ENSACAP00000012025
ENSDARP00000119407	ENSACAP00000009397
ENSDARP00000127908	ENSACAP00000009397
ENSDARP00000124236	ENSACAP00000014644
ENSDARP00000106093	ENSACAP00000014644
ENSDARP00000073490	ENSACAP00000015050
ENSDARP00000126312	ENSACAP00000010660
ENSDARP00000102007	ENSACAP00000010660
ENSDARP00000087318	ENSACAP00000001718
ENSDARP00000127541	ENSACAP00000001718
ENSDARP00000119028	ENSACAP00000011827
ENSDARP00000109716	ENSACAP00000009266
ENSDARP00000121537	ENSACAP00000015367
ENSDARP00000043865	ENSACAP00000011365
ENSDARP00000124331	ENSACAP00000005331
ENSDARP00000104082	ENSACAP00000022818
ENSDARP00000074744	ENSACAP00000022818
ENSDARP00000102655	ENSACAP00000014114
ENSDARP00000065330	ENSACAP00000012498
ENSDARP00000113388	ENSACAP00000000028
ENSDARP00000072797	ENSACAP00000014528
ENSDARP00000110658	ENSACAP00000003750
ENSDARP00000101271	ENSACAP00000000388
ENSDARP00000128983	ENSACAP00000008334
ENSDARP00000062840	ENSACAP00000005034
ENSDARP00000127571	ENSACAP00000005034
ENSDARP00000103111	ENSACAP00000001338
ENSDARP00000098230	ENSACAP00000004133
ENSDARP00000003850	ENSACAP00000010596
ENSDARP00000069541	ENSACAP00000015020
ENSDARP00000106650	ENSACAP00000017381
ENSDARP00000099537	ENSACAP00000000252
ENSDARP00000129752	ENSACAP00000000252
ENSDARP00000111982	ENSACAP00000008027
ENSDARP00000041396	ENSACAP00000022119
ENSDARP00000056868	ENSACAP00000016694
ENSDARP00000038667	ENSACAP00000016694
ENSDARP00000019390	ENSACAP00000004917
ENSDARP00000084821	ENSACAP00000004134
ENSDARP00000014732	ENSACAP00000012400
ENSDARP00000003991	ENSACAP00000003882
ENSDARP00000114915	ENSACAP00000001773
ENSDARP00000100728	ENSACAP00000008764
ENSDARP00000087453	ENSACAP00000015591
ENSDARP00000123328	ENSACAP00000018954
ENSDARP00000082295	ENSACAP00000021162
ENSDARP00000121285	ENSACAP00000006109
ENSDARP00000128656	ENSACAP00000004015
ENSDARP00000104876	ENSACAP00000004332
ENSDARP00000072078	ENSACAP00000002953
ENSDARP00000082073	ENSACAP00000014226
ENSDARP00000125714	ENSACAP00000015357
ENSDARP00000109037	ENSACAP00000001190
ENSDARP00000074257	ENSACAP00000008301
ENSDARP00000107517	ENSACAP00000010139
ENSDARP00000029427	ENSACAP00000008145
ENSDARP00000016596	ENSACAP00000014810
ENSDARP00000110675	ENSACAP00000001031
ENSDARP00000049009	ENSACAP00000005940
ENSDARP00000041589	ENSACAP00000001777
ENSDARP00000046526	ENSACAP00000003493
ENSDARP00000127387	ENSACAP00000017329
ENSDARP00000093332	ENSACAP00000012050
ENSDARP00000045668	ENSACAP00000008226
ENSDARP00000024846	ENSACAP00000011223
ENSDARP00000012411	ENSACAP00000004429
ENSDARP00000094810	ENSACAP00000012522
ENSDARP00000083866	ENSACAP00000005446
ENSDARP00000083861	ENSACAP00000005446
ENSDARP00000007655	ENSACAP00000006540
ENSDARP00000094772	ENSACAP00000002247
ENSDARP00000065138	ENSACAP00000004389
ENSDARP00000051185	ENSACAP00000011680
ENSDARP00000064725	ENSACAP00000015686
ENSDARP00000101129	ENSACAP00000015129
ENSDARP00000100462	ENSACAP00000000362
ENSDARP00000067447	ENSACAP00000005955
ENSDARP00000018064	ENSACAP00000004337
ENSDARP00000074190	ENSACAP00000008595
ENSDARP00000021253	ENSACAP00000015710
ENSDARP00000054822	ENSACAP00000004766
ENSDARP00000081199	ENSACAP00000002909
ENSDARP00000094802	ENSACAP00000014177
ENSDARP00000077256	ENSACAP00000016651
ENSDARP00000073752	ENSACAP00000009428
ENSDARP00000113323	ENSACAP00000009428
ENSDARP00000100116	ENSACAP00000004113
ENSDARP00000091365	ENSACAP00000010910
ENSDARP00000103524	ENSACAP00000003084
ENSDARP00000116609	ENSACAP00000002963
ENSDARP00000013759	ENSACAP00000008618
ENSDARP00000016201	ENSACAP00000008857
ENSDARP00000039879	ENSACAP00000009610
ENSDARP00000041608	ENSACAP00000014522
ENSDARP00000037712	ENSACAP00000010174
ENSDARP00000061913	ENSACAP00000006441
ENSDARP00000017895	ENSACAP00000015529
ENSDARP00000020770	ENSACAP00000015529
ENSDARP00000104466	ENSACAP00000006043
ENSDARP00000070824	ENSACAP00000011168
ENSDARP00000032264	ENSACAP00000014931
ENSDARP00000115900	ENSACAP00000014931
ENSDARP00000041713	ENSACAP00000023320
ENSDARP00000020867	ENSACAP00000023320
ENSDARP00000087620	ENSACAP00000007341
ENSDARP00000021697	ENSACAP00000007341
ENSDARP00000117820	ENSACAP00000013647
ENSDARP00000100590	ENSACAP00000013647
ENSDARP00000111996	ENSACAP00000014904
ENSDARP00000122091	ENSACAP00000013059
ENSDARP00000076045	ENSACAP00000000020
ENSDARP00000018618	ENSACAP00000006325
ENSDARP00000118078	ENSACAP00000006325
ENSDARP00000098305	ENSACAP00000006731
ENSDARP00000100188	ENSACAP00000006731
ENSDARP00000109278	ENSACAP00000009234
ENSDARP00000069499	ENSACAP00000007149
ENSDARP00000073848	ENSACAP00000005835
ENSDARP00000112460	ENSACAP00000009775
ENSDARP00000100101	ENSACAP00000009887
ENSDARP00000083454	ENSACAP00000016009
ENSDARP00000092445	ENSACAP00000002274
ENSDARP00000092429	ENSACAP00000019047
ENSDARP00000052384	ENSACAP00000000056
ENSDARP00000067158	ENSACAP00000000056
ENSDARP00000012808	ENSACAP00000016170
ENSDARP00000040409	ENSACAP00000009705
ENSDARP00000109436	ENSACAP00000003204
ENSDARP00000011293	ENSACAP00000017171
ENSDARP00000124325	ENSACAP00000021486
ENSDARP00000043677	ENSACAP00000021486
ENSDARP00000016209	ENSACAP00000011570
ENSDARP00000108294	ENSACAP00000007637
ENSDARP00000055427	ENSACAP00000007637
ENSDARP00000066052	ENSACAP00000020251
ENSDARP00000055394	ENSACAP00000016008
ENSDARP00000023564	ENSACAP00000006898
ENSDARP00000104051	ENSACAP00000009462
ENSDARP00000109556	ENSACAP00000015735
ENSDARP00000097371	ENSACAP00000017527
ENSDARP00000051798	ENSACAP00000004062
ENSDARP00000077625	ENSACAP00000014398
ENSDARP00000054625	ENSACAP00000011701
ENSDARP00000070563	ENSACAP00000000157
ENSDARP00000051663	ENSACAP00000001285
ENSDARP00000090052	ENSACAP00000001729
ENSDARP00000097487	ENSACAP00000012569
ENSDARP00000127272	ENSACAP00000009683
ENSDARP00000058762	ENSACAP00000013365
ENSDARP00000083666	ENSACAP00000002152
ENSDARP00000090007	ENSACAP00000006089
ENSDARP00000100039	ENSACAP00000002615
ENSDARP00000099863	ENSACAP00000002911
ENSDARP00000097836	ENSACAP00000020817
ENSDARP00000103132	ENSACAP00000020817
ENSDARP00000050017	ENSACAP00000017509
ENSDARP00000061326	ENSACAP00000006304
ENSDARP00000020679	ENSACAP00000013457
ENSDARP00000015966	ENSACAP00000012219
ENSDARP00000077794	ENSACAP00000009475
ENSDARP00000102826	ENSACAP00000009475
ENSDARP00000104446	ENSACAP00000015902
ENSDARP00000025803	ENSACAP00000015902
ENSDARP00000043290	ENSACAP00000017543
ENSDARP00000092347	ENSACAP00000006641
ENSDARP00000116412	ENSACAP00000006641
ENSDARP00000068559	ENSACAP00000010497
ENSDARP00000113026	ENSACAP00000008035
ENSDARP00000105953	ENSACAP00000011988
ENSDARP00000125884	ENSACAP00000018355
ENSDARP00000024810	ENSACAP00000009426
ENSDARP00000035593	ENSACAP00000006651
ENSDARP00000027152	ENSACAP00000011490
ENSDARP00000048675	ENSACAP00000011863
ENSDARP00000115860	ENSACAP00000011863
ENSDARP00000046625	ENSACAP00000014732
ENSDARP00000085946	ENSACAP00000000612
ENSDARP00000128691	ENSACAP00000011465
ENSDARP00000108392	ENSACAP00000003949
ENSDARP00000116173	ENSACAP00000007890
ENSDARP00000110667	ENSACAP00000004863
ENSDARP00000023794	ENSACAP00000005126
ENSDARP00000058728	ENSACAP00000005126
ENSDARP00000114402	ENSACAP00000003652
ENSDARP00000080768	ENSACAP00000003652
ENSDARP00000094807	ENSACAP00000005113
ENSDARP00000058092	ENSACAP00000013573
ENSDARP00000009785	ENSACAP00000013573
ENSDARP00000063702	ENSACAP00000003358
ENSDARP00000110600	ENSACAP00000013187
ENSDARP00000014955	ENSACAP00000004033
ENSDARP00000129200	ENSACAP00000004297
ENSDARP00000070385	ENSACAP00000022849
ENSDARP00000056537	ENSACAP00000022849
ENSDARP00000105963	ENSACAP00000021793
ENSDARP00000078434	ENSACAP00000008827
ENSDARP00000018980	ENSACAP00000014151
ENSDARP00000062907	ENSACAP00000021805
ENSDARP00000012869	ENSACAP00000012264
ENSDARP00000006838	ENSACAP00000005507
ENSDARP00000113944	ENSACAP00000005507
ENSDARP00000107021	ENSACAP00000017176
ENSDARP00000022331	ENSACAP00000012265
ENSDARP00000083997	ENSACAP00000012265
ENSDARP00000101964	ENSACAP00000005482
ENSDARP00000109570	ENSACAP00000020487
ENSDARP00000098667	ENSACAP00000014325
ENSDARP00000113730	ENSACAP00000012984
ENSDARP00000120826	ENSACAP00000002180
ENSDARP00000071465	ENSACAP00000023365
ENSDARP00000044207	ENSACAP00000012420
ENSDARP00000098627	ENSACAP00000014261
ENSDARP00000115969	ENSACAP00000013528
ENSDARP00000007237	ENSACAP00000002300
ENSDARP00000113995	ENSACAP00000003616
ENSDARP00000121746	ENSACAP00000015601
ENSDARP00000115355	ENSACAP00000008924
ENSDARP00000088990	ENSACAP00000022180
ENSDARP00000009986	ENSACAP00000007845
ENSDARP00000045398	ENSACAP00000016236
ENSDARP00000080406	ENSACAP00000016190
ENSDARP00000091924	ENSACAP00000007881
ENSDARP00000008140	ENSACAP00000004259
ENSDARP00000047072	ENSACAP00000009761
ENSDARP00000115525	ENSACAP00000009761
ENSDARP00000111506	ENSACAP00000001473
ENSDARP00000115217	ENSACAP00000012220
ENSDARP00000110113	ENSACAP00000001296
ENSDARP00000030881	ENSACAP00000002268
ENSDARP00000115067	ENSACAP00000010685
ENSDARP00000001793	ENSACAP00000010685
ENSDARP00000082673	ENSACAP00000012707
ENSDARP00000063095	ENSACAP00000012707
ENSDARP00000054734	ENSACAP00000001188
ENSDARP00000065012	ENSACAP00000001188
ENSDARP00000105722	ENSACAP00000006800
ENSDARP00000084762	ENSACAP00000014782
ENSDARP00000085876	ENSACAP00000014782
ENSDARP00000091083	ENSACAP00000005966
ENSDARP00000052551	ENSACAP00000006803
ENSDARP00000081313	ENSACAP00000012481
ENSDARP00000073595	ENSACAP00000001047
ENSDARP00000051413	ENSACAP00000002413
ENSDARP00000118711	ENSACAP00000006575
ENSDARP00000105614	ENSACAP00000006575
ENSDARP00000044837	ENSACAP00000011611
ENSDARP00000049419	ENSACAP00000011611
ENSDARP00000084170	ENSACAP00000001853
ENSDARP00000012950	ENSACAP00000011323
ENSDARP00000085993	ENSACAP00000007570
ENSDARP00000100420	ENSACAP00000001952
ENSDARP00000097792	ENSACAP00000001952
ENSDARP00000128169	ENSACAP00000006955
ENSDARP00000111268	ENSACAP00000007310
ENSDARP00000073887	ENSACAP00000007310
ENSDARP00000107305	ENSACAP00000006790
ENSDARP00000073632	ENSACAP00000004455
ENSDARP00000102997	ENSACAP00000004455
ENSDARP00000082444	ENSACAP00000012718
ENSDARP00000079959	ENSACAP00000023411
ENSDARP00000080136	ENSACAP00000007762
ENSDARP00000114111	ENSACAP00000005513
ENSDARP00000101246	ENSACAP00000007810
ENSDARP00000020528	ENSACAP00000017127
ENSDARP00000048135	ENSACAP00000017127
ENSDARP00000050541	ENSACAP00000008914
ENSDARP00000118143	ENSACAP00000000408
ENSDARP00000115280	ENSACAP00000002072
ENSDARP00000088711	ENSACAP00000020570
ENSDARP00000122176	ENSACAP00000011391
ENSDARP00000113716	ENSACAP00000011391
ENSDARP00000080101	ENSACAP00000008709
ENSDARP00000072349	ENSACAP00000008709
ENSDARP00000041401	ENSACAP00000005268
ENSDARP00000025057	ENSACAP00000000634
ENSDARP00000128605	ENSACAP00000000634
ENSDARP00000119495	ENSACAP00000015311
ENSDARP00000115557	ENSACAP00000013153
ENSDARP00000113004	ENSACAP00000006455
ENSDARP00000118656	ENSACAP00000006455
ENSDARP00000086622	ENSACAP00000007162
ENSDARP00000040809	ENSACAP00000013351
ENSDARP00000100307	ENSACAP00000017582
ENSDARP00000090929	ENSACAP00000002973
ENSDARP00000086538	ENSACAP00000008901
ENSDARP00000013325	ENSACAP00000015626
ENSDARP00000073869	ENSACAP00000008566
ENSDARP00000124804	ENSACAP00000007763
ENSDARP00000021237	ENSACAP00000011097
ENSDARP00000004047	ENSACAP00000010499
ENSDARP00000088503	ENSACAP00000010499
ENSDARP00000073112	ENSACAP00000015185
ENSDARP00000073184	ENSACAP00000015185
ENSDARP00000022131	ENSACAP00000012182
ENSDARP00000101463	ENSACAP00000007799
ENSDARP00000062236	ENSACAP00000013383
ENSDARP00000108396	ENSACAP00000013786
ENSDARP00000128564	ENSACAP00000007998
ENSDARP00000100478	ENSACAP00000015288
ENSDARP00000105964	ENSACAP00000008314
ENSDARP00000106329	ENSACAP00000001967
ENSDARP00000127981	ENSACAP00000004831
ENSDARP00000110922	ENSACAP00000000374
ENSDARP00000103804	ENSACAP00000000374
ENSDARP00000024354	ENSACAP00000012309
ENSDARP00000081732	ENSACAP00000003962
ENSDARP00000050129	ENSACAP00000003800
ENSDARP00000040396	ENSACAP00000003309
ENSDARP00000076104	ENSACAP00000014849
ENSDARP00000090833	ENSACAP00000007342
ENSDARP00000070056	ENSACAP00000011642
ENSDARP00000020214	ENSACAP00000023153
ENSDARP00000026086	ENSACAP00000023153
ENSDARP00000128969	ENSACAP00000004913
ENSDARP00000090804	ENSACAP00000013983
ENSDARP00000101922	ENSACAP00000013443
ENSDARP00000006859	ENSACAP00000004765
ENSDARP00000118137	ENSACAP00000016111
ENSDARP00000080453	ENSACAP00000014867
ENSDARP00000100323	ENSACAP00000000709
ENSDARP00000102421	ENSACAP00000000709
