ENSMGAP00000004951	ENSTNIP00000004863
ENSMGAP00000004713	ENSTNIP00000022474
ENSMGAP00000014952	ENSTNIP00000006067
ENSMGAP00000015175	ENSTNIP00000014513
ENSMGAP00000016373	ENSTNIP00000017242
ENSMGAP00000014453	ENSTNIP00000019503
ENSMGAP00000003065	ENSTNIP00000020777
ENSMGAP00000014916	ENSTNIP00000010867
ENSMGAP00000016461	ENSTNIP00000016923
ENSMGAP00000003778	ENSTNIP00000007240
ENSMGAP00000009483	ENSTNIP00000006442
ENSMGAP00000015069	ENSTNIP00000006604
ENSMGAP00000015767	ENSTNIP00000012315
ENSMGAP00000015772	ENSTNIP00000016892
ENSMGAP00000008552	ENSTNIP00000011170
ENSMGAP00000014508	ENSTNIP00000020513
ENSMGAP00000018368	ENSTNIP00000014602
ENSMGAP00000018368	ENSTNIP00000008968
ENSMGAP00000013822	ENSTNIP00000010201
ENSMGAP00000007654	ENSTNIP00000018612
ENSMGAP00000012365	ENSTNIP00000020093
ENSMGAP00000006906	ENSTNIP00000010191
ENSMGAP00000014934	ENSTNIP00000010847
ENSMGAP00000001401	ENSTNIP00000018315
ENSMGAP00000006513	ENSTNIP00000003156
ENSMGAP00000006513	ENSTNIP00000016743
ENSMGAP00000006157	ENSTNIP00000006583
ENSMGAP00000016097	ENSTNIP00000012883
ENSMGAP00000007451	ENSTNIP00000018867
ENSMGAP00000006120	ENSTNIP00000014315
ENSMGAP00000005148	ENSTNIP00000014400
ENSMGAP00000003159	ENSTNIP00000010539
ENSMGAP00000008084	ENSTNIP00000001072
ENSMGAP00000008515	ENSTNIP00000008244
ENSMGAP00000011465	ENSTNIP00000005903
ENSMGAP00000016018	ENSTNIP00000002780
ENSMGAP00000000582	ENSTNIP00000009911
ENSMGAP00000011756	ENSTNIP00000012114
ENSMGAP00000015074	ENSTNIP00000018732
ENSMGAP00000007996	ENSTNIP00000011940
ENSMGAP00000011031	ENSTNIP00000002504
ENSMGAP00000009942	ENSTNIP00000015535
ENSMGAP00000009942	ENSTNIP00000010163
ENSMGAP00000009834	ENSTNIP00000002484
ENSMGAP00000011602	ENSTNIP00000022310
ENSMGAP00000011602	ENSTNIP00000020728
ENSMGAP00000006562	ENSTNIP00000013001
ENSMGAP00000011647	ENSTNIP00000018105
ENSMGAP00000011647	ENSTNIP00000017590
ENSMGAP00000003451	ENSTNIP00000008056
ENSMGAP00000014948	ENSTNIP00000005910
ENSMGAP00000010964	ENSTNIP00000003642
ENSMGAP00000001231	ENSTNIP00000005626
ENSMGAP00000005509	ENSTNIP00000022394
ENSMGAP00000005509	ENSTNIP00000000254
ENSMGAP00000002186	ENSTNIP00000012497
ENSMGAP00000014966	ENSTNIP00000010852
ENSMGAP00000017895	ENSTNIP00000022085
ENSMGAP00000015104	ENSTNIP00000022519
ENSMGAP00000018791	ENSTNIP00000002325
ENSMGAP00000016052	ENSTNIP00000018756
ENSMGAP00000015581	ENSTNIP00000011144
ENSMGAP00000004144	ENSTNIP00000014550
ENSMGAP00000007691	ENSTNIP00000021295
ENSMGAP00000002187	ENSTNIP00000008975
ENSMGAP00000014152	ENSTNIP00000001988
ENSMGAP00000014149	ENSTNIP00000003546
ENSMGAP00000008484	ENSTNIP00000014788
ENSMGAP00000004460	ENSTNIP00000017795
ENSMGAP00000004460	ENSTNIP00000018229
ENSMGAP00000001855	ENSTNIP00000010702
ENSMGAP00000001320	ENSTNIP00000013020
ENSMGAP00000004870	ENSTNIP00000018093
ENSMGAP00000007914	ENSTNIP00000013817
ENSMGAP00000009628	ENSTNIP00000014063
ENSMGAP00000009625	ENSTNIP00000015527
ENSMGAP00000011771	ENSTNIP00000009500
ENSMGAP00000011771	ENSTNIP00000004455
ENSMGAP00000002983	ENSTNIP00000010541
ENSMGAP00000006133	ENSTNIP00000017023
ENSMGAP00000006133	ENSTNIP00000007293
ENSMGAP00000005945	ENSTNIP00000004821
ENSMGAP00000005945	ENSTNIP00000021472
ENSMGAP00000010556	ENSTNIP00000018308
ENSMGAP00000006531	ENSTNIP00000011090
ENSMGAP00000004562	ENSTNIP00000020499
ENSMGAP00000001856	ENSTNIP00000002946
ENSMGAP00000004539	ENSTNIP00000006886
ENSMGAP00000009638	ENSTNIP00000015430
ENSMGAP00000012062	ENSTNIP00000015742
ENSMGAP00000005078	ENSTNIP00000003072
ENSMGAP00000009287	ENSTNIP00000017097
ENSMGAP00000009287	ENSTNIP00000013340
ENSMGAP00000005290	ENSTNIP00000017840
ENSMGAP00000000918	ENSTNIP00000019945
ENSMGAP00000005812	ENSTNIP00000019324
ENSMGAP00000000399	ENSTNIP00000016172
ENSMGAP00000004799	ENSTNIP00000012264
ENSMGAP00000004799	ENSTNIP00000003655
ENSMGAP00000010016	ENSTNIP00000005073
ENSMGAP00000013452	ENSTNIP00000020547
ENSMGAP00000013452	ENSTNIP00000019446
ENSMGAP00000012616	ENSTNIP00000018776
ENSMGAP00000005998	ENSTNIP00000004824
ENSMGAP00000009269	ENSTNIP00000018351
ENSMGAP00000012924	ENSTNIP00000022337
ENSMGAP00000010258	ENSTNIP00000020063
ENSMGAP00000008447	ENSTNIP00000003927
ENSMGAP00000018296	ENSTNIP00000005249
ENSMGAP00000019614	ENSTNIP00000020242
ENSMGAP00000003653	ENSTNIP00000012060
ENSMGAP00000013211	ENSTNIP00000022000
ENSMGAP00000008207	ENSTNIP00000005814
ENSMGAP00000001765	ENSTNIP00000012641
ENSMGAP00000001765	ENSTNIP00000010215
ENSMGAP00000014644	ENSTNIP00000012774
ENSMGAP00000014644	ENSTNIP00000022570
ENSMGAP00000011481	ENSTNIP00000022077
ENSMGAP00000003679	ENSTNIP00000005578
ENSMGAP00000002769	ENSTNIP00000018533
ENSMGAP00000005216	ENSTNIP00000017093
ENSMGAP00000009062	ENSTNIP00000002676
ENSMGAP00000003497	ENSTNIP00000022777
ENSMGAP00000002920	ENSTNIP00000017468
ENSMGAP00000002159	ENSTNIP00000018563
ENSMGAP00000003507	ENSTNIP00000019844
ENSMGAP00000016715	ENSTNIP00000016523
ENSMGAP00000011542	ENSTNIP00000001367
ENSMGAP00000002388	ENSTNIP00000013546
ENSMGAP00000002388	ENSTNIP00000018391
ENSMGAP00000001509	ENSTNIP00000019774
ENSMGAP00000011517	ENSTNIP00000006873
ENSMGAP00000017536	ENSTNIP00000010744
ENSMGAP00000017536	ENSTNIP00000015714
ENSMGAP00000008745	ENSTNIP00000013321
ENSMGAP00000009152	ENSTNIP00000017267
ENSMGAP00000006117	ENSTNIP00000006436
ENSMGAP00000014576	ENSTNIP00000010052
ENSMGAP00000009327	ENSTNIP00000019170
ENSMGAP00000015599	ENSTNIP00000017509
ENSMGAP00000016067	ENSTNIP00000005871
ENSMGAP00000013156	ENSTNIP00000015257
ENSMGAP00000000691	ENSTNIP00000019008
ENSMGAP00000014914	ENSTNIP00000016281
ENSMGAP00000009500	ENSTNIP00000009848
ENSMGAP00000011878	ENSTNIP00000014704
ENSMGAP00000003784	ENSTNIP00000006738
ENSMGAP00000012641	ENSTNIP00000001734
ENSMGAP00000003484	ENSTNIP00000008404
ENSMGAP00000007522	ENSTNIP00000000097
ENSMGAP00000015786	ENSTNIP00000006183
ENSMGAP00000003471	ENSTNIP00000019956
ENSMGAP00000017309	ENSTNIP00000006137
ENSMGAP00000013349	ENSTNIP00000001639
ENSMGAP00000019671	ENSTNIP00000007451
ENSMGAP00000019671	ENSTNIP00000020608
ENSMGAP00000010815	ENSTNIP00000018919
ENSMGAP00000007206	ENSTNIP00000019035
ENSMGAP00000004135	ENSTNIP00000017231
ENSMGAP00000002743	ENSTNIP00000018943
ENSMGAP00000002743	ENSTNIP00000011965
ENSMGAP00000003460	ENSTNIP00000006212
ENSMGAP00000003460	ENSTNIP00000022697
ENSMGAP00000001555	ENSTNIP00000005896
ENSMGAP00000017807	ENSTNIP00000018947
ENSMGAP00000017743	ENSTNIP00000022244
ENSMGAP00000017743	ENSTNIP00000017121
ENSMGAP00000010797	ENSTNIP00000007245
ENSMGAP00000014185	ENSTNIP00000021783
ENSMGAP00000007405	ENSTNIP00000016209
ENSMGAP00000002145	ENSTNIP00000013450
ENSMGAP00000004735	ENSTNIP00000019240
ENSMGAP00000016810	ENSTNIP00000001191
ENSMGAP00000002603	ENSTNIP00000002293
ENSMGAP00000019035	ENSTNIP00000002879
ENSMGAP00000018102	ENSTNIP00000015641
ENSMGAP00000019218	ENSTNIP00000013128
ENSMGAP00000019572	ENSTNIP00000011985
ENSMGAP00000007202	ENSTNIP00000008563
ENSMGAP00000014749	ENSTNIP00000010943
ENSMGAP00000010538	ENSTNIP00000018089
ENSMGAP00000002262	ENSTNIP00000023115
ENSMGAP00000018832	ENSTNIP00000009023
ENSMGAP00000002894	ENSTNIP00000017232
ENSMGAP00000001308	ENSTNIP00000016234
ENSMGAP00000014157	ENSTNIP00000007837
ENSMGAP00000010017	ENSTNIP00000008499
ENSMGAP00000001598	ENSTNIP00000013021
ENSMGAP00000000476	ENSTNIP00000018416
ENSMGAP00000008527	ENSTNIP00000003078
ENSMGAP00000006032	ENSTNIP00000003192
ENSMGAP00000006565	ENSTNIP00000009158
ENSMGAP00000011234	ENSTNIP00000014266
ENSMGAP00000007218	ENSTNIP00000015002
ENSMGAP00000004125	ENSTNIP00000008315
ENSMGAP00000005938	ENSTNIP00000011810
ENSMGAP00000016022	ENSTNIP00000015692
ENSMGAP00000004548	ENSTNIP00000018853
ENSMGAP00000015534	ENSTNIP00000000406
ENSMGAP00000015534	ENSTNIP00000014734
ENSMGAP00000018675	ENSTNIP00000020405
ENSMGAP00000001473	ENSTNIP00000020034
ENSMGAP00000008989	ENSTNIP00000015962
ENSMGAP00000015071	ENSTNIP00000006804
ENSMGAP00000015268	ENSTNIP00000018422
ENSMGAP00000015268	ENSTNIP00000016546
ENSMGAP00000003747	ENSTNIP00000009331
ENSMGAP00000003747	ENSTNIP00000014547
ENSMGAP00000010508	ENSTNIP00000012429
ENSMGAP00000016601	ENSTNIP00000001312
ENSMGAP00000002431	ENSTNIP00000012548
ENSMGAP00000006888	ENSTNIP00000019776
ENSMGAP00000006888	ENSTNIP00000006415
ENSMGAP00000007784	ENSTNIP00000010346
ENSMGAP00000009457	ENSTNIP00000021367
ENSMGAP00000004615	ENSTNIP00000014454
ENSMGAP00000009139	ENSTNIP00000000985
ENSMGAP00000006928	ENSTNIP00000019115
ENSMGAP00000001301	ENSTNIP00000021133
ENSMGAP00000011461	ENSTNIP00000006874
ENSMGAP00000000890	ENSTNIP00000009875
ENSMGAP00000014843	ENSTNIP00000006259
ENSMGAP00000014843	ENSTNIP00000006260
ENSMGAP00000001331	ENSTNIP00000020036
ENSMGAP00000001331	ENSTNIP00000012134
ENSMGAP00000014880	ENSTNIP00000019433
ENSMGAP00000013499	ENSTNIP00000015974
ENSMGAP00000011138	ENSTNIP00000015129
ENSMGAP00000012253	ENSTNIP00000001642
ENSMGAP00000012043	ENSTNIP00000011009
ENSMGAP00000013902	ENSTNIP00000007468
ENSMGAP00000006330	ENSTNIP00000020643
ENSMGAP00000006330	ENSTNIP00000002256
ENSMGAP00000013505	ENSTNIP00000018770
ENSMGAP00000013505	ENSTNIP00000017481
ENSMGAP00000007599	ENSTNIP00000020246
ENSMGAP00000005091	ENSTNIP00000020828
ENSMGAP00000012643	ENSTNIP00000020593
ENSMGAP00000000835	ENSTNIP00000015855
ENSMGAP00000013927	ENSTNIP00000013468
ENSMGAP00000006529	ENSTNIP00000016745
ENSMGAP00000010572	ENSTNIP00000019131
ENSMGAP00000002554	ENSTNIP00000008792
ENSMGAP00000002554	ENSTNIP00000017724
ENSMGAP00000000197	ENSTNIP00000018930
ENSMGAP00000013610	ENSTNIP00000002103
ENSMGAP00000003074	ENSTNIP00000009468
ENSMGAP00000003074	ENSTNIP00000009311
ENSMGAP00000003392	ENSTNIP00000010742
ENSMGAP00000003392	ENSTNIP00000015722
ENSMGAP00000001289	ENSTNIP00000017984
ENSMGAP00000008121	ENSTNIP00000013260
ENSMGAP00000006195	ENSTNIP00000021223
ENSMGAP00000017468	ENSTNIP00000014044
ENSMGAP00000017468	ENSTNIP00000017761
ENSMGAP00000003452	ENSTNIP00000010429
ENSMGAP00000017929	ENSTNIP00000015663
ENSMGAP00000009595	ENSTNIP00000015429
ENSMGAP00000002310	ENSTNIP00000014697
ENSMGAP00000000888	ENSTNIP00000018005
ENSMGAP00000000888	ENSTNIP00000010111
ENSMGAP00000013572	ENSTNIP00000009198
ENSMGAP00000013572	ENSTNIP00000012511
ENSMGAP00000003488	ENSTNIP00000007687
ENSMGAP00000007183	ENSTNIP00000011681
ENSMGAP00000014029	ENSTNIP00000022290
ENSMGAP00000014029	ENSTNIP00000019465
ENSMGAP00000000392	ENSTNIP00000020428
ENSMGAP00000010037	ENSTNIP00000012932
ENSMGAP00000001260	ENSTNIP00000006597
ENSMGAP00000001260	ENSTNIP00000016608
ENSMGAP00000014015	ENSTNIP00000013466
ENSMGAP00000014015	ENSTNIP00000018817
ENSMGAP00000019145	ENSTNIP00000013733
ENSMGAP00000006188	ENSTNIP00000007241
ENSMGAP00000011727	ENSTNIP00000019757
ENSMGAP00000011727	ENSTNIP00000007393
ENSMGAP00000010862	ENSTNIP00000020475
ENSMGAP00000012095	ENSTNIP00000014844
ENSMGAP00000012095	ENSTNIP00000020138
ENSMGAP00000015255	ENSTNIP00000012298
ENSMGAP00000011094	ENSTNIP00000009773
ENSMGAP00000007567	ENSTNIP00000020245
ENSMGAP00000000861	ENSTNIP00000017634
ENSMGAP00000000861	ENSTNIP00000009897
ENSMGAP00000003810	ENSTNIP00000002113
ENSMGAP00000019519	ENSTNIP00000010351
ENSMGAP00000013676	ENSTNIP00000004960
ENSMGAP00000013676	ENSTNIP00000021556
ENSMGAP00000000283	ENSTNIP00000017830
ENSMGAP00000000674	ENSTNIP00000012994
ENSMGAP00000000674	ENSTNIP00000005724
ENSMGAP00000017003	ENSTNIP00000010527
ENSMGAP00000017003	ENSTNIP00000018300
ENSMGAP00000016516	ENSTNIP00000013518
ENSMGAP00000015459	ENSTNIP00000008321
ENSMGAP00000013010	ENSTNIP00000019694
ENSMGAP00000014751	ENSTNIP00000019656
ENSMGAP00000005293	ENSTNIP00000020367
ENSMGAP00000004116	ENSTNIP00000005570
ENSMGAP00000004317	ENSTNIP00000016455
ENSMGAP00000004090	ENSTNIP00000002882
ENSMGAP00000015685	ENSTNIP00000017545
ENSMGAP00000009202	ENSTNIP00000014140
ENSMGAP00000009202	ENSTNIP00000014023
ENSMGAP00000004514	ENSTNIP00000012893
ENSMGAP00000004514	ENSTNIP00000002810
ENSMGAP00000005969	ENSTNIP00000007442
ENSMGAP00000010632	ENSTNIP00000004513
ENSMGAP00000012707	ENSTNIP00000013404
ENSMGAP00000005785	ENSTNIP00000004977
ENSMGAP00000005785	ENSTNIP00000017079
ENSMGAP00000009300	ENSTNIP00000005519
ENSMGAP00000015299	ENSTNIP00000016935
ENSMGAP00000018918	ENSTNIP00000003253
ENSMGAP00000018918	ENSTNIP00000016143
ENSMGAP00000011035	ENSTNIP00000009323
ENSMGAP00000013212	ENSTNIP00000013916
ENSMGAP00000017429	ENSTNIP00000014949
ENSMGAP00000008753	ENSTNIP00000014992
ENSMGAP00000002665	ENSTNIP00000007753
ENSMGAP00000011845	ENSTNIP00000022867
ENSMGAP00000010828	ENSTNIP00000009747
ENSMGAP00000015525	ENSTNIP00000012918
ENSMGAP00000004508	ENSTNIP00000020498
ENSMGAP00000009525	ENSTNIP00000011796
ENSMGAP00000007985	ENSTNIP00000005991
ENSMGAP00000012338	ENSTNIP00000022554
ENSMGAP00000014358	ENSTNIP00000020488
ENSMGAP00000015594	ENSTNIP00000009141
ENSMGAP00000009855	ENSTNIP00000005704
ENSMGAP00000019458	ENSTNIP00000008503
ENSMGAP00000009218	ENSTNIP00000021366
ENSMGAP00000000083	ENSTNIP00000019816
ENSMGAP00000013856	ENSTNIP00000022498
ENSMGAP00000011772	ENSTNIP00000005085
ENSMGAP00000001185	ENSTNIP00000008585
ENSMGAP00000014563	ENSTNIP00000022529
ENSMGAP00000012904	ENSTNIP00000019687
ENSMGAP00000008183	ENSTNIP00000019626
ENSMGAP00000008183	ENSTNIP00000005892
ENSMGAP00000004140	ENSTNIP00000016179
ENSMGAP00000009610	ENSTNIP00000022431
ENSMGAP00000009610	ENSTNIP00000000244
ENSMGAP00000017498	ENSTNIP00000018510
ENSMGAP00000017498	ENSTNIP00000016573
ENSMGAP00000005727	ENSTNIP00000021188
ENSMGAP00000008671	ENSTNIP00000019182
ENSMGAP00000012304	ENSTNIP00000013891
ENSMGAP00000012304	ENSTNIP00000020577
ENSMGAP00000012838	ENSTNIP00000020834
ENSMGAP00000004990	ENSTNIP00000013820
ENSMGAP00000004893	ENSTNIP00000019726
ENSMGAP00000003628	ENSTNIP00000006293
ENSMGAP00000003341	ENSTNIP00000010287
ENSMGAP00000019073	ENSTNIP00000005145
ENSMGAP00000012500	ENSTNIP00000019762
ENSMGAP00000009822	ENSTNIP00000020202
ENSMGAP00000010619	ENSTNIP00000005945
ENSMGAP00000002622	ENSTNIP00000019003
ENSMGAP00000012469	ENSTNIP00000014802
ENSMGAP00000012469	ENSTNIP00000019642
ENSMGAP00000008837	ENSTNIP00000020679
ENSMGAP00000009264	ENSTNIP00000007321
ENSMGAP00000014077	ENSTNIP00000014173
ENSMGAP00000007297	ENSTNIP00000021005
ENSMGAP00000007414	ENSTNIP00000011489
ENSMGAP00000012606	ENSTNIP00000018777
ENSMGAP00000010978	ENSTNIP00000006603
ENSMGAP00000010960	ENSTNIP00000012958
ENSMGAP00000010960	ENSTNIP00000002326
ENSMGAP00000010965	ENSTNIP00000023114
ENSMGAP00000007771	ENSTNIP00000005022
ENSMGAP00000013779	ENSTNIP00000019413
ENSMGAP00000002655	ENSTNIP00000010146
ENSMGAP00000000873	ENSTNIP00000006387
ENSMGAP00000012375	ENSTNIP00000019575
ENSMGAP00000012358	ENSTNIP00000021216
ENSMGAP00000001223	ENSTNIP00000013592
ENSMGAP00000005421	ENSTNIP00000012198
ENSMGAP00000005421	ENSTNIP00000016703
ENSMGAP00000011934	ENSTNIP00000009923
ENSMGAP00000006861	ENSTNIP00000016064
ENSMGAP00000009110	ENSTNIP00000017273
ENSMGAP00000014821	ENSTNIP00000004466
ENSMGAP00000012982	ENSTNIP00000007987
ENSMGAP00000012982	ENSTNIP00000012033
ENSMGAP00000019009	ENSTNIP00000016019
ENSMGAP00000001904	ENSTNIP00000015710
ENSMGAP00000002231	ENSTNIP00000011792
ENSMGAP00000009352	ENSTNIP00000021363
ENSMGAP00000007365	ENSTNIP00000013399
ENSMGAP00000007675	ENSTNIP00000007961
ENSMGAP00000013343	ENSTNIP00000019459
ENSMGAP00000015676	ENSTNIP00000016875
ENSMGAP00000011392	ENSTNIP00000011468
ENSMGAP00000001551	ENSTNIP00000018490
ENSMGAP00000006177	ENSTNIP00000010085
ENSMGAP00000009833	ENSTNIP00000015533
ENSMGAP00000009833	ENSTNIP00000010165
ENSMGAP00000009242	ENSTNIP00000021692
ENSMGAP00000007446	ENSTNIP00000004417
ENSMGAP00000014532	ENSTNIP00000022536
ENSMGAP00000002658	ENSTNIP00000019047
ENSMGAP00000000102	ENSTNIP00000010884
ENSMGAP00000015341	ENSTNIP00000017559
ENSMGAP00000012682	ENSTNIP00000003538
ENSMGAP00000010013	ENSTNIP00000011257
ENSMGAP00000010013	ENSTNIP00000001474
ENSMGAP00000012243	ENSTNIP00000021261
ENSMGAP00000012243	ENSTNIP00000010671
ENSMGAP00000007750	ENSTNIP00000013098
ENSMGAP00000009802	ENSTNIP00000019175
ENSMGAP00000015588	ENSTNIP00000005434
ENSMGAP00000010238	ENSTNIP00000013987
ENSMGAP00000010238	ENSTNIP00000007370
ENSMGAP00000006048	ENSTNIP00000012969
ENSMGAP00000009006	ENSTNIP00000022098
ENSMGAP00000003099	ENSTNIP00000006472
ENSMGAP00000006995	ENSTNIP00000001176
ENSMGAP00000008871	ENSTNIP00000012415
ENSMGAP00000008871	ENSTNIP00000013298
ENSMGAP00000004509	ENSTNIP00000009668
ENSMGAP00000013714	ENSTNIP00000010290
ENSMGAP00000009055	ENSTNIP00000014141
ENSMGAP00000001186	ENSTNIP00000008911
ENSMGAP00000005705	ENSTNIP00000014852
ENSMGAP00000012478	ENSTNIP00000020098
ENSMGAP00000001315	ENSTNIP00000007891
ENSMGAP00000014799	ENSTNIP00000018733
ENSMGAP00000009757	ENSTNIP00000006468
ENSMGAP00000009757	ENSTNIP00000001657
ENSMGAP00000011250	ENSTNIP00000011344
ENSMGAP00000007732	ENSTNIP00000003669
ENSMGAP00000007732	ENSTNIP00000000324
ENSMGAP00000003457	ENSTNIP00000021726
ENSMGAP00000003493	ENSTNIP00000016171
ENSMGAP00000010197	ENSTNIP00000000502
ENSMGAP00000010197	ENSTNIP00000019611
ENSMGAP00000001738	ENSTNIP00000021392
ENSMGAP00000014258	ENSTNIP00000015248
ENSMGAP00000011093	ENSTNIP00000012070
ENSMGAP00000011093	ENSTNIP00000021595
ENSMGAP00000005471	ENSTNIP00000012993
ENSMGAP00000000903	ENSTNIP00000019946
ENSMGAP00000000903	ENSTNIP00000009083
ENSMGAP00000004085	ENSTNIP00000009871
ENSMGAP00000013853	ENSTNIP00000019421
ENSMGAP00000009568	ENSTNIP00000008246
ENSMGAP00000011456	ENSTNIP00000014611
ENSMGAP00000011456	ENSTNIP00000012059
ENSMGAP00000015420	ENSTNIP00000000477
ENSMGAP00000014543	ENSTNIP00000000008
ENSMGAP00000009481	ENSTNIP00000005539
ENSMGAP00000019061	ENSTNIP00000005300
ENSMGAP00000002409	ENSTNIP00000010180
ENSMGAP00000000838	ENSTNIP00000010087
ENSMGAP00000009320	ENSTNIP00000021693
ENSMGAP00000009865	ENSTNIP00000010164
ENSMGAP00000003093	ENSTNIP00000007138
ENSMGAP00000000259	ENSTNIP00000012545
ENSMGAP00000018802	ENSTNIP00000005125
ENSMGAP00000013462	ENSTNIP00000010037
ENSMGAP00000003170	ENSTNIP00000011671
ENSMGAP00000014533	ENSTNIP00000009672
ENSMGAP00000014533	ENSTNIP00000013865
ENSMGAP00000017533	ENSTNIP00000020210
ENSMGAP00000002473	ENSTNIP00000019005
ENSMGAP00000002661	ENSTNIP00000004796
ENSMGAP00000016470	ENSTNIP00000016932
ENSMGAP00000005797	ENSTNIP00000013734
ENSMGAP00000009921	ENSTNIP00000019067
ENSMGAP00000009324	ENSTNIP00000003771
ENSMGAP00000010154	ENSTNIP00000007420
ENSMGAP00000008398	ENSTNIP00000010711
ENSMGAP00000003571	ENSTNIP00000019165
ENSMGAP00000014330	ENSTNIP00000005941
ENSMGAP00000010879	ENSTNIP00000000578
ENSMGAP00000001926	ENSTNIP00000010480
ENSMGAP00000003247	ENSTNIP00000017269
ENSMGAP00000015683	ENSTNIP00000018766
ENSMGAP00000008138	ENSTNIP00000002090
ENSMGAP00000011965	ENSTNIP00000021729
ENSMGAP00000003244	ENSTNIP00000019962
ENSMGAP00000015537	ENSTNIP00000012916
ENSMGAP00000015537	ENSTNIP00000008041
ENSMGAP00000013741	ENSTNIP00000019409
ENSMGAP00000013741	ENSTNIP00000022496
ENSMGAP00000003101	ENSTNIP00000007232
ENSMGAP00000006824	ENSTNIP00000014664
ENSMGAP00000011342	ENSTNIP00000019599
ENSMGAP00000002814	ENSTNIP00000008612
ENSMGAP00000015265	ENSTNIP00000018984
ENSMGAP00000015265	ENSTNIP00000011924
ENSMGAP00000001699	ENSTNIP00000000634
ENSMGAP00000003342	ENSTNIP00000007230
ENSMGAP00000001659	ENSTNIP00000014928
ENSMGAP00000004748	ENSTNIP00000018491
ENSMGAP00000012912	ENSTNIP00000001415
ENSMGAP00000014669	ENSTNIP00000003040
ENSMGAP00000008719	ENSTNIP00000019181
ENSMGAP00000002544	ENSTNIP00000016524
ENSMGAP00000002544	ENSTNIP00000019004
ENSMGAP00000004159	ENSTNIP00000004100
ENSMGAP00000012971	ENSTNIP00000022254
ENSMGAP00000011216	ENSTNIP00000013252
ENSMGAP00000015296	ENSTNIP00000016943
ENSMGAP00000008629	ENSTNIP00000007603
ENSMGAP00000002957	ENSTNIP00000017467
ENSMGAP00000002957	ENSTNIP00000013331
ENSMGAP00000001521	ENSTNIP00000016683
ENSMGAP00000016993	ENSTNIP00000018938
ENSMGAP00000006922	ENSTNIP00000015806
ENSMGAP00000009640	ENSTNIP00000014799
ENSMGAP00000013307	ENSTNIP00000015915
ENSMGAP00000013549	ENSTNIP00000001931
ENSMGAP00000001641	ENSTNIP00000008993
ENSMGAP00000008643	ENSTNIP00000010252
ENSMGAP00000013976	ENSTNIP00000001518
ENSMGAP00000003882	ENSTNIP00000002692
ENSMGAP00000001229	ENSTNIP00000012781
ENSMGAP00000010606	ENSTNIP00000011509
ENSMGAP00000010606	ENSTNIP00000017443
ENSMGAP00000005804	ENSTNIP00000002690
ENSMGAP00000013027	ENSTNIP00000007278
ENSMGAP00000010762	ENSTNIP00000014324
ENSMGAP00000003521	ENSTNIP00000019158
ENSMGAP00000012557	ENSTNIP00000012054
ENSMGAP00000004776	ENSTNIP00000018809
ENSMGAP00000000870	ENSTNIP00000019878
ENSMGAP00000007688	ENSTNIP00000010174
ENSMGAP00000002556	ENSTNIP00000017673
ENSMGAP00000011888	ENSTNIP00000015653
ENSMGAP00000011888	ENSTNIP00000019108
ENSMGAP00000010755	ENSTNIP00000017706
ENSMGAP00000010755	ENSTNIP00000021084
ENSMGAP00000003916	ENSTNIP00000009077
ENSMGAP00000002734	ENSTNIP00000022042
ENSMGAP00000002734	ENSTNIP00000003410
ENSMGAP00000006873	ENSTNIP00000007112
ENSMGAP00000012622	ENSTNIP00000015294
ENSMGAP00000012622	ENSTNIP00000011353
ENSMGAP00000002326	ENSTNIP00000016587
ENSMGAP00000010155	ENSTNIP00000002999
ENSMGAP00000012316	ENSTNIP00000021264
ENSMGAP00000003134	ENSTNIP00000005842
ENSMGAP00000002122	ENSTNIP00000008387
ENSMGAP00000008584	ENSTNIP00000005555
ENSMGAP00000006259	ENSTNIP00000020258
ENSMGAP00000001004	ENSTNIP00000004897
ENSMGAP00000002645	ENSTNIP00000021558
ENSMGAP00000010799	ENSTNIP00000020041
ENSMGAP00000011572	ENSTNIP00000014352
ENSMGAP00000001756	ENSTNIP00000010082
ENSMGAP00000007306	ENSTNIP00000001960
ENSMGAP00000007306	ENSTNIP00000021976
ENSMGAP00000016020	ENSTNIP00000015690
ENSMGAP00000000828	ENSTNIP00000020111
ENSMGAP00000014208	ENSTNIP00000015211
ENSMGAP00000014722	ENSTNIP00000006001
ENSMGAP00000010500	ENSTNIP00000018305
ENSMGAP00000017846	ENSTNIP00000018901
ENSMGAP00000006709	ENSTNIP00000014280
ENSMGAP00000011374	ENSTNIP00000021813
ENSMGAP00000015578	ENSTNIP00000000214
ENSMGAP00000006728	ENSTNIP00000013207
ENSMGAP00000001112	ENSTNIP00000005364
ENSMGAP00000005616	ENSTNIP00000021174
ENSMGAP00000010582	ENSTNIP00000017957
ENSMGAP00000007328	ENSTNIP00000004739
ENSMGAP00000010877	ENSTNIP00000013291
ENSMGAP00000010877	ENSTNIP00000012474
ENSMGAP00000000251	ENSTNIP00000022345
ENSMGAP00000001694	ENSTNIP00000009346
ENSMGAP00000007757	ENSTNIP00000018845
ENSMGAP00000014053	ENSTNIP00000017535
ENSMGAP00000001837	ENSTNIP00000022048
ENSMGAP00000011457	ENSTNIP00000018560
ENSMGAP00000010631	ENSTNIP00000018282
ENSMGAP00000010631	ENSTNIP00000005846
ENSMGAP00000018907	ENSTNIP00000012087
ENSMGAP00000007408	ENSTNIP00000018866
ENSMGAP00000007408	ENSTNIP00000000215
