ENSTGUP00000008915	ENSGACP00000003450
ENSTGUP00000004557	ENSGACP00000013112
ENSTGUP00000009938	ENSGACP00000012036
ENSTGUP00000010389	ENSGACP00000002740
ENSTGUP00000011771	ENSGACP00000008433
ENSTGUP00000011932	ENSGACP00000004068
ENSTGUP00000005259	ENSGACP00000022209
ENSTGUP00000005259	ENSGACP00000024664
ENSTGUP00000003891	ENSGACP00000010991
ENSTGUP00000013758	ENSGACP00000010960
ENSTGUP00000010432	ENSGACP00000022519
ENSTGUP00000010432	ENSGACP00000016643
ENSTGUP00000007872	ENSGACP00000018402
ENSTGUP00000010281	ENSGACP00000019917
ENSTGUP00000010238	ENSGACP00000004443
ENSTGUP00000010238	ENSGACP00000015655
ENSTGUP00000000002	ENSGACP00000023964
ENSTGUP00000003655	ENSGACP00000008399
ENSTGUP00000003655	ENSGACP00000004154
ENSTGUP00000006891	ENSGACP00000007470
ENSTGUP00000004276	ENSGACP00000012323
ENSTGUP00000004276	ENSGACP00000000795
ENSTGUP00000016586	ENSGACP00000006963
ENSTGUP00000006809	ENSGACP00000025485
ENSTGUP00000013686	ENSGACP00000012418
ENSTGUP00000013686	ENSGACP00000013256
ENSTGUP00000011384	ENSGACP00000019319
ENSTGUP00000010596	ENSGACP00000009299
ENSTGUP00000000491	ENSGACP00000026577
ENSTGUP00000016945	ENSGACP00000004344
ENSTGUP00000004000	ENSGACP00000008376
ENSTGUP00000004000	ENSGACP00000021839
ENSTGUP00000000277	ENSGACP00000019024
ENSTGUP00000002652	ENSGACP00000016755
ENSTGUP00000002652	ENSGACP00000026150
ENSTGUP00000013391	ENSGACP00000018252
ENSTGUP00000014977	ENSGACP00000015136
ENSTGUP00000013662	ENSGACP00000013136
ENSTGUP00000011255	ENSGACP00000008717
ENSTGUP00000008508	ENSGACP00000019231
ENSTGUP00000008232	ENSGACP00000017767
ENSTGUP00000008232	ENSGACP00000025597
ENSTGUP00000008971	ENSGACP00000019584
ENSTGUP00000005563	ENSGACP00000002920
ENSTGUP00000013214	ENSGACP00000006170
ENSTGUP00000003359	ENSGACP00000016108
ENSTGUP00000003359	ENSGACP00000009475
ENSTGUP00000005378	ENSGACP00000024788
ENSTGUP00000017809	ENSGACP00000012622
ENSTGUP00000006422	ENSGACP00000025282
ENSTGUP00000003932	ENSGACP00000025134
ENSTGUP00000008400	ENSGACP00000026079
ENSTGUP00000008400	ENSGACP00000011854
ENSTGUP00000015343	ENSGACP00000005951
ENSTGUP00000006485	ENSGACP00000007695
ENSTGUP00000006485	ENSGACP00000022143
ENSTGUP00000001819	ENSGACP00000004282
ENSTGUP00000001819	ENSGACP00000006460
ENSTGUP00000007964	ENSGACP00000018222
ENSTGUP00000006290	ENSGACP00000021825
ENSTGUP00000002148	ENSGACP00000010854
ENSTGUP00000009377	ENSGACP00000007366
ENSTGUP00000006722	ENSGACP00000007268
ENSTGUP00000006722	ENSGACP00000003320
ENSTGUP00000007732	ENSGACP00000022052
ENSTGUP00000018293	ENSGACP00000014709
ENSTGUP00000004585	ENSGACP00000005027
ENSTGUP00000007240	ENSGACP00000016788
ENSTGUP00000009287	ENSGACP00000024977
ENSTGUP00000009287	ENSGACP00000014061
ENSTGUP00000017247	ENSGACP00000002190
ENSTGUP00000002702	ENSGACP00000022669
ENSTGUP00000006328	ENSGACP00000014833
ENSTGUP00000000155	ENSGACP00000017486
ENSTGUP00000005853	ENSGACP00000020545
ENSTGUP00000005853	ENSGACP00000008214
ENSTGUP00000006686	ENSGACP00000011645
ENSTGUP00000003117	ENSGACP00000015883
ENSTGUP00000012588	ENSGACP00000010088
ENSTGUP00000012588	ENSGACP00000014002
ENSTGUP00000000134	ENSGACP00000022168
ENSTGUP00000004525	ENSGACP00000019194
ENSTGUP00000012883	ENSGACP00000018711
ENSTGUP00000009929	ENSGACP00000008882
ENSTGUP00000008808	ENSGACP00000006387
ENSTGUP00000001624	ENSGACP00000008823
ENSTGUP00000003727	ENSGACP00000022290
ENSTGUP00000007782	ENSGACP00000001732
ENSTGUP00000017025	ENSGACP00000012747
ENSTGUP00000017609	ENSGACP00000009573
ENSTGUP00000005080	ENSGACP00000016398
ENSTGUP00000005080	ENSGACP00000025666
ENSTGUP00000013090	ENSGACP00000005210
ENSTGUP00000013090	ENSGACP00000024184
ENSTGUP00000011199	ENSGACP00000008646
ENSTGUP00000006208	ENSGACP00000000374
ENSTGUP00000004093	ENSGACP00000026719
ENSTGUP00000000620	ENSGACP00000015159
ENSTGUP00000007070	ENSGACP00000024992
ENSTGUP00000009294	ENSGACP00000002945
ENSTGUP00000001676	ENSGACP00000003232
ENSTGUP00000005206	ENSGACP00000004357
ENSTGUP00000017673	ENSGACP00000014598
ENSTGUP00000003747	ENSGACP00000019384
ENSTGUP00000002844	ENSGACP00000000429
ENSTGUP00000001015	ENSGACP00000016997
ENSTGUP00000001908	ENSGACP00000009028
ENSTGUP00000004619	ENSGACP00000011420
ENSTGUP00000009631	ENSGACP00000015381
ENSTGUP00000016269	ENSGACP00000023962
ENSTGUP00000012359	ENSGACP00000025533
ENSTGUP00000010105	ENSGACP00000007315
ENSTGUP00000008813	ENSGACP00000020044
ENSTGUP00000011754	ENSGACP00000011955
ENSTGUP00000004739	ENSGACP00000007967
ENSTGUP00000008714	ENSGACP00000008424
ENSTGUP00000017612	ENSGACP00000009569
ENSTGUP00000005331	ENSGACP00000004606
ENSTGUP00000012537	ENSGACP00000006381
ENSTGUP00000012537	ENSGACP00000013712
ENSTGUP00000013080	ENSGACP00000005279
ENSTGUP00000013080	ENSGACP00000023917
ENSTGUP00000004485	ENSGACP00000001625
ENSTGUP00000009895	ENSGACP00000010844
ENSTGUP00000002434	ENSGACP00000003016
ENSTGUP00000006731	ENSGACP00000004840
ENSTGUP00000011293	ENSGACP00000003120
ENSTGUP00000002217	ENSGACP00000022763
ENSTGUP00000011660	ENSGACP00000011452
ENSTGUP00000013322	ENSGACP00000018197
ENSTGUP00000013322	ENSGACP00000008589
ENSTGUP00000017599	ENSGACP00000010978
ENSTGUP00000007648	ENSGACP00000023740
ENSTGUP00000005390	ENSGACP00000011462
ENSTGUP00000005390	ENSGACP00000022643
ENSTGUP00000002751	ENSGACP00000020308
ENSTGUP00000002751	ENSGACP00000011353
ENSTGUP00000003521	ENSGACP00000011634
ENSTGUP00000003521	ENSGACP00000027095
ENSTGUP00000010050	ENSGACP00000011550
ENSTGUP00000001871	ENSGACP00000025278
ENSTGUP00000001871	ENSGACP00000021615
ENSTGUP00000008182	ENSGACP00000023419
ENSTGUP00000001566	ENSGACP00000023459
ENSTGUP00000002650	ENSGACP00000026494
ENSTGUP00000000600	ENSGACP00000027051
ENSTGUP00000012839	ENSGACP00000012605
ENSTGUP00000016167	ENSGACP00000024753
ENSTGUP00000000064	ENSGACP00000022379
ENSTGUP00000007654	ENSGACP00000021782
ENSTGUP00000009962	ENSGACP00000022778
ENSTGUP00000006896	ENSGACP00000000668
ENSTGUP00000013507	ENSGACP00000013915
ENSTGUP00000017867	ENSGACP00000015432
ENSTGUP00000017867	ENSGACP00000012755
ENSTGUP00000006430	ENSGACP00000002942
ENSTGUP00000003255	ENSGACP00000019004
ENSTGUP00000003255	ENSGACP00000013377
ENSTGUP00000012389	ENSGACP00000004612
ENSTGUP00000008702	ENSGACP00000014867
ENSTGUP00000006509	ENSGACP00000023748
ENSTGUP00000002707	ENSGACP00000020419
ENSTGUP00000004957	ENSGACP00000024783
ENSTGUP00000015405	ENSGACP00000024795
ENSTGUP00000010267	ENSGACP00000009662
ENSTGUP00000005586	ENSGACP00000019565
ENSTGUP00000004246	ENSGACP00000022127
ENSTGUP00000007216	ENSGACP00000003772
ENSTGUP00000001936	ENSGACP00000025824
ENSTGUP00000000103	ENSGACP00000024300
ENSTGUP00000000103	ENSGACP00000023427
ENSTGUP00000000535	ENSGACP00000024339
ENSTGUP00000005964	ENSGACP00000024118
ENSTGUP00000011884	ENSGACP00000004150
ENSTGUP00000007681	ENSGACP00000007216
ENSTGUP00000007681	ENSGACP00000026945
ENSTGUP00000001147	ENSGACP00000009785
ENSTGUP00000003575	ENSGACP00000023502
ENSTGUP00000013654	ENSGACP00000013074
ENSTGUP00000007993	ENSGACP00000024066
ENSTGUP00000007993	ENSGACP00000017728
ENSTGUP00000008941	ENSGACP00000002199
ENSTGUP00000000980	ENSGACP00000008992
ENSTGUP00000000980	ENSGACP00000023708
ENSTGUP00000015639	ENSGACP00000015930
ENSTGUP00000015639	ENSGACP00000005975
ENSTGUP00000016531	ENSGACP00000015910
ENSTGUP00000016531	ENSGACP00000005980
ENSTGUP00000004862	ENSGACP00000024782
ENSTGUP00000002818	ENSGACP00000021566
ENSTGUP00000000192	ENSGACP00000027413
ENSTGUP00000008798	ENSGACP00000020153
ENSTGUP00000013766	ENSGACP00000009853
ENSTGUP00000003190	ENSGACP00000013289
ENSTGUP00000008775	ENSGACP00000015074
ENSTGUP00000010956	ENSGACP00000019566
ENSTGUP00000001314	ENSGACP00000015717
ENSTGUP00000001314	ENSGACP00000000654
ENSTGUP00000006247	ENSGACP00000004645
ENSTGUP00000013516	ENSGACP00000012920
ENSTGUP00000001132	ENSGACP00000009814
ENSTGUP00000001132	ENSGACP00000011993
ENSTGUP00000015045	ENSGACP00000014277
ENSTGUP00000010412	ENSGACP00000025502
ENSTGUP00000010427	ENSGACP00000015208
ENSTGUP00000012048	ENSGACP00000006591
ENSTGUP00000003830	ENSGACP00000004769
ENSTGUP00000001973	ENSGACP00000005570
ENSTGUP00000004892	ENSGACP00000018939
ENSTGUP00000013003	ENSGACP00000018017
ENSTGUP00000007529	ENSGACP00000018922
ENSTGUP00000012446	ENSGACP00000001586
ENSTGUP00000012446	ENSGACP00000019536
ENSTGUP00000001294	ENSGACP00000005344
ENSTGUP00000009273	ENSGACP00000003851
ENSTGUP00000010138	ENSGACP00000018443
ENSTGUP00000011969	ENSGACP00000008154
ENSTGUP00000009087	ENSGACP00000012546
ENSTGUP00000011229	ENSGACP00000005836
ENSTGUP00000008646	ENSGACP00000008689
ENSTGUP00000012750	ENSGACP00000025467
ENSTGUP00000005789	ENSGACP00000013047
ENSTGUP00000012245	ENSGACP00000012044
ENSTGUP00000005042	ENSGACP00000007457
ENSTGUP00000005042	ENSGACP00000002040
ENSTGUP00000003967	ENSGACP00000025126
ENSTGUP00000004466	ENSGACP00000011182
ENSTGUP00000011359	ENSGACP00000013685
ENSTGUP00000006025	ENSGACP00000017217
ENSTGUP00000006025	ENSGACP00000006457
ENSTGUP00000000436	ENSGACP00000016787
ENSTGUP00000002002	ENSGACP00000012903
ENSTGUP00000006957	ENSGACP00000023430
ENSTGUP00000014338	ENSGACP00000015267
ENSTGUP00000014338	ENSGACP00000010388
ENSTGUP00000018194	ENSGACP00000012123
ENSTGUP00000018194	ENSGACP00000001808
ENSTGUP00000004551	ENSGACP00000015663
ENSTGUP00000015549	ENSGACP00000027506
ENSTGUP00000016332	ENSGACP00000026410
ENSTGUP00000008818	ENSGACP00000014718
ENSTGUP00000000366	ENSGACP00000026983
ENSTGUP00000003241	ENSGACP00000000637
ENSTGUP00000003241	ENSGACP00000013355
ENSTGUP00000012961	ENSGACP00000007903
ENSTGUP00000012961	ENSGACP00000009270
ENSTGUP00000004837	ENSGACP00000002982
ENSTGUP00000004384	ENSGACP00000000613
ENSTGUP00000012142	ENSGACP00000008010
ENSTGUP00000012142	ENSGACP00000013580
ENSTGUP00000003405	ENSGACP00000012210
ENSTGUP00000007318	ENSGACP00000015315
ENSTGUP00000000035	ENSGACP00000027359
ENSTGUP00000017571	ENSGACP00000014022
ENSTGUP00000017571	ENSGACP00000002464
ENSTGUP00000015692	ENSGACP00000023147
ENSTGUP00000000870	ENSGACP00000014149
ENSTGUP00000008988	ENSGACP00000005819
ENSTGUP00000008988	ENSGACP00000026045
ENSTGUP00000006899	ENSGACP00000013359
ENSTGUP00000015044	ENSGACP00000011279
ENSTGUP00000013895	ENSGACP00000020289
ENSTGUP00000001283	ENSGACP00000005330
ENSTGUP00000015798	ENSGACP00000015126
ENSTGUP00000004771	ENSGACP00000001060
ENSTGUP00000004771	ENSGACP00000012992
ENSTGUP00000002094	ENSGACP00000025361
ENSTGUP00000002004	ENSGACP00000021506
ENSTGUP00000013068	ENSGACP00000005289
ENSTGUP00000013068	ENSGACP00000011803
ENSTGUP00000014386	ENSGACP00000012435
ENSTGUP00000015254	ENSGACP00000005142
ENSTGUP00000015254	ENSGACP00000007447
ENSTGUP00000011497	ENSGACP00000013332
ENSTGUP00000011497	ENSGACP00000018278
ENSTGUP00000012507	ENSGACP00000020304
ENSTGUP00000002557	ENSGACP00000000638
ENSTGUP00000003188	ENSGACP00000010768
ENSTGUP00000006143	ENSGACP00000009282
ENSTGUP00000009648	ENSGACP00000007669
ENSTGUP00000013270	ENSGACP00000008638
ENSTGUP00000005550	ENSGACP00000013678
ENSTGUP00000000853	ENSGACP00000004276
ENSTGUP00000002952	ENSGACP00000020956
ENSTGUP00000000279	ENSGACP00000012102
ENSTGUP00000010315	ENSGACP00000020009
ENSTGUP00000010437	ENSGACP00000006226
ENSTGUP00000010437	ENSGACP00000020381
ENSTGUP00000006582	ENSGACP00000008184
ENSTGUP00000006272	ENSGACP00000023437
ENSTGUP00000010604	ENSGACP00000012363
ENSTGUP00000006744	ENSGACP00000016562
ENSTGUP00000006744	ENSGACP00000025075
ENSTGUP00000013930	ENSGACP00000004707
ENSTGUP00000006732	ENSGACP00000011723
ENSTGUP00000006732	ENSGACP00000002924
ENSTGUP00000010691	ENSGACP00000006961
ENSTGUP00000012199	ENSGACP00000009716
ENSTGUP00000017543	ENSGACP00000008523
ENSTGUP00000009283	ENSGACP00000007569
ENSTGUP00000006186	ENSGACP00000004602
ENSTGUP00000011465	ENSGACP00000004136
ENSTGUP00000008229	ENSGACP00000021342
ENSTGUP00000007560	ENSGACP00000027345
ENSTGUP00000002147	ENSGACP00000010866
ENSTGUP00000000187	ENSGACP00000024055
ENSTGUP00000000047	ENSGACP00000026575
ENSTGUP00000017655	ENSGACP00000005530
ENSTGUP00000007973	ENSGACP00000019225
ENSTGUP00000013389	ENSGACP00000011106
ENSTGUP00000008735	ENSGACP00000018513
ENSTGUP00000008735	ENSGACP00000020555
ENSTGUP00000001747	ENSGACP00000024156
ENSTGUP00000001450	ENSGACP00000027415
ENSTGUP00000011934	ENSGACP00000015201
ENSTGUP00000011409	ENSGACP00000002813
ENSTGUP00000009949	ENSGACP00000007781
ENSTGUP00000009949	ENSGACP00000008111
ENSTGUP00000009014	ENSGACP00000017465
ENSTGUP00000009014	ENSGACP00000019617
ENSTGUP00000000691	ENSGACP00000013569
ENSTGUP00000000691	ENSGACP00000020509
ENSTGUP00000004169	ENSGACP00000023070
ENSTGUP00000011639	ENSGACP00000017218
ENSTGUP00000011639	ENSGACP00000007854
ENSTGUP00000010053	ENSGACP00000021322
ENSTGUP00000017007	ENSGACP00000006796
ENSTGUP00000004380	ENSGACP00000006741
ENSTGUP00000007922	ENSGACP00000010343
ENSTGUP00000005432	ENSGACP00000014020
ENSTGUP00000010581	ENSGACP00000005684
ENSTGUP00000000076	ENSGACP00000024380
ENSTGUP00000006693	ENSGACP00000000783
ENSTGUP00000001142	ENSGACP00000000485
ENSTGUP00000005662	ENSGACP00000005440
ENSTGUP00000001502	ENSGACP00000005472
ENSTGUP00000009117	ENSGACP00000020277
ENSTGUP00000009124	ENSGACP00000014662
ENSTGUP00000010804	ENSGACP00000002167
ENSTGUP00000007866	ENSGACP00000011201
ENSTGUP00000009777	ENSGACP00000018511
ENSTGUP00000004527	ENSGACP00000019200
ENSTGUP00000008365	ENSGACP00000006831
ENSTGUP00000000417	ENSGACP00000011389
ENSTGUP00000000417	ENSGACP00000020478
ENSTGUP00000003068	ENSGACP00000020888
ENSTGUP00000011856	ENSGACP00000014622
ENSTGUP00000005391	ENSGACP00000005097
ENSTGUP00000005286	ENSGACP00000020324
ENSTGUP00000006079	ENSGACP00000007882
ENSTGUP00000004699	ENSGACP00000023299
ENSTGUP00000001711	ENSGACP00000011600
ENSTGUP00000006336	ENSGACP00000020884
ENSTGUP00000006336	ENSGACP00000008112
ENSTGUP00000007059	ENSGACP00000022280
ENSTGUP00000007359	ENSGACP00000004250
ENSTGUP00000001410	ENSGACP00000027587
ENSTGUP00000013433	ENSGACP00000017183
ENSTGUP00000012498	ENSGACP00000006108
ENSTGUP00000012498	ENSGACP00000006862
ENSTGUP00000005837	ENSGACP00000021943
ENSTGUP00000008153	ENSGACP00000006821
ENSTGUP00000000285	ENSGACP00000004406
ENSTGUP00000001516	ENSGACP00000024020
ENSTGUP00000001776	ENSGACP00000024147
ENSTGUP00000015944	ENSGACP00000027418
ENSTGUP00000005872	ENSGACP00000000106
ENSTGUP00000012485	ENSGACP00000013692
ENSTGUP00000010413	ENSGACP00000003807
ENSTGUP00000009473	ENSGACP00000011883
ENSTGUP00000006376	ENSGACP00000013233
ENSTGUP00000017714	ENSGACP00000000468
ENSTGUP00000010166	ENSGACP00000004476
ENSTGUP00000010166	ENSGACP00000015723
ENSTGUP00000005454	ENSGACP00000025000
ENSTGUP00000002196	ENSGACP00000013789
ENSTGUP00000002196	ENSGACP00000025896
ENSTGUP00000013559	ENSGACP00000015687
ENSTGUP00000001988	ENSGACP00000006622
ENSTGUP00000004773	ENSGACP00000015580
ENSTGUP00000004410	ENSGACP00000001598
ENSTGUP00000004377	ENSGACP00000001152
ENSTGUP00000009455	ENSGACP00000006366
ENSTGUP00000009455	ENSGACP00000022518
ENSTGUP00000010101	ENSGACP00000009074
ENSTGUP00000010101	ENSGACP00000021387
ENSTGUP00000007658	ENSGACP00000020574
ENSTGUP00000007658	ENSGACP00000003950
ENSTGUP00000000796	ENSGACP00000011572
ENSTGUP00000008919	ENSGACP00000009014
ENSTGUP00000013127	ENSGACP00000006201
ENSTGUP00000004589	ENSGACP00000000627
ENSTGUP00000010645	ENSGACP00000022872
ENSTGUP00000005616	ENSGACP00000014205
ENSTGUP00000011231	ENSGACP00000013966
ENSTGUP00000008839	ENSGACP00000000877
ENSTGUP00000010360	ENSGACP00000006212
ENSTGUP00000013115	ENSGACP00000007039
ENSTGUP00000001781	ENSGACP00000007368
ENSTGUP00000012224	ENSGACP00000008982
ENSTGUP00000001126	ENSGACP00000017993
ENSTGUP00000013742	ENSGACP00000010947
ENSTGUP00000008983	ENSGACP00000002115
ENSTGUP00000008983	ENSGACP00000013400
ENSTGUP00000011253	ENSGACP00000023693
ENSTGUP00000005885	ENSGACP00000022054
ENSTGUP00000005885	ENSGACP00000002594
ENSTGUP00000000948	ENSGACP00000017500
ENSTGUP00000010034	ENSGACP00000000325
ENSTGUP00000010034	ENSGACP00000009862
ENSTGUP00000007505	ENSGACP00000027023
ENSTGUP00000012508	ENSGACP00000011786
ENSTGUP00000002971	ENSGACP00000009377
ENSTGUP00000002971	ENSGACP00000011012
ENSTGUP00000015243	ENSGACP00000005151
ENSTGUP00000002719	ENSGACP00000022676
ENSTGUP00000002719	ENSGACP00000027037
ENSTGUP00000000898	ENSGACP00000003095
ENSTGUP00000005594	ENSGACP00000007825
ENSTGUP00000011924	ENSGACP00000014481
ENSTGUP00000009619	ENSGACP00000002697
ENSTGUP00000003393	ENSGACP00000017167
ENSTGUP00000003393	ENSGACP00000006575
ENSTGUP00000000189	ENSGACP00000002639
ENSTGUP00000004806	ENSGACP00000026012
ENSTGUP00000001063	ENSGACP00000011815
ENSTGUP00000005285	ENSGACP00000009143
ENSTGUP00000002621	ENSGACP00000024523
ENSTGUP00000012953	ENSGACP00000014423
ENSTGUP00000010237	ENSGACP00000003094
ENSTGUP00000012108	ENSGACP00000025223
ENSTGUP00000017750	ENSGACP00000014464
ENSTGUP00000001902	ENSGACP00000000471
ENSTGUP00000005547	ENSGACP00000025005
ENSTGUP00000010234	ENSGACP00000015660
ENSTGUP00000008250	ENSGACP00000014873
ENSTGUP00000017608	ENSGACP00000009739
ENSTGUP00000011218	ENSGACP00000025408
ENSTGUP00000009336	ENSGACP00000012314
ENSTGUP00000000008	ENSGACP00000025167
ENSTGUP00000005072	ENSGACP00000018302
ENSTGUP00000009360	ENSGACP00000003793
ENSTGUP00000005704	ENSGACP00000005399
ENSTGUP00000004265	ENSGACP00000015807
ENSTGUP00000011123	ENSGACP00000004692
ENSTGUP00000000857	ENSGACP00000014168
ENSTGUP00000008251	ENSGACP00000018409
ENSTGUP00000002787	ENSGACP00000013281
ENSTGUP00000006184	ENSGACP00000005249
ENSTGUP00000009635	ENSGACP00000022867
ENSTGUP00000012770	ENSGACP00000000803
ENSTGUP00000002626	ENSGACP00000017126
ENSTGUP00000012581	ENSGACP00000013845
ENSTGUP00000012581	ENSGACP00000013876
ENSTGUP00000012581	ENSGACP00000010100
ENSTGUP00000003890	ENSGACP00000027536
ENSTGUP00000010355	ENSGACP00000001069
ENSTGUP00000007080	ENSGACP00000021234
ENSTGUP00000017594	ENSGACP00000017727
ENSTGUP00000017594	ENSGACP00000005203
ENSTGUP00000011185	ENSGACP00000014685
ENSTGUP00000011185	ENSGACP00000015178
ENSTGUP00000017627	ENSGACP00000018151
ENSTGUP00000017627	ENSGACP00000003415
ENSTGUP00000002596	ENSGACP00000011552
ENSTGUP00000007146	ENSGACP00000007327
ENSTGUP00000005059	ENSGACP00000022960
ENSTGUP00000013598	ENSGACP00000012229
ENSTGUP00000001653	ENSGACP00000003027
ENSTGUP00000015212	ENSGACP00000021850
ENSTGUP00000013760	ENSGACP00000010964
ENSTGUP00000009296	ENSGACP00000019111
ENSTGUP00000006383	ENSGACP00000013243
ENSTGUP00000011853	ENSGACP00000002428
ENSTGUP00000005008	ENSGACP00000023232
ENSTGUP00000009939	ENSGACP00000015242
ENSTGUP00000013146	ENSGACP00000008017
ENSTGUP00000013145	ENSGACP00000008014
ENSTGUP00000002179	ENSGACP00000010278
ENSTGUP00000001338	ENSGACP00000027612
ENSTGUP00000001471	ENSGACP00000000127
ENSTGUP00000010819	ENSGACP00000018650
ENSTGUP00000013926	ENSGACP00000004819
ENSTGUP00000004938	ENSGACP00000018977
ENSTGUP00000004752	ENSGACP00000007813
ENSTGUP00000009865	ENSGACP00000011788
ENSTGUP00000009012	ENSGACP00000005480
ENSTGUP00000011011	ENSGACP00000006126
ENSTGUP00000012496	ENSGACP00000007811
ENSTGUP00000002985	ENSGACP00000005715
ENSTGUP00000011324	ENSGACP00000008814
ENSTGUP00000015528	ENSGACP00000024276
ENSTGUP00000017572	ENSGACP00000014013
ENSTGUP00000009711	ENSGACP00000019651
ENSTGUP00000012551	ENSGACP00000013754
ENSTGUP00000010431	ENSGACP00000015038
ENSTGUP00000007411	ENSGACP00000011811
ENSTGUP00000012209	ENSGACP00000006703
ENSTGUP00000008632	ENSGACP00000017237
ENSTGUP00000017779	ENSGACP00000001362
ENSTGUP00000008589	ENSGACP00000026511
ENSTGUP00000008589	ENSGACP00000013426
ENSTGUP00000010892	ENSGACP00000002148
ENSTGUP00000010892	ENSGACP00000003901
ENSTGUP00000001406	ENSGACP00000027588
ENSTGUP00000013848	ENSGACP00000014943
ENSTGUP00000000385	ENSGACP00000022210
ENSTGUP00000004654	ENSGACP00000003099
ENSTGUP00000001744	ENSGACP00000022821
ENSTGUP00000010194	ENSGACP00000009183
ENSTGUP00000006115	ENSGACP00000006045
ENSTGUP00000007035	ENSGACP00000004590
ENSTGUP00000006266	ENSGACP00000004142
ENSTGUP00000007957	ENSGACP00000005621
ENSTGUP00000000070	ENSGACP00000001952
ENSTGUP00000008107	ENSGACP00000006835
ENSTGUP00000007976	ENSGACP00000026432
ENSTGUP00000001422	ENSGACP00000000443
ENSTGUP00000009077	ENSGACP00000011166
ENSTGUP00000009077	ENSGACP00000022921
ENSTGUP00000011910	ENSGACP00000004120
ENSTGUP00000000989	ENSGACP00000007637
ENSTGUP00000013558	ENSGACP00000004972
ENSTGUP00000001762	ENSGACP00000010688
ENSTGUP00000007513	ENSGACP00000013878
ENSTGUP00000011358	ENSGACP00000022649
ENSTGUP00000000953	ENSGACP00000009663
ENSTGUP00000004060	ENSGACP00000002147
ENSTGUP00000007038	ENSGACP00000026768
ENSTGUP00000006875	ENSGACP00000015774
ENSTGUP00000011290	ENSGACP00000022417
ENSTGUP00000002212	ENSGACP00000006090
ENSTGUP00000010538	ENSGACP00000009205
ENSTGUP00000010538	ENSGACP00000022633
ENSTGUP00000006919	ENSGACP00000009038
ENSTGUP00000003784	ENSGACP00000004807
ENSTGUP00000008693	ENSGACP00000014864
ENSTGUP00000013915	ENSGACP00000019016
ENSTGUP00000013917	ENSGACP00000005004
ENSTGUP00000005316	ENSGACP00000007297
ENSTGUP00000008937	ENSGACP00000014693
ENSTGUP00000010851	ENSGACP00000017566
ENSTGUP00000010851	ENSGACP00000005870
ENSTGUP00000015597	ENSGACP00000009849
ENSTGUP00000008984	ENSGACP00000002988
ENSTGUP00000008466	ENSGACP00000025473
ENSTGUP00000004168	ENSGACP00000018525
ENSTGUP00000013482	ENSGACP00000015581
ENSTGUP00000004194	ENSGACP00000005586
ENSTGUP00000001588	ENSGACP00000018089
ENSTGUP00000012128	ENSGACP00000008044
ENSTGUP00000012279	ENSGACP00000002960
ENSTGUP00000005516	ENSGACP00000016785
ENSTGUP00000012955	ENSGACP00000017476
ENSTGUP00000007934	ENSGACP00000017803
ENSTGUP00000007934	ENSGACP00000021471
ENSTGUP00000011087	ENSGACP00000012553
ENSTGUP00000004962	ENSGACP00000004852
ENSTGUP00000011236	ENSGACP00000025297
ENSTGUP00000010040	ENSGACP00000022337
ENSTGUP00000002015	ENSGACP00000022831
ENSTGUP00000003451	ENSGACP00000023071
ENSTGUP00000006217	ENSGACP00000027272
ENSTGUP00000012029	ENSGACP00000003674
ENSTGUP00000002732	ENSGACP00000020310
ENSTGUP00000002732	ENSGACP00000011359
ENSTGUP00000008903	ENSGACP00000020843
ENSTGUP00000010999	ENSGACP00000021706
ENSTGUP00000000029	ENSGACP00000023954
ENSTGUP00000009164	ENSGACP00000026198
ENSTGUP00000005120	ENSGACP00000004328
ENSTGUP00000005120	ENSGACP00000021115
ENSTGUP00000010586	ENSGACP00000007831
ENSTGUP00000002755	ENSGACP00000007310
ENSTGUP00000016045	ENSGACP00000009244
ENSTGUP00000004872	ENSGACP00000020449
ENSTGUP00000007984	ENSGACP00000026431
ENSTGUP00000002691	ENSGACP00000022645
ENSTGUP00000007349	ENSGACP00000008929
