ENSDARP00000074624	ENSMODP00000016222
ENSDARP00000122112	ENSMODP00000002268
ENSDARP00000085966	ENSMODP00000033852
ENSDARP00000078148	ENSMODP00000033852
ENSDARP00000089604	ENSMODP00000012204
ENSDARP00000121254	ENSMODP00000012204
ENSDARP00000032940	ENSMODP00000019477
ENSDARP00000073910	ENSMODP00000009679
ENSDARP00000115419	ENSMODP00000037070
ENSDARP00000109736	ENSMODP00000026793
ENSDARP00000093662	ENSMODP00000013501
ENSDARP00000121626	ENSMODP00000007285
ENSDARP00000057866	ENSMODP00000014942
ENSDARP00000070580	ENSMODP00000019529
ENSDARP00000129510	ENSMODP00000022314
ENSDARP00000047895	ENSMODP00000010391
ENSDARP00000120021	ENSMODP00000010391
ENSDARP00000091395	ENSMODP00000022783
ENSDARP00000098890	ENSMODP00000006646
ENSDARP00000074512	ENSMODP00000022543
ENSDARP00000121706	ENSMODP00000022543
ENSDARP00000078889	ENSMODP00000016502
ENSDARP00000102277	ENSMODP00000016502
ENSDARP00000086172	ENSMODP00000014738
ENSDARP00000098718	ENSMODP00000035593
ENSDARP00000114663	ENSMODP00000008768
ENSDARP00000125954	ENSMODP00000000980
ENSDARP00000114939	ENSMODP00000025824
ENSDARP00000091972	ENSMODP00000022198
ENSDARP00000098087	ENSMODP00000024262
ENSDARP00000115423	ENSMODP00000037910
ENSDARP00000077321	ENSMODP00000009347
ENSDARP00000094372	ENSMODP00000026857
ENSDARP00000064026	ENSMODP00000020173
ENSDARP00000005085	ENSMODP00000017698
ENSDARP00000071771	ENSMODP00000003066
ENSDARP00000105125	ENSMODP00000022677
ENSDARP00000038588	ENSMODP00000000573
ENSDARP00000092401	ENSMODP00000026042
ENSDARP00000066758	ENSMODP00000002568
ENSDARP00000090595	ENSMODP00000030466
ENSDARP00000123832	ENSMODP00000028496
ENSDARP00000071871	ENSMODP00000028496
ENSDARP00000014968	ENSMODP00000025295
ENSDARP00000127594	ENSMODP00000040249
ENSDARP00000071589	ENSMODP00000020618
ENSDARP00000045582	ENSMODP00000018323
ENSDARP00000116176	ENSMODP00000011583
ENSDARP00000000004	ENSMODP00000022584
ENSDARP00000084629	ENSMODP00000031583
ENSDARP00000076420	ENSMODP00000012587
ENSDARP00000058776	ENSMODP00000022830
ENSDARP00000031200	ENSMODP00000019328
ENSDARP00000040700	ENSMODP00000010747
ENSDARP00000089186	ENSMODP00000010747
ENSDARP00000045244	ENSMODP00000022570
ENSDARP00000118972	ENSMODP00000005573
ENSDARP00000009928	ENSMODP00000005181
ENSDARP00000117791	ENSMODP00000023492
ENSDARP00000007990	ENSMODP00000022320
ENSDARP00000076787	ENSMODP00000012905
ENSDARP00000123798	ENSMODP00000020538
ENSDARP00000028710	ENSMODP00000023494
ENSDARP00000126878	ENSMODP00000007206
ENSDARP00000102873	ENSMODP00000007658
ENSDARP00000072256	ENSMODP00000007658
ENSDARP00000026757	ENSMODP00000019917
ENSDARP00000128498	ENSMODP00000014818
ENSDARP00000122574	ENSMODP00000001348
ENSDARP00000100773	ENSMODP00000017716
ENSDARP00000082128	ENSMODP00000017716
ENSDARP00000023050	ENSMODP00000005415
ENSDARP00000084260	ENSMODP00000018843
ENSDARP00000021474	ENSMODP00000013520
ENSDARP00000093602	ENSMODP00000021426
ENSDARP00000075077	ENSMODP00000022621
ENSDARP00000073773	ENSMODP00000014282
ENSDARP00000025140	ENSMODP00000000527
ENSDARP00000070982	ENSMODP00000009234
ENSDARP00000127668	ENSMODP00000018720
ENSDARP00000126061	ENSMODP00000025583
ENSDARP00000026697	ENSMODP00000033769
ENSDARP00000118737	ENSMODP00000015346
ENSDARP00000046879	ENSMODP00000039908
ENSDARP00000111622	ENSMODP00000004099
ENSDARP00000071970	ENSMODP00000006931
ENSDARP00000101294	ENSMODP00000023180
ENSDARP00000127688	ENSMODP00000023180
ENSDARP00000050444	ENSMODP00000001342
ENSDARP00000101218	ENSMODP00000001342
ENSDARP00000101787	ENSMODP00000032390
ENSDARP00000115995	ENSMODP00000006350
ENSDARP00000100117	ENSMODP00000000396
ENSDARP00000068272	ENSMODP00000000396
ENSDARP00000121946	ENSMODP00000008545
ENSDARP00000093333	ENSMODP00000009711
ENSDARP00000015325	ENSMODP00000004776
ENSDARP00000109921	ENSMODP00000028686
ENSDARP00000019930	ENSMODP00000006606
ENSDARP00000057621	ENSMODP00000005294
ENSDARP00000028496	ENSMODP00000013045
ENSDARP00000019194	ENSMODP00000011352
ENSDARP00000120742	ENSMODP00000006501
ENSDARP00000094621	ENSMODP00000011852
ENSDARP00000037871	ENSMODP00000039132
ENSDARP00000059365	ENSMODP00000039132
ENSDARP00000011271	ENSMODP00000022162
ENSDARP00000108842	ENSMODP00000034639
ENSDARP00000085223	ENSMODP00000021111
ENSDARP00000113546	ENSMODP00000021111
ENSDARP00000099657	ENSMODP00000026057
ENSDARP00000109589	ENSMODP00000016249
ENSDARP00000053595	ENSMODP00000024628
ENSDARP00000011289	ENSMODP00000021299
ENSDARP00000031172	ENSMODP00000011450
ENSDARP00000058935	ENSMODP00000011450
ENSDARP00000105358	ENSMODP00000005514
ENSDARP00000048022	ENSMODP00000022967
ENSDARP00000006267	ENSMODP00000022967
ENSDARP00000115425	ENSMODP00000018335
ENSDARP00000113191	ENSMODP00000018335
ENSDARP00000121393	ENSMODP00000014162
ENSDARP00000068385	ENSMODP00000038772
ENSDARP00000106817	ENSMODP00000004930
ENSDARP00000103186	ENSMODP00000022648
ENSDARP00000122775	ENSMODP00000007656
ENSDARP00000127267	ENSMODP00000012236
ENSDARP00000093281	ENSMODP00000023567
ENSDARP00000127821	ENSMODP00000023567
ENSDARP00000119878	ENSMODP00000011739
ENSDARP00000116232	ENSMODP00000009725
ENSDARP00000053075	ENSMODP00000011444
ENSDARP00000011292	ENSMODP00000000791
ENSDARP00000094733	ENSMODP00000007665
ENSDARP00000108265	ENSMODP00000016797
ENSDARP00000048182	ENSMODP00000013686
ENSDARP00000012201	ENSMODP00000013686
ENSDARP00000090967	ENSMODP00000018496
ENSDARP00000123512	ENSMODP00000018496
ENSDARP00000109996	ENSMODP00000006345
ENSDARP00000074492	ENSMODP00000016596
ENSDARP00000107565	ENSMODP00000017830
ENSDARP00000084834	ENSMODP00000039008
ENSDARP00000072130	ENSMODP00000012361
ENSDARP00000095128	ENSMODP00000012361
ENSDARP00000119407	ENSMODP00000010132
ENSDARP00000127908	ENSMODP00000010132
ENSDARP00000124236	ENSMODP00000019624
ENSDARP00000106093	ENSMODP00000019624
ENSDARP00000122495	ENSMODP00000029521
ENSDARP00000073490	ENSMODP00000028518
ENSDARP00000126312	ENSMODP00000019885
ENSDARP00000102007	ENSMODP00000019885
ENSDARP00000087318	ENSMODP00000009492
ENSDARP00000127541	ENSMODP00000009492
ENSDARP00000109716	ENSMODP00000024401
ENSDARP00000121537	ENSMODP00000037713
ENSDARP00000075786	ENSMODP00000008297
ENSDARP00000043865	ENSMODP00000041050
ENSDARP00000124331	ENSMODP00000015411
ENSDARP00000104082	ENSMODP00000015319
ENSDARP00000074744	ENSMODP00000015319
ENSDARP00000102655	ENSMODP00000016412
ENSDARP00000065330	ENSMODP00000020476
ENSDARP00000113388	ENSMODP00000007520
ENSDARP00000119304	ENSMODP00000016920
ENSDARP00000110658	ENSMODP00000010465
ENSDARP00000128983	ENSMODP00000037611
ENSDARP00000062840	ENSMODP00000027434
ENSDARP00000127571	ENSMODP00000027434
ENSDARP00000103111	ENSMODP00000019658
ENSDARP00000098230	ENSMODP00000009371
ENSDARP00000049176	ENSMODP00000023057
ENSDARP00000042254	ENSMODP00000023057
ENSDARP00000012152	ENSMODP00000024083
ENSDARP00000106650	ENSMODP00000000697
ENSDARP00000041396	ENSMODP00000003756
ENSDARP00000056868	ENSMODP00000007149
ENSDARP00000038667	ENSMODP00000007149
ENSDARP00000019390	ENSMODP00000022846
ENSDARP00000084821	ENSMODP00000007465
ENSDARP00000003519	ENSMODP00000001066
ENSDARP00000014732	ENSMODP00000023845
ENSDARP00000003991	ENSMODP00000022903
ENSDARP00000070661	ENSMODP00000035218
ENSDARP00000123328	ENSMODP00000038829
ENSDARP00000082295	ENSMODP00000032819
ENSDARP00000128656	ENSMODP00000026080
ENSDARP00000104876	ENSMODP00000011996
ENSDARP00000072078	ENSMODP00000002644
ENSDARP00000094504	ENSMODP00000023968
ENSDARP00000074257	ENSMODP00000023159
ENSDARP00000107517	ENSMODP00000012617
ENSDARP00000029427	ENSMODP00000004167
ENSDARP00000110675	ENSMODP00000008127
ENSDARP00000049009	ENSMODP00000021102
ENSDARP00000046526	ENSMODP00000022295
ENSDARP00000127387	ENSMODP00000009523
ENSDARP00000093332	ENSMODP00000007529
ENSDARP00000050849	ENSMODP00000006828
ENSDARP00000113661	ENSMODP00000000973
ENSDARP00000112226	ENSMODP00000000973
ENSDARP00000111960	ENSMODP00000021586
ENSDARP00000024846	ENSMODP00000009022
ENSDARP00000012411	ENSMODP00000024816
ENSDARP00000094810	ENSMODP00000026685
ENSDARP00000083866	ENSMODP00000024160
ENSDARP00000083861	ENSMODP00000024160
ENSDARP00000007655	ENSMODP00000019294
ENSDARP00000094772	ENSMODP00000003329
ENSDARP00000103094	ENSMODP00000015764
ENSDARP00000065138	ENSMODP00000014783
ENSDARP00000051185	ENSMODP00000016827
ENSDARP00000101129	ENSMODP00000018754
ENSDARP00000109285	ENSMODP00000016996
ENSDARP00000067447	ENSMODP00000018312
ENSDARP00000018064	ENSMODP00000008873
ENSDARP00000074190	ENSMODP00000019727
ENSDARP00000021253	ENSMODP00000020529
ENSDARP00000054822	ENSMODP00000009731
ENSDARP00000081199	ENSMODP00000019213
ENSDARP00000094802	ENSMODP00000021938
ENSDARP00000077256	ENSMODP00000020250
ENSDARP00000073752	ENSMODP00000006799
ENSDARP00000113323	ENSMODP00000006799
ENSDARP00000100116	ENSMODP00000023145
ENSDARP00000091365	ENSMODP00000022854
ENSDARP00000103524	ENSMODP00000013163
ENSDARP00000116609	ENSMODP00000012554
ENSDARP00000013759	ENSMODP00000024290
ENSDARP00000016201	ENSMODP00000009668
ENSDARP00000039879	ENSMODP00000037418
ENSDARP00000041608	ENSMODP00000005706
ENSDARP00000037712	ENSMODP00000004028
ENSDARP00000061913	ENSMODP00000020931
ENSDARP00000017895	ENSMODP00000032325
ENSDARP00000020770	ENSMODP00000032325
ENSDARP00000104466	ENSMODP00000013118
ENSDARP00000070824	ENSMODP00000023956
ENSDARP00000032264	ENSMODP00000015702
ENSDARP00000115900	ENSMODP00000015702
ENSDARP00000041713	ENSMODP00000018616
ENSDARP00000020867	ENSMODP00000018616
ENSDARP00000087620	ENSMODP00000017313
ENSDARP00000021697	ENSMODP00000017313
ENSDARP00000117820	ENSMODP00000009360
ENSDARP00000100590	ENSMODP00000009360
ENSDARP00000111996	ENSMODP00000002937
ENSDARP00000122091	ENSMODP00000021497
ENSDARP00000076045	ENSMODP00000022964
ENSDARP00000018618	ENSMODP00000026023
ENSDARP00000118078	ENSMODP00000026023
ENSDARP00000109278	ENSMODP00000019422
ENSDARP00000112460	ENSMODP00000002256
ENSDARP00000100101	ENSMODP00000032861
ENSDARP00000092445	ENSMODP00000000186
ENSDARP00000092429	ENSMODP00000001131
ENSDARP00000052384	ENSMODP00000008312
ENSDARP00000067158	ENSMODP00000008312
ENSDARP00000012808	ENSMODP00000002898
ENSDARP00000107633	ENSMODP00000018904
ENSDARP00000105160	ENSMODP00000005860
ENSDARP00000109436	ENSMODP00000003624
ENSDARP00000011293	ENSMODP00000022451
ENSDARP00000124325	ENSMODP00000016383
ENSDARP00000043677	ENSMODP00000016383
ENSDARP00000016209	ENSMODP00000013113
ENSDARP00000108294	ENSMODP00000036781
ENSDARP00000055427	ENSMODP00000036781
ENSDARP00000095582	ENSMODP00000011965
ENSDARP00000127727	ENSMODP00000011965
ENSDARP00000066052	ENSMODP00000002597
ENSDARP00000023564	ENSMODP00000013261
ENSDARP00000104051	ENSMODP00000038268
ENSDARP00000109556	ENSMODP00000020530
ENSDARP00000097371	ENSMODP00000025440
ENSDARP00000077625	ENSMODP00000036209
ENSDARP00000054625	ENSMODP00000013319
ENSDARP00000051663	ENSMODP00000017946
ENSDARP00000090052	ENSMODP00000017800
ENSDARP00000097487	ENSMODP00000025750
ENSDARP00000127272	ENSMODP00000000418
ENSDARP00000058762	ENSMODP00000023657
ENSDARP00000083666	ENSMODP00000003236
ENSDARP00000090007	ENSMODP00000006339
ENSDARP00000099863	ENSMODP00000010824
ENSDARP00000097836	ENSMODP00000009961
ENSDARP00000103132	ENSMODP00000009961
ENSDARP00000050017	ENSMODP00000017678
ENSDARP00000020679	ENSMODP00000017481
ENSDARP00000058869	ENSMODP00000021054
ENSDARP00000015966	ENSMODP00000030235
ENSDARP00000104446	ENSMODP00000002004
ENSDARP00000025803	ENSMODP00000002004
ENSDARP00000068305	ENSMODP00000035395
ENSDARP00000043290	ENSMODP00000032196
ENSDARP00000092347	ENSMODP00000024127
ENSDARP00000116412	ENSMODP00000024127
ENSDARP00000107579	ENSMODP00000033908
ENSDARP00000012943	ENSMODP00000033908
ENSDARP00000012577	ENSMODP00000021350
ENSDARP00000050216	ENSMODP00000021350
ENSDARP00000068559	ENSMODP00000006894
ENSDARP00000105953	ENSMODP00000037078
ENSDARP00000125884	ENSMODP00000017312
ENSDARP00000024810	ENSMODP00000037951
ENSDARP00000035593	ENSMODP00000009275
ENSDARP00000027152	ENSMODP00000022752
ENSDARP00000128691	ENSMODP00000021178
ENSDARP00000108392	ENSMODP00000024819
ENSDARP00000116173	ENSMODP00000036771
ENSDARP00000110667	ENSMODP00000012203
ENSDARP00000023794	ENSMODP00000000907
ENSDARP00000058728	ENSMODP00000000907
ENSDARP00000114402	ENSMODP00000013468
ENSDARP00000080768	ENSMODP00000013468
ENSDARP00000058092	ENSMODP00000017492
ENSDARP00000009785	ENSMODP00000017492
ENSDARP00000110600	ENSMODP00000009700
ENSDARP00000099510	ENSMODP00000003515
ENSDARP00000129200	ENSMODP00000024280
ENSDARP00000062907	ENSMODP00000023745
ENSDARP00000002367	ENSMODP00000031624
ENSDARP00000117664	ENSMODP00000002800
ENSDARP00000127227	ENSMODP00000002800
ENSDARP00000012869	ENSMODP00000028428
ENSDARP00000006838	ENSMODP00000000114
ENSDARP00000113944	ENSMODP00000000114
ENSDARP00000107021	ENSMODP00000015872
ENSDARP00000022331	ENSMODP00000036012
ENSDARP00000083997	ENSMODP00000036012
ENSDARP00000101964	ENSMODP00000012021
ENSDARP00000097114	ENSMODP00000001370
ENSDARP00000109570	ENSMODP00000002441
ENSDARP00000098667	ENSMODP00000000741
ENSDARP00000113730	ENSMODP00000010072
ENSDARP00000120826	ENSMODP00000012052
ENSDARP00000071465	ENSMODP00000010141
ENSDARP00000098627	ENSMODP00000022310
ENSDARP00000115969	ENSMODP00000034350
ENSDARP00000007237	ENSMODP00000002477
ENSDARP00000113995	ENSMODP00000009106
ENSDARP00000121746	ENSMODP00000014850
ENSDARP00000105895	ENSMODP00000027603
ENSDARP00000115355	ENSMODP00000038176
ENSDARP00000009986	ENSMODP00000010203
ENSDARP00000080406	ENSMODP00000017470
ENSDARP00000091924	ENSMODP00000021535
ENSDARP00000008140	ENSMODP00000013260
ENSDARP00000047072	ENSMODP00000033015
ENSDARP00000115525	ENSMODP00000033015
ENSDARP00000111506	ENSMODP00000009387
ENSDARP00000115217	ENSMODP00000012275
ENSDARP00000110113	ENSMODP00000019009
ENSDARP00000030881	ENSMODP00000005715
ENSDARP00000115067	ENSMODP00000002463
ENSDARP00000001793	ENSMODP00000002463
ENSDARP00000098590	ENSMODP00000021710
ENSDARP00000082673	ENSMODP00000012392
ENSDARP00000063095	ENSMODP00000012392
ENSDARP00000105722	ENSMODP00000001604
ENSDARP00000084762	ENSMODP00000023367
ENSDARP00000085876	ENSMODP00000023367
ENSDARP00000091083	ENSMODP00000031085
ENSDARP00000052551	ENSMODP00000036939
ENSDARP00000081313	ENSMODP00000020479
ENSDARP00000073595	ENSMODP00000007129
ENSDARP00000051413	ENSMODP00000016595
ENSDARP00000118711	ENSMODP00000001638
ENSDARP00000105614	ENSMODP00000001638
ENSDARP00000084170	ENSMODP00000017712
ENSDARP00000012950	ENSMODP00000008436
ENSDARP00000085993	ENSMODP00000005879
ENSDARP00000100420	ENSMODP00000022055
ENSDARP00000097792	ENSMODP00000022055
ENSDARP00000128169	ENSMODP00000001554
ENSDARP00000111268	ENSMODP00000031019
ENSDARP00000073887	ENSMODP00000031019
ENSDARP00000107305	ENSMODP00000015259
ENSDARP00000073632	ENSMODP00000005650
ENSDARP00000102997	ENSMODP00000005650
ENSDARP00000082444	ENSMODP00000003290
ENSDARP00000107355	ENSMODP00000011933
ENSDARP00000079959	ENSMODP00000019199
ENSDARP00000080136	ENSMODP00000019847
ENSDARP00000114111	ENSMODP00000008766
ENSDARP00000020528	ENSMODP00000010233
ENSDARP00000048135	ENSMODP00000010233
ENSDARP00000050541	ENSMODP00000013256
ENSDARP00000115280	ENSMODP00000002434
ENSDARP00000088711	ENSMODP00000011834
ENSDARP00000122176	ENSMODP00000014223
ENSDARP00000113716	ENSMODP00000014223
ENSDARP00000041401	ENSMODP00000020783
ENSDARP00000103000	ENSMODP00000002228
ENSDARP00000025057	ENSMODP00000000793
ENSDARP00000128605	ENSMODP00000000793
ENSDARP00000086622	ENSMODP00000034936
ENSDARP00000053220	ENSMODP00000033076
ENSDARP00000040809	ENSMODP00000017775
ENSDARP00000090929	ENSMODP00000008112
ENSDARP00000086538	ENSMODP00000015125
ENSDARP00000013325	ENSMODP00000024524
ENSDARP00000073869	ENSMODP00000017789
ENSDARP00000021237	ENSMODP00000008135
ENSDARP00000004047	ENSMODP00000003932
ENSDARP00000088503	ENSMODP00000003932
ENSDARP00000073112	ENSMODP00000018051
ENSDARP00000073184	ENSMODP00000018051
ENSDARP00000022131	ENSMODP00000012026
ENSDARP00000101463	ENSMODP00000009589
ENSDARP00000062236	ENSMODP00000000639
ENSDARP00000074835	ENSMODP00000020038
ENSDARP00000108396	ENSMODP00000023369
ENSDARP00000128564	ENSMODP00000015347
ENSDARP00000105964	ENSMODP00000001142
ENSDARP00000106329	ENSMODP00000024847
ENSDARP00000110922	ENSMODP00000036121
ENSDARP00000103804	ENSMODP00000036121
ENSDARP00000010482	ENSMODP00000021480
ENSDARP00000081732	ENSMODP00000003951
ENSDARP00000050129	ENSMODP00000013556
ENSDARP00000041699	ENSMODP00000011601
ENSDARP00000040396	ENSMODP00000008649
ENSDARP00000076104	ENSMODP00000002901
ENSDARP00000090833	ENSMODP00000040987
ENSDARP00000070056	ENSMODP00000015350
ENSDARP00000020214	ENSMODP00000017278
ENSDARP00000026086	ENSMODP00000017278
ENSDARP00000090804	ENSMODP00000016660
ENSDARP00000101922	ENSMODP00000024179
ENSDARP00000118137	ENSMODP00000012033
ENSDARP00000080453	ENSMODP00000010668
ENSDARP00000100323	ENSMODP00000037792
ENSDARP00000102421	ENSMODP00000037792
ENSDARP00000109963	ENSMODP00000014851
ENSDARP00000103889	ENSMODP00000013914
ENSDARP00000105635	ENSMODP00000019148
ENSDARP00000105547	ENSMODP00000021861
ENSDARP00000023268	ENSMODP00000011775
ENSDARP00000100785	ENSMODP00000012321
ENSDARP00000118027	ENSMODP00000016525
ENSDARP00000127270	ENSMODP00000007256
ENSDARP00000102423	ENSMODP00000025968
ENSDARP00000120118	ENSMODP00000005053
ENSDARP00000110624	ENSMODP00000015918
ENSDARP00000074640	ENSMODP00000015918
ENSDARP00000044082	ENSMODP00000025296
ENSDARP00000015104	ENSMODP00000025296
ENSDARP00000114249	ENSMODP00000025770
ENSDARP00000129238	ENSMODP00000032051
ENSDARP00000109205	ENSMODP00000038746
ENSDARP00000093339	ENSMODP00000007051
ENSDARP00000083210	ENSMODP00000003396
ENSDARP00000098767	ENSMODP00000010853
ENSDARP00000117850	ENSMODP00000001168
ENSDARP00000105578	ENSMODP00000020938
ENSDARP00000062985	ENSMODP00000018625
ENSDARP00000102999	ENSMODP00000010709
ENSDARP00000054091	ENSMODP00000021339
ENSDARP00000126363	ENSMODP00000009804
ENSDARP00000107839	ENSMODP00000010471
ENSDARP00000123814	ENSMODP00000012645
ENSDARP00000106309	ENSMODP00000002458
ENSDARP00000117685	ENSMODP00000012792
ENSDARP00000013115	ENSMODP00000013213
ENSDARP00000062550	ENSMODP00000013290
ENSDARP00000041727	ENSMODP00000007874
ENSDARP00000092344	ENSMODP00000015503
ENSDARP00000042048	ENSMODP00000024151
ENSDARP00000124888	ENSMODP00000019296
ENSDARP00000039912	ENSMODP00000022843
ENSDARP00000082758	ENSMODP00000024545
ENSDARP00000121534	ENSMODP00000029367
ENSDARP00000070211	ENSMODP00000021821
ENSDARP00000066654	ENSMODP00000009912
ENSDARP00000109123	ENSMODP00000001476
ENSDARP00000100833	ENSMODP00000016142
ENSDARP00000048865	ENSMODP00000020148
ENSDARP00000113169	ENSMODP00000020148
ENSDARP00000047190	ENSMODP00000019081
ENSDARP00000106759	ENSMODP00000013546
ENSDARP00000105936	ENSMODP00000001460
ENSDARP00000069995	ENSMODP00000039626
ENSDARP00000046980	ENSMODP00000006532
ENSDARP00000090750	ENSMODP00000017485
ENSDARP00000109858	ENSMODP00000011686
ENSDARP00000069192	ENSMODP00000007263
ENSDARP00000122392	ENSMODP00000007263
ENSDARP00000065255	ENSMODP00000010084
ENSDARP00000107238	ENSMODP00000016985
ENSDARP00000004469	ENSMODP00000014754
ENSDARP00000101848	ENSMODP00000009505
ENSDARP00000105556	ENSMODP00000014777
ENSDARP00000101144	ENSMODP00000010355
ENSDARP00000007440	ENSMODP00000005548
ENSDARP00000013511	ENSMODP00000005548
ENSDARP00000110201	ENSMODP00000007903
ENSDARP00000115859	ENSMODP00000001707
ENSDARP00000115601	ENSMODP00000023656
ENSDARP00000112656	ENSMODP00000037403
ENSDARP00000023719	ENSMODP00000016164
ENSDARP00000103421	ENSMODP00000012428
ENSDARP00000128996	ENSMODP00000012428
ENSDARP00000021876	ENSMODP00000004592
ENSDARP00000056456	ENSMODP00000004592
ENSDARP00000061314	ENSMODP00000026588
ENSDARP00000074909	ENSMODP00000010683
ENSDARP00000079665	ENSMODP00000016395
ENSDARP00000012931	ENSMODP00000010551
ENSDARP00000036825	ENSMODP00000025526
ENSDARP00000103726	ENSMODP00000023437
ENSDARP00000060943	ENSMODP00000026281
ENSDARP00000119275	ENSMODP00000022865
ENSDARP00000102218	ENSMODP00000012153
ENSDARP00000016888	ENSMODP00000034776
ENSDARP00000128469	ENSMODP00000007877
ENSDARP00000127769	ENSMODP00000001874
ENSDARP00000121899	ENSMODP00000004145
ENSDARP00000098697	ENSMODP00000032142
ENSDARP00000117108	ENSMODP00000012820
ENSDARP00000099945	ENSMODP00000009399
ENSDARP00000128004	ENSMODP00000008447
ENSDARP00000120902	ENSMODP00000003128
ENSDARP00000106448	ENSMODP00000032606
ENSDARP00000126711	ENSMODP00000007131
ENSDARP00000035450	ENSMODP00000024419
ENSDARP00000067326	ENSMODP00000024419
ENSDARP00000097906	ENSMODP00000024125
ENSDARP00000128798	ENSMODP00000014693
ENSDARP00000032728	ENSMODP00000021739
ENSDARP00000011882	ENSMODP00000009957
ENSDARP00000027655	ENSMODP00000000631
ENSDARP00000098475	ENSMODP00000003395
ENSDARP00000098293	ENSMODP00000013972
ENSDARP00000081435	ENSMODP00000013972
ENSDARP00000104020	ENSMODP00000020017
ENSDARP00000117242	ENSMODP00000020001
ENSDARP00000121750	ENSMODP00000014280
ENSDARP00000024226	ENSMODP00000015329
ENSDARP00000031677	ENSMODP00000003002
ENSDARP00000119736	ENSMODP00000022164
ENSDARP00000120629	ENSMODP00000006393
ENSDARP00000067651	ENSMODP00000020384
ENSDARP00000111412	ENSMODP00000020384
ENSDARP00000058570	ENSMODP00000012734
ENSDARP00000068039	ENSMODP00000005128
ENSDARP00000053781	ENSMODP00000024360
ENSDARP00000099142	ENSMODP00000005767
ENSDARP00000083591	ENSMODP00000006840
ENSDARP00000105619	ENSMODP00000005371
