ENSTNIP00000006282	ENSGACP00000024945
ENSTNIP00000014957	ENSGACP00000008408
ENSTNIP00000018295	ENSGACP00000017819
ENSTNIP00000010657	ENSGACP00000021075
ENSTNIP00000018639	ENSGACP00000012231
ENSTNIP00000018217	ENSGACP00000009734
ENSTNIP00000014946	ENSGACP00000008554
ENSTNIP00000020248	ENSGACP00000005364
ENSTNIP00000014676	ENSGACP00000011957
ENSTNIP00000012347	ENSGACP00000020024
ENSTNIP00000002910	ENSGACP00000010507
ENSTNIP00000022222	ENSGACP00000015759
ENSTNIP00000012854	ENSGACP00000027242
ENSTNIP00000011254	ENSGACP00000006238
ENSTNIP00000005179	ENSGACP00000024077
ENSTNIP00000021102	ENSGACP00000016176
ENSTNIP00000008225	ENSGACP00000021087
ENSTNIP00000010120	ENSGACP00000013450
ENSTNIP00000003138	ENSGACP00000007062
ENSTNIP00000002365	ENSGACP00000006011
ENSTNIP00000017061	ENSGACP00000025168
ENSTNIP00000007116	ENSGACP00000018621
ENSTNIP00000007873	ENSGACP00000025390
ENSTNIP00000015440	ENSGACP00000015595
ENSTNIP00000002945	ENSGACP00000014438
ENSTNIP00000010493	ENSGACP00000002482
ENSTNIP00000000910	ENSGACP00000015200
ENSTNIP00000000060	ENSGACP00000010138
ENSTNIP00000011180	ENSGACP00000014484
ENSTNIP00000012573	ENSGACP00000007335
ENSTNIP00000018552	ENSGACP00000014770
ENSTNIP00000015480	ENSGACP00000016172
ENSTNIP00000005714	ENSGACP00000024357
ENSTNIP00000019833	ENSGACP00000019523
ENSTNIP00000009287	ENSGACP00000016778
ENSTNIP00000001236	ENSGACP00000010547
ENSTNIP00000014332	ENSGACP00000014945
ENSTNIP00000013368	ENSGACP00000014826
ENSTNIP00000010042	ENSGACP00000001426
ENSTNIP00000019093	ENSGACP00000005705
ENSTNIP00000015175	ENSGACP00000010458
ENSTNIP00000020582	ENSGACP00000007957
ENSTNIP00000019695	ENSGACP00000007626
ENSTNIP00000012955	ENSGACP00000011322
ENSTNIP00000017286	ENSGACP00000021331
ENSTNIP00000023097	ENSGACP00000004140
ENSTNIP00000001903	ENSGACP00000014740
ENSTNIP00000005786	ENSGACP00000025750
ENSTNIP00000001272	ENSGACP00000019148
ENSTNIP00000021258	ENSGACP00000009024
ENSTNIP00000018716	ENSGACP00000019139
ENSTNIP00000018715	ENSGACP00000019142
ENSTNIP00000008800	ENSGACP00000025677
ENSTNIP00000007586	ENSGACP00000015799
ENSTNIP00000017585	ENSGACP00000000812
ENSTNIP00000018154	ENSGACP00000011290
ENSTNIP00000016401	ENSGACP00000016109
ENSTNIP00000006085	ENSGACP00000023256
ENSTNIP00000022967	ENSGACP00000016160
ENSTNIP00000006084	ENSGACP00000023253
ENSTNIP00000008550	ENSGACP00000018103
ENSTNIP00000022473	ENSGACP00000014880
ENSTNIP00000008002	ENSGACP00000015967
ENSTNIP00000007796	ENSGACP00000025732
ENSTNIP00000012491	ENSGACP00000022562
ENSTNIP00000019154	ENSGACP00000011924
ENSTNIP00000009836	ENSGACP00000008097
ENSTNIP00000006621	ENSGACP00000013458
ENSTNIP00000019998	ENSGACP00000009115
ENSTNIP00000013622	ENSGACP00000015569
ENSTNIP00000013169	ENSGACP00000018946
ENSTNIP00000020394	ENSGACP00000012763
ENSTNIP00000010051	ENSGACP00000025616
ENSTNIP00000011285	ENSGACP00000009720
ENSTNIP00000019855	ENSGACP00000002436
ENSTNIP00000007224	ENSGACP00000001210
ENSTNIP00000009040	ENSGACP00000014750
ENSTNIP00000021793	ENSGACP00000014637
ENSTNIP00000021927	ENSGACP00000017766
ENSTNIP00000003108	ENSGACP00000016155
ENSTNIP00000011379	ENSGACP00000026775
ENSTNIP00000014388	ENSGACP00000017720
ENSTNIP00000008007	ENSGACP00000023168
ENSTNIP00000021459	ENSGACP00000006850
ENSTNIP00000010066	ENSGACP00000000388
ENSTNIP00000018178	ENSGACP00000010687
ENSTNIP00000001223	ENSGACP00000027546
ENSTNIP00000011712	ENSGACP00000022436
ENSTNIP00000018212	ENSGACP00000009783
ENSTNIP00000021471	ENSGACP00000006438
ENSTNIP00000006003	ENSGACP00000017556
ENSTNIP00000017954	ENSGACP00000022395
ENSTNIP00000006744	ENSGACP00000016553
ENSTNIP00000010877	ENSGACP00000013794
ENSTNIP00000008480	ENSGACP00000002583
ENSTNIP00000020441	ENSGACP00000011962
ENSTNIP00000016515	ENSGACP00000020560
ENSTNIP00000014310	ENSGACP00000021742
ENSTNIP00000005774	ENSGACP00000009929
ENSTNIP00000008942	ENSGACP00000013617
ENSTNIP00000017111	ENSGACP00000024845
ENSTNIP00000008951	ENSGACP00000007476
ENSTNIP00000011694	ENSGACP00000002768
ENSTNIP00000018284	ENSGACP00000017633
ENSTNIP00000020779	ENSGACP00000014563
ENSTNIP00000005265	ENSGACP00000008862
ENSTNIP00000018050	ENSGACP00000002243
ENSTNIP00000007364	ENSGACP00000023563
ENSTNIP00000020319	ENSGACP00000014146
ENSTNIP00000005574	ENSGACP00000004347
ENSTNIP00000022651	ENSGACP00000024642
ENSTNIP00000013428	ENSGACP00000023961
ENSTNIP00000004379	ENSGACP00000010920
ENSTNIP00000006105	ENSGACP00000020256
ENSTNIP00000007744	ENSGACP00000018674
ENSTNIP00000008380	ENSGACP00000001541
ENSTNIP00000016861	ENSGACP00000025293
ENSTNIP00000006950	ENSGACP00000015197
ENSTNIP00000018912	ENSGACP00000010883
ENSTNIP00000017196	ENSGACP00000010157
ENSTNIP00000009478	ENSGACP00000016455
ENSTNIP00000011223	ENSGACP00000014105
ENSTNIP00000014298	ENSGACP00000021643
ENSTNIP00000002887	ENSGACP00000006789
ENSTNIP00000010707	ENSGACP00000021670
ENSTNIP00000014487	ENSGACP00000011325
ENSTNIP00000017549	ENSGACP00000019984
ENSTNIP00000019602	ENSGACP00000007247
ENSTNIP00000022315	ENSGACP00000008515
ENSTNIP00000012118	ENSGACP00000010891
ENSTNIP00000014813	ENSGACP00000005764
ENSTNIP00000004486	ENSGACP00000025833
ENSTNIP00000011266	ENSGACP00000006690
ENSTNIP00000004852	ENSGACP00000027174
ENSTNIP00000017224	ENSGACP00000023717
ENSTNIP00000017769	ENSGACP00000001751
ENSTNIP00000017659	ENSGACP00000001234
ENSTNIP00000011008	ENSGACP00000003615
ENSTNIP00000015169	ENSGACP00000005917
ENSTNIP00000021305	ENSGACP00000019465
ENSTNIP00000015050	ENSGACP00000024117
ENSTNIP00000007650	ENSGACP00000018050
ENSTNIP00000018688	ENSGACP00000018757
ENSTNIP00000012343	ENSGACP00000020047
ENSTNIP00000009061	ENSGACP00000026129
ENSTNIP00000015798	ENSGACP00000011922
ENSTNIP00000010584	ENSGACP00000012417
ENSTNIP00000005042	ENSGACP00000026257
ENSTNIP00000004476	ENSGACP00000021440
ENSTNIP00000011001	ENSGACP00000003547
ENSTNIP00000003743	ENSGACP00000002744
ENSTNIP00000020983	ENSGACP00000002016
ENSTNIP00000020818	ENSGACP00000018705
ENSTNIP00000020662	ENSGACP00000025486
ENSTNIP00000014553	ENSGACP00000016795
ENSTNIP00000010902	ENSGACP00000015259
ENSTNIP00000013389	ENSGACP00000025138
ENSTNIP00000011277	ENSGACP00000011755
ENSTNIP00000018148	ENSGACP00000011384
ENSTNIP00000006122	ENSGACP00000002674
ENSTNIP00000011641	ENSGACP00000018076
ENSTNIP00000007612	ENSGACP00000022972
ENSTNIP00000011159	ENSGACP00000008295
ENSTNIP00000015021	ENSGACP00000025264
ENSTNIP00000018578	ENSGACP00000014107
ENSTNIP00000022041	ENSGACP00000006667
ENSTNIP00000002282	ENSGACP00000019015
ENSTNIP00000020054	ENSGACP00000006599
ENSTNIP00000000442	ENSGACP00000020359
ENSTNIP00000020915	ENSGACP00000008934
ENSTNIP00000016879	ENSGACP00000003847
ENSTNIP00000009284	ENSGACP00000017391
ENSTNIP00000016722	ENSGACP00000012586
ENSTNIP00000016734	ENSGACP00000012811
ENSTNIP00000010691	ENSGACP00000021571
ENSTNIP00000010690	ENSGACP00000021553
ENSTNIP00000016441	ENSGACP00000020928
ENSTNIP00000001130	ENSGACP00000009161
ENSTNIP00000004602	ENSGACP00000023666
ENSTNIP00000011189	ENSGACP00000017826
ENSTNIP00000012480	ENSGACP00000022606
ENSTNIP00000008075	ENSGACP00000003183
ENSTNIP00000011492	ENSGACP00000011082
ENSTNIP00000011697	ENSGACP00000002789
ENSTNIP00000016114	ENSGACP00000023531
ENSTNIP00000009833	ENSGACP00000008056
ENSTNIP00000008391	ENSGACP00000009168
ENSTNIP00000007696	ENSGACP00000022048
ENSTNIP00000010751	ENSGACP00000018629
ENSTNIP00000006288	ENSGACP00000024982
ENSTNIP00000014690	ENSGACP00000008806
ENSTNIP00000007904	ENSGACP00000016335
ENSTNIP00000015698	ENSGACP00000004251
ENSTNIP00000019853	ENSGACP00000019459
ENSTNIP00000016462	ENSGACP00000020854
ENSTNIP00000012973	ENSGACP00000011656
ENSTNIP00000012454	ENSGACP00000022445
ENSTNIP00000020838	ENSGACP00000021346
ENSTNIP00000014797	ENSGACP00000005446
ENSTNIP00000004847	ENSGACP00000017279
ENSTNIP00000022051	ENSGACP00000006884
ENSTNIP00000011331	ENSGACP00000023755
ENSTNIP00000021309	ENSGACP00000019214
ENSTNIP00000017657	ENSGACP00000001216
ENSTNIP00000006568	ENSGACP00000017178
ENSTNIP00000010646	ENSGACP00000021150
ENSTNIP00000011422	ENSGACP00000026689
ENSTNIP00000010597	ENSGACP00000012092
ENSTNIP00000006474	ENSGACP00000003882
ENSTNIP00000001510	ENSGACP00000025295
ENSTNIP00000002866	ENSGACP00000015893
ENSTNIP00000000411	ENSGACP00000019478
ENSTNIP00000019535	ENSGACP00000008584
ENSTNIP00000018118	ENSGACP00000012018
ENSTNIP00000003737	ENSGACP00000000954
ENSTNIP00000006780	ENSGACP00000003981
ENSTNIP00000017158	ENSGACP00000023947
ENSTNIP00000016342	ENSGACP00000012833
ENSTNIP00000007680	ENSGACP00000019749
ENSTNIP00000004308	ENSGACP00000015247
ENSTNIP00000017975	ENSGACP00000018081
ENSTNIP00000018739	ENSGACP00000001845
ENSTNIP00000011826	ENSGACP00000024168
ENSTNIP00000021262	ENSGACP00000009082
ENSTNIP00000020866	ENSGACP00000022777
ENSTNIP00000015688	ENSGACP00000004099
ENSTNIP00000020812	ENSGACP00000018775
ENSTNIP00000019885	ENSGACP00000017417
ENSTNIP00000016795	ENSGACP00000021216
ENSTNIP00000005855	ENSGACP00000026144
ENSTNIP00000016794	ENSGACP00000021240
ENSTNIP00000010428	ENSGACP00000027504
ENSTNIP00000019018	ENSGACP00000005858
ENSTNIP00000011550	ENSGACP00000002229
ENSTNIP00000009447	ENSGACP00000014456
ENSTNIP00000010515	ENSGACP00000013539
ENSTNIP00000001115	ENSGACP00000021648
ENSTNIP00000008838	ENSGACP00000004035
ENSTNIP00000004723	ENSGACP00000014073
ENSTNIP00000004202	ENSGACP00000024603
ENSTNIP00000017940	ENSGACP00000022298
ENSTNIP00000017046	ENSGACP00000010265
ENSTNIP00000012546	ENSGACP00000009778
ENSTNIP00000006405	ENSGACP00000015141
ENSTNIP00000022845	ENSGACP00000005329
ENSTNIP00000021960	ENSGACP00000023030
ENSTNIP00000018476	ENSGACP00000013038
ENSTNIP00000022437	ENSGACP00000014266
ENSTNIP00000013136	ENSGACP00000021767
ENSTNIP00000006987	ENSGACP00000016658
ENSTNIP00000020340	ENSGACP00000013205
ENSTNIP00000013580	ENSGACP00000011771
ENSTNIP00000016528	ENSGACP00000000463
ENSTNIP00000007195	ENSGACP00000004984
ENSTNIP00000010989	ENSGACP00000003448
ENSTNIP00000009099	ENSGACP00000019168
ENSTNIP00000021837	ENSGACP00000022629
ENSTNIP00000011522	ENSGACP00000010282
ENSTNIP00000016166	ENSGACP00000017609
ENSTNIP00000014017	ENSGACP00000020421
ENSTNIP00000015086	ENSGACP00000015912
ENSTNIP00000014339	ENSGACP00000026330
ENSTNIP00000022516	ENSGACP00000015397
ENSTNIP00000009156	ENSGACP00000011766
ENSTNIP00000005917	ENSGACP00000018424
ENSTNIP00000012692	ENSGACP00000010363
ENSTNIP00000022223	ENSGACP00000015764
ENSTNIP00000014710	ENSGACP00000027003
ENSTNIP00000001157	ENSGACP00000022490
ENSTNIP00000003824	ENSGACP00000001596
ENSTNIP00000021828	ENSGACP00000022529
ENSTNIP00000021179	ENSGACP00000015957
ENSTNIP00000015874	ENSGACP00000012270
ENSTNIP00000015014	ENSGACP00000025239
ENSTNIP00000002105	ENSGACP00000009059
ENSTNIP00000019290	ENSGACP00000014363
ENSTNIP00000019257	ENSGACP00000027136
ENSTNIP00000016106	ENSGACP00000023567
ENSTNIP00000015319	ENSGACP00000024371
ENSTNIP00000014520	ENSGACP00000010873
ENSTNIP00000017012	ENSGACP00000006935
ENSTNIP00000010470	ENSGACP00000027593
ENSTNIP00000010528	ENSGACP00000013327
ENSTNIP00000018325	ENSGACP00000018279
ENSTNIP00000013983	ENSGACP00000022880
ENSTNIP00000018752	ENSGACP00000001770
ENSTNIP00000014273	ENSGACP00000002637
ENSTNIP00000011773	ENSGACP00000016786
ENSTNIP00000021073	ENSGACP00000003771
ENSTNIP00000017705	ENSGACP00000002157
ENSTNIP00000016654	ENSGACP00000006587
ENSTNIP00000013822	ENSGACP00000006853
ENSTNIP00000011693	ENSGACP00000002749
ENSTNIP00000006587	ENSGACP00000009150
ENSTNIP00000007298	ENSGACP00000022120
ENSTNIP00000014555	ENSGACP00000016791
ENSTNIP00000014198	ENSGACP00000019164
ENSTNIP00000015727	ENSGACP00000004728
ENSTNIP00000011236	ENSGACP00000013757
ENSTNIP00000014850	ENSGACP00000019663
ENSTNIP00000022407	ENSGACP00000017001
ENSTNIP00000009498	ENSGACP00000011965
ENSTNIP00000001680	ENSGACP00000008707
ENSTNIP00000017604	ENSGACP00000000898
ENSTNIP00000021917	ENSGACP00000021926
ENSTNIP00000011313	ENSGACP00000022992
ENSTNIP00000017756	ENSGACP00000001910
ENSTNIP00000011633	ENSGACP00000017994
ENSTNIP00000002027	ENSGACP00000026128
ENSTNIP00000000616	ENSGACP00000007127
ENSTNIP00000008752	ENSGACP00000009985
ENSTNIP00000022439	ENSGACP00000014298
ENSTNIP00000006729	ENSGACP00000018307
ENSTNIP00000013233	ENSGACP00000023614
ENSTNIP00000012183	ENSGACP00000020929
ENSTNIP00000006252	ENSGACP00000025163
ENSTNIP00000012719	ENSGACP00000000215
ENSTNIP00000004829	ENSGACP00000000447
ENSTNIP00000011984	ENSGACP00000022776
ENSTNIP00000015509	ENSGACP00000016320
ENSTNIP00000019113	ENSGACP00000013315
ENSTNIP00000007834	ENSGACP00000008151
ENSTNIP00000013674	ENSGACP00000013188
ENSTNIP00000016835	ENSGACP00000026173
ENSTNIP00000015346	ENSGACP00000014372
ENSTNIP00000020422	ENSGACP00000012377
ENSTNIP00000013904	ENSGACP00000017063
ENSTNIP00000016368	ENSGACP00000016187
ENSTNIP00000002824	ENSGACP00000014581
ENSTNIP00000011151	ENSGACP00000019677
ENSTNIP00000008845	ENSGACP00000025725
ENSTNIP00000013376	ENSGACP00000014663
ENSTNIP00000000423	ENSGACP00000013881
ENSTNIP00000008611	ENSGACP00000006303
ENSTNIP00000016807	ENSGACP00000021151
ENSTNIP00000022404	ENSGACP00000016939
ENSTNIP00000002777	ENSGACP00000024470
ENSTNIP00000021687	ENSGACP00000008949
ENSTNIP00000018163	ENSGACP00000011118
ENSTNIP00000009476	ENSGACP00000018462
ENSTNIP00000018844	ENSGACP00000023022
ENSTNIP00000014728	ENSGACP00000026953
ENSTNIP00000007486	ENSGACP00000001525
ENSTNIP00000010661	ENSGACP00000020796
ENSTNIP00000016779	ENSGACP00000018045
ENSTNIP00000017498	ENSGACP00000020202
ENSTNIP00000018352	ENSGACP00000019892
ENSTNIP00000000618	ENSGACP00000003226
ENSTNIP00000012220	ENSGACP00000020784
ENSTNIP00000015072	ENSGACP00000016165
ENSTNIP00000005497	ENSGACP00000003332
ENSTNIP00000014296	ENSGACP00000021601
ENSTNIP00000016990	ENSGACP00000005673
ENSTNIP00000016268	ENSGACP00000018309
ENSTNIP00000010668	ENSGACP00000020761
ENSTNIP00000007894	ENSGACP00000000023
ENSTNIP00000012004	ENSGACP00000004790
ENSTNIP00000020625	ENSGACP00000008925
ENSTNIP00000008339	ENSGACP00000010121
ENSTNIP00000012537	ENSGACP00000009597
ENSTNIP00000009503	ENSGACP00000011075
ENSTNIP00000010572	ENSGACP00000012573
ENSTNIP00000005158	ENSGACP00000017025
ENSTNIP00000012369	ENSGACP00000019884
ENSTNIP00000009139	ENSGACP00000018491
ENSTNIP00000017321	ENSGACP00000000313
ENSTNIP00000020416	ENSGACP00000012453
ENSTNIP00000013901	ENSGACP00000017077
ENSTNIP00000015935	ENSGACP00000022262
ENSTNIP00000013902	ENSGACP00000017069
ENSTNIP00000017695	ENSGACP00000001537
ENSTNIP00000018480	ENSGACP00000013067
ENSTNIP00000005346	ENSGACP00000007024
ENSTNIP00000019039	ENSGACP00000006249
ENSTNIP00000011559	ENSGACP00000002168
ENSTNIP00000015827	ENSGACP00000013160
ENSTNIP00000016789	ENSGACP00000021273
ENSTNIP00000018413	ENSGACP00000019076
ENSTNIP00000011852	ENSGACP00000024268
ENSTNIP00000021523	ENSGACP00000012327
ENSTNIP00000017986	ENSGACP00000012836
ENSTNIP00000022115	ENSGACP00000009393
ENSTNIP00000007120	ENSGACP00000017596
ENSTNIP00000011261	ENSGACP00000006467
ENSTNIP00000007421	ENSGACP00000022863
ENSTNIP00000022823	ENSGACP00000011332
ENSTNIP00000018674	ENSGACP00000018570
ENSTNIP00000014694	ENSGACP00000026977
ENSTNIP00000014081	ENSGACP00000007863
ENSTNIP00000006152	ENSGACP00000002833
ENSTNIP00000019882	ENSGACP00000017301
ENSTNIP00000014236	ENSGACP00000019702
ENSTNIP00000010891	ENSGACP00000015427
ENSTNIP00000020719	ENSGACP00000004232
ENSTNIP00000010407	ENSGACP00000027547
ENSTNIP00000013417	ENSGACP00000023905
ENSTNIP00000016667	ENSGACP00000006403
ENSTNIP00000013704	ENSGACP00000026819
ENSTNIP00000008481	ENSGACP00000013456
ENSTNIP00000022713	ENSGACP00000023413
ENSTNIP00000012925	ENSGACP00000027353
ENSTNIP00000014582	ENSGACP00000026655
ENSTNIP00000019277	ENSGACP00000014135
ENSTNIP00000020923	ENSGACP00000008387
ENSTNIP00000002125	ENSGACP00000000767
ENSTNIP00000017997	ENSGACP00000012508
ENSTNIP00000005755	ENSGACP00000003296
ENSTNIP00000021416	ENSGACP00000000699
ENSTNIP00000008813	ENSGACP00000026640
ENSTNIP00000017292	ENSGACP00000016268
ENSTNIP00000007972	ENSGACP00000016034
ENSTNIP00000012704	ENSGACP00000017691
ENSTNIP00000007727	ENSGACP00000026269
ENSTNIP00000016840	ENSGACP00000026125
ENSTNIP00000012705	ENSGACP00000026802
ENSTNIP00000018815	ENSGACP00000023154
ENSTNIP00000013461	ENSGACP00000006445
ENSTNIP00000011784	ENSGACP00000023997
ENSTNIP00000011511	ENSGACP00000010622
ENSTNIP00000006978	ENSGACP00000004019
ENSTNIP00000016400	ENSGACP00000016125
ENSTNIP00000011179	ENSGACP00000014496
ENSTNIP00000004831	ENSGACP00000018285
ENSTNIP00000016989	ENSGACP00000005651
ENSTNIP00000018778	ENSGACP00000019208
ENSTNIP00000006446	ENSGACP00000026444
ENSTNIP00000003653	ENSGACP00000023425
ENSTNIP00000019336	ENSGACP00000014984
ENSTNIP00000014761	ENSGACP00000026896
ENSTNIP00000010830	ENSGACP00000012610
ENSTNIP00000019391	ENSGACP00000016192
ENSTNIP00000012876	ENSGACP00000027292
ENSTNIP00000006894	ENSGACP00000019290
ENSTNIP00000011884	ENSGACP00000022105
ENSTNIP00000007289	ENSGACP00000024689
ENSTNIP00000016351	ENSGACP00000001742
ENSTNIP00000014803	ENSGACP00000005540
ENSTNIP00000016895	ENSGACP00000004087
ENSTNIP00000012325	ENSGACP00000020228
ENSTNIP00000010643	ENSGACP00000021178
ENSTNIP00000015818	ENSGACP00000011308
ENSTNIP00000020815	ENSGACP00000018744
ENSTNIP00000010045	ENSGACP00000001313
ENSTNIP00000022447	ENSGACP00000014383
ENSTNIP00000020683	ENSGACP00000019810
ENSTNIP00000014542	ENSGACP00000017560
ENSTNIP00000019487	ENSGACP00000010429
ENSTNIP00000015623	ENSGACP00000026529
ENSTNIP00000017880	ENSGACP00000022840
ENSTNIP00000006374	ENSGACP00000015640
ENSTNIP00000006749	ENSGACP00000016689
ENSTNIP00000007694	ENSGACP00000009307
ENSTNIP00000001875	ENSGACP00000018236
ENSTNIP00000011447	ENSGACP00000026586
ENSTNIP00000002393	ENSGACP00000008141
ENSTNIP00000013408	ENSGACP00000012510
ENSTNIP00000015062	ENSGACP00000016479
ENSTNIP00000011446	ENSGACP00000026585
ENSTNIP00000010992	ENSGACP00000003484
ENSTNIP00000002713	ENSGACP00000018708
ENSTNIP00000006669	ENSGACP00000010198
ENSTNIP00000011825	ENSGACP00000024167
ENSTNIP00000016041	ENSGACP00000022073
ENSTNIP00000020843	ENSGACP00000019135
ENSTNIP00000010986	ENSGACP00000003430
ENSTNIP00000020062	ENSGACP00000006442
ENSTNIP00000020088	ENSGACP00000005009
ENSTNIP00000013186	ENSGACP00000027457
ENSTNIP00000007222	ENSGACP00000001028
ENSTNIP00000022474	ENSGACP00000014890
ENSTNIP00000008016	ENSGACP00000003650
ENSTNIP00000018210	ENSGACP00000009800
ENSTNIP00000017740	ENSGACP00000001963
ENSTNIP00000006067	ENSGACP00000013221
ENSTNIP00000014513	ENSGACP00000012239
ENSTNIP00000017242	ENSGACP00000023801
ENSTNIP00000005424	ENSGACP00000000363
ENSTNIP00000009418	ENSGACP00000016505
ENSTNIP00000010651	ENSGACP00000021107
ENSTNIP00000019503	ENSGACP00000010872
ENSTNIP00000020777	ENSGACP00000014629
ENSTNIP00000016923	ENSGACP00000004599
ENSTNIP00000007240	ENSGACP00000003493
ENSTNIP00000008450	ENSGACP00000003037
ENSTNIP00000006442	ENSGACP00000007881
ENSTNIP00000006604	ENSGACP00000009707
ENSTNIP00000012315	ENSGACP00000020169
ENSTNIP00000012317	ENSGACP00000020170
ENSTNIP00000016892	ENSGACP00000004030
ENSTNIP00000011170	ENSGACP00000019422
ENSTNIP00000020513	ENSGACP00000010552
ENSTNIP00000016816	ENSGACP00000021100
ENSTNIP00000001464	ENSGACP00000009667
ENSTNIP00000014602	ENSGACP00000017015
ENSTNIP00000008968	ENSGACP00000000088
ENSTNIP00000013425	ENSGACP00000023956
ENSTNIP00000010201	ENSGACP00000021696
ENSTNIP00000018612	ENSGACP00000013298
ENSTNIP00000020093	ENSGACP00000006321
ENSTNIP00000005166	ENSGACP00000011711
ENSTNIP00000010191	ENSGACP00000014620
ENSTNIP00000010847	ENSGACP00000013026
ENSTNIP00000009576	ENSGACP00000025078
ENSTNIP00000000435	ENSGACP00000004795
ENSTNIP00000003156	ENSGACP00000020648
ENSTNIP00000006583	ENSGACP00000003419
ENSTNIP00000012883	ENSGACP00000027283
ENSTNIP00000018867	ENSGACP00000024474
ENSTNIP00000014315	ENSGACP00000021822
ENSTNIP00000018383	ENSGACP00000020137
ENSTNIP00000014400	ENSGACP00000017880
ENSTNIP00000010539	ENSGACP00000013112
ENSTNIP00000001072	ENSGACP00000012036
ENSTNIP00000017438	ENSGACP00000004640
ENSTNIP00000008244	ENSGACP00000002740
ENSTNIP00000012153	ENSGACP00000021051
ENSTNIP00000001833	ENSGACP00000026967
ENSTNIP00000015983	ENSGACP00000025449
ENSTNIP00000005904	ENSGACP00000008346
ENSTNIP00000005903	ENSGACP00000008433
ENSTNIP00000002780	ENSGACP00000004068
ENSTNIP00000012827	ENSGACP00000027200
ENSTNIP00000019366	ENSGACP00000015452
ENSTNIP00000009911	ENSGACP00000022209
ENSTNIP00000012114	ENSGACP00000010991
ENSTNIP00000018732	ENSGACP00000010960
ENSTNIP00000002110	ENSGACP00000008391
ENSTNIP00000006469	ENSGACP00000002102
ENSTNIP00000014426	ENSGACP00000016604
ENSTNIP00000011941	ENSGACP00000022512
ENSTNIP00000011940	ENSGACP00000022519
ENSTNIP00000002504	ENSGACP00000018402
ENSTNIP00000008430	ENSGACP00000006999
ENSTNIP00000016000	ENSGACP00000021746
ENSTNIP00000008347	ENSGACP00000007340
ENSTNIP00000011518	ENSGACP00000010374
ENSTNIP00000015535	ENSGACP00000004443
ENSTNIP00000010163	ENSGACP00000015655
ENSTNIP00000013742	ENSGACP00000014318
ENSTNIP00000021859	ENSGACP00000014733
ENSTNIP00000002484	ENSGACP00000023964
ENSTNIP00000010614	ENSGACP00000004315
ENSTNIP00000016808	ENSGACP00000021144
ENSTNIP00000022310	ENSGACP00000008399
ENSTNIP00000020728	ENSGACP00000004154
ENSTNIP00000013001	ENSGACP00000005023
ENSTNIP00000019596	ENSGACP00000007470
ENSTNIP00000005194	ENSGACP00000005136
ENSTNIP00000022308	ENSGACP00000008374
ENSTNIP00000010723	ENSGACP00000016346
ENSTNIP00000013921	ENSGACP00000009456
ENSTNIP00000018105	ENSGACP00000012323
ENSTNIP00000017590	ENSGACP00000000795
ENSTNIP00000002204	ENSGACP00000006963
ENSTNIP00000021587	ENSGACP00000011187
ENSTNIP00000008056	ENSGACP00000009896
ENSTNIP00000017741	ENSGACP00000001961
ENSTNIP00000005277	ENSGACP00000001450
ENSTNIP00000005910	ENSGACP00000013256
ENSTNIP00000009544	ENSGACP00000026643
ENSTNIP00000022170	ENSGACP00000016500
ENSTNIP00000007458	ENSGACP00000018155
ENSTNIP00000003642	ENSGACP00000009299
ENSTNIP00000016532	ENSGACP00000000504
ENSTNIP00000018445	ENSGACP00000007912
ENSTNIP00000022218	ENSGACP00000015626
ENSTNIP00000012858	ENSGACP00000027248
ENSTNIP00000019278	ENSGACP00000014143
ENSTNIP00000018449	ENSGACP00000007958
ENSTNIP00000012451	ENSGACP00000022474
ENSTNIP00000020693	ENSGACP00000004344
ENSTNIP00000016710	ENSGACP00000008376
ENSTNIP00000021717	ENSGACP00000021839
ENSTNIP00000016161	ENSGACP00000019024
ENSTNIP00000022394	ENSGACP00000016755
ENSTNIP00000000254	ENSGACP00000026150
ENSTNIP00000017801	ENSGACP00000001688
ENSTNIP00000017731	ENSGACP00000002013
ENSTNIP00000010388	ENSGACP00000026021
