ENSGACP00000003450	ENSMUSP00000034074
ENSGACP00000020504	ENSMUSP00000022009
ENSGACP00000019135	ENSMUSP00000027775
ENSGACP00000006442	ENSMUSP00000006669
ENSGACP00000008923	ENSMUSP00000019721
ENSGACP00000014890	ENSMUSP00000105348
ENSGACP00000013221	ENSMUSP00000085695
ENSGACP00000012239	ENSMUSP00000023344
ENSGACP00000000363	ENSMUSP00000111327
ENSGACP00000000841	ENSMUSP00000031680
ENSGACP00000014629	ENSMUSP00000027505
ENSGACP00000004599	ENSMUSP00000062593
ENSGACP00000001097	ENSMUSP00000079226
ENSGACP00000003493	ENSMUSP00000035902
ENSGACP00000003037	ENSMUSP00000105822
ENSGACP00000007881	ENSMUSP00000129922
ENSGACP00000009707	ENSMUSP00000037699
ENSGACP00000000594	ENSMUSP00000111939
ENSGACP00000020169	ENSMUSP00000056481
ENSGACP00000004030	ENSMUSP00000061229
ENSGACP00000017015	ENSMUSP00000040176
ENSGACP00000000088	ENSMUSP00000040176
ENSGACP00000021696	ENSMUSP00000042701
ENSGACP00000013298	ENSMUSP00000038056
ENSGACP00000006321	ENSMUSP00000081941
ENSGACP00000014620	ENSMUSP00000099723
ENSGACP00000013026	ENSMUSP00000023958
ENSGACP00000024852	ENSMUSP00000102782
ENSGACP00000006576	ENSMUSP00000029444
ENSGACP00000020648	ENSMUSP00000102352
ENSGACP00000021822	ENSMUSP00000058020
ENSGACP00000017880	ENSMUSP00000107381
ENSGACP00000002740	ENSMUSP00000095320
ENSGACP00000025449	ENSMUSP00000019063
ENSGACP00000008433	ENSMUSP00000029377
ENSGACP00000027200	ENSMUSP00000053384
ENSGACP00000015452	ENSMUSP00000053384
ENSGACP00000010991	ENSMUSP00000107447
ENSGACP00000010960	ENSMUSP00000129861
ENSGACP00000022519	ENSMUSP00000072074
ENSGACP00000016643	ENSMUSP00000072074
ENSGACP00000004443	ENSMUSP00000032151
ENSGACP00000015655	ENSMUSP00000032151
ENSGACP00000014318	ENSMUSP00000037042
ENSGACP00000023964	ENSMUSP00000069616
ENSGACP00000005023	ENSMUSP00000001484
ENSGACP00000007470	ENSMUSP00000046787
ENSGACP00000008374	ENSMUSP00000014673
ENSGACP00000012323	ENSMUSP00000023750
ENSGACP00000000795	ENSMUSP00000023750
ENSGACP00000006963	ENSMUSP00000023225
ENSGACP00000025485	ENSMUSP00000020446
ENSGACP00000019319	ENSMUSP00000062584
ENSGACP00000026643	ENSMUSP00000003643
ENSGACP00000016500	ENSMUSP00000003643
ENSGACP00000015626	ENSMUSP00000109931
ENSGACP00000027248	ENSMUSP00000109931
ENSGACP00000026577	ENSMUSP00000137837
ENSGACP00000004344	ENSMUSP00000029684
ENSGACP00000008376	ENSMUSP00000035898
ENSGACP00000021839	ENSMUSP00000035898
ENSGACP00000019024	ENSMUSP00000078808
ENSGACP00000026021	ENSMUSP00000044660
ENSGACP00000011216	ENSMUSP00000044660
ENSGACP00000018252	ENSMUSP00000106567
ENSGACP00000018145	ENSMUSP00000092988
ENSGACP00000015136	ENSMUSP00000037107
ENSGACP00000013136	ENSMUSP00000004381
ENSGACP00000001739	ENSMUSP00000093469
ENSGACP00000017767	ENSMUSP00000101999
ENSGACP00000025597	ENSMUSP00000101999
ENSGACP00000019584	ENSMUSP00000039416
ENSGACP00000002920	ENSMUSP00000053766
ENSGACP00000006170	ENSMUSP00000072438
ENSGACP00000010967	ENSMUSP00000089958
ENSGACP00000024788	ENSMUSP00000033430
ENSGACP00000012622	ENSMUSP00000123514
ENSGACP00000025282	ENSMUSP00000050199
ENSGACP00000025134	ENSMUSP00000064808
ENSGACP00000005951	ENSMUSP00000031055
ENSGACP00000011391	ENSMUSP00000061704
ENSGACP00000007695	ENSMUSP00000024958
ENSGACP00000022143	ENSMUSP00000024958
ENSGACP00000018222	ENSMUSP00000076130
ENSGACP00000007366	ENSMUSP00000130004
ENSGACP00000007268	ENSMUSP00000056967
ENSGACP00000003320	ENSMUSP00000056967
ENSGACP00000022052	ENSMUSP00000034090
ENSGACP00000016423	ENSMUSP00000038091
ENSGACP00000006341	ENSMUSP00000082004
ENSGACP00000025143	ENSMUSP00000112262
ENSGACP00000016788	ENSMUSP00000136950
ENSGACP00000009357	ENSMUSP00000047480
ENSGACP00000019831	ENSMUSP00000047480
ENSGACP00000027367	ENSMUSP00000018614
ENSGACP00000001479	ENSMUSP00000018614
ENSGACP00000004908	ENSMUSP00000035155
ENSGACP00000018138	ENSMUSP00000035155
ENSGACP00000014833	ENSMUSP00000103958
ENSGACP00000017486	ENSMUSP00000036438
ENSGACP00000020545	ENSMUSP00000099652
ENSGACP00000008214	ENSMUSP00000099652
ENSGACP00000015883	ENSMUSP00000082777
ENSGACP00000022168	ENSMUSP00000031455
ENSGACP00000003217	ENSMUSP00000050061
ENSGACP00000011271	ENSMUSP00000124258
ENSGACP00000019889	ENSMUSP00000093911
ENSGACP00000008823	ENSMUSP00000046906
ENSGACP00000019530	ENSMUSP00000062231
ENSGACP00000022290	ENSMUSP00000029812
ENSGACP00000001732	ENSMUSP00000107512
ENSGACP00000012747	ENSMUSP00000092355
ENSGACP00000026471	ENSMUSP00000025867
ENSGACP00000016398	ENSMUSP00000021050
ENSGACP00000025666	ENSMUSP00000021050
ENSGACP00000008646	ENSMUSP00000073228
ENSGACP00000000374	ENSMUSP00000133515
ENSGACP00000024992	ENSMUSP00000025002
ENSGACP00000002945	ENSMUSP00000021155
ENSGACP00000003232	ENSMUSP00000099676
ENSGACP00000004357	ENSMUSP00000042063
ENSGACP00000014598	ENSMUSP00000078572
ENSGACP00000000429	ENSMUSP00000080548
ENSGACP00000003603	ENSMUSP00000076437
ENSGACP00000016997	ENSMUSP00000112836
ENSGACP00000009028	ENSMUSP00000100008
ENSGACP00000016895	ENSMUSP00000072852
ENSGACP00000004524	ENSMUSP00000072852
ENSGACP00000011420	ENSMUSP00000031709
ENSGACP00000015381	ENSMUSP00000022262
ENSGACP00000026642	ENSMUSP00000055562
ENSGACP00000007315	ENSMUSP00000127149
ENSGACP00000026664	ENSMUSP00000034547
ENSGACP00000009877	ENSMUSP00000110434
ENSGACP00000026991	ENSMUSP00000084430
ENSGACP00000009569	ENSMUSP00000068178
ENSGACP00000004606	ENSMUSP00000045637
ENSGACP00000006381	ENSMUSP00000048719
ENSGACP00000013712	ENSMUSP00000048719
ENSGACP00000005279	ENSMUSP00000095420
ENSGACP00000023917	ENSMUSP00000095420
ENSGACP00000001625	ENSMUSP00000023550
ENSGACP00000010844	ENSMUSP00000028392
ENSGACP00000004840	ENSMUSP00000086422
ENSGACP00000003120	ENSMUSP00000026624
ENSGACP00000022763	ENSMUSP00000110373
ENSGACP00000004093	ENSMUSP00000025989
ENSGACP00000002947	ENSMUSP00000113782
ENSGACP00000018197	ENSMUSP00000021443
ENSGACP00000008589	ENSMUSP00000021443
ENSGACP00000006210	ENSMUSP00000071578
ENSGACP00000023740	ENSMUSP00000120531
ENSGACP00000011462	ENSMUSP00000039737
ENSGACP00000022643	ENSMUSP00000039737
ENSGACP00000020308	ENSMUSP00000099399
ENSGACP00000011353	ENSMUSP00000099399
ENSGACP00000011634	ENSMUSP00000015137
ENSGACP00000027095	ENSMUSP00000015137
ENSGACP00000025278	ENSMUSP00000050087
ENSGACP00000021615	ENSMUSP00000050087
ENSGACP00000025981	ENSMUSP00000032272
ENSGACP00000023459	ENSMUSP00000108593
ENSGACP00000027051	ENSMUSP00000019333
ENSGACP00000012605	ENSMUSP00000046467
ENSGACP00000024753	ENSMUSP00000114843
ENSGACP00000024433	ENSMUSP00000002259
ENSGACP00000014621	ENSMUSP00000030285
ENSGACP00000013009	ENSMUSP00000087257
ENSGACP00000022379	ENSMUSP00000036289
ENSGACP00000021782	ENSMUSP00000028844
ENSGACP00000022778	ENSMUSP00000031530
ENSGACP00000013915	ENSMUSP00000040524
ENSGACP00000015432	ENSMUSP00000047402
ENSGACP00000012755	ENSMUSP00000047402
ENSGACP00000002942	ENSMUSP00000038373
ENSGACP00000006413	ENSMUSP00000105245
ENSGACP00000010251	ENSMUSP00000105245
ENSGACP00000019004	ENSMUSP00000026662
ENSGACP00000013377	ENSMUSP00000026662
ENSGACP00000004612	ENSMUSP00000022952
ENSGACP00000026616	ENSMUSP00000055486
ENSGACP00000023748	ENSMUSP00000025642
ENSGACP00000020419	ENSMUSP00000081572
ENSGACP00000009662	ENSMUSP00000069578
ENSGACP00000019565	ENSMUSP00000127071
ENSGACP00000001904	ENSMUSP00000104725
ENSGACP00000022127	ENSMUSP00000001079
ENSGACP00000003772	ENSMUSP00000045955
ENSGACP00000025824	ENSMUSP00000035823
ENSGACP00000024300	ENSMUSP00000095702
ENSGACP00000023427	ENSMUSP00000095702
ENSGACP00000024339	ENSMUSP00000118474
ENSGACP00000007216	ENSMUSP00000026750
ENSGACP00000026945	ENSMUSP00000026750
ENSGACP00000012547	ENSMUSP00000030645
ENSGACP00000009785	ENSMUSP00000030627
ENSGACP00000023502	ENSMUSP00000130767
ENSGACP00000013074	ENSMUSP00000024721
ENSGACP00000002199	ENSMUSP00000078547
ENSGACP00000022362	ENSMUSP00000034817
ENSGACP00000009795	ENSMUSP00000125932
ENSGACP00000015936	ENSMUSP00000029674
ENSGACP00000008992	ENSMUSP00000076115
ENSGACP00000023708	ENSMUSP00000076115
ENSGACP00000015930	ENSMUSP00000029673
ENSGACP00000005975	ENSMUSP00000029673
ENSGACP00000015910	ENSMUSP00000029566
ENSGACP00000005980	ENSMUSP00000029566
ENSGACP00000024782	ENSMUSP00000033532
ENSGACP00000003796	ENSMUSP00000044128
ENSGACP00000027413	ENSMUSP00000051479
ENSGACP00000018796	ENSMUSP00000060749
ENSGACP00000020153	ENSMUSP00000136054
ENSGACP00000009853	ENSMUSP00000110435
ENSGACP00000019566	ENSMUSP00000088098
ENSGACP00000004645	ENSMUSP00000134205
ENSGACP00000009814	ENSMUSP00000036749
ENSGACP00000011993	ENSMUSP00000036749
ENSGACP00000007758	ENSMUSP00000078245
ENSGACP00000025502	ENSMUSP00000031002
ENSGACP00000015208	ENSMUSP00000095949
ENSGACP00000018017	ENSMUSP00000021617
ENSGACP00000018922	ENSMUSP00000020551
ENSGACP00000005104	ENSMUSP00000087810
ENSGACP00000003471	ENSMUSP00000087810
ENSGACP00000012280	ENSMUSP00000017552
ENSGACP00000001586	ENSMUSP00000077438
ENSGACP00000019536	ENSMUSP00000077438
ENSGACP00000005344	ENSMUSP00000110371
ENSGACP00000003851	ENSMUSP00000078690
ENSGACP00000018443	ENSMUSP00000125857
ENSGACP00000008154	ENSMUSP00000005233
ENSGACP00000012546	ENSMUSP00000098056
ENSGACP00000005836	ENSMUSP00000034093
ENSGACP00000005799	ENSMUSP00000113840
ENSGACP00000008689	ENSMUSP00000037079
ENSGACP00000025467	ENSMUSP00000125335
ENSGACP00000013047	ENSMUSP00000106770
ENSGACP00000012044	ENSMUSP00000066977
ENSGACP00000007457	ENSMUSP00000045454
ENSGACP00000002040	ENSMUSP00000045454
ENSGACP00000024087	ENSMUSP00000109203
ENSGACP00000025126	ENSMUSP00000035437
ENSGACP00000022272	ENSMUSP00000105915
ENSGACP00000011182	ENSMUSP00000135500
ENSGACP00000010237	ENSMUSP00000006825
ENSGACP00000013685	ENSMUSP00000101184
ENSGACP00000017217	ENSMUSP00000105790
ENSGACP00000006457	ENSMUSP00000105790
ENSGACP00000016787	ENSMUSP00000042155
ENSGACP00000012903	ENSMUSP00000007444
ENSGACP00000018709	ENSMUSP00000027185
ENSGACP00000023430	ENSMUSP00000034049
ENSGACP00000015267	ENSMUSP00000029486
ENSGACP00000010388	ENSMUSP00000029486
ENSGACP00000024908	ENSMUSP00000075990
ENSGACP00000015998	ENSMUSP00000069429
ENSGACP00000001485	ENSMUSP00000069429
ENSGACP00000015663	ENSMUSP00000029740
ENSGACP00000026410	ENSMUSP00000023531
ENSGACP00000026983	ENSMUSP00000034629
ENSGACP00000007903	ENSMUSP00000005256
ENSGACP00000009270	ENSMUSP00000005256
ENSGACP00000025026	ENSMUSP00000004673
ENSGACP00000000613	ENSMUSP00000044430
ENSGACP00000008010	ENSMUSP00000066741
ENSGACP00000013580	ENSMUSP00000066741
ENSGACP00000006292	ENSMUSP00000105926
ENSGACP00000012210	ENSMUSP00000129278
ENSGACP00000015315	ENSMUSP00000099907
ENSGACP00000027359	ENSMUSP00000025224
ENSGACP00000023147	ENSMUSP00000028787
ENSGACP00000014149	ENSMUSP00000093908
ENSGACP00000003403	ENSMUSP00000129522
ENSGACP00000023466	ENSMUSP00000118179
ENSGACP00000005819	ENSMUSP00000120830
ENSGACP00000026045	ENSMUSP00000120830
ENSGACP00000026515	ENSMUSP00000005336
ENSGACP00000011279	ENSMUSP00000087073
ENSGACP00000018915	ENSMUSP00000006367
ENSGACP00000013658	ENSMUSP00000006367
ENSGACP00000020289	ENSMUSP00000059720
ENSGACP00000020594	ENSMUSP00000030475
ENSGACP00000005330	ENSMUSP00000028034
ENSGACP00000015126	ENSMUSP00000079692
ENSGACP00000025361	ENSMUSP00000129122
ENSGACP00000005289	ENSMUSP00000121775
ENSGACP00000011803	ENSMUSP00000121775
ENSGACP00000013332	ENSMUSP00000138370
ENSGACP00000018278	ENSMUSP00000138370
ENSGACP00000020304	ENSMUSP00000055447
ENSGACP00000000638	ENSMUSP00000114458
ENSGACP00000000642	ENSMUSP00000035918
ENSGACP00000007669	ENSMUSP00000024594
ENSGACP00000013678	ENSMUSP00000068690
ENSGACP00000020956	ENSMUSP00000041307
ENSGACP00000012102	ENSMUSP00000056378
ENSGACP00000025556	ENSMUSP00000019362
ENSGACP00000014239	ENSMUSP00000034566
ENSGACP00000008184	ENSMUSP00000090568
ENSGACP00000023437	ENSMUSP00000053783
ENSGACP00000012363	ENSMUSP00000038662
ENSGACP00000016562	ENSMUSP00000002572
ENSGACP00000025075	ENSMUSP00000002572
ENSGACP00000004707	ENSMUSP00000102685
ENSGACP00000006961	ENSMUSP00000088179
ENSGACP00000009716	ENSMUSP00000114974
ENSGACP00000025630	ENSMUSP00000018698
ENSGACP00000021342	ENSMUSP00000114159
ENSGACP00000027345	ENSMUSP00000026328
ENSGACP00000010866	ENSMUSP00000076336
ENSGACP00000026575	ENSMUSP00000123700
ENSGACP00000019225	ENSMUSP00000102926
ENSGACP00000011106	ENSMUSP00000038916
ENSGACP00000018513	ENSMUSP00000098701
ENSGACP00000020555	ENSMUSP00000098701
ENSGACP00000027415	ENSMUSP00000104641
ENSGACP00000007508	ENSMUSP00000028815
ENSGACP00000002813	ENSMUSP00000026084
ENSGACP00000015886	ENSMUSP00000052202
ENSGACP00000021636	ENSMUSP00000048119
ENSGACP00000013569	ENSMUSP00000132547
ENSGACP00000020509	ENSMUSP00000132547
ENSGACP00000023070	ENSMUSP00000029611
ENSGACP00000017218	ENSMUSP00000136280
ENSGACP00000007854	ENSMUSP00000136280
ENSGACP00000007778	ENSMUSP00000054385
ENSGACP00000023303	ENSMUSP00000120125
ENSGACP00000026973	ENSMUSP00000120125
ENSGACP00000006796	ENSMUSP00000039648
ENSGACP00000025651	ENSMUSP00000104273
ENSGACP00000006741	ENSMUSP00000112685
ENSGACP00000010343	ENSMUSP00000059896
ENSGACP00000014020	ENSMUSP00000020106
ENSGACP00000005290	ENSMUSP00000035512
ENSGACP00000005684	ENSMUSP00000106163
ENSGACP00000024380	ENSMUSP00000025377
ENSGACP00000000783	ENSMUSP00000020316
ENSGACP00000005440	ENSMUSP00000033939
ENSGACP00000005520	ENSMUSP00000026217
ENSGACP00000008884	ENSMUSP00000026217
ENSGACP00000020277	ENSMUSP00000025946
ENSGACP00000024870	ENSMUSP00000076886
ENSGACP00000014662	ENSMUSP00000073105
ENSGACP00000011201	ENSMUSP00000035326
ENSGACP00000018511	ENSMUSP00000033010
ENSGACP00000011389	ENSMUSP00000128703
ENSGACP00000020478	ENSMUSP00000128703
ENSGACP00000020888	ENSMUSP00000128464
ENSGACP00000014622	ENSMUSP00000020158
ENSGACP00000014242	ENSMUSP00000018005
ENSGACP00000005097	ENSMUSP00000035214
ENSGACP00000007882	ENSMUSP00000109253
ENSGACP00000011600	ENSMUSP00000030136
ENSGACP00000027587	ENSMUSP00000018755
ENSGACP00000014631	ENSMUSP00000116200
ENSGACP00000007002	ENSMUSP00000023884
ENSGACP00000006108	ENSMUSP00000065544
ENSGACP00000006862	ENSMUSP00000065544
ENSGACP00000006821	ENSMUSP00000045945
ENSGACP00000004406	ENSMUSP00000035112
ENSGACP00000000106	ENSMUSP00000029770
ENSGACP00000013692	ENSMUSP00000021666
ENSGACP00000003807	ENSMUSP00000027251
ENSGACP00000011883	ENSMUSP00000024749
ENSGACP00000013233	ENSMUSP00000022172
ENSGACP00000000468	ENSMUSP00000024786
ENSGACP00000013704	ENSMUSP00000076864
ENSGACP00000004476	ENSMUSP00000044938
ENSGACP00000015723	ENSMUSP00000044938
ENSGACP00000025000	ENSMUSP00000031533
ENSGACP00000013789	ENSMUSP00000064758
ENSGACP00000025896	ENSMUSP00000064758
ENSGACP00000015687	ENSMUSP00000021466
ENSGACP00000022513	ENSMUSP00000025668
ENSGACP00000015580	ENSMUSP00000029752
ENSGACP00000005375	ENSMUSP00000110401
ENSGACP00000001152	ENSMUSP00000030221
ENSGACP00000006366	ENSMUSP00000044955
ENSGACP00000022518	ENSMUSP00000044955
ENSGACP00000009074	ENSMUSP00000099851
ENSGACP00000021387	ENSMUSP00000099851
ENSGACP00000019159	ENSMUSP00000042177
ENSGACP00000010863	ENSMUSP00000040126
ENSGACP00000027396	ENSMUSP00000080111
ENSGACP00000012339	ENSMUSP00000130957
ENSGACP00000025248	ENSMUSP00000053408
ENSGACP00000019354	ENSMUSP00000020378
ENSGACP00000020574	ENSMUSP00000102014
ENSGACP00000003950	ENSMUSP00000102014
ENSGACP00000009014	ENSMUSP00000130604
ENSGACP00000022282	ENSMUSP00000038361
ENSGACP00000009385	ENSMUSP00000038361
ENSGACP00000014205	ENSMUSP00000057282
ENSGACP00000013966	ENSMUSP00000019997
ENSGACP00000000877	ENSMUSP00000016033
ENSGACP00000024135	ENSMUSP00000096972
ENSGACP00000007039	ENSMUSP00000113042
ENSGACP00000019633	ENSMUSP00000032705
ENSGACP00000007368	ENSMUSP00000107492
ENSGACP00000008982	ENSMUSP00000003843
ENSGACP00000010947	ENSMUSP00000008907
ENSGACP00000023693	ENSMUSP00000023356
ENSGACP00000022054	ENSMUSP00000044624
ENSGACP00000002594	ENSMUSP00000044624
ENSGACP00000013415	ENSMUSP00000045676
ENSGACP00000017500	ENSMUSP00000097100
ENSGACP00000000325	ENSMUSP00000026150
ENSGACP00000009862	ENSMUSP00000026150
ENSGACP00000011786	ENSMUSP00000019939
ENSGACP00000005151	ENSMUSP00000021246
ENSGACP00000007825	ENSMUSP00000066244
ENSGACP00000014481	ENSMUSP00000090335
ENSGACP00000002697	ENSMUSP00000088271
ENSGACP00000002639	ENSMUSP00000020461
ENSGACP00000026012	ENSMUSP00000052863
ENSGACP00000009143	ENSMUSP00000038110
ENSGACP00000014423	ENSMUSP00000108841
ENSGACP00000016336	ENSMUSP00000023289
ENSGACP00000003094	ENSMUSP00000071933
ENSGACP00000025223	ENSMUSP00000032413
ENSGACP00000014464	ENSMUSP00000114272
ENSGACP00000000471	ENSMUSP00000094916
ENSGACP00000015660	ENSMUSP00000108948
ENSGACP00000016881	ENSMUSP00000111405
ENSGACP00000020615	ENSMUSP00000081714
ENSGACP00000008863	ENSMUSP00000081714
ENSGACP00000014873	ENSMUSP00000060255
ENSGACP00000003060	ENSMUSP00000056147
ENSGACP00000009739	ENSMUSP00000101914
ENSGACP00000023304	ENSMUSP00000064128
ENSGACP00000012314	ENSMUSP00000050246
ENSGACP00000025167	ENSMUSP00000062016
ENSGACP00000006886	ENSMUSP00000009798
ENSGACP00000006855	ENSMUSP00000034802
ENSGACP00000017577	ENSMUSP00000034802
ENSGACP00000010936	ENSMUSP00000056872
ENSGACP00000002447	ENSMUSP00000020767
ENSGACP00000003793	ENSMUSP00000062078
ENSGACP00000005399	ENSMUSP00000033938
ENSGACP00000015807	ENSMUSP00000000811
ENSGACP00000009981	ENSMUSP00000133065
ENSGACP00000004692	ENSMUSP00000116130
ENSGACP00000014168	ENSMUSP00000056099
ENSGACP00000013281	ENSMUSP00000040505
ENSGACP00000005249	ENSMUSP00000060424
ENSGACP00000020286	ENSMUSP00000025944
ENSGACP00000022867	ENSMUSP00000129772
ENSGACP00000011430	ENSMUSP00000125840
ENSGACP00000017008	ENSMUSP00000125840
ENSGACP00000000803	ENSMUSP00000052776
ENSGACP00000010141	ENSMUSP00000042004
ENSGACP00000001303	ENSMUSP00000042004
ENSGACP00000022534	ENSMUSP00000025850
ENSGACP00000017126	ENSMUSP00000031017
ENSGACP00000012932	ENSMUSP00000003640
ENSGACP00000013845	ENSMUSP00000021674
ENSGACP00000013876	ENSMUSP00000021674
ENSGACP00000010100	ENSMUSP00000021674
ENSGACP00000027536	ENSMUSP00000106906
ENSGACP00000021530	ENSMUSP00000080325
ENSGACP00000027426	ENSMUSP00000044276
ENSGACP00000001069	ENSMUSP00000027247
ENSGACP00000017727	ENSMUSP00000135516
ENSGACP00000005203	ENSMUSP00000135516
ENSGACP00000013382	ENSMUSP00000080219
ENSGACP00000024818	ENSMUSP00000080219
ENSGACP00000022797	ENSMUSP00000110414
ENSGACP00000027343	ENSMUSP00000108090
ENSGACP00000014685	ENSMUSP00000111963
ENSGACP00000015178	ENSMUSP00000111963
ENSGACP00000018151	ENSMUSP00000054338
ENSGACP00000003415	ENSMUSP00000054338
ENSGACP00000011552	ENSMUSP00000017974
ENSGACP00000007327	ENSMUSP00000028259
ENSGACP00000000902	ENSMUSP00000098099
ENSGACP00000012298	ENSMUSP00000058348
ENSGACP00000022376	ENSMUSP00000058348
ENSGACP00000025154	ENSMUSP00000061517
ENSGACP00000003027	ENSMUSP00000054141
ENSGACP00000021850	ENSMUSP00000129418
ENSGACP00000010964	ENSMUSP00000057721
ENSGACP00000019111	ENSMUSP00000057040
ENSGACP00000013243	ENSMUSP00000061643
ENSGACP00000023232	ENSMUSP00000034240
ENSGACP00000011378	ENSMUSP00000004294
ENSGACP00000006409	ENSMUSP00000137931
ENSGACP00000010278	ENSMUSP00000055599
ENSGACP00000019737	ENSMUSP00000108260
ENSGACP00000000127	ENSMUSP00000132501
ENSGACP00000010847	ENSMUSP00000012921
ENSGACP00000018650	ENSMUSP00000002172
ENSGACP00000004819	ENSMUSP00000088263
ENSGACP00000018977	ENSMUSP00000077466
ENSGACP00000014316	ENSMUSP00000104342
ENSGACP00000009863	ENSMUSP00000132519
ENSGACP00000008995	ENSMUSP00000132519
ENSGACP00000011352	ENSMUSP00000050275
ENSGACP00000011788	ENSMUSP00000017090
ENSGACP00000005480	ENSMUSP00000099324
ENSGACP00000006126	ENSMUSP00000086835
ENSGACP00000007811	ENSMUSP00000075655
ENSGACP00000008814	ENSMUSP00000037109
ENSGACP00000024276	ENSMUSP00000001080
ENSGACP00000014013	ENSMUSP00000139117
ENSGACP00000010628	ENSMUSP00000045478
ENSGACP00000004594	ENSMUSP00000045478
ENSGACP00000025384	ENSMUSP00000022782
ENSGACP00000019651	ENSMUSP00000114026
ENSGACP00000013754	ENSMUSP00000022916
ENSGACP00000015038	ENSMUSP00000054134
ENSGACP00000011811	ENSMUSP00000079395
ENSGACP00000006703	ENSMUSP00000127109
ENSGACP00000017237	ENSMUSP00000111269
ENSGACP00000014371	ENSMUSP00000000828
ENSGACP00000001362	ENSMUSP00000038369
ENSGACP00000026511	ENSMUSP00000063264
ENSGACP00000013426	ENSMUSP00000063264
ENSGACP00000027588	ENSMUSP00000019050
ENSGACP00000014943	ENSMUSP00000055297
ENSGACP00000022210	ENSMUSP00000021940
ENSGACP00000007115	ENSMUSP00000117200
ENSGACP00000022138	ENSMUSP00000117200
ENSGACP00000003099	ENSMUSP00000034308
ENSGACP00000007844	ENSMUSP00000029824
ENSGACP00000023634	ENSMUSP00000029824
ENSGACP00000022821	ENSMUSP00000031377
ENSGACP00000009183	ENSMUSP00000030279
ENSGACP00000006045	ENSMUSP00000027502
ENSGACP00000004590	ENSMUSP00000026562
ENSGACP00000004142	ENSMUSP00000104939
ENSGACP00000005621	ENSMUSP00000061737
ENSGACP00000011760	ENSMUSP00000000394
ENSGACP00000006835	ENSMUSP00000072896
ENSGACP00000026432	ENSMUSP00000047529
ENSGACP00000000443	ENSMUSP00000027730
ENSGACP00000011166	ENSMUSP00000072330
ENSGACP00000022921	ENSMUSP00000072330
ENSGACP00000004120	ENSMUSP00000016143
ENSGACP00000007637	ENSMUSP00000081263
ENSGACP00000004972	ENSMUSP00000006311
ENSGACP00000013171	ENSMUSP00000112715
ENSGACP00000010688	ENSMUSP00000103690
ENSGACP00000013878	ENSMUSP00000099331
ENSGACP00000022649	ENSMUSP00000129157
ENSGACP00000002147	ENSMUSP00000041241
ENSGACP00000022417	ENSMUSP00000029194
ENSGACP00000023549	ENSMUSP00000132338
ENSGACP00000006090	ENSMUSP00000081232
ENSGACP00000009250	ENSMUSP00000132011
ENSGACP00000009038	ENSMUSP00000044371
ENSGACP00000025375	ENSMUSP00000022813
ENSGACP00000014864	ENSMUSP00000104764
ENSGACP00000001096	ENSMUSP00000104294
ENSGACP00000023013	ENSMUSP00000052283
ENSGACP00000008786	ENSMUSP00000041232
ENSGACP00000019016	ENSMUSP00000099755
ENSGACP00000027501	ENSMUSP00000021937
ENSGACP00000007297	ENSMUSP00000049430
ENSGACP00000014693	ENSMUSP00000102229
ENSGACP00000017566	ENSMUSP00000025294
ENSGACP00000005870	ENSMUSP00000025294
ENSGACP00000018363	ENSMUSP00000028257
ENSGACP00000009849	ENSMUSP00000112638
ENSGACP00000002988	ENSMUSP00000022060
ENSGACP00000024484	ENSMUSP00000110724
ENSGACP00000026918	ENSMUSP00000110724
ENSGACP00000000988	ENSMUSP00000063412
ENSGACP00000018525	ENSMUSP00000115772
ENSGACP00000005586	ENSMUSP00000124611
ENSGACP00000026800	ENSMUSP00000025805
ENSGACP00000018089	ENSMUSP00000030687
ENSGACP00000008044	ENSMUSP00000090287
ENSGACP00000007152	ENSMUSP00000067325
ENSGACP00000018808	ENSMUSP00000054747
ENSGACP00000002960	ENSMUSP00000081954
ENSGACP00000017476	ENSMUSP00000060771
ENSGACP00000004852	ENSMUSP00000040152
ENSGACP00000023358	ENSMUSP00000084663
