ENSP00000371994	ENSMUSP00000129557
ENSP00000358854	ENSMUSP00000026027
ENSP00000262394	ENSMUSP00000017821
ENSP00000319474	ENSMUSP00000031309
ENSP00000387078	ENSMUSP00000028368
ENSP00000344504	ENSMUSP00000137309
ENSP00000244573	ENSMUSP00000062030
ENSP00000341214	ENSMUSP00000037304
ENSP00000307705	ENSMUSP00000057308
ENSP00000254691	ENSMUSP00000112833
ENSP00000276420	ENSMUSP00000022698
ENSP00000349727	ENSMUSP00000046695
ENSP00000372160	ENSMUSP00000095103
ENSP00000262593	ENSMUSP00000029075
ENSP00000344277	ENSMUSP00000043554
ENSP00000263512	ENSMUSP00000045150
ENSP00000428612	ENSMUSP00000077808
ENSP00000273905	ENSMUSP00000031263
ENSP00000245312	ENSMUSP00000023835
ENSP00000216540	ENSMUSP00000093229
ENSP00000313681	ENSMUSP00000131010
ENSP00000245222	ENSMUSP00000103366
ENSP00000216264	ENSMUSP00000038203
ENSP00000341159	ENSMUSP00000114325
ENSP00000347581	ENSMUSP00000031977
ENSP00000404121	ENSMUSP00000065770
ENSP00000262961	ENSMUSP00000113913
ENSP00000265069	ENSMUSP00000118911
ENSP00000361800	ENSMUSP00000109340
ENSP00000360065	ENSMUSP00000102481
ENSP00000242317	ENSMUSP00000100028
ENSP00000380308	ENSMUSP00000107770
ENSP00000264968	ENSMUSP00000114175
ENSP00000426225	ENSMUSP00000041629
ENSP00000446921	ENSMUSP00000133717
ENSP00000474896	ENSMUSP00000135959
ENSP00000354458	ENSMUSP00000067541
ENSP00000360281	ENSMUSP00000031663
ENSP00000263408	ENSMUSP00000022749
ENSP00000322061	ENSMUSP00000106317
ENSP00000263413	ENSMUSP00000124417
ENSP00000309270	ENSMUSP00000064246
ENSP00000362207	ENSMUSP00000126281
ENSP00000341206	ENSMUSP00000104845
ENSP00000276055	ENSMUSP00000043222
ENSP00000307911	ENSMUSP00000040775
ENSP00000278412	ENSMUSP00000076971
ENSP00000354842	ENSMUSP00000037966
ENSP00000344724	ENSMUSP00000126243
ENSP00000219746	ENSMUSP00000105250
ENSP00000436500	ENSMUSP00000130050
ENSP00000441032	ENSMUSP00000001280
ENSP00000350881	ENSMUSP00000036739
ENSP00000311657	ENSMUSP00000096258
ENSP00000346206	ENSMUSP00000128401
ENSP00000440288	ENSMUSP00000031354
ENSP00000351717	ENSMUSP00000110729
ENSP00000275016	ENSMUSP00000130073
ENSP00000310721	ENSMUSP00000037487
ENSP00000301645	ENSMUSP00000029905
ENSP00000318867	ENSMUSP00000052989
ENSP00000244043	ENSMUSP00000018113
ENSP00000259808	ENSMUSP00000129831
ENSP00000216274	ENSMUSP00000022830
ENSP00000220751	ENSMUSP00000038833
ENSP00000332454	ENSMUSP00000019386
ENSP00000306678	ENSMUSP00000034792
ENSP00000363852	ENSMUSP00000099975
ENSP00000271227	ENSMUSP00000040210
ENSP00000229729	ENSMUSP00000007249
ENSP00000336888	ENSMUSP00000034697
ENSP00000359892	ENSMUSP00000087394
ENSP00000410447	ENSMUSP00000027146
ENSP00000262032	ENSMUSP00000114404
ENSP00000413025	ENSMUSP00000075992
ENSP00000344544	ENSMUSP00000099430
ENSP00000357881	ENSMUSP00000035583
ENSP00000297679	ENSMUSP00000036245
ENSP00000343526	ENSMUSP00000030289
ENSP00000303434	ENSMUSP00000039943
ENSP00000346643	ENSMUSP00000020277
ENSP00000384774	ENSMUSP00000111946
ENSP00000292432	ENSMUSP00000051215
ENSP00000223366	ENSMUSP00000099984
ENSP00000295256	ENSMUSP00000031982
ENSP00000352268	ENSMUSP00000101375
ENSP00000442464	ENSMUSP00000045864
ENSP00000348911	ENSMUSP00000129444
ENSP00000340243	ENSMUSP00000017851
ENSP00000342962	ENSMUSP00000020027
ENSP00000319796	ENSMUSP00000051261
ENSP00000420863	ENSMUSP00000047547
ENSP00000320346	ENSMUSP00000028679
ENSP00000262809	ENSMUSP00000091163
ENSP00000215061	ENSMUSP00000002469
ENSP00000323264	ENSMUSP00000022137
ENSP00000274140	ENSMUSP00000087694
ENSP00000427223	ENSMUSP00000105884
ENSP00000379118	ENSMUSP00000098594
ENSP00000309141	ENSMUSP00000099976
ENSP00000471536	ENSMUSP00000065225
ENSP00000319412	ENSMUSP00000072669
ENSP00000361917	ENSMUSP00000108824
ENSP00000331662	ENSMUSP00000127305
ENSP00000340672	ENSMUSP00000084097
ENSP00000445683	ENSMUSP00000108769
ENSP00000437872	ENSMUSP00000134666
ENSP00000474720	ENSMUSP00000094045
ENSP00000444537	ENSMUSP00000108819
ENSP00000385824	ENSMUSP00000101141
ENSP00000361672	ENSMUSP00000099716
ENSP00000363377	ENSMUSP00000059420
ENSP00000263904	ENSMUSP00000099820
ENSP00000366746	ENSMUSP00000100025
ENSP00000368818	ENSMUSP00000099744
ENSP00000330631	ENSMUSP00000099572
ENSP00000043402	ENSMUSP00000062924
ENSP00000335397	ENSMUSP00000057725
ENSP00000340328	ENSMUSP00000056313
ENSP00000263212	ENSMUSP00000027373
ENSP00000312411	ENSMUSP00000061278
ENSP00000417659	ENSMUSP00000029355
ENSP00000254654	ENSMUSP00000027534
ENSP00000477341	ENSMUSP00000041395
ENSP00000372322	ENSMUSP00000022511
ENSP00000372361	ENSMUSP00000106916
ENSP00000343909	ENSMUSP00000068197
ENSP00000322915	ENSMUSP00000101714
ENSP00000349708	ENSMUSP00000045366
ENSP00000378830	ENSMUSP00000006851
ENSP00000181839	ENSMUSP00000036013
ENSP00000362361	ENSMUSP00000009699
ENSP00000338673	ENSMUSP00000045527
ENSP00000376345	ENSMUSP00000021090
ENSP00000284154	ENSMUSP00000004959
ENSP00000339186	ENSMUSP00000046532
ENSP00000417273	ENSMUSP00000112221
ENSP00000233154	ENSMUSP00000083611
ENSP00000378324	ENSMUSP00000070413
ENSP00000314030	ENSMUSP00000034138
ENSP00000414398	ENSMUSP00000126828
ENSP00000307280	ENSMUSP00000027151
ENSP00000450385	ENSMUSP00000026428
ENSP00000347055	ENSMUSP00000102570
ENSP00000379210	ENSMUSP00000078715
ENSP00000229824	ENSMUSP00000085253
ENSP00000365630	ENSMUSP00000062771
ENSP00000262094	ENSMUSP00000114094
ENSP00000379601	ENSMUSP00000139310
ENSP00000363799	ENSMUSP00000092693
ENSP00000334300	ENSMUSP00000092692
ENSP00000329647	ENSMUSP00000100532
ENSP00000406933	ENSMUSP00000087680
ENSP00000376615	ENSMUSP00000096994
ENSP00000261461	ENSMUSP00000070726
ENSP00000164133	ENSMUSP00000025695
ENSP00000417963	ENSMUSP00000002839
ENSP00000412733	ENSMUSP00000124370
ENSP00000296220	ENSMUSP00000039632
ENSP00000379804	ENSMUSP00000038013
ENSP00000263650	ENSMUSP00000020411
ENSP00000378349	ENSMUSP00000109915
ENSP00000353094	ENSMUSP00000053175
ENSP00000215941	ENSMUSP00000047042
ENSP00000320893	ENSMUSP00000115813
ENSP00000328327	ENSMUSP00000122395
ENSP00000218008	ENSMUSP00000016471
ENSP00000334216	ENSMUSP00000033826
ENSP00000250111	ENSMUSP00000047353
ENSP00000356790	ENSMUSP00000027863
ENSP00000473410	ENSMUSP00000138773
ENSP00000381476	ENSMUSP00000093914
ENSP00000216139	ENSMUSP00000023295
ENSP00000407158	ENSMUSP00000102366
ENSP00000396538	ENSMUSP00000127784
ENSP00000327850	ENSMUSP00000129001
ENSP00000379330	ENSMUSP00000074198
ENSP00000388910	ENSMUSP00000024179
ENSP00000244623	ENSMUSP00000043099
ENSP00000325682	ENSMUSP00000071835
ENSP00000367649	ENSMUSP00000097431
ENSP00000377867	ENSMUSP00000033444
ENSP00000325748	ENSMUSP00000027498
ENSP00000361892	ENSMUSP00000018353
ENSP00000429744	ENSMUSP00000018476
ENSP00000344546	ENSMUSP00000111463
ENSP00000320485	ENSMUSP00000101517
ENSP00000343126	ENSMUSP00000130173
ENSP00000368189	ENSMUSP00000127678
ENSP00000263620	ENSMUSP00000019708
ENSP00000263270	ENSMUSP00000083281
ENSP00000336666	ENSMUSP00000106709
ENSP00000379891	ENSMUSP00000125268
ENSP00000352167	ENSMUSP00000021693
ENSP00000413049	ENSMUSP00000021971
ENSP00000381782	ENSMUSP00000025732
ENSP00000354886	ENSMUSP00000050329
ENSP00000326305	ENSMUSP00000035222
ENSP00000397563	ENSMUSP00000048124
ENSP00000257177	ENSMUSP00000044836
ENSP00000365130	ENSMUSP00000071623
ENSP00000263063	ENSMUSP00000025077
ENSP00000456163	ENSMUSP00000093958
ENSP00000373420	ENSMUSP00000113429
ENSP00000325594	ENSMUSP00000020643
ENSP00000337732	ENSMUSP00000040108
ENSP00000410862	ENSMUSP00000006750
ENSP00000344465	ENSMUSP00000133474
ENSP00000386908	ENSMUSP00000128672
ENSP00000274473	ENSMUSP00000075174
ENSP00000263071	ENSMUSP00000044248
ENSP00000266214	ENSMUSP00000012161
ENSP00000340330	ENSMUSP00000109271
ENSP00000259021	ENSMUSP00000103362
ENSP00000287239	ENSMUSP00000138377
ENSP00000380136	ENSMUSP00000038181
ENSP00000406037	ENSMUSP00000033070
ENSP00000316948	ENSMUSP00000090820
ENSP00000394734	ENSMUSP00000034868
ENSP00000337194	ENSMUSP00000077019
ENSP00000263864	ENSMUSP00000059501
ENSP00000379602	ENSMUSP00000032487
ENSP00000054666	ENSMUSP00000030797
ENSP00000356992	ENSMUSP00000059389
ENSP00000264245	ENSMUSP00000023487
ENSP00000310561	ENSMUSP00000133898
ENSP00000320038	ENSMUSP00000038412
ENSP00000265734	ENSMUSP00000136352
ENSP00000410561	ENSMUSP00000134251
ENSP00000266970	ENSMUSP00000026416
ENSP00000236877	ENSMUSP00000128926
ENSP00000370669	ENSMUSP00000138735
ENSP00000384582	ENSMUSP00000093245
ENSP00000272433	ENSMUSP00000041872
ENSP00000347924	ENSMUSP00000118743
ENSP00000316905	ENSMUSP00000021930
ENSP00000224807	ENSMUSP00000059419
ENSP00000358909	ENSMUSP00000026011
ENSP00000266771	ENSMUSP00000031367
ENSP00000227880	ENSMUSP00000025646
ENSP00000340402	ENSMUSP00000129239
ENSP00000365686	ENSMUSP00000085728
ENSP00000417085	ENSMUSP00000023616
ENSP00000356991	ENSMUSP00000006578
ENSP00000418070	ENSMUSP00000023334
ENSP00000402060	ENSMUSP00000039205
ENSP00000252483	ENSMUSP00000074898
ENSP00000264025	ENSMUSP00000034510
ENSP00000359000	ENSMUSP00000026254
ENSP00000245796	ENSMUSP00000100006
ENSP00000274710	ENSMUSP00000111381
ENSP00000324127	ENSMUSP00000091178
ENSP00000020673	ENSMUSP00000039728
ENSP00000417706	ENSMUSP00000047208
ENSP00000292782	ENSMUSP00000103817
ENSP00000319482	ENSMUSP00000058968
ENSP00000260247	ENSMUSP00000034499
ENSP00000334625	ENSMUSP00000084427
ENSP00000347232	ENSMUSP00000127995
ENSP00000298139	ENSMUSP00000033990
ENSP00000475456	ENSMUSP00000044363
ENSP00000317636	ENSMUSP00000021097
ENSP00000370531	ENSMUSP00000056131
ENSP00000259407	ENSMUSP00000041983
ENSP00000269228	ENSMUSP00000025279
ENSP00000289547	ENSMUSP00000004505
ENSP00000265565	ENSMUSP00000095953
ENSP00000332353	ENSMUSP00000021921
ENSP00000361266	ENSMUSP00000030443
ENSP00000396722	ENSMUSP00000074578
ENSP00000330862	ENSMUSP00000110898
ENSP00000419000	ENSMUSP00000077913
ENSP00000350364	ENSMUSP00000073664
ENSP00000270642	ENSMUSP00000103608
ENSP00000264668	ENSMUSP00000039810
ENSP00000337459	ENSMUSP00000120421
ENSP00000297494	ENSMUSP00000030834
ENSP00000419970	ENSMUSP00000005651
ENSP00000283122	ENSMUSP00000022009
ENSP00000319052	ENSMUSP00000057392
ENSP00000359300	ENSMUSP00000110198
ENSP00000355480	ENSMUSP00000027775
ENSP00000387536	ENSMUSP00000036604
ENSP00000282077	ENSMUSP00000006669
ENSP00000420927	ENSMUSP00000041447
ENSP00000005178	ENSMUSP00000019721
ENSP00000378405	ENSMUSP00000070345
ENSP00000278823	ENSMUSP00000093959
ENSP00000333633	ENSMUSP00000105348
ENSP00000338629	ENSMUSP00000101307
ENSP00000349076	ENSMUSP00000085695
ENSP00000417654	ENSMUSP00000023344
ENSP00000247138	ENSMUSP00000111327
ENSP00000320566	ENSMUSP00000031680
ENSP00000322142	ENSMUSP00000027505
ENSP00000380024	ENSMUSP00000032480
ENSP00000364929	ENSMUSP00000062593
ENSP00000307183	ENSMUSP00000079226
ENSP00000377265	ENSMUSP00000027059
ENSP00000362332	ENSMUSP00000035902
ENSP00000368924	ENSMUSP00000105822
ENSP00000201031	ENSMUSP00000129922
ENSP00000008391	ENSMUSP00000037699
ENSP00000300209	ENSMUSP00000111939
ENSP00000267273	ENSMUSP00000061229
ENSP00000379201	ENSMUSP00000055002
ENSP00000272643	ENSMUSP00000073220
ENSP00000406482	ENSMUSP00000040176
ENSP00000290902	ENSMUSP00000042701
ENSP00000316881	ENSMUSP00000038056
ENSP00000323696	ENSMUSP00000081941
ENSP00000347649	ENSMUSP00000065278
ENSP00000236040	ENSMUSP00000099723
ENSP00000379951	ENSMUSP00000023958
ENSP00000376397	ENSMUSP00000073913
ENSP00000329942	ENSMUSP00000054883
ENSP00000321005	ENSMUSP00000102782
ENSP00000291582	ENSMUSP00000114904
ENSP00000253024	ENSMUSP00000005705
ENSP00000340507	ENSMUSP00000031859
ENSP00000351250	ENSMUSP00000029444
ENSP00000384876	ENSMUSP00000102352
ENSP00000217169	ENSMUSP00000104503
ENSP00000263464	ENSMUSP00000013949
ENSP00000227758	ENSMUSP00000091422
ENSP00000419185	ENSMUSP00000110798
ENSP00000302630	ENSMUSP00000058020
ENSP00000371786	ENSMUSP00000053288
ENSP00000261726	ENSMUSP00000107381
ENSP00000353401	ENSMUSP00000004097
ENSP00000396935	ENSMUSP00000045566
ENSP00000417003	ENSMUSP00000095320
ENSP00000268676	ENSMUSP00000104460
ENSP00000270560	ENSMUSP00000019063
ENSP00000304277	ENSMUSP00000130999
ENSP00000305852	ENSMUSP00000029377
ENSP00000433102	ENSMUSP00000053384
ENSP00000339659	ENSMUSP00000103319
ENSP00000373272	ENSMUSP00000107447
ENSP00000256649	ENSMUSP00000129861
ENSP00000305161	ENSMUSP00000058109
ENSP00000338964	ENSMUSP00000029131
ENSP00000381340	ENSMUSP00000072074
ENSP00000265723	ENSMUSP00000003717
ENSP00000384881	ENSMUSP00000046177
ENSP00000263817	ENSMUSP00000099770
ENSP00000323714	ENSMUSP00000105630
ENSP00000393324	ENSMUSP00000032151
ENSP00000318057	ENSMUSP00000037042
ENSP00000242480	ENSMUSP00000041053
ENSP00000239938	ENSMUSP00000069616
ENSP00000445626	ENSMUSP00000093433
ENSP00000331327	ENSMUSP00000117891
ENSP00000295743	ENSMUSP00000035020
ENSP00000177694	ENSMUSP00000001484
ENSP00000374205	ENSMUSP00000046787
ENSP00000219905	ENSMUSP00000106401
ENSP00000409738	ENSMUSP00000109427
ENSP00000321951	ENSMUSP00000023750
ENSP00000314380	ENSMUSP00000023225
ENSP00000324105	ENSMUSP00000104188
ENSP00000437402	ENSMUSP00000004378
ENSP00000387194	ENSMUSP00000062584
ENSP00000221476	ENSMUSP00000003643
ENSP00000299198	ENSMUSP00000001304
ENSP00000357106	ENSMUSP00000106851
ENSP00000384193	ENSMUSP00000109931
ENSP00000222374	ENSMUSP00000066880
ENSP00000227348	ENSMUSP00000137837
ENSP00000395359	ENSMUSP00000083073
ENSP00000475496	ENSMUSP00000022197
ENSP00000268099	ENSMUSP00000038350
ENSP00000307275	ENSMUSP00000029684
ENSP00000355387	ENSMUSP00000035898
ENSP00000316007	ENSMUSP00000078808
ENSP00000349320	ENSMUSP00000049457
ENSP00000418081	ENSMUSP00000082173
ENSP00000419101	ENSMUSP00000022567
ENSP00000302177	ENSMUSP00000106567
ENSP00000324944	ENSMUSP00000045441
ENSP00000314196	ENSMUSP00000092988
ENSP00000245615	ENSMUSP00000037107
ENSP00000261407	ENSMUSP00000004381
ENSP00000420269	ENSMUSP00000087633
ENSP00000265512	ENSMUSP00000013458
ENSP00000406052	ENSMUSP00000137298
ENSP00000251864	ENSMUSP00000107231
ENSP00000346065	ENSMUSP00000131277
ENSP00000255324	ENSMUSP00000093469
ENSP00000424595	ENSMUSP00000133931
ENSP00000361512	ENSMUSP00000133736
ENSP00000381504	ENSMUSP00000026839
ENSP00000414624	ENSMUSP00000101999
ENSP00000325674	ENSMUSP00000053766
ENSP00000452634	ENSMUSP00000099806
ENSP00000369409	ENSMUSP00000072438
ENSP00000284073	ENSMUSP00000090470
ENSP00000257552	ENSMUSP00000120516
ENSP00000233078	ENSMUSP00000089958
ENSP00000349415	ENSMUSP00000095285
ENSP00000229340	ENSMUSP00000031492
ENSP00000257017	ENSMUSP00000033430
ENSP00000306496	ENSMUSP00000063054
ENSP00000358644	ENSMUSP00000123514
ENSP00000393987	ENSMUSP00000050199
ENSP00000383933	ENSMUSP00000064808
ENSP00000295569	ENSMUSP00000086710
ENSP00000418575	ENSMUSP00000113152
ENSP00000392043	ENSMUSP00000020107
ENSP00000263519	ENSMUSP00000085775
ENSP00000353414	ENSMUSP00000086398
ENSP00000369677	ENSMUSP00000031055
ENSP00000335481	ENSMUSP00000061704
ENSP00000318234	ENSMUSP00000052095
ENSP00000254528	ENSMUSP00000024849
ENSP00000332806	ENSMUSP00000059732
ENSP00000325355	ENSMUSP00000041328
ENSP00000345436	ENSMUSP00000024958
ENSP00000353518	ENSMUSP00000110491
ENSP00000364627	ENSMUSP00000091375
ENSP00000374237	ENSMUSP00000034527
ENSP00000396421	ENSMUSP00000097296
ENSP00000274289	ENSMUSP00000022212
ENSP00000361275	ENSMUSP00000076130
ENSP00000466248	ENSMUSP00000044400
ENSP00000300093	ENSMUSP00000033154
ENSP00000253159	ENSMUSP00000130004
ENSP00000441823	ENSMUSP00000056967
ENSP00000251020	ENSMUSP00000034090
ENSP00000217086	ENSMUSP00000029061
ENSP00000333537	ENSMUSP00000056401
ENSP00000375810	ENSMUSP00000038091
ENSP00000259708	ENSMUSP00000003642
ENSP00000399403	ENSMUSP00000112262
ENSP00000338766	ENSMUSP00000035167
ENSP00000250693	ENSMUSP00000033300
ENSP00000380258	ENSMUSP00000102550
ENSP00000348064	ENSMUSP00000108706
ENSP00000228936	ENSMUSP00000032341
ENSP00000320543	ENSMUSP00000136950
ENSP00000406209	ENSMUSP00000096445
ENSP00000317431	ENSMUSP00000094072
ENSP00000367323	ENSMUSP00000125058
ENSP00000419952	ENSMUSP00000047480
ENSP00000302719	ENSMUSP00000018614
ENSP00000344208	ENSMUSP00000038719
ENSP00000285208	ENSMUSP00000035155
ENSP00000410403	ENSMUSP00000103958
ENSP00000438262	ENSMUSP00000097154
ENSP00000465419	ENSMUSP00000036438
ENSP00000281537	ENSMUSP00000099652
ENSP00000355938	ENSMUSP00000082777
ENSP00000320234	ENSMUSP00000031455
ENSP00000437041	ENSMUSP00000050061
ENSP00000356218	ENSMUSP00000027726
ENSP00000354468	ENSMUSP00000018186
ENSP00000358695	ENSMUSP00000126119
ENSP00000371419	ENSMUSP00000124258
ENSP00000364220	ENSMUSP00000030533
ENSP00000398688	ENSMUSP00000093911
ENSP00000301286	ENSMUSP00000002908
ENSP00000221957	ENSMUSP00000019726
ENSP00000371272	ENSMUSP00000019808
ENSP00000300055	ENSMUSP00000032762
ENSP00000381057	ENSMUSP00000079025
ENSP00000302046	ENSMUSP00000093613
ENSP00000452245	ENSMUSP00000127274
ENSP00000305596	ENSMUSP00000055079
ENSP00000294829	ENSMUSP00000127945
ENSP00000431905	ENSMUSP00000077119
ENSP00000471272	ENSMUSP00000103560
ENSP00000398617	ENSMUSP00000134691
ENSP00000420140	ENSMUSP00000110941
ENSP00000326652	ENSMUSP00000087973
ENSP00000375956	ENSMUSP00000118318
ENSP00000475417	ENSMUSP00000041732
ENSP00000405514	ENSMUSP00000046906
ENSP00000424474	ENSMUSP00000062231
ENSP00000226574	ENSMUSP00000029812
ENSP00000358983	ENSMUSP00000107512
ENSP00000221452	ENSMUSP00000092355
ENSP00000384273	ENSMUSP00000025867
ENSP00000295025	ENSMUSP00000099928
ENSP00000361803	ENSMUSP00000035800
ENSP00000329468	ENSMUSP00000021050
ENSP00000265846	ENSMUSP00000106489
ENSP00000359484	ENSMUSP00000027339
ENSP00000353078	ENSMUSP00000073228
ENSP00000380505	ENSMUSP00000047763
ENSP00000338348	ENSMUSP00000133515
ENSP00000380178	ENSMUSP00000021148
ENSP00000263228	ENSMUSP00000038813
ENSP00000215574	ENSMUSP00000020550
ENSP00000341346	ENSMUSP00000021155
ENSP00000207457	ENSMUSP00000099676
ENSP00000379263	ENSMUSP00000042063
ENSP00000283025	ENSMUSP00000111497
ENSP00000259339	ENSMUSP00000028199
ENSP00000345719	ENSMUSP00000028200
ENSP00000356599	ENSMUSP00000078572
ENSP00000362381	ENSMUSP00000009707
ENSP00000350102	ENSMUSP00000080548
ENSP00000378292	ENSMUSP00000076437
ENSP00000306261	ENSMUSP00000126197
ENSP00000078445	ENSMUSP00000112836
ENSP00000357596	ENSMUSP00000029547
ENSP00000342136	ENSMUSP00000100008
ENSP00000329140	ENSMUSP00000040208
ENSP00000434939	ENSMUSP00000028663
ENSP00000444978	ENSMUSP00000004134
ENSP00000273062	ENSMUSP00000027367
ENSP00000381148	ENSMUSP00000100891
ENSP00000273179	ENSMUSP00000072852
ENSP00000260327	ENSMUSP00000047543
ENSP00000411145	ENSMUSP00000031709
ENSP00000283268	ENSMUSP00000022262
ENSP00000344782	ENSMUSP00000128052
ENSP00000359357	ENSMUSP00000135039
ENSP00000292853	ENSMUSP00000103916
ENSP00000292852	ENSMUSP00000032818
ENSP00000342137	ENSMUSP00000055562
ENSP00000365961	ENSMUSP00000054022
ENSP00000365944	ENSMUSP00000101331
ENSP00000346240	ENSMUSP00000037377
ENSP00000216180	ENSMUSP00000043826
ENSP00000216177	ENSMUSP00000019012
ENSP00000337701	ENSMUSP00000127149
ENSP00000378072	ENSMUSP00000050123
ENSP00000265838	ENSMUSP00000034547
ENSP00000302898	ENSMUSP00000083426
ENSP00000295709	ENSMUSP00000084430
ENSP00000361769	ENSMUSP00000068178
ENSP00000439287	ENSMUSP00000045637
ENSP00000384892	ENSMUSP00000048719
ENSP00000428417	ENSMUSP00000095420
ENSP00000323313	ENSMUSP00000023550
ENSP00000264065	ENSMUSP00000028392
ENSP00000369081	ENSMUSP00000041839
ENSP00000272227	ENSMUSP00000052912
ENSP00000381104	ENSMUSP00000086422
ENSP00000365567	ENSMUSP00000026624
ENSP00000360184	ENSMUSP00000025989
ENSP00000356290	ENSMUSP00000112897
ENSP00000216605	ENSMUSP00000021443
ENSP00000379108	ENSMUSP00000071578
ENSP00000265686	ENSMUSP00000120531
ENSP00000332247	ENSMUSP00000039737
ENSP00000308122	ENSMUSP00000110558
ENSP00000264649	ENSMUSP00000099399
ENSP00000336740	ENSMUSP00000015137
ENSP00000339916	ENSMUSP00000099162
ENSP00000338127	ENSMUSP00000050087
ENSP00000341785	ENSMUSP00000107856
ENSP00000349616	ENSMUSP00000032272
ENSP00000421981	ENSMUSP00000108593
ENSP00000321804	ENSMUSP00000024702
ENSP00000326031	ENSMUSP00000039109
ENSP00000290649	ENSMUSP00000052258
ENSP00000430955	ENSMUSP00000019333
ENSP00000304051	ENSMUSP00000046467
ENSP00000366395	ENSMUSP00000114843
ENSP00000247461	ENSMUSP00000137440
ENSP00000326699	ENSMUSP00000002259
ENSP00000320866	ENSMUSP00000003912
ENSP00000269881	ENSMUSP00000019876
ENSP00000329093	ENSMUSP00000006949
ENSP00000370571	ENSMUSP00000000219
ENSP00000320337	ENSMUSP00000025925
ENSP00000264735	ENSMUSP00000087257
ENSP00000301790	ENSMUSP00000025929
ENSP00000332488	ENSMUSP00000102613
ENSP00000261854	ENSMUSP00000028844
ENSP00000288680	ENSMUSP00000031530
ENSP00000381237	ENSMUSP00000086460
ENSP00000385741	ENSMUSP00000105249
ENSP00000229304	ENSMUSP00000108205
ENSP00000229335	ENSMUSP00000040524
ENSP00000244669	ENSMUSP00000047402
ENSP00000307252	ENSMUSP00000105815
ENSP00000278060	ENSMUSP00000026537
ENSP00000297792	ENSMUSP00000038373
ENSP00000383042	ENSMUSP00000111977
ENSP00000269397	ENSMUSP00000026665
ENSP00000216133	ENSMUSP00000105245
ENSP00000269385	ENSMUSP00000026663
ENSP00000384490	ENSMUSP00000105255
ENSP00000308750	ENSMUSP00000026662
ENSP00000441405	ENSMUSP00000107048
ENSP00000307774	ENSMUSP00000078374
ENSP00000297565	ENSMUSP00000022952
ENSP00000441801	ENSMUSP00000055486
ENSP00000227524	ENSMUSP00000025642
ENSP00000363313	ENSMUSP00000081572
ENSP00000430432	ENSMUSP00000019911
ENSP00000359128	ENSMUSP00000069578
ENSP00000381032	ENSMUSP00000057365
ENSP00000360829	ENSMUSP00000048642
ENSP00000361110	ENSMUSP00000127071
ENSP00000475261	ENSMUSP00000030585
ENSP00000368835	ENSMUSP00000037764
ENSP00000312272	ENSMUSP00000018571
ENSP00000342832	ENSMUSP00000039760
ENSP00000381821	ENSMUSP00000101964
ENSP00000432648	ENSMUSP00000088231
ENSP00000381823	ENSMUSP00000104725
ENSP00000265175	ENSMUSP00000001079
ENSP00000343405	ENSMUSP00000045955
ENSP00000280551	ENSMUSP00000035823
ENSP00000259605	ENSMUSP00000095702
ENSP00000274811	ENSMUSP00000118474
ENSP00000328059	ENSMUSP00000112820
ENSP00000368824	ENSMUSP00000026750
ENSP00000354609	ENSMUSP00000030645
ENSP00000357232	ENSMUSP00000130767
ENSP00000268122	ENSMUSP00000032766
ENSP00000360217	ENSMUSP00000024721
ENSP00000316203	ENSMUSP00000003681
ENSP00000255858	ENSMUSP00000019512
ENSP00000215812	ENSMUSP00000065084
ENSP00000376268	ENSMUSP00000021177
ENSP00000251170	ENSMUSP00000128063
ENSP00000341564	ENSMUSP00000078547
