ENSGACP00000003450	ENSMODP00000016222
ENSGACP00000018285	ENSMODP00000010391
ENSGACP00000005651	ENSMODP00000010391
ENSGACP00000019208	ENSMODP00000022783
ENSGACP00000026444	ENSMODP00000006646
ENSGACP00000023425	ENSMODP00000006646
ENSGACP00000014984	ENSMODP00000022543
ENSGACP00000026896	ENSMODP00000022543
ENSGACP00000016192	ENSMODP00000016502
ENSGACP00000027292	ENSMODP00000016502
ENSGACP00000019290	ENSMODP00000014221
ENSGACP00000022105	ENSMODP00000017230
ENSGACP00000024689	ENSMODP00000014738
ENSGACP00000001742	ENSMODP00000035593
ENSGACP00000005540	ENSMODP00000035593
ENSGACP00000011308	ENSMODP00000008768
ENSGACP00000017588	ENSMODP00000000980
ENSGACP00000018744	ENSMODP00000025824
ENSGACP00000001313	ENSMODP00000022198
ENSGACP00000014383	ENSMODP00000024262
ENSGACP00000017560	ENSMODP00000009347
ENSGACP00000022840	ENSMODP00000026857
ENSGACP00000015640	ENSMODP00000020173
ENSGACP00000016689	ENSMODP00000017698
ENSGACP00000018236	ENSMODP00000003066
ENSGACP00000008141	ENSMODP00000022677
ENSGACP00000012510	ENSMODP00000000573
ENSGACP00000016479	ENSMODP00000026042
ENSGACP00000003484	ENSMODP00000002568
ENSGACP00000018708	ENSMODP00000030466
ENSGACP00000010198	ENSMODP00000028496
ENSGACP00000020504	ENSMODP00000025295
ENSGACP00000019135	ENSMODP00000040249
ENSGACP00000008923	ENSMODP00000020618
ENSGACP00000014890	ENSMODP00000018323
ENSGACP00000013221	ENSMODP00000011583
ENSGACP00000012239	ENSMODP00000022584
ENSGACP00000023801	ENSMODP00000031583
ENSGACP00000000363	ENSMODP00000012587
ENSGACP00000010872	ENSMODP00000022830
ENSGACP00000000841	ENSMODP00000019328
ENSGACP00000014629	ENSMODP00000010747
ENSGACP00000004599	ENSMODP00000005573
ENSGACP00000001097	ENSMODP00000005181
ENSGACP00000003493	ENSMODP00000022320
ENSGACP00000003037	ENSMODP00000012905
ENSGACP00000007881	ENSMODP00000020538
ENSGACP00000009707	ENSMODP00000023494
ENSGACP00000000594	ENSMODP00000026682
ENSGACP00000020169	ENSMODP00000007206
ENSGACP00000004030	ENSMODP00000007658
ENSGACP00000019422	ENSMODP00000019917
ENSGACP00000010552	ENSMODP00000014818
ENSGACP00000009667	ENSMODP00000001348
ENSGACP00000017015	ENSMODP00000017716
ENSGACP00000000088	ENSMODP00000017716
ENSGACP00000021696	ENSMODP00000005415
ENSGACP00000013298	ENSMODP00000018843
ENSGACP00000006321	ENSMODP00000013520
ENSGACP00000014620	ENSMODP00000021426
ENSGACP00000013026	ENSMODP00000022621
ENSGACP00000024852	ENSMODP00000038226
ENSGACP00000006576	ENSMODP00000000527
ENSGACP00000020648	ENSMODP00000009234
ENSGACP00000024474	ENSMODP00000018720
ENSGACP00000021822	ENSMODP00000033769
ENSGACP00000017880	ENSMODP00000015346
ENSGACP00000002740	ENSMODP00000039908
ENSGACP00000025449	ENSMODP00000006931
ENSGACP00000027200	ENSMODP00000023180
ENSGACP00000015452	ENSMODP00000023180
ENSGACP00000022209	ENSMODP00000001342
ENSGACP00000024664	ENSMODP00000001342
ENSGACP00000010991	ENSMODP00000032390
ENSGACP00000010960	ENSMODP00000006350
ENSGACP00000022519	ENSMODP00000000396
ENSGACP00000016643	ENSMODP00000000396
ENSGACP00000018402	ENSMODP00000009711
ENSGACP00000004443	ENSMODP00000004776
ENSGACP00000015655	ENSMODP00000004776
ENSGACP00000014318	ENSMODP00000028686
ENSGACP00000007470	ENSMODP00000006606
ENSGACP00000012323	ENSMODP00000005294
ENSGACP00000000795	ENSMODP00000005294
ENSGACP00000006963	ENSMODP00000013045
ENSGACP00000025485	ENSMODP00000011352
ENSGACP00000001450	ENSMODP00000006501
ENSGACP00000019319	ENSMODP00000011852
ENSGACP00000026643	ENSMODP00000039132
ENSGACP00000016500	ENSMODP00000039132
ENSGACP00000009299	ENSMODP00000022162
ENSGACP00000015626	ENSMODP00000021111
ENSGACP00000027248	ENSMODP00000021111
ENSGACP00000026577	ENSMODP00000016249
ENSGACP00000004344	ENSMODP00000021299
ENSGACP00000008376	ENSMODP00000011450
ENSGACP00000021839	ENSMODP00000011450
ENSGACP00000019024	ENSMODP00000005514
ENSGACP00000026021	ENSMODP00000022967
ENSGACP00000011216	ENSMODP00000022967
ENSGACP00000018252	ENSMODP00000018335
ENSGACP00000018145	ENSMODP00000038772
ENSGACP00000015136	ENSMODP00000004930
ENSGACP00000013136	ENSMODP00000022648
ENSGACP00000008717	ENSMODP00000012236
ENSGACP00000001739	ENSMODP00000009725
ENSGACP00000017767	ENSMODP00000011444
ENSGACP00000025597	ENSMODP00000011444
ENSGACP00000019584	ENSMODP00000000791
ENSGACP00000002920	ENSMODP00000007665
ENSGACP00000005818	ENSMODP00000013686
ENSGACP00000026645	ENSMODP00000013686
ENSGACP00000006170	ENSMODP00000016776
ENSGACP00000010967	ENSMODP00000006345
ENSGACP00000024788	ENSMODP00000016596
ENSGACP00000012622	ENSMODP00000041145
ENSGACP00000025282	ENSMODP00000017830
ENSGACP00000026079	ENSMODP00000012361
ENSGACP00000011854	ENSMODP00000012361
ENSGACP00000005951	ENSMODP00000019624
ENSGACP00000011391	ENSMODP00000029521
ENSGACP00000007695	ENSMODP00000019885
ENSGACP00000022143	ENSMODP00000019885
ENSGACP00000004282	ENSMODP00000009492
ENSGACP00000006460	ENSMODP00000009492
ENSGACP00000018222	ENSMODP00000037713
ENSGACP00000021825	ENSMODP00000008297
ENSGACP00000010854	ENSMODP00000041050
ENSGACP00000007366	ENSMODP00000015411
ENSGACP00000007268	ENSMODP00000015319
ENSGACP00000003320	ENSMODP00000015319
ENSGACP00000022052	ENSMODP00000016412
ENSGACP00000014709	ENSMODP00000020476
ENSGACP00000006341	ENSMODP00000016920
ENSGACP00000025143	ENSMODP00000010465
ENSGACP00000016788	ENSMODP00000037611
ENSGACP00000024977	ENSMODP00000027434
ENSGACP00000014061	ENSMODP00000027434
ENSGACP00000009357	ENSMODP00000019658
ENSGACP00000019831	ENSMODP00000019658
ENSGACP00000027367	ENSMODP00000009371
ENSGACP00000001479	ENSMODP00000009371
ENSGACP00000026906	ENSMODP00000009434
ENSGACP00000004908	ENSMODP00000023057
ENSGACP00000018138	ENSMODP00000023057
ENSGACP00000014833	ENSMODP00000024083
ENSGACP00000017486	ENSMODP00000000697
ENSGACP00000015883	ENSMODP00000003756
ENSGACP00000010088	ENSMODP00000007149
ENSGACP00000014002	ENSMODP00000007149
ENSGACP00000022168	ENSMODP00000007180
ENSGACP00000019194	ENSMODP00000022846
ENSGACP00000003217	ENSMODP00000007465
ENSGACP00000018711	ENSMODP00000022903
ENSGACP00000008882	ENSMODP00000029205
ENSGACP00000008823	ENSMODP00000038829
ENSGACP00000019530	ENSMODP00000032819
ENSGACP00000022290	ENSMODP00000025861
ENSGACP00000012747	ENSMODP00000026080
ENSGACP00000026471	ENSMODP00000011996
ENSGACP00000016398	ENSMODP00000023968
ENSGACP00000025666	ENSMODP00000023968
ENSGACP00000005210	ENSMODP00000023159
ENSGACP00000024184	ENSMODP00000023159
ENSGACP00000008646	ENSMODP00000012617
ENSGACP00000000374	ENSMODP00000004167
ENSGACP00000015159	ENSMODP00000008127
ENSGACP00000024992	ENSMODP00000021102
ENSGACP00000003232	ENSMODP00000022295
ENSGACP00000004357	ENSMODP00000009523
ENSGACP00000014598	ENSMODP00000007529
ENSGACP00000019384	ENSMODP00000006828
ENSGACP00000000429	ENSMODP00000021481
ENSGACP00000016997	ENSMODP00000000973
ENSGACP00000009028	ENSMODP00000009022
ENSGACP00000015454	ENSMODP00000026685
ENSGACP00000016895	ENSMODP00000024160
ENSGACP00000004524	ENSMODP00000024160
ENSGACP00000011420	ENSMODP00000019294
ENSGACP00000015381	ENSMODP00000003329
ENSGACP00000023962	ENSMODP00000015764
ENSGACP00000026642	ENSMODP00000016827
ENSGACP00000007315	ENSMODP00000018754
ENSGACP00000026664	ENSMODP00000018312
ENSGACP00000011955	ENSMODP00000008873
ENSGACP00000005308	ENSMODP00000004395
ENSGACP00000009877	ENSMODP00000019727
ENSGACP00000008424	ENSMODP00000020529
ENSGACP00000021631	ENSMODP00000009731
ENSGACP00000026991	ENSMODP00000019213
ENSGACP00000009569	ENSMODP00000021938
ENSGACP00000004606	ENSMODP00000020250
ENSGACP00000006381	ENSMODP00000006799
ENSGACP00000013712	ENSMODP00000006799
ENSGACP00000005279	ENSMODP00000023145
ENSGACP00000023917	ENSMODP00000023145
ENSGACP00000001625	ENSMODP00000022854
ENSGACP00000010844	ENSMODP00000013163
ENSGACP00000003016	ENSMODP00000012554
ENSGACP00000004840	ENSMODP00000024290
ENSGACP00000003120	ENSMODP00000009668
ENSGACP00000022763	ENSMODP00000037418
ENSGACP00000004093	ENSMODP00000005706
ENSGACP00000002947	ENSMODP00000004028
ENSGACP00000011452	ENSMODP00000020931
ENSGACP00000018197	ENSMODP00000032325
ENSGACP00000008589	ENSMODP00000032325
ENSGACP00000010978	ENSMODP00000013118
ENSGACP00000006210	ENSMODP00000023956
ENSGACP00000023740	ENSMODP00000026659
ENSGACP00000011462	ENSMODP00000015702
ENSGACP00000022643	ENSMODP00000015702
ENSGACP00000020308	ENSMODP00000018616
ENSGACP00000011353	ENSMODP00000018616
ENSGACP00000011634	ENSMODP00000017313
ENSGACP00000027095	ENSMODP00000017313
ENSGACP00000025278	ENSMODP00000009360
ENSGACP00000021615	ENSMODP00000009360
ENSGACP00000023419	ENSMODP00000002937
ENSGACP00000007018	ENSMODP00000021497
ENSGACP00000025981	ENSMODP00000022964
ENSGACP00000023459	ENSMODP00000026023
ENSGACP00000027051	ENSMODP00000041213
ENSGACP00000012605	ENSMODP00000002256
ENSGACP00000024753	ENSMODP00000032861
ENSGACP00000024433	ENSMODP00000000186
ENSGACP00000014621	ENSMODP00000001131
ENSGACP00000016683	ENSMODP00000008312
ENSGACP00000007603	ENSMODP00000008312
ENSGACP00000013009	ENSMODP00000018904
ENSGACP00000022379	ENSMODP00000005860
ENSGACP00000021782	ENSMODP00000002609
ENSGACP00000022778	ENSMODP00000003624
ENSGACP00000013915	ENSMODP00000022451
ENSGACP00000015432	ENSMODP00000016383
ENSGACP00000012755	ENSMODP00000016383
ENSGACP00000002942	ENSMODP00000014104
ENSGACP00000006413	ENSMODP00000036781
ENSGACP00000010251	ENSMODP00000036781
ENSGACP00000019004	ENSMODP00000002597
ENSGACP00000013377	ENSMODP00000002597
ENSGACP00000026616	ENSMODP00000013261
ENSGACP00000014867	ENSMODP00000020530
ENSGACP00000023748	ENSMODP00000025440
ENSGACP00000024783	ENSMODP00000036209
ENSGACP00000024795	ENSMODP00000013319
ENSGACP00000009662	ENSMODP00000014638
ENSGACP00000019565	ENSMODP00000015845
ENSGACP00000001904	ENSMODP00000017800
ENSGACP00000022127	ENSMODP00000025750
ENSGACP00000003772	ENSMODP00000000418
ENSGACP00000025824	ENSMODP00000023657
ENSGACP00000024300	ENSMODP00000003236
ENSGACP00000023427	ENSMODP00000003236
ENSGACP00000024339	ENSMODP00000006339
ENSGACP00000004150	ENSMODP00000010824
ENSGACP00000024509	ENSMODP00000017894
ENSGACP00000007216	ENSMODP00000009961
ENSGACP00000026945	ENSMODP00000009961
ENSGACP00000012547	ENSMODP00000017678
ENSGACP00000009785	ENSMODP00000017481
ENSGACP00000023502	ENSMODP00000021054
ENSGACP00000013074	ENSMODP00000030235
ENSGACP00000024066	ENSMODP00000002004
ENSGACP00000017728	ENSMODP00000002004
ENSGACP00000002199	ENSMODP00000035395
ENSGACP00000022362	ENSMODP00000011557
ENSGACP00000009795	ENSMODP00000032196
ENSGACP00000015936	ENSMODP00000021356
ENSGACP00000008992	ENSMODP00000024127
ENSGACP00000023708	ENSMODP00000024127
ENSGACP00000015930	ENSMODP00000033908
ENSGACP00000005975	ENSMODP00000033908
ENSGACP00000015910	ENSMODP00000021350
ENSGACP00000005980	ENSMODP00000021350
ENSGACP00000024782	ENSMODP00000006894
ENSGACP00000021566	ENSMODP00000037078
ENSGACP00000027413	ENSMODP00000017312
ENSGACP00000018796	ENSMODP00000037951
ENSGACP00000020153	ENSMODP00000009275
ENSGACP00000009853	ENSMODP00000022752
ENSGACP00000019566	ENSMODP00000024819
ENSGACP00000016095	ENSMODP00000012203
ENSGACP00000015717	ENSMODP00000000907
ENSGACP00000000654	ENSMODP00000000907
ENSGACP00000004645	ENSMODP00000013468
ENSGACP00000009814	ENSMODP00000017492
ENSGACP00000011993	ENSMODP00000017492
ENSGACP00000007758	ENSMODP00000009700
ENSGACP00000025502	ENSMODP00000003515
ENSGACP00000015208	ENSMODP00000024280
ENSGACP00000005570	ENSMODP00000023745
ENSGACP00000018017	ENSMODP00000002800
ENSGACP00000018922	ENSMODP00000028428
ENSGACP00000005104	ENSMODP00000000114
ENSGACP00000003471	ENSMODP00000000114
ENSGACP00000012280	ENSMODP00000015872
ENSGACP00000001586	ENSMODP00000036012
ENSGACP00000019536	ENSMODP00000036012
ENSGACP00000005344	ENSMODP00000012021
ENSGACP00000003851	ENSMODP00000036078
ENSGACP00000018443	ENSMODP00000001370
ENSGACP00000008154	ENSMODP00000000741
ENSGACP00000012546	ENSMODP00000010072
ENSGACP00000005836	ENSMODP00000012052
ENSGACP00000005799	ENSMODP00000010141
ENSGACP00000008689	ENSMODP00000009159
ENSGACP00000025467	ENSMODP00000022310
ENSGACP00000013047	ENSMODP00000034350
ENSGACP00000012044	ENSMODP00000009106
ENSGACP00000007457	ENSMODP00000014850
ENSGACP00000002040	ENSMODP00000014850
ENSGACP00000024087	ENSMODP00000027603
ENSGACP00000025126	ENSMODP00000038176
ENSGACP00000022272	ENSMODP00000006483
ENSGACP00000011182	ENSMODP00000010203
ENSGACP00000010237	ENSMODP00000017470
ENSGACP00000013685	ENSMODP00000021535
ENSGACP00000017217	ENSMODP00000013260
ENSGACP00000006457	ENSMODP00000013260
ENSGACP00000016787	ENSMODP00000033015
ENSGACP00000012903	ENSMODP00000012275
ENSGACP00000018709	ENSMODP00000019009
ENSGACP00000023430	ENSMODP00000005715
ENSGACP00000015267	ENSMODP00000002463
ENSGACP00000010388	ENSMODP00000002463
ENSGACP00000024908	ENSMODP00000021710
ENSGACP00000015998	ENSMODP00000012392
ENSGACP00000001485	ENSMODP00000012392
ENSGACP00000015663	ENSMODP00000023367
ENSGACP00000027506	ENSMODP00000031085
ENSGACP00000026410	ENSMODP00000036939
ENSGACP00000014718	ENSMODP00000020479
ENSGACP00000026983	ENSMODP00000016595
ENSGACP00000000637	ENSMODP00000001638
ENSGACP00000013355	ENSMODP00000001638
ENSGACP00000002982	ENSMODP00000017712
ENSGACP00000025026	ENSMODP00000008436
ENSGACP00000000613	ENSMODP00000005879
ENSGACP00000008010	ENSMODP00000022055
ENSGACP00000013580	ENSMODP00000022055
ENSGACP00000006292	ENSMODP00000006593
ENSGACP00000012210	ENSMODP00000001554
ENSGACP00000012646	ENSMODP00000031019
ENSGACP00000026895	ENSMODP00000031019
ENSGACP00000015315	ENSMODP00000002202
ENSGACP00000027359	ENSMODP00000015259
ENSGACP00000023147	ENSMODP00000005650
ENSGACP00000014149	ENSMODP00000003290
ENSGACP00000003403	ENSMODP00000006023
ENSGACP00000023466	ENSMODP00000011933
ENSGACP00000005819	ENSMODP00000019199
ENSGACP00000026045	ENSMODP00000019199
ENSGACP00000026515	ENSMODP00000008766
ENSGACP00000011279	ENSMODP00000005932
ENSGACP00000018915	ENSMODP00000010233
ENSGACP00000013658	ENSMODP00000010233
ENSGACP00000020594	ENSMODP00000002434
ENSGACP00000005330	ENSMODP00000011834
ENSGACP00000015126	ENSMODP00000014223
ENSGACP00000025361	ENSMODP00000020783
ENSGACP00000005289	ENSMODP00000000793
ENSGACP00000011803	ENSMODP00000000793
ENSGACP00000013332	ENSMODP00000034936
ENSGACP00000018278	ENSMODP00000034936
ENSGACP00000020304	ENSMODP00000033076
ENSGACP00000000638	ENSMODP00000017775
ENSGACP00000010768	ENSMODP00000028443
ENSGACP00000000642	ENSMODP00000033558
ENSGACP00000007669	ENSMODP00000008112
ENSGACP00000008638	ENSMODP00000015125
ENSGACP00000013678	ENSMODP00000019371
ENSGACP00000020956	ENSMODP00000024524
ENSGACP00000012102	ENSMODP00000017789
ENSGACP00000025556	ENSMODP00000008135
ENSGACP00000006226	ENSMODP00000003932
ENSGACP00000020381	ENSMODP00000003932
ENSGACP00000014239	ENSMODP00000018051
ENSGACP00000008184	ENSMODP00000012026
ENSGACP00000023437	ENSMODP00000009589
ENSGACP00000012363	ENSMODP00000000639
ENSGACP00000016562	ENSMODP00000020038
ENSGACP00000025075	ENSMODP00000020038
ENSGACP00000004707	ENSMODP00000023369
ENSGACP00000011723	ENSMODP00000001142
ENSGACP00000002924	ENSMODP00000001142
ENSGACP00000006961	ENSMODP00000024847
ENSGACP00000009716	ENSMODP00000036121
ENSGACP00000008523	ENSMODP00000021480
ENSGACP00000025630	ENSMODP00000021948
ENSGACP00000025355	ENSMODP00000003951
ENSGACP00000004602	ENSMODP00000013556
ENSGACP00000004136	ENSMODP00000011601
ENSGACP00000025253	ENSMODP00000008649
ENSGACP00000021342	ENSMODP00000002901
ENSGACP00000027345	ENSMODP00000040987
ENSGACP00000010866	ENSMODP00000015350
ENSGACP00000024055	ENSMODP00000017278
ENSGACP00000026575	ENSMODP00000016660
ENSGACP00000019225	ENSMODP00000024179
ENSGACP00000027312	ENSMODP00000012033
ENSGACP00000011106	ENSMODP00000010668
ENSGACP00000018513	ENSMODP00000037792
ENSGACP00000020555	ENSMODP00000037792
ENSGACP00000024156	ENSMODP00000014851
ENSGACP00000007508	ENSMODP00000014568
ENSGACP00000015201	ENSMODP00000021861
ENSGACP00000002813	ENSMODP00000011775
ENSGACP00000015886	ENSMODP00000016525
ENSGACP00000007781	ENSMODP00000007256
ENSGACP00000008111	ENSMODP00000007256
ENSGACP00000021636	ENSMODP00000025968
ENSGACP00000017313	ENSMODP00000005053
ENSGACP00000017465	ENSMODP00000015918
ENSGACP00000019617	ENSMODP00000015918
ENSGACP00000013569	ENSMODP00000025296
ENSGACP00000020509	ENSMODP00000025296
ENSGACP00000023070	ENSMODP00000025770
ENSGACP00000017218	ENSMODP00000038746
ENSGACP00000007854	ENSMODP00000038746
ENSGACP00000023303	ENSMODP00000012241
ENSGACP00000026973	ENSMODP00000012241
ENSGACP00000021322	ENSMODP00000007051
ENSGACP00000006796	ENSMODP00000003396
ENSGACP00000025651	ENSMODP00000008522
ENSGACP00000006741	ENSMODP00000010853
ENSGACP00000010343	ENSMODP00000001168
ENSGACP00000014020	ENSMODP00000021339
ENSGACP00000005290	ENSMODP00000009804
ENSGACP00000005684	ENSMODP00000010471
ENSGACP00000024380	ENSMODP00000012645
ENSGACP00000000485	ENSMODP00000002458
ENSGACP00000005440	ENSMODP00000012792
ENSGACP00000005520	ENSMODP00000013213
ENSGACP00000008884	ENSMODP00000013213
ENSGACP00000005472	ENSMODP00000013290
ENSGACP00000020277	ENSMODP00000007874
ENSGACP00000002167	ENSMODP00000015503
ENSGACP00000011201	ENSMODP00000024151
ENSGACP00000018511	ENSMODP00000019296
ENSGACP00000019200	ENSMODP00000022843
ENSGACP00000020888	ENSMODP00000024545
ENSGACP00000014622	ENSMODP00000021821
ENSGACP00000014242	ENSMODP00000001476
ENSGACP00000005097	ENSMODP00000016142
ENSGACP00000020324	ENSMODP00000020148
ENSGACP00000007882	ENSMODP00000019081
ENSGACP00000023299	ENSMODP00000013546
ENSGACP00000011600	ENSMODP00000001460
ENSGACP00000020884	ENSMODP00000039626
ENSGACP00000008112	ENSMODP00000039626
ENSGACP00000004250	ENSMODP00000006532
ENSGACP00000027587	ENSMODP00000017485
ENSGACP00000014631	ENSMODP00000011686
ENSGACP00000007002	ENSMODP00000029366
ENSGACP00000006108	ENSMODP00000007263
ENSGACP00000006862	ENSMODP00000007263
ENSGACP00000006821	ENSMODP00000010084
ENSGACP00000004406	ENSMODP00000016985
ENSGACP00000024020	ENSMODP00000009505
ENSGACP00000024147	ENSMODP00000014777
ENSGACP00000000331	ENSMODP00000010355
ENSGACP00000000106	ENSMODP00000005548
ENSGACP00000013692	ENSMODP00000007903
ENSGACP00000003807	ENSMODP00000001707
ENSGACP00000011883	ENSMODP00000023656
ENSGACP00000013233	ENSMODP00000037403
ENSGACP00000000468	ENSMODP00000016164
ENSGACP00000013704	ENSMODP00000012428
ENSGACP00000004476	ENSMODP00000004592
ENSGACP00000015723	ENSMODP00000004592
ENSGACP00000013789	ENSMODP00000010683
ENSGACP00000025896	ENSMODP00000010683
ENSGACP00000015687	ENSMODP00000016395
ENSGACP00000022513	ENSMODP00000010551
ENSGACP00000006622	ENSMODP00000025526
ENSGACP00000015580	ENSMODP00000023437
ENSGACP00000019919	ENSMODP00000026281
ENSGACP00000001598	ENSMODP00000022865
ENSGACP00000005375	ENSMODP00000012153
ENSGACP00000001152	ENSMODP00000004472
ENSGACP00000006366	ENSMODP00000034776
ENSGACP00000022518	ENSMODP00000034776
ENSGACP00000018311	ENSMODP00000007877
ENSGACP00000009074	ENSMODP00000001874
ENSGACP00000021387	ENSMODP00000001874
ENSGACP00000019159	ENSMODP00000004145
ENSGACP00000010863	ENSMODP00000032142
ENSGACP00000027396	ENSMODP00000012820
ENSGACP00000025248	ENSMODP00000008447
ENSGACP00000019354	ENSMODP00000025491
ENSGACP00000011572	ENSMODP00000032606
ENSGACP00000009014	ENSMODP00000007131
ENSGACP00000022282	ENSMODP00000024419
ENSGACP00000009385	ENSMODP00000024419
ENSGACP00000014205	ENSMODP00000014693
ENSGACP00000013966	ENSMODP00000021739
ENSGACP00000000877	ENSMODP00000009957
ENSGACP00000024135	ENSMODP00000013972
ENSGACP00000017946	ENSMODP00000017672
ENSGACP00000007039	ENSMODP00000014280
ENSGACP00000019633	ENSMODP00000015329
ENSGACP00000007368	ENSMODP00000003002
ENSGACP00000008982	ENSMODP00000022164
ENSGACP00000017993	ENSMODP00000032193
ENSGACP00000010947	ENSMODP00000006393
ENSGACP00000002115	ENSMODP00000020384
ENSGACP00000013400	ENSMODP00000020384
ENSGACP00000023693	ENSMODP00000012734
ENSGACP00000013415	ENSMODP00000005767
ENSGACP00000017500	ENSMODP00000006840
ENSGACP00000000325	ENSMODP00000005371
ENSGACP00000009862	ENSMODP00000005371
ENSGACP00000011786	ENSMODP00000022447
ENSGACP00000009377	ENSMODP00000000668
ENSGACP00000011012	ENSMODP00000000668
ENSGACP00000005151	ENSMODP00000015486
ENSGACP00000003095	ENSMODP00000013511
ENSGACP00000007825	ENSMODP00000020293
ENSGACP00000014481	ENSMODP00000029415
ENSGACP00000002697	ENSMODP00000012767
ENSGACP00000017167	ENSMODP00000018547
ENSGACP00000006575	ENSMODP00000018547
ENSGACP00000025727	ENSMODP00000014501
ENSGACP00000002639	ENSMODP00000031639
ENSGACP00000026012	ENSMODP00000027788
ENSGACP00000009143	ENSMODP00000026226
ENSGACP00000024523	ENSMODP00000005319
ENSGACP00000014423	ENSMODP00000040033
ENSGACP00000016336	ENSMODP00000007477
ENSGACP00000003094	ENSMODP00000026658
ENSGACP00000025223	ENSMODP00000036146
ENSGACP00000014464	ENSMODP00000001449
ENSGACP00000000471	ENSMODP00000016184
ENSGACP00000025005	ENSMODP00000019790
ENSGACP00000015660	ENSMODP00000034105
ENSGACP00000016881	ENSMODP00000012328
ENSGACP00000020615	ENSMODP00000008853
ENSGACP00000008863	ENSMODP00000008853
ENSGACP00000014873	ENSMODP00000020732
ENSGACP00000003060	ENSMODP00000013217
ENSGACP00000009739	ENSMODP00000021631
ENSGACP00000023304	ENSMODP00000024814
ENSGACP00000025408	ENSMODP00000001518
ENSGACP00000025167	ENSMODP00000010380
ENSGACP00000006886	ENSMODP00000000102
ENSGACP00000006855	ENSMODP00000022951
ENSGACP00000017577	ENSMODP00000022951
ENSGACP00000010936	ENSMODP00000028988
ENSGACP00000002447	ENSMODP00000017408
ENSGACP00000003793	ENSMODP00000005738
