ENSP00000262384	ENSTNIP00000004863
ENSP00000361769	ENSTNIP00000012061
ENSP00000439287	ENSTNIP00000006738
ENSP00000384892	ENSTNIP00000011044
ENSP00000384892	ENSTNIP00000007277
ENSP00000428417	ENSTNIP00000002864
ENSP00000428417	ENSTNIP00000022973
ENSP00000323313	ENSTNIP00000001734
ENSP00000381104	ENSTNIP00000000097
ENSP00000365567	ENSTNIP00000006183
ENSP00000360184	ENSTNIP00000006137
ENSP00000216605	ENSTNIP00000007451
ENSP00000216605	ENSTNIP00000020608
ENSP00000379108	ENSTNIP00000019035
ENSP00000265686	ENSTNIP00000017231
ENSP00000332247	ENSTNIP00000018943
ENSP00000332247	ENSTNIP00000011965
ENSP00000264649	ENSTNIP00000006212
ENSP00000264649	ENSTNIP00000022697
ENSP00000336740	ENSTNIP00000005896
ENSP00000338127	ENSTNIP00000022244
ENSP00000338127	ENSTNIP00000017121
ENSP00000361158	ENSTNIP00000007245
ENSP00000349616	ENSTNIP00000021783
ENSP00000421981	ENSTNIP00000016209
ENSP00000430955	ENSTNIP00000019240
ENSP00000304051	ENSTNIP00000001191
ENSP00000366395	ENSTNIP00000006301
ENSP00000326699	ENSTNIP00000002293
ENSP00000261854	ENSTNIP00000013128
ENSP00000288680	ENSTNIP00000011985
ENSP00000229335	ENSTNIP00000010943
ENSP00000244669	ENSTNIP00000018089
ENSP00000297792	ENSTNIP00000023115
ENSP00000216133	ENSTNIP00000009023
ENSP00000384490	ENSTNIP00000022027
ENSP00000308750	ENSTNIP00000014215
ENSP00000308750	ENSTNIP00000006162
ENSP00000297565	ENSTNIP00000016291
ENSP00000227524	ENSTNIP00000017232
ENSP00000363313	ENSTNIP00000016234
ENSP00000430432	ENSTNIP00000007837
ENSP00000359128	ENSTNIP00000019618
ENSP00000342832	ENSTNIP00000018416
ENSP00000381823	ENSTNIP00000003078
ENSP00000265175	ENSTNIP00000003192
ENSP00000343405	ENSTNIP00000009158
ENSP00000280551	ENSTNIP00000014266
ENSP00000259605	ENSTNIP00000015002
ENSP00000274811	ENSTNIP00000008315
ENSP00000368824	ENSTNIP00000000406
ENSP00000368824	ENSTNIP00000014734
ENSP00000354609	ENSTNIP00000020405
ENSP00000357232	ENSTNIP00000015962
ENSP00000360217	ENSTNIP00000006804
ENSP00000341564	ENSTNIP00000002033
ENSP00000343877	ENSTNIP00000012429
ENSP00000406197	ENSTNIP00000001312
ENSP00000363414	ENSTNIP00000012548
ENSP00000414378	ENSTNIP00000008652
ENSP00000328777	ENSTNIP00000019776
ENSP00000328777	ENSTNIP00000006415
ENSP00000357392	ENSTNIP00000021496
ENSP00000357392	ENSTNIP00000020703
ENSP00000348793	ENSTNIP00000016874
ENSP00000265343	ENSTNIP00000021367
ENSP00000321537	ENSTNIP00000014454
ENSP00000376333	ENSTNIP00000000985
ENSP00000273666	ENSTNIP00000009802
ENSP00000317743	ENSTNIP00000006874
ENSP00000363458	ENSTNIP00000020036
ENSP00000363458	ENSTNIP00000012134
ENSP00000252891	ENSTNIP00000017355
ENSP00000285599	ENSTNIP00000015974
ENSP00000353655	ENSTNIP00000015129
ENSP00000451575	ENSTNIP00000007468
ENSP00000419199	ENSTNIP00000020643
ENSP00000419199	ENSTNIP00000002256
ENSP00000377840	ENSTNIP00000017480
ENSP00000438949	ENSTNIP00000018770
ENSP00000438949	ENSTNIP00000017481
ENSP00000320025	ENSTNIP00000020246
ENSP00000443985	ENSTNIP00000020828
ENSP00000263791	ENSTNIP00000020593
ENSP00000199389	ENSTNIP00000015855
ENSP00000307235	ENSTNIP00000013468
ENSP00000338207	ENSTNIP00000016745
ENSP00000257818	ENSTNIP00000019131
ENSP00000386520	ENSTNIP00000008792
ENSP00000386520	ENSTNIP00000017724
ENSP00000362441	ENSTNIP00000011805
ENSP00000216268	ENSTNIP00000009562
ENSP00000430241	ENSTNIP00000018930
ENSP00000368190	ENSTNIP00000021636
ENSP00000417038	ENSTNIP00000002103
ENSP00000311713	ENSTNIP00000010742
ENSP00000311713	ENSTNIP00000015722
ENSP00000336655	ENSTNIP00000017984
ENSP00000194530	ENSTNIP00000013260
ENSP00000281456	ENSTNIP00000021223
ENSP00000358888	ENSTNIP00000006946
ENSP00000358888	ENSTNIP00000018192
ENSP00000011473	ENSTNIP00000021666
ENSP00000263233	ENSTNIP00000015467
ENSP00000358297	ENSTNIP00000022722
ENSP00000358297	ENSTNIP00000002466
ENSP00000320176	ENSTNIP00000015663
ENSP00000318085	ENSTNIP00000014697
ENSP00000404854	ENSTNIP00000009198
ENSP00000404854	ENSTNIP00000012511
ENSP00000343635	ENSTNIP00000011681
ENSP00000357341	ENSTNIP00000022290
ENSP00000357341	ENSTNIP00000019465
ENSP00000405424	ENSTNIP00000001694
ENSP00000217320	ENSTNIP00000020428
ENSP00000274721	ENSTNIP00000012932
ENSP00000313423	ENSTNIP00000013466
ENSP00000313423	ENSTNIP00000018817
ENSP00000366243	ENSTNIP00000013733
ENSP00000367655	ENSTNIP00000008162
ENSP00000357048	ENSTNIP00000007241
ENSP00000263918	ENSTNIP00000019757
ENSP00000263918	ENSTNIP00000007393
ENSP00000258080	ENSTNIP00000020475
ENSP00000357980	ENSTNIP00000014844
ENSP00000357980	ENSTNIP00000020138
ENSP00000318986	ENSTNIP00000012298
ENSP00000419740	ENSTNIP00000009773
ENSP00000364145	ENSTNIP00000009624
ENSP00000364145	ENSTNIP00000015413
ENSP00000369100	ENSTNIP00000002113
ENSP00000024061	ENSTNIP00000004960
ENSP00000024061	ENSTNIP00000021556
ENSP00000323847	ENSTNIP00000010527
ENSP00000323847	ENSTNIP00000018300
ENSP00000282026	ENSTNIP00000013518
ENSP00000314036	ENSTNIP00000019694
ENSP00000310551	ENSTNIP00000020367
ENSP00000370395	ENSTNIP00000016455
ENSP00000433757	ENSTNIP00000002882
ENSP00000005340	ENSTNIP00000013054
ENSP00000394352	ENSTNIP00000012893
ENSP00000394352	ENSTNIP00000002810
ENSP00000378328	ENSTNIP00000007442
ENSP00000427130	ENSTNIP00000004513
ENSP00000359982	ENSTNIP00000013404
ENSP00000408005	ENSTNIP00000004977
ENSP00000408005	ENSTNIP00000017079
ENSP00000262613	ENSTNIP00000005519
ENSP00000342143	ENSTNIP00000016935
ENSP00000415106	ENSTNIP00000009323
ENSP00000280098	ENSTNIP00000013916
ENSP00000007699	ENSTNIP00000013037
ENSP00000262746	ENSTNIP00000009747
ENSP00000368646	ENSTNIP00000012918
ENSP00000296464	ENSTNIP00000020498
ENSP00000299633	ENSTNIP00000005991
ENSP00000317396	ENSTNIP00000020488
ENSP00000370299	ENSTNIP00000009141
ENSP00000365188	ENSTNIP00000008503
ENSP00000367950	ENSTNIP00000021366
ENSP00000368637	ENSTNIP00000019816
ENSP00000298472	ENSTNIP00000005085
ENSP00000387549	ENSTNIP00000008585
ENSP00000343899	ENSTNIP00000022529
ENSP00000283309	ENSTNIP00000019687
ENSP00000394794	ENSTNIP00000010342
ENSP00000340874	ENSTNIP00000018510
ENSP00000340874	ENSTNIP00000016573
ENSP00000265165	ENSTNIP00000021188
ENSP00000340347	ENSTNIP00000019182
ENSP00000441640	ENSTNIP00000013891
ENSP00000441640	ENSTNIP00000020577
ENSP00000347716	ENSTNIP00000017358
ENSP00000327214	ENSTNIP00000013820
ENSP00000438547	ENSTNIP00000013042
ENSP00000362285	ENSTNIP00000019726
ENSP00000380081	ENSTNIP00000006293
ENSP00000350078	ENSTNIP00000009038
ENSP00000279873	ENSTNIP00000010287
ENSP00000347602	ENSTNIP00000005145
ENSP00000264183	ENSTNIP00000019762
ENSP00000336591	ENSTNIP00000020202
ENSP00000329967	ENSTNIP00000005945
ENSP00000430684	ENSTNIP00000019003
ENSP00000359424	ENSTNIP00000014802
ENSP00000359424	ENSTNIP00000019642
ENSP00000224356	ENSTNIP00000007321
ENSP00000001146	ENSTNIP00000014173
ENSP00000285949	ENSTNIP00000021864
ENSP00000299163	ENSTNIP00000011489
ENSP00000398410	ENSTNIP00000021769
ENSP00000262811	ENSTNIP00000012958
ENSP00000262811	ENSTNIP00000002326
ENSP00000385727	ENSTNIP00000023114
ENSP00000298532	ENSTNIP00000005022
ENSP00000339992	ENSTNIP00000019413
ENSP00000217026	ENSTNIP00000010146
ENSP00000295759	ENSTNIP00000019575
ENSP00000297988	ENSTNIP00000013592
ENSP00000253754	ENSTNIP00000017273
ENSP00000337180	ENSTNIP00000007987
ENSP00000337180	ENSTNIP00000012033
ENSP00000232978	ENSTNIP00000015710
ENSP00000368005	ENSTNIP00000021363
ENSP00000359233	ENSTNIP00000007961
ENSP00000349396	ENSTNIP00000019459
ENSP00000258428	ENSTNIP00000016875
ENSP00000361310	ENSTNIP00000011468
ENSP00000241436	ENSTNIP00000018490
ENSP00000230323	ENSTNIP00000010085
ENSP00000314129	ENSTNIP00000004192
ENSP00000314129	ENSTNIP00000010128
ENSP00000295600	ENSTNIP00000015533
ENSP00000295600	ENSTNIP00000010165
ENSP00000265440	ENSTNIP00000021692
ENSP00000368237	ENSTNIP00000004417
ENSP00000351155	ENSTNIP00000022536
ENSP00000381844	ENSTNIP00000019933
ENSP00000358060	ENSTNIP00000010884
ENSP00000419503	ENSTNIP00000001485
ENSP00000261875	ENSTNIP00000011257
ENSP00000261875	ENSTNIP00000001474
ENSP00000360195	ENSTNIP00000021261
ENSP00000360195	ENSTNIP00000010671
ENSP00000328923	ENSTNIP00000013098
ENSP00000309087	ENSTNIP00000021379
ENSP00000399709	ENSTNIP00000019175
ENSP00000448310	ENSTNIP00000015016
ENSP00000332413	ENSTNIP00000005434
ENSP00000361473	ENSTNIP00000013987
ENSP00000361473	ENSTNIP00000007370
ENSP00000360431	ENSTNIP00000022098
ENSP00000268129	ENSTNIP00000012415
ENSP00000268129	ENSTNIP00000013298
ENSP00000305926	ENSTNIP00000009668
ENSP00000237289	ENSTNIP00000010290
ENSP00000348959	ENSTNIP00000018733
ENSP00000380034	ENSTNIP00000011344
ENSP00000327968	ENSTNIP00000007072
ENSP00000260526	ENSTNIP00000003669
ENSP00000260526	ENSTNIP00000000324
ENSP00000203556	ENSTNIP00000021726
ENSP00000439601	ENSTNIP00000016171
ENSP00000230085	ENSTNIP00000015248
ENSP00000377059	ENSTNIP00000012993
ENSP00000333640	ENSTNIP00000009871
ENSP00000356870	ENSTNIP00000019421
ENSP00000386845	ENSTNIP00000008246
ENSP00000281523	ENSTNIP00000014611
ENSP00000281523	ENSTNIP00000012059
ENSP00000396843	ENSTNIP00000006590
ENSP00000370340	ENSTNIP00000009991
ENSP00000332513	ENSTNIP00000000477
ENSP00000358853	ENSTNIP00000000008
ENSP00000265689	ENSTNIP00000005539
ENSP00000356170	ENSTNIP00000010180
ENSP00000362151	ENSTNIP00000010087
ENSP00000420736	ENSTNIP00000010164
ENSP00000365380	ENSTNIP00000007498
ENSP00000347883	ENSTNIP00000012253
ENSP00000347883	ENSTNIP00000007569
ENSP00000368698	ENSTNIP00000007138
ENSP00000361664	ENSTNIP00000012545
ENSP00000432869	ENSTNIP00000005125
ENSP00000309096	ENSTNIP00000003286
ENSP00000318298	ENSTNIP00000009672
ENSP00000318298	ENSTNIP00000013865
ENSP00000242248	ENSTNIP00000016561
ENSP00000360216	ENSTNIP00000020210
ENSP00000265421	ENSTNIP00000019005
ENSP00000271915	ENSTNIP00000004796
ENSP00000262888	ENSTNIP00000008299
ENSP00000365063	ENSTNIP00000016932
ENSP00000366240	ENSTNIP00000013734
ENSP00000355870	ENSTNIP00000019497
ENSP00000331470	ENSTNIP00000019067
ENSP00000282728	ENSTNIP00000003771
ENSP00000321711	ENSTNIP00000007420
ENSP00000201647	ENSTNIP00000015815
ENSP00000201647	ENSTNIP00000000528
ENSP00000435585	ENSTNIP00000019165
ENSP00000281172	ENSTNIP00000005941
ENSP00000358820	ENSTNIP00000006520
ENSP00000358820	ENSTNIP00000017665
ENSP00000310170	ENSTNIP00000019935
ENSP00000264716	ENSTNIP00000000578
ENSP00000245919	ENSTNIP00000010552
ENSP00000306245	ENSTNIP00000019454
ENSP00000306245	ENSTNIP00000019453
ENSP00000306245	ENSTNIP00000020545
ENSP00000289473	ENSTNIP00000010480
ENSP00000348215	ENSTNIP00000017173
ENSP00000309714	ENSTNIP00000017269
ENSP00000251203	ENSTNIP00000021729
ENSP00000318086	ENSTNIP00000019962
ENSP00000368964	ENSTNIP00000012916
ENSP00000368964	ENSTNIP00000008041
ENSP00000414712	ENSTNIP00000019409
ENSP00000414712	ENSTNIP00000022496
ENSP00000362244	ENSTNIP00000007232
ENSP00000251642	ENSTNIP00000014664
ENSP00000263642	ENSTNIP00000019599
ENSP00000385735	ENSTNIP00000018984
ENSP00000385735	ENSTNIP00000011924
ENSP00000308591	ENSTNIP00000009635
ENSP00000270824	ENSTNIP00000007230
ENSP00000320084	ENSTNIP00000014928
ENSP00000471417	ENSTNIP00000018491
ENSP00000301332	ENSTNIP00000021577
ENSP00000388878	ENSTNIP00000001415
ENSP00000424243	ENSTNIP00000003040
ENSP00000346964	ENSTNIP00000004479
ENSP00000356694	ENSTNIP00000004100
ENSP00000376822	ENSTNIP00000022254
ENSP00000270593	ENSTNIP00000015761
ENSP00000256997	ENSTNIP00000013252
ENSP00000358241	ENSTNIP00000016943
ENSP00000379269	ENSTNIP00000017467
ENSP00000379269	ENSTNIP00000013331
ENSP00000270221	ENSTNIP00000017823
ENSP00000270221	ENSTNIP00000009958
ENSP00000344012	ENSTNIP00000018938
ENSP00000301738	ENSTNIP00000015806
ENSP00000312814	ENSTNIP00000014799
ENSP00000384391	ENSTNIP00000015915
ENSP00000386458	ENSTNIP00000001931
ENSP00000302108	ENSTNIP00000010252
ENSP00000332123	ENSTNIP00000001518
ENSP00000274605	ENSTNIP00000002692
ENSP00000370981	ENSTNIP00000012781
ENSP00000359240	ENSTNIP00000011509
ENSP00000359240	ENSTNIP00000017443
ENSP00000352601	ENSTNIP00000016841
ENSP00000253193	ENSTNIP00000002690
ENSP00000276654	ENSTNIP00000007278
ENSP00000318607	ENSTNIP00000014324
ENSP00000371846	ENSTNIP00000019158
ENSP00000402257	ENSTNIP00000012054
ENSP00000383365	ENSTNIP00000019878
ENSP00000430031	ENSTNIP00000010174
ENSP00000350718	ENSTNIP00000017673
ENSP00000261226	ENSTNIP00000015653
ENSP00000261226	ENSTNIP00000019108
ENSP00000366280	ENSTNIP00000022042
ENSP00000366280	ENSTNIP00000003410
ENSP00000258168	ENSTNIP00000007112
ENSP00000262340	ENSTNIP00000015294
ENSP00000262340	ENSTNIP00000011353
ENSP00000261693	ENSTNIP00000016587
ENSP00000264896	ENSTNIP00000002999
ENSP00000322159	ENSTNIP00000021264
ENSP00000384259	ENSTNIP00000005842
ENSP00000372059	ENSTNIP00000008387
ENSP00000417138	ENSTNIP00000005555
ENSP00000264669	ENSTNIP00000020258
ENSP00000258770	ENSTNIP00000021558
ENSP00000228641	ENSTNIP00000014352
ENSP00000241651	ENSTNIP00000010082
ENSP00000228644	ENSTNIP00000014351
ENSP00000250003	ENSTNIP00000001960
ENSP00000250003	ENSTNIP00000021976
ENSP00000352926	ENSTNIP00000006001
ENSP00000385000	ENSTNIP00000018485
ENSP00000368464	ENSTNIP00000018901
ENSP00000343515	ENSTNIP00000014280
ENSP00000428426	ENSTNIP00000021813
ENSP00000313886	ENSTNIP00000000214
ENSP00000425133	ENSTNIP00000005364
ENSP00000415243	ENSTNIP00000017957
ENSP00000414750	ENSTNIP00000007359
ENSP00000473510	ENSTNIP00000004739
ENSP00000364412	ENSTNIP00000007692
ENSP00000219439	ENSTNIP00000022345
ENSP00000216733	ENSTNIP00000016846
ENSP00000408411	ENSTNIP00000018845
ENSP00000357065	ENSTNIP00000000274
ENSP00000376899	ENSTNIP00000017535
ENSP00000297737	ENSTNIP00000022048
ENSP00000406144	ENSTNIP00000018560
ENSP00000323645	ENSTNIP00000018282
ENSP00000323645	ENSTNIP00000005846
ENSP00000394842	ENSTNIP00000016264
ENSP00000362807	ENSTNIP00000012087
ENSP00000218089	ENSTNIP00000018866
ENSP00000218089	ENSTNIP00000000215
ENSP00000348775	ENSTNIP00000006684
ENSP00000310003	ENSTNIP00000013718
ENSP00000349131	ENSTNIP00000022293
ENSP00000349131	ENSTNIP00000013869
ENSP00000344937	ENSTNIP00000006962
ENSP00000216487	ENSTNIP00000021950
ENSP00000383333	ENSTNIP00000016946
ENSP00000347821	ENSTNIP00000019894
ENSP00000287814	ENSTNIP00000017848
ENSP00000266085	ENSTNIP00000009712
ENSP00000314556	ENSTNIP00000001443
ENSP00000360613	ENSTNIP00000018835
ENSP00000264552	ENSTNIP00000010921
ENSP00000301037	ENSTNIP00000004991
ENSP00000298630	ENSTNIP00000020223
ENSP00000418668	ENSTNIP00000001055
ENSP00000418668	ENSTNIP00000001772
ENSP00000290921	ENSTNIP00000010202
ENSP00000416146	ENSTNIP00000018142
ENSP00000353025	ENSTNIP00000013945
ENSP00000241051	ENSTNIP00000016812
ENSP00000265036	ENSTNIP00000022260
ENSP00000428976	ENSTNIP00000012510
ENSP00000278193	ENSTNIP00000000194
ENSP00000447488	ENSTNIP00000014350
ENSP00000221459	ENSTNIP00000006652
ENSP00000361554	ENSTNIP00000021254
ENSP00000075503	ENSTNIP00000002341
ENSP00000075503	ENSTNIP00000010876
ENSP00000217515	ENSTNIP00000005087
ENSP00000226253	ENSTNIP00000004199
ENSP00000264554	ENSTNIP00000018522
ENSP00000364995	ENSTNIP00000021940
ENSP00000346577	ENSTNIP00000009153
ENSP00000378356	ENSTNIP00000012929
ENSP00000264444	ENSTNIP00000001879
ENSP00000337889	ENSTNIP00000021208
ENSP00000401867	ENSTNIP00000011843
ENSP00000382204	ENSTNIP00000007322
ENSP00000360472	ENSTNIP00000022096
ENSP00000360472	ENSTNIP00000011503
ENSP00000302297	ENSTNIP00000022036
ENSP00000300571	ENSTNIP00000021136
ENSP00000300571	ENSTNIP00000002031
ENSP00000376403	ENSTNIP00000014832
ENSP00000376403	ENSTNIP00000012676
ENSP00000343464	ENSTNIP00000021222
ENSP00000369915	ENSTNIP00000001853
ENSP00000347730	ENSTNIP00000005516
ENSP00000354206	ENSTNIP00000010228
ENSP00000441832	ENSTNIP00000005944
ENSP00000295589	ENSTNIP00000015972
ENSP00000446058	ENSTNIP00000018524
ENSP00000446058	ENSTNIP00000020327
ENSP00000290894	ENSTNIP00000000405
ENSP00000307369	ENSTNIP00000020707
ENSP00000307369	ENSTNIP00000021502
ENSP00000356265	ENSTNIP00000018087
ENSP00000356265	ENSTNIP00000009580
ENSP00000354488	ENSTNIP00000018086
ENSP00000344468	ENSTNIP00000000204
ENSP00000307046	ENSTNIP00000020894
ENSP00000361818	ENSTNIP00000008668
ENSP00000434142	ENSTNIP00000013872
ENSP00000415836	ENSTNIP00000011690
ENSP00000361748	ENSTNIP00000019831
ENSP00000400113	ENSTNIP00000004556
ENSP00000355924	ENSTNIP00000020841
ENSP00000393453	ENSTNIP00000004558
ENSP00000393453	ENSTNIP00000019786
ENSP00000468308	ENSTNIP00000015836
ENSP00000263733	ENSTNIP00000013782
ENSP00000260128	ENSTNIP00000006883
ENSP00000258145	ENSTNIP00000015618
ENSP00000313699	ENSTNIP00000012862
ENSP00000360560	ENSTNIP00000019491
ENSP00000377369	ENSTNIP00000020562
ENSP00000281441	ENSTNIP00000012904
ENSP00000319009	ENSTNIP00000007567
ENSP00000359119	ENSTNIP00000010133
ENSP00000384570	ENSTNIP00000006657
ENSP00000311609	ENSTNIP00000017333
ENSP00000311609	ENSTNIP00000014019
ENSP00000330221	ENSTNIP00000018206
ENSP00000310332	ENSTNIP00000022157
ENSP00000424838	ENSTNIP00000000689
ENSP00000361990	ENSTNIP00000002950
ENSP00000400057	ENSTNIP00000012777
ENSP00000264595	ENSTNIP00000016011
ENSP00000301765	ENSTNIP00000020953
ENSP00000267202	ENSTNIP00000001927
ENSP00000318629	ENSTNIP00000022566
ENSP00000384551	ENSTNIP00000008967
ENSP00000384551	ENSTNIP00000014603
ENSP00000272641	ENSTNIP00000013915
ENSP00000333593	ENSTNIP00000001404
ENSP00000378555	ENSTNIP00000015315
ENSP00000378555	ENSTNIP00000000023
ENSP00000278426	ENSTNIP00000016112
ENSP00000320604	ENSTNIP00000019197
ENSP00000360918	ENSTNIP00000014375
ENSP00000261507	ENSTNIP00000006931
ENSP00000300249	ENSTNIP00000011348
ENSP00000361285	ENSTNIP00000010320
ENSP00000376840	ENSTNIP00000019086
ENSP00000297283	ENSTNIP00000008899
ENSP00000362841	ENSTNIP00000020105
ENSP00000359340	ENSTNIP00000008562
ENSP00000284000	ENSTNIP00000002214
ENSP00000427514	ENSTNIP00000005674
ENSP00000386165	ENSTNIP00000003283
ENSP00000358866	ENSTNIP00000003313
ENSP00000368356	ENSTNIP00000020007
ENSP00000380514	ENSTNIP00000021169
ENSP00000273077	ENSTNIP00000013922
ENSP00000378938	ENSTNIP00000022273
ENSP00000378938	ENSTNIP00000004542
ENSP00000314709	ENSTNIP00000002674
ENSP00000350049	ENSTNIP00000002607
ENSP00000371432	ENSTNIP00000004154
ENSP00000371432	ENSTNIP00000004153
ENSP00000368666	ENSTNIP00000016621
ENSP00000369699	ENSTNIP00000001119
ENSP00000271715	ENSTNIP00000005408
ENSP00000271715	ENSTNIP00000003807
ENSP00000248121	ENSTNIP00000008139
ENSP00000248121	ENSTNIP00000005211
ENSP00000359151	ENSTNIP00000007377
ENSP00000394071	ENSTNIP00000015415
ENSP00000369538	ENSTNIP00000008095
ENSP00000306185	ENSTNIP00000000838
ENSP00000306185	ENSTNIP00000016208
ENSP00000296350	ENSTNIP00000008808
ENSP00000358997	ENSTNIP00000007783
ENSP00000390651	ENSTNIP00000019071
ENSP00000236137	ENSTNIP00000017503
ENSP00000308895	ENSTNIP00000000928
ENSP00000304355	ENSTNIP00000020907
ENSP00000221847	ENSTNIP00000004149
ENSP00000368265	ENSTNIP00000004161
ENSP00000357470	ENSTNIP00000004165
ENSP00000234453	ENSTNIP00000012769
ENSP00000369862	ENSTNIP00000018489
ENSP00000369862	ENSTNIP00000016481
ENSP00000362071	ENSTNIP00000002597
ENSP00000344488	ENSTNIP00000006031
ENSP00000344488	ENSTNIP00000011005
ENSP00000284262	ENSTNIP00000004185
ENSP00000284262	ENSTNIP00000007688
ENSP00000378176	ENSTNIP00000005414
ENSP00000355317	ENSTNIP00000012529
ENSP00000373570	ENSTNIP00000014259
ENSP00000265922	ENSTNIP00000021916
ENSP00000341867	ENSTNIP00000003337
ENSP00000369274	ENSTNIP00000012370
ENSP00000440945	ENSTNIP00000021982
ENSP00000439639	ENSTNIP00000021476
ENSP00000439639	ENSTNIP00000015546
ENSP00000398789	ENSTNIP00000020928
ENSP00000313121	ENSTNIP00000020438
ENSP00000339086	ENSTNIP00000021760
ENSP00000339086	ENSTNIP00000015898
ENSP00000371085	ENSTNIP00000014448
ENSP00000371085	ENSTNIP00000022023
ENSP00000414303	ENSTNIP00000006887
ENSP00000397297	ENSTNIP00000004913
ENSP00000358525	ENSTNIP00000018073
ENSP00000358525	ENSTNIP00000021453
ENSP00000299045	ENSTNIP00000013939
ENSP00000335595	ENSTNIP00000006115
ENSP00000380878	ENSTNIP00000008378
ENSP00000380878	ENSTNIP00000022050
ENSP00000318147	ENSTNIP00000009414
ENSP00000433847	ENSTNIP00000013217
ENSP00000265471	ENSTNIP00000016833
ENSP00000282670	ENSTNIP00000009740
ENSP00000229266	ENSTNIP00000014360
ENSP00000230582	ENSTNIP00000017343
ENSP00000377055	ENSTNIP00000005625
ENSP00000360635	ENSTNIP00000005889
ENSP00000316861	ENSTNIP00000016965
ENSP00000356641	ENSTNIP00000020763
ENSP00000319370	ENSTNIP00000010636
ENSP00000258111	ENSTNIP00000005047
ENSP00000379412	ENSTNIP00000009869
ENSP00000156471	ENSTNIP00000020374
ENSP00000380019	ENSTNIP00000002415
ENSP00000380019	ENSTNIP00000010840
ENSP00000446335	ENSTNIP00000017825
ENSP00000328083	ENSTNIP00000003278
ENSP00000315659	ENSTNIP00000022074
ENSP00000377374	ENSTNIP00000011839
ENSP00000350359	ENSTNIP00000021601
ENSP00000264110	ENSTNIP00000020074
ENSP00000361066	ENSTNIP00000015572
ENSP00000361066	ENSTNIP00000010107
ENSP00000385216	ENSTNIP00000022339
ENSP00000325546	ENSTNIP00000007225
ENSP00000430075	ENSTNIP00000013810
ENSP00000379802	ENSTNIP00000016737
ENSP00000379802	ENSTNIP00000012234
ENSP00000356105	ENSTNIP00000010182
ENSP00000258538	ENSTNIP00000005252
ENSP00000258538	ENSTNIP00000011187
ENSP00000370517	ENSTNIP00000011579
ENSP00000345771	ENSTNIP00000018165
ENSP00000345771	ENSTNIP00000017600
ENSP00000264009	ENSTNIP00000005550
ENSP00000231887	ENSTNIP00000019569
ENSP00000474560	ENSTNIP00000021189
ENSP00000398798	ENSTNIP00000018719
ENSP00000244061	ENSTNIP00000021025
ENSP00000326095	ENSTNIP00000007071
ENSP00000360916	ENSTNIP00000020980
ENSP00000296215	ENSTNIP00000000663
ENSP00000355260	ENSTNIP00000019408
ENSP00000301242	ENSTNIP00000017256
ENSP00000170447	ENSTNIP00000007547
ENSP00000302647	ENSTNIP00000019986
ENSP00000370057	ENSTNIP00000017572
ENSP00000276185	ENSTNIP00000022869
ENSP00000444411	ENSTNIP00000007253
ENSP00000444411	ENSTNIP00000017227
ENSP00000263035	ENSTNIP00000019099
ENSP00000367794	ENSTNIP00000016910
ENSP00000362095	ENSTNIP00000019977
ENSP00000206423	ENSTNIP00000001711
ENSP00000348381	ENSTNIP00000016319
ENSP00000264436	ENSTNIP00000019887
ENSP00000287878	ENSTNIP00000016537
ENSP00000287878	ENSTNIP00000018286
ENSP00000323867	ENSTNIP00000017618
ENSP00000436068	ENSTNIP00000018721
ENSP00000436068	ENSTNIP00000017552
ENSP00000343966	ENSTNIP00000013264
ENSP00000304102	ENSTNIP00000018803
