ENSMGAP00000004951	ENSACAP00000005936
ENSMGAP00000014138	ENSACAP00000012239
ENSMGAP00000010085	ENSACAP00000022406
ENSMGAP00000014303	ENSACAP00000015850
ENSMGAP00000014086	ENSACAP00000000098
ENSMGAP00000003393	ENSACAP00000005328
ENSMGAP00000011526	ENSACAP00000007568
ENSMGAP00000012814	ENSACAP00000009697
ENSMGAP00000011679	ENSACAP00000014333
ENSMGAP00000007789	ENSACAP00000000069
ENSMGAP00000003057	ENSACAP00000011496
ENSMGAP00000000986	ENSACAP00000002360
ENSMGAP00000006908	ENSACAP00000011764
ENSMGAP00000013141	ENSACAP00000015166
ENSMGAP00000007394	ENSACAP00000005420
ENSMGAP00000016162	ENSACAP00000001354
ENSMGAP00000009656	ENSACAP00000009596
ENSMGAP00000007799	ENSACAP00000003677
ENSMGAP00000006170	ENSACAP00000004990
ENSMGAP00000015182	ENSACAP00000010477
ENSMGAP00000008545	ENSACAP00000010901
ENSMGAP00000005179	ENSACAP00000004163
ENSMGAP00000008887	ENSACAP00000003541
ENSMGAP00000001786	ENSACAP00000001030
ENSMGAP00000009648	ENSACAP00000012873
ENSMGAP00000003766	ENSACAP00000009688
ENSMGAP00000015790	ENSACAP00000016226
ENSMGAP00000002674	ENSACAP00000009314
ENSMGAP00000003647	ENSACAP00000001074
ENSMGAP00000003351	ENSACAP00000011982
ENSMGAP00000013495	ENSACAP00000005063
ENSMGAP00000002440	ENSACAP00000014875
ENSMGAP00000003196	ENSACAP00000021025
ENSMGAP00000013062	ENSACAP00000014831
ENSMGAP00000019578	ENSACAP00000016769
ENSMGAP00000014064	ENSACAP00000022711
ENSMGAP00000008325	ENSACAP00000001127
ENSMGAP00000014066	ENSACAP00000013194
ENSMGAP00000008904	ENSACAP00000011919
ENSMGAP00000019426	ENSACAP00000016452
ENSMGAP00000011684	ENSACAP00000008110
ENSMGAP00000006557	ENSACAP00000000313
ENSMGAP00000006542	ENSACAP00000007345
ENSMGAP00000010260	ENSACAP00000012660
ENSMGAP00000008483	ENSACAP00000015873
ENSMGAP00000014993	ENSACAP00000014873
ENSMGAP00000010127	ENSACAP00000019224
ENSMGAP00000008086	ENSACAP00000002634
ENSMGAP00000005024	ENSACAP00000014510
ENSMGAP00000009827	ENSACAP00000010493
ENSMGAP00000001561	ENSACAP00000004991
ENSMGAP00000006085	ENSACAP00000008638
ENSMGAP00000002954	ENSACAP00000012299
ENSMGAP00000002419	ENSACAP00000014857
ENSMGAP00000000108	ENSACAP00000002580
ENSMGAP00000007779	ENSACAP00000016562
ENSMGAP00000007773	ENSACAP00000016745
ENSMGAP00000003907	ENSACAP00000017382
ENSMGAP00000003944	ENSACAP00000012459
ENSMGAP00000014907	ENSACAP00000006541
ENSMGAP00000004065	ENSACAP00000002765
ENSMGAP00000000402	ENSACAP00000004912
ENSMGAP00000015144	ENSACAP00000004525
ENSMGAP00000000401	ENSACAP00000023387
ENSMGAP00000009393	ENSACAP00000003480
ENSMGAP00000009074	ENSACAP00000015035
ENSMGAP00000002614	ENSACAP00000010949
ENSMGAP00000004288	ENSACAP00000007683
ENSMGAP00000017667	ENSACAP00000005327
ENSMGAP00000012381	ENSACAP00000019022
ENSMGAP00000014049	ENSACAP00000007878
ENSMGAP00000011841	ENSACAP00000016618
ENSMGAP00000003649	ENSACAP00000014723
ENSMGAP00000010597	ENSACAP00000022465
ENSMGAP00000002082	ENSACAP00000014143
ENSMGAP00000019772	ENSACAP00000014223
ENSMGAP00000015789	ENSACAP00000016319
ENSMGAP00000012602	ENSACAP00000004859
ENSMGAP00000015233	ENSACAP00000007835
ENSMGAP00000001937	ENSACAP00000003381
ENSMGAP00000007252	ENSACAP00000014235
ENSMGAP00000000396	ENSACAP00000002316
ENSMGAP00000007106	ENSACAP00000013882
ENSMGAP00000015737	ENSACAP00000000312
ENSMGAP00000009840	ENSACAP00000007273
ENSMGAP00000010777	ENSACAP00000009601
ENSMGAP00000016088	ENSACAP00000012181
ENSMGAP00000012525	ENSACAP00000005938
ENSMGAP00000014409	ENSACAP00000017152
ENSMGAP00000010882	ENSACAP00000014045
ENSMGAP00000004913	ENSACAP00000003095
ENSMGAP00000004813	ENSACAP00000006802
ENSMGAP00000012223	ENSACAP00000015816
ENSMGAP00000002967	ENSACAP00000017537
ENSMGAP00000010503	ENSACAP00000000255
ENSMGAP00000001131	ENSACAP00000000582
ENSMGAP00000006608	ENSACAP00000012890
ENSMGAP00000010628	ENSACAP00000015220
ENSMGAP00000000869	ENSACAP00000017475
ENSMGAP00000000926	ENSACAP00000019058
ENSMGAP00000018261	ENSACAP00000004143
ENSMGAP00000006235	ENSACAP00000010100
ENSMGAP00000018966	ENSACAP00000015552
ENSMGAP00000005646	ENSACAP00000008039
ENSMGAP00000003569	ENSACAP00000011014
ENSMGAP00000018863	ENSACAP00000000116
ENSMGAP00000005345	ENSACAP00000015561
ENSMGAP00000010973	ENSACAP00000011700
ENSMGAP00000011946	ENSACAP00000020950
ENSMGAP00000015516	ENSACAP00000007054
ENSMGAP00000017832	ENSACAP00000015656
ENSMGAP00000009966	ENSACAP00000013895
ENSMGAP00000004713	ENSACAP00000013368
ENSMGAP00000010420	ENSACAP00000014395
ENSMGAP00000003360	ENSACAP00000008480
ENSMGAP00000014952	ENSACAP00000005359
ENSMGAP00000015175	ENSACAP00000010049
ENSMGAP00000016373	ENSACAP00000012756
ENSMGAP00000007186	ENSACAP00000003607
ENSMGAP00000014453	ENSACAP00000014838
ENSMGAP00000008949	ENSACAP00000006929
ENSMGAP00000003065	ENSACAP00000000627
ENSMGAP00000014916	ENSACAP00000006051
ENSMGAP00000016461	ENSACAP00000006030
ENSMGAP00000006505	ENSACAP00000006812
ENSMGAP00000015068	ENSACAP00000005200
ENSMGAP00000003778	ENSACAP00000017085
ENSMGAP00000018520	ENSACAP00000008661
ENSMGAP00000009483	ENSACAP00000015839
ENSMGAP00000015069	ENSACAP00000020539
ENSMGAP00000015767	ENSACAP00000002652
ENSMGAP00000015772	ENSACAP00000002871
ENSMGAP00000008552	ENSACAP00000009535
ENSMGAP00000014508	ENSACAP00000001235
ENSMGAP00000000586	ENSACAP00000003190
ENSMGAP00000018368	ENSACAP00000013157
ENSMGAP00000013822	ENSACAP00000010105
ENSMGAP00000007654	ENSACAP00000000539
ENSMGAP00000012365	ENSACAP00000013484
ENSMGAP00000004747	ENSACAP00000017612
ENSMGAP00000014934	ENSACAP00000005762
ENSMGAP00000001401	ENSACAP00000021260
ENSMGAP00000013880	ENSACAP00000013329
ENSMGAP00000006513	ENSACAP00000009851
ENSMGAP00000006157	ENSACAP00000005440
ENSMGAP00000016097	ENSACAP00000012475
ENSMGAP00000007451	ENSACAP00000011315
ENSMGAP00000005148	ENSACAP00000002273
ENSMGAP00000003159	ENSACAP00000014984
ENSMGAP00000008084	ENSACAP00000002857
ENSMGAP00000008515	ENSACAP00000009605
ENSMGAP00000008609	ENSACAP00000009365
ENSMGAP00000016129	ENSACAP00000014125
ENSMGAP00000002996	ENSACAP00000000371
ENSMGAP00000011478	ENSACAP00000007343
ENSMGAP00000011465	ENSACAP00000007351
ENSMGAP00000016018	ENSACAP00000003073
ENSMGAP00000000582	ENSACAP00000015690
ENSMGAP00000011756	ENSACAP00000014625
ENSMGAP00000000291	ENSACAP00000009415
ENSMGAP00000008049	ENSACAP00000003305
ENSMGAP00000007996	ENSACAP00000003382
ENSMGAP00000010751	ENSACAP00000011236
ENSMGAP00000011668	ENSACAP00000013950
ENSMGAP00000004429	ENSACAP00000006904
ENSMGAP00000008708	ENSACAP00000010678
ENSMGAP00000009942	ENSACAP00000013644
ENSMGAP00000000956	ENSACAP00000002453
ENSMGAP00000011602	ENSACAP00000013962
ENSMGAP00000006562	ENSACAP00000006911
ENSMGAP00000011798	ENSACAP00000014150
ENSMGAP00000012088	ENSACAP00000001501
ENSMGAP00000011647	ENSACAP00000008250
ENSMGAP00000010719	ENSACAP00000003435
ENSMGAP00000003451	ENSACAP00000013953
ENSMGAP00000014948	ENSACAP00000005451
ENSMGAP00000011735	ENSACAP00000009946
ENSMGAP00000010964	ENSACAP00000004888
ENSMGAP00000007958	ENSACAP00000010729
ENSMGAP00000001231	ENSACAP00000014643
ENSMGAP00000015306	ENSACAP00000013385
ENSMGAP00000001477	ENSACAP00000004818
ENSMGAP00000002712	ENSACAP00000001155
ENSMGAP00000004568	ENSACAP00000012306
ENSMGAP00000001925	ENSACAP00000016795
ENSMGAP00000005509	ENSACAP00000012919
ENSMGAP00000001093	ENSACAP00000006966
ENSMGAP00000014796	ENSACAP00000002265
ENSMGAP00000002186	ENSACAP00000003075
ENSMGAP00000016662	ENSACAP00000002860
ENSMGAP00000014966	ENSACAP00000007089
ENSMGAP00000011695	ENSACAP00000014133
ENSMGAP00000017895	ENSACAP00000009716
ENSMGAP00000015104	ENSACAP00000012917
ENSMGAP00000018791	ENSACAP00000019304
ENSMGAP00000016052	ENSACAP00000001567
ENSMGAP00000009912	ENSACAP00000014033
ENSMGAP00000015581	ENSACAP00000001539
ENSMGAP00000004144	ENSACAP00000008087
ENSMGAP00000007691	ENSACAP00000008472
ENSMGAP00000002187	ENSACAP00000001783
ENSMGAP00000014152	ENSACAP00000000378
ENSMGAP00000014149	ENSACAP00000023006
ENSMGAP00000008484	ENSACAP00000005311
ENSMGAP00000001855	ENSACAP00000022891
ENSMGAP00000009177	ENSACAP00000003561
ENSMGAP00000001320	ENSACAP00000008653
ENSMGAP00000002522	ENSACAP00000002126
ENSMGAP00000010407	ENSACAP00000001336
ENSMGAP00000009628	ENSACAP00000021854
ENSMGAP00000011771	ENSACAP00000012025
ENSMGAP00000019682	ENSACAP00000009397
ENSMGAP00000009644	ENSACAP00000010176
ENSMGAP00000002983	ENSACAP00000015050
ENSMGAP00000003132	ENSACAP00000011322
ENSMGAP00000009858	ENSACAP00000006549
ENSMGAP00000006133	ENSACAP00000010660
ENSMGAP00000005945	ENSACAP00000001718
ENSMGAP00000015213	ENSACAP00000011827
ENSMGAP00000003838	ENSACAP00000009266
ENSMGAP00000010556	ENSACAP00000015367
ENSMGAP00000004562	ENSACAP00000011365
ENSMGAP00000008270	ENSACAP00000005331
ENSMGAP00000001856	ENSACAP00000022818
ENSMGAP00000004539	ENSACAP00000014114
ENSMGAP00000009638	ENSACAP00000012498
ENSMGAP00000014174	ENSACAP00000010529
ENSMGAP00000003615	ENSACAP00000004997
ENSMGAP00000012062	ENSACAP00000000388
ENSMGAP00000005078	ENSACAP00000008334
ENSMGAP00000009287	ENSACAP00000005034
ENSMGAP00000004814	ENSACAP00000003183
ENSMGAP00000000944	ENSACAP00000002830
ENSMGAP00000011154	ENSACAP00000001338
ENSMGAP00000005290	ENSACAP00000010596
ENSMGAP00000007148	ENSACAP00000002042
ENSMGAP00000000918	ENSACAP00000015020
ENSMGAP00000000399	ENSACAP00000017381
ENSMGAP00000004799	ENSACAP00000000252
ENSMGAP00000010016	ENSACAP00000022119
ENSMGAP00000013452	ENSACAP00000016694
ENSMGAP00000007230	ENSACAP00000000233
ENSMGAP00000012616	ENSACAP00000004917
ENSMGAP00000014539	ENSACAP00000012400
ENSMGAP00000011874	ENSACAP00000018100
ENSMGAP00000014503	ENSACAP00000003882
ENSMGAP00000005998	ENSACAP00000001773
ENSMGAP00000009269	ENSACAP00000008764
ENSMGAP00000002504	ENSACAP00000016324
ENSMGAP00000017822	ENSACAP00000017420
ENSMGAP00000009674	ENSACAP00000007717
ENSMGAP00000017103	ENSACAP00000020665
ENSMGAP00000012924	ENSACAP00000008247
ENSMGAP00000010258	ENSACAP00000015591
ENSMGAP00000009864	ENSACAP00000018954
ENSMGAP00000008447	ENSACAP00000021162
ENSMGAP00000019614	ENSACAP00000002953
ENSMGAP00000003653	ENSACAP00000014226
ENSMGAP00000013211	ENSACAP00000015357
ENSMGAP00000001765	ENSACAP00000001190
ENSMGAP00000014644	ENSACAP00000008301
ENSMGAP00000005090	ENSACAP00000013809
ENSMGAP00000011481	ENSACAP00000010139
ENSMGAP00000007476	ENSACAP00000009107
ENSMGAP00000003679	ENSACAP00000008145
ENSMGAP00000002356	ENSACAP00000014810
ENSMGAP00000001392	ENSACAP00000012613
ENSMGAP00000002769	ENSACAP00000001031
ENSMGAP00000005216	ENSACAP00000005940
ENSMGAP00000009062	ENSACAP00000001777
ENSMGAP00000003497	ENSACAP00000003493
ENSMGAP00000002920	ENSACAP00000017329
ENSMGAP00000008618	ENSACAP00000014441
ENSMGAP00000002159	ENSACAP00000012050
ENSMGAP00000016715	ENSACAP00000003927
ENSMGAP00000011542	ENSACAP00000008226
ENSMGAP00000001509	ENSACAP00000011223
ENSMGAP00000014004	ENSACAP00000011512
ENSMGAP00000011517	ENSACAP00000004429
ENSMGAP00000012027	ENSACAP00000001970
ENSMGAP00000017536	ENSACAP00000005446
ENSMGAP00000010687	ENSACAP00000013477
ENSMGAP00000008745	ENSACAP00000006540
ENSMGAP00000009152	ENSACAP00000002247
ENSMGAP00000008371	ENSACAP00000004389
ENSMGAP00000006391	ENSACAP00000016210
ENSMGAP00000014576	ENSACAP00000015686
ENSMGAP00000009327	ENSACAP00000015129
ENSMGAP00000001987	ENSACAP00000009274
ENSMGAP00000001977	ENSACAP00000009301
ENSMGAP00000015599	ENSACAP00000000362
ENSMGAP00000016067	ENSACAP00000005955
ENSMGAP00000013156	ENSACAP00000004337
ENSMGAP00000000691	ENSACAP00000017717
ENSMGAP00000014914	ENSACAP00000008595
ENSMGAP00000009500	ENSACAP00000015710
ENSMGAP00000011878	ENSACAP00000002909
ENSMGAP00000003784	ENSACAP00000016651
ENSMGAP00000012641	ENSACAP00000010910
ENSMGAP00000009289	ENSACAP00000003084
ENSMGAP00000003484	ENSACAP00000002963
ENSMGAP00000014824	ENSACAP00000012828
ENSMGAP00000007522	ENSACAP00000008618
ENSMGAP00000015786	ENSACAP00000008857
ENSMGAP00000003471	ENSACAP00000009610
ENSMGAP00000017309	ENSACAP00000014522
ENSMGAP00000013349	ENSACAP00000006441
ENSMGAP00000019671	ENSACAP00000015529
ENSMGAP00000010815	ENSACAP00000006043
ENSMGAP00000007206	ENSACAP00000011168
ENSMGAP00000004135	ENSACAP00000008502
ENSMGAP00000002743	ENSACAP00000014931
ENSMGAP00000013868	ENSACAP00000013533
ENSMGAP00000003460	ENSACAP00000023320
ENSMGAP00000001555	ENSACAP00000007341
ENSMGAP00000017743	ENSACAP00000013647
ENSMGAP00000010797	ENSACAP00000014904
ENSMGAP00000000209	ENSACAP00000013059
ENSMGAP00000005277	ENSACAP00000002400
ENSMGAP00000014185	ENSACAP00000000020
ENSMGAP00000007405	ENSACAP00000006325
ENSMGAP00000000355	ENSACAP00000007149
ENSMGAP00000002145	ENSACAP00000005835
ENSMGAP00000004735	ENSACAP00000002931
ENSMGAP00000016810	ENSACAP00000009775
ENSMGAP00000007428	ENSACAP00000016009
ENSMGAP00000002603	ENSACAP00000002274
ENSMGAP00000002079	ENSACAP00000016882
ENSMGAP00000005578	ENSACAP00000009098
ENSMGAP00000019035	ENSACAP00000000056
ENSMGAP00000019680	ENSACAP00000007445
ENSMGAP00000018102	ENSACAP00000016170
ENSMGAP00000013781	ENSACAP00000009705
ENSMGAP00000019218	ENSACAP00000003731
ENSMGAP00000019572	ENSACAP00000003204
ENSMGAP00000014749	ENSACAP00000017171
ENSMGAP00000010538	ENSACAP00000021486
ENSMGAP00000013957	ENSACAP00000000096
ENSMGAP00000001317	ENSACAP00000011570
ENSMGAP00000002262	ENSACAP00000003196
ENSMGAP00000000665	ENSACAP00000016707
ENSMGAP00000005800	ENSACAP00000015752
ENSMGAP00000018832	ENSACAP00000007637
ENSMGAP00000005570	ENSACAP00000015766
ENSMGAP00000014846	ENSACAP00000006898
ENSMGAP00000009473	ENSACAP00000015735
ENSMGAP00000002894	ENSACAP00000017527
ENSMGAP00000001308	ENSACAP00000014914
ENSMGAP00000004521	ENSACAP00000004062
ENSMGAP00000014157	ENSACAP00000012046
ENSMGAP00000010017	ENSACAP00000014398
ENSMGAP00000001598	ENSACAP00000011701
ENSMGAP00000001161	ENSACAP00000015403
ENSMGAP00000005262	ENSACAP00000007269
ENSMGAP00000000476	ENSACAP00000001285
ENSMGAP00000009951	ENSACAP00000006985
ENSMGAP00000008527	ENSACAP00000001729
ENSMGAP00000006032	ENSACAP00000012569
ENSMGAP00000006565	ENSACAP00000009683
ENSMGAP00000011234	ENSACAP00000013365
ENSMGAP00000007218	ENSACAP00000002152
ENSMGAP00000004125	ENSACAP00000006089
ENSMGAP00000005938	ENSACAP00000002615
ENSMGAP00000016022	ENSACAP00000002911
ENSMGAP00000004548	ENSACAP00000013805
ENSMGAP00000015534	ENSACAP00000020817
ENSMGAP00000018675	ENSACAP00000017509
ENSMGAP00000016485	ENSACAP00000006304
ENSMGAP00000001473	ENSACAP00000013457
ENSMGAP00000008715	ENSACAP00000008163
ENSMGAP00000015071	ENSACAP00000012219
ENSMGAP00000015268	ENSACAP00000009475
ENSMGAP00000003747	ENSACAP00000015902
ENSMGAP00000010508	ENSACAP00000004902
ENSMGAP00000002431	ENSACAP00000017543
ENSMGAP00000004487	ENSACAP00000009178
ENSMGAP00000006888	ENSACAP00000006641
ENSMGAP00000007784	ENSACAP00000011988
ENSMGAP00000009457	ENSACAP00000018355
ENSMGAP00000004615	ENSACAP00000009426
ENSMGAP00000009139	ENSACAP00000006651
ENSMGAP00000013241	ENSACAP00000007076
ENSMGAP00000008942	ENSACAP00000011863
ENSMGAP00000006928	ENSACAP00000014732
ENSMGAP00000001301	ENSACAP00000000612
ENSMGAP00000012164	ENSACAP00000013160
ENSMGAP00000006978	ENSACAP00000011465
ENSMGAP00000002422	ENSACAP00000017541
ENSMGAP00000011461	ENSACAP00000003949
ENSMGAP00000014248	ENSACAP00000007890
ENSMGAP00000014160	ENSACAP00000000033
ENSMGAP00000000890	ENSACAP00000005126
ENSMGAP00000002547	ENSACAP00000003652
ENSMGAP00000014851	ENSACAP00000014268
ENSMGAP00000014843	ENSACAP00000005113
ENSMGAP00000002948	ENSACAP00000017535
ENSMGAP00000004484	ENSACAP00000015260
ENSMGAP00000001331	ENSACAP00000013573
ENSMGAP00000014880	ENSACAP00000003358
ENSMGAP00000012237	ENSACAP00000015862
ENSMGAP00000017706	ENSACAP00000006915
ENSMGAP00000011138	ENSACAP00000004297
ENSMGAP00000012253	ENSACAP00000021793
ENSMGAP00000001767	ENSACAP00000008827
ENSMGAP00000012043	ENSACAP00000014151
ENSMGAP00000011147	ENSACAP00000021805
ENSMGAP00000004754	ENSACAP00000004654
ENSMGAP00000002309	ENSACAP00000012264
ENSMGAP00000006330	ENSACAP00000005507
ENSMGAP00000008607	ENSACAP00000000830
ENSMGAP00000013505	ENSACAP00000012265
ENSMGAP00000007599	ENSACAP00000005482
ENSMGAP00000009440	ENSACAP00000006260
ENSMGAP00000000867	ENSACAP00000020487
ENSMGAP00000012643	ENSACAP00000014325
ENSMGAP00000000835	ENSACAP00000012984
ENSMGAP00000013927	ENSACAP00000002180
ENSMGAP00000011667	ENSACAP00000008243
ENSMGAP00000008832	ENSACAP00000023365
ENSMGAP00000014350	ENSACAP00000014261
ENSMGAP00000010572	ENSACAP00000013528
ENSMGAP00000011062	ENSACAP00000002300
ENSMGAP00000012625	ENSACAP00000003616
ENSMGAP00000002554	ENSACAP00000015601
ENSMGAP00000006090	ENSACAP00000008640
ENSMGAP00000016425	ENSACAP00000018911
ENSMGAP00000017792	ENSACAP00000008592
ENSMGAP00000000197	ENSACAP00000007845
ENSMGAP00000005992	ENSACAP00000010918
ENSMGAP00000013610	ENSACAP00000007881
ENSMGAP00000005033	ENSACAP00000003602
ENSMGAP00000003074	ENSACAP00000004259
ENSMGAP00000003392	ENSACAP00000009761
ENSMGAP00000011071	ENSACAP00000001473
ENSMGAP00000001289	ENSACAP00000012220
ENSMGAP00000008121	ENSACAP00000001296
ENSMGAP00000007955	ENSACAP00000012600
ENSMGAP00000006195	ENSACAP00000002268
ENSMGAP00000006870	ENSACAP00000014402
ENSMGAP00000017468	ENSACAP00000001188
ENSMGAP00000003060	ENSACAP00000003548
ENSMGAP00000003452	ENSACAP00000005966
ENSMGAP00000017929	ENSACAP00000006803
ENSMGAP00000010451	ENSACAP00000003922
ENSMGAP00000009595	ENSACAP00000012481
ENSMGAP00000009338	ENSACAP00000016003
ENSMGAP00000001773	ENSACAP00000001047
ENSMGAP00000002310	ENSACAP00000002413
ENSMGAP00000000888	ENSACAP00000006575
ENSMGAP00000013572	ENSACAP00000011611
ENSMGAP00000003488	ENSACAP00000001853
ENSMGAP00000007183	ENSACAP00000007570
ENSMGAP00000014029	ENSACAP00000001952
ENSMGAP00000000392	ENSACAP00000006955
ENSMGAP00000014364	ENSACAP00000014827
ENSMGAP00000001912	ENSACAP00000011533
ENSMGAP00000010037	ENSACAP00000006790
ENSMGAP00000017473	ENSACAP00000009645
ENSMGAP00000014015	ENSACAP00000004455
ENSMGAP00000019145	ENSACAP00000012718
ENSMGAP00000008304	ENSACAP00000011433
ENSMGAP00000011727	ENSACAP00000023411
ENSMGAP00000009619	ENSACAP00000007762
ENSMGAP00000007264	ENSACAP00000005907
ENSMGAP00000010862	ENSACAP00000008508
ENSMGAP00000012095	ENSACAP00000017127
ENSMGAP00000008529	ENSACAP00000022961
ENSMGAP00000005874	ENSACAP00000006208
ENSMGAP00000014899	ENSACAP00000006291
ENSMGAP00000015255	ENSACAP00000000408
ENSMGAP00000011094	ENSACAP00000002072
ENSMGAP00000007567	ENSACAP00000020570
ENSMGAP00000000861	ENSACAP00000008709
ENSMGAP00000003810	ENSACAP00000005268
ENSMGAP00000003626	ENSACAP00000013574
ENSMGAP00000013676	ENSACAP00000000634
ENSMGAP00000000283	ENSACAP00000015311
ENSMGAP00000000674	ENSACAP00000006455
ENSMGAP00000011085	ENSACAP00000012734
ENSMGAP00000017003	ENSACAP00000007162
ENSMGAP00000017069	ENSACAP00000009882
ENSMGAP00000015459	ENSACAP00000017582
ENSMGAP00000013010	ENSACAP00000002973
ENSMGAP00000014751	ENSACAP00000008901
ENSMGAP00000005293	ENSACAP00000007261
ENSMGAP00000004116	ENSACAP00000002043
ENSMGAP00000004317	ENSACAP00000015626
ENSMGAP00000004090	ENSACAP00000008566
ENSMGAP00000010355	ENSACAP00000001618
ENSMGAP00000015685	ENSACAP00000007763
ENSMGAP00000009202	ENSACAP00000010499
ENSMGAP00000002619	ENSACAP00000013594
ENSMGAP00000004514	ENSACAP00000015185
ENSMGAP00000005969	ENSACAP00000012182
ENSMGAP00000010632	ENSACAP00000007799
ENSMGAP00000012707	ENSACAP00000013383
ENSMGAP00000009300	ENSACAP00000005319
ENSMGAP00000015299	ENSACAP00000013786
ENSMGAP00000002176	ENSACAP00000002177
ENSMGAP00000005441	ENSACAP00000007998
ENSMGAP00000001314	ENSACAP00000015288
ENSMGAP00000018918	ENSACAP00000008314
ENSMGAP00000011035	ENSACAP00000001967
ENSMGAP00000001662	ENSACAP00000004831
ENSMGAP00000013212	ENSACAP00000000374
ENSMGAP00000008753	ENSACAP00000012309
ENSMGAP00000002665	ENSACAP00000003800
ENSMGAP00000010828	ENSACAP00000014849
ENSMGAP00000015525	ENSACAP00000007342
ENSMGAP00000004508	ENSACAP00000011642
ENSMGAP00000009525	ENSACAP00000023153
ENSMGAP00000015997	ENSACAP00000004913
ENSMGAP00000019160	ENSACAP00000013983
ENSMGAP00000007985	ENSACAP00000013443
ENSMGAP00000012338	ENSACAP00000004765
ENSMGAP00000014358	ENSACAP00000014867
ENSMGAP00000012543	ENSACAP00000000855
ENSMGAP00000015594	ENSACAP00000000709
ENSMGAP00000009855	ENSACAP00000012234
ENSMGAP00000019458	ENSACAP00000005911
ENSMGAP00000009218	ENSACAP00000020582
ENSMGAP00000000729	ENSACAP00000016106
ENSMGAP00000000083	ENSACAP00000005939
ENSMGAP00000012341	ENSACAP00000010914
ENSMGAP00000012890	ENSACAP00000003065
ENSMGAP00000013856	ENSACAP00000010309
ENSMGAP00000011772	ENSACAP00000010114
ENSMGAP00000001185	ENSACAP00000001146
ENSMGAP00000001700	ENSACAP00000015100
ENSMGAP00000014563	ENSACAP00000017617
ENSMGAP00000012904	ENSACAP00000008317
ENSMGAP00000009610	ENSACAP00000009776
ENSMGAP00000017498	ENSACAP00000000468
ENSMGAP00000005727	ENSACAP00000007988
ENSMGAP00000008671	ENSACAP00000002667
ENSMGAP00000010601	ENSACAP00000011122
ENSMGAP00000012304	ENSACAP00000016124
ENSMGAP00000010283	ENSACAP00000021243
ENSMGAP00000012838	ENSACAP00000005500
ENSMGAP00000006693	ENSACAP00000006775
ENSMGAP00000011253	ENSACAP00000022276
ENSMGAP00000004893	ENSACAP00000015744
ENSMGAP00000003628	ENSACAP00000014337
ENSMGAP00000000303	ENSACAP00000001666
ENSMGAP00000004206	ENSACAP00000018974
ENSMGAP00000003341	ENSACAP00000010738
ENSMGAP00000019073	ENSACAP00000014391
ENSMGAP00000012500	ENSACAP00000001348
ENSMGAP00000000163	ENSACAP00000005953
ENSMGAP00000009822	ENSACAP00000014128
ENSMGAP00000013486	ENSACAP00000005057
ENSMGAP00000012423	ENSACAP00000007952
ENSMGAP00000010619	ENSACAP00000003243
ENSMGAP00000002622	ENSACAP00000012680
ENSMGAP00000012469	ENSACAP00000011973
ENSMGAP00000008837	ENSACAP00000015429
ENSMGAP00000009264	ENSACAP00000006776
ENSMGAP00000017036	ENSACAP00000010556
ENSMGAP00000007297	ENSACAP00000015745
ENSMGAP00000007414	ENSACAP00000010798
ENSMGAP00000012606	ENSACAP00000004880
ENSMGAP00000010978	ENSACAP00000015570
ENSMGAP00000010960	ENSACAP00000019354
ENSMGAP00000010965	ENSACAP00000015983
ENSMGAP00000007771	ENSACAP00000011379
ENSMGAP00000013779	ENSACAP00000009909
ENSMGAP00000002655	ENSACAP00000002415
ENSMGAP00000010226	ENSACAP00000015869
ENSMGAP00000002848	ENSACAP00000007139
ENSMGAP00000006774	ENSACAP00000001758
ENSMGAP00000000873	ENSACAP00000004256
ENSMGAP00000001181	ENSACAP00000000746
ENSMGAP00000012375	ENSACAP00000013094
ENSMGAP00000012358	ENSACAP00000013758
ENSMGAP00000001305	ENSACAP00000012483
ENSMGAP00000013807	ENSACAP00000011333
ENSMGAP00000011934	ENSACAP00000001980
ENSMGAP00000006861	ENSACAP00000012302
ENSMGAP00000009110	ENSACAP00000020702
