ENSDARP00000074624	ENSMUSP00000034074
ENSDARP00000092401	ENSMUSP00000103608
ENSDARP00000066758	ENSMUSP00000039810
ENSDARP00000090595	ENSMUSP00000120421
ENSDARP00000123832	ENSMUSP00000005651
ENSDARP00000071871	ENSMUSP00000005651
ENSDARP00000014968	ENSMUSP00000022009
ENSDARP00000127594	ENSMUSP00000027775
ENSDARP00000022009	ENSMUSP00000006669
ENSDARP00000071589	ENSMUSP00000019721
ENSDARP00000045582	ENSMUSP00000105348
ENSDARP00000116176	ENSMUSP00000085695
ENSDARP00000000004	ENSMUSP00000023344
ENSDARP00000076420	ENSMUSP00000111327
ENSDARP00000031200	ENSMUSP00000031680
ENSDARP00000040700	ENSMUSP00000027505
ENSDARP00000089186	ENSMUSP00000027505
ENSDARP00000045244	ENSMUSP00000032480
ENSDARP00000118972	ENSMUSP00000062593
ENSDARP00000009928	ENSMUSP00000079226
ENSDARP00000117791	ENSMUSP00000027059
ENSDARP00000007990	ENSMUSP00000035902
ENSDARP00000076787	ENSMUSP00000105822
ENSDARP00000123798	ENSMUSP00000129922
ENSDARP00000028710	ENSMUSP00000037699
ENSDARP00000126878	ENSMUSP00000056481
ENSDARP00000102873	ENSMUSP00000061229
ENSDARP00000072256	ENSMUSP00000061229
ENSDARP00000100773	ENSMUSP00000040176
ENSDARP00000082128	ENSMUSP00000040176
ENSDARP00000023050	ENSMUSP00000042701
ENSDARP00000084260	ENSMUSP00000038056
ENSDARP00000021474	ENSMUSP00000081941
ENSDARP00000093602	ENSMUSP00000099723
ENSDARP00000075077	ENSMUSP00000023958
ENSDARP00000106248	ENSMUSP00000005705
ENSDARP00000025140	ENSMUSP00000029444
ENSDARP00000070982	ENSMUSP00000102352
ENSDARP00000126061	ENSMUSP00000110798
ENSDARP00000026697	ENSMUSP00000058020
ENSDARP00000118737	ENSMUSP00000107381
ENSDARP00000046879	ENSMUSP00000095320
ENSDARP00000111622	ENSMUSP00000104460
ENSDARP00000071970	ENSMUSP00000019063
ENSDARP00000095301	ENSMUSP00000029377
ENSDARP00000101294	ENSMUSP00000053384
ENSDARP00000127688	ENSMUSP00000053384
ENSDARP00000101787	ENSMUSP00000107447
ENSDARP00000115995	ENSMUSP00000129861
ENSDARP00000100117	ENSMUSP00000072074
ENSDARP00000068272	ENSMUSP00000072074
ENSDARP00000022906	ENSMUSP00000105630
ENSDARP00000015325	ENSMUSP00000032151
ENSDARP00000109921	ENSMUSP00000037042
ENSDARP00000054459	ENSMUSP00000069616
ENSDARP00000006762	ENSMUSP00000001484
ENSDARP00000019930	ENSMUSP00000046787
ENSDARP00000106187	ENSMUSP00000014673
ENSDARP00000057621	ENSMUSP00000023750
ENSDARP00000028496	ENSMUSP00000023225
ENSDARP00000019194	ENSMUSP00000020446
ENSDARP00000094621	ENSMUSP00000062584
ENSDARP00000037871	ENSMUSP00000003643
ENSDARP00000059365	ENSMUSP00000003643
ENSDARP00000108842	ENSMUSP00000106851
ENSDARP00000085223	ENSMUSP00000109931
ENSDARP00000113546	ENSMUSP00000109931
ENSDARP00000099657	ENSMUSP00000066880
ENSDARP00000109589	ENSMUSP00000137837
ENSDARP00000053595	ENSMUSP00000022197
ENSDARP00000011289	ENSMUSP00000029684
ENSDARP00000031172	ENSMUSP00000035898
ENSDARP00000058935	ENSMUSP00000035898
ENSDARP00000105358	ENSMUSP00000078808
ENSDARP00000048022	ENSMUSP00000044660
ENSDARP00000006267	ENSMUSP00000044660
ENSDARP00000115425	ENSMUSP00000106567
ENSDARP00000113191	ENSMUSP00000106567
ENSDARP00000121393	ENSMUSP00000045441
ENSDARP00000068385	ENSMUSP00000092988
ENSDARP00000106817	ENSMUSP00000037107
ENSDARP00000103186	ENSMUSP00000004381
ENSDARP00000122775	ENSMUSP00000137298
ENSDARP00000093281	ENSMUSP00000131277
ENSDARP00000127821	ENSMUSP00000131277
ENSDARP00000116232	ENSMUSP00000093469
ENSDARP00000053075	ENSMUSP00000101999
ENSDARP00000011292	ENSMUSP00000039416
ENSDARP00000094733	ENSMUSP00000053766
ENSDARP00000108265	ENSMUSP00000099806
ENSDARP00000090967	ENSMUSP00000090470
ENSDARP00000123512	ENSMUSP00000090470
ENSDARP00000109996	ENSMUSP00000089958
ENSDARP00000074492	ENSMUSP00000033430
ENSDARP00000107565	ENSMUSP00000050199
ENSDARP00000091217	ENSMUSP00000064808
ENSDARP00000084834	ENSMUSP00000086710
ENSDARP00000104039	ENSMUSP00000113152
ENSDARP00000119407	ENSMUSP00000085775
ENSDARP00000127908	ENSMUSP00000085775
ENSDARP00000124236	ENSMUSP00000031055
ENSDARP00000106093	ENSMUSP00000031055
ENSDARP00000122495	ENSMUSP00000061704
ENSDARP00000073490	ENSMUSP00000052095
ENSDARP00000126312	ENSMUSP00000024958
ENSDARP00000102007	ENSMUSP00000024958
ENSDARP00000119028	ENSMUSP00000097296
ENSDARP00000109716	ENSMUSP00000022212
ENSDARP00000121537	ENSMUSP00000076130
ENSDARP00000124331	ENSMUSP00000130004
ENSDARP00000104082	ENSMUSP00000056967
ENSDARP00000074744	ENSMUSP00000056967
ENSDARP00000102655	ENSMUSP00000034090
ENSDARP00000113388	ENSMUSP00000056401
ENSDARP00000072797	ENSMUSP00000038091
ENSDARP00000119304	ENSMUSP00000082004
ENSDARP00000110658	ENSMUSP00000112262
ENSDARP00000128983	ENSMUSP00000136950
ENSDARP00000103111	ENSMUSP00000047480
ENSDARP00000098230	ENSMUSP00000018614
ENSDARP00000049176	ENSMUSP00000035155
ENSDARP00000042254	ENSMUSP00000035155
ENSDARP00000012152	ENSMUSP00000103958
ENSDARP00000106650	ENSMUSP00000036438
ENSDARP00000099537	ENSMUSP00000099652
ENSDARP00000129752	ENSMUSP00000099652
ENSDARP00000041396	ENSMUSP00000082777
ENSDARP00000084821	ENSMUSP00000050061
ENSDARP00000003519	ENSMUSP00000027726
ENSDARP00000114915	ENSMUSP00000124258
ENSDARP00000100728	ENSMUSP00000093911
ENSDARP00000070661	ENSMUSP00000032762
ENSDARP00000123328	ENSMUSP00000046906
ENSDARP00000082295	ENSMUSP00000062231
ENSDARP00000121285	ENSMUSP00000107512
ENSDARP00000128656	ENSMUSP00000092355
ENSDARP00000104876	ENSMUSP00000025867
ENSDARP00000072078	ENSMUSP00000099928
ENSDARP00000094504	ENSMUSP00000021050
ENSDARP00000032521	ENSMUSP00000028080
ENSDARP00000107517	ENSMUSP00000073228
ENSDARP00000029427	ENSMUSP00000133515
ENSDARP00000049009	ENSMUSP00000025002
ENSDARP00000041589	ENSMUSP00000021155
ENSDARP00000046526	ENSMUSP00000099676
ENSDARP00000127387	ENSMUSP00000042063
ENSDARP00000093332	ENSMUSP00000078572
ENSDARP00000045668	ENSMUSP00000076437
ENSDARP00000113661	ENSMUSP00000112836
ENSDARP00000112226	ENSMUSP00000112836
ENSDARP00000111960	ENSMUSP00000029547
ENSDARP00000024846	ENSMUSP00000100008
ENSDARP00000012411	ENSMUSP00000028663
ENSDARP00000083866	ENSMUSP00000072852
ENSDARP00000083861	ENSMUSP00000072852
ENSDARP00000007655	ENSMUSP00000031709
ENSDARP00000094772	ENSMUSP00000022262
ENSDARP00000065138	ENSMUSP00000135039
ENSDARP00000051185	ENSMUSP00000055562
ENSDARP00000101129	ENSMUSP00000127149
ENSDARP00000109285	ENSMUSP00000050123
ENSDARP00000067447	ENSMUSP00000034547
ENSDARP00000074190	ENSMUSP00000110434
ENSDARP00000081199	ENSMUSP00000084430
ENSDARP00000094802	ENSMUSP00000068178
ENSDARP00000077256	ENSMUSP00000045637
ENSDARP00000073752	ENSMUSP00000048719
ENSDARP00000113323	ENSMUSP00000048719
ENSDARP00000100116	ENSMUSP00000095420
ENSDARP00000091365	ENSMUSP00000023550
ENSDARP00000103524	ENSMUSP00000028392
ENSDARP00000013759	ENSMUSP00000086422
ENSDARP00000016201	ENSMUSP00000026624
ENSDARP00000039879	ENSMUSP00000110373
ENSDARP00000041608	ENSMUSP00000025989
ENSDARP00000037712	ENSMUSP00000113782
ENSDARP00000017895	ENSMUSP00000021443
ENSDARP00000020770	ENSMUSP00000021443
ENSDARP00000070824	ENSMUSP00000071578
ENSDARP00000032264	ENSMUSP00000039737
ENSDARP00000115900	ENSMUSP00000039737
ENSDARP00000041713	ENSMUSP00000099399
ENSDARP00000020867	ENSMUSP00000099399
ENSDARP00000087620	ENSMUSP00000015137
ENSDARP00000021697	ENSMUSP00000015137
ENSDARP00000117820	ENSMUSP00000050087
ENSDARP00000100590	ENSMUSP00000050087
ENSDARP00000076045	ENSMUSP00000032272
ENSDARP00000018618	ENSMUSP00000108593
ENSDARP00000118078	ENSMUSP00000108593
ENSDARP00000109278	ENSMUSP00000015100
ENSDARP00000069499	ENSMUSP00000052258
ENSDARP00000112460	ENSMUSP00000046467
ENSDARP00000100101	ENSMUSP00000114843
ENSDARP00000083454	ENSMUSP00000137440
ENSDARP00000092445	ENSMUSP00000002259
ENSDARP00000092429	ENSMUSP00000030285
ENSDARP00000040409	ENSMUSP00000000219
ENSDARP00000107633	ENSMUSP00000087257
ENSDARP00000105160	ENSMUSP00000036289
ENSDARP00000109436	ENSMUSP00000031530
ENSDARP00000011293	ENSMUSP00000040524
ENSDARP00000124325	ENSMUSP00000047402
ENSDARP00000043677	ENSMUSP00000047402
ENSDARP00000016209	ENSMUSP00000026537
ENSDARP00000108294	ENSMUSP00000105245
ENSDARP00000055427	ENSMUSP00000105245
ENSDARP00000095582	ENSMUSP00000105255
ENSDARP00000127727	ENSMUSP00000105255
ENSDARP00000066052	ENSMUSP00000026662
ENSDARP00000055394	ENSMUSP00000022952
ENSDARP00000023564	ENSMUSP00000055486
ENSDARP00000097371	ENSMUSP00000025642
ENSDARP00000070563	ENSMUSP00000057365
ENSDARP00000051663	ENSMUSP00000039760
ENSDARP00000090052	ENSMUSP00000104725
ENSDARP00000097487	ENSMUSP00000001079
ENSDARP00000127272	ENSMUSP00000045955
ENSDARP00000058762	ENSMUSP00000035823
ENSDARP00000083666	ENSMUSP00000095702
ENSDARP00000090007	ENSMUSP00000118474
ENSDARP00000097836	ENSMUSP00000026750
ENSDARP00000103132	ENSMUSP00000026750
ENSDARP00000050017	ENSMUSP00000030645
ENSDARP00000020679	ENSMUSP00000030627
ENSDARP00000058869	ENSMUSP00000130767
ENSDARP00000015966	ENSMUSP00000024721
ENSDARP00000068305	ENSMUSP00000078547
ENSDARP00000043290	ENSMUSP00000125932
ENSDARP00000092347	ENSMUSP00000076115
ENSDARP00000116412	ENSMUSP00000076115
ENSDARP00000107579	ENSMUSP00000029673
ENSDARP00000012943	ENSMUSP00000029673
ENSDARP00000012577	ENSMUSP00000029566
ENSDARP00000050216	ENSMUSP00000029566
ENSDARP00000068559	ENSMUSP00000033532
ENSDARP00000113026	ENSMUSP00000044128
ENSDARP00000125884	ENSMUSP00000051479
ENSDARP00000024810	ENSMUSP00000060749
ENSDARP00000035593	ENSMUSP00000136054
ENSDARP00000027152	ENSMUSP00000110435
ENSDARP00000128691	ENSMUSP00000099334
ENSDARP00000108392	ENSMUSP00000088098
ENSDARP00000116173	ENSMUSP00000047864
ENSDARP00000114402	ENSMUSP00000134205
ENSDARP00000080768	ENSMUSP00000134205
ENSDARP00000058092	ENSMUSP00000036749
ENSDARP00000009785	ENSMUSP00000036749
ENSDARP00000110600	ENSMUSP00000078245
ENSDARP00000099510	ENSMUSP00000031002
ENSDARP00000129200	ENSMUSP00000095949
ENSDARP00000002367	ENSMUSP00000062783
ENSDARP00000117664	ENSMUSP00000021617
ENSDARP00000127227	ENSMUSP00000021617
ENSDARP00000012869	ENSMUSP00000020551
ENSDARP00000006838	ENSMUSP00000087810
ENSDARP00000113944	ENSMUSP00000087810
ENSDARP00000107021	ENSMUSP00000017552
ENSDARP00000022331	ENSMUSP00000077438
ENSDARP00000083997	ENSMUSP00000077438
ENSDARP00000101964	ENSMUSP00000110371
ENSDARP00000097114	ENSMUSP00000125857
ENSDARP00000109570	ENSMUSP00000137079
ENSDARP00000098667	ENSMUSP00000005233
ENSDARP00000113730	ENSMUSP00000098056
ENSDARP00000120826	ENSMUSP00000034093
ENSDARP00000071465	ENSMUSP00000113840
ENSDARP00000098627	ENSMUSP00000125335
ENSDARP00000115969	ENSMUSP00000106770
ENSDARP00000007237	ENSMUSP00000099765
ENSDARP00000113995	ENSMUSP00000066977
ENSDARP00000121746	ENSMUSP00000045454
ENSDARP00000105895	ENSMUSP00000109203
ENSDARP00000115355	ENSMUSP00000035437
ENSDARP00000009986	ENSMUSP00000135500
ENSDARP00000080406	ENSMUSP00000006825
ENSDARP00000091924	ENSMUSP00000101184
ENSDARP00000008140	ENSMUSP00000105790
ENSDARP00000047072	ENSMUSP00000042155
ENSDARP00000115525	ENSMUSP00000042155
ENSDARP00000111506	ENSMUSP00000099776
ENSDARP00000115217	ENSMUSP00000007444
ENSDARP00000110113	ENSMUSP00000027185
ENSDARP00000030881	ENSMUSP00000034049
ENSDARP00000115067	ENSMUSP00000029486
ENSDARP00000001793	ENSMUSP00000029486
ENSDARP00000098590	ENSMUSP00000075990
ENSDARP00000082673	ENSMUSP00000069429
ENSDARP00000063095	ENSMUSP00000069429
ENSDARP00000084762	ENSMUSP00000029740
ENSDARP00000085876	ENSMUSP00000029740
ENSDARP00000052551	ENSMUSP00000023531
ENSDARP00000073595	ENSMUSP00000005841
ENSDARP00000051413	ENSMUSP00000034629
ENSDARP00000044837	ENSMUSP00000005256
ENSDARP00000049419	ENSMUSP00000005256
ENSDARP00000012950	ENSMUSP00000004673
ENSDARP00000085993	ENSMUSP00000044430
ENSDARP00000100420	ENSMUSP00000066741
ENSDARP00000097792	ENSMUSP00000066741
ENSDARP00000128169	ENSMUSP00000129278
ENSDARP00000107305	ENSMUSP00000025224
ENSDARP00000073632	ENSMUSP00000028787
ENSDARP00000102997	ENSMUSP00000028787
ENSDARP00000082444	ENSMUSP00000093908
ENSDARP00000107355	ENSMUSP00000118179
ENSDARP00000079959	ENSMUSP00000120830
ENSDARP00000080136	ENSMUSP00000023457
ENSDARP00000114111	ENSMUSP00000005336
ENSDARP00000020528	ENSMUSP00000006367
ENSDARP00000048135	ENSMUSP00000006367
ENSDARP00000050541	ENSMUSP00000081044
ENSDARP00000118143	ENSMUSP00000059720
ENSDARP00000115280	ENSMUSP00000030475
ENSDARP00000088711	ENSMUSP00000028034
ENSDARP00000122176	ENSMUSP00000079692
ENSDARP00000113716	ENSMUSP00000079692
ENSDARP00000041401	ENSMUSP00000129122
ENSDARP00000103000	ENSMUSP00000027695
ENSDARP00000025057	ENSMUSP00000121775
ENSDARP00000128605	ENSMUSP00000121775
ENSDARP00000086622	ENSMUSP00000138370
ENSDARP00000053220	ENSMUSP00000055447
ENSDARP00000040809	ENSMUSP00000114458
ENSDARP00000090929	ENSMUSP00000024594
ENSDARP00000013325	ENSMUSP00000041307
ENSDARP00000073869	ENSMUSP00000056378
ENSDARP00000021237	ENSMUSP00000019362
ENSDARP00000073112	ENSMUSP00000034566
ENSDARP00000073184	ENSMUSP00000034566
ENSDARP00000022131	ENSMUSP00000090568
ENSDARP00000101463	ENSMUSP00000053783
ENSDARP00000062236	ENSMUSP00000038662
ENSDARP00000074835	ENSMUSP00000002572
ENSDARP00000108396	ENSMUSP00000102685
ENSDARP00000128564	ENSMUSP00000113333
ENSDARP00000100478	ENSMUSP00000096457
ENSDARP00000106329	ENSMUSP00000088179
ENSDARP00000110922	ENSMUSP00000114974
ENSDARP00000103804	ENSMUSP00000114974
ENSDARP00000076104	ENSMUSP00000114159
ENSDARP00000090833	ENSMUSP00000026328
ENSDARP00000070056	ENSMUSP00000076336
ENSDARP00000090804	ENSMUSP00000123700
ENSDARP00000101922	ENSMUSP00000102926
ENSDARP00000080453	ENSMUSP00000038916
ENSDARP00000100323	ENSMUSP00000098701
ENSDARP00000102421	ENSMUSP00000098701
ENSDARP00000103889	ENSMUSP00000100070
ENSDARP00000114452	ENSMUSP00000104641
ENSDARP00000105635	ENSMUSP00000027405
ENSDARP00000023268	ENSMUSP00000026084
ENSDARP00000100785	ENSMUSP00000046924
ENSDARP00000118027	ENSMUSP00000052202
ENSDARP00000102423	ENSMUSP00000048119
ENSDARP00000044082	ENSMUSP00000132547
ENSDARP00000015104	ENSMUSP00000132547
ENSDARP00000114249	ENSMUSP00000029611
ENSDARP00000129238	ENSMUSP00000084055
ENSDARP00000109205	ENSMUSP00000136280
ENSDARP00000089922	ENSMUSP00000054385
ENSDARP00000083210	ENSMUSP00000039648
ENSDARP00000098767	ENSMUSP00000112685
ENSDARP00000117850	ENSMUSP00000059896
ENSDARP00000105578	ENSMUSP00000103207
ENSDARP00000062985	ENSMUSP00000127575
ENSDARP00000102999	ENSMUSP00000110684
ENSDARP00000054091	ENSMUSP00000020106
ENSDARP00000126363	ENSMUSP00000035512
ENSDARP00000107839	ENSMUSP00000106163
ENSDARP00000123814	ENSMUSP00000025377
ENSDARP00000124057	ENSMUSP00000020316
ENSDARP00000117685	ENSMUSP00000033939
ENSDARP00000013115	ENSMUSP00000026217
ENSDARP00000041727	ENSMUSP00000025946
ENSDARP00000101543	ENSMUSP00000076886
ENSDARP00000072275	ENSMUSP00000073105
ENSDARP00000042048	ENSMUSP00000035326
ENSDARP00000124888	ENSMUSP00000033010
ENSDARP00000111316	ENSMUSP00000128703
ENSDARP00000082779	ENSMUSP00000128703
ENSDARP00000082758	ENSMUSP00000128464
ENSDARP00000121534	ENSMUSP00000041767
ENSDARP00000070211	ENSMUSP00000020158
ENSDARP00000066654	ENSMUSP00000086034
ENSDARP00000109123	ENSMUSP00000018005
ENSDARP00000100833	ENSMUSP00000035214
ENSDARP00000047190	ENSMUSP00000109253
ENSDARP00000105936	ENSMUSP00000030136
ENSDARP00000090750	ENSMUSP00000018755
ENSDARP00000109858	ENSMUSP00000116200
ENSDARP00000069192	ENSMUSP00000065544
ENSDARP00000122392	ENSMUSP00000065544
ENSDARP00000065255	ENSMUSP00000045945
ENSDARP00000107238	ENSMUSP00000035112
ENSDARP00000007440	ENSMUSP00000029770
ENSDARP00000013511	ENSMUSP00000029770
ENSDARP00000110201	ENSMUSP00000021666
ENSDARP00000115859	ENSMUSP00000027251
ENSDARP00000115601	ENSMUSP00000024749
ENSDARP00000112656	ENSMUSP00000022172
ENSDARP00000023719	ENSMUSP00000024786
ENSDARP00000103421	ENSMUSP00000076864
ENSDARP00000128996	ENSMUSP00000076864
ENSDARP00000021876	ENSMUSP00000044938
ENSDARP00000056456	ENSMUSP00000044938
ENSDARP00000049862	ENSMUSP00000031533
ENSDARP00000061314	ENSMUSP00000096688
ENSDARP00000079657	ENSMUSP00000056464
ENSDARP00000074909	ENSMUSP00000064758
ENSDARP00000079665	ENSMUSP00000021466
ENSDARP00000012931	ENSMUSP00000025668
ENSDARP00000103726	ENSMUSP00000029752
ENSDARP00000102218	ENSMUSP00000110401
ENSDARP00000016888	ENSMUSP00000044955
ENSDARP00000127769	ENSMUSP00000099851
ENSDARP00000121899	ENSMUSP00000042177
ENSDARP00000098697	ENSMUSP00000040126
ENSDARP00000117108	ENSMUSP00000080111
ENSDARP00000116800	ENSMUSP00000130957
ENSDARP00000099945	ENSMUSP00000113053
ENSDARP00000128004	ENSMUSP00000053408
ENSDARP00000009763	ENSMUSP00000102014
ENSDARP00000126239	ENSMUSP00000102014
ENSDARP00000126711	ENSMUSP00000130604
ENSDARP00000035450	ENSMUSP00000038361
ENSDARP00000067326	ENSMUSP00000038361
ENSDARP00000097906	ENSMUSP00000091541
ENSDARP00000128798	ENSMUSP00000057282
ENSDARP00000032728	ENSMUSP00000019997
ENSDARP00000011882	ENSMUSP00000016033
ENSDARP00000098293	ENSMUSP00000096972
ENSDARP00000081435	ENSMUSP00000096972
ENSDARP00000104020	ENSMUSP00000001166
ENSDARP00000117242	ENSMUSP00000121317
ENSDARP00000121750	ENSMUSP00000113042
ENSDARP00000024226	ENSMUSP00000032705
ENSDARP00000031677	ENSMUSP00000107492
ENSDARP00000119736	ENSMUSP00000003843
ENSDARP00000120629	ENSMUSP00000008907
ENSDARP00000058570	ENSMUSP00000023356
ENSDARP00000068039	ENSMUSP00000006762
ENSDARP00000053781	ENSMUSP00000066280
ENSDARP00000115452	ENSMUSP00000044624
ENSDARP00000025657	ENSMUSP00000044624
ENSDARP00000099142	ENSMUSP00000045676
ENSDARP00000083591	ENSMUSP00000097100
ENSDARP00000105619	ENSMUSP00000026150
ENSDARP00000012094	ENSMUSP00000019939
ENSDARP00000096134	ENSMUSP00000021246
ENSDARP00000006502	ENSMUSP00000066244
ENSDARP00000115424	ENSMUSP00000090335
ENSDARP00000059445	ENSMUSP00000088271
ENSDARP00000083101	ENSMUSP00000020461
ENSDARP00000126846	ENSMUSP00000038110
ENSDARP00000053545	ENSMUSP00000108841
ENSDARP00000086486	ENSMUSP00000023289
ENSDARP00000060183	ENSMUSP00000071933
ENSDARP00000019763	ENSMUSP00000032413
ENSDARP00000093642	ENSMUSP00000114272
ENSDARP00000112220	ENSMUSP00000094916
ENSDARP00000109350	ENSMUSP00000108948
ENSDARP00000098158	ENSMUSP00000111405
ENSDARP00000080214	ENSMUSP00000111405
ENSDARP00000103434	ENSMUSP00000081714
ENSDARP00000080529	ENSMUSP00000081714
ENSDARP00000126391	ENSMUSP00000051468
ENSDARP00000127636	ENSMUSP00000060255
ENSDARP00000103798	ENSMUSP00000056147
ENSDARP00000054019	ENSMUSP00000101914
ENSDARP00000115671	ENSMUSP00000101914
ENSDARP00000019858	ENSMUSP00000064128
ENSDARP00000103038	ENSMUSP00000062016
ENSDARP00000107933	ENSMUSP00000009798
ENSDARP00000054070	ENSMUSP00000034802
ENSDARP00000071346	ENSMUSP00000034802
ENSDARP00000118970	ENSMUSP00000129483
ENSDARP00000114520	ENSMUSP00000056872
ENSDARP00000063569	ENSMUSP00000020767
ENSDARP00000056244	ENSMUSP00000062078
ENSDARP00000017489	ENSMUSP00000033938
ENSDARP00000122855	ENSMUSP00000000811
ENSDARP00000127960	ENSMUSP00000133065
ENSDARP00000076697	ENSMUSP00000116130
ENSDARP00000116695	ENSMUSP00000056099
ENSDARP00000116160	ENSMUSP00000040505
ENSDARP00000057729	ENSMUSP00000060424
ENSDARP00000069661	ENSMUSP00000129772
ENSDARP00000127560	ENSMUSP00000125840
ENSDARP00000075195	ENSMUSP00000125840
ENSDARP00000008092	ENSMUSP00000052776
ENSDARP00000114441	ENSMUSP00000042004
ENSDARP00000114711	ENSMUSP00000042004
ENSDARP00000112244	ENSMUSP00000031017
ENSDARP00000114070	ENSMUSP00000003640
ENSDARP00000043297	ENSMUSP00000021674
ENSDARP00000105362	ENSMUSP00000021674
ENSDARP00000058705	ENSMUSP00000021674
ENSDARP00000050897	ENSMUSP00000106906
ENSDARP00000104186	ENSMUSP00000080325
ENSDARP00000128024	ENSMUSP00000080325
ENSDARP00000036851	ENSMUSP00000044276
ENSDARP00000012506	ENSMUSP00000027247
ENSDARP00000017670	ENSMUSP00000131631
ENSDARP00000062538	ENSMUSP00000131631
ENSDARP00000109109	ENSMUSP00000110414
ENSDARP00000080404	ENSMUSP00000108090
ENSDARP00000075049	ENSMUSP00000108090
ENSDARP00000071575	ENSMUSP00000111963
ENSDARP00000098914	ENSMUSP00000111963
ENSDARP00000106372	ENSMUSP00000054338
ENSDARP00000110039	ENSMUSP00000017974
ENSDARP00000013943	ENSMUSP00000028259
ENSDARP00000097712	ENSMUSP00000098099
ENSDARP00000122936	ENSMUSP00000058348
ENSDARP00000123297	ENSMUSP00000058348
ENSDARP00000102615	ENSMUSP00000061517
ENSDARP00000088338	ENSMUSP00000054141
ENSDARP00000123693	ENSMUSP00000129418
ENSDARP00000101000	ENSMUSP00000057721
ENSDARP00000033575	ENSMUSP00000061643
ENSDARP00000071718	ENSMUSP00000034240
ENSDARP00000059840	ENSMUSP00000004294
ENSDARP00000101095	ENSMUSP00000137931
ENSDARP00000076977	ENSMUSP00000055599
ENSDARP00000095198	ENSMUSP00000019232
ENSDARP00000074711	ENSMUSP00000000834
ENSDARP00000122155	ENSMUSP00000108260
ENSDARP00000085788	ENSMUSP00000132501
ENSDARP00000118847	ENSMUSP00000111081
ENSDARP00000009179	ENSMUSP00000002172
ENSDARP00000091872	ENSMUSP00000088263
ENSDARP00000065494	ENSMUSP00000077466
ENSDARP00000079636	ENSMUSP00000104342
ENSDARP00000050209	ENSMUSP00000104342
ENSDARP00000052917	ENSMUSP00000132519
ENSDARP00000071644	ENSMUSP00000132519
ENSDARP00000110985	ENSMUSP00000096973
ENSDARP00000099100	ENSMUSP00000050275
ENSDARP00000033638	ENSMUSP00000099324
ENSDARP00000127157	ENSMUSP00000086835
ENSDARP00000075769	ENSMUSP00000075655
ENSDARP00000111463	ENSMUSP00000043562
ENSDARP00000027776	ENSMUSP00000043562
ENSDARP00000099020	ENSMUSP00000001080
ENSDARP00000102219	ENSMUSP00000139117
ENSDARP00000122442	ENSMUSP00000045478
ENSDARP00000098349	ENSMUSP00000045478
ENSDARP00000071206	ENSMUSP00000022782
ENSDARP00000023594	ENSMUSP00000114026
ENSDARP00000101167	ENSMUSP00000022916
ENSDARP00000097850	ENSMUSP00000054134
ENSDARP00000107236	ENSMUSP00000079395
ENSDARP00000123046	ENSMUSP00000127109
ENSDARP00000064708	ENSMUSP00000000828
ENSDARP00000080869	ENSMUSP00000038369
ENSDARP00000107843	ENSMUSP00000063264
ENSDARP00000027028	ENSMUSP00000019050
ENSDARP00000122172	ENSMUSP00000055297
ENSDARP00000083123	ENSMUSP00000021940
ENSDARP00000109699	ENSMUSP00000117200
ENSDARP00000004922	ENSMUSP00000117200
ENSDARP00000095874	ENSMUSP00000034308
ENSDARP00000017189	ENSMUSP00000029824
ENSDARP00000106590	ENSMUSP00000083242
ENSDARP00000110098	ENSMUSP00000031377
ENSDARP00000051778	ENSMUSP00000030279
ENSDARP00000019179	ENSMUSP00000108595
ENSDARP00000106508	ENSMUSP00000027502
ENSDARP00000110359	ENSMUSP00000026562
ENSDARP00000051900	ENSMUSP00000104939
ENSDARP00000101211	ENSMUSP00000061737
ENSDARP00000104045	ENSMUSP00000000394
ENSDARP00000118274	ENSMUSP00000072896
ENSDARP00000040265	ENSMUSP00000047529
ENSDARP00000010347	ENSMUSP00000027730
ENSDARP00000109289	ENSMUSP00000000445
ENSDARP00000009713	ENSMUSP00000072330
ENSDARP00000077123	ENSMUSP00000016143
