ENSMGAP00000004951	ENSMUSP00000034074
ENSMGAP00000006120	ENSMUSP00000058020
ENSMGAP00000005148	ENSMUSP00000107381
ENSMGAP00000018346	ENSMUSP00000045566
ENSMGAP00000008515	ENSMUSP00000095320
ENSMGAP00000008609	ENSMUSP00000104460
ENSMGAP00000002996	ENSMUSP00000110802
ENSMGAP00000011472	ENSMUSP00000130999
ENSMGAP00000011465	ENSMUSP00000029377
ENSMGAP00000011756	ENSMUSP00000107447
ENSMGAP00000015074	ENSMUSP00000129861
ENSMGAP00000000291	ENSMUSP00000029131
ENSMGAP00000008049	ENSMUSP00000006508
ENSMGAP00000007996	ENSMUSP00000072074
ENSMGAP00000004429	ENSMUSP00000105630
ENSMGAP00000009942	ENSMUSP00000032151
ENSMGAP00000009834	ENSMUSP00000069616
ENSMGAP00000014061	ENSMUSP00000093433
ENSMGAP00000000956	ENSMUSP00000117891
ENSMGAP00000006562	ENSMUSP00000001484
ENSMGAP00000012088	ENSMUSP00000109427
ENSMGAP00000011647	ENSMUSP00000023750
ENSMGAP00000010719	ENSMUSP00000020446
ENSMGAP00000014948	ENSMUSP00000004378
ENSMGAP00000011735	ENSMUSP00000062584
ENSMGAP00000001231	ENSMUSP00000106851
ENSMGAP00000001477	ENSMUSP00000137837
ENSMGAP00000002712	ENSMUSP00000083073
ENSMGAP00000004568	ENSMUSP00000022197
ENSMGAP00000001925	ENSMUSP00000038350
ENSMGAP00000014796	ENSMUSP00000106567
ENSMGAP00000002186	ENSMUSP00000045441
ENSMGAP00000016662	ENSMUSP00000092988
ENSMGAP00000014966	ENSMUSP00000004381
ENSMGAP00000011695	ENSMUSP00000005964
ENSMGAP00000015104	ENSMUSP00000131277
ENSMGAP00000016052	ENSMUSP00000093469
ENSMGAP00000004144	ENSMUSP00000101999
ENSMGAP00000007691	ENSMUSP00000039416
ENSMGAP00000002187	ENSMUSP00000053766
ENSMGAP00000014152	ENSMUSP00000099806
ENSMGAP00000014149	ENSMUSP00000072438
ENSMGAP00000008484	ENSMUSP00000090470
ENSMGAP00000006714	ENSMUSP00000095285
ENSMGAP00000009177	ENSMUSP00000031492
ENSMGAP00000001320	ENSMUSP00000033430
ENSMGAP00000002522	ENSMUSP00000063054
ENSMGAP00000004870	ENSMUSP00000123514
ENSMGAP00000010407	ENSMUSP00000050199
ENSMGAP00000009628	ENSMUSP00000086710
ENSMGAP00000009625	ENSMUSP00000113152
ENSMGAP00000019682	ENSMUSP00000085775
ENSMGAP00000002983	ENSMUSP00000052095
ENSMGAP00000009938	ENSMUSP00000024849
ENSMGAP00000003132	ENSMUSP00000059732
ENSMGAP00000009858	ENSMUSP00000041328
ENSMGAP00000006133	ENSMUSP00000024958
ENSMGAP00000015213	ENSMUSP00000097296
ENSMGAP00000003838	ENSMUSP00000022212
ENSMGAP00000010556	ENSMUSP00000076130
ENSMGAP00000008270	ENSMUSP00000130004
ENSMGAP00000001856	ENSMUSP00000056967
ENSMGAP00000004539	ENSMUSP00000034090
ENSMGAP00000003615	ENSMUSP00000003642
ENSMGAP00000012408	ENSMUSP00000032341
ENSMGAP00000005078	ENSMUSP00000136950
ENSMGAP00000011154	ENSMUSP00000047480
ENSMGAP00000007148	ENSMUSP00000038719
ENSMGAP00000005812	ENSMUSP00000103958
ENSMGAP00000000399	ENSMUSP00000036438
ENSMGAP00000004799	ENSMUSP00000099652
ENSMGAP00000010016	ENSMUSP00000082777
ENSMGAP00000007230	ENSMUSP00000031455
ENSMGAP00000005998	ENSMUSP00000124258
ENSMGAP00000009269	ENSMUSP00000093911
ENSMGAP00000002504	ENSMUSP00000019726
ENSMGAP00000017822	ENSMUSP00000000466
ENSMGAP00000008575	ENSMUSP00000032762
ENSMGAP00000009864	ENSMUSP00000046906
ENSMGAP00000008447	ENSMUSP00000062231
ENSMGAP00000018296	ENSMUSP00000029812
ENSMGAP00000019614	ENSMUSP00000099928
ENSMGAP00000008207	ENSMUSP00000021050
ENSMGAP00000011481	ENSMUSP00000073228
ENSMGAP00000003679	ENSMUSP00000133515
ENSMGAP00000005216	ENSMUSP00000025002
ENSMGAP00000009062	ENSMUSP00000021155
ENSMGAP00000003497	ENSMUSP00000099676
ENSMGAP00000002920	ENSMUSP00000042063
ENSMGAP00000008618	ENSMUSP00000111497
ENSMGAP00000004966	ENSMUSP00000028199
ENSMGAP00000004995	ENSMUSP00000028200
ENSMGAP00000002159	ENSMUSP00000078572
ENSMGAP00000016715	ENSMUSP00000080548
ENSMGAP00000011542	ENSMUSP00000076437
ENSMGAP00000002388	ENSMUSP00000112836
ENSMGAP00000001509	ENSMUSP00000100008
ENSMGAP00000014004	ENSMUSP00000040208
ENSMGAP00000011517	ENSMUSP00000028663
ENSMGAP00000012027	ENSMUSP00000027367
ENSMGAP00000017536	ENSMUSP00000072852
ENSMGAP00000008745	ENSMUSP00000031709
ENSMGAP00000009152	ENSMUSP00000022262
ENSMGAP00000008371	ENSMUSP00000135039
ENSMGAP00000006391	ENSMUSP00000037377
ENSMGAP00000009327	ENSMUSP00000127149
ENSMGAP00000016067	ENSMUSP00000034547
ENSMGAP00000014914	ENSMUSP00000110434
ENSMGAP00000011878	ENSMUSP00000084430
ENSMGAP00000003784	ENSMUSP00000045637
ENSMGAP00000012641	ENSMUSP00000023550
ENSMGAP00000009289	ENSMUSP00000028392
ENSMGAP00000007522	ENSMUSP00000086422
ENSMGAP00000015786	ENSMUSP00000026624
ENSMGAP00000003471	ENSMUSP00000110373
ENSMGAP00000017309	ENSMUSP00000025989
ENSMGAP00000019671	ENSMUSP00000021443
ENSMGAP00000007206	ENSMUSP00000071578
ENSMGAP00000004135	ENSMUSP00000120531
ENSMGAP00000002743	ENSMUSP00000039737
ENSMGAP00000003460	ENSMUSP00000099399
ENSMGAP00000001555	ENSMUSP00000015137
ENSMGAP00000017743	ENSMUSP00000050087
ENSMGAP00000014185	ENSMUSP00000032272
ENSMGAP00000007405	ENSMUSP00000108593
ENSMGAP00000000355	ENSMUSP00000052258
ENSMGAP00000004735	ENSMUSP00000019333
ENSMGAP00000016810	ENSMUSP00000046467
ENSMGAP00000007428	ENSMUSP00000137440
ENSMGAP00000002603	ENSMUSP00000002259
ENSMGAP00000002079	ENSMUSP00000003912
ENSMGAP00000005578	ENSMUSP00000019876
ENSMGAP00000013781	ENSMUSP00000000219
ENSMGAP00000007374	ENSMUSP00000087257
ENSMGAP00000000135	ENSMUSP00000036289
ENSMGAP00000019218	ENSMUSP00000028844
ENSMGAP00000019572	ENSMUSP00000031530
ENSMGAP00000014749	ENSMUSP00000040524
ENSMGAP00000010538	ENSMUSP00000047402
ENSMGAP00000001317	ENSMUSP00000026537
ENSMGAP00000002262	ENSMUSP00000038373
ENSMGAP00000000665	ENSMUSP00000111977
ENSMGAP00000005800	ENSMUSP00000026665
ENSMGAP00000018832	ENSMUSP00000105245
ENSMGAP00000005570	ENSMUSP00000026663
ENSMGAP00000014846	ENSMUSP00000055486
ENSMGAP00000002894	ENSMUSP00000025642
ENSMGAP00000001308	ENSMUSP00000081572
ENSMGAP00000014157	ENSMUSP00000019911
ENSMGAP00000006329	ENSMUSP00000127071
ENSMGAP00000005262	ENSMUSP00000037764
ENSMGAP00000007327	ENSMUSP00000018571
ENSMGAP00000000476	ENSMUSP00000039760
ENSMGAP00000009951	ENSMUSP00000088231
ENSMGAP00000008527	ENSMUSP00000104725
ENSMGAP00000006032	ENSMUSP00000001079
ENSMGAP00000006565	ENSMUSP00000045955
ENSMGAP00000011234	ENSMUSP00000035823
ENSMGAP00000007218	ENSMUSP00000095702
ENSMGAP00000004125	ENSMUSP00000118474
ENSMGAP00000015534	ENSMUSP00000026750
ENSMGAP00000018675	ENSMUSP00000030645
ENSMGAP00000001473	ENSMUSP00000030627
ENSMGAP00000008989	ENSMUSP00000130767
ENSMGAP00000008715	ENSMUSP00000032766
ENSMGAP00000015071	ENSMUSP00000024721
ENSMGAP00000010508	ENSMUSP00000034817
ENSMGAP00000016601	ENSMUSP00000069127
ENSMGAP00000002431	ENSMUSP00000125932
ENSMGAP00000004487	ENSMUSP00000003154
ENSMGAP00000006888	ENSMUSP00000076115
ENSMGAP00000009457	ENSMUSP00000051479
ENSMGAP00000004615	ENSMUSP00000060749
ENSMGAP00000009139	ENSMUSP00000136054
ENSMGAP00000014955	ENSMUSP00000074113
ENSMGAP00000006978	ENSMUSP00000099334
ENSMGAP00000011461	ENSMUSP00000088098
ENSMGAP00000014248	ENSMUSP00000047864
ENSMGAP00000001695	ENSMUSP00000056655
ENSMGAP00000014160	ENSMUSP00000098558
ENSMGAP00000002547	ENSMUSP00000134205
ENSMGAP00000010849	ENSMUSP00000033207
ENSMGAP00000002948	ENSMUSP00000025641
ENSMGAP00000004484	ENSMUSP00000074115
ENSMGAP00000001331	ENSMUSP00000036749
ENSMGAP00000012237	ENSMUSP00000119303
ENSMGAP00000013499	ENSMUSP00000031002
ENSMGAP00000017706	ENSMUSP00000083928
ENSMGAP00000011138	ENSMUSP00000095949
ENSMGAP00000004754	ENSMUSP00000000421
ENSMGAP00000013902	ENSMUSP00000021617
ENSMGAP00000002309	ENSMUSP00000020551
ENSMGAP00000006330	ENSMUSP00000087810
ENSMGAP00000008607	ENSMUSP00000112965
ENSMGAP00000013505	ENSMUSP00000077438
ENSMGAP00000007599	ENSMUSP00000110371
ENSMGAP00000009440	ENSMUSP00000078690
ENSMGAP00000005091	ENSMUSP00000125857
ENSMGAP00000000867	ENSMUSP00000137079
ENSMGAP00000012643	ENSMUSP00000005233
ENSMGAP00000000835	ENSMUSP00000098056
ENSMGAP00000013927	ENSMUSP00000034093
ENSMGAP00000011667	ENSMUSP00000024884
ENSMGAP00000008832	ENSMUSP00000113840
ENSMGAP00000006529	ENSMUSP00000037079
ENSMGAP00000014350	ENSMUSP00000125335
ENSMGAP00000010572	ENSMUSP00000106770
ENSMGAP00000011062	ENSMUSP00000099765
ENSMGAP00000012625	ENSMUSP00000066977
ENSMGAP00000002554	ENSMUSP00000045454
ENSMGAP00000017792	ENSMUSP00000101724
ENSMGAP00000000197	ENSMUSP00000135500
ENSMGAP00000005992	ENSMUSP00000103243
ENSMGAP00000013610	ENSMUSP00000101184
ENSMGAP00000005033	ENSMUSP00000104543
ENSMGAP00000003074	ENSMUSP00000105790
ENSMGAP00000003392	ENSMUSP00000042155
ENSMGAP00000011071	ENSMUSP00000099776
ENSMGAP00000001289	ENSMUSP00000007444
ENSMGAP00000008121	ENSMUSP00000027185
ENSMGAP00000006195	ENSMUSP00000034049
ENSMGAP00000017929	ENSMUSP00000023531
ENSMGAP00000009338	ENSMUSP00000091845
ENSMGAP00000001773	ENSMUSP00000005841
ENSMGAP00000002310	ENSMUSP00000034629
ENSMGAP00000013572	ENSMUSP00000005256
ENSMGAP00000007183	ENSMUSP00000044430
ENSMGAP00000014029	ENSMUSP00000066741
ENSMGAP00000000392	ENSMUSP00000129278
ENSMGAP00000001912	ENSMUSP00000099907
ENSMGAP00000010037	ENSMUSP00000025224
ENSMGAP00000017473	ENSMUSP00000026076
ENSMGAP00000014015	ENSMUSP00000028787
ENSMGAP00000015063	ENSMUSP00000085794
ENSMGAP00000019145	ENSMUSP00000093908
ENSMGAP00000006188	ENSMUSP00000118179
ENSMGAP00000011727	ENSMUSP00000120830
ENSMGAP00000009619	ENSMUSP00000023457
ENSMGAP00000007264	ENSMUSP00000046598
ENSMGAP00000010862	ENSMUSP00000087073
ENSMGAP00000012095	ENSMUSP00000006367
ENSMGAP00000005874	ENSMUSP00000027649
ENSMGAP00000015255	ENSMUSP00000059720
ENSMGAP00000011094	ENSMUSP00000030475
ENSMGAP00000007567	ENSMUSP00000028034
ENSMGAP00000003810	ENSMUSP00000129122
ENSMGAP00000002680	ENSMUSP00000027695
ENSMGAP00000013676	ENSMUSP00000121775
ENSMGAP00000017003	ENSMUSP00000138370
ENSMGAP00000016516	ENSMUSP00000055447
ENSMGAP00000013010	ENSMUSP00000024594
ENSMGAP00000005293	ENSMUSP00000068690
ENSMGAP00000004317	ENSMUSP00000041307
ENSMGAP00000004090	ENSMUSP00000056378
ENSMGAP00000002619	ENSMUSP00000030948
ENSMGAP00000004514	ENSMUSP00000034566
ENSMGAP00000005969	ENSMUSP00000090568
ENSMGAP00000010632	ENSMUSP00000053783
ENSMGAP00000006547	ENSMUSP00000099638
ENSMGAP00000012707	ENSMUSP00000038662
ENSMGAP00000005785	ENSMUSP00000002572
ENSMGAP00000009300	ENSMUSP00000021077
ENSMGAP00000015299	ENSMUSP00000102685
ENSMGAP00000002176	ENSMUSP00000034618
ENSMGAP00000005441	ENSMUSP00000113333
ENSMGAP00000001314	ENSMUSP00000096457
ENSMGAP00000011035	ENSMUSP00000088179
ENSMGAP00000013212	ENSMUSP00000114974
ENSMGAP00000015044	ENSMUSP00000032309
ENSMGAP00000010828	ENSMUSP00000114159
ENSMGAP00000015525	ENSMUSP00000026328
ENSMGAP00000004508	ENSMUSP00000076336
ENSMGAP00000019160	ENSMUSP00000123700
ENSMGAP00000007985	ENSMUSP00000102926
ENSMGAP00000014358	ENSMUSP00000038916
ENSMGAP00000012543	ENSMUSP00000042294
ENSMGAP00000015594	ENSMUSP00000098701
ENSMGAP00000019458	ENSMUSP00000100070
ENSMGAP00000009218	ENSMUSP00000104641
ENSMGAP00000000083	ENSMUSP00000028815
ENSMGAP00000012890	ENSMUSP00000027405
ENSMGAP00000011772	ENSMUSP00000026084
ENSMGAP00000001185	ENSMUSP00000046924
ENSMGAP00000014563	ENSMUSP00000052202
ENSMGAP00000000040	ENSMUSP00000001455
ENSMGAP00000017498	ENSMUSP00000132547
ENSMGAP00000011410	ENSMUSP00000107284
ENSMGAP00000005727	ENSMUSP00000029611
ENSMGAP00000008671	ENSMUSP00000084055
ENSMGAP00000012304	ENSMUSP00000136280
ENSMGAP00000007216	ENSMUSP00000128224
ENSMGAP00000004990	ENSMUSP00000039648
ENSMGAP00000006693	ENSMUSP00000136181
ENSMGAP00000011253	ENSMUSP00000131976
ENSMGAP00000004893	ENSMUSP00000112685
ENSMGAP00000003628	ENSMUSP00000059896
ENSMGAP00000000303	ENSMUSP00000093699
ENSMGAP00000004206	ENSMUSP00000070825
ENSMGAP00000014982	ENSMUSP00000103207
ENSMGAP00000003341	ENSMUSP00000020106
ENSMGAP00000019073	ENSMUSP00000035512
ENSMGAP00000012500	ENSMUSP00000106163
ENSMGAP00000000163	ENSMUSP00000086640
ENSMGAP00000009822	ENSMUSP00000025377
ENSMGAP00000013486	ENSMUSP00000031003
ENSMGAP00000012423	ENSMUSP00000040321
ENSMGAP00000010619	ENSMUSP00000020316
ENSMGAP00000002622	ENSMUSP00000033939
ENSMGAP00000012469	ENSMUSP00000026217
ENSMGAP00000009264	ENSMUSP00000025946
ENSMGAP00000014077	ENSMUSP00000076886
ENSMGAP00000007414	ENSMUSP00000035326
ENSMGAP00000010960	ENSMUSP00000128703
ENSMGAP00000010965	ENSMUSP00000128464
ENSMGAP00000007771	ENSMUSP00000041767
ENSMGAP00000013779	ENSMUSP00000020158
ENSMGAP00000002655	ENSMUSP00000018005
ENSMGAP00000010226	ENSMUSP00000025046
ENSMGAP00000002848	ENSMUSP00000035214
ENSMGAP00000012375	ENSMUSP00000109253
ENSMGAP00000001305	ENSMUSP00000055110
ENSMGAP00000001223	ENSMUSP00000030136
ENSMGAP00000009110	ENSMUSP00000018755
ENSMGAP00000012982	ENSMUSP00000065544
ENSMGAP00000014228	ENSMUSP00000101146
ENSMGAP00000010774	ENSMUSP00000045945
ENSMGAP00000001904	ENSMUSP00000035112
ENSMGAP00000007675	ENSMUSP00000029770
ENSMGAP00000013343	ENSMUSP00000021666
ENSMGAP00000015676	ENSMUSP00000027251
ENSMGAP00000011392	ENSMUSP00000024749
ENSMGAP00000001551	ENSMUSP00000022172
ENSMGAP00000006177	ENSMUSP00000024786
ENSMGAP00000009833	ENSMUSP00000044938
ENSMGAP00000009242	ENSMUSP00000031533
ENSMGAP00000011415	ENSMUSP00000096688
ENSMGAP00000007446	ENSMUSP00000064758
ENSMGAP00000014532	ENSMUSP00000021466
ENSMGAP00000000102	ENSMUSP00000029752
ENSMGAP00000004905	ENSMUSP00000032728
ENSMGAP00000007837	ENSMUSP00000110401
ENSMGAP00000010013	ENSMUSP00000044955
ENSMGAP00000012243	ENSMUSP00000099851
ENSMGAP00000007750	ENSMUSP00000040126
ENSMGAP00000000566	ENSMUSP00000110230
ENSMGAP00000000615	ENSMUSP00000053643
ENSMGAP00000009802	ENSMUSP00000113053
ENSMGAP00000015588	ENSMUSP00000020378
ENSMGAP00000010238	ENSMUSP00000102014
ENSMGAP00000009006	ENSMUSP00000130604
ENSMGAP00000008871	ENSMUSP00000038361
ENSMGAP00000000037	ENSMUSP00000088291
ENSMGAP00000004509	ENSMUSP00000057282
ENSMGAP00000013714	ENSMUSP00000019997
ENSMGAP00000012259	ENSMUSP00000101763
ENSMGAP00000017938	ENSMUSP00000016033
ENSMGAP00000013723	ENSMUSP00000113042
ENSMGAP00000005705	ENSMUSP00000032705
ENSMGAP00000012478	ENSMUSP00000107492
ENSMGAP00000014088	ENSMUSP00000003843
ENSMGAP00000014799	ENSMUSP00000008907
ENSMGAP00000011250	ENSMUSP00000023356
ENSMGAP00000017821	ENSMUSP00000066280
ENSMGAP00000007732	ENSMUSP00000044624
ENSMGAP00000003457	ENSMUSP00000045676
ENSMGAP00000003493	ENSMUSP00000097100
ENSMGAP00000010197	ENSMUSP00000026150
ENSMGAP00000014258	ENSMUSP00000019939
ENSMGAP00000005471	ENSMUSP00000021246
ENSMGAP00000011999	ENSMUSP00000126383
ENSMGAP00000004085	ENSMUSP00000066244
ENSMGAP00000013853	ENSMUSP00000090335
ENSMGAP00000009568	ENSMUSP00000088271
ENSMGAP00000015420	ENSMUSP00000038110
ENSMGAP00000014543	ENSMUSP00000108841
ENSMGAP00000009481	ENSMUSP00000071933
ENSMGAP00000019061	ENSMUSP00000032413
ENSMGAP00000002409	ENSMUSP00000114272
ENSMGAP00000000838	ENSMUSP00000094916
ENSMGAP00000009865	ENSMUSP00000108948
ENSMGAP00000014365	ENSMUSP00000084904
ENSMGAP00000016491	ENSMUSP00000060255
ENSMGAP00000003093	ENSMUSP00000056147
ENSMGAP00000000259	ENSMUSP00000101914
ENSMGAP00000013660	ENSMUSP00000015645
ENSMGAP00000018802	ENSMUSP00000064128
ENSMGAP00000007128	ENSMUSP00000050246
ENSMGAP00000005454	ENSMUSP00000009798
ENSMGAP00000017115	ENSMUSP00000056015
ENSMGAP00000014533	ENSMUSP00000034802
ENSMGAP00000016753	ENSMUSP00000129483
ENSMGAP00000017006	ENSMUSP00000056872
ENSMGAP00000010506	ENSMUSP00000026239
ENSMGAP00000017533	ENSMUSP00000062078
ENSMGAP00000002473	ENSMUSP00000033938
ENSMGAP00000016965	ENSMUSP00000067884
ENSMGAP00000002661	ENSMUSP00000000811
ENSMGAP00000016470	ENSMUSP00000116130
ENSMGAP00000005797	ENSMUSP00000056099
ENSMGAP00000001805	ENSMUSP00000003436
ENSMGAP00000001844	ENSMUSP00000032717
ENSMGAP00000009921	ENSMUSP00000060424
ENSMGAP00000009324	ENSMUSP00000025944
ENSMGAP00000010154	ENSMUSP00000129772
ENSMGAP00000003571	ENSMUSP00000026577
ENSMGAP00000014330	ENSMUSP00000052776
ENSMGAP00000010879	ENSMUSP00000031017
ENSMGAP00000001926	ENSMUSP00000106906
ENSMGAP00000005718	ENSMUSP00000019464
ENSMGAP00000003247	ENSMUSP00000044276
ENSMGAP00000015683	ENSMUSP00000027247
ENSMGAP00000012305	ENSMUSP00000031145
ENSMGAP00000000579	ENSMUSP00000131631
ENSMGAP00000005569	ENSMUSP00000027615
ENSMGAP00000003431	ENSMUSP00000135516
ENSMGAP00000011965	ENSMUSP00000080219
ENSMGAP00000003244	ENSMUSP00000110414
ENSMGAP00000015537	ENSMUSP00000108090
ENSMGAP00000013741	ENSMUSP00000111963
ENSMGAP00000003101	ENSMUSP00000054338
ENSMGAP00000006824	ENSMUSP00000017974
ENSMGAP00000011342	ENSMUSP00000028259
ENSMGAP00000013947	ENSMUSP00000043676
ENSMGAP00000015265	ENSMUSP00000058348
ENSMGAP00000003342	ENSMUSP00000054141
ENSMGAP00000001659	ENSMUSP00000129418
ENSMGAP00000015075	ENSMUSP00000057721
ENSMGAP00000002293	ENSMUSP00000099465
ENSMGAP00000010348	ENSMUSP00000054428
ENSMGAP00000009785	ENSMUSP00000057040
ENSMGAP00000004748	ENSMUSP00000061643
ENSMGAP00000003002	ENSMUSP00000034240
ENSMGAP00000017932	ENSMUSP00000137931
ENSMGAP00000006750	ENSMUSP00000026315
ENSMGAP00000004159	ENSMUSP00000000834
ENSMGAP00000002682	ENSMUSP00000050144
ENSMGAP00000012971	ENSMUSP00000108260
ENSMGAP00000008701	ENSMUSP00000132501
ENSMGAP00000008673	ENSMUSP00000111081
ENSMGAP00000011216	ENSMUSP00000002172
ENSMGAP00000015296	ENSMUSP00000088263
ENSMGAP00000012471	ENSMUSP00000107538
ENSMGAP00000008629	ENSMUSP00000077466
ENSMGAP00000002957	ENSMUSP00000104342
ENSMGAP00000018615	ENSMUSP00000096973
ENSMGAP00000016993	ENSMUSP00000050275
ENSMGAP00000006922	ENSMUSP00000017090
ENSMGAP00000009640	ENSMUSP00000099324
ENSMGAP00000013307	ENSMUSP00000086835
ENSMGAP00000013549	ENSMUSP00000075655
ENSMGAP00000009815	ENSMUSP00000025375
ENSMGAP00000001953	ENSMUSP00000018990
ENSMGAP00000008643	ENSMUSP00000043562
ENSMGAP00000013976	ENSMUSP00000037109
ENSMGAP00000003882	ENSMUSP00000001080
ENSMGAP00000001229	ENSMUSP00000139117
ENSMGAP00000010606	ENSMUSP00000045478
ENSMGAP00000005804	ENSMUSP00000114026
ENSMGAP00000013027	ENSMUSP00000022916
ENSMGAP00000010762	ENSMUSP00000054134
ENSMGAP00000003521	ENSMUSP00000079395
ENSMGAP00000001915	ENSMUSP00000043087
ENSMGAP00000019670	ENSMUSP00000118997
ENSMGAP00000012557	ENSMUSP00000127109
ENSMGAP00000000870	ENSMUSP00000111269
ENSMGAP00000013669	ENSMUSP00000020484
ENSMGAP00000007688	ENSMUSP00000000828
ENSMGAP00000002556	ENSMUSP00000038369
ENSMGAP00000011888	ENSMUSP00000063264
ENSMGAP00000009091	ENSMUSP00000019050
ENSMGAP00000005525	ENSMUSP00000009789
ENSMGAP00000016251	ENSMUSP00000055297
ENSMGAP00000003916	ENSMUSP00000021940
ENSMGAP00000002734	ENSMUSP00000117200
ENSMGAP00000000653	ENSMUSP00000040140
ENSMGAP00000006873	ENSMUSP00000034308
ENSMGAP00000004381	ENSMUSP00000112727
ENSMGAP00000012622	ENSMUSP00000029824
ENSMGAP00000002326	ENSMUSP00000083242
ENSMGAP00000010155	ENSMUSP00000031377
ENSMGAP00000005770	ENSMUSP00000131832
ENSMGAP00000012316	ENSMUSP00000030279
ENSMGAP00000006903	ENSMUSP00000108595
ENSMGAP00000003134	ENSMUSP00000027502
ENSMGAP00000008709	ENSMUSP00000062728
ENSMGAP00000002122	ENSMUSP00000026562
ENSMGAP00000008584	ENSMUSP00000104939
ENSMGAP00000006259	ENSMUSP00000061737
ENSMGAP00000002645	ENSMUSP00000000394
ENSMGAP00000010799	ENSMUSP00000072896
ENSMGAP00000011572	ENSMUSP00000047529
ENSMGAP00000001756	ENSMUSP00000027730
ENSMGAP00000007306	ENSMUSP00000072330
ENSMGAP00000016020	ENSMUSP00000016143
ENSMGAP00000000828	ENSMUSP00000081263
ENSMGAP00000014722	ENSMUSP00000006311
ENSMGAP00000005457	ENSMUSP00000060671
ENSMGAP00000016366	ENSMUSP00000058084
ENSMGAP00000017846	ENSMUSP00000103690
ENSMGAP00000006709	ENSMUSP00000099331
ENSMGAP00000011374	ENSMUSP00000129157
ENSMGAP00000015578	ENSMUSP00000107806
ENSMGAP00000004634	ENSMUSP00000001451
ENSMGAP00000001112	ENSMUSP00000041241
ENSMGAP00000010582	ENSMUSP00000029194
ENSMGAP00000008894	ENSMUSP00000036029
ENSMGAP00000007328	ENSMUSP00000081232
ENSMGAP00000000256	ENSMUSP00000030765
ENSMGAP00000000251	ENSMUSP00000044371
ENSMGAP00000019190	ENSMUSP00000029490
ENSMGAP00000003138	ENSMUSP00000021794
ENSMGAP00000009459	ENSMUSP00000104764
ENSMGAP00000009794	ENSMUSP00000080556
ENSMGAP00000007757	ENSMUSP00000052283
ENSMGAP00000014053	ENSMUSP00000099755
ENSMGAP00000014062	ENSMUSP00000116643
ENSMGAP00000004237	ENSMUSP00000021937
ENSMGAP00000001837	ENSMUSP00000049430
ENSMGAP00000011457	ENSMUSP00000102229
ENSMGAP00000010631	ENSMUSP00000025294
ENSMGAP00000008667	ENSMUSP00000118221
ENSMGAP00000018907	ENSMUSP00000112638
ENSMGAP00000007710	ENSMUSP00000022060
ENSMGAP00000007408	ENSMUSP00000110724
ENSMGAP00000013579	ENSMUSP00000063412
ENSMGAP00000009023	ENSMUSP00000126464
ENSMGAP00000008440	ENSMUSP00000115772
ENSMGAP00000017662	ENSMUSP00000124611
ENSMGAP00000002939	ENSMUSP00000030687
ENSMGAP00000014005	ENSMUSP00000090287
ENSMGAP00000008156	ENSMUSP00000041578
ENSMGAP00000013042	ENSMUSP00000067325
ENSMGAP00000005429	ENSMUSP00000054747
ENSMGAP00000012662	ENSMUSP00000081954
ENSMGAP00000013858	ENSMUSP00000060771
ENSMGAP00000015395	ENSMUSP00000040152
ENSMGAP00000004837	ENSMUSP00000032462
ENSMGAP00000019038	ENSMUSP00000017610
ENSMGAP00000013465	ENSMUSP00000020234
ENSMGAP00000016995	ENSMUSP00000130187
ENSMGAP00000010825	ENSMUSP00000062047
ENSMGAP00000008612	ENSMUSP00000016452
ENSMGAP00000012442	ENSMUSP00000016125
ENSMGAP00000007662	ENSMUSP00000030033
ENSMGAP00000013818	ENSMUSP00000078682
ENSMGAP00000008901	ENSMUSP00000127709
ENSMGAP00000009067	ENSMUSP00000022269
ENSMGAP00000015434	ENSMUSP00000062006
ENSMGAP00000000786	ENSMUSP00000028595
ENSMGAP00000012634	ENSMUSP00000113216
ENSMGAP00000017507	ENSMUSP00000059291
ENSMGAP00000013502	ENSMUSP00000028583
ENSMGAP00000011574	ENSMUSP00000020057
ENSMGAP00000010063	ENSMUSP00000037129
ENSMGAP00000015045	ENSMUSP00000044098
ENSMGAP00000005737	ENSMUSP00000017534
ENSMGAP00000007251	ENSMUSP00000043146
ENSMGAP00000002729	ENSMUSP00000129491
ENSMGAP00000009937	ENSMUSP00000042785
ENSMGAP00000003699	ENSMUSP00000132659
ENSMGAP00000003102	ENSMUSP00000001184
ENSMGAP00000017717	ENSMUSP00000039071
ENSMGAP00000007198	ENSMUSP00000124816
ENSMGAP00000012206	ENSMUSP00000056227
ENSMGAP00000009040	ENSMUSP00000084507
ENSMGAP00000008936	ENSMUSP00000077564
ENSMGAP00000008375	ENSMUSP00000020775
ENSMGAP00000010241	ENSMUSP00000008878
ENSMGAP00000006431	ENSMUSP00000061760
ENSMGAP00000014030	ENSMUSP00000019924
ENSMGAP00000012167	ENSMUSP00000038014
ENSMGAP00000007922	ENSMUSP00000072510
ENSMGAP00000005338	ENSMUSP00000058468
ENSMGAP00000008281	ENSMUSP00000126629
ENSMGAP00000016919	ENSMUSP00000066287
ENSMGAP00000007234	ENSMUSP00000033189
ENSMGAP00000013073	ENSMUSP00000031093
ENSMGAP00000000245	ENSMUSP00000106160
ENSMGAP00000006625	ENSMUSP00000059658
ENSMGAP00000007118	ENSMUSP00000060433
ENSMGAP00000011471	ENSMUSP00000032719
ENSMGAP00000001058	ENSMUSP00000067241
ENSMGAP00000008538	ENSMUSP00000122733
