ENSGALP00000006197	ENSCAFP00000014731
ENSGALP00000036750	ENSCAFP00000006920
ENSGALP00000041385	ENSCAFP00000023397
ENSGALP00000007707	ENSCAFP00000003692
ENSGALP00000023347	ENSCAFP00000021617
ENSGALP00000003066	ENSCAFP00000013912
ENSGALP00000009567	ENSCAFP00000010288
ENSGALP00000040858	ENSCAFP00000000189
ENSGALP00000041186	ENSCAFP00000028793
ENSGALP00000007307	ENSCAFP00000012593
ENSGALP00000027394	ENSCAFP00000006678
ENSGALP00000042085	ENSCAFP00000029327
ENSGALP00000010287	ENSCAFP00000019114
ENSGALP00000032293	ENSCAFP00000012257
ENSGALP00000016960	ENSCAFP00000033932
ENSGALP00000029287	ENSCAFP00000009658
ENSGALP00000030515	ENSCAFP00000035463
ENSGALP00000023879	ENSCAFP00000014481
ENSGALP00000001587	ENSCAFP00000011267
ENSGALP00000010584	ENSCAFP00000020481
ENSGALP00000042248	ENSCAFP00000024482
ENSGALP00000012607	ENSCAFP00000009645
ENSGALP00000012417	ENSCAFP00000001811
ENSGALP00000025873	ENSCAFP00000037202
ENSGALP00000019761	ENSCAFP00000011048
ENSGALP00000018106	ENSCAFP00000014694
ENSGALP00000018627	ENSCAFP00000021584
ENSGALP00000016042	ENSCAFP00000000527
ENSGALP00000023398	ENSCAFP00000021430
ENSGALP00000015047	ENSCAFP00000017503
ENSGALP00000042206	ENSCAFP00000017281
ENSGALP00000010537	ENSCAFP00000017201
ENSGALP00000023468	ENSCAFP00000019863
ENSGALP00000007035	ENSCAFP00000037565
ENSGALP00000002580	ENSCAFP00000026535
ENSGALP00000041725	ENSCAFP00000041877
ENSGALP00000022809	ENSCAFP00000026565
ENSGALP00000001525	ENSCAFP00000038444
ENSGALP00000008660	ENSCAFP00000012085
ENSGALP00000026423	ENSCAFP00000004976
ENSGALP00000020661	ENSCAFP00000014992
ENSGALP00000018654	ENSCAFP00000042914
ENSGALP00000023450	ENSCAFP00000021277
ENSGALP00000006571	ENSCAFP00000020370
ENSGALP00000043110	ENSCAFP00000002995
ENSGALP00000026552	ENSCAFP00000038986
ENSGALP00000027645	ENSCAFP00000011031
ENSGALP00000002881	ENSCAFP00000037092
ENSGALP00000002611	ENSCAFP00000030225
ENSGALP00000018643	ENSCAFP00000026876
ENSGALP00000008910	ENSCAFP00000015120
ENSGALP00000024479	ENSCAFP00000028871
ENSGALP00000012019	ENSCAFP00000036267
ENSGALP00000011814	ENSCAFP00000014902
ENSGALP00000039779	ENSCAFP00000027665
ENSGALP00000015909	ENSCAFP00000005521
ENSGALP00000040646	ENSCAFP00000019697
ENSGALP00000030045	ENSCAFP00000042142
ENSGALP00000038439	ENSCAFP00000001041
ENSGALP00000041219	ENSCAFP00000009830
ENSGALP00000040736	ENSCAFP00000017831
ENSGALP00000023875	ENSCAFP00000027206
ENSGALP00000041478	ENSCAFP00000013499
ENSGALP00000013016	ENSCAFP00000007147
ENSGALP00000009374	ENSCAFP00000028698
ENSGALP00000024716	ENSCAFP00000014147
ENSGALP00000023702	ENSCAFP00000010386
ENSGALP00000016453	ENSCAFP00000007056
ENSGALP00000030451	ENSCAFP00000000016
ENSGALP00000005923	ENSCAFP00000014336
ENSGALP00000031347	ENSCAFP00000002599
ENSGALP00000019151	ENSCAFP00000019100
ENSGALP00000032335	ENSCAFP00000013013
ENSGALP00000042693	ENSCAFP00000031366
ENSGALP00000001085	ENSCAFP00000028316
ENSGALP00000033875	ENSCAFP00000015301
ENSGALP00000015935	ENSCAFP00000018207
ENSGALP00000037040	ENSCAFP00000024645
ENSGALP00000008475	ENSCAFP00000010109
ENSGALP00000041217	ENSCAFP00000018300
ENSGALP00000034742	ENSCAFP00000027961
ENSGALP00000024295	ENSCAFP00000002335
ENSGALP00000037830	ENSCAFP00000017642
ENSGALP00000042105	ENSCAFP00000024057
ENSGALP00000015748	ENSCAFP00000003095
ENSGALP00000042533	ENSCAFP00000037380
ENSGALP00000036814	ENSCAFP00000015815
ENSGALP00000042025	ENSCAFP00000014918
ENSGALP00000039504	ENSCAFP00000004425
ENSGALP00000005249	ENSCAFP00000030645
ENSGALP00000014482	ENSCAFP00000016401
ENSGALP00000009075	ENSCAFP00000038238
ENSGALP00000008415	ENSCAFP00000028983
ENSGALP00000009768	ENSCAFP00000022556
ENSGALP00000002056	ENSCAFP00000026455
ENSGALP00000011735	ENSCAFP00000027979
ENSGALP00000034040	ENSCAFP00000029605
ENSGALP00000006612	ENSCAFP00000029604
ENSGALP00000006692	ENSCAFP00000020513
ENSGALP00000014035	ENSCAFP00000028758
ENSGALP00000040464	ENSCAFP00000010870
ENSGALP00000001898	ENSCAFP00000028224
ENSGALP00000003967	ENSCAFP00000003214
ENSGALP00000020974	ENSCAFP00000019853
ENSGALP00000013658	ENSCAFP00000013655
ENSGALP00000040660	ENSCAFP00000021628
ENSGALP00000011620	ENSCAFP00000010567
ENSGALP00000009544	ENSCAFP00000043191
ENSGALP00000007409	ENSCAFP00000006864
ENSGALP00000023449	ENSCAFP00000014031
ENSGALP00000026775	ENSCAFP00000038892
ENSGALP00000027665	ENSCAFP00000021489
ENSGALP00000019037	ENSCAFP00000001037
ENSGALP00000005026	ENSCAFP00000004178
ENSGALP00000006585	ENSCAFP00000014005
ENSGALP00000025853	ENSCAFP00000000950
ENSGALP00000025647	ENSCAFP00000003850
ENSGALP00000019087	ENSCAFP00000017744
ENSGALP00000014379	ENSCAFP00000021105
ENSGALP00000010593	ENSCAFP00000010648
ENSGALP00000027216	ENSCAFP00000008702
ENSGALP00000010473	ENSCAFP00000008708
ENSGALP00000008863	ENSCAFP00000012933
ENSGALP00000019224	ENSCAFP00000023570
ENSGALP00000017621	ENSCAFP00000037367
ENSGALP00000005548	ENSCAFP00000016218
ENSGALP00000005054	ENSCAFP00000010863
ENSGALP00000005145	ENSCAFP00000022163
ENSGALP00000039786	ENSCAFP00000018366
ENSGALP00000042230	ENSCAFP00000003034
ENSGALP00000016611	ENSCAFP00000006870
ENSGALP00000036715	ENSCAFP00000023440
ENSGALP00000017674	ENSCAFP00000013014
ENSGALP00000004897	ENSCAFP00000013489
ENSGALP00000005837	ENSCAFP00000025484
ENSGALP00000026304	ENSCAFP00000039273
ENSGALP00000009549	ENSCAFP00000042695
ENSGALP00000015961	ENSCAFP00000033194
ENSGALP00000041510	ENSCAFP00000025174
ENSGALP00000006222	ENSCAFP00000023064
ENSGALP00000010566	ENSCAFP00000014845
ENSGALP00000011632	ENSCAFP00000038688
ENSGALP00000000586	ENSCAFP00000028685
ENSGALP00000009230	ENSCAFP00000022558
ENSGALP00000011293	ENSCAFP00000015422
ENSGALP00000023051	ENSCAFP00000020480
ENSGALP00000005099	ENSCAFP00000002291
ENSGALP00000005619	ENSCAFP00000021793
ENSGALP00000020669	ENSCAFP00000014950
ENSGALP00000001231	ENSCAFP00000019705
ENSGALP00000011426	ENSCAFP00000008329
ENSGALP00000037077	ENSCAFP00000001948
ENSGALP00000042276	ENSCAFP00000041401
ENSGALP00000037639	ENSCAFP00000037305
ENSGALP00000025755	ENSCAFP00000000717
ENSGALP00000026526	ENSCAFP00000005619
ENSGALP00000022525	ENSCAFP00000024195
ENSGALP00000014372	ENSCAFP00000004803
ENSGALP00000024133	ENSCAFP00000006011
ENSGALP00000005275	ENSCAFP00000029424
ENSGALP00000014710	ENSCAFP00000039565
ENSGALP00000043272	ENSCAFP00000040522
ENSGALP00000011912	ENSCAFP00000011571
ENSGALP00000010342	ENSCAFP00000001464
ENSGALP00000016935	ENSCAFP00000016780
ENSGALP00000008311	ENSCAFP00000021916
ENSGALP00000024668	ENSCAFP00000003365
ENSGALP00000042045	ENSCAFP00000024521
ENSGALP00000026391	ENSCAFP00000019525
ENSGALP00000000759	ENSCAFP00000018607
ENSGALP00000001868	ENSCAFP00000018970
ENSGALP00000021577	ENSCAFP00000033031
ENSGALP00000010706	ENSCAFP00000017570
ENSGALP00000026871	ENSCAFP00000003128
ENSGALP00000003293	ENSCAFP00000028228
ENSGALP00000013096	ENSCAFP00000025812
ENSGALP00000026856	ENSCAFP00000042260
ENSGALP00000000368	ENSCAFP00000011070
ENSGALP00000014918	ENSCAFP00000028170
ENSGALP00000011529	ENSCAFP00000001330
ENSGALP00000023237	ENSCAFP00000027044
ENSGALP00000013059	ENSCAFP00000007214
ENSGALP00000026738	ENSCAFP00000035741
ENSGALP00000009879	ENSCAFP00000019186
ENSGALP00000013590	ENSCAFP00000013509
ENSGALP00000040890	ENSCAFP00000001961
ENSGALP00000005991	ENSCAFP00000016600
ENSGALP00000021168	ENSCAFP00000023208
ENSGALP00000020711	ENSCAFP00000014548
ENSGALP00000038302	ENSCAFP00000026286
ENSGALP00000032884	ENSCAFP00000014741
ENSGALP00000004064	ENSCAFP00000031540
ENSGALP00000001572	ENSCAFP00000037592
ENSGALP00000000333	ENSCAFP00000011020
ENSGALP00000013553	ENSCAFP00000018084
ENSGALP00000005346	ENSCAFP00000015566
ENSGALP00000017666	ENSCAFP00000025970
ENSGALP00000040770	ENSCAFP00000003986
ENSGALP00000008868	ENSCAFP00000011747
ENSGALP00000014312	ENSCAFP00000002595
ENSGALP00000042042	ENSCAFP00000024293
ENSGALP00000020410	ENSCAFP00000008647
ENSGALP00000013972	ENSCAFP00000006688
ENSGALP00000011187	ENSCAFP00000011027
ENSGALP00000023384	ENSCAFP00000022636
ENSGALP00000003366	ENSCAFP00000040552
ENSGALP00000015647	ENSCAFP00000012980
ENSGALP00000005347	ENSCAFP00000037595
ENSGALP00000025668	ENSCAFP00000010977
ENSGALP00000017163	ENSCAFP00000009092
ENSGALP00000042146	ENSCAFP00000031798
ENSGALP00000009581	ENSCAFP00000010280
ENSGALP00000009582	ENSCAFP00000038758
ENSGALP00000042980	ENSCAFP00000010588
ENSGALP00000037559	ENSCAFP00000006360
ENSGALP00000025665	ENSCAFP00000013503
ENSGALP00000005120	ENSCAFP00000014871
ENSGALP00000013908	ENSCAFP00000001020
ENSGALP00000017011	ENSCAFP00000019548
ENSGALP00000000320	ENSCAFP00000013146
ENSGALP00000010103	ENSCAFP00000016774
ENSGALP00000004518	ENSCAFP00000017375
ENSGALP00000022322	ENSCAFP00000000433
ENSGALP00000007767	ENSCAFP00000032113
ENSGALP00000036468	ENSCAFP00000014411
ENSGALP00000009602	ENSCAFP00000007406
ENSGALP00000017758	ENSCAFP00000017370
ENSGALP00000000765	ENSCAFP00000019021
ENSGALP00000013627	ENSCAFP00000018105
ENSGALP00000017250	ENSCAFP00000039971
ENSGALP00000040789	ENSCAFP00000030494
ENSGALP00000015886	ENSCAFP00000017015
ENSGALP00000002808	ENSCAFP00000030188
ENSGALP00000010995	ENSCAFP00000018035
ENSGALP00000026092	ENSCAFP00000001608
ENSGALP00000028898	ENSCAFP00000029552
ENSGALP00000031109	ENSCAFP00000001478
ENSGALP00000042408	ENSCAFP00000012693
ENSGALP00000039434	ENSCAFP00000039140
ENSGALP00000012311	ENSCAFP00000001731
ENSGALP00000014927	ENSCAFP00000017345
ENSGALP00000025786	ENSCAFP00000009362
ENSGALP00000026863	ENSCAFP00000003171
ENSGALP00000024381	ENSCAFP00000002671
ENSGALP00000039965	ENSCAFP00000018474
ENSGALP00000016124	ENSCAFP00000018910
ENSGALP00000017198	ENSCAFP00000008904
ENSGALP00000013905	ENSCAFP00000019300
ENSGALP00000022054	ENSCAFP00000013302
ENSGALP00000042257	ENSCAFP00000012325
ENSGALP00000025070	ENSCAFP00000018471
ENSGALP00000001605	ENSCAFP00000029989
ENSGALP00000003413	ENSCAFP00000016464
ENSGALP00000024818	ENSCAFP00000013268
ENSGALP00000016849	ENSCAFP00000040383
ENSGALP00000013934	ENSCAFP00000006600
ENSGALP00000034535	ENSCAFP00000024249
ENSGALP00000010211	ENSCAFP00000007772
ENSGALP00000000995	ENSCAFP00000014905
ENSGALP00000026006	ENSCAFP00000001767
ENSGALP00000015514	ENSCAFP00000021126
ENSGALP00000041236	ENSCAFP00000003364
ENSGALP00000018851	ENSCAFP00000001094
ENSGALP00000026290	ENSCAFP00000012576
ENSGALP00000014726	ENSCAFP00000037339
ENSGALP00000023773	ENSCAFP00000011130
ENSGALP00000012695	ENSCAFP00000020487
ENSGALP00000002423	ENSCAFP00000028442
ENSGALP00000012864	ENSCAFP00000020741
ENSGALP00000041317	ENSCAFP00000027973
ENSGALP00000043171	ENSCAFP00000017214
ENSGALP00000018433	ENSCAFP00000030290
ENSGALP00000008988	ENSCAFP00000041636
ENSGALP00000012367	ENSCAFP00000006867
ENSGALP00000040004	ENSCAFP00000039949
ENSGALP00000003855	ENSCAFP00000040183
ENSGALP00000002369	ENSCAFP00000040856
ENSGALP00000013113	ENSCAFP00000012369
ENSGALP00000020186	ENSCAFP00000007768
ENSGALP00000028616	ENSCAFP00000019747
ENSGALP00000020714	ENSCAFP00000014617
ENSGALP00000026337	ENSCAFP00000019709
ENSGALP00000016536	ENSCAFP00000005822
ENSGALP00000039757	ENSCAFP00000017928
ENSGALP00000009708	ENSCAFP00000019457
ENSGALP00000019425	ENSCAFP00000022925
ENSGALP00000017921	ENSCAFP00000017040
ENSGALP00000026764	ENSCAFP00000016758
ENSGALP00000041663	ENSCAFP00000023610
ENSGALP00000018487	ENSCAFP00000022144
ENSGALP00000031127	ENSCAFP00000042619
ENSGALP00000015096	ENSCAFP00000017607
ENSGALP00000002591	ENSCAFP00000014908
ENSGALP00000020178	ENSCAFP00000021577
ENSGALP00000018028	ENSCAFP00000013880
ENSGALP00000042867	ENSCAFP00000024714
ENSGALP00000023559	ENSCAFP00000012216
ENSGALP00000014420	ENSCAFP00000016212
ENSGALP00000017123	ENSCAFP00000016565
ENSGALP00000010462	ENSCAFP00000001404
ENSGALP00000015213	ENSCAFP00000024678
ENSGALP00000011446	ENSCAFP00000019820
ENSGALP00000005977	ENSCAFP00000023307
ENSGALP00000010996	ENSCAFP00000038735
ENSGALP00000007283	ENSCAFP00000021152
ENSGALP00000017075	ENSCAFP00000023648
ENSGALP00000003727	ENSCAFP00000023347
ENSGALP00000016445	ENSCAFP00000007949
ENSGALP00000029357	ENSCAFP00000031657
ENSGALP00000042849	ENSCAFP00000009788
ENSGALP00000004725	ENSCAFP00000019146
ENSGALP00000000021	ENSCAFP00000022671
ENSGALP00000000384	ENSCAFP00000036018
ENSGALP00000030863	ENSCAFP00000013030
ENSGALP00000012219	ENSCAFP00000009823
ENSGALP00000024993	ENSCAFP00000021055
ENSGALP00000017035	ENSCAFP00000016052
ENSGALP00000015982	ENSCAFP00000000505
ENSGALP00000039780	ENSCAFP00000008270
ENSGALP00000005196	ENSCAFP00000014093
ENSGALP00000010871	ENSCAFP00000011244
ENSGALP00000025896	ENSCAFP00000013234
ENSGALP00000009127	ENSCAFP00000014261
ENSGALP00000010168	ENSCAFP00000025742
ENSGALP00000005525	ENSCAFP00000022112
ENSGALP00000023805	ENSCAFP00000011253
ENSGALP00000002947	ENSCAFP00000029125
ENSGALP00000022584	ENSCAFP00000000330
ENSGALP00000024981	ENSCAFP00000010889
ENSGALP00000005531	ENSCAFP00000013756
ENSGALP00000043211	ENSCAFP00000001697
ENSGALP00000003950	ENSCAFP00000016515
ENSGALP00000018459	ENSCAFP00000031950
ENSGALP00000003859	ENSCAFP00000002716
ENSGALP00000003857	ENSCAFP00000002708
ENSGALP00000042746	ENSCAFP00000001186
ENSGALP00000035817	ENSCAFP00000000907
ENSGALP00000024541	ENSCAFP00000005673
ENSGALP00000015979	ENSCAFP00000018229
ENSGALP00000015981	ENSCAFP00000007958
ENSGALP00000039111	ENSCAFP00000032366
ENSGALP00000016610	ENSCAFP00000024883
ENSGALP00000027018	ENSCAFP00000003300
ENSGALP00000037252	ENSCAFP00000002810
ENSGALP00000032210	ENSCAFP00000013822
ENSGALP00000005375	ENSCAFP00000002327
ENSGALP00000042425	ENSCAFP00000036381
ENSGALP00000042575	ENSCAFP00000005050
ENSGALP00000042043	ENSCAFP00000012330
ENSGALP00000013852	ENSCAFP00000022210
ENSGALP00000020135	ENSCAFP00000035204
ENSGALP00000041061	ENSCAFP00000017625
ENSGALP00000006337	ENSCAFP00000015421
ENSGALP00000012079	ENSCAFP00000025394
ENSGALP00000017807	ENSCAFP00000027748
ENSGALP00000016496	ENSCAFP00000002907
ENSGALP00000040485	ENSCAFP00000027318
ENSGALP00000043431	ENSCAFP00000006591
ENSGALP00000011669	ENSCAFP00000023408
ENSGALP00000016449	ENSCAFP00000007061
ENSGALP00000016269	ENSCAFP00000000632
ENSGALP00000016357	ENSCAFP00000007322
ENSGALP00000043291	ENSCAFP00000011841
ENSGALP00000010798	ENSCAFP00000017021
ENSGALP00000021745	ENSCAFP00000017168
ENSGALP00000006022	ENSCAFP00000015093
ENSGALP00000022443	ENSCAFP00000000383
ENSGALP00000037851	ENSCAFP00000018785
ENSGALP00000018616	ENSCAFP00000009652
ENSGALP00000025954	ENSCAFP00000001851
ENSGALP00000007674	ENSCAFP00000011084
ENSGALP00000019634	ENSCAFP00000007042
ENSGALP00000023961	ENSCAFP00000001353
ENSGALP00000023152	ENSCAFP00000014522
ENSGALP00000024548	ENSCAFP00000009921
ENSGALP00000042256	ENSCAFP00000029813
ENSGALP00000041554	ENSCAFP00000020882
ENSGALP00000023099	ENSCAFP00000031556
ENSGALP00000032595	ENSCAFP00000013258
ENSGALP00000024654	ENSCAFP00000005620
ENSGALP00000025135	ENSCAFP00000011706
ENSGALP00000007168	ENSCAFP00000015723
ENSGALP00000022622	ENSCAFP00000000283
ENSGALP00000038010	ENSCAFP00000020859
ENSGALP00000018385	ENSCAFP00000008672
ENSGALP00000008721	ENSCAFP00000042477
ENSGALP00000031029	ENSCAFP00000004172
ENSGALP00000011197	ENSCAFP00000033052
ENSGALP00000000772	ENSCAFP00000014144
ENSGALP00000005325	ENSCAFP00000002320
ENSGALP00000012592	ENSCAFP00000009713
ENSGALP00000009811	ENSCAFP00000012717
ENSGALP00000021407	ENSCAFP00000018391
ENSGALP00000020761	ENSCAFP00000014382
ENSGALP00000041421	ENSCAFP00000003747
ENSGALP00000022359	ENSCAFP00000000417
ENSGALP00000037568	ENSCAFP00000013767
ENSGALP00000040360	ENSCAFP00000037718
ENSGALP00000025530	ENSCAFP00000037639
ENSGALP00000011580	ENSCAFP00000025481
ENSGALP00000023291	ENSCAFP00000014524
ENSGALP00000032645	ENSCAFP00000012522
ENSGALP00000005963	ENSCAFP00000008250
ENSGALP00000003995	ENSCAFP00000000318
ENSGALP00000041436	ENSCAFP00000025287
ENSGALP00000027178	ENSCAFP00000036910
ENSGALP00000042466	ENSCAFP00000002657
ENSGALP00000029046	ENSCAFP00000028760
ENSGALP00000041483	ENSCAFP00000016690
ENSGALP00000006307	ENSCAFP00000014415
ENSGALP00000037987	ENSCAFP00000013803
ENSGALP00000041279	ENSCAFP00000011144
ENSGALP00000012350	ENSCAFP00000025455
ENSGALP00000021338	ENSCAFP00000018743
ENSGALP00000016284	ENSCAFP00000007787
ENSGALP00000041340	ENSCAFP00000025086
ENSGALP00000034504	ENSCAFP00000016769
ENSGALP00000008924	ENSCAFP00000028783
ENSGALP00000004460	ENSCAFP00000024743
ENSGALP00000027027	ENSCAFP00000003245
ENSGALP00000022343	ENSCAFP00000003160
ENSGALP00000008117	ENSCAFP00000035560
ENSGALP00000003726	ENSCAFP00000016788
ENSGALP00000005415	ENSCAFP00000019606
ENSGALP00000021848	ENSCAFP00000020904
ENSGALP00000010097	ENSCAFP00000027953
ENSGALP00000026428	ENSCAFP00000019314
ENSGALP00000022497	ENSCAFP00000000354
ENSGALP00000034427	ENSCAFP00000005159
ENSGALP00000005315	ENSCAFP00000023103
ENSGALP00000018045	ENSCAFP00000015359
ENSGALP00000036777	ENSCAFP00000026123
ENSGALP00000010257	ENSCAFP00000019419
ENSGALP00000042173	ENSCAFP00000013192
ENSGALP00000035245	ENSCAFP00000036558
ENSGALP00000002650	ENSCAFP00000026292
ENSGALP00000023881	ENSCAFP00000031096
ENSGALP00000002233	ENSCAFP00000028397
ENSGALP00000024106	ENSCAFP00000026944
ENSGALP00000011722	ENSCAFP00000025195
ENSGALP00000024079	ENSCAFP00000039715
ENSGALP00000001501	ENSCAFP00000012666
ENSGALP00000018409	ENSCAFP00000001232
ENSGALP00000039379	ENSCAFP00000028575
ENSGALP00000026174	ENSCAFP00000003634
ENSGALP00000005904	ENSCAFP00000031617
ENSGALP00000035475	ENSCAFP00000011026
ENSGALP00000004854	ENSCAFP00000021643
ENSGALP00000039261	ENSCAFP00000004996
ENSGALP00000019763	ENSCAFP00000007311
ENSGALP00000014653	ENSCAFP00000002744
ENSGALP00000014618	ENSCAFP00000002718
ENSGALP00000013353	ENSCAFP00000012985
ENSGALP00000024926	ENSCAFP00000016299
ENSGALP00000029983	ENSCAFP00000036038
ENSGALP00000042221	ENSCAFP00000027988
ENSGALP00000040670	ENSCAFP00000026442
ENSGALP00000041085	ENSCAFP00000038424
ENSGALP00000041942	ENSCAFP00000018018
ENSGALP00000012875	ENSCAFP00000007024
ENSGALP00000020372	ENSCAFP00000002182
ENSGALP00000036952	ENSCAFP00000008737
ENSGALP00000012163	ENSCAFP00000035829
ENSGALP00000002927	ENSCAFP00000030562
ENSGALP00000025734	ENSCAFP00000009607
ENSGALP00000022701	ENSCAFP00000000336
ENSGALP00000002647	ENSCAFP00000014785
ENSGALP00000038507	ENSCAFP00000014341
ENSGALP00000007738	ENSCAFP00000011049
ENSGALP00000025859	ENSCAFP00000000960
ENSGALP00000012805	ENSCAFP00000010199
ENSGALP00000008146	ENSCAFP00000009831
ENSGALP00000004884	ENSCAFP00000011030
ENSGALP00000038113	ENSCAFP00000029410
ENSGALP00000035841	ENSCAFP00000013371
ENSGALP00000003091	ENSCAFP00000021267
ENSGALP00000020730	ENSCAFP00000002860
ENSGALP00000009979	ENSCAFP00000005807
ENSGALP00000000948	ENSCAFP00000014755
ENSGALP00000018449	ENSCAFP00000009333
ENSGALP00000010783	ENSCAFP00000001181
ENSGALP00000006885	ENSCAFP00000021512
ENSGALP00000027922	ENSCAFP00000008269
ENSGALP00000041057	ENSCAFP00000040025
ENSGALP00000042373	ENSCAFP00000040397
ENSGALP00000038925	ENSCAFP00000000133
ENSGALP00000008671	ENSCAFP00000029650
ENSGALP00000042957	ENSCAFP00000020579
ENSGALP00000018351	ENSCAFP00000030301
ENSGALP00000004761	ENSCAFP00000010357
ENSGALP00000018715	ENSCAFP00000012634
ENSGALP00000038958	ENSCAFP00000009599
ENSGALP00000017873	ENSCAFP00000027626
ENSGALP00000013462	ENSCAFP00000026612
ENSGALP00000010165	ENSCAFP00000019248
ENSGALP00000032064	ENSCAFP00000014753
ENSGALP00000011153	ENSCAFP00000014457
ENSGALP00000021276	ENSCAFP00000014876
ENSGALP00000008969	ENSCAFP00000004684
ENSGALP00000015983	ENSCAFP00000018196
ENSGALP00000030023	ENSCAFP00000008676
ENSGALP00000039912	ENSCAFP00000015142
ENSGALP00000043455	ENSCAFP00000008695
ENSGALP00000038684	ENSCAFP00000013332
ENSGALP00000027574	ENSCAFP00000010208
ENSGALP00000022658	ENSCAFP00000017851
ENSGALP00000029867	ENSCAFP00000022877
ENSGALP00000008684	ENSCAFP00000011893
ENSGALP00000004742	ENSCAFP00000025537
ENSGALP00000009309	ENSCAFP00000002807
ENSGALP00000009594	ENSCAFP00000022394
ENSGALP00000024609	ENSCAFP00000035182
ENSGALP00000026714	ENSCAFP00000035135
ENSGALP00000014645	ENSCAFP00000024771
ENSGALP00000007425	ENSCAFP00000019592
ENSGALP00000015220	ENSCAFP00000021877
ENSGALP00000038852	ENSCAFP00000039994
ENSGALP00000010207	ENSCAFP00000030040
ENSGALP00000016375	ENSCAFP00000022071
ENSGALP00000000686	ENSCAFP00000023268
ENSGALP00000040737	ENSCAFP00000029582
ENSGALP00000000438	ENSCAFP00000029308
ENSGALP00000020772	ENSCAFP00000014358
ENSGALP00000012540	ENSCAFP00000017546
ENSGALP00000013946	ENSCAFP00000027327
ENSGALP00000024885	ENSCAFP00000032301
ENSGALP00000024894	ENSCAFP00000014458
ENSGALP00000001718	ENSCAFP00000024324
ENSGALP00000005486	ENSCAFP00000008580
ENSGALP00000017136	ENSCAFP00000005796
ENSGALP00000008685	ENSCAFP00000002233
ENSGALP00000024258	ENSCAFP00000026836
ENSGALP00000014599	ENSCAFP00000002712
ENSGALP00000005084	ENSCAFP00000039187
ENSGALP00000021816	ENSCAFP00000016267
ENSGALP00000013808	ENSCAFP00000027450
ENSGALP00000025093	ENSCAFP00000021458
ENSGALP00000011541	ENSCAFP00000010818
ENSGALP00000015132	ENSCAFP00000024050
ENSGALP00000003008	ENSCAFP00000004870
ENSGALP00000036605	ENSCAFP00000001500
ENSGALP00000038599	ENSCAFP00000010193
ENSGALP00000042187	ENSCAFP00000000995
ENSGALP00000007244	ENSCAFP00000011248
ENSGALP00000025695	ENSCAFP00000013744
ENSGALP00000036803	ENSCAFP00000040454
ENSGALP00000025794	ENSCAFP00000014196
ENSGALP00000007955	ENSCAFP00000007442
ENSGALP00000041954	ENSCAFP00000035219
ENSGALP00000013212	ENSCAFP00000034132
ENSGALP00000014072	ENSCAFP00000027185
ENSGALP00000042178	ENSCAFP00000027628
ENSGALP00000032327	ENSCAFP00000016366
ENSGALP00000042730	ENSCAFP00000003752
ENSGALP00000040762	ENSCAFP00000009586
ENSGALP00000025299	ENSCAFP00000024542
ENSGALP00000040907	ENSCAFP00000005211
ENSGALP00000011573	ENSCAFP00000010723
ENSGALP00000025949	ENSCAFP00000014928
ENSGALP00000019072	ENSCAFP00000010842
ENSGALP00000018376	ENSCAFP00000030300
ENSGALP00000023706	ENSCAFP00000010601
ENSGALP00000017782	ENSCAFP00000008700
ENSGALP00000016165	ENSCAFP00000007922
ENSGALP00000023762	ENSCAFP00000019768
ENSGALP00000043256	ENSCAFP00000027611
ENSGALP00000008011	ENSCAFP00000021819
ENSGALP00000017365	ENSCAFP00000003204
ENSGALP00000014638	ENSCAFP00000030231
ENSGALP00000042094	ENSCAFP00000029795
ENSGALP00000005105	ENSCAFP00000001720
ENSGALP00000022471	ENSCAFP00000040350
ENSGALP00000025256	ENSCAFP00000021931
ENSGALP00000041667	ENSCAFP00000024190
ENSGALP00000004639	ENSCAFP00000019288
ENSGALP00000041795	ENSCAFP00000011773
ENSGALP00000008845	ENSCAFP00000025701
ENSGALP00000003147	ENSCAFP00000026635
ENSGALP00000033823	ENSCAFP00000006790
