ENSCAFP00000018255	ENSP00000371994
ENSCAFP00000005895	ENSP00000245222
ENSCAFP00000001057	ENSP00000216264
ENSCAFP00000005803	ENSP00000347581
ENSCAFP00000026118	ENSP00000404121
ENSCAFP00000028279	ENSP00000262961
ENSCAFP00000027873	ENSP00000265069
ENSCAFP00000029704	ENSP00000361800
ENSCAFP00000027380	ENSP00000360065
ENSCAFP00000040628	ENSP00000242317
ENSCAFP00000018734	ENSP00000380308
ENSCAFP00000003142	ENSP00000320130
ENSCAFP00000003369	ENSP00000264968
ENSCAFP00000000511	ENSP00000338487
ENSCAFP00000040310	ENSP00000426225
ENSCAFP00000035845	ENSP00000446921
ENSCAFP00000008964	ENSP00000474896
ENSCAFP00000027972	ENSP00000354458
ENSCAFP00000027955	ENSP00000360281
ENSCAFP00000027486	ENSP00000263408
ENSCAFP00000027458	ENSP00000322061
ENSCAFP00000027446	ENSP00000263413
ENSCAFP00000013818	ENSP00000309270
ENSCAFP00000021258	ENSP00000362207
ENSCAFP00000029933	ENSP00000341206
ENSCAFP00000021749	ENSP00000276055
ENSCAFP00000011826	ENSP00000307911
ENSCAFP00000011769	ENSP00000278412
ENSCAFP00000010606	ENSP00000354842
ENSCAFP00000013783	ENSP00000344724
ENSCAFP00000014278	ENSP00000219746
ENSCAFP00000017072	ENSP00000436500
ENSCAFP00000010647	ENSP00000441032
ENSCAFP00000026031	ENSP00000311657
ENSCAFP00000001198	ENSP00000346206
ENSCAFP00000011396	ENSP00000440288
ENSCAFP00000007003	ENSP00000351717
ENSCAFP00000002982	ENSP00000275016
ENSCAFP00000010757	ENSP00000310721
ENSCAFP00000010535	ENSP00000301645
ENSCAFP00000008003	ENSP00000318867
ENSCAFP00000016804	ENSP00000244043
ENSCAFP00000013721	ENSP00000259808
ENSCAFP00000018216	ENSP00000216274
ENSCAFP00000013170	ENSP00000220751
ENSCAFP00000014998	ENSP00000332454
ENSCAFP00000020477	ENSP00000306678
ENSCAFP00000004081	ENSP00000363852
ENSCAFP00000041152	ENSP00000271227
ENSCAFP00000000938	ENSP00000229729
ENSCAFP00000026148	ENSP00000336888
ENSCAFP00000030253	ENSP00000359892
ENSCAFP00000020999	ENSP00000410447
ENSCAFP00000036535	ENSP00000262032
ENSCAFP00000005014	ENSP00000413025
ENSCAFP00000024021	ENSP00000344544
ENSCAFP00000035949	ENSP00000357881
ENSCAFP00000024667	ENSP00000297679
ENSCAFP00000028277	ENSP00000359297
ENSCAFP00000009522	ENSP00000321246
ENSCAFP00000009452	ENSP00000322939
ENSCAFP00000027739	ENSP00000343526
ENSCAFP00000005389	ENSP00000303434
ENSCAFP00000007176	ENSP00000431876
ENSCAFP00000035961	ENSP00000346643
ENSCAFP00000020540	ENSP00000384774
ENSCAFP00000024410	ENSP00000292432
ENSCAFP00000004364	ENSP00000223366
ENSCAFP00000014759	ENSP00000295256
ENSCAFP00000024101	ENSP00000365395
ENSCAFP00000024098	ENSP00000352268
ENSCAFP00000042187	ENSP00000442464
ENSCAFP00000012537	ENSP00000348911
ENSCAFP00000023240	ENSP00000439135
ENSCAFP00000016349	ENSP00000362814
ENSCAFP00000013933	ENSP00000340243
ENSCAFP00000001409	ENSP00000342962
ENSCAFP00000019708	ENSP00000319796
ENSCAFP00000013071	ENSP00000420863
ENSCAFP00000019667	ENSP00000320346
ENSCAFP00000021775	ENSP00000262809
ENSCAFP00000036417	ENSP00000215061
ENSCAFP00000011531	ENSP00000323264
ENSCAFP00000014784	ENSP00000274140
ENSCAFP00000012942	ENSP00000427223
ENSCAFP00000034803	ENSP00000379118
ENSCAFP00000035306	ENSP00000309141
ENSCAFP00000027335	ENSP00000471536
ENSCAFP00000006306	ENSP00000319412
ENSCAFP00000032232	ENSP00000361917
ENSCAFP00000026117	ENSP00000331662
ENSCAFP00000026116	ENSP00000340672
ENSCAFP00000041120	ENSP00000445683
ENSCAFP00000033903	ENSP00000437872
ENSCAFP00000026212	ENSP00000474720
ENSCAFP00000026113	ENSP00000444537
ENSCAFP00000005627	ENSP00000385824
ENSCAFP00000042901	ENSP00000361672
ENSCAFP00000024882	ENSP00000363377
ENSCAFP00000008664	ENSP00000263904
ENSCAFP00000006746	ENSP00000366746
ENSCAFP00000027221	ENSP00000368818
ENSCAFP00000002508	ENSP00000413697
ENSCAFP00000037475	ENSP00000330631
ENSCAFP00000041417	ENSP00000335397
ENSCAFP00000021028	ENSP00000340328
ENSCAFP00000022735	ENSP00000263212
ENSCAFP00000042451	ENSP00000312411
ENSCAFP00000021134	ENSP00000417659
ENSCAFP00000042686	ENSP00000254654
ENSCAFP00000014131	ENSP00000477341
ENSCAFP00000041776	ENSP00000372322
ENSCAFP00000025104	ENSP00000343909
ENSCAFP00000005351	ENSP00000322915
ENSCAFP00000038591	ENSP00000349708
ENSCAFP00000017529	ENSP00000378830
ENSCAFP00000039663	ENSP00000181839
ENSCAFP00000024160	ENSP00000398880
ENSCAFP00000029349	ENSP00000338673
ENSCAFP00000042579	ENSP00000376345
ENSCAFP00000038684	ENSP00000437409
ENSCAFP00000001854	ENSP00000339186
ENSCAFP00000011072	ENSP00000417273
ENSCAFP00000003087	ENSP00000233154
ENSCAFP00000020955	ENSP00000378324
ENSCAFP00000019966	ENSP00000414398
ENSCAFP00000020445	ENSP00000307280
ENSCAFP00000000155	ENSP00000450385
ENSCAFP00000020220	ENSP00000347055
ENSCAFP00000020040	ENSP00000379210
ENSCAFP00000002028	ENSP00000229824
ENSCAFP00000000213	ENSP00000262094
ENSCAFP00000023411	ENSP00000379601
ENSCAFP00000004132	ENSP00000363799
ENSCAFP00000004139	ENSP00000334300
ENSCAFP00000027393	ENSP00000316674
ENSCAFP00000011043	ENSP00000329647
ENSCAFP00000022954	ENSP00000364555
ENSCAFP00000015235	ENSP00000339479
ENSCAFP00000013536	ENSP00000406933
ENSCAFP00000010967	ENSP00000376615
ENSCAFP00000018144	ENSP00000261461
ENSCAFP00000020719	ENSP00000164133
ENSCAFP00000032325	ENSP00000337641
ENSCAFP00000002550	ENSP00000417963
ENSCAFP00000018686	ENSP00000296220
ENSCAFP00000008070	ENSP00000379804
ENSCAFP00000036548	ENSP00000261183
ENSCAFP00000015204	ENSP00000263650
ENSCAFP00000026719	ENSP00000378349
ENSCAFP00000005390	ENSP00000270645
ENSCAFP00000033564	ENSP00000353094
ENSCAFP00000031787	ENSP00000215941
ENSCAFP00000013266	ENSP00000320893
ENSCAFP00000015703	ENSP00000328327
ENSCAFP00000027307	ENSP00000218008
ENSCAFP00000009569	ENSP00000334216
ENSCAFP00000024567	ENSP00000250111
ENSCAFP00000022476	ENSP00000356790
ENSCAFP00000016511	ENSP00000473410
ENSCAFP00000041279	ENSP00000381476
ENSCAFP00000000786	ENSP00000216139
ENSCAFP00000015952	ENSP00000326708
ENSCAFP00000010131	ENSP00000407158
ENSCAFP00000030051	ENSP00000396538
ENSCAFP00000000012	ENSP00000327850
ENSCAFP00000017095	ENSP00000379330
ENSCAFP00000018240	ENSP00000388910
ENSCAFP00000015812	ENSP00000325682
ENSCAFP00000011983	ENSP00000335025
ENSCAFP00000011985	ENSP00000334456
ENSCAFP00000008426	ENSP00000325748
ENSCAFP00000014145	ENSP00000361892
ENSCAFP00000000711	ENSP00000429744
ENSCAFP00000000859	ENSP00000344546
ENSCAFP00000018208	ENSP00000320485
ENSCAFP00000026472	ENSP00000343126
ENSCAFP00000026469	ENSP00000368189
ENSCAFP00000029071	ENSP00000263620
ENSCAFP00000006235	ENSP00000263270
ENSCAFP00000020484	ENSP00000336666
ENSCAFP00000023862	ENSP00000379891
ENSCAFP00000040579	ENSP00000352167
ENSCAFP00000036692	ENSP00000413049
ENSCAFP00000037502	ENSP00000381782
ENSCAFP00000026420	ENSP00000354886
ENSCAFP00000017789	ENSP00000326305
ENSCAFP00000013295	ENSP00000397563
ENSCAFP00000005569	ENSP00000257177
ENSCAFP00000001916	ENSP00000365130
ENSCAFP00000005913	ENSP00000263063
ENSCAFP00000023259	ENSP00000308000
ENSCAFP00000020169	ENSP00000373420
ENSCAFP00000000488	ENSP00000325594
ENSCAFP00000031973	ENSP00000337732
ENSCAFP00000020929	ENSP00000410862
ENSCAFP00000024294	ENSP00000344465
ENSCAFP00000025434	ENSP00000386908
ENSCAFP00000000867	ENSP00000274473
ENSCAFP00000039302	ENSP00000263071
ENSCAFP00000041094	ENSP00000266214
ENSCAFP00000019618	ENSP00000340330
ENSCAFP00000024952	ENSP00000259021
ENSCAFP00000022633	ENSP00000287239
ENSCAFP00000008454	ENSP00000380136
ENSCAFP00000024765	ENSP00000406037
ENSCAFP00000000360	ENSP00000316948
ENSCAFP00000017572	ENSP00000394734
ENSCAFP00000013819	ENSP00000337194
ENSCAFP00000011416	ENSP00000263864
ENSCAFP00000022317	ENSP00000379602
ENSCAFP00000018695	ENSP00000356992
ENSCAFP00000039921	ENSP00000264245
ENSCAFP00000015042	ENSP00000310561
ENSCAFP00000002945	ENSP00000265734
ENSCAFP00000007463	ENSP00000410561
ENSCAFP00000000121	ENSP00000266970
ENSCAFP00000006156	ENSP00000236877
ENSCAFP00000041187	ENSP00000370669
ENSCAFP00000009692	ENSP00000384763
ENSCAFP00000012130	ENSP00000384582
ENSCAFP00000013151	ENSP00000272433
ENSCAFP00000017820	ENSP00000347924
ENSCAFP00000024586	ENSP00000316905
ENSCAFP00000014427	ENSP00000224807
ENSCAFP00000015058	ENSP00000358909
ENSCAFP00000010182	ENSP00000266771
ENSCAFP00000024124	ENSP00000227880
ENSCAFP00000018594	ENSP00000340402
ENSCAFP00000041042	ENSP00000365686
ENSCAFP00000017213	ENSP00000417085
ENSCAFP00000018712	ENSP00000356991
ENSCAFP00000015207	ENSP00000418070
ENSCAFP00000006945	ENSP00000402060
ENSCAFP00000006905	ENSP00000252483
ENSCAFP00000017680	ENSP00000264025
ENSCAFP00000014886	ENSP00000359000
ENSCAFP00000010829	ENSP00000245796
ENSCAFP00000008566	ENSP00000274710
ENSCAFP00000007929	ENSP00000324127
ENSCAFP00000014939	ENSP00000020673
ENSCAFP00000041584	ENSP00000417706
ENSCAFP00000017275	ENSP00000292782
ENSCAFP00000026384	ENSP00000319482
ENSCAFP00000022162	ENSP00000260247
ENSCAFP00000037413	ENSP00000334625
ENSCAFP00000009638	ENSP00000298139
ENSCAFP00000002283	ENSP00000475456
ENSCAFP00000007269	ENSP00000317636
ENSCAFP00000024790	ENSP00000370531
ENSCAFP00000003769	ENSP00000259407
ENSCAFP00000026870	ENSP00000269228
ENSCAFP00000004438	ENSP00000289547
ENSCAFP00000019461	ENSP00000265565
ENSCAFP00000001826	ENSP00000332353
ENSCAFP00000007005	ENSP00000361266
ENSCAFP00000014637	ENSP00000396722
ENSCAFP00000014469	ENSP00000330862
ENSCAFP00000015976	ENSP00000419000
ENSCAFP00000030275	ENSP00000350364
ENSCAFP00000004219	ENSP00000270642
ENSCAFP00000014869	ENSP00000264668
ENSCAFP00000014452	ENSP00000337459
ENSCAFP00000006985	ENSP00000297494
ENSCAFP00000019835	ENSP00000419970
ENSCAFP00000038493	ENSP00000283122
ENSCAFP00000039324	ENSP00000319052
ENSCAFP00000028275	ENSP00000359300
ENSCAFP00000036390	ENSP00000355480
ENSCAFP00000019855	ENSP00000387536
ENSCAFP00000024969	ENSP00000420927
ENSCAFP00000003118	ENSP00000005178
ENSCAFP00000024747	ENSP00000378405
ENSCAFP00000023249	ENSP00000278823
ENSCAFP00000027224	ENSP00000333633
ENSCAFP00000029133	ENSP00000338629
ENSCAFP00000034848	ENSP00000349076
ENSCAFP00000015466	ENSP00000417654
ENSCAFP00000010629	ENSP00000424566
ENSCAFP00000023037	ENSP00000247138
ENSCAFP00000029677	ENSP00000359174
ENSCAFP00000004564	ENSP00000358565
ENSCAFP00000005192	ENSP00000320566
ENSCAFP00000019298	ENSP00000322142
ENSCAFP00000011661	ENSP00000307183
ENSCAFP00000003144	ENSP00000377265
ENSCAFP00000014194	ENSP00000368924
ENSCAFP00000017664	ENSP00000201031
ENSCAFP00000003141	ENSP00000008391
ENSCAFP00000000408	ENSP00000300209
ENSCAFP00000035063	ENSP00000267273
ENSCAFP00000021020	ENSP00000379201
ENSCAFP00000024551	ENSP00000290902
ENSCAFP00000020603	ENSP00000316881
ENSCAFP00000006920	ENSP00000323696
ENSCAFP00000023397	ENSP00000347649
ENSCAFP00000003692	ENSP00000236040
ENSCAFP00000021617	ENSP00000379951
ENSCAFP00000033768	ENSP00000376397
ENSCAFP00000006813	ENSP00000329942
ENSCAFP00000021297	ENSP00000321005
ENSCAFP00000015791	ENSP00000291582
ENSCAFP00000003412	ENSP00000253024
ENSCAFP00000013912	ENSP00000351250
ENSCAFP00000010288	ENSP00000384876
ENSCAFP00000018803	ENSP00000217169
ENSCAFP00000022282	ENSP00000263464
ENSCAFP00000022277	ENSP00000227758
ENSCAFP00000000189	ENSP00000419185
ENSCAFP00000023336	ENSP00000302630
ENSCAFP00000028793	ENSP00000371786
ENSCAFP00000012593	ENSP00000261726
ENSCAFP00000020266	ENSP00000353401
ENSCAFP00000006678	ENSP00000396935
ENSCAFP00000029327	ENSP00000268676
ENSCAFP00000023342	ENSP00000270560
ENSCAFP00000012257	ENSP00000304277
ENSCAFP00000012237	ENSP00000296059
ENSCAFP00000033932	ENSP00000305852
ENSCAFP00000009658	ENSP00000433102
ENSCAFP00000035463	ENSP00000373272
ENSCAFP00000014481	ENSP00000256649
ENSCAFP00000011267	ENSP00000338964
ENSCAFP00000022531	ENSP00000458307
ENSCAFP00000002684	ENSP00000265724
ENSCAFP00000003887	ENSP00000384881
ENSCAFP00000017653	ENSP00000263817
ENSCAFP00000024482	ENSP00000323714
ENSCAFP00000009645	ENSP00000393324
ENSCAFP00000013621	ENSP00000318057
ENSCAFP00000037099	ENSP00000242480
ENSCAFP00000001811	ENSP00000239938
ENSCAFP00000037202	ENSP00000445626
ENSCAFP00000011048	ENSP00000331327
ENSCAFP00000042151	ENSP00000295743
ENSCAFP00000024565	ENSP00000177694
ENSCAFP00000014694	ENSP00000374205
ENSCAFP00000014202	ENSP00000219905
ENSCAFP00000021584	ENSP00000409738
ENSCAFP00000035067	ENSP00000321951
ENSCAFP00000002091	ENSP00000314380
ENSCAFP00000021430	ENSP00000437402
ENSCAFP00000017503	ENSP00000387194
ENSCAFP00000006727	ENSP00000221476
ENSCAFP00000012809	ENSP00000404203
ENSCAFP00000017281	ENSP00000357106
ENSCAFP00000011557	ENSP00000384193
ENSCAFP00000037714	ENSP00000222374
ENSCAFP00000017201	ENSP00000227348
ENSCAFP00000019863	ENSP00000395359
ENSCAFP00000037565	ENSP00000475496
ENSCAFP00000026535	ENSP00000268099
ENSCAFP00000041877	ENSP00000307275
ENSCAFP00000026565	ENSP00000355387
ENSCAFP00000038444	ENSP00000316007
ENSCAFP00000009528	ENSP00000349320
ENSCAFP00000040755	ENSP00000418081
ENSCAFP00000012085	ENSP00000419101
ENSCAFP00000004976	ENSP00000302177
ENSCAFP00000014992	ENSP00000324944
ENSCAFP00000042914	ENSP00000314196
ENSCAFP00000003932	ENSP00000245615
ENSCAFP00000021277	ENSP00000261407
ENSCAFP00000041531	ENSP00000265512
ENSCAFP00000020370	ENSP00000406052
ENSCAFP00000016607	ENSP00000251864
ENSCAFP00000002995	ENSP00000346065
ENSCAFP00000038986	ENSP00000384376
ENSCAFP00000011031	ENSP00000255324
ENSCAFP00000017154	ENSP00000381504
ENSCAFP00000037092	ENSP00000414624
ENSCAFP00000030225	ENSP00000325674
ENSCAFP00000026876	ENSP00000452634
ENSCAFP00000015120	ENSP00000257552
ENSCAFP00000028871	ENSP00000233078
ENSCAFP00000036267	ENSP00000349415
ENSCAFP00000014902	ENSP00000229340
ENSCAFP00000027665	ENSP00000257017
ENSCAFP00000005521	ENSP00000306496
ENSCAFP00000019697	ENSP00000358644
ENSCAFP00000042142	ENSP00000393987
ENSCAFP00000001041	ENSP00000383933
ENSCAFP00000009830	ENSP00000295569
ENSCAFP00000040593	ENSP00000392043
ENSCAFP00000028368	ENSP00000263519
ENSCAFP00000007604	ENSP00000353414
ENSCAFP00000006943	ENSP00000369677
ENSCAFP00000017831	ENSP00000335481
ENSCAFP00000020319	ENSP00000318234
ENSCAFP00000027206	ENSP00000254528
ENSCAFP00000013499	ENSP00000332806
ENSCAFP00000007147	ENSP00000325355
ENSCAFP00000028698	ENSP00000345436
ENSCAFP00000001830	ENSP00000353518
ENSCAFP00000019885	ENSP00000364627
ENSCAFP00000014147	ENSP00000396421
ENSCAFP00000010386	ENSP00000274289
ENSCAFP00000007056	ENSP00000361275
ENSCAFP00000032033	ENSP00000466248
ENSCAFP00000000016	ENSP00000441823
ENSCAFP00000014336	ENSP00000251020
ENSCAFP00000008481	ENSP00000333537
ENSCAFP00000006722	ENSP00000375810
ENSCAFP00000002599	ENSP00000259708
ENSCAFP00000019038	ENSP00000399403
ENSCAFP00000009566	ENSP00000338766
ENSCAFP00000008776	ENSP00000250693
ENSCAFP00000008666	ENSP00000380258
ENSCAFP00000012604	ENSP00000348064
ENSCAFP00000019100	ENSP00000228936
ENSCAFP00000026912	ENSP00000320543
ENSCAFP00000003688	ENSP00000406209
ENSCAFP00000001864	ENSP00000317431
ENSCAFP00000028869	ENSP00000367323
ENSCAFP00000013013	ENSP00000419952
ENSCAFP00000024848	ENSP00000302719
ENSCAFP00000022370	ENSP00000406430
ENSCAFP00000038367	ENSP00000387307
ENSCAFP00000040398	ENSP00000285208
ENSCAFP00000031366	ENSP00000410403
ENSCAFP00000002794	ENSP00000438262
ENSCAFP00000028316	ENSP00000465419
ENSCAFP00000015301	ENSP00000281537
ENSCAFP00000018207	ENSP00000355938
ENSCAFP00000024645	ENSP00000320234
ENSCAFP00000017651	ENSP00000261038
ENSCAFP00000010109	ENSP00000437041
ENSCAFP00000015233	ENSP00000356218
ENSCAFP00000001359	ENSP00000354468
ENSCAFP00000028115	ENSP00000409075
ENSCAFP00000004410	ENSP00000358695
ENSCAFP00000010963	ENSP00000371419
ENSCAFP00000030843	ENSP00000407726
ENSCAFP00000018300	ENSP00000398688
ENSCAFP00000027961	ENSP00000221957
ENSCAFP00000028071	ENSP00000371272
ENSCAFP00000017642	ENSP00000300055
ENSCAFP00000008102	ENSP00000381057
ENSCAFP00000008097	ENSP00000302046
ENSCAFP00000008092	ENSP00000452245
ENSCAFP00000025910	ENSP00000305596
ENSCAFP00000018173	ENSP00000294829
ENSCAFP00000024057	ENSP00000431905
ENSCAFP00000004408	ENSP00000471272
ENSCAFP00000002400	ENSP00000420140
ENSCAFP00000002399	ENSP00000326652
ENSCAFP00000001228	ENSP00000375956
ENSCAFP00000025042	ENSP00000475417
ENSCAFP00000003095	ENSP00000405514
ENSCAFP00000037380	ENSP00000424474
ENSCAFP00000015815	ENSP00000226574
ENSCAFP00000014918	ENSP00000358983
ENSCAFP00000036658	ENSP00000221452
ENSCAFP00000019655	ENSP00000384273
ENSCAFP00000004425	ENSP00000295025
ENSCAFP00000030645	ENSP00000329468
ENSCAFP00000016695	ENSP00000265846
ENSCAFP00000003798	ENSP00000359484
ENSCAFP00000016401	ENSP00000353078
ENSCAFP00000006133	ENSP00000366326
ENSCAFP00000038238	ENSP00000338348
ENSCAFP00000042777	ENSP00000380178
ENSCAFP00000041589	ENSP00000263228
ENSCAFP00000039112	ENSP00000215574
ENSCAFP00000022556	ENSP00000341346
ENSCAFP00000026455	ENSP00000379263
ENSCAFP00000027979	ENSP00000283025
ENSCAFP00000029605	ENSP00000259339
ENSCAFP00000029604	ENSP00000345719
ENSCAFP00000020513	ENSP00000356599
ENSCAFP00000029818	ENSP00000362381
ENSCAFP00000028758	ENSP00000350102
ENSCAFP00000010870	ENSP00000378292
ENSCAFP00000035295	ENSP00000306261
ENSCAFP00000028224	ENSP00000078445
ENSCAFP00000025626	ENSP00000357596
ENSCAFP00000003214	ENSP00000342136
ENSCAFP00000019853	ENSP00000329140
ENSCAFP00000013655	ENSP00000434939
ENSCAFP00000029332	ENSP00000444978
ENSCAFP00000021628	ENSP00000273062
ENSCAFP00000000428	ENSP00000381148
ENSCAFP00000019955	ENSP00000260327
ENSCAFP00000010567	ENSP00000283268
ENSCAFP00000029447	ENSP00000344782
ENSCAFP00000043191	ENSP00000359357
ENSCAFP00000033076	ENSP00000292853
ENSCAFP00000008388	ENSP00000292852
ENSCAFP00000008356	ENSP00000342137
ENSCAFP00000038035	ENSP00000365944
ENSCAFP00000006864	ENSP00000346240
ENSCAFP00000001273	ENSP00000216180
ENSCAFP00000001277	ENSP00000216177
ENSCAFP00000014031	ENSP00000337701
ENSCAFP00000001995	ENSP00000378072
ENSCAFP00000038892	ENSP00000370430
ENSCAFP00000021489	ENSP00000265838
ENSCAFP00000001037	ENSP00000356015
ENSCAFP00000028067	ENSP00000285093
ENSCAFP00000031056	ENSP00000302898
ENSCAFP00000004178	ENSP00000361769
ENSCAFP00000014005	ENSP00000439287
ENSCAFP00000000950	ENSP00000384892
ENSCAFP00000003850	ENSP00000428417
ENSCAFP00000017744	ENSP00000323313
ENSCAFP00000021105	ENSP00000264065
ENSCAFP00000014084	ENSP00000369081
ENSCAFP00000010648	ENSP00000381104
ENSCAFP00000008702	ENSP00000365567
ENSCAFP00000012933	ENSP00000360184
ENSCAFP00000023570	ENSP00000216605
ENSCAFP00000037367	ENSP00000379108
ENSCAFP00000016218	ENSP00000265686
ENSCAFP00000010863	ENSP00000332247
ENSCAFP00000006319	ENSP00000308122
ENSCAFP00000022163	ENSP00000264649
ENSCAFP00000018366	ENSP00000336740
ENSCAFP00000019243	ENSP00000339916
ENSCAFP00000003034	ENSP00000338127
ENSCAFP00000006870	ENSP00000361158
ENSCAFP00000023440	ENSP00000349616
ENSCAFP00000013014	ENSP00000421981
ENSCAFP00000028563	ENSP00000321804
ENSCAFP00000013489	ENSP00000290649
ENSCAFP00000025484	ENSP00000430955
ENSCAFP00000039273	ENSP00000304051
ENSCAFP00000020508	ENSP00000366395
ENSCAFP00000042695	ENSP00000247461
ENSCAFP00000033194	ENSP00000326699
ENSCAFP00000025174	ENSP00000320866
ENSCAFP00000023064	ENSP00000269881
ENSCAFP00000041495	ENSP00000250018
ENSCAFP00000000683	ENSP00000329093
ENSCAFP00000010860	ENSP00000448059
ENSCAFP00000014845	ENSP00000370571
ENSCAFP00000038688	ENSP00000264735
ENSCAFP00000022235	ENSP00000255688
ENSCAFP00000022249	ENSP00000301790
ENSCAFP00000020020	ENSP00000332488
ENSCAFP00000022558	ENSP00000261854
ENSCAFP00000015422	ENSP00000288680
ENSCAFP00000010466	ENSP00000381237
ENSCAFP00000001949	ENSP00000385741
ENSCAFP00000020485	ENSP00000229304
ENSCAFP00000020480	ENSP00000229335
ENSCAFP00000002291	ENSP00000244669
ENSCAFP00000009167	ENSP00000307252
ENSCAFP00000021793	ENSP00000278060
ENSCAFP00000014950	ENSP00000297792
ENSCAFP00000019705	ENSP00000383042
ENSCAFP00000008329	ENSP00000269397
ENSCAFP00000001948	ENSP00000216133
ENSCAFP00000041401	ENSP00000269385
ENSCAFP00000037305	ENSP00000308750
ENSCAFP00000010378	ENSP00000441405
ENSCAFP00000037084	ENSP00000307774
ENSCAFP00000000717	ENSP00000297565
ENSCAFP00000005619	ENSP00000441801
ENSCAFP00000024195	ENSP00000227524
ENSCAFP00000004803	ENSP00000363313
ENSCAFP00000006011	ENSP00000430432
ENSCAFP00000014332	ENSP00000381032
ENSCAFP00000039438	ENSP00000360829
ENSCAFP00000029424	ENSP00000361110
ENSCAFP00000015255	ENSP00000475261
ENSCAFP00000039565	ENSP00000368835
ENSCAFP00000040522	ENSP00000312272
ENSCAFP00000022665	ENSP00000342832
ENSCAFP00000030496	ENSP00000381821
ENSCAFP00000011571	ENSP00000432648
ENSCAFP00000001464	ENSP00000381823
ENSCAFP00000016780	ENSP00000265175
ENSCAFP00000021916	ENSP00000343405
ENSCAFP00000003365	ENSP00000259605
ENSCAFP00000024521	ENSP00000274811
ENSCAFP00000010270	ENSP00000371000
ENSCAFP00000025335	ENSP00000328059
ENSCAFP00000019525	ENSP00000368824
ENSCAFP00000018607	ENSP00000354609
ENSCAFP00000033031	ENSP00000357232
ENSCAFP00000017570	ENSP00000268122
ENSCAFP00000003128	ENSP00000360217
ENSCAFP00000018721	ENSP00000316203
ENSCAFP00000018795	ENSP00000255858
ENSCAFP00000018793	ENSP00000215812
ENSCAFP00000028230	ENSP00000376268
ENSCAFP00000028228	ENSP00000251170
ENSCAFP00000011759	ENSP00000341564
ENSCAFP00000025812	ENSP00000343877
ENSCAFP00000024772	ENSP00000338330
ENSCAFP00000042260	ENSP00000406197
ENSCAFP00000025138	ENSP00000414378
ENSCAFP00000011070	ENSP00000328777
ENSCAFP00000025132	ENSP00000357392
ENSCAFP00000028170	ENSP00000359489
ENSCAFP00000001330	ENSP00000265343
ENSCAFP00000027044	ENSP00000321537
ENSCAFP00000007214	ENSP00000376333
ENSCAFP00000016816	ENSP00000273666
ENSCAFP00000000510	ENSP00000321826
ENSCAFP00000017836	ENSP00000265563
ENSCAFP00000005888	ENSP00000265717
ENSCAFP00000031475	ENSP00000464977
ENSCAFP00000016544	ENSP00000385749
ENSCAFP00000016820	ENSP00000357152
ENSCAFP00000016818	ENSP00000357150
ENSCAFP00000016826	ENSP00000357149
ENSCAFP00000016814	ENSP00000357153
ENSCAFP00000035741	ENSP00000342538
ENSCAFP00000012328	ENSP00000429243
ENSCAFP00000019186	ENSP00000359070
ENSCAFP00000013509	ENSP00000317743
ENSCAFP00000001961	ENSP00000385616
ENSCAFP00000020836	ENSP00000297325
ENSCAFP00000010865	ENSP00000348496
ENSCAFP00000012051	ENSP00000363391
ENSCAFP00000016600	ENSP00000384015
ENSCAFP00000023837	ENSP00000364550
ENSCAFP00000015414	ENSP00000356234
ENSCAFP00000014548	ENSP00000341280
ENSCAFP00000026286	ENSP00000460971
ENSCAFP00000014741	ENSP00000355529
