ENSTNIP00000004863	ENSTGUP00000008915
ENSTNIP00000022394	ENSTGUP00000002652
ENSTNIP00000000254	ENSTGUP00000002652
ENSTNIP00000012497	ENSTGUP00000006497
ENSTNIP00000003113	ENSTGUP00000014977
ENSTNIP00000010852	ENSTGUP00000013662
ENSTNIP00000013070	ENSTGUP00000017665
ENSTNIP00000022085	ENSTGUP00000011255
ENSTNIP00000022519	ENSTGUP00000013625
ENSTNIP00000002325	ENSTGUP00000013565
ENSTNIP00000011144	ENSTGUP00000008508
ENSTNIP00000014550	ENSTGUP00000008232
ENSTNIP00000021295	ENSTGUP00000008971
ENSTNIP00000008975	ENSTGUP00000005563
ENSTNIP00000003546	ENSTGUP00000013214
ENSTNIP00000014788	ENSTGUP00000008709
ENSTNIP00000017795	ENSTGUP00000003359
ENSTNIP00000018229	ENSTGUP00000003359
ENSTNIP00000013020	ENSTGUP00000005378
ENSTNIP00000018093	ENSTGUP00000017809
ENSTNIP00000001791	ENSTGUP00000003932
ENSTNIP00000014063	ENSTGUP00000009978
ENSTNIP00000015527	ENSTGUP00000009975
ENSTNIP00000009500	ENSTGUP00000008400
ENSTNIP00000004455	ENSTGUP00000008400
ENSTNIP00000013126	ENSTGUP00000015343
ENSTNIP00000002187	ENSTGUP00000015343
ENSTNIP00000010541	ENSTGUP00000004486
ENSTNIP00000017023	ENSTGUP00000006485
ENSTNIP00000007293	ENSTGUP00000006485
ENSTNIP00000004821	ENSTGUP00000001819
ENSTNIP00000021472	ENSTGUP00000001819
ENSTNIP00000018308	ENSTGUP00000007964
ENSTNIP00000011090	ENSTGUP00000006290
ENSTNIP00000020499	ENSTGUP00000002148
ENSTNIP00000002946	ENSTGUP00000006722
ENSTNIP00000006886	ENSTGUP00000007732
ENSTNIP00000015430	ENSTGUP00000018293
ENSTNIP00000015742	ENSTGUP00000004585
ENSTNIP00000003072	ENSTGUP00000007240
ENSTNIP00000017097	ENSTGUP00000009287
ENSTNIP00000013340	ENSTGUP00000009287
ENSTNIP00000017840	ENSTGUP00000017247
ENSTNIP00000019945	ENSTGUP00000002702
ENSTNIP00000019324	ENSTGUP00000006328
ENSTNIP00000016172	ENSTGUP00000000155
ENSTNIP00000012264	ENSTGUP00000005853
ENSTNIP00000003655	ENSTGUP00000005853
ENSTNIP00000011475	ENSTGUP00000006686
ENSTNIP00000005073	ENSTGUP00000003117
ENSTNIP00000020547	ENSTGUP00000012588
ENSTNIP00000019446	ENSTGUP00000012588
ENSTNIP00000018776	ENSTGUP00000004525
ENSTNIP00000022337	ENSTGUP00000009929
ENSTNIP00000020063	ENSTGUP00000008808
ENSTNIP00000005249	ENSTGUP00000003727
ENSTNIP00000016350	ENSTGUP00000007782
ENSTNIP00000010563	ENSTGUP00000017025
ENSTNIP00000020242	ENSTGUP00000006943
ENSTNIP00000012060	ENSTGUP00000017609
ENSTNIP00000022000	ENSTGUP00000010867
ENSTNIP00000005814	ENSTGUP00000005080
ENSTNIP00000012774	ENSTGUP00000013090
ENSTNIP00000022570	ENSTGUP00000013090
ENSTNIP00000022077	ENSTGUP00000011199
ENSTNIP00000005578	ENSTGUP00000006208
ENSTNIP00000018533	ENSTGUP00000000620
ENSTNIP00000017093	ENSTGUP00000007070
ENSTNIP00000002676	ENSTGUP00000009294
ENSTNIP00000022777	ENSTGUP00000001676
ENSTNIP00000017468	ENSTGUP00000005206
ENSTNIP00000018563	ENSTGUP00000017673
ENSTNIP00000019844	ENSTGUP00000003747
ENSTNIP00000016523	ENSTGUP00000002844
ENSTNIP00000013546	ENSTGUP00000001015
ENSTNIP00000018391	ENSTGUP00000001015
ENSTNIP00000019774	ENSTGUP00000001908
ENSTNIP00000006873	ENSTGUP00000011005
ENSTNIP00000013321	ENSTGUP00000004619
ENSTNIP00000017267	ENSTGUP00000009631
ENSTNIP00000006436	ENSTGUP00000016269
ENSTNIP00000010052	ENSTGUP00000012359
ENSTNIP00000019170	ENSTGUP00000010105
ENSTNIP00000017509	ENSTGUP00000008813
ENSTNIP00000015257	ENSTGUP00000011754
ENSTNIP00000009848	ENSTGUP00000008714
ENSTNIP00000012061	ENSTGUP00000017612
ENSTNIP00000006738	ENSTGUP00000005331
ENSTNIP00000011044	ENSTGUP00000012537
ENSTNIP00000007277	ENSTGUP00000012537
ENSTNIP00000002864	ENSTGUP00000013080
ENSTNIP00000022973	ENSTGUP00000013080
ENSTNIP00000001734	ENSTGUP00000004485
ENSTNIP00000008404	ENSTGUP00000002434
ENSTNIP00000000097	ENSTGUP00000006731
ENSTNIP00000006183	ENSTGUP00000011293
ENSTNIP00000019956	ENSTGUP00000002217
ENSTNIP00000001639	ENSTGUP00000011660
ENSTNIP00000007451	ENSTGUP00000013322
ENSTNIP00000020608	ENSTGUP00000013322
ENSTNIP00000018919	ENSTGUP00000017599
ENSTNIP00000017231	ENSTGUP00000007648
ENSTNIP00000018943	ENSTGUP00000005390
ENSTNIP00000011965	ENSTGUP00000005390
ENSTNIP00000006212	ENSTGUP00000002751
ENSTNIP00000022697	ENSTGUP00000002751
ENSTNIP00000005896	ENSTGUP00000003521
ENSTNIP00000018947	ENSTGUP00000010050
ENSTNIP00000022244	ENSTGUP00000001871
ENSTNIP00000017121	ENSTGUP00000001871
ENSTNIP00000007245	ENSTGUP00000008182
ENSTNIP00000016209	ENSTGUP00000001566
ENSTNIP00000022798	ENSTGUP00000015814
ENSTNIP00000019240	ENSTGUP00000000600
ENSTNIP00000001191	ENSTGUP00000012839
ENSTNIP00000006301	ENSTGUP00000016167
ENSTNIP00000015641	ENSTGUP00000011613
ENSTNIP00000013128	ENSTGUP00000007654
ENSTNIP00000011985	ENSTGUP00000009962
ENSTNIP00000008563	ENSTGUP00000006896
ENSTNIP00000010943	ENSTGUP00000013507
ENSTNIP00000018089	ENSTGUP00000017867
ENSTNIP00000023115	ENSTGUP00000006430
ENSTNIP00000014215	ENSTGUP00000003255
ENSTNIP00000006162	ENSTGUP00000003255
ENSTNIP00000016291	ENSTGUP00000012389
ENSTNIP00000017232	ENSTGUP00000006509
ENSTNIP00000016234	ENSTGUP00000002707
ENSTNIP00000007837	ENSTGUP00000012328
ENSTNIP00000008499	ENSTGUP00000004957
ENSTNIP00000013021	ENSTGUP00000015405
ENSTNIP00000019618	ENSTGUP00000010267
ENSTNIP00000018416	ENSTGUP00000008854
ENSTNIP00000003192	ENSTGUP00000004246
ENSTNIP00000009158	ENSTGUP00000007216
ENSTNIP00000014266	ENSTGUP00000001936
ENSTNIP00000015002	ENSTGUP00000000103
ENSTNIP00000008315	ENSTGUP00000000535
ENSTNIP00000011810	ENSTGUP00000005964
ENSTNIP00000015692	ENSTGUP00000011884
ENSTNIP00000000406	ENSTGUP00000007681
ENSTNIP00000014734	ENSTGUP00000007681
ENSTNIP00000020034	ENSTGUP00000001147
ENSTNIP00000015962	ENSTGUP00000003575
ENSTNIP00000006804	ENSTGUP00000013654
ENSTNIP00000009331	ENSTGUP00000007993
ENSTNIP00000014547	ENSTGUP00000007993
ENSTNIP00000002033	ENSTGUP00000008941
ENSTNIP00000001312	ENSTGUP00000013669
ENSTNIP00000019776	ENSTGUP00000000980
ENSTNIP00000006415	ENSTGUP00000000980
ENSTNIP00000021497	ENSTGUP00000015639
ENSTNIP00000020704	ENSTGUP00000015639
ENSTNIP00000021496	ENSTGUP00000016531
ENSTNIP00000020703	ENSTGUP00000016531
ENSTNIP00000010346	ENSTGUP00000002818
ENSTNIP00000021367	ENSTGUP00000000192
ENSTNIP00000000985	ENSTGUP00000008798
ENSTNIP00000009802	ENSTGUP00000013766
ENSTNIP00000019115	ENSTGUP00000003190
ENSTNIP00000021133	ENSTGUP00000008775
ENSTNIP00000006874	ENSTGUP00000010956
ENSTNIP00000009875	ENSTGUP00000001314
ENSTNIP00000006259	ENSTGUP00000013516
ENSTNIP00000006260	ENSTGUP00000013516
ENSTNIP00000020036	ENSTGUP00000001132
ENSTNIP00000012134	ENSTGUP00000001132
ENSTNIP00000019433	ENSTGUP00000015045
ENSTNIP00000015974	ENSTGUP00000010412
ENSTNIP00000015129	ENSTGUP00000010427
ENSTNIP00000001642	ENSTGUP00000012048
ENSTNIP00000007468	ENSTGUP00000013003
ENSTNIP00000018770	ENSTGUP00000012446
ENSTNIP00000017481	ENSTGUP00000012446
ENSTNIP00000020246	ENSTGUP00000001294
ENSTNIP00000020828	ENSTGUP00000010138
ENSTNIP00000020593	ENSTGUP00000011969
ENSTNIP00000015855	ENSTGUP00000009087
ENSTNIP00000013468	ENSTGUP00000011229
ENSTNIP00000016745	ENSTGUP00000008646
ENSTNIP00000019131	ENSTGUP00000005789
ENSTNIP00000008792	ENSTGUP00000005042
ENSTNIP00000017724	ENSTGUP00000005042
ENSTNIP00000009562	ENSTGUP00000003967
ENSTNIP00000018930	ENSTGUP00000004466
ENSTNIP00000002103	ENSTGUP00000011359
ENSTNIP00000009468	ENSTGUP00000006025
ENSTNIP00000009311	ENSTGUP00000006025
ENSTNIP00000010742	ENSTGUP00000000436
ENSTNIP00000015722	ENSTGUP00000000436
ENSTNIP00000017984	ENSTGUP00000002002
ENSTNIP00000021223	ENSTGUP00000006957
ENSTNIP00000006946	ENSTGUP00000014338
ENSTNIP00000018192	ENSTGUP00000014338
ENSTNIP00000014044	ENSTGUP00000018194
ENSTNIP00000017761	ENSTGUP00000018194
ENSTNIP00000022722	ENSTGUP00000004551
ENSTNIP00000002466	ENSTGUP00000004551
ENSTNIP00000010429	ENSTGUP00000015549
ENSTNIP00000015663	ENSTGUP00000016332
ENSTNIP00000015429	ENSTGUP00000008818
ENSTNIP00000014697	ENSTGUP00000000366
ENSTNIP00000018005	ENSTGUP00000003241
ENSTNIP00000010111	ENSTGUP00000003241
ENSTNIP00000009198	ENSTGUP00000012961
ENSTNIP00000012511	ENSTGUP00000012961
ENSTNIP00000007687	ENSTGUP00000004837
ENSTNIP00000011681	ENSTGUP00000004384
ENSTNIP00000022290	ENSTGUP00000012142
ENSTNIP00000019465	ENSTGUP00000012142
ENSTNIP00000020428	ENSTGUP00000003405
ENSTNIP00000012932	ENSTGUP00000000035
ENSTNIP00000006597	ENSTGUP00000017571
ENSTNIP00000016608	ENSTGUP00000017571
ENSTNIP00000013466	ENSTGUP00000015692
ENSTNIP00000018817	ENSTGUP00000015692
ENSTNIP00000013733	ENSTGUP00000000870
ENSTNIP00000019757	ENSTGUP00000008988
ENSTNIP00000007393	ENSTGUP00000008988
ENSTNIP00000020475	ENSTGUP00000015044
ENSTNIP00000012298	ENSTGUP00000013895
ENSTNIP00000020245	ENSTGUP00000001283
ENSTNIP00000009624	ENSTGUP00000015798
ENSTNIP00000015413	ENSTGUP00000015798
ENSTNIP00000017634	ENSTGUP00000004771
ENSTNIP00000009897	ENSTGUP00000004771
ENSTNIP00000002113	ENSTGUP00000002094
ENSTNIP00000010351	ENSTGUP00000002004
ENSTNIP00000004960	ENSTGUP00000013068
ENSTNIP00000021556	ENSTGUP00000013068
ENSTNIP00000018099	ENSTGUP00000014386
ENSTNIP00000012994	ENSTGUP00000015254
ENSTNIP00000005724	ENSTGUP00000015254
ENSTNIP00000010527	ENSTGUP00000011497
ENSTNIP00000018300	ENSTGUP00000011497
ENSTNIP00000013518	ENSTGUP00000012507
ENSTNIP00000008321	ENSTGUP00000006143
ENSTNIP00000019694	ENSTGUP00000009648
ENSTNIP00000019656	ENSTGUP00000013270
ENSTNIP00000020367	ENSTGUP00000005550
ENSTNIP00000005570	ENSTGUP00000000853
ENSTNIP00000016455	ENSTGUP00000002952
ENSTNIP00000002882	ENSTGUP00000000279
ENSTNIP00000017545	ENSTGUP00000010315
ENSTNIP00000014140	ENSTGUP00000010437
ENSTNIP00000014023	ENSTGUP00000010437
ENSTNIP00000007442	ENSTGUP00000006582
ENSTNIP00000004513	ENSTGUP00000006272
ENSTNIP00000013404	ENSTGUP00000010604
ENSTNIP00000004977	ENSTGUP00000006744
ENSTNIP00000017079	ENSTGUP00000006744
ENSTNIP00000005519	ENSTGUP00000009170
ENSTNIP00000016935	ENSTGUP00000013930
ENSTNIP00000003253	ENSTGUP00000006732
ENSTNIP00000016143	ENSTGUP00000006732
ENSTNIP00000009323	ENSTGUP00000010691
ENSTNIP00000013916	ENSTGUP00000012199
ENSTNIP00000014949	ENSTGUP00000017543
ENSTNIP00000014992	ENSTGUP00000009283
ENSTNIP00000007753	ENSTGUP00000006186
ENSTNIP00000022867	ENSTGUP00000011465
ENSTNIP00000009747	ENSTGUP00000008229
ENSTNIP00000012918	ENSTGUP00000007560
ENSTNIP00000020498	ENSTGUP00000002147
ENSTNIP00000011796	ENSTGUP00000000187
ENSTNIP00000020674	ENSTGUP00000017655
ENSTNIP00000005991	ENSTGUP00000007973
ENSTNIP00000020488	ENSTGUP00000013389
ENSTNIP00000009141	ENSTGUP00000008735
ENSTNIP00000005704	ENSTGUP00000001747
ENSTNIP00000008503	ENSTGUP00000005010
ENSTNIP00000021366	ENSTGUP00000001450
ENSTNIP00000022498	ENSTGUP00000011934
ENSTNIP00000005085	ENSTGUP00000011409
ENSTNIP00000019687	ENSTGUP00000009949
ENSTNIP00000022431	ENSTGUP00000009014
ENSTNIP00000000244	ENSTGUP00000009014
ENSTNIP00000018510	ENSTGUP00000000691
ENSTNIP00000016573	ENSTGUP00000000691
ENSTNIP00000021188	ENSTGUP00000004169
ENSTNIP00000019182	ENSTGUP00000001336
ENSTNIP00000013891	ENSTGUP00000011639
ENSTNIP00000020577	ENSTGUP00000011639
ENSTNIP00000020834	ENSTGUP00000010053
ENSTNIP00000013820	ENSTGUP00000017007
ENSTNIP00000019726	ENSTGUP00000004380
ENSTNIP00000006293	ENSTGUP00000007922
ENSTNIP00000009038	ENSTGUP00000015939
ENSTNIP00000010287	ENSTGUP00000005432
ENSTNIP00000019762	ENSTGUP00000010581
ENSTNIP00000020202	ENSTGUP00000000076
ENSTNIP00000005945	ENSTGUP00000006693
ENSTNIP00000010090	ENSTGUP00000001142
ENSTNIP00000019003	ENSTGUP00000005662
ENSTNIP00000020679	ENSTGUP00000001502
ENSTNIP00000007321	ENSTGUP00000009117
ENSTNIP00000021864	ENSTGUP00000009124
ENSTNIP00000021005	ENSTGUP00000010804
ENSTNIP00000011489	ENSTGUP00000007866
ENSTNIP00000021769	ENSTGUP00000009777
ENSTNIP00000018777	ENSTGUP00000004527
ENSTNIP00000006603	ENSTGUP00000008365
ENSTNIP00000012958	ENSTGUP00000000417
ENSTNIP00000002326	ENSTGUP00000000417
ENSTNIP00000023114	ENSTGUP00000003068
ENSTNIP00000005022	ENSTGUP00000006478
ENSTNIP00000019413	ENSTGUP00000011856
ENSTNIP00000006387	ENSTGUP00000005286
ENSTNIP00000019575	ENSTGUP00000006079
ENSTNIP00000021216	ENSTGUP00000004699
ENSTNIP00000013592	ENSTGUP00000001711
ENSTNIP00000012198	ENSTGUP00000006336
ENSTNIP00000016703	ENSTGUP00000006336
ENSTNIP00000009923	ENSTGUP00000007059
ENSTNIP00000016064	ENSTGUP00000007359
ENSTNIP00000017273	ENSTGUP00000001410
ENSTNIP00000004466	ENSTGUP00000013433
ENSTNIP00000007987	ENSTGUP00000012498
ENSTNIP00000012033	ENSTGUP00000012498
ENSTNIP00000016019	ENSTGUP00000005837
ENSTNIP00000015710	ENSTGUP00000000285
ENSTNIP00000011792	ENSTGUP00000001516
ENSTNIP00000021363	ENSTGUP00000015944
ENSTNIP00000007961	ENSTGUP00000005872
ENSTNIP00000019459	ENSTGUP00000012485
ENSTNIP00000016875	ENSTGUP00000010413
ENSTNIP00000011468	ENSTGUP00000009473
ENSTNIP00000018490	ENSTGUP00000006376
ENSTNIP00000010085	ENSTGUP00000017714
ENSTNIP00000015533	ENSTGUP00000010166
ENSTNIP00000010165	ENSTGUP00000010166
ENSTNIP00000021692	ENSTGUP00000005454
ENSTNIP00000004417	ENSTGUP00000002196
ENSTNIP00000022536	ENSTGUP00000013559
ENSTNIP00000019047	ENSTGUP00000001988
ENSTNIP00000010884	ENSTGUP00000004773
ENSTNIP00000003538	ENSTGUP00000004410
ENSTNIP00000001485	ENSTGUP00000004377
ENSTNIP00000011257	ENSTGUP00000009455
ENSTNIP00000001474	ENSTGUP00000009455
ENSTNIP00000021261	ENSTGUP00000010101
ENSTNIP00000010671	ENSTGUP00000010101
ENSTNIP00000013987	ENSTGUP00000007658
ENSTNIP00000007370	ENSTGUP00000007658
ENSTNIP00000012969	ENSTGUP00000000796
ENSTNIP00000022098	ENSTGUP00000008919
ENSTNIP00000006472	ENSTGUP00000004946
ENSTNIP00000001176	ENSTGUP00000004589
ENSTNIP00000007006	ENSTGUP00000010645
ENSTNIP00000009668	ENSTGUP00000005616
ENSTNIP00000010290	ENSTGUP00000011231
ENSTNIP00000014141	ENSTGUP00000010360
ENSTNIP00000020098	ENSTGUP00000001781
ENSTNIP00000007891	ENSTGUP00000001126
ENSTNIP00000018733	ENSTGUP00000013742
ENSTNIP00000006468	ENSTGUP00000008983
ENSTNIP00000001657	ENSTGUP00000008983
ENSTNIP00000011344	ENSTGUP00000011253
ENSTNIP00000003669	ENSTGUP00000005885
ENSTNIP00000000324	ENSTGUP00000005885
ENSTNIP00000016171	ENSTGUP00000000948
ENSTNIP00000000502	ENSTGUP00000010034
ENSTNIP00000019611	ENSTGUP00000010034
ENSTNIP00000021392	ENSTGUP00000007505
ENSTNIP00000015248	ENSTGUP00000012508
ENSTNIP00000012070	ENSTGUP00000002971
ENSTNIP00000021595	ENSTGUP00000002971
ENSTNIP00000012993	ENSTGUP00000015243
ENSTNIP00000019946	ENSTGUP00000002719
ENSTNIP00000009083	ENSTGUP00000002719
ENSTNIP00000009871	ENSTGUP00000005594
ENSTNIP00000019421	ENSTGUP00000011924
ENSTNIP00000008246	ENSTGUP00000009619
ENSTNIP00000014611	ENSTGUP00000003393
ENSTNIP00000012059	ENSTGUP00000003393
ENSTNIP00000006590	ENSTGUP00000000189
ENSTNIP00000009991	ENSTGUP00000004806
ENSTNIP00000016050	ENSTGUP00000001063
ENSTNIP00000000477	ENSTGUP00000005285
ENSTNIP00000000008	ENSTGUP00000012953
ENSTNIP00000005539	ENSTGUP00000010237
ENSTNIP00000005300	ENSTGUP00000012108
ENSTNIP00000010180	ENSTGUP00000017750
ENSTNIP00000010087	ENSTGUP00000001902
ENSTNIP00000021693	ENSTGUP00000005547
ENSTNIP00000010164	ENSTGUP00000010234
ENSTNIP00000012545	ENSTGUP00000017608
ENSTNIP00000010037	ENSTGUP00000011218
ENSTNIP00000003286	ENSTGUP00000000008
ENSTNIP00000011671	ENSTGUP00000005072
ENSTNIP00000020210	ENSTGUP00000009360
ENSTNIP00000019005	ENSTGUP00000005704
ENSTNIP00000004796	ENSTGUP00000004265
ENSTNIP00000016932	ENSTGUP00000011123
ENSTNIP00000013734	ENSTGUP00000000857
ENSTNIP00000019497	ENSTGUP00000002787
ENSTNIP00000019067	ENSTGUP00000006184
ENSTNIP00000007420	ENSTGUP00000009635
ENSTNIP00000019165	ENSTGUP00000007433
ENSTNIP00000005941	ENSTGUP00000012770
ENSTNIP00000000578	ENSTGUP00000002626
ENSTNIP00000019454	ENSTGUP00000012581
ENSTNIP00000019453	ENSTGUP00000012581
ENSTNIP00000020545	ENSTGUP00000012581
ENSTNIP00000010480	ENSTGUP00000003890
ENSTNIP00000018766	ENSTGUP00000010355
ENSTNIP00000002090	ENSTGUP00000007080
ENSTNIP00000019409	ENSTGUP00000011185
ENSTNIP00000022496	ENSTGUP00000011185
ENSTNIP00000007232	ENSTGUP00000017627
ENSTNIP00000014664	ENSTGUP00000002596
ENSTNIP00000019599	ENSTGUP00000007146
ENSTNIP00000008612	ENSTGUP00000005987
ENSTNIP00000000634	ENSTGUP00000005059
ENSTNIP00000015264	ENSTGUP00000013598
ENSTNIP00000007230	ENSTGUP00000001653
ENSTNIP00000014928	ENSTGUP00000015212
ENSTNIP00000018491	ENSTGUP00000006383
ENSTNIP00000001415	ENSTGUP00000009939
ENSTNIP00000003040	ENSTGUP00000013145
ENSTNIP00000004479	ENSTGUP00000002179
ENSTNIP00000019181	ENSTGUP00000001338
ENSTNIP00000004100	ENSTGUP00000017541
ENSTNIP00000013252	ENSTGUP00000010819
ENSTNIP00000016943	ENSTGUP00000013926
ENSTNIP00000007603	ENSTGUP00000004938
ENSTNIP00000016683	ENSTGUP00000004752
ENSTNIP00000015806	ENSTGUP00000009865
ENSTNIP00000014799	ENSTGUP00000009012
ENSTNIP00000015915	ENSTGUP00000011011
ENSTNIP00000001931	ENSTGUP00000012496
ENSTNIP00000008993	ENSTGUP00000002985
ENSTNIP00000001518	ENSTGUP00000011324
ENSTNIP00000002692	ENSTGUP00000015528
ENSTNIP00000012781	ENSTGUP00000017572
ENSTNIP00000002690	ENSTGUP00000009711
ENSTNIP00000007278	ENSTGUP00000012551
ENSTNIP00000014324	ENSTGUP00000010431
ENSTNIP00000019158	ENSTGUP00000007411
ENSTNIP00000012054	ENSTGUP00000012209
ENSTNIP00000019878	ENSTGUP00000008632
ENSTNIP00000017673	ENSTGUP00000017779
ENSTNIP00000015653	ENSTGUP00000008589
ENSTNIP00000019108	ENSTGUP00000008589
ENSTNIP00000017706	ENSTGUP00000010892
ENSTNIP00000021084	ENSTGUP00000010892
ENSTNIP00000009077	ENSTGUP00000000385
ENSTNIP00000007112	ENSTGUP00000004654
ENSTNIP00000016587	ENSTGUP00000005161
ENSTNIP00000002999	ENSTGUP00000001744
ENSTNIP00000021264	ENSTGUP00000010194
ENSTNIP00000005842	ENSTGUP00000006115
ENSTNIP00000008387	ENSTGUP00000007035
ENSTNIP00000005555	ENSTGUP00000006266
ENSTNIP00000020258	ENSTGUP00000007957
ENSTNIP00000004897	ENSTGUP00000000070
ENSTNIP00000020041	ENSTGUP00000008107
ENSTNIP00000014352	ENSTGUP00000007976
ENSTNIP00000010082	ENSTGUP00000001422
ENSTNIP00000014351	ENSTGUP00000007977
ENSTNIP00000001960	ENSTGUP00000009077
ENSTNIP00000021976	ENSTGUP00000009077
ENSTNIP00000015690	ENSTGUP00000011910
ENSTNIP00000020111	ENSTGUP00000000989
ENSTNIP00000006001	ENSTGUP00000013558
ENSTNIP00000018901	ENSTGUP00000001762
ENSTNIP00000014280	ENSTGUP00000007513
ENSTNIP00000021813	ENSTGUP00000011358
ENSTNIP00000000214	ENSTGUP00000008473
ENSTNIP00000005364	ENSTGUP00000004060
ENSTNIP00000021174	ENSTGUP00000006875
ENSTNIP00000017957	ENSTGUP00000011290
ENSTNIP00000004739	ENSTGUP00000002212
ENSTNIP00000013291	ENSTGUP00000010538
ENSTNIP00000012474	ENSTGUP00000010538
ENSTNIP00000022345	ENSTGUP00000006919
ENSTNIP00000009346	ENSTGUP00000003784
ENSTNIP00000005960	ENSTGUP00000006634
ENSTNIP00000017535	ENSTGUP00000013915
ENSTNIP00000022048	ENSTGUP00000005316
ENSTNIP00000018560	ENSTGUP00000008937
ENSTNIP00000018282	ENSTGUP00000010851
ENSTNIP00000005846	ENSTGUP00000010851
ENSTNIP00000012087	ENSTGUP00000015597
ENSTNIP00000022544	ENSTGUP00000013482
ENSTNIP00000022293	ENSTGUP00000012128
ENSTNIP00000013869	ENSTGUP00000012128
ENSTNIP00000006858	ENSTGUP00000012279
ENSTNIP00000006271	ENSTGUP00000005516
ENSTNIP00000021950	ENSTGUP00000012955
ENSTNIP00000001688	ENSTGUP00000007934
ENSTNIP00000017167	ENSTGUP00000007934
ENSTNIP00000018990	ENSTGUP00000011087
ENSTNIP00000016946	ENSTGUP00000004962
ENSTNIP00000009712	ENSTGUP00000011236
ENSTNIP00000001443	ENSTGUP00000010040
ENSTNIP00000011989	ENSTGUP00000002015
ENSTNIP00000018835	ENSTGUP00000003451
ENSTNIP00000004991	ENSTGUP00000006217
ENSTNIP00000020223	ENSTGUP00000012029
ENSTNIP00000007713	ENSTGUP00000002732
ENSTNIP00000014656	ENSTGUP00000002732
ENSTNIP00000001055	ENSTGUP00000008903
ENSTNIP00000001772	ENSTGUP00000008903
ENSTNIP00000010202	ENSTGUP00000010999
ENSTNIP00000013424	ENSTGUP00000000029
ENSTNIP00000016812	ENSTGUP00000005120
ENSTNIP00000003231	ENSTGUP00000010586
ENSTNIP00000022260	ENSTGUP00000002755
ENSTNIP00000012510	ENSTGUP00000016045
ENSTNIP00000000194	ENSTGUP00000004872
ENSTNIP00000014350	ENSTGUP00000007984
ENSTNIP00000019943	ENSTGUP00000002691
ENSTNIP00000021254	ENSTGUP00000007349
ENSTNIP00000002341	ENSTGUP00000012415
ENSTNIP00000010876	ENSTGUP00000012415
ENSTNIP00000017235	ENSTGUP00000000667
ENSTNIP00000018522	ENSTGUP00000000612
ENSTNIP00000021940	ENSTGUP00000000470
ENSTNIP00000021499	ENSTGUP00000004318
ENSTNIP00000010653	ENSTGUP00000008823
ENSTNIP00000011601	ENSTGUP00000011436
ENSTNIP00000021208	ENSTGUP00000010862
ENSTNIP00000011843	ENSTGUP00000000437
ENSTNIP00000019989	ENSTGUP00000012433
ENSTNIP00000019494	ENSTGUP00000002762
ENSTNIP00000013426	ENSTGUP00000000018
ENSTNIP00000022096	ENSTGUP00000008952
ENSTNIP00000011503	ENSTGUP00000008952
ENSTNIP00000023010	ENSTGUP00000009718
ENSTNIP00000022025	ENSTGUP00000010608
ENSTNIP00000021136	ENSTGUP00000009593
ENSTNIP00000002031	ENSTGUP00000009593
ENSTNIP00000014832	ENSTGUP00000003033
ENSTNIP00000012676	ENSTGUP00000003033
ENSTNIP00000021222	ENSTGUP00000006938
ENSTNIP00000001853	ENSTGUP00000009438
ENSTNIP00000008224	ENSTGUP00000007659
ENSTNIP00000005516	ENSTGUP00000009280
ENSTNIP00000015427	ENSTGUP00000016830
ENSTNIP00000015972	ENSTGUP00000009523
ENSTNIP00000000405	ENSTGUP00000005116
ENSTNIP00000020707	ENSTGUP00000004179
ENSTNIP00000021502	ENSTGUP00000004179
ENSTNIP00000005491	ENSTGUP00000002204
ENSTNIP00000010641	ENSTGUP00000010794
ENSTNIP00000018087	ENSTGUP00000001340
ENSTNIP00000009580	ENSTGUP00000001340
ENSTNIP00000018086	ENSTGUP00000001365
ENSTNIP00000000204	ENSTGUP00000000822
ENSTNIP00000020894	ENSTGUP00000012334
ENSTNIP00000008668	ENSTGUP00000005167
ENSTNIP00000003222	ENSTGUP00000011601
ENSTNIP00000013872	ENSTGUP00000012165
ENSTNIP00000008870	ENSTGUP00000007342
ENSTNIP00000011690	ENSTGUP00000008207
ENSTNIP00000019831	ENSTGUP00000004267
ENSTNIP00000004556	ENSTGUP00000016228
ENSTNIP00000004558	ENSTGUP00000011191
ENSTNIP00000019786	ENSTGUP00000011191
ENSTNIP00000014915	ENSTGUP00000016117
ENSTNIP00000015836	ENSTGUP00000004198
ENSTNIP00000013782	ENSTGUP00000017674
ENSTNIP00000006883	ENSTGUP00000011796
ENSTNIP00000015618	ENSTGUP00000006736
ENSTNIP00000003738	ENSTGUP00000011793
ENSTNIP00000019491	ENSTGUP00000008194
ENSTNIP00000007567	ENSTGUP00000014036
ENSTNIP00000009581	ENSTGUP00000001709
ENSTNIP00000018174	ENSTGUP00000001709
ENSTNIP00000006657	ENSTGUP00000010927
ENSTNIP00000017333	ENSTGUP00000007869
ENSTNIP00000014019	ENSTGUP00000007869
ENSTNIP00000018206	ENSTGUP00000003849
ENSTNIP00000022157	ENSTGUP00000006031
ENSTNIP00000019403	ENSTGUP00000013493
ENSTNIP00000000689	ENSTGUP00000002631
ENSTNIP00000002950	ENSTGUP00000003454
ENSTNIP00000012777	ENSTGUP00000013083
ENSTNIP00000016011	ENSTGUP00000006650
ENSTNIP00000020953	ENSTGUP00000006550
ENSTNIP00000022566	ENSTGUP00000007462
ENSTNIP00000008967	ENSTGUP00000001742
