ENSORLP00000017023	ENSGALP00000006197
ENSORLP00000015230	ENSGALP00000023298
ENSORLP00000022617	ENSGALP00000027168
ENSORLP00000015380	ENSGALP00000017323
ENSORLP00000007748	ENSGALP00000012451
ENSORLP00000022151	ENSGALP00000030899
ENSORLP00000006247	ENSGALP00000027185
ENSORLP00000002888	ENSGALP00000032767
ENSORLP00000020194	ENSGALP00000020014
ENSORLP00000025390	ENSGALP00000020164
ENSORLP00000020763	ENSGALP00000017421
ENSORLP00000012940	ENSGALP00000017421
ENSORLP00000000336	ENSGALP00000043075
ENSORLP00000007094	ENSGALP00000011808
ENSORLP00000014849	ENSGALP00000036750
ENSORLP00000015732	ENSGALP00000007707
ENSORLP00000015914	ENSGALP00000023347
ENSORLP00000020378	ENSGALP00000040523
ENSORLP00000000400	ENSGALP00000003066
ENSORLP00000008644	ENSGALP00000009567
ENSORLP00000012199	ENSGALP00000009239
ENSORLP00000006992	ENSGALP00000035646
ENSORLP00000010149	ENSGALP00000038337
ENSORLP00000019992	ENSGALP00000007307
ENSORLP00000009150	ENSGALP00000012206
ENSORLP00000013015	ENSGALP00000013802
ENSORLP00000014146	ENSGALP00000016960
ENSORLP00000011048	ENSGALP00000041993
ENSORLP00000005243	ENSGALP00000029287
ENSORLP00000004364	ENSGALP00000029287
ENSORLP00000010567	ENSGALP00000014974
ENSORLP00000003207	ENSGALP00000014974
ENSORLP00000007029	ENSGALP00000030515
ENSORLP00000010482	ENSGALP00000023879
ENSORLP00000010906	ENSGALP00000010490
ENSORLP00000018286	ENSGALP00000010490
ENSORLP00000004294	ENSGALP00000017690
ENSORLP00000019702	ENSGALP00000012845
ENSORLP00000016792	ENSGALP00000012607
ENSORLP00000013757	ENSGALP00000012607
ENSORLP00000006860	ENSGALP00000012417
ENSORLP00000006797	ENSGALP00000041400
ENSORLP00000002878	ENSGALP00000041400
ENSORLP00000021053	ENSGALP00000018106
ENSORLP00000007068	ENSGALP00000003737
ENSORLP00000008004	ENSGALP00000023398
ENSORLP00000015753	ENSGALP00000023398
ENSORLP00000001793	ENSGALP00000013585
ENSORLP00000000772	ENSGALP00000041725
ENSORLP00000006273	ENSGALP00000022809
ENSORLP00000016293	ENSGALP00000022809
ENSORLP00000019064	ENSGALP00000001525
ENSORLP00000020289	ENSGALP00000013815
ENSORLP00000019006	ENSGALP00000013815
ENSORLP00000017521	ENSGALP00000036709
ENSORLP00000000888	ENSGALP00000036709
ENSORLP00000015815	ENSGALP00000023450
ENSORLP00000006085	ENSGALP00000014576
ENSORLP00000016050	ENSGALP00000027645
ENSORLP00000007816	ENSGALP00000007837
ENSORLP00000008370	ENSGALP00000026729
ENSORLP00000015650	ENSGALP00000002881
ENSORLP00000000265	ENSGALP00000002881
ENSORLP00000005273	ENSGALP00000021811
ENSORLP00000018809	ENSGALP00000002611
ENSORLP00000022449	ENSGALP00000018643
ENSORLP00000012129	ENSGALP00000008916
ENSORLP00000010391	ENSGALP00000024479
ENSORLP00000004478	ENSGALP00000042272
ENSORLP00000006537	ENSGALP00000042272
ENSORLP00000012049	ENSGALP00000007510
ENSORLP00000011341	ENSGALP00000039779
ENSORLP00000010111	ENSGALP00000040646
ENSORLP00000011469	ENSGALP00000030045
ENSORLP00000010016	ENSGALP00000041219
ENSORLP00000017034	ENSGALP00000042380
ENSORLP00000018317	ENSGALP00000018350
ENSORLP00000008445	ENSGALP00000040736
ENSORLP00000020827	ENSGALP00000009374
ENSORLP00000010979	ENSGALP00000009374
ENSORLP00000016443	ENSGALP00000004286
ENSORLP00000009210	ENSGALP00000004286
ENSORLP00000020295	ENSGALP00000016453
ENSORLP00000012039	ENSGALP00000009850
ENSORLP00000019987	ENSGALP00000016553
ENSORLP00000025674	ENSGALP00000022167
ENSORLP00000025658	ENSGALP00000030451
ENSORLP00000011141	ENSGALP00000030451
ENSORLP00000017336	ENSGALP00000005923
ENSORLP00000020188	ENSGALP00000012696
ENSORLP00000012927	ENSGALP00000019105
ENSORLP00000009030	ENSGALP00000037486
ENSORLP00000015693	ENSGALP00000032335
ENSORLP00000019843	ENSGALP00000032335
ENSORLP00000005497	ENSGALP00000006372
ENSORLP00000002306	ENSGALP00000042154
ENSORLP00000005508	ENSGALP00000042693
ENSORLP00000019329	ENSGALP00000001085
ENSORLP00000008010	ENSGALP00000033875
ENSORLP00000006581	ENSGALP00000033875
ENSORLP00000008369	ENSGALP00000007961
ENSORLP00000025402	ENSGALP00000015935
ENSORLP00000020686	ENSGALP00000016790
ENSORLP00000011402	ENSGALP00000016790
ENSORLP00000013821	ENSGALP00000037040
ENSORLP00000012460	ENSGALP00000019067
ENSORLP00000024053	ENSGALP00000008475
ENSORLP00000005236	ENSGALP00000025497
ENSORLP00000019733	ENSGALP00000041217
ENSORLP00000021802	ENSGALP00000021578
ENSORLP00000005546	ENSGALP00000015748
ENSORLP00000003676	ENSGALP00000042025
ENSORLP00000001967	ENSGALP00000039504
ENSORLP00000006583	ENSGALP00000039979
ENSORLP00000012779	ENSGALP00000005249
ENSORLP00000004346	ENSGALP00000005249
ENSORLP00000010071	ENSGALP00000033602
ENSORLP00000015907	ENSGALP00000025669
ENSORLP00000005986	ENSGALP00000014482
ENSORLP00000022686	ENSGALP00000009075
ENSORLP00000014493	ENSGALP00000039649
ENSORLP00000014296	ENSGALP00000008415
ENSORLP00000012051	ENSGALP00000009768
ENSORLP00000011339	ENSGALP00000003644
ENSORLP00000013949	ENSGALP00000002056
ENSORLP00000021489	ENSGALP00000006692
ENSORLP00000025588	ENSGALP00000042082
ENSORLP00000000650	ENSGALP00000014035
ENSORLP00000012769	ENSGALP00000040464
ENSORLP00000005793	ENSGALP00000001898
ENSORLP00000007563	ENSGALP00000013658
ENSORLP00000014895	ENSGALP00000041927
ENSORLP00000011900	ENSGALP00000041927
ENSORLP00000024811	ENSGALP00000014521
ENSORLP00000012733	ENSGALP00000011620
ENSORLP00000018038	ENSGALP00000005496
ENSORLP00000016193	ENSGALP00000022904
ENSORLP00000007881	ENSGALP00000023449
ENSORLP00000024345	ENSGALP00000027665
ENSORLP00000016574	ENSGALP00000019037
ENSORLP00000003192	ENSGALP00000004375
ENSORLP00000023513	ENSGALP00000026663
ENSORLP00000020346	ENSGALP00000019469
ENSORLP00000007073	ENSGALP00000032883
ENSORLP00000006562	ENSGALP00000005026
ENSORLP00000011935	ENSGALP00000006585
ENSORLP00000003005	ENSGALP00000025853
ENSORLP00000002035	ENSGALP00000025853
ENSORLP00000002178	ENSGALP00000025647
ENSORLP00000003215	ENSGALP00000025647
ENSORLP00000012347	ENSGALP00000019087
ENSORLP00000017025	ENSGALP00000014379
ENSORLP00000008237	ENSGALP00000020830
ENSORLP00000002917	ENSGALP00000010593
ENSORLP00000002081	ENSGALP00000010473
ENSORLP00000017941	ENSGALP00000008863
ENSORLP00000018106	ENSGALP00000020258
ENSORLP00000021416	ENSGALP00000019224
ENSORLP00000007827	ENSGALP00000022034
ENSORLP00000002160	ENSGALP00000017621
ENSORLP00000005823	ENSGALP00000005548
ENSORLP00000008502	ENSGALP00000005054
ENSORLP00000011510	ENSGALP00000005054
ENSORLP00000018108	ENSGALP00000005145
ENSORLP00000005181	ENSGALP00000005145
ENSORLP00000009831	ENSGALP00000039786
ENSORLP00000003480	ENSGALP00000039786
ENSORLP00000008588	ENSGALP00000011249
ENSORLP00000009603	ENSGALP00000042230
ENSORLP00000000006	ENSGALP00000042230
ENSORLP00000003456	ENSGALP00000016611
ENSORLP00000017157	ENSGALP00000036715
ENSORLP00000022274	ENSGALP00000017674
ENSORLP00000014310	ENSGALP00000017674
ENSORLP00000022740	ENSGALP00000043416
ENSORLP00000002831	ENSGALP00000005837
ENSORLP00000002509	ENSGALP00000015961
ENSORLP00000019461	ENSGALP00000010070
ENSORLP00000007502	ENSGALP00000010070
ENSORLP00000020655	ENSGALP00000020786
ENSORLP00000007395	ENSGALP00000011632
ENSORLP00000022501	ENSGALP00000000586
ENSORLP00000015899	ENSGALP00000009230
ENSORLP00000012111	ENSGALP00000011293
ENSORLP00000023111	ENSGALP00000010006
ENSORLP00000014673	ENSGALP00000023051
ENSORLP00000013484	ENSGALP00000005099
ENSORLP00000010247	ENSGALP00000005099
ENSORLP00000009698	ENSGALP00000020669
ENSORLP00000017392	ENSGALP00000037077
ENSORLP00000001129	ENSGALP00000037639
ENSORLP00000018708	ENSGALP00000037639
ENSORLP00000003488	ENSGALP00000025755
ENSORLP00000013456	ENSGALP00000026526
ENSORLP00000011809	ENSGALP00000012563
ENSORLP00000005873	ENSGALP00000022525
ENSORLP00000024425	ENSGALP00000014372
ENSORLP00000022529	ENSGALP00000024133
ENSORLP00000012043	ENSGALP00000007696
ENSORLP00000011294	ENSGALP00000004141
ENSORLP00000010662	ENSGALP00000012471
ENSORLP00000012717	ENSGALP00000005275
ENSORLP00000001122	ENSGALP00000010342
ENSORLP00000013723	ENSGALP00000016935
ENSORLP00000013239	ENSGALP00000008311
ENSORLP00000005955	ENSGALP00000019555
ENSORLP00000017998	ENSGALP00000024668
ENSORLP00000004097	ENSGALP00000024668
ENSORLP00000009102	ENSGALP00000042045
ENSORLP00000007705	ENSGALP00000012555
ENSORLP00000011167	ENSGALP00000027579
ENSORLP00000010280	ENSGALP00000026391
ENSORLP00000018087	ENSGALP00000000759
ENSORLP00000021945	ENSGALP00000001868
ENSORLP00000019528	ENSGALP00000021577
ENSORLP00000015377	ENSGALP00000026871
ENSORLP00000024666	ENSGALP00000012712
ENSORLP00000000977	ENSGALP00000012712
ENSORLP00000002253	ENSGALP00000002573
ENSORLP00000015530	ENSGALP00000002573
ENSORLP00000002384	ENSGALP00000013096
ENSORLP00000020262	ENSGALP00000026856
ENSORLP00000024662	ENSGALP00000015740
ENSORLP00000004953	ENSGALP00000000368
ENSORLP00000016614	ENSGALP00000000368
ENSORLP00000011444	ENSGALP00000014918
ENSORLP00000015221	ENSGALP00000027020
ENSORLP00000008076	ENSGALP00000017970
ENSORLP00000008072	ENSGALP00000017970
ENSORLP00000001684	ENSGALP00000011529
ENSORLP00000016576	ENSGALP00000023237
ENSORLP00000023064	ENSGALP00000013059
ENSORLP00000003826	ENSGALP00000011344
ENSORLP00000023083	ENSGALP00000011344
ENSORLP00000005487	ENSGALP00000013072
ENSORLP00000010584	ENSGALP00000005814
ENSORLP00000007576	ENSGALP00000013590
ENSORLP00000013335	ENSGALP00000040890
ENSORLP00000018794	ENSGALP00000000581
ENSORLP00000018507	ENSGALP00000000581
ENSORLP00000016413	ENSGALP00000020711
ENSORLP00000015615	ENSGALP00000026515
ENSORLP00000015685	ENSGALP00000026515
ENSORLP00000021954	ENSGALP00000001572
ENSORLP00000017818	ENSGALP00000001572
ENSORLP00000020436	ENSGALP00000026582
ENSORLP00000008813	ENSGALP00000024999
ENSORLP00000014907	ENSGALP00000013553
ENSORLP00000009992	ENSGALP00000025165
ENSORLP00000023230	ENSGALP00000019507
ENSORLP00000022777	ENSGALP00000017666
ENSORLP00000021784	ENSGALP00000008868
ENSORLP00000003734	ENSGALP00000042042
ENSORLP00000008195	ENSGALP00000020410
ENSORLP00000013669	ENSGALP00000013972
ENSORLP00000000895	ENSGALP00000011187
ENSORLP00000020307	ENSGALP00000023384
ENSORLP00000021185	ENSGALP00000015647
ENSORLP00000004354	ENSGALP00000005347
ENSORLP00000022532	ENSGALP00000025668
ENSORLP00000002805	ENSGALP00000042146
ENSORLP00000001429	ENSGALP00000009581
ENSORLP00000005957	ENSGALP00000042980
ENSORLP00000011190	ENSGALP00000025665
ENSORLP00000003384	ENSGALP00000005120
ENSORLP00000002822	ENSGALP00000005120
ENSORLP00000014542	ENSGALP00000013908
ENSORLP00000008052	ENSGALP00000000320
ENSORLP00000006220	ENSGALP00000022322
ENSORLP00000021513	ENSGALP00000036468
ENSORLP00000016090	ENSGALP00000036468
ENSORLP00000014801	ENSGALP00000009602
ENSORLP00000012367	ENSGALP00000009602
ENSORLP00000003014	ENSGALP00000000765
ENSORLP00000005155	ENSGALP00000013627
ENSORLP00000024315	ENSGALP00000017250
ENSORLP00000013031	ENSGALP00000040789
ENSORLP00000007593	ENSGALP00000040789
ENSORLP00000010349	ENSGALP00000011785
ENSORLP00000025006	ENSGALP00000011785
ENSORLP00000022971	ENSGALP00000042083
ENSORLP00000019877	ENSGALP00000015886
ENSORLP00000020165	ENSGALP00000012699
ENSORLP00000009389	ENSGALP00000010995
ENSORLP00000023613	ENSGALP00000002263
ENSORLP00000017330	ENSGALP00000002263
ENSORLP00000004435	ENSGALP00000026092
ENSORLP00000006024	ENSGALP00000026092
ENSORLP00000019373	ENSGALP00000028898
ENSORLP00000007317	ENSGALP00000031109
ENSORLP00000021742	ENSGALP00000031109
ENSORLP00000018368	ENSGALP00000042408
ENSORLP00000002348	ENSGALP00000039434
ENSORLP00000025528	ENSGALP00000012311
ENSORLP00000008521	ENSGALP00000012311
ENSORLP00000013248	ENSGALP00000002763
ENSORLP00000022540	ENSGALP00000025786
ENSORLP00000013537	ENSGALP00000024381
ENSORLP00000003574	ENSGALP00000039965
ENSORLP00000015422	ENSGALP00000017198
ENSORLP00000017170	ENSGALP00000010482
ENSORLP00000019645	ENSGALP00000042257
ENSORLP00000018767	ENSGALP00000025070
ENSORLP00000006779	ENSGALP00000024818
ENSORLP00000010730	ENSGALP00000016849
ENSORLP00000013632	ENSGALP00000013934
ENSORLP00000024563	ENSGALP00000034535
ENSORLP00000020397	ENSGALP00000034535
ENSORLP00000001640	ENSGALP00000003271
ENSORLP00000016745	ENSGALP00000003271
ENSORLP00000011776	ENSGALP00000010211
ENSORLP00000008198	ENSGALP00000005236
ENSORLP00000024514	ENSGALP00000026006
ENSORLP00000010808	ENSGALP00000026006
ENSORLP00000015475	ENSGALP00000040955
ENSORLP00000021341	ENSGALP00000040955
ENSORLP00000007843	ENSGALP00000015514
ENSORLP00000023124	ENSGALP00000035695
ENSORLP00000017354	ENSGALP00000039006
ENSORLP00000025443	ENSGALP00000026077
ENSORLP00000013341	ENSGALP00000018851
ENSORLP00000012100	ENSGALP00000026290
ENSORLP00000016714	ENSGALP00000014726
ENSORLP00000002885	ENSGALP00000022734
ENSORLP00000003525	ENSGALP00000023773
ENSORLP00000006524	ENSGALP00000027030
ENSORLP00000023191	ENSGALP00000013689
ENSORLP00000017708	ENSGALP00000013689
ENSORLP00000025005	ENSGALP00000012864
ENSORLP00000006416	ENSGALP00000012864
ENSORLP00000017419	ENSGALP00000041317
ENSORLP00000004194	ENSGALP00000043171
ENSORLP00000009726	ENSGALP00000018433
ENSORLP00000013078	ENSGALP00000008988
ENSORLP00000014675	ENSGALP00000008988
ENSORLP00000022486	ENSGALP00000024939
ENSORLP00000008316	ENSGALP00000039705
ENSORLP00000011054	ENSGALP00000039705
ENSORLP00000008345	ENSGALP00000013113
ENSORLP00000025379	ENSGALP00000020186
ENSORLP00000005291	ENSGALP00000038408
ENSORLP00000016345	ENSGALP00000020714
ENSORLP00000017890	ENSGALP00000015246
ENSORLP00000013204	ENSGALP00000016629
ENSORLP00000008267	ENSGALP00000026337
ENSORLP00000019978	ENSGALP00000016536
ENSORLP00000007499	ENSGALP00000011770
ENSORLP00000024083	ENSGALP00000039757
ENSORLP00000025071	ENSGALP00000035370
ENSORLP00000011897	ENSGALP00000000387
ENSORLP00000019777	ENSGALP00000019425
ENSORLP00000020531	ENSGALP00000026764
ENSORLP00000000751	ENSGALP00000026764
ENSORLP00000019043	ENSGALP00000018701
ENSORLP00000003610	ENSGALP00000000260
ENSORLP00000023096	ENSGALP00000031127
ENSORLP00000002288	ENSGALP00000015096
ENSORLP00000021942	ENSGALP00000002591
ENSORLP00000011138	ENSGALP00000020178
ENSORLP00000013175	ENSGALP00000018405
ENSORLP00000005580	ENSGALP00000018405
ENSORLP00000011041	ENSGALP00000009820
ENSORLP00000002879	ENSGALP00000009820
ENSORLP00000007908	ENSGALP00000018028
ENSORLP00000010661	ENSGALP00000011486
ENSORLP00000018765	ENSGALP00000011486
ENSORLP00000012616	ENSGALP00000023559
ENSORLP00000008700	ENSGALP00000017123
ENSORLP00000001191	ENSGALP00000010462
ENSORLP00000020965	ENSGALP00000015213
ENSORLP00000013573	ENSGALP00000018228
ENSORLP00000000313	ENSGALP00000005977
ENSORLP00000014371	ENSGALP00000007283
ENSORLP00000017185	ENSGALP00000017075
ENSORLP00000014562	ENSGALP00000042849
ENSORLP00000005984	ENSGALP00000004725
ENSORLP00000012849	ENSGALP00000000021
ENSORLP00000015667	ENSGALP00000000384
ENSORLP00000009272	ENSGALP00000012219
ENSORLP00000019746	ENSGALP00000021757
ENSORLP00000003067	ENSGALP00000039780
ENSORLP00000016017	ENSGALP00000005196
ENSORLP00000011761	ENSGALP00000005196
ENSORLP00000018198	ENSGALP00000010871
ENSORLP00000004308	ENSGALP00000025896
ENSORLP00000002541	ENSGALP00000010878
ENSORLP00000024707	ENSGALP00000013215
ENSORLP00000008626	ENSGALP00000009127
ENSORLP00000006206	ENSGALP00000010168
ENSORLP00000012478	ENSGALP00000019062
ENSORLP00000016788	ENSGALP00000016769
ENSORLP00000009945	ENSGALP00000005525
ENSORLP00000006947	ENSGALP00000005525
ENSORLP00000003364	ENSGALP00000023805
ENSORLP00000020749	ENSGALP00000022584
ENSORLP00000014540	ENSGALP00000005531
ENSORLP00000017913	ENSGALP00000004267
ENSORLP00000020779	ENSGALP00000018459
ENSORLP00000025168	ENSGALP00000019498
ENSORLP00000011130	ENSGALP00000003857
ENSORLP00000010364	ENSGALP00000006765
ENSORLP00000010329	ENSGALP00000021842
ENSORLP00000017698	ENSGALP00000008695
ENSORLP00000023787	ENSGALP00000042746
ENSORLP00000022229	ENSGALP00000026476
ENSORLP00000003831	ENSGALP00000035817
ENSORLP00000015618	ENSGALP00000035817
ENSORLP00000025064	ENSGALP00000015366
ENSORLP00000021486	ENSGALP00000015979
ENSORLP00000011770	ENSGALP00000015981
ENSORLP00000007318	ENSGALP00000002633
ENSORLP00000019018	ENSGALP00000018658
ENSORLP00000001567	ENSGALP00000039111
ENSORLP00000010831	ENSGALP00000019513
ENSORLP00000004996	ENSGALP00000009045
ENSORLP00000021831	ENSGALP00000016610
ENSORLP00000015289	ENSGALP00000027018
ENSORLP00000008189	ENSGALP00000037252
ENSORLP00000011743	ENSGALP00000032210
ENSORLP00000019871	ENSGALP00000005375
ENSORLP00000016884	ENSGALP00000042425
ENSORLP00000003890	ENSGALP00000042425
ENSORLP00000013110	ENSGALP00000042575
ENSORLP00000001292	ENSGALP00000013852
ENSORLP00000011353	ENSGALP00000020135
ENSORLP00000013022	ENSGALP00000041061
ENSORLP00000006858	ENSGALP00000025340
ENSORLP00000012194	ENSGALP00000019107
ENSORLP00000013809	ENSGALP00000014088
ENSORLP00000008885	ENSGALP00000012079
ENSORLP00000000008	ENSGALP00000012079
ENSORLP00000013199	ENSGALP00000017807
ENSORLP00000013004	ENSGALP00000017807
ENSORLP00000025772	ENSGALP00000016496
ENSORLP00000010449	ENSGALP00000040485
ENSORLP00000007714	ENSGALP00000011669
ENSORLP00000003967	ENSGALP00000016449
ENSORLP00000021777	ENSGALP00000016269
ENSORLP00000010913	ENSGALP00000016357
ENSORLP00000004065	ENSGALP00000016357
ENSORLP00000008475	ENSGALP00000006501
ENSORLP00000006557	ENSGALP00000043291
ENSORLP00000016263	ENSGALP00000025951
ENSORLP00000011762	ENSGALP00000005944
ENSORLP00000019496	ENSGALP00000008738
ENSORLP00000002835	ENSGALP00000010798
ENSORLP00000001851	ENSGALP00000010798
ENSORLP00000022096	ENSGALP00000024049
ENSORLP00000009467	ENSGALP00000006022
ENSORLP00000006021	ENSGALP00000022443
ENSORLP00000025490	ENSGALP00000018616
ENSORLP00000022856	ENSGALP00000013530
ENSORLP00000019854	ENSGALP00000041223
ENSORLP00000016432	ENSGALP00000025954
ENSORLP00000018830	ENSGALP00000007674
ENSORLP00000014611	ENSGALP00000019634
ENSORLP00000022131	ENSGALP00000023961
ENSORLP00000018644	ENSGALP00000001537
ENSORLP00000010470	ENSGALP00000023152
ENSORLP00000011590	ENSGALP00000012995
ENSORLP00000017376	ENSGALP00000012995
ENSORLP00000021850	ENSGALP00000024548
ENSORLP00000024476	ENSGALP00000042256
ENSORLP00000006896	ENSGALP00000042256
ENSORLP00000019268	ENSGALP00000023099
ENSORLP00000000074	ENSGALP00000032595
ENSORLP00000009952	ENSGALP00000032595
ENSORLP00000002261	ENSGALP00000009066
ENSORLP00000016846	ENSGALP00000024654
ENSORLP00000009622	ENSGALP00000017972
ENSORLP00000002280	ENSGALP00000006752
ENSORLP00000002470	ENSGALP00000006752
ENSORLP00000011778	ENSGALP00000001125
ENSORLP00000007802	ENSGALP00000007168
ENSORLP00000020639	ENSGALP00000022622
ENSORLP00000013194	ENSGALP00000038010
ENSORLP00000020591	ENSGALP00000018385
ENSORLP00000015223	ENSGALP00000018385
ENSORLP00000006538	ENSGALP00000008721
ENSORLP00000016557	ENSGALP00000000726
ENSORLP00000016197	ENSGALP00000003007
ENSORLP00000013041	ENSGALP00000031725
ENSORLP00000020579	ENSGALP00000031029
ENSORLP00000011036	ENSGALP00000021538
ENSORLP00000015123	ENSGALP00000000772
ENSORLP00000019853	ENSGALP00000005325
ENSORLP00000013152	ENSGALP00000015329
ENSORLP00000003843	ENSGALP00000012592
ENSORLP00000008406	ENSGALP00000009811
ENSORLP00000001572	ENSGALP00000009811
ENSORLP00000011624	ENSGALP00000020761
ENSORLP00000024677	ENSGALP00000041421
ENSORLP00000000083	ENSGALP00000037568
ENSORLP00000012412	ENSGALP00000020480
ENSORLP00000019540	ENSGALP00000039641
ENSORLP00000014264	ENSGALP00000006921
ENSORLP00000002332	ENSGALP00000025530
ENSORLP00000021276	ENSGALP00000025530
ENSORLP00000010464	ENSGALP00000023291
ENSORLP00000000790	ENSGALP00000032645
ENSORLP00000003117	ENSGALP00000005963
ENSORLP00000012518	ENSGALP00000041436
ENSORLP00000022496	ENSGALP00000027178
ENSORLP00000013545	ENSGALP00000042466
ENSORLP00000015094	ENSGALP00000041483
ENSORLP00000003712	ENSGALP00000037987
ENSORLP00000022992	ENSGALP00000012350
ENSORLP00000011754	ENSGALP00000012585
ENSORLP00000022798	ENSGALP00000016284
ENSORLP00000021883	ENSGALP00000041340
ENSORLP00000021887	ENSGALP00000041340
ENSORLP00000020667	ENSGALP00000041340
ENSORLP00000024397	ENSGALP00000034504
ENSORLP00000011693	ENSGALP00000027027
ENSORLP00000006433	ENSGALP00000001944
ENSORLP00000020891	ENSGALP00000005415
ENSORLP00000017844	ENSGALP00000005415
ENSORLP00000008183	ENSGALP00000021848
ENSORLP00000008219	ENSGALP00000026428
ENSORLP00000020792	ENSGALP00000022497
ENSORLP00000018249	ENSGALP00000034427
ENSORLP00000011987	ENSGALP00000034427
ENSORLP00000004757	ENSGALP00000005315
ENSORLP00000021147	ENSGALP00000018045
ENSORLP00000004536	ENSGALP00000010379
ENSORLP00000009901	ENSGALP00000012608
ENSORLP00000010189	ENSGALP00000012608
ENSORLP00000001427	ENSGALP00000007527
ENSORLP00000011923	ENSGALP00000035245
ENSORLP00000016328	ENSGALP00000002650
ENSORLP00000011763	ENSGALP00000024079
ENSORLP00000023015	ENSGALP00000001501
ENSORLP00000000649	ENSGALP00000039379
ENSORLP00000006924	ENSGALP00000005904
ENSORLP00000001216	ENSGALP00000010494
ENSORLP00000000676	ENSGALP00000028961
ENSORLP00000003099	ENSGALP00000028961
ENSORLP00000005567	ENSGALP00000019763
ENSORLP00000024368	ENSGALP00000014653
ENSORLP00000005038	ENSGALP00000013353
ENSORLP00000022433	ENSGALP00000024926
ENSORLP00000023461	ENSGALP00000042221
ENSORLP00000013964	ENSGALP00000040670
ENSORLP00000009231	ENSGALP00000040670
ENSORLP00000007224	ENSGALP00000005781
ENSORLP00000012065	ENSGALP00000041085
ENSORLP00000008404	ENSGALP00000041942
ENSORLP00000009723	ENSGALP00000010352
ENSORLP00000003395	ENSGALP00000020372
ENSORLP00000020854	ENSGALP00000036952
ENSORLP00000006252	ENSGALP00000001762
