ENSTNIP00000006282	ENSACAP00000008923
ENSTNIP00000013902	ENSACAP00000013194
ENSTNIP00000017695	ENSACAP00000011919
ENSTNIP00000018480	ENSACAP00000016452
ENSTNIP00000005346	ENSACAP00000008110
ENSTNIP00000011559	ENSACAP00000007345
ENSTNIP00000015827	ENSACAP00000004248
ENSTNIP00000016789	ENSACAP00000010090
ENSTNIP00000018413	ENSACAP00000012660
ENSTNIP00000011852	ENSACAP00000016181
ENSTNIP00000017986	ENSACAP00000017024
ENSTNIP00000022115	ENSACAP00000017024
ENSTNIP00000007120	ENSACAP00000014873
ENSTNIP00000022823	ENSACAP00000014510
ENSTNIP00000018674	ENSACAP00000010493
ENSTNIP00000014694	ENSACAP00000008731
ENSTNIP00000014081	ENSACAP00000004991
ENSTNIP00000019882	ENSACAP00000012299
ENSTNIP00000014236	ENSACAP00000006585
ENSTNIP00000020719	ENSACAP00000002580
ENSTNIP00000016667	ENSACAP00000017382
ENSTNIP00000005205	ENSACAP00000012459
ENSTNIP00000013704	ENSACAP00000019166
ENSTNIP00000012925	ENSACAP00000004525
ENSTNIP00000020923	ENSACAP00000015035
ENSTNIP00000002125	ENSACAP00000013027
ENSTNIP00000005755	ENSACAP00000010949
ENSTNIP00000021416	ENSACAP00000005327
ENSTNIP00000007972	ENSACAP00000019022
ENSTNIP00000016840	ENSACAP00000001577
ENSTNIP00000012705	ENSACAP00000001577
ENSTNIP00000011784	ENSACAP00000014723
ENSTNIP00000011511	ENSACAP00000022465
ENSTNIP00000006978	ENSACAP00000004166
ENSTNIP00000016400	ENSACAP00000014143
ENSTNIP00000011179	ENSACAP00000014223
ENSTNIP00000004831	ENSACAP00000016319
ENSTNIP00000016989	ENSACAP00000016319
ENSTNIP00000018778	ENSACAP00000004859
ENSTNIP00000019336	ENSACAP00000007835
ENSTNIP00000014761	ENSACAP00000007835
ENSTNIP00000010830	ENSACAP00000016259
ENSTNIP00000019391	ENSACAP00000003381
ENSTNIP00000012876	ENSACAP00000003381
ENSTNIP00000006894	ENSACAP00000014235
ENSTNIP00000007289	ENSACAP00000002316
ENSTNIP00000016351	ENSACAP00000013882
ENSTNIP00000014803	ENSACAP00000013882
ENSTNIP00000010643	ENSACAP00000007273
ENSTNIP00000015818	ENSACAP00000009601
ENSTNIP00000020815	ENSACAP00000005938
ENSTNIP00000010045	ENSACAP00000017152
ENSTNIP00000022447	ENSACAP00000014045
ENSTNIP00000020683	ENSACAP00000010438
ENSTNIP00000014542	ENSACAP00000006802
ENSTNIP00000017880	ENSACAP00000000255
ENSTNIP00000006749	ENSACAP00000000582
ENSTNIP00000001875	ENSACAP00000015220
ENSTNIP00000002393	ENSACAP00000014749
ENSTNIP00000013408	ENSACAP00000004143
ENSTNIP00000015062	ENSACAP00000010300
ENSTNIP00000010992	ENSACAP00000010100
ENSTNIP00000002713	ENSACAP00000016309
ENSTNIP00000006669	ENSACAP00000011014
ENSTNIP00000016041	ENSACAP00000011700
ENSTNIP00000020843	ENSACAP00000020950
ENSTNIP00000020062	ENSACAP00000015656
ENSTNIP00000020088	ENSACAP00000005364
ENSTNIP00000007222	ENSACAP00000000710
ENSTNIP00000022474	ENSACAP00000013368
ENSTNIP00000006067	ENSACAP00000005359
ENSTNIP00000014513	ENSACAP00000010049
ENSTNIP00000017242	ENSACAP00000012756
ENSTNIP00000005424	ENSACAP00000007555
ENSTNIP00000019503	ENSACAP00000014838
ENSTNIP00000020777	ENSACAP00000000627
ENSTNIP00000010867	ENSACAP00000006051
ENSTNIP00000016923	ENSACAP00000006030
ENSTNIP00000007240	ENSACAP00000017085
ENSTNIP00000006442	ENSACAP00000015839
ENSTNIP00000006604	ENSACAP00000020539
ENSTNIP00000012315	ENSACAP00000002652
ENSTNIP00000016892	ENSACAP00000002871
ENSTNIP00000011170	ENSACAP00000009535
ENSTNIP00000020513	ENSACAP00000001235
ENSTNIP00000001464	ENSACAP00000000677
ENSTNIP00000014602	ENSACAP00000013157
ENSTNIP00000008968	ENSACAP00000013157
ENSTNIP00000010201	ENSACAP00000010105
ENSTNIP00000018612	ENSACAP00000000539
ENSTNIP00000020093	ENSACAP00000013484
ENSTNIP00000010847	ENSACAP00000005762
ENSTNIP00000018315	ENSACAP00000021260
ENSTNIP00000003156	ENSACAP00000009851
ENSTNIP00000016743	ENSACAP00000009851
ENSTNIP00000006583	ENSACAP00000005440
ENSTNIP00000012883	ENSACAP00000012475
ENSTNIP00000018867	ENSACAP00000011315
ENSTNIP00000014400	ENSACAP00000002273
ENSTNIP00000010539	ENSACAP00000014984
ENSTNIP00000001072	ENSACAP00000002857
ENSTNIP00000008244	ENSACAP00000009605
ENSTNIP00000015983	ENSACAP00000022120
ENSTNIP00000005903	ENSACAP00000007351
ENSTNIP00000002780	ENSACAP00000003073
ENSTNIP00000012827	ENSACAP00000015084
ENSTNIP00000019366	ENSACAP00000015084
ENSTNIP00000009911	ENSACAP00000015690
ENSTNIP00000012114	ENSACAP00000014625
ENSTNIP00000002110	ENSACAP00000022720
ENSTNIP00000011940	ENSACAP00000003382
ENSTNIP00000015535	ENSACAP00000013644
ENSTNIP00000010163	ENSACAP00000013644
ENSTNIP00000022310	ENSACAP00000013962
ENSTNIP00000020728	ENSACAP00000013962
ENSTNIP00000013001	ENSACAP00000006911
ENSTNIP00000019596	ENSACAP00000011639
ENSTNIP00000018105	ENSACAP00000008250
ENSTNIP00000017590	ENSACAP00000008250
ENSTNIP00000002204	ENSACAP00000005246
ENSTNIP00000008056	ENSACAP00000013953
ENSTNIP00000017741	ENSACAP00000020090
ENSTNIP00000005277	ENSACAP00000002199
ENSTNIP00000005910	ENSACAP00000005451
ENSTNIP00000009544	ENSACAP00000005341
ENSTNIP00000022170	ENSACAP00000005341
ENSTNIP00000003642	ENSACAP00000004888
ENSTNIP00000005626	ENSACAP00000014643
ENSTNIP00000020693	ENSACAP00000002704
ENSTNIP00000016710	ENSACAP00000016876
ENSTNIP00000021717	ENSACAP00000016876
ENSTNIP00000022394	ENSACAP00000012919
ENSTNIP00000000254	ENSACAP00000012919
ENSTNIP00000012497	ENSACAP00000003075
ENSTNIP00000003113	ENSACAP00000015895
ENSTNIP00000010852	ENSACAP00000007089
ENSTNIP00000013070	ENSACAP00000018784
ENSTNIP00000022085	ENSACAP00000009716
ENSTNIP00000022519	ENSACAP00000012917
ENSTNIP00000002325	ENSACAP00000019304
ENSTNIP00000018756	ENSACAP00000001567
ENSTNIP00000011144	ENSACAP00000001539
ENSTNIP00000014550	ENSACAP00000008087
ENSTNIP00000021295	ENSACAP00000008472
ENSTNIP00000008975	ENSACAP00000001783
ENSTNIP00000001988	ENSACAP00000000378
ENSTNIP00000000011	ENSACAP00000018835
ENSTNIP00000003546	ENSACAP00000023006
ENSTNIP00000014788	ENSACAP00000005311
ENSTNIP00000013100	ENSACAP00000005250
ENSTNIP00000010702	ENSACAP00000022891
ENSTNIP00000014239	ENSACAP00000010224
ENSTNIP00000013020	ENSACAP00000008653
ENSTNIP00000021446	ENSACAP00000022847
ENSTNIP00000001791	ENSACAP00000022923
ENSTNIP00000014063	ENSACAP00000021854
ENSTNIP00000009500	ENSACAP00000012025
ENSTNIP00000004455	ENSACAP00000012025
ENSTNIP00000013126	ENSACAP00000014644
ENSTNIP00000002187	ENSACAP00000014644
ENSTNIP00000010541	ENSACAP00000015050
ENSTNIP00000017023	ENSACAP00000010660
ENSTNIP00000007293	ENSACAP00000010660
ENSTNIP00000004821	ENSACAP00000001718
ENSTNIP00000021472	ENSACAP00000001718
ENSTNIP00000018308	ENSACAP00000015367
ENSTNIP00000020499	ENSACAP00000011365
ENSTNIP00000002946	ENSACAP00000022818
ENSTNIP00000006886	ENSACAP00000014114
ENSTNIP00000015430	ENSACAP00000012498
ENSTNIP00000010754	ENSACAP00000000028
ENSTNIP00000015987	ENSACAP00000000028
ENSTNIP00000022169	ENSACAP00000014528
ENSTNIP00000009640	ENSACAP00000003750
ENSTNIP00000015742	ENSACAP00000000388
ENSTNIP00000003072	ENSACAP00000008334
ENSTNIP00000017097	ENSACAP00000005034
ENSTNIP00000013340	ENSACAP00000005034
ENSTNIP00000012938	ENSACAP00000004133
ENSTNIP00000005628	ENSACAP00000004133
ENSTNIP00000017840	ENSACAP00000010596
ENSTNIP00000019945	ENSACAP00000015020
ENSTNIP00000016172	ENSACAP00000017381
ENSTNIP00000012264	ENSACAP00000000252
ENSTNIP00000003655	ENSACAP00000000252
ENSTNIP00000011475	ENSACAP00000008027
ENSTNIP00000005073	ENSACAP00000022119
ENSTNIP00000020547	ENSACAP00000016694
ENSTNIP00000019446	ENSACAP00000016694
ENSTNIP00000018776	ENSACAP00000004917
ENSTNIP00000004824	ENSACAP00000001773
ENSTNIP00000018351	ENSACAP00000008764
ENSTNIP00000001507	ENSACAP00000011543
ENSTNIP00000022337	ENSACAP00000008247
ENSTNIP00000020063	ENSACAP00000015591
ENSTNIP00000003927	ENSACAP00000021162
ENSTNIP00000016350	ENSACAP00000006109
ENSTNIP00000010563	ENSACAP00000004015
ENSTNIP00000020242	ENSACAP00000002953
ENSTNIP00000012060	ENSACAP00000014226
ENSTNIP00000022000	ENSACAP00000015357
ENSTNIP00000012641	ENSACAP00000001190
ENSTNIP00000010215	ENSACAP00000001190
ENSTNIP00000012774	ENSACAP00000008301
ENSTNIP00000022570	ENSACAP00000008301
ENSTNIP00000022077	ENSACAP00000010139
ENSTNIP00000005578	ENSACAP00000008145
ENSTNIP00000018533	ENSACAP00000001031
ENSTNIP00000017093	ENSACAP00000005940
ENSTNIP00000002676	ENSACAP00000001777
ENSTNIP00000022777	ENSACAP00000003493
ENSTNIP00000017468	ENSACAP00000017329
ENSTNIP00000018563	ENSACAP00000012050
ENSTNIP00000016523	ENSACAP00000003927
ENSTNIP00000001367	ENSACAP00000008226
ENSTNIP00000011147	ENSACAP00000001229
ENSTNIP00000019774	ENSACAP00000011223
ENSTNIP00000006873	ENSACAP00000004429
ENSTNIP00000007914	ENSACAP00000012522
ENSTNIP00000010744	ENSACAP00000005446
ENSTNIP00000015714	ENSACAP00000005446
ENSTNIP00000013321	ENSACAP00000006540
ENSTNIP00000017267	ENSACAP00000002247
ENSTNIP00000008774	ENSACAP00000011680
ENSTNIP00000010052	ENSACAP00000015686
ENSTNIP00000019170	ENSACAP00000015129
ENSTNIP00000017509	ENSACAP00000000362
ENSTNIP00000005871	ENSACAP00000005955
ENSTNIP00000015257	ENSACAP00000004337
ENSTNIP00000019008	ENSACAP00000017717
ENSTNIP00000016281	ENSACAP00000008595
ENSTNIP00000009848	ENSACAP00000015710
ENSTNIP00000018805	ENSACAP00000004766
ENSTNIP00000014704	ENSACAP00000002909
ENSTNIP00000012061	ENSACAP00000014177
ENSTNIP00000006738	ENSACAP00000016651
ENSTNIP00000011044	ENSACAP00000009428
ENSTNIP00000007277	ENSACAP00000009428
ENSTNIP00000002864	ENSACAP00000004113
ENSTNIP00000022973	ENSACAP00000004113
ENSTNIP00000001734	ENSACAP00000010910
ENSTNIP00000008404	ENSACAP00000002963
ENSTNIP00000000097	ENSACAP00000008618
ENSTNIP00000006183	ENSACAP00000008857
ENSTNIP00000019956	ENSACAP00000009610
ENSTNIP00000006137	ENSACAP00000014522
ENSTNIP00000001639	ENSACAP00000006441
ENSTNIP00000007451	ENSACAP00000015529
ENSTNIP00000020608	ENSACAP00000015529
ENSTNIP00000018919	ENSACAP00000006043
ENSTNIP00000019035	ENSACAP00000011168
ENSTNIP00000017231	ENSACAP00000008502
ENSTNIP00000018943	ENSACAP00000014931
ENSTNIP00000011965	ENSACAP00000014931
ENSTNIP00000006212	ENSACAP00000023320
ENSTNIP00000022697	ENSACAP00000023320
ENSTNIP00000005896	ENSACAP00000007341
ENSTNIP00000022244	ENSACAP00000013647
ENSTNIP00000017121	ENSACAP00000013647
ENSTNIP00000007245	ENSACAP00000014904
ENSTNIP00000021783	ENSACAP00000000020
ENSTNIP00000016209	ENSACAP00000006325
ENSTNIP00000017965	ENSACAP00000006731
ENSTNIP00000003789	ENSACAP00000006731
ENSTNIP00000013450	ENSACAP00000005835
ENSTNIP00000019240	ENSACAP00000002931
ENSTNIP00000001191	ENSACAP00000009775
ENSTNIP00000006301	ENSACAP00000009887
ENSTNIP00000002293	ENSACAP00000002274
ENSTNIP00000018562	ENSACAP00000019047
ENSTNIP00000002879	ENSACAP00000000056
ENSTNIP00000015641	ENSACAP00000016170
ENSTNIP00000013128	ENSACAP00000003731
ENSTNIP00000011985	ENSACAP00000003204
ENSTNIP00000010943	ENSACAP00000017171
ENSTNIP00000018089	ENSACAP00000021486
ENSTNIP00000023115	ENSACAP00000003196
ENSTNIP00000009023	ENSACAP00000007637
ENSTNIP00000014215	ENSACAP00000020251
ENSTNIP00000006162	ENSACAP00000020251
ENSTNIP00000016291	ENSACAP00000016008
ENSTNIP00000017232	ENSACAP00000017527
ENSTNIP00000016234	ENSACAP00000014914
ENSTNIP00000007837	ENSACAP00000012046
ENSTNIP00000008499	ENSACAP00000014398
ENSTNIP00000013021	ENSACAP00000011701
ENSTNIP00000019618	ENSACAP00000011673
ENSTNIP00000018416	ENSACAP00000001285
ENSTNIP00000003078	ENSACAP00000001729
ENSTNIP00000003192	ENSACAP00000012569
ENSTNIP00000009158	ENSACAP00000009683
ENSTNIP00000014266	ENSACAP00000013365
ENSTNIP00000015002	ENSACAP00000002152
ENSTNIP00000008315	ENSACAP00000006089
ENSTNIP00000011810	ENSACAP00000002615
ENSTNIP00000015692	ENSACAP00000002911
ENSTNIP00000018853	ENSACAP00000013805
ENSTNIP00000000406	ENSACAP00000020817
ENSTNIP00000014734	ENSACAP00000020817
ENSTNIP00000020405	ENSACAP00000017509
ENSTNIP00000020034	ENSACAP00000013457
ENSTNIP00000006804	ENSACAP00000012219
ENSTNIP00000018422	ENSACAP00000009475
ENSTNIP00000016546	ENSACAP00000009475
ENSTNIP00000009331	ENSACAP00000015902
ENSTNIP00000014547	ENSACAP00000015902
ENSTNIP00000012429	ENSACAP00000004902
ENSTNIP00000012548	ENSACAP00000017543
ENSTNIP00000019776	ENSACAP00000006641
ENSTNIP00000006415	ENSACAP00000006641
ENSTNIP00000016874	ENSACAP00000008035
ENSTNIP00000010346	ENSACAP00000011988
ENSTNIP00000021367	ENSACAP00000018355
ENSTNIP00000014454	ENSACAP00000009426
ENSTNIP00000000985	ENSACAP00000006651
ENSTNIP00000009802	ENSACAP00000011490
ENSTNIP00000019115	ENSACAP00000014732
ENSTNIP00000021133	ENSACAP00000000612
ENSTNIP00000006874	ENSACAP00000003949
ENSTNIP00000015474	ENSACAP00000004863
ENSTNIP00000009875	ENSACAP00000005126
ENSTNIP00000006259	ENSACAP00000005113
ENSTNIP00000006260	ENSACAP00000005113
ENSTNIP00000020036	ENSACAP00000013573
ENSTNIP00000012134	ENSACAP00000013573
ENSTNIP00000019433	ENSACAP00000003358
ENSTNIP00000017355	ENSACAP00000013187
ENSTNIP00000021992	ENSACAP00000004033
ENSTNIP00000015129	ENSACAP00000004297
ENSTNIP00000003574	ENSACAP00000022849
ENSTNIP00000010233	ENSACAP00000022849
ENSTNIP00000001642	ENSACAP00000021793
ENSTNIP00000011009	ENSACAP00000014151
ENSTNIP00000020643	ENSACAP00000005507
ENSTNIP00000002256	ENSACAP00000005507
ENSTNIP00000017480	ENSACAP00000017176
ENSTNIP00000018770	ENSACAP00000012265
ENSTNIP00000017481	ENSACAP00000012265
ENSTNIP00000020246	ENSACAP00000005482
ENSTNIP00000020593	ENSACAP00000014325
ENSTNIP00000015855	ENSACAP00000012984
ENSTNIP00000013468	ENSACAP00000002180
ENSTNIP00000012245	ENSACAP00000012420
ENSTNIP00000019131	ENSACAP00000013528
ENSTNIP00000008792	ENSACAP00000015601
ENSTNIP00000017724	ENSACAP00000015601
ENSTNIP00000009562	ENSACAP00000008924
ENSTNIP00000018930	ENSACAP00000007845
ENSTNIP00000021637	ENSACAP00000016236
ENSTNIP00000021636	ENSACAP00000016190
ENSTNIP00000002103	ENSACAP00000007881
ENSTNIP00000009468	ENSACAP00000004259
ENSTNIP00000009311	ENSACAP00000004259
ENSTNIP00000010742	ENSACAP00000009761
ENSTNIP00000015722	ENSACAP00000009761
ENSTNIP00000017984	ENSACAP00000012220
ENSTNIP00000013260	ENSACAP00000001296
ENSTNIP00000021223	ENSACAP00000002268
ENSTNIP00000006946	ENSACAP00000010685
ENSTNIP00000018192	ENSACAP00000010685
ENSTNIP00000015467	ENSACAP00000012707
ENSTNIP00000014044	ENSACAP00000001188
ENSTNIP00000017761	ENSACAP00000001188
ENSTNIP00000022722	ENSACAP00000014782
ENSTNIP00000002466	ENSACAP00000014782
ENSTNIP00000010429	ENSACAP00000005966
ENSTNIP00000015663	ENSACAP00000006803
ENSTNIP00000015429	ENSACAP00000012481
ENSTNIP00000014697	ENSACAP00000002413
ENSTNIP00000018005	ENSACAP00000006575
ENSTNIP00000010111	ENSACAP00000006575
ENSTNIP00000009198	ENSACAP00000011611
ENSTNIP00000012511	ENSACAP00000011611
ENSTNIP00000007687	ENSACAP00000001853
ENSTNIP00000011681	ENSACAP00000007570
ENSTNIP00000022290	ENSACAP00000001952
ENSTNIP00000019465	ENSACAP00000001952
ENSTNIP00000001694	ENSACAP00000009773
ENSTNIP00000020428	ENSACAP00000006955
ENSTNIP00000000832	ENSACAP00000007310
ENSTNIP00000014762	ENSACAP00000007310
ENSTNIP00000007480	ENSACAP00000002793
ENSTNIP00000007737	ENSACAP00000002793
ENSTNIP00000012932	ENSACAP00000006790
ENSTNIP00000013466	ENSACAP00000004455
ENSTNIP00000018817	ENSACAP00000004455
ENSTNIP00000013733	ENSACAP00000012718
ENSTNIP00000010580	ENSACAP00000011715
ENSTNIP00000019757	ENSACAP00000023411
ENSTNIP00000007393	ENSACAP00000023411
ENSTNIP00000020475	ENSACAP00000008508
ENSTNIP00000014844	ENSACAP00000017127
ENSTNIP00000020138	ENSACAP00000017127
ENSTNIP00000012298	ENSACAP00000000408
ENSTNIP00000009773	ENSACAP00000002072
ENSTNIP00000020245	ENSACAP00000020570
ENSTNIP00000009624	ENSACAP00000011391
ENSTNIP00000015413	ENSACAP00000011391
ENSTNIP00000017634	ENSACAP00000008709
ENSTNIP00000009897	ENSACAP00000008709
ENSTNIP00000002113	ENSACAP00000005268
ENSTNIP00000004960	ENSACAP00000000634
ENSTNIP00000021556	ENSACAP00000000634
ENSTNIP00000017830	ENSACAP00000015311
ENSTNIP00000018099	ENSACAP00000013153
ENSTNIP00000012994	ENSACAP00000006455
ENSTNIP00000005724	ENSACAP00000006455
ENSTNIP00000010527	ENSACAP00000007162
ENSTNIP00000018300	ENSACAP00000007162
ENSTNIP00000008321	ENSACAP00000017582
ENSTNIP00000019694	ENSACAP00000002973
ENSTNIP00000019656	ENSACAP00000008901
ENSTNIP00000020367	ENSACAP00000007261
ENSTNIP00000005570	ENSACAP00000002043
ENSTNIP00000016455	ENSACAP00000015626
ENSTNIP00000002882	ENSACAP00000008566
ENSTNIP00000017545	ENSACAP00000007763
ENSTNIP00000013054	ENSACAP00000011097
ENSTNIP00000014140	ENSACAP00000010499
ENSTNIP00000014023	ENSACAP00000010499
ENSTNIP00000012893	ENSACAP00000015185
ENSTNIP00000002810	ENSACAP00000015185
ENSTNIP00000007442	ENSACAP00000012182
ENSTNIP00000004513	ENSACAP00000007799
ENSTNIP00000013404	ENSACAP00000013383
ENSTNIP00000005519	ENSACAP00000005319
ENSTNIP00000016935	ENSACAP00000013786
ENSTNIP00000003253	ENSACAP00000008314
ENSTNIP00000016143	ENSACAP00000008314
ENSTNIP00000009323	ENSACAP00000001967
ENSTNIP00000013916	ENSACAP00000000374
ENSTNIP00000014992	ENSACAP00000012309
ENSTNIP00000007753	ENSACAP00000003800
ENSTNIP00000015018	ENSACAP00000003309
ENSTNIP00000009747	ENSACAP00000014849
ENSTNIP00000012918	ENSACAP00000007342
ENSTNIP00000020498	ENSACAP00000011642
ENSTNIP00000011796	ENSACAP00000023153
ENSTNIP00000020674	ENSACAP00000009189
ENSTNIP00000005991	ENSACAP00000013443
ENSTNIP00000022554	ENSACAP00000004765
ENSTNIP00000012895	ENSACAP00000016111
ENSTNIP00000020488	ENSACAP00000014867
ENSTNIP00000009141	ENSACAP00000000709
ENSTNIP00000005704	ENSACAP00000012234
ENSTNIP00000008503	ENSACAP00000005911
ENSTNIP00000021366	ENSACAP00000020582
ENSTNIP00000019816	ENSACAP00000005939
ENSTNIP00000022498	ENSACAP00000010309
ENSTNIP00000005085	ENSACAP00000010114
ENSTNIP00000008585	ENSACAP00000001146
ENSTNIP00000022529	ENSACAP00000017617
ENSTNIP00000019687	ENSACAP00000008317
ENSTNIP00000010342	ENSACAP00000011925
ENSTNIP00000022431	ENSACAP00000009776
ENSTNIP00000000244	ENSACAP00000009776
ENSTNIP00000018510	ENSACAP00000000468
ENSTNIP00000016573	ENSACAP00000000468
ENSTNIP00000021188	ENSACAP00000007988
ENSTNIP00000019182	ENSACAP00000002667
ENSTNIP00000013891	ENSACAP00000016124
ENSTNIP00000020577	ENSACAP00000016124
ENSTNIP00000017358	ENSACAP00000013154
ENSTNIP00000020834	ENSACAP00000005500
ENSTNIP00000013042	ENSACAP00000000364
ENSTNIP00000019726	ENSACAP00000015744
ENSTNIP00000006293	ENSACAP00000014337
ENSTNIP00000007288	ENSACAP00000008242
ENSTNIP00000009038	ENSACAP00000006488
ENSTNIP00000010287	ENSACAP00000010738
ENSTNIP00000005145	ENSACAP00000014391
ENSTNIP00000019762	ENSACAP00000001348
ENSTNIP00000020202	ENSACAP00000014128
ENSTNIP00000005945	ENSACAP00000003243
ENSTNIP00000010090	ENSACAP00000012863
ENSTNIP00000019003	ENSACAP00000012680
ENSTNIP00000014802	ENSACAP00000011973
ENSTNIP00000019642	ENSACAP00000011973
ENSTNIP00000020679	ENSACAP00000015429
ENSTNIP00000007321	ENSACAP00000006776
ENSTNIP00000021864	ENSACAP00000006744
ENSTNIP00000021005	ENSACAP00000015745
ENSTNIP00000011489	ENSACAP00000010798
ENSTNIP00000021769	ENSACAP00000003528
ENSTNIP00000018777	ENSACAP00000004880
ENSTNIP00000006603	ENSACAP00000015570
ENSTNIP00000012958	ENSACAP00000019354
ENSTNIP00000002326	ENSACAP00000019354
ENSTNIP00000023114	ENSACAP00000015983
ENSTNIP00000005022	ENSACAP00000011379
ENSTNIP00000019413	ENSACAP00000009909
ENSTNIP00000010146	ENSACAP00000002415
ENSTNIP00000006387	ENSACAP00000004256
ENSTNIP00000019575	ENSACAP00000013094
ENSTNIP00000021216	ENSACAP00000013758
ENSTNIP00000009923	ENSACAP00000001980
ENSTNIP00000016064	ENSACAP00000012302
ENSTNIP00000017273	ENSACAP00000020702
ENSTNIP00000004466	ENSACAP00000012470
ENSTNIP00000007987	ENSACAP00000009060
ENSTNIP00000012033	ENSACAP00000009060
ENSTNIP00000016019	ENSACAP00000016209
ENSTNIP00000015710	ENSACAP00000006542
ENSTNIP00000011792	ENSACAP00000014367
ENSTNIP00000021363	ENSACAP00000023353
ENSTNIP00000008937	ENSACAP00000008425
ENSTNIP00000013399	ENSACAP00000007987
ENSTNIP00000007961	ENSACAP00000004977
ENSTNIP00000019459	ENSACAP00000016174
ENSTNIP00000016875	ENSACAP00000008123
ENSTNIP00000011468	ENSACAP00000009824
ENSTNIP00000018490	ENSACAP00000008348
ENSTNIP00000010085	ENSACAP00000002614
ENSTNIP00000004192	ENSACAP00000020002
ENSTNIP00000010128	ENSACAP00000020002
ENSTNIP00000015533	ENSACAP00000013404
ENSTNIP00000010165	ENSACAP00000013404
ENSTNIP00000021692	ENSACAP00000006550
ENSTNIP00000004417	ENSACAP00000014358
ENSTNIP00000022536	ENSACAP00000010741
ENSTNIP00000019933	ENSACAP00000002766
ENSTNIP00000010884	ENSACAP00000003011
ENSTNIP00000017559	ENSACAP00000014681
ENSTNIP00000003538	ENSACAP00000010564
ENSTNIP00000001485	ENSACAP00000022186
ENSTNIP00000011257	ENSACAP00000004615
ENSTNIP00000001474	ENSACAP00000004615
ENSTNIP00000021261	ENSACAP00000007650
ENSTNIP00000010671	ENSACAP00000007650
ENSTNIP00000018712	ENSACAP00000002234
ENSTNIP00000021379	ENSACAP00000013635
ENSTNIP00000019175	ENSACAP00000017321
ENSTNIP00000015016	ENSACAP00000003436
ENSTNIP00000005434	ENSACAP00000004560
ENSTNIP00000013987	ENSACAP00000013998
ENSTNIP00000007370	ENSACAP00000013998
ENSTNIP00000012969	ENSACAP00000008291
ENSTNIP00000022098	ENSACAP00000007377
ENSTNIP00000006472	ENSACAP00000011188
ENSTNIP00000001176	ENSACAP00000009223
ENSTNIP00000012415	ENSACAP00000000679
ENSTNIP00000013298	ENSACAP00000000679
ENSTNIP00000007006	ENSACAP00000007730
ENSTNIP00000009668	ENSACAP00000003039
ENSTNIP00000010290	ENSACAP00000016617
ENSTNIP00000014141	ENSACAP00000010986
ENSTNIP00000014852	ENSACAP00000007100
ENSTNIP00000020098	ENSACAP00000013238
ENSTNIP00000007891	ENSACAP00000017551
ENSTNIP00000018733	ENSACAP00000007677
ENSTNIP00000006468	ENSACAP00000015326
ENSTNIP00000001657	ENSACAP00000015326
ENSTNIP00000011344	ENSACAP00000012079
ENSTNIP00000007072	ENSACAP00000006545
ENSTNIP00000003669	ENSACAP00000005067
ENSTNIP00000000324	ENSACAP00000005067
ENSTNIP00000021726	ENSACAP00000004771
ENSTNIP00000016171	ENSACAP00000003053
ENSTNIP00000000502	ENSACAP00000002261
ENSTNIP00000019611	ENSACAP00000002261
ENSTNIP00000021392	ENSACAP00000014969
ENSTNIP00000015248	ENSACAP00000005859
ENSTNIP00000012070	ENSACAP00000012715
ENSTNIP00000021595	ENSACAP00000012715
ENSTNIP00000012993	ENSACAP00000006432
ENSTNIP00000019946	ENSACAP00000009128
ENSTNIP00000009083	ENSACAP00000009128
ENSTNIP00000009871	ENSACAP00000016399
ENSTNIP00000019421	ENSACAP00000010268
ENSTNIP00000008246	ENSACAP00000017158
ENSTNIP00000014611	ENSACAP00000000012
ENSTNIP00000012059	ENSACAP00000000012
ENSTNIP00000014105	ENSACAP00000016804
ENSTNIP00000006590	ENSACAP00000018703
ENSTNIP00000009991	ENSACAP00000017529
ENSTNIP00000016050	ENSACAP00000017496
ENSTNIP00000000477	ENSACAP00000005297
ENSTNIP00000000008	ENSACAP00000017150
ENSTNIP00000021107	ENSACAP00000014078
