ENSORLP00000017023	ENSTGUP00000008915
ENSORLP00000000669	ENSTGUP00000015343
ENSORLP00000020214	ENSTGUP00000015343
ENSORLP00000020827	ENSTGUP00000006485
ENSORLP00000010979	ENSTGUP00000006485
ENSORLP00000016443	ENSTGUP00000001819
ENSORLP00000009210	ENSTGUP00000001819
ENSORLP00000020295	ENSTGUP00000007964
ENSORLP00000012039	ENSTGUP00000006290
ENSORLP00000019987	ENSTGUP00000002148
ENSORLP00000025674	ENSTGUP00000009377
ENSORLP00000025658	ENSTGUP00000006722
ENSORLP00000011141	ENSTGUP00000006722
ENSORLP00000017336	ENSTGUP00000007732
ENSORLP00000020188	ENSTGUP00000018293
ENSORLP00000012927	ENSTGUP00000004585
ENSORLP00000015767	ENSTGUP00000007240
ENSORLP00000009030	ENSTGUP00000009287
ENSORLP00000005497	ENSTGUP00000017247
ENSORLP00000002306	ENSTGUP00000002702
ENSORLP00000005508	ENSTGUP00000006328
ENSORLP00000019329	ENSTGUP00000000155
ENSORLP00000008010	ENSTGUP00000005853
ENSORLP00000006581	ENSTGUP00000005853
ENSORLP00000008369	ENSTGUP00000006686
ENSORLP00000025402	ENSTGUP00000003117
ENSORLP00000020686	ENSTGUP00000012588
ENSORLP00000011402	ENSTGUP00000012588
ENSORLP00000013821	ENSTGUP00000000134
ENSORLP00000012460	ENSTGUP00000004525
ENSORLP00000005236	ENSTGUP00000012883
ENSORLP00000021802	ENSTGUP00000008808
ENSORLP00000005546	ENSTGUP00000001624
ENSORLP00000003676	ENSTGUP00000007782
ENSORLP00000008526	ENSTGUP00000017025
ENSORLP00000001967	ENSTGUP00000006943
ENSORLP00000006583	ENSTGUP00000017609
ENSORLP00000012779	ENSTGUP00000005080
ENSORLP00000004346	ENSTGUP00000005080
ENSORLP00000015907	ENSTGUP00000013090
ENSORLP00000005986	ENSTGUP00000011199
ENSORLP00000022686	ENSTGUP00000006208
ENSORLP00000014493	ENSTGUP00000004093
ENSORLP00000014296	ENSTGUP00000007070
ENSORLP00000012051	ENSTGUP00000009294
ENSORLP00000011339	ENSTGUP00000001676
ENSORLP00000013949	ENSTGUP00000005206
ENSORLP00000021489	ENSTGUP00000017673
ENSORLP00000025588	ENSTGUP00000003747
ENSORLP00000000650	ENSTGUP00000002844
ENSORLP00000005793	ENSTGUP00000001015
ENSORLP00000007563	ENSTGUP00000011005
ENSORLP00000024811	ENSTGUP00000004619
ENSORLP00000012733	ENSTGUP00000009631
ENSORLP00000018038	ENSTGUP00000016269
ENSORLP00000016193	ENSTGUP00000012359
ENSORLP00000007881	ENSTGUP00000010105
ENSORLP00000016574	ENSTGUP00000011754
ENSORLP00000020346	ENSTGUP00000004739
ENSORLP00000007073	ENSTGUP00000008714
ENSORLP00000006562	ENSTGUP00000017612
ENSORLP00000011935	ENSTGUP00000005331
ENSORLP00000003005	ENSTGUP00000012537
ENSORLP00000002035	ENSTGUP00000012537
ENSORLP00000002178	ENSTGUP00000013080
ENSORLP00000003215	ENSTGUP00000013080
ENSORLP00000012347	ENSTGUP00000004485
ENSORLP00000017025	ENSTGUP00000009895
ENSORLP00000008237	ENSTGUP00000002434
ENSORLP00000002917	ENSTGUP00000006731
ENSORLP00000002081	ENSTGUP00000002217
ENSORLP00000018106	ENSTGUP00000011660
ENSORLP00000021416	ENSTGUP00000013322
ENSORLP00000007827	ENSTGUP00000017599
ENSORLP00000005823	ENSTGUP00000007648
ENSORLP00000008502	ENSTGUP00000005390
ENSORLP00000011510	ENSTGUP00000005390
ENSORLP00000018108	ENSTGUP00000002751
ENSORLP00000005181	ENSTGUP00000002751
ENSORLP00000009831	ENSTGUP00000003521
ENSORLP00000003480	ENSTGUP00000003521
ENSORLP00000008588	ENSTGUP00000010050
ENSORLP00000009603	ENSTGUP00000001871
ENSORLP00000000006	ENSTGUP00000001871
ENSORLP00000003456	ENSTGUP00000008182
ENSORLP00000022274	ENSTGUP00000001566
ENSORLP00000014310	ENSTGUP00000001566
ENSORLP00000013924	ENSTGUP00000002650
ENSORLP00000002831	ENSTGUP00000000600
ENSORLP00000011764	ENSTGUP00000016167
ENSORLP00000020655	ENSTGUP00000011613
ENSORLP00000022501	ENSTGUP00000000064
ENSORLP00000015899	ENSTGUP00000007654
ENSORLP00000012111	ENSTGUP00000009962
ENSORLP00000023111	ENSTGUP00000006896
ENSORLP00000014673	ENSTGUP00000013507
ENSORLP00000013484	ENSTGUP00000017867
ENSORLP00000010247	ENSTGUP00000017867
ENSORLP00000009698	ENSTGUP00000006430
ENSORLP00000001129	ENSTGUP00000003255
ENSORLP00000018708	ENSTGUP00000003255
ENSORLP00000003488	ENSTGUP00000012389
ENSORLP00000011809	ENSTGUP00000008702
ENSORLP00000005873	ENSTGUP00000006509
ENSORLP00000024425	ENSTGUP00000002707
ENSORLP00000022529	ENSTGUP00000012328
ENSORLP00000012043	ENSTGUP00000004957
ENSORLP00000011294	ENSTGUP00000015405
ENSORLP00000010662	ENSTGUP00000010267
ENSORLP00000012717	ENSTGUP00000005586
ENSORLP00000013723	ENSTGUP00000004246
ENSORLP00000013239	ENSTGUP00000007216
ENSORLP00000005955	ENSTGUP00000001936
ENSORLP00000017998	ENSTGUP00000000103
ENSORLP00000004097	ENSTGUP00000000103
ENSORLP00000009102	ENSTGUP00000000535
ENSORLP00000007705	ENSTGUP00000005964
ENSORLP00000011167	ENSTGUP00000011884
ENSORLP00000010280	ENSTGUP00000007681
ENSORLP00000021945	ENSTGUP00000001147
ENSORLP00000019528	ENSTGUP00000003575
ENSORLP00000015377	ENSTGUP00000013654
ENSORLP00000002253	ENSTGUP00000007993
ENSORLP00000015530	ENSTGUP00000007993
ENSORLP00000025594	ENSTGUP00000008941
ENSORLP00000020262	ENSTGUP00000013669
ENSORLP00000004953	ENSTGUP00000000980
ENSORLP00000016614	ENSTGUP00000000980
ENSORLP00000012287	ENSTGUP00000015639
ENSORLP00000000592	ENSTGUP00000015639
ENSORLP00000011444	ENSTGUP00000004862
ENSORLP00000008076	ENSTGUP00000002818
ENSORLP00000008072	ENSTGUP00000002818
ENSORLP00000001684	ENSTGUP00000000192
ENSORLP00000023064	ENSTGUP00000008798
ENSORLP00000025337	ENSTGUP00000013766
ENSORLP00000005487	ENSTGUP00000003190
ENSORLP00000010584	ENSTGUP00000008775
ENSORLP00000007576	ENSTGUP00000010956
ENSORLP00000013335	ENSTGUP00000010662
ENSORLP00000018794	ENSTGUP00000001314
ENSORLP00000018507	ENSTGUP00000001314
ENSORLP00000016413	ENSTGUP00000006247
ENSORLP00000015615	ENSTGUP00000013516
ENSORLP00000015685	ENSTGUP00000013516
ENSORLP00000021954	ENSTGUP00000001132
ENSORLP00000017818	ENSTGUP00000001132
ENSORLP00000020436	ENSTGUP00000015045
ENSORLP00000008813	ENSTGUP00000010412
ENSORLP00000014907	ENSTGUP00000010427
ENSORLP00000015935	ENSTGUP00000012048
ENSORLP00000023230	ENSTGUP00000001973
ENSORLP00000022777	ENSTGUP00000013003
ENSORLP00000008195	ENSTGUP00000012446
ENSORLP00000013669	ENSTGUP00000001294
ENSORLP00000000895	ENSTGUP00000009273
ENSORLP00000020307	ENSTGUP00000010138
ENSORLP00000021185	ENSTGUP00000011969
ENSORLP00000004354	ENSTGUP00000009087
ENSORLP00000022532	ENSTGUP00000011229
ENSORLP00000001429	ENSTGUP00000008646
ENSORLP00000005957	ENSTGUP00000005789
ENSORLP00000011190	ENSTGUP00000012245
ENSORLP00000003384	ENSTGUP00000005042
ENSORLP00000002822	ENSTGUP00000005042
ENSORLP00000014542	ENSTGUP00000003967
ENSORLP00000008052	ENSTGUP00000004466
ENSORLP00000006220	ENSTGUP00000011359
ENSORLP00000021513	ENSTGUP00000006025
ENSORLP00000016090	ENSTGUP00000006025
ENSORLP00000014801	ENSTGUP00000000436
ENSORLP00000012367	ENSTGUP00000000436
ENSORLP00000003014	ENSTGUP00000002002
ENSORLP00000024315	ENSTGUP00000006957
ENSORLP00000013031	ENSTGUP00000014338
ENSORLP00000007593	ENSTGUP00000014338
ENSORLP00000010349	ENSTGUP00000018194
ENSORLP00000025006	ENSTGUP00000018194
ENSORLP00000012675	ENSTGUP00000004551
ENSORLP00000022971	ENSTGUP00000015549
ENSORLP00000019877	ENSTGUP00000016332
ENSORLP00000020165	ENSTGUP00000008818
ENSORLP00000009389	ENSTGUP00000000366
ENSORLP00000023613	ENSTGUP00000003241
ENSORLP00000017330	ENSTGUP00000003241
ENSORLP00000004435	ENSTGUP00000012961
ENSORLP00000006024	ENSTGUP00000012961
ENSORLP00000019373	ENSTGUP00000004384
ENSORLP00000007317	ENSTGUP00000012142
ENSORLP00000021742	ENSTGUP00000012142
ENSORLP00000018368	ENSTGUP00000003405
ENSORLP00000002348	ENSTGUP00000007318
ENSORLP00000025528	ENSTGUP00000000035
ENSORLP00000008521	ENSTGUP00000000035
ENSORLP00000013248	ENSTGUP00000017571
ENSORLP00000022540	ENSTGUP00000015692
ENSORLP00000013537	ENSTGUP00000000870
ENSORLP00000015422	ENSTGUP00000008988
ENSORLP00000017170	ENSTGUP00000006899
ENSORLP00000019645	ENSTGUP00000015044
ENSORLP00000006779	ENSTGUP00000013895
ENSORLP00000013632	ENSTGUP00000001283
ENSORLP00000024563	ENSTGUP00000015798
ENSORLP00000020397	ENSTGUP00000015798
ENSORLP00000001640	ENSTGUP00000004771
ENSORLP00000016745	ENSTGUP00000004771
ENSORLP00000011776	ENSTGUP00000002094
ENSORLP00000008198	ENSTGUP00000002004
ENSORLP00000024514	ENSTGUP00000013068
ENSORLP00000010808	ENSTGUP00000013068
ENSORLP00000009999	ENSTGUP00000014386
ENSORLP00000015475	ENSTGUP00000015254
ENSORLP00000021341	ENSTGUP00000015254
ENSORLP00000007843	ENSTGUP00000011497
ENSORLP00000023124	ENSTGUP00000012507
ENSORLP00000017354	ENSTGUP00000003188
ENSORLP00000025443	ENSTGUP00000006143
ENSORLP00000013341	ENSTGUP00000009648
ENSORLP00000012100	ENSTGUP00000013270
ENSORLP00000016714	ENSTGUP00000005550
ENSORLP00000002885	ENSTGUP00000000853
ENSORLP00000003525	ENSTGUP00000002952
ENSORLP00000006524	ENSTGUP00000010315
ENSORLP00000023191	ENSTGUP00000010437
ENSORLP00000017708	ENSTGUP00000010437
ENSORLP00000017419	ENSTGUP00000006582
ENSORLP00000004194	ENSTGUP00000006272
ENSORLP00000009726	ENSTGUP00000010604
ENSORLP00000013078	ENSTGUP00000006744
ENSORLP00000014675	ENSTGUP00000006744
ENSORLP00000022486	ENSTGUP00000013930
ENSORLP00000008316	ENSTGUP00000006732
ENSORLP00000011054	ENSTGUP00000006732
ENSORLP00000008345	ENSTGUP00000010691
ENSORLP00000025379	ENSTGUP00000012199
ENSORLP00000005291	ENSTGUP00000017543
ENSORLP00000003644	ENSTGUP00000009283
ENSORLP00000016345	ENSTGUP00000006186
ENSORLP00000017890	ENSTGUP00000011465
ENSORLP00000013204	ENSTGUP00000008229
ENSORLP00000008267	ENSTGUP00000007560
ENSORLP00000019978	ENSTGUP00000002147
ENSORLP00000007499	ENSTGUP00000000187
ENSORLP00000024083	ENSTGUP00000000047
ENSORLP00000025071	ENSTGUP00000017655
ENSORLP00000019777	ENSTGUP00000013389
ENSORLP00000020531	ENSTGUP00000008735
ENSORLP00000000751	ENSTGUP00000008735
ENSORLP00000019043	ENSTGUP00000001747
ENSORLP00000001630	ENSTGUP00000001450
ENSORLP00000023096	ENSTGUP00000011934
ENSORLP00000002288	ENSTGUP00000011409
ENSORLP00000013175	ENSTGUP00000009949
ENSORLP00000005580	ENSTGUP00000009949
ENSORLP00000010661	ENSTGUP00000009014
ENSORLP00000018765	ENSTGUP00000009014
ENSORLP00000012616	ENSTGUP00000000691
ENSORLP00000008700	ENSTGUP00000004169
ENSORLP00000001191	ENSTGUP00000001336
ENSORLP00000020965	ENSTGUP00000011639
ENSORLP00000013573	ENSTGUP00000010053
ENSORLP00000000313	ENSTGUP00000017007
ENSORLP00000014371	ENSTGUP00000004380
ENSORLP00000017185	ENSTGUP00000007922
ENSORLP00000014562	ENSTGUP00000015939
ENSORLP00000005984	ENSTGUP00000005432
ENSORLP00000015667	ENSTGUP00000010581
ENSORLP00000009272	ENSTGUP00000000076
ENSORLP00000019746	ENSTGUP00000001142
ENSORLP00000003067	ENSTGUP00000005662
ENSORLP00000024830	ENSTGUP00000001502
ENSORLP00000018198	ENSTGUP00000009117
ENSORLP00000002541	ENSTGUP00000009124
ENSORLP00000024707	ENSTGUP00000010804
ENSORLP00000008626	ENSTGUP00000007866
ENSORLP00000006206	ENSTGUP00000009777
ENSORLP00000012478	ENSTGUP00000004527
ENSORLP00000016788	ENSTGUP00000008365
ENSORLP00000009945	ENSTGUP00000000417
ENSORLP00000006947	ENSTGUP00000000417
ENSORLP00000003364	ENSTGUP00000003068
ENSORLP00000020749	ENSTGUP00000011856
ENSORLP00000017913	ENSTGUP00000005286
ENSORLP00000020779	ENSTGUP00000006079
ENSORLP00000025168	ENSTGUP00000004699
ENSORLP00000011130	ENSTGUP00000001711
ENSORLP00000010364	ENSTGUP00000006336
ENSORLP00000010329	ENSTGUP00000007059
ENSORLP00000017698	ENSTGUP00000007359
ENSORLP00000023787	ENSTGUP00000001410
ENSORLP00000022229	ENSTGUP00000013433
ENSORLP00000003831	ENSTGUP00000012498
ENSORLP00000015618	ENSTGUP00000012498
ENSORLP00000025064	ENSTGUP00000005837
ENSORLP00000021486	ENSTGUP00000008153
ENSORLP00000011770	ENSTGUP00000000285
ENSORLP00000007318	ENSTGUP00000001516
ENSORLP00000019018	ENSTGUP00000001776
ENSORLP00000001567	ENSTGUP00000015944
ENSORLP00000004996	ENSTGUP00000005872
ENSORLP00000021831	ENSTGUP00000012485
ENSORLP00000015289	ENSTGUP00000010413
ENSORLP00000008189	ENSTGUP00000009473
ENSORLP00000011743	ENSTGUP00000006376
ENSORLP00000019871	ENSTGUP00000017714
ENSORLP00000016884	ENSTGUP00000010166
ENSORLP00000003890	ENSTGUP00000010166
ENSORLP00000013110	ENSTGUP00000005454
ENSORLP00000001292	ENSTGUP00000002196
ENSORLP00000011353	ENSTGUP00000013559
ENSORLP00000013022	ENSTGUP00000004773
ENSORLP00000012194	ENSTGUP00000004410
ENSORLP00000015113	ENSTGUP00000004377
ENSORLP00000008885	ENSTGUP00000009455
ENSORLP00000000008	ENSTGUP00000009455
ENSORLP00000013199	ENSTGUP00000010101
ENSORLP00000013004	ENSTGUP00000010101
ENSORLP00000010913	ENSTGUP00000007658
ENSORLP00000004065	ENSTGUP00000007658
ENSORLP00000008475	ENSTGUP00000000796
ENSORLP00000006557	ENSTGUP00000008919
ENSORLP00000016263	ENSTGUP00000013127
ENSORLP00000011762	ENSTGUP00000004946
ENSORLP00000019496	ENSTGUP00000004589
ENSORLP00000003990	ENSTGUP00000006510
ENSORLP00000022096	ENSTGUP00000010645
ENSORLP00000009467	ENSTGUP00000005616
ENSORLP00000006021	ENSTGUP00000011231
ENSORLP00000025490	ENSTGUP00000008839
ENSORLP00000022856	ENSTGUP00000010360
ENSORLP00000016432	ENSTGUP00000013115
ENSORLP00000014611	ENSTGUP00000001781
ENSORLP00000022131	ENSTGUP00000012224
ENSORLP00000018644	ENSTGUP00000001126
ENSORLP00000010470	ENSTGUP00000013742
ENSORLP00000011590	ENSTGUP00000008983
ENSORLP00000017376	ENSTGUP00000008983
ENSORLP00000021850	ENSTGUP00000011253
ENSORLP00000024476	ENSTGUP00000005885
ENSORLP00000006896	ENSTGUP00000005885
ENSORLP00000019268	ENSTGUP00000000948
ENSORLP00000000074	ENSTGUP00000010034
ENSORLP00000009952	ENSTGUP00000010034
ENSORLP00000002261	ENSTGUP00000007505
ENSORLP00000016846	ENSTGUP00000012508
ENSORLP00000009622	ENSTGUP00000002971
ENSORLP00000015478	ENSTGUP00000015243
ENSORLP00000002280	ENSTGUP00000002719
ENSORLP00000002470	ENSTGUP00000002719
ENSORLP00000011778	ENSTGUP00000000898
ENSORLP00000007802	ENSTGUP00000005594
ENSORLP00000020639	ENSTGUP00000011924
ENSORLP00000013194	ENSTGUP00000009619
ENSORLP00000020591	ENSTGUP00000003393
ENSORLP00000015223	ENSTGUP00000003393
ENSORLP00000003125	ENSTGUP00000000189
ENSORLP00000006538	ENSTGUP00000004806
ENSORLP00000016557	ENSTGUP00000001063
ENSORLP00000016197	ENSTGUP00000005285
ENSORLP00000013041	ENSTGUP00000002621
ENSORLP00000020579	ENSTGUP00000012953
ENSORLP00000011036	ENSTGUP00000012108
ENSORLP00000015123	ENSTGUP00000017750
ENSORLP00000019853	ENSTGUP00000001902
ENSORLP00000013152	ENSTGUP00000005547
ENSORLP00000003843	ENSTGUP00000010234
ENSORLP00000024677	ENSTGUP00000017608
ENSORLP00000012412	ENSTGUP00000011218
ENSORLP00000009667	ENSTGUP00000009336
ENSORLP00000009993	ENSTGUP00000000008
ENSORLP00000019540	ENSTGUP00000005072
ENSORLP00000000790	ENSTGUP00000009360
ENSORLP00000003117	ENSTGUP00000005704
ENSORLP00000012518	ENSTGUP00000004265
ENSORLP00000022496	ENSTGUP00000011123
ENSORLP00000013545	ENSTGUP00000000857
ENSORLP00000015094	ENSTGUP00000002787
ENSORLP00000003712	ENSTGUP00000006184
ENSORLP00000022992	ENSTGUP00000009635
ENSORLP00000008078	ENSTGUP00000007433
ENSORLP00000022798	ENSTGUP00000002626
ENSORLP00000021883	ENSTGUP00000012581
ENSORLP00000021887	ENSTGUP00000012581
ENSORLP00000020667	ENSTGUP00000012581
ENSORLP00000024397	ENSTGUP00000003890
ENSORLP00000011693	ENSTGUP00000010355
ENSORLP00000006433	ENSTGUP00000007080
ENSORLP00000020891	ENSTGUP00000017594
ENSORLP00000017844	ENSTGUP00000017594
ENSORLP00000020792	ENSTGUP00000011185
ENSORLP00000018249	ENSTGUP00000017627
ENSORLP00000011987	ENSTGUP00000017627
ENSORLP00000004757	ENSTGUP00000002596
ENSORLP00000021147	ENSTGUP00000007146
ENSORLP00000004536	ENSTGUP00000005987
ENSORLP00000001427	ENSTGUP00000005059
ENSORLP00000016290	ENSTGUP00000013598
ENSORLP00000011923	ENSTGUP00000001653
ENSORLP00000016328	ENSTGUP00000015212
ENSORLP00000011763	ENSTGUP00000006383
ENSORLP00000008641	ENSTGUP00000011853
ENSORLP00000023015	ENSTGUP00000005008
ENSORLP00000012761	ENSTGUP00000013146
ENSORLP00000006924	ENSTGUP00000002179
ENSORLP00000001216	ENSTGUP00000001338
ENSORLP00000024368	ENSTGUP00000001471
ENSORLP00000005038	ENSTGUP00000010819
ENSORLP00000022433	ENSTGUP00000013926
ENSORLP00000023461	ENSTGUP00000004938
ENSORLP00000007224	ENSTGUP00000004752
ENSORLP00000009723	ENSTGUP00000009865
ENSORLP00000003395	ENSTGUP00000011011
ENSORLP00000020854	ENSTGUP00000012496
ENSORLP00000006252	ENSTGUP00000002985
ENSORLP00000004857	ENSTGUP00000011324
ENSORLP00000008802	ENSTGUP00000015528
ENSORLP00000013234	ENSTGUP00000017572
ENSORLP00000002045	ENSTGUP00000012551
ENSORLP00000015147	ENSTGUP00000010431
ENSORLP00000024165	ENSTGUP00000007411
ENSORLP00000015412	ENSTGUP00000012209
ENSORLP00000019071	ENSTGUP00000008632
ENSORLP00000000340	ENSTGUP00000017779
ENSORLP00000020873	ENSTGUP00000008589
ENSORLP00000005160	ENSTGUP00000008589
ENSORLP00000003373	ENSTGUP00000010892
ENSORLP00000013722	ENSTGUP00000010892
ENSORLP00000023777	ENSTGUP00000001406
ENSORLP00000005352	ENSTGUP00000013848
ENSORLP00000014117	ENSTGUP00000000385
ENSORLP00000008514	ENSTGUP00000004654
ENSORLP00000001610	ENSTGUP00000005161
ENSORLP00000012225	ENSTGUP00000001744
ENSORLP00000013038	ENSTGUP00000010194
ENSORLP00000002613	ENSTGUP00000006115
ENSORLP00000016447	ENSTGUP00000006266
ENSORLP00000014289	ENSTGUP00000007957
ENSORLP00000021470	ENSTGUP00000008107
ENSORLP00000020357	ENSTGUP00000007976
ENSORLP00000019914	ENSTGUP00000001422
ENSORLP00000020352	ENSTGUP00000007977
ENSORLP00000000856	ENSTGUP00000009077
ENSORLP00000011104	ENSTGUP00000011910
ENSORLP00000013868	ENSTGUP00000000989
ENSORLP00000003174	ENSTGUP00000013558
ENSORLP00000007378	ENSTGUP00000001762
ENSORLP00000020999	ENSTGUP00000007513
ENSORLP00000022301	ENSTGUP00000011358
ENSORLP00000005476	ENSTGUP00000000953
ENSORLP00000009173	ENSTGUP00000004060
ENSORLP00000015065	ENSTGUP00000005126
ENSORLP00000011617	ENSTGUP00000006875
ENSORLP00000011808	ENSTGUP00000010638
ENSORLP00000021279	ENSTGUP00000002212
ENSORLP00000001758	ENSTGUP00000010538
ENSORLP00000001233	ENSTGUP00000010538
ENSORLP00000022038	ENSTGUP00000006919
ENSORLP00000016107	ENSTGUP00000003784
ENSORLP00000023236	ENSTGUP00000006634
ENSORLP00000011772	ENSTGUP00000008693
ENSORLP00000022361	ENSTGUP00000013917
ENSORLP00000020232	ENSTGUP00000005316
ENSORLP00000021461	ENSTGUP00000008937
ENSORLP00000021155	ENSTGUP00000010851
ENSORLP00000001583	ENSTGUP00000010851
ENSORLP00000006939	ENSTGUP00000015597
ENSORLP00000008136	ENSTGUP00000008984
ENSORLP00000000969	ENSTGUP00000008466
ENSORLP00000005195	ENSTGUP00000004168
ENSORLP00000011506	ENSTGUP00000013482
ENSORLP00000019605	ENSTGUP00000004194
ENSORLP00000018367	ENSTGUP00000001588
ENSORLP00000007233	ENSTGUP00000012128
ENSORLP00000009734	ENSTGUP00000012279
ENSORLP00000019924	ENSTGUP00000005516
ENSORLP00000022355	ENSTGUP00000012955
ENSORLP00000000392	ENSTGUP00000007934
ENSORLP00000003060	ENSTGUP00000007934
ENSORLP00000010183	ENSTGUP00000011087
ENSORLP00000011559	ENSTGUP00000011236
ENSORLP00000002483	ENSTGUP00000010040
ENSORLP00000012244	ENSTGUP00000002015
ENSORLP00000001134	ENSTGUP00000003451
ENSORLP00000000586	ENSTGUP00000012029
ENSORLP00000017990	ENSTGUP00000002732
ENSORLP00000005108	ENSTGUP00000002732
ENSORLP00000008274	ENSTGUP00000008903
ENSORLP00000004362	ENSTGUP00000008903
ENSORLP00000000321	ENSTGUP00000010999
ENSORLP00000006778	ENSTGUP00000000029
ENSORLP00000019292	ENSTGUP00000009164
ENSORLP00000015471	ENSTGUP00000005120
ENSORLP00000012283	ENSTGUP00000005120
ENSORLP00000015248	ENSTGUP00000010586
ENSORLP00000025663	ENSTGUP00000002755
ENSORLP00000006034	ENSTGUP00000016045
ENSORLP00000007427	ENSTGUP00000004872
ENSORLP00000020350	ENSTGUP00000007984
ENSORLP00000002326	ENSTGUP00000002691
ENSORLP00000013414	ENSTGUP00000007349
ENSORLP00000015064	ENSTGUP00000012415
ENSORLP00000005965	ENSTGUP00000000667
ENSORLP00000021050	ENSTGUP00000000612
ENSORLP00000007238	ENSTGUP00000000470
ENSORLP00000012223	ENSTGUP00000004318
ENSORLP00000005718	ENSTGUP00000008823
ENSORLP00000006732	ENSTGUP00000011436
ENSORLP00000008083	ENSTGUP00000010862
ENSORLP00000008344	ENSTGUP00000000437
ENSORLP00000022122	ENSTGUP00000012433
ENSORLP00000015067	ENSTGUP00000002762
ENSORLP00000006841	ENSTGUP00000000018
ENSORLP00000006505	ENSTGUP00000008952
ENSORLP00000008924	ENSTGUP00000008952
ENSORLP00000006095	ENSTGUP00000009718
ENSORLP00000013174	ENSTGUP00000010608
ENSORLP00000005746	ENSTGUP00000008661
ENSORLP00000010721	ENSTGUP00000009593
ENSORLP00000014578	ENSTGUP00000009593
ENSORLP00000017304	ENSTGUP00000003033
ENSORLP00000009425	ENSTGUP00000003033
ENSORLP00000024319	ENSTGUP00000006938
ENSORLP00000023671	ENSTGUP00000009438
ENSORLP00000015211	ENSTGUP00000007659
ENSORLP00000019398	ENSTGUP00000009280
ENSORLP00000025676	ENSTGUP00000009382
ENSORLP00000008779	ENSTGUP00000009523
ENSORLP00000016372	ENSTGUP00000005116
ENSORLP00000012147	ENSTGUP00000004179
ENSORLP00000023037	ENSTGUP00000002204
ENSORLP00000011094	ENSTGUP00000010794
ENSORLP00000000982	ENSTGUP00000016172
ENSORLP00000015440	ENSTGUP00000007785
ENSORLP00000010365	ENSTGUP00000001340
ENSORLP00000008926	ENSTGUP00000001340
ENSORLP00000008781	ENSTGUP00000001365
ENSORLP00000010456	ENSTGUP00000001365
ENSORLP00000012791	ENSTGUP00000012334
ENSORLP00000003723	ENSTGUP00000005167
ENSORLP00000024292	ENSTGUP00000011601
ENSORLP00000020354	ENSTGUP00000011601
ENSORLP00000021336	ENSTGUP00000012165
ENSORLP00000007366	ENSTGUP00000007342
ENSORLP00000019150	ENSTGUP00000008207
ENSORLP00000022231	ENSTGUP00000004267
ENSORLP00000015903	ENSTGUP00000004267
ENSORLP00000000940	ENSTGUP00000016228
ENSORLP00000014049	ENSTGUP00000011191
ENSORLP00000004843	ENSTGUP00000011191
ENSORLP00000004830	ENSTGUP00000004198
ENSORLP00000018247	ENSTGUP00000017674
ENSORLP00000010258	ENSTGUP00000011796
ENSORLP00000021062	ENSTGUP00000006736
ENSORLP00000014114	ENSTGUP00000011793
ENSORLP00000014951	ENSTGUP00000008194
ENSORLP00000003416	ENSTGUP00000011332
ENSORLP00000020203	ENSTGUP00000014036
ENSORLP00000020171	ENSTGUP00000001709
ENSORLP00000008093	ENSTGUP00000001709
ENSORLP00000001536	ENSTGUP00000008743
ENSORLP00000018059	ENSTGUP00000010927
ENSORLP00000019553	ENSTGUP00000007869
ENSORLP00000017528	ENSTGUP00000007869
ENSORLP00000007206	ENSTGUP00000003849
ENSORLP00000007341	ENSTGUP00000006031
ENSORLP00000020904	ENSTGUP00000013493
ENSORLP00000025607	ENSTGUP00000002631
ENSORLP00000004167	ENSTGUP00000003454
ENSORLP00000025091	ENSTGUP00000013083
ENSORLP00000025244	ENSTGUP00000006650
ENSORLP00000013954	ENSTGUP00000006550
ENSORLP00000024533	ENSTGUP00000007462
ENSORLP00000012904	ENSTGUP00000001742
ENSORLP00000020740	ENSTGUP00000001742
ENSORLP00000000201	ENSTGUP00000010751
ENSORLP00000002633	ENSTGUP00000016570
ENSORLP00000004575	ENSTGUP00000016570
ENSORLP00000001027	ENSTGUP00000000693
ENSORLP00000024169	ENSTGUP00000008563
