ENSTNIP00000004863	ENSMODP00000016222
ENSTNIP00000002393	ENSMODP00000022677
ENSTNIP00000013408	ENSMODP00000000573
ENSTNIP00000015062	ENSMODP00000026042
ENSTNIP00000010992	ENSMODP00000002568
ENSTNIP00000002713	ENSMODP00000030466
ENSTNIP00000006669	ENSMODP00000028496
ENSTNIP00000020843	ENSMODP00000040249
ENSTNIP00000022474	ENSMODP00000018323
ENSTNIP00000006067	ENSMODP00000011583
ENSTNIP00000014513	ENSMODP00000022584
ENSTNIP00000017242	ENSMODP00000031583
ENSTNIP00000005424	ENSMODP00000012587
ENSTNIP00000019503	ENSMODP00000022830
ENSTNIP00000020777	ENSMODP00000010747
ENSTNIP00000010867	ENSMODP00000022570
ENSTNIP00000016923	ENSMODP00000005573
ENSTNIP00000007240	ENSMODP00000022320
ENSTNIP00000008450	ENSMODP00000012905
ENSTNIP00000006442	ENSMODP00000020538
ENSTNIP00000006604	ENSMODP00000023494
ENSTNIP00000012315	ENSMODP00000007206
ENSTNIP00000016892	ENSMODP00000007658
ENSTNIP00000011170	ENSMODP00000019917
ENSTNIP00000020513	ENSMODP00000014818
ENSTNIP00000001464	ENSMODP00000001348
ENSTNIP00000014602	ENSMODP00000017716
ENSTNIP00000008968	ENSMODP00000017716
ENSTNIP00000010201	ENSMODP00000005415
ENSTNIP00000018612	ENSMODP00000018843
ENSTNIP00000020093	ENSMODP00000013520
ENSTNIP00000010191	ENSMODP00000021426
ENSTNIP00000010847	ENSMODP00000022621
ENSTNIP00000018315	ENSMODP00000014282
ENSTNIP00000003156	ENSMODP00000009234
ENSTNIP00000016743	ENSMODP00000009234
ENSTNIP00000018867	ENSMODP00000018720
ENSTNIP00000014315	ENSMODP00000033769
ENSTNIP00000014400	ENSMODP00000015346
ENSTNIP00000008244	ENSMODP00000039908
ENSTNIP00000015983	ENSMODP00000006931
ENSTNIP00000012827	ENSMODP00000023180
ENSTNIP00000019366	ENSMODP00000023180
ENSTNIP00000009911	ENSMODP00000001342
ENSTNIP00000012114	ENSMODP00000032390
ENSTNIP00000018732	ENSMODP00000006350
ENSTNIP00000011940	ENSMODP00000000396
ENSTNIP00000002504	ENSMODP00000009711
ENSTNIP00000015535	ENSMODP00000004776
ENSTNIP00000010163	ENSMODP00000004776
ENSTNIP00000013742	ENSMODP00000028686
ENSTNIP00000019596	ENSMODP00000006606
ENSTNIP00000018105	ENSMODP00000005294
ENSTNIP00000017590	ENSMODP00000005294
ENSTNIP00000002204	ENSMODP00000013045
ENSTNIP00000005277	ENSMODP00000006501
ENSTNIP00000009544	ENSMODP00000039132
ENSTNIP00000022170	ENSMODP00000039132
ENSTNIP00000003642	ENSMODP00000022162
ENSTNIP00000005626	ENSMODP00000034639
ENSTNIP00000022218	ENSMODP00000021111
ENSTNIP00000012858	ENSMODP00000021111
ENSTNIP00000007519	ENSMODP00000026057
ENSTNIP00000020693	ENSMODP00000021299
ENSTNIP00000016710	ENSMODP00000011450
ENSTNIP00000021717	ENSMODP00000011450
ENSTNIP00000016161	ENSMODP00000005514
ENSTNIP00000010388	ENSMODP00000022967
ENSTNIP00000000465	ENSMODP00000022967
ENSTNIP00000012497	ENSMODP00000014162
ENSTNIP00000003113	ENSMODP00000004930
ENSTNIP00000010852	ENSMODP00000022648
ENSTNIP00000013070	ENSMODP00000007656
ENSTNIP00000022085	ENSMODP00000012236
ENSTNIP00000022519	ENSMODP00000023567
ENSTNIP00000002325	ENSMODP00000011739
ENSTNIP00000018756	ENSMODP00000009725
ENSTNIP00000014550	ENSMODP00000011444
ENSTNIP00000021295	ENSMODP00000000791
ENSTNIP00000008975	ENSMODP00000007665
ENSTNIP00000001988	ENSMODP00000016797
ENSTNIP00000000011	ENSMODP00000013686
ENSTNIP00000003546	ENSMODP00000016776
ENSTNIP00000014788	ENSMODP00000018496
ENSTNIP00000013100	ENSMODP00000006345
ENSTNIP00000013020	ENSMODP00000016596
ENSTNIP00000018093	ENSMODP00000041145
ENSTNIP00000014063	ENSMODP00000039008
ENSTNIP00000009500	ENSMODP00000012361
ENSTNIP00000004455	ENSMODP00000012361
ENSTNIP00000013126	ENSMODP00000019624
ENSTNIP00000002187	ENSMODP00000019624
ENSTNIP00000018941	ENSMODP00000029521
ENSTNIP00000010541	ENSMODP00000028518
ENSTNIP00000017023	ENSMODP00000019885
ENSTNIP00000007293	ENSMODP00000019885
ENSTNIP00000004821	ENSMODP00000009492
ENSTNIP00000021472	ENSMODP00000009492
ENSTNIP00000018308	ENSMODP00000037713
ENSTNIP00000011090	ENSMODP00000008297
ENSTNIP00000020499	ENSMODP00000041050
ENSTNIP00000002946	ENSMODP00000015319
ENSTNIP00000006886	ENSMODP00000016412
ENSTNIP00000015430	ENSMODP00000020476
ENSTNIP00000010754	ENSMODP00000007520
ENSTNIP00000015987	ENSMODP00000007520
ENSTNIP00000015356	ENSMODP00000016920
ENSTNIP00000009640	ENSMODP00000010465
ENSTNIP00000003072	ENSMODP00000037611
ENSTNIP00000017097	ENSMODP00000027434
ENSTNIP00000013340	ENSMODP00000027434
ENSTNIP00000012938	ENSMODP00000009371
ENSTNIP00000005628	ENSMODP00000009371
ENSTNIP00000018316	ENSMODP00000023057
ENSTNIP00000019324	ENSMODP00000024083
ENSTNIP00000016172	ENSMODP00000000697
ENSTNIP00000005073	ENSMODP00000003756
ENSTNIP00000020547	ENSMODP00000007149
ENSTNIP00000019446	ENSMODP00000007149
ENSTNIP00000018776	ENSMODP00000022846
ENSTNIP00000022337	ENSMODP00000029205
ENSTNIP00000003927	ENSMODP00000032819
ENSTNIP00000005249	ENSMODP00000025861
ENSTNIP00000010563	ENSMODP00000026080
ENSTNIP00000020242	ENSMODP00000002644
ENSTNIP00000005814	ENSMODP00000023968
ENSTNIP00000012774	ENSMODP00000023159
ENSTNIP00000022570	ENSMODP00000023159
ENSTNIP00000022077	ENSMODP00000012617
ENSTNIP00000005578	ENSMODP00000004167
ENSTNIP00000018533	ENSMODP00000008127
ENSTNIP00000017093	ENSMODP00000021102
ENSTNIP00000022777	ENSMODP00000022295
ENSTNIP00000017468	ENSMODP00000009523
ENSTNIP00000018563	ENSMODP00000007529
ENSTNIP00000019844	ENSMODP00000006828
ENSTNIP00000016523	ENSMODP00000021481
ENSTNIP00000013546	ENSMODP00000000973
ENSTNIP00000018391	ENSMODP00000000973
ENSTNIP00000019774	ENSMODP00000009022
ENSTNIP00000006873	ENSMODP00000024816
ENSTNIP00000007914	ENSMODP00000026685
ENSTNIP00000010744	ENSMODP00000024160
ENSTNIP00000015714	ENSMODP00000024160
ENSTNIP00000013321	ENSMODP00000019294
ENSTNIP00000017267	ENSMODP00000003329
ENSTNIP00000006436	ENSMODP00000015764
ENSTNIP00000008774	ENSMODP00000016827
ENSTNIP00000019170	ENSMODP00000018754
ENSTNIP00000018077	ENSMODP00000016996
ENSTNIP00000005871	ENSMODP00000018312
ENSTNIP00000015257	ENSMODP00000008873
ENSTNIP00000019008	ENSMODP00000004395
ENSTNIP00000016281	ENSMODP00000019727
ENSTNIP00000009848	ENSMODP00000020529
ENSTNIP00000018805	ENSMODP00000009731
ENSTNIP00000014704	ENSMODP00000019213
ENSTNIP00000012061	ENSMODP00000021938
ENSTNIP00000006738	ENSMODP00000020250
ENSTNIP00000011044	ENSMODP00000006799
ENSTNIP00000007277	ENSMODP00000006799
ENSTNIP00000002864	ENSMODP00000023145
ENSTNIP00000022973	ENSMODP00000023145
ENSTNIP00000001734	ENSMODP00000022854
ENSTNIP00000008404	ENSMODP00000012554
ENSTNIP00000000097	ENSMODP00000024290
ENSTNIP00000006183	ENSMODP00000009668
ENSTNIP00000019956	ENSMODP00000037418
ENSTNIP00000006137	ENSMODP00000005706
ENSTNIP00000001639	ENSMODP00000020931
ENSTNIP00000007451	ENSMODP00000032325
ENSTNIP00000020608	ENSMODP00000032325
ENSTNIP00000018919	ENSMODP00000013118
ENSTNIP00000019035	ENSMODP00000023956
ENSTNIP00000017231	ENSMODP00000026659
ENSTNIP00000018943	ENSMODP00000015702
ENSTNIP00000011965	ENSMODP00000015702
ENSTNIP00000006212	ENSMODP00000018616
ENSTNIP00000022697	ENSMODP00000018616
ENSTNIP00000005896	ENSMODP00000017313
ENSTNIP00000022244	ENSMODP00000009360
ENSTNIP00000017121	ENSMODP00000009360
ENSTNIP00000007245	ENSMODP00000002937
ENSTNIP00000021783	ENSMODP00000022964
ENSTNIP00000016209	ENSMODP00000026023
ENSTNIP00000019240	ENSMODP00000041213
ENSTNIP00000001191	ENSMODP00000002256
ENSTNIP00000006301	ENSMODP00000032861
ENSTNIP00000002293	ENSMODP00000000186
ENSTNIP00000018562	ENSMODP00000001131
ENSTNIP00000002879	ENSMODP00000008312
ENSTNIP00000015641	ENSMODP00000002898
ENSTNIP00000013128	ENSMODP00000002609
ENSTNIP00000011985	ENSMODP00000003624
ENSTNIP00000010943	ENSMODP00000022451
ENSTNIP00000018089	ENSMODP00000016383
ENSTNIP00000023115	ENSMODP00000014104
ENSTNIP00000009023	ENSMODP00000036781
ENSTNIP00000022027	ENSMODP00000011965
ENSTNIP00000014215	ENSMODP00000002597
ENSTNIP00000006162	ENSMODP00000002597
ENSTNIP00000017232	ENSMODP00000025440
ENSTNIP00000007837	ENSMODP00000022264
ENSTNIP00000008499	ENSMODP00000036209
ENSTNIP00000013021	ENSMODP00000013319
ENSTNIP00000019618	ENSMODP00000014638
ENSTNIP00000018416	ENSMODP00000017946
ENSTNIP00000003078	ENSMODP00000017800
ENSTNIP00000003192	ENSMODP00000025750
ENSTNIP00000009158	ENSMODP00000000418
ENSTNIP00000014266	ENSMODP00000023657
ENSTNIP00000015002	ENSMODP00000003236
ENSTNIP00000008315	ENSMODP00000006339
ENSTNIP00000015692	ENSMODP00000010824
ENSTNIP00000018853	ENSMODP00000017894
ENSTNIP00000000406	ENSMODP00000009961
ENSTNIP00000014734	ENSMODP00000009961
ENSTNIP00000020405	ENSMODP00000017678
ENSTNIP00000020034	ENSMODP00000017481
ENSTNIP00000015962	ENSMODP00000021054
ENSTNIP00000006804	ENSMODP00000030235
ENSTNIP00000009331	ENSMODP00000002004
ENSTNIP00000014547	ENSMODP00000002004
ENSTNIP00000002033	ENSMODP00000035395
ENSTNIP00000012429	ENSMODP00000011557
ENSTNIP00000001312	ENSMODP00000030221
ENSTNIP00000012548	ENSMODP00000032196
ENSTNIP00000008652	ENSMODP00000021356
ENSTNIP00000019776	ENSMODP00000024127
ENSTNIP00000006415	ENSMODP00000024127
ENSTNIP00000021497	ENSMODP00000033908
ENSTNIP00000020704	ENSMODP00000033908
ENSTNIP00000021496	ENSMODP00000021350
ENSTNIP00000020703	ENSMODP00000021350
ENSTNIP00000010346	ENSMODP00000037078
ENSTNIP00000021367	ENSMODP00000017312
ENSTNIP00000014454	ENSMODP00000037951
ENSTNIP00000000985	ENSMODP00000009275
ENSTNIP00000009802	ENSMODP00000022752
ENSTNIP00000006874	ENSMODP00000024819
ENSTNIP00000015474	ENSMODP00000012203
ENSTNIP00000009875	ENSMODP00000000907
ENSTNIP00000020036	ENSMODP00000017492
ENSTNIP00000012134	ENSMODP00000017492
ENSTNIP00000017355	ENSMODP00000009700
ENSTNIP00000015974	ENSMODP00000003515
ENSTNIP00000015129	ENSMODP00000024280
ENSTNIP00000007468	ENSMODP00000002800
ENSTNIP00000020643	ENSMODP00000000114
ENSTNIP00000002256	ENSMODP00000000114
ENSTNIP00000017480	ENSMODP00000015872
ENSTNIP00000018770	ENSMODP00000036012
ENSTNIP00000017481	ENSMODP00000036012
ENSTNIP00000020246	ENSMODP00000012021
ENSTNIP00000020828	ENSMODP00000001370
ENSTNIP00000020593	ENSMODP00000000741
ENSTNIP00000015855	ENSMODP00000010072
ENSTNIP00000013468	ENSMODP00000012052
ENSTNIP00000016745	ENSMODP00000009159
ENSTNIP00000019131	ENSMODP00000034350
ENSTNIP00000008792	ENSMODP00000014850
ENSTNIP00000017724	ENSMODP00000014850
ENSTNIP00000011805	ENSMODP00000027603
ENSTNIP00000009562	ENSMODP00000038176
ENSTNIP00000018930	ENSMODP00000010203
ENSTNIP00000021636	ENSMODP00000017470
ENSTNIP00000002103	ENSMODP00000021535
ENSTNIP00000009468	ENSMODP00000013260
ENSTNIP00000009311	ENSMODP00000013260
ENSTNIP00000010742	ENSMODP00000033015
ENSTNIP00000015722	ENSMODP00000033015
ENSTNIP00000017984	ENSMODP00000012275
ENSTNIP00000013260	ENSMODP00000019009
ENSTNIP00000021223	ENSMODP00000005715
ENSTNIP00000006946	ENSMODP00000002463
ENSTNIP00000018192	ENSMODP00000002463
ENSTNIP00000021666	ENSMODP00000021710
ENSTNIP00000015467	ENSMODP00000012392
ENSTNIP00000022722	ENSMODP00000023367
ENSTNIP00000002466	ENSMODP00000023367
ENSTNIP00000010429	ENSMODP00000031085
ENSTNIP00000015663	ENSMODP00000036939
ENSTNIP00000015429	ENSMODP00000020479
ENSTNIP00000014697	ENSMODP00000016595
ENSTNIP00000018005	ENSMODP00000001638
ENSTNIP00000010111	ENSMODP00000001638
ENSTNIP00000007687	ENSMODP00000017712
ENSTNIP00000011681	ENSMODP00000005879
ENSTNIP00000022290	ENSMODP00000022055
ENSTNIP00000019465	ENSMODP00000022055
ENSTNIP00000001694	ENSMODP00000006593
ENSTNIP00000020428	ENSMODP00000001554
ENSTNIP00000000832	ENSMODP00000031019
ENSTNIP00000014762	ENSMODP00000031019
ENSTNIP00000012932	ENSMODP00000015259
ENSTNIP00000013466	ENSMODP00000005650
ENSTNIP00000018817	ENSMODP00000005650
ENSTNIP00000013733	ENSMODP00000003290
ENSTNIP00000008162	ENSMODP00000006023
ENSTNIP00000007241	ENSMODP00000011933
ENSTNIP00000019757	ENSMODP00000019199
ENSTNIP00000007393	ENSMODP00000019199
ENSTNIP00000020475	ENSMODP00000005932
ENSTNIP00000014844	ENSMODP00000010233
ENSTNIP00000020138	ENSMODP00000010233
ENSTNIP00000009773	ENSMODP00000002434
ENSTNIP00000020245	ENSMODP00000011834
ENSTNIP00000009624	ENSMODP00000014223
ENSTNIP00000015413	ENSMODP00000014223
ENSTNIP00000002113	ENSMODP00000020783
ENSTNIP00000004960	ENSMODP00000000793
ENSTNIP00000021556	ENSMODP00000000793
ENSTNIP00000010527	ENSMODP00000034936
ENSTNIP00000018300	ENSMODP00000034936
ENSTNIP00000013518	ENSMODP00000033076
ENSTNIP00000019694	ENSMODP00000008112
ENSTNIP00000019656	ENSMODP00000015125
ENSTNIP00000020367	ENSMODP00000019371
ENSTNIP00000016455	ENSMODP00000024524
ENSTNIP00000002882	ENSMODP00000017789
ENSTNIP00000013054	ENSMODP00000008135
ENSTNIP00000014140	ENSMODP00000003932
ENSTNIP00000014023	ENSMODP00000003932
ENSTNIP00000012893	ENSMODP00000018051
ENSTNIP00000002810	ENSMODP00000018051
ENSTNIP00000007442	ENSMODP00000012026
ENSTNIP00000004513	ENSMODP00000009589
ENSTNIP00000013404	ENSMODP00000000639
ENSTNIP00000004977	ENSMODP00000020038
ENSTNIP00000017079	ENSMODP00000020038
ENSTNIP00000005519	ENSMODP00000008498
ENSTNIP00000016935	ENSMODP00000023369
ENSTNIP00000003253	ENSMODP00000001142
ENSTNIP00000016143	ENSMODP00000001142
ENSTNIP00000009323	ENSMODP00000024847
ENSTNIP00000013916	ENSMODP00000036121
ENSTNIP00000014949	ENSMODP00000021480
ENSTNIP00000013037	ENSMODP00000021948
ENSTNIP00000007753	ENSMODP00000013556
ENSTNIP00000022867	ENSMODP00000011601
ENSTNIP00000015018	ENSMODP00000008649
ENSTNIP00000009747	ENSMODP00000002901
ENSTNIP00000012918	ENSMODP00000040987
ENSTNIP00000020498	ENSMODP00000015350
ENSTNIP00000011796	ENSMODP00000017278
ENSTNIP00000005991	ENSMODP00000024179
ENSTNIP00000012895	ENSMODP00000012033
ENSTNIP00000020488	ENSMODP00000010668
ENSTNIP00000009141	ENSMODP00000037792
ENSTNIP00000005704	ENSMODP00000014851
ENSTNIP00000008503	ENSMODP00000013914
ENSTNIP00000019816	ENSMODP00000014568
ENSTNIP00000022498	ENSMODP00000021861
ENSTNIP00000005085	ENSMODP00000011775
ENSTNIP00000008585	ENSMODP00000012321
ENSTNIP00000022529	ENSMODP00000016525
ENSTNIP00000019687	ENSMODP00000007256
ENSTNIP00000010342	ENSMODP00000025968
ENSTNIP00000016179	ENSMODP00000005053
ENSTNIP00000022431	ENSMODP00000015918
ENSTNIP00000000244	ENSMODP00000015918
ENSTNIP00000018510	ENSMODP00000025296
ENSTNIP00000016573	ENSMODP00000025296
ENSTNIP00000021188	ENSMODP00000025770
ENSTNIP00000019182	ENSMODP00000032051
ENSTNIP00000013891	ENSMODP00000038746
ENSTNIP00000020577	ENSMODP00000038746
ENSTNIP00000019903	ENSMODP00000012241
ENSTNIP00000012953	ENSMODP00000012241
ENSTNIP00000020834	ENSMODP00000007051
ENSTNIP00000013820	ENSMODP00000003396
ENSTNIP00000013042	ENSMODP00000008522
ENSTNIP00000019726	ENSMODP00000010853
ENSTNIP00000006293	ENSMODP00000001168
ENSTNIP00000009038	ENSMODP00000010709
ENSTNIP00000010287	ENSMODP00000021339
ENSTNIP00000005145	ENSMODP00000009804
ENSTNIP00000019762	ENSMODP00000010471
ENSTNIP00000020202	ENSMODP00000012645
ENSTNIP00000010090	ENSMODP00000002458
ENSTNIP00000019003	ENSMODP00000012792
ENSTNIP00000014802	ENSMODP00000013213
ENSTNIP00000019642	ENSMODP00000013213
ENSTNIP00000020679	ENSMODP00000013290
ENSTNIP00000007321	ENSMODP00000007874
ENSTNIP00000021005	ENSMODP00000015503
ENSTNIP00000011489	ENSMODP00000024151
ENSTNIP00000021769	ENSMODP00000019296
ENSTNIP00000018777	ENSMODP00000022843
ENSTNIP00000023114	ENSMODP00000024545
ENSTNIP00000005022	ENSMODP00000029367
ENSTNIP00000019413	ENSMODP00000021821
ENSTNIP00000010146	ENSMODP00000001476
ENSTNIP00000006387	ENSMODP00000020148
ENSTNIP00000019575	ENSMODP00000019081
ENSTNIP00000021216	ENSMODP00000013546
ENSTNIP00000013592	ENSMODP00000001460
ENSTNIP00000012198	ENSMODP00000039626
ENSTNIP00000016703	ENSMODP00000039626
ENSTNIP00000016064	ENSMODP00000006532
ENSTNIP00000017273	ENSMODP00000017485
ENSTNIP00000017014	ENSMODP00000029366
ENSTNIP00000007987	ENSMODP00000007263
ENSTNIP00000012033	ENSMODP00000007263
ENSTNIP00000015710	ENSMODP00000016985
ENSTNIP00000011792	ENSMODP00000009505
ENSTNIP00000008937	ENSMODP00000010355
ENSTNIP00000007961	ENSMODP00000005548
ENSTNIP00000019459	ENSMODP00000007903
ENSTNIP00000016875	ENSMODP00000001707
ENSTNIP00000011468	ENSMODP00000023656
ENSTNIP00000018490	ENSMODP00000037403
ENSTNIP00000010085	ENSMODP00000016164
ENSTNIP00000004192	ENSMODP00000012428
ENSTNIP00000010128	ENSMODP00000012428
ENSTNIP00000015533	ENSMODP00000004592
ENSTNIP00000010165	ENSMODP00000004592
ENSTNIP00000004417	ENSMODP00000010683
ENSTNIP00000022536	ENSMODP00000016395
ENSTNIP00000019933	ENSMODP00000010551
ENSTNIP00000019047	ENSMODP00000025526
ENSTNIP00000010884	ENSMODP00000023437
ENSTNIP00000017559	ENSMODP00000026281
ENSTNIP00000003538	ENSMODP00000022865
ENSTNIP00000001485	ENSMODP00000004472
ENSTNIP00000011257	ENSMODP00000034776
ENSTNIP00000001474	ENSMODP00000034776
ENSTNIP00000021749	ENSMODP00000007877
ENSTNIP00000021261	ENSMODP00000001874
ENSTNIP00000010671	ENSMODP00000001874
ENSTNIP00000018712	ENSMODP00000004145
ENSTNIP00000013098	ENSMODP00000032142
ENSTNIP00000021379	ENSMODP00000012820
ENSTNIP00000019175	ENSMODP00000009399
ENSTNIP00000015016	ENSMODP00000008447
ENSTNIP00000005434	ENSMODP00000025491
ENSTNIP00000012969	ENSMODP00000032606
ENSTNIP00000022098	ENSMODP00000007131
ENSTNIP00000012415	ENSMODP00000024419
ENSTNIP00000013298	ENSMODP00000024419
ENSTNIP00000009668	ENSMODP00000014693
ENSTNIP00000010290	ENSMODP00000021739
ENSTNIP00000008911	ENSMODP00000017672
ENSTNIP00000014852	ENSMODP00000015329
ENSTNIP00000020098	ENSMODP00000003002
ENSTNIP00000007891	ENSMODP00000032193
ENSTNIP00000018733	ENSMODP00000006393
ENSTNIP00000006468	ENSMODP00000020384
ENSTNIP00000001657	ENSMODP00000020384
ENSTNIP00000011344	ENSMODP00000012734
ENSTNIP00000007072	ENSMODP00000005128
ENSTNIP00000021726	ENSMODP00000005767
ENSTNIP00000016171	ENSMODP00000006840
ENSTNIP00000000502	ENSMODP00000005371
ENSTNIP00000019611	ENSMODP00000005371
ENSTNIP00000015248	ENSMODP00000022447
ENSTNIP00000012070	ENSMODP00000000668
ENSTNIP00000021595	ENSMODP00000000668
ENSTNIP00000012993	ENSMODP00000015486
ENSTNIP00000009871	ENSMODP00000020293
ENSTNIP00000019421	ENSMODP00000029415
ENSTNIP00000008246	ENSMODP00000012767
ENSTNIP00000014611	ENSMODP00000018547
ENSTNIP00000012059	ENSMODP00000018547
ENSTNIP00000014105	ENSMODP00000014501
ENSTNIP00000006590	ENSMODP00000031639
ENSTNIP00000009991	ENSMODP00000027788
ENSTNIP00000000477	ENSMODP00000026226
ENSTNIP00000000008	ENSMODP00000040033
ENSTNIP00000021107	ENSMODP00000007477
ENSTNIP00000005539	ENSMODP00000026658
ENSTNIP00000005300	ENSMODP00000036146
ENSTNIP00000010180	ENSMODP00000001449
ENSTNIP00000010087	ENSMODP00000016184
ENSTNIP00000021693	ENSMODP00000019790
ENSTNIP00000010164	ENSMODP00000034105
ENSTNIP00000007498	ENSMODP00000012328
ENSTNIP00000012253	ENSMODP00000008853
ENSTNIP00000007569	ENSMODP00000008853
ENSTNIP00000007138	ENSMODP00000013217
ENSTNIP00000012545	ENSMODP00000021631
ENSTNIP00000005125	ENSMODP00000024814
ENSTNIP00000010037	ENSMODP00000001518
ENSTNIP00000003286	ENSMODP00000010380
ENSTNIP00000009672	ENSMODP00000022951
ENSTNIP00000013865	ENSMODP00000022951
ENSTNIP00000016561	ENSMODP00000017408
ENSTNIP00000020210	ENSMODP00000005738
ENSTNIP00000019005	ENSMODP00000012762
ENSTNIP00000004796	ENSMODP00000021407
ENSTNIP00000016932	ENSMODP00000036739
ENSTNIP00000013734	ENSMODP00000035967
ENSTNIP00000019497	ENSMODP00000005747
ENSTNIP00000019067	ENSMODP00000023108
ENSTNIP00000003771	ENSMODP00000007998
ENSTNIP00000007420	ENSMODP00000012199
ENSTNIP00000010711	ENSMODP00000003082
ENSTNIP00000005941	ENSMODP00000022352
ENSTNIP00000006520	ENSMODP00000002252
ENSTNIP00000017665	ENSMODP00000002252
ENSTNIP00000000578	ENSMODP00000019437
ENSTNIP00000010552	ENSMODP00000026917
ENSTNIP00000019454	ENSMODP00000007329
ENSTNIP00000019453	ENSMODP00000007329
ENSTNIP00000020545	ENSMODP00000007329
ENSTNIP00000010480	ENSMODP00000008622
ENSTNIP00000017173	ENSMODP00000013794
ENSTNIP00000017269	ENSMODP00000007829
ENSTNIP00000018766	ENSMODP00000001808
ENSTNIP00000006509	ENSMODP00000018604
ENSTNIP00000021729	ENSMODP00000033497
ENSTNIP00000019962	ENSMODP00000038843
ENSTNIP00000012916	ENSMODP00000005674
ENSTNIP00000008041	ENSMODP00000005674
ENSTNIP00000007232	ENSMODP00000022245
ENSTNIP00000014664	ENSMODP00000018488
ENSTNIP00000019599	ENSMODP00000006974
ENSTNIP00000008612	ENSMODP00000023016
ENSTNIP00000009635	ENSMODP00000010564
ENSTNIP00000007230	ENSMODP00000022226
ENSTNIP00000014928	ENSMODP00000038847
ENSTNIP00000018491	ENSMODP00000003605
ENSTNIP00000021577	ENSMODP00000013693
ENSTNIP00000004479	ENSMODP00000025431
ENSTNIP00000019181	ENSMODP00000017701
ENSTNIP00000018202	ENSMODP00000010889
ENSTNIP00000022254	ENSMODP00000000487
ENSTNIP00000013252	ENSMODP00000024833
ENSTNIP00000016943	ENSMODP00000023363
ENSTNIP00000007603	ENSMODP00000006499
ENSTNIP00000017467	ENSMODP00000009689
ENSTNIP00000013331	ENSMODP00000009689
ENSTNIP00000016683	ENSMODP00000011634
ENSTNIP00000018938	ENSMODP00000029511
ENSTNIP00000015806	ENSMODP00000020716
ENSTNIP00000014799	ENSMODP00000008863
ENSTNIP00000015915	ENSMODP00000000849
ENSTNIP00000001931	ENSMODP00000005154
ENSTNIP00000013976	ENSMODP00000003980
ENSTNIP00000010252	ENSMODP00000009055
ENSTNIP00000001518	ENSMODP00000006750
ENSTNIP00000002692	ENSMODP00000031036
ENSTNIP00000012781	ENSMODP00000012246
ENSTNIP00000011509	ENSMODP00000014983
ENSTNIP00000017443	ENSMODP00000014983
ENSTNIP00000016841	ENSMODP00000006446
ENSTNIP00000002690	ENSMODP00000015285
ENSTNIP00000007278	ENSMODP00000006681
ENSTNIP00000014324	ENSMODP00000034265
ENSTNIP00000012054	ENSMODP00000009316
ENSTNIP00000018809	ENSMODP00000023716
ENSTNIP00000019878	ENSMODP00000023221
ENSTNIP00000010174	ENSMODP00000009526
ENSTNIP00000017673	ENSMODP00000002150
ENSTNIP00000015653	ENSMODP00000010302
ENSTNIP00000019108	ENSMODP00000010302
ENSTNIP00000009077	ENSMODP00000005405
ENSTNIP00000022042	ENSMODP00000019993
ENSTNIP00000003410	ENSMODP00000019993
ENSTNIP00000007112	ENSMODP00000019007
ENSTNIP00000015294	ENSMODP00000000853
ENSTNIP00000011353	ENSMODP00000000853
ENSTNIP00000016587	ENSMODP00000019581
ENSTNIP00000002999	ENSMODP00000037525
ENSTNIP00000021264	ENSMODP00000001680
ENSTNIP00000005842	ENSMODP00000010772
ENSTNIP00000008387	ENSMODP00000026473
ENSTNIP00000005555	ENSMODP00000017144
ENSTNIP00000020258	ENSMODP00000002551
ENSTNIP00000021558	ENSMODP00000013240
ENSTNIP00000020041	ENSMODP00000010047
ENSTNIP00000014352	ENSMODP00000025625
ENSTNIP00000010082	ENSMODP00000001202
ENSTNIP00000014351	ENSMODP00000025626
ENSTNIP00000001960	ENSMODP00000008362
ENSTNIP00000021976	ENSMODP00000008362
ENSTNIP00000015690	ENSMODP00000010954
ENSTNIP00000020111	ENSMODP00000032258
ENSTNIP00000015211	ENSMODP00000040103
