ENSP00000262384	ENSORLP00000017023
ENSP00000308750	ENSORLP00000001129
ENSP00000308750	ENSORLP00000018708
ENSP00000297565	ENSORLP00000003488
ENSP00000441801	ENSORLP00000013456
ENSP00000227524	ENSORLP00000005873
ENSP00000363313	ENSORLP00000024425
ENSP00000430432	ENSORLP00000022529
ENSP00000359128	ENSORLP00000010662
ENSP00000361110	ENSORLP00000012717
ENSP00000381823	ENSORLP00000001122
ENSP00000265175	ENSORLP00000013723
ENSP00000343405	ENSORLP00000013239
ENSP00000280551	ENSORLP00000005955
ENSP00000259605	ENSORLP00000017998
ENSP00000259605	ENSORLP00000004097
ENSP00000274811	ENSORLP00000009102
ENSP00000368824	ENSORLP00000010280
ENSP00000354609	ENSORLP00000018087
ENSP00000357232	ENSORLP00000019528
ENSP00000360217	ENSORLP00000015377
ENSP00000341564	ENSORLP00000025594
ENSP00000343877	ENSORLP00000002384
ENSP00000406197	ENSORLP00000020262
ENSP00000363414	ENSORLP00000024662
ENSP00000414378	ENSORLP00000012261
ENSP00000328777	ENSORLP00000004953
ENSP00000328777	ENSORLP00000016614
ENSP00000359489	ENSORLP00000011444
ENSP00000348793	ENSORLP00000015221
ENSP00000265343	ENSORLP00000001684
ENSP00000321537	ENSORLP00000016576
ENSP00000376333	ENSORLP00000023064
ENSP00000273666	ENSORLP00000025337
ENSP00000317743	ENSORLP00000007576
ENSP00000385616	ENSORLP00000013335
ENSP00000341280	ENSORLP00000016413
ENSP00000363458	ENSORLP00000021954
ENSP00000363458	ENSORLP00000017818
ENSP00000252891	ENSORLP00000011072
ENSP00000285599	ENSORLP00000008813
ENSP00000353655	ENSORLP00000014907
ENSP00000451575	ENSORLP00000022777
ENSP00000419199	ENSORLP00000021784
ENSP00000377840	ENSORLP00000003734
ENSP00000438949	ENSORLP00000008195
ENSP00000320025	ENSORLP00000013669
ENSP00000265997	ENSORLP00000000895
ENSP00000443985	ENSORLP00000020307
ENSP00000263791	ENSORLP00000021185
ENSP00000199389	ENSORLP00000004354
ENSP00000307235	ENSORLP00000022532
ENSP00000359575	ENSORLP00000002805
ENSP00000338207	ENSORLP00000001429
ENSP00000257818	ENSORLP00000005957
ENSP00000336606	ENSORLP00000011190
ENSP00000386520	ENSORLP00000003384
ENSP00000386520	ENSORLP00000002822
ENSP00000362441	ENSORLP00000007639
ENSP00000216268	ENSORLP00000014542
ENSP00000430241	ENSORLP00000008052
ENSP00000368190	ENSORLP00000008374
ENSP00000417038	ENSORLP00000006220
ENSP00000311713	ENSORLP00000014801
ENSP00000311713	ENSORLP00000012367
ENSP00000336655	ENSORLP00000003014
ENSP00000194530	ENSORLP00000005155
ENSP00000281456	ENSORLP00000024315
ENSP00000358888	ENSORLP00000013031
ENSP00000358888	ENSORLP00000007593
ENSP00000011473	ENSORLP00000016550
ENSP00000263233	ENSORLP00000018242
ENSP00000263233	ENSORLP00000024213
ENSP00000358297	ENSORLP00000012675
ENSP00000320176	ENSORLP00000019877
ENSP00000318085	ENSORLP00000009389
ENSP00000404854	ENSORLP00000004435
ENSP00000404854	ENSORLP00000006024
ENSP00000451712	ENSORLP00000012592
ENSP00000343635	ENSORLP00000019373
ENSP00000357341	ENSORLP00000007317
ENSP00000357341	ENSORLP00000021742
ENSP00000405424	ENSORLP00000004010
ENSP00000217320	ENSORLP00000018368
ENSP00000337838	ENSORLP00000002348
ENSP00000274721	ENSORLP00000025528
ENSP00000274721	ENSORLP00000008521
ENSP00000313423	ENSORLP00000022540
ENSP00000366243	ENSORLP00000013537
ENSP00000367655	ENSORLP00000009943
ENSP00000357048	ENSORLP00000003574
ENSP00000263918	ENSORLP00000015422
ENSP00000258080	ENSORLP00000019645
ENSP00000357980	ENSORLP00000018767
ENSP00000318986	ENSORLP00000006779
ENSP00000419740	ENSORLP00000010730
ENSP00000364145	ENSORLP00000024563
ENSP00000364145	ENSORLP00000020397
ENSP00000369100	ENSORLP00000011776
ENSP00000024061	ENSORLP00000024514
ENSP00000024061	ENSORLP00000010808
ENSP00000323847	ENSORLP00000007843
ENSP00000282026	ENSORLP00000023124
ENSP00000314036	ENSORLP00000013341
ENSP00000310551	ENSORLP00000016714
ENSP00000370395	ENSORLP00000003525
ENSP00000005340	ENSORLP00000008509
ENSP00000394352	ENSORLP00000025005
ENSP00000394352	ENSORLP00000006416
ENSP00000378328	ENSORLP00000017419
ENSP00000427130	ENSORLP00000004194
ENSP00000359982	ENSORLP00000009726
ENSP00000408005	ENSORLP00000013078
ENSP00000408005	ENSORLP00000014675
ENSP00000342143	ENSORLP00000022486
ENSP00000415106	ENSORLP00000008345
ENSP00000280098	ENSORLP00000025379
ENSP00000262746	ENSORLP00000013204
ENSP00000368646	ENSORLP00000008267
ENSP00000296464	ENSORLP00000019978
ENSP00000384144	ENSORLP00000024083
ENSP00000317396	ENSORLP00000019777
ENSP00000370299	ENSORLP00000020531
ENSP00000370299	ENSORLP00000000751
ENSP00000367950	ENSORLP00000001630
ENSP00000368637	ENSORLP00000003610
ENSP00000298472	ENSORLP00000002288
ENSP00000387549	ENSORLP00000021942
ENSP00000343899	ENSORLP00000011138
ENSP00000283309	ENSORLP00000013175
ENSP00000283309	ENSORLP00000005580
ENSP00000394794	ENSORLP00000007908
ENSP00000340874	ENSORLP00000012616
ENSP00000265165	ENSORLP00000008700
ENSP00000340347	ENSORLP00000001191
ENSP00000441640	ENSORLP00000020965
ENSP00000347716	ENSORLP00000011113
ENSP00000327214	ENSORLP00000000313
ENSP00000438547	ENSORLP00000007695
ENSP00000362285	ENSORLP00000014371
ENSP00000380081	ENSORLP00000017185
ENSP00000350078	ENSORLP00000014562
ENSP00000279873	ENSORLP00000005984
ENSP00000347602	ENSORLP00000012849
ENSP00000264183	ENSORLP00000015667
ENSP00000336591	ENSORLP00000009272
ENSP00000430684	ENSORLP00000003067
ENSP00000359424	ENSORLP00000016017
ENSP00000359424	ENSORLP00000011761
ENSP00000224356	ENSORLP00000018198
ENSP00000001146	ENSORLP00000004308
ENSP00000285949	ENSORLP00000002541
ENSP00000299163	ENSORLP00000008626
ENSP00000398410	ENSORLP00000006206
ENSP00000262811	ENSORLP00000009945
ENSP00000262811	ENSORLP00000006947
ENSP00000385727	ENSORLP00000003364
ENSP00000339992	ENSORLP00000020749
ENSP00000217026	ENSORLP00000014540
ENSP00000295759	ENSORLP00000020779
ENSP00000297988	ENSORLP00000011130
ENSP00000253754	ENSORLP00000023787
ENSP00000312634	ENSORLP00000014313
ENSP00000337180	ENSORLP00000003831
ENSP00000337180	ENSORLP00000015618
ENSP00000260970	ENSORLP00000021486
ENSP00000232978	ENSORLP00000011770
ENSP00000368005	ENSORLP00000001567
ENSP00000359233	ENSORLP00000004996
ENSP00000349396	ENSORLP00000021831
ENSP00000258428	ENSORLP00000015289
ENSP00000361310	ENSORLP00000008189
ENSP00000241436	ENSORLP00000011743
ENSP00000230323	ENSORLP00000019871
ENSP00000314129	ENSORLP00000017722
ENSP00000295600	ENSORLP00000016884
ENSP00000295600	ENSORLP00000003890
ENSP00000265440	ENSORLP00000013110
ENSP00000368237	ENSORLP00000001292
ENSP00000351155	ENSORLP00000011353
ENSP00000381844	ENSORLP00000002606
ENSP00000358060	ENSORLP00000013022
ENSP00000355308	ENSORLP00000013809
ENSP00000419503	ENSORLP00000015113
ENSP00000261875	ENSORLP00000008885
ENSP00000261875	ENSORLP00000000008
ENSP00000360195	ENSORLP00000013199
ENSP00000360195	ENSORLP00000013004
ENSP00000328923	ENSORLP00000010449
ENSP00000309087	ENSORLP00000001971
ENSP00000222032	ENSORLP00000016868
ENSP00000399709	ENSORLP00000007714
ENSP00000361281	ENSORLP00000003967
ENSP00000332413	ENSORLP00000021777
ENSP00000361473	ENSORLP00000010913
ENSP00000361473	ENSORLP00000004065
ENSP00000360431	ENSORLP00000006557
ENSP00000268129	ENSORLP00000002835
ENSP00000268129	ENSORLP00000001851
ENSP00000302657	ENSORLP00000003990
ENSP00000305926	ENSORLP00000009467
ENSP00000237289	ENSORLP00000006021
ENSP00000228740	ENSORLP00000025490
ENSP00000358894	ENSORLP00000016187
ENSP00000305449	ENSORLP00000001010
ENSP00000289013	ENSORLP00000016432
ENSP00000357453	ENSORLP00000022131
ENSP00000348959	ENSORLP00000010470
ENSP00000380034	ENSORLP00000021850
ENSP00000260526	ENSORLP00000024476
ENSP00000260526	ENSORLP00000006896
ENSP00000439601	ENSORLP00000019268
ENSP00000230085	ENSORLP00000016846
ENSP00000377059	ENSORLP00000015478
ENSP00000333640	ENSORLP00000007802
ENSP00000356870	ENSORLP00000020639
ENSP00000386845	ENSORLP00000013194
ENSP00000281523	ENSORLP00000020591
ENSP00000281523	ENSORLP00000015223
ENSP00000396843	ENSORLP00000003125
ENSP00000370340	ENSORLP00000006538
ENSP00000332513	ENSORLP00000016197
ENSP00000358853	ENSORLP00000020579
ENSP00000356170	ENSORLP00000015123
ENSP00000362151	ENSORLP00000019853
ENSP00000420736	ENSORLP00000003843
ENSP00000347883	ENSORLP00000008406
ENSP00000347883	ENSORLP00000001572
ENSP00000368698	ENSORLP00000011624
ENSP00000361664	ENSORLP00000024677
ENSP00000432869	ENSORLP00000000083
ENSP00000309640	ENSORLP00000009667
ENSP00000309096	ENSORLP00000009993
ENSP00000333900	ENSORLP00000014264
ENSP00000318298	ENSORLP00000002332
ENSP00000318298	ENSORLP00000021276
ENSP00000358458	ENSORLP00000010464
ENSP00000242248	ENSORLP00000001028
ENSP00000360216	ENSORLP00000000790
ENSP00000265421	ENSORLP00000003117
ENSP00000271915	ENSORLP00000012518
ENSP00000262888	ENSORLP00000007975
ENSP00000365063	ENSORLP00000022496
ENSP00000366240	ENSORLP00000013545
ENSP00000355870	ENSORLP00000015094
ENSP00000331470	ENSORLP00000003712
ENSP00000321711	ENSORLP00000022992
ENSP00000201647	ENSORLP00000010161
ENSP00000201647	ENSORLP00000014096
ENSP00000435585	ENSORLP00000008078
ENSP00000358820	ENSORLP00000007396
ENSP00000358820	ENSORLP00000000598
ENSP00000310170	ENSORLP00000002551
ENSP00000264716	ENSORLP00000022798
ENSP00000245919	ENSORLP00000008366
ENSP00000306245	ENSORLP00000021883
ENSP00000306245	ENSORLP00000021887
ENSP00000306245	ENSORLP00000020667
ENSP00000289473	ENSORLP00000024397
ENSP00000348215	ENSORLP00000002898
ENSP00000405890	ENSORLP00000020891
ENSP00000405890	ENSORLP00000017844
ENSP00000251203	ENSORLP00000008183
ENSP00000368964	ENSORLP00000008219
ENSP00000414712	ENSORLP00000020792
ENSP00000362244	ENSORLP00000018249
ENSP00000362244	ENSORLP00000011987
ENSP00000251642	ENSORLP00000004757
ENSP00000263642	ENSORLP00000021147
ENSP00000353142	ENSORLP00000013300
ENSP00000385735	ENSORLP00000009901
ENSP00000385735	ENSORLP00000010189
ENSP00000308591	ENSORLP00000010053
ENSP00000270824	ENSORLP00000011923
ENSP00000320084	ENSORLP00000016328
ENSP00000471417	ENSORLP00000011763
ENSP00000368976	ENSORLP00000023015
ENSP00000301332	ENSORLP00000010186
ENSP00000368678	ENSORLP00000000649
ENSP00000346964	ENSORLP00000006924
ENSP00000376822	ENSORLP00000005567
ENSP00000287908	ENSORLP00000024368
ENSP00000270593	ENSORLP00000008841
ENSP00000256997	ENSORLP00000005038
ENSP00000358241	ENSORLP00000022433
ENSP00000379269	ENSORLP00000013964
ENSP00000379269	ENSORLP00000009231
ENSP00000270221	ENSORLP00000005043
ENSP00000270221	ENSORLP00000005867
ENSP00000439672	ENSORLP00000012065
ENSP00000344012	ENSORLP00000008404
ENSP00000301738	ENSORLP00000009723
ENSP00000384391	ENSORLP00000003395
ENSP00000386458	ENSORLP00000020854
ENSP00000302108	ENSORLP00000004792
ENSP00000332123	ENSORLP00000004857
ENSP00000274605	ENSORLP00000008802
ENSP00000370981	ENSORLP00000013234
ENSP00000359240	ENSORLP00000009167
ENSP00000359240	ENSORLP00000014470
ENSP00000352601	ENSORLP00000009154
ENSP00000276654	ENSORLP00000002045
ENSP00000318607	ENSORLP00000015147
ENSP00000371846	ENSORLP00000024165
ENSP00000402257	ENSORLP00000015412
ENSP00000383365	ENSORLP00000019071
ENSP00000430031	ENSORLP00000014829
ENSP00000350718	ENSORLP00000000340
ENSP00000261226	ENSORLP00000020873
ENSP00000261226	ENSORLP00000005160
ENSP00000384999	ENSORLP00000023777
ENSP00000332170	ENSORLP00000005352
ENSP00000366280	ENSORLP00000020395
ENSP00000366280	ENSORLP00000009101
ENSP00000258168	ENSORLP00000008514
ENSP00000262340	ENSORLP00000015177
ENSP00000262340	ENSORLP00000021726
ENSP00000261693	ENSORLP00000001610
ENSP00000264896	ENSORLP00000012225
ENSP00000322159	ENSORLP00000013038
ENSP00000384259	ENSORLP00000002613
ENSP00000417138	ENSORLP00000016447
ENSP00000264669	ENSORLP00000014289
ENSP00000258770	ENSORLP00000010745
ENSP00000228641	ENSORLP00000020357
ENSP00000241651	ENSORLP00000019914
ENSP00000228644	ENSORLP00000020352
ENSP00000250003	ENSORLP00000000856
ENSP00000352926	ENSORLP00000003174
ENSP00000385000	ENSORLP00000011522
ENSP00000368464	ENSORLP00000007378
ENSP00000343515	ENSORLP00000020999
ENSP00000428426	ENSORLP00000022301
ENSP00000425133	ENSORLP00000009173
ENSP00000414750	ENSORLP00000014847
ENSP00000473510	ENSORLP00000021279
ENSP00000364412	ENSORLP00000005353
ENSP00000219439	ENSORLP00000022038
ENSP00000216733	ENSORLP00000009246
ENSP00000360387	ENSORLP00000011772
ENSP00000250092	ENSORLP00000024890
ENSP00000408411	ENSORLP00000001324
ENSP00000357065	ENSORLP00000006584
ENSP00000350869	ENSORLP00000017378
ENSP00000297737	ENSORLP00000020232
ENSP00000406144	ENSORLP00000021461
ENSP00000323645	ENSORLP00000021155
ENSP00000323645	ENSORLP00000001583
ENSP00000394842	ENSORLP00000004124
ENSP00000362807	ENSORLP00000006939
ENSP00000264933	ENSORLP00000008136
ENSP00000218089	ENSORLP00000010284
ENSP00000218089	ENSORLP00000011055
ENSP00000420443	ENSORLP00000005195
ENSP00000272133	ENSORLP00000019605
ENSP00000310003	ENSORLP00000013402
ENSP00000348944	ENSORLP00000018367
ENSP00000349131	ENSORLP00000007233
ENSP00000276659	ENSORLP00000025645
ENSP00000344937	ENSORLP00000019356
ENSP00000216487	ENSORLP00000022355
ENSP00000347821	ENSORLP00000003715
ENSP00000287814	ENSORLP00000005597
ENSP00000266085	ENSORLP00000011559
ENSP00000314556	ENSORLP00000002483
ENSP00000360613	ENSORLP00000001134
ENSP00000264552	ENSORLP00000014278
ENSP00000298630	ENSORLP00000000586
ENSP00000418668	ENSORLP00000008274
ENSP00000418668	ENSORLP00000004362
ENSP00000290921	ENSORLP00000000321
ENSP00000416146	ENSORLP00000008918
ENSP00000353025	ENSORLP00000019108
ENSP00000396234	ENSORLP00000019292
ENSP00000241051	ENSORLP00000015471
ENSP00000241051	ENSORLP00000012283
ENSP00000265036	ENSORLP00000025663
ENSP00000428976	ENSORLP00000006034
ENSP00000278193	ENSORLP00000007427
ENSP00000447488	ENSORLP00000020350
ENSP00000221459	ENSORLP00000021471
ENSP00000361554	ENSORLP00000013414
ENSP00000075503	ENSORLP00000015064
ENSP00000217515	ENSORLP00000018808
ENSP00000226253	ENSORLP00000005807
ENSP00000264554	ENSORLP00000021050
ENSP00000364995	ENSORLP00000007238
ENSP00000378356	ENSORLP00000008470
ENSP00000264444	ENSORLP00000019355
ENSP00000337889	ENSORLP00000008083
ENSP00000401867	ENSORLP00000008344
ENSP00000370826	ENSORLP00000018244
ENSP00000360472	ENSORLP00000006505
ENSP00000360472	ENSORLP00000008924
ENSP00000302297	ENSORLP00000017688
ENSP00000477310	ENSORLP00000005746
ENSP00000300571	ENSORLP00000010721
ENSP00000300571	ENSORLP00000014578
ENSP00000376403	ENSORLP00000017304
ENSP00000376403	ENSORLP00000009425
ENSP00000343464	ENSORLP00000024319
ENSP00000369915	ENSORLP00000023671
ENSP00000347730	ENSORLP00000019398
ENSP00000394757	ENSORLP00000025676
ENSP00000441832	ENSORLP00000025725
ENSP00000295589	ENSORLP00000008779
ENSP00000446058	ENSORLP00000021065
ENSP00000446058	ENSORLP00000017874
ENSP00000290894	ENSORLP00000016372
ENSP00000307369	ENSORLP00000012147
ENSP00000379396	ENSORLP00000000982
ENSP00000446132	ENSORLP00000015440
ENSP00000356265	ENSORLP00000010365
ENSP00000356265	ENSORLP00000008926
ENSP00000354488	ENSORLP00000008781
ENSP00000354488	ENSORLP00000010456
ENSP00000307046	ENSORLP00000012791
ENSP00000361818	ENSORLP00000003723
ENSP00000280886	ENSORLP00000002991
ENSP00000434142	ENSORLP00000021336
ENSP00000415836	ENSORLP00000019150
ENSP00000361748	ENSORLP00000022231
ENSP00000361748	ENSORLP00000015903
ENSP00000400113	ENSORLP00000000940
ENSP00000355924	ENSORLP00000013764
ENSP00000393453	ENSORLP00000014049
ENSP00000393453	ENSORLP00000004843
ENSP00000468308	ENSORLP00000004830
ENSP00000263733	ENSORLP00000018247
ENSP00000260128	ENSORLP00000010258
ENSP00000258145	ENSORLP00000021062
ENSP00000313699	ENSORLP00000006263
ENSP00000360560	ENSORLP00000014951
ENSP00000377369	ENSORLP00000020815
ENSP00000414635	ENSORLP00000003416
ENSP00000281441	ENSORLP00000007857
ENSP00000319009	ENSORLP00000020203
ENSP00000359119	ENSORLP00000017828
ENSP00000264344	ENSORLP00000009165
ENSP00000384570	ENSORLP00000018059
ENSP00000311609	ENSORLP00000019553
ENSP00000311609	ENSORLP00000017528
ENSP00000330221	ENSORLP00000007206
ENSP00000428338	ENSORLP00000011479
ENSP00000310332	ENSORLP00000007341
ENSP00000424838	ENSORLP00000025607
ENSP00000361990	ENSORLP00000004167
ENSP00000400057	ENSORLP00000025091
ENSP00000264595	ENSORLP00000025244
ENSP00000301765	ENSORLP00000013954
ENSP00000267202	ENSORLP00000020113
ENSP00000318629	ENSORLP00000024533
ENSP00000384551	ENSORLP00000012904
ENSP00000384551	ENSORLP00000020740
ENSP00000333593	ENSORLP00000006934
ENSP00000378555	ENSORLP00000002633
ENSP00000378555	ENSORLP00000004575
ENSP00000278426	ENSORLP00000004437
ENSP00000278426	ENSORLP00000000013
ENSP00000320604	ENSORLP00000001027
ENSP00000360918	ENSORLP00000019451
ENSP00000261507	ENSORLP00000010006
ENSP00000292894	ENSORLP00000001605
ENSP00000400500	ENSORLP00000012762
ENSP00000254250	ENSORLP00000023452
ENSP00000300249	ENSORLP00000021810
ENSP00000361285	ENSORLP00000005282
ENSP00000376840	ENSORLP00000004570
ENSP00000297283	ENSORLP00000013984
ENSP00000359340	ENSORLP00000012188
ENSP00000284000	ENSORLP00000023313
ENSP00000305422	ENSORLP00000018839
ENSP00000427514	ENSORLP00000023322
ENSP00000386165	ENSORLP00000021814
ENSP00000358866	ENSORLP00000002469
ENSP00000368356	ENSORLP00000021765
ENSP00000380514	ENSORLP00000011556
ENSP00000273077	ENSORLP00000025404
ENSP00000378938	ENSORLP00000001270
ENSP00000314709	ENSORLP00000025686
ENSP00000314709	ENSORLP00000001251
ENSP00000350049	ENSORLP00000015294
ENSP00000371432	ENSORLP00000007443
ENSP00000371432	ENSORLP00000000408
ENSP00000368666	ENSORLP00000017499
ENSP00000369699	ENSORLP00000020452
ENSP00000248121	ENSORLP00000010775
ENSP00000248121	ENSORLP00000016398
ENSP00000359151	ENSORLP00000004165
ENSP00000394071	ENSORLP00000020362
ENSP00000369538	ENSORLP00000015081
ENSP00000306185	ENSORLP00000022267
ENSP00000306185	ENSORLP00000014358
ENSP00000296350	ENSORLP00000014067
ENSP00000390651	ENSORLP00000003907
ENSP00000308895	ENSORLP00000008130
ENSP00000379144	ENSORLP00000016025
ENSP00000234453	ENSORLP00000024324
ENSP00000369862	ENSORLP00000011703
ENSP00000369862	ENSORLP00000002673
ENSP00000362071	ENSORLP00000020568
ENSP00000344488	ENSORLP00000009895
ENSP00000284262	ENSORLP00000015851
ENSP00000284262	ENSORLP00000000090
ENSP00000378176	ENSORLP00000002837
ENSP00000355317	ENSORLP00000005664
ENSP00000373570	ENSORLP00000005420
ENSP00000373570	ENSORLP00000005954
ENSP00000265922	ENSORLP00000008448
ENSP00000369274	ENSORLP00000004436
ENSP00000440945	ENSORLP00000024488
ENSP00000439639	ENSORLP00000009131
ENSP00000439639	ENSORLP00000016553
ENSP00000398789	ENSORLP00000005025
ENSP00000313121	ENSORLP00000018684
ENSP00000339086	ENSORLP00000006425
ENSP00000339086	ENSORLP00000003719
ENSP00000371085	ENSORLP00000013216
ENSP00000358525	ENSORLP00000010673
ENSP00000358525	ENSORLP00000008065
ENSP00000299045	ENSORLP00000019308
ENSP00000335595	ENSORLP00000015439
ENSP00000380878	ENSORLP00000020174
ENSP00000318147	ENSORLP00000005089
ENSP00000433847	ENSORLP00000018231
ENSP00000265471	ENSORLP00000007043
ENSP00000229266	ENSORLP00000019656
ENSP00000230582	ENSORLP00000010680
ENSP00000377055	ENSORLP00000003549
ENSP00000360635	ENSORLP00000022202
ENSP00000316861	ENSORLP00000022298
ENSP00000356641	ENSORLP00000016339
ENSP00000319370	ENSORLP00000011215
ENSP00000258111	ENSORLP00000021718
ENSP00000379412	ENSORLP00000007662
ENSP00000156471	ENSORLP00000016527
ENSP00000380019	ENSORLP00000008652
ENSP00000380019	ENSORLP00000016076
ENSP00000446335	ENSORLP00000005074
ENSP00000328083	ENSORLP00000013994
ENSP00000315659	ENSORLP00000005951
ENSP00000377374	ENSORLP00000008246
ENSP00000350359	ENSORLP00000009415
ENSP00000264110	ENSORLP00000021917
ENSP00000361066	ENSORLP00000015195
ENSP00000361066	ENSORLP00000017196
ENSP00000325546	ENSORLP00000024190
ENSP00000430075	ENSORLP00000000811
ENSP00000379802	ENSORLP00000001309
ENSP00000379802	ENSORLP00000009062
ENSP00000356105	ENSORLP00000015151
ENSP00000258538	ENSORLP00000014956
ENSP00000258538	ENSORLP00000020549
ENSP00000363345	ENSORLP00000014558
ENSP00000395653	ENSORLP00000010179
ENSP00000370517	ENSORLP00000007223
ENSP00000370517	ENSORLP00000006215
ENSP00000345771	ENSORLP00000008462
ENSP00000345771	ENSORLP00000002140
ENSP00000264009	ENSORLP00000017264
ENSP00000231887	ENSORLP00000020634
ENSP00000474560	ENSORLP00000008656
ENSP00000398798	ENSORLP00000018617
ENSP00000244061	ENSORLP00000011918
ENSP00000326095	ENSORLP00000024013
ENSP00000360916	ENSORLP00000015274
ENSP00000296215	ENSORLP00000018303
ENSP00000355260	ENSORLP00000020795
ENSP00000301242	ENSORLP00000000482
ENSP00000170447	ENSORLP00000012328
ENSP00000302647	ENSORLP00000022130
ENSP00000371811	ENSORLP00000000609
ENSP00000370057	ENSORLP00000005920
ENSP00000276185	ENSORLP00000007794
ENSP00000444411	ENSORLP00000002434
ENSP00000263035	ENSORLP00000004900
ENSP00000367794	ENSORLP00000011295
ENSP00000362095	ENSORLP00000001614
ENSP00000206423	ENSORLP00000016872
ENSP00000348381	ENSORLP00000018989
ENSP00000348381	ENSORLP00000007550
ENSP00000287878	ENSORLP00000004914
ENSP00000287878	ENSORLP00000020994
ENSP00000323867	ENSORLP00000001994
ENSP00000436068	ENSORLP00000022813
ENSP00000436068	ENSORLP00000006691
ENSP00000343966	ENSORLP00000005300
ENSP00000304102	ENSORLP00000000681
