ENSACAP00000008923	ENSGACP00000024945
ENSACAP00000003541	ENSGACP00000016165
ENSACAP00000001030	ENSGACP00000007257
ENSACAP00000001030	ENSGACP00000003332
ENSACAP00000012873	ENSGACP00000014657
ENSACAP00000009688	ENSGACP00000021601
ENSACAP00000016226	ENSGACP00000005673
ENSACAP00000016226	ENSGACP00000018309
ENSACAP00000001074	ENSGACP00000020761
ENSACAP00000011982	ENSGACP00000000023
ENSACAP00000015922	ENSGACP00000004790
ENSACAP00000016351	ENSGACP00000010121
ENSACAP00000016351	ENSGACP00000009597
ENSACAP00000011452	ENSGACP00000012573
ENSACAP00000014831	ENSGACP00000017025
ENSACAP00000004483	ENSGACP00000018533
ENSACAP00000004483	ENSGACP00000000313
ENSACAP00000001127	ENSGACP00000022262
ENSACAP00000012621	ENSGACP00000007179
ENSACAP00000013194	ENSGACP00000017069
ENSACAP00000011919	ENSGACP00000001537
ENSACAP00000016452	ENSGACP00000013067
ENSACAP00000008110	ENSGACP00000007024
ENSACAP00000007345	ENSGACP00000002168
ENSACAP00000004248	ENSGACP00000013160
ENSACAP00000010090	ENSGACP00000021273
ENSACAP00000012660	ENSGACP00000019076
ENSACAP00000016181	ENSGACP00000024268
ENSACAP00000017024	ENSGACP00000012836
ENSACAP00000017024	ENSGACP00000009393
ENSACAP00000014873	ENSGACP00000017596
ENSACAP00000002634	ENSGACP00000024684
ENSACAP00000014510	ENSGACP00000011332
ENSACAP00000010493	ENSGACP00000018570
ENSACAP00000008731	ENSGACP00000026977
ENSACAP00000004991	ENSGACP00000007863
ENSACAP00000012299	ENSGACP00000017301
ENSACAP00000006585	ENSGACP00000019702
ENSACAP00000002580	ENSGACP00000004232
ENSACAP00000017382	ENSGACP00000006403
ENSACAP00000021502	ENSGACP00000017980
ENSACAP00000019166	ENSGACP00000026819
ENSACAP00000004912	ENSGACP00000000415
ENSACAP00000004525	ENSGACP00000027353
ENSACAP00000003480	ENSGACP00000021996
ENSACAP00000015035	ENSGACP00000008387
ENSACAP00000013027	ENSGACP00000000767
ENSACAP00000010949	ENSGACP00000003296
ENSACAP00000005327	ENSGACP00000000699
ENSACAP00000019022	ENSGACP00000016034
ENSACAP00000001577	ENSGACP00000026125
ENSACAP00000001577	ENSGACP00000026802
ENSACAP00000016618	ENSGACP00000004151
ENSACAP00000014723	ENSGACP00000023997
ENSACAP00000022465	ENSGACP00000010622
ENSACAP00000004166	ENSGACP00000004019
ENSACAP00000014143	ENSGACP00000016125
ENSACAP00000014223	ENSGACP00000014496
ENSACAP00000016319	ENSGACP00000018285
ENSACAP00000016319	ENSGACP00000005651
ENSACAP00000004859	ENSGACP00000019208
ENSACAP00000007835	ENSGACP00000014984
ENSACAP00000007835	ENSGACP00000026896
ENSACAP00000016259	ENSGACP00000012610
ENSACAP00000003381	ENSGACP00000016192
ENSACAP00000003381	ENSGACP00000027292
ENSACAP00000014235	ENSGACP00000019290
ENSACAP00000002316	ENSGACP00000024689
ENSACAP00000013882	ENSGACP00000001742
ENSACAP00000013882	ENSGACP00000005540
ENSACAP00000007273	ENSGACP00000021178
ENSACAP00000009601	ENSGACP00000011308
ENSACAP00000012181	ENSGACP00000017588
ENSACAP00000005938	ENSGACP00000018744
ENSACAP00000017152	ENSGACP00000001313
ENSACAP00000014045	ENSGACP00000014383
ENSACAP00000010438	ENSGACP00000019810
ENSACAP00000006802	ENSGACP00000017560
ENSACAP00000000255	ENSGACP00000022840
ENSACAP00000000582	ENSGACP00000016689
ENSACAP00000015220	ENSGACP00000018236
ENSACAP00000014749	ENSGACP00000008141
ENSACAP00000004143	ENSGACP00000012510
ENSACAP00000010300	ENSGACP00000016479
ENSACAP00000010100	ENSGACP00000003484
ENSACAP00000016309	ENSGACP00000018708
ENSACAP00000011014	ENSGACP00000010198
ENSACAP00000000116	ENSGACP00000020504
ENSACAP00000011700	ENSGACP00000022073
ENSACAP00000020950	ENSGACP00000019135
ENSACAP00000015656	ENSGACP00000006442
ENSACAP00000005364	ENSGACP00000005009
ENSACAP00000005364	ENSGACP00000007584
ENSACAP00000013895	ENSGACP00000008923
ENSACAP00000000710	ENSGACP00000001028
ENSACAP00000013368	ENSGACP00000014890
ENSACAP00000005359	ENSGACP00000013221
ENSACAP00000010049	ENSGACP00000012239
ENSACAP00000012756	ENSGACP00000023801
ENSACAP00000007555	ENSGACP00000000363
ENSACAP00000014838	ENSGACP00000010872
ENSACAP00000006929	ENSGACP00000000841
ENSACAP00000000627	ENSGACP00000014629
ENSACAP00000006030	ENSGACP00000004599
ENSACAP00000006812	ENSGACP00000001097
ENSACAP00000017085	ENSGACP00000003493
ENSACAP00000015839	ENSGACP00000007881
ENSACAP00000020539	ENSGACP00000009707
ENSACAP00000012833	ENSGACP00000000594
ENSACAP00000002652	ENSGACP00000020169
ENSACAP00000002871	ENSGACP00000004030
ENSACAP00000009535	ENSGACP00000019422
ENSACAP00000001235	ENSGACP00000010552
ENSACAP00000000677	ENSGACP00000009667
ENSACAP00000013157	ENSGACP00000017015
ENSACAP00000013157	ENSGACP00000000088
ENSACAP00000010105	ENSGACP00000021696
ENSACAP00000000539	ENSGACP00000013298
ENSACAP00000013484	ENSGACP00000006321
ENSACAP00000005762	ENSGACP00000013026
ENSACAP00000002604	ENSGACP00000006576
ENSACAP00000009851	ENSGACP00000020648
ENSACAP00000005440	ENSGACP00000003419
ENSACAP00000012475	ENSGACP00000027283
ENSACAP00000011315	ENSGACP00000024474
ENSACAP00000020660	ENSGACP00000017846
ENSACAP00000002273	ENSGACP00000017880
ENSACAP00000014984	ENSGACP00000013112
ENSACAP00000002857	ENSGACP00000012036
ENSACAP00000009605	ENSGACP00000002740
ENSACAP00000022120	ENSGACP00000025449
ENSACAP00000007351	ENSGACP00000008433
ENSACAP00000003073	ENSGACP00000004068
ENSACAP00000015084	ENSGACP00000027200
ENSACAP00000015084	ENSGACP00000015452
ENSACAP00000015690	ENSGACP00000022209
ENSACAP00000015690	ENSGACP00000024664
ENSACAP00000014625	ENSGACP00000010991
ENSACAP00000022720	ENSGACP00000008391
ENSACAP00000003382	ENSGACP00000022519
ENSACAP00000003382	ENSGACP00000016643
ENSACAP00000016033	ENSGACP00000012286
ENSACAP00000010678	ENSGACP00000019917
ENSACAP00000013644	ENSGACP00000004443
ENSACAP00000013644	ENSGACP00000015655
ENSACAP00000013962	ENSGACP00000008399
ENSACAP00000013962	ENSGACP00000004154
ENSACAP00000006911	ENSGACP00000005023
ENSACAP00000011639	ENSGACP00000007470
ENSACAP00000008250	ENSGACP00000012323
ENSACAP00000008250	ENSGACP00000000795
ENSACAP00000005246	ENSGACP00000006963
ENSACAP00000003435	ENSGACP00000025485
ENSACAP00000013953	ENSGACP00000009896
ENSACAP00000020090	ENSGACP00000001961
ENSACAP00000002199	ENSGACP00000001450
ENSACAP00000005451	ENSGACP00000012418
ENSACAP00000005451	ENSGACP00000013256
ENSACAP00000009946	ENSGACP00000019319
ENSACAP00000005341	ENSGACP00000026643
ENSACAP00000005341	ENSGACP00000016500
ENSACAP00000004888	ENSGACP00000009299
ENSACAP00000004818	ENSGACP00000026577
ENSACAP00000002704	ENSGACP00000004344
ENSACAP00000016876	ENSGACP00000008376
ENSACAP00000016876	ENSGACP00000021839
ENSACAP00000012919	ENSGACP00000016755
ENSACAP00000012919	ENSGACP00000026150
ENSACAP00000002265	ENSGACP00000018252
ENSACAP00000002860	ENSGACP00000018145
ENSACAP00000015895	ENSGACP00000015136
ENSACAP00000007089	ENSGACP00000013136
ENSACAP00000009716	ENSGACP00000008717
ENSACAP00000001567	ENSGACP00000001739
ENSACAP00000014033	ENSGACP00000024137
ENSACAP00000001539	ENSGACP00000019231
ENSACAP00000008087	ENSGACP00000017767
ENSACAP00000008087	ENSGACP00000025597
ENSACAP00000008472	ENSGACP00000019584
ENSACAP00000001783	ENSGACP00000002920
ENSACAP00000018835	ENSGACP00000005818
ENSACAP00000018835	ENSGACP00000026645
ENSACAP00000023006	ENSGACP00000006170
ENSACAP00000005250	ENSGACP00000010967
ENSACAP00000022891	ENSGACP00000021646
ENSACAP00000010224	ENSGACP00000019689
ENSACAP00000008653	ENSGACP00000024788
ENSACAP00000022847	ENSGACP00000007096
ENSACAP00000001336	ENSGACP00000025282
ENSACAP00000022923	ENSGACP00000025134
ENSACAP00000012025	ENSGACP00000026079
ENSACAP00000012025	ENSGACP00000011854
ENSACAP00000014644	ENSGACP00000005951
ENSACAP00000010660	ENSGACP00000007695
ENSACAP00000010660	ENSGACP00000022143
ENSACAP00000001718	ENSGACP00000004282
ENSACAP00000001718	ENSGACP00000006460
ENSACAP00000015367	ENSGACP00000018222
ENSACAP00000011365	ENSGACP00000010854
ENSACAP00000005331	ENSGACP00000007366
ENSACAP00000022818	ENSGACP00000007268
ENSACAP00000022818	ENSGACP00000003320
ENSACAP00000014114	ENSGACP00000022052
ENSACAP00000012498	ENSGACP00000014709
ENSACAP00000014528	ENSGACP00000016423
ENSACAP00000003750	ENSGACP00000025143
ENSACAP00000000388	ENSGACP00000005027
ENSACAP00000008334	ENSGACP00000016788
ENSACAP00000005034	ENSGACP00000024977
ENSACAP00000005034	ENSGACP00000014061
ENSACAP00000001338	ENSGACP00000009357
ENSACAP00000001338	ENSGACP00000019831
ENSACAP00000004133	ENSGACP00000027367
ENSACAP00000004133	ENSGACP00000001479
ENSACAP00000010596	ENSGACP00000002190
ENSACAP00000015020	ENSGACP00000022669
ENSACAP00000017381	ENSGACP00000017486
ENSACAP00000000252	ENSGACP00000020545
ENSACAP00000000252	ENSGACP00000008214
ENSACAP00000008027	ENSGACP00000011645
ENSACAP00000022119	ENSGACP00000015883
ENSACAP00000016694	ENSGACP00000010088
ENSACAP00000016694	ENSGACP00000014002
ENSACAP00000000233	ENSGACP00000022168
ENSACAP00000004917	ENSGACP00000019194
ENSACAP00000004134	ENSGACP00000003217
ENSACAP00000003882	ENSGACP00000018711
ENSACAP00000001773	ENSGACP00000011271
ENSACAP00000008764	ENSGACP00000019889
ENSACAP00000011543	ENSGACP00000023613
ENSACAP00000008247	ENSGACP00000008882
ENSACAP00000015591	ENSGACP00000006387
ENSACAP00000018954	ENSGACP00000008823
ENSACAP00000021162	ENSGACP00000019530
ENSACAP00000006109	ENSGACP00000001732
ENSACAP00000004015	ENSGACP00000012747
ENSACAP00000004332	ENSGACP00000026471
ENSACAP00000014226	ENSGACP00000009573
ENSACAP00000001190	ENSGACP00000014879
ENSACAP00000001190	ENSGACP00000007436
ENSACAP00000008301	ENSGACP00000005210
ENSACAP00000008301	ENSGACP00000024184
ENSACAP00000010139	ENSGACP00000008646
ENSACAP00000008145	ENSGACP00000000374
ENSACAP00000014810	ENSGACP00000026719
ENSACAP00000001031	ENSGACP00000015159
ENSACAP00000005940	ENSGACP00000024992
ENSACAP00000001777	ENSGACP00000002945
ENSACAP00000003493	ENSGACP00000003232
ENSACAP00000017329	ENSGACP00000004357
ENSACAP00000012050	ENSGACP00000014598
ENSACAP00000003927	ENSGACP00000000429
ENSACAP00000008226	ENSGACP00000003603
ENSACAP00000001229	ENSGACP00000019186
ENSACAP00000011223	ENSGACP00000009028
ENSACAP00000012522	ENSGACP00000015454
ENSACAP00000005446	ENSGACP00000016895
ENSACAP00000005446	ENSGACP00000004524
ENSACAP00000006540	ENSGACP00000011420
ENSACAP00000002247	ENSGACP00000015381
ENSACAP00000011680	ENSGACP00000026642
ENSACAP00000015686	ENSGACP00000025533
ENSACAP00000015129	ENSGACP00000007315
ENSACAP00000000362	ENSGACP00000020044
ENSACAP00000005955	ENSGACP00000026664
ENSACAP00000004337	ENSGACP00000011955
ENSACAP00000017717	ENSGACP00000005308
ENSACAP00000008595	ENSGACP00000009877
ENSACAP00000015710	ENSGACP00000008424
ENSACAP00000004766	ENSGACP00000021631
ENSACAP00000002909	ENSGACP00000026991
ENSACAP00000014177	ENSGACP00000009569
ENSACAP00000016651	ENSGACP00000004606
ENSACAP00000009428	ENSGACP00000006381
ENSACAP00000009428	ENSGACP00000013712
ENSACAP00000004113	ENSGACP00000005279
ENSACAP00000004113	ENSGACP00000023917
ENSACAP00000010910	ENSGACP00000001625
ENSACAP00000003084	ENSGACP00000010844
ENSACAP00000002963	ENSGACP00000003016
ENSACAP00000008618	ENSGACP00000004840
ENSACAP00000008857	ENSGACP00000003120
ENSACAP00000009610	ENSGACP00000022763
ENSACAP00000014522	ENSGACP00000004093
ENSACAP00000010174	ENSGACP00000002947
ENSACAP00000006441	ENSGACP00000011452
ENSACAP00000015529	ENSGACP00000018197
ENSACAP00000015529	ENSGACP00000008589
ENSACAP00000006043	ENSGACP00000010978
ENSACAP00000011168	ENSGACP00000006210
ENSACAP00000008502	ENSGACP00000023740
ENSACAP00000014931	ENSGACP00000011462
ENSACAP00000014931	ENSGACP00000022643
ENSACAP00000023320	ENSGACP00000020308
ENSACAP00000023320	ENSGACP00000011353
ENSACAP00000007341	ENSGACP00000011634
ENSACAP00000007341	ENSGACP00000027095
ENSACAP00000013647	ENSGACP00000025278
ENSACAP00000013647	ENSGACP00000021615
ENSACAP00000014904	ENSGACP00000023419
ENSACAP00000013059	ENSGACP00000007018
ENSACAP00000000020	ENSGACP00000025981
ENSACAP00000006325	ENSGACP00000023459
ENSACAP00000006731	ENSGACP00000017935
ENSACAP00000006731	ENSGACP00000009583
ENSACAP00000005835	ENSGACP00000006705
ENSACAP00000002931	ENSGACP00000027051
ENSACAP00000009775	ENSGACP00000012605
ENSACAP00000009887	ENSGACP00000024753
ENSACAP00000002274	ENSGACP00000024433
ENSACAP00000019047	ENSGACP00000014621
ENSACAP00000000056	ENSGACP00000016683
ENSACAP00000000056	ENSGACP00000007603
ENSACAP00000003731	ENSGACP00000021782
ENSACAP00000003204	ENSGACP00000022778
ENSACAP00000017171	ENSGACP00000013915
ENSACAP00000021486	ENSGACP00000015432
ENSACAP00000021486	ENSGACP00000012755
ENSACAP00000003196	ENSGACP00000002942
ENSACAP00000007637	ENSGACP00000006413
ENSACAP00000007637	ENSGACP00000010251
ENSACAP00000020251	ENSGACP00000019004
ENSACAP00000020251	ENSGACP00000013377
ENSACAP00000016008	ENSGACP00000004612
ENSACAP00000006898	ENSGACP00000026616
ENSACAP00000015735	ENSGACP00000014867
ENSACAP00000017527	ENSGACP00000023748
ENSACAP00000014914	ENSGACP00000020419
ENSACAP00000014398	ENSGACP00000024783
ENSACAP00000011701	ENSGACP00000024795
ENSACAP00000011673	ENSGACP00000009662
ENSACAP00000001729	ENSGACP00000001904
ENSACAP00000012569	ENSGACP00000022127
ENSACAP00000009683	ENSGACP00000003772
ENSACAP00000013365	ENSGACP00000025824
ENSACAP00000002152	ENSGACP00000024300
ENSACAP00000002152	ENSGACP00000023427
ENSACAP00000006089	ENSGACP00000024339
ENSACAP00000002615	ENSGACP00000024118
ENSACAP00000002911	ENSGACP00000004150
ENSACAP00000013805	ENSGACP00000024509
ENSACAP00000020817	ENSGACP00000007216
ENSACAP00000020817	ENSGACP00000026945
ENSACAP00000017509	ENSGACP00000012547
ENSACAP00000006304	ENSGACP00000003673
ENSACAP00000006304	ENSGACP00000000544
ENSACAP00000013457	ENSGACP00000009785
ENSACAP00000012219	ENSGACP00000013074
ENSACAP00000009475	ENSGACP00000018990
ENSACAP00000015902	ENSGACP00000024066
ENSACAP00000015902	ENSGACP00000017728
ENSACAP00000004902	ENSGACP00000022362
ENSACAP00000017543	ENSGACP00000009795
ENSACAP00000006641	ENSGACP00000008992
ENSACAP00000006641	ENSGACP00000023708
ENSACAP00000010497	ENSGACP00000024782
ENSACAP00000008035	ENSGACP00000003796
ENSACAP00000011988	ENSGACP00000021566
ENSACAP00000018355	ENSGACP00000027413
ENSACAP00000009426	ENSGACP00000018796
ENSACAP00000006651	ENSGACP00000020153
ENSACAP00000011490	ENSGACP00000009853
ENSACAP00000011863	ENSGACP00000007645
ENSACAP00000011863	ENSGACP00000001531
ENSACAP00000014732	ENSGACP00000013289
ENSACAP00000000612	ENSGACP00000015074
ENSACAP00000003949	ENSGACP00000019566
ENSACAP00000004863	ENSGACP00000016095
ENSACAP00000005126	ENSGACP00000015717
ENSACAP00000005126	ENSGACP00000000654
ENSACAP00000003652	ENSGACP00000004645
ENSACAP00000005113	ENSGACP00000012920
ENSACAP00000013573	ENSGACP00000009814
ENSACAP00000013573	ENSGACP00000011993
ENSACAP00000003358	ENSGACP00000014277
ENSACAP00000013187	ENSGACP00000007758
ENSACAP00000004033	ENSGACP00000000296
ENSACAP00000004297	ENSGACP00000015208
ENSACAP00000022849	ENSGACP00000023489
ENSACAP00000023344	ENSGACP00000021031
ENSACAP00000021793	ENSGACP00000006591
ENSACAP00000008827	ENSGACP00000004769
ENSACAP00000014151	ENSGACP00000003634
ENSACAP00000021805	ENSGACP00000005570
ENSACAP00000020770	ENSGACP00000018939
ENSACAP00000012264	ENSGACP00000018922
ENSACAP00000005507	ENSGACP00000005104
ENSACAP00000005507	ENSGACP00000003471
ENSACAP00000017176	ENSGACP00000012280
ENSACAP00000012265	ENSGACP00000001586
ENSACAP00000012265	ENSGACP00000019536
ENSACAP00000005482	ENSGACP00000005344
ENSACAP00000006260	ENSGACP00000003851
ENSACAP00000014325	ENSGACP00000008154
ENSACAP00000012984	ENSGACP00000012546
ENSACAP00000002180	ENSGACP00000005836
ENSACAP00000023365	ENSGACP00000005799
ENSACAP00000012420	ENSGACP00000020643
ENSACAP00000014261	ENSGACP00000025467
ENSACAP00000013528	ENSGACP00000013047
ENSACAP00000003616	ENSGACP00000012044
ENSACAP00000015601	ENSGACP00000007457
ENSACAP00000015601	ENSGACP00000002040
ENSACAP00000008924	ENSGACP00000025126
ENSACAP00000007845	ENSGACP00000011182
ENSACAP00000016236	ENSGACP00000010213
ENSACAP00000016190	ENSGACP00000010237
ENSACAP00000007881	ENSGACP00000013685
ENSACAP00000004259	ENSGACP00000017217
ENSACAP00000004259	ENSGACP00000006457
ENSACAP00000009761	ENSGACP00000016787
ENSACAP00000019473	ENSGACP00000004647
ENSACAP00000012220	ENSGACP00000012903
ENSACAP00000001296	ENSGACP00000018709
ENSACAP00000002268	ENSGACP00000023430
ENSACAP00000010685	ENSGACP00000015267
ENSACAP00000010685	ENSGACP00000010388
ENSACAP00000012707	ENSGACP00000015998
ENSACAP00000012707	ENSGACP00000001485
ENSACAP00000001188	ENSGACP00000012123
ENSACAP00000001188	ENSGACP00000001808
ENSACAP00000014782	ENSGACP00000015663
ENSACAP00000005966	ENSGACP00000027506
ENSACAP00000006803	ENSGACP00000026410
ENSACAP00000012481	ENSGACP00000014718
ENSACAP00000002413	ENSGACP00000026983
ENSACAP00000006575	ENSGACP00000000637
ENSACAP00000006575	ENSGACP00000013355
ENSACAP00000011611	ENSGACP00000007903
ENSACAP00000011611	ENSGACP00000009270
ENSACAP00000001853	ENSGACP00000002982
ENSACAP00000011323	ENSGACP00000025026
ENSACAP00000007570	ENSGACP00000000613
ENSACAP00000001952	ENSGACP00000008010
ENSACAP00000001952	ENSGACP00000013580
ENSACAP00000009773	ENSGACP00000006292
ENSACAP00000006955	ENSGACP00000012210
ENSACAP00000007310	ENSGACP00000012646
ENSACAP00000007310	ENSGACP00000026895
ENSACAP00000011533	ENSGACP00000015315
ENSACAP00000002793	ENSGACP00000001046
ENSACAP00000002793	ENSGACP00000026447
ENSACAP00000006790	ENSGACP00000027359
ENSACAP00000004455	ENSGACP00000023147
ENSACAP00000012718	ENSGACP00000014149
ENSACAP00000011715	ENSGACP00000012447
ENSACAP00000023411	ENSGACP00000005819
ENSACAP00000023411	ENSGACP00000026045
ENSACAP00000005513	ENSGACP00000026515
ENSACAP00000007810	ENSGACP00000013359
ENSACAP00000008508	ENSGACP00000011279
ENSACAP00000017127	ENSGACP00000018915
ENSACAP00000017127	ENSGACP00000013658
ENSACAP00000000408	ENSGACP00000020289
ENSACAP00000002072	ENSGACP00000020594
ENSACAP00000020570	ENSGACP00000005330
ENSACAP00000011391	ENSGACP00000015126
ENSACAP00000008709	ENSGACP00000001060
ENSACAP00000008709	ENSGACP00000012992
ENSACAP00000005268	ENSGACP00000025361
ENSACAP00000000634	ENSGACP00000005289
ENSACAP00000000634	ENSGACP00000011803
ENSACAP00000015311	ENSGACP00000009986
ENSACAP00000013153	ENSGACP00000012435
ENSACAP00000006455	ENSGACP00000005142
ENSACAP00000006455	ENSGACP00000007447
ENSACAP00000007162	ENSGACP00000013332
ENSACAP00000007162	ENSGACP00000018278
ENSACAP00000013351	ENSGACP00000000638
ENSACAP00000009882	ENSGACP00000010768
ENSACAP00000013050	ENSGACP00000000642
ENSACAP00000017582	ENSGACP00000009282
ENSACAP00000002973	ENSGACP00000007669
ENSACAP00000008901	ENSGACP00000008638
ENSACAP00000007261	ENSGACP00000013678
ENSACAP00000002043	ENSGACP00000004276
ENSACAP00000015626	ENSGACP00000020956
ENSACAP00000008566	ENSGACP00000012102
ENSACAP00000007763	ENSGACP00000020009
ENSACAP00000011097	ENSGACP00000025556
ENSACAP00000010499	ENSGACP00000006226
ENSACAP00000010499	ENSGACP00000020381
ENSACAP00000015185	ENSGACP00000014239
ENSACAP00000012182	ENSGACP00000008184
ENSACAP00000007799	ENSGACP00000023437
ENSACAP00000013383	ENSGACP00000012363
ENSACAP00000013786	ENSGACP00000004707
ENSACAP00000008314	ENSGACP00000011723
ENSACAP00000008314	ENSGACP00000002924
ENSACAP00000001967	ENSGACP00000006961
ENSACAP00000000374	ENSGACP00000009716
ENSACAP00000012309	ENSGACP00000007569
ENSACAP00000003962	ENSGACP00000025355
ENSACAP00000003800	ENSGACP00000004602
ENSACAP00000003309	ENSGACP00000025253
ENSACAP00000014849	ENSGACP00000021342
ENSACAP00000007342	ENSGACP00000027345
ENSACAP00000011642	ENSGACP00000010866
ENSACAP00000023153	ENSGACP00000024055
ENSACAP00000013983	ENSGACP00000026575
ENSACAP00000009189	ENSGACP00000005530
ENSACAP00000013443	ENSGACP00000019225
ENSACAP00000004765	ENSGACP00000016089
ENSACAP00000016111	ENSGACP00000027312
ENSACAP00000014867	ENSGACP00000011106
ENSACAP00000000709	ENSGACP00000018513
ENSACAP00000000709	ENSGACP00000020555
ENSACAP00000012234	ENSGACP00000024156
ENSACAP00000020582	ENSGACP00000027415
ENSACAP00000005939	ENSGACP00000007508
ENSACAP00000010309	ENSGACP00000015201
ENSACAP00000010114	ENSGACP00000002813
ENSACAP00000017617	ENSGACP00000015886
ENSACAP00000008317	ENSGACP00000007781
ENSACAP00000008317	ENSGACP00000008111
ENSACAP00000011925	ENSGACP00000021636
ENSACAP00000009776	ENSGACP00000017465
ENSACAP00000009776	ENSGACP00000019617
ENSACAP00000000468	ENSGACP00000013569
ENSACAP00000000468	ENSGACP00000020509
ENSACAP00000007988	ENSGACP00000023070
ENSACAP00000016124	ENSGACP00000017218
ENSACAP00000016124	ENSGACP00000007854
ENSACAP00000013154	ENSGACP00000007778
ENSACAP00000005500	ENSGACP00000021322
ENSACAP00000000364	ENSGACP00000025651
ENSACAP00000015744	ENSGACP00000006741
ENSACAP00000014337	ENSGACP00000010343
ENSACAP00000010738	ENSGACP00000014020
ENSACAP00000014391	ENSGACP00000005290
ENSACAP00000001348	ENSGACP00000005684
ENSACAP00000014128	ENSGACP00000024380
ENSACAP00000003243	ENSGACP00000000783
ENSACAP00000012863	ENSGACP00000000485
ENSACAP00000012680	ENSGACP00000005440
ENSACAP00000011973	ENSGACP00000005520
ENSACAP00000011973	ENSGACP00000008884
ENSACAP00000015429	ENSGACP00000005472
ENSACAP00000006776	ENSGACP00000020277
ENSACAP00000006744	ENSGACP00000014662
ENSACAP00000015745	ENSGACP00000002167
ENSACAP00000010798	ENSGACP00000011201
ENSACAP00000003528	ENSGACP00000018511
ENSACAP00000004880	ENSGACP00000019200
ENSACAP00000015570	ENSGACP00000006831
ENSACAP00000019354	ENSGACP00000011389
ENSACAP00000019354	ENSGACP00000020478
ENSACAP00000015983	ENSGACP00000020888
ENSACAP00000009909	ENSGACP00000014622
ENSACAP00000002415	ENSGACP00000014242
ENSACAP00000007139	ENSGACP00000005097
