ENSDARP00000074624	ENSMGAP00000004951
ENSDARP00000109027	ENSMGAP00000002614
ENSDARP00000032448	ENSMGAP00000017667
ENSDARP00000090977	ENSMGAP00000012381
ENSDARP00000092724	ENSMGAP00000011841
ENSDARP00000121626	ENSMGAP00000003649
ENSDARP00000057866	ENSMGAP00000010597
ENSDARP00000070580	ENSMGAP00000002082
ENSDARP00000129510	ENSMGAP00000019772
ENSDARP00000047895	ENSMGAP00000015789
ENSDARP00000120021	ENSMGAP00000015789
ENSDARP00000091395	ENSMGAP00000012602
ENSDARP00000074512	ENSMGAP00000015233
ENSDARP00000121706	ENSMGAP00000015233
ENSDARP00000078889	ENSMGAP00000001937
ENSDARP00000102277	ENSMGAP00000001937
ENSDARP00000086172	ENSMGAP00000000396
ENSDARP00000098718	ENSMGAP00000007106
ENSDARP00000106714	ENSMGAP00000009840
ENSDARP00000114663	ENSMGAP00000010777
ENSDARP00000125954	ENSMGAP00000016088
ENSDARP00000114939	ENSMGAP00000012525
ENSDARP00000091972	ENSMGAP00000014409
ENSDARP00000098087	ENSMGAP00000010882
ENSDARP00000115423	ENSMGAP00000004913
ENSDARP00000077321	ENSMGAP00000004813
ENSDARP00000094372	ENSMGAP00000010503
ENSDARP00000005085	ENSMGAP00000001131
ENSDARP00000071771	ENSMGAP00000010628
ENSDARP00000038588	ENSMGAP00000018261
ENSDARP00000066758	ENSMGAP00000006235
ENSDARP00000123832	ENSMGAP00000003569
ENSDARP00000071871	ENSMGAP00000003569
ENSDARP00000014968	ENSMGAP00000018863
ENSDARP00000060416	ENSMGAP00000010973
ENSDARP00000127594	ENSMGAP00000011946
ENSDARP00000022009	ENSMGAP00000017832
ENSDARP00000071589	ENSMGAP00000009966
ENSDARP00000045582	ENSMGAP00000004713
ENSDARP00000116176	ENSMGAP00000014952
ENSDARP00000000004	ENSMGAP00000015175
ENSDARP00000084629	ENSMGAP00000016373
ENSDARP00000058776	ENSMGAP00000014453
ENSDARP00000031200	ENSMGAP00000008949
ENSDARP00000040700	ENSMGAP00000003065
ENSDARP00000089186	ENSMGAP00000003065
ENSDARP00000045244	ENSMGAP00000014916
ENSDARP00000118972	ENSMGAP00000016461
ENSDARP00000009928	ENSMGAP00000006505
ENSDARP00000117791	ENSMGAP00000015068
ENSDARP00000007990	ENSMGAP00000003778
ENSDARP00000123798	ENSMGAP00000009483
ENSDARP00000028710	ENSMGAP00000015069
ENSDARP00000126878	ENSMGAP00000015767
ENSDARP00000102873	ENSMGAP00000015772
ENSDARP00000072256	ENSMGAP00000015772
ENSDARP00000026757	ENSMGAP00000008552
ENSDARP00000128498	ENSMGAP00000014508
ENSDARP00000100773	ENSMGAP00000018368
ENSDARP00000082128	ENSMGAP00000018368
ENSDARP00000023050	ENSMGAP00000013822
ENSDARP00000084260	ENSMGAP00000007654
ENSDARP00000021474	ENSMGAP00000012365
ENSDARP00000093602	ENSMGAP00000006906
ENSDARP00000075077	ENSMGAP00000014934
ENSDARP00000073773	ENSMGAP00000001401
ENSDARP00000070982	ENSMGAP00000006513
ENSDARP00000111684	ENSMGAP00000006157
ENSDARP00000103254	ENSMGAP00000016097
ENSDARP00000127668	ENSMGAP00000007451
ENSDARP00000026697	ENSMGAP00000006120
ENSDARP00000118737	ENSMGAP00000005148
ENSDARP00000101878	ENSMGAP00000008084
ENSDARP00000046879	ENSMGAP00000008515
ENSDARP00000111622	ENSMGAP00000008609
ENSDARP00000108488	ENSMGAP00000016129
ENSDARP00000095301	ENSMGAP00000011465
ENSDARP00000016158	ENSMGAP00000016018
ENSDARP00000050444	ENSMGAP00000000582
ENSDARP00000101218	ENSMGAP00000000582
ENSDARP00000101787	ENSMGAP00000011756
ENSDARP00000115995	ENSMGAP00000015074
ENSDARP00000100117	ENSMGAP00000007996
ENSDARP00000068272	ENSMGAP00000007996
ENSDARP00000121883	ENSMGAP00000010751
ENSDARP00000093333	ENSMGAP00000011031
ENSDARP00000022906	ENSMGAP00000004429
ENSDARP00000107220	ENSMGAP00000008708
ENSDARP00000015325	ENSMGAP00000009942
ENSDARP00000054459	ENSMGAP00000009834
ENSDARP00000021118	ENSMGAP00000011602
ENSDARP00000111994	ENSMGAP00000011602
ENSDARP00000006762	ENSMGAP00000006562
ENSDARP00000057621	ENSMGAP00000011647
ENSDARP00000019194	ENSMGAP00000010719
ENSDARP00000003738	ENSMGAP00000003451
ENSDARP00000032456	ENSMGAP00000014948
ENSDARP00000094621	ENSMGAP00000011735
ENSDARP00000011271	ENSMGAP00000010964
ENSDARP00000108842	ENSMGAP00000001231
ENSDARP00000109589	ENSMGAP00000001477
ENSDARP00000053595	ENSMGAP00000004568
ENSDARP00000096745	ENSMGAP00000005509
ENSDARP00000115425	ENSMGAP00000014796
ENSDARP00000113191	ENSMGAP00000014796
ENSDARP00000121393	ENSMGAP00000002186
ENSDARP00000068385	ENSMGAP00000016662
ENSDARP00000103186	ENSMGAP00000014966
ENSDARP00000127267	ENSMGAP00000017895
ENSDARP00000093281	ENSMGAP00000015104
ENSDARP00000127821	ENSMGAP00000015104
ENSDARP00000119878	ENSMGAP00000018791
ENSDARP00000116232	ENSMGAP00000016052
ENSDARP00000054618	ENSMGAP00000009912
ENSDARP00000008663	ENSMGAP00000009912
ENSDARP00000053075	ENSMGAP00000004144
ENSDARP00000011292	ENSMGAP00000007691
ENSDARP00000094733	ENSMGAP00000002187
ENSDARP00000108265	ENSMGAP00000014152
ENSDARP00000090967	ENSMGAP00000008484
ENSDARP00000123512	ENSMGAP00000008484
ENSDARP00000058554	ENSMGAP00000004460
ENSDARP00000128116	ENSMGAP00000004460
ENSDARP00000074492	ENSMGAP00000001320
ENSDARP00000107565	ENSMGAP00000010407
ENSDARP00000089063	ENSMGAP00000007914
ENSDARP00000084834	ENSMGAP00000009628
ENSDARP00000104039	ENSMGAP00000009625
ENSDARP00000072130	ENSMGAP00000011771
ENSDARP00000095128	ENSMGAP00000011771
ENSDARP00000119407	ENSMGAP00000019682
ENSDARP00000073490	ENSMGAP00000002983
ENSDARP00000126312	ENSMGAP00000006133
ENSDARP00000102007	ENSMGAP00000006133
ENSDARP00000087318	ENSMGAP00000005945
ENSDARP00000127541	ENSMGAP00000005945
ENSDARP00000119028	ENSMGAP00000015213
ENSDARP00000109716	ENSMGAP00000003838
ENSDARP00000121537	ENSMGAP00000010556
ENSDARP00000075786	ENSMGAP00000006531
ENSDARP00000043865	ENSMGAP00000004562
ENSDARP00000124331	ENSMGAP00000008270
ENSDARP00000104082	ENSMGAP00000001856
ENSDARP00000074744	ENSMGAP00000001856
ENSDARP00000102655	ENSMGAP00000004539
ENSDARP00000065330	ENSMGAP00000009638
ENSDARP00000101271	ENSMGAP00000012062
ENSDARP00000128983	ENSMGAP00000005078
ENSDARP00000062840	ENSMGAP00000009287
ENSDARP00000127571	ENSMGAP00000009287
ENSDARP00000103111	ENSMGAP00000011154
ENSDARP00000003850	ENSMGAP00000005290
ENSDARP00000069541	ENSMGAP00000000918
ENSDARP00000039309	ENSMGAP00000008229
ENSDARP00000012152	ENSMGAP00000005812
ENSDARP00000106650	ENSMGAP00000000399
ENSDARP00000099537	ENSMGAP00000004799
ENSDARP00000129752	ENSMGAP00000004799
ENSDARP00000041396	ENSMGAP00000010016
ENSDARP00000056868	ENSMGAP00000013452
ENSDARP00000038667	ENSMGAP00000013452
ENSDARP00000019390	ENSMGAP00000012616
ENSDARP00000014732	ENSMGAP00000014539
ENSDARP00000003991	ENSMGAP00000014503
ENSDARP00000114915	ENSMGAP00000005998
ENSDARP00000100728	ENSMGAP00000009269
ENSDARP00000070661	ENSMGAP00000008575
ENSDARP00000087453	ENSMGAP00000010258
ENSDARP00000123328	ENSMGAP00000009864
ENSDARP00000082295	ENSMGAP00000008447
ENSDARP00000072078	ENSMGAP00000019614
ENSDARP00000082073	ENSMGAP00000003653
ENSDARP00000125714	ENSMGAP00000013211
ENSDARP00000094504	ENSMGAP00000008207
ENSDARP00000109037	ENSMGAP00000001765
ENSDARP00000074257	ENSMGAP00000014644
ENSDARP00000107517	ENSMGAP00000011481
ENSDARP00000029427	ENSMGAP00000003679
ENSDARP00000016596	ENSMGAP00000002356
ENSDARP00000110675	ENSMGAP00000002769
ENSDARP00000049009	ENSMGAP00000005216
ENSDARP00000041589	ENSMGAP00000009062
ENSDARP00000046526	ENSMGAP00000003497
ENSDARP00000127387	ENSMGAP00000002920
ENSDARP00000093332	ENSMGAP00000002159
ENSDARP00000050849	ENSMGAP00000003507
ENSDARP00000045668	ENSMGAP00000011542
ENSDARP00000113661	ENSMGAP00000002388
ENSDARP00000112226	ENSMGAP00000002388
ENSDARP00000024846	ENSMGAP00000001509
ENSDARP00000012411	ENSMGAP00000011517
ENSDARP00000083866	ENSMGAP00000017536
ENSDARP00000083861	ENSMGAP00000017536
ENSDARP00000007655	ENSMGAP00000008745
ENSDARP00000094772	ENSMGAP00000009152
ENSDARP00000103094	ENSMGAP00000006117
ENSDARP00000065138	ENSMGAP00000008371
ENSDARP00000064725	ENSMGAP00000014576
ENSDARP00000101129	ENSMGAP00000009327
ENSDARP00000100462	ENSMGAP00000015599
ENSDARP00000067447	ENSMGAP00000016067
ENSDARP00000018064	ENSMGAP00000013156
ENSDARP00000074190	ENSMGAP00000014914
ENSDARP00000123183	ENSMGAP00000012337
ENSDARP00000021253	ENSMGAP00000009500
ENSDARP00000081199	ENSMGAP00000011878
ENSDARP00000077256	ENSMGAP00000003784
ENSDARP00000091365	ENSMGAP00000012641
ENSDARP00000103524	ENSMGAP00000009289
ENSDARP00000116609	ENSMGAP00000003484
ENSDARP00000013759	ENSMGAP00000007522
ENSDARP00000016201	ENSMGAP00000015786
ENSDARP00000039879	ENSMGAP00000003471
ENSDARP00000041608	ENSMGAP00000017309
ENSDARP00000061913	ENSMGAP00000013349
ENSDARP00000017895	ENSMGAP00000019671
ENSDARP00000020770	ENSMGAP00000019671
ENSDARP00000104466	ENSMGAP00000010815
ENSDARP00000070824	ENSMGAP00000007206
ENSDARP00000032264	ENSMGAP00000002743
ENSDARP00000115900	ENSMGAP00000002743
ENSDARP00000041713	ENSMGAP00000003460
ENSDARP00000020867	ENSMGAP00000003460
ENSDARP00000087620	ENSMGAP00000001555
ENSDARP00000021697	ENSMGAP00000001555
ENSDARP00000087617	ENSMGAP00000017807
ENSDARP00000117820	ENSMGAP00000017743
ENSDARP00000100590	ENSMGAP00000017743
ENSDARP00000111996	ENSMGAP00000010797
ENSDARP00000122091	ENSMGAP00000000209
ENSDARP00000076045	ENSMGAP00000014185
ENSDARP00000018618	ENSMGAP00000007405
ENSDARP00000118078	ENSMGAP00000007405
ENSDARP00000069499	ENSMGAP00000000355
ENSDARP00000073848	ENSMGAP00000002145
ENSDARP00000112460	ENSMGAP00000016810
ENSDARP00000083454	ENSMGAP00000007428
ENSDARP00000092445	ENSMGAP00000002603
ENSDARP00000052384	ENSMGAP00000019035
ENSDARP00000067158	ENSMGAP00000019035
ENSDARP00000012808	ENSMGAP00000018102
ENSDARP00000040409	ENSMGAP00000013781
ENSDARP00000107633	ENSMGAP00000007374
ENSDARP00000105160	ENSMGAP00000000135
ENSDARP00000109436	ENSMGAP00000019572
ENSDARP00000109113	ENSMGAP00000007202
ENSDARP00000011293	ENSMGAP00000014749
ENSDARP00000124325	ENSMGAP00000010538
ENSDARP00000043677	ENSMGAP00000010538
ENSDARP00000016209	ENSMGAP00000001317
ENSDARP00000108294	ENSMGAP00000018832
ENSDARP00000055427	ENSMGAP00000018832
ENSDARP00000023564	ENSMGAP00000014846
ENSDARP00000109556	ENSMGAP00000009473
ENSDARP00000097371	ENSMGAP00000002894
ENSDARP00000051798	ENSMGAP00000004521
ENSDARP00000077625	ENSMGAP00000010017
ENSDARP00000054625	ENSMGAP00000001598
ENSDARP00000051663	ENSMGAP00000000476
ENSDARP00000090052	ENSMGAP00000008527
ENSDARP00000097487	ENSMGAP00000006032
ENSDARP00000127272	ENSMGAP00000006565
ENSDARP00000058762	ENSMGAP00000011234
ENSDARP00000083666	ENSMGAP00000007218
ENSDARP00000090007	ENSMGAP00000004125
ENSDARP00000100039	ENSMGAP00000005938
ENSDARP00000099863	ENSMGAP00000016022
ENSDARP00000097836	ENSMGAP00000015534
ENSDARP00000103132	ENSMGAP00000015534
ENSDARP00000050017	ENSMGAP00000018675
ENSDARP00000061326	ENSMGAP00000016485
ENSDARP00000020679	ENSMGAP00000001473
ENSDARP00000058869	ENSMGAP00000008989
ENSDARP00000015966	ENSMGAP00000015071
ENSDARP00000077794	ENSMGAP00000015268
ENSDARP00000102826	ENSMGAP00000015268
ENSDARP00000104446	ENSMGAP00000003747
ENSDARP00000025803	ENSMGAP00000003747
ENSDARP00000043290	ENSMGAP00000002431
ENSDARP00000092347	ENSMGAP00000006888
ENSDARP00000116412	ENSMGAP00000006888
ENSDARP00000105953	ENSMGAP00000007784
ENSDARP00000125884	ENSMGAP00000009457
ENSDARP00000024810	ENSMGAP00000004615
ENSDARP00000035593	ENSMGAP00000009139
ENSDARP00000048675	ENSMGAP00000008942
ENSDARP00000115860	ENSMGAP00000008942
ENSDARP00000046625	ENSMGAP00000006928
ENSDARP00000085946	ENSMGAP00000001301
ENSDARP00000128691	ENSMGAP00000006978
ENSDARP00000111362	ENSMGAP00000000915
ENSDARP00000108392	ENSMGAP00000011461
ENSDARP00000116173	ENSMGAP00000014248
ENSDARP00000023794	ENSMGAP00000000890
ENSDARP00000058728	ENSMGAP00000000890
ENSDARP00000114402	ENSMGAP00000002547
ENSDARP00000080768	ENSMGAP00000002547
ENSDARP00000094807	ENSMGAP00000014843
ENSDARP00000058092	ENSMGAP00000001331
ENSDARP00000009785	ENSMGAP00000001331
ENSDARP00000063702	ENSMGAP00000014880
ENSDARP00000099510	ENSMGAP00000013499
ENSDARP00000129200	ENSMGAP00000011138
ENSDARP00000105963	ENSMGAP00000012253
ENSDARP00000078434	ENSMGAP00000001767
ENSDARP00000018980	ENSMGAP00000012043
ENSDARP00000062907	ENSMGAP00000011147
ENSDARP00000117664	ENSMGAP00000013902
ENSDARP00000127227	ENSMGAP00000013902
ENSDARP00000012869	ENSMGAP00000002309
ENSDARP00000006838	ENSMGAP00000006330
ENSDARP00000113944	ENSMGAP00000006330
ENSDARP00000022331	ENSMGAP00000013505
ENSDARP00000083997	ENSMGAP00000013505
ENSDARP00000101964	ENSMGAP00000007599
ENSDARP00000097114	ENSMGAP00000005091
ENSDARP00000109570	ENSMGAP00000000867
ENSDARP00000098667	ENSMGAP00000012643
ENSDARP00000113730	ENSMGAP00000000835
ENSDARP00000120826	ENSMGAP00000013927
ENSDARP00000071465	ENSMGAP00000008832
ENSDARP00000098627	ENSMGAP00000014350
ENSDARP00000115969	ENSMGAP00000010572
ENSDARP00000007237	ENSMGAP00000011062
ENSDARP00000113995	ENSMGAP00000012625
ENSDARP00000121746	ENSMGAP00000002554
ENSDARP00000009986	ENSMGAP00000000197
ENSDARP00000091924	ENSMGAP00000013610
ENSDARP00000008140	ENSMGAP00000003074
ENSDARP00000047072	ENSMGAP00000003392
ENSDARP00000115525	ENSMGAP00000003392
ENSDARP00000111506	ENSMGAP00000011071
ENSDARP00000115217	ENSMGAP00000001289
ENSDARP00000110113	ENSMGAP00000008121
ENSDARP00000022077	ENSMGAP00000015622
ENSDARP00000030881	ENSMGAP00000006195
ENSDARP00000054734	ENSMGAP00000017468
ENSDARP00000065012	ENSMGAP00000017468
ENSDARP00000091083	ENSMGAP00000003452
ENSDARP00000052551	ENSMGAP00000017929
ENSDARP00000081313	ENSMGAP00000009595
ENSDARP00000073595	ENSMGAP00000001773
ENSDARP00000051413	ENSMGAP00000002310
ENSDARP00000118711	ENSMGAP00000000888
ENSDARP00000105614	ENSMGAP00000000888
ENSDARP00000044837	ENSMGAP00000013572
ENSDARP00000049419	ENSMGAP00000013572
ENSDARP00000084170	ENSMGAP00000003488
ENSDARP00000085993	ENSMGAP00000007183
ENSDARP00000100420	ENSMGAP00000014029
ENSDARP00000097792	ENSMGAP00000014029
ENSDARP00000128169	ENSMGAP00000000392
ENSDARP00000107305	ENSMGAP00000010037
ENSDARP00000062696	ENSMGAP00000001260
ENSDARP00000074879	ENSMGAP00000001260
ENSDARP00000073632	ENSMGAP00000014015
ENSDARP00000102997	ENSMGAP00000014015
ENSDARP00000082444	ENSMGAP00000019145
ENSDARP00000107355	ENSMGAP00000006188
ENSDARP00000079959	ENSMGAP00000011727
ENSDARP00000080136	ENSMGAP00000009619
ENSDARP00000020528	ENSMGAP00000012095
ENSDARP00000048135	ENSMGAP00000012095
ENSDARP00000118143	ENSMGAP00000015255
ENSDARP00000115280	ENSMGAP00000011094
ENSDARP00000088711	ENSMGAP00000007567
ENSDARP00000080101	ENSMGAP00000000861
ENSDARP00000072349	ENSMGAP00000000861
ENSDARP00000041401	ENSMGAP00000003810
ENSDARP00000103000	ENSMGAP00000002680
ENSDARP00000038893	ENSMGAP00000019519
ENSDARP00000025057	ENSMGAP00000013676
ENSDARP00000128605	ENSMGAP00000013676
ENSDARP00000119495	ENSMGAP00000000283
ENSDARP00000113004	ENSMGAP00000000674
ENSDARP00000118656	ENSMGAP00000000674
ENSDARP00000086622	ENSMGAP00000017003
ENSDARP00000053220	ENSMGAP00000016516
ENSDARP00000100307	ENSMGAP00000015459
ENSDARP00000090929	ENSMGAP00000013010
ENSDARP00000086538	ENSMGAP00000014751
ENSDARP00000013325	ENSMGAP00000004317
ENSDARP00000073869	ENSMGAP00000004090
ENSDARP00000124804	ENSMGAP00000015685
ENSDARP00000004047	ENSMGAP00000009202
ENSDARP00000088503	ENSMGAP00000009202
ENSDARP00000073112	ENSMGAP00000004514
ENSDARP00000073184	ENSMGAP00000004514
ENSDARP00000022131	ENSMGAP00000005969
ENSDARP00000101463	ENSMGAP00000010632
ENSDARP00000062236	ENSMGAP00000012707
ENSDARP00000074835	ENSMGAP00000005785
ENSDARP00000108396	ENSMGAP00000015299
ENSDARP00000128564	ENSMGAP00000005441
ENSDARP00000100478	ENSMGAP00000001314
ENSDARP00000105964	ENSMGAP00000018918
ENSDARP00000106329	ENSMGAP00000011035
ENSDARP00000127981	ENSMGAP00000001662
ENSDARP00000110922	ENSMGAP00000013212
ENSDARP00000103804	ENSMGAP00000013212
ENSDARP00000010482	ENSMGAP00000017429
ENSDARP00000024354	ENSMGAP00000008753
ENSDARP00000050129	ENSMGAP00000002665
ENSDARP00000041699	ENSMGAP00000011845
ENSDARP00000076104	ENSMGAP00000010828
ENSDARP00000090833	ENSMGAP00000015525
ENSDARP00000070056	ENSMGAP00000004508
ENSDARP00000020214	ENSMGAP00000009525
ENSDARP00000026086	ENSMGAP00000009525
ENSDARP00000128969	ENSMGAP00000015997
ENSDARP00000090804	ENSMGAP00000019160
ENSDARP00000101922	ENSMGAP00000007985
ENSDARP00000006859	ENSMGAP00000012338
ENSDARP00000080453	ENSMGAP00000014358
ENSDARP00000100323	ENSMGAP00000015594
ENSDARP00000102421	ENSMGAP00000015594
ENSDARP00000109963	ENSMGAP00000009855
ENSDARP00000103889	ENSMGAP00000019458
ENSDARP00000114452	ENSMGAP00000009218
ENSDARP00000068850	ENSMGAP00000012341
ENSDARP00000105635	ENSMGAP00000012890
ENSDARP00000105547	ENSMGAP00000013856
ENSDARP00000023268	ENSMGAP00000011772
ENSDARP00000100785	ENSMGAP00000001185
ENSDARP00000118027	ENSMGAP00000014563
ENSDARP00000127270	ENSMGAP00000012904
ENSDARP00000098280	ENSMGAP00000008183
ENSDARP00000126694	ENSMGAP00000008183
ENSDARP00000120118	ENSMGAP00000004140
ENSDARP00000110624	ENSMGAP00000009610
ENSDARP00000074640	ENSMGAP00000009610
ENSDARP00000044082	ENSMGAP00000017498
ENSDARP00000015104	ENSMGAP00000017498
ENSDARP00000114249	ENSMGAP00000005727
ENSDARP00000129238	ENSMGAP00000008671
ENSDARP00000109205	ENSMGAP00000012304
ENSDARP00000093339	ENSMGAP00000012838
ENSDARP00000083210	ENSMGAP00000004990
ENSDARP00000098767	ENSMGAP00000004893
ENSDARP00000117850	ENSMGAP00000003628
ENSDARP00000105578	ENSMGAP00000014982
ENSDARP00000054091	ENSMGAP00000003341
ENSDARP00000126363	ENSMGAP00000019073
ENSDARP00000107839	ENSMGAP00000012500
ENSDARP00000123814	ENSMGAP00000009822
ENSDARP00000124057	ENSMGAP00000010619
ENSDARP00000117685	ENSMGAP00000002622
ENSDARP00000013115	ENSMGAP00000012469
ENSDARP00000062550	ENSMGAP00000008837
ENSDARP00000041727	ENSMGAP00000009264
ENSDARP00000101543	ENSMGAP00000014077
ENSDARP00000092344	ENSMGAP00000007297
ENSDARP00000042048	ENSMGAP00000007414
ENSDARP00000039912	ENSMGAP00000012606
ENSDARP00000103727	ENSMGAP00000010978
ENSDARP00000111316	ENSMGAP00000010960
ENSDARP00000082779	ENSMGAP00000010960
ENSDARP00000082758	ENSMGAP00000010965
ENSDARP00000121534	ENSMGAP00000007771
ENSDARP00000070211	ENSMGAP00000013779
ENSDARP00000109123	ENSMGAP00000002655
ENSDARP00000100833	ENSMGAP00000002848
ENSDARP00000048865	ENSMGAP00000000873
ENSDARP00000113169	ENSMGAP00000000873
ENSDARP00000047190	ENSMGAP00000012375
ENSDARP00000106759	ENSMGAP00000012358
ENSDARP00000105936	ENSMGAP00000001223
ENSDARP00000069995	ENSMGAP00000005421
ENSDARP00000006482	ENSMGAP00000011934
ENSDARP00000015078	ENSMGAP00000011934
ENSDARP00000046980	ENSMGAP00000006861
ENSDARP00000090750	ENSMGAP00000009110
ENSDARP00000026811	ENSMGAP00000014821
ENSDARP00000069192	ENSMGAP00000012982
ENSDARP00000122392	ENSMGAP00000012982
ENSDARP00000107677	ENSMGAP00000019009
ENSDARP00000065255	ENSMGAP00000010774
ENSDARP00000107238	ENSMGAP00000001904
ENSDARP00000004469	ENSMGAP00000005077
ENSDARP00000101848	ENSMGAP00000002231
ENSDARP00000105556	ENSMGAP00000009641
ENSDARP00000050532	ENSMGAP00000009352
ENSDARP00000007440	ENSMGAP00000007675
ENSDARP00000013511	ENSMGAP00000007675
ENSDARP00000110201	ENSMGAP00000013343
ENSDARP00000115859	ENSMGAP00000015676
ENSDARP00000115601	ENSMGAP00000011392
ENSDARP00000112656	ENSMGAP00000001551
ENSDARP00000023719	ENSMGAP00000006177
ENSDARP00000021876	ENSMGAP00000009833
ENSDARP00000056456	ENSMGAP00000009833
ENSDARP00000049862	ENSMGAP00000009242
ENSDARP00000061314	ENSMGAP00000011415
ENSDARP00000074909	ENSMGAP00000007446
ENSDARP00000079665	ENSMGAP00000014532
ENSDARP00000036825	ENSMGAP00000002658
ENSDARP00000103726	ENSMGAP00000000102
ENSDARP00000060943	ENSMGAP00000015341
ENSDARP00000119275	ENSMGAP00000012682
ENSDARP00000102218	ENSMGAP00000007837
ENSDARP00000016888	ENSMGAP00000010013
ENSDARP00000127769	ENSMGAP00000012243
ENSDARP00000098697	ENSMGAP00000007750
ENSDARP00000099945	ENSMGAP00000009802
ENSDARP00000120902	ENSMGAP00000010530
ENSDARP00000009763	ENSMGAP00000010238
ENSDARP00000126239	ENSMGAP00000010238
ENSDARP00000106448	ENSMGAP00000006048
ENSDARP00000126711	ENSMGAP00000009006
ENSDARP00000012165	ENSMGAP00000003099
ENSDARP00000003715	ENSMGAP00000006995
ENSDARP00000123439	ENSMGAP00000006995
ENSDARP00000035450	ENSMGAP00000008871
ENSDARP00000067326	ENSMGAP00000008871
ENSDARP00000128798	ENSMGAP00000004509
ENSDARP00000032728	ENSMGAP00000013714
ENSDARP00000011882	ENSMGAP00000017938
ENSDARP00000027655	ENSMGAP00000000997
ENSDARP00000002127	ENSMGAP00000009055
ENSDARP00000098475	ENSMGAP00000006472
ENSDARP00000121750	ENSMGAP00000013723
ENSDARP00000024226	ENSMGAP00000005705
ENSDARP00000031677	ENSMGAP00000012478
ENSDARP00000119736	ENSMGAP00000014088
ENSDARP00000120629	ENSMGAP00000014799
ENSDARP00000067651	ENSMGAP00000009757
ENSDARP00000111412	ENSMGAP00000009757
ENSDARP00000058570	ENSMGAP00000011250
ENSDARP00000053781	ENSMGAP00000017821
ENSDARP00000115452	ENSMGAP00000007732
ENSDARP00000025657	ENSMGAP00000007732
ENSDARP00000099142	ENSMGAP00000003457
ENSDARP00000083591	ENSMGAP00000003493
ENSDARP00000105619	ENSMGAP00000010197
ENSDARP00000112873	ENSMGAP00000001738
ENSDARP00000012094	ENSMGAP00000014258
ENSDARP00000098673	ENSMGAP00000011093
ENSDARP00000059238	ENSMGAP00000011093
ENSDARP00000096134	ENSMGAP00000005471
ENSDARP00000073453	ENSMGAP00000000903
ENSDARP00000118433	ENSMGAP00000000633
ENSDARP00000006502	ENSMGAP00000004085
ENSDARP00000115424	ENSMGAP00000013853
ENSDARP00000059445	ENSMGAP00000009568
ENSDARP00000110557	ENSMGAP00000011456
ENSDARP00000126846	ENSMGAP00000015420
ENSDARP00000075601	ENSMGAP00000017659
ENSDARP00000053545	ENSMGAP00000014543
ENSDARP00000060183	ENSMGAP00000009481
ENSDARP00000019763	ENSMGAP00000019061
ENSDARP00000093642	ENSMGAP00000002409
ENSDARP00000112220	ENSMGAP00000000838
ENSDARP00000060860	ENSMGAP00000009320
ENSDARP00000109350	ENSMGAP00000009865
ENSDARP00000127636	ENSMGAP00000016491
ENSDARP00000103798	ENSMGAP00000003093
ENSDARP00000054019	ENSMGAP00000000259
ENSDARP00000115671	ENSMGAP00000000259
ENSDARP00000019858	ENSMGAP00000018802
ENSDARP00000013130	ENSMGAP00000013462
ENSDARP00000099123	ENSMGAP00000003170
ENSDARP00000107933	ENSMGAP00000005454
ENSDARP00000054070	ENSMGAP00000014533
ENSDARP00000071346	ENSMGAP00000014533
ENSDARP00000118970	ENSMGAP00000016753
ENSDARP00000114520	ENSMGAP00000017006
ENSDARP00000056244	ENSMGAP00000017533
ENSDARP00000017489	ENSMGAP00000002473
ENSDARP00000122855	ENSMGAP00000002661
ENSDARP00000076697	ENSMGAP00000016470
ENSDARP00000116695	ENSMGAP00000005797
ENSDARP00000075766	ENSMGAP00000008356
ENSDARP00000057729	ENSMGAP00000009921
ENSDARP00000069661	ENSMGAP00000010154
ENSDARP00000077707	ENSMGAP00000008398
ENSDARP00000008092	ENSMGAP00000014330
ENSDARP00000112244	ENSMGAP00000010879
ENSDARP00000050897	ENSMGAP00000001926
ENSDARP00000036851	ENSMGAP00000003247
