ENSLOCP00000009128	ENSMUSP00000034074
ENSLOCP00000002962	ENSMUSP00000030443
ENSLOCP00000010450	ENSMUSP00000073664
ENSLOCP00000006384	ENSMUSP00000103608
ENSLOCP00000016723	ENSMUSP00000039810
ENSLOCP00000004098	ENSMUSP00000120421
ENSLOCP00000005348	ENSMUSP00000030834
ENSLOCP00000001908	ENSMUSP00000005651
ENSLOCP00000002105	ENSMUSP00000022009
ENSLOCP00000020568	ENSMUSP00000027775
ENSLOCP00000009151	ENSMUSP00000006669
ENSLOCP00000013460	ENSMUSP00000019721
ENSLOCP00000003278	ENSMUSP00000070345
ENSLOCP00000017197	ENSMUSP00000105348
ENSLOCP00000002012	ENSMUSP00000023344
ENSLOCP00000017946	ENSMUSP00000111327
ENSLOCP00000019441	ENSMUSP00000031680
ENSLOCP00000008031	ENSMUSP00000027505
ENSLOCP00000008516	ENSMUSP00000032480
ENSLOCP00000011043	ENSMUSP00000062593
ENSLOCP00000020169	ENSMUSP00000027059
ENSLOCP00000000807	ENSMUSP00000035902
ENSLOCP00000016251	ENSMUSP00000105822
ENSLOCP00000008421	ENSMUSP00000129922
ENSLOCP00000020167	ENSMUSP00000037699
ENSLOCP00000004616	ENSMUSP00000111939
ENSLOCP00000012295	ENSMUSP00000056481
ENSLOCP00000012285	ENSMUSP00000061229
ENSLOCP00000013735	ENSMUSP00000040176
ENSLOCP00000013449	ENSMUSP00000042701
ENSLOCP00000006181	ENSMUSP00000038056
ENSLOCP00000003148	ENSMUSP00000081941
ENSLOCP00000001086	ENSMUSP00000099723
ENSLOCP00000009464	ENSMUSP00000023958
ENSLOCP00000021150	ENSMUSP00000005705
ENSLOCP00000012853	ENSMUSP00000029444
ENSLOCP00000003947	ENSMUSP00000102352
ENSLOCP00000004308	ENSMUSP00000110798
ENSLOCP00000016541	ENSMUSP00000058020
ENSLOCP00000007164	ENSMUSP00000053288
ENSLOCP00000009019	ENSMUSP00000107381
ENSLOCP00000005080	ENSMUSP00000095320
ENSLOCP00000011956	ENSMUSP00000110802
ENSLOCP00000017420	ENSMUSP00000019063
ENSLOCP00000001998	ENSMUSP00000029377
ENSLOCP00000010504	ENSMUSP00000053384
ENSLOCP00000001425	ENSMUSP00000107447
ENSLOCP00000013636	ENSMUSP00000129861
ENSLOCP00000014553	ENSMUSP00000105630
ENSLOCP00000012228	ENSMUSP00000032151
ENSLOCP00000018388	ENSMUSP00000037042
ENSLOCP00000011630	ENSMUSP00000069616
ENSLOCP00000016440	ENSMUSP00000001484
ENSLOCP00000010439	ENSMUSP00000046787
ENSLOCP00000007490	ENSMUSP00000023750
ENSLOCP00000010438	ENSMUSP00000023225
ENSLOCP00000019916	ENSMUSP00000020446
ENSLOCP00000011725	ENSMUSP00000062584
ENSLOCP00000018155	ENSMUSP00000003643
ENSLOCP00000001788	ENSMUSP00000106851
ENSLOCP00000010951	ENSMUSP00000109931
ENSLOCP00000005139	ENSMUSP00000066880
ENSLOCP00000007013	ENSMUSP00000022197
ENSLOCP00000017561	ENSMUSP00000035898
ENSLOCP00000007882	ENSMUSP00000078808
ENSLOCP00000020552	ENSMUSP00000044660
ENSLOCP00000020782	ENSMUSP00000106567
ENSLOCP00000010907	ENSMUSP00000045441
ENSLOCP00000009708	ENSMUSP00000037107
ENSLOCP00000009331	ENSMUSP00000004381
ENSLOCP00000011051	ENSMUSP00000137298
ENSLOCP00000020362	ENSMUSP00000131277
ENSLOCP00000013196	ENSMUSP00000093469
ENSLOCP00000016583	ENSMUSP00000101999
ENSLOCP00000016348	ENSMUSP00000039416
ENSLOCP00000004572	ENSMUSP00000053766
ENSLOCP00000012068	ENSMUSP00000099806
ENSLOCP00000005599	ENSMUSP00000090470
ENSLOCP00000002644	ENSMUSP00000089958
ENSLOCP00000018900	ENSMUSP00000033430
ENSLOCP00000020306	ENSMUSP00000050199
ENSLOCP00000019769	ENSMUSP00000064808
ENSLOCP00000012411	ENSMUSP00000086710
ENSLOCP00000019139	ENSMUSP00000085775
ENSLOCP00000019635	ENSMUSP00000031055
ENSLOCP00000009904	ENSMUSP00000061704
ENSLOCP00000001806	ENSMUSP00000052095
ENSLOCP00000013616	ENSMUSP00000024849
ENSLOCP00000013981	ENSMUSP00000041328
ENSLOCP00000006928	ENSMUSP00000024958
ENSLOCP00000016425	ENSMUSP00000124381
ENSLOCP00000011695	ENSMUSP00000097296
ENSLOCP00000009231	ENSMUSP00000022212
ENSLOCP00000002893	ENSMUSP00000076130
ENSLOCP00000004693	ENSMUSP00000130004
ENSLOCP00000009506	ENSMUSP00000056967
ENSLOCP00000008821	ENSMUSP00000034090
ENSLOCP00000018162	ENSMUSP00000038091
ENSLOCP00000012156	ENSMUSP00000082004
ENSLOCP00000001715	ENSMUSP00000003642
ENSLOCP00000007117	ENSMUSP00000136950
ENSLOCP00000003854	ENSMUSP00000047480
ENSLOCP00000016880	ENSMUSP00000018614
ENSLOCP00000013736	ENSMUSP00000038719
ENSLOCP00000007009	ENSMUSP00000103958
ENSLOCP00000005451	ENSMUSP00000036438
ENSLOCP00000016910	ENSMUSP00000099652
ENSLOCP00000000999	ENSMUSP00000082777
ENSLOCP00000011733	ENSMUSP00000031455
ENSLOCP00000005105	ENSMUSP00000050061
ENSLOCP00000012453	ENSMUSP00000027726
ENSLOCP00000013229	ENSMUSP00000124258
ENSLOCP00000007137	ENSMUSP00000093911
ENSLOCP00000017693	ENSMUSP00000032762
ENSLOCP00000013389	ENSMUSP00000046906
ENSLOCP00000014870	ENSMUSP00000029812
ENSLOCP00000015294	ENSMUSP00000107512
ENSLOCP00000018282	ENSMUSP00000092355
ENSLOCP00000019874	ENSMUSP00000099928
ENSLOCP00000016983	ENSMUSP00000021050
ENSLOCP00000014911	ENSMUSP00000073228
ENSLOCP00000011469	ENSMUSP00000133515
ENSLOCP00000003512	ENSMUSP00000025002
ENSLOCP00000008157	ENSMUSP00000021155
ENSLOCP00000000511	ENSMUSP00000099676
ENSLOCP00000016179	ENSMUSP00000042063
ENSLOCP00000007458	ENSMUSP00000111497
ENSLOCP00000011968	ENSMUSP00000078572
ENSLOCP00000021444	ENSMUSP00000080548
ENSLOCP00000007512	ENSMUSP00000112836
ENSLOCP00000010531	ENSMUSP00000029547
ENSLOCP00000009883	ENSMUSP00000100008
ENSLOCP00000006762	ENSMUSP00000028663
ENSLOCP00000011852	ENSMUSP00000072852
ENSLOCP00000019564	ENSMUSP00000031709
ENSLOCP00000012768	ENSMUSP00000022262
ENSLOCP00000005645	ENSMUSP00000135039
ENSLOCP00000017680	ENSMUSP00000055562
ENSLOCP00000000253	ENSMUSP00000127149
ENSLOCP00000012957	ENSMUSP00000050123
ENSLOCP00000020166	ENSMUSP00000110434
ENSLOCP00000004184	ENSMUSP00000084430
ENSLOCP00000001591	ENSMUSP00000068178
ENSLOCP00000009092	ENSMUSP00000045637
ENSLOCP00000011580	ENSMUSP00000048719
ENSLOCP00000019949	ENSMUSP00000095420
ENSLOCP00000002909	ENSMUSP00000023550
ENSLOCP00000008090	ENSMUSP00000028392
ENSLOCP00000007075	ENSMUSP00000086422
ENSLOCP00000003717	ENSMUSP00000026624
ENSLOCP00000018648	ENSMUSP00000110373
ENSLOCP00000013828	ENSMUSP00000025989
ENSLOCP00000001155	ENSMUSP00000113782
ENSLOCP00000015882	ENSMUSP00000021443
ENSLOCP00000014823	ENSMUSP00000071578
ENSLOCP00000007802	ENSMUSP00000120531
ENSLOCP00000007183	ENSMUSP00000039737
ENSLOCP00000015386	ENSMUSP00000099399
ENSLOCP00000005237	ENSMUSP00000015137
ENSLOCP00000011607	ENSMUSP00000050087
ENSLOCP00000020561	ENSMUSP00000032272
ENSLOCP00000008873	ENSMUSP00000108593
ENSLOCP00000011338	ENSMUSP00000019333
ENSLOCP00000010972	ENSMUSP00000046467
ENSLOCP00000001672	ENSMUSP00000114843
ENSLOCP00000014059	ENSMUSP00000137440
ENSLOCP00000012855	ENSMUSP00000002259
ENSLOCP00000011571	ENSMUSP00000030285
ENSLOCP00000002134	ENSMUSP00000000219
ENSLOCP00000010909	ENSMUSP00000087257
ENSLOCP00000005187	ENSMUSP00000036289
ENSLOCP00000016110	ENSMUSP00000028844
ENSLOCP00000003362	ENSMUSP00000031530
ENSLOCP00000009902	ENSMUSP00000040524
ENSLOCP00000015286	ENSMUSP00000047402
ENSLOCP00000005069	ENSMUSP00000026537
ENSLOCP00000007127	ENSMUSP00000038373
ENSLOCP00000015077	ENSMUSP00000026662
ENSLOCP00000011966	ENSMUSP00000022952
ENSLOCP00000009868	ENSMUSP00000025642
ENSLOCP00000000646	ENSMUSP00000081572
ENSLOCP00000020985	ENSMUSP00000019911
ENSLOCP00000000783	ENSMUSP00000069578
ENSLOCP00000018321	ENSMUSP00000057365
ENSLOCP00000001464	ENSMUSP00000030585
ENSLOCP00000002331	ENSMUSP00000039760
ENSLOCP00000012475	ENSMUSP00000104725
ENSLOCP00000011687	ENSMUSP00000001079
ENSLOCP00000015455	ENSMUSP00000045955
ENSLOCP00000015429	ENSMUSP00000035823
ENSLOCP00000015768	ENSMUSP00000095702
ENSLOCP00000014609	ENSMUSP00000118474
ENSLOCP00000004411	ENSMUSP00000026750
ENSLOCP00000006636	ENSMUSP00000030645
ENSLOCP00000003153	ENSMUSP00000030627
ENSLOCP00000009886	ENSMUSP00000130767
ENSLOCP00000020190	ENSMUSP00000024721
ENSLOCP00000016472	ENSMUSP00000078547
ENSLOCP00000017243	ENSMUSP00000034817
ENSLOCP00000022094	ENSMUSP00000069127
ENSLOCP00000022379	ENSMUSP00000125932
ENSLOCP00000011160	ENSMUSP00000076115
ENSLOCP00000008265	ENSMUSP00000029673
ENSLOCP00000018952	ENSMUSP00000033532
ENSLOCP00000001516	ENSMUSP00000044128
ENSLOCP00000012999	ENSMUSP00000051479
ENSLOCP00000005990	ENSMUSP00000060749
ENSLOCP00000014079	ENSMUSP00000136054
ENSLOCP00000007639	ENSMUSP00000110435
ENSLOCP00000001994	ENSMUSP00000099334
ENSLOCP00000006832	ENSMUSP00000088098
ENSLOCP00000001883	ENSMUSP00000056655
ENSLOCP00000010126	ENSMUSP00000134205
ENSLOCP00000003100	ENSMUSP00000036749
ENSLOCP00000017851	ENSMUSP00000078245
ENSLOCP00000012412	ENSMUSP00000031002
ENSLOCP00000018584	ENSMUSP00000095949
ENSLOCP00000009042	ENSMUSP00000071120
ENSLOCP00000021738	ENSMUSP00000062783
ENSLOCP00000016041	ENSMUSP00000021617
ENSLOCP00000020073	ENSMUSP00000020551
ENSLOCP00000016392	ENSMUSP00000087810
ENSLOCP00000019535	ENSMUSP00000112965
ENSLOCP00000015763	ENSMUSP00000017552
ENSLOCP00000003025	ENSMUSP00000077438
ENSLOCP00000013336	ENSMUSP00000110371
ENSLOCP00000008635	ENSMUSP00000078690
ENSLOCP00000011134	ENSMUSP00000020543
ENSLOCP00000012073	ENSMUSP00000125857
ENSLOCP00000018477	ENSMUSP00000137079
ENSLOCP00000010296	ENSMUSP00000098056
ENSLOCP00000011431	ENSMUSP00000034093
ENSLOCP00000006145	ENSMUSP00000113840
ENSLOCP00000019890	ENSMUSP00000125335
ENSLOCP00000003343	ENSMUSP00000106770
ENSLOCP00000004961	ENSMUSP00000099765
ENSLOCP00000012361	ENSMUSP00000066977
ENSLOCP00000017515	ENSMUSP00000045454
ENSLOCP00000016868	ENSMUSP00000109203
ENSLOCP00000022011	ENSMUSP00000035437
ENSLOCP00000001963	ENSMUSP00000105915
ENSLOCP00000018736	ENSMUSP00000135500
ENSLOCP00000004668	ENSMUSP00000006825
ENSLOCP00000019008	ENSMUSP00000101184
ENSLOCP00000016162	ENSMUSP00000105790
ENSLOCP00000012000	ENSMUSP00000042155
ENSLOCP00000014482	ENSMUSP00000007444
ENSLOCP00000013133	ENSMUSP00000027185
ENSLOCP00000016984	ENSMUSP00000034049
ENSLOCP00000015166	ENSMUSP00000029486
ENSLOCP00000019498	ENSMUSP00000075990
ENSLOCP00000018183	ENSMUSP00000069429
ENSLOCP00000019036	ENSMUSP00000023531
ENSLOCP00000008338	ENSMUSP00000005841
ENSLOCP00000004541	ENSMUSP00000034629
ENSLOCP00000008900	ENSMUSP00000005256
ENSLOCP00000003197	ENSMUSP00000044430
ENSLOCP00000020412	ENSMUSP00000066741
ENSLOCP00000011468	ENSMUSP00000105926
ENSLOCP00000005146	ENSMUSP00000129278
ENSLOCP00000019136	ENSMUSP00000099907
ENSLOCP00000011723	ENSMUSP00000025224
ENSLOCP00000001102	ENSMUSP00000028787
ENSLOCP00000011666	ENSMUSP00000093908
ENSLOCP00000002215	ENSMUSP00000118179
ENSLOCP00000019614	ENSMUSP00000120830
ENSLOCP00000001764	ENSMUSP00000023457
ENSLOCP00000017810	ENSMUSP00000005336
ENSLOCP00000002449	ENSMUSP00000087073
ENSLOCP00000010074	ENSMUSP00000006367
ENSLOCP00000018588	ENSMUSP00000081044
ENSLOCP00000012820	ENSMUSP00000059720
ENSLOCP00000004869	ENSMUSP00000030475
ENSLOCP00000013311	ENSMUSP00000028034
ENSLOCP00000019031	ENSMUSP00000079692
ENSLOCP00000019282	ENSMUSP00000129122
ENSLOCP00000014512	ENSMUSP00000027695
ENSLOCP00000009287	ENSMUSP00000121775
ENSLOCP00000021904	ENSMUSP00000055447
ENSLOCP00000022450	ENSMUSP00000114458
ENSLOCP00000020024	ENSMUSP00000024594
ENSLOCP00000007832	ENSMUSP00000068690
ENSLOCP00000012948	ENSMUSP00000041307
ENSLOCP00000005193	ENSMUSP00000056378
ENSLOCP00000017728	ENSMUSP00000019362
ENSLOCP00000001695	ENSMUSP00000034566
ENSLOCP00000007926	ENSMUSP00000090568
ENSLOCP00000010024	ENSMUSP00000053783
ENSLOCP00000012287	ENSMUSP00000038662
ENSLOCP00000010787	ENSMUSP00000102685
ENSLOCP00000009015	ENSMUSP00000113333
ENSLOCP00000007270	ENSMUSP00000088179
ENSLOCP00000001138	ENSMUSP00000114974
ENSLOCP00000017039	ENSMUSP00000018698
ENSLOCP00000007261	ENSMUSP00000114159
ENSLOCP00000004135	ENSMUSP00000026328
ENSLOCP00000013207	ENSMUSP00000076336
ENSLOCP00000006812	ENSMUSP00000123700
ENSLOCP00000015890	ENSMUSP00000102926
ENSLOCP00000012293	ENSMUSP00000038916
ENSLOCP00000008921	ENSMUSP00000098701
ENSLOCP00000017647	ENSMUSP00000100070
ENSLOCP00000013027	ENSMUSP00000104641
ENSLOCP00000019246	ENSMUSP00000028815
ENSLOCP00000013329	ENSMUSP00000027405
ENSLOCP00000011815	ENSMUSP00000026084
ENSLOCP00000018621	ENSMUSP00000046924
ENSLOCP00000014743	ENSMUSP00000052202
ENSLOCP00000014809	ENSMUSP00000048119
ENSLOCP00000002141	ENSMUSP00000132547
ENSLOCP00000015029	ENSMUSP00000107284
ENSLOCP00000015111	ENSMUSP00000029611
ENSLOCP00000012558	ENSMUSP00000084055
ENSLOCP00000015214	ENSMUSP00000136280
ENSLOCP00000017714	ENSMUSP00000054385
ENSLOCP00000003111	ENSMUSP00000120125
ENSLOCP00000009450	ENSMUSP00000039648
ENSLOCP00000017819	ENSMUSP00000104273
ENSLOCP00000019228	ENSMUSP00000131976
ENSLOCP00000010744	ENSMUSP00000112685
ENSLOCP00000005744	ENSMUSP00000059896
ENSLOCP00000015918	ENSMUSP00000093699
ENSLOCP00000008853	ENSMUSP00000103207
ENSLOCP00000004114	ENSMUSP00000127575
ENSLOCP00000018527	ENSMUSP00000110684
ENSLOCP00000008221	ENSMUSP00000020106
ENSLOCP00000011415	ENSMUSP00000035512
ENSLOCP00000019579	ENSMUSP00000106163
ENSLOCP00000011235	ENSMUSP00000025377
ENSLOCP00000012400	ENSMUSP00000031003
ENSLOCP00000020366	ENSMUSP00000020316
ENSLOCP00000019222	ENSMUSP00000033939
ENSLOCP00000005304	ENSMUSP00000026217
ENSLOCP00000008430	ENSMUSP00000025946
ENSLOCP00000001418	ENSMUSP00000076886
ENSLOCP00000008449	ENSMUSP00000073105
ENSLOCP00000006552	ENSMUSP00000035326
ENSLOCP00000004758	ENSMUSP00000033010
ENSLOCP00000001720	ENSMUSP00000128703
ENSLOCP00000012908	ENSMUSP00000128464
ENSLOCP00000005284	ENSMUSP00000041767
ENSLOCP00000019998	ENSMUSP00000020158
ENSLOCP00000005669	ENSMUSP00000086034
ENSLOCP00000001526	ENSMUSP00000018005
ENSLOCP00000015545	ENSMUSP00000025046
ENSLOCP00000016467	ENSMUSP00000035214
ENSLOCP00000011559	ENSMUSP00000109253
ENSLOCP00000012706	ENSMUSP00000018755
ENSLOCP00000018401	ENSMUSP00000116200
ENSLOCP00000012140	ENSMUSP00000065544
ENSLOCP00000009711	ENSMUSP00000045945
ENSLOCP00000011771	ENSMUSP00000035112
ENSLOCP00000009838	ENSMUSP00000029770
ENSLOCP00000013341	ENSMUSP00000021666
ENSLOCP00000001575	ENSMUSP00000027251
ENSLOCP00000019355	ENSMUSP00000024749
ENSLOCP00000006607	ENSMUSP00000022172
ENSLOCP00000014941	ENSMUSP00000024786
ENSLOCP00000018086	ENSMUSP00000076864
ENSLOCP00000012302	ENSMUSP00000044938
ENSLOCP00000019627	ENSMUSP00000031533
ENSLOCP00000002090	ENSMUSP00000096688
ENSLOCP00000019443	ENSMUSP00000064758
ENSLOCP00000014617	ENSMUSP00000021466
ENSLOCP00000000952	ENSMUSP00000025668
ENSLOCP00000013438	ENSMUSP00000110401
ENSLOCP00000013808	ENSMUSP00000030221
ENSLOCP00000017026	ENSMUSP00000044955
ENSLOCP00000007886	ENSMUSP00000099851
ENSLOCP00000014078	ENSMUSP00000042177
ENSLOCP00000003110	ENSMUSP00000040126
ENSLOCP00000012819	ENSMUSP00000080111
ENSLOCP00000005420	ENSMUSP00000130957
ENSLOCP00000008462	ENSMUSP00000113053
ENSLOCP00000009646	ENSMUSP00000053408
ENSLOCP00000019971	ENSMUSP00000020378
ENSLOCP00000005132	ENSMUSP00000102014
ENSLOCP00000007165	ENSMUSP00000130604
ENSLOCP00000017530	ENSMUSP00000038361
ENSLOCP00000007887	ENSMUSP00000091541
ENSLOCP00000011058	ENSMUSP00000088291
ENSLOCP00000018227	ENSMUSP00000057282
ENSLOCP00000018983	ENSMUSP00000019997
ENSLOCP00000009701	ENSMUSP00000101763
ENSLOCP00000019366	ENSMUSP00000016033
ENSLOCP00000014458	ENSMUSP00000096972
ENSLOCP00000018762	ENSMUSP00000001166
ENSLOCP00000010451	ENSMUSP00000113042
ENSLOCP00000002062	ENSMUSP00000032705
ENSLOCP00000005657	ENSMUSP00000107492
ENSLOCP00000021334	ENSMUSP00000003843
ENSLOCP00000013623	ENSMUSP00000008907
ENSLOCP00000007240	ENSMUSP00000023356
ENSLOCP00000005873	ENSMUSP00000006762
ENSLOCP00000002617	ENSMUSP00000066280
ENSLOCP00000010367	ENSMUSP00000045676
ENSLOCP00000005491	ENSMUSP00000097100
ENSLOCP00000015756	ENSMUSP00000026150
ENSLOCP00000020507	ENSMUSP00000019939
ENSLOCP00000016551	ENSMUSP00000021246
ENSLOCP00000007478	ENSMUSP00000066244
ENSLOCP00000020015	ENSMUSP00000090335
ENSLOCP00000007755	ENSMUSP00000088271
ENSLOCP00000001481	ENSMUSP00000020461
ENSLOCP00000013922	ENSMUSP00000052863
ENSLOCP00000001794	ENSMUSP00000038110
ENSLOCP00000020023	ENSMUSP00000108841
ENSLOCP00000020704	ENSMUSP00000023289
ENSLOCP00000003149	ENSMUSP00000071933
ENSLOCP00000018889	ENSMUSP00000032413
ENSLOCP00000014646	ENSMUSP00000114272
ENSLOCP00000014965	ENSMUSP00000094916
ENSLOCP00000012262	ENSMUSP00000108948
ENSLOCP00000017761	ENSMUSP00000111405
ENSLOCP00000003577	ENSMUSP00000081714
ENSLOCP00000000965	ENSMUSP00000051468
ENSLOCP00000018979	ENSMUSP00000084904
ENSLOCP00000022461	ENSMUSP00000060255
ENSLOCP00000009670	ENSMUSP00000056147
ENSLOCP00000004300	ENSMUSP00000101914
ENSLOCP00000006023	ENSMUSP00000064128
ENSLOCP00000005897	ENSMUSP00000050246
ENSLOCP00000001909	ENSMUSP00000062016
ENSLOCP00000010432	ENSMUSP00000009798
ENSLOCP00000004476	ENSMUSP00000056015
ENSLOCP00000021088	ENSMUSP00000034802
ENSLOCP00000018466	ENSMUSP00000129483
ENSLOCP00000021910	ENSMUSP00000056872
ENSLOCP00000018798	ENSMUSP00000020767
ENSLOCP00000008791	ENSMUSP00000062078
ENSLOCP00000019231	ENSMUSP00000033938
ENSLOCP00000010954	ENSMUSP00000067884
ENSLOCP00000000345	ENSMUSP00000000811
ENSLOCP00000004982	ENSMUSP00000133065
ENSLOCP00000021901	ENSMUSP00000116130
ENSLOCP00000011678	ENSMUSP00000056099
ENSLOCP00000020245	ENSMUSP00000040505
ENSLOCP00000005875	ENSMUSP00000032717
ENSLOCP00000020295	ENSMUSP00000060424
ENSLOCP00000008533	ENSMUSP00000025944
ENSLOCP00000017077	ENSMUSP00000129772
ENSLOCP00000020358	ENSMUSP00000052776
ENSLOCP00000013837	ENSMUSP00000042004
ENSLOCP00000000854	ENSMUSP00000025850
ENSLOCP00000021222	ENSMUSP00000031017
ENSLOCP00000018007	ENSMUSP00000003640
ENSLOCP00000012878	ENSMUSP00000021674
ENSLOCP00000012890	ENSMUSP00000021674
ENSLOCP00000002206	ENSMUSP00000106906
ENSLOCP00000014709	ENSMUSP00000080325
ENSLOCP00000013191	ENSMUSP00000044276
ENSLOCP00000013002	ENSMUSP00000027247
ENSLOCP00000017305	ENSMUSP00000031145
ENSLOCP00000001818	ENSMUSP00000131631
ENSLOCP00000005278	ENSMUSP00000135516
ENSLOCP00000008274	ENSMUSP00000080219
ENSLOCP00000018599	ENSMUSP00000110414
ENSLOCP00000004275	ENSMUSP00000108090
ENSLOCP00000019974	ENSMUSP00000111963
ENSLOCP00000003448	ENSMUSP00000054338
ENSLOCP00000016550	ENSMUSP00000042433
ENSLOCP00000015492	ENSMUSP00000017974
ENSLOCP00000010298	ENSMUSP00000028259
ENSLOCP00000004680	ENSMUSP00000058348
ENSLOCP00000017568	ENSMUSP00000129418
ENSLOCP00000013656	ENSMUSP00000057721
ENSLOCP00000007625	ENSMUSP00000099465
ENSLOCP00000017375	ENSMUSP00000057040
ENSLOCP00000006634	ENSMUSP00000061643
ENSLOCP00000007411	ENSMUSP00000034240
ENSLOCP00000005117	ENSMUSP00000004294
ENSLOCP00000008883	ENSMUSP00000137931
ENSLOCP00000015567	ENSMUSP00000055599
ENSLOCP00000019070	ENSMUSP00000019232
ENSLOCP00000016280	ENSMUSP00000026315
ENSLOCP00000012850	ENSMUSP00000000834
ENSLOCP00000005747	ENSMUSP00000050144
ENSLOCP00000003827	ENSMUSP00000108260
ENSLOCP00000012806	ENSMUSP00000132501
ENSLOCP00000012881	ENSMUSP00000111081
ENSLOCP00000008393	ENSMUSP00000088263
ENSLOCP00000007479	ENSMUSP00000077466
ENSLOCP00000016181	ENSMUSP00000104342
ENSLOCP00000001513	ENSMUSP00000132519
ENSLOCP00000018710	ENSMUSP00000096973
ENSLOCP00000009846	ENSMUSP00000050275
ENSLOCP00000004493	ENSMUSP00000017090
ENSLOCP00000013177	ENSMUSP00000099324
ENSLOCP00000006816	ENSMUSP00000075655
ENSLOCP00000014587	ENSMUSP00000018990
ENSLOCP00000000026	ENSMUSP00000043562
ENSLOCP00000001439	ENSMUSP00000037109
ENSLOCP00000014944	ENSMUSP00000001080
ENSLOCP00000018359	ENSMUSP00000139117
ENSLOCP00000015529	ENSMUSP00000045478
ENSLOCP00000011522	ENSMUSP00000022916
ENSLOCP00000001685	ENSMUSP00000054134
ENSLOCP00000002767	ENSMUSP00000079395
ENSLOCP00000012439	ENSMUSP00000127109
ENSLOCP00000002824	ENSMUSP00000111269
ENSLOCP00000016948	ENSMUSP00000000828
ENSLOCP00000015618	ENSMUSP00000038369
ENSLOCP00000019400	ENSMUSP00000063264
ENSLOCP00000012722	ENSMUSP00000019050
ENSLOCP00000007311	ENSMUSP00000055297
ENSLOCP00000014968	ENSMUSP00000021940
ENSLOCP00000018768	ENSMUSP00000117200
ENSLOCP00000004652	ENSMUSP00000034308
ENSLOCP00000007368	ENSMUSP00000112727
ENSLOCP00000011664	ENSMUSP00000029824
ENSLOCP00000002033	ENSMUSP00000083242
ENSLOCP00000004675	ENSMUSP00000031377
ENSLOCP00000008004	ENSMUSP00000030279
ENSLOCP00000017807	ENSMUSP00000108595
ENSLOCP00000007843	ENSMUSP00000027502
ENSLOCP00000001085	ENSMUSP00000026562
ENSLOCP00000007624	ENSMUSP00000040078
ENSLOCP00000008187	ENSMUSP00000104939
ENSLOCP00000013704	ENSMUSP00000061737
ENSLOCP00000006906	ENSMUSP00000000394
ENSLOCP00000009732	ENSMUSP00000072896
ENSLOCP00000020119	ENSMUSP00000047529
ENSLOCP00000013138	ENSMUSP00000027730
ENSLOCP00000002524	ENSMUSP00000072330
ENSLOCP00000004941	ENSMUSP00000016143
ENSLOCP00000005592	ENSMUSP00000081263
ENSLOCP00000020619	ENSMUSP00000006311
ENSLOCP00000009498	ENSMUSP00000112715
ENSLOCP00000005953	ENSMUSP00000103690
ENSLOCP00000006462	ENSMUSP00000099331
ENSLOCP00000006910	ENSMUSP00000129157
ENSLOCP00000012258	ENSMUSP00000107806
ENSLOCP00000002343	ENSMUSP00000041241
ENSLOCP00000008742	ENSMUSP00000029194
ENSLOCP00000015271	ENSMUSP00000132338
ENSLOCP00000004223	ENSMUSP00000081232
ENSLOCP00000011257	ENSMUSP00000132011
ENSLOCP00000021340	ENSMUSP00000044371
ENSLOCP00000015114	ENSMUSP00000029490
ENSLOCP00000009610	ENSMUSP00000021794
ENSLOCP00000004062	ENSMUSP00000104764
ENSLOCP00000000897	ENSMUSP00000080556
ENSLOCP00000016254	ENSMUSP00000104294
ENSLOCP00000018767	ENSMUSP00000052283
ENSLOCP00000006961	ENSMUSP00000041232
ENSLOCP00000013748	ENSMUSP00000099755
ENSLOCP00000015139	ENSMUSP00000021937
ENSLOCP00000018993	ENSMUSP00000049430
ENSLOCP00000011531	ENSMUSP00000102229
ENSLOCP00000014563	ENSMUSP00000099887
ENSLOCP00000007891	ENSMUSP00000025294
ENSLOCP00000012893	ENSMUSP00000118221
ENSLOCP00000010267	ENSMUSP00000028257
ENSLOCP00000001991	ENSMUSP00000112638
ENSLOCP00000016326	ENSMUSP00000022060
ENSLOCP00000017936	ENSMUSP00000110724
ENSLOCP00000019095	ENSMUSP00000028859
ENSLOCP00000012621	ENSMUSP00000063412
ENSLOCP00000019459	ENSMUSP00000115772
ENSLOCP00000019600	ENSMUSP00000124611
ENSLOCP00000002606	ENSMUSP00000025805
ENSLOCP00000007197	ENSMUSP00000030687
ENSLOCP00000020398	ENSMUSP00000090287
ENSLOCP00000009033	ENSMUSP00000041578
ENSLOCP00000003686	ENSMUSP00000067325
ENSLOCP00000007012	ENSMUSP00000054747
ENSLOCP00000007195	ENSMUSP00000081954
ENSLOCP00000017397	ENSMUSP00000060771
ENSLOCP00000008264	ENSMUSP00000040152
ENSLOCP00000018420	ENSMUSP00000084663
ENSLOCP00000017196	ENSMUSP00000032462
ENSLOCP00000020336	ENSMUSP00000020234
ENSLOCP00000017740	ENSMUSP00000110999
ENSLOCP00000017289	ENSMUSP00000062047
ENSLOCP00000018742	ENSMUSP00000016452
ENSLOCP00000008147	ENSMUSP00000137472
ENSLOCP00000007303	ENSMUSP00000038139
ENSLOCP00000009050	ENSMUSP00000016125
ENSLOCP00000015678	ENSMUSP00000030033
ENSLOCP00000013457	ENSMUSP00000078682
ENSLOCP00000001429	ENSMUSP00000010241
ENSLOCP00000019450	ENSMUSP00000127709
ENSLOCP00000001638	ENSMUSP00000062006
