ENSGALP00000006197	ENSMUSP00000034074
ENSGALP00000023298	ENSMUSP00000032480
ENSGALP00000027168	ENSMUSP00000062593
ENSGALP00000017323	ENSMUSP00000079226
ENSGALP00000026865	ENSMUSP00000027059
ENSGALP00000003759	ENSMUSP00000035902
ENSGALP00000012451	ENSMUSP00000129922
ENSGALP00000030899	ENSMUSP00000037699
ENSGALP00000027185	ENSMUSP00000056481
ENSGALP00000027192	ENSMUSP00000061229
ENSGALP00000039229	ENSMUSP00000041157
ENSGALP00000017421	ENSMUSP00000040176
ENSGALP00000043075	ENSMUSP00000042701
ENSGALP00000011808	ENSMUSP00000038056
ENSGALP00000036750	ENSMUSP00000081941
ENSGALP00000041385	ENSMUSP00000065278
ENSGALP00000007707	ENSMUSP00000099723
ENSGALP00000023347	ENSMUSP00000023958
ENSGALP00000020886	ENSMUSP00000031859
ENSGALP00000003066	ENSMUSP00000029444
ENSGALP00000009567	ENSMUSP00000102352
ENSGALP00000040858	ENSMUSP00000110798
ENSGALP00000041186	ENSMUSP00000053288
ENSGALP00000007307	ENSMUSP00000107381
ENSGALP00000027394	ENSMUSP00000045566
ENSGALP00000013802	ENSMUSP00000095320
ENSGALP00000042085	ENSMUSP00000104460
ENSGALP00000010287	ENSMUSP00000110802
ENSGALP00000032293	ENSMUSP00000130999
ENSGALP00000016960	ENSMUSP00000029377
ENSGALP00000029287	ENSMUSP00000053384
ENSGALP00000030515	ENSMUSP00000107447
ENSGALP00000023879	ENSMUSP00000129861
ENSGALP00000001587	ENSMUSP00000029131
ENSGALP00000010584	ENSMUSP00000006508
ENSGALP00000010490	ENSMUSP00000072074
ENSGALP00000042248	ENSMUSP00000105630
ENSGALP00000012607	ENSMUSP00000032151
ENSGALP00000012417	ENSMUSP00000069616
ENSGALP00000025873	ENSMUSP00000093433
ENSGALP00000019761	ENSMUSP00000117891
ENSGALP00000018106	ENSMUSP00000046787
ENSGALP00000018627	ENSMUSP00000109427
ENSGALP00000016042	ENSMUSP00000020446
ENSGALP00000023398	ENSMUSP00000004378
ENSGALP00000015047	ENSMUSP00000062584
ENSGALP00000042206	ENSMUSP00000106851
ENSGALP00000010537	ENSMUSP00000137837
ENSGALP00000023468	ENSMUSP00000083073
ENSGALP00000007035	ENSMUSP00000022197
ENSGALP00000002580	ENSMUSP00000038350
ENSGALP00000041725	ENSMUSP00000029684
ENSGALP00000022809	ENSMUSP00000035898
ENSGALP00000001525	ENSMUSP00000078808
ENSGALP00000036709	ENSMUSP00000044660
ENSGALP00000008660	ENSMUSP00000022567
ENSGALP00000026423	ENSMUSP00000106567
ENSGALP00000020661	ENSMUSP00000045441
ENSGALP00000018654	ENSMUSP00000092988
ENSGALP00000023450	ENSMUSP00000004381
ENSGALP00000019967	ENSMUSP00000005964
ENSGALP00000006571	ENSMUSP00000137298
ENSGALP00000043110	ENSMUSP00000131277
ENSGALP00000027645	ENSMUSP00000093469
ENSGALP00000002881	ENSMUSP00000101999
ENSGALP00000021811	ENSMUSP00000039416
ENSGALP00000002611	ENSMUSP00000053766
ENSGALP00000018643	ENSMUSP00000099806
ENSGALP00000018636	ENSMUSP00000072438
ENSGALP00000008916	ENSMUSP00000090470
ENSGALP00000008910	ENSMUSP00000120516
ENSGALP00000024479	ENSMUSP00000089958
ENSGALP00000012019	ENSMUSP00000095285
ENSGALP00000011814	ENSMUSP00000031492
ENSGALP00000039779	ENSMUSP00000033430
ENSGALP00000015909	ENSMUSP00000063054
ENSGALP00000040646	ENSMUSP00000123514
ENSGALP00000030045	ENSMUSP00000050199
ENSGALP00000038439	ENSMUSP00000064808
ENSGALP00000041219	ENSMUSP00000086710
ENSGALP00000042380	ENSMUSP00000113152
ENSGALP00000040736	ENSMUSP00000061704
ENSGALP00000023875	ENSMUSP00000024849
ENSGALP00000041478	ENSMUSP00000059732
ENSGALP00000013016	ENSMUSP00000041328
ENSGALP00000009374	ENSMUSP00000024958
ENSGALP00000024716	ENSMUSP00000097296
ENSGALP00000023702	ENSMUSP00000022212
ENSGALP00000016453	ENSMUSP00000076130
ENSGALP00000022167	ENSMUSP00000130004
ENSGALP00000030451	ENSMUSP00000056967
ENSGALP00000005923	ENSMUSP00000034090
ENSGALP00000031347	ENSMUSP00000003642
ENSGALP00000019151	ENSMUSP00000032341
ENSGALP00000032335	ENSMUSP00000047480
ENSGALP00000024674	ENSMUSP00000038719
ENSGALP00000042693	ENSMUSP00000103958
ENSGALP00000001085	ENSMUSP00000036438
ENSGALP00000033875	ENSMUSP00000099652
ENSGALP00000015935	ENSMUSP00000082777
ENSGALP00000037040	ENSMUSP00000031455
ENSGALP00000008475	ENSMUSP00000050061
ENSGALP00000041217	ENSMUSP00000093911
ENSGALP00000034742	ENSMUSP00000019726
ENSGALP00000024295	ENSMUSP00000000466
ENSGALP00000037830	ENSMUSP00000032762
ENSGALP00000042105	ENSMUSP00000077119
ENSGALP00000015748	ENSMUSP00000046906
ENSGALP00000042533	ENSMUSP00000062231
ENSGALP00000036814	ENSMUSP00000029812
ENSGALP00000042025	ENSMUSP00000107512
ENSGALP00000039504	ENSMUSP00000099928
ENSGALP00000005249	ENSMUSP00000021050
ENSGALP00000014482	ENSMUSP00000073228
ENSGALP00000009075	ENSMUSP00000133515
ENSGALP00000008415	ENSMUSP00000025002
ENSGALP00000009768	ENSMUSP00000021155
ENSGALP00000003644	ENSMUSP00000099676
ENSGALP00000002056	ENSMUSP00000042063
ENSGALP00000011735	ENSMUSP00000111497
ENSGALP00000034040	ENSMUSP00000028199
ENSGALP00000006612	ENSMUSP00000028200
ENSGALP00000006692	ENSMUSP00000078572
ENSGALP00000014035	ENSMUSP00000080548
ENSGALP00000040464	ENSMUSP00000076437
ENSGALP00000001898	ENSMUSP00000112836
ENSGALP00000003967	ENSMUSP00000100008
ENSGALP00000020974	ENSMUSP00000040208
ENSGALP00000013658	ENSMUSP00000028663
ENSGALP00000040660	ENSMUSP00000027367
ENSGALP00000041927	ENSMUSP00000072852
ENSGALP00000014521	ENSMUSP00000031709
ENSGALP00000011620	ENSMUSP00000022262
ENSGALP00000009544	ENSMUSP00000135039
ENSGALP00000007409	ENSMUSP00000037377
ENSGALP00000023449	ENSMUSP00000127149
ENSGALP00000027665	ENSMUSP00000034547
ENSGALP00000026663	ENSMUSP00000110434
ENSGALP00000018527	ENSMUSP00000084430
ENSGALP00000005026	ENSMUSP00000068178
ENSGALP00000006585	ENSMUSP00000045637
ENSGALP00000025853	ENSMUSP00000048719
ENSGALP00000025647	ENSMUSP00000095420
ENSGALP00000019087	ENSMUSP00000023550
ENSGALP00000014379	ENSMUSP00000028392
ENSGALP00000010593	ENSMUSP00000086422
ENSGALP00000027216	ENSMUSP00000026624
ENSGALP00000010473	ENSMUSP00000110373
ENSGALP00000008863	ENSMUSP00000025989
ENSGALP00000019224	ENSMUSP00000021443
ENSGALP00000017621	ENSMUSP00000071578
ENSGALP00000005548	ENSMUSP00000120531
ENSGALP00000005054	ENSMUSP00000039737
ENSGALP00000005145	ENSMUSP00000099399
ENSGALP00000039786	ENSMUSP00000015137
ENSGALP00000042230	ENSMUSP00000050087
ENSGALP00000036715	ENSMUSP00000032272
ENSGALP00000017674	ENSMUSP00000108593
ENSGALP00000031272	ENSMUSP00000015100
ENSGALP00000004897	ENSMUSP00000052258
ENSGALP00000005837	ENSMUSP00000019333
ENSGALP00000026304	ENSMUSP00000046467
ENSGALP00000009549	ENSMUSP00000137440
ENSGALP00000015961	ENSMUSP00000002259
ENSGALP00000041510	ENSMUSP00000003912
ENSGALP00000006222	ENSMUSP00000019876
ENSGALP00000010566	ENSMUSP00000000219
ENSGALP00000011632	ENSMUSP00000087257
ENSGALP00000000586	ENSMUSP00000036289
ENSGALP00000009230	ENSMUSP00000028844
ENSGALP00000011293	ENSMUSP00000031530
ENSGALP00000023051	ENSMUSP00000040524
ENSGALP00000005099	ENSMUSP00000047402
ENSGALP00000005619	ENSMUSP00000026537
ENSGALP00000020669	ENSMUSP00000038373
ENSGALP00000001231	ENSMUSP00000111977
ENSGALP00000011426	ENSMUSP00000026665
ENSGALP00000037077	ENSMUSP00000105245
ENSGALP00000042276	ENSMUSP00000026663
ENSGALP00000037639	ENSMUSP00000026662
ENSGALP00000025755	ENSMUSP00000022952
ENSGALP00000026526	ENSMUSP00000055486
ENSGALP00000022525	ENSMUSP00000025642
ENSGALP00000014372	ENSMUSP00000081572
ENSGALP00000024133	ENSMUSP00000019911
ENSGALP00000012471	ENSMUSP00000069578
ENSGALP00000005275	ENSMUSP00000127071
ENSGALP00000014710	ENSMUSP00000037764
ENSGALP00000043272	ENSMUSP00000018571
ENSGALP00000011912	ENSMUSP00000088231
ENSGALP00000010342	ENSMUSP00000104725
ENSGALP00000016935	ENSMUSP00000001079
ENSGALP00000008311	ENSMUSP00000045955
ENSGALP00000019555	ENSMUSP00000035823
ENSGALP00000024668	ENSMUSP00000095702
ENSGALP00000042045	ENSMUSP00000118474
ENSGALP00000026391	ENSMUSP00000026750
ENSGALP00000000759	ENSMUSP00000030645
ENSGALP00000001868	ENSMUSP00000030627
ENSGALP00000021577	ENSMUSP00000130767
ENSGALP00000010706	ENSMUSP00000032766
ENSGALP00000026871	ENSMUSP00000024721
ENSGALP00000003293	ENSMUSP00000128063
ENSGALP00000013096	ENSMUSP00000034817
ENSGALP00000026856	ENSMUSP00000069127
ENSGALP00000015740	ENSMUSP00000125932
ENSGALP00000000368	ENSMUSP00000076115
ENSGALP00000014918	ENSMUSP00000033532
ENSGALP00000027020	ENSMUSP00000044128
ENSGALP00000011529	ENSMUSP00000051479
ENSGALP00000023237	ENSMUSP00000060749
ENSGALP00000013059	ENSMUSP00000136054
ENSGALP00000026738	ENSMUSP00000074113
ENSGALP00000009879	ENSMUSP00000099334
ENSGALP00000013590	ENSMUSP00000088098
ENSGALP00000040890	ENSMUSP00000047864
ENSGALP00000005991	ENSMUSP00000056655
ENSGALP00000021168	ENSMUSP00000098558
ENSGALP00000020711	ENSMUSP00000134205
ENSGALP00000038302	ENSMUSP00000033207
ENSGALP00000022528	ENSMUSP00000025641
ENSGALP00000004064	ENSMUSP00000074115
ENSGALP00000001572	ENSMUSP00000036749
ENSGALP00000015121	ENSMUSP00000119303
ENSGALP00000024999	ENSMUSP00000031002
ENSGALP00000000333	ENSMUSP00000083928
ENSGALP00000013553	ENSMUSP00000095949
ENSGALP00000005346	ENSMUSP00000000421
ENSGALP00000017666	ENSMUSP00000021617
ENSGALP00000040770	ENSMUSP00000020551
ENSGALP00000008868	ENSMUSP00000087810
ENSGALP00000014312	ENSMUSP00000112965
ENSGALP00000042042	ENSMUSP00000017552
ENSGALP00000020410	ENSMUSP00000077438
ENSGALP00000013972	ENSMUSP00000110371
ENSGALP00000011187	ENSMUSP00000078690
ENSGALP00000023384	ENSMUSP00000125857
ENSGALP00000003366	ENSMUSP00000137079
ENSGALP00000015647	ENSMUSP00000005233
ENSGALP00000005347	ENSMUSP00000098056
ENSGALP00000025668	ENSMUSP00000034093
ENSGALP00000017163	ENSMUSP00000024884
ENSGALP00000042146	ENSMUSP00000113840
ENSGALP00000009581	ENSMUSP00000037079
ENSGALP00000009582	ENSMUSP00000125335
ENSGALP00000042980	ENSMUSP00000106770
ENSGALP00000037559	ENSMUSP00000099765
ENSGALP00000025665	ENSMUSP00000066977
ENSGALP00000005120	ENSMUSP00000045454
ENSGALP00000013908	ENSMUSP00000035437
ENSGALP00000017011	ENSMUSP00000101724
ENSGALP00000000320	ENSMUSP00000135500
ENSGALP00000010103	ENSMUSP00000103243
ENSGALP00000004518	ENSMUSP00000099628
ENSGALP00000022322	ENSMUSP00000101184
ENSGALP00000007767	ENSMUSP00000104543
ENSGALP00000036468	ENSMUSP00000105790
ENSGALP00000009602	ENSMUSP00000042155
ENSGALP00000017758	ENSMUSP00000099776
ENSGALP00000000765	ENSMUSP00000007444
ENSGALP00000013627	ENSMUSP00000027185
ENSGALP00000017250	ENSMUSP00000034049
ENSGALP00000040789	ENSMUSP00000029486
ENSGALP00000035143	ENSMUSP00000020769
ENSGALP00000015886	ENSMUSP00000023531
ENSGALP00000002808	ENSMUSP00000005841
ENSGALP00000010995	ENSMUSP00000034629
ENSGALP00000026092	ENSMUSP00000005256
ENSGALP00000028898	ENSMUSP00000044430
ENSGALP00000031109	ENSMUSP00000066741
ENSGALP00000042408	ENSMUSP00000129278
ENSGALP00000039434	ENSMUSP00000099907
ENSGALP00000012311	ENSMUSP00000025224
ENSGALP00000014927	ENSMUSP00000026076
ENSGALP00000025786	ENSMUSP00000028787
ENSGALP00000026863	ENSMUSP00000085794
ENSGALP00000024381	ENSMUSP00000093908
ENSGALP00000039965	ENSMUSP00000118179
ENSGALP00000016124	ENSMUSP00000013130
ENSGALP00000017198	ENSMUSP00000120830
ENSGALP00000013905	ENSMUSP00000023457
ENSGALP00000022054	ENSMUSP00000046598
ENSGALP00000042257	ENSMUSP00000087073
ENSGALP00000025070	ENSMUSP00000006367
ENSGALP00000001605	ENSMUSP00000108498
ENSGALP00000003413	ENSMUSP00000027649
ENSGALP00000024818	ENSMUSP00000059720
ENSGALP00000016849	ENSMUSP00000030475
ENSGALP00000013934	ENSMUSP00000028034
ENSGALP00000034535	ENSMUSP00000079692
ENSGALP00000010211	ENSMUSP00000129122
ENSGALP00000000995	ENSMUSP00000027695
ENSGALP00000026006	ENSMUSP00000121775
ENSGALP00000015514	ENSMUSP00000138370
ENSGALP00000035695	ENSMUSP00000055447
ENSGALP00000041236	ENSMUSP00000114458
ENSGALP00000018851	ENSMUSP00000024594
ENSGALP00000014726	ENSMUSP00000068690
ENSGALP00000023773	ENSMUSP00000041307
ENSGALP00000012695	ENSMUSP00000056378
ENSGALP00000002423	ENSMUSP00000030948
ENSGALP00000012864	ENSMUSP00000034566
ENSGALP00000041317	ENSMUSP00000090568
ENSGALP00000043171	ENSMUSP00000053783
ENSGALP00000008323	ENSMUSP00000099638
ENSGALP00000018433	ENSMUSP00000038662
ENSGALP00000008988	ENSMUSP00000002572
ENSGALP00000012367	ENSMUSP00000021077
ENSGALP00000024939	ENSMUSP00000102685
ENSGALP00000040004	ENSMUSP00000034618
ENSGALP00000003855	ENSMUSP00000113333
ENSGALP00000002369	ENSMUSP00000096457
ENSGALP00000013113	ENSMUSP00000088179
ENSGALP00000020186	ENSMUSP00000114974
ENSGALP00000028616	ENSMUSP00000032309
ENSGALP00000016629	ENSMUSP00000114159
ENSGALP00000026337	ENSMUSP00000026328
ENSGALP00000016536	ENSMUSP00000076336
ENSGALP00000039757	ENSMUSP00000123700
ENSGALP00000009708	ENSMUSP00000102926
ENSGALP00000019425	ENSMUSP00000038916
ENSGALP00000017921	ENSMUSP00000042294
ENSGALP00000026764	ENSMUSP00000098701
ENSGALP00000041663	ENSMUSP00000100070
ENSGALP00000000260	ENSMUSP00000028815
ENSGALP00000018487	ENSMUSP00000027405
ENSGALP00000015096	ENSMUSP00000026084
ENSGALP00000002591	ENSMUSP00000046924
ENSGALP00000020178	ENSMUSP00000052202
ENSGALP00000018028	ENSMUSP00000048119
ENSGALP00000042867	ENSMUSP00000001455
ENSGALP00000023559	ENSMUSP00000132547
ENSGALP00000014420	ENSMUSP00000107284
ENSGALP00000017123	ENSMUSP00000029611
ENSGALP00000010462	ENSMUSP00000084055
ENSGALP00000015213	ENSMUSP00000136280
ENSGALP00000011446	ENSMUSP00000128224
ENSGALP00000005977	ENSMUSP00000039648
ENSGALP00000010996	ENSMUSP00000136181
ENSGALP00000016532	ENSMUSP00000131976
ENSGALP00000007283	ENSMUSP00000112685
ENSGALP00000017075	ENSMUSP00000059896
ENSGALP00000003727	ENSMUSP00000093699
ENSGALP00000016445	ENSMUSP00000070825
ENSGALP00000029357	ENSMUSP00000103207
ENSGALP00000042849	ENSMUSP00000110684
ENSGALP00000004725	ENSMUSP00000020106
ENSGALP00000000021	ENSMUSP00000035512
ENSGALP00000000384	ENSMUSP00000106163
ENSGALP00000030863	ENSMUSP00000086640
ENSGALP00000012219	ENSMUSP00000025377
ENSGALP00000024993	ENSMUSP00000031003
ENSGALP00000017035	ENSMUSP00000040321
ENSGALP00000015982	ENSMUSP00000020316
ENSGALP00000039780	ENSMUSP00000033939
ENSGALP00000005196	ENSMUSP00000026217
ENSGALP00000010871	ENSMUSP00000025946
ENSGALP00000025896	ENSMUSP00000076886
ENSGALP00000010878	ENSMUSP00000073105
ENSGALP00000009127	ENSMUSP00000035326
ENSGALP00000010168	ENSMUSP00000033010
ENSGALP00000005525	ENSMUSP00000128703
ENSGALP00000023805	ENSMUSP00000128464
ENSGALP00000002947	ENSMUSP00000041767
ENSGALP00000022584	ENSMUSP00000020158
ENSGALP00000024981	ENSMUSP00000086034
ENSGALP00000005531	ENSMUSP00000018005
ENSGALP00000043211	ENSMUSP00000025046
ENSGALP00000003950	ENSMUSP00000035214
ENSGALP00000018459	ENSMUSP00000109253
ENSGALP00000003859	ENSMUSP00000055110
ENSGALP00000003857	ENSMUSP00000030136
ENSGALP00000042746	ENSMUSP00000018755
ENSGALP00000035817	ENSMUSP00000065544
ENSGALP00000024541	ENSMUSP00000101146
ENSGALP00000015979	ENSMUSP00000045945
ENSGALP00000015981	ENSMUSP00000035112
ENSGALP00000009045	ENSMUSP00000029770
ENSGALP00000016610	ENSMUSP00000021666
ENSGALP00000027018	ENSMUSP00000027251
ENSGALP00000037252	ENSMUSP00000024749
ENSGALP00000032210	ENSMUSP00000022172
ENSGALP00000005375	ENSMUSP00000024786
ENSGALP00000042425	ENSMUSP00000044938
ENSGALP00000042575	ENSMUSP00000031533
ENSGALP00000042043	ENSMUSP00000096688
ENSGALP00000013852	ENSMUSP00000064758
ENSGALP00000020135	ENSMUSP00000021466
ENSGALP00000041061	ENSMUSP00000029752
ENSGALP00000006337	ENSMUSP00000032728
ENSGALP00000014088	ENSMUSP00000110401
ENSGALP00000012079	ENSMUSP00000044955
ENSGALP00000017807	ENSMUSP00000099851
ENSGALP00000016496	ENSMUSP00000042177
ENSGALP00000040485	ENSMUSP00000040126
ENSGALP00000043431	ENSMUSP00000110230
ENSGALP00000011669	ENSMUSP00000113053
ENSGALP00000016269	ENSMUSP00000020378
ENSGALP00000016357	ENSMUSP00000102014
ENSGALP00000043291	ENSMUSP00000130604
ENSGALP00000010798	ENSMUSP00000038361
ENSGALP00000021745	ENSMUSP00000088291
ENSGALP00000006022	ENSMUSP00000057282
ENSGALP00000022443	ENSMUSP00000019997
ENSGALP00000037851	ENSMUSP00000101763
ENSGALP00000018616	ENSMUSP00000016033
ENSGALP00000025954	ENSMUSP00000113042
ENSGALP00000007674	ENSMUSP00000032705
ENSGALP00000019634	ENSMUSP00000107492
ENSGALP00000023961	ENSMUSP00000003843
ENSGALP00000023152	ENSMUSP00000008907
ENSGALP00000024548	ENSMUSP00000023356
ENSGALP00000042878	ENSMUSP00000066280
ENSGALP00000042256	ENSMUSP00000044624
ENSGALP00000041554	ENSMUSP00000045676
ENSGALP00000023099	ENSMUSP00000097100
ENSGALP00000032595	ENSMUSP00000026150
ENSGALP00000024654	ENSMUSP00000019939
ENSGALP00000025135	ENSMUSP00000126383
ENSGALP00000007168	ENSMUSP00000066244
ENSGALP00000022622	ENSMUSP00000090335
ENSGALP00000038010	ENSMUSP00000088271
ENSGALP00000008721	ENSMUSP00000052863
ENSGALP00000003007	ENSMUSP00000038110
ENSGALP00000031029	ENSMUSP00000108841
ENSGALP00000011197	ENSMUSP00000071933
ENSGALP00000021538	ENSMUSP00000032413
ENSGALP00000000772	ENSMUSP00000114272
ENSGALP00000005325	ENSMUSP00000094916
ENSGALP00000012592	ENSMUSP00000108948
ENSGALP00000009811	ENSMUSP00000081714
ENSGALP00000021407	ENSMUSP00000084904
ENSGALP00000020761	ENSMUSP00000056147
ENSGALP00000041421	ENSMUSP00000101914
ENSGALP00000022359	ENSMUSP00000015645
ENSGALP00000037568	ENSMUSP00000064128
ENSGALP00000006921	ENSMUSP00000009798
ENSGALP00000040360	ENSMUSP00000056015
ENSGALP00000025530	ENSMUSP00000034802
ENSGALP00000011580	ENSMUSP00000129483
ENSGALP00000023291	ENSMUSP00000056872
ENSGALP00000032645	ENSMUSP00000062078
ENSGALP00000005963	ENSMUSP00000033938
ENSGALP00000003995	ENSMUSP00000067884
ENSGALP00000041436	ENSMUSP00000000811
ENSGALP00000027178	ENSMUSP00000116130
ENSGALP00000042466	ENSMUSP00000056099
ENSGALP00000029046	ENSMUSP00000003436
ENSGALP00000041483	ENSMUSP00000040505
ENSGALP00000006307	ENSMUSP00000032717
ENSGALP00000037987	ENSMUSP00000060424
ENSGALP00000041279	ENSMUSP00000025944
ENSGALP00000012350	ENSMUSP00000129772
ENSGALP00000021338	ENSMUSP00000052776
ENSGALP00000016284	ENSMUSP00000031017
ENSGALP00000041340	ENSMUSP00000021674
ENSGALP00000034504	ENSMUSP00000106906
ENSGALP00000008924	ENSMUSP00000019464
ENSGALP00000004460	ENSMUSP00000044276
ENSGALP00000027027	ENSMUSP00000027247
ENSGALP00000022343	ENSMUSP00000031145
ENSGALP00000008117	ENSMUSP00000131631
ENSGALP00000003726	ENSMUSP00000027615
ENSGALP00000005415	ENSMUSP00000135516
ENSGALP00000021848	ENSMUSP00000080219
ENSGALP00000010097	ENSMUSP00000110414
ENSGALP00000026428	ENSMUSP00000108090
ENSGALP00000022497	ENSMUSP00000111963
ENSGALP00000034427	ENSMUSP00000054338
ENSGALP00000005315	ENSMUSP00000017974
ENSGALP00000018045	ENSMUSP00000028259
ENSGALP00000036777	ENSMUSP00000043676
ENSGALP00000012608	ENSMUSP00000058348
ENSGALP00000042173	ENSMUSP00000036695
ENSGALP00000035245	ENSMUSP00000054141
ENSGALP00000002650	ENSMUSP00000129418
ENSGALP00000023881	ENSMUSP00000057721
ENSGALP00000002233	ENSMUSP00000099465
ENSGALP00000024106	ENSMUSP00000054428
ENSGALP00000011722	ENSMUSP00000057040
ENSGALP00000024079	ENSMUSP00000061643
ENSGALP00000001501	ENSMUSP00000034240
ENSGALP00000039379	ENSMUSP00000137931
ENSGALP00000005904	ENSMUSP00000055599
ENSGALP00000035475	ENSMUSP00000026315
ENSGALP00000004854	ENSMUSP00000000834
ENSGALP00000039261	ENSMUSP00000050144
ENSGALP00000019763	ENSMUSP00000108260
ENSGALP00000014653	ENSMUSP00000132501
ENSGALP00000014618	ENSMUSP00000111081
ENSGALP00000013353	ENSMUSP00000002172
ENSGALP00000024926	ENSMUSP00000088263
ENSGALP00000029983	ENSMUSP00000107538
ENSGALP00000042221	ENSMUSP00000077466
ENSGALP00000040670	ENSMUSP00000104342
ENSGALP00000041085	ENSMUSP00000096973
ENSGALP00000041942	ENSMUSP00000050275
ENSGALP00000010352	ENSMUSP00000017090
ENSGALP00000012875	ENSMUSP00000099324
ENSGALP00000020372	ENSMUSP00000086835
ENSGALP00000036952	ENSMUSP00000075655
ENSGALP00000012163	ENSMUSP00000025375
ENSGALP00000002927	ENSMUSP00000018990
ENSGALP00000010368	ENSMUSP00000043562
ENSGALP00000025734	ENSMUSP00000037109
ENSGALP00000022701	ENSMUSP00000001080
ENSGALP00000002647	ENSMUSP00000139117
ENSGALP00000038507	ENSMUSP00000045478
ENSGALP00000007738	ENSMUSP00000114026
ENSGALP00000025859	ENSMUSP00000022916
ENSGALP00000012805	ENSMUSP00000054134
ENSGALP00000008146	ENSMUSP00000079395
ENSGALP00000004884	ENSMUSP00000043087
ENSGALP00000038113	ENSMUSP00000118997
ENSGALP00000035841	ENSMUSP00000127109
ENSGALP00000003091	ENSMUSP00000111269
ENSGALP00000020730	ENSMUSP00000020484
ENSGALP00000009979	ENSMUSP00000000828
ENSGALP00000000948	ENSMUSP00000038369
ENSGALP00000018449	ENSMUSP00000063264
ENSGALP00000010783	ENSMUSP00000019050
ENSGALP00000006885	ENSMUSP00000009789
ENSGALP00000027922	ENSMUSP00000055297
ENSGALP00000041057	ENSMUSP00000021940
ENSGALP00000042373	ENSMUSP00000117200
ENSGALP00000038925	ENSMUSP00000040140
ENSGALP00000008671	ENSMUSP00000034308
ENSGALP00000042957	ENSMUSP00000112727
ENSGALP00000018351	ENSMUSP00000029824
ENSGALP00000004761	ENSMUSP00000083242
ENSGALP00000018715	ENSMUSP00000031377
ENSGALP00000038958	ENSMUSP00000131832
ENSGALP00000017873	ENSMUSP00000030279
ENSGALP00000013462	ENSMUSP00000108595
ENSGALP00000010165	ENSMUSP00000027502
ENSGALP00000032064	ENSMUSP00000062728
ENSGALP00000006733	ENSMUSP00000026562
ENSGALP00000011153	ENSMUSP00000104939
ENSGALP00000021276	ENSMUSP00000061737
ENSGALP00000008969	ENSMUSP00000000394
ENSGALP00000015983	ENSMUSP00000072896
ENSGALP00000030023	ENSMUSP00000047529
ENSGALP00000039912	ENSMUSP00000027730
ENSGALP00000043455	ENSMUSP00000000445
ENSGALP00000038684	ENSMUSP00000072330
ENSGALP00000027574	ENSMUSP00000016143
ENSGALP00000022658	ENSMUSP00000081263
ENSGALP00000029867	ENSMUSP00000006311
ENSGALP00000008684	ENSMUSP00000060671
ENSGALP00000004742	ENSMUSP00000058084
ENSGALP00000009309	ENSMUSP00000103690
ENSGALP00000009594	ENSMUSP00000099331
ENSGALP00000024609	ENSMUSP00000129157
ENSGALP00000026714	ENSMUSP00000107806
ENSGALP00000014645	ENSMUSP00000001451
ENSGALP00000007425	ENSMUSP00000041241
ENSGALP00000015220	ENSMUSP00000029194
ENSGALP00000038852	ENSMUSP00000132338
ENSGALP00000010207	ENSMUSP00000036029
ENSGALP00000016375	ENSMUSP00000081232
ENSGALP00000000686	ENSMUSP00000030765
ENSGALP00000040737	ENSMUSP00000044371
ENSGALP00000000438	ENSMUSP00000029490
ENSGALP00000020772	ENSMUSP00000021794
ENSGALP00000012540	ENSMUSP00000104764
ENSGALP00000014232	ENSMUSP00000080556
ENSGALP00000013946	ENSMUSP00000052283
ENSGALP00000024885	ENSMUSP00000099755
ENSGALP00000024894	ENSMUSP00000116643
ENSGALP00000001718	ENSMUSP00000021937
ENSGALP00000005486	ENSMUSP00000049430
ENSGALP00000017136	ENSMUSP00000102229
ENSGALP00000008685	ENSMUSP00000099887
ENSGALP00000024258	ENSMUSP00000025294
ENSGALP00000014599	ENSMUSP00000118221
ENSGALP00000005084	ENSMUSP00000112638
ENSGALP00000021816	ENSMUSP00000022060
ENSGALP00000013808	ENSMUSP00000110724
ENSGALP00000025093	ENSMUSP00000063412
