ENSMGAP00000004951	ENSMODP00000016222
ENSMGAP00000015144	ENSMODP00000037070
ENSMGAP00000000401	ENSMODP00000005983
ENSMGAP00000009393	ENSMODP00000026793
ENSMGAP00000009074	ENSMODP00000013501
ENSMGAP00000004288	ENSMODP00000009741
ENSMGAP00000012395	ENSMODP00000011430
ENSMGAP00000014049	ENSMODP00000023927
ENSMGAP00000003649	ENSMODP00000007285
ENSMGAP00000010597	ENSMODP00000014942
ENSMGAP00000002082	ENSMODP00000019529
ENSMGAP00000019772	ENSMODP00000022314
ENSMGAP00000015789	ENSMODP00000010391
ENSMGAP00000012602	ENSMODP00000022783
ENSMGAP00000015233	ENSMODP00000022543
ENSMGAP00000001937	ENSMODP00000016502
ENSMGAP00000007252	ENSMODP00000014221
ENSMGAP00000000396	ENSMODP00000014738
ENSMGAP00000007106	ENSMODP00000035593
ENSMGAP00000015737	ENSMODP00000004665
ENSMGAP00000010777	ENSMODP00000008768
ENSMGAP00000016088	ENSMODP00000000980
ENSMGAP00000012525	ENSMODP00000025824
ENSMGAP00000014409	ENSMODP00000022198
ENSMGAP00000010882	ENSMODP00000024262
ENSMGAP00000004913	ENSMODP00000037910
ENSMGAP00000004813	ENSMODP00000009347
ENSMGAP00000010503	ENSMODP00000026857
ENSMGAP00000001131	ENSMODP00000017698
ENSMGAP00000006608	ENSMODP00000003369
ENSMGAP00000010628	ENSMODP00000003066
ENSMGAP00000000869	ENSMODP00000006561
ENSMGAP00000000926	ENSMODP00000006571
ENSMGAP00000018261	ENSMODP00000000573
ENSMGAP00000006235	ENSMODP00000002568
ENSMGAP00000005646	ENSMODP00000033576
ENSMGAP00000003569	ENSMODP00000028496
ENSMGAP00000018863	ENSMODP00000025295
ENSMGAP00000011946	ENSMODP00000040249
ENSMGAP00000015516	ENSMODP00000009219
ENSMGAP00000009966	ENSMODP00000020618
ENSMGAP00000004713	ENSMODP00000018323
ENSMGAP00000010420	ENSMODP00000000450
ENSMGAP00000014952	ENSMODP00000011583
ENSMGAP00000015175	ENSMODP00000022584
ENSMGAP00000016373	ENSMODP00000031583
ENSMGAP00000007186	ENSMODP00000004546
ENSMGAP00000014453	ENSMODP00000022830
ENSMGAP00000008949	ENSMODP00000019328
ENSMGAP00000003065	ENSMODP00000010747
ENSMGAP00000014916	ENSMODP00000022570
ENSMGAP00000016461	ENSMODP00000005573
ENSMGAP00000006505	ENSMODP00000005181
ENSMGAP00000015068	ENSMODP00000023492
ENSMGAP00000003778	ENSMODP00000022320
ENSMGAP00000009483	ENSMODP00000020538
ENSMGAP00000015069	ENSMODP00000023494
ENSMGAP00000015767	ENSMODP00000007206
ENSMGAP00000015772	ENSMODP00000007658
ENSMGAP00000008552	ENSMODP00000019917
ENSMGAP00000014508	ENSMODP00000014818
ENSMGAP00000000586	ENSMODP00000007590
ENSMGAP00000018368	ENSMODP00000017716
ENSMGAP00000013822	ENSMODP00000005415
ENSMGAP00000007654	ENSMODP00000018843
ENSMGAP00000012365	ENSMODP00000013520
ENSMGAP00000004747	ENSMODP00000018377
ENSMGAP00000006906	ENSMODP00000021426
ENSMGAP00000014934	ENSMODP00000022621
ENSMGAP00000001401	ENSMODP00000014282
ENSMGAP00000013880	ENSMODP00000017283
ENSMGAP00000006513	ENSMODP00000009234
ENSMGAP00000007451	ENSMODP00000018720
ENSMGAP00000006120	ENSMODP00000033769
ENSMGAP00000005148	ENSMODP00000015346
ENSMGAP00000018346	ENSMODP00000014205
ENSMGAP00000008515	ENSMODP00000039908
ENSMGAP00000008609	ENSMODP00000004099
ENSMGAP00000002996	ENSMODP00000022988
ENSMGAP00000011472	ENSMODP00000026580
ENSMGAP00000011478	ENSMODP00000026579
ENSMGAP00000000582	ENSMODP00000001342
ENSMGAP00000011756	ENSMODP00000032390
ENSMGAP00000015074	ENSMODP00000006350
ENSMGAP00000000291	ENSMODP00000003193
ENSMGAP00000008049	ENSMODP00000024760
ENSMGAP00000007996	ENSMODP00000000396
ENSMGAP00000011031	ENSMODP00000009711
ENSMGAP00000011668	ENSMODP00000025914
ENSMGAP00000009942	ENSMODP00000004776
ENSMGAP00000014061	ENSMODP00000021165
ENSMGAP00000000956	ENSMODP00000012055
ENSMGAP00000012088	ENSMODP00000019347
ENSMGAP00000011647	ENSMODP00000005294
ENSMGAP00000010719	ENSMODP00000011352
ENSMGAP00000014948	ENSMODP00000022634
ENSMGAP00000011735	ENSMODP00000011852
ENSMGAP00000010964	ENSMODP00000022162
ENSMGAP00000007958	ENSMODP00000025343
ENSMGAP00000001231	ENSMODP00000034639
ENSMGAP00000001477	ENSMODP00000016249
ENSMGAP00000002712	ENSMODP00000017351
ENSMGAP00000004568	ENSMODP00000024628
ENSMGAP00000001925	ENSMODP00000011585
ENSMGAP00000014796	ENSMODP00000018335
ENSMGAP00000002186	ENSMODP00000014162
ENSMGAP00000016662	ENSMODP00000038772
ENSMGAP00000014966	ENSMODP00000022648
ENSMGAP00000011695	ENSMODP00000025906
ENSMGAP00000017895	ENSMODP00000012236
ENSMGAP00000015104	ENSMODP00000023567
ENSMGAP00000018791	ENSMODP00000011739
ENSMGAP00000016052	ENSMODP00000009725
ENSMGAP00000004144	ENSMODP00000011444
ENSMGAP00000007691	ENSMODP00000000791
ENSMGAP00000002187	ENSMODP00000007665
ENSMGAP00000014152	ENSMODP00000016797
ENSMGAP00000014149	ENSMODP00000016776
ENSMGAP00000008484	ENSMODP00000018496
ENSMGAP00000006714	ENSMODP00000010252
ENSMGAP00000009177	ENSMODP00000019019
ENSMGAP00000001320	ENSMODP00000016596
ENSMGAP00000002522	ENSMODP00000000124
ENSMGAP00000004870	ENSMODP00000041145
ENSMGAP00000010407	ENSMODP00000017830
ENSMGAP00000009628	ENSMODP00000039008
ENSMGAP00000011771	ENSMODP00000012361
ENSMGAP00000019682	ENSMODP00000010132
ENSMGAP00000009644	ENSMODP00000001355
ENSMGAP00000002983	ENSMODP00000028518
ENSMGAP00000009938	ENSMODP00000026821
ENSMGAP00000003132	ENSMODP00000000816
ENSMGAP00000009858	ENSMODP00000009216
ENSMGAP00000006133	ENSMODP00000019885
ENSMGAP00000005945	ENSMODP00000009492
ENSMGAP00000003838	ENSMODP00000024401
ENSMGAP00000010556	ENSMODP00000037713
ENSMGAP00000006531	ENSMODP00000008297
ENSMGAP00000004562	ENSMODP00000041050
ENSMGAP00000008270	ENSMODP00000015411
ENSMGAP00000001856	ENSMODP00000015319
ENSMGAP00000004539	ENSMODP00000016412
ENSMGAP00000009638	ENSMODP00000020476
ENSMGAP00000003615	ENSMODP00000023696
ENSMGAP00000005078	ENSMODP00000037611
ENSMGAP00000009287	ENSMODP00000027434
ENSMGAP00000004814	ENSMODP00000031311
ENSMGAP00000011154	ENSMODP00000019658
ENSMGAP00000007148	ENSMODP00000015699
ENSMGAP00000005812	ENSMODP00000024083
ENSMGAP00000000399	ENSMODP00000000697
ENSMGAP00000010016	ENSMODP00000003756
ENSMGAP00000013452	ENSMODP00000007149
ENSMGAP00000007230	ENSMODP00000007180
ENSMGAP00000012616	ENSMODP00000022846
ENSMGAP00000014539	ENSMODP00000023845
ENSMGAP00000014503	ENSMODP00000022903
ENSMGAP00000002504	ENSMODP00000032620
ENSMGAP00000017822	ENSMODP00000018319
ENSMGAP00000008575	ENSMODP00000035218
ENSMGAP00000012924	ENSMODP00000029205
ENSMGAP00000009864	ENSMODP00000038829
ENSMGAP00000008447	ENSMODP00000032819
ENSMGAP00000018296	ENSMODP00000025861
ENSMGAP00000019614	ENSMODP00000002644
ENSMGAP00000008207	ENSMODP00000023968
ENSMGAP00000014644	ENSMODP00000023159
ENSMGAP00000011481	ENSMODP00000012617
ENSMGAP00000007476	ENSMODP00000011494
ENSMGAP00000003679	ENSMODP00000004167
ENSMGAP00000001392	ENSMODP00000004515
ENSMGAP00000002769	ENSMODP00000008127
ENSMGAP00000005216	ENSMODP00000021102
ENSMGAP00000003497	ENSMODP00000022295
ENSMGAP00000002920	ENSMODP00000009523
ENSMGAP00000008618	ENSMODP00000006484
ENSMGAP00000004966	ENSMODP00000008405
ENSMGAP00000004995	ENSMODP00000008430
ENSMGAP00000002159	ENSMODP00000007529
ENSMGAP00000003507	ENSMODP00000006828
ENSMGAP00000016715	ENSMODP00000021481
ENSMGAP00000002388	ENSMODP00000000973
ENSMGAP00000001509	ENSMODP00000009022
ENSMGAP00000014004	ENSMODP00000017359
ENSMGAP00000011517	ENSMODP00000024816
ENSMGAP00000012027	ENSMODP00000035989
ENSMGAP00000017536	ENSMODP00000024160
ENSMGAP00000008745	ENSMODP00000019294
ENSMGAP00000009152	ENSMODP00000003329
ENSMGAP00000006117	ENSMODP00000015764
ENSMGAP00000008371	ENSMODP00000014783
ENSMGAP00000006391	ENSMODP00000032116
ENSMGAP00000009327	ENSMODP00000018754
ENSMGAP00000016067	ENSMODP00000018312
ENSMGAP00000013156	ENSMODP00000008873
ENSMGAP00000000691	ENSMODP00000004395
ENSMGAP00000014914	ENSMODP00000019727
ENSMGAP00000009500	ENSMODP00000020529
ENSMGAP00000011878	ENSMODP00000019213
ENSMGAP00000003784	ENSMODP00000020250
ENSMGAP00000012641	ENSMODP00000022854
ENSMGAP00000009289	ENSMODP00000013163
ENSMGAP00000003484	ENSMODP00000012554
ENSMGAP00000014824	ENSMODP00000018525
ENSMGAP00000007522	ENSMODP00000024290
ENSMGAP00000015786	ENSMODP00000009668
ENSMGAP00000003471	ENSMODP00000037418
ENSMGAP00000017309	ENSMODP00000005706
ENSMGAP00000013349	ENSMODP00000020931
ENSMGAP00000019671	ENSMODP00000032325
ENSMGAP00000010815	ENSMODP00000013118
ENSMGAP00000007206	ENSMODP00000023956
ENSMGAP00000004135	ENSMODP00000026659
ENSMGAP00000002743	ENSMODP00000015702
ENSMGAP00000013868	ENSMODP00000017261
ENSMGAP00000003460	ENSMODP00000018616
ENSMGAP00000001555	ENSMODP00000017313
ENSMGAP00000017743	ENSMODP00000009360
ENSMGAP00000010797	ENSMODP00000002937
ENSMGAP00000000209	ENSMODP00000021497
ENSMGAP00000014185	ENSMODP00000022964
ENSMGAP00000007405	ENSMODP00000026023
ENSMGAP00000004735	ENSMODP00000041213
ENSMGAP00000016810	ENSMODP00000002256
ENSMGAP00000002603	ENSMODP00000000186
ENSMGAP00000002079	ENSMODP00000014423
ENSMGAP00000005578	ENSMODP00000018657
ENSMGAP00000019035	ENSMODP00000008312
ENSMGAP00000018102	ENSMODP00000002898
ENSMGAP00000007374	ENSMODP00000018904
ENSMGAP00000000135	ENSMODP00000005860
ENSMGAP00000019218	ENSMODP00000002609
ENSMGAP00000019572	ENSMODP00000003624
ENSMGAP00000014749	ENSMODP00000022451
ENSMGAP00000010538	ENSMODP00000016383
ENSMGAP00000001317	ENSMODP00000013113
ENSMGAP00000002262	ENSMODP00000014104
ENSMGAP00000000665	ENSMODP00000020160
ENSMGAP00000005800	ENSMODP00000002602
ENSMGAP00000018832	ENSMODP00000036781
ENSMGAP00000014846	ENSMODP00000013261
ENSMGAP00000009473	ENSMODP00000020530
ENSMGAP00000002894	ENSMODP00000025440
ENSMGAP00000014157	ENSMODP00000022264
ENSMGAP00000010017	ENSMODP00000036209
ENSMGAP00000001598	ENSMODP00000013319
ENSMGAP00000006329	ENSMODP00000015845
ENSMGAP00000005262	ENSMODP00000019374
ENSMGAP00000007327	ENSMODP00000018219
ENSMGAP00000000476	ENSMODP00000017946
ENSMGAP00000009951	ENSMODP00000025123
ENSMGAP00000008527	ENSMODP00000017800
ENSMGAP00000006032	ENSMODP00000025750
ENSMGAP00000006565	ENSMODP00000000418
ENSMGAP00000011234	ENSMODP00000023657
ENSMGAP00000007218	ENSMODP00000003236
ENSMGAP00000004125	ENSMODP00000006339
ENSMGAP00000016022	ENSMODP00000010824
ENSMGAP00000004548	ENSMODP00000017894
ENSMGAP00000015534	ENSMODP00000009961
ENSMGAP00000018675	ENSMODP00000017678
ENSMGAP00000001473	ENSMODP00000017481
ENSMGAP00000008989	ENSMODP00000021054
ENSMGAP00000008715	ENSMODP00000024395
ENSMGAP00000015071	ENSMODP00000030235
ENSMGAP00000003747	ENSMODP00000002004
ENSMGAP00000010508	ENSMODP00000011557
ENSMGAP00000016601	ENSMODP00000030221
ENSMGAP00000002431	ENSMODP00000032196
ENSMGAP00000004487	ENSMODP00000006487
ENSMGAP00000006888	ENSMODP00000024127
ENSMGAP00000007784	ENSMODP00000037078
ENSMGAP00000009457	ENSMODP00000017312
ENSMGAP00000004615	ENSMODP00000037951
ENSMGAP00000009139	ENSMODP00000009275
ENSMGAP00000013241	ENSMODP00000021045
ENSMGAP00000018000	ENSMODP00000005486
ENSMGAP00000014955	ENSMODP00000019852
ENSMGAP00000012164	ENSMODP00000021177
ENSMGAP00000006978	ENSMODP00000021178
ENSMGAP00000011461	ENSMODP00000024819
ENSMGAP00000014248	ENSMODP00000036771
ENSMGAP00000001695	ENSMODP00000036552
ENSMGAP00000014160	ENSMODP00000022937
ENSMGAP00000000890	ENSMODP00000000907
ENSMGAP00000002547	ENSMODP00000013468
ENSMGAP00000010849	ENSMODP00000008971
ENSMGAP00000002948	ENSMODP00000033461
ENSMGAP00000004484	ENSMODP00000035233
ENSMGAP00000001331	ENSMODP00000017492
ENSMGAP00000012237	ENSMODP00000008355
ENSMGAP00000013499	ENSMODP00000003515
ENSMGAP00000017706	ENSMODP00000001582
ENSMGAP00000011138	ENSMODP00000024280
ENSMGAP00000011147	ENSMODP00000023745
ENSMGAP00000004754	ENSMODP00000021758
ENSMGAP00000013902	ENSMODP00000002800
ENSMGAP00000002309	ENSMODP00000028428
ENSMGAP00000006330	ENSMODP00000000114
ENSMGAP00000008607	ENSMODP00000019205
ENSMGAP00000013505	ENSMODP00000036012
ENSMGAP00000007599	ENSMODP00000012021
ENSMGAP00000009440	ENSMODP00000036078
ENSMGAP00000005091	ENSMODP00000001370
ENSMGAP00000000867	ENSMODP00000002441
ENSMGAP00000012643	ENSMODP00000000741
ENSMGAP00000000835	ENSMODP00000010072
ENSMGAP00000013927	ENSMODP00000012052
ENSMGAP00000011667	ENSMODP00000028915
ENSMGAP00000008832	ENSMODP00000010141
ENSMGAP00000006529	ENSMODP00000009159
ENSMGAP00000014350	ENSMODP00000022310
ENSMGAP00000010572	ENSMODP00000034350
ENSMGAP00000011062	ENSMODP00000002477
ENSMGAP00000012625	ENSMODP00000009106
ENSMGAP00000002554	ENSMODP00000014850
ENSMGAP00000017792	ENSMODP00000027297
ENSMGAP00000017792	ENSMODP00000020839
ENSMGAP00000004755	ENSMODP00000010194
ENSMGAP00000000197	ENSMODP00000010203
ENSMGAP00000013610	ENSMODP00000021535
ENSMGAP00000005033	ENSMODP00000020738
ENSMGAP00000003074	ENSMODP00000013260
ENSMGAP00000003392	ENSMODP00000033015
ENSMGAP00000011071	ENSMODP00000009387
ENSMGAP00000001289	ENSMODP00000012275
ENSMGAP00000008121	ENSMODP00000019009
ENSMGAP00000006195	ENSMODP00000005715
ENSMGAP00000003060	ENSMODP00000008002
ENSMGAP00000003452	ENSMODP00000031085
ENSMGAP00000017929	ENSMODP00000036939
ENSMGAP00000009595	ENSMODP00000020479
ENSMGAP00000009338	ENSMODP00000020611
ENSMGAP00000001773	ENSMODP00000007129
ENSMGAP00000002310	ENSMODP00000016595
ENSMGAP00000000888	ENSMODP00000001638
ENSMGAP00000003488	ENSMODP00000017712
ENSMGAP00000007183	ENSMODP00000005879
ENSMGAP00000014029	ENSMODP00000022055
ENSMGAP00000000392	ENSMODP00000001554
ENSMGAP00000001912	ENSMODP00000002202
ENSMGAP00000010037	ENSMODP00000015259
ENSMGAP00000017473	ENSMODP00000012001
ENSMGAP00000014015	ENSMODP00000005650
ENSMGAP00000015063	ENSMODP00000023481
ENSMGAP00000019145	ENSMODP00000003290
ENSMGAP00000006188	ENSMODP00000011933
ENSMGAP00000011727	ENSMODP00000019199
ENSMGAP00000009619	ENSMODP00000019847
ENSMGAP00000007264	ENSMODP00000002167
ENSMGAP00000010862	ENSMODP00000005932
ENSMGAP00000012095	ENSMODP00000010233
ENSMGAP00000008529	ENSMODP00000024648
ENSMGAP00000005874	ENSMODP00000016057
ENSMGAP00000011094	ENSMODP00000002434
ENSMGAP00000007567	ENSMODP00000011834
ENSMGAP00000003810	ENSMODP00000020783
ENSMGAP00000002680	ENSMODP00000002228
ENSMGAP00000013676	ENSMODP00000000793
ENSMGAP00000011085	ENSMODP00000000687
ENSMGAP00000017003	ENSMODP00000034936
ENSMGAP00000016516	ENSMODP00000033076
ENSMGAP00000017069	ENSMODP00000028443
ENSMGAP00000013010	ENSMODP00000008112
ENSMGAP00000014751	ENSMODP00000015125
ENSMGAP00000005293	ENSMODP00000019371
ENSMGAP00000004317	ENSMODP00000024524
ENSMGAP00000004090	ENSMODP00000017789
ENSMGAP00000009202	ENSMODP00000003932
ENSMGAP00000002619	ENSMODP00000007920
ENSMGAP00000004514	ENSMODP00000018051
ENSMGAP00000005969	ENSMODP00000012026
ENSMGAP00000010632	ENSMODP00000009589
ENSMGAP00000006547	ENSMODP00000005299
ENSMGAP00000012707	ENSMODP00000000639
ENSMGAP00000005785	ENSMODP00000020038
ENSMGAP00000009300	ENSMODP00000008498
ENSMGAP00000015299	ENSMODP00000023369
ENSMGAP00000002176	ENSMODP00000034386
ENSMGAP00000005441	ENSMODP00000015347
ENSMGAP00000018918	ENSMODP00000001142
ENSMGAP00000011035	ENSMODP00000024847
ENSMGAP00000013212	ENSMODP00000036121
ENSMGAP00000015044	ENSMODP00000022758
ENSMGAP00000017429	ENSMODP00000021480
ENSMGAP00000002665	ENSMODP00000013556
ENSMGAP00000011845	ENSMODP00000011601
ENSMGAP00000010828	ENSMODP00000002901
ENSMGAP00000015525	ENSMODP00000040987
ENSMGAP00000004508	ENSMODP00000015350
ENSMGAP00000009525	ENSMODP00000017278
ENSMGAP00000019160	ENSMODP00000016660
ENSMGAP00000007985	ENSMODP00000024179
ENSMGAP00000005511	ENSMODP00000018686
ENSMGAP00000014358	ENSMODP00000010668
ENSMGAP00000012543	ENSMODP00000010685
ENSMGAP00000015594	ENSMODP00000037792
ENSMGAP00000009855	ENSMODP00000014851
ENSMGAP00000019458	ENSMODP00000013914
ENSMGAP00000000729	ENSMODP00000014899
ENSMGAP00000000083	ENSMODP00000014568
ENSMGAP00000012890	ENSMODP00000019148
ENSMGAP00000013856	ENSMODP00000021861
ENSMGAP00000011772	ENSMODP00000011775
ENSMGAP00000001185	ENSMODP00000012321
ENSMGAP00000001700	ENSMODP00000003060
ENSMGAP00000014563	ENSMODP00000016525
ENSMGAP00000012904	ENSMODP00000007256
ENSMGAP00000004140	ENSMODP00000005053
ENSMGAP00000009610	ENSMODP00000015918
ENSMGAP00000000040	ENSMODP00000033707
ENSMGAP00000017498	ENSMODP00000025296
ENSMGAP00000011410	ENSMODP00000012686
ENSMGAP00000005727	ENSMODP00000025770
ENSMGAP00000008671	ENSMODP00000032051
ENSMGAP00000012304	ENSMODP00000038746
ENSMGAP00000012838	ENSMODP00000007051
ENSMGAP00000007216	ENSMODP00000027463
ENSMGAP00000004990	ENSMODP00000003396
ENSMGAP00000006693	ENSMODP00000026561
ENSMGAP00000004893	ENSMODP00000010853
ENSMGAP00000003628	ENSMODP00000001168
ENSMGAP00000000303	ENSMODP00000001969
ENSMGAP00000004206	ENSMODP00000012416
ENSMGAP00000014982	ENSMODP00000020938
ENSMGAP00000003341	ENSMODP00000021339
ENSMGAP00000019073	ENSMODP00000009804
ENSMGAP00000012500	ENSMODP00000010471
ENSMGAP00000000163	ENSMODP00000020833
ENSMGAP00000009822	ENSMODP00000012645
ENSMGAP00000013486	ENSMODP00000003481
ENSMGAP00000012423	ENSMODP00000024554
ENSMGAP00000002622	ENSMODP00000012792
ENSMGAP00000012469	ENSMODP00000013213
ENSMGAP00000008837	ENSMODP00000013290
ENSMGAP00000009264	ENSMODP00000007874
ENSMGAP00000007297	ENSMODP00000015503
ENSMGAP00000007414	ENSMODP00000024151
ENSMGAP00000012606	ENSMODP00000022843
ENSMGAP00000010965	ENSMODP00000024545
ENSMGAP00000007771	ENSMODP00000029367
ENSMGAP00000013779	ENSMODP00000021821
ENSMGAP00000002655	ENSMODP00000001476
ENSMGAP00000010226	ENSMODP00000017495
ENSMGAP00000002848	ENSMODP00000016142
ENSMGAP00000006774	ENSMODP00000027860
ENSMGAP00000000873	ENSMODP00000020148
ENSMGAP00000012375	ENSMODP00000019081
ENSMGAP00000012358	ENSMODP00000013546
ENSMGAP00000001305	ENSMODP00000004690
ENSMGAP00000013807	ENSMODP00000021447
ENSMGAP00000001223	ENSMODP00000001460
ENSMGAP00000005421	ENSMODP00000039626
ENSMGAP00000006861	ENSMODP00000006532
ENSMGAP00000009110	ENSMODP00000017485
ENSMGAP00000004865	ENSMODP00000021660
ENSMGAP00000012982	ENSMODP00000007263
ENSMGAP00000014228	ENSMODP00000022411
ENSMGAP00000010774	ENSMODP00000010084
ENSMGAP00000001904	ENSMODP00000016985
ENSMGAP00000005077	ENSMODP00000014754
ENSMGAP00000002231	ENSMODP00000009505
ENSMGAP00000009641	ENSMODP00000014777
ENSMGAP00000007675	ENSMODP00000005548
ENSMGAP00000013343	ENSMODP00000007903
ENSMGAP00000015676	ENSMODP00000001707
ENSMGAP00000011392	ENSMODP00000023656
ENSMGAP00000001551	ENSMODP00000037403
ENSMGAP00000006177	ENSMODP00000016164
ENSMGAP00000009833	ENSMODP00000004592
ENSMGAP00000011415	ENSMODP00000026588
ENSMGAP00000007446	ENSMODP00000010683
ENSMGAP00000014532	ENSMODP00000016395
ENSMGAP00000002658	ENSMODP00000025526
ENSMGAP00000000102	ENSMODP00000023437
ENSMGAP00000004905	ENSMODP00000014968
ENSMGAP00000015341	ENSMODP00000026281
ENSMGAP00000012682	ENSMODP00000022865
ENSMGAP00000007837	ENSMODP00000012153
ENSMGAP00000010013	ENSMODP00000034776
ENSMGAP00000012243	ENSMODP00000001874
ENSMGAP00000007750	ENSMODP00000032142
ENSMGAP00000000566	ENSMODP00000002840
ENSMGAP00000000615	ENSMODP00000002422
ENSMGAP00000009802	ENSMODP00000009399
ENSMGAP00000010530	ENSMODP00000003128
ENSMGAP00000015588	ENSMODP00000025491
ENSMGAP00000006048	ENSMODP00000032606
ENSMGAP00000009006	ENSMODP00000007131
ENSMGAP00000008871	ENSMODP00000024419
ENSMGAP00000006521	ENSMODP00000019615
ENSMGAP00000000037	ENSMODP00000023402
ENSMGAP00000004509	ENSMODP00000014693
ENSMGAP00000013714	ENSMODP00000021739
ENSMGAP00000012259	ENSMODP00000012802
ENSMGAP00000017938	ENSMODP00000009957
ENSMGAP00000000997	ENSMODP00000000631
ENSMGAP00000006472	ENSMODP00000003395
ENSMGAP00000001186	ENSMODP00000017672
ENSMGAP00000013723	ENSMODP00000014280
ENSMGAP00000005705	ENSMODP00000015329
ENSMGAP00000012478	ENSMODP00000003002
ENSMGAP00000000323	ENSMODP00000021526
ENSMGAP00000014088	ENSMODP00000022164
ENSMGAP00000001315	ENSMODP00000032193
ENSMGAP00000014799	ENSMODP00000006393
ENSMGAP00000009757	ENSMODP00000020384
ENSMGAP00000011250	ENSMODP00000012734
ENSMGAP00000017821	ENSMODP00000024360
ENSMGAP00000003457	ENSMODP00000005767
ENSMGAP00000003493	ENSMODP00000006840
ENSMGAP00000010197	ENSMODP00000005371
ENSMGAP00000014258	ENSMODP00000022447
ENSMGAP00000011093	ENSMODP00000000668
ENSMGAP00000005471	ENSMODP00000015486
ENSMGAP00000001232	ENSMODP00000018392
ENSMGAP00000000633	ENSMODP00000013511
ENSMGAP00000011999	ENSMODP00000009035
ENSMGAP00000004085	ENSMODP00000020293
ENSMGAP00000013853	ENSMODP00000029415
ENSMGAP00000009568	ENSMODP00000012767
ENSMGAP00000011456	ENSMODP00000018547
ENSMGAP00000018450	ENSMODP00000003005
ENSMGAP00000015420	ENSMODP00000026226
ENSMGAP00000017659	ENSMODP00000005319
ENSMGAP00000014543	ENSMODP00000040033
ENSMGAP00000008321	ENSMODP00000020374
ENSMGAP00000018700	ENSMODP00000035531
ENSMGAP00000009481	ENSMODP00000026658
ENSMGAP00000019061	ENSMODP00000036146
ENSMGAP00000002409	ENSMODP00000001449
ENSMGAP00000000838	ENSMODP00000016184
ENSMGAP00000009320	ENSMODP00000019790
ENSMGAP00000009865	ENSMODP00000034105
ENSMGAP00000014365	ENSMODP00000036033
ENSMGAP00000016491	ENSMODP00000020732
ENSMGAP00000003093	ENSMODP00000013217
ENSMGAP00000000259	ENSMODP00000021631
ENSMGAP00000013660	ENSMODP00000021551
ENSMGAP00000018802	ENSMODP00000024814
ENSMGAP00000013462	ENSMODP00000001518
ENSMGAP00000005454	ENSMODP00000000102
ENSMGAP00000017115	ENSMODP00000018034
ENSMGAP00000014533	ENSMODP00000022951
ENSMGAP00000016753	ENSMODP00000018218
ENSMGAP00000017006	ENSMODP00000028988
ENSMGAP00000010506	ENSMODP00000014723
ENSMGAP00000017533	ENSMODP00000005738
ENSMGAP00000002473	ENSMODP00000012762
ENSMGAP00000002661	ENSMODP00000021407
ENSMGAP00000016470	ENSMODP00000036739
ENSMGAP00000005797	ENSMODP00000035967
ENSMGAP00000001844	ENSMODP00000011321
ENSMGAP00000009921	ENSMODP00000023108
ENSMGAP00000009324	ENSMODP00000007998
ENSMGAP00000010154	ENSMODP00000012199
ENSMGAP00000008398	ENSMODP00000003082
ENSMGAP00000014330	ENSMODP00000022352
ENSMGAP00000010879	ENSMODP00000019437
ENSMGAP00000001926	ENSMODP00000008622
ENSMGAP00000003247	ENSMODP00000007829
ENSMGAP00000015683	ENSMODP00000001808
ENSMGAP00000000579	ENSMODP00000014618
ENSMGAP00000005569	ENSMODP00000015808
ENSMGAP00000003431	ENSMODP00000036766
ENSMGAP00000011965	ENSMODP00000033497
ENSMGAP00000003436	ENSMODP00000024696
ENSMGAP00000003244	ENSMODP00000038843
ENSMGAP00000015537	ENSMODP00000005674
ENSMGAP00000003101	ENSMODP00000022245
ENSMGAP00000006824	ENSMODP00000018488
ENSMGAP00000011342	ENSMODP00000006974
ENSMGAP00000013947	ENSMODP00000031737
ENSMGAP00000002814	ENSMODP00000023016
ENSMGAP00000003022	ENSMODP00000010701
ENSMGAP00000003342	ENSMODP00000022226
ENSMGAP00000015223	ENSMODP00000040042
ENSMGAP00000001659	ENSMODP00000038847
ENSMGAP00000015075	ENSMODP00000028989
