ENSMGAP00000004951	ENSORLP00000017023
ENSMGAP00000006513	ENSORLP00000008644
ENSMGAP00000006157	ENSORLP00000012199
ENSMGAP00000016097	ENSORLP00000006992
ENSMGAP00000007451	ENSORLP00000010149
ENSMGAP00000006120	ENSORLP00000016208
ENSMGAP00000005148	ENSORLP00000019992
ENSMGAP00000008084	ENSORLP00000009150
ENSMGAP00000008515	ENSORLP00000013015
ENSMGAP00000011465	ENSORLP00000014146
ENSMGAP00000016018	ENSORLP00000011048
ENSMGAP00000000582	ENSORLP00000010567
ENSMGAP00000000582	ENSORLP00000003207
ENSMGAP00000011756	ENSORLP00000007029
ENSMGAP00000015074	ENSORLP00000010482
ENSMGAP00000007996	ENSORLP00000010906
ENSMGAP00000007996	ENSORLP00000018286
ENSMGAP00000011031	ENSORLP00000004294
ENSMGAP00000008708	ENSORLP00000019702
ENSMGAP00000009942	ENSORLP00000016792
ENSMGAP00000009942	ENSORLP00000013757
ENSMGAP00000009834	ENSORLP00000006860
ENSMGAP00000011602	ENSORLP00000006797
ENSMGAP00000011602	ENSORLP00000002878
ENSMGAP00000006562	ENSORLP00000015259
ENSMGAP00000011647	ENSORLP00000009802
ENSMGAP00000011647	ENSORLP00000019285
ENSMGAP00000003451	ENSORLP00000007068
ENSMGAP00000014948	ENSORLP00000008004
ENSMGAP00000014948	ENSORLP00000015753
ENSMGAP00000010964	ENSORLP00000001793
ENSMGAP00000005509	ENSORLP00000020289
ENSMGAP00000005509	ENSORLP00000019006
ENSMGAP00000014966	ENSORLP00000015815
ENSMGAP00000017895	ENSORLP00000006085
ENSMGAP00000016052	ENSORLP00000016050
ENSMGAP00000009912	ENSORLP00000007816
ENSMGAP00000015581	ENSORLP00000008370
ENSMGAP00000004144	ENSORLP00000015650
ENSMGAP00000004144	ENSORLP00000000265
ENSMGAP00000007691	ENSORLP00000005273
ENSMGAP00000002187	ENSORLP00000018809
ENSMGAP00000014152	ENSORLP00000022449
ENSMGAP00000008484	ENSORLP00000012129
ENSMGAP00000004460	ENSORLP00000004478
ENSMGAP00000004460	ENSORLP00000006537
ENSMGAP00000001855	ENSORLP00000012049
ENSMGAP00000001320	ENSORLP00000011341
ENSMGAP00000004870	ENSORLP00000010111
ENSMGAP00000010407	ENSORLP00000011469
ENSMGAP00000007914	ENSORLP00000000499
ENSMGAP00000009628	ENSORLP00000010016
ENSMGAP00000009625	ENSORLP00000017034
ENSMGAP00000011771	ENSORLP00000018317
ENSMGAP00000006133	ENSORLP00000020827
ENSMGAP00000006133	ENSORLP00000010979
ENSMGAP00000005945	ENSORLP00000016443
ENSMGAP00000005945	ENSORLP00000009210
ENSMGAP00000010556	ENSORLP00000020295
ENSMGAP00000006531	ENSORLP00000012039
ENSMGAP00000004562	ENSORLP00000019987
ENSMGAP00000008270	ENSORLP00000025674
ENSMGAP00000001856	ENSORLP00000025658
ENSMGAP00000001856	ENSORLP00000011141
ENSMGAP00000004539	ENSORLP00000017336
ENSMGAP00000009638	ENSORLP00000020188
ENSMGAP00000012062	ENSORLP00000012927
ENSMGAP00000005078	ENSORLP00000015767
ENSMGAP00000009287	ENSORLP00000009030
ENSMGAP00000011154	ENSORLP00000015693
ENSMGAP00000011154	ENSORLP00000019843
ENSMGAP00000005290	ENSORLP00000005497
ENSMGAP00000000918	ENSORLP00000002306
ENSMGAP00000005812	ENSORLP00000005508
ENSMGAP00000000399	ENSORLP00000019329
ENSMGAP00000004799	ENSORLP00000008010
ENSMGAP00000004799	ENSORLP00000006581
ENSMGAP00000010016	ENSORLP00000025402
ENSMGAP00000013452	ENSORLP00000020686
ENSMGAP00000013452	ENSORLP00000011402
ENSMGAP00000007230	ENSORLP00000013821
ENSMGAP00000012616	ENSORLP00000012460
ENSMGAP00000014503	ENSORLP00000005236
ENSMGAP00000005998	ENSORLP00000022745
ENSMGAP00000009269	ENSORLP00000019733
ENSMGAP00000010258	ENSORLP00000021802
ENSMGAP00000009864	ENSORLP00000005546
ENSMGAP00000019614	ENSORLP00000001967
ENSMGAP00000003653	ENSORLP00000006583
ENSMGAP00000008207	ENSORLP00000012779
ENSMGAP00000008207	ENSORLP00000004346
ENSMGAP00000001765	ENSORLP00000010071
ENSMGAP00000014644	ENSORLP00000015907
ENSMGAP00000011481	ENSORLP00000005986
ENSMGAP00000003679	ENSORLP00000022686
ENSMGAP00000002356	ENSORLP00000014493
ENSMGAP00000005216	ENSORLP00000014296
ENSMGAP00000009062	ENSORLP00000012051
ENSMGAP00000003497	ENSORLP00000011339
ENSMGAP00000002920	ENSORLP00000013949
ENSMGAP00000002159	ENSORLP00000021489
ENSMGAP00000003507	ENSORLP00000025588
ENSMGAP00000016715	ENSORLP00000000650
ENSMGAP00000011542	ENSORLP00000012769
ENSMGAP00000002388	ENSORLP00000005793
ENSMGAP00000011517	ENSORLP00000007563
ENSMGAP00000017536	ENSORLP00000014895
ENSMGAP00000017536	ENSORLP00000011900
ENSMGAP00000008745	ENSORLP00000024811
ENSMGAP00000009152	ENSORLP00000012733
ENSMGAP00000006117	ENSORLP00000018038
ENSMGAP00000014576	ENSORLP00000016193
ENSMGAP00000009327	ENSORLP00000007881
ENSMGAP00000016067	ENSORLP00000024345
ENSMGAP00000013156	ENSORLP00000016574
ENSMGAP00000000691	ENSORLP00000003192
ENSMGAP00000014914	ENSORLP00000023513
ENSMGAP00000012337	ENSORLP00000020346
ENSMGAP00000009500	ENSORLP00000007073
ENSMGAP00000003784	ENSORLP00000011935
ENSMGAP00000012641	ENSORLP00000012347
ENSMGAP00000009289	ENSORLP00000017025
ENSMGAP00000003484	ENSORLP00000008237
ENSMGAP00000007522	ENSORLP00000002917
ENSMGAP00000003471	ENSORLP00000002081
ENSMGAP00000017309	ENSORLP00000017941
ENSMGAP00000013349	ENSORLP00000018106
ENSMGAP00000019671	ENSORLP00000021416
ENSMGAP00000010815	ENSORLP00000007827
ENSMGAP00000007206	ENSORLP00000002160
ENSMGAP00000004135	ENSORLP00000005823
ENSMGAP00000002743	ENSORLP00000008502
ENSMGAP00000002743	ENSORLP00000011510
ENSMGAP00000003460	ENSORLP00000018108
ENSMGAP00000003460	ENSORLP00000005181
ENSMGAP00000001555	ENSORLP00000009831
ENSMGAP00000001555	ENSORLP00000003480
ENSMGAP00000017807	ENSORLP00000008588
ENSMGAP00000017743	ENSORLP00000009603
ENSMGAP00000017743	ENSORLP00000000006
ENSMGAP00000010797	ENSORLP00000003456
ENSMGAP00000014185	ENSORLP00000017157
ENSMGAP00000007405	ENSORLP00000022274
ENSMGAP00000007405	ENSORLP00000014310
ENSMGAP00000019582	ENSORLP00000013924
ENSMGAP00000002145	ENSORLP00000022740
ENSMGAP00000004735	ENSORLP00000002831
ENSMGAP00000002603	ENSORLP00000002509
ENSMGAP00000019035	ENSORLP00000019461
ENSMGAP00000019035	ENSORLP00000007502
ENSMGAP00000018102	ENSORLP00000020655
ENSMGAP00000007374	ENSORLP00000007395
ENSMGAP00000000135	ENSORLP00000022501
ENSMGAP00000019218	ENSORLP00000015899
ENSMGAP00000019572	ENSORLP00000012111
ENSMGAP00000007202	ENSORLP00000023111
ENSMGAP00000014749	ENSORLP00000014673
ENSMGAP00000010538	ENSORLP00000013484
ENSMGAP00000010538	ENSORLP00000010247
ENSMGAP00000002262	ENSORLP00000009698
ENSMGAP00000018832	ENSORLP00000017392
ENSMGAP00000014846	ENSORLP00000013456
ENSMGAP00000009473	ENSORLP00000011809
ENSMGAP00000002894	ENSORLP00000005873
ENSMGAP00000001308	ENSORLP00000024425
ENSMGAP00000014157	ENSORLP00000022529
ENSMGAP00000010017	ENSORLP00000012043
ENSMGAP00000001598	ENSORLP00000011294
ENSMGAP00000006329	ENSORLP00000012717
ENSMGAP00000008527	ENSORLP00000001122
ENSMGAP00000006032	ENSORLP00000013723
ENSMGAP00000006565	ENSORLP00000013239
ENSMGAP00000011234	ENSORLP00000005955
ENSMGAP00000007218	ENSORLP00000017998
ENSMGAP00000007218	ENSORLP00000004097
ENSMGAP00000004125	ENSORLP00000009102
ENSMGAP00000005938	ENSORLP00000007705
ENSMGAP00000016022	ENSORLP00000011167
ENSMGAP00000015534	ENSORLP00000010280
ENSMGAP00000018675	ENSORLP00000018087
ENSMGAP00000001473	ENSORLP00000021945
ENSMGAP00000008989	ENSORLP00000019528
ENSMGAP00000015071	ENSORLP00000015377
ENSMGAP00000015268	ENSORLP00000024666
ENSMGAP00000015268	ENSORLP00000000977
ENSMGAP00000003747	ENSORLP00000002253
ENSMGAP00000003747	ENSORLP00000015530
ENSMGAP00000010508	ENSORLP00000002384
ENSMGAP00000016601	ENSORLP00000020262
ENSMGAP00000002431	ENSORLP00000024662
ENSMGAP00000006888	ENSORLP00000004953
ENSMGAP00000006888	ENSORLP00000016614
ENSMGAP00000007784	ENSORLP00000008076
ENSMGAP00000007784	ENSORLP00000008072
ENSMGAP00000009457	ENSORLP00000001684
ENSMGAP00000004615	ENSORLP00000016576
ENSMGAP00000009139	ENSORLP00000023064
ENSMGAP00000008942	ENSORLP00000003826
ENSMGAP00000008942	ENSORLP00000023083
ENSMGAP00000006928	ENSORLP00000005487
ENSMGAP00000018000	ENSORLP00000004817
ENSMGAP00000001301	ENSORLP00000010584
ENSMGAP00000000915	ENSORLP00000017684
ENSMGAP00000011461	ENSORLP00000007576
ENSMGAP00000014248	ENSORLP00000013335
ENSMGAP00000000890	ENSORLP00000018794
ENSMGAP00000000890	ENSORLP00000018507
ENSMGAP00000002547	ENSORLP00000016413
ENSMGAP00000014843	ENSORLP00000015615
ENSMGAP00000014843	ENSORLP00000015685
ENSMGAP00000001331	ENSORLP00000021954
ENSMGAP00000001331	ENSORLP00000017818
ENSMGAP00000014880	ENSORLP00000020436
ENSMGAP00000013499	ENSORLP00000008813
ENSMGAP00000011138	ENSORLP00000014907
ENSMGAP00000012253	ENSORLP00000015935
ENSMGAP00000012043	ENSORLP00000009992
ENSMGAP00000011147	ENSORLP00000023230
ENSMGAP00000013902	ENSORLP00000022777
ENSMGAP00000006330	ENSORLP00000021784
ENSMGAP00000013505	ENSORLP00000008195
ENSMGAP00000007599	ENSORLP00000013669
ENSMGAP00000009440	ENSORLP00000000895
ENSMGAP00000005091	ENSORLP00000020307
ENSMGAP00000012643	ENSORLP00000021185
ENSMGAP00000000835	ENSORLP00000004354
ENSMGAP00000013927	ENSORLP00000022532
ENSMGAP00000008832	ENSORLP00000002805
ENSMGAP00000006529	ENSORLP00000001429
ENSMGAP00000010572	ENSORLP00000005957
ENSMGAP00000012625	ENSORLP00000011190
ENSMGAP00000002554	ENSORLP00000003384
ENSMGAP00000002554	ENSORLP00000002822
ENSMGAP00000000197	ENSORLP00000008052
ENSMGAP00000013610	ENSORLP00000006220
ENSMGAP00000003074	ENSORLP00000021513
ENSMGAP00000003074	ENSORLP00000016090
ENSMGAP00000003392	ENSORLP00000014801
ENSMGAP00000003392	ENSORLP00000012367
ENSMGAP00000001289	ENSORLP00000003014
ENSMGAP00000008121	ENSORLP00000005155
ENSMGAP00000006195	ENSORLP00000024315
ENSMGAP00000017468	ENSORLP00000010349
ENSMGAP00000017468	ENSORLP00000025006
ENSMGAP00000003452	ENSORLP00000022971
ENSMGAP00000017929	ENSORLP00000019877
ENSMGAP00000009595	ENSORLP00000020165
ENSMGAP00000002310	ENSORLP00000009389
ENSMGAP00000000888	ENSORLP00000023613
ENSMGAP00000000888	ENSORLP00000017330
ENSMGAP00000013572	ENSORLP00000004435
ENSMGAP00000013572	ENSORLP00000006024
ENSMGAP00000007183	ENSORLP00000019373
ENSMGAP00000014029	ENSORLP00000007317
ENSMGAP00000014029	ENSORLP00000021742
ENSMGAP00000000392	ENSORLP00000018368
ENSMGAP00000001912	ENSORLP00000002348
ENSMGAP00000010037	ENSORLP00000025528
ENSMGAP00000010037	ENSORLP00000008521
ENSMGAP00000001260	ENSORLP00000013248
ENSMGAP00000014015	ENSORLP00000022540
ENSMGAP00000019145	ENSORLP00000013537
ENSMGAP00000006188	ENSORLP00000003574
ENSMGAP00000011727	ENSORLP00000015422
ENSMGAP00000010862	ENSORLP00000019645
ENSMGAP00000012095	ENSORLP00000018767
ENSMGAP00000015255	ENSORLP00000006779
ENSMGAP00000011094	ENSORLP00000010730
ENSMGAP00000007567	ENSORLP00000013632
ENSMGAP00000000861	ENSORLP00000001640
ENSMGAP00000000861	ENSORLP00000016745
ENSMGAP00000003810	ENSORLP00000011776
ENSMGAP00000019519	ENSORLP00000008198
ENSMGAP00000013676	ENSORLP00000024514
ENSMGAP00000013676	ENSORLP00000010808
ENSMGAP00000000283	ENSORLP00000005259
ENSMGAP00000000674	ENSORLP00000015475
ENSMGAP00000000674	ENSORLP00000021341
ENSMGAP00000017003	ENSORLP00000007843
ENSMGAP00000016516	ENSORLP00000023124
ENSMGAP00000017069	ENSORLP00000017354
ENSMGAP00000015459	ENSORLP00000025443
ENSMGAP00000013010	ENSORLP00000013341
ENSMGAP00000014751	ENSORLP00000012100
ENSMGAP00000005293	ENSORLP00000016714
ENSMGAP00000004116	ENSORLP00000002885
ENSMGAP00000004317	ENSORLP00000003525
ENSMGAP00000015685	ENSORLP00000006524
ENSMGAP00000009202	ENSORLP00000023191
ENSMGAP00000009202	ENSORLP00000017708
ENSMGAP00000004514	ENSORLP00000025005
ENSMGAP00000004514	ENSORLP00000006416
ENSMGAP00000005969	ENSORLP00000017419
ENSMGAP00000010632	ENSORLP00000004194
ENSMGAP00000012707	ENSORLP00000009726
ENSMGAP00000005785	ENSORLP00000013078
ENSMGAP00000005785	ENSORLP00000014675
ENSMGAP00000015299	ENSORLP00000022486
ENSMGAP00000018918	ENSORLP00000008316
ENSMGAP00000018918	ENSORLP00000011054
ENSMGAP00000011035	ENSORLP00000008345
ENSMGAP00000013212	ENSORLP00000025379
ENSMGAP00000017429	ENSORLP00000005291
ENSMGAP00000008753	ENSORLP00000003644
ENSMGAP00000002665	ENSORLP00000016345
ENSMGAP00000011845	ENSORLP00000017890
ENSMGAP00000010828	ENSORLP00000013204
ENSMGAP00000015525	ENSORLP00000008267
ENSMGAP00000004508	ENSORLP00000019978
ENSMGAP00000009525	ENSORLP00000007499
ENSMGAP00000019160	ENSORLP00000024083
ENSMGAP00000012338	ENSORLP00000011897
ENSMGAP00000014358	ENSORLP00000019777
ENSMGAP00000015594	ENSORLP00000020531
ENSMGAP00000015594	ENSORLP00000000751
ENSMGAP00000009855	ENSORLP00000019043
ENSMGAP00000009218	ENSORLP00000001630
ENSMGAP00000000083	ENSORLP00000003610
ENSMGAP00000013856	ENSORLP00000023096
ENSMGAP00000011772	ENSORLP00000002288
ENSMGAP00000001185	ENSORLP00000021942
ENSMGAP00000014563	ENSORLP00000011138
ENSMGAP00000012904	ENSORLP00000013175
ENSMGAP00000012904	ENSORLP00000005580
ENSMGAP00000008183	ENSORLP00000011041
ENSMGAP00000008183	ENSORLP00000002879
ENSMGAP00000009610	ENSORLP00000010661
ENSMGAP00000009610	ENSORLP00000018765
ENSMGAP00000017498	ENSORLP00000012616
ENSMGAP00000005727	ENSORLP00000008700
ENSMGAP00000008671	ENSORLP00000001191
ENSMGAP00000012304	ENSORLP00000020965
ENSMGAP00000012838	ENSORLP00000013573
ENSMGAP00000004990	ENSORLP00000000313
ENSMGAP00000004893	ENSORLP00000014371
ENSMGAP00000003628	ENSORLP00000017185
ENSMGAP00000003341	ENSORLP00000005984
ENSMGAP00000019073	ENSORLP00000012849
ENSMGAP00000012500	ENSORLP00000015667
ENSMGAP00000009822	ENSORLP00000009272
ENSMGAP00000002622	ENSORLP00000003067
ENSMGAP00000012469	ENSORLP00000016017
ENSMGAP00000012469	ENSORLP00000011761
ENSMGAP00000008837	ENSORLP00000024830
ENSMGAP00000009264	ENSORLP00000018198
ENSMGAP00000014077	ENSORLP00000004308
ENSMGAP00000007297	ENSORLP00000024707
ENSMGAP00000007414	ENSORLP00000008626
ENSMGAP00000012606	ENSORLP00000012478
ENSMGAP00000010978	ENSORLP00000016788
ENSMGAP00000010960	ENSORLP00000009945
ENSMGAP00000010960	ENSORLP00000006947
ENSMGAP00000010965	ENSORLP00000003364
ENSMGAP00000013779	ENSORLP00000020749
ENSMGAP00000002655	ENSORLP00000014540
ENSMGAP00000000873	ENSORLP00000017913
ENSMGAP00000012375	ENSORLP00000020779
ENSMGAP00000012358	ENSORLP00000025168
ENSMGAP00000001223	ENSORLP00000011130
ENSMGAP00000005421	ENSORLP00000010364
ENSMGAP00000011934	ENSORLP00000010329
ENSMGAP00000006861	ENSORLP00000017698
ENSMGAP00000009110	ENSORLP00000023787
ENSMGAP00000014821	ENSORLP00000022229
ENSMGAP00000012982	ENSORLP00000003831
ENSMGAP00000012982	ENSORLP00000015618
ENSMGAP00000019009	ENSORLP00000025064
ENSMGAP00000010774	ENSORLP00000021486
ENSMGAP00000001904	ENSORLP00000011770
ENSMGAP00000002231	ENSORLP00000007318
ENSMGAP00000009641	ENSORLP00000019018
ENSMGAP00000009352	ENSORLP00000001567
ENSMGAP00000007365	ENSORLP00000010831
ENSMGAP00000007675	ENSORLP00000004996
ENSMGAP00000013343	ENSORLP00000021831
ENSMGAP00000015676	ENSORLP00000015289
ENSMGAP00000011392	ENSORLP00000008189
ENSMGAP00000001551	ENSORLP00000011743
ENSMGAP00000006177	ENSORLP00000019871
ENSMGAP00000009833	ENSORLP00000016884
ENSMGAP00000009833	ENSORLP00000003890
ENSMGAP00000009242	ENSORLP00000013110
ENSMGAP00000007446	ENSORLP00000001292
ENSMGAP00000014532	ENSORLP00000011353
ENSMGAP00000000102	ENSORLP00000013022
ENSMGAP00000015341	ENSORLP00000006858
ENSMGAP00000012682	ENSORLP00000012194
ENSMGAP00000007837	ENSORLP00000013809
ENSMGAP00000010013	ENSORLP00000008885
ENSMGAP00000010013	ENSORLP00000000008
ENSMGAP00000012243	ENSORLP00000013199
ENSMGAP00000012243	ENSORLP00000013004
ENSMGAP00000007750	ENSORLP00000010449
ENSMGAP00000009802	ENSORLP00000007714
ENSMGAP00000010530	ENSORLP00000003967
ENSMGAP00000015588	ENSORLP00000021777
ENSMGAP00000010238	ENSORLP00000010913
ENSMGAP00000010238	ENSORLP00000004065
ENSMGAP00000006048	ENSORLP00000008475
ENSMGAP00000009006	ENSORLP00000006557
ENSMGAP00000013736	ENSORLP00000016263
ENSMGAP00000003099	ENSORLP00000011762
ENSMGAP00000006995	ENSORLP00000019496
ENSMGAP00000008871	ENSORLP00000002835
ENSMGAP00000008871	ENSORLP00000001851
ENSMGAP00000004509	ENSORLP00000009467
ENSMGAP00000013714	ENSORLP00000006021
ENSMGAP00000017938	ENSORLP00000025490
ENSMGAP00000009055	ENSORLP00000022856
ENSMGAP00000001186	ENSORLP00000019854
ENSMGAP00000013723	ENSORLP00000016432
ENSMGAP00000005705	ENSORLP00000018830
ENSMGAP00000012478	ENSORLP00000014611
ENSMGAP00000014088	ENSORLP00000022131
ENSMGAP00000001315	ENSORLP00000018644
ENSMGAP00000014799	ENSORLP00000010470
ENSMGAP00000009757	ENSORLP00000011590
ENSMGAP00000009757	ENSORLP00000017376
ENSMGAP00000011250	ENSORLP00000021850
ENSMGAP00000007732	ENSORLP00000024476
ENSMGAP00000007732	ENSORLP00000006896
ENSMGAP00000003493	ENSORLP00000019268
ENSMGAP00000010197	ENSORLP00000000074
ENSMGAP00000010197	ENSORLP00000009952
ENSMGAP00000001738	ENSORLP00000002261
ENSMGAP00000014258	ENSORLP00000016846
ENSMGAP00000011093	ENSORLP00000009622
ENSMGAP00000005471	ENSORLP00000015478
ENSMGAP00000000903	ENSORLP00000002280
ENSMGAP00000000903	ENSORLP00000002470
ENSMGAP00000000633	ENSORLP00000011778
ENSMGAP00000004085	ENSORLP00000007802
ENSMGAP00000013853	ENSORLP00000020639
ENSMGAP00000009568	ENSORLP00000013194
ENSMGAP00000011456	ENSORLP00000020591
ENSMGAP00000011456	ENSORLP00000015223
ENSMGAP00000015420	ENSORLP00000016197
ENSMGAP00000017659	ENSORLP00000013041
ENSMGAP00000014543	ENSORLP00000020579
ENSMGAP00000019061	ENSORLP00000011036
ENSMGAP00000002409	ENSORLP00000015123
ENSMGAP00000000838	ENSORLP00000019853
ENSMGAP00000009320	ENSORLP00000013152
ENSMGAP00000009865	ENSORLP00000003843
ENSMGAP00000003093	ENSORLP00000011624
ENSMGAP00000000259	ENSORLP00000024677
ENSMGAP00000018802	ENSORLP00000000083
ENSMGAP00000013462	ENSORLP00000012412
ENSMGAP00000007128	ENSORLP00000009667
ENSMGAP00000003170	ENSORLP00000019540
ENSMGAP00000005454	ENSORLP00000014264
ENSMGAP00000014533	ENSORLP00000002332
ENSMGAP00000014533	ENSORLP00000021276
ENSMGAP00000017006	ENSORLP00000010464
ENSMGAP00000017533	ENSORLP00000000790
ENSMGAP00000002473	ENSORLP00000003117
ENSMGAP00000002661	ENSORLP00000012518
ENSMGAP00000016470	ENSORLP00000022496
ENSMGAP00000005797	ENSORLP00000013545
ENSMGAP00000009921	ENSORLP00000003712
ENSMGAP00000010154	ENSORLP00000022992
ENSMGAP00000008398	ENSORLP00000011754
ENSMGAP00000003571	ENSORLP00000008078
ENSMGAP00000010879	ENSORLP00000022798
ENSMGAP00000001926	ENSORLP00000024397
ENSMGAP00000015683	ENSORLP00000011693
ENSMGAP00000008138	ENSORLP00000006433
ENSMGAP00000003431	ENSORLP00000020891
ENSMGAP00000003431	ENSORLP00000017844
ENSMGAP00000011965	ENSORLP00000008183
ENSMGAP00000015537	ENSORLP00000008219
ENSMGAP00000013741	ENSORLP00000020792
ENSMGAP00000003101	ENSORLP00000018249
ENSMGAP00000003101	ENSORLP00000011987
ENSMGAP00000006824	ENSORLP00000004757
ENSMGAP00000011342	ENSORLP00000021147
ENSMGAP00000002814	ENSORLP00000004536
ENSMGAP00000015265	ENSORLP00000009901
ENSMGAP00000015265	ENSORLP00000010189
ENSMGAP00000001699	ENSORLP00000001427
ENSMGAP00000003342	ENSORLP00000011923
ENSMGAP00000001659	ENSORLP00000016328
ENSMGAP00000004748	ENSORLP00000011763
ENSMGAP00000003002	ENSORLP00000023015
ENSMGAP00000017932	ENSORLP00000000649
ENSMGAP00000008719	ENSORLP00000001216
ENSMGAP00000002544	ENSORLP00000000676
ENSMGAP00000002544	ENSORLP00000003099
ENSMGAP00000012971	ENSORLP00000005567
ENSMGAP00000008701	ENSORLP00000024368
ENSMGAP00000011216	ENSORLP00000005038
ENSMGAP00000015296	ENSORLP00000022433
ENSMGAP00000008629	ENSORLP00000023461
ENSMGAP00000002957	ENSORLP00000013964
ENSMGAP00000002957	ENSORLP00000009231
ENSMGAP00000001521	ENSORLP00000007224
ENSMGAP00000018615	ENSORLP00000012065
ENSMGAP00000016993	ENSORLP00000008404
ENSMGAP00000006922	ENSORLP00000009723
ENSMGAP00000013307	ENSORLP00000003395
ENSMGAP00000013549	ENSORLP00000020854
ENSMGAP00000001641	ENSORLP00000006252
ENSMGAP00000008643	ENSORLP00000004792
ENSMGAP00000013976	ENSORLP00000004857
ENSMGAP00000003882	ENSORLP00000008802
ENSMGAP00000001229	ENSORLP00000013234
ENSMGAP00000010606	ENSORLP00000009167
ENSMGAP00000010606	ENSORLP00000014470
ENSMGAP00000013027	ENSORLP00000002045
ENSMGAP00000010762	ENSORLP00000015147
ENSMGAP00000003521	ENSORLP00000024165
ENSMGAP00000012557	ENSORLP00000015412
ENSMGAP00000004776	ENSORLP00000000771
ENSMGAP00000000870	ENSORLP00000019071
ENSMGAP00000007688	ENSORLP00000014829
ENSMGAP00000002556	ENSORLP00000000340
ENSMGAP00000011888	ENSORLP00000020873
ENSMGAP00000011888	ENSORLP00000005160
ENSMGAP00000010755	ENSORLP00000003373
ENSMGAP00000010755	ENSORLP00000013722
ENSMGAP00000009091	ENSORLP00000023777
ENSMGAP00000016251	ENSORLP00000005352
ENSMGAP00000003916	ENSORLP00000014117
ENSMGAP00000002734	ENSORLP00000020395
ENSMGAP00000002734	ENSORLP00000009101
ENSMGAP00000006873	ENSORLP00000008514
ENSMGAP00000012622	ENSORLP00000015177
ENSMGAP00000012622	ENSORLP00000021726
ENSMGAP00000002326	ENSORLP00000001610
ENSMGAP00000010155	ENSORLP00000012225
ENSMGAP00000012316	ENSORLP00000013038
ENSMGAP00000003134	ENSORLP00000002613
ENSMGAP00000008584	ENSORLP00000016447
ENSMGAP00000006259	ENSORLP00000014289
ENSMGAP00000002645	ENSORLP00000010745
ENSMGAP00000010799	ENSORLP00000021470
ENSMGAP00000011572	ENSORLP00000020357
ENSMGAP00000001756	ENSORLP00000019914
ENSMGAP00000007306	ENSORLP00000000856
ENSMGAP00000016020	ENSORLP00000011104
ENSMGAP00000000828	ENSORLP00000013868
ENSMGAP00000014208	ENSORLP00000017542
ENSMGAP00000014722	ENSORLP00000003174
ENSMGAP00000010500	ENSORLP00000020139
ENSMGAP00000017846	ENSORLP00000007378
ENSMGAP00000006709	ENSORLP00000020999
ENSMGAP00000011374	ENSORLP00000022301
ENSMGAP00000001027	ENSORLP00000005476
ENSMGAP00000006728	ENSORLP00000020330
ENSMGAP00000001112	ENSORLP00000009173
ENSMGAP00000005616	ENSORLP00000011617
ENSMGAP00000009603	ENSORLP00000011808
ENSMGAP00000007328	ENSORLP00000021279
ENSMGAP00000010877	ENSORLP00000001758
ENSMGAP00000010877	ENSORLP00000001233
ENSMGAP00000000251	ENSORLP00000022038
ENSMGAP00000001694	ENSORLP00000016107
ENSMGAP00000009459	ENSORLP00000011772
ENSMGAP00000007757	ENSORLP00000001324
ENSMGAP00000015288	ENSORLP00000022361
ENSMGAP00000004237	ENSORLP00000017378
ENSMGAP00000001837	ENSORLP00000020232
ENSMGAP00000011457	ENSORLP00000021461
ENSMGAP00000010631	ENSORLP00000021155
ENSMGAP00000010631	ENSORLP00000001583
ENSMGAP00000018907	ENSORLP00000006939
ENSMGAP00000007710	ENSORLP00000008136
ENSMGAP00000007408	ENSORLP00000010284
ENSMGAP00000007408	ENSORLP00000011055
ENSMGAP00000004320	ENSORLP00000000969
ENSMGAP00000008440	ENSORLP00000005195
ENSMGAP00000014471	ENSORLP00000011506
ENSMGAP00000017662	ENSORLP00000019605
ENSMGAP00000002939	ENSORLP00000018367
ENSMGAP00000014005	ENSORLP00000007233
ENSMGAP00000013042	ENSORLP00000025645
ENSMGAP00000005429	ENSORLP00000019356
ENSMGAP00000012662	ENSORLP00000009734
ENSMGAP00000012660	ENSORLP00000019924
