ENSDARP00000074624	ENSP00000262384
ENSDARP00000128983	ENSP00000320543
ENSDARP00000103111	ENSP00000419952
ENSDARP00000098230	ENSP00000302719
ENSDARP00000049176	ENSP00000285208
ENSDARP00000042254	ENSP00000285208
ENSDARP00000012152	ENSP00000410403
ENSDARP00000106650	ENSP00000465419
ENSDARP00000099537	ENSP00000281537
ENSDARP00000129752	ENSP00000281537
ENSDARP00000041396	ENSP00000355938
ENSDARP00000084821	ENSP00000437041
ENSDARP00000003519	ENSP00000356218
ENSDARP00000114915	ENSP00000371419
ENSDARP00000100728	ENSP00000398688
ENSDARP00000070661	ENSP00000300055
ENSDARP00000123328	ENSP00000405514
ENSDARP00000082295	ENSP00000424474
ENSDARP00000121285	ENSP00000358983
ENSDARP00000128656	ENSP00000221452
ENSDARP00000104876	ENSP00000384273
ENSDARP00000072078	ENSP00000295025
ENSDARP00000094504	ENSP00000329468
ENSDARP00000107517	ENSP00000353078
ENSDARP00000029427	ENSP00000338348
ENSDARP00000041589	ENSP00000341346
ENSDARP00000046526	ENSP00000207457
ENSDARP00000127387	ENSP00000379263
ENSDARP00000093332	ENSP00000356599
ENSDARP00000045668	ENSP00000378292
ENSDARP00000113661	ENSP00000078445
ENSDARP00000112226	ENSP00000078445
ENSDARP00000111960	ENSP00000357596
ENSDARP00000024846	ENSP00000342136
ENSDARP00000012411	ENSP00000434939
ENSDARP00000083866	ENSP00000273179
ENSDARP00000083861	ENSP00000273179
ENSDARP00000007655	ENSP00000411145
ENSDARP00000094772	ENSP00000283268
ENSDARP00000065138	ENSP00000359357
ENSDARP00000051185	ENSP00000342137
ENSDARP00000101129	ENSP00000337701
ENSDARP00000109285	ENSP00000378072
ENSDARP00000100462	ENSP00000370430
ENSDARP00000067447	ENSP00000265838
ENSDARP00000018064	ENSP00000356015
ENSDARP00000081199	ENSP00000295709
ENSDARP00000094802	ENSP00000361769
ENSDARP00000077256	ENSP00000439287
ENSDARP00000073752	ENSP00000384892
ENSDARP00000113323	ENSP00000384892
ENSDARP00000100116	ENSP00000428417
ENSDARP00000091365	ENSP00000323313
ENSDARP00000103524	ENSP00000264065
ENSDARP00000013759	ENSP00000381104
ENSDARP00000016201	ENSP00000365567
ENSDARP00000041608	ENSP00000360184
ENSDARP00000017895	ENSP00000216605
ENSDARP00000020770	ENSP00000216605
ENSDARP00000070824	ENSP00000379108
ENSDARP00000032264	ENSP00000332247
ENSDARP00000115900	ENSP00000332247
ENSDARP00000041713	ENSP00000264649
ENSDARP00000020867	ENSP00000264649
ENSDARP00000087620	ENSP00000336740
ENSDARP00000021697	ENSP00000336740
ENSDARP00000117820	ENSP00000338127
ENSDARP00000100590	ENSP00000338127
ENSDARP00000111996	ENSP00000361158
ENSDARP00000076045	ENSP00000349616
ENSDARP00000018618	ENSP00000421981
ENSDARP00000118078	ENSP00000421981
ENSDARP00000069499	ENSP00000290649
ENSDARP00000112460	ENSP00000304051
ENSDARP00000100101	ENSP00000366395
ENSDARP00000083454	ENSP00000247461
ENSDARP00000092445	ENSP00000326699
ENSDARP00000040409	ENSP00000370571
ENSDARP00000107633	ENSP00000264735
ENSDARP00000109436	ENSP00000288680
ENSDARP00000011293	ENSP00000229335
ENSDARP00000124325	ENSP00000244669
ENSDARP00000043677	ENSP00000244669
ENSDARP00000016209	ENSP00000278060
ENSDARP00000108294	ENSP00000216133
ENSDARP00000055427	ENSP00000216133
ENSDARP00000095582	ENSP00000384490
ENSDARP00000127727	ENSP00000384490
ENSDARP00000066052	ENSP00000308750
ENSDARP00000055394	ENSP00000297565
ENSDARP00000023564	ENSP00000441801
ENSDARP00000097371	ENSP00000227524
ENSDARP00000070563	ENSP00000381032
ENSDARP00000051663	ENSP00000342832
ENSDARP00000090052	ENSP00000381823
ENSDARP00000097487	ENSP00000265175
ENSDARP00000127272	ENSP00000343405
ENSDARP00000058762	ENSP00000280551
ENSDARP00000083666	ENSP00000259605
ENSDARP00000090007	ENSP00000274811
ENSDARP00000097836	ENSP00000368824
ENSDARP00000103132	ENSP00000368824
ENSDARP00000050017	ENSP00000354609
ENSDARP00000058869	ENSP00000357232
ENSDARP00000015966	ENSP00000360217
ENSDARP00000068305	ENSP00000341564
ENSDARP00000043290	ENSP00000363414
ENSDARP00000092347	ENSP00000328777
ENSDARP00000116412	ENSP00000328777
ENSDARP00000012577	ENSP00000357392
ENSDARP00000050216	ENSP00000357392
ENSDARP00000068559	ENSP00000359489
ENSDARP00000113026	ENSP00000348793
ENSDARP00000125884	ENSP00000265343
ENSDARP00000024810	ENSP00000321537
ENSDARP00000035593	ENSP00000376333
ENSDARP00000027152	ENSP00000273666
ENSDARP00000128691	ENSP00000359070
ENSDARP00000108392	ENSP00000317743
ENSDARP00000116173	ENSP00000385616
ENSDARP00000114402	ENSP00000341280
ENSDARP00000080768	ENSP00000341280
ENSDARP00000058092	ENSP00000363458
ENSDARP00000009785	ENSP00000363458
ENSDARP00000110600	ENSP00000252891
ENSDARP00000099510	ENSP00000285599
ENSDARP00000129200	ENSP00000353655
ENSDARP00000002367	ENSP00000354168
ENSDARP00000117664	ENSP00000451575
ENSDARP00000127227	ENSP00000451575
ENSDARP00000006838	ENSP00000419199
ENSDARP00000113944	ENSP00000419199
ENSDARP00000107021	ENSP00000377840
ENSDARP00000022331	ENSP00000438949
ENSDARP00000083997	ENSP00000438949
ENSDARP00000101964	ENSP00000320025
ENSDARP00000097114	ENSP00000443985
ENSDARP00000098667	ENSP00000263791
ENSDARP00000113730	ENSP00000199389
ENSDARP00000120826	ENSP00000307235
ENSDARP00000071465	ENSP00000359575
ENSDARP00000098627	ENSP00000442786
ENSDARP00000115969	ENSP00000257818
ENSDARP00000007237	ENSP00000361043
ENSDARP00000113995	ENSP00000336606
ENSDARP00000121746	ENSP00000386520
ENSDARP00000105895	ENSP00000362441
ENSDARP00000115355	ENSP00000216268
ENSDARP00000009986	ENSP00000430241
ENSDARP00000080406	ENSP00000368190
ENSDARP00000091924	ENSP00000417038
ENSDARP00000047072	ENSP00000311713
ENSDARP00000115525	ENSP00000311713
ENSDARP00000111506	ENSP00000348278
ENSDARP00000115217	ENSP00000336655
ENSDARP00000110113	ENSP00000194530
ENSDARP00000030881	ENSP00000281456
ENSDARP00000115067	ENSP00000358888
ENSDARP00000001793	ENSP00000358888
ENSDARP00000098590	ENSP00000011473
ENSDARP00000082673	ENSP00000263233
ENSDARP00000063095	ENSP00000263233
ENSDARP00000084762	ENSP00000358297
ENSDARP00000085876	ENSP00000358297
ENSDARP00000052551	ENSP00000320176
ENSDARP00000073595	ENSP00000264010
ENSDARP00000051413	ENSP00000318085
ENSDARP00000044837	ENSP00000404854
ENSDARP00000049419	ENSP00000404854
ENSDARP00000012950	ENSP00000451712
ENSDARP00000085993	ENSP00000343635
ENSDARP00000100420	ENSP00000357341
ENSDARP00000097792	ENSP00000357341
ENSDARP00000128169	ENSP00000217320
ENSDARP00000107305	ENSP00000274721
ENSDARP00000073632	ENSP00000313423
ENSDARP00000102997	ENSP00000313423
ENSDARP00000082444	ENSP00000366243
ENSDARP00000107355	ENSP00000357048
ENSDARP00000079959	ENSP00000263918
ENSDARP00000080136	ENSP00000327197
ENSDARP00000114111	ENSP00000403712
ENSDARP00000020528	ENSP00000357980
ENSDARP00000048135	ENSP00000357980
ENSDARP00000050541	ENSP00000305919
ENSDARP00000118143	ENSP00000318986
ENSDARP00000115280	ENSP00000419740
ENSDARP00000122176	ENSP00000364145
ENSDARP00000113716	ENSP00000364145
ENSDARP00000041401	ENSP00000369100
ENSDARP00000103000	ENSP00000356113
ENSDARP00000025057	ENSP00000024061
ENSDARP00000128605	ENSP00000024061
ENSDARP00000086622	ENSP00000323847
ENSDARP00000053220	ENSP00000282026
ENSDARP00000090929	ENSP00000314036
ENSDARP00000013325	ENSP00000370395
ENSDARP00000073869	ENSP00000433757
ENSDARP00000021237	ENSP00000005340
ENSDARP00000073112	ENSP00000394352
ENSDARP00000073184	ENSP00000394352
ENSDARP00000022131	ENSP00000378328
ENSDARP00000101463	ENSP00000427130
ENSDARP00000062236	ENSP00000359982
ENSDARP00000074835	ENSP00000408005
ENSDARP00000108396	ENSP00000342143
ENSDARP00000128564	ENSP00000294725
ENSDARP00000100478	ENSP00000382770
ENSDARP00000106329	ENSP00000415106
ENSDARP00000110922	ENSP00000280098
ENSDARP00000103804	ENSP00000280098
ENSDARP00000076104	ENSP00000262746
ENSDARP00000090833	ENSP00000368646
ENSDARP00000070056	ENSP00000296464
ENSDARP00000090804	ENSP00000384144
ENSDARP00000101922	ENSP00000299633
ENSDARP00000080453	ENSP00000317396
ENSDARP00000100323	ENSP00000370299
ENSDARP00000102421	ENSP00000370299
ENSDARP00000103889	ENSP00000365188
ENSDARP00000114452	ENSP00000367950
ENSDARP00000105635	ENSP00000406546
ENSDARP00000023268	ENSP00000298472
ENSDARP00000100785	ENSP00000387549
ENSDARP00000118027	ENSP00000343899
ENSDARP00000127270	ENSP00000283309
ENSDARP00000102423	ENSP00000394794
ENSDARP00000044082	ENSP00000340874
ENSDARP00000015104	ENSP00000340874
ENSDARP00000114249	ENSP00000265165
ENSDARP00000129238	ENSP00000340347
ENSDARP00000109205	ENSP00000441640
ENSDARP00000089922	ENSP00000347716
ENSDARP00000083210	ENSP00000327214
ENSDARP00000098767	ENSP00000362285
ENSDARP00000117850	ENSP00000380081
ENSDARP00000105578	ENSP00000376123
ENSDARP00000102999	ENSP00000350078
ENSDARP00000054091	ENSP00000279873
ENSDARP00000126363	ENSP00000347602
ENSDARP00000107839	ENSP00000264183
ENSDARP00000123814	ENSP00000336591
ENSDARP00000124057	ENSP00000329967
ENSDARP00000117685	ENSP00000430684
ENSDARP00000013115	ENSP00000359424
ENSDARP00000041727	ENSP00000224356
ENSDARP00000101543	ENSP00000001146
ENSDARP00000072275	ENSP00000285949
ENSDARP00000042048	ENSP00000299163
ENSDARP00000124888	ENSP00000398410
ENSDARP00000111316	ENSP00000262811
ENSDARP00000082779	ENSP00000262811
ENSDARP00000082758	ENSP00000385727
ENSDARP00000121534	ENSP00000298532
ENSDARP00000070211	ENSP00000339992
ENSDARP00000066654	ENSP00000429633
ENSDARP00000109123	ENSP00000217026
ENSDARP00000100833	ENSP00000323780
ENSDARP00000047190	ENSP00000295759
ENSDARP00000105936	ENSP00000297988
ENSDARP00000090750	ENSP00000253754
ENSDARP00000109858	ENSP00000312634
ENSDARP00000069192	ENSP00000337180
ENSDARP00000122392	ENSP00000337180
ENSDARP00000065255	ENSP00000260970
ENSDARP00000107238	ENSP00000232978
ENSDARP00000050532	ENSP00000368005
ENSDARP00000007440	ENSP00000359233
ENSDARP00000013511	ENSP00000359233
ENSDARP00000110201	ENSP00000349396
ENSDARP00000115859	ENSP00000258428
ENSDARP00000115601	ENSP00000361310
ENSDARP00000112656	ENSP00000241436
ENSDARP00000023719	ENSP00000230323
ENSDARP00000103421	ENSP00000314129
ENSDARP00000128996	ENSP00000314129
ENSDARP00000021876	ENSP00000295600
ENSDARP00000056456	ENSP00000295600
ENSDARP00000049862	ENSP00000265440
ENSDARP00000061314	ENSP00000354543
ENSDARP00000079657	ENSP00000454919
ENSDARP00000074909	ENSP00000368237
ENSDARP00000079665	ENSP00000351155
ENSDARP00000012931	ENSP00000381844
ENSDARP00000103726	ENSP00000358060
ENSDARP00000102218	ENSP00000355308
ENSDARP00000016888	ENSP00000261875
ENSDARP00000127769	ENSP00000360195
ENSDARP00000098697	ENSP00000328923
ENSDARP00000117108	ENSP00000309087
ENSDARP00000116800	ENSP00000222032
ENSDARP00000099945	ENSP00000399709
ENSDARP00000128004	ENSP00000448310
ENSDARP00000120902	ENSP00000361281
ENSDARP00000009763	ENSP00000361473
ENSDARP00000126239	ENSP00000361473
ENSDARP00000126711	ENSP00000360431
ENSDARP00000035450	ENSP00000268129
ENSDARP00000067326	ENSP00000268129
ENSDARP00000097906	ENSP00000302657
ENSDARP00000128798	ENSP00000305926
ENSDARP00000032728	ENSP00000237289
ENSDARP00000011882	ENSP00000228740
ENSDARP00000098293	ENSP00000358894
ENSDARP00000081435	ENSP00000358894
ENSDARP00000104020	ENSP00000305449
ENSDARP00000117242	ENSP00000366275
ENSDARP00000121750	ENSP00000289013
ENSDARP00000119736	ENSP00000357453
ENSDARP00000120629	ENSP00000348959
ENSDARP00000058570	ENSP00000380034
ENSDARP00000068039	ENSP00000327968
ENSDARP00000053781	ENSP00000246104
ENSDARP00000115452	ENSP00000260526
ENSDARP00000025657	ENSP00000260526
ENSDARP00000099142	ENSP00000203556
ENSDARP00000083591	ENSP00000439601
ENSDARP00000012094	ENSP00000230085
ENSDARP00000096134	ENSP00000377059
ENSDARP00000006502	ENSP00000333640
ENSDARP00000115424	ENSP00000356870
ENSDARP00000059445	ENSP00000386845
ENSDARP00000110557	ENSP00000281523
ENSDARP00000083101	ENSP00000396843
ENSDARP00000126846	ENSP00000332513
ENSDARP00000053545	ENSP00000358853
ENSDARP00000060183	ENSP00000265689
ENSDARP00000093642	ENSP00000356170
ENSDARP00000112220	ENSP00000362151
ENSDARP00000109350	ENSP00000420736
ENSDARP00000098158	ENSP00000365380
ENSDARP00000080214	ENSP00000365380
ENSDARP00000103434	ENSP00000347883
ENSDARP00000080529	ENSP00000347883
ENSDARP00000126391	ENSP00000263265
ENSDARP00000127636	ENSP00000360069
ENSDARP00000103798	ENSP00000368698
ENSDARP00000054019	ENSP00000361664
ENSDARP00000115671	ENSP00000361664
ENSDARP00000019858	ENSP00000432869
ENSDARP00000103038	ENSP00000309096
ENSDARP00000107933	ENSP00000333900
ENSDARP00000054070	ENSP00000318298
ENSDARP00000071346	ENSP00000318298
ENSDARP00000118970	ENSP00000443410
ENSDARP00000114520	ENSP00000358458
ENSDARP00000063569	ENSP00000242248
ENSDARP00000056244	ENSP00000360216
ENSDARP00000017489	ENSP00000265421
ENSDARP00000122855	ENSP00000271915
ENSDARP00000127960	ENSP00000262888
ENSDARP00000076697	ENSP00000365063
ENSDARP00000116695	ENSP00000366240
ENSDARP00000116160	ENSP00000355870
ENSDARP00000057729	ENSP00000331470
ENSDARP00000069661	ENSP00000321711
ENSDARP00000127560	ENSP00000201647
ENSDARP00000075195	ENSP00000201647
ENSDARP00000008092	ENSP00000281172
ENSDARP00000114441	ENSP00000358820
ENSDARP00000114711	ENSP00000358820
ENSDARP00000112244	ENSP00000264716
ENSDARP00000114070	ENSP00000245919
ENSDARP00000043297	ENSP00000306245
ENSDARP00000105362	ENSP00000306245
ENSDARP00000058705	ENSP00000306245
ENSDARP00000050897	ENSP00000289473
ENSDARP00000104186	ENSP00000348215
ENSDARP00000128024	ENSP00000348215
ENSDARP00000036851	ENSP00000309714
ENSDARP00000017670	ENSP00000375855
ENSDARP00000062538	ENSP00000375855
ENSDARP00000109109	ENSP00000318086
ENSDARP00000080404	ENSP00000368964
ENSDARP00000075049	ENSP00000368964
ENSDARP00000071575	ENSP00000414712
ENSDARP00000098914	ENSP00000414712
ENSDARP00000106372	ENSP00000362244
ENSDARP00000110039	ENSP00000251642
ENSDARP00000013943	ENSP00000263642
ENSDARP00000097712	ENSP00000353142
ENSDARP00000122936	ENSP00000385735
ENSDARP00000123297	ENSP00000385735
ENSDARP00000102615	ENSP00000308591
ENSDARP00000088338	ENSP00000270824
ENSDARP00000123693	ENSP00000320084
ENSDARP00000101000	ENSP00000358470
ENSDARP00000033575	ENSP00000471417
ENSDARP00000071718	ENSP00000368976
ENSDARP00000059840	ENSP00000301332
ENSDARP00000013224	ENSP00000388878
ENSDARP00000101095	ENSP00000368678
ENSDARP00000106120	ENSP00000424243
ENSDARP00000076977	ENSP00000346964
ENSDARP00000095198	ENSP00000358824
ENSDARP00000074711	ENSP00000356694
ENSDARP00000122155	ENSP00000376822
ENSDARP00000085788	ENSP00000287908
ENSDARP00000118847	ENSP00000369419
ENSDARP00000009179	ENSP00000256997
ENSDARP00000091872	ENSP00000358241
ENSDARP00000079636	ENSP00000379269
ENSDARP00000050209	ENSP00000379269
ENSDARP00000052917	ENSP00000270221
ENSDARP00000071644	ENSP00000270221
ENSDARP00000110985	ENSP00000439672
ENSDARP00000099100	ENSP00000344012
ENSDARP00000033638	ENSP00000312814
ENSDARP00000127157	ENSP00000384391
ENSDARP00000075769	ENSP00000386458
ENSDARP00000111463	ENSP00000302108
ENSDARP00000027776	ENSP00000302108
ENSDARP00000099020	ENSP00000274605
ENSDARP00000102219	ENSP00000370981
ENSDARP00000122442	ENSP00000359240
ENSDARP00000098349	ENSP00000359240
ENSDARP00000071206	ENSP00000352601
ENSDARP00000023594	ENSP00000253193
ENSDARP00000101167	ENSP00000276654
ENSDARP00000097850	ENSP00000318607
ENSDARP00000107236	ENSP00000371846
ENSDARP00000123046	ENSP00000402257
ENSDARP00000064708	ENSP00000430031
ENSDARP00000080869	ENSP00000350718
ENSDARP00000107843	ENSP00000261226
ENSDARP00000027028	ENSP00000384999
ENSDARP00000122172	ENSP00000332170
ENSDARP00000109699	ENSP00000366280
ENSDARP00000004922	ENSP00000366280
ENSDARP00000095874	ENSP00000258168
ENSDARP00000017189	ENSP00000262340
ENSDARP00000106590	ENSP00000261693
ENSDARP00000110098	ENSP00000264896
ENSDARP00000051778	ENSP00000322159
ENSDARP00000019179	ENSP00000361306
ENSDARP00000106508	ENSP00000384259
ENSDARP00000110359	ENSP00000372059
ENSDARP00000051900	ENSP00000417138
ENSDARP00000101211	ENSP00000264669
ENSDARP00000104045	ENSP00000258770
ENSDARP00000040265	ENSP00000228641
ENSDARP00000010347	ENSP00000241651
ENSDARP00000109289	ENSP00000228644
ENSDARP00000009713	ENSP00000250003
ENSDARP00000087625	ENSP00000352926
ENSDARP00000079812	ENSP00000385000
ENSDARP00000002994	ENSP00000343515
ENSDARP00000092636	ENSP00000428426
ENSDARP00000080411	ENSP00000425133
ENSDARP00000104463	ENSP00000414750
ENSDARP00000098422	ENSP00000473510
ENSDARP00000081544	ENSP00000473510
ENSDARP00000124637	ENSP00000364412
ENSDARP00000061172	ENSP00000219439
ENSDARP00000073256	ENSP00000358814
ENSDARP00000109056	ENSP00000216733
ENSDARP00000019154	ENSP00000360387
ENSDARP00000072334	ENSP00000250092
ENSDARP00000105565	ENSP00000408411
ENSDARP00000056137	ENSP00000357065
ENSDARP00000096452	ENSP00000323645
ENSDARP00000075918	ENSP00000265729
ENSDARP00000024892	ENSP00000394842
ENSDARP00000033243	ENSP00000362807
ENSDARP00000009990	ENSP00000264933
ENSDARP00000082527	ENSP00000218089
ENSDARP00000112624	ENSP00000218089
ENSDARP00000121427	ENSP00000407761
ENSDARP00000056744	ENSP00000348775
ENSDARP00000110623	ENSP00000420443
ENSDARP00000008312	ENSP00000272133
ENSDARP00000115028	ENSP00000310003
ENSDARP00000058458	ENSP00000348944
ENSDARP00000058577	ENSP00000349131
ENSDARP00000123862	ENSP00000217260
ENSDARP00000100941	ENSP00000276659
ENSDARP00000100140	ENSP00000344937
ENSDARP00000127920	ENSP00000216487
ENSDARP00000091859	ENSP00000383333
ENSDARP00000068939	ENSP00000383333
ENSDARP00000074181	ENSP00000347821
ENSDARP00000105618	ENSP00000287814
ENSDARP00000069215	ENSP00000314556
ENSDARP00000069966	ENSP00000360613
ENSDARP00000047451	ENSP00000264552
ENSDARP00000126254	ENSP00000301037
ENSDARP00000112191	ENSP00000301037
ENSDARP00000109534	ENSP00000298630
ENSDARP00000109176	ENSP00000298630
ENSDARP00000121336	ENSP00000418668
ENSDARP00000073748	ENSP00000418668
ENSDARP00000059795	ENSP00000290921
ENSDARP00000094761	ENSP00000416146
ENSDARP00000091640	ENSP00000353025
ENSDARP00000108905	ENSP00000396234
ENSDARP00000067516	ENSP00000241051
ENSDARP00000071808	ENSP00000241051
ENSDARP00000079760	ENSP00000265036
ENSDARP00000071548	ENSP00000428976
ENSDARP00000037411	ENSP00000278193
ENSDARP00000022617	ENSP00000447488
ENSDARP00000112866	ENSP00000221459
ENSDARP00000016803	ENSP00000361554
ENSDARP00000095367	ENSP00000075503
ENSDARP00000112925	ENSP00000075503
ENSDARP00000114555	ENSP00000217515
ENSDARP00000074827	ENSP00000226253
ENSDARP00000083719	ENSP00000264554
ENSDARP00000074928	ENSP00000364995
ENSDARP00000027924	ENSP00000346577
ENSDARP00000105198	ENSP00000378356
ENSDARP00000121877	ENSP00000264444
ENSDARP00000059263	ENSP00000337889
ENSDARP00000074553	ENSP00000401867
ENSDARP00000075741	ENSP00000360472
ENSDARP00000027521	ENSP00000360472
ENSDARP00000060624	ENSP00000302297
ENSDARP00000015065	ENSP00000477310
ENSDARP00000108873	ENSP00000477310
ENSDARP00000097710	ENSP00000300571
ENSDARP00000097725	ENSP00000300571
ENSDARP00000109506	ENSP00000376403
ENSDARP00000073348	ENSP00000343464
ENSDARP00000002357	ENSP00000357348
ENSDARP00000094416	ENSP00000338272
ENSDARP00000094479	ENSP00000369915
ENSDARP00000090521	ENSP00000369915
ENSDARP00000034396	ENSP00000347730
ENSDARP00000097852	ENSP00000354206
ENSDARP00000095054	ENSP00000394757
ENSDARP00000060282	ENSP00000441832
ENSDARP00000068362	ENSP00000295589
ENSDARP00000083841	ENSP00000446058
ENSDARP00000115340	ENSP00000446058
ENSDARP00000125676	ENSP00000290894
ENSDARP00000108443	ENSP00000307369
ENSDARP00000102414	ENSP00000379396
ENSDARP00000117598	ENSP00000379396
ENSDARP00000098329	ENSP00000446132
ENSDARP00000098796	ENSP00000356265
ENSDARP00000124278	ENSP00000354488
ENSDARP00000000488	ENSP00000354488
ENSDARP00000109084	ENSP00000344468
ENSDARP00000115190	ENSP00000307046
ENSDARP00000078265	ENSP00000361818
ENSDARP00000062401	ENSP00000434142
ENSDARP00000120955	ENSP00000391200
ENSDARP00000101673	ENSP00000361748
ENSDARP00000099963	ENSP00000361748
ENSDARP00000071926	ENSP00000355924
ENSDARP00000027046	ENSP00000393453
ENSDARP00000018976	ENSP00000263733
ENSDARP00000056080	ENSP00000260128
ENSDARP00000031210	ENSP00000258145
ENSDARP00000064732	ENSP00000313699
ENSDARP00000125702	ENSP00000360560
ENSDARP00000094348	ENSP00000377369
ENSDARP00000084189	ENSP00000414635
ENSDARP00000100942	ENSP00000281441
ENSDARP00000094932	ENSP00000319009
ENSDARP00000125735	ENSP00000359119
ENSDARP00000074839	ENSP00000264344
ENSDARP00000069134	ENSP00000380150
ENSDARP00000110566	ENSP00000384570
ENSDARP00000106447	ENSP00000458715
ENSDARP00000059326	ENSP00000311609
ENSDARP00000112876	ENSP00000311609
ENSDARP00000073475	ENSP00000330221
ENSDARP00000123846	ENSP00000428338
ENSDARP00000106584	ENSP00000310332
ENSDARP00000111199	ENSP00000424838
ENSDARP00000103408	ENSP00000361990
ENSDARP00000033788	ENSP00000400057
ENSDARP00000015588	ENSP00000264595
ENSDARP00000067620	ENSP00000301765
ENSDARP00000128756	ENSP00000320416
ENSDARP00000073103	ENSP00000267202
ENSDARP00000038193	ENSP00000267202
ENSDARP00000073136	ENSP00000318629
ENSDARP00000042275	ENSP00000384551
ENSDARP00000086634	ENSP00000272641
ENSDARP00000105484	ENSP00000333593
ENSDARP00000094840	ENSP00000333593
ENSDARP00000077648	ENSP00000378555
ENSDARP00000075158	ENSP00000378555
ENSDARP00000096925	ENSP00000278426
ENSDARP00000076274	ENSP00000278426
ENSDARP00000035841	ENSP00000320604
