ENSGACP00000003450	ENSMGAP00000004951
ENSGACP00000014984	ENSMGAP00000015233
ENSGACP00000026896	ENSMGAP00000015233
ENSGACP00000016192	ENSMGAP00000001937
ENSGACP00000027292	ENSMGAP00000001937
ENSGACP00000019290	ENSMGAP00000007252
ENSGACP00000024689	ENSMGAP00000000396
ENSGACP00000001742	ENSMGAP00000007106
ENSGACP00000005540	ENSMGAP00000007106
ENSGACP00000021178	ENSMGAP00000009840
ENSGACP00000011308	ENSMGAP00000010777
ENSGACP00000017588	ENSMGAP00000016088
ENSGACP00000018744	ENSMGAP00000012525
ENSGACP00000001313	ENSMGAP00000014409
ENSGACP00000014383	ENSMGAP00000010882
ENSGACP00000017560	ENSMGAP00000004813
ENSGACP00000022840	ENSMGAP00000010503
ENSGACP00000016689	ENSMGAP00000001131
ENSGACP00000018236	ENSMGAP00000010628
ENSGACP00000012510	ENSMGAP00000018261
ENSGACP00000003484	ENSMGAP00000006235
ENSGACP00000010198	ENSMGAP00000003569
ENSGACP00000020504	ENSMGAP00000018863
ENSGACP00000022073	ENSMGAP00000010973
ENSGACP00000019135	ENSMGAP00000011946
ENSGACP00000006442	ENSMGAP00000017832
ENSGACP00000008923	ENSMGAP00000009966
ENSGACP00000014890	ENSMGAP00000004713
ENSGACP00000013221	ENSMGAP00000014952
ENSGACP00000012239	ENSMGAP00000015175
ENSGACP00000023801	ENSMGAP00000016373
ENSGACP00000010872	ENSMGAP00000014453
ENSGACP00000000841	ENSMGAP00000008949
ENSGACP00000014629	ENSMGAP00000003065
ENSGACP00000004599	ENSMGAP00000016461
ENSGACP00000001097	ENSMGAP00000006505
ENSGACP00000003493	ENSMGAP00000003778
ENSGACP00000007881	ENSMGAP00000009483
ENSGACP00000009707	ENSMGAP00000015069
ENSGACP00000020169	ENSMGAP00000015767
ENSGACP00000004030	ENSMGAP00000015772
ENSGACP00000019422	ENSMGAP00000008552
ENSGACP00000010552	ENSMGAP00000014508
ENSGACP00000017015	ENSMGAP00000018368
ENSGACP00000000088	ENSMGAP00000018368
ENSGACP00000021696	ENSMGAP00000013822
ENSGACP00000013298	ENSMGAP00000007654
ENSGACP00000006321	ENSMGAP00000012365
ENSGACP00000014620	ENSMGAP00000006906
ENSGACP00000013026	ENSMGAP00000014934
ENSGACP00000020648	ENSMGAP00000006513
ENSGACP00000003419	ENSMGAP00000006157
ENSGACP00000027283	ENSMGAP00000016097
ENSGACP00000024474	ENSMGAP00000007451
ENSGACP00000021822	ENSMGAP00000006120
ENSGACP00000017880	ENSMGAP00000005148
ENSGACP00000013112	ENSMGAP00000003159
ENSGACP00000012036	ENSMGAP00000008084
ENSGACP00000002740	ENSMGAP00000008515
ENSGACP00000008433	ENSMGAP00000011465
ENSGACP00000004068	ENSMGAP00000016018
ENSGACP00000022209	ENSMGAP00000000582
ENSGACP00000024664	ENSMGAP00000000582
ENSGACP00000010991	ENSMGAP00000011756
ENSGACP00000010960	ENSMGAP00000015074
ENSGACP00000022519	ENSMGAP00000007996
ENSGACP00000016643	ENSMGAP00000007996
ENSGACP00000018402	ENSMGAP00000011031
ENSGACP00000019917	ENSMGAP00000008708
ENSGACP00000004443	ENSMGAP00000009942
ENSGACP00000015655	ENSMGAP00000009942
ENSGACP00000023964	ENSMGAP00000009834
ENSGACP00000008399	ENSMGAP00000011602
ENSGACP00000004154	ENSMGAP00000011602
ENSGACP00000005023	ENSMGAP00000006562
ENSGACP00000012323	ENSMGAP00000011647
ENSGACP00000000795	ENSMGAP00000011647
ENSGACP00000025485	ENSMGAP00000010719
ENSGACP00000009896	ENSMGAP00000003451
ENSGACP00000012418	ENSMGAP00000014948
ENSGACP00000013256	ENSMGAP00000014948
ENSGACP00000019319	ENSMGAP00000011735
ENSGACP00000009299	ENSMGAP00000010964
ENSGACP00000026577	ENSMGAP00000001477
ENSGACP00000016755	ENSMGAP00000005509
ENSGACP00000026150	ENSMGAP00000005509
ENSGACP00000018252	ENSMGAP00000014796
ENSGACP00000018145	ENSMGAP00000016662
ENSGACP00000013136	ENSMGAP00000014966
ENSGACP00000008717	ENSMGAP00000017895
ENSGACP00000001739	ENSMGAP00000016052
ENSGACP00000024137	ENSMGAP00000009912
ENSGACP00000019231	ENSMGAP00000015581
ENSGACP00000017767	ENSMGAP00000004144
ENSGACP00000025597	ENSMGAP00000004144
ENSGACP00000019584	ENSMGAP00000007691
ENSGACP00000002920	ENSMGAP00000002187
ENSGACP00000006170	ENSMGAP00000014149
ENSGACP00000016108	ENSMGAP00000004460
ENSGACP00000009475	ENSMGAP00000004460
ENSGACP00000021646	ENSMGAP00000001855
ENSGACP00000024788	ENSMGAP00000001320
ENSGACP00000012622	ENSMGAP00000004870
ENSGACP00000025282	ENSMGAP00000010407
ENSGACP00000006481	ENSMGAP00000007914
ENSGACP00000026079	ENSMGAP00000011771
ENSGACP00000011854	ENSMGAP00000011771
ENSGACP00000007695	ENSMGAP00000006133
ENSGACP00000022143	ENSMGAP00000006133
ENSGACP00000004282	ENSMGAP00000005945
ENSGACP00000006460	ENSMGAP00000005945
ENSGACP00000018222	ENSMGAP00000010556
ENSGACP00000021825	ENSMGAP00000006531
ENSGACP00000010854	ENSMGAP00000004562
ENSGACP00000007366	ENSMGAP00000008270
ENSGACP00000007268	ENSMGAP00000001856
ENSGACP00000003320	ENSMGAP00000001856
ENSGACP00000022052	ENSMGAP00000004539
ENSGACP00000014709	ENSMGAP00000009638
ENSGACP00000005027	ENSMGAP00000012062
ENSGACP00000016788	ENSMGAP00000005078
ENSGACP00000024977	ENSMGAP00000009287
ENSGACP00000014061	ENSMGAP00000009287
ENSGACP00000009357	ENSMGAP00000011154
ENSGACP00000019831	ENSMGAP00000011154
ENSGACP00000002190	ENSMGAP00000005290
ENSGACP00000022669	ENSMGAP00000000918
ENSGACP00000019397	ENSMGAP00000008229
ENSGACP00000014833	ENSMGAP00000005812
ENSGACP00000017486	ENSMGAP00000000399
ENSGACP00000020545	ENSMGAP00000004799
ENSGACP00000008214	ENSMGAP00000004799
ENSGACP00000015883	ENSMGAP00000010016
ENSGACP00000010088	ENSMGAP00000013452
ENSGACP00000014002	ENSMGAP00000013452
ENSGACP00000022168	ENSMGAP00000007230
ENSGACP00000019194	ENSMGAP00000012616
ENSGACP00000018711	ENSMGAP00000014503
ENSGACP00000011271	ENSMGAP00000005998
ENSGACP00000019889	ENSMGAP00000009269
ENSGACP00000008882	ENSMGAP00000012924
ENSGACP00000006387	ENSMGAP00000010258
ENSGACP00000008823	ENSMGAP00000009864
ENSGACP00000019530	ENSMGAP00000008447
ENSGACP00000022290	ENSMGAP00000018296
ENSGACP00000009573	ENSMGAP00000003653
ENSGACP00000016398	ENSMGAP00000008207
ENSGACP00000025666	ENSMGAP00000008207
ENSGACP00000014879	ENSMGAP00000001765
ENSGACP00000007436	ENSMGAP00000001765
ENSGACP00000005210	ENSMGAP00000014644
ENSGACP00000024184	ENSMGAP00000014644
ENSGACP00000008646	ENSMGAP00000011481
ENSGACP00000000374	ENSMGAP00000003679
ENSGACP00000026719	ENSMGAP00000002356
ENSGACP00000015159	ENSMGAP00000002769
ENSGACP00000024992	ENSMGAP00000005216
ENSGACP00000002945	ENSMGAP00000009062
ENSGACP00000003232	ENSMGAP00000003497
ENSGACP00000004357	ENSMGAP00000002920
ENSGACP00000014598	ENSMGAP00000002159
ENSGACP00000019384	ENSMGAP00000003507
ENSGACP00000000429	ENSMGAP00000016715
ENSGACP00000003603	ENSMGAP00000011542
ENSGACP00000016997	ENSMGAP00000002388
ENSGACP00000009028	ENSMGAP00000001509
ENSGACP00000016895	ENSMGAP00000017536
ENSGACP00000004524	ENSMGAP00000017536
ENSGACP00000011420	ENSMGAP00000008745
ENSGACP00000015381	ENSMGAP00000009152
ENSGACP00000023962	ENSMGAP00000006117
ENSGACP00000025533	ENSMGAP00000014576
ENSGACP00000007315	ENSMGAP00000009327
ENSGACP00000020044	ENSMGAP00000015599
ENSGACP00000026664	ENSMGAP00000016067
ENSGACP00000011955	ENSMGAP00000013156
ENSGACP00000005308	ENSMGAP00000000691
ENSGACP00000009877	ENSMGAP00000014914
ENSGACP00000007967	ENSMGAP00000012337
ENSGACP00000008424	ENSMGAP00000009500
ENSGACP00000026991	ENSMGAP00000011878
ENSGACP00000004606	ENSMGAP00000003784
ENSGACP00000001625	ENSMGAP00000012641
ENSGACP00000010844	ENSMGAP00000009289
ENSGACP00000003016	ENSMGAP00000003484
ENSGACP00000004840	ENSMGAP00000007522
ENSGACP00000003120	ENSMGAP00000015786
ENSGACP00000022763	ENSMGAP00000003471
ENSGACP00000004093	ENSMGAP00000017309
ENSGACP00000011452	ENSMGAP00000013349
ENSGACP00000018197	ENSMGAP00000019671
ENSGACP00000008589	ENSMGAP00000019671
ENSGACP00000010978	ENSMGAP00000010815
ENSGACP00000006210	ENSMGAP00000007206
ENSGACP00000023740	ENSMGAP00000004135
ENSGACP00000011462	ENSMGAP00000002743
ENSGACP00000022643	ENSMGAP00000002743
ENSGACP00000020308	ENSMGAP00000003460
ENSGACP00000011353	ENSMGAP00000003460
ENSGACP00000011634	ENSMGAP00000001555
ENSGACP00000027095	ENSMGAP00000001555
ENSGACP00000011550	ENSMGAP00000017807
ENSGACP00000025278	ENSMGAP00000017743
ENSGACP00000021615	ENSMGAP00000017743
ENSGACP00000023419	ENSMGAP00000010797
ENSGACP00000007018	ENSMGAP00000000209
ENSGACP00000025981	ENSMGAP00000014185
ENSGACP00000023459	ENSMGAP00000007405
ENSGACP00000026494	ENSMGAP00000019582
ENSGACP00000006705	ENSMGAP00000002145
ENSGACP00000027051	ENSMGAP00000004735
ENSGACP00000012605	ENSMGAP00000016810
ENSGACP00000024433	ENSMGAP00000002603
ENSGACP00000016683	ENSMGAP00000019035
ENSGACP00000007603	ENSMGAP00000019035
ENSGACP00000013009	ENSMGAP00000007374
ENSGACP00000022379	ENSMGAP00000000135
ENSGACP00000021782	ENSMGAP00000019218
ENSGACP00000022778	ENSMGAP00000019572
ENSGACP00000000668	ENSMGAP00000007202
ENSGACP00000013915	ENSMGAP00000014749
ENSGACP00000015432	ENSMGAP00000010538
ENSGACP00000012755	ENSMGAP00000010538
ENSGACP00000002942	ENSMGAP00000002262
ENSGACP00000006413	ENSMGAP00000018832
ENSGACP00000010251	ENSMGAP00000018832
ENSGACP00000026616	ENSMGAP00000014846
ENSGACP00000014867	ENSMGAP00000009473
ENSGACP00000023748	ENSMGAP00000002894
ENSGACP00000020419	ENSMGAP00000001308
ENSGACP00000024783	ENSMGAP00000010017
ENSGACP00000024795	ENSMGAP00000001598
ENSGACP00000019565	ENSMGAP00000006329
ENSGACP00000001904	ENSMGAP00000008527
ENSGACP00000022127	ENSMGAP00000006032
ENSGACP00000003772	ENSMGAP00000006565
ENSGACP00000025824	ENSMGAP00000011234
ENSGACP00000024300	ENSMGAP00000007218
ENSGACP00000023427	ENSMGAP00000007218
ENSGACP00000024339	ENSMGAP00000004125
ENSGACP00000024118	ENSMGAP00000005938
ENSGACP00000004150	ENSMGAP00000016022
ENSGACP00000024509	ENSMGAP00000004548
ENSGACP00000007216	ENSMGAP00000015534
ENSGACP00000026945	ENSMGAP00000015534
ENSGACP00000012547	ENSMGAP00000018675
ENSGACP00000003673	ENSMGAP00000016485
ENSGACP00000000544	ENSMGAP00000016485
ENSGACP00000009785	ENSMGAP00000001473
ENSGACP00000023502	ENSMGAP00000008989
ENSGACP00000013074	ENSMGAP00000015071
ENSGACP00000018990	ENSMGAP00000015268
ENSGACP00000024066	ENSMGAP00000003747
ENSGACP00000017728	ENSMGAP00000003747
ENSGACP00000022362	ENSMGAP00000010508
ENSGACP00000009795	ENSMGAP00000002431
ENSGACP00000008992	ENSMGAP00000006888
ENSGACP00000023708	ENSMGAP00000006888
ENSGACP00000021566	ENSMGAP00000007784
ENSGACP00000027413	ENSMGAP00000009457
ENSGACP00000018796	ENSMGAP00000004615
ENSGACP00000020153	ENSMGAP00000009139
ENSGACP00000007645	ENSMGAP00000008942
ENSGACP00000001531	ENSMGAP00000008942
ENSGACP00000013289	ENSMGAP00000006928
ENSGACP00000015074	ENSMGAP00000001301
ENSGACP00000013008	ENSMGAP00000000915
ENSGACP00000019566	ENSMGAP00000011461
ENSGACP00000015717	ENSMGAP00000000890
ENSGACP00000000654	ENSMGAP00000000890
ENSGACP00000004645	ENSMGAP00000002547
ENSGACP00000012920	ENSMGAP00000014843
ENSGACP00000009814	ENSMGAP00000001331
ENSGACP00000011993	ENSMGAP00000001331
ENSGACP00000014277	ENSMGAP00000014880
ENSGACP00000025502	ENSMGAP00000013499
ENSGACP00000015208	ENSMGAP00000011138
ENSGACP00000006591	ENSMGAP00000012253
ENSGACP00000004769	ENSMGAP00000001767
ENSGACP00000003634	ENSMGAP00000012043
ENSGACP00000005570	ENSMGAP00000011147
ENSGACP00000018017	ENSMGAP00000013902
ENSGACP00000018922	ENSMGAP00000002309
ENSGACP00000005104	ENSMGAP00000006330
ENSGACP00000003471	ENSMGAP00000006330
ENSGACP00000001586	ENSMGAP00000013505
ENSGACP00000019536	ENSMGAP00000013505
ENSGACP00000005344	ENSMGAP00000007599
ENSGACP00000003851	ENSMGAP00000009440
ENSGACP00000018443	ENSMGAP00000005091
ENSGACP00000008154	ENSMGAP00000012643
ENSGACP00000012546	ENSMGAP00000000835
ENSGACP00000005836	ENSMGAP00000013927
ENSGACP00000005799	ENSMGAP00000008832
ENSGACP00000008689	ENSMGAP00000006529
ENSGACP00000025467	ENSMGAP00000014350
ENSGACP00000013047	ENSMGAP00000010572
ENSGACP00000012044	ENSMGAP00000012625
ENSGACP00000007457	ENSMGAP00000002554
ENSGACP00000002040	ENSMGAP00000002554
ENSGACP00000011182	ENSMGAP00000000197
ENSGACP00000013685	ENSMGAP00000013610
ENSGACP00000017217	ENSMGAP00000003074
ENSGACP00000006457	ENSMGAP00000003074
ENSGACP00000016787	ENSMGAP00000003392
ENSGACP00000012903	ENSMGAP00000001289
ENSGACP00000018709	ENSMGAP00000008121
ENSGACP00000023430	ENSMGAP00000006195
ENSGACP00000012123	ENSMGAP00000017468
ENSGACP00000001808	ENSMGAP00000017468
ENSGACP00000027506	ENSMGAP00000003452
ENSGACP00000026410	ENSMGAP00000017929
ENSGACP00000014718	ENSMGAP00000009595
ENSGACP00000026983	ENSMGAP00000002310
ENSGACP00000000637	ENSMGAP00000000888
ENSGACP00000013355	ENSMGAP00000000888
ENSGACP00000007903	ENSMGAP00000013572
ENSGACP00000009270	ENSMGAP00000013572
ENSGACP00000002982	ENSMGAP00000003488
ENSGACP00000000613	ENSMGAP00000007183
ENSGACP00000008010	ENSMGAP00000014029
ENSGACP00000013580	ENSMGAP00000014029
ENSGACP00000012210	ENSMGAP00000000392
ENSGACP00000015315	ENSMGAP00000001912
ENSGACP00000027359	ENSMGAP00000010037
ENSGACP00000014022	ENSMGAP00000001260
ENSGACP00000002464	ENSMGAP00000001260
ENSGACP00000023147	ENSMGAP00000014015
ENSGACP00000014149	ENSMGAP00000019145
ENSGACP00000023466	ENSMGAP00000006188
ENSGACP00000005819	ENSMGAP00000011727
ENSGACP00000026045	ENSMGAP00000011727
ENSGACP00000011279	ENSMGAP00000010862
ENSGACP00000018915	ENSMGAP00000012095
ENSGACP00000013658	ENSMGAP00000012095
ENSGACP00000020289	ENSMGAP00000015255
ENSGACP00000020594	ENSMGAP00000011094
ENSGACP00000005330	ENSMGAP00000007567
ENSGACP00000001060	ENSMGAP00000000861
ENSGACP00000012992	ENSMGAP00000000861
ENSGACP00000025361	ENSMGAP00000003810
ENSGACP00000021506	ENSMGAP00000019519
ENSGACP00000005289	ENSMGAP00000013676
ENSGACP00000011803	ENSMGAP00000013676
ENSGACP00000009986	ENSMGAP00000000283
ENSGACP00000005142	ENSMGAP00000000674
ENSGACP00000007447	ENSMGAP00000000674
ENSGACP00000013332	ENSMGAP00000017003
ENSGACP00000018278	ENSMGAP00000017003
ENSGACP00000020304	ENSMGAP00000016516
ENSGACP00000010768	ENSMGAP00000017069
ENSGACP00000009282	ENSMGAP00000015459
ENSGACP00000007669	ENSMGAP00000013010
ENSGACP00000008638	ENSMGAP00000014751
ENSGACP00000013678	ENSMGAP00000005293
ENSGACP00000004276	ENSMGAP00000004116
ENSGACP00000020956	ENSMGAP00000004317
ENSGACP00000012102	ENSMGAP00000004090
ENSGACP00000020009	ENSMGAP00000015685
ENSGACP00000006226	ENSMGAP00000009202
ENSGACP00000020381	ENSMGAP00000009202
ENSGACP00000014239	ENSMGAP00000004514
ENSGACP00000008184	ENSMGAP00000005969
ENSGACP00000023437	ENSMGAP00000010632
ENSGACP00000012363	ENSMGAP00000012707
ENSGACP00000016562	ENSMGAP00000005785
ENSGACP00000025075	ENSMGAP00000005785
ENSGACP00000004707	ENSMGAP00000015299
ENSGACP00000011723	ENSMGAP00000018918
ENSGACP00000002924	ENSMGAP00000018918
ENSGACP00000006961	ENSMGAP00000011035
ENSGACP00000009716	ENSMGAP00000013212
ENSGACP00000008523	ENSMGAP00000017429
ENSGACP00000007569	ENSMGAP00000008753
ENSGACP00000004602	ENSMGAP00000002665
ENSGACP00000004136	ENSMGAP00000011845
ENSGACP00000021342	ENSMGAP00000010828
ENSGACP00000027345	ENSMGAP00000015525
ENSGACP00000010866	ENSMGAP00000004508
ENSGACP00000024055	ENSMGAP00000009525
ENSGACP00000026575	ENSMGAP00000019160
ENSGACP00000019225	ENSMGAP00000007985
ENSGACP00000016089	ENSMGAP00000012338
ENSGACP00000011106	ENSMGAP00000014358
ENSGACP00000018513	ENSMGAP00000015594
ENSGACP00000020555	ENSMGAP00000015594
ENSGACP00000024156	ENSMGAP00000009855
ENSGACP00000027415	ENSMGAP00000009218
ENSGACP00000007508	ENSMGAP00000000083
ENSGACP00000015201	ENSMGAP00000013856
ENSGACP00000002813	ENSMGAP00000011772
ENSGACP00000015886	ENSMGAP00000014563
ENSGACP00000007781	ENSMGAP00000012904
ENSGACP00000008111	ENSMGAP00000012904
ENSGACP00000009428	ENSMGAP00000008183
ENSGACP00000017313	ENSMGAP00000004140
ENSGACP00000017465	ENSMGAP00000009610
ENSGACP00000019617	ENSMGAP00000009610
ENSGACP00000013569	ENSMGAP00000017498
ENSGACP00000020509	ENSMGAP00000017498
ENSGACP00000023070	ENSMGAP00000005727
ENSGACP00000017218	ENSMGAP00000012304
ENSGACP00000007854	ENSMGAP00000012304
ENSGACP00000021322	ENSMGAP00000012838
ENSGACP00000006796	ENSMGAP00000004990
ENSGACP00000006741	ENSMGAP00000004893
ENSGACP00000010343	ENSMGAP00000003628
ENSGACP00000014020	ENSMGAP00000003341
ENSGACP00000005290	ENSMGAP00000019073
ENSGACP00000005684	ENSMGAP00000012500
ENSGACP00000024380	ENSMGAP00000009822
ENSGACP00000000783	ENSMGAP00000010619
ENSGACP00000005440	ENSMGAP00000002622
ENSGACP00000005520	ENSMGAP00000012469
ENSGACP00000008884	ENSMGAP00000012469
ENSGACP00000005472	ENSMGAP00000008837
ENSGACP00000020277	ENSMGAP00000009264
ENSGACP00000024870	ENSMGAP00000014077
ENSGACP00000002167	ENSMGAP00000007297
ENSGACP00000011201	ENSMGAP00000007414
ENSGACP00000019200	ENSMGAP00000012606
ENSGACP00000006831	ENSMGAP00000010978
ENSGACP00000011389	ENSMGAP00000010960
ENSGACP00000020478	ENSMGAP00000010960
ENSGACP00000020888	ENSMGAP00000010965
ENSGACP00000014622	ENSMGAP00000013779
ENSGACP00000014242	ENSMGAP00000002655
ENSGACP00000005097	ENSMGAP00000002848
ENSGACP00000020324	ENSMGAP00000000873
ENSGACP00000007882	ENSMGAP00000012375
ENSGACP00000023299	ENSMGAP00000012358
ENSGACP00000011600	ENSMGAP00000001223
ENSGACP00000020884	ENSMGAP00000005421
ENSGACP00000008112	ENSMGAP00000005421
ENSGACP00000022280	ENSMGAP00000011934
ENSGACP00000004250	ENSMGAP00000006861
ENSGACP00000027587	ENSMGAP00000009110
ENSGACP00000017183	ENSMGAP00000014821
ENSGACP00000006108	ENSMGAP00000012982
ENSGACP00000006862	ENSMGAP00000012982
ENSGACP00000021943	ENSMGAP00000019009
ENSGACP00000006821	ENSMGAP00000010774
ENSGACP00000004406	ENSMGAP00000001904
ENSGACP00000024020	ENSMGAP00000002231
ENSGACP00000024147	ENSMGAP00000009641
ENSGACP00000027418	ENSMGAP00000009352
ENSGACP00000025161	ENSMGAP00000007365
ENSGACP00000000106	ENSMGAP00000007675
ENSGACP00000013692	ENSMGAP00000013343
ENSGACP00000003807	ENSMGAP00000015676
ENSGACP00000011883	ENSMGAP00000011392
ENSGACP00000013233	ENSMGAP00000001551
ENSGACP00000000468	ENSMGAP00000006177
ENSGACP00000004476	ENSMGAP00000009833
ENSGACP00000015723	ENSMGAP00000009833
ENSGACP00000025000	ENSMGAP00000009242
ENSGACP00000013789	ENSMGAP00000007446
ENSGACP00000025896	ENSMGAP00000007446
ENSGACP00000015687	ENSMGAP00000014532
ENSGACP00000006622	ENSMGAP00000002658
ENSGACP00000015580	ENSMGAP00000000102
ENSGACP00000019919	ENSMGAP00000015341
ENSGACP00000001598	ENSMGAP00000012682
ENSGACP00000005375	ENSMGAP00000007837
ENSGACP00000006366	ENSMGAP00000010013
ENSGACP00000022518	ENSMGAP00000010013
ENSGACP00000009074	ENSMGAP00000012243
ENSGACP00000021387	ENSMGAP00000012243
ENSGACP00000010863	ENSMGAP00000007750
ENSGACP00000019354	ENSMGAP00000015588
ENSGACP00000020574	ENSMGAP00000010238
ENSGACP00000003950	ENSMGAP00000010238
ENSGACP00000011572	ENSMGAP00000006048
ENSGACP00000001591	ENSMGAP00000018429
ENSGACP00000009014	ENSMGAP00000009006
ENSGACP00000006201	ENSMGAP00000013736
ENSGACP00000000627	ENSMGAP00000006995
ENSGACP00000022282	ENSMGAP00000008871
ENSGACP00000009385	ENSMGAP00000008871
ENSGACP00000014205	ENSMGAP00000004509
ENSGACP00000013966	ENSMGAP00000013714
ENSGACP00000000877	ENSMGAP00000017938
ENSGACP00000006212	ENSMGAP00000009055
ENSGACP00000017946	ENSMGAP00000001186
ENSGACP00000007039	ENSMGAP00000013723
ENSGACP00000019633	ENSMGAP00000005705
ENSGACP00000007368	ENSMGAP00000012478
ENSGACP00000008982	ENSMGAP00000014088
ENSGACP00000017993	ENSMGAP00000001315
ENSGACP00000010947	ENSMGAP00000014799
ENSGACP00000002115	ENSMGAP00000009757
ENSGACP00000013400	ENSMGAP00000009757
ENSGACP00000023693	ENSMGAP00000011250
ENSGACP00000022054	ENSMGAP00000007732
ENSGACP00000002594	ENSMGAP00000007732
ENSGACP00000013415	ENSMGAP00000003457
ENSGACP00000017500	ENSMGAP00000003493
ENSGACP00000000325	ENSMGAP00000010197
ENSGACP00000009862	ENSMGAP00000010197
ENSGACP00000027023	ENSMGAP00000001738
ENSGACP00000011786	ENSMGAP00000014258
ENSGACP00000009377	ENSMGAP00000011093
ENSGACP00000011012	ENSMGAP00000011093
ENSGACP00000005151	ENSMGAP00000005471
ENSGACP00000022676	ENSMGAP00000000903
ENSGACP00000027037	ENSMGAP00000000903
ENSGACP00000003095	ENSMGAP00000000633
ENSGACP00000007825	ENSMGAP00000004085
ENSGACP00000014481	ENSMGAP00000013853
ENSGACP00000002697	ENSMGAP00000009568
ENSGACP00000017167	ENSMGAP00000011456
ENSGACP00000006575	ENSMGAP00000011456
ENSGACP00000009143	ENSMGAP00000015420
ENSGACP00000024523	ENSMGAP00000017659
ENSGACP00000014423	ENSMGAP00000014543
ENSGACP00000003094	ENSMGAP00000009481
ENSGACP00000025223	ENSMGAP00000019061
ENSGACP00000014464	ENSMGAP00000002409
ENSGACP00000000471	ENSMGAP00000000838
ENSGACP00000025005	ENSMGAP00000009320
ENSGACP00000015660	ENSMGAP00000009865
ENSGACP00000014873	ENSMGAP00000016491
ENSGACP00000003060	ENSMGAP00000003093
ENSGACP00000009739	ENSMGAP00000000259
ENSGACP00000023304	ENSMGAP00000018802
ENSGACP00000025408	ENSMGAP00000013462
ENSGACP00000012314	ENSMGAP00000007128
ENSGACP00000018302	ENSMGAP00000003170
ENSGACP00000006886	ENSMGAP00000005454
ENSGACP00000006855	ENSMGAP00000014533
ENSGACP00000017577	ENSMGAP00000014533
ENSGACP00000010936	ENSMGAP00000017006
ENSGACP00000003793	ENSMGAP00000017533
ENSGACP00000005399	ENSMGAP00000002473
ENSGACP00000015807	ENSMGAP00000002661
ENSGACP00000004692	ENSMGAP00000016470
ENSGACP00000014168	ENSMGAP00000005797
ENSGACP00000018409	ENSMGAP00000008356
ENSGACP00000005249	ENSMGAP00000009921
ENSGACP00000020286	ENSMGAP00000009324
ENSGACP00000022867	ENSMGAP00000010154
ENSGACP00000021702	ENSMGAP00000008398
ENSGACP00000000803	ENSMGAP00000014330
ENSGACP00000017126	ENSMGAP00000010879
ENSGACP00000027536	ENSMGAP00000001926
ENSGACP00000027426	ENSMGAP00000003247
ENSGACP00000001069	ENSMGAP00000015683
ENSGACP00000021234	ENSMGAP00000008138
ENSGACP00000017727	ENSMGAP00000003431
ENSGACP00000005203	ENSMGAP00000003431
ENSGACP00000013382	ENSMGAP00000011965
ENSGACP00000024818	ENSMGAP00000011965
ENSGACP00000022797	ENSMGAP00000003244
ENSGACP00000027343	ENSMGAP00000015537
ENSGACP00000014685	ENSMGAP00000013741
ENSGACP00000015178	ENSMGAP00000013741
ENSGACP00000018151	ENSMGAP00000003101
ENSGACP00000003415	ENSMGAP00000003101
ENSGACP00000011552	ENSMGAP00000006824
ENSGACP00000007327	ENSMGAP00000011342
ENSGACP00000012298	ENSMGAP00000015265
ENSGACP00000022376	ENSMGAP00000015265
ENSGACP00000022960	ENSMGAP00000001699
ENSGACP00000003027	ENSMGAP00000003342
ENSGACP00000021850	ENSMGAP00000001659
ENSGACP00000010964	ENSMGAP00000015075
ENSGACP00000019111	ENSMGAP00000009785
ENSGACP00000013243	ENSMGAP00000004748
ENSGACP00000023232	ENSMGAP00000003002
ENSGACP00000015242	ENSMGAP00000012912
ENSGACP00000006409	ENSMGAP00000017932
ENSGACP00000008014	ENSMGAP00000014669
ENSGACP00000027612	ENSMGAP00000008719
ENSGACP00000000444	ENSMGAP00000002544
ENSGACP00000005428	ENSMGAP00000002544
ENSGACP00000019737	ENSMGAP00000012971
ENSGACP00000000127	ENSMGAP00000008701
ENSGACP00000018650	ENSMGAP00000011216
ENSGACP00000004819	ENSMGAP00000015296
