ENSGALP00000006197	ENSDARP00000074624
ENSGALP00000023648	ENSDARP00000129223
ENSGALP00000015378	ENSDARP00000101342
ENSGALP00000004458	ENSDARP00000113737
ENSGALP00000033003	ENSDARP00000098193
ENSGALP00000016147	ENSDARP00000093977
ENSGALP00000016147	ENSDARP00000021648
ENSGALP00000005756	ENSDARP00000014581
ENSGALP00000023538	ENSDARP00000085966
ENSGALP00000023538	ENSDARP00000078148
ENSGALP00000020874	ENSDARP00000089604
ENSGALP00000020874	ENSDARP00000121254
ENSGALP00000005156	ENSDARP00000111163
ENSGALP00000034600	ENSDARP00000114025
ENSGALP00000024275	ENSDARP00000115419
ENSGALP00000036114	ENSDARP00000109736
ENSGALP00000015412	ENSDARP00000093662
ENSGALP00000042598	ENSDARP00000109027
ENSGALP00000041027	ENSDARP00000032448
ENSGALP00000015296	ENSDARP00000090977
ENSGALP00000015211	ENSDARP00000092724
ENSGALP00000005157	ENSDARP00000121626
ENSGALP00000038512	ENSDARP00000057866
ENSGALP00000004240	ENSDARP00000070580
ENSGALP00000021351	ENSDARP00000129510
ENSGALP00000027228	ENSDARP00000047895
ENSGALP00000027228	ENSDARP00000120021
ENSGALP00000019052	ENSDARP00000091395
ENSGALP00000024751	ENSDARP00000074512
ENSGALP00000024751	ENSDARP00000121706
ENSGALP00000010887	ENSDARP00000078889
ENSGALP00000010887	ENSDARP00000102277
ENSGALP00000001319	ENSDARP00000086172
ENSGALP00000009095	ENSDARP00000098718
ENSGALP00000014300	ENSDARP00000106714
ENSGALP00000003552	ENSDARP00000114663
ENSGALP00000027704	ENSDARP00000125954
ENSGALP00000022752	ENSDARP00000114939
ENSGALP00000021484	ENSDARP00000091972
ENSGALP00000013422	ENSDARP00000098087
ENSGALP00000016701	ENSDARP00000115423
ENSGALP00000003806	ENSDARP00000077321
ENSGALP00000024194	ENSDARP00000094372
ENSGALP00000008116	ENSDARP00000005085
ENSGALP00000016460	ENSDARP00000071771
ENSGALP00000018497	ENSDARP00000038588
ENSGALP00000021275	ENSDARP00000066758
ENSGALP00000013280	ENSDARP00000090595
ENSGALP00000003187	ENSDARP00000123832
ENSGALP00000003187	ENSDARP00000071871
ENSGALP00000023563	ENSDARP00000014968
ENSGALP00000042990	ENSDARP00000060416
ENSGALP00000041233	ENSDARP00000127594
ENSGALP00000021580	ENSDARP00000022009
ENSGALP00000015774	ENSDARP00000071589
ENSGALP00000004425	ENSDARP00000045582
ENSGALP00000023430	ENSDARP00000116176
ENSGALP00000024472	ENSDARP00000000004
ENSGALP00000025442	ENSDARP00000058776
ENSGALP00000014665	ENSDARP00000031200
ENSGALP00000032950	ENSDARP00000040700
ENSGALP00000032950	ENSDARP00000089186
ENSGALP00000023298	ENSDARP00000045244
ENSGALP00000027168	ENSDARP00000118972
ENSGALP00000017323	ENSDARP00000009928
ENSGALP00000026865	ENSDARP00000117791
ENSGALP00000003759	ENSDARP00000007990
ENSGALP00000012451	ENSDARP00000123798
ENSGALP00000030899	ENSDARP00000028710
ENSGALP00000027185	ENSDARP00000126878
ENSGALP00000027192	ENSDARP00000102873
ENSGALP00000027192	ENSDARP00000072256
ENSGALP00000032767	ENSDARP00000026757
ENSGALP00000020014	ENSDARP00000128498
ENSGALP00000020164	ENSDARP00000122574
ENSGALP00000017421	ENSDARP00000100773
ENSGALP00000017421	ENSDARP00000082128
ENSGALP00000043075	ENSDARP00000023050
ENSGALP00000011808	ENSDARP00000084260
ENSGALP00000036750	ENSDARP00000021474
ENSGALP00000007707	ENSDARP00000093602
ENSGALP00000023347	ENSDARP00000075077
ENSGALP00000040523	ENSDARP00000073773
ENSGALP00000003066	ENSDARP00000025140
ENSGALP00000009567	ENSDARP00000070982
ENSGALP00000009239	ENSDARP00000111684
ENSGALP00000035646	ENSDARP00000103254
ENSGALP00000038337	ENSDARP00000127668
ENSGALP00000040858	ENSDARP00000126061
ENSGALP00000007307	ENSDARP00000118737
ENSGALP00000012206	ENSDARP00000101878
ENSGALP00000013802	ENSDARP00000046879
ENSGALP00000042085	ENSDARP00000111622
ENSGALP00000043074	ENSDARP00000108488
ENSGALP00000016960	ENSDARP00000095301
ENSGALP00000041993	ENSDARP00000016158
ENSGALP00000029287	ENSDARP00000101294
ENSGALP00000029287	ENSDARP00000127688
ENSGALP00000014974	ENSDARP00000050444
ENSGALP00000014974	ENSDARP00000101218
ENSGALP00000030515	ENSDARP00000101787
ENSGALP00000023879	ENSDARP00000115995
ENSGALP00000010490	ENSDARP00000100117
ENSGALP00000010490	ENSDARP00000068272
ENSGALP00000017711	ENSDARP00000121883
ENSGALP00000017690	ENSDARP00000093333
ENSGALP00000042248	ENSDARP00000022906
ENSGALP00000012845	ENSDARP00000107220
ENSGALP00000012607	ENSDARP00000015325
ENSGALP00000012417	ENSDARP00000054459
ENSGALP00000041400	ENSDARP00000021118
ENSGALP00000041400	ENSDARP00000111994
ENSGALP00000018106	ENSDARP00000019930
ENSGALP00000016042	ENSDARP00000019194
ENSGALP00000003737	ENSDARP00000003738
ENSGALP00000023398	ENSDARP00000032456
ENSGALP00000015047	ENSDARP00000094621
ENSGALP00000013585	ENSDARP00000011271
ENSGALP00000042206	ENSDARP00000108842
ENSGALP00000010537	ENSDARP00000109589
ENSGALP00000007035	ENSDARP00000053595
ENSGALP00000041725	ENSDARP00000011289
ENSGALP00000022809	ENSDARP00000031172
ENSGALP00000022809	ENSDARP00000058935
ENSGALP00000001525	ENSDARP00000105358
ENSGALP00000013815	ENSDARP00000096745
ENSGALP00000036709	ENSDARP00000048022
ENSGALP00000036709	ENSDARP00000006267
ENSGALP00000026423	ENSDARP00000115425
ENSGALP00000026423	ENSDARP00000113191
ENSGALP00000020661	ENSDARP00000121393
ENSGALP00000018654	ENSDARP00000068385
ENSGALP00000023450	ENSDARP00000103186
ENSGALP00000006571	ENSDARP00000122775
ENSGALP00000014576	ENSDARP00000127267
ENSGALP00000043110	ENSDARP00000093281
ENSGALP00000043110	ENSDARP00000127821
ENSGALP00000026552	ENSDARP00000119878
ENSGALP00000027645	ENSDARP00000116232
ENSGALP00000007837	ENSDARP00000054618
ENSGALP00000007837	ENSDARP00000008663
ENSGALP00000002881	ENSDARP00000053075
ENSGALP00000021811	ENSDARP00000011292
ENSGALP00000002611	ENSDARP00000094733
ENSGALP00000018643	ENSDARP00000108265
ENSGALP00000008916	ENSDARP00000090967
ENSGALP00000008916	ENSDARP00000123512
ENSGALP00000024479	ENSDARP00000109996
ENSGALP00000042272	ENSDARP00000058554
ENSGALP00000042272	ENSDARP00000128116
ENSGALP00000039779	ENSDARP00000074492
ENSGALP00000030045	ENSDARP00000107565
ENSGALP00000038439	ENSDARP00000091217
ENSGALP00000041219	ENSDARP00000084834
ENSGALP00000042380	ENSDARP00000104039
ENSGALP00000018350	ENSDARP00000072130
ENSGALP00000018350	ENSDARP00000095128
ENSGALP00000040736	ENSDARP00000122495
ENSGALP00000009374	ENSDARP00000126312
ENSGALP00000009374	ENSDARP00000102007
ENSGALP00000004286	ENSDARP00000087318
ENSGALP00000004286	ENSDARP00000127541
ENSGALP00000024716	ENSDARP00000119028
ENSGALP00000023702	ENSDARP00000109716
ENSGALP00000016453	ENSDARP00000121537
ENSGALP00000009850	ENSDARP00000075786
ENSGALP00000016553	ENSDARP00000043865
ENSGALP00000022167	ENSDARP00000124331
ENSGALP00000030451	ENSDARP00000104082
ENSGALP00000030451	ENSDARP00000074744
ENSGALP00000005923	ENSDARP00000102655
ENSGALP00000012696	ENSDARP00000065330
ENSGALP00000019105	ENSDARP00000101271
ENSGALP00000037486	ENSDARP00000062840
ENSGALP00000037486	ENSDARP00000127571
ENSGALP00000032335	ENSDARP00000103111
ENSGALP00000006372	ENSDARP00000003850
ENSGALP00000042154	ENSDARP00000069541
ENSGALP00000010839	ENSDARP00000039309
ENSGALP00000042693	ENSDARP00000012152
ENSGALP00000001085	ENSDARP00000106650
ENSGALP00000033875	ENSDARP00000099537
ENSGALP00000033875	ENSDARP00000129752
ENSGALP00000007961	ENSDARP00000111982
ENSGALP00000015935	ENSDARP00000041396
ENSGALP00000016790	ENSDARP00000056868
ENSGALP00000016790	ENSDARP00000038667
ENSGALP00000019067	ENSDARP00000019390
ENSGALP00000008475	ENSDARP00000084821
ENSGALP00000022816	ENSDARP00000014732
ENSGALP00000025497	ENSDARP00000003991
ENSGALP00000041217	ENSDARP00000100728
ENSGALP00000037830	ENSDARP00000070661
ENSGALP00000021578	ENSDARP00000087453
ENSGALP00000015748	ENSDARP00000123328
ENSGALP00000042533	ENSDARP00000082295
ENSGALP00000042025	ENSDARP00000121285
ENSGALP00000039504	ENSDARP00000072078
ENSGALP00000039979	ENSDARP00000082073
ENSGALP00000020270	ENSDARP00000125714
ENSGALP00000005249	ENSDARP00000094504
ENSGALP00000033602	ENSDARP00000109037
ENSGALP00000025669	ENSDARP00000074257
ENSGALP00000014482	ENSDARP00000107517
ENSGALP00000009075	ENSDARP00000029427
ENSGALP00000039649	ENSDARP00000016596
ENSGALP00000040341	ENSDARP00000110675
ENSGALP00000008415	ENSDARP00000049009
ENSGALP00000009768	ENSDARP00000041589
ENSGALP00000003644	ENSDARP00000046526
ENSGALP00000002056	ENSDARP00000127387
ENSGALP00000006692	ENSDARP00000093332
ENSGALP00000042082	ENSDARP00000050849
ENSGALP00000040464	ENSDARP00000045668
ENSGALP00000001898	ENSDARP00000113661
ENSGALP00000001898	ENSDARP00000112226
ENSGALP00000003967	ENSDARP00000024846
ENSGALP00000013658	ENSDARP00000012411
ENSGALP00000041927	ENSDARP00000083866
ENSGALP00000041927	ENSDARP00000083861
ENSGALP00000014521	ENSDARP00000007655
ENSGALP00000011620	ENSDARP00000094772
ENSGALP00000005496	ENSDARP00000103094
ENSGALP00000009544	ENSDARP00000065138
ENSGALP00000022904	ENSDARP00000064725
ENSGALP00000023449	ENSDARP00000101129
ENSGALP00000026775	ENSDARP00000100462
ENSGALP00000027665	ENSDARP00000067447
ENSGALP00000019037	ENSDARP00000018064
ENSGALP00000026663	ENSDARP00000074190
ENSGALP00000019469	ENSDARP00000123183
ENSGALP00000032883	ENSDARP00000021253
ENSGALP00000018527	ENSDARP00000081199
ENSGALP00000005026	ENSDARP00000094802
ENSGALP00000006585	ENSDARP00000077256
ENSGALP00000025853	ENSDARP00000073752
ENSGALP00000025853	ENSDARP00000113323
ENSGALP00000025647	ENSDARP00000100116
ENSGALP00000019087	ENSDARP00000091365
ENSGALP00000014379	ENSDARP00000103524
ENSGALP00000020830	ENSDARP00000116609
ENSGALP00000010593	ENSDARP00000013759
ENSGALP00000027216	ENSDARP00000016201
ENSGALP00000010473	ENSDARP00000039879
ENSGALP00000008863	ENSDARP00000041608
ENSGALP00000020258	ENSDARP00000061913
ENSGALP00000019224	ENSDARP00000017895
ENSGALP00000019224	ENSDARP00000020770
ENSGALP00000022034	ENSDARP00000104466
ENSGALP00000017621	ENSDARP00000070824
ENSGALP00000005054	ENSDARP00000032264
ENSGALP00000005054	ENSDARP00000115900
ENSGALP00000005145	ENSDARP00000041713
ENSGALP00000005145	ENSDARP00000020867
ENSGALP00000039786	ENSDARP00000087620
ENSGALP00000039786	ENSDARP00000021697
ENSGALP00000011249	ENSDARP00000087617
ENSGALP00000042230	ENSDARP00000117820
ENSGALP00000042230	ENSDARP00000100590
ENSGALP00000016611	ENSDARP00000111996
ENSGALP00000014836	ENSDARP00000122091
ENSGALP00000036715	ENSDARP00000076045
ENSGALP00000017674	ENSDARP00000018618
ENSGALP00000017674	ENSDARP00000118078
ENSGALP00000031272	ENSDARP00000109278
ENSGALP00000004897	ENSDARP00000069499
ENSGALP00000043416	ENSDARP00000073848
ENSGALP00000026304	ENSDARP00000112460
ENSGALP00000009549	ENSDARP00000083454
ENSGALP00000015961	ENSDARP00000092445
ENSGALP00000010070	ENSDARP00000052384
ENSGALP00000010070	ENSDARP00000067158
ENSGALP00000020786	ENSDARP00000012808
ENSGALP00000010566	ENSDARP00000040409
ENSGALP00000011632	ENSDARP00000107633
ENSGALP00000000586	ENSDARP00000105160
ENSGALP00000011293	ENSDARP00000109436
ENSGALP00000010006	ENSDARP00000109113
ENSGALP00000023051	ENSDARP00000011293
ENSGALP00000005099	ENSDARP00000124325
ENSGALP00000005099	ENSDARP00000043677
ENSGALP00000005619	ENSDARP00000016209
ENSGALP00000037077	ENSDARP00000108294
ENSGALP00000037077	ENSDARP00000055427
ENSGALP00000037639	ENSDARP00000066052
ENSGALP00000025755	ENSDARP00000055394
ENSGALP00000026526	ENSDARP00000023564
ENSGALP00000004970	ENSDARP00000104051
ENSGALP00000012563	ENSDARP00000109556
ENSGALP00000022525	ENSDARP00000097371
ENSGALP00000005212	ENSDARP00000051798
ENSGALP00000007696	ENSDARP00000077625
ENSGALP00000004141	ENSDARP00000054625
ENSGALP00000010342	ENSDARP00000090052
ENSGALP00000016935	ENSDARP00000097487
ENSGALP00000008311	ENSDARP00000127272
ENSGALP00000019555	ENSDARP00000058762
ENSGALP00000024668	ENSDARP00000083666
ENSGALP00000042045	ENSDARP00000090007
ENSGALP00000012555	ENSDARP00000100039
ENSGALP00000027579	ENSDARP00000099863
ENSGALP00000026391	ENSDARP00000097836
ENSGALP00000026391	ENSDARP00000103132
ENSGALP00000000759	ENSDARP00000050017
ENSGALP00000042958	ENSDARP00000061326
ENSGALP00000001868	ENSDARP00000020679
ENSGALP00000021577	ENSDARP00000058869
ENSGALP00000026871	ENSDARP00000015966
ENSGALP00000012712	ENSDARP00000077794
ENSGALP00000012712	ENSDARP00000102826
ENSGALP00000002573	ENSDARP00000104446
ENSGALP00000002573	ENSDARP00000025803
ENSGALP00000015740	ENSDARP00000043290
ENSGALP00000000368	ENSDARP00000092347
ENSGALP00000000368	ENSDARP00000116412
ENSGALP00000014918	ENSDARP00000068559
ENSGALP00000027020	ENSDARP00000113026
ENSGALP00000017970	ENSDARP00000105953
ENSGALP00000011529	ENSDARP00000125884
ENSGALP00000023237	ENSDARP00000024810
ENSGALP00000013059	ENSDARP00000035593
ENSGALP00000011344	ENSDARP00000048675
ENSGALP00000011344	ENSDARP00000115860
ENSGALP00000013072	ENSDARP00000046625
ENSGALP00000005814	ENSDARP00000085946
ENSGALP00000009879	ENSDARP00000128691
ENSGALP00000013590	ENSDARP00000108392
ENSGALP00000040890	ENSDARP00000116173
ENSGALP00000000581	ENSDARP00000023794
ENSGALP00000000581	ENSDARP00000058728
ENSGALP00000020711	ENSDARP00000114402
ENSGALP00000020711	ENSDARP00000080768
ENSGALP00000026515	ENSDARP00000094807
ENSGALP00000001572	ENSDARP00000058092
ENSGALP00000001572	ENSDARP00000009785
ENSGALP00000026582	ENSDARP00000063702
ENSGALP00000024999	ENSDARP00000099510
ENSGALP00000013553	ENSDARP00000129200
ENSGALP00000039622	ENSDARP00000078434
ENSGALP00000025165	ENSDARP00000018980
ENSGALP00000019507	ENSDARP00000062907
ENSGALP00000017666	ENSDARP00000117664
ENSGALP00000017666	ENSDARP00000127227
ENSGALP00000040770	ENSDARP00000012869
ENSGALP00000008868	ENSDARP00000006838
ENSGALP00000008868	ENSDARP00000113944
ENSGALP00000042042	ENSDARP00000107021
ENSGALP00000020410	ENSDARP00000022331
ENSGALP00000020410	ENSDARP00000083997
ENSGALP00000013972	ENSDARP00000101964
ENSGALP00000023384	ENSDARP00000097114
ENSGALP00000003366	ENSDARP00000109570
ENSGALP00000015647	ENSDARP00000098667
ENSGALP00000005347	ENSDARP00000113730
ENSGALP00000025668	ENSDARP00000120826
ENSGALP00000042146	ENSDARP00000071465
ENSGALP00000009582	ENSDARP00000098627
ENSGALP00000042980	ENSDARP00000115969
ENSGALP00000037559	ENSDARP00000007237
ENSGALP00000025665	ENSDARP00000113995
ENSGALP00000005120	ENSDARP00000121746
ENSGALP00000013908	ENSDARP00000115355
ENSGALP00000000320	ENSDARP00000009986
ENSGALP00000022322	ENSDARP00000091924
ENSGALP00000036468	ENSDARP00000008140
ENSGALP00000009602	ENSDARP00000047072
ENSGALP00000009602	ENSDARP00000115525
ENSGALP00000017758	ENSDARP00000111506
ENSGALP00000000765	ENSDARP00000115217
ENSGALP00000013627	ENSDARP00000110113
ENSGALP00000035815	ENSDARP00000022077
ENSGALP00000017250	ENSDARP00000030881
ENSGALP00000040789	ENSDARP00000115067
ENSGALP00000040789	ENSDARP00000001793
ENSGALP00000011785	ENSDARP00000054734
ENSGALP00000011785	ENSDARP00000065012
ENSGALP00000000343	ENSDARP00000105722
ENSGALP00000042083	ENSDARP00000091083
ENSGALP00000015886	ENSDARP00000052551
ENSGALP00000012699	ENSDARP00000081313
ENSGALP00000002808	ENSDARP00000073595
ENSGALP00000010995	ENSDARP00000051413
ENSGALP00000002263	ENSDARP00000118711
ENSGALP00000002263	ENSDARP00000105614
ENSGALP00000026092	ENSDARP00000044837
ENSGALP00000026092	ENSDARP00000049419
ENSGALP00000001286	ENSDARP00000084170
ENSGALP00000028898	ENSDARP00000085993
ENSGALP00000031109	ENSDARP00000100420
ENSGALP00000031109	ENSDARP00000097792
ENSGALP00000042408	ENSDARP00000128169
ENSGALP00000012311	ENSDARP00000107305
ENSGALP00000002763	ENSDARP00000062696
ENSGALP00000002763	ENSDARP00000074879
ENSGALP00000025786	ENSDARP00000073632
ENSGALP00000025786	ENSDARP00000102997
ENSGALP00000024381	ENSDARP00000082444
ENSGALP00000039965	ENSDARP00000107355
ENSGALP00000017198	ENSDARP00000079959
ENSGALP00000013905	ENSDARP00000080136
ENSGALP00000010482	ENSDARP00000101246
ENSGALP00000025070	ENSDARP00000020528
ENSGALP00000025070	ENSDARP00000048135
ENSGALP00000024818	ENSDARP00000118143
ENSGALP00000016849	ENSDARP00000115280
ENSGALP00000013934	ENSDARP00000088711
ENSGALP00000034535	ENSDARP00000122176
ENSGALP00000034535	ENSDARP00000113716
ENSGALP00000003271	ENSDARP00000080101
ENSGALP00000003271	ENSDARP00000072349
ENSGALP00000010211	ENSDARP00000041401
ENSGALP00000000995	ENSDARP00000103000
ENSGALP00000005236	ENSDARP00000038893
ENSGALP00000026006	ENSDARP00000025057
ENSGALP00000026006	ENSDARP00000128605
ENSGALP00000040955	ENSDARP00000113004
ENSGALP00000040955	ENSDARP00000118656
ENSGALP00000015514	ENSDARP00000086622
ENSGALP00000035695	ENSDARP00000053220
ENSGALP00000041236	ENSDARP00000040809
ENSGALP00000026077	ENSDARP00000100307
ENSGALP00000018851	ENSDARP00000090929
ENSGALP00000026290	ENSDARP00000086538
ENSGALP00000023773	ENSDARP00000013325
ENSGALP00000012695	ENSDARP00000073869
ENSGALP00000027030	ENSDARP00000124804
ENSGALP00000013689	ENSDARP00000004047
ENSGALP00000013689	ENSDARP00000088503
ENSGALP00000012864	ENSDARP00000073112
ENSGALP00000012864	ENSDARP00000073184
ENSGALP00000041317	ENSDARP00000022131
ENSGALP00000043171	ENSDARP00000101463
ENSGALP00000018433	ENSDARP00000062236
ENSGALP00000008988	ENSDARP00000074835
ENSGALP00000024939	ENSDARP00000108396
ENSGALP00000003855	ENSDARP00000128564
ENSGALP00000002369	ENSDARP00000100478
ENSGALP00000039705	ENSDARP00000105964
ENSGALP00000013113	ENSDARP00000106329
ENSGALP00000016140	ENSDARP00000127981
ENSGALP00000020186	ENSDARP00000110922
ENSGALP00000020186	ENSDARP00000103804
ENSGALP00000038408	ENSDARP00000010482
ENSGALP00000020714	ENSDARP00000050129
ENSGALP00000015246	ENSDARP00000041699
ENSGALP00000016629	ENSDARP00000076104
ENSGALP00000026337	ENSDARP00000090833
ENSGALP00000016536	ENSDARP00000070056
ENSGALP00000011770	ENSDARP00000020214
ENSGALP00000011770	ENSDARP00000026086
ENSGALP00000027534	ENSDARP00000128969
ENSGALP00000039757	ENSDARP00000090804
ENSGALP00000009708	ENSDARP00000101922
ENSGALP00000000387	ENSDARP00000006859
ENSGALP00000019425	ENSDARP00000080453
ENSGALP00000026764	ENSDARP00000100323
ENSGALP00000026764	ENSDARP00000102421
ENSGALP00000018701	ENSDARP00000109963
ENSGALP00000041663	ENSDARP00000103889
ENSGALP00000019122	ENSDARP00000068850
ENSGALP00000018487	ENSDARP00000105635
ENSGALP00000031127	ENSDARP00000105547
ENSGALP00000015096	ENSDARP00000023268
ENSGALP00000002591	ENSDARP00000100785
ENSGALP00000020178	ENSDARP00000118027
ENSGALP00000018405	ENSDARP00000127270
ENSGALP00000009820	ENSDARP00000098280
ENSGALP00000009820	ENSDARP00000126694
ENSGALP00000018028	ENSDARP00000102423
ENSGALP00000040245	ENSDARP00000120118
ENSGALP00000011486	ENSDARP00000110624
ENSGALP00000011486	ENSDARP00000074640
ENSGALP00000023559	ENSDARP00000044082
ENSGALP00000023559	ENSDARP00000015104
ENSGALP00000017123	ENSDARP00000114249
ENSGALP00000010462	ENSDARP00000129238
ENSGALP00000015213	ENSDARP00000109205
ENSGALP00000018228	ENSDARP00000093339
ENSGALP00000005977	ENSDARP00000083210
ENSGALP00000007283	ENSDARP00000098767
ENSGALP00000017075	ENSDARP00000117850
ENSGALP00000029357	ENSDARP00000105578
ENSGALP00000042849	ENSDARP00000102999
ENSGALP00000004725	ENSDARP00000054091
ENSGALP00000000021	ENSDARP00000126363
ENSGALP00000000384	ENSDARP00000107839
ENSGALP00000012219	ENSDARP00000123814
ENSGALP00000015982	ENSDARP00000124057
ENSGALP00000021757	ENSDARP00000106309
ENSGALP00000039780	ENSDARP00000117685
ENSGALP00000005196	ENSDARP00000013115
ENSGALP00000010871	ENSDARP00000041727
ENSGALP00000025896	ENSDARP00000101543
ENSGALP00000010878	ENSDARP00000072275
ENSGALP00000013215	ENSDARP00000092344
ENSGALP00000009127	ENSDARP00000042048
ENSGALP00000010168	ENSDARP00000124888
ENSGALP00000019062	ENSDARP00000039912
ENSGALP00000016769	ENSDARP00000103727
ENSGALP00000005525	ENSDARP00000111316
ENSGALP00000005525	ENSDARP00000082779
ENSGALP00000023805	ENSDARP00000082758
ENSGALP00000002947	ENSDARP00000121534
ENSGALP00000022584	ENSDARP00000070211
ENSGALP00000024981	ENSDARP00000066654
ENSGALP00000005531	ENSDARP00000109123
ENSGALP00000003950	ENSDARP00000100833
ENSGALP00000004267	ENSDARP00000048865
ENSGALP00000004267	ENSDARP00000113169
ENSGALP00000018459	ENSDARP00000047190
ENSGALP00000019498	ENSDARP00000106759
ENSGALP00000003857	ENSDARP00000105936
ENSGALP00000006765	ENSDARP00000069995
ENSGALP00000021842	ENSDARP00000006482
ENSGALP00000021842	ENSDARP00000015078
ENSGALP00000008695	ENSDARP00000046980
ENSGALP00000042746	ENSDARP00000090750
ENSGALP00000026476	ENSDARP00000026811
ENSGALP00000035817	ENSDARP00000069192
ENSGALP00000035817	ENSDARP00000122392
ENSGALP00000015366	ENSDARP00000107677
ENSGALP00000015979	ENSDARP00000065255
ENSGALP00000015981	ENSDARP00000107238
ENSGALP00000016827	ENSDARP00000004469
ENSGALP00000002633	ENSDARP00000101848
ENSGALP00000018658	ENSDARP00000105556
ENSGALP00000039111	ENSDARP00000050532
ENSGALP00000009045	ENSDARP00000007440
ENSGALP00000009045	ENSDARP00000013511
ENSGALP00000016610	ENSDARP00000110201
ENSGALP00000027018	ENSDARP00000115859
ENSGALP00000037252	ENSDARP00000115601
ENSGALP00000032210	ENSDARP00000112656
ENSGALP00000005375	ENSDARP00000023719
ENSGALP00000042425	ENSDARP00000021876
ENSGALP00000042425	ENSDARP00000056456
ENSGALP00000042575	ENSDARP00000049862
ENSGALP00000042043	ENSDARP00000061314
ENSGALP00000013852	ENSDARP00000074909
ENSGALP00000020135	ENSDARP00000079665
ENSGALP00000005194	ENSDARP00000036825
ENSGALP00000041061	ENSDARP00000103726
ENSGALP00000025340	ENSDARP00000060943
ENSGALP00000019107	ENSDARP00000119275
ENSGALP00000014088	ENSDARP00000102218
ENSGALP00000012079	ENSDARP00000016888
ENSGALP00000017807	ENSDARP00000127769
ENSGALP00000016496	ENSDARP00000121899
ENSGALP00000040485	ENSDARP00000098697
ENSGALP00000011669	ENSDARP00000099945
ENSGALP00000016449	ENSDARP00000120902
