ENSORLP00000017023	ENSMUSP00000034074
ENSORLP00000006133	ENSMUSP00000109931
ENSORLP00000017659	ENSMUSP00000066880
ENSORLP00000000772	ENSMUSP00000029684
ENSORLP00000006273	ENSMUSP00000035898
ENSORLP00000016293	ENSMUSP00000035898
ENSORLP00000019064	ENSMUSP00000078808
ENSORLP00000017521	ENSMUSP00000044660
ENSORLP00000000888	ENSMUSP00000044660
ENSORLP00000014092	ENSMUSP00000037107
ENSORLP00000015815	ENSMUSP00000004381
ENSORLP00000016050	ENSMUSP00000093469
ENSORLP00000015650	ENSMUSP00000101999
ENSORLP00000000265	ENSMUSP00000101999
ENSORLP00000005273	ENSMUSP00000039416
ENSORLP00000018809	ENSMUSP00000053766
ENSORLP00000022449	ENSMUSP00000099806
ENSORLP00000012129	ENSMUSP00000090470
ENSORLP00000010391	ENSMUSP00000089958
ENSORLP00000011341	ENSMUSP00000033430
ENSORLP00000010111	ENSMUSP00000123514
ENSORLP00000011469	ENSMUSP00000050199
ENSORLP00000010016	ENSMUSP00000086710
ENSORLP00000017034	ENSMUSP00000113152
ENSORLP00000000669	ENSMUSP00000031055
ENSORLP00000020214	ENSMUSP00000031055
ENSORLP00000008445	ENSMUSP00000061704
ENSORLP00000020827	ENSMUSP00000024958
ENSORLP00000010979	ENSMUSP00000024958
ENSORLP00000020295	ENSMUSP00000076130
ENSORLP00000025674	ENSMUSP00000130004
ENSORLP00000025658	ENSMUSP00000056967
ENSORLP00000011141	ENSMUSP00000056967
ENSORLP00000017336	ENSMUSP00000034090
ENSORLP00000001960	ENSMUSP00000038091
ENSORLP00000022402	ENSMUSP00000082004
ENSORLP00000010212	ENSMUSP00000112262
ENSORLP00000015767	ENSMUSP00000136950
ENSORLP00000015693	ENSMUSP00000047480
ENSORLP00000019843	ENSMUSP00000047480
ENSORLP00000008717	ENSMUSP00000018614
ENSORLP00000001140	ENSMUSP00000035155
ENSORLP00000020394	ENSMUSP00000035155
ENSORLP00000005508	ENSMUSP00000103958
ENSORLP00000019329	ENSMUSP00000036438
ENSORLP00000008010	ENSMUSP00000099652
ENSORLP00000006581	ENSMUSP00000099652
ENSORLP00000025402	ENSMUSP00000082777
ENSORLP00000013821	ENSMUSP00000031455
ENSORLP00000024053	ENSMUSP00000050061
ENSORLP00000022745	ENSMUSP00000124258
ENSORLP00000019733	ENSMUSP00000093911
ENSORLP00000005546	ENSMUSP00000046906
ENSORLP00000003676	ENSMUSP00000107512
ENSORLP00000008526	ENSMUSP00000092355
ENSORLP00000013930	ENSMUSP00000025867
ENSORLP00000001967	ENSMUSP00000099928
ENSORLP00000012779	ENSMUSP00000021050
ENSORLP00000004346	ENSMUSP00000021050
ENSORLP00000005986	ENSMUSP00000073228
ENSORLP00000022686	ENSMUSP00000133515
ENSORLP00000014296	ENSMUSP00000025002
ENSORLP00000012051	ENSMUSP00000021155
ENSORLP00000011339	ENSMUSP00000099676
ENSORLP00000013949	ENSMUSP00000042063
ENSORLP00000021489	ENSMUSP00000078572
ENSORLP00000000650	ENSMUSP00000080548
ENSORLP00000012769	ENSMUSP00000076437
ENSORLP00000005793	ENSMUSP00000112836
ENSORLP00000025795	ENSMUSP00000029547
ENSORLP00000007563	ENSMUSP00000028663
ENSORLP00000014895	ENSMUSP00000072852
ENSORLP00000011900	ENSMUSP00000072852
ENSORLP00000024811	ENSMUSP00000031709
ENSORLP00000012733	ENSMUSP00000022262
ENSORLP00000000565	ENSMUSP00000055562
ENSORLP00000007881	ENSMUSP00000127149
ENSORLP00000010638	ENSMUSP00000050123
ENSORLP00000024345	ENSMUSP00000034547
ENSORLP00000023513	ENSMUSP00000110434
ENSORLP00000006562	ENSMUSP00000068178
ENSORLP00000011935	ENSMUSP00000045637
ENSORLP00000003005	ENSMUSP00000048719
ENSORLP00000002035	ENSMUSP00000048719
ENSORLP00000002178	ENSMUSP00000095420
ENSORLP00000003215	ENSMUSP00000095420
ENSORLP00000012347	ENSMUSP00000023550
ENSORLP00000017025	ENSMUSP00000028392
ENSORLP00000002917	ENSMUSP00000086422
ENSORLP00000002081	ENSMUSP00000110373
ENSORLP00000017941	ENSMUSP00000025989
ENSORLP00000008019	ENSMUSP00000113782
ENSORLP00000021416	ENSMUSP00000021443
ENSORLP00000002160	ENSMUSP00000071578
ENSORLP00000005823	ENSMUSP00000120531
ENSORLP00000008502	ENSMUSP00000039737
ENSORLP00000011510	ENSMUSP00000039737
ENSORLP00000018108	ENSMUSP00000099399
ENSORLP00000005181	ENSMUSP00000099399
ENSORLP00000009831	ENSMUSP00000015137
ENSORLP00000003480	ENSMUSP00000015137
ENSORLP00000009603	ENSMUSP00000050087
ENSORLP00000000006	ENSMUSP00000050087
ENSORLP00000017157	ENSMUSP00000032272
ENSORLP00000022274	ENSMUSP00000108593
ENSORLP00000014310	ENSMUSP00000108593
ENSORLP00000002831	ENSMUSP00000019333
ENSORLP00000011764	ENSMUSP00000114843
ENSORLP00000002509	ENSMUSP00000002259
ENSORLP00000021484	ENSMUSP00000030285
ENSORLP00000007395	ENSMUSP00000087257
ENSORLP00000022501	ENSMUSP00000036289
ENSORLP00000015899	ENSMUSP00000028844
ENSORLP00000012111	ENSMUSP00000031530
ENSORLP00000014673	ENSMUSP00000040524
ENSORLP00000013484	ENSMUSP00000047402
ENSORLP00000010247	ENSMUSP00000047402
ENSORLP00000009698	ENSMUSP00000038373
ENSORLP00000017392	ENSMUSP00000105245
ENSORLP00000001129	ENSMUSP00000026662
ENSORLP00000018708	ENSMUSP00000026662
ENSORLP00000003488	ENSMUSP00000022952
ENSORLP00000013456	ENSMUSP00000055486
ENSORLP00000005873	ENSMUSP00000025642
ENSORLP00000024425	ENSMUSP00000081572
ENSORLP00000022529	ENSMUSP00000019911
ENSORLP00000010662	ENSMUSP00000069578
ENSORLP00000012717	ENSMUSP00000127071
ENSORLP00000001122	ENSMUSP00000104725
ENSORLP00000013723	ENSMUSP00000001079
ENSORLP00000013239	ENSMUSP00000045955
ENSORLP00000005955	ENSMUSP00000035823
ENSORLP00000017998	ENSMUSP00000095702
ENSORLP00000004097	ENSMUSP00000095702
ENSORLP00000009102	ENSMUSP00000118474
ENSORLP00000010280	ENSMUSP00000026750
ENSORLP00000018087	ENSMUSP00000030645
ENSORLP00000021945	ENSMUSP00000030627
ENSORLP00000019528	ENSMUSP00000130767
ENSORLP00000015377	ENSMUSP00000024721
ENSORLP00000025594	ENSMUSP00000078547
ENSORLP00000002384	ENSMUSP00000034817
ENSORLP00000020262	ENSMUSP00000069127
ENSORLP00000024662	ENSMUSP00000125932
ENSORLP00000012261	ENSMUSP00000029674
ENSORLP00000004953	ENSMUSP00000076115
ENSORLP00000016614	ENSMUSP00000076115
ENSORLP00000012287	ENSMUSP00000029673
ENSORLP00000000592	ENSMUSP00000029673
ENSORLP00000011444	ENSMUSP00000033532
ENSORLP00000015221	ENSMUSP00000044128
ENSORLP00000001684	ENSMUSP00000051479
ENSORLP00000016576	ENSMUSP00000060749
ENSORLP00000023064	ENSMUSP00000136054
ENSORLP00000025337	ENSMUSP00000110435
ENSORLP00000007576	ENSMUSP00000088098
ENSORLP00000013335	ENSMUSP00000047864
ENSORLP00000016413	ENSMUSP00000134205
ENSORLP00000021954	ENSMUSP00000036749
ENSORLP00000017818	ENSMUSP00000036749
ENSORLP00000011072	ENSMUSP00000078245
ENSORLP00000008813	ENSMUSP00000031002
ENSORLP00000014907	ENSMUSP00000095949
ENSORLP00000022777	ENSMUSP00000021617
ENSORLP00000021784	ENSMUSP00000087810
ENSORLP00000003734	ENSMUSP00000017552
ENSORLP00000008195	ENSMUSP00000077438
ENSORLP00000013669	ENSMUSP00000110371
ENSORLP00000000895	ENSMUSP00000078690
ENSORLP00000020307	ENSMUSP00000125857
ENSORLP00000021185	ENSMUSP00000005233
ENSORLP00000004354	ENSMUSP00000098056
ENSORLP00000022532	ENSMUSP00000034093
ENSORLP00000002805	ENSMUSP00000113840
ENSORLP00000001429	ENSMUSP00000037079
ENSORLP00000005957	ENSMUSP00000106770
ENSORLP00000011190	ENSMUSP00000066977
ENSORLP00000003384	ENSMUSP00000045454
ENSORLP00000002822	ENSMUSP00000045454
ENSORLP00000007639	ENSMUSP00000109203
ENSORLP00000014542	ENSMUSP00000035437
ENSORLP00000008052	ENSMUSP00000135500
ENSORLP00000008374	ENSMUSP00000006825
ENSORLP00000006220	ENSMUSP00000101184
ENSORLP00000021513	ENSMUSP00000105790
ENSORLP00000016090	ENSMUSP00000105790
ENSORLP00000014801	ENSMUSP00000042155
ENSORLP00000012367	ENSMUSP00000042155
ENSORLP00000003014	ENSMUSP00000007444
ENSORLP00000005155	ENSMUSP00000027185
ENSORLP00000024315	ENSMUSP00000034049
ENSORLP00000013031	ENSMUSP00000029486
ENSORLP00000007593	ENSMUSP00000029486
ENSORLP00000016550	ENSMUSP00000075990
ENSORLP00000018242	ENSMUSP00000069429
ENSORLP00000024213	ENSMUSP00000069429
ENSORLP00000012675	ENSMUSP00000029740
ENSORLP00000019877	ENSMUSP00000023531
ENSORLP00000009389	ENSMUSP00000034629
ENSORLP00000004435	ENSMUSP00000005256
ENSORLP00000006024	ENSMUSP00000005256
ENSORLP00000012592	ENSMUSP00000004673
ENSORLP00000019373	ENSMUSP00000044430
ENSORLP00000007317	ENSMUSP00000066741
ENSORLP00000021742	ENSMUSP00000066741
ENSORLP00000004010	ENSMUSP00000105926
ENSORLP00000018368	ENSMUSP00000129278
ENSORLP00000002348	ENSMUSP00000099907
ENSORLP00000025528	ENSMUSP00000025224
ENSORLP00000008521	ENSMUSP00000025224
ENSORLP00000022540	ENSMUSP00000028787
ENSORLP00000013537	ENSMUSP00000093908
ENSORLP00000009943	ENSMUSP00000129522
ENSORLP00000003574	ENSMUSP00000118179
ENSORLP00000015422	ENSMUSP00000120830
ENSORLP00000019645	ENSMUSP00000087073
ENSORLP00000018767	ENSMUSP00000006367
ENSORLP00000006779	ENSMUSP00000059720
ENSORLP00000010730	ENSMUSP00000030475
ENSORLP00000013632	ENSMUSP00000028034
ENSORLP00000024563	ENSMUSP00000079692
ENSORLP00000020397	ENSMUSP00000079692
ENSORLP00000011776	ENSMUSP00000129122
ENSORLP00000024514	ENSMUSP00000121775
ENSORLP00000010808	ENSMUSP00000121775
ENSORLP00000007843	ENSMUSP00000138370
ENSORLP00000023124	ENSMUSP00000055447
ENSORLP00000013341	ENSMUSP00000024594
ENSORLP00000016714	ENSMUSP00000068690
ENSORLP00000003525	ENSMUSP00000041307
ENSORLP00000008509	ENSMUSP00000019362
ENSORLP00000025005	ENSMUSP00000034566
ENSORLP00000006416	ENSMUSP00000034566
ENSORLP00000017419	ENSMUSP00000090568
ENSORLP00000004194	ENSMUSP00000053783
ENSORLP00000009726	ENSMUSP00000038662
ENSORLP00000013078	ENSMUSP00000002572
ENSORLP00000014675	ENSMUSP00000002572
ENSORLP00000022486	ENSMUSP00000102685
ENSORLP00000008345	ENSMUSP00000088179
ENSORLP00000025379	ENSMUSP00000114974
ENSORLP00000013204	ENSMUSP00000114159
ENSORLP00000008267	ENSMUSP00000026328
ENSORLP00000019978	ENSMUSP00000076336
ENSORLP00000024083	ENSMUSP00000123700
ENSORLP00000019777	ENSMUSP00000038916
ENSORLP00000020531	ENSMUSP00000098701
ENSORLP00000000751	ENSMUSP00000098701
ENSORLP00000001630	ENSMUSP00000104641
ENSORLP00000003610	ENSMUSP00000028815
ENSORLP00000002288	ENSMUSP00000026084
ENSORLP00000021942	ENSMUSP00000046924
ENSORLP00000011138	ENSMUSP00000052202
ENSORLP00000007908	ENSMUSP00000048119
ENSORLP00000012616	ENSMUSP00000132547
ENSORLP00000008700	ENSMUSP00000029611
ENSORLP00000001191	ENSMUSP00000084055
ENSORLP00000020965	ENSMUSP00000136280
ENSORLP00000011113	ENSMUSP00000054385
ENSORLP00000003540	ENSMUSP00000120125
ENSORLP00000009262	ENSMUSP00000120125
ENSORLP00000000313	ENSMUSP00000039648
ENSORLP00000007695	ENSMUSP00000104273
ENSORLP00000014371	ENSMUSP00000112685
ENSORLP00000017185	ENSMUSP00000059896
ENSORLP00000014562	ENSMUSP00000110684
ENSORLP00000005984	ENSMUSP00000020106
ENSORLP00000012849	ENSMUSP00000035512
ENSORLP00000015667	ENSMUSP00000106163
ENSORLP00000009272	ENSMUSP00000025377
ENSORLP00000003067	ENSMUSP00000033939
ENSORLP00000016017	ENSMUSP00000026217
ENSORLP00000011761	ENSMUSP00000026217
ENSORLP00000018198	ENSMUSP00000025946
ENSORLP00000004308	ENSMUSP00000076886
ENSORLP00000002541	ENSMUSP00000073105
ENSORLP00000008626	ENSMUSP00000035326
ENSORLP00000006206	ENSMUSP00000033010
ENSORLP00000009945	ENSMUSP00000128703
ENSORLP00000006947	ENSMUSP00000128703
ENSORLP00000003364	ENSMUSP00000128464
ENSORLP00000020749	ENSMUSP00000020158
ENSORLP00000014540	ENSMUSP00000018005
ENSORLP00000020779	ENSMUSP00000109253
ENSORLP00000011130	ENSMUSP00000030136
ENSORLP00000023787	ENSMUSP00000018755
ENSORLP00000014313	ENSMUSP00000116200
ENSORLP00000003831	ENSMUSP00000065544
ENSORLP00000015618	ENSMUSP00000065544
ENSORLP00000021486	ENSMUSP00000045945
ENSORLP00000011770	ENSMUSP00000035112
ENSORLP00000004996	ENSMUSP00000029770
ENSORLP00000021831	ENSMUSP00000021666
ENSORLP00000015289	ENSMUSP00000027251
ENSORLP00000008189	ENSMUSP00000024749
ENSORLP00000011743	ENSMUSP00000022172
ENSORLP00000019871	ENSMUSP00000024786
ENSORLP00000017722	ENSMUSP00000076864
ENSORLP00000016884	ENSMUSP00000044938
ENSORLP00000003890	ENSMUSP00000044938
ENSORLP00000013110	ENSMUSP00000031533
ENSORLP00000001292	ENSMUSP00000064758
ENSORLP00000011353	ENSMUSP00000021466
ENSORLP00000002606	ENSMUSP00000025668
ENSORLP00000013022	ENSMUSP00000029752
ENSORLP00000013809	ENSMUSP00000110401
ENSORLP00000015113	ENSMUSP00000030221
ENSORLP00000008885	ENSMUSP00000044955
ENSORLP00000000008	ENSMUSP00000044955
ENSORLP00000013199	ENSMUSP00000099851
ENSORLP00000013004	ENSMUSP00000099851
ENSORLP00000025772	ENSMUSP00000042177
ENSORLP00000010449	ENSMUSP00000040126
ENSORLP00000001971	ENSMUSP00000080111
ENSORLP00000016868	ENSMUSP00000130957
ENSORLP00000007714	ENSMUSP00000113053
ENSORLP00000021777	ENSMUSP00000020378
ENSORLP00000010913	ENSMUSP00000102014
ENSORLP00000004065	ENSMUSP00000102014
ENSORLP00000006557	ENSMUSP00000130604
ENSORLP00000002835	ENSMUSP00000038361
ENSORLP00000001851	ENSMUSP00000038361
ENSORLP00000003990	ENSMUSP00000091541
ENSORLP00000009467	ENSMUSP00000057282
ENSORLP00000006021	ENSMUSP00000019997
ENSORLP00000025490	ENSMUSP00000016033
ENSORLP00000016187	ENSMUSP00000096972
ENSORLP00000001010	ENSMUSP00000001166
ENSORLP00000016432	ENSMUSP00000113042
ENSORLP00000018830	ENSMUSP00000032705
ENSORLP00000014611	ENSMUSP00000107492
ENSORLP00000022131	ENSMUSP00000003843
ENSORLP00000010470	ENSMUSP00000008907
ENSORLP00000021850	ENSMUSP00000023356
ENSORLP00000024476	ENSMUSP00000044624
ENSORLP00000006896	ENSMUSP00000044624
ENSORLP00000019268	ENSMUSP00000097100
ENSORLP00000000074	ENSMUSP00000026150
ENSORLP00000009952	ENSMUSP00000026150
ENSORLP00000016846	ENSMUSP00000019939
ENSORLP00000015478	ENSMUSP00000021246
ENSORLP00000007802	ENSMUSP00000066244
ENSORLP00000020639	ENSMUSP00000090335
ENSORLP00000013194	ENSMUSP00000088271
ENSORLP00000003125	ENSMUSP00000020461
ENSORLP00000006538	ENSMUSP00000052863
ENSORLP00000016197	ENSMUSP00000038110
ENSORLP00000020579	ENSMUSP00000108841
ENSORLP00000012738	ENSMUSP00000023289
ENSORLP00000011036	ENSMUSP00000032413
ENSORLP00000015123	ENSMUSP00000114272
ENSORLP00000019853	ENSMUSP00000094916
ENSORLP00000003843	ENSMUSP00000108948
ENSORLP00000008406	ENSMUSP00000081714
ENSORLP00000001572	ENSMUSP00000081714
ENSORLP00000011624	ENSMUSP00000056147
ENSORLP00000024677	ENSMUSP00000101914
ENSORLP00000000083	ENSMUSP00000064128
ENSORLP00000009667	ENSMUSP00000050246
ENSORLP00000009993	ENSMUSP00000062016
ENSORLP00000014264	ENSMUSP00000009798
ENSORLP00000002332	ENSMUSP00000034802
ENSORLP00000021276	ENSMUSP00000034802
ENSORLP00000010464	ENSMUSP00000056872
ENSORLP00000001028	ENSMUSP00000020767
ENSORLP00000000790	ENSMUSP00000062078
ENSORLP00000003117	ENSMUSP00000033938
ENSORLP00000012518	ENSMUSP00000000811
ENSORLP00000007975	ENSMUSP00000133065
ENSORLP00000022496	ENSMUSP00000116130
ENSORLP00000013545	ENSMUSP00000056099
ENSORLP00000015094	ENSMUSP00000040505
ENSORLP00000003712	ENSMUSP00000060424
ENSORLP00000022992	ENSMUSP00000129772
ENSORLP00000010161	ENSMUSP00000125840
ENSORLP00000014096	ENSMUSP00000125840
ENSORLP00000008078	ENSMUSP00000026577
ENSORLP00000007396	ENSMUSP00000042004
ENSORLP00000000598	ENSMUSP00000042004
ENSORLP00000002551	ENSMUSP00000025850
ENSORLP00000022798	ENSMUSP00000031017
ENSORLP00000008366	ENSMUSP00000003640
ENSORLP00000021883	ENSMUSP00000021674
ENSORLP00000021887	ENSMUSP00000021674
ENSORLP00000020667	ENSMUSP00000021674
ENSORLP00000024397	ENSMUSP00000106906
ENSORLP00000002898	ENSMUSP00000080325
ENSORLP00000011693	ENSMUSP00000027247
ENSORLP00000020891	ENSMUSP00000135516
ENSORLP00000017844	ENSMUSP00000135516
ENSORLP00000008183	ENSMUSP00000080219
ENSORLP00000008219	ENSMUSP00000108090
ENSORLP00000020792	ENSMUSP00000111963
ENSORLP00000018249	ENSMUSP00000054338
ENSORLP00000011987	ENSMUSP00000054338
ENSORLP00000004757	ENSMUSP00000017974
ENSORLP00000021147	ENSMUSP00000028259
ENSORLP00000013300	ENSMUSP00000098099
ENSORLP00000009901	ENSMUSP00000058348
ENSORLP00000010189	ENSMUSP00000058348
ENSORLP00000010053	ENSMUSP00000061517
ENSORLP00000011923	ENSMUSP00000054141
ENSORLP00000016328	ENSMUSP00000129418
ENSORLP00000011763	ENSMUSP00000061643
ENSORLP00000023015	ENSMUSP00000034240
ENSORLP00000010186	ENSMUSP00000004294
ENSORLP00000000649	ENSMUSP00000137931
ENSORLP00000006924	ENSMUSP00000055599
ENSORLP00000005567	ENSMUSP00000108260
ENSORLP00000024368	ENSMUSP00000132501
ENSORLP00000008841	ENSMUSP00000012921
ENSORLP00000005038	ENSMUSP00000002172
ENSORLP00000022433	ENSMUSP00000088263
ENSORLP00000023461	ENSMUSP00000077466
ENSORLP00000013964	ENSMUSP00000104342
ENSORLP00000009231	ENSMUSP00000104342
ENSORLP00000005043	ENSMUSP00000132519
ENSORLP00000005867	ENSMUSP00000132519
ENSORLP00000012065	ENSMUSP00000096973
ENSORLP00000008404	ENSMUSP00000050275
ENSORLP00000009723	ENSMUSP00000017090
ENSORLP00000003395	ENSMUSP00000086835
ENSORLP00000020854	ENSMUSP00000075655
ENSORLP00000004792	ENSMUSP00000043562
ENSORLP00000004857	ENSMUSP00000037109
ENSORLP00000008802	ENSMUSP00000001080
ENSORLP00000013234	ENSMUSP00000139117
ENSORLP00000009167	ENSMUSP00000045478
ENSORLP00000014470	ENSMUSP00000045478
ENSORLP00000009154	ENSMUSP00000022782
ENSORLP00000002045	ENSMUSP00000022916
ENSORLP00000015147	ENSMUSP00000054134
ENSORLP00000024165	ENSMUSP00000079395
ENSORLP00000015412	ENSMUSP00000127109
ENSORLP00000019071	ENSMUSP00000111269
ENSORLP00000014829	ENSMUSP00000000828
ENSORLP00000000340	ENSMUSP00000038369
ENSORLP00000020873	ENSMUSP00000063264
ENSORLP00000005160	ENSMUSP00000063264
ENSORLP00000023777	ENSMUSP00000019050
ENSORLP00000005352	ENSMUSP00000055297
ENSORLP00000014117	ENSMUSP00000021940
ENSORLP00000020395	ENSMUSP00000117200
ENSORLP00000009101	ENSMUSP00000117200
ENSORLP00000008514	ENSMUSP00000034308
ENSORLP00000015177	ENSMUSP00000029824
ENSORLP00000021726	ENSMUSP00000029824
ENSORLP00000001610	ENSMUSP00000083242
ENSORLP00000012225	ENSMUSP00000031377
ENSORLP00000013038	ENSMUSP00000030279
ENSORLP00000002613	ENSMUSP00000027502
ENSORLP00000016447	ENSMUSP00000104939
ENSORLP00000014289	ENSMUSP00000061737
ENSORLP00000010745	ENSMUSP00000000394
ENSORLP00000021470	ENSMUSP00000072896
ENSORLP00000020357	ENSMUSP00000047529
ENSORLP00000019914	ENSMUSP00000027730
ENSORLP00000020352	ENSMUSP00000000445
ENSORLP00000000856	ENSMUSP00000072330
ENSORLP00000011104	ENSMUSP00000016143
ENSORLP00000013868	ENSMUSP00000081263
ENSORLP00000003174	ENSMUSP00000006311
ENSORLP00000011522	ENSMUSP00000112715
ENSORLP00000007378	ENSMUSP00000103690
ENSORLP00000020999	ENSMUSP00000099331
ENSORLP00000022301	ENSMUSP00000129157
ENSORLP00000009173	ENSMUSP00000041241
ENSORLP00000014847	ENSMUSP00000132338
ENSORLP00000021279	ENSMUSP00000081232
ENSORLP00000005353	ENSMUSP00000132011
ENSORLP00000022038	ENSMUSP00000044371
ENSORLP00000009246	ENSMUSP00000022813
ENSORLP00000011772	ENSMUSP00000104764
ENSORLP00000024890	ENSMUSP00000104294
ENSORLP00000001324	ENSMUSP00000052283
ENSORLP00000006584	ENSMUSP00000041232
ENSORLP00000017378	ENSMUSP00000021937
ENSORLP00000020232	ENSMUSP00000049430
ENSORLP00000021461	ENSMUSP00000102229
ENSORLP00000021155	ENSMUSP00000025294
ENSORLP00000001583	ENSMUSP00000025294
ENSORLP00000004124	ENSMUSP00000028257
ENSORLP00000006939	ENSMUSP00000112638
ENSORLP00000008136	ENSMUSP00000022060
ENSORLP00000010284	ENSMUSP00000110724
ENSORLP00000011055	ENSMUSP00000110724
ENSORLP00000005195	ENSMUSP00000115772
ENSORLP00000019605	ENSMUSP00000124611
ENSORLP00000013402	ENSMUSP00000025805
ENSORLP00000018367	ENSMUSP00000030687
ENSORLP00000007233	ENSMUSP00000090287
ENSORLP00000025645	ENSMUSP00000067325
ENSORLP00000019356	ENSMUSP00000054747
ENSORLP00000009734	ENSMUSP00000081954
ENSORLP00000022355	ENSMUSP00000060771
ENSORLP00000003715	ENSMUSP00000084663
ENSORLP00000005597	ENSMUSP00000032462
ENSORLP00000011559	ENSMUSP00000020234
ENSORLP00000002483	ENSMUSP00000062047
ENSORLP00000001134	ENSMUSP00000016452
ENSORLP00000014278	ENSMUSP00000078459
ENSORLP00000000586	ENSMUSP00000016125
ENSORLP00000008274	ENSMUSP00000030033
ENSORLP00000004362	ENSMUSP00000030033
ENSORLP00000000321	ENSMUSP00000078682
ENSORLP00000003058	ENSMUSP00000010241
ENSORLP00000008918	ENSMUSP00000109779
ENSORLP00000019108	ENSMUSP00000127709
ENSORLP00000015471	ENSMUSP00000028595
ENSORLP00000012283	ENSMUSP00000028595
ENSORLP00000015248	ENSMUSP00000113216
ENSORLP00000025663	ENSMUSP00000059291
ENSORLP00000006034	ENSMUSP00000131281
ENSORLP00000007427	ENSMUSP00000028583
ENSORLP00000020350	ENSMUSP00000020057
ENSORLP00000021471	ENSMUSP00000003971
ENSORLP00000013414	ENSMUSP00000037129
ENSORLP00000015064	ENSMUSP00000044098
ENSORLP00000018808	ENSMUSP00000025476
ENSORLP00000005807	ENSMUSP00000017534
ENSORLP00000021050	ENSMUSP00000129491
ENSORLP00000008470	ENSMUSP00000132659
ENSORLP00000019355	ENSMUSP00000001184
ENSORLP00000008083	ENSMUSP00000039071
ENSORLP00000008344	ENSMUSP00000021941
ENSORLP00000018244	ENSMUSP00000124816
ENSORLP00000006505	ENSMUSP00000084507
ENSORLP00000008924	ENSMUSP00000084507
ENSORLP00000017688	ENSMUSP00000046705
ENSORLP00000006685	ENSMUSP00000077564
ENSORLP00000005746	ENSMUSP00000020775
ENSORLP00000010721	ENSMUSP00000008878
ENSORLP00000014578	ENSMUSP00000008878
ENSORLP00000017304	ENSMUSP00000061760
ENSORLP00000009425	ENSMUSP00000061760
ENSORLP00000024319	ENSMUSP00000054823
ENSORLP00000023671	ENSMUSP00000072510
ENSORLP00000019398	ENSMUSP00000058468
ENSORLP00000025676	ENSMUSP00000126629
ENSORLP00000025725	ENSMUSP00000066287
ENSORLP00000008779	ENSMUSP00000031093
ENSORLP00000021065	ENSMUSP00000047656
ENSORLP00000017874	ENSMUSP00000047656
ENSORLP00000016372	ENSMUSP00000106160
ENSORLP00000012147	ENSMUSP00000059658
ENSORLP00000000982	ENSMUSP00000067448
ENSORLP00000015440	ENSMUSP00000032719
ENSORLP00000010365	ENSMUSP00000067241
ENSORLP00000008926	ENSMUSP00000067241
ENSORLP00000008781	ENSMUSP00000123509
ENSORLP00000010456	ENSMUSP00000123509
ENSORLP00000012791	ENSMUSP00000022871
ENSORLP00000003723	ENSMUSP00000017153
ENSORLP00000002991	ENSMUSP00000133806
ENSORLP00000021336	ENSMUSP00000000305
ENSORLP00000007366	ENSMUSP00000037971
ENSORLP00000019150	ENSMUSP00000001092
ENSORLP00000022231	ENSMUSP00000080521
ENSORLP00000015903	ENSMUSP00000080521
ENSORLP00000000940	ENSMUSP00000112498
ENSORLP00000013764	ENSMUSP00000027897
ENSORLP00000014049	ENSMUSP00000073911
ENSORLP00000004843	ENSMUSP00000073911
ENSORLP00000004830	ENSMUSP00000020938
ENSORLP00000018247	ENSMUSP00000112534
ENSORLP00000010258	ENSMUSP00000137523
ENSORLP00000021062	ENSMUSP00000043167
ENSORLP00000006263	ENSMUSP00000124518
ENSORLP00000014951	ENSMUSP00000109175
ENSORLP00000020815	ENSMUSP00000093183
ENSORLP00000003416	ENSMUSP00000029252
ENSORLP00000007857	ENSMUSP00000042313
ENSORLP00000017828	ENSMUSP00000002081
ENSORLP00000018059	ENSMUSP00000129513
ENSORLP00000019553	ENSMUSP00000057849
ENSORLP00000017528	ENSMUSP00000057849
ENSORLP00000007206	ENSMUSP00000048969
ENSORLP00000011479	ENSMUSP00000060124
ENSORLP00000007341	ENSMUSP00000040168
