ENSTGUP00000008915	ENSGALP00000006197
ENSTGUP00000011194	ENSGALP00000020470
ENSTGUP00000005970	ENSGALP00000034313
ENSTGUP00000010901	ENSGALP00000012522
ENSTGUP00000006607	ENSGALP00000029689
ENSTGUP00000007643	ENSGALP00000008101
ENSTGUP00000011495	ENSGALP00000015507
ENSTGUP00000006741	ENSGALP00000010092
ENSTGUP00000002579	ENSGALP00000018364
ENSTGUP00000007324	ENSGALP00000008859
ENSTGUP00000001772	ENSGALP00000003933
ENSTGUP00000009243	ENSGALP00000011107
ENSTGUP00000001909	ENSGALP00000020098
ENSTGUP00000002283	ENSGALP00000002654
ENSTGUP00000003698	ENSGALP00000008078
ENSTGUP00000008195	ENSGALP00000009912
ENSTGUP00000008899	ENSGALP00000012993
ENSTGUP00000007251	ENSGALP00000033231
ENSTGUP00000010036	ENSGALP00000027070
ENSTGUP00000001501	ENSGALP00000036774
ENSTGUP00000015876	ENSGALP00000028232
ENSTGUP00000003402	ENSGALP00000005132
ENSTGUP00000009080	ENSGALP00000006532
ENSTGUP00000006993	ENSGALP00000010583
ENSTGUP00000001979	ENSGALP00000000815
ENSTGUP00000000210	ENSGALP00000043277
ENSTGUP00000017749	ENSGALP00000034605
ENSTGUP00000010084	ENSGALP00000011094
ENSTGUP00000003320	ENSGALP00000020510
ENSTGUP00000006703	ENSGALP00000007047
ENSTGUP00000002413	ENSGALP00000014260
ENSTGUP00000010588	ENSGALP00000013294
ENSTGUP00000006076	ENSGALP00000002380
ENSTGUP00000011559	ENSGALP00000020754
ENSTGUP00000012311	ENSGALP00000024086
ENSTGUP00000003554	ENSGALP00000009882
ENSTGUP00000017952	ENSGALP00000043375
ENSTGUP00000003197	ENSGALP00000015963
ENSTGUP00000013348	ENSGALP00000019298
ENSTGUP00000013170	ENSGALP00000018352
ENSTGUP00000005123	ENSGALP00000013883
ENSTGUP00000004095	ENSGALP00000019672
ENSTGUP00000003775	ENSGALP00000018684
ENSTGUP00000007691	ENSGALP00000016641
ENSTGUP00000003758	ENSGALP00000004476
ENSTGUP00000004184	ENSGALP00000002903
ENSTGUP00000004199	ENSGALP00000013470
ENSTGUP00000010834	ENSGALP00000020073
ENSTGUP00000003641	ENSGALP00000021645
ENSTGUP00000013333	ENSGALP00000027832
ENSTGUP00000009111	ENSGALP00000011511
ENSTGUP00000016342	ENSGALP00000015879
ENSTGUP00000008695	ENSGALP00000004355
ENSTGUP00000013829	ENSGALP00000024537
ENSTGUP00000010235	ENSGALP00000007090
ENSTGUP00000003491	ENSGALP00000009799
ENSTGUP00000008367	ENSGALP00000000945
ENSTGUP00000006827	ENSGALP00000020619
ENSTGUP00000007212	ENSGALP00000005357
ENSTGUP00000011398	ENSGALP00000027233
ENSTGUP00000006292	ENSGALP00000009265
ENSTGUP00000005243	ENSGALP00000006511
ENSTGUP00000012385	ENSGALP00000025754
ENSTGUP00000011463	ENSGALP00000022208
ENSTGUP00000004138	ENSGALP00000002095
ENSTGUP00000001800	ENSGALP00000009365
ENSTGUP00000012221	ENSGALP00000016137
ENSTGUP00000008199	ENSGALP00000026659
ENSTGUP00000013134	ENSGALP00000018274
ENSTGUP00000001280	ENSGALP00000010236
ENSTGUP00000009392	ENSGALP00000043043
ENSTGUP00000003813	ENSGALP00000023865
ENSTGUP00000009322	ENSGALP00000017275
ENSTGUP00000000638	ENSGALP00000033266
ENSTGUP00000001078	ENSGALP00000011874
ENSTGUP00000001706	ENSGALP00000018837
ENSTGUP00000001137	ENSGALP00000009617
ENSTGUP00000001431	ENSGALP00000014547
ENSTGUP00000009595	ENSGALP00000012335
ENSTGUP00000006709	ENSGALP00000023648
ENSTGUP00000017361	ENSGALP00000015378
ENSTGUP00000005796	ENSGALP00000004458
ENSTGUP00000010923	ENSGALP00000033003
ENSTGUP00000001933	ENSGALP00000016147
ENSTGUP00000006836	ENSGALP00000008060
ENSTGUP00000005580	ENSGALP00000005756
ENSTGUP00000004127	ENSGALP00000002077
ENSTGUP00000016909	ENSGALP00000023538
ENSTGUP00000001189	ENSGALP00000009752
ENSTGUP00000002295	ENSGALP00000020874
ENSTGUP00000017565	ENSGALP00000005156
ENSTGUP00000013733	ENSGALP00000023265
ENSTGUP00000005502	ENSGALP00000008830
ENSTGUP00000013795	ENSGALP00000024275
ENSTGUP00000000592	ENSGALP00000001806
ENSTGUP00000001543	ENSGALP00000015412
ENSTGUP00000005490	ENSGALP00000042598
ENSTGUP00000008403	ENSGALP00000028780
ENSTGUP00000011756	ENSGALP00000015296
ENSTGUP00000002227	ENSGALP00000013904
ENSTGUP00000015811	ENSGALP00000025887
ENSTGUP00000011455	ENSGALP00000015211
ENSTGUP00000000350	ENSGALP00000005157
ENSTGUP00000010374	ENSGALP00000038512
ENSTGUP00000004992	ENSGALP00000004240
ENSTGUP00000012752	ENSGALP00000021351
ENSTGUP00000011386	ENSGALP00000027228
ENSTGUP00000000411	ENSGALP00000010887
ENSTGUP00000007694	ENSGALP00000009030
ENSTGUP00000000306	ENSGALP00000024840
ENSTGUP00000007820	ENSGALP00000009095
ENSTGUP00000009536	ENSGALP00000041662
ENSTGUP00000010849	ENSGALP00000014300
ENSTGUP00000009494	ENSGALP00000003552
ENSTGUP00000013097	ENSGALP00000027704
ENSTGUP00000008190	ENSGALP00000022752
ENSTGUP00000012093	ENSGALP00000021484
ENSTGUP00000010286	ENSGALP00000013422
ENSTGUP00000001824	ENSGALP00000016701
ENSTGUP00000008731	ENSGALP00000003806
ENSTGUP00000011302	ENSGALP00000014225
ENSTGUP00000017957	ENSGALP00000032098
ENSTGUP00000010802	ENSGALP00000024194
ENSTGUP00000015194	ENSGALP00000008116
ENSTGUP00000000560	ENSGALP00000020572
ENSTGUP00000007994	ENSGALP00000016460
ENSTGUP00000000712	ENSGALP00000002185
ENSTGUP00000000702	ENSGALP00000033890
ENSTGUP00000010703	ENSGALP00000018497
ENSTGUP00000007952	ENSGALP00000021275
ENSTGUP00000008940	ENSGALP00000034026
ENSTGUP00000010731	ENSGALP00000013280
ENSTGUP00000004821	ENSGALP00000003187
ENSTGUP00000000696	ENSGALP00000023563
ENSTGUP00000005644	ENSGALP00000012127
ENSTGUP00000002072	ENSGALP00000042990
ENSTGUP00000008622	ENSGALP00000041233
ENSTGUP00000007416	ENSGALP00000026284
ENSTGUP00000008792	ENSGALP00000021580
ENSTGUP00000001637	ENSGALP00000015774
ENSTGUP00000017492	ENSGALP00000004425
ENSTGUP00000003593	ENSGALP00000016118
ENSTGUP00000004054	ENSGALP00000003489
ENSTGUP00000013684	ENSGALP00000023430
ENSTGUP00000013822	ENSGALP00000024472
ENSTGUP00000005481	ENSGALP00000008551
ENSTGUP00000012821	ENSGALP00000025442
ENSTGUP00000004796	ENSGALP00000014665
ENSTGUP00000006097	ENSGALP00000032950
ENSTGUP00000013715	ENSGALP00000023298
ENSTGUP00000009109	ENSGALP00000027168
ENSTGUP00000006752	ENSGALP00000017323
ENSTGUP00000013659	ENSGALP00000026865
ENSTGUP00000001729	ENSGALP00000003759
ENSTGUP00000008641	ENSGALP00000012451
ENSTGUP00000013657	ENSGALP00000030899
ENSTGUP00000010367	ENSGALP00000032767
ENSTGUP00000013586	ENSGALP00000020014
ENSTGUP00000005289	ENSGALP00000039229
ENSTGUP00000012185	ENSGALP00000020164
ENSTGUP00000002478	ENSGALP00000017421
ENSTGUP00000009658	ENSGALP00000011808
ENSTGUP00000001820	ENSGALP00000036750
ENSTGUP00000002495	ENSGALP00000041385
ENSTGUP00000017533	ENSGALP00000007707
ENSTGUP00000009173	ENSGALP00000030742
ENSTGUP00000017724	ENSGALP00000040523
ENSTGUP00000012648	ENSGALP00000020886
ENSTGUP00000001056	ENSGALP00000003066
ENSTGUP00000007779	ENSGALP00000009239
ENSTGUP00000013125	ENSGALP00000035646
ENSTGUP00000003825	ENSGALP00000038337
ENSTGUP00000017782	ENSGALP00000040858
ENSTGUP00000000215	ENSGALP00000041186
ENSTGUP00000006661	ENSGALP00000007307
ENSTGUP00000004557	ENSGALP00000002789
ENSTGUP00000012645	ENSGALP00000027394
ENSTGUP00000009938	ENSGALP00000012206
ENSTGUP00000003415	ENSGALP00000000266
ENSTGUP00000010389	ENSGALP00000013802
ENSTGUP00000013222	ENSGALP00000043074
ENSTGUP00000006055	ENSGALP00000010287
ENSTGUP00000011776	ENSGALP00000032293
ENSTGUP00000011780	ENSGALP00000016966
ENSTGUP00000011771	ENSGALP00000016960
ENSTGUP00000011932	ENSGALP00000041993
ENSTGUP00000005259	ENSGALP00000014974
ENSTGUP00000003891	ENSGALP00000030515
ENSTGUP00000013758	ENSGALP00000023879
ENSTGUP00000010418	ENSGALP00000010584
ENSTGUP00000010432	ENSGALP00000010490
ENSTGUP00000001429	ENSGALP00000037427
ENSTGUP00000002753	ENSGALP00000017711
ENSTGUP00000007872	ENSGALP00000017690
ENSTGUP00000003412	ENSGALP00000041184
ENSTGUP00000000519	ENSGALP00000042248
ENSTGUP00000010281	ENSGALP00000012845
ENSTGUP00000010238	ENSGALP00000012607
ENSTGUP00000000002	ENSGALP00000012417
ENSTGUP00000005046	ENSGALP00000019761
ENSTGUP00000003655	ENSGALP00000041400
ENSTGUP00000006891	ENSGALP00000018106
ENSTGUP00000011260	ENSGALP00000014078
ENSTGUP00000005433	ENSGALP00000018627
ENSTGUP00000006809	ENSGALP00000016042
ENSTGUP00000013686	ENSGALP00000023398
ENSTGUP00000011384	ENSGALP00000015047
ENSTGUP00000013245	ENSGALP00000018742
ENSTGUP00000010596	ENSGALP00000013585
ENSTGUP00000013935	ENSGALP00000024947
ENSTGUP00000000491	ENSGALP00000010537
ENSTGUP00000003997	ENSGALP00000007035
ENSTGUP00000004067	ENSGALP00000002580
ENSTGUP00000016945	ENSGALP00000041725
ENSTGUP00000004000	ENSGALP00000022809
ENSTGUP00000000277	ENSGALP00000001525
ENSTGUP00000002652	ENSGALP00000013815
ENSTGUP00000007209	ENSGALP00000008660
ENSTGUP00000013391	ENSGALP00000026423
ENSTGUP00000006497	ENSGALP00000020661
ENSTGUP00000013662	ENSGALP00000023450
ENSTGUP00000003496	ENSGALP00000019967
ENSTGUP00000017160	ENSGALP00000031485
ENSTGUP00000017665	ENSGALP00000006571
ENSTGUP00000011255	ENSGALP00000014576
ENSTGUP00000013625	ENSGALP00000043110
ENSTGUP00000013565	ENSGALP00000026552
ENSTGUP00000008508	ENSGALP00000026729
ENSTGUP00000007279	ENSGALP00000008105
ENSTGUP00000008232	ENSGALP00000002881
ENSTGUP00000008971	ENSGALP00000021811
ENSTGUP00000005563	ENSGALP00000002611
ENSTGUP00000013214	ENSGALP00000018636
ENSTGUP00000008709	ENSGALP00000008916
ENSTGUP00000009824	ENSGALP00000008910
ENSTGUP00000003359	ENSGALP00000042272
ENSTGUP00000009649	ENSGALP00000011814
ENSTGUP00000005378	ENSGALP00000039779
ENSTGUP00000002506	ENSGALP00000015909
ENSTGUP00000017809	ENSGALP00000040646
ENSTGUP00000006422	ENSGALP00000030045
ENSTGUP00000003932	ENSGALP00000038439
ENSTGUP00000009978	ENSGALP00000041219
ENSTGUP00000009975	ENSGALP00000042380
ENSTGUP00000008400	ENSGALP00000018350
ENSTGUP00000004528	ENSGALP00000007703
ENSTGUP00000017745	ENSGALP00000005686
ENSTGUP00000010406	ENSGALP00000023875
ENSTGUP00000005017	ENSGALP00000041478
ENSTGUP00000008834	ENSGALP00000013016
ENSTGUP00000006485	ENSGALP00000009374
ENSTGUP00000001819	ENSGALP00000004286
ENSTGUP00000014021	ENSGALP00000024716
ENSTGUP00000002695	ENSGALP00000023702
ENSTGUP00000007964	ENSGALP00000016453
ENSTGUP00000006290	ENSGALP00000009850
ENSTGUP00000002148	ENSGALP00000016553
ENSTGUP00000009377	ENSGALP00000022167
ENSTGUP00000006722	ENSGALP00000030451
ENSTGUP00000007732	ENSGALP00000005923
ENSTGUP00000018293	ENSGALP00000012696
ENSTGUP00000015937	ENSGALP00000013998
ENSTGUP00000004961	ENSGALP00000031347
ENSTGUP00000004585	ENSGALP00000019105
ENSTGUP00000009287	ENSGALP00000037486
ENSTGUP00000000622	ENSGALP00000042930
ENSTGUP00000002767	ENSGALP00000001105
ENSTGUP00000017247	ENSGALP00000006372
ENSTGUP00000000111	ENSGALP00000024674
ENSTGUP00000002702	ENSGALP00000042154
ENSTGUP00000017402	ENSGALP00000030639
ENSTGUP00000006328	ENSGALP00000042693
ENSTGUP00000004360	ENSGALP00000024331
ENSTGUP00000000155	ENSGALP00000001085
ENSTGUP00000005853	ENSGALP00000033875
ENSTGUP00000006686	ENSGALP00000007961
ENSTGUP00000003117	ENSGALP00000015935
ENSTGUP00000012588	ENSGALP00000016790
ENSTGUP00000000134	ENSGALP00000037040
ENSTGUP00000004525	ENSGALP00000019067
ENSTGUP00000012512	ENSGALP00000022816
ENSTGUP00000009688	ENSGALP00000017475
ENSTGUP00000012883	ENSGALP00000025497
ENSTGUP00000003841	ENSGALP00000003243
ENSTGUP00000000810	ENSGALP00000034306
ENSTGUP00000004536	ENSGALP00000024295
ENSTGUP00000008352	ENSGALP00000037830
ENSTGUP00000009929	ENSGALP00000018461
ENSTGUP00000008808	ENSGALP00000021578
ENSTGUP00000001624	ENSGALP00000015748
ENSTGUP00000003727	ENSGALP00000036814
ENSTGUP00000007782	ENSGALP00000042025
ENSTGUP00000006943	ENSGALP00000039504
ENSTGUP00000017609	ENSGALP00000039979
ENSTGUP00000010867	ENSGALP00000020270
ENSTGUP00000005080	ENSGALP00000005249
ENSTGUP00000013090	ENSGALP00000025669
ENSTGUP00000001257	ENSGALP00000002513
ENSTGUP00000011199	ENSGALP00000014482
ENSTGUP00000006208	ENSGALP00000009075
ENSTGUP00000004093	ENSGALP00000039649
ENSTGUP00000000620	ENSGALP00000040341
ENSTGUP00000007070	ENSGALP00000008415
ENSTGUP00000009294	ENSGALP00000009768
ENSTGUP00000001676	ENSGALP00000003644
ENSTGUP00000005206	ENSGALP00000002056
ENSTGUP00000004580	ENSGALP00000034040
ENSTGUP00000004604	ENSGALP00000006612
ENSTGUP00000017673	ENSGALP00000006692
ENSTGUP00000003747	ENSGALP00000042082
ENSTGUP00000002844	ENSGALP00000014035
ENSTGUP00000001015	ENSGALP00000001898
ENSTGUP00000001908	ENSGALP00000003967
ENSTGUP00000011945	ENSGALP00000020974
ENSTGUP00000011005	ENSGALP00000013658
ENSTGUP00000010221	ENSGALP00000013337
ENSTGUP00000004619	ENSGALP00000014521
ENSTGUP00000009631	ENSGALP00000011620
ENSTGUP00000016269	ENSGALP00000005496
ENSTGUP00000006235	ENSGALP00000009544
ENSTGUP00000002399	ENSGALP00000007389
ENSTGUP00000002392	ENSGALP00000007409
ENSTGUP00000012359	ENSGALP00000022904
ENSTGUP00000010105	ENSGALP00000023449
ENSTGUP00000000933	ENSGALP00000000662
ENSTGUP00000000928	ENSGALP00000000646
ENSTGUP00000008813	ENSGALP00000026775
ENSTGUP00000011754	ENSGALP00000019037
ENSTGUP00000004739	ENSGALP00000019469
ENSTGUP00000008714	ENSGALP00000032883
ENSTGUP00000017612	ENSGALP00000005026
ENSTGUP00000005331	ENSGALP00000006585
ENSTGUP00000012537	ENSGALP00000025853
ENSTGUP00000013080	ENSGALP00000025647
ENSTGUP00000004485	ENSGALP00000019087
ENSTGUP00000009895	ENSGALP00000014379
ENSTGUP00000002434	ENSGALP00000020830
ENSTGUP00000013451	ENSGALP00000026487
ENSTGUP00000006731	ENSGALP00000010593
ENSTGUP00000011293	ENSGALP00000027216
ENSTGUP00000002217	ENSGALP00000010473
ENSTGUP00000011660	ENSGALP00000020258
ENSTGUP00000013322	ENSGALP00000019224
ENSTGUP00000017599	ENSGALP00000022034
ENSTGUP00000007648	ENSGALP00000005548
ENSTGUP00000005390	ENSGALP00000005054
ENSTGUP00000002751	ENSGALP00000005145
ENSTGUP00000003521	ENSGALP00000039786
ENSTGUP00000010050	ENSGALP00000011249
ENSTGUP00000001871	ENSGALP00000042230
ENSTGUP00000008182	ENSGALP00000016611
ENSTGUP00000001566	ENSGALP00000017674
ENSTGUP00000006615	ENSGALP00000007265
ENSTGUP00000006838	ENSGALP00000004897
ENSTGUP00000000600	ENSGALP00000005837
ENSTGUP00000012839	ENSGALP00000026304
ENSTGUP00000001099	ENSGALP00000009549
ENSTGUP00000015340	ENSGALP00000041510
ENSTGUP00000007547	ENSGALP00000037703
ENSTGUP00000011613	ENSGALP00000020786
ENSTGUP00000009606	ENSGALP00000010566
ENSTGUP00000011623	ENSGALP00000020785
ENSTGUP00000000064	ENSGALP00000000586
ENSTGUP00000007654	ENSGALP00000009230
ENSTGUP00000009962	ENSGALP00000011293
ENSTGUP00000006896	ENSGALP00000010006
ENSTGUP00000013507	ENSGALP00000023051
ENSTGUP00000017867	ENSGALP00000005099
ENSTGUP00000011272	ENSGALP00000025700
ENSTGUP00000004994	ENSGALP00000005619
ENSTGUP00000006430	ENSGALP00000020669
ENSTGUP00000001487	ENSGALP00000001231
ENSTGUP00000003246	ENSGALP00000011426
ENSTGUP00000003250	ENSGALP00000042276
ENSTGUP00000003255	ENSGALP00000037639
ENSTGUP00000012389	ENSGALP00000025755
ENSTGUP00000008702	ENSGALP00000012563
ENSTGUP00000006509	ENSGALP00000022525
ENSTGUP00000002707	ENSGALP00000014372
ENSTGUP00000001473	ENSGALP00000005212
ENSTGUP00000012328	ENSGALP00000024133
ENSTGUP00000004957	ENSGALP00000007696
ENSTGUP00000015405	ENSGALP00000004141
ENSTGUP00000015352	ENSGALP00000003431
ENSTGUP00000010267	ENSGALP00000012471
ENSTGUP00000005586	ENSGALP00000005275
ENSTGUP00000005562	ENSGALP00000014710
ENSTGUP00000007728	ENSGALP00000043272
ENSTGUP00000004246	ENSGALP00000016935
ENSTGUP00000007216	ENSGALP00000008311
ENSTGUP00000001936	ENSGALP00000019555
ENSTGUP00000000103	ENSGALP00000024668
ENSTGUP00000000535	ENSGALP00000042045
ENSTGUP00000005964	ENSGALP00000012555
ENSTGUP00000011884	ENSGALP00000027579
ENSTGUP00000007681	ENSGALP00000026391
ENSTGUP00000001147	ENSGALP00000001868
ENSTGUP00000003575	ENSGALP00000021577
ENSTGUP00000008398	ENSGALP00000010706
ENSTGUP00000013654	ENSGALP00000026871
ENSTGUP00000007993	ENSGALP00000002573
ENSTGUP00000003597	ENSGALP00000003293
ENSTGUP00000013669	ENSGALP00000026856
ENSTGUP00000000980	ENSGALP00000000368
ENSTGUP00000004862	ENSGALP00000014918
ENSTGUP00000002818	ENSGALP00000017970
ENSTGUP00000000192	ENSGALP00000011529
ENSTGUP00000008798	ENSGALP00000013059
ENSTGUP00000011068	ENSGALP00000020132
ENSTGUP00000003190	ENSGALP00000013072
ENSTGUP00000004221	ENSGALP00000033915
ENSTGUP00000008775	ENSGALP00000005814
ENSTGUP00000014766	ENSGALP00000026738
ENSTGUP00000017606	ENSGALP00000002235
ENSTGUP00000010956	ENSGALP00000013590
ENSTGUP00000010662	ENSGALP00000040890
ENSTGUP00000008713	ENSGALP00000005991
ENSTGUP00000013014	ENSGALP00000021168
ENSTGUP00000001314	ENSGALP00000000581
ENSTGUP00000006247	ENSGALP00000020711
ENSTGUP00000013522	ENSGALP00000026528
ENSTGUP00000013516	ENSGALP00000026515
ENSTGUP00000009426	ENSGALP00000038302
ENSTGUP00000007401	ENSGALP00000032884
ENSTGUP00000006483	ENSGALP00000022528
ENSTGUP00000011411	ENSGALP00000004064
ENSTGUP00000001132	ENSGALP00000001572
ENSTGUP00000015045	ENSGALP00000026582
ENSTGUP00000010412	ENSGALP00000024999
ENSTGUP00000001006	ENSGALP00000000333
ENSTGUP00000010427	ENSGALP00000013553
ENSTGUP00000003830	ENSGALP00000039622
ENSTGUP00000001973	ENSGALP00000019507
ENSTGUP00000013003	ENSGALP00000017666
ENSTGUP00000007529	ENSGALP00000040770
ENSTGUP00000012446	ENSGALP00000020410
ENSTGUP00000001294	ENSGALP00000013972
ENSTGUP00000009273	ENSGALP00000011187
ENSTGUP00000000338	ENSGALP00000022748
ENSTGUP00000010138	ENSGALP00000023384
ENSTGUP00000004706	ENSGALP00000003366
ENSTGUP00000011969	ENSGALP00000015647
ENSTGUP00000009087	ENSGALP00000005347
ENSTGUP00000011229	ENSGALP00000025668
ENSTGUP00000009050	ENSGALP00000017163
ENSTGUP00000008646	ENSGALP00000009581
ENSTGUP00000012750	ENSGALP00000009582
ENSTGUP00000005789	ENSGALP00000042980
ENSTGUP00000008504	ENSGALP00000037559
ENSTGUP00000012245	ENSGALP00000025665
ENSTGUP00000005042	ENSGALP00000005120
ENSTGUP00000006112	ENSGALP00000012723
ENSTGUP00000003967	ENSGALP00000013908
ENSTGUP00000011970	ENSGALP00000017011
ENSTGUP00000000618	ENSGALP00000028428
ENSTGUP00000004466	ENSGALP00000000320
ENSTGUP00000000965	ENSGALP00000004518
ENSTGUP00000011359	ENSGALP00000022322
ENSTGUP00000008240	ENSGALP00000007767
ENSTGUP00000006025	ENSGALP00000036468
ENSTGUP00000000436	ENSGALP00000009602
ENSTGUP00000007799	ENSGALP00000017758
ENSTGUP00000002002	ENSGALP00000000765
ENSTGUP00000003423	ENSGALP00000014105
ENSTGUP00000011040	ENSGALP00000035815
ENSTGUP00000006957	ENSGALP00000017250
ENSTGUP00000014338	ENSGALP00000040789
ENSTGUP00000018194	ENSGALP00000011785
ENSTGUP00000000994	ENSGALP00000000343
ENSTGUP00000000646	ENSGALP00000002124
ENSTGUP00000015549	ENSGALP00000042083
ENSTGUP00000003728	ENSGALP00000035143
ENSTGUP00000016332	ENSGALP00000015886
ENSTGUP00000005724	ENSGALP00000012463
ENSTGUP00000008818	ENSGALP00000012699
ENSTGUP00000005778	ENSGALP00000002808
ENSTGUP00000000366	ENSGALP00000010995
ENSTGUP00000003241	ENSGALP00000002263
ENSTGUP00000012961	ENSGALP00000026092
ENSTGUP00000004837	ENSGALP00000001286
ENSTGUP00000004384	ENSGALP00000028898
ENSTGUP00000012142	ENSGALP00000031109
ENSTGUP00000003405	ENSGALP00000042408
ENSTGUP00000013392	ENSGALP00000019567
ENSTGUP00000007318	ENSGALP00000039434
ENSTGUP00000000035	ENSGALP00000012311
ENSTGUP00000011357	ENSGALP00000014927
ENSTGUP00000017571	ENSGALP00000002763
ENSTGUP00000015692	ENSGALP00000025786
ENSTGUP00000000870	ENSGALP00000024381
ENSTGUP00000008242	ENSGALP00000010338
ENSTGUP00000012216	ENSGALP00000016124
ENSTGUP00000008988	ENSGALP00000017198
ENSTGUP00000010760	ENSGALP00000013905
ENSTGUP00000003399	ENSGALP00000022054
ENSTGUP00000006899	ENSGALP00000010482
ENSTGUP00000015044	ENSGALP00000042257
ENSTGUP00000010582	ENSGALP00000025068
ENSTGUP00000007394	ENSGALP00000001614
ENSTGUP00000004556	ENSGALP00000003413
ENSTGUP00000013728	ENSGALP00000023281
ENSTGUP00000013895	ENSGALP00000024818
ENSTGUP00000001283	ENSGALP00000013934
ENSTGUP00000015798	ENSGALP00000034535
ENSTGUP00000004771	ENSGALP00000003271
ENSTGUP00000002094	ENSGALP00000010211
ENSTGUP00000001095	ENSGALP00000001684
ENSTGUP00000017799	ENSGALP00000000995
ENSTGUP00000002004	ENSGALP00000005236
ENSTGUP00000013068	ENSGALP00000026006
ENSTGUP00000015254	ENSGALP00000040955
ENSTGUP00000002967	ENSGALP00000017958
ENSTGUP00000011497	ENSGALP00000015514
ENSTGUP00000012507	ENSGALP00000035695
ENSTGUP00000002557	ENSGALP00000041236
ENSTGUP00000003188	ENSGALP00000039006
ENSTGUP00000006143	ENSGALP00000026077
ENSTGUP00000009648	ENSGALP00000018851
ENSTGUP00000013270	ENSGALP00000026290
ENSTGUP00000005550	ENSGALP00000014726
ENSTGUP00000000853	ENSGALP00000022734
ENSTGUP00000002952	ENSGALP00000023773
ENSTGUP00000000279	ENSGALP00000012695
ENSTGUP00000006377	ENSGALP00000041777
ENSTGUP00000010315	ENSGALP00000027030
ENSTGUP00000010437	ENSGALP00000013689
ENSTGUP00000006582	ENSGALP00000041317
ENSTGUP00000006272	ENSGALP00000043171
ENSTGUP00000010604	ENSGALP00000018433
ENSTGUP00000006744	ENSGALP00000008988
ENSTGUP00000009170	ENSGALP00000012367
ENSTGUP00000013930	ENSGALP00000024939
ENSTGUP00000000380	ENSGALP00000040004
ENSTGUP00000006676	ENSGALP00000038129
ENSTGUP00000004338	ENSGALP00000003855
ENSTGUP00000006732	ENSGALP00000039705
ENSTGUP00000010691	ENSGALP00000013113
ENSTGUP00000001920	ENSGALP00000016140
ENSTGUP00000012199	ENSGALP00000020186
ENSTGUP00000012410	ENSGALP00000028616
ENSTGUP00000017543	ENSGALP00000038408
ENSTGUP00000006186	ENSGALP00000020714
ENSTGUP00000011465	ENSGALP00000015246
ENSTGUP00000008229	ENSGALP00000016629
ENSTGUP00000007560	ENSGALP00000026337
ENSTGUP00000002147	ENSGALP00000016536
ENSTGUP00000000187	ENSGALP00000011770
ENSTGUP00000012080	ENSGALP00000027534
ENSTGUP00000000047	ENSGALP00000039757
ENSTGUP00000017655	ENSGALP00000035370
ENSTGUP00000007973	ENSGALP00000009708
ENSTGUP00000000828	ENSGALP00000042553
ENSTGUP00000004673	ENSGALP00000024326
ENSTGUP00000013389	ENSGALP00000019425
ENSTGUP00000010510	ENSGALP00000017921
ENSTGUP00000008735	ENSGALP00000026764
ENSTGUP00000001747	ENSGALP00000018701
ENSTGUP00000005010	ENSGALP00000041663
ENSTGUP00000014998	ENSGALP00000003953
ENSTGUP00000009457	ENSGALP00000019122
ENSTGUP00000005878	ENSGALP00000018487
ENSTGUP00000011934	ENSGALP00000031127
ENSTGUP00000011409	ENSGALP00000015096
ENSTGUP00000009949	ENSGALP00000018405
ENSTGUP00000009014	ENSGALP00000011486
ENSTGUP00000003598	ENSGALP00000042867
ENSTGUP00000000691	ENSGALP00000023559
ENSTGUP00000011144	ENSGALP00000014420
ENSTGUP00000004169	ENSGALP00000017123
ENSTGUP00000001336	ENSGALP00000010462
ENSTGUP00000001587	ENSGALP00000019049
ENSTGUP00000011639	ENSGALP00000015213
ENSTGUP00000016369	ENSGALP00000017805
ENSTGUP00000010053	ENSGALP00000018228
ENSTGUP00000009396	ENSGALP00000011446
ENSTGUP00000009487	ENSGALP00000011610
ENSTGUP00000017007	ENSGALP00000005977
ENSTGUP00000009092	ENSGALP00000010994
ENSTGUP00000008241	ENSGALP00000016532
