ENSLOCP00000011371	ENSDARP00000122973
ENSLOCP00000006609	ENSDARP00000070437
ENSLOCP00000007633	ENSDARP00000058513
ENSLOCP00000007633	ENSDARP00000098418
ENSLOCP00000002749	ENSDARP00000025120
ENSLOCP00000007449	ENSDARP00000116922
ENSLOCP00000019935	ENSDARP00000094377
ENSLOCP00000011379	ENSDARP00000113955
ENSLOCP00000017777	ENSDARP00000003150
ENSLOCP00000007280	ENSDARP00000008085
ENSLOCP00000003880	ENSDARP00000046612
ENSLOCP00000018190	ENSDARP00000102140
ENSLOCP00000012033	ENSDARP00000098114
ENSLOCP00000000818	ENSDARP00000059885
ENSLOCP00000002181	ENSDARP00000048506
ENSLOCP00000018932	ENSDARP00000013329
ENSLOCP00000018932	ENSDARP00000106067
ENSLOCP00000015379	ENSDARP00000012255
ENSLOCP00000015379	ENSDARP00000087115
ENSLOCP00000020033	ENSDARP00000102127
ENSLOCP00000001598	ENSDARP00000070464
ENSLOCP00000007296	ENSDARP00000093348
ENSLOCP00000007296	ENSDARP00000051004
ENSLOCP00000010070	ENSDARP00000057304
ENSLOCP00000011440	ENSDARP00000057589
ENSLOCP00000014096	ENSDARP00000108943
ENSLOCP00000007824	ENSDARP00000093167
ENSLOCP00000014117	ENSDARP00000002460
ENSLOCP00000014107	ENSDARP00000051145
ENSLOCP00000002613	ENSDARP00000055349
ENSLOCP00000009922	ENSDARP00000085707
ENSLOCP00000004498	ENSDARP00000103082
ENSLOCP00000008216	ENSDARP00000117915
ENSLOCP00000008910	ENSDARP00000110688
ENSLOCP00000014035	ENSDARP00000073434
ENSLOCP00000002496	ENSDARP00000107971
ENSLOCP00000007723	ENSDARP00000101176
ENSLOCP00000007620	ENSDARP00000101258
ENSLOCP00000002225	ENSDARP00000085013
ENSLOCP00000009982	ENSDARP00000108491
ENSLOCP00000019193	ENSDARP00000063703
ENSLOCP00000016722	ENSDARP00000112846
ENSLOCP00000011965	ENSDARP00000048886
ENSLOCP00000011965	ENSDARP00000002532
ENSLOCP00000020080	ENSDARP00000014325
ENSLOCP00000005783	ENSDARP00000053403
ENSLOCP00000019185	ENSDARP00000091516
ENSLOCP00000012674	ENSDARP00000069657
ENSLOCP00000012674	ENSDARP00000123484
ENSLOCP00000005296	ENSDARP00000129096
ENSLOCP00000003287	ENSDARP00000033122
ENSLOCP00000018474	ENSDARP00000095533
ENSLOCP00000010604	ENSDARP00000069870
ENSLOCP00000003378	ENSDARP00000050176
ENSLOCP00000010054	ENSDARP00000105882
ENSLOCP00000019819	ENSDARP00000006228
ENSLOCP00000007257	ENSDARP00000014980
ENSLOCP00000007257	ENSDARP00000108067
ENSLOCP00000021652	ENSDARP00000065669
ENSLOCP00000022460	ENSDARP00000118761
ENSLOCP00000022460	ENSDARP00000129035
ENSLOCP00000021688	ENSDARP00000110712
ENSLOCP00000019618	ENSDARP00000111556
ENSLOCP00000019618	ENSDARP00000111169
ENSLOCP00000022091	ENSDARP00000123464
ENSLOCP00000004204	ENSDARP00000113432
ENSLOCP00000008543	ENSDARP00000121566
ENSLOCP00000011839	ENSDARP00000078258
ENSLOCP00000013145	ENSDARP00000093285
ENSLOCP00000013145	ENSDARP00000101777
ENSLOCP00000021590	ENSDARP00000099736
ENSLOCP00000008685	ENSDARP00000106854
ENSLOCP00000008726	ENSDARP00000112558
ENSLOCP00000004373	ENSDARP00000018055
ENSLOCP00000004373	ENSDARP00000117469
ENSLOCP00000008789	ENSDARP00000010335
ENSLOCP00000008789	ENSDARP00000100341
ENSLOCP00000010061	ENSDARP00000058495
ENSLOCP00000011092	ENSDARP00000128615
ENSLOCP00000021278	ENSDARP00000016314
ENSLOCP00000006993	ENSDARP00000121973
ENSLOCP00000017639	ENSDARP00000046688
ENSLOCP00000010884	ENSDARP00000067665
ENSLOCP00000010840	ENSDARP00000047070
ENSLOCP00000010840	ENSDARP00000098435
ENSLOCP00000012831	ENSDARP00000014840
ENSLOCP00000003355	ENSDARP00000042677
ENSLOCP00000021018	ENSDARP00000043315
ENSLOCP00000015252	ENSDARP00000064900
ENSLOCP00000011651	ENSDARP00000043161
ENSLOCP00000013287	ENSDARP00000123784
ENSLOCP00000008358	ENSDARP00000023124
ENSLOCP00000008358	ENSDARP00000019093
ENSLOCP00000014891	ENSDARP00000104305
ENSLOCP00000002608	ENSDARP00000099211
ENSLOCP00000006896	ENSDARP00000065555
ENSLOCP00000018708	ENSDARP00000098660
ENSLOCP00000006698	ENSDARP00000105864
ENSLOCP00000006698	ENSDARP00000079991
ENSLOCP00000001338	ENSDARP00000013812
ENSLOCP00000015784	ENSDARP00000102404
ENSLOCP00000009322	ENSDARP00000117778
ENSLOCP00000012690	ENSDARP00000061155
ENSLOCP00000012690	ENSDARP00000082723
ENSLOCP00000010217	ENSDARP00000089458
ENSLOCP00000015129	ENSDARP00000062698
ENSLOCP00000015216	ENSDARP00000065233
ENSLOCP00000017122	ENSDARP00000110875
ENSLOCP00000017122	ENSDARP00000052476
ENSLOCP00000010059	ENSDARP00000124944
ENSLOCP00000016032	ENSDARP00000100285
ENSLOCP00000004451	ENSDARP00000066702
ENSLOCP00000004451	ENSDARP00000104887
ENSLOCP00000003772	ENSDARP00000065852
ENSLOCP00000003772	ENSDARP00000066124
ENSLOCP00000006481	ENSDARP00000008564
ENSLOCP00000019551	ENSDARP00000061357
ENSLOCP00000014513	ENSDARP00000015825
ENSLOCP00000005710	ENSDARP00000005989
ENSLOCP00000004014	ENSDARP00000119398
ENSLOCP00000007253	ENSDARP00000105402
ENSLOCP00000019030	ENSDARP00000111705
ENSLOCP00000022199	ENSDARP00000056285
ENSLOCP00000021966	ENSDARP00000072101
ENSLOCP00000018347	ENSDARP00000120631
ENSLOCP00000018347	ENSDARP00000110058
ENSLOCP00000001627	ENSDARP00000068140
ENSLOCP00000014694	ENSDARP00000111440
ENSLOCP00000007157	ENSDARP00000102258
ENSLOCP00000021695	ENSDARP00000050618
ENSLOCP00000010525	ENSDARP00000024256
ENSLOCP00000017345	ENSDARP00000019940
ENSLOCP00000015305	ENSDARP00000113054
ENSLOCP00000016622	ENSDARP00000101191
ENSLOCP00000017587	ENSDARP00000036893
ENSLOCP00000007894	ENSDARP00000098560
ENSLOCP00000020501	ENSDARP00000011155
ENSLOCP00000008324	ENSDARP00000022486
ENSLOCP00000003311	ENSDARP00000106616
ENSLOCP00000010259	ENSDARP00000019087
ENSLOCP00000004705	ENSDARP00000107390
ENSLOCP00000008128	ENSDARP00000069275
ENSLOCP00000008481	ENSDARP00000065205
ENSLOCP00000013473	ENSDARP00000037121
ENSLOCP00000013473	ENSDARP00000080844
ENSLOCP00000001805	ENSDARP00000123093
ENSLOCP00000014068	ENSDARP00000000748
ENSLOCP00000012841	ENSDARP00000006873
ENSLOCP00000020186	ENSDARP00000098822
ENSLOCP00000010723	ENSDARP00000119169
ENSLOCP00000010751	ENSDARP00000057735
ENSLOCP00000013990	ENSDARP00000121323
ENSLOCP00000009672	ENSDARP00000114284
ENSLOCP00000009672	ENSDARP00000118698
ENSLOCP00000018788	ENSDARP00000120347
ENSLOCP00000021427	ENSDARP00000108405
ENSLOCP00000006662	ENSDARP00000101408
ENSLOCP00000006662	ENSDARP00000127739
ENSLOCP00000003566	ENSDARP00000124000
ENSLOCP00000021899	ENSDARP00000065118
ENSLOCP00000021512	ENSDARP00000126440
ENSLOCP00000006228	ENSDARP00000044370
ENSLOCP00000008781	ENSDARP00000101166
ENSLOCP00000005977	ENSDARP00000100378
ENSLOCP00000003646	ENSDARP00000129043
ENSLOCP00000010444	ENSDARP00000107840
ENSLOCP00000000240	ENSDARP00000105606
ENSLOCP00000018454	ENSDARP00000068009
ENSLOCP00000018454	ENSDARP00000107380
ENSLOCP00000006716	ENSDARP00000073110
ENSLOCP00000011321	ENSDARP00000073658
ENSLOCP00000005913	ENSDARP00000020000
ENSLOCP00000006333	ENSDARP00000007208
ENSLOCP00000003782	ENSDARP00000078769
ENSLOCP00000016038	ENSDARP00000101760
ENSLOCP00000011383	ENSDARP00000110955
ENSLOCP00000012784	ENSDARP00000043125
ENSLOCP00000007220	ENSDARP00000107242
ENSLOCP00000005472	ENSDARP00000106580
ENSLOCP00000005232	ENSDARP00000073959
ENSLOCP00000014168	ENSDARP00000007186
ENSLOCP00000000168	ENSDARP00000030718
ENSLOCP00000010130	ENSDARP00000023293
ENSLOCP00000010130	ENSDARP00000109007
ENSLOCP00000004123	ENSDARP00000074529
ENSLOCP00000004123	ENSDARP00000121140
ENSLOCP00000005379	ENSDARP00000091084
ENSLOCP00000009388	ENSDARP00000116091
ENSLOCP00000005993	ENSDARP00000013960
ENSLOCP00000009985	ENSDARP00000073468
ENSLOCP00000002485	ENSDARP00000005772
ENSLOCP00000010022	ENSDARP00000078285
ENSLOCP00000004068	ENSDARP00000053683
ENSLOCP00000018255	ENSDARP00000074907
ENSLOCP00000007915	ENSDARP00000073367
ENSLOCP00000010992	ENSDARP00000101307
ENSLOCP00000017760	ENSDARP00000099592
ENSLOCP00000004967	ENSDARP00000103890
ENSLOCP00000017392	ENSDARP00000066677
ENSLOCP00000018843	ENSDARP00000111926
ENSLOCP00000011195	ENSDARP00000056522
ENSLOCP00000011223	ENSDARP00000057637
ENSLOCP00000018674	ENSDARP00000112428
ENSLOCP00000003759	ENSDARP00000065850
ENSLOCP00000009105	ENSDARP00000122149
ENSLOCP00000002324	ENSDARP00000087565
ENSLOCP00000018143	ENSDARP00000002483
ENSLOCP00000013495	ENSDARP00000089645
ENSLOCP00000004282	ENSDARP00000026726
ENSLOCP00000004282	ENSDARP00000069945
ENSLOCP00000002233	ENSDARP00000110892
ENSLOCP00000021344	ENSDARP00000027703
ENSLOCP00000017437	ENSDARP00000089585
ENSLOCP00000007332	ENSDARP00000087966
ENSLOCP00000017678	ENSDARP00000090285
ENSLOCP00000006726	ENSDARP00000091415
ENSLOCP00000001637	ENSDARP00000093185
ENSLOCP00000003351	ENSDARP00000083017
ENSLOCP00000005108	ENSDARP00000123346
ENSLOCP00000005108	ENSDARP00000122328
ENSLOCP00000016692	ENSDARP00000098249
ENSLOCP00000011477	ENSDARP00000115648
ENSLOCP00000005346	ENSDARP00000082852
ENSLOCP00000015873	ENSDARP00000086017
ENSLOCP00000019684	ENSDARP00000086016
ENSLOCP00000020448	ENSDARP00000009248
ENSLOCP00000003567	ENSDARP00000103866
ENSLOCP00000003567	ENSDARP00000107114
ENSLOCP00000010718	ENSDARP00000087386
ENSLOCP00000018366	ENSDARP00000072649
ENSLOCP00000007180	ENSDARP00000119225
ENSLOCP00000002991	ENSDARP00000091347
ENSLOCP00000013425	ENSDARP00000120829
ENSLOCP00000010710	ENSDARP00000088115
ENSLOCP00000014830	ENSDARP00000064077
ENSLOCP00000007760	ENSDARP00000072426
ENSLOCP00000007760	ENSDARP00000024471
ENSLOCP00000009722	ENSDARP00000054597
ENSLOCP00000009722	ENSDARP00000068226
ENSLOCP00000002448	ENSDARP00000083002
ENSLOCP00000016103	ENSDARP00000108364
ENSLOCP00000004011	ENSDARP00000127790
ENSLOCP00000002374	ENSDARP00000051665
ENSLOCP00000001500	ENSDARP00000063550
ENSLOCP00000004242	ENSDARP00000109769
ENSLOCP00000004242	ENSDARP00000086614
ENSLOCP00000011089	ENSDARP00000104731
ENSLOCP00000016565	ENSDARP00000008977
ENSLOCP00000016565	ENSDARP00000103131
ENSLOCP00000013304	ENSDARP00000114731
ENSLOCP00000017846	ENSDARP00000040170
ENSLOCP00000015703	ENSDARP00000087834
ENSLOCP00000006398	ENSDARP00000065858
ENSLOCP00000007534	ENSDARP00000078136
ENSLOCP00000003529	ENSDARP00000045176
ENSLOCP00000016401	ENSDARP00000055472
ENSLOCP00000016401	ENSDARP00000007188
ENSLOCP00000007057	ENSDARP00000122058
ENSLOCP00000007057	ENSDARP00000055170
ENSLOCP00000013945	ENSDARP00000012720
ENSLOCP00000009233	ENSDARP00000121375
ENSLOCP00000009233	ENSDARP00000102138
ENSLOCP00000014210	ENSDARP00000011428
ENSLOCP00000018245	ENSDARP00000067931
ENSLOCP00000006490	ENSDARP00000028641
ENSLOCP00000006490	ENSDARP00000010419
ENSLOCP00000004841	ENSDARP00000107433
ENSLOCP00000005570	ENSDARP00000004932
ENSLOCP00000005570	ENSDARP00000018197
ENSLOCP00000011600	ENSDARP00000061954
ENSLOCP00000002447	ENSDARP00000102663
ENSLOCP00000017668	ENSDARP00000093820
ENSLOCP00000004148	ENSDARP00000125623
ENSLOCP00000016582	ENSDARP00000059319
ENSLOCP00000018694	ENSDARP00000020283
ENSLOCP00000017826	ENSDARP00000077543
ENSLOCP00000018478	ENSDARP00000085982
ENSLOCP00000020976	ENSDARP00000011866
ENSLOCP00000020203	ENSDARP00000019419
ENSLOCP00000014207	ENSDARP00000103928
ENSLOCP00000020679	ENSDARP00000093469
ENSLOCP00000012005	ENSDARP00000091500
ENSLOCP00000003330	ENSDARP00000098790
ENSLOCP00000002611	ENSDARP00000058551
ENSLOCP00000002611	ENSDARP00000043822
ENSLOCP00000001895	ENSDARP00000099232
ENSLOCP00000018089	ENSDARP00000115356
ENSLOCP00000021223	ENSDARP00000055323
ENSLOCP00000005462	ENSDARP00000093139
ENSLOCP00000019143	ENSDARP00000112921
ENSLOCP00000002743	ENSDARP00000094806
ENSLOCP00000017875	ENSDARP00000010745
ENSLOCP00000018765	ENSDARP00000069762
ENSLOCP00000016689	ENSDARP00000088594
ENSLOCP00000016689	ENSDARP00000083835
ENSLOCP00000009744	ENSDARP00000013993
ENSLOCP00000009744	ENSDARP00000062873
ENSLOCP00000010411	ENSDARP00000003281
ENSLOCP00000010411	ENSDARP00000115804
ENSLOCP00000007095	ENSDARP00000069637
ENSLOCP00000005092	ENSDARP00000114446
ENSLOCP00000004760	ENSDARP00000019575
ENSLOCP00000004760	ENSDARP00000006495
ENSLOCP00000009579	ENSDARP00000052520
ENSLOCP00000002781	ENSDARP00000101834
ENSLOCP00000002781	ENSDARP00000098057
ENSLOCP00000009822	ENSDARP00000067888
ENSLOCP00000004134	ENSDARP00000093770
ENSLOCP00000004134	ENSDARP00000084749
ENSLOCP00000017556	ENSDARP00000079474
ENSLOCP00000007716	ENSDARP00000056962
ENSLOCP00000007716	ENSDARP00000110937
ENSLOCP00000011977	ENSDARP00000015367
ENSLOCP00000020822	ENSDARP00000119606
ENSLOCP00000004543	ENSDARP00000118392
ENSLOCP00000004543	ENSDARP00000118182
ENSLOCP00000018646	ENSDARP00000094246
ENSLOCP00000008045	ENSDARP00000088317
ENSLOCP00000002797	ENSDARP00000095133
ENSLOCP00000018336	ENSDARP00000031559
ENSLOCP00000011743	ENSDARP00000061852
ENSLOCP00000017324	ENSDARP00000091884
ENSLOCP00000004852	ENSDARP00000038591
ENSLOCP00000004852	ENSDARP00000101636
ENSLOCP00000014296	ENSDARP00000040954
ENSLOCP00000014267	ENSDARP00000105896
ENSLOCP00000014267	ENSDARP00000078311
ENSLOCP00000017734	ENSDARP00000059139
ENSLOCP00000019056	ENSDARP00000112717
ENSLOCP00000007552	ENSDARP00000093754
ENSLOCP00000002901	ENSDARP00000098505
ENSLOCP00000008912	ENSDARP00000100165
ENSLOCP00000016143	ENSDARP00000074395
ENSLOCP00000011268	ENSDARP00000083566
ENSLOCP00000014255	ENSDARP00000107838
ENSLOCP00000015416	ENSDARP00000101331
ENSLOCP00000012702	ENSDARP00000004018
ENSLOCP00000014402	ENSDARP00000024532
ENSLOCP00000014402	ENSDARP00000106658
ENSLOCP00000010755	ENSDARP00000118126
ENSLOCP00000017072	ENSDARP00000085288
ENSLOCP00000010301	ENSDARP00000129223
ENSLOCP00000004403	ENSDARP00000098193
ENSLOCP00000016384	ENSDARP00000093977
ENSLOCP00000016384	ENSDARP00000021648
ENSLOCP00000005426	ENSDARP00000072241
ENSLOCP00000019211	ENSDARP00000014581
ENSLOCP00000007969	ENSDARP00000085966
ENSLOCP00000007969	ENSDARP00000078148
ENSLOCP00000012283	ENSDARP00000117099
ENSLOCP00000012283	ENSDARP00000108440
ENSLOCP00000014935	ENSDARP00000089604
ENSLOCP00000014935	ENSDARP00000121254
ENSLOCP00000016441	ENSDARP00000073910
ENSLOCP00000003103	ENSDARP00000114025
ENSLOCP00000003263	ENSDARP00000115419
ENSLOCP00000005785	ENSDARP00000058369
ENSLOCP00000005791	ENSDARP00000020458
ENSLOCP00000002966	ENSDARP00000109736
ENSLOCP00000013149	ENSDARP00000093662
ENSLOCP00000004702	ENSDARP00000087219
ENSLOCP00000017049	ENSDARP00000049719
ENSLOCP00000008084	ENSDARP00000109027
ENSLOCP00000004920	ENSDARP00000032448
ENSLOCP00000017629	ENSDARP00000117843
ENSLOCP00000017316	ENSDARP00000090977
ENSLOCP00000019381	ENSDARP00000001051
ENSLOCP00000002321	ENSDARP00000054006
ENSLOCP00000002321	ENSDARP00000115491
ENSLOCP00000011384	ENSDARP00000037339
ENSLOCP00000011921	ENSDARP00000092724
ENSLOCP00000013274	ENSDARP00000121626
ENSLOCP00000015509	ENSDARP00000057866
ENSLOCP00000000745	ENSDARP00000036949
ENSLOCP00000007657	ENSDARP00000070580
ENSLOCP00000019895	ENSDARP00000129510
ENSLOCP00000004097	ENSDARP00000047895
ENSLOCP00000004097	ENSDARP00000120021
ENSLOCP00000002772	ENSDARP00000091395
ENSLOCP00000001134	ENSDARP00000098890
ENSLOCP00000011424	ENSDARP00000074512
ENSLOCP00000011424	ENSDARP00000121706
ENSLOCP00000000611	ENSDARP00000085674
ENSLOCP00000000611	ENSDARP00000087041
ENSLOCP00000007064	ENSDARP00000078889
ENSLOCP00000007064	ENSDARP00000102277
ENSLOCP00000015542	ENSDARP00000086172
ENSLOCP00000013294	ENSDARP00000116599
ENSLOCP00000015277	ENSDARP00000098718
ENSLOCP00000000813	ENSDARP00000106714
ENSLOCP00000009666	ENSDARP00000114663
ENSLOCP00000008113	ENSDARP00000125954
ENSLOCP00000017376	ENSDARP00000114939
ENSLOCP00000018940	ENSDARP00000091972
ENSLOCP00000017609	ENSDARP00000098087
ENSLOCP00000013227	ENSDARP00000115423
ENSLOCP00000009084	ENSDARP00000103321
ENSLOCP00000014125	ENSDARP00000077321
ENSLOCP00000001838	ENSDARP00000094372
ENSLOCP00000018682	ENSDARP00000064026
ENSLOCP00000002962	ENSDARP00000071771
ENSLOCP00000006493	ENSDARP00000013509
ENSLOCP00000003146	ENSDARP00000105125
ENSLOCP00000010450	ENSDARP00000038588
ENSLOCP00000006384	ENSDARP00000092401
ENSLOCP00000006572	ENSDARP00000090736
ENSLOCP00000016723	ENSDARP00000066758
ENSLOCP00000004098	ENSDARP00000090595
ENSLOCP00000001908	ENSDARP00000123832
ENSLOCP00000001908	ENSDARP00000071871
ENSLOCP00000002105	ENSDARP00000014968
ENSLOCP00000003347	ENSDARP00000060416
ENSLOCP00000020568	ENSDARP00000127594
ENSLOCP00000002087	ENSDARP00000015430
ENSLOCP00000002087	ENSDARP00000110197
ENSLOCP00000009151	ENSDARP00000022009
ENSLOCP00000016453	ENSDARP00000012861
ENSLOCP00000016453	ENSDARP00000042188
ENSLOCP00000013460	ENSDARP00000071589
ENSLOCP00000002117	ENSDARP00000021993
ENSLOCP00000017197	ENSDARP00000045582
ENSLOCP00000020329	ENSDARP00000109572
ENSLOCP00000008708	ENSDARP00000102789
ENSLOCP00000002012	ENSDARP00000000004
ENSLOCP00000022407	ENSDARP00000084629
ENSLOCP00000017946	ENSDARP00000076420
ENSLOCP00000020924	ENSDARP00000058776
ENSLOCP00000019441	ENSDARP00000031200
ENSLOCP00000008031	ENSDARP00000040700
ENSLOCP00000008031	ENSDARP00000089186
ENSLOCP00000008516	ENSDARP00000045244
ENSLOCP00000011043	ENSDARP00000118972
ENSLOCP00000020169	ENSDARP00000117791
ENSLOCP00000000807	ENSDARP00000007990
ENSLOCP00000016251	ENSDARP00000076787
ENSLOCP00000008421	ENSDARP00000123798
ENSLOCP00000020167	ENSDARP00000028710
ENSLOCP00000012295	ENSDARP00000126878
ENSLOCP00000012285	ENSDARP00000102873
ENSLOCP00000012285	ENSDARP00000072256
ENSLOCP00000005140	ENSDARP00000026757
ENSLOCP00000013816	ENSDARP00000128498
ENSLOCP00000005188	ENSDARP00000026964
ENSLOCP00000005188	ENSDARP00000034007
ENSLOCP00000001079	ENSDARP00000122574
ENSLOCP00000011684	ENSDARP00000037261
ENSLOCP00000013449	ENSDARP00000023050
ENSLOCP00000006181	ENSDARP00000084260
ENSLOCP00000003148	ENSDARP00000021474
ENSLOCP00000015612	ENSDARP00000095224
ENSLOCP00000001086	ENSDARP00000093602
ENSLOCP00000009464	ENSDARP00000075077
ENSLOCP00000006489	ENSDARP00000073773
ENSLOCP00000021150	ENSDARP00000106248
ENSLOCP00000012853	ENSDARP00000025140
ENSLOCP00000021032	ENSDARP00000043482
ENSLOCP00000003947	ENSDARP00000070982
ENSLOCP00000006065	ENSDARP00000111684
ENSLOCP00000006858	ENSDARP00000103254
ENSLOCP00000017921	ENSDARP00000127668
ENSLOCP00000004308	ENSDARP00000126061
ENSLOCP00000016541	ENSDARP00000026697
ENSLOCP00000009616	ENSDARP00000106114
ENSLOCP00000009019	ENSDARP00000118737
ENSLOCP00000012860	ENSDARP00000113588
ENSLOCP00000010343	ENSDARP00000101878
ENSLOCP00000016194	ENSDARP00000104442
ENSLOCP00000005080	ENSDARP00000046879
ENSLOCP00000001316	ENSDARP00000089275
ENSLOCP00000017290	ENSDARP00000119770
ENSLOCP00000017290	ENSDARP00000073770
ENSLOCP00000017420	ENSDARP00000071970
ENSLOCP00000001959	ENSDARP00000095300
ENSLOCP00000001998	ENSDARP00000095301
ENSLOCP00000004985	ENSDARP00000016158
ENSLOCP00000010504	ENSDARP00000101294
ENSLOCP00000010504	ENSDARP00000127688
ENSLOCP00000010342	ENSDARP00000050444
ENSLOCP00000010342	ENSDARP00000101218
ENSLOCP00000001425	ENSDARP00000101787
ENSLOCP00000013636	ENSDARP00000115995
ENSLOCP00000005391	ENSDARP00000112273
ENSLOCP00000006030	ENSDARP00000125027
ENSLOCP00000014006	ENSDARP00000121946
ENSLOCP00000012734	ENSDARP00000034778
ENSLOCP00000014091	ENSDARP00000121883
ENSLOCP00000009948	ENSDARP00000093333
ENSLOCP00000015009	ENSDARP00000103599
ENSLOCP00000014553	ENSDARP00000022906
ENSLOCP00000011391	ENSDARP00000119224
ENSLOCP00000007003	ENSDARP00000107220
ENSLOCP00000012228	ENSDARP00000015325
ENSLOCP00000018388	ENSDARP00000109921
ENSLOCP00000008280	ENSDARP00000062854
ENSLOCP00000011630	ENSDARP00000054459
ENSLOCP00000002843	ENSDARP00000103913
ENSLOCP00000005427	ENSDARP00000029174
ENSLOCP00000005427	ENSDARP00000121364
ENSLOCP00000002815	ENSDARP00000021118
ENSLOCP00000002815	ENSDARP00000111994
ENSLOCP00000016440	ENSDARP00000006762
ENSLOCP00000010439	ENSDARP00000019930
ENSLOCP00000014368	ENSDARP00000107477
ENSLOCP00000014368	ENSDARP00000122330
ENSLOCP00000000944	ENSDARP00000129430
ENSLOCP00000000944	ENSDARP00000106814
ENSLOCP00000010993	ENSDARP00000056638
ENSLOCP00000007490	ENSDARP00000057621
ENSLOCP00000010438	ENSDARP00000028496
ENSLOCP00000000284	ENSDARP00000120035
ENSLOCP00000019916	ENSDARP00000019194
ENSLOCP00000008670	ENSDARP00000003738
ENSLOCP00000016820	ENSDARP00000120742
ENSLOCP00000008952	ENSDARP00000032456
ENSLOCP00000011725	ENSDARP00000094621
ENSLOCP00000018155	ENSDARP00000037871
ENSLOCP00000018155	ENSDARP00000059365
ENSLOCP00000012115	ENSDARP00000015917
ENSLOCP00000012115	ENSDARP00000024900
ENSLOCP00000018551	ENSDARP00000011271
ENSLOCP00000001788	ENSDARP00000108842
ENSLOCP00000010951	ENSDARP00000085223
ENSLOCP00000010951	ENSDARP00000113546
ENSLOCP00000005139	ENSDARP00000099657
ENSLOCP00000007013	ENSDARP00000053595
ENSLOCP00000018399	ENSDARP00000010772
ENSLOCP00000017561	ENSDARP00000031172
ENSLOCP00000017561	ENSDARP00000058935
ENSLOCP00000007882	ENSDARP00000105358
ENSLOCP00000019112	ENSDARP00000096745
ENSLOCP00000017559	ENSDARP00000099574
ENSLOCP00000020552	ENSDARP00000048022
ENSLOCP00000020552	ENSDARP00000006267
ENSLOCP00000017476	ENSDARP00000066453
ENSLOCP00000017476	ENSDARP00000001281
ENSLOCP00000020782	ENSDARP00000115425
ENSLOCP00000020782	ENSDARP00000113191
ENSLOCP00000010907	ENSDARP00000121393
ENSLOCP00000009708	ENSDARP00000106817
ENSLOCP00000009331	ENSDARP00000103186
ENSLOCP00000015035	ENSDARP00000099464
ENSLOCP00000011051	ENSDARP00000122775
ENSLOCP00000014798	ENSDARP00000127267
ENSLOCP00000020362	ENSDARP00000093281
ENSLOCP00000020362	ENSDARP00000127821
ENSLOCP00000021272	ENSDARP00000119878
ENSLOCP00000013196	ENSDARP00000116232
ENSLOCP00000006991	ENSDARP00000011444
ENSLOCP00000016583	ENSDARP00000053075
ENSLOCP00000016348	ENSDARP00000011292
ENSLOCP00000004572	ENSDARP00000094733
ENSLOCP00000012068	ENSDARP00000108265
ENSLOCP00000018138	ENSDARP00000048182
ENSLOCP00000018138	ENSDARP00000012201
ENSLOCP00000005599	ENSDARP00000090967
ENSLOCP00000005599	ENSDARP00000123512
ENSLOCP00000010475	ENSDARP00000060531
ENSLOCP00000002644	ENSDARP00000109996
ENSLOCP00000007978	ENSDARP00000058554
ENSLOCP00000007978	ENSDARP00000128116
ENSLOCP00000001889	ENSDARP00000039450
ENSLOCP00000007126	ENSDARP00000005530
ENSLOCP00000018900	ENSDARP00000074492
ENSLOCP00000012906	ENSDARP00000068605
ENSLOCP00000012567	ENSDARP00000103047
ENSLOCP00000012567	ENSDARP00000115087
ENSLOCP00000020306	ENSDARP00000107565
ENSLOCP00000019769	ENSDARP00000091217
ENSLOCP00000013563	ENSDARP00000089063
ENSLOCP00000012411	ENSDARP00000084834
ENSLOCP00000012433	ENSDARP00000084550
ENSLOCP00000020230	ENSDARP00000072130
ENSLOCP00000020230	ENSDARP00000095128
ENSLOCP00000019139	ENSDARP00000119407
ENSLOCP00000019139	ENSDARP00000127908
ENSLOCP00000017133	ENSDARP00000087158
ENSLOCP00000014803	ENSDARP00000109303
ENSLOCP00000019635	ENSDARP00000124236
ENSLOCP00000019635	ENSDARP00000106093
