ENSGALP00000006197	ENSACAP00000005936
ENSGALP00000002102	ENSACAP00000004402
ENSGALP00000009912	ENSACAP00000016922
ENSGALP00000012993	ENSACAP00000006419
ENSGALP00000033231	ENSACAP00000008402
ENSGALP00000019667	ENSACAP00000007282
ENSGALP00000027070	ENSACAP00000010275
ENSGALP00000036774	ENSACAP00000003460
ENSGALP00000028232	ENSACAP00000020676
ENSGALP00000005132	ENSACAP00000005918
ENSGALP00000006532	ENSACAP00000013459
ENSGALP00000010583	ENSACAP00000008890
ENSGALP00000004578	ENSACAP00000010473
ENSGALP00000043277	ENSACAP00000005023
ENSGALP00000034605	ENSACAP00000016397
ENSGALP00000020510	ENSACAP00000002138
ENSGALP00000007047	ENSACAP00000006753
ENSGALP00000014260	ENSACAP00000001891
ENSGALP00000002190	ENSACAP00000002637
ENSGALP00000013294	ENSACAP00000004576
ENSGALP00000002380	ENSACAP00000006956
ENSGALP00000020754	ENSACAP00000016035
ENSGALP00000024086	ENSACAP00000012239
ENSGALP00000015963	ENSACAP00000022406
ENSGALP00000019298	ENSACAP00000015850
ENSGALP00000018352	ENSACAP00000000098
ENSGALP00000013883	ENSACAP00000005328
ENSGALP00000017157	ENSACAP00000007568
ENSGALP00000019672	ENSACAP00000009697
ENSGALP00000018684	ENSACAP00000014333
ENSGALP00000016641	ENSACAP00000006761
ENSGALP00000010319	ENSACAP00000000069
ENSGALP00000004476	ENSACAP00000011496
ENSGALP00000039313	ENSACAP00000002360
ENSGALP00000013470	ENSACAP00000011764
ENSGALP00000020073	ENSACAP00000015166
ENSGALP00000021645	ENSACAP00000005420
ENSGALP00000027832	ENSACAP00000001354
ENSGALP00000011511	ENSACAP00000009596
ENSGALP00000038293	ENSACAP00000003677
ENSGALP00000004355	ENSACAP00000004990
ENSGALP00000024537	ENSACAP00000010477
ENSGALP00000007090	ENSACAP00000010901
ENSGALP00000008508	ENSACAP00000004163
ENSGALP00000000945	ENSACAP00000003541
ENSGALP00000020619	ENSACAP00000001030
ENSGALP00000012917	ENSACAP00000012873
ENSGALP00000005357	ENSACAP00000009688
ENSGALP00000027233	ENSACAP00000016226
ENSGALP00000009728	ENSACAP00000009314
ENSGALP00000009265	ENSACAP00000001074
ENSGALP00000006511	ENSACAP00000011982
ENSGALP00000022208	ENSACAP00000005063
ENSGALP00000002095	ENSACAP00000014875
ENSGALP00000009365	ENSACAP00000021025
ENSGALP00000000595	ENSACAP00000011452
ENSGALP00000016137	ENSACAP00000014831
ENSGALP00000026659	ENSACAP00000016769
ENSGALP00000018274	ENSACAP00000022711
ENSGALP00000010236	ENSACAP00000001127
ENSGALP00000031875	ENSACAP00000013194
ENSGALP00000043043	ENSACAP00000011919
ENSGALP00000023865	ENSACAP00000016452
ENSGALP00000017275	ENSACAP00000008110
ENSGALP00000033266	ENSACAP00000000313
ENSGALP00000011874	ENSACAP00000007345
ENSGALP00000018837	ENSACAP00000012660
ENSGALP00000009617	ENSACAP00000016181
ENSGALP00000014547	ENSACAP00000015873
ENSGALP00000041518	ENSACAP00000017024
ENSGALP00000041263	ENSACAP00000014873
ENSGALP00000012335	ENSACAP00000019224
ENSGALP00000023648	ENSACAP00000002634
ENSGALP00000015378	ENSACAP00000015331
ENSGALP00000004458	ENSACAP00000014510
ENSGALP00000033003	ENSACAP00000010493
ENSGALP00000041010	ENSACAP00000008731
ENSGALP00000016147	ENSACAP00000004991
ENSGALP00000008060	ENSACAP00000008638
ENSGALP00000005756	ENSACAP00000012299
ENSGALP00000002077	ENSACAP00000014857
ENSGALP00000023538	ENSACAP00000002580
ENSGALP00000009752	ENSACAP00000016562
ENSGALP00000041260	ENSACAP00000016745
ENSGALP00000020874	ENSACAP00000017382
ENSGALP00000005156	ENSACAP00000012459
ENSGALP00000023265	ENSACAP00000006541
ENSGALP00000008830	ENSACAP00000002765
ENSGALP00000034600	ENSACAP00000004912
ENSGALP00000024275	ENSACAP00000004525
ENSGALP00000001806	ENSACAP00000023387
ENSGALP00000036114	ENSACAP00000003480
ENSGALP00000015412	ENSACAP00000015035
ENSGALP00000042598	ENSACAP00000010949
ENSGALP00000028780	ENSACAP00000007683
ENSGALP00000041027	ENSACAP00000005327
ENSGALP00000015296	ENSACAP00000019022
ENSGALP00000025887	ENSACAP00000007878
ENSGALP00000015211	ENSACAP00000016618
ENSGALP00000005157	ENSACAP00000014723
ENSGALP00000038512	ENSACAP00000022465
ENSGALP00000004240	ENSACAP00000014143
ENSGALP00000021351	ENSACAP00000014223
ENSGALP00000027228	ENSACAP00000016319
ENSGALP00000019052	ENSACAP00000004859
ENSGALP00000024751	ENSACAP00000007835
ENSGALP00000010887	ENSACAP00000003381
ENSGALP00000009030	ENSACAP00000014235
ENSGALP00000001319	ENSACAP00000002316
ENSGALP00000024840	ENSACAP00000013969
ENSGALP00000009095	ENSACAP00000013882
ENSGALP00000041662	ENSACAP00000000312
ENSGALP00000014300	ENSACAP00000007273
ENSGALP00000003552	ENSACAP00000009601
ENSGALP00000027704	ENSACAP00000012181
ENSGALP00000022752	ENSACAP00000005938
ENSGALP00000021484	ENSACAP00000017152
ENSGALP00000013422	ENSACAP00000014045
ENSGALP00000016701	ENSACAP00000003095
ENSGALP00000003806	ENSACAP00000006802
ENSGALP00000015101	ENSACAP00000015816
ENSGALP00000032098	ENSACAP00000017537
ENSGALP00000024194	ENSACAP00000000255
ENSGALP00000008116	ENSACAP00000000582
ENSGALP00000020572	ENSACAP00000012890
ENSGALP00000016460	ENSACAP00000015220
ENSGALP00000002185	ENSACAP00000017475
ENSGALP00000033890	ENSACAP00000019058
ENSGALP00000018497	ENSACAP00000004143
ENSGALP00000021275	ENSACAP00000010100
ENSGALP00000034026	ENSACAP00000015552
ENSGALP00000013280	ENSACAP00000016309
ENSGALP00000003187	ENSACAP00000011014
ENSGALP00000023563	ENSACAP00000000116
ENSGALP00000012127	ENSACAP00000015561
ENSGALP00000042990	ENSACAP00000011700
ENSGALP00000041233	ENSACAP00000020950
ENSGALP00000026284	ENSACAP00000007054
ENSGALP00000021580	ENSACAP00000015656
ENSGALP00000015774	ENSACAP00000013895
ENSGALP00000004425	ENSACAP00000013368
ENSGALP00000016118	ENSACAP00000014395
ENSGALP00000003489	ENSACAP00000008480
ENSGALP00000023430	ENSACAP00000005359
ENSGALP00000024472	ENSACAP00000010049
ENSGALP00000008551	ENSACAP00000003607
ENSGALP00000025442	ENSACAP00000014838
ENSGALP00000014665	ENSACAP00000006929
ENSGALP00000032950	ENSACAP00000000627
ENSGALP00000023298	ENSACAP00000006051
ENSGALP00000027168	ENSACAP00000006030
ENSGALP00000017323	ENSACAP00000006812
ENSGALP00000026865	ENSACAP00000005200
ENSGALP00000003759	ENSACAP00000017085
ENSGALP00000012451	ENSACAP00000015839
ENSGALP00000030899	ENSACAP00000020539
ENSGALP00000027185	ENSACAP00000002652
ENSGALP00000027192	ENSACAP00000002871
ENSGALP00000032767	ENSACAP00000009535
ENSGALP00000020014	ENSACAP00000001235
ENSGALP00000039229	ENSACAP00000003190
ENSGALP00000020164	ENSACAP00000000677
ENSGALP00000017421	ENSACAP00000013157
ENSGALP00000043075	ENSACAP00000010105
ENSGALP00000011808	ENSACAP00000000539
ENSGALP00000036750	ENSACAP00000013484
ENSGALP00000041385	ENSACAP00000017612
ENSGALP00000023347	ENSACAP00000005762
ENSGALP00000012489	ENSACAP00000019783
ENSGALP00000030742	ENSACAP00000005230
ENSGALP00000040523	ENSACAP00000021260
ENSGALP00000020886	ENSACAP00000013329
ENSGALP00000003066	ENSACAP00000002604
ENSGALP00000009567	ENSACAP00000009851
ENSGALP00000009239	ENSACAP00000005440
ENSGALP00000035646	ENSACAP00000012475
ENSGALP00000038337	ENSACAP00000011315
ENSGALP00000040858	ENSACAP00000009206
ENSGALP00000007307	ENSACAP00000002273
ENSGALP00000002789	ENSACAP00000014984
ENSGALP00000012206	ENSACAP00000002857
ENSGALP00000000266	ENSACAP00000012792
ENSGALP00000013802	ENSACAP00000009605
ENSGALP00000042085	ENSACAP00000009365
ENSGALP00000043074	ENSACAP00000014125
ENSGALP00000010287	ENSACAP00000000371
ENSGALP00000016966	ENSACAP00000007343
ENSGALP00000016960	ENSACAP00000007351
ENSGALP00000041993	ENSACAP00000003073
ENSGALP00000029287	ENSACAP00000015084
ENSGALP00000014974	ENSACAP00000015690
ENSGALP00000030515	ENSACAP00000014625
ENSGALP00000001587	ENSACAP00000009415
ENSGALP00000010584	ENSACAP00000003305
ENSGALP00000010490	ENSACAP00000003382
ENSGALP00000017711	ENSACAP00000011236
ENSGALP00000041184	ENSACAP00000013950
ENSGALP00000042248	ENSACAP00000006904
ENSGALP00000012845	ENSACAP00000010678
ENSGALP00000012607	ENSACAP00000013644
ENSGALP00000019761	ENSACAP00000002453
ENSGALP00000041400	ENSACAP00000013962
ENSGALP00000018106	ENSACAP00000011639
ENSGALP00000014078	ENSACAP00000014150
ENSGALP00000018627	ENSACAP00000001501
ENSGALP00000016042	ENSACAP00000003435
ENSGALP00000003737	ENSACAP00000013953
ENSGALP00000023398	ENSACAP00000005451
ENSGALP00000015047	ENSACAP00000009946
ENSGALP00000013585	ENSACAP00000004888
ENSGALP00000032149	ENSACAP00000010729
ENSGALP00000042206	ENSACAP00000014643
ENSGALP00000024947	ENSACAP00000013385
ENSGALP00000010537	ENSACAP00000004818
ENSGALP00000023468	ENSACAP00000001155
ENSGALP00000007035	ENSACAP00000012306
ENSGALP00000002580	ENSACAP00000016795
ENSGALP00000041725	ENSACAP00000002704
ENSGALP00000022809	ENSACAP00000016876
ENSGALP00000013815	ENSACAP00000012919
ENSGALP00000041968	ENSACAP00000006966
ENSGALP00000026423	ENSACAP00000002265
ENSGALP00000020661	ENSACAP00000003075
ENSGALP00000018654	ENSACAP00000002860
ENSGALP00000023450	ENSACAP00000007089
ENSGALP00000019967	ENSACAP00000014133
ENSGALP00000006571	ENSACAP00000018784
ENSGALP00000014576	ENSACAP00000009716
ENSGALP00000043110	ENSACAP00000012917
ENSGALP00000026552	ENSACAP00000019304
ENSGALP00000027645	ENSACAP00000001567
ENSGALP00000007837	ENSACAP00000014033
ENSGALP00000026729	ENSACAP00000001539
ENSGALP00000002881	ENSACAP00000008087
ENSGALP00000021811	ENSACAP00000008472
ENSGALP00000002611	ENSACAP00000001783
ENSGALP00000018643	ENSACAP00000000378
ENSGALP00000018636	ENSACAP00000023006
ENSGALP00000008916	ENSACAP00000005311
ENSGALP00000008910	ENSACAP00000002743
ENSGALP00000024479	ENSACAP00000005250
ENSGALP00000007510	ENSACAP00000022891
ENSGALP00000011814	ENSACAP00000003561
ENSGALP00000039779	ENSACAP00000008653
ENSGALP00000015909	ENSACAP00000002126
ENSGALP00000030045	ENSACAP00000001336
ENSGALP00000038439	ENSACAP00000022923
ENSGALP00000041219	ENSACAP00000021854
ENSGALP00000018350	ENSACAP00000012025
ENSGALP00000005686	ENSACAP00000010176
ENSGALP00000041478	ENSACAP00000011322
ENSGALP00000013016	ENSACAP00000006549
ENSGALP00000009374	ENSACAP00000010660
ENSGALP00000004286	ENSACAP00000001718
ENSGALP00000024716	ENSACAP00000011827
ENSGALP00000023702	ENSACAP00000009266
ENSGALP00000016453	ENSACAP00000015367
ENSGALP00000016553	ENSACAP00000011365
ENSGALP00000022167	ENSACAP00000005331
ENSGALP00000030451	ENSACAP00000022818
ENSGALP00000005923	ENSACAP00000014114
ENSGALP00000012696	ENSACAP00000012498
ENSGALP00000031347	ENSACAP00000004997
ENSGALP00000019105	ENSACAP00000000388
ENSGALP00000037486	ENSACAP00000005034
ENSGALP00000042930	ENSACAP00000003183
ENSGALP00000032335	ENSACAP00000001338
ENSGALP00000006372	ENSACAP00000010596
ENSGALP00000024674	ENSACAP00000002042
ENSGALP00000042154	ENSACAP00000015020
ENSGALP00000024331	ENSACAP00000001136
ENSGALP00000001085	ENSACAP00000017381
ENSGALP00000033875	ENSACAP00000000252
ENSGALP00000007961	ENSACAP00000008027
ENSGALP00000015935	ENSACAP00000022119
ENSGALP00000016790	ENSACAP00000016694
ENSGALP00000037040	ENSACAP00000000233
ENSGALP00000019067	ENSACAP00000004917
ENSGALP00000008475	ENSACAP00000004134
ENSGALP00000022816	ENSACAP00000012400
ENSGALP00000017475	ENSACAP00000018100
ENSGALP00000025497	ENSACAP00000003882
ENSGALP00000041217	ENSACAP00000008764
ENSGALP00000034742	ENSACAP00000016324
ENSGALP00000024295	ENSACAP00000017420
ENSGALP00000031533	ENSACAP00000007717
ENSGALP00000042105	ENSACAP00000006064
ENSGALP00000018461	ENSACAP00000008247
ENSGALP00000021578	ENSACAP00000015591
ENSGALP00000015748	ENSACAP00000018954
ENSGALP00000042533	ENSACAP00000021162
ENSGALP00000042025	ENSACAP00000006109
ENSGALP00000039504	ENSACAP00000002953
ENSGALP00000039979	ENSACAP00000014226
ENSGALP00000020270	ENSACAP00000015357
ENSGALP00000033602	ENSACAP00000001190
ENSGALP00000025669	ENSACAP00000008301
ENSGALP00000002513	ENSACAP00000013809
ENSGALP00000014482	ENSACAP00000010139
ENSGALP00000009075	ENSACAP00000008145
ENSGALP00000039649	ENSACAP00000014810
ENSGALP00000040341	ENSACAP00000001031
ENSGALP00000008415	ENSACAP00000005940
ENSGALP00000009768	ENSACAP00000001777
ENSGALP00000003644	ENSACAP00000003493
ENSGALP00000002056	ENSACAP00000017329
ENSGALP00000011735	ENSACAP00000014441
ENSGALP00000006692	ENSACAP00000012050
ENSGALP00000014035	ENSACAP00000003927
ENSGALP00000040464	ENSACAP00000008226
ENSGALP00000016647	ENSACAP00000022370
ENSGALP00000003967	ENSACAP00000011223
ENSGALP00000020974	ENSACAP00000011512
ENSGALP00000013658	ENSACAP00000004429
ENSGALP00000040660	ENSACAP00000001970
ENSGALP00000041927	ENSACAP00000005446
ENSGALP00000013337	ENSACAP00000013477
ENSGALP00000014521	ENSACAP00000006540
ENSGALP00000011620	ENSACAP00000002247
ENSGALP00000009544	ENSACAP00000004389
ENSGALP00000007409	ENSACAP00000016210
ENSGALP00000022904	ENSACAP00000015686
ENSGALP00000023449	ENSACAP00000015129
ENSGALP00000000662	ENSACAP00000009274
ENSGALP00000000646	ENSACAP00000009301
ENSGALP00000026775	ENSACAP00000000362
ENSGALP00000027665	ENSACAP00000005955
ENSGALP00000019037	ENSACAP00000004337
ENSGALP00000004375	ENSACAP00000017717
ENSGALP00000026663	ENSACAP00000008595
ENSGALP00000032883	ENSACAP00000015710
ENSGALP00000018527	ENSACAP00000002909
ENSGALP00000005026	ENSACAP00000014177
ENSGALP00000006585	ENSACAP00000016651
ENSGALP00000025853	ENSACAP00000009428
ENSGALP00000025647	ENSACAP00000004113
ENSGALP00000019087	ENSACAP00000010910
ENSGALP00000014379	ENSACAP00000003084
ENSGALP00000020830	ENSACAP00000002963
ENSGALP00000026487	ENSACAP00000012828
ENSGALP00000010593	ENSACAP00000008618
ENSGALP00000027216	ENSACAP00000008857
ENSGALP00000010473	ENSACAP00000009610
ENSGALP00000008863	ENSACAP00000014522
ENSGALP00000020258	ENSACAP00000006441
ENSGALP00000019224	ENSACAP00000015529
ENSGALP00000022034	ENSACAP00000006043
ENSGALP00000017621	ENSACAP00000011168
ENSGALP00000005548	ENSACAP00000008502
ENSGALP00000005054	ENSACAP00000014931
ENSGALP00000005145	ENSACAP00000023320
ENSGALP00000039786	ENSACAP00000007341
ENSGALP00000042230	ENSACAP00000013647
ENSGALP00000016611	ENSACAP00000014904
ENSGALP00000014836	ENSACAP00000013059
ENSGALP00000000131	ENSACAP00000002400
ENSGALP00000036715	ENSACAP00000000020
ENSGALP00000017674	ENSACAP00000006325
ENSGALP00000007265	ENSACAP00000002077
ENSGALP00000031272	ENSACAP00000009234
ENSGALP00000004897	ENSACAP00000007149
ENSGALP00000043416	ENSACAP00000005835
ENSGALP00000005837	ENSACAP00000002931
ENSGALP00000026304	ENSACAP00000009775
ENSGALP00000009549	ENSACAP00000016009
ENSGALP00000015961	ENSACAP00000002274
ENSGALP00000041510	ENSACAP00000016882
ENSGALP00000006222	ENSACAP00000009098
ENSGALP00000010070	ENSACAP00000000056
ENSGALP00000037703	ENSACAP00000007445
ENSGALP00000020786	ENSACAP00000016170
ENSGALP00000010566	ENSACAP00000009705
ENSGALP00000020785	ENSACAP00000016224
ENSGALP00000009230	ENSACAP00000003731
ENSGALP00000011293	ENSACAP00000003204
ENSGALP00000023051	ENSACAP00000017171
ENSGALP00000005099	ENSACAP00000021486
ENSGALP00000025700	ENSACAP00000000096
ENSGALP00000005619	ENSACAP00000011570
ENSGALP00000020669	ENSACAP00000003196
ENSGALP00000001231	ENSACAP00000016707
ENSGALP00000011426	ENSACAP00000015752
ENSGALP00000037077	ENSACAP00000007637
ENSGALP00000042276	ENSACAP00000015766
ENSGALP00000037639	ENSACAP00000020251
ENSGALP00000025755	ENSACAP00000016008
ENSGALP00000026526	ENSACAP00000006898
ENSGALP00000004970	ENSACAP00000009462
ENSGALP00000012563	ENSACAP00000015735
ENSGALP00000022525	ENSACAP00000017527
ENSGALP00000014372	ENSACAP00000014914
ENSGALP00000005212	ENSACAP00000004062
ENSGALP00000024133	ENSACAP00000012046
ENSGALP00000007696	ENSACAP00000014398
ENSGALP00000004141	ENSACAP00000011701
ENSGALP00000003431	ENSACAP00000015403
ENSGALP00000012471	ENSACAP00000011673
ENSGALP00000014710	ENSACAP00000007269
ENSGALP00000011912	ENSACAP00000006985
ENSGALP00000010342	ENSACAP00000001729
ENSGALP00000016935	ENSACAP00000012569
ENSGALP00000008311	ENSACAP00000009683
ENSGALP00000019555	ENSACAP00000013365
ENSGALP00000024668	ENSACAP00000002152
ENSGALP00000042045	ENSACAP00000006089
ENSGALP00000012555	ENSACAP00000002615
ENSGALP00000027579	ENSACAP00000002911
ENSGALP00000011357	ENSACAP00000013805
ENSGALP00000026391	ENSACAP00000020817
ENSGALP00000000759	ENSACAP00000017509
ENSGALP00000042958	ENSACAP00000006304
ENSGALP00000001868	ENSACAP00000013457
ENSGALP00000010706	ENSACAP00000008163
ENSGALP00000026871	ENSACAP00000012219
ENSGALP00000012712	ENSACAP00000009475
ENSGALP00000002573	ENSACAP00000015902
ENSGALP00000003293	ENSACAP00000006464
ENSGALP00000013096	ENSACAP00000004902
ENSGALP00000015740	ENSACAP00000017543
ENSGALP00000000368	ENSACAP00000006641
ENSGALP00000014918	ENSACAP00000010497
ENSGALP00000027020	ENSACAP00000008035
ENSGALP00000017970	ENSACAP00000011988
ENSGALP00000011529	ENSACAP00000018355
ENSGALP00000023237	ENSACAP00000009426
ENSGALP00000013059	ENSACAP00000006651
ENSGALP00000020132	ENSACAP00000007076
ENSGALP00000011344	ENSACAP00000011863
ENSGALP00000013072	ENSACAP00000014732
ENSGALP00000033915	ENSACAP00000013014
ENSGALP00000005814	ENSACAP00000000612
ENSGALP00000025330	ENSACAP00000013160
ENSGALP00000009879	ENSACAP00000011465
ENSGALP00000002235	ENSACAP00000017541
ENSGALP00000013590	ENSACAP00000003949
ENSGALP00000040890	ENSACAP00000007890
ENSGALP00000021168	ENSACAP00000000033
ENSGALP00000000581	ENSACAP00000005126
ENSGALP00000020711	ENSACAP00000003652
ENSGALP00000026528	ENSACAP00000014268
ENSGALP00000026515	ENSACAP00000005113
ENSGALP00000022528	ENSACAP00000017535
ENSGALP00000004064	ENSACAP00000015260
ENSGALP00000001572	ENSACAP00000013573
ENSGALP00000026582	ENSACAP00000003358
ENSGALP00000015121	ENSACAP00000015862
ENSGALP00000000333	ENSACAP00000006915
ENSGALP00000013553	ENSACAP00000004297
ENSGALP00000039622	ENSACAP00000008827
ENSGALP00000025165	ENSACAP00000014151
ENSGALP00000019507	ENSACAP00000021805
ENSGALP00000005346	ENSACAP00000004654
ENSGALP00000040770	ENSACAP00000012264
ENSGALP00000008868	ENSACAP00000005507
ENSGALP00000014312	ENSACAP00000000830
ENSGALP00000042042	ENSACAP00000017176
ENSGALP00000020410	ENSACAP00000012265
ENSGALP00000013972	ENSACAP00000005482
ENSGALP00000011187	ENSACAP00000006260
ENSGALP00000003366	ENSACAP00000020487
ENSGALP00000015647	ENSACAP00000014325
ENSGALP00000005347	ENSACAP00000012984
ENSGALP00000025668	ENSACAP00000002180
ENSGALP00000017163	ENSACAP00000008243
ENSGALP00000042146	ENSACAP00000023365
ENSGALP00000009582	ENSACAP00000014261
ENSGALP00000042980	ENSACAP00000013528
ENSGALP00000037559	ENSACAP00000002300
ENSGALP00000025665	ENSACAP00000003616
ENSGALP00000005120	ENSACAP00000015601
ENSGALP00000012723	ENSACAP00000008640
ENSGALP00000013908	ENSACAP00000008924
ENSGALP00000041479	ENSACAP00000018911
ENSGALP00000017011	ENSACAP00000008592
ENSGALP00000000320	ENSACAP00000007845
ENSGALP00000010103	ENSACAP00000010918
ENSGALP00000040278	ENSACAP00000016095
ENSGALP00000022322	ENSACAP00000007881
ENSGALP00000007767	ENSACAP00000003602
ENSGALP00000036468	ENSACAP00000004259
ENSGALP00000009602	ENSACAP00000009761
ENSGALP00000017758	ENSACAP00000001473
ENSGALP00000000765	ENSACAP00000012220
ENSGALP00000013627	ENSACAP00000001296
ENSGALP00000017250	ENSACAP00000002268
ENSGALP00000040789	ENSACAP00000010685
ENSGALP00000042672	ENSACAP00000014402
ENSGALP00000011785	ENSACAP00000001188
ENSGALP00000000343	ENSACAP00000006800
ENSGALP00000002124	ENSACAP00000003548
ENSGALP00000042083	ENSACAP00000005966
ENSGALP00000035143	ENSACAP00000011334
ENSGALP00000015886	ENSACAP00000006803
ENSGALP00000012463	ENSACAP00000003922
ENSGALP00000012699	ENSACAP00000012481
ENSGALP00000002808	ENSACAP00000001047
ENSGALP00000010995	ENSACAP00000002413
ENSGALP00000002263	ENSACAP00000006575
ENSGALP00000026092	ENSACAP00000011611
ENSGALP00000001286	ENSACAP00000001853
ENSGALP00000028898	ENSACAP00000007570
ENSGALP00000031109	ENSACAP00000001952
ENSGALP00000042408	ENSACAP00000006955
ENSGALP00000019567	ENSACAP00000014827
ENSGALP00000039434	ENSACAP00000011533
ENSGALP00000012311	ENSACAP00000006790
ENSGALP00000014927	ENSACAP00000009645
ENSGALP00000025786	ENSACAP00000004455
ENSGALP00000024381	ENSACAP00000012718
ENSGALP00000010338	ENSACAP00000011433
ENSGALP00000016124	ENSACAP00000014807
ENSGALP00000017198	ENSACAP00000023411
ENSGALP00000013905	ENSACAP00000007762
ENSGALP00000022054	ENSACAP00000005907
ENSGALP00000010482	ENSACAP00000007810
ENSGALP00000042257	ENSACAP00000008508
ENSGALP00000025070	ENSACAP00000017127
ENSGALP00000001614	ENSACAP00000022961
ENSGALP00000001605	ENSACAP00000006738
ENSGALP00000003413	ENSACAP00000006208
ENSGALP00000023281	ENSACAP00000006291
ENSGALP00000024818	ENSACAP00000000408
ENSGALP00000016849	ENSACAP00000002072
ENSGALP00000013934	ENSACAP00000020570
ENSGALP00000034535	ENSACAP00000011391
ENSGALP00000003271	ENSACAP00000008709
ENSGALP00000010211	ENSACAP00000005268
ENSGALP00000001684	ENSACAP00000013574
ENSGALP00000026006	ENSACAP00000000634
ENSGALP00000040955	ENSACAP00000006455
ENSGALP00000017958	ENSACAP00000012734
ENSGALP00000015514	ENSACAP00000007162
ENSGALP00000041236	ENSACAP00000013351
ENSGALP00000039006	ENSACAP00000009882
ENSGALP00000026077	ENSACAP00000017582
ENSGALP00000018851	ENSACAP00000002973
ENSGALP00000026290	ENSACAP00000008901
ENSGALP00000014726	ENSACAP00000007261
ENSGALP00000022734	ENSACAP00000002043
ENSGALP00000023773	ENSACAP00000015626
ENSGALP00000012695	ENSACAP00000008566
ENSGALP00000041777	ENSACAP00000001618
ENSGALP00000027030	ENSACAP00000007763
ENSGALP00000013689	ENSACAP00000010499
ENSGALP00000002423	ENSACAP00000013594
ENSGALP00000012864	ENSACAP00000015185
ENSGALP00000041317	ENSACAP00000012182
ENSGALP00000043171	ENSACAP00000007799
ENSGALP00000018433	ENSACAP00000013383
ENSGALP00000012367	ENSACAP00000005319
ENSGALP00000024939	ENSACAP00000013786
