ENSTGUP00000008915	ENSMUSP00000034074
ENSTGUP00000005378	ENSMUSP00000033430
ENSTGUP00000002506	ENSMUSP00000063054
ENSTGUP00000017809	ENSMUSP00000123514
ENSTGUP00000006422	ENSMUSP00000050199
ENSTGUP00000003932	ENSMUSP00000064808
ENSTGUP00000009978	ENSMUSP00000086710
ENSTGUP00000009975	ENSMUSP00000113152
ENSTGUP00000015343	ENSMUSP00000031055
ENSTGUP00000004486	ENSMUSP00000052095
ENSTGUP00000010406	ENSMUSP00000024849
ENSTGUP00000005017	ENSMUSP00000059732
ENSTGUP00000008834	ENSMUSP00000041328
ENSTGUP00000006485	ENSMUSP00000024958
ENSTGUP00000014021	ENSMUSP00000097296
ENSTGUP00000002695	ENSMUSP00000022212
ENSTGUP00000007964	ENSMUSP00000076130
ENSTGUP00000009377	ENSMUSP00000130004
ENSTGUP00000006722	ENSMUSP00000056967
ENSTGUP00000007732	ENSMUSP00000034090
ENSTGUP00000004961	ENSMUSP00000003642
ENSTGUP00000007240	ENSMUSP00000136950
ENSTGUP00000000111	ENSMUSP00000038719
ENSTGUP00000006328	ENSMUSP00000103958
ENSTGUP00000000155	ENSMUSP00000036438
ENSTGUP00000005853	ENSMUSP00000099652
ENSTGUP00000003117	ENSMUSP00000082777
ENSTGUP00000000134	ENSMUSP00000031455
ENSTGUP00000017385	ENSMUSP00000030533
ENSTGUP00000004536	ENSMUSP00000000466
ENSTGUP00000008352	ENSMUSP00000032762
ENSTGUP00000001624	ENSMUSP00000046906
ENSTGUP00000003727	ENSMUSP00000029812
ENSTGUP00000007782	ENSMUSP00000107512
ENSTGUP00000017025	ENSMUSP00000092355
ENSTGUP00000006943	ENSMUSP00000099928
ENSTGUP00000005080	ENSMUSP00000021050
ENSTGUP00000011199	ENSMUSP00000073228
ENSTGUP00000012432	ENSMUSP00000047763
ENSTGUP00000006208	ENSMUSP00000133515
ENSTGUP00000007070	ENSMUSP00000025002
ENSTGUP00000009294	ENSMUSP00000021155
ENSTGUP00000001676	ENSMUSP00000099676
ENSTGUP00000005206	ENSMUSP00000042063
ENSTGUP00000004580	ENSMUSP00000028199
ENSTGUP00000004604	ENSMUSP00000028200
ENSTGUP00000017673	ENSMUSP00000078572
ENSTGUP00000002844	ENSMUSP00000080548
ENSTGUP00000001015	ENSMUSP00000112836
ENSTGUP00000001908	ENSMUSP00000100008
ENSTGUP00000011945	ENSMUSP00000040208
ENSTGUP00000011005	ENSMUSP00000028663
ENSTGUP00000004619	ENSMUSP00000031709
ENSTGUP00000009631	ENSMUSP00000022262
ENSTGUP00000006235	ENSMUSP00000135039
ENSTGUP00000002392	ENSMUSP00000037377
ENSTGUP00000010105	ENSMUSP00000127149
ENSTGUP00000017612	ENSMUSP00000068178
ENSTGUP00000005331	ENSMUSP00000045637
ENSTGUP00000012537	ENSMUSP00000048719
ENSTGUP00000013080	ENSMUSP00000095420
ENSTGUP00000004485	ENSMUSP00000023550
ENSTGUP00000009895	ENSMUSP00000028392
ENSTGUP00000006731	ENSMUSP00000086422
ENSTGUP00000011293	ENSMUSP00000026624
ENSTGUP00000002217	ENSMUSP00000110373
ENSTGUP00000013322	ENSMUSP00000021443
ENSTGUP00000007648	ENSMUSP00000120531
ENSTGUP00000005390	ENSMUSP00000039737
ENSTGUP00000002751	ENSMUSP00000099399
ENSTGUP00000003521	ENSMUSP00000015137
ENSTGUP00000001871	ENSMUSP00000050087
ENSTGUP00000001566	ENSMUSP00000108593
ENSTGUP00000006838	ENSMUSP00000052258
ENSTGUP00000000600	ENSMUSP00000019333
ENSTGUP00000012839	ENSMUSP00000046467
ENSTGUP00000016167	ENSMUSP00000114843
ENSTGUP00000001099	ENSMUSP00000137440
ENSTGUP00000015340	ENSMUSP00000003912
ENSTGUP00000009606	ENSMUSP00000000219
ENSTGUP00000000064	ENSMUSP00000036289
ENSTGUP00000007654	ENSMUSP00000028844
ENSTGUP00000009962	ENSMUSP00000031530
ENSTGUP00000013507	ENSMUSP00000040524
ENSTGUP00000017867	ENSMUSP00000047402
ENSTGUP00000004994	ENSMUSP00000026537
ENSTGUP00000006430	ENSMUSP00000038373
ENSTGUP00000001487	ENSMUSP00000111977
ENSTGUP00000003246	ENSMUSP00000026665
ENSTGUP00000003250	ENSMUSP00000026663
ENSTGUP00000003255	ENSMUSP00000026662
ENSTGUP00000012389	ENSMUSP00000022952
ENSTGUP00000006509	ENSMUSP00000025642
ENSTGUP00000002707	ENSMUSP00000081572
ENSTGUP00000012328	ENSMUSP00000019911
ENSTGUP00000010267	ENSMUSP00000069578
ENSTGUP00000005586	ENSMUSP00000127071
ENSTGUP00000005562	ENSMUSP00000037764
ENSTGUP00000007728	ENSMUSP00000018571
ENSTGUP00000008854	ENSMUSP00000039760
ENSTGUP00000004246	ENSMUSP00000001079
ENSTGUP00000007216	ENSMUSP00000045955
ENSTGUP00000001936	ENSMUSP00000035823
ENSTGUP00000000103	ENSMUSP00000095702
ENSTGUP00000000535	ENSMUSP00000118474
ENSTGUP00000007681	ENSMUSP00000026750
ENSTGUP00000001147	ENSMUSP00000030627
ENSTGUP00000003575	ENSMUSP00000130767
ENSTGUP00000008398	ENSMUSP00000032766
ENSTGUP00000013654	ENSMUSP00000024721
ENSTGUP00000003597	ENSMUSP00000128063
ENSTGUP00000008941	ENSMUSP00000078547
ENSTGUP00000013669	ENSMUSP00000069127
ENSTGUP00000000897	ENSMUSP00000003154
ENSTGUP00000000980	ENSMUSP00000076115
ENSTGUP00000015639	ENSMUSP00000029673
ENSTGUP00000016531	ENSMUSP00000029566
ENSTGUP00000004862	ENSMUSP00000033532
ENSTGUP00000000192	ENSMUSP00000051479
ENSTGUP00000008798	ENSMUSP00000136054
ENSTGUP00000013766	ENSMUSP00000110435
ENSTGUP00000014766	ENSMUSP00000074113
ENSTGUP00000010956	ENSMUSP00000088098
ENSTGUP00000010662	ENSMUSP00000047864
ENSTGUP00000008713	ENSMUSP00000056655
ENSTGUP00000013014	ENSMUSP00000098558
ENSTGUP00000006247	ENSMUSP00000134205
ENSTGUP00000009426	ENSMUSP00000033207
ENSTGUP00000006483	ENSMUSP00000025641
ENSTGUP00000011411	ENSMUSP00000074115
ENSTGUP00000001132	ENSMUSP00000036749
ENSTGUP00000010412	ENSMUSP00000031002
ENSTGUP00000001006	ENSMUSP00000083928
ENSTGUP00000010427	ENSMUSP00000095949
ENSTGUP00000013003	ENSMUSP00000021617
ENSTGUP00000007529	ENSMUSP00000020551
ENSTGUP00000012446	ENSMUSP00000077438
ENSTGUP00000001294	ENSMUSP00000110371
ENSTGUP00000009273	ENSMUSP00000078690
ENSTGUP00000010138	ENSMUSP00000125857
ENSTGUP00000004706	ENSMUSP00000137079
ENSTGUP00000011969	ENSMUSP00000005233
ENSTGUP00000009087	ENSMUSP00000098056
ENSTGUP00000011229	ENSMUSP00000034093
ENSTGUP00000009050	ENSMUSP00000024884
ENSTGUP00000008646	ENSMUSP00000037079
ENSTGUP00000012750	ENSMUSP00000125335
ENSTGUP00000005789	ENSMUSP00000106770
ENSTGUP00000008504	ENSMUSP00000099765
ENSTGUP00000012245	ENSMUSP00000066977
ENSTGUP00000005042	ENSMUSP00000045454
ENSTGUP00000003967	ENSMUSP00000035437
ENSTGUP00000011970	ENSMUSP00000101724
ENSTGUP00000004466	ENSMUSP00000135500
ENSTGUP00000000965	ENSMUSP00000099628
ENSTGUP00000011359	ENSMUSP00000101184
ENSTGUP00000008240	ENSMUSP00000104543
ENSTGUP00000006025	ENSMUSP00000105790
ENSTGUP00000000436	ENSMUSP00000042155
ENSTGUP00000007799	ENSMUSP00000099776
ENSTGUP00000002002	ENSMUSP00000007444
ENSTGUP00000006957	ENSMUSP00000034049
ENSTGUP00000014338	ENSMUSP00000029486
ENSTGUP00000004551	ENSMUSP00000029740
ENSTGUP00000003728	ENSMUSP00000020769
ENSTGUP00000016332	ENSMUSP00000023531
ENSTGUP00000008541	ENSMUSP00000091845
ENSTGUP00000005778	ENSMUSP00000005841
ENSTGUP00000000366	ENSMUSP00000034629
ENSTGUP00000012961	ENSMUSP00000005256
ENSTGUP00000004384	ENSMUSP00000044430
ENSTGUP00000012142	ENSMUSP00000066741
ENSTGUP00000003405	ENSMUSP00000129278
ENSTGUP00000007318	ENSMUSP00000099907
ENSTGUP00000000035	ENSMUSP00000025224
ENSTGUP00000011357	ENSMUSP00000026076
ENSTGUP00000015692	ENSMUSP00000028787
ENSTGUP00000000870	ENSMUSP00000093908
ENSTGUP00000012216	ENSMUSP00000013130
ENSTGUP00000008988	ENSMUSP00000120830
ENSTGUP00000010760	ENSMUSP00000023457
ENSTGUP00000003399	ENSMUSP00000046598
ENSTGUP00000015044	ENSMUSP00000087073
ENSTGUP00000015538	ENSMUSP00000084910
ENSTGUP00000004556	ENSMUSP00000027649
ENSTGUP00000013895	ENSMUSP00000059720
ENSTGUP00000001283	ENSMUSP00000028034
ENSTGUP00000015798	ENSMUSP00000079692
ENSTGUP00000002094	ENSMUSP00000129122
ENSTGUP00000017799	ENSMUSP00000027695
ENSTGUP00000013068	ENSMUSP00000121775
ENSTGUP00000011497	ENSMUSP00000138370
ENSTGUP00000012507	ENSMUSP00000055447
ENSTGUP00000002557	ENSMUSP00000114458
ENSTGUP00000009648	ENSMUSP00000024594
ENSTGUP00000005550	ENSMUSP00000068690
ENSTGUP00000002952	ENSMUSP00000041307
ENSTGUP00000000279	ENSMUSP00000056378
ENSTGUP00000006582	ENSMUSP00000090568
ENSTGUP00000006272	ENSMUSP00000053783
ENSTGUP00000010604	ENSMUSP00000038662
ENSTGUP00000006744	ENSMUSP00000002572
ENSTGUP00000009170	ENSMUSP00000021077
ENSTGUP00000013930	ENSMUSP00000102685
ENSTGUP00000000380	ENSMUSP00000034618
ENSTGUP00000004338	ENSMUSP00000113333
ENSTGUP00000010691	ENSMUSP00000088179
ENSTGUP00000012199	ENSMUSP00000114974
ENSTGUP00000012410	ENSMUSP00000032309
ENSTGUP00000008229	ENSMUSP00000114159
ENSTGUP00000007560	ENSMUSP00000026328
ENSTGUP00000002147	ENSMUSP00000076336
ENSTGUP00000000047	ENSMUSP00000123700
ENSTGUP00000007973	ENSMUSP00000102926
ENSTGUP00000013389	ENSMUSP00000038916
ENSTGUP00000010510	ENSMUSP00000042294
ENSTGUP00000008735	ENSMUSP00000098701
ENSTGUP00000005010	ENSMUSP00000100070
ENSTGUP00000001450	ENSMUSP00000104641
ENSTGUP00000005878	ENSMUSP00000027405
ENSTGUP00000011409	ENSMUSP00000026084
ENSTGUP00000003598	ENSMUSP00000001455
ENSTGUP00000000691	ENSMUSP00000132547
ENSTGUP00000011144	ENSMUSP00000107284
ENSTGUP00000004169	ENSMUSP00000029611
ENSTGUP00000001336	ENSMUSP00000084055
ENSTGUP00000011639	ENSMUSP00000136280
ENSTGUP00000009396	ENSMUSP00000128224
ENSTGUP00000017007	ENSMUSP00000039648
ENSTGUP00000008241	ENSMUSP00000131976
ENSTGUP00000004380	ENSMUSP00000112685
ENSTGUP00000007922	ENSMUSP00000059896
ENSTGUP00000006268	ENSMUSP00000093699
ENSTGUP00000015939	ENSMUSP00000110684
ENSTGUP00000005432	ENSMUSP00000020106
ENSTGUP00000010581	ENSMUSP00000106163
ENSTGUP00000004382	ENSMUSP00000086640
ENSTGUP00000000076	ENSMUSP00000025377
ENSTGUP00000010391	ENSMUSP00000031003
ENSTGUP00000011993	ENSMUSP00000040321
ENSTGUP00000006693	ENSMUSP00000020316
ENSTGUP00000005662	ENSMUSP00000033939
ENSTGUP00000009117	ENSMUSP00000025946
ENSTGUP00000009124	ENSMUSP00000073105
ENSTGUP00000007866	ENSMUSP00000035326
ENSTGUP00000009777	ENSMUSP00000033010
ENSTGUP00000000417	ENSMUSP00000128703
ENSTGUP00000003068	ENSMUSP00000128464
ENSTGUP00000006478	ENSMUSP00000041767
ENSTGUP00000011856	ENSMUSP00000020158
ENSTGUP00000011646	ENSMUSP00000086034
ENSTGUP00000001850	ENSMUSP00000025046
ENSTGUP00000005391	ENSMUSP00000035214
ENSTGUP00000006079	ENSMUSP00000109253
ENSTGUP00000001721	ENSMUSP00000055110
ENSTGUP00000001711	ENSMUSP00000030136
ENSTGUP00000001410	ENSMUSP00000018755
ENSTGUP00000012498	ENSMUSP00000065544
ENSTGUP00000008153	ENSMUSP00000045945
ENSTGUP00000000285	ENSMUSP00000035112
ENSTGUP00000005872	ENSMUSP00000029770
ENSTGUP00000012485	ENSMUSP00000021666
ENSTGUP00000010413	ENSMUSP00000027251
ENSTGUP00000009473	ENSMUSP00000024749
ENSTGUP00000006376	ENSMUSP00000022172
ENSTGUP00000017714	ENSMUSP00000024786
ENSTGUP00000010166	ENSMUSP00000044938
ENSTGUP00000005454	ENSMUSP00000031533
ENSTGUP00000011748	ENSMUSP00000096688
ENSTGUP00000014249	ENSMUSP00000056464
ENSTGUP00000002196	ENSMUSP00000064758
ENSTGUP00000013559	ENSMUSP00000021466
ENSTGUP00000004773	ENSMUSP00000029752
ENSTGUP00000005949	ENSMUSP00000032728
ENSTGUP00000004377	ENSMUSP00000030221
ENSTGUP00000009455	ENSMUSP00000044955
ENSTGUP00000010101	ENSMUSP00000099851
ENSTGUP00000007658	ENSMUSP00000102014
ENSTGUP00000008919	ENSMUSP00000130604
ENSTGUP00000006510	ENSMUSP00000091541
ENSTGUP00000004616	ENSMUSP00000088291
ENSTGUP00000005616	ENSMUSP00000057282
ENSTGUP00000011231	ENSMUSP00000019997
ENSTGUP00000011812	ENSMUSP00000101763
ENSTGUP00000008839	ENSMUSP00000016033
ENSTGUP00000013115	ENSMUSP00000113042
ENSTGUP00000001781	ENSMUSP00000107492
ENSTGUP00000012224	ENSMUSP00000003843
ENSTGUP00000013742	ENSMUSP00000008907
ENSTGUP00000011253	ENSMUSP00000023356
ENSTGUP00000006989	ENSMUSP00000066280
ENSTGUP00000005885	ENSMUSP00000044624
ENSTGUP00000000948	ENSMUSP00000097100
ENSTGUP00000010034	ENSMUSP00000026150
ENSTGUP00000012508	ENSMUSP00000019939
ENSTGUP00000015243	ENSMUSP00000021246
ENSTGUP00000011851	ENSMUSP00000126383
ENSTGUP00000005594	ENSMUSP00000066244
ENSTGUP00000011924	ENSMUSP00000090335
ENSTGUP00000002580	ENSMUSP00000099408
ENSTGUP00000009619	ENSMUSP00000088271
ENSTGUP00000000189	ENSMUSP00000020461
ENSTGUP00000004806	ENSMUSP00000052863
ENSTGUP00000005285	ENSMUSP00000038110
ENSTGUP00000012953	ENSMUSP00000108841
ENSTGUP00000010237	ENSMUSP00000071933
ENSTGUP00000012108	ENSMUSP00000032413
ENSTGUP00000017750	ENSMUSP00000114272
ENSTGUP00000001902	ENSMUSP00000094916
ENSTGUP00000010234	ENSMUSP00000108948
ENSTGUP00000012720	ENSMUSP00000084904
ENSTGUP00000008250	ENSMUSP00000060255
ENSTGUP00000017608	ENSMUSP00000101914
ENSTGUP00000011317	ENSMUSP00000015645
ENSTGUP00000009336	ENSMUSP00000050246
ENSTGUP00000000008	ENSMUSP00000062016
ENSTGUP00000000999	ENSMUSP00000056015
ENSTGUP00000015448	ENSMUSP00000129483
ENSTGUP00000010294	ENSMUSP00000026239
ENSTGUP00000009360	ENSMUSP00000062078
ENSTGUP00000005704	ENSMUSP00000033938
ENSTGUP00000001387	ENSMUSP00000067884
ENSTGUP00000004265	ENSMUSP00000000811
ENSTGUP00000011123	ENSMUSP00000116130
ENSTGUP00000000857	ENSMUSP00000056099
ENSTGUP00000000265	ENSMUSP00000003436
ENSTGUP00000002787	ENSMUSP00000040505
ENSTGUP00000016120	ENSMUSP00000032717
ENSTGUP00000006184	ENSMUSP00000060424
ENSTGUP00000009635	ENSMUSP00000129772
ENSTGUP00000007433	ENSMUSP00000026577
ENSTGUP00000012770	ENSMUSP00000052776
ENSTGUP00000002626	ENSMUSP00000031017
ENSTGUP00000012581	ENSMUSP00000021674
ENSTGUP00000003890	ENSMUSP00000106906
ENSTGUP00000006764	ENSMUSP00000019464
ENSTGUP00000010355	ENSMUSP00000027247
ENSTGUP00000004362	ENSMUSP00000027615
ENSTGUP00000017594	ENSMUSP00000135516
ENSTGUP00000011185	ENSMUSP00000111963
ENSTGUP00000017627	ENSMUSP00000054338
ENSTGUP00000001567	ENSMUSP00000042433
ENSTGUP00000002596	ENSMUSP00000017974
ENSTGUP00000007146	ENSMUSP00000028259
ENSTGUP00000013036	ENSMUSP00000043676
ENSTGUP00000001653	ENSMUSP00000054141
ENSTGUP00000015212	ENSMUSP00000129418
ENSTGUP00000013760	ENSMUSP00000057721
ENSTGUP00000003166	ENSMUSP00000099465
ENSTGUP00000010673	ENSMUSP00000054428
ENSTGUP00000009296	ENSMUSP00000057040
ENSTGUP00000006383	ENSMUSP00000061643
ENSTGUP00000005008	ENSMUSP00000034240
ENSTGUP00000002179	ENSMUSP00000055599
ENSTGUP00000007677	ENSMUSP00000026315
ENSTGUP00000017541	ENSMUSP00000000834
ENSTGUP00000003285	ENSMUSP00000050144
ENSTGUP00000001471	ENSMUSP00000132501
ENSTGUP00000010819	ENSMUSP00000002172
ENSTGUP00000013926	ENSMUSP00000088263
ENSTGUP00000009736	ENSMUSP00000107538
ENSTGUP00000004938	ENSMUSP00000077466
ENSTGUP00000009865	ENSMUSP00000017090
ENSTGUP00000009012	ENSMUSP00000099324
ENSTGUP00000011011	ENSMUSP00000086835
ENSTGUP00000012496	ENSMUSP00000075655
ENSTGUP00000000082	ENSMUSP00000025375
ENSTGUP00000001555	ENSMUSP00000018990
ENSTGUP00000011324	ENSMUSP00000037109
ENSTGUP00000015528	ENSMUSP00000001080
ENSTGUP00000017572	ENSMUSP00000139117
ENSTGUP00000009711	ENSMUSP00000114026
ENSTGUP00000012551	ENSMUSP00000022916
ENSTGUP00000010431	ENSMUSP00000054134
ENSTGUP00000007411	ENSMUSP00000079395
ENSTGUP00000003908	ENSMUSP00000043087
ENSTGUP00000012209	ENSMUSP00000127109
ENSTGUP00000008632	ENSMUSP00000111269
ENSTGUP00000011489	ENSMUSP00000020484
ENSTGUP00000017779	ENSMUSP00000038369
ENSTGUP00000008589	ENSMUSP00000063264
ENSTGUP00000001406	ENSMUSP00000019050
ENSTGUP00000013848	ENSMUSP00000055297
ENSTGUP00000000385	ENSMUSP00000021940
ENSTGUP00000014987	ENSMUSP00000040140
ENSTGUP00000004654	ENSMUSP00000034308
ENSTGUP00000005161	ENSMUSP00000083242
ENSTGUP00000001744	ENSMUSP00000031377
ENSTGUP00000010194	ENSMUSP00000030279
ENSTGUP00000004211	ENSMUSP00000108595
ENSTGUP00000006115	ENSMUSP00000027502
ENSTGUP00000009735	ENSMUSP00000062728
ENSTGUP00000007035	ENSMUSP00000026562
ENSTGUP00000006266	ENSMUSP00000104939
ENSTGUP00000007957	ENSMUSP00000061737
ENSTGUP00000008107	ENSMUSP00000072896
ENSTGUP00000007976	ENSMUSP00000047529
ENSTGUP00000001422	ENSMUSP00000027730
ENSTGUP00000007977	ENSMUSP00000000445
ENSTGUP00000009077	ENSMUSP00000072330
ENSTGUP00000011910	ENSMUSP00000016143
ENSTGUP00000000989	ENSMUSP00000081263
ENSTGUP00000013558	ENSMUSP00000006311
ENSTGUP00000016344	ENSMUSP00000060671
ENSTGUP00000001762	ENSMUSP00000103690
ENSTGUP00000007513	ENSMUSP00000099331
ENSTGUP00000011358	ENSMUSP00000129157
ENSTGUP00000008473	ENSMUSP00000107806
ENSTGUP00000004060	ENSMUSP00000041241
ENSTGUP00000011290	ENSMUSP00000029194
ENSTGUP00000014645	ENSMUSP00000055037
ENSTGUP00000002212	ENSMUSP00000081232
ENSTGUP00000016912	ENSMUSP00000026377
ENSTGUP00000006919	ENSMUSP00000044371
ENSTGUP00000000862	ENSMUSP00000029490
ENSTGUP00000005957	ENSMUSP00000021794
ENSTGUP00000008693	ENSMUSP00000104764
ENSTGUP00000013915	ENSMUSP00000099755
ENSTGUP00000013916	ENSMUSP00000116643
ENSTGUP00000005316	ENSMUSP00000049430
ENSTGUP00000008937	ENSMUSP00000102229
ENSTGUP00000004708	ENSMUSP00000099887
ENSTGUP00000010851	ENSMUSP00000025294
ENSTGUP00000001464	ENSMUSP00000118221
ENSTGUP00000015597	ENSMUSP00000112638
ENSTGUP00000008984	ENSMUSP00000022060
ENSTGUP00000009531	ENSMUSP00000126464
ENSTGUP00000004168	ENSMUSP00000115772
ENSTGUP00000004194	ENSMUSP00000124611
ENSTGUP00000001588	ENSMUSP00000030687
ENSTGUP00000012128	ENSMUSP00000090287
ENSTGUP00000007065	ENSMUSP00000041578
ENSTGUP00000012279	ENSMUSP00000081954
ENSTGUP00000012955	ENSMUSP00000060771
ENSTGUP00000004962	ENSMUSP00000040152
ENSTGUP00000016131	ENSMUSP00000017610
ENSTGUP00000011236	ENSMUSP00000020234
ENSTGUP00000013639	ENSMUSP00000130187
ENSTGUP00000010040	ENSMUSP00000062047
ENSTGUP00000003451	ENSMUSP00000016452
ENSTGUP00000006217	ENSMUSP00000038139
ENSTGUP00000012029	ENSMUSP00000016125
ENSTGUP00000008903	ENSMUSP00000030033
ENSTGUP00000011044	ENSMUSP00000044979
ENSTGUP00000010999	ENSMUSP00000078682
ENSTGUP00000005402	ENSMUSP00000062006
ENSTGUP00000005120	ENSMUSP00000028595
ENSTGUP00000010586	ENSMUSP00000113216
ENSTGUP00000002755	ENSMUSP00000059291
ENSTGUP00000016045	ENSMUSP00000131281
ENSTGUP00000004872	ENSMUSP00000028583
ENSTGUP00000007984	ENSMUSP00000020057
ENSTGUP00000007349	ENSMUSP00000037129
ENSTGUP00000012415	ENSMUSP00000044098
ENSTGUP00000007460	ENSMUSP00000043146
ENSTGUP00000000612	ENSMUSP00000129491
ENSTGUP00000003665	ENSMUSP00000068479
ENSTGUP00000010862	ENSMUSP00000039071
ENSTGUP00000000437	ENSMUSP00000021941
ENSTGUP00000008952	ENSMUSP00000084507
ENSTGUP00000008661	ENSMUSP00000020775
ENSTGUP00000009593	ENSMUSP00000008878
ENSTGUP00000003033	ENSMUSP00000061760
ENSTGUP00000006938	ENSMUSP00000054823
ENSTGUP00000012153	ENSMUSP00000019924
ENSTGUP00000011989	ENSMUSP00000038014
ENSTGUP00000009438	ENSMUSP00000072510
ENSTGUP00000009280	ENSMUSP00000058468
ENSTGUP00000009382	ENSMUSP00000126629
ENSTGUP00000016699	ENSMUSP00000033189
ENSTGUP00000009523	ENSMUSP00000031093
ENSTGUP00000005116	ENSMUSP00000106160
ENSTGUP00000004179	ENSMUSP00000059658
ENSTGUP00000000095	ENSMUSP00000060433
ENSTGUP00000016172	ENSMUSP00000067448
ENSTGUP00000007785	ENSMUSP00000032719
ENSTGUP00000001340	ENSMUSP00000067241
ENSTGUP00000009687	ENSMUSP00000122733
ENSTGUP00000001365	ENSMUSP00000123509
ENSTGUP00000013540	ENSMUSP00000020911
ENSTGUP00000000822	ENSMUSP00000065877
ENSTGUP00000012334	ENSMUSP00000022871
ENSTGUP00000005167	ENSMUSP00000017153
ENSTGUP00000003576	ENSMUSP00000097777
ENSTGUP00000012165	ENSMUSP00000000305
ENSTGUP00000007342	ENSMUSP00000037971
ENSTGUP00000008207	ENSMUSP00000001092
ENSTGUP00000004267	ENSMUSP00000080521
ENSTGUP00000016228	ENSMUSP00000112498
ENSTGUP00000007708	ENSMUSP00000043279
ENSTGUP00000011191	ENSMUSP00000073911
ENSTGUP00000008795	ENSMUSP00000026972
ENSTGUP00000004198	ENSMUSP00000020938
ENSTGUP00000017674	ENSMUSP00000112534
ENSTGUP00000009257	ENSMUSP00000104872
ENSTGUP00000011796	ENSMUSP00000137523
ENSTGUP00000006736	ENSMUSP00000043167
ENSTGUP00000010224	ENSMUSP00000101651
ENSTGUP00000008194	ENSMUSP00000109175
ENSTGUP00000011332	ENSMUSP00000029252
ENSTGUP00000008285	ENSMUSP00000082941
ENSTGUP00000010927	ENSMUSP00000129513
ENSTGUP00000007869	ENSMUSP00000057849
ENSTGUP00000003849	ENSMUSP00000048969
ENSTGUP00000006031	ENSMUSP00000040168
ENSTGUP00000002631	ENSMUSP00000096769
ENSTGUP00000003454	ENSMUSP00000108961
ENSTGUP00000011530	ENSMUSP00000028728
ENSTGUP00000008274	ENSMUSP00000060159
ENSTGUP00000013083	ENSMUSP00000051709
ENSTGUP00000006650	ENSMUSP00000033920
ENSTGUP00000006550	ENSMUSP00000085264
ENSTGUP00000007462	ENSMUSP00000096415
ENSTGUP00000001742	ENSMUSP00000125274
ENSTGUP00000012200	ENSMUSP00000100009
ENSTGUP00000003713	ENSMUSP00000071715
ENSTGUP00000016570	ENSMUSP00000088227
ENSTGUP00000006098	ENSMUSP00000034015
ENSTGUP00000000238	ENSMUSP00000042464
ENSTGUP00000011154	ENSMUSP00000025127
ENSTGUP00000003201	ENSMUSP00000102554
ENSTGUP00000007383	ENSMUSP00000050398
ENSTGUP00000017605	ENSMUSP00000027839
ENSTGUP00000005144	ENSMUSP00000002625
ENSTGUP00000012816	ENSMUSP00000047393
ENSTGUP00000007777	ENSMUSP00000099342
ENSTGUP00000011578	ENSMUSP00000100063
ENSTGUP00000009762	ENSMUSP00000118588
ENSTGUP00000008964	ENSMUSP00000069850
ENSTGUP00000009757	ENSMUSP00000096129
ENSTGUP00000016441	ENSMUSP00000087960
ENSTGUP00000008825	ENSMUSP00000113395
ENSTGUP00000006976	ENSMUSP00000113051
ENSTGUP00000005436	ENSMUSP00000027370
ENSTGUP00000012795	ENSMUSP00000105797
ENSTGUP00000012776	ENSMUSP00000094164
ENSTGUP00000004955	ENSMUSP00000099401
ENSTGUP00000010048	ENSMUSP00000058754
ENSTGUP00000002337	ENSMUSP00000069457
ENSTGUP00000007565	ENSMUSP00000039443
ENSTGUP00000008226	ENSMUSP00000107899
ENSTGUP00000017672	ENSMUSP00000102891
ENSTGUP00000003481	ENSMUSP00000026649
ENSTGUP00000006755	ENSMUSP00000007236
ENSTGUP00000001996	ENSMUSP00000062996
ENSTGUP00000009148	ENSMUSP00000023464
ENSTGUP00000013825	ENSMUSP00000037561
ENSTGUP00000007965	ENSMUSP00000101951
ENSTGUP00000006343	ENSMUSP00000091595
ENSTGUP00000002883	ENSMUSP00000058077
ENSTGUP00000012058	ENSMUSP00000129166
ENSTGUP00000001806	ENSMUSP00000100026
ENSTGUP00000009483	ENSMUSP00000107551
ENSTGUP00000006335	ENSMUSP00000076856
ENSTGUP00000005504	ENSMUSP00000017961
ENSTGUP00000011922	ENSMUSP00000039072
ENSTGUP00000007857	ENSMUSP00000026357
ENSTGUP00000004090	ENSMUSP00000087713
ENSTGUP00000006784	ENSMUSP00000022292
ENSTGUP00000000995	ENSMUSP00000040647
ENSTGUP00000013283	ENSMUSP00000004770
ENSTGUP00000004860	ENSMUSP00000006151
ENSTGUP00000017687	ENSMUSP00000004133
ENSTGUP00000005000	ENSMUSP00000061991
ENSTGUP00000014120	ENSMUSP00000044168
ENSTGUP00000002682	ENSMUSP00000038430
ENSTGUP00000012859	ENSMUSP00000130116
ENSTGUP00000005190	ENSMUSP00000009713
ENSTGUP00000005984	ENSMUSP00000104335
ENSTGUP00000004879	ENSMUSP00000057989
ENSTGUP00000012313	ENSMUSP00000107863
ENSTGUP00000000979	ENSMUSP00000102538
ENSTGUP00000005147	ENSMUSP00000106747
ENSTGUP00000015427	ENSMUSP00000077532
ENSTGUP00000015674	ENSMUSP00000028781
ENSTGUP00000003924	ENSMUSP00000041202
ENSTGUP00000003919	ENSMUSP00000058941
ENSTGUP00000008408	ENSMUSP00000030464
ENSTGUP00000003114	ENSMUSP00000056774
ENSTGUP00000000409	ENSMUSP00000034296
ENSTGUP00000010476	ENSMUSP00000112019
ENSTGUP00000014796	ENSMUSP00000118368
ENSTGUP00000011695	ENSMUSP00000112708
