ENSMODP00000016222	ENSTGUP00000008915
ENSMODP00000005573	ENSTGUP00000009109
ENSMODP00000005181	ENSTGUP00000006752
ENSMODP00000023492	ENSTGUP00000013659
ENSMODP00000022320	ENSTGUP00000001729
ENSMODP00000020538	ENSTGUP00000008641
ENSMODP00000023494	ENSTGUP00000013657
ENSMODP00000019917	ENSTGUP00000010367
ENSMODP00000014818	ENSTGUP00000013586
ENSMODP00000007590	ENSTGUP00000005289
ENSMODP00000001348	ENSTGUP00000012185
ENSMODP00000017716	ENSTGUP00000002478
ENSMODP00000018843	ENSTGUP00000009658
ENSMODP00000013520	ENSTGUP00000001820
ENSMODP00000018377	ENSTGUP00000002495
ENSMODP00000021426	ENSTGUP00000017533
ENSMODP00000014282	ENSTGUP00000017724
ENSMODP00000017283	ENSTGUP00000012648
ENSMODP00000000527	ENSTGUP00000001056
ENSMODP00000018720	ENSTGUP00000003825
ENSMODP00000025583	ENSTGUP00000017782
ENSMODP00000033769	ENSTGUP00000006820
ENSMODP00000032275	ENSTGUP00000000215
ENSMODP00000015346	ENSTGUP00000006661
ENSMODP00000014205	ENSTGUP00000012645
ENSMODP00000039908	ENSTGUP00000010389
ENSMODP00000022988	ENSTGUP00000006055
ENSMODP00000026580	ENSTGUP00000011776
ENSMODP00000026579	ENSTGUP00000011780
ENSMODP00000001342	ENSTGUP00000005259
ENSMODP00000032390	ENSTGUP00000003891
ENSMODP00000006350	ENSTGUP00000013758
ENSMODP00000024760	ENSTGUP00000010418
ENSMODP00000000396	ENSTGUP00000010432
ENSMODP00000009711	ENSTGUP00000007872
ENSMODP00000025914	ENSTGUP00000003412
ENSMODP00000004776	ENSTGUP00000010238
ENSMODP00000012055	ENSTGUP00000005046
ENSMODP00000006606	ENSTGUP00000006891
ENSMODP00000019347	ENSTGUP00000005433
ENSMODP00000005294	ENSTGUP00000004276
ENSMODP00000013045	ENSTGUP00000016586
ENSMODP00000011352	ENSTGUP00000006809
ENSMODP00000022634	ENSTGUP00000013686
ENSMODP00000011852	ENSTGUP00000011384
ENSMODP00000022162	ENSTGUP00000010596
ENSMODP00000016249	ENSTGUP00000000491
ENSMODP00000024628	ENSTGUP00000003997
ENSMODP00000011585	ENSTGUP00000004067
ENSMODP00000021299	ENSTGUP00000016945
ENSMODP00000011450	ENSTGUP00000004000
ENSMODP00000005514	ENSTGUP00000000277
ENSMODP00000015549	ENSTGUP00000007209
ENSMODP00000018335	ENSTGUP00000013391
ENSMODP00000014162	ENSTGUP00000006497
ENSMODP00000004930	ENSTGUP00000014977
ENSMODP00000022648	ENSTGUP00000013662
ENSMODP00000025906	ENSTGUP00000003496
ENSMODP00000007656	ENSTGUP00000017665
ENSMODP00000012236	ENSTGUP00000011255
ENSMODP00000023567	ENSTGUP00000013625
ENSMODP00000011739	ENSTGUP00000013565
ENSMODP00000011444	ENSTGUP00000008232
ENSMODP00000000791	ENSTGUP00000008971
ENSMODP00000007665	ENSTGUP00000005563
ENSMODP00000016776	ENSTGUP00000013214
ENSMODP00000018496	ENSTGUP00000008709
ENSMODP00000031317	ENSTGUP00000009824
ENSMODP00000019019	ENSTGUP00000009649
ENSMODP00000016596	ENSTGUP00000005378
ENSMODP00000000124	ENSTGUP00000002506
ENSMODP00000041145	ENSTGUP00000017809
ENSMODP00000017830	ENSTGUP00000006422
ENSMODP00000039008	ENSTGUP00000009978
ENSMODP00000012361	ENSTGUP00000008400
ENSMODP00000001355	ENSTGUP00000017745
ENSMODP00000019624	ENSTGUP00000015343
ENSMODP00000028518	ENSTGUP00000004486
ENSMODP00000026821	ENSTGUP00000010406
ENSMODP00000000816	ENSTGUP00000005017
ENSMODP00000009216	ENSTGUP00000008834
ENSMODP00000019885	ENSTGUP00000006485
ENSMODP00000009492	ENSTGUP00000001819
ENSMODP00000024401	ENSTGUP00000002695
ENSMODP00000037713	ENSTGUP00000007964
ENSMODP00000008297	ENSTGUP00000006290
ENSMODP00000041050	ENSTGUP00000002148
ENSMODP00000015411	ENSTGUP00000009377
ENSMODP00000015319	ENSTGUP00000006722
ENSMODP00000016412	ENSTGUP00000007732
ENSMODP00000020476	ENSTGUP00000018293
ENSMODP00000023696	ENSTGUP00000004961
ENSMODP00000037611	ENSTGUP00000007240
ENSMODP00000027434	ENSTGUP00000009287
ENSMODP00000031311	ENSTGUP00000000622
ENSMODP00000015699	ENSTGUP00000000111
ENSMODP00000024083	ENSTGUP00000006328
ENSMODP00000000697	ENSTGUP00000000155
ENSMODP00000003756	ENSTGUP00000003117
ENSMODP00000007149	ENSTGUP00000012588
ENSMODP00000007180	ENSTGUP00000000134
ENSMODP00000022846	ENSTGUP00000004525
ENSMODP00000023845	ENSTGUP00000012512
ENSMODP00000022903	ENSTGUP00000012883
ENSMODP00000019901	ENSTGUP00000017385
ENSMODP00000018319	ENSTGUP00000004536
ENSMODP00000035218	ENSTGUP00000008352
ENSMODP00000029205	ENSTGUP00000009929
ENSMODP00000038829	ENSTGUP00000001624
ENSMODP00000025861	ENSTGUP00000003727
ENSMODP00000026080	ENSTGUP00000017025
ENSMODP00000002644	ENSTGUP00000006943
ENSMODP00000023968	ENSTGUP00000005080
ENSMODP00000023159	ENSTGUP00000013090
ENSMODP00000015824	ENSTGUP00000002244
ENSMODP00000012617	ENSTGUP00000011199
ENSMODP00000004827	ENSTGUP00000012432
ENSMODP00000004167	ENSTGUP00000006208
ENSMODP00000004515	ENSTGUP00000001738
ENSMODP00000008127	ENSTGUP00000000620
ENSMODP00000021102	ENSTGUP00000007070
ENSMODP00000022295	ENSTGUP00000001676
ENSMODP00000009523	ENSTGUP00000005206
ENSMODP00000008405	ENSTGUP00000004580
ENSMODP00000008430	ENSTGUP00000004604
ENSMODP00000007529	ENSTGUP00000017673
ENSMODP00000006828	ENSTGUP00000003747
ENSMODP00000021481	ENSTGUP00000002844
ENSMODP00000000973	ENSTGUP00000001015
ENSMODP00000009022	ENSTGUP00000001908
ENSMODP00000017359	ENSTGUP00000011945
ENSMODP00000024816	ENSTGUP00000011005
ENSMODP00000039095	ENSTGUP00000010223
ENSMODP00000019294	ENSTGUP00000004619
ENSMODP00000003329	ENSTGUP00000009631
ENSMODP00000015764	ENSTGUP00000016269
ENSMODP00000014783	ENSTGUP00000006235
ENSMODP00000032116	ENSTGUP00000002392
ENSMODP00000018754	ENSTGUP00000010105
ENSMODP00000008873	ENSTGUP00000011754
ENSMODP00000020529	ENSTGUP00000008714
ENSMODP00000021938	ENSTGUP00000017612
ENSMODP00000020250	ENSTGUP00000005331
ENSMODP00000006799	ENSTGUP00000012537
ENSMODP00000023145	ENSTGUP00000013080
ENSMODP00000022854	ENSTGUP00000004485
ENSMODP00000013163	ENSTGUP00000009895
ENSMODP00000012554	ENSTGUP00000002434
ENSMODP00000018525	ENSTGUP00000013451
ENSMODP00000024290	ENSTGUP00000006731
ENSMODP00000009668	ENSTGUP00000011293
ENSMODP00000037418	ENSTGUP00000002217
ENSMODP00000020931	ENSTGUP00000011660
ENSMODP00000032325	ENSTGUP00000013322
ENSMODP00000013118	ENSTGUP00000017599
ENSMODP00000026659	ENSTGUP00000007648
ENSMODP00000015702	ENSTGUP00000005390
ENSMODP00000017261	ENSTGUP00000011774
ENSMODP00000018616	ENSTGUP00000002751
ENSMODP00000017313	ENSTGUP00000003521
ENSMODP00000009360	ENSTGUP00000001871
ENSMODP00000002937	ENSTGUP00000008182
ENSMODP00000026023	ENSTGUP00000001566
ENSMODP00000041213	ENSTGUP00000000600
ENSMODP00000002256	ENSTGUP00000012839
ENSMODP00000032861	ENSTGUP00000016167
ENSMODP00000014423	ENSTGUP00000015340
ENSMODP00000002898	ENSTGUP00000011613
ENSMODP00000005860	ENSTGUP00000000064
ENSMODP00000002609	ENSTGUP00000007654
ENSMODP00000003624	ENSTGUP00000009962
ENSMODP00000022451	ENSTGUP00000013507
ENSMODP00000016383	ENSTGUP00000017867
ENSMODP00000013113	ENSTGUP00000004994
ENSMODP00000014104	ENSTGUP00000006430
ENSMODP00000020160	ENSTGUP00000001487
ENSMODP00000002602	ENSTGUP00000003246
ENSMODP00000002597	ENSTGUP00000003255
ENSMODP00000020530	ENSTGUP00000008702
ENSMODP00000025440	ENSTGUP00000006509
ENSMODP00000022264	ENSTGUP00000012328
ENSMODP00000036209	ENSTGUP00000004957
ENSMODP00000013319	ENSTGUP00000015405
ENSMODP00000014638	ENSTGUP00000010267
ENSMODP00000015845	ENSTGUP00000005586
ENSMODP00000019374	ENSTGUP00000005562
ENSMODP00000018219	ENSTGUP00000007728
ENSMODP00000017946	ENSTGUP00000008854
ENSMODP00000025750	ENSTGUP00000004246
ENSMODP00000000418	ENSTGUP00000007216
ENSMODP00000023657	ENSTGUP00000001936
ENSMODP00000003236	ENSTGUP00000000103
ENSMODP00000006339	ENSTGUP00000000535
ENSMODP00000010824	ENSTGUP00000011884
ENSMODP00000009961	ENSTGUP00000007681
ENSMODP00000017481	ENSTGUP00000001147
ENSMODP00000021054	ENSTGUP00000003575
ENSMODP00000024395	ENSTGUP00000008398
ENSMODP00000030235	ENSTGUP00000013654
ENSMODP00000002004	ENSTGUP00000007993
ENSMODP00000035502	ENSTGUP00000003597
ENSMODP00000035395	ENSTGUP00000008941
ENSMODP00000030221	ENSTGUP00000013669
ENSMODP00000006487	ENSTGUP00000000897
ENSMODP00000024127	ENSTGUP00000000980
ENSMODP00000033908	ENSTGUP00000015639
ENSMODP00000021350	ENSTGUP00000016531
ENSMODP00000006894	ENSTGUP00000004862
ENSMODP00000037078	ENSTGUP00000002818
ENSMODP00000017312	ENSTGUP00000000192
ENSMODP00000009275	ENSTGUP00000008798
ENSMODP00000022752	ENSTGUP00000013766
ENSMODP00000021045	ENSTGUP00000011068
ENSMODP00000019852	ENSTGUP00000014766
ENSMODP00000024819	ENSTGUP00000010956
ENSMODP00000036771	ENSTGUP00000010662
ENSMODP00000036552	ENSTGUP00000008713
ENSMODP00000022937	ENSTGUP00000013014
ENSMODP00000000907	ENSTGUP00000001314
ENSMODP00000013468	ENSTGUP00000006247
ENSMODP00000008971	ENSTGUP00000009426
ENSMODP00000033461	ENSTGUP00000006483
ENSMODP00000035233	ENSTGUP00000011411
ENSMODP00000017492	ENSTGUP00000001132
ENSMODP00000003515	ENSTGUP00000010412
ENSMODP00000001582	ENSTGUP00000001006
ENSMODP00000024280	ENSTGUP00000010427
ENSMODP00000023745	ENSTGUP00000001973
ENSMODP00000002800	ENSTGUP00000013003
ENSMODP00000028428	ENSTGUP00000007529
ENSMODP00000012462	ENSTGUP00000015913
ENSMODP00000036012	ENSTGUP00000012446
ENSMODP00000012021	ENSTGUP00000001294
ENSMODP00000036078	ENSTGUP00000009273
ENSMODP00000001370	ENSTGUP00000010138
ENSMODP00000002441	ENSTGUP00000004706
ENSMODP00000000741	ENSTGUP00000011969
ENSMODP00000010072	ENSTGUP00000009087
ENSMODP00000012052	ENSTGUP00000011229
ENSMODP00000028915	ENSTGUP00000009050
ENSMODP00000009159	ENSTGUP00000008646
ENSMODP00000022310	ENSTGUP00000012750
ENSMODP00000034350	ENSTGUP00000005789
ENSMODP00000002477	ENSTGUP00000008504
ENSMODP00000009106	ENSTGUP00000012245
ENSMODP00000014850	ENSTGUP00000005042
ENSMODP00000038176	ENSTGUP00000003967
ENSMODP00000027297	ENSTGUP00000011970
ENSMODP00000020839	ENSTGUP00000011970
ENSMODP00000010194	ENSTGUP00000000618
ENSMODP00000010203	ENSTGUP00000004466
ENSMODP00000013629	ENSTGUP00000000965
ENSMODP00000021535	ENSTGUP00000011359
ENSMODP00000020738	ENSTGUP00000008240
ENSMODP00000013260	ENSTGUP00000006025
ENSMODP00000033015	ENSTGUP00000000436
ENSMODP00000009387	ENSTGUP00000007799
ENSMODP00000012275	ENSTGUP00000002002
ENSMODP00000005715	ENSTGUP00000006957
ENSMODP00000002463	ENSTGUP00000014338
ENSMODP00000001604	ENSTGUP00000000994
ENSMODP00000023367	ENSTGUP00000004551
ENSMODP00000008002	ENSTGUP00000000646
ENSMODP00000031085	ENSTGUP00000015549
ENSMODP00000028116	ENSTGUP00000003728
ENSMODP00000036939	ENSTGUP00000016332
ENSMODP00000020479	ENSTGUP00000008818
ENSMODP00000020611	ENSTGUP00000008541
ENSMODP00000007129	ENSTGUP00000005778
ENSMODP00000016595	ENSTGUP00000000366
ENSMODP00000001638	ENSTGUP00000003241
ENSMODP00000017712	ENSTGUP00000004837
ENSMODP00000005879	ENSTGUP00000004384
ENSMODP00000022055	ENSTGUP00000012142
ENSMODP00000001554	ENSTGUP00000003405
ENSMODP00000002202	ENSTGUP00000007318
ENSMODP00000015259	ENSTGUP00000000035
ENSMODP00000012001	ENSTGUP00000011357
ENSMODP00000005650	ENSTGUP00000015692
ENSMODP00000003290	ENSTGUP00000000870
ENSMODP00000021920	ENSTGUP00000012216
ENSMODP00000019199	ENSTGUP00000008988
ENSMODP00000019847	ENSTGUP00000010760
ENSMODP00000002167	ENSTGUP00000003399
ENSMODP00000005932	ENSTGUP00000015044
ENSMODP00000010236	ENSTGUP00000015538
ENSMODP00000024648	ENSTGUP00000007394
ENSMODP00000016057	ENSTGUP00000004556
ENSMODP00000005748	ENSTGUP00000017006
ENSMODP00000011834	ENSTGUP00000001283
ENSMODP00000014223	ENSTGUP00000015798
ENSMODP00000020783	ENSTGUP00000002094
ENSMODP00000002228	ENSTGUP00000017799
ENSMODP00000000793	ENSTGUP00000013068
ENSMODP00000000687	ENSTGUP00000002967
ENSMODP00000034936	ENSTGUP00000011497
ENSMODP00000033076	ENSTGUP00000012507
ENSMODP00000017775	ENSTGUP00000002557
ENSMODP00000028443	ENSTGUP00000003188
ENSMODP00000008112	ENSTGUP00000009648
ENSMODP00000015125	ENSTGUP00000013270
ENSMODP00000019371	ENSTGUP00000005550
ENSMODP00000024524	ENSTGUP00000002952
ENSMODP00000017789	ENSTGUP00000000279
ENSMODP00000003932	ENSTGUP00000010437
ENSMODP00000012026	ENSTGUP00000006582
ENSMODP00000009589	ENSTGUP00000006272
ENSMODP00000000639	ENSTGUP00000010604
ENSMODP00000020038	ENSTGUP00000006744
ENSMODP00000008498	ENSTGUP00000009170
ENSMODP00000023369	ENSTGUP00000013930
ENSMODP00000034386	ENSTGUP00000000380
ENSMODP00000015347	ENSTGUP00000004338
ENSMODP00000001142	ENSTGUP00000006732
ENSMODP00000024847	ENSTGUP00000010691
ENSMODP00000036121	ENSTGUP00000012199
ENSMODP00000022758	ENSTGUP00000012410
ENSMODP00000021480	ENSTGUP00000017543
ENSMODP00000013556	ENSTGUP00000006186
ENSMODP00000011601	ENSTGUP00000011465
ENSMODP00000002901	ENSTGUP00000008229
ENSMODP00000040987	ENSTGUP00000007560
ENSMODP00000015350	ENSTGUP00000002147
ENSMODP00000017278	ENSTGUP00000000187
ENSMODP00000016660	ENSTGUP00000000047
ENSMODP00000024179	ENSTGUP00000007973
ENSMODP00000032645	ENSTGUP00000000828
ENSMODP00000018686	ENSTGUP00000004673
ENSMODP00000010668	ENSTGUP00000013389
ENSMODP00000010685	ENSTGUP00000010510
ENSMODP00000037792	ENSTGUP00000008735
ENSMODP00000014851	ENSTGUP00000001747
ENSMODP00000013914	ENSTGUP00000005010
ENSMODP00000014899	ENSTGUP00000014998
ENSMODP00000019148	ENSTGUP00000005878
ENSMODP00000021861	ENSTGUP00000011934
ENSMODP00000011775	ENSTGUP00000011409
ENSMODP00000003060	ENSTGUP00000006152
ENSMODP00000007256	ENSTGUP00000009949
ENSMODP00000015918	ENSTGUP00000009014
ENSMODP00000033707	ENSTGUP00000003598
ENSMODP00000025296	ENSTGUP00000000691
ENSMODP00000012686	ENSTGUP00000011144
ENSMODP00000025770	ENSTGUP00000004169
ENSMODP00000032051	ENSTGUP00000001336
ENSMODP00000038746	ENSTGUP00000011639
ENSMODP00000007051	ENSTGUP00000010053
ENSMODP00000027463	ENSTGUP00000009396
ENSMODP00000003396	ENSTGUP00000017007
ENSMODP00000010853	ENSTGUP00000004380
ENSMODP00000001168	ENSTGUP00000007922
ENSMODP00000001969	ENSTGUP00000006268
ENSMODP00000010709	ENSTGUP00000015939
ENSMODP00000021339	ENSTGUP00000005432
ENSMODP00000010471	ENSTGUP00000010581
ENSMODP00000020833	ENSTGUP00000004382
ENSMODP00000012645	ENSTGUP00000000076
ENSMODP00000003481	ENSTGUP00000010391
ENSMODP00000024554	ENSTGUP00000011993
ENSMODP00000002458	ENSTGUP00000001142
ENSMODP00000012792	ENSTGUP00000005662
ENSMODP00000013290	ENSTGUP00000001502
ENSMODP00000007874	ENSTGUP00000009117
ENSMODP00000015503	ENSTGUP00000010804
ENSMODP00000024151	ENSTGUP00000007866
ENSMODP00000019296	ENSTGUP00000009777
ENSMODP00000022843	ENSTGUP00000004527
ENSMODP00000024545	ENSTGUP00000003068
ENSMODP00000029367	ENSTGUP00000006478
ENSMODP00000021821	ENSTGUP00000011856
ENSMODP00000009912	ENSTGUP00000011646
ENSMODP00000017495	ENSTGUP00000001850
ENSMODP00000016142	ENSTGUP00000005391
ENSMODP00000027860	ENSTGUP00000007705
ENSMODP00000020148	ENSTGUP00000005286
ENSMODP00000019081	ENSTGUP00000006079
ENSMODP00000013546	ENSTGUP00000004699
ENSMODP00000004690	ENSTGUP00000001721
ENSMODP00000001460	ENSTGUP00000001711
ENSMODP00000039626	ENSTGUP00000006336
ENSMODP00000006532	ENSTGUP00000007359
ENSMODP00000017485	ENSTGUP00000001410
ENSMODP00000021660	ENSTGUP00000001370
ENSMODP00000007263	ENSTGUP00000012498
ENSMODP00000010084	ENSTGUP00000008153
ENSMODP00000016985	ENSTGUP00000000285
ENSMODP00000014754	ENSTGUP00000001788
ENSMODP00000009505	ENSTGUP00000001516
ENSMODP00000014777	ENSTGUP00000001776
ENSMODP00000005548	ENSTGUP00000005872
ENSMODP00000007903	ENSTGUP00000012485
ENSMODP00000001707	ENSTGUP00000010413
ENSMODP00000023656	ENSTGUP00000009473
ENSMODP00000037403	ENSTGUP00000006376
ENSMODP00000016164	ENSTGUP00000017714
ENSMODP00000004592	ENSTGUP00000010166
ENSMODP00000018652	ENSTGUP00000012712
ENSMODP00000026588	ENSTGUP00000011748
ENSMODP00000010683	ENSTGUP00000002196
ENSMODP00000016395	ENSTGUP00000013559
ENSMODP00000025526	ENSTGUP00000001988
ENSMODP00000023437	ENSTGUP00000004773
ENSMODP00000014968	ENSTGUP00000005949
ENSMODP00000022865	ENSTGUP00000004410
ENSMODP00000004472	ENSTGUP00000004377
ENSMODP00000034776	ENSTGUP00000009455
ENSMODP00000001874	ENSTGUP00000010101
ENSMODP00000019003	ENSTGUP00000005016
ENSMODP00000032606	ENSTGUP00000000796
ENSMODP00000007131	ENSTGUP00000008919
ENSMODP00000024125	ENSTGUP00000006510
ENSMODP00000023402	ENSTGUP00000004616
ENSMODP00000014693	ENSTGUP00000005616
ENSMODP00000021739	ENSTGUP00000011231
ENSMODP00000012802	ENSTGUP00000011812
ENSMODP00000009957	ENSTGUP00000008839
ENSMODP00000000631	ENSTGUP00000001334
ENSMODP00000003395	ENSTGUP00000000585
ENSMODP00000014280	ENSTGUP00000013115
ENSMODP00000003002	ENSTGUP00000001781
ENSMODP00000021526	ENSTGUP00000002383
ENSMODP00000022164	ENSTGUP00000012224
ENSMODP00000032193	ENSTGUP00000001126
ENSMODP00000006393	ENSTGUP00000013742
ENSMODP00000020384	ENSTGUP00000008983
ENSMODP00000012734	ENSTGUP00000011253
ENSMODP00000024360	ENSTGUP00000006989
ENSMODP00000006840	ENSTGUP00000000948
ENSMODP00000005371	ENSTGUP00000010034
ENSMODP00000022447	ENSTGUP00000012508
ENSMODP00000000668	ENSTGUP00000002971
ENSMODP00000015486	ENSTGUP00000015243
ENSMODP00000032652	ENSTGUP00000013972
ENSMODP00000018392	ENSTGUP00000007678
ENSMODP00000013511	ENSTGUP00000000898
ENSMODP00000009035	ENSTGUP00000011851
ENSMODP00000020293	ENSTGUP00000005594
ENSMODP00000029415	ENSTGUP00000011924
ENSMODP00000018479	ENSTGUP00000002580
ENSMODP00000012767	ENSTGUP00000009619
ENSMODP00000018547	ENSTGUP00000003393
ENSMODP00000003005	ENSTGUP00000010072
ENSMODP00000031639	ENSTGUP00000000189
ENSMODP00000027788	ENSTGUP00000004806
ENSMODP00000026226	ENSTGUP00000005285
ENSMODP00000005319	ENSTGUP00000002621
ENSMODP00000040033	ENSTGUP00000012953
ENSMODP00000020374	ENSTGUP00000010464
ENSMODP00000026658	ENSTGUP00000010237
ENSMODP00000036146	ENSTGUP00000012108
ENSMODP00000001449	ENSTGUP00000017750
ENSMODP00000016184	ENSTGUP00000001902
ENSMODP00000019790	ENSTGUP00000005547
ENSMODP00000034105	ENSTGUP00000010234
ENSMODP00000036033	ENSTGUP00000012720
ENSMODP00000020732	ENSTGUP00000008250
ENSMODP00000021631	ENSTGUP00000017608
ENSMODP00000021551	ENSTGUP00000011317
ENSMODP00000001518	ENSTGUP00000011218
ENSMODP00000010380	ENSTGUP00000000008
ENSMODP00000018034	ENSTGUP00000000999
ENSMODP00000018218	ENSTGUP00000015448
ENSMODP00000014723	ENSTGUP00000010294
ENSMODP00000005738	ENSTGUP00000009360
ENSMODP00000012762	ENSTGUP00000005704
ENSMODP00000021407	ENSTGUP00000004265
ENSMODP00000036739	ENSTGUP00000011123
ENSMODP00000035967	ENSTGUP00000000857
ENSMODP00000005747	ENSTGUP00000002787
ENSMODP00000011321	ENSTGUP00000016120
ENSMODP00000023108	ENSTGUP00000006184
ENSMODP00000012199	ENSTGUP00000009635
ENSMODP00000022352	ENSTGUP00000012770
ENSMODP00000019437	ENSTGUP00000002626
ENSMODP00000007329	ENSTGUP00000012581
ENSMODP00000008622	ENSTGUP00000003890
ENSMODP00000001808	ENSTGUP00000010355
ENSMODP00000015808	ENSTGUP00000004362
ENSMODP00000036766	ENSTGUP00000017594
ENSMODP00000024696	ENSTGUP00000007601
ENSMODP00000022245	ENSTGUP00000017627
ENSMODP00000018488	ENSTGUP00000002596
ENSMODP00000006974	ENSTGUP00000007146
ENSMODP00000031737	ENSTGUP00000013036
ENSMODP00000023016	ENSTGUP00000005987
ENSMODP00000010701	ENSTGUP00000006064
ENSMODP00000022226	ENSTGUP00000001653
ENSMODP00000040042	ENSTGUP00000014012
ENSMODP00000038847	ENSTGUP00000015212
ENSMODP00000028989	ENSTGUP00000013760
ENSMODP00000035969	ENSTGUP00000003166
ENSMODP00000026850	ENSTGUP00000010673
ENSMODP00000013104	ENSTGUP00000009296
ENSMODP00000003605	ENSTGUP00000006383
ENSMODP00000017670	ENSTGUP00000011853
ENSMODP00000017566	ENSTGUP00000005008
ENSMODP00000025431	ENSTGUP00000002179
ENSMODP00000001069	ENSTGUP00000006769
ENSMODP00000017701	ENSTGUP00000001338
ENSMODP00000002771	ENSTGUP00000007677
ENSMODP00000024427	ENSTGUP00000003285
ENSMODP00000013056	ENSTGUP00000001471
ENSMODP00000013043	ENSTGUP00000001469
ENSMODP00000024833	ENSTGUP00000010819
ENSMODP00000023363	ENSTGUP00000013926
ENSMODP00000022708	ENSTGUP00000009736
ENSMODP00000006499	ENSTGUP00000004938
ENSMODP00000011634	ENSTGUP00000004752
ENSMODP00000020858	ENSTGUP00000004487
ENSMODP00000020716	ENSTGUP00000009865
ENSMODP00000008863	ENSTGUP00000009012
ENSMODP00000000849	ENSTGUP00000011011
ENSMODP00000005154	ENSTGUP00000012496
ENSMODP00000012678	ENSTGUP00000000082
ENSMODP00000034653	ENSTGUP00000010000
ENSMODP00000040762	ENSTGUP00000004677
ENSMODP00000008902	ENSTGUP00000001555
ENSMODP00000006750	ENSTGUP00000011324
ENSMODP00000031036	ENSTGUP00000015528
ENSMODP00000012246	ENSTGUP00000017572
ENSMODP00000015285	ENSTGUP00000009711
ENSMODP00000006681	ENSTGUP00000012551
ENSMODP00000034265	ENSTGUP00000010431
ENSMODP00000003670	ENSTGUP00000003908
ENSMODP00000009316	ENSTGUP00000012209
ENSMODP00000023221	ENSTGUP00000008632
ENSMODP00000002612	ENSTGUP00000011489
ENSMODP00000002150	ENSTGUP00000017779
ENSMODP00000010302	ENSTGUP00000008589
ENSMODP00000017550	ENSTGUP00000001406
ENSMODP00000009180	ENSTGUP00000013848
ENSMODP00000005405	ENSTGUP00000000385
ENSMODP00000025551	ENSTGUP00000014987
ENSMODP00000019007	ENSTGUP00000004654
ENSMODP00000019581	ENSTGUP00000005161
ENSMODP00000037525	ENSTGUP00000001744
ENSMODP00000001680	ENSTGUP00000010194
ENSMODP00000014520	ENSTGUP00000004211
ENSMODP00000010772	ENSTGUP00000006115
ENSMODP00000024109	ENSTGUP00000009735
ENSMODP00000026473	ENSTGUP00000007035
ENSMODP00000017144	ENSTGUP00000006266
ENSMODP00000002551	ENSTGUP00000007957
ENSMODP00000010047	ENSTGUP00000008107
ENSMODP00000025625	ENSTGUP00000007976
ENSMODP00000001202	ENSTGUP00000001422
ENSMODP00000025626	ENSTGUP00000007977
ENSMODP00000008362	ENSTGUP00000009077
ENSMODP00000010954	ENSTGUP00000011910
ENSMODP00000026097	ENSTGUP00000005942
ENSMODP00000032258	ENSTGUP00000000989
ENSMODP00000022868	ENSTGUP00000013558
ENSMODP00000034578	ENSTGUP00000016344
ENSMODP00000039451	ENSTGUP00000001762
ENSMODP00000021286	ENSTGUP00000007513
ENSMODP00000020168	ENSTGUP00000000953
ENSMODP00000036241	ENSTGUP00000004060
ENSMODP00000013599	ENSTGUP00000008117
ENSMODP00000035037	ENSTGUP00000011290
ENSMODP00000034694	ENSTGUP00000014645
ENSMODP00000019955	ENSTGUP00000002212
ENSMODP00000010396	ENSTGUP00000008138
ENSMODP00000003322	ENSTGUP00000016912
ENSMODP00000024785	ENSTGUP00000010538
ENSMODP00000006094	ENSTGUP00000006919
ENSMODP00000003352	ENSTGUP00000003784
ENSMODP00000002223	ENSTGUP00000000862
ENSMODP00000013192	ENSTGUP00000005957
ENSMODP00000029137	ENSTGUP00000008693
ENSMODP00000006270	ENSTGUP00000013915
ENSMODP00000028994	ENSTGUP00000013917
ENSMODP00000006284	ENSTGUP00000013916
ENSMODP00000013153	ENSTGUP00000005316
ENSMODP00000037975	ENSTGUP00000008937
ENSMODP00000018716	ENSTGUP00000004708
ENSMODP00000026862	ENSTGUP00000010851
ENSMODP00000012974	ENSTGUP00000001464
ENSMODP00000021921	ENSTGUP00000015597
ENSMODP00000000754	ENSTGUP00000008984
